
[00:00:00.000 --> 00:00:04.360]  那你們有沒有人第一次去報道會的?
[00:03:44.460 --> 00:03:45.900]  這些幾歲的新聞仔
[00:03:45.900 --> 00:03:48.900]  現在就是二十幾歲的導師了
[00:03:48.900 --> 00:03:50.180]  其實我也很安慰的
[00:03:50.180 --> 00:03:53.180]  所以我也很想快點退休
[00:03:53.180 --> 00:03:57.480]  但是今晚我就想講一個更加重要的安慰給你們聽
[00:03:57.480 --> 00:03:58.740]  當你走到無力
[00:03:58.740 --> 00:04:00.980]  剛纔彈琴的那個,我也覺得當你彈到無力
[00:04:00.980 --> 00:04:04.540]  真的看到他彈得很厲害
[00:04:04.540 --> 00:04:06.020]  有沒有無力呢
[00:04:06.020 --> 00:04:09.900]  我就研究兒童,說明真的是小兒科
[00:04:09.900 --> 00:04:11.660]  我看人
[00:04:11.660 --> 00:04:13.060]  我第一個學問研究到
[00:04:13.060 --> 00:04:16.100]  就是人有一種能力
[00:04:16.100 --> 00:04:17.940]  有分開度數的
[00:04:17.940 --> 00:04:20.420]  最高就是六度
[00:04:20.420 --> 00:04:25.220]  六度就是能量指數最高的一點
[00:04:25.220 --> 00:04:28.780]  這個世界可能曾經有一些人
[00:04:28.780 --> 00:04:31.060]  碰到六度,所以定了六
[00:04:31.060 --> 00:04:33.980]  然後中間,三是中間
[00:04:33.980 --> 00:04:36.100]  二是再差一點
[00:04:36.100 --> 00:04:38.660]  就是每個人一出生
[00:04:38.660 --> 00:04:40.020]  不是你努力的
[00:04:40.020 --> 00:04:43.420]  就是上天已經給了你一個能量
[00:04:43.420 --> 00:04:45.180]  最高的你也知道是哪些人
[00:04:45.180 --> 00:04:47.180]  就是過度活躍症那些
[00:04:47.180 --> 00:04:49.300]  他們走來走去的那些
[00:04:49.300 --> 00:04:50.460]  那些真的是很高的
[00:04:50.460 --> 00:04:52.540]  那些呢,我不知道你們見過的小孩
[00:04:52.540 --> 00:04:56.380]  走到伸出舌頭還是跑的
[00:04:56.380 --> 00:04:59.380]  他是用不完力的,這麼厲害
[00:04:59.380 --> 00:05:01.300]  我教的小孩
[00:05:01.300 --> 00:05:03.940]  有很多小孩,我們用什麼方式教呢
[00:05:03.940 --> 00:05:06.060]  是要他爸爸和他
[00:05:06.060 --> 00:05:10.940]  走十五層樓,用樓梯上來上我堂的
[00:05:10.940 --> 00:05:12.100]  這樣就上到我堂了
[00:05:12.100 --> 00:05:15.860]  他已經近乎少了一半力了
[00:05:15.860 --> 00:05:19.380]  但是他爸爸就奄奄一息地坐在那裏
[00:05:19.380 --> 00:05:23.940]  就等我下完堂就和他搭電梯走了
[00:05:23.940 --> 00:05:25.660]  我們唯一的條件就是
[00:05:25.660 --> 00:05:27.700]  你要走樓梯來,我纔可以教
[00:05:27.700 --> 00:05:30.860]  要不然在這裏我們什麼都打爛給他了
[00:05:30.860 --> 00:05:32.740]  你就知道這些力有多害怕
[00:05:32.740 --> 00:05:35.780]  就是五點八那些很厲害的
[00:05:35.780 --> 00:05:37.020]  但是也有些人是這樣的
[00:05:37.020 --> 00:05:40.460]  有些人低到一度兩度而已
[00:05:40.460 --> 00:05:41.020]  是吧
[00:05:41.020 --> 00:05:42.020]  你見到有些人呢
[00:05:42.020 --> 00:05:46.020]  晚上又睡,早上又上班,上班都還在睡
[00:05:46.020 --> 00:05:47.460]  回家又繼續睡
[00:05:47.460 --> 00:05:49.020]  就是這些人
[00:05:49.020 --> 00:05:52.140]  那些人天生就沒什麼力量
[00:05:52.140 --> 00:05:55.780]  所以他們就永遠成熟地做兼職
[00:05:55.780 --> 00:05:56.660]  終點
[00:05:56.660 --> 00:05:58.140]  真的有些,你很同情
[00:05:58.140 --> 00:05:59.620]  我真的見過這些人
[00:05:59.620 --> 00:06:03.380]  我家裏就試過照顧一個這樣的小孩
[00:06:03.380 --> 00:06:05.460]  是永遠見到他背後在做功課
[00:06:05.460 --> 00:06:06.940]  看一看前面,不是的
[00:06:06.940 --> 00:06:08.380]  原來是滾下來的
[00:06:08.380 --> 00:06:11.060]  這些人呢,又有這些人
[00:06:11.060 --> 00:06:12.660]  他們很低而已
[00:06:12.660 --> 00:06:14.900]  多數來說都有三度左右
[00:06:14.900 --> 00:06:17.580]  就是可以做全日工作的
[00:06:17.580 --> 00:06:20.700]  但是當你研究情緒管理呢
[00:06:20.700 --> 00:06:23.660]  就發現不關事這份工作的
[00:06:23.660 --> 00:06:25.180]  是關事你的情緒
[00:06:25.180 --> 00:06:26.700]  比如說你發脾氣
[00:06:26.700 --> 00:06:27.380]  你很生氣
[00:06:27.380 --> 00:06:28.820]  你罵人呢
[00:06:28.820 --> 00:06:31.660]  你的力量會跌得很急的
[00:06:31.660 --> 00:06:33.900]  所以你罵人家十五分鐘呢
[00:06:33.900 --> 00:06:37.020]  就等於跑五千公尺的體力的了
[00:06:37.020 --> 00:06:38.140]  五千公尺很厲害的
[00:06:38.140 --> 00:06:39.900]  一個球場十二個圈的了
[00:06:39.900 --> 00:06:41.620]  你罵人十五分鐘就可以了
[00:06:41.620 --> 00:06:43.660]  所以你天天在家裏也是在跑的
[00:06:43.660 --> 00:06:45.140]  跑到無力的
[00:06:45.140 --> 00:06:46.220]  真的包你無力的
[00:06:46.220 --> 00:06:48.820]  所以如果你還生兩個男孩呢
[00:06:48.820 --> 00:06:51.300]  因爲一個男孩的能量呢
[00:06:51.300 --> 00:06:53.900]  那些激素等於十五個女孩的
[00:06:53.900 --> 00:06:55.140]  所以你生兩個男孩呢
[00:06:55.140 --> 00:06:56.980]  等於生三十個女孩的
[00:06:56.980 --> 00:06:57.580]  那所以呢
[00:06:57.580 --> 00:07:00.420]  哇,如果你生兩個男孩呢
[00:07:00.420 --> 00:07:02.500]  哇,你天天這樣
[00:07:02.500 --> 00:07:04.980]  你真是萬萬公尺地跑的
[00:07:04.980 --> 00:07:05.540]  那你說
[00:07:05.540 --> 00:07:07.140]  哇,那我應該很健壯的
[00:07:07.140 --> 00:07:08.420]  一點都不是
[00:07:08.420 --> 00:07:11.300]  你是透支的,天天都透支的
[00:07:11.300 --> 00:07:12.180]  所以你經常告訴別人
[00:07:12.180 --> 00:07:13.780]  我快死了,快死了
[00:07:13.780 --> 00:07:16.300]  你說的樣子也很像的
[00:07:16.300 --> 00:07:17.820]  因爲透支
[00:07:17.820 --> 00:07:19.460]  其實透支是很傷的
[00:07:19.460 --> 00:07:20.900]  起碼你的免疫力很低的
[00:07:20.900 --> 00:07:22.020]  譬如你咳嗽呢
[00:07:22.020 --> 00:07:23.620]  你很久都咳嗽
[00:07:23.620 --> 00:07:24.740]  也是不好的
[00:07:24.740 --> 00:07:26.500]  有些人咳嗽一個月的
[00:07:26.500 --> 00:07:28.500]  他的免疫力是很低的
[00:07:28.500 --> 00:07:30.740]  所以今天呢,我跟你說
[00:07:30.740 --> 00:07:35.220]  爲什麼我們就算天生好的體能
[00:07:35.220 --> 00:07:39.220]  但是那個心情是很低落的話呢
[00:07:39.220 --> 00:07:41.020]  你跟一個天生出來
[00:07:41.020 --> 00:07:43.220]  沒什麼體力的人差不多的
[00:07:43.220 --> 00:07:46.260]  甚至你真的覺得做人好像很化
[00:07:46.260 --> 00:07:46.940]  就是不想做
[00:07:46.940 --> 00:07:50.420]  因爲已經累到不想做人了
[00:07:50.420 --> 00:07:52.740]  所以你說,爲什麼來教會呢
[00:07:52.740 --> 00:07:54.540]  你知道這個教會呢
[00:07:54.540 --> 00:07:56.060]  就算你一個星期六晚來
[00:07:56.060 --> 00:07:58.060]  都不可以通宵的,你知不知道
[00:07:58.060 --> 00:07:59.740]  你不要想着坐很久
[00:07:59.740 --> 00:08:02.100]  一個半小時左右而已
[00:08:02.100 --> 00:08:05.700]  你知道一個星期有多少個小時嗎
[00:08:05.700 --> 00:08:09.060]  24小時乘以7,168
[00:08:09.060 --> 00:08:12.460]  如果一個星期用一個半小時回來教會呢
[00:08:12.460 --> 00:08:16.420]  只不過是168個小時的一個半小時
[00:08:16.420 --> 00:08:18.740]  就是百分之一
[00:08:18.740 --> 00:08:21.060]  百分之一不是多,百分之一而已
[00:08:21.060 --> 00:08:23.700]  要你人生的百分之一而已
[00:08:23.700 --> 00:08:25.020]  但是你知道百分之一是什麼嗎
[00:08:25.020 --> 00:08:28.420]  決定了你有剩下99%
[00:08:28.420 --> 00:08:30.180]  你的人生
[00:08:30.180 --> 00:08:31.700]  是真的還是假的
[00:08:31.700 --> 00:08:33.540]  你問那些基督徒就知道了
[00:08:33.540 --> 00:08:35.820]  他回來是百分之一而已
[00:08:35.820 --> 00:08:39.260]  但是他竟然自從回來之後呢
[00:08:39.260 --> 00:08:42.620]  他有剩下的百分之99
[00:08:42.620 --> 00:08:45.580]  就是說有剩下的166個小時半
[00:08:45.580 --> 00:08:48.060]  是決定了在一個半小時裏面
[00:08:48.060 --> 00:08:49.420]  曾經聽過的東西
[00:08:49.420 --> 00:08:51.580]  曾經思考過的東西
[00:08:51.580 --> 00:08:55.780]  甚至想過參考一段聖經的說法
[00:08:55.780 --> 00:08:59.180]  就成爲了他有剩下的百分之99了
[00:08:59.180 --> 00:09:01.940]  有沒有一個地方比這個地方厲害呢,沒有
[00:09:01.940 --> 00:09:04.740]  你試試上學,上學5天
[00:09:04.740 --> 00:09:07.980]  早上7點多,下午3點多放學
[00:09:07.980 --> 00:09:10.540]  很多個小時的,一星期5天的
[00:09:10.540 --> 00:09:12.580]  小孩子還是這麼差的
[00:09:12.580 --> 00:09:13.980]  還是這麼懶的
[00:09:13.980 --> 00:09:17.340]  就是說你用很多時間改一個人
[00:09:17.340 --> 00:09:19.780]  不代表你成功
[00:09:19.780 --> 00:09:23.260]  時間多不等於一件事是成功的
[00:09:23.260 --> 00:09:25.660]  時間少也不等於做不到的
[00:09:25.660 --> 00:09:27.940]  是質素
[00:09:27.940 --> 00:09:31.340]  那一個半小時裏面有些什麼東西是很重要的
[00:09:31.340 --> 00:09:33.740]  所以你可以說一個半小時
[00:09:33.740 --> 00:09:37.140]  贏你那邊幾十個小時是可以的
[00:09:37.140 --> 00:09:39.700]  所以你看到很多人說他真的不同了
[00:09:39.700 --> 00:09:42.740]  信了耶穌,他這麼大改變的
[00:09:42.740 --> 00:09:44.900]  他用的是很短的時間
[00:09:44.900 --> 00:09:48.660]  但改變的東西竟然是很多時間做不到的東西
[00:09:48.660 --> 00:09:51.060]  是不是奇怪呢
[00:09:51.060 --> 00:09:54.300]  所以你會想着想着覺得,咦,是真的
[00:09:54.300 --> 00:09:57.100]  所以我希望今晚你坐在這裏
[00:09:57.100 --> 00:10:01.500]  雖然可能我講不到一小時,我都講到無力了
[00:10:01.500 --> 00:10:03.660]  但我都會告訴你
[00:10:03.660 --> 00:10:05.260]  這些得的原因是什麼
[00:10:05.260 --> 00:10:07.820]  起碼你走的時候覺得,我現在明白了
[00:10:07.820 --> 00:10:10.220]  我現在明白了,這就是我最想你得到的東西
[00:10:10.220 --> 00:10:12.620]  我現在明白了
[00:10:12.620 --> 00:10:15.260]  我在三個星期前
[00:10:15.260 --> 00:10:16.740]  星期六
[00:10:16.740 --> 00:10:18.940]  十月頭,我在粉嶺
[00:10:18.940 --> 00:10:20.220]  一間中學
[00:10:20.220 --> 00:10:22.860]  我講一個演講
[00:10:22.860 --> 00:10:25.780]  那裏是中三中四的同學
[00:10:25.780 --> 00:10:27.980]  聽我的演講
[00:10:27.980 --> 00:10:30.340]  本來是很簡單的東西,我講完了
[00:10:30.340 --> 00:10:32.660]  我就說,你們不要再問我東西了
[00:10:32.660 --> 00:10:34.620]  我趕着去香港那邊了
[00:10:34.620 --> 00:10:36.420]  不過如果你再找我
[00:10:36.420 --> 00:10:38.580]  我就用電郵跟你聯絡
[00:10:38.580 --> 00:10:40.500]  不過如果你有本事
[00:10:40.500 --> 00:10:43.460]  問到校長我卡片的電郵
[00:10:43.460 --> 00:10:47.260]  那你就找我吧,我以爲一定沒事了,就走了
[00:10:47.260 --> 00:10:49.540]  啊,怎麼知道呢,我回家了
[00:10:49.540 --> 00:10:52.540]  星期六晚上回家,收到電郵了
[00:10:52.540 --> 00:10:54.940]  一個男孩
[00:10:54.940 --> 00:10:56.820]  我不說他的名字了
[00:10:56.820 --> 00:10:59.220]  我覺得他的名字也很漂亮
[00:10:59.220 --> 00:11:01.780]  他就,前面不說了,後半句
[00:11:01.780 --> 00:11:03.220]  他說什麼呢
[00:11:03.220 --> 00:11:06.900]  他說我懷才不遇
[00:11:06.900 --> 00:11:10.580]  我看見你,就看見我生命的曙光
[00:11:10.580 --> 00:11:13.940]  哇,看得我暈暈頭頭,真是暈頭頭
[00:11:13.940 --> 00:11:18.460]  所以他說,你可不可以跟我研究一下,談一下
[00:11:18.460 --> 00:11:20.900]  沒多久收到一個女孩
[00:11:20.900 --> 00:11:23.060]  她更厲害
[00:11:23.060 --> 00:11:25.660]  我迫到去找她,你知道爲什麼嗎
[00:11:25.660 --> 00:11:29.940]  她說,你帶我們玩那些心理練習,自我瞭解
[00:11:29.940 --> 00:11:32.140]  我覺得你的計分方式
[00:11:32.140 --> 00:11:35.180]  我有個新方式想你參考一下
[00:11:35.180 --> 00:11:37.260]  因爲我覺得我的計算法
[00:11:37.260 --> 00:11:40.660]  可能比你的原意更加準確
[00:11:40.660 --> 00:11:42.140]  哇,嚇得我
[00:11:42.140 --> 00:11:44.740]  十五歲趕我,你這麼老
[00:11:44.740 --> 00:11:48.580]  我教社工,你還沒出生
[00:11:48.580 --> 00:11:51.620]  最後我真的要見她了,這麼厲害
[00:11:51.620 --> 00:11:54.820]  一男一女
[00:11:54.820 --> 00:11:58.020]  我就去粉嶺見她們
[00:11:58.020 --> 00:12:00.820]  她們兩個在那裏等我
[00:12:00.820 --> 00:12:05.020]  記住,十五歲多
[00:12:05.020 --> 00:12:07.780]  我第一個想問她的問題就是
[00:12:07.780 --> 00:12:10.260]  我想你告訴我
[00:12:10.260 --> 00:12:13.740]  你是不是很空閒
[00:12:13.740 --> 00:12:16.740]  她告訴我,她說我很空閒
[00:12:16.740 --> 00:12:20.020]  她說,你在讀中學,香港有很多功課
[00:12:20.020 --> 00:12:22.660]  她說,我在國內來讀
[00:12:22.660 --> 00:12:24.980]  我現在在讀精英班
[00:12:24.980 --> 00:12:27.620]  功課很快就做起了
[00:12:27.620 --> 00:12:29.540]  所以時間很多
[00:12:29.540 --> 00:12:31.180]  她說,我研究什麼
[00:12:31.180 --> 00:12:33.660]  我現在在讀法文
[00:12:33.660 --> 00:12:37.700]  中國那些,北京、上海、四川、潮州話
[00:12:37.700 --> 00:12:40.100]  普通話我全部都會
[00:12:40.100 --> 00:12:42.060]  我現在看很多書
[00:12:42.060 --> 00:12:44.100]  但我覺得世界的排名次序
[00:12:44.100 --> 00:12:48.100]  應該先要懂法文
[00:12:48.100 --> 00:12:51.220]  你纔可以在歐洲裏面做生意
[00:12:51.220 --> 00:12:53.860]  我一直看着她,歐洲能做生意
[00:12:53.860 --> 00:12:55.580]  第二就是中文
[00:12:55.580 --> 00:12:57.380]  中國將來很強
[00:12:57.380 --> 00:12:58.900]  第三是英文
[00:12:58.900 --> 00:13:01.340]  第三,我一定會苦讀
[00:13:01.340 --> 00:13:03.380]  哇,你很厲害
[00:13:03.380 --> 00:13:04.740]  接着我說
[00:13:04.740 --> 00:13:07.620]  我沒見過這麼有爲的青年
[00:13:07.620 --> 00:13:09.860]  怎麼不知道他怎麼回答我呢
[00:13:09.860 --> 00:13:12.460]  他說,我很後悔
[00:13:12.460 --> 00:13:15.460]  我已經遲了三年纔想到這件事
[00:13:15.460 --> 00:13:17.220]  哇,嚇得我
[00:13:17.220 --> 00:13:20.820]  嚇死我了
[00:13:20.820 --> 00:13:24.180]  他15歲說自己遲了三年纔想到這件事
[00:13:24.180 --> 00:13:28.260]  哇,我真是死都沒想到
[00:13:28.260 --> 00:13:29.820]  哇,這麼厲害
[00:13:29.820 --> 00:13:31.500]  這麼厲害
[00:13:31.500 --> 00:13:32.620]  應該想到的
[00:13:32.620 --> 00:13:35.620]  竟然說自己遲了三年
[00:13:35.620 --> 00:13:38.020]  他如果99歲說我也很安慰
[00:13:38.020 --> 00:13:40.660]  他15歲說自己遲了三年
[00:13:40.660 --> 00:13:44.100]  接着那個女孩說他想做CEO
[00:13:44.100 --> 00:13:46.060]  接着他說他的計劃
[00:13:46.060 --> 00:13:48.260]  就是讀完書之後去哪家大學
[00:13:48.260 --> 00:13:51.300]  然後完成他的理想
[00:13:51.300 --> 00:13:52.900]  我當時
[00:13:52.900 --> 00:13:55.740]  我真的在那裏忍無可忍
[00:13:55.740 --> 00:13:57.620]  我就跟他說
[00:13:57.620 --> 00:13:59.580]  如果在香港你繼續這樣
[00:13:59.580 --> 00:14:02.460]  這種態度讀書和工作
[00:14:02.460 --> 00:14:04.420]  五年後
[00:14:04.420 --> 00:14:07.900]  你賺十萬塊錢一個月
[00:14:07.900 --> 00:14:10.580]  我都覺得有些機會很高
[00:14:10.580 --> 00:14:12.780]  因爲香港很多年輕人
[00:14:12.780 --> 00:14:15.340]  是不跟你玩這麼盡的東西的
[00:14:15.340 --> 00:14:16.540]  你的機會都很高
[00:14:16.540 --> 00:14:17.940]  你會很高級升到
[00:14:17.940 --> 00:14:20.860]  因爲很多人都不想升這種東西的
[00:14:20.860 --> 00:14:24.060]  你也會買到一間很漂亮的房子
[00:14:24.060 --> 00:14:24.900]  給你家裏人住
[00:14:24.900 --> 00:14:26.340]  我都很相信
[00:14:26.340 --> 00:14:27.300]  你有一輛很漂亮的車
[00:14:27.300 --> 00:14:29.580]  我很相信
[00:14:29.580 --> 00:14:32.180]  不過我想問你就是
[00:14:32.180 --> 00:14:33.780]  如果你繼續這樣找下去
[00:14:33.780 --> 00:14:36.740]  每年一百萬二百他找下去
[00:14:36.740 --> 00:14:40.300]  你找來用來做什麼呢
[00:14:40.300 --> 00:14:42.020]  他呆了看着我
[00:14:42.020 --> 00:14:44.900]  我說我沒想過這個問題
[00:14:44.900 --> 00:14:48.060]  我說如果你在家裏不停地買菜
[00:14:48.060 --> 00:14:50.100]  買到全屋都是菜
[00:14:50.100 --> 00:14:51.980]  你又不煮又不喫
[00:14:51.980 --> 00:14:53.060]  那你買來做什麼呢
[00:14:53.060 --> 00:14:55.260]  買這麼多菜
[00:14:55.260 --> 00:14:56.540]  他呆了看着我
[00:14:56.540 --> 00:14:58.620]  他說有道理
[00:14:58.620 --> 00:14:59.420]  有道理
[00:14:59.420 --> 00:15:01.860]  我說你這麼奮鬥
[00:15:01.860 --> 00:15:03.500]  又贏了這麼多東西
[00:15:03.500 --> 00:15:05.660]  那你來做什麼呢
[00:15:05.660 --> 00:15:07.100]  他回答不了我
[00:15:07.100 --> 00:15:09.780]  我說你知道一個成功的定義呢
[00:15:09.780 --> 00:15:11.940]  就是當你做一件事
[00:15:11.940 --> 00:15:16.020]  你會再用做到賺到或者得到的東西
[00:15:16.020 --> 00:15:18.140]  再做另一樣更高價值的東西
[00:15:18.140 --> 00:15:19.860]  這個叫成功
[00:15:19.860 --> 00:15:20.780]  如果只是
[00:15:20.780 --> 00:15:21.940]  你想做什麼
[00:15:21.940 --> 00:15:23.020]  想洗衣服就洗衣服
[00:15:23.020 --> 00:15:23.900]  煮飯就煮飯
[00:15:23.900 --> 00:15:26.580]  那些很普通的
[00:15:26.580 --> 00:15:27.980]  他後來告訴我
[00:15:27.980 --> 00:15:29.300]  我想跟你研究下去
[00:15:29.300 --> 00:15:30.420]  我說好啊
[00:15:30.420 --> 00:15:32.180]  於是我就和你約定了
[00:15:32.180 --> 00:15:34.340]  我和你一起寫一本書
[00:15:34.340 --> 00:15:37.180]  去尋找這件事
[00:15:37.180 --> 00:15:38.420]  可能你聽完之後覺得
[00:15:38.420 --> 00:15:40.580]  總之我換個兒子
[00:15:40.580 --> 00:15:43.980]  真可憐,我兒子想都沒想這些
[00:15:43.980 --> 00:15:46.060]  但是我提醒你
[00:15:46.060 --> 00:15:48.580]  他們兩個是單親的
[00:15:48.580 --> 00:15:52.300]  他父母是分開了的
[00:15:52.300 --> 00:15:53.100]  他告訴我
[00:15:53.100 --> 00:15:55.780]  如果6點前我回挪峯睡
[00:15:55.780 --> 00:15:59.140]  6點後就在佐敦睡
[00:15:59.140 --> 00:16:02.780]  我去借別人的地方睡
[00:16:02.780 --> 00:16:05.740]  是一個很可憐的小朋友
[00:16:05.740 --> 00:16:08.740]  他沒辦法不奮鬥
[00:16:08.740 --> 00:16:12.820]  因爲他已經什麼都沒有了
[00:16:12.820 --> 00:16:15.900]  他有一個不可靠的家
[00:16:15.900 --> 00:16:18.740]  他有一個不可靠的將來
[00:16:18.740 --> 00:16:21.060]  他沒東西可以依靠
[00:16:21.060 --> 00:16:23.100]  他唯一的東西就是靠他自己
[00:16:23.100 --> 00:16:26.100]  一雙手,一雙腳,一個腦
[00:16:26.100 --> 00:16:28.380]  去闖下去
[00:16:28.380 --> 00:16:31.140]  所以我看到這樣我很尊敬他們
[00:16:31.140 --> 00:16:34.220]  但是我同時也很想念他們
[00:16:34.220 --> 00:16:36.540]  你奮鬥到盡
[00:16:36.540 --> 00:16:38.340]  你拿奮鬥來做什麼呢
[00:16:38.340 --> 00:16:39.540]  做什麼呢
[00:16:39.540 --> 00:16:41.260]  你沒理由買完一間又一間
[00:16:41.260 --> 00:16:42.980]  輪流星期一住這裏,星期二住那裏
[00:16:42.980 --> 00:16:44.460]  很浪費時間
[00:16:44.460 --> 00:16:45.460]  你做什麼呢
[00:16:45.460 --> 00:16:46.460]  他真的回答不了我
[00:16:46.460 --> 00:16:48.140]  他真的完全回答不了我
[00:16:48.140 --> 00:16:49.340]  於是我說
[00:16:49.340 --> 00:16:51.460]  我會教你怎麼想
[00:16:51.460 --> 00:16:54.700]  你可不可以給我時間和你談下去呢
[00:16:54.700 --> 00:16:55.940]  所以有時你會說
[00:16:55.940 --> 00:16:58.420]  我想了很久,我想我的兒子很努力讀書
[00:16:58.420 --> 00:17:00.980]  希望他發達,賺很多錢
