
[00:00:00.000 --> 00:00:05.520]  我猜想这可能是我有生以来第一次主持讲台的时候穿T恤
[00:07:44.600 --> 00:07:44.880]  但是
[00:07:44.880 --> 00:07:47.960]  因为你今天在日本宗教自由
[00:07:47.960 --> 00:07:50.360]  你甚至今天就在美国
[00:07:50.360 --> 00:07:53.400]  你有没有发现传福音就有树林征战
[00:07:53.400 --> 00:07:55.600]  传福音就一定有仇敌的阻力
[00:07:55.600 --> 00:07:58.400]  所以这么多啊
[00:07:58.400 --> 00:07:59.120]  哎
[00:07:59.120 --> 00:07:59.720]  不敢传
[00:07:59.720 --> 00:08:00.320]  不想传
[00:08:00.320 --> 00:08:00.840]  不会传
[00:08:00.840 --> 00:08:01.400]  不能传
[00:08:01.400 --> 00:08:02.600]  不许传
[00:08:02.600 --> 00:08:06.760]  各位以至于今天许许多多的基督徒
[00:08:06.760 --> 00:08:08.280]  面对福音使命
[00:08:08.280 --> 00:08:10.000]  面对宣教使命
[00:08:10.000 --> 00:08:10.920]  基督徒也好
[00:08:10.920 --> 00:08:12.840]  教会也好
[00:08:12.840 --> 00:08:14.920]  我们都有亏欠
[00:08:14.920 --> 00:08:19.920]  所以
[00:08:19.920 --> 00:08:23.480]  前几年就有一本书啊
[00:08:23.480 --> 00:08:25.720]  我们刚才读的经文叫做大使命
[00:08:25.720 --> 00:08:27.000]  Great Commission
[00:08:27.000 --> 00:08:31.640]  这本书叫做Great Omission
[00:08:31.640 --> 00:08:34.280]  大失误或是大抗命
[00:08:34.280 --> 00:08:36.120]  中文把它翻译成大抗命
[00:08:36.120 --> 00:08:38.960]  今天绝大多数教会都在抵抗
[00:08:38.960 --> 00:08:39.760]  违抗
[00:08:39.760 --> 00:08:41.720]  违背神的命令
[00:08:41.720 --> 00:08:43.400]  我们没有去传福音
[00:08:43.400 --> 00:08:45.120]  今天绝大多数的基督徒
[00:08:45.120 --> 00:08:46.200]  我们有使命
[00:08:46.200 --> 00:08:48.160]  但是从来没有使命感
[00:08:48.160 --> 00:08:51.160]  从来就没有执行这个使命
[00:08:51.160 --> 00:08:54.600]  我们今天要借着这一段耳熟能详的经文
[00:08:54.600 --> 00:08:56.960]  再次思想主的使命
[00:08:56.960 --> 00:08:58.240]  丢死妹
[00:08:58.240 --> 00:09:01.520]  我今天正道叫做小人物大使命
[00:09:01.520 --> 00:09:04.720]  小人物可以完成大使命吗
[00:09:04.720 --> 00:09:06.480]  我不知道你们有没有看过
[00:09:06.480 --> 00:09:08.960]  这是一系列的影片
[00:09:08.960 --> 00:09:10.000]  你知道中文翻译成什么吗
[00:09:10.000 --> 00:09:12.360]  中文完全翻译的不对劲
[00:09:12.360 --> 00:09:12.840]  叫什么
[00:09:12.840 --> 00:09:14.680]  你们不看吗
[00:09:14.680 --> 00:09:16.880]  蝶中蝶
[00:09:16.880 --> 00:09:18.040]  各位弟兄不看吗
[00:09:18.040 --> 00:09:22.560]  汤姆克鲁斯演的嘛
[00:09:22.560 --> 00:09:23.240]  对吧
[00:09:23.240 --> 00:09:29.520]  其实英文叫做Mission Impossible
[00:09:29.520 --> 00:09:37.440]  但是这个特工每一次都能完成不可能完成的这样的一个使命
[00:09:37.440 --> 00:09:38.560]  为什么
[00:09:38.560 --> 00:09:40.640]  因为人家够厉害
[00:09:40.640 --> 00:09:41.640]  肌肉猛男
[00:09:41.640 --> 00:09:43.600]  各种的动作
[00:09:43.600 --> 00:09:43.960]  对不对
[00:09:43.960 --> 00:09:45.280]  过于常人的智慧
[00:09:45.280 --> 00:09:46.160]  勇气
[00:09:46.160 --> 00:09:47.760]  各种的高科技装备
[00:09:47.760 --> 00:09:51.240]  还有有一个team作为他的backup
[00:09:51.240 --> 00:09:51.840]  对不对
[00:09:51.840 --> 00:09:54.920]  所以我们看这部电影看得惊心动魄
[00:09:54.920 --> 00:09:56.040]  他飞檐走壁
[00:09:56.040 --> 00:10:01.000]  然后把不可能完成的任务都在他手中
[00:10:01.000 --> 00:10:02.480]  不可能都变为可能了
[00:10:02.480 --> 00:10:03.080]  哇
[00:10:03.080 --> 00:10:04.400]  好精彩啊
[00:10:04.400 --> 00:10:05.840]  那好了
[00:10:05.840 --> 00:10:09.520]  今天与汤姆克鲁斯相比
[00:10:09.520 --> 00:10:13.280]  耶稣也把一个使命交下来了
[00:10:13.280 --> 00:10:14.440]  给谁呢
[00:10:14.440 --> 00:10:18.680]  这位升天的耶稣把这样的一个大使命
[00:10:18.680 --> 00:10:25.440]  普世宣教万民听信福音的大使命交给了十一个
[00:10:25.440 --> 00:10:27.360]  当时因为犹大脉祖
[00:10:27.360 --> 00:10:31.040]  所以只有十一个使徒
[00:10:31.040 --> 00:10:32.040]  十一个门徒
[00:10:32.040 --> 00:10:33.600]  各位
[00:10:33.600 --> 00:10:40.960]  和耶稣在这里对他的门徒的拆派相比
[00:10:40.960 --> 00:10:42.320]  这部电影算什么不可能
[00:10:42.320 --> 00:10:46.160]  右边这个才叫不可能呢
[00:10:46.160 --> 00:10:48.760]  这一群没有学问的小民
[00:10:48.760 --> 00:10:51.400]  这群凡夫俗子
[00:10:51.400 --> 00:10:52.600]  他没有功夫
[00:10:52.600 --> 00:10:54.040]  他没有backup
[00:10:54.040 --> 00:10:55.600]  他没有武器装备
[00:10:55.600 --> 00:10:57.440]  他没有资金支持
[00:10:57.440 --> 00:11:01.720]  但是他这一群人要颠覆这个世界
[00:11:01.720 --> 00:11:07.480]  这一群人要颠覆当时整个人类历史上最强盛的罗马帝国
[00:11:07.480 --> 00:11:11.120]  怎么会怎么可能呢
[00:11:11.120 --> 00:11:11.960]  很有意思啊
[00:11:11.960 --> 00:11:12.760]  各位
[00:11:12.760 --> 00:11:15.320]  今天我们读经文的时候
[00:11:15.320 --> 00:11:16.520]  我们看到这十一个门徒
[00:11:16.520 --> 00:11:21.240]  他们往加利利去往耶稣跟他们所约定的山上去
[00:11:21.240 --> 00:11:23.160]  见了耶稣就拜他
[00:11:23.160 --> 00:11:29.320]  各位啊我不确定是不是很多人接下来就不自觉地把后面这几个字略过去了
[00:11:29.320 --> 00:11:30.080]  怎么说呢
[00:11:30.080 --> 00:11:34.440]  因为接下来这几个字太刺激了
[00:11:34.440 --> 00:11:35.480]  经文说什么
[00:11:35.480 --> 00:11:39.120]  然而还有人疑惑
[00:11:39.120 --> 00:11:43.840]  然而还有人在那里疑惑
[00:11:43.840 --> 00:11:48.840]  疑惑这个字在希腊文当中叫做distazo
[00:11:48.840 --> 00:11:53.040]  这个字的原文其实他不是完全的不相信
[00:11:53.040 --> 00:11:54.200]  但是呢
[00:11:54.200 --> 00:11:55.160]  他迟疑
[00:11:55.160 --> 00:11:55.920]  犹豫
[00:11:55.920 --> 00:11:57.320]  摇摆不定
[00:11:57.320 --> 00:11:57.680]  哎呀
[00:11:57.680 --> 00:11:59.040]  不知道这件事该不该做
[00:11:59.040 --> 00:12:00.120]  在那里十字路口
[00:12:00.120 --> 00:12:02.120]  在那里彷徨的意思啊
[00:12:02.120 --> 00:12:02.960]  在新约当中
[00:12:02.960 --> 00:12:04.760]  这个字其实只出现了两次
[00:12:04.760 --> 00:12:06.960]  第一次出现也是在马太福音
[00:12:06.960 --> 00:12:07.840]  你记不记得
[00:12:07.840 --> 00:12:10.360]  有一次彼得看到耶稣在水面上
[00:12:10.360 --> 00:12:11.960]  他也行走在水面上
[00:12:11.960 --> 00:12:16.320]  但是当风浪甚大的时候
[00:12:16.320 --> 00:12:17.240]  他就怎么样了
[00:12:17.240 --> 00:12:20.440]  他就沉下去了
[00:12:20.440 --> 00:12:21.040]  然后呢
[00:12:21.040 --> 00:12:22.160]  耶稣就责备他
[00:12:22.160 --> 00:12:23.520]  你这小信的人呢
[00:12:23.520 --> 00:12:25.520]  为什么疑惑呢
[00:12:25.520 --> 00:12:26.240]  就是一个字
[00:12:26.240 --> 00:12:27.560]  就是个疑惑
[00:12:27.560 --> 00:12:30.600]  请问彼得当时有信心还是没信心
[00:12:30.600 --> 00:12:32.720]  有还是没有
[00:12:32.720 --> 00:12:35.840]  我觉得他比另外十一个好一点
[00:12:35.840 --> 00:12:37.040]  至少他们在船上
[00:12:37.040 --> 00:12:38.480]  他在水上是吧
[00:12:38.480 --> 00:12:39.240]  他没有信心
[00:12:39.240 --> 00:12:40.960]  他不可能走上水
[00:12:40.960 --> 00:12:44.040]  但是他的信心又被耶稣说小信
[00:12:44.040 --> 00:12:45.760]  换句话说
[00:12:45.760 --> 00:12:47.400]  他的信心还是不够
[00:12:47.400 --> 00:12:49.320]  他的信心当中还是举旗不定
[00:12:49.320 --> 00:12:53.000]  还没有定心在耶稣身上看环境又怕了
[00:12:53.000 --> 00:12:55.400]  看风浪又胆怯了
[00:12:55.400 --> 00:12:55.560]  哎
[00:12:55.560 --> 00:12:59.880]  想想接下来面对这么多的挑战退后了
[00:12:59.880 --> 00:13:02.480]  这就是这些门徒的状态
[00:13:02.480 --> 00:13:05.040]  就好像要沉下去的这种状态
[00:13:05.040 --> 00:13:05.840]  哇哦
[00:13:05.840 --> 00:13:06.240]  各位啊
[00:13:06.240 --> 00:13:10.400]  今天如果今天我说啊
[00:13:10.400 --> 00:13:11.560]  今天在座各位
[00:13:11.560 --> 00:13:14.240]  你们这些在这间会堂里听到的这些人
[00:13:14.240 --> 00:13:17.160]  我们中间听张博士讲到的时候还有人疑惑
[00:13:17.160 --> 00:13:18.480]  这个我比较容易接受啊
[00:13:18.480 --> 00:13:20.400]  毕竟你们都是普通人
[00:13:20.400 --> 00:13:21.920]  我们都是凡夫俗子
[00:13:21.920 --> 00:13:23.480]  但这是一个人是谁
[00:13:23.480 --> 00:13:31.560]  这是一个人几乎是人类历史上应当是suppose是最认识耶稣的那一小撮人
[00:13:31.560 --> 00:13:32.680]  对吧
[00:13:32.680 --> 00:13:34.080]  最属灵的那一小撮人
[00:13:34.080 --> 00:13:34.920]  对吧
[00:13:34.920 --> 00:13:35.240]  各位
[00:13:35.240 --> 00:13:36.960]  他们跟耶稣同吃同睡
[00:13:36.960 --> 00:13:37.840]  听耶稣讲道
[00:13:37.840 --> 00:13:39.000]  看耶稣行神迹
[00:13:39.000 --> 00:13:42.000]  经历耶稣的神迹三年多了
[00:13:42.000 --> 00:13:47.480]  如今又亲眼看见了复活的耶稣还疑惑什么劲呢
[00:13:48.920 --> 00:13:51.480]  你是不是听到这里有点义愤填膺了
[00:13:51.480 --> 00:13:52.800]  你甚至在想
[00:13:52.800 --> 00:13:55.280]  这些人搞什么呀
[00:13:55.280 --> 00:13:57.120]  你疑惑个啥呢
[00:13:57.120 --> 00:13:59.840]  都亲眼看到了复活的主
[00:13:59.840 --> 00:14:01.560]  你还在那里疑惑
[00:14:01.560 --> 00:14:03.600]  还在那里犹豫不决
[00:14:03.600 --> 00:14:04.880]  太不像话了
[00:14:04.880 --> 00:14:06.200]  弟兄姊妹
[00:14:06.200 --> 00:14:07.600]  他们在那里干什么
[00:14:07.600 --> 00:14:08.120]  经文说
[00:14:08.120 --> 00:14:09.840]  他们在那里拜
[00:14:09.840 --> 00:14:13.200]  他们在那里拜耶稣
[00:14:13.200 --> 00:14:13.680]  哇
[00:14:13.680 --> 00:14:16.280]  膝盖都跪下去了
[00:14:16.280 --> 00:14:18.680]  内心还在犹豫不决
[00:14:18.680 --> 00:14:19.480]  弟兄姊妹
[00:14:19.480 --> 00:14:20.520]  所以
[00:14:20.520 --> 00:14:21.640]  膝盖跪下去不算数
[00:14:21.640 --> 00:14:24.800]  各位
[00:14:24.800 --> 00:14:27.080]  今天我们是不是这样子呢
[00:14:27.080 --> 00:14:29.160]  心中带着各样的软弱
[00:14:29.160 --> 00:14:30.040]  疑惑
[00:14:30.040 --> 00:14:31.520]  对未来的担忧
[00:14:31.520 --> 00:14:32.000]  等等
[00:14:32.000 --> 00:14:36.040]  我们不敢踏出去
[00:14:36.040 --> 00:14:38.840]  我们怎么样承接宣教的使命呢
[00:14:38.840 --> 00:14:42.680]  最惊讶的还不是这
[00:14:42.680 --> 00:14:43.760]  越往后越惊讶
[00:14:45.160 --> 00:14:46.560]  请问
[00:14:46.560 --> 00:14:49.160]  耶稣那位复活的人子
[00:14:49.160 --> 00:14:51.680]  他知不知道这些门徒的心中
[00:14:51.680 --> 00:14:53.160]  举棋不定
[00:14:53.160 --> 00:14:54.000]  犹犹豫豫
[00:14:54.000 --> 00:14:55.320]  知道吗
[00:14:55.320 --> 00:14:56.040]  知道吧
[00:14:56.040 --> 00:14:56.640]  对吧
[00:14:56.640 --> 00:14:57.640]  我看不出来
[00:14:57.640 --> 00:15:00.520]  但耶稣一定能够知道
[00:15:00.520 --> 00:15:03.360]  这些门徒的内心世界如何
[00:15:03.360 --> 00:15:04.240]  请问
[00:15:04.240 --> 00:15:06.560]  如果你是耶稣
[00:15:06.560 --> 00:15:08.440]  你知道这一群
[00:15:08.440 --> 00:15:10.120]  这群跟了你三年半的人
[00:15:10.120 --> 00:15:12.880]  内心世界是这样的一种状态的时候
[00:15:12.880 --> 00:15:14.240]  你敢不敢
[00:15:14.240 --> 00:15:17.560]  把大使命交给这么一群人
[00:15:17.560 --> 00:15:20.920]  敢吗
[00:15:20.920 --> 00:15:21.680]  不靠谱
[00:15:21.680 --> 00:15:24.440]  这群人不靠谱
[00:15:24.440 --> 00:15:25.360]  对吧
[00:15:25.360 --> 00:15:27.480]  交给他们真成了mission impossible
[00:15:27.480 --> 00:15:30.680]  有的时候
[00:15:30.680 --> 00:15:32.200]  我不知道大家有没有想过
[00:15:32.200 --> 00:15:34.840]  我在想说
[00:15:34.840 --> 00:15:37.680]  为什么上帝不使用天使去传福音
[00:15:37.680 --> 00:15:40.640]  如果天使去传福音
[00:15:40.640 --> 00:15:42.880]  那不比我们这些罪人
[00:15:42.880 --> 00:15:44.960]  软弱的人信心会有软弱
[00:15:44.960 --> 00:15:46.840]  个性上有残缺
[00:15:46.840 --> 00:15:48.320]  对吧
[00:15:48.320 --> 00:15:50.560]  比我们这些人不更有效吗
[00:15:50.560 --> 00:15:51.480]  弟兄姊妹
[00:15:51.480 --> 00:15:54.760]  上帝没有设立天使来传福音
[00:15:54.760 --> 00:15:59.160]  却使用带着软弱的罪人来传福音
[00:15:59.160 --> 00:16:00.720]  这是极大的奥秘
[00:16:00.720 --> 00:16:03.440]  这对我们而言也是极大的安慰
[00:16:03.440 --> 00:16:05.560]  各位
[00:16:05.560 --> 00:16:06.920]  意思就是说
[00:16:06.920 --> 00:16:11.360]  上帝使用那些需要福音的人
[00:16:11.360 --> 00:16:13.440]  向人来传福音
[00:16:13.440 --> 00:16:14.640]  我再说一次
[00:16:14.640 --> 00:16:20.680]  上帝使用我们这群极度需要福音的人
[00:16:20.680 --> 00:16:21.720]  需要拯救
[00:16:21.720 --> 00:16:23.600]  需要帮助的人
[00:16:23.600 --> 00:16:27.520]  向着这个世界的罪人来传福音
[00:16:27.520 --> 00:16:29.920]  使用我们这些嘴唇不洁的人
[00:16:29.920 --> 00:16:33.000]  向这个嘴唇不洁的民来传福音
[00:16:33.000 --> 00:16:35.760]  这意味着什么
[00:16:35.760 --> 00:16:40.280]  有一次几位传道人在那讨论
[00:16:41.760 --> 00:16:43.240]  他们讨论一个问题
[00:16:43.240 --> 00:16:45.360]  他说他们看教会历史
[00:16:45.360 --> 00:16:46.520]  在教会历史当中
[00:16:46.520 --> 00:16:49.480]  有些时候上帝使用一些仆人
