
[00:00:00.000 --> 00:00:03.520]  今日的題目是「我來是要作元帥」
[00:02:26.480 --> 00:02:29.800]  這個「約書亞靠近耶利哥的時候」
[00:02:29.800 --> 00:02:32.320]  會不會只是他自己一個人出去呢?
[00:02:32.320 --> 00:02:33.040]  不知道
[00:02:33.040 --> 00:02:35.880]  可能他一出去就有十個八個人跟著
[00:02:35.880 --> 00:02:37.040]  不知道
[00:02:37.040 --> 00:02:37.680]  不過不要緊
[00:02:37.680 --> 00:02:39.120]  「約書亞靠近耶利哥
[00:02:39.120 --> 00:02:40.160]  舉目觀看
[00:02:40.160 --> 00:02:42.280]  想不到不料
[00:02:42.280 --> 00:02:43.520]  第一點
[00:02:43.520 --> 00:02:46.760]  是有一個人手裡拔出來的刀
[00:02:46.760 --> 00:02:48.480]  對面站立」
[00:02:48.480 --> 00:02:51.680]  在逛逛的時候看到有一個人站立
[00:02:51.680 --> 00:02:54.880]  手裡拔出來的刀拿著刀
[00:02:54.880 --> 00:02:57.840]  對面對著他站立
[00:02:57.840 --> 00:03:00.920]  「約書亞如果你是約書亞你會怎樣呢?」
[00:03:00.920 --> 00:03:01.640]  大家害怕
[00:03:01.640 --> 00:03:04.040]  立刻把手放在刀柄上
[00:03:04.040 --> 00:03:05.960]  隨時預備要拔刀
[00:03:05.960 --> 00:03:08.680]  這個不知是否耶利哥走出來的人
[00:03:08.680 --> 00:03:14.080]  但是他應該又不是這樣
[00:03:14.080 --> 00:03:15.560]  他會問這樣的問題
[00:03:15.560 --> 00:03:17.560]  如果是一個人
[00:03:17.560 --> 00:03:21.560]  他會問「你哪一邊的?」
[00:03:21.560 --> 00:03:25.280]  似乎他一看就知道
[00:03:25.280 --> 00:03:27.960]  他不是一個普通的人
[00:03:27.960 --> 00:03:30.680]  看來他看到的是一個
[00:03:30.680 --> 00:03:33.880]  天使或者神靈的人物
[00:03:33.880 --> 00:03:35.800]  可能是有靈氣的
[00:03:35.800 --> 00:03:37.960]  一看他就知道他不是普通人
[00:03:37.960 --> 00:03:39.640]  是上帝派來的人
[00:03:39.640 --> 00:03:41.920]  或者是靈
[00:03:41.920 --> 00:03:44.040]  不過他又有一個人站在那裡
[00:03:44.040 --> 00:03:49.760]  問他「請問你是幫我們還是幫助敵人的?」
[00:03:49.760 --> 00:03:51.560]  「你是敵是友?」
[00:03:51.560 --> 00:03:54.160]  很直接地問「你是敵是友?」
[00:03:54.160 --> 00:03:58.760]  他回答說「不是的」
[00:03:58.760 --> 00:04:03.760]  即是說「你問錯了」
[00:04:03.760 --> 00:04:07.560]  你問我是幫你的還是幫你的敵人?
[00:04:07.560 --> 00:04:08.960]  「是敵是友?」
[00:04:08.960 --> 00:04:12.360]  這個人回答「不是的」
[00:04:12.360 --> 00:04:14.560]  「你問錯了」
[00:04:14.560 --> 00:04:20.560]  「我來是要作耶和華軍隊的元帥」
[00:04:20.560 --> 00:04:24.160]  「我來是做元帥,現在上任」
[00:04:24.160 --> 00:04:27.560]  「我是來做耶和華的元帥」
[00:04:27.560 --> 00:04:33.960]  然後約書亞就俯伏地下拜
[00:04:33.960 --> 00:04:37.560]  其實約書亞見他的時候
[00:04:37.560 --> 00:04:42.760]  就知道他應該是一個很有能力
[00:04:42.760 --> 00:04:44.760]  不單是一個普通的人
[00:04:44.760 --> 00:04:48.360]  看來他可能是天使之類
[00:04:48.360 --> 00:04:51.160]  他就覺得有一個這樣的人
[00:04:51.160 --> 00:04:52.960]  究竟是幫我們神派來
[00:04:52.960 --> 00:04:55.360]  還是幫對面派出來的?
[00:04:55.360 --> 00:04:56.760]  他就問了
[00:04:56.760 --> 00:04:58.360]  他說「你問錯了」
[00:04:58.360 --> 00:05:03.360]  「其實我來是要做你們的總司令」
[00:05:03.360 --> 00:05:07.160]  「我來是要做耶和華軍隊的元帥」
[00:05:07.160 --> 00:05:10.160]  這個人是誰呢?
[00:05:10.160 --> 00:05:12.960]  不樂乎只有兩種
[00:05:12.960 --> 00:05:16.960]  一個是天使,神派來的天使
[00:05:16.960 --> 00:05:20.360]  而另一個就是上帝自己
[00:05:20.360 --> 00:05:23.360]  很多時候在聖經裡面
[00:05:23.360 --> 00:05:24.760]  特別是舊約聖經
[00:05:24.760 --> 00:05:26.760]  很多時候神的使者
[00:05:26.760 --> 00:05:31.360]  可能是使者,又可能是神自己
[00:05:31.360 --> 00:05:34.760]  不知道,也無需猜測
[00:05:34.760 --> 00:05:37.160]  約書亞一見到他就說
[00:05:37.160 --> 00:05:39.160]  「我是來做耶和華軍隊」
[00:05:39.160 --> 00:05:41.560]  「就是你全軍的元帥」
[00:05:41.560 --> 00:05:45.160]  於是約書亞就說
[00:05:45.160 --> 00:05:48.360]  「喂,你是元帥還是我是元帥?」
[00:05:48.360 --> 00:05:51.160]  「我是元帥,現在出來看看軍情」
[00:05:51.160 --> 00:05:54.360]  「現在你是元帥,那我是什麼?」
[00:05:54.360 --> 00:05:56.360]  「那你欠我的位子嗎?」
[00:05:56.360 --> 00:06:00.360]  約書亞馬上俯伏地下拜
[00:06:00.360 --> 00:06:03.160]  「我主要什麼吩咐僕人的話」
[00:06:03.160 --> 00:06:04.560]  「有什麼吩咐我?」
[00:06:04.560 --> 00:06:05.960]  「我是你的僕人」
[00:06:05.960 --> 00:06:07.760]  他馬上俯伏
[00:06:07.760 --> 00:06:10.760]  「原來是上帝參拜你的元帥」
[00:06:10.760 --> 00:06:13.360]  「那我就是你的僕人」
[00:06:13.360 --> 00:06:16.760]  即是說,他馬上知道這是元帥
[00:06:16.760 --> 00:06:19.960]  他就放下自己元帥的位子
[00:06:19.960 --> 00:06:22.760]  臣服在上帝的手下
[00:06:22.760 --> 00:06:26.160]  這個很重要
[00:06:26.160 --> 00:06:28.560]  老老實實
[00:06:28.560 --> 00:06:30.760]  我們基督徒有些信主幾十年
[00:06:30.760 --> 00:06:36.560]  他都是自己要作爺和華的元帥
[00:06:36.560 --> 00:06:38.360]  他怎樣爺和華做事
[00:06:38.360 --> 00:06:41.360]  「臣啊,我要什麼?我要什麼?」
[00:06:41.360 --> 00:06:42.760]  「我什麼時候要第一桶金?」
[00:06:42.760 --> 00:06:45.160]  「臣啊,我要這個女孩做我的朋友」
[00:06:45.160 --> 00:06:47.160]  「哎呀,我兒子要讀什麼學校?」
[00:06:47.160 --> 00:06:49.560]  「哎呀,我想怎樣?我想怎樣?」
[00:06:49.560 --> 00:06:50.760]  「你幫助我吧」
[00:06:50.760 --> 00:06:52.360]  「我每個星期去教會」
[00:06:52.360 --> 00:06:54.560]  「風雨不改,還捐了錢」
[00:06:54.560 --> 00:06:55.760]  「那你一定要幫我」
[00:06:55.760 --> 00:06:57.560]  「哎呀,你幫我,你幫我」
[00:06:57.560 --> 00:06:59.560]  自己出了主意
[00:06:59.560 --> 00:07:02.160]  然後在一個最關鍵的轉折點
[00:07:02.160 --> 00:07:03.960]  自己不能夠控制
[00:07:03.960 --> 00:07:06.760]  先求上帝你幫我這邊
[00:07:06.760 --> 00:07:07.960]  但其實
[00:07:07.960 --> 00:07:09.960]  爺和華君子的元帥
[00:07:09.960 --> 00:07:14.160]  就是他來出現統領我整個人
[00:07:14.160 --> 00:07:15.760]  而不是去到某個
[00:07:15.760 --> 00:07:17.960]  我覺得不搞得定的位
[00:07:17.960 --> 00:07:20.560]  才叫他幫我
[00:07:20.560 --> 00:07:22.160]  變了其實
[00:07:22.160 --> 00:07:23.960]  那個神,我們的神
[00:07:23.960 --> 00:07:25.160]  其實變得很小
[00:07:25.160 --> 00:07:27.560]  在我們心目中很小
[00:07:27.560 --> 00:07:29.760]  所以有人寫一本書
[00:07:29.760 --> 00:07:30.560]  基督徒寫的
[00:07:30.560 --> 00:07:32.360]  「Your God is too small」
[00:07:32.360 --> 00:07:34.560]  「你的神是太小了」
[00:07:34.560 --> 00:07:35.760]  「是阿四來的」
[00:07:35.760 --> 00:07:37.160]  「是阿姐姐來的」
[00:07:37.160 --> 00:07:40.360]  「就是幫手做事的」
[00:07:40.360 --> 00:07:41.960]  「不是帶領我們」
[00:07:41.960 --> 00:07:44.560]  「不是我們的元帥來的」
[00:07:44.560 --> 00:07:48.160]  神說「我是來做你的元帥」
[00:07:48.160 --> 00:07:49.560]  「今天神就是跟你說」
[00:07:49.560 --> 00:07:52.560]  「我要做你生命的元帥」
[00:07:52.560 --> 00:07:53.960]  「願不願意?」
[00:07:53.960 --> 00:07:58.760]  「我主有什麼吩咐僕人的說話嗎?」
[00:07:58.760 --> 00:08:00.760]  這個態度真好
[00:08:00.760 --> 00:08:03.160]  「我主有什麼吩咐僕人的說話呢?」
[00:08:03.160 --> 00:08:04.760]  「當你早上起床」
[00:08:04.760 --> 00:08:07.960]  「最好的那一招的神禱是什麼呢?」
[00:08:07.960 --> 00:08:08.960]  「主啊」
[00:08:08.960 --> 00:08:10.560]  「多謝祢給我新的一日」
[00:08:10.560 --> 00:08:12.560]  「又有氣息又有呼吸」
[00:08:12.560 --> 00:08:15.960]  「祢有什麼要我做的呢?」
[00:08:15.960 --> 00:08:17.760]  「今天讓我知道」
[00:08:17.760 --> 00:08:20.960]  就是孩童薩姆爾
[00:08:20.960 --> 00:08:24.360]  跑到他的以利濟斯面前
[00:08:24.360 --> 00:08:28.760]  「有什麼要我做的呢?」
[00:08:28.760 --> 00:08:31.360]  濟斯以利說
[00:08:31.360 --> 00:08:32.760]  「我沒有叫過你」
[00:08:32.760 --> 00:08:34.560]  「如果你再聽到叫你的名字」
[00:08:34.560 --> 00:08:35.760]  「就是神叫你的了」
[00:08:35.760 --> 00:08:39.360]  「請說僕人敬聽」
[00:08:39.360 --> 00:08:41.160]  「請說僕人敬聽」
[00:08:41.160 --> 00:08:42.960]  「早上起床最好的禱告就是」
[00:08:42.960 --> 00:08:43.560]  「主啊」
[00:08:43.560 --> 00:08:44.760]  「今天有什麼要我做的呢?」
[00:08:44.760 --> 00:08:46.960]  「請說僕人敬聽」
[00:08:46.960 --> 00:08:48.960]  「我是他的僕人」
[00:08:48.960 --> 00:08:50.960]  馬上呼服
[00:08:50.960 --> 00:08:54.360]  「我主有什麼吩咐僕人的話呢?」
[00:08:54.360 --> 00:08:55.960]  這個很好
[00:08:55.960 --> 00:08:57.960]  跟隨主更好
[00:08:57.960 --> 00:09:02.360]  然後耶和華軍隊的元帥對約書亞說
[00:09:02.360 --> 00:09:05.960]  「將你腳上的鞋脫下來」
[00:09:05.960 --> 00:09:09.560]  「因為你所站的地方是聖的」
[00:09:09.560 --> 00:09:11.360]  約書亞就自在行了
[00:09:11.360 --> 00:09:13.160]  由這一句
[00:09:13.160 --> 00:09:14.560]  你就會知道
[00:09:14.560 --> 00:09:16.560]  這個出現的並非別人
[00:09:16.560 --> 00:09:17.760]  是不是一個天使呢?
[00:09:17.760 --> 00:09:20.160]  由這裡到第三點所說
[00:09:20.160 --> 00:09:21.960]  「喂,你脫下鞋子」
[00:09:21.960 --> 00:09:23.960]  「因為這裡是聖地」
[00:09:23.960 --> 00:09:25.360]  「是聖的」
[00:09:25.360 --> 00:09:26.360]  「分別的」
[00:09:26.360 --> 00:09:27.160]  這樣
[00:09:27.160 --> 00:09:28.160]  就是說
[00:09:28.160 --> 00:09:31.560]  這個是上帝向約書亞顯現
[00:09:31.560 --> 00:09:33.760]  一個武將這樣出現
[00:09:33.760 --> 00:09:35.760]  拔刀預備為他打仗
[00:09:35.760 --> 00:09:37.160]  帶領他們打仗
[00:09:37.160 --> 00:09:38.160]  為什麼這樣呢?
[00:09:38.160 --> 00:09:41.160]  因為你所站的地方是聖的
[00:09:41.160 --> 00:09:43.360]  這個通常都是上帝說的
[00:09:43.360 --> 00:09:46.560]  「摩西啟礦日見到荊棘被火燒著」
[00:09:46.560 --> 00:09:48.960]  「而是神在荊棘被火燒著裡面」
[00:09:48.960 --> 00:09:50.560]  「呼召他過來」
[00:09:50.560 --> 00:09:51.960]  「然後跟他說你脫下鞋子」
[00:09:51.960 --> 00:09:53.760]  「因為這裡是聖地」
[00:09:53.760 --> 00:09:54.360]  這樣
[00:09:54.360 --> 00:09:55.760]  他們的習慣就是
[00:09:55.760 --> 00:09:58.160]  如果面見上帝的時候
[00:09:58.160 --> 00:09:59.760]  要脫下鞋子
[00:09:59.760 --> 00:10:00.960]  就是這個鞋子
[00:10:00.960 --> 00:10:03.760]  是表示著我們的行為
[00:10:03.760 --> 00:10:05.160]  我們的行徑
[00:10:05.160 --> 00:10:05.960]  是污穢的
[00:10:05.960 --> 00:10:06.760]  脫下鞋子
[00:10:06.760 --> 00:10:08.160]  用自己的腳踩下去
[00:10:08.160 --> 00:10:09.560]  才是自己
[00:10:09.560 --> 00:10:11.560]  是真正的尊敬的
[00:10:11.560 --> 00:10:13.160]  因為鞋脫下來
[00:10:13.160 --> 00:10:14.760]  你站的地方是聖的
[00:10:14.760 --> 00:10:17.160]  有時候是朝著陷廟
[00:10:17.160 --> 00:10:18.560]  在這裡知道
[00:10:18.560 --> 00:10:21.160]  每一件事
[00:10:21.160 --> 00:10:24.360]  我們的元帥叫我們做的
[00:10:24.360 --> 00:10:27.960]  無論我去到他面前祈禱靈修
[00:10:27.960 --> 00:10:29.560]  默想聽他的說話
[00:10:29.560 --> 00:10:32.560]  又或者他叫我做的事
[00:10:32.560 --> 00:10:34.160]  全部都是
[00:10:34.160 --> 00:10:36.160]  聖的
[00:10:36.160 --> 00:10:38.160]  聖的意思不是乾淨
[00:10:38.160 --> 00:10:40.360]  不單只是聖潔清潔
[00:10:40.360 --> 00:10:41.760]  是指不同
[00:10:41.760 --> 00:10:44.960]  聖哉聖哉聖哉不是乾淨乾淨乾淨
[00:10:44.960 --> 00:10:45.760]  而是
[00:10:45.760 --> 00:10:48.160]  是不同不同不同
[00:10:48.160 --> 00:10:51.360]  神人之間有一個很大的分別
[00:10:51.360 --> 00:10:53.960]  我拍馬追不到上帝的神聖
[00:10:53.960 --> 00:10:55.760]  見到他的時候
[00:10:55.760 --> 00:10:56.960]  這裡是分別的
[00:10:56.960 --> 00:10:58.760]  要知道我是分別為
[00:10:58.760 --> 00:11:00.560]  聖站在神面前
[00:11:00.560 --> 00:11:01.960]  所以當我們的元帥
[00:11:01.960 --> 00:11:03.960]  上帝叫我們做事的時候
[00:11:03.960 --> 00:11:05.560]  你要知道這一件是
[00:11:05.560 --> 00:11:06.560]  聖
[00:11:06.560 --> 00:11:07.960]  神聖的工作
[00:11:07.960 --> 00:11:09.560]  神聖的侍奉
[00:11:09.560 --> 00:11:11.360]  這樣就可能是神了
[00:11:11.360 --> 00:11:12.360]  今天有什麼要做?
[00:11:12.360 --> 00:11:13.760]  請說服人聽聽
[00:11:13.760 --> 00:11:14.560]  神就說
[00:11:14.560 --> 00:11:16.560]  你上班做好它
[00:11:16.560 --> 00:11:18.160]  今天的工作做好它
[00:11:18.160 --> 00:11:21.960]  上班不是有國家大事嗎?
[00:11:21.960 --> 00:11:23.360]  這樣要我做嗎?
[00:11:23.360 --> 00:11:23.760]  不是的
[00:11:23.760 --> 00:11:24.360]  你上班
[00:11:24.360 --> 00:11:25.960]  將你的工作做好它
[00:11:25.960 --> 00:11:28.960]  這個也是一個神聖的工作
[00:11:28.960 --> 00:11:30.560]  因為是神叫你做的
[00:11:30.560 --> 00:11:32.360]  就不要上班
[00:11:32.360 --> 00:11:33.360]  隨便一點
[00:11:33.360 --> 00:11:34.760]  只是發工資而已
[00:11:34.760 --> 00:11:35.560]  不是的
[00:11:35.560 --> 00:11:36.760]  將工作做好它
[00:11:36.760 --> 00:11:38.160]  耶穌所說的叫我們這樣
[00:11:38.160 --> 00:11:40.960]  不要只在人的眼前侍奉
[00:11:40.960 --> 00:11:42.360]  像是討人喜歡
[00:11:42.360 --> 00:11:44.960]  而是要好像服侍神一樣
[00:11:44.960 --> 00:11:46.560]  所以每一個工作
[00:11:46.560 --> 00:11:48.360]  都是聖的
[00:11:48.360 --> 00:11:50.360]  都是神聖的
[00:11:50.360 --> 00:11:51.360]  做好它
[00:11:51.360 --> 00:11:53.560]  因為是服侍著上帝的
[00:11:53.560 --> 00:11:55.760]  都是懈脫下來的
[00:11:55.760 --> 00:11:58.560]  記得你站所走的地方
[00:11:58.560 --> 00:12:00.160]  都是神聖的
[00:12:00.160 --> 00:12:03.160]  都是神選給你要跟隨的
[00:12:03.160 --> 00:12:04.160]  所以每一次
[00:12:04.160 --> 00:12:05.360]  神有什麼給我做?
[00:12:05.360 --> 00:12:06.560]  請說服人聽聽
[00:12:06.560 --> 00:12:07.960]  然後神叫你做的
[00:12:07.960 --> 00:12:09.360]  全部都是聖的
[00:12:09.360 --> 00:12:10.960]  其實我們每一天的生活
[00:12:10.960 --> 00:12:12.760]  都是屬於神的
[00:12:12.760 --> 00:12:14.160]  都是要脫鞋
[00:12:14.160 --> 00:12:16.360]  都是尊敬為聖的
[00:12:16.360 --> 00:12:17.760]  今天說的三點
[00:12:17.760 --> 00:12:19.560]  在這裡和大家看到了
[00:12:19.560 --> 00:12:20.760]  再溫習一下
[00:12:20.760 --> 00:12:23.960]  上帝向你顯現
[00:12:23.960 --> 00:12:25.360]  拔出來的刀
[00:12:25.360 --> 00:12:27.160]  我是來做元帥
[00:12:27.160 --> 00:12:28.560]  我是準備幫你的
[00:12:28.560 --> 00:12:30.360]  你不用擔心神不幫你
[00:12:30.360 --> 00:12:31.360]  神說我已經來了
[00:12:31.360 --> 00:12:32.360]  拔出的刀
[00:12:32.360 --> 00:12:35.360]  我是來做你的元帥
[00:12:35.360 --> 00:12:38.360]  然後你所做的每一件事
[00:12:38.360 --> 00:12:40.760]  都是神聖的
[00:12:40.760 --> 00:12:41.560]  祈禱
[00:12:41.560 --> 00:12:44.360]  主,這段聖經
[00:12:44.360 --> 00:12:46.960]  給我們心裡很震驚很惶恐
[00:12:46.960 --> 00:12:50.960]  因為祢是我們生命的元帥
[00:12:50.960 --> 00:12:53.560]  主,很多時候我們會指指點點
[00:12:53.560 --> 00:12:54.760]  哎呀,叫你做媽
[00:12:54.760 --> 00:12:55.560]  希望你做媽
[00:12:55.560 --> 00:12:56.560]  為什麼你不做?
[00:12:56.560 --> 00:12:58.560]  為什麼你不在那個時間做這件事?
[00:12:58.560 --> 00:13:01.160]  不過其實原來我是要跟隨
[00:13:01.160 --> 00:13:02.760]  正如若說一見到你
[00:13:02.760 --> 00:13:04.360]  他馬上俯伏下拜
[00:13:04.360 --> 00:13:07.960]  請問有什麼吩咐給僕人呢?
[00:13:08.360 --> 00:13:09.960]  這個態度真是好
[00:13:09.960 --> 00:13:12.160]  然後神就叫他
[00:13:12.160 --> 00:13:12.960]  你脫下鞋子
[00:13:12.960 --> 00:13:13.960]  這裡是聖地
[00:13:13.960 --> 00:13:15.360]  主,幫助我們記得
[00:13:15.360 --> 00:13:16.960]  每做的每一件事
[00:13:16.960 --> 00:13:18.360]  都是屬於你的
[00:13:18.360 --> 00:13:20.960]  是歸主為你而作的
[00:13:20.960 --> 00:13:22.560]  讓我們這樣去生活
[00:13:22.560 --> 00:13:23.560]  這樣去跟從
[00:13:23.560 --> 00:13:24.360]  順聽祈禱
[00:13:24.360 --> 00:13:25.960]  奉靠耶穌基督的名
[00:13:25.960 --> 00:13:26.960]  阿門
