
[00:00:00.000 --> 00:00:06.000]  各位弟兄姊妹們,新年好,謝謝大家給我這個機會來給你們拜年。
[00:02:57.000 --> 00:03:21.000]  到了收穫葡萄的季節,園主想要知道葡萄園的產量如何,他就派了三個僕人去。
[00:03:22.000 --> 00:03:36.000]  到了收穫葡萄的季節,園主想要知道葡萄園的產量如何,他就派了三個僕人去。
[00:03:37.000 --> 00:03:58.000]  到了收穫葡萄的季節,園主想要知道葡萄園的產量如何,他就派了三個僕人去。
[00:03:59.000 --> 00:04:12.000]  到了收穫葡萄的季節,園主想要知道葡萄園的產量如何,他就派了三個僕人去。
[00:04:12.000 --> 00:04:24.000]  到了收穫葡萄的季節,園主想要知道葡萄園的產量如何,他就派了三個僕人去。
[00:04:25.000 --> 00:04:32.000]  到了收穫葡萄的季節,園主想要知道葡萄園的產量如何,他就派了三個僕人去。
[00:04:32.000 --> 00:04:40.000]  到了收穫葡萄的季節,園主想要知道葡萄園的產量如何,他就派了三個僕人去。
[00:04:41.000 --> 00:04:56.000]  到了收穫葡萄的季節,園主想要知道葡萄園的產量如何,他就派了三個僕人去。
[00:04:56.000 --> 00:05:06.000]  到了收穫葡萄的季節,園主想要知道葡萄園的產量如何,他就派了三個僕人去。
[00:05:07.000 --> 00:05:25.000]  於是耶穌就趕出店裏一切做買賣的人,推倒兌換銀錢之人的桌子和賣鴿子之人的凳子,又說我的店必爲禱告的店,你們倒使它成爲賊窩了。
[00:05:26.000 --> 00:05:45.000]  於是耶穌就趕出店裏一切做買賣的人,推倒兌換銀錢之人的桌子和賣鴿子之人的凳子,又說我的店必爲禱告的店,你們倒使它成爲賊窩了。
[00:05:46.000 --> 00:06:00.000]  可想而知,耶穌當時發了多大的脾氣,產生了多大的爆發力。
[00:06:01.000 --> 00:06:23.000]  耶穌就用無比清晰的語言和行動顯明瞭祂對聖殿的主權,祂也因此直接威脅到了宗教領袖的利益,所以他們之間再次的發生了衝突。
[00:06:24.000 --> 00:06:39.000]  所以我們明白了這個背景,我們就瞭解耶穌講這個故事的真實的意思了。
[00:06:39.000 --> 00:06:45.000]  明白了這個背景之後,我們就不難理解這個故事的意義了。
[00:06:46.000 --> 00:07:10.000]  所以馬太也做了一個小小的註解,是這樣說的。
[00:07:11.000 --> 00:07:28.000]  可見,耶穌就是用葡萄園來比喻聖殿,祂把猶太的這些宗教權貴比喻成兇惡的租戶,然後葡萄園的主人顯然就是聖殿的真正的主人,就是神祂自己。
[00:07:29.000 --> 00:07:45.000]  可見,耶穌就是用葡萄園來比喻聖殿,祂把猶太的這些宗教權貴比喻成兇惡的租戶,然後葡萄園的主人顯然就是聖殿的真正的主人,就是神祂自己。
[00:07:45.000 --> 00:07:55.000]  但是如果我們能夠把這個故事放在一個更大的背景來看,那這個故事也就擁有了更深的含義。
[00:07:56.000 --> 00:08:05.000]  可見,耶穌就是用葡萄園來比喻聖殿,祂把猶太的這些宗教權貴比喻成兇惡的租戶,然後葡萄園的主人顯然就是聖殿的真正的主人,就是神祂自己。
[00:08:05.000 --> 00:08:14.000]  可見,耶穌就是用葡萄園來比喻聖殿,祂把猶太的這些宗教權貴比喻成兇惡的租戶,然後葡萄園的主人顯然就是聖殿的真正的主人,就是神祂自己。
[00:08:15.000 --> 00:08:35.000]  神就好像這個園中的圓主,他細心地把葡萄園圍上籬笆,挖好壓久池,又蓋上一座小樓,讓租戶居住。
[00:08:36.000 --> 00:08:50.000]  神就好像這個園中的圓主,他細心地把葡萄園圍上籬笆,挖好壓久池,又蓋上一座小樓,讓租戶居住。
[00:08:51.000 --> 00:09:14.000]  但是看看我們人類把這個世界毀壞成了什麼樣子,有多少仇恨,戰爭,殺戮,到處都是。其實我們每一次向彼此犯罪,我們都是在向神犯罪,就等於在謀殺神所派來的先知。
[00:09:15.000 --> 00:09:33.000]  但是看看我們人類把這個世界毀壞成了什麼樣子,有多少仇恨,戰爭,殺戮,到處都是。其實我們每一次向彼此犯罪,我們都是在向神犯罪,就等於在謀殺神所派來的先知。
[00:09:33.000 --> 00:09:43.000]  因爲世人都犯了罪,都虧缺了神的榮耀,都偏行己路,沒有一人,連一個也沒有。
[00:09:44.000 --> 00:09:53.000]  因爲世人都犯了罪,都虧缺了神的榮耀,都偏行己路,沒有一人,連一個也沒有。
[00:09:53.000 --> 00:09:59.000]  有人說,我又沒有咒祖神,我也沒有做過傷害別人的事。
[00:09:59.000 --> 00:10:04.000]  有的人說,我又沒有追求過神,我也沒有做過害人的事。
[00:10:05.000 --> 00:10:21.000]  但我們恐怕都曾經說過別人的壞話,都曾經對愛我們的人或者我們愛的人惡語相向,都曾經以自我爲中心去論斷別人,來彰顯自己的意。
[00:10:22.000 --> 00:10:40.000]  但我們恐怕都曾經說過別人的壞話,都曾經對愛我們的人或者我們愛的人惡語相向,都曾經以自我爲中心去論斷別人,來彰顯自己的意。
[00:10:41.000 --> 00:10:55.000]  如果你還是覺得自己的道德很高尚,無懈可擊,那聖經有一句話會讓你啞口無言,這話就是,人若知道行善卻不去行,這就是他的罪了。
[00:10:56.000 --> 00:11:12.000]  如果你還是覺得自己的道德很高尚,無懈可擊,那聖經有一句話會讓你啞口無言,這話就是,人若知道行善卻不去行,這就是他的罪了。
[00:11:12.000 --> 00:11:17.000]  我們是不是都是兇惡的緣故?
[00:11:17.000 --> 00:11:21.000]  我們是不是都是兇惡的緣故?
[00:11:22.000 --> 00:11:31.000]  耶穌講這個故事的目的,就是要用這個非常不合情理的圓主來凸顯祂的愛。
[00:11:32.000 --> 00:11:52.000]  耶穌講這個故事的目的,就是要用這個非常不合情理的圓主來凸顯祂的愛。
[00:11:53.000 --> 00:12:13.000]  因爲祂真的傻到降臨人間,成爲人的樣式,任憑祂自己被我們撕碎,被我們凌辱,最後要把命爲我們清道。
[00:12:14.000 --> 00:12:26.000]  因爲祂真的傻到降臨人間,成爲人的樣式,任憑祂自己被我們撕碎,被我們凌辱,最後要把命爲我們清道。
[00:12:26.000 --> 00:12:38.000]  對於這樣的愛,我們這些渺小無知,滿心是惡的人類,當然是無法理解的,所以我們甚至覺得神很愚蠢。
[00:12:39.000 --> 00:12:55.000]  對於這樣的愛,我們這些渺小無知,滿心是惡的人類,當然是無法理解的,所以我們甚至覺得神很愚蠢。
[00:12:56.000 --> 00:13:15.000]  因爲十字架的道理,在那滅亡的人爲愚蠢,在我們得救的人卻爲神的帶來,世人憑着自己的智慧,既不認識神,神卻樂意用人所當作愚蠢的道理。
[00:13:16.000 --> 00:13:31.000]  因爲十字架的道理,在那滅亡的人爲愚蠢,在我們得救的人卻爲神的帶來,世人憑着自己的智慧,既不認識神,神卻樂意用人所當作愚蠢的道理。
[00:13:32.000 --> 00:13:51.000]  可能當我們還在嘲笑這個圓主的愚蠢時,劇情又一次的反轉了,耶穌看着衆人,問他們,當我們在那裏嘲笑神的愚昧的時候,劇情又一次反轉了。
[00:13:52.000 --> 00:14:10.000]  耶穌看着衆人,問他們,他說,圓主來的時候,要如何處置這些圓戶呢?衆人回答說,要下毒手,除滅那些惡人,將普通圓領讀給那些乾的時候交果實的圓戶。
[00:14:11.000 --> 00:14:23.000]  這個故事最絕的地方就是,它不單單讓我們領略了神無底線的愛,同時也讓我們明白了神的公義。
[00:14:23.000 --> 00:14:34.000]  這個故事最絕的地方就是,它不但讓我們領略了神的無底線的愛,也都讓我們明白了神的公義。
[00:14:35.000 --> 00:14:43.000]  因爲,連聽衆他們自己都一致的認爲,這個兇惡的圓戶一定要得到應有的懲罰。
[00:14:44.000 --> 00:15:12.000]  那麼,神會如何懲罰這些租戶呢?耶穌接着說,神會如何懲罰這些租戶呢?耶穌接着就說了,他經常說,匠人所起的石頭,已做了防國的桃花石頭。
[00:15:13.000 --> 00:15:36.000]  其實呢,這段話出自於詩篇的118篇22節,那就是以色列人在蓋房子的時候,最下層的地基都是用大石頭來打。
[00:15:37.000 --> 00:15:45.000]  最重要的一件事是,先選好一塊防角石,然後在它的基礎上再向上壘這個石頭。
[00:15:45.000 --> 00:15:59.000]  這句話出自於詩篇的118篇22節,那就是以色列人在蓋房子的時候,最下層的地基都是用大石頭來打。
[00:16:00.000 --> 00:16:09.000]  最重要的一件事是,先選好一塊防角石,然後在它的基礎上再向上壘這個石頭。
[00:16:09.000 --> 00:16:26.000]  有這麼一塊石頭,匠人沒有看上它,就把它給扔了,但這塊石頭恰恰是神所選的,神要建造它的聖殿,以這塊石頭爲根基。
[00:16:27.000 --> 00:16:43.000]  有這麼一塊石頭,匠人沒有看上它,就把它給扔了,但這塊石頭恰恰是神所選的,神要建造它的聖殿,以這塊石頭爲根基。
[00:16:44.000 --> 00:16:57.000]  接着,耶穌就宣告了神的審判,耶穌這樣說: 接着,耶穌就宣告了神的審判,耶穌這樣說:
[00:16:58.000 --> 00:17:16.000]  「所以我告訴你們,神的光必從你們脫去,刺激那些能結果子的百姓,誰掉在這塊石頭上,必要掉在這塊石頭掉在誰的身上,就要把誰砸得稀爛。」
[00:17:16.000 --> 00:17:24.000]  所以,神除滅惡人的方法就是使用這塊防角石。
[00:17:25.000 --> 00:17:31.000]  所以,神除滅惡人的方法就是使用這塊防角石。
[00:17:31.000 --> 00:17:37.000]  我們一定也猜到了,耶穌所說的這個防角石,就是祂自己。
[00:17:37.000 --> 00:17:44.000]  我們一定猜到了,耶穌所說的這塊防角石,就是祂自己。
[00:17:45.000 --> 00:17:57.000]  祂被匠人所棄,指的就是耶穌被猶太人拋棄,但祂卻是神所揀選的彌賽亞,是神爲世人定下的救主。
[00:17:57.000 --> 00:18:12.000]  祂被匠人所棄,指的就是耶穌被猶太人拋棄,但祂卻是神所揀選的彌賽亞,是神爲世人定下的救主。
[00:18:13.000 --> 00:18:22.000]  而故事的結局有一個更大的翻轉,讓人在這種極爲壓抑的氛圍中感到了一絲絲的振奮。
[00:18:22.000 --> 00:18:39.000]  因爲耶穌說,神的國必要從你們奪去,賜給那能結果子的百姓。
[00:18:40.000 --> 00:18:55.000]  那麼誰又是能結果子的百姓呢?
[00:18:55.000 --> 00:19:04.000]  其實這個答案在前一個比喻故事中已經給我們透露了,前一個比喻故事是這樣說的。
[00:19:05.000 --> 00:19:14.000]  一個人有兩個兒子,他對大兒子說,你今天去葡萄園做工,他說我不去,然後自己後悔就去了。
[00:19:14.000 --> 00:19:24.000]  然後對小兒子也是這樣說,他說,父啊,我去,但是他卻說我不去。
[00:19:25.000 --> 00:19:35.000]  你們想這兩個兒子究竟是哪一個遵從父命呢?他們說是大兒子,耶穌說,我實在告訴你們,
[00:19:36.000 --> 00:19:56.000]  瑞利和昌記都被你們先進神的國,因爲約翰遺留到你們這裏來,你們卻不信他,瑞利和昌記卻信他,你們看見了。
[00:19:57.000 --> 00:20:07.000]  後來我會去信他。
[00:20:07.000 --> 00:20:18.000]  許多人表面上離神很近,但是他們沒有真正的悔改,沒有真正的敬畏神。
[00:20:19.000 --> 00:20:30.000]  他們真正在乎的是自己是否得到了尊貴的地位,是否在人前表現得盡全,這些人就叫做宗教徒。
[00:20:30.000 --> 00:20:40.000]  許多人表面上離神很近的人,但是他們沒有真正的悔改,沒有真正的敬畏神。
[00:20:41.000 --> 00:20:54.000]  他們真正在乎的是自己是否得到了尊貴的地位,是否在人前表現得盡全,這些人就叫做宗教徒。
[00:20:55.000 --> 00:21:14.000]  這些人就是耶穌說的小兒子,而另外一些人就是那些不被人看好的人,他們好像離神很遠,
[00:21:15.000 --> 00:21:25.000]  但卻因爲誠心的認識自己是一個罪人,而且非常真心的想要悔改,所以反倒遵行了神的旨意。
[00:21:25.000 --> 00:21:42.000]  另外一些人就是那些不被人看好的人,他們好像離神很遠,但卻因爲誠心的認識自己是一個罪人,而且非常真心想要悔改,所以反倒是遵行了神的旨意。
[00:21:43.000 --> 00:22:02.000]  他們就好像故事當中的大兒子,耶穌提到了施洗約翰,約翰是爲耶穌預備道路的,約翰傳的道是悔改的道。
[00:22:03.000 --> 00:22:25.000]  所以耶穌也是藉此表明,要想遵行神的旨意,前提就是真誠的悔改,承認自己是一個罪人。
[00:22:26.000 --> 00:22:51.000]  對於瑞利和昌紀來說,承認自己是一個罪人並不難,但對於宗教徒來說,這就是一件最難的事情。
[00:22:52.000 --> 00:23:13.000]  所以耶穌用這個故事表明,真正結果子的人是真的遵行神的旨意,真的願意悔改的人。
[00:23:14.000 --> 00:23:29.000]  聽完這兩個比喻故事,我不知道大家做何感想?
[00:23:30.000 --> 00:23:49.000]  弟兄姊妹們,我覺得我們真的應該警醒悔改,因爲我們一不小心就可能成爲那兇惡的租戶,妄想霸佔神的榮耀。
[00:23:50.000 --> 00:24:14.000]  弟兄姊妹們,讓我們警醒,因爲我們一不小心就可能成爲那兇惡的租戶,妄想霸佔神的榮耀。
[00:24:15.000 --> 00:24:29.000]  弟兄姊妹們,讓我們警醒,因爲我們一不小心就可能成爲那兇惡的租戶,妄想霸佔神的榮耀。
[00:24:30.000 --> 00:24:46.000]  弟兄姊妹們,再不悔改就真的晚了。爲什麼?因爲我們的心會變得更加的剛硬,我們只會機械性的重複宗教徒會做的事情,而我們的心靈會離神越來越遠。
[00:24:47.000 --> 00:25:03.000]  弟兄姊妹們,再不悔改就真的晚了。爲什麼?因爲我們的心會變得更加的剛硬,我們只會機械性的重複宗教徒會做的事情,而我們的心靈會離神越來越遠。
[00:25:03.000 --> 00:25:07.000]  讓我們一起來做一個悔改的禱告吧。
[00:25:07.000 --> 00:25:10.000]  讓我們一起來做一個悔改的禱告吧。
[00:25:11.000 --> 00:25:21.000]  持我的天賦,憂傷痛悔的心,你必不輕看。
[00:25:21.000 --> 00:25:31.000]  求你把我們的實心換成肉心,不要只看到別人眼中有刺,卻不知自己眼中有良慕。
[00:25:32.000 --> 00:25:44.000]  求你把我們的實心換成肉心,不要只看到別人眼中有刺,卻不知自己眼中有良慕。
[00:25:44.000 --> 00:25:50.000]  請幫助我們每天都能自省並且悔改。
[00:25:50.000 --> 00:25:56.000]  請幫助我們養成每天都能自省並且悔改。
[00:25:56.000 --> 00:25:58.000]  感謝主。Amen。
[00:25:58.000 --> 00:26:00.000]  感謝神。Amen。
