
[00:00:00.000 --> 00:00:03.640]  我們就開始今天的《查經》
[00:02:44.500 --> 00:02:46.680]  但是由他兩個女兒來管理的
[00:02:46.680 --> 00:02:48.840]  但是他兩個女兒的資產
[00:02:48.840 --> 00:02:50.380]  其實是由他去管理的
[00:02:50.380 --> 00:02:52.080]  表面好像沒有什麼
[00:02:52.080 --> 00:02:53.440]  我曾經講過
[00:02:53.440 --> 00:02:55.340]  有些人拿到內幕消息
[00:02:55.340 --> 00:02:58.840]  他自己沒有怎麼去投資
[00:02:58.840 --> 00:03:00.540]  但是叫家人去投資
[00:03:00.540 --> 00:03:02.200]  一樣就等於他的袋子
[00:03:02.200 --> 00:03:04.300]  所以起碼連這件事情都沒有做
[00:03:04.300 --> 00:03:05.680]  去敬畏神
[00:03:05.680 --> 00:03:07.240]  去體恤民情
[00:03:07.240 --> 00:03:09.780]  去借錢給一些有需要的人
[00:03:09.780 --> 00:03:10.940]  但是沒有收利息
[00:03:10.940 --> 00:03:12.640]  他付了很多的代價
[00:03:12.640 --> 00:03:14.480]  所以說神啊
[00:03:14.480 --> 00:03:16.300]  求你 因我所做的
[00:03:16.300 --> 00:03:17.980]  你帶他去賜福給我們
[00:03:17.980 --> 00:03:19.440]  所以我們也要去想一想
[00:03:19.440 --> 00:03:21.900]  今天我們要求神去賜福我們的時候
[00:03:21.900 --> 00:03:24.000]  我們是可以
[00:03:24.000 --> 00:03:25.840]  有沒有這個把握呢?
[00:03:25.840 --> 00:03:28.540]  好了 最後這一次我們看尼希米
[00:03:28.540 --> 00:03:29.800]  還是看第九章
[00:03:29.800 --> 00:03:32.640]  這次我們就叫做《毋忘初衷》
[00:03:32.640 --> 00:03:35.940]  你會留意到每一年的年尾
[00:03:35.940 --> 00:03:40.540]  都會有一些今年新聞的回顧
[00:03:40.540 --> 00:03:43.000]  十大新聞選舉
[00:03:43.000 --> 00:03:45.100]  其實回顧有什麼作用呢?
[00:03:45.100 --> 00:03:47.480]  其實原來當我們回顧的時候
[00:03:47.480 --> 00:03:48.780]  是有一個好處的
[00:03:48.780 --> 00:03:51.980]  就是反思究竟什麼問題來出現
[00:03:51.980 --> 00:03:54.640]  我們可以怎麼去處理
[00:03:54.640 --> 00:03:57.340]  透過歷史
[00:03:57.340 --> 00:03:59.280]  我們可以吸取教訓
[00:03:59.280 --> 00:04:01.780]  以致我們可以有反省
[00:04:01.780 --> 00:04:03.940]  我們其實作為基督徒
[00:04:03.940 --> 00:04:06.740]  都需要久不久
[00:04:06.740 --> 00:04:09.440]  去回顧我們的生命歷程
[00:04:09.440 --> 00:04:11.180]  我當日為什麼會信主呢?
[00:04:11.180 --> 00:04:12.640]  或者為什麼我會奉獻呢?
[00:04:12.640 --> 00:04:16.000]  今天我會不會忘記了我的初衷呢?
[00:04:16.000 --> 00:04:17.440]  這個是很重要的
[00:04:17.440 --> 00:04:20.340]  好了 我們這次就透過尼希米
[00:04:20.340 --> 00:04:21.640]  他這次的祈禱
[00:04:21.640 --> 00:04:22.900]  比較長了
[00:04:22.900 --> 00:04:24.900]  是最長的一個禱告
[00:04:24.900 --> 00:04:30.040]  去回應他為什麼會來大亞去做這些事
[00:04:30.040 --> 00:04:32.040]  以及神在歷史裡面來的工作
[00:04:32.040 --> 00:04:34.240]  如果你留意到的時候
[00:04:34.240 --> 00:04:37.740]  就是當城牆來大亞去見好了之後
[00:04:37.740 --> 00:04:40.140]  他們有一個靈命上面的復興
[00:04:40.140 --> 00:04:41.900]  這個靈命的復興是什麼呢?
[00:04:41.900 --> 00:04:44.100]  就是他們對神話語的渴求
[00:04:44.100 --> 00:04:45.840]  我不知道你知不知道
[00:04:45.840 --> 00:04:49.840]  在香港每一年的8月1日到10日
[00:04:49.840 --> 00:04:52.040]  已經幾十年了
[00:04:52.040 --> 00:04:55.440]  港九培靈賢經大會有十天的一切
[00:04:55.440 --> 00:04:56.940]  來大亞去讀聖經
[00:04:56.940 --> 00:04:58.140]  就是那些人聚集
[00:04:58.140 --> 00:05:00.140]  來大亞去聽道
[00:05:00.140 --> 00:05:03.140]  但是其實這個培靈大會
[00:05:03.140 --> 00:05:05.840]  我很相信是源於聖經裡面
[00:05:05.840 --> 00:05:08.140]  一個叫做《水門事件》
[00:05:08.140 --> 00:05:10.340]  不是美國的《水門事件》
[00:05:10.340 --> 00:05:13.340]  而是他們在《水門》這個地方
[00:05:13.340 --> 00:05:16.640]  就有一個很大型的讀經聚會
[00:05:16.640 --> 00:05:19.440]  一起來讀經祈禱親近神
[00:05:19.440 --> 00:05:20.940]  我們來看看
[00:05:20.940 --> 00:05:24.340]  《尼希米記》第九章的第一節
[00:05:24.340 --> 00:05:27.640]  2月24日
[00:05:27.640 --> 00:05:30.340]  以色列人聚集金食
[00:05:30.340 --> 00:05:34.340]  身穿麻衣 頭蒙灰塵
[00:05:34.340 --> 00:05:36.640]  我們很奇怪
[00:05:36.640 --> 00:05:38.640]  如果我們有看聖經的時候
[00:05:38.640 --> 00:05:41.040]  剛剛在這節經文之前
[00:05:41.040 --> 00:05:43.040]  他們是很開心
[00:05:43.040 --> 00:05:45.240]  很歡樂的
[00:05:45.240 --> 00:05:47.640]  甚至有時候
[00:05:47.640 --> 00:05:50.540]  看到他們有些人為罪哀哭的時候
[00:05:50.540 --> 00:05:52.240]  《尼希米記》跟他們說不要哭了
[00:05:52.240 --> 00:05:55.840]  《尼希米記》第八章的第九到第十一節
[00:05:55.840 --> 00:05:58.840]  它說今天我們的喜樂
[00:05:58.840 --> 00:06:01.140]  是我們心中的力量
[00:06:01.140 --> 00:06:03.340]  我們是要去感謝神的
[00:06:03.340 --> 00:06:04.540]  這個時候
[00:06:04.540 --> 00:06:08.040]  為什麼突然之間又快樂
[00:06:08.040 --> 00:06:14.340]  又變成金食 穿麻衣 頭蒙灰塵
[00:06:14.340 --> 00:06:17.440]  代表了難過呢
[00:06:17.440 --> 00:06:24.240]  原來他們的15日到22日是住盤節
[00:06:24.240 --> 00:06:26.640]  現在以色列人要守住盤節
[00:06:26.640 --> 00:06:28.240]  住盤節是很開心的
[00:06:28.240 --> 00:06:29.740]  就算你在家裡住也好
[00:06:29.740 --> 00:06:30.640]  你要出來
[00:06:30.640 --> 00:06:31.840]  好像現在我們所說的
[00:06:31.840 --> 00:06:33.340]  你要去搭個螢幕
[00:06:33.340 --> 00:06:38.340]  找一些竹子搭個棚子住在那裡
[00:06:38.340 --> 00:06:39.240]  做什麼呢
[00:06:39.240 --> 00:06:41.740]  就是紀念他們的列祖
[00:06:41.740 --> 00:06:43.640]  就是他們上一代
[00:06:43.640 --> 00:06:45.340]  或者上很多代
[00:06:45.340 --> 00:06:47.840]  他們在出埃及的時候
[00:06:47.840 --> 00:06:51.140]  他們是要朝航晚策
[00:06:51.140 --> 00:06:53.040]  他們是住在帳棚裡
[00:06:53.040 --> 00:06:54.540]  沒有一個固定的地方
[00:06:54.540 --> 00:06:56.240]  但是這樣做的時候
[00:06:56.240 --> 00:07:01.840]  就是為了紀念他們過去的恩典在當中
[00:07:01.840 --> 00:07:03.740]  是很開心的
[00:07:03.740 --> 00:07:05.540]  但是好了
[00:07:05.540 --> 00:07:08.440]  為什麼現在又會這樣
[00:07:08.440 --> 00:07:12.040]  原來這個就是他們按照律法
[00:07:12.040 --> 00:07:13.740]  去慶祝新年
[00:07:13.740 --> 00:07:15.340]  就是催國節
[00:07:15.340 --> 00:07:17.840]  但是10天之後
[00:07:17.840 --> 00:07:20.340]  就是他們的贖罪日
[00:07:20.340 --> 00:07:22.440]  他們是要為自己
[00:07:22.440 --> 00:07:24.940]  就是來大陸禁食悲哀
[00:07:24.940 --> 00:07:28.340]  所以15日是住盤節
[00:07:28.340 --> 00:07:31.540]  這個時候他們就來大陸去歡樂
[00:07:31.540 --> 00:07:33.940]  但是悲喜交替的
[00:07:33.940 --> 00:07:36.840]  其實都反映了我們人生
[00:07:36.840 --> 00:07:38.640]  有時候我們很開心
[00:07:38.640 --> 00:07:40.640]  但是有時候突然之間
[00:07:40.640 --> 00:07:43.040]  就是福無重致禍不單行
[00:07:43.040 --> 00:07:44.140]  本來很開心
[00:07:44.140 --> 00:07:45.840]  但是可能遇到意外
[00:07:45.840 --> 00:07:47.540]  正如有些人去旅行
[00:07:47.540 --> 00:07:48.540]  我還記得
[00:07:48.540 --> 00:07:52.340]  我曾經用過這一張Powerpoint很大的感受
[00:07:52.340 --> 00:07:54.540]  那些人在埃及的時候玩熱氣球
[00:07:54.540 --> 00:07:56.240]  很開心 拍了照片
[00:07:56.240 --> 00:07:57.240]  然後升空
[00:07:57.240 --> 00:08:02.240]  誰知道後來熱氣球發生的意外燒著了
[00:08:02.240 --> 00:08:03.640]  從高空掉下來
[00:08:03.640 --> 00:08:05.940]  於是就死亡了
[00:08:05.940 --> 00:08:07.040]  本來開心
[00:08:07.040 --> 00:08:11.540]  但是突然之間就會變成為悲哀
[00:08:11.540 --> 00:08:15.240]  但是同樣有時候我們在悲哀裡面
[00:08:15.240 --> 00:08:17.740]  又會扭暗花明
[00:08:17.740 --> 00:08:19.440]  是神突然之間開路
[00:08:19.440 --> 00:08:20.740]  哇 你就看到
[00:08:20.740 --> 00:08:22.940]  神原來還有奇妙的安排
[00:08:22.940 --> 00:08:25.940]  這個是我自己過去特別木會的時候
[00:08:25.940 --> 00:08:27.140]  所經歷到的
[00:08:27.140 --> 00:08:28.940]  我們在粉嶺的時候
[00:08:28.940 --> 00:08:31.940]  我們租用領展的地方
[00:08:31.940 --> 00:08:33.340]  誰知道他說要收回來
[00:08:33.340 --> 00:08:34.340]  帶去裝修
[00:08:34.340 --> 00:08:36.040]  我們沒有地方來聚會
[00:08:36.040 --> 00:08:38.440]  但是突然之間神又為我們開路
[00:08:38.440 --> 00:08:40.240]  我們竟然可以進到一間中學裡面
[00:08:40.240 --> 00:08:42.140]  借他們的禮堂來聚會
[00:08:42.140 --> 00:08:45.440]  我們甚至可以在這間學校裡面做福音工作
[00:08:45.440 --> 00:08:47.440]  所以你看到原來人生就是這樣
[00:08:47.440 --> 00:08:49.640]  有喜 又有悲
[00:08:49.640 --> 00:08:53.340]  是不是好像許冠傑的一首歌呢
[00:08:53.340 --> 00:08:57.340]  原來我們人生就是這樣
[00:08:57.340 --> 00:08:59.340]  所以我們在快樂的時候
[00:08:59.340 --> 00:09:01.340]  我們要有準備
[00:09:01.340 --> 00:09:03.340]  可能有災難難度
[00:09:03.340 --> 00:09:06.140]  在災難當中 在苦惱裡面
[00:09:06.140 --> 00:09:07.340]  但是我們有信心
[00:09:07.340 --> 00:09:10.840]  神是會帶我們經過困境的
[00:09:10.840 --> 00:09:13.840]  我們才有信心 萬兩前面的挑戰
[00:09:13.840 --> 00:09:16.840]  這一章 第九章的重點
[00:09:16.840 --> 00:09:21.140]  就是利美人實踐他們的職份
[00:09:21.140 --> 00:09:24.840]  藉著民視以斯拉
[00:09:24.840 --> 00:09:29.940]  帶領匯眾去禁食 認罪
[00:09:29.940 --> 00:09:33.340]  然後他們就有禱告
[00:09:33.340 --> 00:09:35.040]  表示他們的難過
[00:09:35.040 --> 00:09:37.640]  我們看看尼希米記第九章
[00:09:37.640 --> 00:09:40.540]  第二到第三節
[00:09:40.540 --> 00:09:44.340]  以色列人就與一切外邦人隔絕
[00:09:44.340 --> 00:09:48.640]  站著承認自己的罪惡和列祖的罪業
[00:09:48.640 --> 00:09:52.340]  那一天的四分之一站在自己的地方
[00:09:52.340 --> 00:09:55.540]  念耶和華他們神的律法書
[00:09:55.540 --> 00:09:57.540]  由四分之一認罪
[00:09:57.540 --> 00:10:00.940]  敬拜耶和華他們的神
[00:10:00.940 --> 00:10:04.640]  當天四分之一就是三個小時
[00:10:04.640 --> 00:10:06.440]  他們是讀律法書
[00:10:06.440 --> 00:10:10.440]  用三個小時去研讀神的話語
[00:10:10.440 --> 00:10:14.640]  然後他們又用三分之一的時間
[00:10:14.640 --> 00:10:16.640]  去認罪
[00:10:16.640 --> 00:10:21.440]  這是一個很長時間的一個表現
[00:10:21.440 --> 00:10:25.540]  所以你留意到特別在第四節的時候
[00:10:25.540 --> 00:10:27.440]  那些人名我們不讀了
[00:10:27.440 --> 00:10:32.440]  他們就大聲的帶領群眾去哀求
[00:10:32.440 --> 00:10:35.440]  求神來赦免他們的罪
[00:10:35.440 --> 00:10:36.940]  請你留意
[00:10:36.940 --> 00:10:38.840]  這個全部都是什麼呢
[00:10:38.840 --> 00:10:40.540]  都是自發的
[00:10:40.540 --> 00:10:43.140]  並不是律法的規定
[00:10:43.140 --> 00:10:47.640]  利尾人就在台上哀求耶和華他們的神
[00:10:47.640 --> 00:10:50.040]  宣告他們的認罪
[00:10:50.040 --> 00:10:52.640]  求神來帶他們赦免
[00:10:52.640 --> 00:10:54.840]  當中很寶貴
[00:10:54.840 --> 00:10:57.240]  還有他們呼求神的幫助
[00:10:57.240 --> 00:10:58.940]  第五節
[00:10:58.940 --> 00:11:02.240]  這幫利尾人他們就說
[00:11:02.240 --> 00:11:05.240]  你們要站起來稱眾耶和華
[00:11:05.240 --> 00:11:06.940]  你們的神
[00:11:06.940 --> 00:11:08.540]  永世無盡
[00:11:08.540 --> 00:11:12.640]  耶和華你榮耀之名是應當稱眾的
[00:11:12.640 --> 00:11:15.940]  超乎一切稱眾和讚美
[00:11:15.940 --> 00:11:17.640]  很寶貴
[00:11:17.640 --> 00:11:20.240]  所以你留意到的時候
[00:11:20.240 --> 00:11:23.640]  這幫人就來帶去歌頌神
[00:11:23.640 --> 00:11:27.240]  當中是有第一批的人
[00:11:27.240 --> 00:11:30.140]  來帶去繼續在其中的
[00:11:30.140 --> 00:11:32.040]  呼喚他們後面的人
[00:11:32.040 --> 00:11:35.740]  你們來快點參加這個聚會
[00:11:35.740 --> 00:11:38.340]  那時候利尾人教導他們
[00:11:38.340 --> 00:11:41.640]  怎麼從歷史開始
[00:11:41.640 --> 00:11:44.740]  回顧他們的祖先
[00:11:44.740 --> 00:11:46.440]  怎麼叛逆
[00:11:46.440 --> 00:11:48.040]  審查他們自己
[00:11:48.040 --> 00:11:51.240]  有沒有同樣的母信復神
[00:11:51.240 --> 00:11:54.040]  然後就求神來赦免
[00:11:54.040 --> 00:11:58.840]  帶領他們作出群體性認罪的禱告
[00:11:58.840 --> 00:12:01.840]  接著就是這幫利尾人
[00:12:01.840 --> 00:12:05.440]  帶領百姓認罪的禱文
[00:12:05.440 --> 00:12:07.440]  猶太人有個人的祈禱
[00:12:07.440 --> 00:12:09.740]  就是你和我都有個人的祈禱
[00:12:09.740 --> 00:12:11.740]  但也有群體的禱告
[00:12:11.740 --> 00:12:13.440]  就是我們在崇拜的時候
[00:12:13.440 --> 00:12:15.540]  我們也會來帶去
[00:12:15.540 --> 00:12:18.140]  有集體的禱告
[00:12:18.140 --> 00:12:19.940]  這一篇詩篇裡面
[00:12:19.940 --> 00:12:21.940]  有不少是懺悔詩
[00:12:21.940 --> 00:12:24.540]  但是這次這個禱告
[00:12:24.540 --> 00:12:27.740]  你留意到是回顧歷史
[00:12:27.740 --> 00:12:29.840]  看到神的恩典
[00:12:29.840 --> 00:12:31.240]  神的慈愛
[00:12:31.240 --> 00:12:33.040]  人的背叛
[00:12:33.040 --> 00:12:36.440]  以及他們今天所缺乏的
[00:12:36.440 --> 00:12:41.640]  我們很少為我們的祖先來認罪
[00:12:41.640 --> 00:12:44.440]  更加少從歷史的角度
[00:12:44.440 --> 00:12:47.240]  去看現今的情況
[00:12:47.240 --> 00:12:50.040]  其實我們很需要的
[00:12:50.040 --> 00:12:53.340]  譬如為什麼有這麼多人會走
[00:12:53.340 --> 00:12:55.940]  離開自己的地圖
[00:12:55.940 --> 00:12:57.740]  譬如中國去到香港
[00:12:57.740 --> 00:13:00.440]  或者由香港去到外地
[00:13:00.440 --> 00:13:01.840]  譬如來到英國
[00:13:01.840 --> 00:13:04.640]  他們可能會看回過去的歷史
[00:13:04.640 --> 00:13:06.740]  譬如很簡單舉個例子
[00:13:06.740 --> 00:13:08.040]  當年的大躍進
[00:13:08.040 --> 00:13:09.640]  餓死很多人
[00:13:09.640 --> 00:13:11.840]  接著有文化大革命
[00:13:11.840 --> 00:13:14.640]  於是互相的批鬥
[00:13:14.640 --> 00:13:16.940]  雖然改革開放
[00:13:16.940 --> 00:13:18.640]  但後面有六四事件
[00:13:18.640 --> 00:13:20.840]  於是有很多事情
[00:13:20.840 --> 00:13:22.340]  他們從歷史裡面
[00:13:22.340 --> 00:13:25.540]  去投射在現今甚至未來
[00:13:25.540 --> 00:13:27.840]  於是就產生不同的行動
[00:13:27.840 --> 00:13:31.940]  所以猶太人經常都被要求
[00:13:31.940 --> 00:13:35.740]  就是從歷史裡面去反省
[00:13:35.740 --> 00:13:38.240]  以史為鏡可以知興替
[00:13:38.240 --> 00:13:40.740]  我們研讀這篇討論的時候
[00:13:40.740 --> 00:13:43.140]  就是重溫聖經的歷史
[00:13:43.140 --> 00:13:45.040]  可能你會很熟悉
[00:13:45.040 --> 00:13:47.640]  覺得沒什麼所謂
[00:13:47.640 --> 00:13:49.940]  但是我們就會看到神的作為
[00:13:49.940 --> 00:13:51.340]  和人的回應
[00:13:51.340 --> 00:13:53.540]  反省回到今天
[00:13:53.540 --> 00:13:57.540]  我們個人的歷史是怎樣
[00:13:57.540 --> 00:14:01.040]  接著我們就會去看到
[00:14:01.040 --> 00:14:03.240]  神在我們身上也有很奇妙的作為
[00:14:03.240 --> 00:14:04.440]  對我們有比喻
[00:14:04.440 --> 00:14:06.840]  我們開始看這篇討論
[00:14:06.840 --> 00:14:08.140]  一開始的時候
[00:14:08.140 --> 00:14:11.140]  他們是歌頌神的權能
[00:14:11.140 --> 00:14:15.440]  尼希米基第九章第五到第六節
[00:14:15.440 --> 00:14:16.840]  耶和華
[00:14:16.840 --> 00:14:19.840]  你榮耀之名是應當稱重的
[00:14:19.840 --> 00:14:22.240]  似乎一切稱重和讚美
[00:14:22.240 --> 00:14:23.240]  你
[00:14:23.240 --> 00:14:25.340]  唯獨你是耶和華
[00:14:25.340 --> 00:14:28.240]  你造了天和天上的天
[00:14:28.240 --> 00:14:30.340]  並天上的萬象
[00:14:30.340 --> 00:14:32.640]  地和地上的萬物
[00:14:32.640 --> 00:14:35.340]  海和海中所有的
[00:14:35.340 --> 00:14:38.240]  這一切都是你所保存的
[00:14:38.240 --> 00:14:41.540]  天君也都敬拜你
[00:14:41.540 --> 00:14:43.840]  一開始我們禱告的時候
[00:14:43.840 --> 00:14:47.140]  我們有沒有歌頌讚美我們的神呢
[00:14:47.140 --> 00:14:49.640]  當我們有歌頌讚美我們的神的時候
[00:14:49.640 --> 00:14:51.840]  我們有沒有想到神的偉大呢
[00:14:51.840 --> 00:14:55.240]  原來神是創天造地的主宰
[00:14:55.240 --> 00:14:57.040]  神你有掌管一切
[00:14:57.040 --> 00:14:58.440]  我們這麼卑微
[00:14:58.440 --> 00:15:00.340]  但是神都救贖我們
[00:15:00.340 --> 00:15:01.740]  愛我們的時候
[00:15:01.740 --> 00:15:04.440]  我們是何等的尊貴
[00:15:04.440 --> 00:15:06.740]  我們有沒有來驚嘆
[00:15:06.740 --> 00:15:09.340]  我們竟然是被神去愛
[00:15:09.340 --> 00:15:10.940]  是真的沒有可能的事
[00:15:10.940 --> 00:15:12.340]  但這是事實
[00:15:12.340 --> 00:15:14.840]  今天神是獨一無二的主宰
[00:15:14.840 --> 00:15:18.640]  以色列人也是我們的信徒的神
[00:15:18.640 --> 00:15:22.240]  所以我們就有這一份敬畏的心
[00:15:22.240 --> 00:15:26.840]  一讚嘆完神的榮美尊貴之後
[00:15:26.840 --> 00:15:28.940]  就開始數他們的列祖了
[00:15:28.940 --> 00:15:32.240]  大家知道猶太人最重視的是什麼呢
[00:15:32.240 --> 00:15:34.840]  不只是瓦割過某個程度
[00:15:34.840 --> 00:15:37.740]  是重視阿巴拉罕
[00:15:37.740 --> 00:15:42.740]  尼米基第九章第七到第八節
[00:15:42.740 --> 00:15:44.940]  說你是耶和華神
[00:15:44.940 --> 00:15:46.740]  曾揀選阿伯蘭
[00:15:46.740 --> 00:15:49.340]  領他出迦勒底的吾爾
[00:15:49.340 --> 00:15:52.140]  給他改名叫阿巴拉罕
[00:15:52.140 --> 00:15:55.740]  你見他在你面前心裡誠實
[00:15:55.740 --> 00:15:57.340]  就與他立約
[00:15:57.340 --> 00:16:00.340]  應許把加南人、黑人、阿摩利人
[00:16:00.340 --> 00:16:03.240]  比利世人、耶布斯人
[00:16:03.240 --> 00:16:09.340]  格加薩人之地賜給他的叩蕊
[00:16:09.340 --> 00:16:11.440]  且應驗了你的話
[00:16:11.440 --> 00:16:14.640]  因為你是共而的
[00:16:14.640 --> 00:16:16.140]  有沒有留意到
[00:16:16.140 --> 00:16:19.740]  他講到今天為什麼我們現在在這個地方
[00:16:19.740 --> 00:16:21.740]  原來一路追溯的時候
[00:16:21.740 --> 00:16:24.040]  就是因為神應許他們的列祖
[00:16:24.040 --> 00:16:26.840]  信心之父阿巴拉罕
[00:16:26.840 --> 00:16:28.040]  神將他改名
[00:16:28.040 --> 00:16:30.040]  和他立約原本叫阿伯蘭的
[00:16:30.040 --> 00:16:31.540]  為什麼叫阿巴拉罕
[00:16:31.540 --> 00:16:35.840]  因為知道他心裡面是誠實
[00:16:35.840 --> 00:16:39.940]  誠實的意思就是可靠和忠心的意思
[00:16:39.940 --> 00:16:43.040]  就是阿巴拉罕對神有這份信心
[00:16:43.040 --> 00:16:44.440]  神揀選他
[00:16:44.440 --> 00:16:46.840]  是他公義的表彰
[00:16:46.840 --> 00:16:48.540]  因為神是公義的
[00:16:48.540 --> 00:16:49.840]  他們就會想到
[00:16:49.840 --> 00:16:51.640]  為什麼今天我們在這個地方
[00:16:51.640 --> 00:16:55.440]  原來就是因為阿巴拉罕
[00:16:55.440 --> 00:16:56.540]  被神祝福
[00:16:56.540 --> 00:16:58.940]  所以我們擁有這個地土
[00:16:58.940 --> 00:17:01.840]  這個是他們的憑據
[00:17:01.840 --> 00:17:03.740]  很可能很多年之後
[00:17:03.740 --> 00:17:05.240]  你的孫子就問你
[00:17:05.240 --> 00:17:06.340]  為什麼我們會去英國
[00:17:06.340 --> 00:17:08.240]  哦 是因為爺爺呢
[00:17:08.240 --> 00:17:10.140]  他就來了英國
[00:17:10.140 --> 00:17:12.740]  所以你就在這裡
[00:17:12.740 --> 00:17:14.840]  這個是探本尋願
[00:17:14.840 --> 00:17:16.440]  好了 接著他就看到
[00:17:16.440 --> 00:17:19.440]  神的恩典的眷顧
[00:17:19.440 --> 00:17:22.040]  在第九章的第九到第十五節
[00:17:22.040 --> 00:17:23.340]  我們不去讀了
[00:17:23.340 --> 00:17:24.840]  這個討論裡面說出
[00:17:24.840 --> 00:17:26.740]  他們怎麼出埃及
[00:17:26.740 --> 00:17:30.040]  他們就在埃及裡面受苦
[00:17:30.040 --> 00:17:33.340]  但是神透過摩西達領去出埃及
[00:17:33.340 --> 00:17:35.840]  甚至說出他們怎麼過紅海
[00:17:35.840 --> 00:17:38.040]  這個經文的內容
[00:17:38.040 --> 00:17:41.440]  和詩篇所提及的很相似
