
[00:00:00.000 --> 00:00:05.920]  相信剛才透過之前我們一起在崇拜裡面唱的詩歌
[00:02:43.880 --> 00:02:45.880]  那份是最美的禮物的時候
[00:02:45.880 --> 00:02:47.880]  但是
[00:02:47.880 --> 00:02:49.880]  得到這份禮物的人
[00:02:49.880 --> 00:02:51.880]  是未必這樣去認同的
[00:02:51.880 --> 00:02:53.880]  在二千多年前
[00:02:53.880 --> 00:02:55.880]  瑪麗亞都收到
[00:02:55.880 --> 00:02:57.880]  由上帝而來的
[00:02:57.880 --> 00:02:59.880]  這份禮物
[00:02:59.880 --> 00:03:01.880]  並且透過天使
[00:03:01.880 --> 00:03:03.880]  加伯列來告訴他
[00:03:03.880 --> 00:03:05.880]  這位準新娘
[00:03:05.880 --> 00:03:07.880]  當她知道
[00:03:07.880 --> 00:03:09.880]  這個消息的時候
[00:03:09.880 --> 00:03:11.880]  她的反應是怎樣的呢
[00:03:11.880 --> 00:03:13.880]  就是第29節
[00:03:13.880 --> 00:03:15.880]  瑪麗亞恩者說
[00:03:15.880 --> 00:03:17.880]  就驚慌
[00:03:17.880 --> 00:03:19.880]  很驚慌
[00:03:19.880 --> 00:03:21.880]  又反覆思考
[00:03:21.880 --> 00:03:23.880]  這樣問候
[00:03:23.880 --> 00:03:25.880]  是什麼意思
[00:03:25.880 --> 00:03:27.880]  已經是下一版了
[00:03:27.880 --> 00:03:31.880]  還記不記得呢
[00:03:31.880 --> 00:03:33.880]  瑪麗亞因為聽到
[00:03:33.880 --> 00:03:35.880]  什麼話而令她既驚慌
[00:03:35.880 --> 00:03:37.880]  又反覆
[00:03:37.880 --> 00:03:39.880]  思考呢
[00:03:39.880 --> 00:03:41.880]  原來就是之前那一句
[00:03:41.880 --> 00:03:43.880]  加伯列跟她說
[00:03:43.880 --> 00:03:45.880]  蒙大恩的女子
[00:03:45.880 --> 00:03:47.880]  你好
[00:03:47.880 --> 00:03:49.880]  主和你同在
[00:03:49.880 --> 00:03:51.880]  加伯列
[00:03:51.880 --> 00:03:53.880]  稱瑪麗亞是一個
[00:03:53.880 --> 00:03:55.880]  蒙大恩的女子
[00:03:55.880 --> 00:03:57.880]  即是表示瑪麗亞
[00:03:57.880 --> 00:03:59.880]  她是特別得到
[00:03:59.880 --> 00:04:01.880]  上帝的恩惠
[00:04:01.880 --> 00:04:03.880]  我們當然知道
[00:04:03.880 --> 00:04:05.880]  蒙大恩是一件好事
[00:04:05.880 --> 00:04:07.880]  但當瑪麗亞
[00:04:07.880 --> 00:04:09.880]  為什麼瑪麗亞覺得
[00:04:09.880 --> 00:04:11.880]  驚慌
[00:04:11.880 --> 00:04:13.880]  又要反覆思考呢
[00:04:13.880 --> 00:04:15.880]  我們知道原因
[00:04:15.880 --> 00:04:17.880]  都能夠理解
[00:04:17.880 --> 00:04:19.880]  第一,這件事情發生得太突然了
[00:04:19.880 --> 00:04:21.880]  太突然了
[00:04:21.880 --> 00:04:23.880]  我們當然不知道那個時間是怎樣
[00:04:23.880 --> 00:04:25.880]  不過相信瑪麗亞
[00:04:25.880 --> 00:04:27.880]  如常過她的生活
[00:04:27.880 --> 00:04:29.880]  但突然間
[00:04:29.880 --> 00:04:31.880]  就有一個
[00:04:31.880 --> 00:04:33.880]  不是人類的物體
[00:04:33.880 --> 00:04:35.880]  出現了
[00:04:35.880 --> 00:04:37.880]  就告訴她是蒙大恩的女子
[00:04:37.880 --> 00:04:39.880]  你好,主和你同在
[00:04:39.880 --> 00:04:41.880]  太突然了這件事
[00:04:41.880 --> 00:04:43.880]  當她發現這個
[00:04:43.880 --> 00:04:45.880]  靈體是天使的時候
[00:04:45.880 --> 00:04:47.880]  我想
[00:04:47.880 --> 00:04:49.880]  這是瑪麗亞第一次
[00:04:49.880 --> 00:04:51.880]  見到天使
[00:04:51.880 --> 00:04:53.880]  第一次見到天使當然很害怕
[00:04:53.880 --> 00:04:55.880]  一點都不奇怪
[00:04:55.880 --> 00:04:57.880]  令她反覆思考
[00:04:57.880 --> 00:04:59.880]  是什麼呢
[00:04:59.880 --> 00:05:01.880]  她也會想,我自己何德何能
[00:05:01.880 --> 00:05:03.880]  能夠可以蒙大恩呢
[00:05:03.880 --> 00:05:05.880]  我曾經
[00:05:05.880 --> 00:05:07.880]  收過一些電話
[00:05:07.880 --> 00:05:09.880]  不是一個電話
[00:05:09.880 --> 00:05:11.880]  而是一疊的電話
[00:05:11.880 --> 00:05:13.880]  那個人也告訴我
[00:05:13.880 --> 00:05:15.880]  先生,你有一天在街上
[00:05:15.880 --> 00:05:17.880]  填了某一份文件
[00:05:17.880 --> 00:05:19.880]  恭喜你,你中獎了
[00:05:19.880 --> 00:05:21.880]  你中了大獎
[00:05:21.880 --> 00:05:23.880]  我約定你一個時間
[00:05:23.880 --> 00:05:25.880]  星期六幾點在某某地方
[00:05:25.880 --> 00:05:27.880]  領取你的禮物
[00:05:27.880 --> 00:05:29.880]  你會不會覺得很開心
[00:05:29.880 --> 00:05:31.880]  當然不會
[00:05:31.880 --> 00:05:33.880]  第一時間
[00:05:33.880 --> 00:05:35.880]  很害怕,這是不是騙人的
[00:05:35.880 --> 00:05:37.880]  然後反覆思考
[00:05:37.880 --> 00:05:39.880]  我什麼時候填過這份文件
[00:05:39.880 --> 00:05:41.880]  為什麼
[00:05:41.880 --> 00:05:43.880]  我無端端會中獎呢
[00:05:43.880 --> 00:05:47.880]  可能你也有這樣的經歷
[00:05:47.880 --> 00:05:49.880]  如果你有的話
[00:05:49.880 --> 00:05:51.880]  我想你會明白
[00:05:51.880 --> 00:05:53.880]  瑪麗亞為什麼她覺得驚慌
[00:05:53.880 --> 00:05:55.880]  還有為什麼
[00:05:55.880 --> 00:05:57.880]  馬上反覆思考
[00:05:57.880 --> 00:05:59.880]  加伯列發覺
[00:05:59.880 --> 00:06:01.880]  瑪麗亞她的反應
[00:06:01.880 --> 00:06:03.880]  不似預期
[00:06:03.880 --> 00:06:05.880]  於是她急忙
[00:06:05.880 --> 00:06:07.880]  向安撫瑪麗亞
[00:06:07.880 --> 00:06:09.880]  告訴她
[00:06:09.880 --> 00:06:11.880]  瑪麗亞,不要怕
[00:06:11.880 --> 00:06:13.880]  你不用怕
[00:06:13.880 --> 00:06:15.880]  你已經在上帝面前
[00:06:15.880 --> 00:06:17.880]  蒙恩
[00:06:17.880 --> 00:06:19.880]  然後她就嘗試
[00:06:19.880 --> 00:06:21.880]  很詳細地向瑪麗亞說
[00:06:21.880 --> 00:06:23.880]  有關這個BB
[00:06:23.880 --> 00:06:25.880]  即將要發生的事
[00:06:25.880 --> 00:06:27.880]  她就說
[00:06:27.880 --> 00:06:29.880]  你要懷孕生子
[00:06:29.880 --> 00:06:31.880]  要給他起名叫耶穌
[00:06:33.880 --> 00:06:35.880]  他將要為大
[00:06:35.880 --> 00:06:37.880]  稱為至高者的兒子
[00:06:37.880 --> 00:06:39.880]  主上要把他祖先
[00:06:39.880 --> 00:06:41.880]  大位的王位給他
[00:06:41.880 --> 00:06:43.880]  他要做亞國家的王
[00:06:43.880 --> 00:06:45.880]  直到永遠他的國沒有窮盡
[00:06:45.880 --> 00:06:49.880]  或者加伯列認為
[00:06:49.880 --> 00:06:51.880]  每一個媽媽多多少少
[00:06:51.880 --> 00:06:53.880]  都會有望子成龍的心態
[00:06:53.880 --> 00:06:55.880]  所以
[00:06:55.880 --> 00:06:57.880]  他就讓瑪麗亞知道
[00:06:57.880 --> 00:06:59.880]  如果她所懷的胎
[00:06:59.880 --> 00:07:01.880]  是這麼厲害的話
[00:07:01.880 --> 00:07:03.880]  可能可以平復
[00:07:03.880 --> 00:07:05.880]  瑪麗亞的心情
[00:07:05.880 --> 00:07:07.880]  殊不知
[00:07:07.880 --> 00:07:09.880]  他這樣做
[00:07:09.880 --> 00:07:11.880]  卻令瑪麗亞更加不平安
[00:07:11.880 --> 00:07:15.880]  瑪麗亞說
[00:07:15.880 --> 00:07:17.880]  我沒有出嫁
[00:07:17.880 --> 00:07:19.880]  怎會有這事呢
[00:07:19.880 --> 00:07:21.880]  瑪麗亞突然知道
[00:07:21.880 --> 00:07:23.880]  被蒙大恩
[00:07:23.880 --> 00:07:25.880]  聽天使解說之後
[00:07:25.880 --> 00:07:27.880]  原來所謂在上帝面前蒙恩
[00:07:27.880 --> 00:07:29.880]  原來是未婚懷孕
[00:07:29.880 --> 00:07:31.880]  對瑪麗亞來說
[00:07:31.880 --> 00:07:33.880]  這份禮物實在太大了
[00:07:33.880 --> 00:07:37.880]  相信大家都知道
[00:07:37.880 --> 00:07:39.880]  在耶穌出生的時代
[00:07:39.880 --> 00:07:41.880]  未婚懷孕是一件
[00:07:41.880 --> 00:07:43.880]  滔天大罪
[00:07:43.880 --> 00:07:47.880]  因為童貞
[00:07:47.880 --> 00:07:49.880]  是受人尊重的
[00:07:49.880 --> 00:07:51.880]  她是自制和
[00:07:51.880 --> 00:07:53.880]  道德忠誠的一個標誌
[00:07:53.880 --> 00:07:57.880]  所以瑪麗亞的提問
[00:07:57.880 --> 00:07:59.880]  也顯示出
[00:07:59.880 --> 00:08:01.880]  她對婚姻的忠誠
[00:08:01.880 --> 00:08:03.880]  也是一個嚴守輔導的人
[00:08:03.880 --> 00:08:07.880]  相反
[00:08:07.880 --> 00:08:09.880]  今時今日的年輕人
[00:08:09.880 --> 00:08:11.880]  可能對於未婚懷孕
[00:08:11.880 --> 00:08:13.880]  就覺得不太出奇
[00:08:13.880 --> 00:08:15.880]  求主憐憫
[00:08:15.880 --> 00:08:21.880]  加伯列聽到瑪麗亞的擔憂之後
[00:08:21.880 --> 00:08:23.880]  他再嘗試
[00:08:23.880 --> 00:08:25.880]  向瑪麗亞解釋
[00:08:25.880 --> 00:08:27.880]  他未婚懷孕
[00:08:27.880 --> 00:08:29.880]  是因為聖靈感應
[00:08:29.880 --> 00:08:31.880]  是至高者要
[00:08:31.880 --> 00:08:33.880]  庇佑他
[00:08:33.880 --> 00:08:35.880]  加伯列再三強調
[00:08:35.880 --> 00:08:37.880]  瑪麗亞現在你所懷的胎
[00:08:37.880 --> 00:08:39.880]  是上帝的兒子
[00:08:39.880 --> 00:08:41.880]  之外
[00:08:41.880 --> 00:08:43.880]  他也引用了
[00:08:43.880 --> 00:08:45.880]  那素來稱為不生育的
[00:08:45.880 --> 00:08:47.880]  親戚
[00:08:47.880 --> 00:08:49.880]  以利沙伯
[00:08:49.880 --> 00:08:51.880]  作為助證
[00:08:51.880 --> 00:08:53.880]  我覺得有點奇怪
[00:08:53.880 --> 00:08:55.880]  為什麼加伯列
[00:08:55.880 --> 00:08:57.880]  要用以利沙伯
[00:08:57.880 --> 00:08:59.880]  來做例子呢
[00:08:59.880 --> 00:09:01.880]  首先
[00:09:01.880 --> 00:09:03.880]  瑪麗亞的年紀也不是很老
[00:09:03.880 --> 00:09:05.880]  是不是
[00:09:05.880 --> 00:09:07.880]  他也不是稱為不生育的
[00:09:07.880 --> 00:09:09.880]  第二
[00:09:09.880 --> 00:09:11.880]  以利沙伯他老來懷孕
[00:09:11.880 --> 00:09:13.880]  也不是聖靈感應
[00:09:13.880 --> 00:09:15.880]  以利沙伯
[00:09:15.880 --> 00:09:17.880]  現在甚至乎
[00:09:17.880 --> 00:09:19.880]  他懷著六個月的消息
[00:09:19.880 --> 00:09:21.880]  瑪麗亞
[00:09:21.880 --> 00:09:23.880]  和瑪麗亞究竟有什麼關係呢
[00:09:23.880 --> 00:09:25.880]  原來
[00:09:25.880 --> 00:09:27.880]  天使用以利沙伯
[00:09:27.880 --> 00:09:29.880]  這個例子作為助證
[00:09:29.880 --> 00:09:31.880]  是因為瑪麗亞知道
[00:09:31.880 --> 00:09:33.880]  並且認識這位親戚
[00:09:33.880 --> 00:09:35.880]  知道他懷孕的原因
[00:09:35.880 --> 00:09:37.880]  完完全全是
[00:09:37.880 --> 00:09:39.880]  出於上帝的
[00:09:39.880 --> 00:09:41.880]  話語的能力
[00:09:41.880 --> 00:09:43.880]  他懷孕是完完全全
[00:09:43.880 --> 00:09:45.880]  出於上帝
[00:09:45.880 --> 00:09:47.880]  話語的能力
[00:09:47.880 --> 00:09:49.880]  所以就算此時此刻
[00:09:49.880 --> 00:09:51.880]  他始終不明白為什麼
[00:09:51.880 --> 00:09:53.880]  或者什麼是聖靈感應
[00:09:53.880 --> 00:09:55.880]  他不明白
[00:09:55.880 --> 00:09:57.880]  BB為什麼要稱為
[00:09:57.880 --> 00:09:59.880]  上帝的兒子
[00:09:59.880 --> 00:10:01.880]  什麼他的國是永無窮盡
[00:10:01.880 --> 00:10:03.880]  他完全不明白
[00:10:03.880 --> 00:10:05.880]  但是瑪麗亞
[00:10:05.880 --> 00:10:07.880]  依然甘於
[00:10:07.880 --> 00:10:09.880]  作為主的侍女
[00:10:09.880 --> 00:10:11.880]  他願意上帝的話
[00:10:11.880 --> 00:10:13.880]  實現在自己身上
[00:10:13.880 --> 00:10:15.880]  就是因為
[00:10:15.880 --> 00:10:17.880]  他相信
[00:10:17.880 --> 00:10:19.880]  出於上帝的話
[00:10:19.880 --> 00:10:21.880]  沒有一句
[00:10:21.880 --> 00:10:23.880]  不大能力的
[00:10:23.880 --> 00:10:25.880]  瑪麗亞心甘情願
[00:10:25.880 --> 00:10:27.880]  信服地接受這份禮物
[00:10:27.880 --> 00:10:33.880]  各位靈姐妹
[00:10:33.880 --> 00:10:35.880]  不要以為瑪麗亞
[00:10:35.880 --> 00:10:37.880]  在這裡信服地回應上帝
[00:10:37.880 --> 00:10:39.880]  之後就平安無事
[00:10:39.880 --> 00:10:41.880]  如果你細心地想
[00:10:41.880 --> 00:10:43.880]  你就會發現
[00:10:43.880 --> 00:10:45.880]  決定信服
[00:10:45.880 --> 00:10:47.880]  上帝的瑪麗亞
[00:10:47.880 --> 00:10:49.880]  他之後會面對很多很多
[00:10:49.880 --> 00:10:51.880]  接踵而來的不平安
[00:10:51.880 --> 00:10:53.880]  剛才說過在耶穌的時代
[00:10:53.880 --> 00:10:55.880]  是不能夠接受女人
[00:10:55.880 --> 00:10:57.880]  作為未婚媽媽
[00:10:57.880 --> 00:10:59.880]  尤其是
[00:10:59.880 --> 00:11:01.880]  如果這個女人已經許配了
[00:11:01.880 --> 00:11:03.880]  給另外一個男人的時候
[00:11:03.880 --> 00:11:05.880]  就更加
[00:11:05.880 --> 00:11:07.880]  如果這個人
[00:11:07.880 --> 00:11:09.880]  這個女人被裁定
[00:11:09.880 --> 00:11:11.880]  她是因為
[00:11:11.880 --> 00:11:13.880]  跟別人通姦之後
[00:11:13.880 --> 00:11:15.880]  而懷孕的話
[00:11:15.880 --> 00:11:17.880]  除非她的未婚夫
[00:11:17.880 --> 00:11:19.880]  依然願意
[00:11:19.880 --> 00:11:21.880]  來迎娶她
[00:11:21.880 --> 00:11:23.880]  否則按當時的律法
[00:11:23.880 --> 00:11:25.880]  這個婦人是要活生生
[00:11:25.880 --> 00:11:27.880]  被石頭打死
[00:11:27.880 --> 00:11:29.880]  而第一個有權
[00:11:29.880 --> 00:11:31.880]  拿起石頭扔她的人
[00:11:31.880 --> 00:11:33.880]  就是她未婚夫
[00:11:33.880 --> 00:11:39.880]  所以如果有人追究瑪麗亞
[00:11:39.880 --> 00:11:41.880]  未婚懷孕這件事的話
[00:11:43.880 --> 00:11:45.880]  而最後
[00:11:45.880 --> 00:11:47.880]  瑪麗亞也被裁定
[00:11:47.880 --> 00:11:49.880]  她身體的
[00:11:49.880 --> 00:11:51.880]  嬰兒的懷孕
[00:11:51.880 --> 00:11:53.880]  是因為與人通姦而成的話
[00:11:53.880 --> 00:11:55.880]  若失,她就會是第一個
[00:11:55.880 --> 00:11:57.880]  用石頭扔她的人
[00:11:57.880 --> 00:11:59.880]  不過
[00:11:59.880 --> 00:12:01.880]  就算
[00:12:01.880 --> 00:12:03.880]  瑪麗亞的未婚夫若失
[00:12:03.880 --> 00:12:05.880]  願意迎娶她自己
[00:12:05.880 --> 00:12:07.880]  瑪麗亞也要獨自承受
[00:12:07.880 --> 00:12:09.880]  這個被懷疑
[00:12:09.880 --> 00:12:11.880]  不徵的痛苦
[00:12:11.880 --> 00:12:13.880]  因為她很難使人相信
[00:12:13.880 --> 00:12:15.880]  尤其是很難使
[00:12:15.880 --> 00:12:17.880]  未婚夫相信
[00:12:17.880 --> 00:12:19.880]  性靈感恩
[00:12:19.880 --> 00:12:21.880]  這件事
[00:12:21.880 --> 00:12:23.880]  不要說二千多年前
[00:12:23.880 --> 00:12:25.880]  今時今日的醫學科技
[00:12:25.880 --> 00:12:27.880]  這麼發達
[00:12:27.880 --> 00:12:29.880]  要我們告訴別人
[00:12:29.880 --> 00:12:31.880]  要人相信性靈感恩
[00:12:31.880 --> 00:12:33.880]  簡直是天方夜譚
[00:12:33.880 --> 00:12:35.880]  除此之外
[00:12:35.880 --> 00:12:37.880]  瑪麗亞仍要面對
[00:12:37.880 --> 00:12:39.880]  很多不穩定的因素
[00:12:39.880 --> 00:12:41.880]  而這些因素
[00:12:41.880 --> 00:12:43.880]  會繼續使她
[00:12:43.880 --> 00:12:45.880]  不平安
[00:12:45.880 --> 00:12:47.880]  其實我也不止說過一次
[00:12:47.880 --> 00:12:49.880]  假設若失
[00:12:49.880 --> 00:12:51.880]  和當時的人選擇
[00:12:51.880 --> 00:12:53.880]  相信天使的說話
[00:12:53.880 --> 00:12:55.880]  是有性靈感恩的
[00:12:55.880 --> 00:12:59.880]  相信她將生出來的
[00:12:59.880 --> 00:13:01.880]  這個嬰兒
[00:13:01.880 --> 00:13:03.880]  就會是上帝的兒子
[00:13:03.880 --> 00:13:05.880]  她將要為大
[00:13:05.880 --> 00:13:07.880]  又會成為大衛的
[00:13:07.880 --> 00:13:09.880]  皇位的後裔
[00:13:09.880 --> 00:13:11.880]  不過
[00:13:11.880 --> 00:13:13.880]  當瑪麗亞
[00:13:13.880 --> 00:13:15.880]  真的臨盤的一刻
[00:13:15.880 --> 00:13:17.880]  生出來
[00:13:17.880 --> 00:13:19.880]  這個嬰兒原來是女的
[00:13:19.880 --> 00:13:21.880]  嘩
[00:13:21.880 --> 00:13:23.880]  那會怎樣呢
[00:13:23.880 --> 00:13:25.880]  是不是 非常之淪盡
[00:13:25.880 --> 00:13:27.880]  就算生了出來
[00:13:27.880 --> 00:13:29.880]  不是女的 如果是雙胞胎
[00:13:29.880 --> 00:13:31.880]  兩個男的
[00:13:31.880 --> 00:13:33.880]  那是不是要找些方法去驗證
[00:13:33.880 --> 00:13:35.880]  誰才是真的尼塞亞呢
[00:13:35.880 --> 00:13:37.880]  就算生出來
[00:13:37.880 --> 00:13:39.880]  真是只有一個男的嬰兒
[00:13:39.880 --> 00:13:41.880]  你都不能夠
[00:13:41.880 --> 00:13:43.880]  保證這個嬰兒
[00:13:43.880 --> 00:13:45.880]  成長的時候
[00:13:45.880 --> 00:13:47.880]  不會學壞
[00:13:47.880 --> 00:13:49.880]  成為一個
[00:13:49.880 --> 00:13:51.880]  很有品德性潔的人
[00:13:51.880 --> 00:13:53.880]  是不是 很難保證得到
[00:13:53.880 --> 00:13:55.880]  如果是這樣
[00:13:55.880 --> 00:13:57.880]  那又怎樣呢
[00:13:57.880 --> 00:13:59.880]  所以瑪麗亞之後要
[00:13:59.880 --> 00:14:01.880]  面對很多很多不穩定的因素
[00:14:03.880 --> 00:14:05.880]  但是這一刻
[00:14:05.880 --> 00:14:07.880]  瑪麗亞選擇了信服
[00:14:07.880 --> 00:14:09.880]  所以
[00:14:09.880 --> 00:14:11.880]  瑪麗亞的這一句
[00:14:11.880 --> 00:14:13.880]  我是主的侍女
[00:14:13.880 --> 00:14:15.880]  願意照你的話
[00:14:15.880 --> 00:14:17.880]  實現在我身上
[00:14:17.880 --> 00:14:19.880]  這句話絕不簡單
[00:14:19.880 --> 00:14:21.880]  不過在這裡
[00:14:21.880 --> 00:14:23.880]  我必須補充一件事
[00:14:23.880 --> 00:14:25.880]  就是我們都要感謝上帝
[00:14:25.880 --> 00:14:27.880]  為什麼呢
[00:14:27.880 --> 00:14:29.880]  因為瑪麗亞的憂慮和不平安
[00:14:29.880 --> 00:14:31.880]  全部已經過去了
[00:14:31.880 --> 00:14:33.880]  這一個由聖靈感恩
[00:14:33.880 --> 00:14:35.880]  所生的嬰兒
[00:14:35.880 --> 00:14:37.880]  他的一生
[00:14:37.880 --> 00:14:39.880]  已經清清楚楚記錄在聖經裡面
[00:14:39.880 --> 00:14:43.880]  這位由童貞女
[00:14:43.880 --> 00:14:45.880]  瑪麗亞所生的耶穌
[00:14:45.880 --> 00:14:47.880]  他一生
[00:14:47.880 --> 00:14:49.880]  無可指責
[00:14:49.880 --> 00:14:51.880]  雖然他最後被釘十字架
[00:14:51.880 --> 00:14:53.880]  受死
[00:14:53.880 --> 00:14:55.880]  埋葬
[00:14:55.880 --> 00:14:57.880]  剛在陰間
[00:14:57.880 --> 00:14:59.880]  但是第三天
[00:14:59.880 --> 00:15:01.880]  終復活
[00:15:01.880 --> 00:15:03.880]  聖天坐在全能父上的右邊
[00:15:03.880 --> 00:15:05.880]  我們深信
[00:15:05.880 --> 00:15:07.880]  這位主耶穌基督
[00:15:07.880 --> 00:15:09.880]  將來必從那裡降臨
[00:15:09.880 --> 00:15:11.880]  審判活人死人
[00:15:11.880 --> 00:15:13.880]  他必永遠作王
[00:15:13.880 --> 00:15:15.880]  他的國肯定是永無窮盡
[00:15:15.880 --> 00:15:17.880]  所以我們應當
[00:15:17.880 --> 00:15:19.880]  感謝主
[00:15:19.880 --> 00:15:21.880]  Hallelujah
[00:15:21.880 --> 00:15:23.880]  說到這裡
[00:15:23.880 --> 00:15:25.880]  大家可能會問
[00:15:25.880 --> 00:15:27.880]  這是瑪麗亞的經歷
[00:15:27.880 --> 00:15:29.880]  跟我們有什麼關係呢
[00:15:29.880 --> 00:15:31.880]  瑪麗亞懷著
[00:15:31.880 --> 00:15:33.880]  嬰兒耶穌
[00:15:33.880 --> 00:15:35.880]  跟我們當然有莫大的關係
[00:15:35.880 --> 00:15:39.880]  耶穌基督
[00:15:39.880 --> 00:15:41.880]  他甘願謙卑降生
[00:15:41.880 --> 00:15:43.880]  與人同行
[00:15:43.880 --> 00:15:45.880]  耶穌就是那位和平之君
[00:15:45.880 --> 00:15:47.880]  是平安的源頭
[00:15:47.880 --> 00:15:49.880]  是上帝給我們
[00:15:49.880 --> 00:15:51.880]  一個至貴重
[00:15:51.880 --> 00:15:53.880]  也是最美的禮物
[00:15:55.880 --> 00:15:57.880]  年近聖誕
[00:15:57.880 --> 00:15:59.880]  我讀了一本書
[00:15:59.880 --> 00:16:01.880]  叫做《這一天是為了你》
[00:16:01.880 --> 00:16:03.880]  的一本書
[00:16:03.880 --> 00:16:05.880]  是標竿人生的作者
[00:16:05.880 --> 00:16:07.880]  他所寫的
[00:16:07.880 --> 00:16:09.880]  當中說了一句
[00:16:09.880 --> 00:16:11.880]  耶穌基督的誕生
[00:16:11.880 --> 00:16:13.880]  不是一次偶然的意外
[00:16:13.880 --> 00:16:15.880]  耶穌的誕生
[00:16:15.880 --> 00:16:17.880]  更加不是一段巧合的歷史
[00:16:17.880 --> 00:16:19.880]  這一切
[00:16:19.880 --> 00:16:21.880]  都是精心的安排
[00:16:21.880 --> 00:16:23.880]  這一切
[00:16:23.880 --> 00:16:25.880]  都是為了你
[00:16:25.880 --> 00:16:27.880]  當你接受
[00:16:27.880 --> 00:16:29.880]  這一份愛的禮物的時候
[00:16:29.880 --> 00:16:31.880]  你將會有全新的力量
[00:16:31.880 --> 00:16:33.880]  面對充滿意義
[00:16:33.880 --> 00:16:35.880]  的每一天
[00:16:35.880 --> 00:16:37.880]  還記不記得
[00:16:37.880 --> 00:16:39.880]  一開始我和大家分享的短片
[00:16:39.880 --> 00:16:41.880]  其實短片還沒有完結
[00:16:41.880 --> 00:16:43.880]  我們現在看看結局
[00:16:43.880 --> 00:16:45.880]  是怎樣的
[00:16:53.880 --> 00:16:55.880]  (一開始的結局)
[00:17:23.880 --> 00:17:25.880]  (一開始的結局)
[00:17:53.880 --> 00:17:55.880]  (一開始的結局)
[00:18:23.880 --> 00:18:25.880]  (一開始的結局)
[00:18:25.880 --> 00:18:27.880]  (一開始的結局)
[00:18:27.880 --> 00:18:29.880]  (一開始的結局)
[00:18:29.880 --> 00:18:31.880]  (一開始的結局)
[00:18:31.880 --> 00:18:33.880]  (一開始的結局)
[00:18:33.880 --> 00:18:35.880]  (一開始的結局)
[00:18:35.880 --> 00:18:37.880]  (一開始的結局)
[00:18:37.880 --> 00:18:39.880]  (一開始的結局)
[00:18:39.880 --> 00:18:41.880]  (一開始的結局)
