
[00:00:00.000 --> 00:00:03.040]  今天要和大家分享一個題目
[00:13:28.560 --> 00:13:30.920]  「擁有自己的妻子」
[00:13:30.920 --> 00:13:34.960]  意思就是說有貞潔的婚姻
[00:13:34.960 --> 00:13:38.360]  第四節和第五節是一個很強烈的對比
[00:13:38.360 --> 00:13:42.200]  當我們看「聖潔尊貴,邪情私慾」
[00:13:42.200 --> 00:13:44.640]  「聖潔尊貴」是說以神為中心
[00:13:44.640 --> 00:13:46.360]  以他人為中心的
[00:13:46.360 --> 00:13:49.640]  「邪情私慾」是以自我為中心的
[00:13:49.640 --> 00:13:51.480]  關心自己的需求
[00:13:51.480 --> 00:13:52.760]  關心自己的需要
[00:13:52.760 --> 00:13:55.080]  關心自己的私慾
[00:13:55.080 --> 00:13:56.600]  接受羅尼加的信徒
[00:13:56.600 --> 00:13:58.800]  既然已經認識聖潔的神
[00:13:58.800 --> 00:14:03.080]  所以在聖方面都需要有聖潔
[00:14:03.080 --> 00:14:07.200]  和不認識神的外邦人是有所分別的
[00:14:07.200 --> 00:14:11.000]  因為我們是分別出來屬於神的
[00:14:11.000 --> 00:14:12.640]  為神所用的
[00:14:12.640 --> 00:14:16.840]  所以我們不可以根據異教社會的標準
[00:14:16.840 --> 00:14:19.400]  來行事為人
[00:14:19.400 --> 00:14:22.520]  「避開淫亂,控制身體」
[00:14:22.520 --> 00:14:26.240]  「不可越軌」第六節
[00:14:26.240 --> 00:14:28.000]  「佔自己弟兄便宜」
[00:14:28.000 --> 00:14:29.080]  甚麼是「越軌」?
[00:14:29.080 --> 00:14:30.680]  「越軌」這個字的意思是
[00:14:30.680 --> 00:14:33.160]  「跨越既定的界線」
[00:14:33.160 --> 00:14:37.720]  「以違反神的旨意和律法」
[00:14:37.720 --> 00:14:41.920]  你拿了一些不應該拿的東西
[00:14:41.920 --> 00:14:45.680]  和「貪婪」這個字是同一個字根
[00:14:45.680 --> 00:14:48.280]  在十誡裡,《春埃及》的二十章
[00:14:48.280 --> 00:14:54.440]  「不可貪戀人的房屋,也不可貪戀人的妻子」
[00:14:54.440 --> 00:14:55.720]  「佔便宜」是甚麼意思?
[00:14:55.720 --> 00:14:57.200]  「欺負」
[00:14:57.200 --> 00:14:59.560]  「Take advantage of」
[00:14:59.560 --> 00:15:02.800]  總括來說,基督徒的聖倫理就是
[00:15:02.800 --> 00:15:04.920]  各人要努力學習的
[00:15:04.920 --> 00:15:05.840]  要培養的
[00:15:05.840 --> 00:15:07.320]  要保守自己的身體
[00:15:07.320 --> 00:15:10.560]  在聖潔而可敬的狀態裡
[00:15:10.560 --> 00:15:14.520]  不要讓心裡不受控制的情慾所剩
[00:15:14.520 --> 00:15:18.040]  不要被外來的誘惑、核制
[00:15:18.040 --> 00:15:19.880]  作出淫亂的事情
[00:15:19.880 --> 00:15:23.360]  另外,尊重身邊我們每一個人
[00:15:23.360 --> 00:15:26.600]  不要把異性看為性象徵或洩慾的工具
[00:15:26.600 --> 00:15:28.360]  也不可以貪得無厭
[00:15:28.360 --> 00:15:30.560]  罔顧別人的權益
[00:15:30.560 --> 00:15:34.600]  要滿足於神為自己界定的地界
[00:15:34.600 --> 00:15:36.480]  分派的份
[00:15:36.480 --> 00:15:39.680]  所以弟兄姊妹在這裡已婚的弟兄姊妹
[00:15:39.680 --> 00:15:42.360]  你的配偶就是最好的了
[00:15:42.360 --> 00:15:44.480]  神劃定了地界
[00:15:44.480 --> 00:15:47.200]  分派了份給你
[00:15:47.200 --> 00:15:48.760]  他是最好的了
[00:15:48.760 --> 00:15:50.320]  你沒有選擇了
[00:15:50.320 --> 00:15:52.440]  你也不用想選擇
[00:15:52.440 --> 00:15:53.760]  因為這個是最好的
[00:15:53.760 --> 00:15:56.320]  是神所為你預備
[00:15:56.320 --> 00:15:58.600]  聖潔自首的內容就是這樣
[00:15:58.600 --> 00:16:00.600]  那聖潔自首為什麼?
[00:16:00.600 --> 00:16:02.320]  有什麼原因?
[00:16:02.320 --> 00:16:04.080]  在第六節至第八節
[00:16:04.080 --> 00:16:06.680]  「因為正如我們從前告訴過你們
[00:16:06.680 --> 00:16:08.520]  又鄭重勸誡過你們
[00:16:08.520 --> 00:16:10.200]  凡是這等事情
[00:16:10.200 --> 00:16:16.120]  主必定施以刑罰」
[00:16:16.120 --> 00:16:20.680]  第一個原因是主必報應
[00:16:20.680 --> 00:16:23.240]  「除滅罪惡不然
[00:16:23.240 --> 00:16:26.160]  罪惡就將你摧毀」
[00:16:26.160 --> 00:16:28.800]  所以神是那位報應者
[00:16:28.800 --> 00:16:30.440]  第二個原因
[00:16:30.440 --> 00:16:33.480]  是神呼召我們的目的
[00:16:33.480 --> 00:16:37.920]  我們之所以作為基督徒的基礎
[00:16:37.920 --> 00:16:41.880]  基本上是一個成為聖潔的呼召
[00:16:41.880 --> 00:16:48.080]  每一個人我們都要改變成為更加像耶穌基督
[00:16:48.080 --> 00:16:50.560]  這個是呼召的目的
[00:16:50.560 --> 00:16:51.880]  第三
[00:16:51.880 --> 00:16:52.560]  是什麼原因?
[00:16:52.560 --> 00:16:58.880]  是因為當我們不順從教導的嚴重性
[00:16:58.880 --> 00:17:00.880]  原來是欺絕神
[00:17:00.880 --> 00:17:05.320]  不是欺絕人的教訓或規範那麼簡單
[00:17:05.320 --> 00:17:10.200]  當然神不是單單定出祂的標準
[00:17:10.200 --> 00:17:15.040]  而是祂同樣賜給我們有能力
[00:17:15.040 --> 00:17:18.160]  有這方面生活的能力
[00:17:18.160 --> 00:17:21.640]  祂賜給我們祂自己的聖靈
[00:17:21.640 --> 00:17:22.600]  有兩個含義
[00:17:22.600 --> 00:17:23.760]  一個含義是
[00:17:23.760 --> 00:17:26.680]  我們的身體成為聖靈的電
[00:17:26.680 --> 00:17:31.400]  因此不應該以淫行得罪自己的身體
[00:17:31.400 --> 00:17:32.800]  另外一個含義是
[00:17:32.800 --> 00:17:38.120]  聖靈是信徒過聖潔生活的力量
[00:17:38.120 --> 00:17:45.560]  弟兄姊妹靠自己是不行的
[00:17:45.560 --> 00:17:47.440]  一定需要依靠神
[00:17:47.440 --> 00:17:52.760]  一定需要靠聖靈的能力
[00:17:52.760 --> 00:17:55.160]  我們今天每一個信了耶穌的人
[00:17:55.160 --> 00:17:56.800]  聖靈住在我們心裡邊
[00:17:56.800 --> 00:18:01.360]  我們有沒有體貼聖靈的意思、生活呢?
[00:18:01.360 --> 00:18:04.080]  聖靈有時來到提點我們的時候
[00:18:04.080 --> 00:18:09.120]  我們有沒有壓低祂消滅聖靈的聲音
[00:18:09.120 --> 00:18:12.240]  消滅聖靈的感動呢?
[00:18:12.240 --> 00:18:14.880]  《新約聖經》對於當時異教社會
[00:18:14.880 --> 00:18:16.840]  外邦人所流行的做法
[00:18:16.840 --> 00:18:18.800]  其實都是不接受的
[00:18:18.800 --> 00:18:21.200]  所以保羅有這樣說
[00:18:21.200 --> 00:18:24.960]  「你們豈不知不意的人不能夠承受神的國嗎?」
[00:18:24.960 --> 00:18:25.840]  「不要自欺」
[00:18:25.840 --> 00:18:28.720]  然後說了十樣東西
[00:18:28.720 --> 00:18:33.960]  而頭那一堆都是說到有關「性」方面
[00:18:33.960 --> 00:18:36.080]  無論是淫亂的、拜偶像的
[00:18:36.080 --> 00:18:37.920]  拜偶像為何跟「性」有關係呢?
[00:18:37.920 --> 00:18:39.320]  剛才我解釋過了
[00:18:39.320 --> 00:18:41.560]  慣淫的、穿窗戟的
[00:18:41.560 --> 00:18:43.160]  就是這些廟祭
[00:18:43.160 --> 00:18:47.040]  親男色的、偷竊的、貪婪的、醉酒的
[00:18:47.040 --> 00:18:48.160]  辱罵的、勒索的
[00:18:48.160 --> 00:18:51.200]  都不能承受神的國
[00:18:51.200 --> 00:18:52.920]  我們每一位相信了耶穌的人
[00:18:52.920 --> 00:18:56.360]  若果與這些未人相信的人
[00:18:56.360 --> 00:18:59.200]  外邦的人沒有分別的時候
[00:18:59.200 --> 00:19:04.480]  我們就跟蒙恩的地位不配合、不相稱了
[00:19:04.480 --> 00:19:07.720]  當我們明白聖經之後
[00:19:07.720 --> 00:19:12.680]  今天我們怎樣可以實踐呢?
[00:19:12.680 --> 00:19:15.360]  可能今天很多人對於這方面的罪
[00:19:15.360 --> 00:19:17.000]  可能都會這樣說
[00:19:17.000 --> 00:19:25.720]  「哎,基督教是一個壓抑、無知、倒退的宗教」
[00:19:25.720 --> 00:19:29.960]  「這些只是人性的軟弱小缺點而已」
[00:19:29.960 --> 00:19:32.520]  「有甚麼大不了呢?」
[00:19:32.520 --> 00:19:35.480]  「有甚麼這麼嚴重呢?」
[00:19:35.480 --> 00:19:40.080]  又或者我們編造很多的故事
[00:19:40.080 --> 00:19:42.360]  合理化這些事情
[00:19:42.360 --> 00:19:50.480]  甚至包裝成健康、美麗、浪漫的面貌
[00:19:50.480 --> 00:19:55.080]  二十一世紀,這是新時代
[00:19:55.080 --> 00:19:57.120]  所有男人都這樣做
[00:19:57.120 --> 00:19:59.360]  這是人之常情
[00:19:59.360 --> 00:20:01.480]  我們血肉之軀
[00:20:01.480 --> 00:20:03.200]  這是人基本的需要
[00:20:03.200 --> 00:20:04.320]  是可以接受的
[00:20:04.320 --> 00:20:07.320]  壓抑它是會帶來傷害的
[00:20:07.320 --> 00:20:10.360]  不應該去否定自己、壓抑自己
[00:20:10.360 --> 00:20:12.640]  這些是私隱
[00:20:12.640 --> 00:20:14.920]  不關任何人的事
[00:20:14.920 --> 00:20:17.200]  我又沒有傷害其他人
[00:20:17.200 --> 00:20:21.240]  這正正是謊話
[00:20:21.240 --> 00:20:23.240]  怎會不關人事
[00:20:23.240 --> 00:20:29.040]  其實這些罪是一個破壞人際關係
[00:20:29.040 --> 00:20:30.760]  破壞與神的關係
[00:20:30.760 --> 00:20:32.560]  破壞與人的關係
[00:20:32.560 --> 00:20:36.360]  破壞與自己的關係
[00:20:36.360 --> 00:20:38.800]  婚姻,有些人這樣說
[00:20:38.800 --> 00:20:41.640]  婚姻是一張合同
[00:20:41.640 --> 00:20:43.680]  是雙方自己設定的
[00:20:43.680 --> 00:20:45.720]  是自由的合同
[00:20:45.720 --> 00:20:50.080]  因此自己有權在合適的時間
[00:20:50.080 --> 00:20:52.720]  可以維持這張合同
[00:20:52.720 --> 00:20:55.200]  修改當中的條款又可以
[00:20:55.200 --> 00:21:00.040]  取消這個合同又可以
[00:21:00.040 --> 00:21:03.600]  頂姐妹,罪是會成長的
[00:21:03.600 --> 00:21:07.520]  罪是會茁壯成長的
[00:21:07.520 --> 00:21:08.560]  《雅各書》說
[00:21:08.560 --> 00:21:10.320]  每一個人被誘惑
[00:21:10.320 --> 00:21:13.760]  其實是被自己的私欲所牽纏
