
[00:00:00.000 --> 00:00:02.640]  在上星期我們討論的題目是
[00:03:45.640 --> 00:03:52.420]  所以在古修士曾經在修道院裏面
[00:03:52.420 --> 00:03:54.380]  用鞭來鞭打自己
[00:03:54.380 --> 00:03:55.960]  希望因為這樣
[00:03:55.960 --> 00:03:59.500]  我的受苦導致到我多一點聖潔
[00:03:59.500 --> 00:04:01.220]  我的受苦以致到
[00:04:01.220 --> 00:04:02.540]  好像保羅所說
[00:04:02.540 --> 00:04:03.880]  功克己身
[00:04:03.880 --> 00:04:04.960]  叫身服我
[00:04:04.960 --> 00:04:06.960]  第二個可能在剛剛相反
[00:04:06.960 --> 00:04:09.080]  就是放縱這個身體
[00:04:09.080 --> 00:04:12.640]  這個身體想要做什麼我就做什麼
[00:04:12.640 --> 00:04:15.460]  這個身體要什麼我就去滿足它什麼
[00:04:15.460 --> 00:04:18.340]  到2000年後的今天
[00:04:18.340 --> 00:04:22.560]  我們仍然都未能夠擺脫肉體的問題
[00:04:22.560 --> 00:04:24.600]  就是我們如何處理肉體的問題
[00:04:24.600 --> 00:04:25.720]  甚至乎有
[00:04:25.720 --> 00:04:28.840]  我剛剛去完上海
[00:04:28.840 --> 00:04:30.340]  開會的時候
[00:04:30.340 --> 00:04:31.140]  我們下來的時候
[00:04:31.140 --> 00:04:32.640]  三個牧師一起坐車
[00:04:32.640 --> 00:04:34.040]  因為三個牧師坐車
[00:04:34.040 --> 00:04:35.500]  我們都不會叫大家做牧師
[00:04:35.500 --> 00:04:36.460]  都會叫名字
[00:04:36.460 --> 00:04:37.600]  在叫名字的過程裏面
[00:04:37.600 --> 00:04:38.420]  大家聊天
[00:04:38.420 --> 00:04:39.460]  有其中一個牧師說
[00:04:39.460 --> 00:04:40.740]  以羅你怎麼看呢
[00:04:40.740 --> 00:04:43.460]  我最近去一個靈因的聚會
[00:04:43.460 --> 00:04:44.640]  我是很接受靈因的
[00:04:44.640 --> 00:04:46.100]  但是我都頂不住
[00:04:46.100 --> 00:04:47.400]  我說你頂不住什麼
[00:04:47.400 --> 00:04:48.380]  是那些人滾地
[00:04:48.380 --> 00:04:49.420]  笑
[00:04:49.420 --> 00:04:51.240]  是有金粉
[00:04:51.240 --> 00:04:52.080]  還是什麼事
[00:04:52.080 --> 00:04:53.020]  他說都不是這些
[00:04:53.020 --> 00:04:54.420]  這些我完全可以接受
[00:04:54.420 --> 00:04:56.260]  我最難接受的就是
[00:04:56.260 --> 00:04:57.840]  那個講完話
[00:04:57.840 --> 00:05:00.500]  如果你犯罪的話
[00:05:00.500 --> 00:05:01.900]  捆綁魔鬼
[00:05:01.900 --> 00:05:03.600]  如果你犯罪的話
[00:05:03.600 --> 00:05:04.800]  擊倒魔鬼
[00:05:04.800 --> 00:05:06.540]  如果你犯罪的話
[00:05:06.540 --> 00:05:08.540]  去踐踏魔鬼
[00:05:08.540 --> 00:05:10.540]  你的罪就沒問題了
[00:05:10.540 --> 00:05:12.900]  他不是教我們去認罪
[00:05:12.900 --> 00:05:15.140]  他不是教我們面對我們罪的問題
[00:05:15.140 --> 00:05:18.780]  是將所有問題推卸給魔鬼身上
[00:05:18.780 --> 00:05:20.020]  其實老實說
[00:05:20.020 --> 00:05:21.700]  將來每天的大審判裏面
[00:05:21.700 --> 00:05:23.140]  魔鬼身冤得很嚴重
[00:05:23.140 --> 00:05:25.780]  有很多不關他的問題
[00:05:25.780 --> 00:05:27.580]  我們就說是他們的問題
[00:05:27.580 --> 00:05:28.800]  例如我們家庭的問題
[00:05:28.800 --> 00:05:30.300]  我們說魔鬼攻擊我們
[00:05:30.300 --> 00:05:33.060]  我們個人的健康有問題
[00:05:33.060 --> 00:05:34.660]  魔鬼在攻擊我們
[00:05:34.660 --> 00:05:36.060]  這一切
[00:05:36.060 --> 00:05:38.060]  我們所有東西都入魔鬼帳
[00:05:38.060 --> 00:05:38.680]  他說
[00:05:38.680 --> 00:05:40.660]  似乎這種論述就是
[00:05:40.660 --> 00:05:41.900]  人不重要的
[00:05:41.900 --> 00:05:45.100]  人的身體只是上帝和魔鬼
[00:05:45.100 --> 00:05:47.420]  爭戰的一個場所
[00:05:47.420 --> 00:05:50.340]  這是一個很恐怖的神學
[00:05:50.340 --> 00:05:52.180]  所以保羅在這裡說
[00:05:52.180 --> 00:05:54.700]  是基督在我裏面活著
[00:05:54.700 --> 00:05:55.580]  而且
[00:05:55.580 --> 00:05:56.900]  我如今知道
[00:05:56.900 --> 00:05:59.140]  在肉身裏面活著
[00:05:59.140 --> 00:06:00.420]  保羅為什麼要強調肉身
[00:06:00.420 --> 00:06:00.820]  因為
[00:06:00.820 --> 00:06:03.220]  肉身的問題是在初期教會要面對的
[00:06:03.220 --> 00:06:05.140]  往往我們忽略的
[00:06:05.140 --> 00:06:06.540]  不懂得如何處理的
[00:06:06.540 --> 00:06:07.420]  就是這個肉體
[00:06:07.420 --> 00:06:10.580]  要麼我們就當它不存在
[00:06:10.580 --> 00:06:12.540]  要麼我們讓它放縱
[00:06:12.540 --> 00:06:16.180]  要麼我們就虐待這個身體
[00:06:16.180 --> 00:06:17.060]  保羅說
[00:06:17.060 --> 00:06:22.060]  基督是在我這個身體有血有肉的裏面活著
[00:06:22.060 --> 00:06:25.300]  自我形象不是脫離這個身體的
[00:06:25.300 --> 00:06:28.580]  自我形象必須要包括這個軀殼
[00:06:28.580 --> 00:06:31.220]  自我形象包括這個外觀
[00:06:31.220 --> 00:06:31.780]  所以
[00:06:31.780 --> 00:06:33.460]  跟你旁邊的弟兄姊妹說
[00:06:33.460 --> 00:06:34.860]  你要扮漂亮一點
[00:06:38.500 --> 00:06:41.580]  在國內一些教會的教務同工跟我說
[00:06:41.580 --> 00:06:43.100]  他說他連崇拜
[00:06:43.100 --> 00:06:45.740]  如果每個禮拜他穿的衣服不同的話
[00:06:45.740 --> 00:06:48.820]  就會有弟兄姊妹批評他不夠淑齡
[00:06:48.820 --> 00:06:50.860]  或者他的衣服是新衣的話
[00:06:50.860 --> 00:06:53.220]  弟兄姊妹就會批評他不夠淑齡
[00:06:53.220 --> 00:06:54.900]  你會見到教務同工
[00:06:54.900 --> 00:06:58.100]  穿得潮一點的話
[00:06:58.100 --> 00:07:00.140]  你會覺得是不恰當的
[00:07:00.140 --> 00:07:02.420]  我有一次去到紐約
[00:07:02.420 --> 00:07:02.940]  紐約
[00:07:02.940 --> 00:07:03.820]  弟兄姊妹紐約
[00:07:03.820 --> 00:07:05.540]  紐約是全世界公認
[00:07:05.540 --> 00:07:09.300]  是最大都會的地方
[00:07:09.300 --> 00:07:12.540]  我竟然在環教會裏面有個女傳道出來
[00:07:12.540 --> 00:07:17.060]  她是負離子踮直
[00:07:17.060 --> 00:07:19.860]  她基本上是躺直的
[00:07:19.860 --> 00:07:24.060]  然後穿了一件碎花白色的恤衫
[00:07:24.060 --> 00:07:26.020]  然後穿了一條八折裙
[00:07:26.020 --> 00:07:28.060]  然後穿了一雙平底鞋
[00:07:28.060 --> 00:07:31.140]  然後飄出來的
[00:07:31.140 --> 00:07:39.340]  我反應這麼快也掩飾不了內心的恐懼
[00:07:39.340 --> 00:07:44.380]  我怎能夠在二十一世紀的時候
[00:07:44.380 --> 00:07:47.860]  還可以見到一個女傳道可以穿成這樣
[00:07:47.860 --> 00:07:49.340]  我說這是甚麼人來的
[00:07:49.340 --> 00:07:51.780]  簡直是看古裝片的
[00:07:51.780 --> 00:07:54.020]  但是在紐約
[00:07:54.020 --> 00:07:57.180]  我很難相信在紐約裏面的環教會
[00:07:57.180 --> 00:07:59.620]  可以有女傳道穿成這樣出來
[00:07:59.620 --> 00:08:01.820]  我認為這樣才叫做屬靈
[00:08:01.820 --> 00:08:04.460]  這個屬靈的意思是反潮流
[00:08:04.460 --> 00:08:06.820]  我覺得這個很反高潮
[00:08:06.820 --> 00:08:07.660]  是反潮流
[00:08:07.660 --> 00:08:09.260]  你輕短我就輕長
[00:08:09.260 --> 00:08:10.860]  你不露我就露
[00:08:10.860 --> 00:08:12.100]  你露我就不露
[00:08:12.100 --> 00:08:13.500]  你明白我的意思嗎
[00:08:13.500 --> 00:08:14.820]  這是一個很恐怖的事情
[00:08:14.820 --> 00:08:18.340]  我們不懂得怎樣處理這個身體
[00:08:18.340 --> 00:08:19.180]  普羅話
[00:08:19.180 --> 00:08:22.580]  我是活在這個身體裏面
[00:08:22.580 --> 00:08:24.340]  是有血有肉的活著
[00:08:24.340 --> 00:08:27.860]  不是單單活在心靈世界裏面
[00:08:27.860 --> 00:08:29.740]  如果我們只是說我們心靈美麗
[00:08:29.740 --> 00:08:31.020]  我們心靈操練
[00:08:31.020 --> 00:08:32.020]  這個身體不需要
[00:08:32.020 --> 00:08:35.780]  因為普羅話操練肉體
[00:08:35.780 --> 00:08:38.300]  只不過有短暫的益處
[00:08:38.300 --> 00:08:41.220]  但是屬靈的操練是有永恆的價值
[00:08:41.220 --> 00:08:42.460]  但是普羅話這樣說
[00:08:42.460 --> 00:08:46.300]  並不等於普羅話不操練我們的身體
[00:08:46.300 --> 00:08:50.660]  你要知道我們確實是活在這個肉體裏面
[00:08:50.660 --> 00:08:53.940]  是因著上帝的遺旨而活
[00:08:53.940 --> 00:08:56.140]  我們的自信是來自上帝
[00:08:56.140 --> 00:08:58.540]  不是來自自我膨脹
[00:08:58.540 --> 00:09:04.580]  有很多在基督教以外的自我形象建立
[00:09:04.580 --> 00:09:09.380]  或者是一種個人的能力的建立裏面
[00:09:09.380 --> 00:09:13.220]  整個過程裏面都是一種自我膨脹的過程
[00:09:13.220 --> 00:09:14.620]  我是偉大的
[00:09:14.620 --> 00:09:16.380]  我是無敵的
[00:09:16.380 --> 00:09:18.100]  我是無所不能的
[00:09:18.100 --> 00:09:20.540]  等等的口號在這個訓練裏面
[00:09:20.540 --> 00:09:23.140]  是不斷催眠受訓者的
[00:09:23.140 --> 00:09:25.780]  基督教的自我形象建立
[00:09:25.780 --> 00:09:28.340]  完全不會建立在這方面裏面
[00:09:28.340 --> 00:09:31.900]  我們知道我們應該怎樣看待自己
[00:09:31.900 --> 00:09:33.140]  我不是自我膨脹
[00:09:33.140 --> 00:09:36.820]  而是我因著耶穌基督而活的
[00:09:36.820 --> 00:09:38.580]  因為有基督在我裏面的緣故
[00:09:38.580 --> 00:09:40.980]  祂是我一切的根源的根源
[00:09:40.980 --> 00:09:42.740]  基督就是一切是的是
[00:09:42.740 --> 00:09:44.380]  一切yes的yes
[00:09:44.380 --> 00:09:45.700]  一切的阿門的阿門
[00:09:45.700 --> 00:09:47.180]  一切答案的答案
[00:09:47.180 --> 00:09:48.380]  在這裏剛剛他說
[00:09:48.380 --> 00:09:50.300]  祂是愛我
[00:09:50.300 --> 00:09:56.980]  人的價值和自我形象是來自被愛的
[00:09:56.980 --> 00:09:58.820]  跟你鄰居說一聲
[00:09:58.820 --> 00:10:02.340]  你是被愛的
[00:10:02.340 --> 00:10:04.380]  今天上午我有機會
[00:10:04.380 --> 00:10:09.820]  我帶一個很有錢的人去探團門
[00:10:09.820 --> 00:10:11.860]  和荃灣區
[00:10:11.860 --> 00:10:14.140]  我去探鐵皮屋
[00:10:14.140 --> 00:10:15.540]  我聽過鐵皮屋
[00:10:15.540 --> 00:10:17.380]  但我從來沒有去過鐵皮屋
[00:10:17.380 --> 00:10:19.980]  我特意帶這個有錢人去看
[00:10:19.980 --> 00:10:20.940]  甚麼叫做鐵皮屋
[00:10:20.940 --> 00:10:22.700]  甚麼叫做劏房
[00:10:22.700 --> 00:10:25.820]  我進去探了幾戶人家
[00:10:25.820 --> 00:10:31.460]  其中有兩戶人家對著我哭得很厲害
[00:10:31.460 --> 00:10:37.700]  他說一個人帶著三個小孩
[00:10:37.700 --> 00:10:39.780]  或者一個人來到香港
[00:10:39.780 --> 00:10:42.380]  身體不舒服
[00:10:42.380 --> 00:10:43.780]  沒法子做工
[00:10:43.780 --> 00:10:46.700]  女兒二十歲才申請到香港
[00:10:46.700 --> 00:10:50.980]  女兒在國內大學畢業的學位
[00:10:50.980 --> 00:10:52.180]  在香港不承認
[00:10:52.180 --> 00:10:54.380]  女兒要從中五開始讀書
[00:10:54.380 --> 00:10:56.580]  租一間鐵皮屋
[00:10:56.580 --> 00:10:57.780]  我想像不到
[00:10:57.780 --> 00:10:59.860]  市價是二千四百元
[00:10:59.860 --> 00:11:01.700]  因為她是老顧客
[00:11:01.700 --> 00:11:03.620]  所以是一千五百元租給她
[00:11:03.620 --> 00:11:04.580]  但隔壁那間
[00:11:04.580 --> 00:11:05.420]  她女兒租的
[00:11:05.420 --> 00:11:06.660]  比這間小
[00:11:06.660 --> 00:11:07.820]  是因為新租進來的
[00:11:07.820 --> 00:11:10.340]  所以是一千八百元租那間屋
[00:11:10.340 --> 00:11:13.660]  他拿了綜援四千多元
[00:11:13.660 --> 00:11:15.140]  交了兩間屋的租金
[00:11:15.140 --> 00:11:18.660]  就是每個月剩下的一千一至一千二百元的使用
[00:11:18.660 --> 00:11:20.820]  根本沒法子生活
[00:11:20.820 --> 00:11:22.300]  完全沒法子生活
[00:11:22.300 --> 00:11:23.660]  在過程中
[00:11:23.660 --> 00:11:26.060]  分別有兩個個案
[00:11:26.060 --> 00:11:27.340]  我們進去探訪時
[00:11:27.340 --> 00:11:29.740]  他哭著跟我們說
[00:11:29.740 --> 00:11:34.260]  「我曾經想過自殺」
[00:11:34.260 --> 00:11:35.340]  特別有一個女士
[00:11:35.340 --> 00:11:37.100]  帶著三個小孩下來香港時
[00:11:37.100 --> 00:11:38.700]  她說「我來做甚麼」
[00:11:38.700 --> 00:11:40.180]  「我甚麼人都不認識」
[00:11:40.180 --> 00:11:41.980]  「我為甚麼要來這裏」
[00:11:41.980 --> 00:11:43.540]  「這裏根本沒有人會關心我」
[00:11:43.540 --> 00:11:46.700]  「就算我一家四口死了」
[00:11:46.700 --> 00:11:48.540]  「就算明天有人發現」
[00:11:48.540 --> 00:11:52.180]  「不會覺得有人可憐或可惜」
[00:11:52.180 --> 00:11:55.900]  因為這個緣故就產生了自殺的念頭
[00:11:55.900 --> 00:11:57.180]  但接著她告訴我
[00:11:57.180 --> 00:12:01.860]  她說「很感謝這個機構的同事來探望我們」
[00:12:01.860 --> 00:12:04.940]  「原來那間機構是逐道門」
[00:12:04.940 --> 00:12:05.940]  「各門找的」
[00:12:05.940 --> 00:12:10.340]  「逐間逐間掃樓來找的」
[00:12:10.340 --> 00:12:13.580]  「因為這些根本沒有透過社工去找到這些人」
[00:12:13.580 --> 00:12:15.940]  「找到這些人後就進去探望他們」
[00:12:15.940 --> 00:12:17.740]  「將米給他們」
[00:12:17.740 --> 00:12:19.940]  「將他們日用的需要帶給他們」
[00:12:19.940 --> 00:12:26.940]  「甚至是將百佳券給他們買東西」
[00:12:26.940 --> 00:12:30.820]  「今早四歲的女兒病了」
[00:12:30.820 --> 00:12:32.060]  「沒有錢看醫生」
[00:12:32.060 --> 00:12:36.020]  「我帶她去探望這個有錢人」
[00:12:36.020 --> 00:12:36.820]  「就問了一個問題」
[00:12:36.820 --> 00:12:40.540]  「她說政府沒有不用錢的醫生看的」
[00:12:40.540 --> 00:12:42.220]  「我都以為政府不用錢的」
[00:12:42.220 --> 00:12:44.660]  「原來是政府要錢的」
[00:12:44.660 --> 00:12:46.980]  「急症室不知四十還是多少錢」
[00:12:46.980 --> 00:12:49.340]  「接著最近因為禽流感的」
[00:12:49.340 --> 00:12:50.940]  「多少錢?一百元」
[00:12:50.940 --> 00:12:53.220]  「因為我們都沒有去急症室看過」
[00:12:53.220 --> 00:12:56.060]  「接著說因為禽流感的緣故」
[00:12:56.060 --> 00:12:58.340]  「是非緊急性的」
[00:12:58.340 --> 00:13:00.900]  「就不能夠去看」
[00:13:00.900 --> 00:13:03.820]  「去就起碼要排六個小時」
[00:13:03.820 --> 00:13:07.300]  「講完之後這個有錢人才說六個小時」
[00:13:07.300 --> 00:13:09.180]  「他餐廳上說你不去排」
[00:13:09.180 --> 00:13:11.460]  「人家的小女孩四歲」
[00:13:11.460 --> 00:13:12.780]  「還有兩個小孩在那裏」
[00:13:12.780 --> 00:13:13.500]  「他怎麼去排」
[00:13:13.500 --> 00:13:15.180]  「這倒是」
[00:13:15.180 --> 00:13:19.180]  「這兩個家庭都曾經想」
[00:13:19.180 --> 00:13:20.260]  「一個男士想自殺」
[00:13:20.260 --> 00:13:21.900]  「另一個家庭的女士想自殺」
[00:13:21.900 --> 00:13:25.380]  「因為覺得這個世界沒有愛」
[00:13:25.380 --> 00:13:28.220]  「但直到有人來探望他們」
[00:13:28.220 --> 00:13:30.700]  「施援手愛他們的時候」
[00:13:30.700 --> 00:13:31.940]  「他覺得自己有價值」
[00:13:31.940 --> 00:13:34.820]  「他自己有勇氣再生存下去」
[00:13:34.820 --> 00:13:36.300]  「這當然是等於說」
[00:13:36.300 --> 00:13:38.500]  「你是被愛的」
[00:13:38.500 --> 00:13:40.620]  「在自我價值的裏面」
[00:13:40.620 --> 00:13:42.220]  「自我形象的建立裏面」
[00:13:42.220 --> 00:13:43.420]  「我們更加告訴我們」
[00:13:43.420 --> 00:13:47.780]  「他是愛我為我捨己」
[00:13:47.780 --> 00:13:50.220]  「你想想基督為了我們捨己」
[00:13:50.220 --> 00:13:52.420]  「我們是何等尊貴的」
[00:13:52.420 --> 00:13:54.540]  「何等有價值的各位」
[00:13:54.540 --> 00:13:57.580]  「等於說往往當你覺得自己是沒有價值的」
[00:13:57.580 --> 00:13:59.500]  「是不重要的時候」
[00:13:59.500 --> 00:14:03.900]  「其實是在否定這段經文所說的話」
[00:14:03.900 --> 00:14:05.620]  「我不管你信耶穌多久」
[00:14:05.620 --> 00:14:07.380]  「你背了經文多少次」
[00:14:07.380 --> 00:14:09.140]  「只要你有一個念頭說」
[00:14:09.140 --> 00:14:10.020]  「我是沒有價值的」
[00:14:10.020 --> 00:14:11.740]  「我的存在是可有可無的」
[00:14:11.740 --> 00:14:12.940]  「我是多餘的」
[00:14:12.940 --> 00:14:14.580]  「我不知道我生存是為了甚麼」
[00:14:14.580 --> 00:14:17.460]  「只要你不斷地提出這個問題」
[00:14:17.460 --> 00:14:19.660]  「和這個意念的話」
[00:14:19.660 --> 00:14:21.380]  「其實你是否定這段經文所說的話」
[00:14:21.380 --> 00:14:24.580]  「他說他是愛我為我捨己」
[00:14:24.580 --> 00:14:26.220]  「你是否定整個救恩」
[00:14:26.220 --> 00:14:27.980]  「否定耶穌的愛」
[00:14:27.980 --> 00:14:30.620]  「耶穌愛你的緣故愛到肯為你捨己」
[00:14:30.620 --> 00:14:35.340]  「你就知道你是何等的尊貴」
[00:14:35.340 --> 00:14:37.900]  所以為何接下來這星期小組要你背這段經文
[00:14:37.900 --> 00:14:38.740]  因為這段經文
[00:14:38.740 --> 00:14:40.940]  縱使你很熟悉也好
[00:14:40.940 --> 00:14:45.780]  但是我們必須要知道這段經文真正的意義
[00:14:45.780 --> 00:14:47.500]  它告訴你和我聽
[00:14:47.500 --> 00:14:51.780]  「我已經與基督同聽十字架」
[00:14:51.780 --> 00:14:53.340]  「現在活著的不再是我」
[00:14:53.340 --> 00:14:56.580]  「乃是基督在我裏面活著」
[00:14:56.580 --> 00:14:59.260]  「我整個自我形象就在基督裏面建立出來」
[00:14:59.260 --> 00:15:01.340]  「在《肥納比書》三章七到八節裏說」
[00:15:01.340 --> 00:15:04.100]  「只是我先前以為與我有益的」
[00:15:04.100 --> 00:15:06.500]  「我現在因基督就當為有損的」
[00:15:06.500 --> 00:15:09.660]  「不但如此我將萬事當作有損的」
[00:15:09.660 --> 00:15:12.420]  「因為我認識我主耶穌基督為至寶」
[00:15:12.420 --> 00:15:14.860]  「我為他已經凋棄了萬事」
[00:15:14.860 --> 00:15:18.580]  「看作糞土為要得著基督」
[00:15:18.580 --> 00:15:23.900]  「得著基督是基督徒人生裏面一個最重要的目標」
[00:15:23.900 --> 00:15:26.580]  可能我們受到社會影響
[00:15:26.580 --> 00:15:31.540]  我們都會有一個價值觀的扭曲
[00:15:31.540 --> 00:15:33.460]  因為價值觀的扭曲包括甚麼呢
[00:15:33.460 --> 00:15:36.220]  我要讀書有學位
[00:15:36.220 --> 00:15:37.940]  我有成就
[00:15:37.940 --> 00:15:39.860]  我要買樓
[00:15:39.860 --> 00:15:41.140]  我要買到車
[00:15:41.140 --> 00:15:42.900]  我要結婚
[00:15:42.900 --> 00:15:44.140]  我有子女
[00:15:44.140 --> 00:15:45.380]  我兒子都要讀大學
[00:15:45.380 --> 00:15:47.700]  甚至碩士最好博士
[00:15:47.700 --> 00:15:49.260]  要不醫生要不工程師
[00:15:49.260 --> 00:15:50.980]  否則就沒有成就了
[00:15:50.980 --> 00:15:54.980]  我在說這一切都不是壞的
[00:15:54.980 --> 00:15:58.820]  我鄭重說這一切都不是壞的
[00:15:58.820 --> 00:16:00.260]  但壞在哪裏呢
[00:16:00.260 --> 00:16:01.380]  壞就是說
[00:16:01.380 --> 00:16:06.020]  如果這一切成為了我們人生的目標的話
[00:16:06.020 --> 00:16:08.540]  它就壞了
[00:16:08.540 --> 00:16:14.060]  我前兩天去港島區探望一間學校
[00:16:14.060 --> 00:16:15.780]  校監帶我參觀學校
[00:16:15.780 --> 00:16:17.820]  完了之後就帶我去吃飯
[00:16:17.820 --> 00:16:21.140]  因為那間學校在附近很近
