
[00:00:00.000 --> 00:00:07.000]  今日和大家分享的題目是「以家為本的門徒群體」
[00:01:37.000 --> 00:01:42.000]  但是我們看到弟兄姊妹那種熱切追求的心是沒有減退過
[00:01:42.000 --> 00:01:46.000]  看回我們今天香港的教會
[00:01:46.000 --> 00:01:48.000]  我們受疫情的影響
[00:01:48.000 --> 00:01:51.000]  我們聚會的人數其實都受限制
[00:01:51.000 --> 00:01:55.000]  我們感恩四十幾日是沒有確診的數字
[00:01:55.000 --> 00:01:59.000]  亦都看到政府開始慢慢去恢復聚會
[00:01:59.000 --> 00:02:06.000]  甚至和國內的交流可能都會短時間內有一個調整
[00:02:06.000 --> 00:02:12.000]  不過我們都心想其實教會未來的發展會是怎樣呢
[00:02:12.000 --> 00:02:16.000]  面對教會發展的那個十字路口
[00:02:16.000 --> 00:02:19.000]  什麼才是我們最關注的事情呢
[00:02:19.000 --> 00:02:22.000]  在今年的教務同工營裏面
[00:02:22.000 --> 00:02:25.000]  我們領受了明年的意象
[00:02:25.000 --> 00:02:28.000]  叫做重塑生命見證真理
[00:02:28.000 --> 00:02:32.000]  我們都思想到其實在一個多變的世代裏面
[00:02:32.000 --> 00:02:36.000]  最重要的質素就是我們生命的質素
[00:02:36.000 --> 00:02:38.000]  當我們有生命的質素的時候
[00:02:38.000 --> 00:02:41.000]  即使面對環境的改變我們都不會懼怕
[00:02:41.000 --> 00:02:45.000]  我們更加能夠對焦大使命大解明
[00:02:45.000 --> 00:02:49.000]  所以我們更加要將我們的信仰傳承下一代
[00:02:49.000 --> 00:02:53.000]  才能夠面對這個急速轉變的世代
[00:02:53.000 --> 00:02:56.000]  透過做好門訓做好小組
[00:02:56.000 --> 00:02:58.000]  我們都可能因著環境的改變
[00:02:58.000 --> 00:03:01.000]  我們要考慮化整為零
[00:03:01.000 --> 00:03:04.000]  我們以往我們追求很大的教會
[00:03:04.000 --> 00:03:07.000]  我們追求很多的人數很多的事工
[00:03:07.000 --> 00:03:09.000]  但可能未來取而代之的
[00:03:09.000 --> 00:03:12.000]  我們要建立一個以家庭為本
[00:03:12.000 --> 00:03:17.000]  同心塑造一個跨代同行的門徒群體
[00:03:17.000 --> 00:03:22.000]  究竟神要建立我們成為一個怎樣的信仰群體呢
[00:03:22.000 --> 00:03:27.000]  第一方面神要我們將牧養的焦點轉向家庭
[00:03:27.000 --> 00:03:35.000]  我們今天去看的經文是馬拉基書第四章四至六節
[00:03:35.000 --> 00:03:37.000]  這本很特別的
[00:03:37.000 --> 00:03:42.000]  這個是先知書亦都是舊約傳本的結束
[00:03:42.000 --> 00:03:46.000]  所以我們都願意一起建立我們去讀這段經文
[00:03:46.000 --> 00:03:51.000]  馬拉基書第四章第四到第六節
[00:03:51.000 --> 00:03:54.000]  我們預備起
[00:04:07.000 --> 00:04:09.000]  而可畏之日未到以前
[00:04:09.000 --> 00:04:14.000]  我要差遣以利亞先知到你們那裡去
[00:04:14.000 --> 00:04:17.000]  他必使父親的心轉向兒女
[00:04:17.000 --> 00:04:19.000]  兒女的心轉向父親
[00:04:19.000 --> 00:04:22.000]  免得我來詛咒者定
[00:04:22.000 --> 00:04:24.000]  讓我們同心祈禱
[00:04:24.000 --> 00:04:27.000]  慈愛天父我們滿心感謝讚美你
[00:04:27.000 --> 00:04:32.000]  今天真是在你自己的教會這個聖殿當中
[00:04:32.000 --> 00:04:34.000]  我們同心的侍奉敬拜
[00:04:34.000 --> 00:04:35.000]  求主幫助我們
[00:04:35.000 --> 00:04:39.000]  時刻的記得生命的質素是最重要的
[00:04:39.000 --> 00:04:41.000]  不是我們有大的教堂
[00:04:41.000 --> 00:04:43.000]  不是我們有很多的事工
[00:04:43.000 --> 00:04:46.000]  最重要的是我們每一位的弟兄姊妹都有一個心
[00:04:46.000 --> 00:04:49.000]  就是我們一起去建立神的家
[00:04:49.000 --> 00:04:52.000]  因為我們每一個人都是屬於這個家的
[00:04:52.000 --> 00:04:54.000]  原主幫助帶領我們
[00:04:54.000 --> 00:04:56.000]  預立垂聽我們的禱告
[00:04:56.000 --> 00:04:57.000]  祈禱感恩
[00:04:57.000 --> 00:04:58.000]  奉主明求
[00:04:58.000 --> 00:04:59.000]  阿門
[00:04:59.000 --> 00:05:00.000]  各位請坐
[00:05:02.000 --> 00:05:05.000]  在這段經文裏面特別提到
[00:05:05.000 --> 00:05:08.000]  當紀念我僕人摩西的律法
[00:05:08.000 --> 00:05:11.000]  我相信摩西律法對我們來說
[00:05:11.000 --> 00:05:13.000]  很不熟悉的
[00:05:13.000 --> 00:05:16.000]  因為有613條這麼多
[00:05:16.000 --> 00:05:18.000]  但是在摩西律法裏面
[00:05:18.000 --> 00:05:22.000]  我們比較熟悉的就是十戒
[00:05:22.000 --> 00:05:24.000]  十戒即是十句說話
[00:05:24.000 --> 00:05:28.000]  裏面就是講到我們神與人的關係
[00:05:28.000 --> 00:05:30.000]  和人與人的關係
[00:05:30.000 --> 00:05:32.000]  很多時候我們都會覺得
[00:05:32.000 --> 00:05:35.000]  在新約的時代我們不需要講律法了
[00:05:35.000 --> 00:05:38.000]  因為我們是講恩典的
[00:05:38.000 --> 00:05:39.000]  我們是恩信清義
[00:05:39.000 --> 00:05:42.000]  我們不是因行為清義
[00:05:42.000 --> 00:05:44.000]  也都不是因為守律法而清義
[00:05:44.000 --> 00:05:47.000]  但是其實如果我們這樣想的時候
[00:05:47.000 --> 00:05:50.000]  可能我們亦在信仰裏面都有一個偏差
[00:05:50.000 --> 00:05:52.000]  其實我們深諗一層
[00:05:52.000 --> 00:05:54.000]  律法不是牢籠人的自由
[00:05:54.000 --> 00:05:56.000]  而是提供一個保護網
[00:05:56.000 --> 00:06:00.000]  讓人不會掉到囚敵的陷阱裏面
[00:06:00.000 --> 00:06:02.000]  我們要確守律法
[00:06:02.000 --> 00:06:04.000]  不是出於我們懼怕受罰
[00:06:04.000 --> 00:06:07.000]  我們不願意被罪纏累
[00:06:07.000 --> 00:06:09.000]  今日在新約的時代
[00:06:09.000 --> 00:06:11.000]  我們活在聖靈中
[00:06:11.000 --> 00:06:14.000]  是幫助我們能夠超越律法的要求
[00:06:14.000 --> 00:06:17.000]  以至我們能夠樂意回應主
[00:06:17.000 --> 00:06:19.000]  在我們生命裏面的帶領
[00:06:19.000 --> 00:06:21.000]  經文又提到
[00:06:21.000 --> 00:06:24.000]  在耶和華大而可畏之日
[00:06:24.000 --> 00:06:27.000]  神的審判必定來臨
[00:06:27.000 --> 00:06:29.000]  有關大而可畏之日
[00:06:29.000 --> 00:06:31.000]  其實在我們今日去看
[00:06:31.000 --> 00:06:34.000]  就是等候主再來之日
[00:06:34.000 --> 00:06:37.000]  當我們讀馬太福音二十四章的時候
[00:06:37.000 --> 00:06:40.000]  我們看到很多的災難的起頭
[00:06:40.000 --> 00:06:41.000]  戰爭的頻繁
[00:06:41.000 --> 00:06:45.000]  這些都是主再來的前奏
[00:06:45.000 --> 00:06:48.000]  很多時候說我們今天的世道困難
[00:06:48.000 --> 00:06:50.000]  但是我可以這樣說
[00:06:50.000 --> 00:06:54.000]  今天我們進入一個漆黑的隧道當中
[00:06:54.000 --> 00:06:56.000]  但是沒有最黑暗
[00:06:56.000 --> 00:06:58.000]  只有更黑暗
[00:06:58.000 --> 00:07:00.000]  可是我們在黑暗裏面
[00:07:00.000 --> 00:07:03.000]  我們只要發出一點的光
[00:07:03.000 --> 00:07:05.000]  就能夠扭轉整個局面
[00:07:05.000 --> 00:07:06.000]  所以大兄姐妹
[00:07:06.000 --> 00:07:08.000]  我們不要小看我們自己
[00:07:08.000 --> 00:07:10.000]  我們每一個屬主的兒女
[00:07:10.000 --> 00:07:12.000]  我們都能夠在這個世代裏面
[00:07:12.000 --> 00:07:15.000]  發出一點點的光芒
[00:07:15.000 --> 00:07:18.000]  照亮這個黑暗的世代
[00:07:18.000 --> 00:07:20.000]  回到經文第五節裏面說
[00:07:20.000 --> 00:07:24.000]  我要差遣以利亞先知到你們那裏去
[00:07:24.000 --> 00:07:27.000]  以利亞先知是活在阿蝦的時代
[00:07:27.000 --> 00:07:32.000]  阿蝦就是受到他的皇后耶洗別的影響
[00:07:32.000 --> 00:07:34.000]  我們經常都很記得
[00:07:34.000 --> 00:07:36.000]  其實阿蝦如果你看回聖經
[00:07:36.000 --> 00:07:38.000]  他好像個小朋友一樣
[00:07:38.000 --> 00:07:42.000]  記得他拿伯有個葡萄園
[00:07:42.000 --> 00:07:44.000]  在他的宮殿旁邊
[00:07:44.000 --> 00:07:47.000]  他見到拿伯的葡萄園很想要
[00:07:47.000 --> 00:07:48.000]  他就跟拿伯說
[00:07:48.000 --> 00:07:51.000]  拿伯拿伯你換了個葡萄園給我
[00:07:51.000 --> 00:07:53.000]  我給你另外最好的地
[00:07:53.000 --> 00:07:54.000]  拿伯就說
[00:07:54.000 --> 00:07:55.000]  這個是我的祖業
[00:07:55.000 --> 00:07:57.000]  我不可以換給你的
[00:07:57.000 --> 00:08:00.000]  誰知道阿蝦就很悶悶不樂
[00:08:00.000 --> 00:08:02.000]  吃不下飯
[00:08:02.000 --> 00:08:04.000]  耶洗別皇后見到就說
[00:08:04.000 --> 00:08:06.000]  你為什麼悶悶不樂
[00:08:06.000 --> 00:08:09.000]  這件事我跟你搞定
[00:08:09.000 --> 00:08:12.000]  大家都知道耶洗別就出橫手
[00:08:12.000 --> 00:08:14.000]  殺死了拿伯
[00:08:14.000 --> 00:08:20.000]  拿伯就將他的葡萄園奪取了
[00:08:20.000 --> 00:08:23.000]  其實你知道阿蝦都死得很冤枉
[00:08:23.000 --> 00:08:25.000]  他出戰的時候
[00:08:25.000 --> 00:08:28.000]  不知敵方隨手射了支箭
[00:08:28.000 --> 00:08:30.000]  就射到他的盔甲的夾縫那裡
[00:08:30.000 --> 00:08:31.000]  這樣死法
[00:08:31.000 --> 00:08:34.000]  這個阿蝦其實都真是
[00:08:34.000 --> 00:08:36.000]  雖然他真是很衰
[00:08:36.000 --> 00:08:38.000]  但是他衰得很可憐
[00:08:38.000 --> 00:08:40.000]  因為很多時候
[00:08:40.000 --> 00:08:43.000]  其實他都是受到耶洗別的唆擺
[00:08:43.000 --> 00:08:46.000]  大家知道耶洗別
[00:08:46.000 --> 00:08:48.000]  她是一個西頓的公主
[00:08:48.000 --> 00:08:50.000]  所以她是拜巴力的
[00:08:50.000 --> 00:08:52.000]  所以聖經裡面
[00:08:52.000 --> 00:08:54.000]  她被稱為揭巴力的女兒
[00:08:54.000 --> 00:08:56.000]  而以利亞當時
[00:08:56.000 --> 00:08:58.000]  就要扭轉那個世代
[00:08:58.000 --> 00:09:01.000]  拜巴力的那個風氣
[00:09:01.000 --> 00:09:04.000]  大家記得最熟悉那段經文
[00:09:04.000 --> 00:09:07.000]  就是以利亞先知
[00:09:07.000 --> 00:09:10.000]  大戰巴力和亞瑟拉的先知
[00:09:10.000 --> 00:09:11.000]  在哪裡
[00:09:11.000 --> 00:09:12.000]  在加密山上
[00:09:12.000 --> 00:09:15.000]  有一個很偉大的畫面
[00:09:15.000 --> 00:09:19.000]  當時巴力先知和亞瑟拉先知
[00:09:19.000 --> 00:09:22.000]  和以利亞先知一個人鬥法
[00:09:22.000 --> 00:09:23.000]  他們就說
[00:09:23.000 --> 00:09:26.000]  看看誰將所有祭壇上的祭物
[00:09:26.000 --> 00:09:28.000]  就降火下來
[00:09:28.000 --> 00:09:29.000]  燒了它
[00:09:29.000 --> 00:09:31.000]  誰的神就是真的
[00:09:31.000 --> 00:09:35.000]  你記得巴力和亞瑟拉先知
[00:09:35.000 --> 00:09:36.000]  搞了一整天
[00:09:36.000 --> 00:09:38.000]  又自殘身體
[00:09:38.000 --> 00:09:40.000]  怎知都毫無動靜
[00:09:40.000 --> 00:09:43.000]  到以利亞的時候不單止
[00:09:43.000 --> 00:09:44.000]  不單止要燒
[00:09:44.000 --> 00:09:46.000]  更加你將所有祭品
[00:09:46.000 --> 00:09:49.000]  整個祭壇都淋滿水
[00:09:49.000 --> 00:09:51.000]  讓它濕濕的
[00:09:51.000 --> 00:09:54.000]  總之以利亞就向神禱告
[00:09:54.000 --> 00:09:57.000]  怎知就有火同天降下
[00:09:57.000 --> 00:09:59.000]  燒了那些祭物
[00:09:59.000 --> 00:10:01.000]  接著以利亞就盛說
[00:10:01.000 --> 00:10:05.000]  快些抓住巴力和亞瑟拉先知
[00:10:05.000 --> 00:10:07.000]  快些將他們殺死
[00:10:07.000 --> 00:10:11.000]  到時就是神得著大的榮耀
[00:10:11.000 --> 00:10:14.000]  其實你再想想當時的百姓是怎樣
[00:10:14.000 --> 00:10:16.000]  其實當時的百姓是想著看東西
[00:10:16.000 --> 00:10:18.000]  看看誰勁
[00:10:18.000 --> 00:10:20.000]  誰靈就信誰
[00:10:20.000 --> 00:10:22.000]  其實有時我們都想想
[00:10:22.000 --> 00:10:25.000]  我們會不會有時的信仰都好像百姓一樣
[00:10:25.000 --> 00:10:27.000]  誰靈就信誰
[00:10:27.000 --> 00:10:30.000]  我們或者叫這種做屬靈的實用主義
[00:10:30.000 --> 00:10:33.000]  有時我們都不理那麼多
[00:10:33.000 --> 00:10:36.000]  總之甚麼幫到我們解決生活的問題
[00:10:36.000 --> 00:10:38.000]  甚麼幫到我們解決家庭的問題
[00:10:38.000 --> 00:10:40.000]  我們就信那樣東西
[00:10:40.000 --> 00:10:42.000]  在英文裏面講到
[00:10:42.000 --> 00:10:44.000]  父親的心歸向兒女
[00:10:44.000 --> 00:10:46.000]  兒女的心轉向父親
[00:10:46.000 --> 00:10:48.000]  其實這個是一個意象
[00:10:48.000 --> 00:10:51.000]  是象徵著一個屬靈的變化
[00:10:51.000 --> 00:10:53.000]  心本身就是一個意志
[00:10:53.000 --> 00:10:55.000]  當人的心被改變
[00:10:55.000 --> 00:10:58.000]  他們就能夠有能力遵行律法
[00:10:58.000 --> 00:11:02.000]  正表示他們是願意立志歸向神
[00:11:02.000 --> 00:11:06.000]  為甚麼我們會說父親的心轉向兒女
[00:11:06.000 --> 00:11:09.000]  兒女的心轉向父親呢
[00:11:09.000 --> 00:11:11.000]  因為經文講到
[00:11:11.000 --> 00:11:14.000]  其實我們免得
[00:11:14.000 --> 00:11:16.000]  免得就是說
[00:11:16.000 --> 00:11:18.000]  我來就坐這地
[00:11:18.000 --> 00:11:21.000]  免得我來就坐這地
[00:11:21.000 --> 00:11:23.000]  其實就坐是甚麼意思
[00:11:23.000 --> 00:11:25.000]  就坐的意思就是擊殺
[00:11:25.000 --> 00:11:29.000]  就坐就是當滅之物
[00:11:29.000 --> 00:11:32.000]  你記不記得當滅之物
[00:11:32.000 --> 00:11:36.000]  當約書亞進去打耶利哥城的時候
[00:11:36.000 --> 00:11:40.000]  阿Don就偷了耶利哥城裏面的戰利品
[00:11:40.000 --> 00:11:42.000]  整整地藏起來
[00:11:42.000 --> 00:11:45.000]  後來約書亞就打艾城打輸了
[00:11:45.000 --> 00:11:48.000]  大家就找出為甚麼我們會輸
[00:11:48.000 --> 00:11:52.000]  為甚麼神連這麼大的耶利哥城都幫我們戰勝了
[00:11:52.000 --> 00:11:54.000]  但為甚麼去到艾城這麼小的城
[00:11:54.000 --> 00:11:56.000]  我們竟然會打輸仗
[00:11:56.000 --> 00:12:00.000]  所以他們就問下究竟我們當中哪個人犯了罪
[00:12:00.000 --> 00:12:02.000]  後來一直找找找
[00:12:02.000 --> 00:12:04.000]  找到最後阿Don
[00:12:04.000 --> 00:12:06.000]  阿Don就是將那些當滅之物
[00:12:06.000 --> 00:12:08.000]  藏在自己的帳篷裏面
[00:12:08.000 --> 00:12:10.000]  大家後來知道
[00:12:10.000 --> 00:12:12.000]  唯有阿Don
[00:12:12.000 --> 00:12:14.000]  說錯了
[00:12:14.000 --> 00:12:16.000]  不是阿Don
[00:12:16.000 --> 00:12:18.000]  叫甚麼
[00:12:18.000 --> 00:12:20.000]  阿哥
[00:12:20.000 --> 00:12:26.000]  找到他出來將他殺死的時候
[00:12:26.000 --> 00:12:30.000]  才平息了神的怒氣
[00:12:30.000 --> 00:12:32.000]  所以這裏所講的咒咒
[00:12:32.000 --> 00:12:34.000]  其實就是一個擊殺
[00:12:34.000 --> 00:12:35.000]  換句話說
[00:12:35.000 --> 00:12:37.000]  如果父親的心不轉向兒女
[00:12:37.000 --> 00:12:39.000]  兒女的心不轉向父親的時候
[00:12:39.000 --> 00:12:42.000]  神就要來咒咒這個地方
[00:12:42.000 --> 00:12:44.000]  就要擊殺裏面的人
[00:12:44.000 --> 00:12:50.000]  所以今天我們都要一個很大的提醒
[00:12:50.000 --> 00:12:52.000]  父親的心轉向兒女
[00:12:52.000 --> 00:12:54.000]  兒女的心轉向父親
[00:12:54.000 --> 00:12:56.000]  唯有這樣做
[00:12:56.000 --> 00:12:59.000]  我們才能夠免除神的審判
[00:12:59.000 --> 00:13:02.000]  神的咒咒留不到他的百姓
[00:13:02.000 --> 00:13:08.000]  今天我們要怎樣去將這個焦點
[00:13:08.000 --> 00:13:11.000]  回到這個家庭裏面的意象
[00:13:11.000 --> 00:13:13.000]  這個家庭的復和呢
[00:13:13.000 --> 00:13:15.000]  我相信神是要我們
[00:13:15.000 --> 00:13:19.000]  築起一個延伸家庭的祭壇
[00:13:19.000 --> 00:13:21.000]  我們看回第五第六節裏面
[00:13:21.000 --> 00:13:23.000]  經文裏面講到
[00:13:23.000 --> 00:13:25.000]  他必使父親的心轉向兒女
[00:13:25.000 --> 00:13:28.000]  兒女的心轉向父親
[00:13:28.000 --> 00:13:29.000]  其實我們想一想
[00:13:29.000 --> 00:13:33.000]  今天是一個失去父親的世代
[00:13:33.000 --> 00:13:35.000]  你發覺今天
[00:13:35.000 --> 00:13:39.000]  父親的角色其實都幾模糊
[00:13:39.000 --> 00:13:41.000]  以前我們的父親很有權威
[00:13:41.000 --> 00:13:43.000]  在家裏面
[00:13:43.000 --> 00:13:45.000]  家務當然不用做
[00:13:45.000 --> 00:13:47.000]  回到家裏就有人
[00:13:47.000 --> 00:13:49.000]  將拖鞋放在你面前
[00:13:49.000 --> 00:13:51.000]  那些父親回到家裏
[00:13:51.000 --> 00:13:52.000]  只是看報紙
[00:13:52.000 --> 00:13:53.000]  等吃飯
[00:13:53.000 --> 00:13:55.000]  沒有什麼要做的
[00:13:55.000 --> 00:13:57.000]  你的父親是不是這樣
[00:13:57.000 --> 00:13:58.000]  你不知道
[00:13:58.000 --> 00:14:02.000]  以前的父親是很努力謀生
[00:14:02.000 --> 00:14:05.000]  很多時間都是出去開工
[00:14:05.000 --> 00:14:08.000]  所以很少時間回到家裏
[00:14:08.000 --> 00:14:10.000]  所以以前的父親
[00:14:10.000 --> 00:14:11.000]  他們會覺得
[00:14:11.000 --> 00:14:13.000]  我是家庭的支柱
[00:14:13.000 --> 00:14:15.000]  所以我家中的地位
[00:14:15.000 --> 00:14:17.000]  應該都有一定的權威
[00:14:17.000 --> 00:14:19.000]  所以很害怕
[00:14:19.000 --> 00:14:21.000]  說話的時候
[00:14:21.000 --> 00:14:22.000]  就會有些威嚴
[00:14:22.000 --> 00:14:24.000]  所以有些兒女聽到的時候
[00:14:24.000 --> 00:14:26.000]  馬上很害怕
[00:14:26.000 --> 00:14:28.000]  這些是不是粵語長片
[00:14:28.000 --> 00:14:31.000]  可能這些真的是粵語長片
[00:14:31.000 --> 00:14:33.000]  今天的父親很不同
[00:14:33.000 --> 00:14:36.000]  今天的父親買菜煮飯
[00:14:36.000 --> 00:14:38.000]  今天的父親是怎樣
[00:14:38.000 --> 00:14:42.000]  今天的父親基本上是照顧小孩的
[00:14:42.000 --> 00:14:44.000]  我認識一個朋友
[00:14:44.000 --> 00:14:47.000]  因為他太太那份工資比他高
[00:14:47.000 --> 00:14:52.000]  所以他就做太太那份
[00:14:52.000 --> 00:14:55.000]  他負責洗衣服煮飯
[00:14:55.000 --> 00:14:56.000]  照顧小朋友
[00:14:56.000 --> 00:14:58.000]  他今天很厲害
[00:14:58.000 --> 00:15:00.000]  小朋友成材了
[00:15:00.000 --> 00:15:01.000]  成為高材生了
[00:15:01.000 --> 00:15:04.000]  入讀最好的大學了
[00:15:04.000 --> 00:15:06.000]  所以我們就說
[00:15:06.000 --> 00:15:10.000]  就是因為你的犧牲和付出
[00:15:10.000 --> 00:15:13.000]  所以你的子女就有成就了
[00:15:13.000 --> 00:15:15.000]  是不是相反
[00:15:15.000 --> 00:15:17.000]  這個家庭其實是很好的
[00:15:17.000 --> 00:15:21.000]  因為父慈子孝
[00:15:21.000 --> 00:15:22.000]  但是我今天所說的
[00:15:22.000 --> 00:15:24.000]  失去父親的世代
[00:15:24.000 --> 00:15:26.000]  是一個我們在家中
[00:15:26.000 --> 00:15:28.000]  父親沒有盡了他
[00:15:28.000 --> 00:15:31.000]  作為一個屬靈帶領的角色
[00:15:31.000 --> 00:15:33.000]  有時候我們會發覺一件事
[00:15:33.000 --> 00:15:36.000]  我們失落了做父親
[00:15:36.000 --> 00:15:39.000]  應有在家中一個帶領
[00:15:39.000 --> 00:15:42.000]  作為一個屬靈的頭的角色
[00:15:42.000 --> 00:15:44.000]  我們經常說屬靈的頭
[00:15:44.000 --> 00:15:47.000]  不只是說我們很有權威去罵人
[00:15:47.000 --> 00:15:48.000]  其實屬靈的頭
[00:15:48.000 --> 00:15:50.000]  是代表了整個家庭
[00:15:50.000 --> 00:15:53.000]  他去敬拜神去敬畏神
[00:15:53.000 --> 00:15:55.000]  唯有這個家庭裏面
[00:15:55.000 --> 00:15:56.000]  是有這個屬靈的頭
[00:15:56.000 --> 00:15:58.000]  才可以帶領這個家庭
[00:15:58.000 --> 00:15:59.000]  去跟從神
[00:15:59.000 --> 00:16:02.000]  行在神的心意當中
[00:16:02.000 --> 00:16:04.000]  我們今天發覺
[00:16:04.000 --> 00:16:06.000]  因為婚姻的破裂
[00:16:06.000 --> 00:16:09.000]  很多的父親和孩子是離開了
[00:16:09.000 --> 00:16:11.000]  可能是單親的家庭
[00:16:11.000 --> 00:16:14.000]  是由母親或者父親一個人去撫養的
[00:16:14.000 --> 00:16:17.000]  所以我們看到孩子的成長
[00:16:17.000 --> 00:16:18.000]  是出現了問題的
[00:16:18.000 --> 00:16:20.000]  所以我們今天是失去了
[00:16:20.000 --> 00:16:23.000]  父親的時代是一個詛咒
[00:16:23.000 --> 00:16:25.000]  所以經文特別提到
[00:16:25.000 --> 00:16:27.000]  父親轉向兒女
[00:16:27.000 --> 00:16:29.000]  父親轉向兒女
[00:16:29.000 --> 00:16:32.000]  就是父親再一次將他的焦點
[00:16:32.000 --> 00:16:34.000]  不只是放在他的工作
[00:16:34.000 --> 00:16:35.000]  賺錢上面
[00:16:35.000 --> 00:16:37.000]  甚或是侍奉上面
[00:16:37.000 --> 00:16:39.000]  他的焦點是回到什麼
[00:16:39.000 --> 00:16:43.000]  他的焦點是回到他的兒女的身上
[00:16:43.000 --> 00:16:45.000]  我都跟大家分享過
[00:16:45.000 --> 00:16:47.000]  我自己的家庭都是這樣的
[00:16:47.000 --> 00:16:49.000]  在我以往的侍奉裏面
[00:16:49.000 --> 00:16:50.000]  很重視侍奉
[00:16:50.000 --> 00:16:52.000]  很重視工作
[00:16:52.000 --> 00:16:55.000]  所以有時我自己回頭看
[00:16:55.000 --> 00:16:57.000]  我真的和女兒的相處是很少的
[00:16:57.000 --> 00:16:59.000]  所有快樂的時刻
[00:16:59.000 --> 00:17:02.000]  都是我和她媽媽一起的時間
[00:17:02.000 --> 00:17:04.000]  不過神都憐憫我
[00:17:04.000 --> 00:17:07.000]  現在隨著女兒越來越大的時候
[00:17:07.000 --> 00:17:08.000]  都開始改變了
[00:17:08.000 --> 00:17:11.000]  和她一起又談又說
[00:17:11.000 --> 00:17:13.000]  去公司買衣服給她
[00:17:13.000 --> 00:17:15.000]  其實是不是很開心
[00:17:15.000 --> 00:17:16.000]  其實都挺開心的
[00:17:16.000 --> 00:17:18.000]  我們一起去吃東西
[00:17:18.000 --> 00:17:20.000]  然後買衣服給你
[00:17:20.000 --> 00:17:23.000]  開始好像補償了
[00:17:23.000 --> 00:17:27.000]  以前對她的一種冷落
[00:17:27.000 --> 00:17:28.000]  因為其實現在不同了
[00:17:28.000 --> 00:17:30.000]  現在你不可以
[00:17:30.000 --> 00:17:32.000]  我經常說以前
[00:17:32.000 --> 00:17:34.000]  親一下爸爸
[00:17:34.000 --> 00:17:35.000]  親一下爸爸
[00:17:35.000 --> 00:17:37.000]  以前她願意的
[00:17:37.000 --> 00:17:38.000]  現在不願意了
[00:17:38.000 --> 00:17:40.000]  現在和你牽手都不願意了
[00:17:40.000 --> 00:17:42.000]  所以真的
[00:17:42.000 --> 00:17:44.000]  那個最有趣的時間過了
[00:17:44.000 --> 00:17:45.000]  其實真的有的
[00:17:45.000 --> 00:17:46.000]  我很記得的
[00:17:46.000 --> 00:17:48.000]  她真的很疼我
[00:17:48.000 --> 00:17:50.000]  所以其實我們真的願意
[00:17:50.000 --> 00:17:51.000]  神真的幫我們
[00:17:51.000 --> 00:17:54.000]  回去父親轉向兒女
[00:17:54.000 --> 00:17:57.000]  而兒女轉向父親的什麼意思呢
[00:17:57.000 --> 00:17:58.000]  就是講到
[00:17:58.000 --> 00:18:01.000]  這個兒女回歸父親的懷抱
[00:18:01.000 --> 00:18:04.000]  重新與父親結連
[00:18:04.000 --> 00:18:07.000]  在聖經裡面有一個很經典的例子
[00:18:07.000 --> 00:18:09.000]  就是兩個兒子的比喻
[00:18:09.000 --> 00:18:11.000]  通常我們叫這個比喻
[00:18:11.000 --> 00:18:13.000]  做浪子比喻的
[00:18:13.000 --> 00:18:14.000]  但是我覺得
[00:18:14.000 --> 00:18:16.000]  講得準確一點
[00:18:16.000 --> 00:18:17.000]  不只是浪子
[00:18:17.000 --> 00:18:19.000]  其實是兩個兒子的比喻
[00:18:19.000 --> 00:18:21.000]  有些人是這樣叫
