
[00:00:00.000 --> 00:00:02.800]  我的題目是「不完全的完全人」
[00:03:04.640 --> 00:03:08.560]  去找一些他們覺得最更具資格的目者
[00:03:08.560 --> 00:03:09.880]  例如阿波羅
[00:03:09.880 --> 00:03:13.600]  又或者他們拉關係
[00:03:13.920 --> 00:03:18.000]  去認在耶路撒冷的超級仕途
[00:03:18.000 --> 00:03:23.080]  例如彼得、瓦國、約翰等大師
[00:03:23.080 --> 00:03:24.480]  認親戚
[00:03:24.480 --> 00:03:28.440]  拉攏他們來支持自己反保羅
[00:03:28.440 --> 00:03:33.920]  有一些別具用心的賈師傅也乘機在他們中間活動
[00:03:33.920 --> 00:03:36.600]  傳講一個更加中聽的信息
[00:03:36.600 --> 00:03:40.120]  賈師傅也刻意離間保羅和信徒的關係
[00:03:40.120 --> 00:03:43.520]  造成保羅和哥林多信徒之間的糾紛
[00:03:43.520 --> 00:03:45.520]  綿延了很長的時間
[00:03:45.520 --> 00:03:48.480]  保羅寫哥林多後書的時候
[00:03:48.480 --> 00:03:49.880]  特別是在末段
[00:03:49.880 --> 00:03:54.160]  他預告他很快會第三次訪問他們
[00:03:54.160 --> 00:03:55.960]  並且他直言
[00:03:55.960 --> 00:03:59.160]  這次將會是一個嚴厲之旅
[00:03:59.160 --> 00:04:00.920]  他會去到他們中間
[00:04:00.920 --> 00:04:02.400]  運用仕途的權柄
[00:04:02.400 --> 00:04:05.480]  將反對他的人嚴加懲處
[00:04:05.480 --> 00:04:07.200]  很可能將他們趕出教會
[00:04:07.200 --> 00:04:08.840]  不過他又說
[00:04:09.120 --> 00:04:13.560]  「我其實不想用這樣一個剛強的面貌在你們中間出現的」
[00:04:13.560 --> 00:04:20.320]  「我喜歡在你們中間表現出我軟弱的樣子」
[00:04:20.320 --> 00:04:24.160]  「關鍵端在於你們的態度」
[00:04:24.160 --> 00:04:25.960]  「你們是否願意悔改」
[00:04:25.960 --> 00:04:29.720]  「如果你們在我來之前就已經痛改前非」
[00:04:29.720 --> 00:04:32.480]  「那我就不用執行教會紀律了」
[00:04:32.480 --> 00:04:33.600]  「大家皆大歡喜」
[00:04:33.600 --> 00:04:37.160]  「我們一起出去喝杯茶、吃個包」
[00:04:37.160 --> 00:04:39.400]  「對不對?隨便就行了」
[00:04:39.400 --> 00:04:41.480]  「但如果你們不肯悔改」
[00:04:41.480 --> 00:04:46.200]  「那我就要給你們嚴重的打擊」
[00:04:46.200 --> 00:04:53.280]  正是在一個要求犯罪者悔改的脈絡裏面
[00:04:53.280 --> 00:04:57.040]  普羅竟然渲染他們要做完全人
[00:04:57.040 --> 00:04:58.880]  這真是令我很困擾
[00:04:58.880 --> 00:05:02.680]  那麽多信徒正在分裂教會
[00:05:02.680 --> 00:05:06.520]  他們要做好一點已經差不多了
[00:05:06.720 --> 00:05:07.880]  做完全人
[00:05:07.880 --> 00:05:12.840]  他們跟完全人真是千百里那麽遠
[00:05:12.840 --> 00:05:15.520]  怎麽可能期望他們做完全人呢?
[00:05:15.520 --> 00:05:20.000]  我們看看聖經怎麽說「完全人」
[00:05:20.000 --> 00:05:22.080]  作「完全人」這個字
[00:05:22.080 --> 00:05:24.320]  簡單說就是建立
[00:05:24.320 --> 00:05:26.280]  使他們變得完全的意思
[00:05:26.280 --> 00:05:27.880]  《耶律所書》4章12
[00:05:27.880 --> 00:05:29.840]  大家很熟悉的經文
[00:05:29.840 --> 00:05:31.920]  「成全聖徒,各盡其職」
[00:05:31.920 --> 00:05:33.320]  建立基督的身體
[00:05:33.320 --> 00:05:34.840]  「成全聖徒」
[00:05:35.040 --> 00:05:36.800]  就是使他們變得完全的意思
[00:05:36.800 --> 00:05:38.360]  就是變成完全的意思
[00:05:38.360 --> 00:05:40.440]  如果我們回頭看
[00:05:40.440 --> 00:05:42.160]  那麽多後書13章
[00:05:42.160 --> 00:05:43.400]  剛才我們讀了
[00:05:43.400 --> 00:05:46.680]  就是要作「完全人」的提醒
[00:05:46.680 --> 00:05:49.040]  然後你發覺在11節
[00:05:49.040 --> 00:05:52.200]  普羅再次提到要做「完全人」
[00:05:52.200 --> 00:05:57.280]  他說「有沒料的話,元帝興門都起落,要作完全人」
[00:05:57.280 --> 00:06:02.480]  接連兩次提到要做「完全人」
[00:06:02.480 --> 00:06:03.600]  是什麽意思呢?
[00:06:04.080 --> 00:06:08.640]  很明顯,普羅說的一定不是一個抽離現實
[00:06:08.640 --> 00:06:11.040]  絕對意義的完全標準
[00:06:11.040 --> 00:06:14.120]  普羅自己沒有完美主義的想法
[00:06:14.120 --> 00:06:17.200]  期待信徒達到一個完全無瑕
[00:06:17.200 --> 00:06:19.000]  聖潔的境界
[00:06:19.000 --> 00:06:19.840]  不是
[00:06:19.840 --> 00:06:21.200]  反倒
[00:06:21.200 --> 00:06:23.800]  他是鼓勵性的說話
[00:06:23.800 --> 00:06:25.560]  要作「完全人」
[00:06:25.560 --> 00:06:28.720]  所以「要作」比「完全人」更加重要
[00:06:28.720 --> 00:06:31.040]  「要作」比「完全人」更重要
[00:06:31.680 --> 00:06:34.600]  即是從你現在所在的位置開始
[00:06:34.600 --> 00:06:36.680]  努力改過千善
[00:06:36.680 --> 00:06:37.880]  有罪應罪
[00:06:37.880 --> 00:06:39.040]  有過改過
[00:06:39.040 --> 00:06:40.240]  完善自己
[00:06:40.240 --> 00:06:45.280]  普羅不是要你達到某一個客觀完善的地步
[00:06:45.280 --> 00:06:47.240]  而是要求他們不斷進步
[00:06:47.240 --> 00:06:49.520]  朝完全的方向進發
[00:06:49.520 --> 00:06:51.520]  希望明天比今天好
[00:06:51.520 --> 00:06:53.000]  一天比一天進步
[00:06:53.000 --> 00:06:56.560]  所以這是一個動態的「在完全中」
[00:07:02.680 --> 00:07:05.840]  期望自己攀登一個絕對意義的完全
[00:07:05.840 --> 00:07:07.280]  這是一個不可能的任務
[00:07:07.280 --> 00:07:09.360]  你說的標準給我
[00:07:09.360 --> 00:07:10.640]  只是騙死我而已
[00:07:10.640 --> 00:07:12.000]  我高山仰止
[00:07:12.000 --> 00:07:13.040]  望陽輕嘆
[00:07:13.040 --> 00:07:14.000]  啊!
[00:07:14.000 --> 00:07:14.800]  很厲害
[00:07:14.800 --> 00:07:15.680]  不過我做不到
[00:07:15.680 --> 00:07:16.560]  我做不到
[00:07:16.560 --> 00:07:19.880]  但是針對我現實的一個缺失
[00:07:19.880 --> 00:07:21.560]  要我做完善的工作
[00:07:21.560 --> 00:07:22.960]  希望我自己好一點
[00:07:22.960 --> 00:07:24.680]  他說我任何時間
[00:07:24.680 --> 00:07:26.360]  我都有奮鬥的空間
[00:07:26.360 --> 00:07:28.120]  弟兄姊妹
[00:07:28.120 --> 00:07:31.120]  這種對「作完全人」的理解
[00:07:31.120 --> 00:07:34.960]  充分顯示在我們剛才讀經的時候所讀的這一段
[00:07:34.960 --> 00:07:37.640]  《菲律賓書》三章十二到十六節裡面
[00:07:37.640 --> 00:07:41.720]  普羅一開始才承認他自己並不完全
[00:07:41.720 --> 00:07:44.160]  只不過說我已經得著了
[00:07:44.160 --> 00:07:45.200]  我已經完全了
[00:07:45.200 --> 00:07:47.120]  接著他再說第二次
[00:07:47.120 --> 00:07:49.400]  我不是以為自己已經得著了
[00:07:49.400 --> 00:07:51.560]  兩次提到他自己不完全
[00:07:51.560 --> 00:07:53.560]  但是接著他怎麼說呢?
[00:07:53.560 --> 00:07:54.880]  所以我們中間
[00:07:54.880 --> 00:07:57.080]  凡是「完全人」
[00:07:57.080 --> 00:07:58.680]  是不是很奇怪?
[00:07:59.080 --> 00:08:01.680]  一方面就說沒有人做到完全的地步
[00:08:01.680 --> 00:08:03.000]  然後接著又說
[00:08:03.000 --> 00:08:05.640]  我們中間誰是「完全人」就要這麼做了
[00:08:05.640 --> 00:08:06.600]  什麼意思呢?
[00:08:06.600 --> 00:08:08.120]  什麼意思呢?
[00:08:08.120 --> 00:08:09.560]  很明顯
[00:08:09.560 --> 00:08:11.520]  凡是「完全人」
[00:08:11.520 --> 00:08:15.240]  不是指在信仰道德上已經達到完全的人
[00:08:15.240 --> 00:08:17.000]  因為根本不存在這樣的人
[00:08:17.000 --> 00:08:18.840]  普羅自己也不是
[00:08:18.840 --> 00:08:21.240]  不過
[00:08:21.240 --> 00:08:22.920]  只要我們繼續努力
[00:08:22.920 --> 00:08:25.040]  繼續完善自己
[00:08:25.040 --> 00:08:28.720]  我們就是普羅心目中這裡所說的「完全人」
[00:08:29.960 --> 00:08:32.800]  這種努力完善自己的行動
[00:08:32.800 --> 00:08:35.120]  在人間是永不止息
[00:08:35.120 --> 00:08:36.600]  至死方休
[00:08:36.600 --> 00:08:37.600]  不同階段
[00:08:37.600 --> 00:08:39.000]  有不同階段的挑戰
[00:08:39.000 --> 00:08:41.920]  有不同待完善、待奮鬥的地方
[00:08:41.920 --> 00:08:46.480]  到了我退休
[00:08:46.480 --> 00:08:48.960]  我還有很多要學習的地方
[00:08:48.960 --> 00:08:52.080]  有待完全的地方
[00:08:52.080 --> 00:08:54.680]  例如你們可以進取一點
[00:08:54.680 --> 00:08:56.480]  我作為一個老人家
[00:08:56.480 --> 00:08:57.640]  就要學習收口了
[00:08:57.640 --> 00:08:58.160]  是不是?
[00:08:58.360 --> 00:08:59.600]  不要說這麼多
[00:08:59.600 --> 00:09:00.920]  不要太激烈
[00:09:00.920 --> 00:09:02.920]  多說正面的說話
[00:09:02.920 --> 00:09:04.320]  不要說負面的說話
[00:09:04.320 --> 00:09:08.520]  這是我這個階段要學習的 agenda(計劃)
[00:09:08.520 --> 00:09:10.960]  每一個階段都有要學習的地方
[00:09:10.960 --> 00:09:11.720]  所以
[00:09:11.720 --> 00:09:12.560]  普羅說
[00:09:12.560 --> 00:09:14.680]  然而我們到了什麼地步
[00:09:14.680 --> 00:09:17.520]  就當照著什麼地步走
[00:09:17.520 --> 00:09:19.600]  永遠不會完的
[00:09:19.600 --> 00:09:22.640]  你到斷氣前一天也有要學習的地方
[00:09:22.640 --> 00:09:24.440]  也有要做完全的地方
[00:09:24.440 --> 00:09:26.880]  我
[00:09:27.680 --> 00:09:30.160]  努力矯正我懶惰的性格
[00:09:30.160 --> 00:09:33.880]  我希望我做好眼前的任務
[00:09:33.880 --> 00:09:34.920]  不要這麼頹
[00:09:34.920 --> 00:09:36.640]  不要整天拖來拖去
[00:09:36.640 --> 00:09:38.480]  我正在做完全人
[00:09:38.480 --> 00:09:44.560]  我努力解除某一個困擾多年的壞習慣
[00:09:44.560 --> 00:09:47.320]  我很想撕掉這個壞習慣很多年
[00:09:47.320 --> 00:09:47.800]  不過
[00:09:47.800 --> 00:09:49.200]  次次都不成功
[00:09:49.200 --> 00:09:52.080]  今天我想再試多一次
[00:09:52.080 --> 00:09:54.040]  一萬零一次
[00:09:54.040 --> 00:09:56.120]  我正在做完全人
[00:09:57.680 --> 00:10:00.240]  我努力修補和我身邊的人的關係
[00:10:00.240 --> 00:10:03.360]  化解多年的積怨、成見
[00:10:03.360 --> 00:10:05.320]  希望從頭再來過
[00:10:05.320 --> 00:10:07.400]  我正在做完全人
[00:10:07.400 --> 00:10:09.640]  你會看到的是
[00:10:09.640 --> 00:10:12.000]  聖經
[00:10:12.000 --> 00:10:16.520]  多處提到做完全人
[00:10:16.520 --> 00:10:19.440]  都不是在說
[00:10:19.440 --> 00:10:21.560]  某個完全的標準
[00:10:21.560 --> 00:10:23.120]  不是 in general 這樣說
[00:10:23.120 --> 00:10:23.840]  要做完全人
[00:10:23.840 --> 00:10:24.520]  不是
[00:10:25.520 --> 00:10:27.720]  聖經基本上都是指著
[00:10:27.720 --> 00:10:29.160]  一個具體
[00:10:29.160 --> 00:10:31.600]  你眼前要做的任務
[00:10:31.600 --> 00:10:32.760]  是這樣說的
[00:10:32.760 --> 00:10:34.480]  一個眼前的任務
[00:10:34.480 --> 00:10:35.680]  例如
[00:10:35.680 --> 00:10:37.680]  《雅各書》三章二節
[00:10:37.680 --> 00:10:39.560]  雅各就說
[00:10:39.560 --> 00:10:42.840]  任何能夠約束自己的言語不犯罪的
[00:10:42.840 --> 00:10:44.440]  就能夠成為完全人
[00:10:44.440 --> 00:10:47.120]  這個好像很簡單
[00:10:47.120 --> 00:10:48.640]  不過當然也不是很簡單
[00:10:48.640 --> 00:10:51.960]  要完全約束自己的言語不犯罪是很難的
[00:10:51.960 --> 00:10:55.320]  要管轄自己的舌頭不容易
[00:10:55.320 --> 00:10:55.840]  不過
[00:10:55.840 --> 00:10:59.440]  你永遠不會一次過做完
[00:10:59.440 --> 00:11:01.160]  你今天不爆粗
[00:11:01.160 --> 00:11:02.800]  不等於明天不爆的
[00:11:02.800 --> 00:11:04.800]  你永遠要繼續約束的
[00:11:04.800 --> 00:11:06.640]  但是就算真的
[00:11:06.640 --> 00:11:07.800]  我們可以約束了
[00:11:07.800 --> 00:11:09.320]  這樣就變成完全人嗎?
[00:11:09.320 --> 00:11:10.240]  不是吧?
[00:11:10.240 --> 00:11:11.720]  我自己
[00:11:11.720 --> 00:11:13.360]  算一算我自己
[00:11:13.360 --> 00:11:16.480]  我都真的超過三十年沒有說過髒話
[00:11:16.480 --> 00:11:18.520]  真的沒有說過
[00:11:18.520 --> 00:11:21.200]  並且我都幾十年
[00:11:21.200 --> 00:11:22.640]  最少二十年
[00:11:22.640 --> 00:11:24.720]  我沒有拍桌子罵過人
[00:11:24.720 --> 00:11:25.520]  我沒有罵過人
[00:11:25.520 --> 00:11:26.440]  我不喜歡跟別人吵架
[00:11:26.440 --> 00:11:27.960]  你覺得我的樣子好像很兇
[00:11:27.960 --> 00:11:30.200]  但是我沒有吵架
[00:11:30.200 --> 00:11:31.400]  沒有
[00:11:31.400 --> 00:11:33.200]  那我就叫做完全人
[00:11:33.200 --> 00:11:35.400]  我照鏡子也知道自己不是
[00:11:35.400 --> 00:11:36.280]  對不對?
[00:11:36.280 --> 00:11:39.360]  不過
[00:11:39.360 --> 00:11:42.080]  只要我努力
[00:11:42.080 --> 00:11:47.200]  在約束舌頭的任務上繼續
[00:11:47.200 --> 00:11:50.200]  我就在完善中
[00:11:50.200 --> 00:11:52.520]  就在作完全人
[00:11:52.520 --> 00:11:55.000]  另外,例如耶穌基督
[00:11:55.000 --> 00:11:56.520]  對少年的官的邀請
[00:11:56.520 --> 00:11:57.200]  你都很記得的
[00:11:57.200 --> 00:11:58.600]  很熟悉的經文
[00:11:58.600 --> 00:12:00.120]  你願意作完全人
[00:12:00.120 --> 00:12:01.440]  就叫做作完全人
[00:12:01.440 --> 00:12:03.320]  可以變賣你所有的婚婢窮人
[00:12:03.320 --> 00:12:04.840]  就變成財寶在天上
[00:12:04.840 --> 00:12:06.720]  你還要來根從額
[00:12:06.720 --> 00:12:11.840]  你很明顯知道
[00:12:11.840 --> 00:12:15.040]  耶穌基督不是真的叫少年的官
[00:12:15.040 --> 00:12:17.520]  自己修煉自己做完全人
[00:12:17.520 --> 00:12:19.040]  那個少年的官來找耶穌的時候
[00:12:19.040 --> 00:12:21.240]  真的這樣想的
[00:12:21.240 --> 00:12:24.520]  良善的夫子,我要做些什麼善
[00:12:24.520 --> 00:12:25.720]  才可以得著永生
[00:12:25.720 --> 00:12:26.520]  你記不記得?
[00:12:26.520 --> 00:12:31.120]  他以為自己可以修煉到得永生的境界
[00:12:31.120 --> 00:12:34.120]  耶穌跟他說,你省省吧
[00:12:34.120 --> 00:12:38.520]  你永遠不會修煉自己變成善人
[00:12:38.520 --> 00:12:41.920]  你要做的是跟隨耶穌
[00:12:41.920 --> 00:12:44.120]  跟隨耶穌才是關鍵
[00:12:44.120 --> 00:12:44.920]  對不對?
[00:12:44.920 --> 00:12:47.120]  做基督徒不是自己做好人
[00:12:47.120 --> 00:12:48.320]  是跟隨耶穌
[00:12:48.320 --> 00:12:49.720]  做耶穌基督的人
[00:12:49.720 --> 00:12:50.920]  你知道的
[00:12:50.920 --> 00:12:53.320]  我們是跟隨耶穌
[00:12:53.320 --> 00:12:56.520]  變賣所有不會使你變成完全人
[00:12:56.520 --> 00:13:01.320]  變賣所有是你跟隨耶穌的先決條件
[00:13:01.320 --> 00:13:02.720]  你放下你自己的東西
[00:13:02.720 --> 00:13:04.120]  你跟隨它
[00:13:04.120 --> 00:13:08.320]  不過是在你放下自己的東西的過程中
[00:13:08.320 --> 00:13:13.120]  你就在進行做完全人的行動
[00:13:13.120 --> 00:13:15.520]  是不是?
[00:13:15.520 --> 00:13:18.120]  我願意聽從耶穌的吩咐
[00:13:18.120 --> 00:13:19.920]  將所有獻出來
[00:13:19.920 --> 00:13:23.720]  我就開始進入完全人的境界
[00:13:23.720 --> 00:13:27.520]  今天的主題訊息先停在這裡
[00:13:27.520 --> 00:13:31.920]  跟大家打岔說一個新聞故事
[00:13:31.920 --> 00:13:33.320]  一個月前
[00:13:33.320 --> 00:13:35.520]  我看到一段新聞
[00:13:35.520 --> 00:13:38.920]  那個時候我和太太剛剛從外國回來
[00:13:38.920 --> 00:13:40.520]  在酒店坐牢
[00:13:40.520 --> 00:13:42.520]  所以看報紙看得比較仔細
[00:13:42.520 --> 00:13:45.120]  那段新聞大家都應該記得的
[00:13:45.120 --> 00:13:48.720]  將軍澳工業村一個清潔女工
[00:13:48.720 --> 00:13:50.720]  差錯腳跌死了
[00:13:50.720 --> 00:13:51.520]  記不記得?
[00:13:51.520 --> 00:13:53.920]  有一個這樣的新聞
[00:13:53.920 --> 00:13:57.120]  報紙訪問她老公
[00:13:57.120 --> 00:13:59.120]  一個基層的男人
[00:13:59.120 --> 00:14:00.920]  很傷心難過
[00:14:00.920 --> 00:14:02.920]  他對記者這樣說
[00:14:02.920 --> 00:14:06.920]  他說他結婚八年
[00:14:06.920 --> 00:14:10.720]  都沒有和太太出去玩過
[00:14:10.720 --> 00:14:13.120]  沒有給他有好日子過過
[00:14:13.120 --> 00:14:15.120]  所以很遺憾
[00:14:15.120 --> 00:14:19.120]  很後悔
[00:14:19.120 --> 00:14:21.120]  這樣的悲劇故事
[00:14:21.120 --> 00:14:23.120]  你經常聽到的
[00:14:23.120 --> 00:14:25.120]  每一次聽到你都很心痛
[00:14:25.120 --> 00:14:28.520]  又一個人間的悲劇
[00:14:28.520 --> 00:14:30.520]  我們總是有很多很多遺憾的事
[00:14:30.520 --> 00:14:32.520]  可能你自己都經常說這些
[00:14:32.520 --> 00:14:37.520]  很多遺憾
[00:14:37.520 --> 00:14:40.320]  在的時候不懂珍惜
[00:14:40.320 --> 00:14:43.520]  失去了才覺得它寶貴
[00:14:43.520 --> 00:14:45.520]  錯過了的機會
[00:14:45.520 --> 00:14:47.520]  追不回
[00:14:47.520 --> 00:14:49.520]  應該要說的話
[00:14:49.520 --> 00:14:51.520]  包括對不起
[00:14:51.520 --> 00:14:53.520]  謝謝沒有說
[00:14:53.520 --> 00:14:55.520]  想說的時候已經沒得說
[00:14:55.520 --> 00:14:58.520]  我們是不是常常都會有追悔的遺憾?
[00:14:58.520 --> 00:15:00.520]  我們自己都說這些
[00:15:00.520 --> 00:15:02.520]  不過
[00:15:02.520 --> 00:15:05.520]  我想事情是比較奇怪的
[00:15:05.520 --> 00:15:07.520]  我看著那段新聞
[00:15:07.520 --> 00:15:09.520]  我突然間想
[00:15:09.520 --> 00:15:12.520]  報紙只是報憂不報喜
[00:15:12.520 --> 00:15:14.520]  不用說了
[00:15:14.520 --> 00:15:16.520]  只是說壞話
[00:15:16.520 --> 00:15:18.520]  但在我們的生活裡
[00:15:18.520 --> 00:15:20.520]  是不是都是這樣呢?
[00:15:20.520 --> 00:15:22.520]  為什麼我們有這麼多遺憾呢?
[00:15:22.520 --> 00:15:24.520]  為什麼不可以有多些僥倖呢?
[00:15:24.520 --> 00:15:27.520]  為什麼不可以有多些僥倖
[00:15:27.520 --> 00:15:29.520]  只是遺憾呢?
[00:15:29.520 --> 00:15:32.520]  剛剛過了星期二
[00:15:32.520 --> 00:15:34.520]  我和太太喝早茶
[00:15:34.520 --> 00:15:36.520]  在茶樓
[00:15:36.520 --> 00:15:38.520]  我看見隔幾桌
[00:15:38.520 --> 00:15:42.520]  有一個比我年輕一點的中年男人
[00:15:42.520 --> 00:15:46.520]  和一個坐著輪椅的媽媽
[00:15:46.520 --> 00:15:48.520]  喝茶
[00:15:48.520 --> 00:15:50.520]  我看見之後
[00:15:50.520 --> 00:15:52.520]  第一個反應是有些黯然的
[00:15:52.520 --> 00:15:56.520]  我媽媽幾個月前
[00:15:56.520 --> 00:15:59.520]  證實末期腸癌
[00:15:59.520 --> 00:16:01.520]  她89歲了
[00:16:01.520 --> 00:16:03.520]  醫生說什麼都不做
[00:16:03.520 --> 00:16:05.520]  沒什麼好做
[00:16:05.520 --> 00:16:07.520]  也是幾個月的時間
[00:16:07.520 --> 00:16:09.520]  這兩個月
[00:16:09.520 --> 00:16:13.520]  她也因為拉血
[00:16:13.520 --> 00:16:15.520]  進了馬尼兩次
[00:16:15.520 --> 00:16:18.520]  每次醫生止血就送出來
[00:16:18.520 --> 00:16:20.520]  因為沒什麼可以做
[00:16:20.520 --> 00:16:25.520]  我看見那個男人和媽媽喝茶的景象
[00:16:25.520 --> 00:16:28.520]  我馬上感受
[00:16:28.520 --> 00:16:32.520]  我這輩子都可能沒機會和媽媽喝茶了
[00:16:32.520 --> 00:16:34.520]  是沒有了
[00:16:34.520 --> 00:16:37.520]  不過
[00:16:37.520 --> 00:16:39.520]  我轉念一想
[00:16:39.520 --> 00:16:42.520]  她退休之後
[00:16:42.520 --> 00:16:44.520]  這三十年
[00:16:44.520 --> 00:16:47.520]  我和她沒喝過一千次茶
[00:16:47.520 --> 00:16:50.520]  都喝過九百次八百次
[00:16:50.520 --> 00:16:54.520]  我都僥倖和我媽媽喝了八百次茶
[00:16:54.520 --> 00:16:56.520]  是不是這樣
[00:16:56.520 --> 00:16:59.520]  是啊,未來可能沒有了
[00:16:59.520 --> 00:17:01.520]  不過感謝主
[00:17:01.520 --> 00:17:03.520]  都喝過很多次
[00:17:03.520 --> 00:17:05.520]  大英姐妹
[00:17:05.520 --> 00:17:07.520]  你聽得懂我說的話嗎
[00:17:07.520 --> 00:17:12.520]  你會不會為你昨晚和家人吃了一餐快樂的飯
[00:17:12.520 --> 00:17:14.520]  很慶幸
[00:17:14.520 --> 00:17:16.520]  你是不是很慶幸
[00:17:16.520 --> 00:17:19.520]  你能夠繼續牽著你老婆老公的手
[00:17:19.520 --> 00:17:21.520]  一會兒一起拍拖去買菜
[00:17:21.520 --> 00:17:23.520]  不用做這些偉大的事
[00:17:23.520 --> 00:17:25.520]  買菜都是很快樂的
[00:17:25.520 --> 00:17:27.520]  你是不是很慶幸
[00:17:27.520 --> 00:17:32.520]  你和子女可以一起玩了個下午
[00:17:32.520 --> 00:17:40.520]  為現在有的事慶幸珍惜
[00:17:40.520 --> 00:17:43.520]  你越多僥倖的感覺
[00:17:43.520 --> 00:17:46.520]  你將來就越少遺憾的感覺
[00:17:46.520 --> 00:17:47.520]  是不是
