
[00:00:00.000 --> 00:00:03.260]  求告耶和華的名
[00:04:53.300 --> 00:04:57.300]  其實不合常理
[00:04:57.300 --> 00:05:02.300]  亞伯拉罕憑什麼就照著做呢
[00:05:02.300 --> 00:05:04.300]  因為亞伯拉罕相信
[00:05:04.300 --> 00:05:10.300]  神若要他殺死兒子獻上給神
[00:05:10.300 --> 00:05:14.300]  神必能使他的兒子復活
[00:05:14.300 --> 00:05:18.300]  神若不真要他殺死兒子獻上
[00:05:18.300 --> 00:05:22.300]  神必預備獨生
[00:05:22.300 --> 00:05:26.300]  希伯來書十一章十九節
[00:05:26.300 --> 00:05:30.300]  他以為神還能叫人從死裡復活
[00:05:30.300 --> 00:05:36.300]  他也仿佛從死中得回他的兒子來
[00:05:36.300 --> 00:05:41.300]  亞伯拉罕因著信與對神的認識
[00:05:41.300 --> 00:05:47.300]  他堅定一步一步踏上順服的路
[00:05:47.300 --> 00:05:50.300]  當亞伯拉罕伸手拿刀
[00:05:50.300 --> 00:05:56.300]  神及時制止他下手
[00:05:56.300 --> 00:05:58.300]  神是及時的神
[00:05:58.300 --> 00:06:02.300]  God is God in time
[00:06:02.300 --> 00:06:04.300]  他好像不管你
[00:06:04.300 --> 00:06:08.300]  在傑古爾他就出現
[00:06:08.300 --> 00:06:12.300]  叫你經歷山窮水盡無路
[00:06:12.300 --> 00:06:16.300]  柳暗花明又一春
[00:06:16.300 --> 00:06:18.300]  神是需要的神
[00:06:18.300 --> 00:06:22.300]  God is God in need
[00:06:22.300 --> 00:06:25.300]  你向他要一萬塊
[00:06:25.300 --> 00:06:27.300]  他或許會說
[00:06:27.300 --> 00:06:31.300]  孩子,上次我給了你一萬塊
[00:06:31.300 --> 00:06:35.300]  你都還沒有分享出去呢
[00:06:35.300 --> 00:06:37.300]  原來神是驗人
[00:06:37.300 --> 00:06:40.300]  是要人從他的行動中
[00:06:40.300 --> 00:06:44.300]  顯出他的信心來
[00:06:44.300 --> 00:06:48.300]  我們的信心不可能停留在頭腦上
[00:06:48.300 --> 00:06:51.300]  必須要有行動
[00:06:51.300 --> 00:06:53.300]  神說
[00:06:53.300 --> 00:06:56.300]  我知道你是敬畏神了
[00:06:56.300 --> 00:06:58.300]  因為你沒有將你的兒子
[00:06:58.300 --> 00:07:00.300]  就是你獨生的兒子
[00:07:00.300 --> 00:07:03.300]  留下不給我
[00:07:03.300 --> 00:07:07.300]  神要求人將所有獻上
[00:07:07.300 --> 00:07:11.300]  是徹底奉獻的信
[00:07:11.300 --> 00:07:15.300]  亞伯拉罕獻上最深愛的兒子
[00:07:15.300 --> 00:07:20.300]  表達他對神的順服和敬畏
[00:07:20.300 --> 00:07:21.300]  他奉獻了以後
[00:07:21.300 --> 00:07:25.300]  神清楚知道亞伯拉罕的心
[00:07:25.300 --> 00:07:29.300]  因此神制止他的行動
[00:07:29.300 --> 00:07:31.300]  預備了一隻公羊
[00:07:31.300 --> 00:07:35.300]  讓他獻為繁星
[00:07:35.300 --> 00:07:40.300]  那時亞伯拉罕心裡很感激感恩
[00:07:40.300 --> 00:07:43.300]  所以給那地方起名叫
[00:07:43.300 --> 00:07:46.300]  耶和華以勒
[00:07:46.300 --> 00:07:48.300]  這是神的名字
[00:07:48.300 --> 00:07:51.300]  在那裡神必有預備
[00:07:51.300 --> 00:07:56.300]  必有贖回
[00:07:56.300 --> 00:07:59.300]  神不會搶我們所難
[00:07:59.300 --> 00:08:03.300]  不會做傷害我們的事
[00:08:03.300 --> 00:08:06.300]  我自己有七個兄弟姐妹
[00:08:06.300 --> 00:08:09.300]  整個家族下一代姓余的
[00:08:09.300 --> 00:08:12.300]  只有我的兒子
[00:08:12.300 --> 00:08:14.300]  有時候我想
[00:08:14.300 --> 00:08:16.300]  如果神要我獻祭
[00:08:16.300 --> 00:08:19.300]  我家族的獨生孩子
[00:08:19.300 --> 00:08:22.300]  我該怎麼辦
[00:08:22.300 --> 00:08:23.300]  再想
[00:08:23.300 --> 00:08:26.300]  不會有這樣的事
[00:08:26.300 --> 00:08:28.300]  因為我不夠格
[00:08:28.300 --> 00:08:33.300]  神不會搶我所難
[00:08:33.300 --> 00:08:35.300]  相反的
[00:08:35.300 --> 00:08:38.300]  神會做建立我們生命的事
[00:08:38.300 --> 00:08:39.300]  這是必須的
[00:08:39.300 --> 00:08:41.300]  但原來考驗背後
[00:08:41.300 --> 00:08:45.300]  神早有預備
[00:08:45.300 --> 00:08:48.300]  神將最好的賜給我們
[00:08:48.300 --> 00:08:50.300]  但太多時候
[00:08:50.300 --> 00:08:52.300]  我們思想太多
[00:08:52.300 --> 00:08:55.300]  計算太多
[00:08:55.300 --> 00:09:00.300]  以致我們不能將生命全然奉獻給神
[00:09:00.300 --> 00:09:03.300]  我們不能夠經歷耶和華以勒
[00:09:03.300 --> 00:09:06.300]  因為我們有自己的預備
[00:09:06.300 --> 00:09:10.300]  卻不是神的預備
[00:09:10.300 --> 00:09:13.300]  當亞伯拉罕完全的獻上
[00:09:13.300 --> 00:09:18.300]  他就看見神的預備何等奇妙
[00:09:18.300 --> 00:09:22.300]  他做的梵祭何等的感恩
[00:09:22.300 --> 00:09:27.300]  何等讚歎神的奇妙
[00:09:27.300 --> 00:09:30.300]  我們沒有這些屬靈經歷
[00:09:30.300 --> 00:09:32.300]  因為我們自己太多的保留
[00:09:32.300 --> 00:09:34.300]  看不見神的預備
[00:09:34.300 --> 00:09:38.300]  只是不斷的為自己預備
[00:09:38.300 --> 00:09:43.300]  以致我們沒有亞伯拉罕的經歷
[00:09:43.300 --> 00:09:46.300]  我們不是憑口講認識神
[00:09:46.300 --> 00:09:51.300]  也不是憑文字資料認識神
[00:09:51.300 --> 00:09:55.300]  你要認識神必要有預備
[00:09:55.300 --> 00:09:57.300]  你要將你的生命
[00:09:57.300 --> 00:10:02.300]  及生命中最重要的獻給神
[00:10:02.300 --> 00:10:04.300]  不管你經歷了什麼
[00:10:04.300 --> 00:10:07.300]  神驕得你敬畏祂
[00:10:07.300 --> 00:10:10.300]  神的預備必臨到
[00:10:10.300 --> 00:10:14.300]  求神憐憫祝福我們
[00:10:14.300 --> 00:10:17.300]  讓我們低頭禱告
[00:10:17.300 --> 00:10:21.300]  神啊,感謝祢
[00:10:21.300 --> 00:10:23.300]  因為祢愛我們
[00:10:23.300 --> 00:10:28.300]  甚至將祢的獨生兒子賜給我們
[00:10:28.300 --> 00:10:32.300]  祢不將所有也給我們嗎
[00:10:32.300 --> 00:10:34.300]  祢沒有保留什麼
[00:10:34.300 --> 00:10:36.300]  祢將最好的賜給我們
[00:10:36.300 --> 00:10:40.300]  可惜我們卻為自己留下很多
[00:10:40.300 --> 00:10:43.300]  為自己預備
[00:10:43.300 --> 00:10:46.300]  信心
[00:10:46.300 --> 00:10:49.300]  表示這個信是在心裡面
[00:10:49.300 --> 00:10:54.300]  不是理智上、頭腦上的相信
[00:10:54.300 --> 00:10:59.300]  那求祢讓我們把我們的信從我們的腦袋
[00:10:59.300 --> 00:11:03.300]  往下、往左邊挪18英寸
[00:11:03.300 --> 00:11:06.300]  到我們的心裡面去
[00:11:06.300 --> 00:11:09.300]  主啊,求祢幫助我們
[00:11:09.300 --> 00:11:13.300]  讓我們的信不放在我們認為可能的事上
[00:11:13.300 --> 00:11:15.300]  不是放在自己的聰明上
[00:11:15.300 --> 00:11:19.300]  不是放在自己的控制、掌控裡
[00:11:19.300 --> 00:11:24.300]  讓我們的信全然認識祢,必有預備
[00:11:24.300 --> 00:11:28.300]  教我們的信經歷祢是耶和華、以樂
[00:11:28.300 --> 00:11:30.300]  求祢祝福我們
[00:11:30.300 --> 00:11:36.300]  聽我們祈禱是奉靠主耶穌的名求
[00:11:36.300 --> 00:11:38.300]  阿們
