
[00:00:00.000 --> 00:00:03.000]  今日嘅陳慧少說話係好特別
[00:04:18.000 --> 00:04:20.000]  我哋有啲背景
[00:04:20.000 --> 00:04:22.000]  第十一章第一節
[00:04:22.000 --> 00:04:23.000]  畀我哋睇到嘛
[00:04:23.000 --> 00:04:24.000]  一二三
[00:04:24.000 --> 00:04:25.000]  那年一年
[00:04:25.000 --> 00:04:28.000]  老獵王出現嘅時候
[00:04:28.000 --> 00:04:30.000]  大衛有太太約霞
[00:04:30.000 --> 00:04:32.000]  瑞麟臣服
[00:04:32.000 --> 00:04:34.000]  以死鐵眾人出殿
[00:04:34.000 --> 00:04:36.000]  廈門就打敗廈門人
[00:04:36.000 --> 00:04:38.000]  為奉奶爸
[00:04:38.000 --> 00:04:41.000]  大衛仍處在耶路撒冷
[00:04:41.000 --> 00:04:44.000]  係呀 其實講到第十章
[00:04:44.000 --> 00:04:49.000]  當日廈門人挑釁以色列並且攻擊
[00:04:49.000 --> 00:04:52.000]  所以以色列大衛王就差派咗
[00:04:52.000 --> 00:04:54.000]  約押呢個將領
[00:04:54.000 --> 00:04:57.000]  去到外面同以連戰
[00:04:57.000 --> 00:04:58.000]  但係好得意
[00:04:58.000 --> 00:05:00.000]  呢個 即係打多年啦
[00:05:00.000 --> 00:05:01.000]  佢咁講喎
[00:05:01.000 --> 00:05:03.000]  佢話當佢哋打仗嘅時候
[00:05:03.000 --> 00:05:06.000]  大衛仲喺邊呀
[00:05:06.000 --> 00:05:08.000]  耶路撒冷
[00:05:08.000 --> 00:05:10.000]  耶路撒冷
[00:05:10.000 --> 00:05:11.000]  係呀 大家都好啱呀
[00:05:11.000 --> 00:05:12.000]  好 我哋今日呢
[00:05:12.000 --> 00:05:14.000]  就從大衛呢
[00:05:14.000 --> 00:05:16.000]  呢個嘅經歷犯罪
[00:05:16.000 --> 00:05:19.000]  成為我哋嘅借鑑同埋警告提醒
[00:05:19.000 --> 00:05:22.000]  今日你估下我為你準備咗幾點
[00:05:22.000 --> 00:05:25.000]  八點
[00:05:25.000 --> 00:05:26.000]  今日特別啲呀
[00:05:26.000 --> 00:05:28.000]  今日有五點
[00:05:28.000 --> 00:05:30.000]  五點
[00:05:30.000 --> 00:05:31.000]  開唔開心呀
[00:05:31.000 --> 00:05:32.000]  開唔開心
[00:05:32.000 --> 00:05:34.000]  好呀 咁我同隔離都講
[00:05:34.000 --> 00:05:39.000]  開開心心聽啦喎
[00:05:39.000 --> 00:05:41.000]  好啦 願上帝嘅說話觸動我哋呀
[00:05:41.000 --> 00:05:42.000]  第一點
[00:05:42.000 --> 00:05:43.000]  立刻我哋學習緊
[00:05:43.000 --> 00:05:45.000]  切勿乜嘢呀
[00:05:45.000 --> 00:05:47.000]  我哋讀一讀十一章禮節好嗎
[00:05:47.000 --> 00:05:48.000]  一二三
[00:05:48.000 --> 00:05:50.000]  一日太陽平西
[00:05:50.000 --> 00:05:52.000]  大衛從蒼上起落
[00:05:52.000 --> 00:05:55.000]  再和本聖經並相遊行
[00:05:55.000 --> 00:05:57.000]  旁邊的我每日無用
[00:05:57.000 --> 00:06:00.000]  容我心氣
[00:06:00.000 --> 00:06:02.000]  一日 佢話都一年啦
[00:06:02.000 --> 00:06:03.000]  打緊仗呀
[00:06:03.000 --> 00:06:05.000]  一日太陽平西
[00:06:05.000 --> 00:06:07.000]  真係下午得唔得呀
[00:06:07.000 --> 00:06:08.000]  下午
[00:06:08.000 --> 00:06:10.000]  大衛啱啱咩事呀
[00:06:10.000 --> 00:06:12.000]  起身
[00:06:12.000 --> 00:06:13.000]  起身呀
[00:06:13.000 --> 00:06:15.000]  你今日幾點起身呀
[00:06:15.000 --> 00:06:17.000]  十幾點
[00:06:17.000 --> 00:06:18.000]  係喇
[00:06:18.000 --> 00:06:19.000]  你同隔離都講
[00:06:19.000 --> 00:06:20.000]  你起身得早
[00:06:20.000 --> 00:06:23.000]  好好呀
[00:06:23.000 --> 00:06:24.000]  點解呀
[00:06:24.000 --> 00:06:26.000]  大衛人哋打緊仗
[00:06:26.000 --> 00:06:27.000]  佢晏晝先起身
[00:06:27.000 --> 00:06:28.000]  唔單止晏晝先起身
[00:06:28.000 --> 00:06:29.000]  仲喺山
[00:06:29.000 --> 00:06:32.000]  即係喺個屋頂上面遊行呀
[00:06:32.000 --> 00:06:34.000]  浮游緊呀
[00:06:34.000 --> 00:06:36.000]  屏頂上周圍望
[00:06:36.000 --> 00:06:39.000]  就望到一個婦人玉玉
[00:06:39.000 --> 00:06:40.000]  羊毛沉起
[00:06:40.000 --> 00:06:41.000]  點解呀
[00:06:41.000 --> 00:06:42.000]  因為當時
[00:06:42.000 --> 00:06:44.000]  啲將領都住喺皇宮附近呀
[00:06:44.000 --> 00:06:47.000]  咁可能佢就真係
[00:06:47.000 --> 00:06:49.000]  匿埋咗沖涼
[00:06:49.000 --> 00:06:50.000]  或者係某個位
[00:06:50.000 --> 00:06:51.000]  不過大衛好高呀嘛
[00:06:51.000 --> 00:06:52.000]  皇宮就望落去
[00:06:52.000 --> 00:06:53.000]  望到嘢
[00:06:53.000 --> 00:06:54.000]  第一樣
[00:06:54.000 --> 00:06:55.000]  我哋今日要學習係咩呢
[00:06:55.000 --> 00:06:59.000]  就係唔好由手號行
[00:06:59.000 --> 00:07:01.000]  唔好周圍望呀
[00:07:01.000 --> 00:07:02.000]  我哋同隔離佢講聲
[00:07:02.000 --> 00:07:08.000]  唔好由手號行呀
[00:07:08.000 --> 00:07:11.000]  因為我哋生活要平衡呀
[00:07:11.000 --> 00:07:12.000]  我哋要有休息等等
[00:07:12.000 --> 00:07:14.000]  不過唔好太多時間
[00:07:14.000 --> 00:07:16.000]  由手號行唔知做乜
[00:07:16.000 --> 00:07:17.000]  我哋一日就講人是非呀
[00:07:17.000 --> 00:07:19.000]  可能一日就狂買嘢
[00:07:19.000 --> 00:07:21.000]  一日就唔知做啲乜嘢
[00:07:21.000 --> 00:07:22.000]  但係由手號行
[00:07:22.000 --> 00:07:23.000]  周圍望有兩個層次
[00:07:23.000 --> 00:07:24.000]  第一
[00:07:24.000 --> 00:07:27.000]  真係時間太多
[00:07:27.000 --> 00:07:29.000]  第二呢
[00:07:29.000 --> 00:07:30.000]  就係唔係時間好多
[00:07:30.000 --> 00:07:32.000]  不過我哋嘅心靈由手號行
[00:07:32.000 --> 00:07:35.000]  發揮唔到我哋應該做嘅嘢
[00:07:35.000 --> 00:07:37.000]  所以就周圍去搞
[00:07:37.000 --> 00:07:39.000]  我哋嘅眼目就發生咗
[00:07:39.000 --> 00:07:41.000]  放縱情慾呀
[00:07:41.000 --> 00:07:43.000]  我哋都知㗎
[00:07:43.000 --> 00:07:44.000]  我哋牧養咗咁多年
[00:07:44.000 --> 00:07:46.000]  或者我哋信咗主
[00:07:46.000 --> 00:07:47.000]  我哋識咗信主嘅
[00:07:47.000 --> 00:07:48.000]  未信主嘅
[00:07:48.000 --> 00:07:49.000]  我哋個個去都見到
[00:07:49.000 --> 00:07:50.000]  或者我哋周圍朋友都有㗎
[00:07:50.000 --> 00:07:51.000]  有啲見到呢
[00:07:51.000 --> 00:07:53.000]  有啲嘅朋友
[00:07:53.000 --> 00:07:56.000]  佢鍾意狂買嘢喎
[00:07:56.000 --> 00:07:58.000]  得閒得濟呀
[00:07:58.000 --> 00:08:00.000]  佢買人一對鞋又一對
[00:08:00.000 --> 00:08:01.000]  買人一個袋一個袋
[00:08:01.000 --> 00:08:02.000]  鞋唔單止有五對
[00:08:02.000 --> 00:08:03.000]  唔單止十對
[00:08:03.000 --> 00:08:04.000]  二十對
[00:08:04.000 --> 00:08:05.000]  三十對
[00:08:05.000 --> 00:08:06.000]  五十對
[00:08:06.000 --> 00:08:07.000]  我識過有啲人呢
[00:08:07.000 --> 00:08:09.000]  啲鞋真係幾十對㗎
[00:08:09.000 --> 00:08:10.000]  你有冇呢
[00:08:10.000 --> 00:08:12.000]  屋企有鞋有幾十對㗎
[00:08:12.000 --> 00:08:15.000]  唔好舉手呀
[00:08:15.000 --> 00:08:17.000]  有時呢我哋見到呀
[00:08:17.000 --> 00:08:19.000]  有啲呢佢去賭呀
[00:08:19.000 --> 00:08:21.000]  唔係佢需要錢
[00:08:21.000 --> 00:08:22.000]  佢太得閒
[00:08:22.000 --> 00:08:24.000]  但我哋見到有啲嘅廚師
[00:08:24.000 --> 00:08:25.000]  落場嘅時候
[00:08:25.000 --> 00:08:27.000]  唔知做啲乜嘢好
[00:08:27.000 --> 00:08:28.000]  有啲人做生意
[00:08:28.000 --> 00:08:29.000]  短短有兩個鐘啫
[00:08:29.000 --> 00:08:31.000]  唔需要見客
[00:08:31.000 --> 00:08:33.000]  我都認識呀
[00:08:33.000 --> 00:08:34.000]  佢就以往呀
[00:08:34.000 --> 00:08:35.000]  即係唔喺疫情呀
[00:08:35.000 --> 00:08:36.000]  疫情前
[00:08:36.000 --> 00:08:37.000]  佢就坐船
[00:08:37.000 --> 00:08:40.000]  坐直升機去澳門賭番手
[00:08:40.000 --> 00:08:43.000]  兩個鐘頭來回賭半個鐘㗎啫
[00:08:43.000 --> 00:08:45.000]  咁樣搞下搞下
[00:08:45.000 --> 00:08:49.000]  輸咗二百萬二百萬幾百萬計呀
[00:08:49.000 --> 00:08:51.000]  有啲婚外情都係呀
[00:08:51.000 --> 00:08:54.000]  佢可能本屋企關係都唔好
[00:08:54.000 --> 00:08:57.000]  嘩佢開始啲時間多
[00:08:57.000 --> 00:09:00.000]  搵番以前拍過拖嗰啲
[00:09:00.000 --> 00:09:04.000]  新嘅同事有時出差危險呀
[00:09:04.000 --> 00:09:06.000]  放下咗應該做
[00:09:06.000 --> 00:09:08.000]  但我哋應該放工
[00:09:08.000 --> 00:09:10.000]  班員教會服事
[00:09:10.000 --> 00:09:12.000]  應該係要會先啱嘅
[00:09:12.000 --> 00:09:14.000]  因為發揮咗你發揮嘅嘢
[00:09:14.000 --> 00:09:15.000]  如果唔係你發現
[00:09:15.000 --> 00:09:16.000]  嘩仲好多精力
[00:09:16.000 --> 00:09:17.000]  小心呀
[00:09:17.000 --> 00:09:19.000]  甚至我哋退休都係喎
[00:09:19.000 --> 00:09:22.000]  唔係等於退休我哋就由手可行
[00:09:22.000 --> 00:09:23.000]  我哋可以關心人
[00:09:23.000 --> 00:09:24.000]  可以禱告
[00:09:24.000 --> 00:09:25.000]  我唔知大家知唔知呀
[00:09:25.000 --> 00:09:26.000]  英文呀
[00:09:26.000 --> 00:09:28.000]  我哋嘅職業
[00:09:28.000 --> 00:09:30.000]  英文好多時候用係咩呢
[00:09:30.000 --> 00:09:32.000]  vocation
[00:09:32.000 --> 00:09:35.000]  其實佢唔係單只講個職業
[00:09:35.000 --> 00:09:36.000]  vocation係講咩呀
[00:09:36.000 --> 00:09:38.000]  係神聖嘅照明
[00:09:38.000 --> 00:09:39.000]  係使命
[00:09:39.000 --> 00:09:42.000]  我哋一生都應該有
[00:09:42.000 --> 00:09:44.000]  所以第一樣嘢我哋要小心呀
[00:09:44.000 --> 00:09:45.000]  唔好周圍望
[00:09:45.000 --> 00:09:47.000]  我哋要有目標
[00:09:47.000 --> 00:09:49.000]  控制下眼球
[00:09:49.000 --> 00:09:53.000]  否則距離失腳不宜
[00:09:53.000 --> 00:09:54.000]  不如我哋望一望
[00:09:54.000 --> 00:09:58.000]  隔離嘅攝影師唔會有隻眼
[00:09:58.000 --> 00:09:59.000]  你同佢講
[00:09:59.000 --> 00:10:03.000]  小心隻眼呀
[00:10:03.000 --> 00:10:05.000]  第一步我哋要知道呀
[00:10:05.000 --> 00:10:06.000]  小心呀
[00:10:06.000 --> 00:10:07.000]  我哋要有目標
[00:10:07.000 --> 00:10:08.000]  有時間控制
[00:10:08.000 --> 00:10:10.000]  跟住我哋知道大衛沒有
[00:10:10.000 --> 00:10:12.000]  正經咁講
[00:10:12.000 --> 00:10:13.000]  喺約翰一書
[00:10:13.000 --> 00:10:17.000]  我哋唔好愛世界同世界上嘅事
[00:10:17.000 --> 00:10:18.000]  人若愛世界
[00:10:18.000 --> 00:10:21.000]  愛父嘅心就不在佢裏面
[00:10:21.000 --> 00:10:24.000]  因為世界上嘅事就係肉體嘅情慾
[00:10:24.000 --> 00:10:26.000]  眼目嘅咩呀
[00:10:26.000 --> 00:10:28.000]  放縱
[00:10:28.000 --> 00:10:29.000]  情慾
[00:10:29.000 --> 00:10:32.000]  今生嘅驕傲我哋小心
[00:10:32.000 --> 00:10:35.000]  跟住大衛就去到第二步啦
[00:10:35.000 --> 00:10:38.000]  唔單止佢由手好行周圍望呀
[00:10:38.000 --> 00:10:41.000]  跟住我哋見下第三到第六節
[00:10:41.000 --> 00:10:42.000]  發生咩事
[00:10:42.000 --> 00:10:43.000]  我哋一齊到嘛
[00:10:43.000 --> 00:10:44.000]  一二三
[00:10:44.000 --> 00:10:48.000]  大衛就差人打聽嗰婦人是誰
[00:10:48.000 --> 00:10:49.000]  有人說
[00:10:49.000 --> 00:10:51.000]  她是二年的女兒
[00:10:51.000 --> 00:10:54.000]  她是烏里亞的妻子
[00:10:54.000 --> 00:10:55.000]  大衛他人去
[00:10:55.000 --> 00:10:57.000]  將婦人接落
[00:10:57.000 --> 00:11:00.000]  那是她的月經才得見證
[00:11:00.000 --> 00:11:01.000]  她來了
[00:11:01.000 --> 00:11:03.000]  大衛與她同房
[00:11:03.000 --> 00:11:05.000]  她到回家未了
[00:11:05.000 --> 00:11:07.000]  於是她懷念人
[00:11:07.000 --> 00:11:09.000]  大衛人去告訴大衛說
[00:11:09.000 --> 00:11:11.000]  我懷念人
[00:11:11.000 --> 00:11:13.000]  大衛他人到約翰那裏說
[00:11:13.000 --> 00:11:15.000]  你打發黑人
[00:11:15.000 --> 00:11:17.000]  烏里亞當我者論號
[00:11:17.000 --> 00:11:18.000]  約翰上架法
[00:11:18.000 --> 00:11:22.000]  烏里亞去見大衛
[00:11:22.000 --> 00:11:24.000]  大家唔知有冇留意到
[00:11:24.000 --> 00:11:27.000]  呢度有乜嘢嘅動詞
[00:11:27.000 --> 00:11:33.000]  成日重複出現㗎
[00:11:33.000 --> 00:11:38.000]  講嚟聽下
[00:11:38.000 --> 00:11:39.000]  係呀
[00:11:39.000 --> 00:11:42.000]  打發差人
[00:11:42.000 --> 00:11:44.000]  冇錯講得啱呀
[00:11:44.000 --> 00:11:48.000]  我哋見到大衛真係唔單止周圍望
[00:11:48.000 --> 00:11:51.000]  又話佢仲出動出擊
[00:11:51.000 --> 00:11:52.000]  總共幾多次呀
[00:11:52.000 --> 00:11:56.000]  我哋數下
[00:11:56.000 --> 00:12:00.000]  總共黃色嘅
[00:12:00.000 --> 00:12:02.000]  六次呀
[00:12:02.000 --> 00:12:04.000]  差人出去
[00:12:04.000 --> 00:12:07.000]  跟住烏里亞就懷咗人
[00:12:07.000 --> 00:12:09.000]  呢度直接講
[00:12:09.000 --> 00:12:13.000]  佢入宮之前
[00:12:13.000 --> 00:12:17.000]  烏里亞妻子
[00:12:17.000 --> 00:12:23.000]  佢啱啱月經先至乜嘢呀
[00:12:23.000 --> 00:12:24.000]  係呀
[00:12:24.000 --> 00:12:25.000]  所以佢冇BB㗎
[00:12:25.000 --> 00:12:27.000]  所以同大衛同房之後
[00:12:27.000 --> 00:12:29.000]  佢就懷咗人
[00:12:29.000 --> 00:12:30.000]  我哋見到
[00:12:30.000 --> 00:12:32.000]  呢個字其實同嗰個字
[00:12:32.000 --> 00:12:33.000]  差人出去
[00:12:33.000 --> 00:12:34.000]  打發
[00:12:34.000 --> 00:12:36.000]  希伯羅文同個字叫沙拉
[00:12:36.000 --> 00:12:38.000]  都係sense
[00:12:38.000 --> 00:12:39.000]  主動呀
[00:12:39.000 --> 00:12:40.000]  佢唔單止睇
[00:12:40.000 --> 00:12:41.000]  仲係action
[00:12:41.000 --> 00:12:42.000]  action
[00:12:42.000 --> 00:12:43.000]  action
[00:12:43.000 --> 00:12:45.000]  呢度唔係拍緊戲呀
[00:12:45.000 --> 00:12:47.000]  佢真係有行動
[00:12:47.000 --> 00:12:49.000]  佢又打發人出去
[00:12:49.000 --> 00:12:50.000]  好危險
[00:12:50.000 --> 00:12:51.000]  我哋都知呀
[00:12:51.000 --> 00:12:53.000]  我哋第二個要小心
[00:12:53.000 --> 00:12:57.000]  從周圍望去到採取行動
[00:12:57.000 --> 00:13:00.000]  又去到第二個層次
[00:13:00.000 --> 00:13:02.000]  當我哋知道
[00:13:02.000 --> 00:13:04.000]  我哋見到啲嘢好想買
[00:13:04.000 --> 00:13:06.000]  去到真係去買
[00:13:06.000 --> 00:13:08.000]  買完之後再買
[00:13:08.000 --> 00:13:09.000]  再買
[00:13:09.000 --> 00:13:11.000]  第二個層次
[00:13:11.000 --> 00:13:14.000]  我哋要停喺第一個地方
[00:13:14.000 --> 00:13:16.000]  唔單止咁我賭
[00:13:16.000 --> 00:13:18.000]  賭完之後再賭
[00:13:18.000 --> 00:13:19.000]  再賭
[00:13:19.000 --> 00:13:20.000]  跟住再賭
[00:13:20.000 --> 00:13:22.000]  又係第二個層次
[00:13:22.000 --> 00:13:25.000]  又或者我哋有婚外情
[00:13:25.000 --> 00:13:27.000]  本來我哋望下㗎啫
[00:13:27.000 --> 00:13:29.000]  點知進入咗去
[00:13:29.000 --> 00:13:30.000]  再搵
[00:13:30.000 --> 00:13:32.000]  又第二個層次
[00:13:32.000 --> 00:13:35.000]  唔單止咁我喺呢度講
[00:13:35.000 --> 00:13:41.000]  大衛運用咗神同人民畀佢個權
[00:13:41.000 --> 00:13:43.000]  佢本來冇權可以叫人哋
[00:13:43.000 --> 00:13:46.000]  佢冇權可以差遣養額
[00:13:46.000 --> 00:13:48.000]  呢個權唔係佢應該有
[00:13:48.000 --> 00:13:49.000]  但係佢攞咗
[00:13:49.000 --> 00:13:52.000]  嚟幫助佢犯罪
[00:13:52.000 --> 00:13:54.000]  危險呀
[00:13:54.000 --> 00:13:56.000]  佢以為呢個權係佢
[00:13:56.000 --> 00:13:58.000]  就好似我哋今日一樣要小心
[00:13:58.000 --> 00:14:00.000]  我哋都見到
[00:14:00.000 --> 00:14:01.000]  有啲情況呀
[00:14:01.000 --> 00:14:03.000]  上司同下屬
[00:14:03.000 --> 00:14:07.000]  董事同員工
[00:14:07.000 --> 00:14:10.000]  差人同嫌疑犯
[00:14:10.000 --> 00:14:13.000]  甚至目者同佢嘅羊
[00:14:13.000 --> 00:14:14.000]  小心呀
[00:14:14.000 --> 00:14:16.000]  呢個係上帝或者社會
[00:14:16.000 --> 00:14:20.000]  賦予我哋信託呢一個嘅責任
[00:14:20.000 --> 00:14:24.000]  我哋唔可以冷容
[00:14:24.000 --> 00:14:25.000]  又或者咁講
[00:14:25.000 --> 00:14:27.000]  我哋今日都好多嘅幫手
[00:14:27.000 --> 00:14:28.000]  幫我哋犯罪
[00:14:28.000 --> 00:14:30.000]  我哋嘅信用卡
[00:14:30.000 --> 00:14:33.000]  簽完可以再簽
[00:14:33.000 --> 00:14:36.000]  申請完一張可以多一張
[00:14:36.000 --> 00:14:39.000]  又或者我哋時間唔好運用
[00:14:39.000 --> 00:14:41.000]  成為我哋嘅幫助
[00:14:41.000 --> 00:14:44.000]  有啲嘅業主同佢嘅租客
[00:14:44.000 --> 00:14:47.000]  又喺度用呢一種嘅關係
[00:14:47.000 --> 00:14:48.000]  有呢
[00:14:48.000 --> 00:14:52.000]  唔應該有進入咗嘅危機陷阱
[00:14:52.000 --> 00:14:54.000]  呢個我哋要學習呀
[00:14:54.000 --> 00:14:56.000]  我哋要搵人幫啦
[00:14:56.000 --> 00:14:58.000]  如果我哋去到呢個位
[00:14:58.000 --> 00:15:02.000]  搵人求救呀神呀教會呀家人呀朋友呀
[00:15:02.000 --> 00:15:05.000]  如果唔係我哋肯定一件事進入失腳
[00:15:05.000 --> 00:15:08.000]  就好似我哋喺一條船裏面
[00:15:08.000 --> 00:15:12.000]  個船已經穿咗窿滲緊水
[00:15:12.000 --> 00:15:14.000]  一定沉㗎
[00:15:14.000 --> 00:15:17.000]  唔可能有僥倖㗎
[00:15:17.000 --> 00:15:19.000]  好似搭地好玩
[00:15:19.000 --> 00:15:21.000]  我哋唔眼佢會滑倒㗎
[00:15:21.000 --> 00:15:23.000]  一係就deep change
[00:15:23.000 --> 00:15:27.000]  一係必然就slow down
