
[00:00:00.000 --> 00:00:04.000]  領子妹們平安,我們先一起祈禱
[00:02:24.000 --> 00:02:26.000]  也有些危險
[00:02:26.000 --> 00:02:29.000]  就好像古代的以色列人
[00:02:29.000 --> 00:02:33.000]  他們以為自己是阿伯拉罕的後裔
[00:02:33.000 --> 00:02:35.000]  是上帝的子民
[00:02:35.000 --> 00:02:39.000]  還有聖殿,上了聖殿在他們那裡
[00:02:39.000 --> 00:02:42.000]  那你說,不怕犯罪
[00:02:42.000 --> 00:02:45.000]  犯了罪,上帝也會保守他們
[00:02:45.000 --> 00:02:49.000]  國家是不至於被毀滅的
[00:02:49.000 --> 00:02:53.000]  但是歷史事實是怎樣呢?
[00:02:53.000 --> 00:02:56.000]  上帝是有恩典憐憫
[00:02:56.000 --> 00:02:59.000]  不輕易發怒
[00:02:59.000 --> 00:03:02.000]  但是他也是嚴厲的
[00:03:02.000 --> 00:03:06.000]  上帝很嚴厲地管教他的子民
[00:03:06.000 --> 00:03:08.000]  以色列人
[00:03:08.000 --> 00:03:10.000]  結果,很多人
[00:03:10.000 --> 00:03:13.000]  以色列人就在戰爭中死去
[00:03:13.000 --> 00:03:16.000]  沒有在戰爭中死去的猶太人
[00:03:16.000 --> 00:03:18.000]  最後都要嘗到
[00:03:18.000 --> 00:03:20.000]  國破家亡
[00:03:20.000 --> 00:03:22.000]  被強迫移民
[00:03:22.000 --> 00:03:26.000]  去到其他地方生活的痛苦
[00:03:26.000 --> 00:03:31.000]  故此我們雖然是上帝的子民
[00:03:31.000 --> 00:03:35.000]  我們也要活出聖潔的行為才好
[00:03:35.000 --> 00:03:39.000]  正如一章十七節所說
[00:03:39.000 --> 00:03:43.000]  既然你們稱那不偏待人
[00:03:43.000 --> 00:03:48.000]  按各人行為審判人的主為父
[00:03:48.000 --> 00:03:51.000]  就當全敬畏的心
[00:03:51.000 --> 00:03:56.000]  到你們在世寄居的日子
[00:03:56.000 --> 00:03:58.000]  基督徒不能夠
[00:03:58.000 --> 00:04:01.000]  單單有心裡相信,口裡承認
[00:04:01.000 --> 00:04:06.000]  那只是信仰人們的第一步
[00:04:06.000 --> 00:04:10.000]  當我們仍然活在世上的時候
[00:04:10.000 --> 00:04:15.000]  我們要活出和我們身份相配的行為
[00:04:15.000 --> 00:04:19.000]  正如我們有一位澳洲美女
[00:04:19.000 --> 00:04:22.000]  她認識了丹麥的王子
[00:04:22.000 --> 00:04:27.000]  她願意嫁入丹麥的皇室
[00:04:27.000 --> 00:04:31.000]  成為了Princess Mary 瑪麗王妃
[00:04:31.000 --> 00:04:34.000]  但是她嫁人之後
[00:04:34.000 --> 00:04:37.000]  她要放棄澳洲國籍
[00:04:37.000 --> 00:04:41.000]  成為丹麥的公民
[00:04:41.000 --> 00:04:44.000]  夠了沒有?還沒有
[00:04:44.000 --> 00:04:50.000]  她還要學丹麥的語言和皇家的禮節
[00:04:50.000 --> 00:04:54.000]  我們也同樣需要不斷學習
[00:04:54.000 --> 00:04:57.000]  和我們身份相稱的行為
[00:04:57.000 --> 00:05:01.000]  今天的經文再提到我們的身份
[00:05:01.000 --> 00:05:05.000]  特別是第九節,讓我們一起思想
[00:05:05.000 --> 00:05:11.000]  在二章四節,彼得鼓勵我們要親近主
[00:05:11.000 --> 00:05:15.000]  意思是我們要時時來到主的面前
[00:05:15.000 --> 00:05:18.000]  思想祂的教導,祂的犧牲
[00:05:18.000 --> 00:05:24.000]  祂的性情和祂所經歷過的苦難
[00:05:24.000 --> 00:05:28.000]  這是一個改變我們行為的方法
[00:05:28.000 --> 00:05:31.000]  或者叫「資源」都可以
[00:05:31.000 --> 00:05:35.000]  如果我們覺得自己沒有能力去活得聖潔
[00:05:35.000 --> 00:05:39.000]  我們就更加要親近主
[00:05:39.000 --> 00:05:42.000]  我們主耶穌不是一位死了的救主
[00:05:42.000 --> 00:05:47.000]  祂是一位活在天上,為我們禱告的救主
[00:05:47.000 --> 00:05:52.000]  祂還藉著聖靈與我們同在,幫助我們
[00:05:52.000 --> 00:05:57.000]  而主耶穌在世上所受的苦難
[00:05:57.000 --> 00:06:03.000]  也會鼓勵那些正在受苦的修信人
[00:06:03.000 --> 00:06:08.000]  記得當時的修信人是被羅馬人趕走
[00:06:08.000 --> 00:06:12.000]  強迫他們離開羅馬的嗎?
[00:06:12.000 --> 00:06:15.000]  彼得鼓勵他們要親近主
[00:06:15.000 --> 00:06:18.000]  想一想,主耶穌在世的時候
[00:06:18.000 --> 00:06:21.000]  都是被拒絕的
[00:06:21.000 --> 00:06:26.000]  還是被自己人,自己的同胞丟棄的
[00:06:26.000 --> 00:06:29.000]  但是主耶穌是被上主揀選
[00:06:29.000 --> 00:06:34.000]  完成上主計劃的那一位
[00:06:34.000 --> 00:06:39.000]  如果用石頭來做比喻的話
[00:06:39.000 --> 00:06:44.000]  主耶穌就是活石
[00:06:44.000 --> 00:06:47.000]  我們既然是主的門徒
[00:06:47.000 --> 00:06:50.000]  我們也成為了石頭,但不是普通磚頭
[00:06:50.000 --> 00:06:54.000]  而是像主一樣活的石頭
[00:06:54.000 --> 00:06:56.000]  彼得用石頭做比喻
[00:06:56.000 --> 00:07:01.000]  表明上主的計劃是要建造聖殿
[00:07:01.000 --> 00:07:05.000]  主耶穌是第一塊石頭
[00:07:05.000 --> 00:07:10.000]  因此也被稱為「防角石」
[00:07:10.000 --> 00:07:19.000]  如果我們見過有人在一塊牆上砌磁磚
[00:07:19.000 --> 00:07:22.000]  我們就會明白,他第一塊磁磚
[00:07:22.000 --> 00:07:25.000]  是不會放在中間的
[00:07:25.000 --> 00:07:32.000]  他是用磁磚的角角
[00:07:32.000 --> 00:07:35.000]  一定是由那裡開始放的
[00:07:35.000 --> 00:07:37.000]  由那裡做為一個基準
[00:07:37.000 --> 00:07:40.000]  然後向兩邊砌出去
[00:07:40.000 --> 00:07:45.000]  才會砌得完整的一塊磚牆
[00:07:45.000 --> 00:07:49.000]  建屋的道理,建屋的道理也是一樣
[00:07:49.000 --> 00:07:54.000]  第一塊石頭作為標準是很重要的
[00:07:54.000 --> 00:08:00.000]  而那塊石頭一定是從角角開始的
[00:08:00.000 --> 00:08:06.000]  主耶穌雖然被世上的建屋像人所丟棄
[00:08:06.000 --> 00:08:10.000]  卻成為了上主揀選作為「防角石」
[00:08:10.000 --> 00:08:12.000]  即是第一塊石頭
[00:08:12.000 --> 00:08:17.000]  來建造成上帝的屬靈聖殿
[00:08:17.000 --> 00:08:20.000]  不是一座普通的建築物
[00:08:20.000 --> 00:08:23.000]  不是一座看得見的聖殿
[00:08:23.000 --> 00:08:26.000]  而是聖靈住在裡面的聖殿
[00:08:26.000 --> 00:08:29.000]  其實就是教會
[00:08:29.000 --> 00:08:32.000]  第一座看得見的聖殿
[00:08:32.000 --> 00:08:36.000]  是大衛王的兒子所羅門王所建
[00:08:36.000 --> 00:08:39.000]  但是在巴比倫入侵的時候
[00:08:39.000 --> 00:08:41.000]  就被燒毀了
[00:08:41.000 --> 00:08:44.000]  這大概是主前586年
[00:08:44.000 --> 00:08:49.000]  後來以色列人在波斯帝國的時期
[00:08:49.000 --> 00:08:52.000]  因為他們被准許回到耶路撒冷
[00:08:52.000 --> 00:08:55.000]  他們就重建了聖殿
[00:08:55.000 --> 00:08:58.000]  被稱為第二聖殿
[00:08:58.000 --> 00:09:00.000]  他們重建的時候
[00:09:00.000 --> 00:09:03.000]  這座聖殿是普普通通的
[00:09:03.000 --> 00:09:05.000]  但是在耶穌在世的時代
[00:09:05.000 --> 00:09:07.000]  這個第二聖殿
[00:09:07.000 --> 00:09:10.000]  就被希律王收造得很漂亮
[00:09:10.000 --> 00:09:14.000]  我看一幅圖片
[00:09:14.000 --> 00:09:16.000]  但是這座聖殿
[00:09:16.000 --> 00:09:21.000]  在主後70年被羅馬的提多將軍燒毀了
[00:09:21.000 --> 00:09:25.000]  現在蓄立在耶路撒冷聖殿山上的
[00:09:25.000 --> 00:09:29.000]  它是一座清真寺
[00:09:29.000 --> 00:09:31.000]  有些猶太教的人相信
[00:09:31.000 --> 00:09:33.000]  將來會有第三座聖殿
[00:09:33.000 --> 00:09:37.000]  在聖殿山上重建
[00:09:37.000 --> 00:09:39.000]  猶太教的信徒不相信耶穌
[00:09:39.000 --> 00:09:44.000]  因此他們對第三座聖殿有些誤解
[00:09:44.000 --> 00:09:47.000]  但是我們信耶穌的人要知道
[00:09:47.000 --> 00:09:51.000]  第三座聖殿其實就是教會
[00:09:51.000 --> 00:09:54.000]  主耶穌很清楚地說過
[00:09:54.000 --> 00:09:56.000]  在約翰福音
[00:09:56.000 --> 00:10:00.000]  第二章19節、21節和22節
[00:10:00.000 --> 00:10:03.000]  祂說:你們拆毀這座聖殿
[00:10:03.000 --> 00:10:07.000]  我三天內要把它重建
[00:10:07.000 --> 00:10:11.000]  但耶穌所說的「殿」是指祂的身體
[00:10:11.000 --> 00:10:14.000]  所以祂從死人中復活以後
[00:10:14.000 --> 00:10:18.000]  門徒想起祂曾說過這事
[00:10:18.000 --> 00:10:24.000]  就信了聖經和耶穌所說的話
[00:10:24.000 --> 00:10:27.000]  被說信徒都是活石
[00:10:27.000 --> 00:10:30.000]  被建造成靈宮
[00:10:30.000 --> 00:10:31.000]  所以我相信
[00:10:31.000 --> 00:10:35.000]  在舊約以西結先之書所看到的聖殿的異象
[00:10:35.000 --> 00:10:38.000]  其實是指教會
[00:10:38.000 --> 00:10:42.000]  耶穌基督的教會就是聖殿
[00:10:42.000 --> 00:10:45.000]  耶穌基督就是聖殿的殿基人
[00:10:45.000 --> 00:10:49.000]  我們每個信徒都像一塊活石
[00:10:49.000 --> 00:10:52.000]  要彼此同心合意
[00:10:52.000 --> 00:10:55.000]  奉獻那些財干和財富
[00:10:55.000 --> 00:11:00.000]  來一起建造這座屬靈的聖殿
[00:11:00.000 --> 00:11:03.000]  在二章6至8節
[00:11:03.000 --> 00:11:08.000]  彼得引用舊約經文證明他的論點
[00:11:08.000 --> 00:11:10.000]  我們現在看第9節
[00:11:10.000 --> 00:11:13.000]  在這裡他指出信徒的身份
[00:11:13.000 --> 00:11:19.000]  也完成了上帝在舊約中顯示的旨意
[00:11:19.000 --> 00:11:20.000]  我讀一讀
[00:11:20.000 --> 00:11:23.000]  「不過你們是被揀選的一族
[00:11:23.000 --> 00:11:25.000]  是君尊的祭司
[00:11:25.000 --> 00:11:27.000]  是神聖的角度
[00:11:27.000 --> 00:11:30.000]  是屬上帝的子民
[00:11:30.000 --> 00:11:33.000]  要使你們宣揚
[00:11:33.000 --> 00:11:35.000]  那召你們出黑暗
[00:11:35.000 --> 00:11:38.000]  入奇妙光明者的美德」
[00:11:38.000 --> 00:11:41.000]  這裡有三個形容詞
[00:11:41.000 --> 00:11:45.000]  描述我們這群上帝新子民的身份
[00:11:45.000 --> 00:11:48.000]  我們知道上帝在舊約時期
[00:11:48.000 --> 00:11:51.000]  是揀選了阿伯拉罕
[00:11:51.000 --> 00:11:55.000]  使他成為以色列人的祖先
[00:11:55.000 --> 00:11:58.000]  阿伯拉罕本來是亞男人
[00:11:58.000 --> 00:12:01.000]  住在今日伊拉克的地區
[00:12:01.000 --> 00:12:04.000]  上帝選擇了他
[00:12:04.000 --> 00:12:07.000]  叫他離開伊拉克
[00:12:07.000 --> 00:12:10.000]  而另成一族
[00:12:10.000 --> 00:12:13.000]  後來阿伯拉罕的曾孫
[00:12:13.000 --> 00:12:16.000]  約瑟去了埃及
[00:12:16.000 --> 00:12:17.000]  做了宰相
[00:12:17.000 --> 00:12:21.000]  接了他父親瓦割全家的人
[00:12:21.000 --> 00:12:22.000]  去埃及
[00:12:22.000 --> 00:12:24.000]  從此以後
[00:12:24.000 --> 00:12:28.000]  阿伯拉罕的子孫就不斷的增長
[00:12:28.000 --> 00:12:32.000]  直到摩西奉上帝的委派
[00:12:32.000 --> 00:12:36.000]  要帶領他們離開埃及
[00:12:36.000 --> 00:12:39.000]  當以色列人離開埃及之後
[00:12:39.000 --> 00:12:41.000]  去到西賴山
[00:12:41.000 --> 00:12:44.000]  上帝與他們立約的時候
[00:12:44.000 --> 00:12:46.000]  是這樣對他們說的
[00:12:46.000 --> 00:12:50.000]  如今你們若真的聽從我的話
[00:12:50.000 --> 00:12:53.000]  遵守我的約
[00:12:53.000 --> 00:12:58.000]  就要在萬民中屬我的子民
[00:12:58.000 --> 00:13:00.000]  因為全地都是我的
[00:13:00.000 --> 00:13:04.000]  你們要歸我作祭司的角度
[00:13:04.000 --> 00:13:07.000]  為神聖的國民
[00:13:07.000 --> 00:13:09.000]  這個立約事件
[00:13:09.000 --> 00:13:12.000]  記載在出埃及記十九章五至六節
[00:13:12.000 --> 00:13:15.000]  其中有三個應用詞
[00:13:15.000 --> 00:13:20.000]  應用在比前二章九節
[00:13:20.000 --> 00:13:24.000]  屬我子民祭司的角度神聖的國民
[00:13:24.000 --> 00:13:27.000]  以色列人雖然在西賴山的時候
[00:13:27.000 --> 00:13:29.000]  與上帝立了約
[00:13:29.000 --> 00:13:32.000]  但後來的以色列人失敗了
[00:13:32.000 --> 00:13:37.000]  他們沒有遵行祖先與上帝所立的約
[00:13:37.000 --> 00:13:40.000]  結果就亡過
[00:13:40.000 --> 00:13:43.000]  但上帝的計劃是不會失敗的
[00:13:43.000 --> 00:13:47.000]  上帝使主耶穌成了肉身
[00:13:47.000 --> 00:13:50.000]  來到世上,為世人死
[00:13:50.000 --> 00:13:53.000]  凡是信耶穌的人
[00:13:53.000 --> 00:13:57.000]  都成為了耶穌所立的新約的子民
[00:13:57.000 --> 00:14:00.000]  也都成為了神聖的國民
[00:14:00.000 --> 00:14:03.000]  就是天國的新子民
[00:14:03.000 --> 00:14:06.000]  原本上帝對以色列人的期望
[00:14:06.000 --> 00:14:11.000]  現在就歸到我們基督徒身上
[00:14:11.000 --> 00:14:15.000]  這裡提到我們是軍專的祭司
[00:14:15.000 --> 00:14:21.000]  新漢語譯本翻譯為軍王的祭司群體
[00:14:21.000 --> 00:14:25.000]  基督徒的軍王就是主耶穌基督
[00:14:25.000 --> 00:14:28.000]  耶穌就是天國的王
[00:14:28.000 --> 00:14:30.000]  祂現在已經是王了
[00:14:30.000 --> 00:14:33.000]  不用等祂再來的時候才做王
[00:14:33.000 --> 00:14:36.000]  因為主耶穌很清楚地說
[00:14:36.000 --> 00:14:40.000]  天上地下所有的權柄都賜給我了
[00:14:40.000 --> 00:14:43.000]  在《馬大福音》二十八章十八節
[00:14:43.000 --> 00:14:45.000]  大家想一想
[00:14:45.000 --> 00:14:48.000]  天上地下所有的權柄都已經賜給祂了
[00:14:48.000 --> 00:14:50.000]  那還不是王是什麼呢?
[00:14:50.000 --> 00:14:52.000]  當然祂是神,祂也是神
[00:14:52.000 --> 00:14:55.000]  但祂也是有王者的權柄
[00:14:55.000 --> 00:14:58.000]  所有的權柄都歸給祂
[00:14:58.000 --> 00:15:02.000]  我們是屬於軍王的祭司群體
[00:15:02.000 --> 00:15:05.000]  那祭司的工作是什麼呢?
[00:15:05.000 --> 00:15:07.000]  在古代的以色列人中
[00:15:07.000 --> 00:15:13.000]  祭司的工作就是人和上帝的中間人
[00:15:13.000 --> 00:15:19.000]  祂負責按著條例替人民獻祭給上帝
[00:15:19.000 --> 00:15:24.000]  也都把上帝的條例教導給人民
[00:15:24.000 --> 00:15:27.000]  不過今天已經沒有了獻祭的制度了
[00:15:27.000 --> 00:15:32.000]  因為主耶穌就是那個完全的祭物
[00:15:32.000 --> 00:15:35.000]  已經獻給了上帝
[00:15:35.000 --> 00:15:38.000]  我們無需再獻祭
[00:15:38.000 --> 00:15:40.000]  神聖的角度
[00:15:40.000 --> 00:15:44.000]  就是說不是世上的角度
[00:15:44.000 --> 00:15:48.000]  世上的角度是由那些政治家掌權的
[00:15:48.000 --> 00:15:51.000]  他們的行為並不神聖
[00:15:51.000 --> 00:15:55.000]  我們既然是上帝神聖角度的子民
[00:15:55.000 --> 00:15:58.000]  我們就要活得聖潔了
[00:15:58.000 --> 00:16:00.000]  並且所有基督徒
[00:16:00.000 --> 00:16:03.000]  其實都有一個重要的使命
[00:16:03.000 --> 00:16:06.000]  就是做上帝角度的大使
[00:16:06.000 --> 00:16:11.000]  要去宣揚上帝奇妙的作為
[00:16:11.000 --> 00:16:16.000]  因此我們是有責任宣揚福音
[00:16:16.000 --> 00:16:18.000]  正如第九節最後那句話
[00:16:18.000 --> 00:16:22.000]  「要使你們宣揚,照你們出黑暗」
[00:16:22.000 --> 00:16:25.000]  「入奇妙光明者的美德」
[00:16:25.000 --> 00:16:29.000]  那什麼是上帝奇妙的美德或作為呢?
[00:16:29.000 --> 00:16:33.000]  上帝的奇妙作為就是一章三次所說
[00:16:33.000 --> 00:16:35.000]  「由於他無限的仁慈」
[00:16:35.000 --> 00:16:39.000]  「藉著耶穌基督從死裡復活」
[00:16:39.000 --> 00:16:42.000]  「把聖的生命賜給我們」
[00:16:42.000 --> 00:16:45.000]  「使我們有活的盼望」
[00:16:45.000 --> 00:16:47.000]  聖的生命有什麼好處?
[00:16:47.000 --> 00:16:50.000]  如果我們有機會勸人信耶穌
[00:16:50.000 --> 00:16:54.000]  人家問你,信耶穌有什麼好呢?
[00:16:54.000 --> 00:16:56.000]  你會怎樣回答呢?
[00:16:56.000 --> 00:16:58.000]  我給大家一個建議
[00:16:58.000 --> 00:17:01.000]  新的生命會幫助我們
[00:17:01.000 --> 00:17:08.000]  在身、心、靈三方面都有好處
[00:17:08.000 --> 00:17:12.000]  身體方面,由於信了耶穌的人
[00:17:12.000 --> 00:17:14.000]  都是比較喜樂的
[00:17:14.000 --> 00:17:16.000]  都會比較健康長壽
[00:17:16.000 --> 00:17:21.000]  《甄賢十七章》二十二節所說
[00:17:21.000 --> 00:17:25.000]  「喜樂如良藥,使人健康」
[00:17:25.000 --> 00:17:29.000]  「喜樂如良藥,使人健康」
[00:17:29.000 --> 00:17:31.000]  比吃藥好,對不對?
[00:17:31.000 --> 00:17:34.000]  美國有人做了一個研究
[00:17:34.000 --> 00:17:37.000]  發現到經常去教會
[00:17:37.000 --> 00:17:39.000]  和經常祈禱的人
[00:17:39.000 --> 00:17:42.000]  都比較健康喜樂和長壽
[00:17:42.000 --> 00:17:46.000]  「心」就是指心理健康
[00:17:46.000 --> 00:17:48.000]  我們說了「心」會長壽
[00:17:48.000 --> 00:17:51.000]  但還有「心」,「心」就是指心理健康
[00:17:51.000 --> 00:17:55.000]  如果我們遵行聖經的教導做人
[00:17:55.000 --> 00:17:57.000]  我們不會時常記恨
[00:17:57.000 --> 00:17:59.000]  我們不會懷恨別人
[00:17:59.000 --> 00:18:02.000]  我們會饒恕得罪我們的人
[00:18:02.000 --> 00:18:05.000]  我們就會更加開心
[00:18:05.000 --> 00:18:07.000]  從前宗教信仰
[00:18:07.000 --> 00:18:10.000]  曾經被人認為是精神鴉片
[00:18:10.000 --> 00:18:15.000]  但近十幾二十年前
[00:18:15.000 --> 00:18:21.000]  正向心理學的發展
[00:18:21.000 --> 00:18:26.000]  已經肯定信仰是心理的良藥
[00:18:26.000 --> 00:18:28.000]  以前美國的心理學協會
[00:18:28.000 --> 00:18:33.000]  不允許會員向求助者說信仰
[00:18:33.000 --> 00:18:35.000]  現在他們改變了
[00:18:35.000 --> 00:18:37.000]  他們會問受助者
[00:18:37.000 --> 00:18:38.000]  你有沒有信仰?
[00:18:38.000 --> 00:18:39.000]  如果有的話
[00:18:39.000 --> 00:18:44.000]  很歡迎他們和牧師一起來討論
[00:18:44.000 --> 00:18:46.000]  最後是「靈」
[00:18:46.000 --> 00:18:48.000]  說了「心」,說了「心」
[00:18:48.000 --> 00:18:49.000]  現在說「靈」
[00:18:49.000 --> 00:18:52.000]  就是指我們靈魂的歸宿
[00:18:52.000 --> 00:18:55.000]  真正信耶穌的人
[00:18:55.000 --> 00:18:58.000]  無論何時離開世界
[00:18:58.000 --> 00:19:02.000]  都肯定可以去天堂
[00:19:02.000 --> 00:19:05.000]  這是我們信耶穌的人
[00:19:05.000 --> 00:19:09.000]  和其他宗教最大的差別
[00:19:09.000 --> 00:19:12.000]  其他宗教不能保證你
[00:19:12.000 --> 00:19:14.000]  你做了好人
[00:19:14.000 --> 00:19:15.000]  你做的好事多
[00:19:15.000 --> 00:19:17.000]  你一定可以去到天堂
[00:19:17.000 --> 00:19:19.000]  他們不能保證
[00:19:19.000 --> 00:19:23.000]  但耶穌基督向我們保證
[00:19:23.000 --> 00:19:25.000]  相信祂的人
[00:19:25.000 --> 00:19:29.000]  一定可以去到天堂
[00:19:29.000 --> 00:19:32.000]  這就是在天國裡
[00:19:32.000 --> 00:19:35.000]  有新生命的人所得的好處
[00:19:35.000 --> 00:19:37.000]  新的生命
[00:19:37.000 --> 00:19:40.000]  新心靈三方面都有好處
[00:19:40.000 --> 00:19:42.000]  還有活的盼望
[00:19:42.000 --> 00:19:45.000]  這些完全不是靠我們自己
[00:19:45.000 --> 00:19:46.000]  可以爭取得到的
[00:19:46.000 --> 00:19:50.000]  而是靠各位照我們出一按
[00:19:50.000 --> 00:19:52.000]  進入祂輝煌的光明
[00:19:52.000 --> 00:19:54.000]  是上帝給我們的
[00:19:54.000 --> 00:19:57.000]  我們已經進入天國的人
[00:19:57.000 --> 00:20:00.000]  有責任向其他人
[00:20:00.000 --> 00:20:03.000]  尤其是我們的親朋好友
[00:20:03.000 --> 00:20:06.000]  來宣揚這些事
[00:20:06.000 --> 00:20:09.000]  已經信諸於弟兄姊妹
[00:20:09.000 --> 00:20:12.000]  你有沒有活出聖潔的生活呢
[00:20:12.000 --> 00:20:15.000]  當我們向人傳福音的時候
[00:20:15.000 --> 00:20:17.000]  尤其是我們的親朋好友
[00:20:17.000 --> 00:20:20.000]  他們不會只是聽我們說什麼
[00:20:20.000 --> 00:20:26.000]  他們更加會留意我們的行事為人
[00:20:26.000 --> 00:20:30.000]  如果我們平日的行為一點都不聖潔
[00:20:30.000 --> 00:20:34.000]  那就很難幫助人信耶穌
[00:20:34.000 --> 00:20:39.000]  因此彼得提醒我們要活得聖潔
[00:20:39.000 --> 00:20:42.000]  不要效法世人那些惡毒詭詐
[00:20:42.000 --> 00:20:46.000]  假善嫉妒和一切毀謗的話
[00:20:46.000 --> 00:20:52.000]  彼得還教我們兩個方法活得聖潔
[00:20:52.000 --> 00:20:54.000]  第一就是上個星期說過
[00:20:54.000 --> 00:20:56.000]  我們要愛慕上帝的話語
[00:20:56.000 --> 00:20:59.000]  好像嬰兒喝無奶那樣
[00:20:59.000 --> 00:21:04.000]  這包括了我們要多讀經、參加茶經組
[00:21:04.000 --> 00:21:08.000]  去參加一些特別的講道聚會等等
[00:21:08.000 --> 00:21:12.000]  第二就是今天說的要親近主
[00:21:12.000 --> 00:21:16.000]  多思想主的一生和他的教導
[00:21:16.000 --> 00:21:19.000]  今年4月9日是復活節
[00:21:19.000 --> 00:21:23.000]  有些傳統教會在復活節前40天
[00:21:23.000 --> 00:21:30.000]  會鼓勵會有思想耶穌生平稱為四巡節或者大齋期
[00:21:30.000 --> 00:21:36.000]  或者我想在2月27日開始選一些經文
[00:21:36.000 --> 00:21:40.000]  給大家在這段時期去親近主
[00:21:40.000 --> 00:21:43.000]  我就會發放在聖馬太家的群組裡面
[00:21:43.000 --> 00:21:46.000]  如果有弟兄姊妹還未加入這個群組
[00:21:46.000 --> 00:21:49.000]  我鼓勵你要盡快加入
[00:21:49.000 --> 00:21:53.000]  請我們一起祈禱
[00:21:53.000 --> 00:21:54.000]  珍愛天父
[00:21:54.000 --> 00:21:58.000]  感謝你揀選了我們成為君王的祭司群體
[00:21:58.000 --> 00:22:01.000]  神聖角度的子民
[00:22:01.000 --> 00:22:05.000]  我們求聖靈幫助我們愛慕你的話
[00:22:05.000 --> 00:22:06.000]  事實上親近主
[00:22:06.000 --> 00:22:11.000]  也樂意向別人傳講主耶穌的美食
[00:22:11.000 --> 00:22:14.000]  奉耶穌基督的名祈禱
[00:22:14.000 --> 00:22:15.000]  阿們
