
[00:00:00.000 --> 00:00:04.000]  大概當你開始認識神的時候
[00:02:50.680 --> 00:02:52.680]  你未讀過書都可以用
[00:02:52.680 --> 00:02:54.680]  任何一個人任何的地方
[00:02:54.680 --> 00:02:56.680]  你都可以說我有疑惑
[00:02:56.680 --> 00:02:57.680]  你直接跟神說
[00:02:57.680 --> 00:02:59.680]  神我有疑惑
[00:02:59.680 --> 00:03:01.680]  我真的不知道你是真是假
[00:03:01.680 --> 00:03:02.680]  但我想經歷一下
[00:03:02.680 --> 00:03:04.680]  任何時候你都可以
[00:03:04.680 --> 00:03:06.680]  我相信神知道你有尋求的心
[00:03:06.680 --> 00:03:07.680]  祂一定向你顯現
[00:03:07.680 --> 00:03:09.680]  因為神希望向人顯現
[00:03:09.680 --> 00:03:11.680]  所以第一點很重要
[00:03:11.680 --> 00:03:14.680]  每一個人我相信在信仰不同的境界
[00:03:14.680 --> 00:03:17.680]  或者不同的stage都會有疑惑
[00:03:17.680 --> 00:03:18.680]  但你可以將你的疑惑
[00:03:18.680 --> 00:03:20.680]  直接帶到神那裡
[00:03:20.680 --> 00:03:21.680]  我們今天看看
[00:03:21.680 --> 00:03:24.680]  今天有一個人對神有疑惑
[00:03:24.680 --> 00:03:25.680]  我們看看
[00:03:25.680 --> 00:03:27.680]  他也是將他的疑惑帶到神面前
[00:03:27.680 --> 00:03:28.680]  我們看看這段經文
[00:03:28.680 --> 00:03:29.680]  這段經文記載在
[00:03:29.680 --> 00:03:32.680]  馬達福音的十一章一到三節
[00:03:32.680 --> 00:03:34.680]  一到三節
[00:03:34.680 --> 00:03:35.680]  不過這個人很特別
[00:03:35.680 --> 00:03:37.680]  就是沒有人想過他對神會有疑惑
[00:03:37.680 --> 00:03:39.680]  但偏偏是這個人對神有疑惑
[00:03:39.680 --> 00:03:41.680]  這裡是這樣說
[00:03:41.680 --> 00:03:44.680]  耶穌指示十二個門徒
[00:03:44.680 --> 00:03:45.680]  的話說完了
[00:03:45.680 --> 00:03:47.680]  就離開那地方
[00:03:47.680 --> 00:03:50.680]  繼續到附近各村鎮
[00:03:50.680 --> 00:03:52.680]  教導人和傳福音
[00:03:52.680 --> 00:03:56.680]  施洗者約翰在監獄裡聽見
[00:03:56.680 --> 00:03:58.680]  有關基督的工作
[00:03:58.680 --> 00:04:00.680]  就派他的門徒去見耶穌
[00:04:00.680 --> 00:04:01.680]  問他
[00:04:01.680 --> 00:04:04.680]  你就是約翰所說
[00:04:04.680 --> 00:04:07.680]  將要來臨的那一位
[00:04:07.680 --> 00:04:10.680]  或是我們還要等待另一位呢
[00:04:10.680 --> 00:04:12.680]  原文是沒有約翰的
[00:04:12.680 --> 00:04:13.680]  原文是說
[00:04:13.680 --> 00:04:14.680]  你就是那一位
[00:04:14.680 --> 00:04:16.680]  Are you the coming one?
[00:04:16.680 --> 00:04:18.680]  你就是要來的那一位
[00:04:18.680 --> 00:04:21.680]  或是我們還要等待另一位呢
[00:04:21.680 --> 00:04:22.680]  這裡很特別
[00:04:22.680 --> 00:04:23.680]  因為兩個星期前
[00:04:23.680 --> 00:04:25.680]  我記得和大家介紹過
[00:04:25.680 --> 00:04:27.680]  施洗約翰
[00:04:27.680 --> 00:04:31.680]  他的責任就是介紹主耶穌出場
[00:04:31.680 --> 00:04:33.680]  就是prepare the way for Christ
[00:04:33.680 --> 00:04:35.680]  就好像你看綜藝節目
[00:04:35.680 --> 00:04:36.680]  主角未出來之前
[00:04:36.680 --> 00:04:38.680]  通常有個司儀在面前
[00:04:38.680 --> 00:04:40.680]  介紹這位有多厲害
[00:04:40.680 --> 00:04:41.680]  預備觀眾的心
[00:04:41.680 --> 00:04:44.680]  然後就掌聲歡迎誰誰誰出場
[00:04:44.680 --> 00:04:48.680]  施洗約翰在歷史上的地位
[00:04:48.680 --> 00:04:51.680]  就是主耶穌主角未出來之前
[00:04:51.680 --> 00:04:52.680]  他在前面開路
[00:04:52.680 --> 00:04:53.680]  預備人的心
[00:04:53.680 --> 00:04:55.680]  你們是否想接受基督
[00:04:55.680 --> 00:04:57.680]  你們是否悔改受浸
[00:04:57.680 --> 00:04:58.680]  透過受浸表明
[00:04:58.680 --> 00:04:59.680]  I am ready
[00:04:59.680 --> 00:05:01.680]  想要基督來了
[00:05:01.680 --> 00:05:03.680]  所以他是一個這樣角色的人
[00:05:03.680 --> 00:05:05.680]  到了第三章我們看到
[00:05:05.680 --> 00:05:07.680]  施洗約翰終於等到主耶穌來了
[00:05:07.680 --> 00:05:10.680]  他還幫主耶穌受了浸
[00:05:10.680 --> 00:05:11.680]  施了浸
[00:05:11.680 --> 00:05:14.680]  Suppose這個角色
[00:05:14.680 --> 00:05:16.680]  應該很肯定
[00:05:16.680 --> 00:05:19.680]  因為是你自己介紹出來的
[00:05:19.680 --> 00:05:21.680]  你猜都猜不到
[00:05:21.680 --> 00:05:24.680]  怎會是這個人會懷疑
[00:05:24.680 --> 00:05:27.680]  Are you the Christ?
[00:05:27.680 --> 00:05:28.680]  你明不明白
[00:05:28.680 --> 00:05:31.680]  第三章是你自己介紹出場的
[00:05:31.680 --> 00:05:32.680]  Christ
[00:05:32.680 --> 00:05:34.680]  約翰福音都是記載
[00:05:34.680 --> 00:05:35.680]  漢娜神的羔羊
[00:05:35.680 --> 00:05:37.680]  是他介紹基督出場
[00:05:37.680 --> 00:05:39.680]  結果最後
[00:05:39.680 --> 00:05:41.680]  當然這裡說的背景
[00:05:41.680 --> 00:05:45.680]  就是後來希律王因為搶了他大哥的老婆
[00:05:45.680 --> 00:05:48.680]  然後他很看不慣就罵了希律王
[00:05:48.680 --> 00:05:49.680]  然後希律王就把他抓進監獄
[00:05:49.680 --> 00:05:53.680]  在監獄裡面聽到基督的工作
[00:05:53.680 --> 00:05:55.680]  然後他就有些懷疑
[00:05:55.680 --> 00:05:58.680]  於是他就派門徒直接去問
[00:05:58.680 --> 00:06:00.680]  這個是非常健康的做法
[00:06:00.680 --> 00:06:01.680]  健康的做法就是
[00:06:01.680 --> 00:06:04.680]  任何時候你對基督有懷疑
[00:06:04.680 --> 00:06:06.680]  直接去問他
[00:06:06.680 --> 00:06:09.680]  就把你的疑惑直接帶到神面前
[00:06:09.680 --> 00:06:12.680]  所以他就派門徒去問基督
[00:06:12.680 --> 00:06:14.680]  Are you the coming one?
[00:06:14.680 --> 00:06:16.680]  你是不是真的正在來的那一位呢?
[00:06:16.680 --> 00:06:19.680]  抑或我要等另外一個呢?
[00:06:19.680 --> 00:06:21.680]  意思就是他聽到基督的工作
[00:06:21.680 --> 00:06:22.680]  他有些懷疑說
[00:06:22.680 --> 00:06:26.680]  這個是不是就是我正在等的那一位呢?
[00:06:26.680 --> 00:06:28.680]  是不是這一位就是會帶給我救恩
[00:06:28.680 --> 00:06:30.680]  帶給我所有盼望的那一位呢?
[00:06:30.680 --> 00:06:32.680]  抑或這一位不夠的
[00:06:32.680 --> 00:06:34.680]  還要另外再多一位呢?
[00:06:34.680 --> 00:06:36.680]  所以就是我們今天這個題目
[00:06:36.680 --> 00:06:38.680]  Is Christ enough?
[00:06:38.680 --> 00:06:40.680]  Is he the one?
[00:06:40.680 --> 00:06:42.680]  抑或還有另外一位我需要等呢?
[00:06:42.680 --> 00:06:44.680]  所以不單止是你和我
[00:06:44.680 --> 00:06:46.680]  有時跟著跟著耶穌
[00:06:46.680 --> 00:06:48.680]  是不是耶穌已經夠了基督呢?
[00:06:48.680 --> 00:06:49.680]  抑或除了基督
[00:06:49.680 --> 00:06:51.680]  我還需要其他的東西呢?
[00:06:51.680 --> 00:06:53.680]  我還需要一份更好的工作
[00:06:53.680 --> 00:06:54.680]  更高的工資
[00:06:54.680 --> 00:06:55.680]  或者更多的保障
[00:06:55.680 --> 00:06:57.680]  我才覺得我的人生是足夠的
[00:06:57.680 --> 00:06:59.680]  抑或跟隨基督本身
[00:06:59.680 --> 00:07:02.680]  可以為你帶來足夠的東西呢?
[00:07:02.680 --> 00:07:05.680]  這個就是當時約翰也要問的問題
[00:07:05.680 --> 00:07:08.680]  只不過我們猜也猜不到
[00:07:08.680 --> 00:07:11.680]  居然是施浸約翰
[00:07:11.680 --> 00:07:14.680]  會產生這樣的疑惑
[00:07:14.680 --> 00:07:16.680]  但這次經文記載事實
[00:07:16.680 --> 00:07:17.680]  他就有這樣的疑惑
[00:07:17.680 --> 00:07:18.680]  但是剛剛所說
[00:07:18.680 --> 00:07:21.680]  最健康的方法就好像約翰一樣
[00:07:21.680 --> 00:07:24.680]  就是將你的疑惑直接帶到基督那裡
[00:07:24.680 --> 00:07:25.680]  直接問他
[00:07:25.680 --> 00:07:26.680]  Are you the one?
[00:07:26.680 --> 00:07:27.680]  Are you the one?
[00:07:27.680 --> 00:07:31.680]  抑或還有另外一位可以provide for me呢?
[00:07:31.680 --> 00:07:33.680]  只要你來到神面前
[00:07:33.680 --> 00:07:34.680]  直接將你的疑惑帶來
[00:07:34.680 --> 00:07:36.680]  神是會回應你的疑惑
[00:07:36.680 --> 00:07:40.680]  不單止是你信主的時候有疑惑
[00:07:40.680 --> 00:07:43.680]  信了主甚至很長的時間都有疑惑
[00:07:43.680 --> 00:07:45.680]  因為很多時候我們對神
[00:07:45.680 --> 00:07:48.680]  對我們生活中的人生當中的帶領或者時間
[00:07:48.680 --> 00:07:50.680]  多少你都懷疑
[00:07:50.680 --> 00:07:52.680]  是不是真的會足夠呢?
[00:07:52.680 --> 00:07:54.680]  我們都會害怕的
[00:07:54.680 --> 00:07:57.680]  最近有個弟兄跟我分享
[00:07:57.680 --> 00:08:00.680]  最近一件他疑惑的事情
[00:08:00.680 --> 00:08:02.680]  他說人生當中某一個年紀
[00:08:02.680 --> 00:08:04.680]  很想有些大的轉變
[00:08:04.680 --> 00:08:06.680]  他為了經濟上的需要
[00:08:06.680 --> 00:08:09.680]  想去relocate到另外一個地方
[00:08:09.680 --> 00:08:11.680]  他就已經安排好了
[00:08:11.680 --> 00:08:14.680]  因為他說他是一個很仔細安排計劃的人
[00:08:14.680 --> 00:08:15.680]  他就安排好了
[00:08:15.680 --> 00:08:17.680]  他有三個兒女
[00:08:17.680 --> 00:08:20.680]  三個兒女的學校都預備好了
[00:08:20.680 --> 00:08:24.680]  就跟他現在的公司
[00:08:24.680 --> 00:08:26.680]  他現在的公司在其他地方有分公司
[00:08:26.680 --> 00:08:29.680]  他就在現在的公司跟他老闆
[00:08:29.680 --> 00:08:32.680]  在上面的老闆都談好了
[00:08:32.680 --> 00:08:35.680]  兩個都十分同意讓他internal transfer
[00:08:35.680 --> 00:08:36.680]  沒問題
[00:08:36.680 --> 00:08:38.680]  還寫了recommendation letter
[00:08:38.680 --> 00:08:39.680]  全部都有了
[00:08:39.680 --> 00:08:41.680]  所以everything ok
[00:08:41.680 --> 00:08:43.680]  跟著他又飛去另外relocate
[00:08:43.680 --> 00:08:45.680]  他想relocate的地方
[00:08:45.680 --> 00:08:47.680]  見了那間公司的VP
[00:08:47.680 --> 00:08:49.680]  所有的人都見了
[00:08:49.680 --> 00:08:50.680]  所有的人都喜歡他
[00:08:50.680 --> 00:08:51.680]  以你的資歷
[00:08:51.680 --> 00:08:53.680]  我們公司十分歡迎你
[00:08:53.680 --> 00:08:55.680]  offer一定給你
[00:08:55.680 --> 00:08:58.680]  至少聽起來everything absolute
[00:08:58.680 --> 00:08:59.680]  於是他就回去
[00:08:59.680 --> 00:09:01.680]  馬上請人來裝修他的房子
[00:09:01.680 --> 00:09:06.680]  於是就準備買房子
[00:09:06.680 --> 00:09:10.680]  另外那個地方的郵箱全部搞定了
[00:09:10.680 --> 00:09:12.680]  連moving day都set了
[00:09:12.680 --> 00:09:14.680]  誰知道他說
[00:09:14.680 --> 00:09:17.680]  那邊公司promise出offer的那一天
[00:09:17.680 --> 00:09:20.680]  剛剛公司告訴他不出offer
[00:09:20.680 --> 00:09:24.680]  臨門一腳就不成功
[00:09:24.680 --> 00:09:26.680]  結果他心情很低落
[00:09:26.680 --> 00:09:27.680]  他很疑惑
[00:09:27.680 --> 00:09:32.680]  他說我原先是一個非常謹慎計劃的人
[00:09:32.680 --> 00:09:35.680]  但是因為心情實在太低落了
[00:09:35.680 --> 00:09:37.680]  終於突然間一氣之下
[00:09:37.680 --> 00:09:39.680]  來了一場說走就走的旅行
[00:09:39.680 --> 00:09:42.680]  於是就買了飛機票
[00:09:42.680 --> 00:09:45.680]  整家人就飛去乾坤一個星期
[00:09:45.680 --> 00:09:46.680]  對著海邊
[00:09:46.680 --> 00:09:48.680]  每天都去問神
[00:09:48.680 --> 00:09:49.680]  What are you doing
[00:09:49.680 --> 00:09:51.680]  為什麼會這樣
[00:09:51.680 --> 00:09:52.680]  為什麼會這樣
[00:09:52.680 --> 00:09:53.680]  你不是provide for me
[00:09:53.680 --> 00:09:55.680]  everything都搞定了
[00:09:55.680 --> 00:09:58.680]  為什麼突然間臨門一腳會搞成這樣
[00:09:58.680 --> 00:10:00.680]  到他乾坤回來之後
[00:10:00.680 --> 00:10:02.680]  他說心情仍然低落
[00:10:02.680 --> 00:10:03.680]  但稍微好一點
[00:10:03.680 --> 00:10:05.680]  畢竟都去了海邊七天
[00:10:05.680 --> 00:10:07.680]  好一點
[00:10:07.680 --> 00:10:09.680]  但仍然有疑惑
[00:10:09.680 --> 00:10:11.680]  仍然呆在神面前
[00:10:11.680 --> 00:10:14.680]  不過你知道有時候神回應你的疑惑都很快
[00:10:14.680 --> 00:10:17.680]  到他vacation完回到公司的時候
[00:10:17.680 --> 00:10:21.680]  他才發現原來公司有一個很大的re-org
[00:10:21.680 --> 00:10:23.680]  他當時想要internal transfer
[00:10:23.680 --> 00:10:25.680]  所見面的他的director
[00:10:25.680 --> 00:10:27.680]  他的director的director
[00:10:27.680 --> 00:10:29.680]  和他原本的team全部被人解僱了
[00:10:29.680 --> 00:10:31.680]  解僱剩下他一個
[00:10:31.680 --> 00:10:33.680]  他覺得很amazing
[00:10:33.680 --> 00:10:34.680]  怎麼會解僱剩下我一個
[00:10:34.680 --> 00:10:36.680]  全公司都知道我想走的
[00:10:36.680 --> 00:10:37.680]  如果要re-org
[00:10:37.680 --> 00:10:38.680]  第一個應該解僱我
[00:10:38.680 --> 00:10:41.680]  但偏偏他的team解僱剩下他一個
[00:10:41.680 --> 00:10:43.680]  是他留下的工作
[00:10:43.680 --> 00:10:45.680]  而且當他過了一個星期之後
[00:10:45.680 --> 00:10:47.680]  他再回到公司
[00:10:47.680 --> 00:10:50.680]  才發覺原來他想re-locate的那間公司
[00:10:50.680 --> 00:10:51.680]  分公司
[00:10:51.680 --> 00:10:53.680]  他原先想apply的team
[00:10:53.680 --> 00:10:55.680]  整個team被解僱了
[00:10:55.680 --> 00:10:57.680]  那個team完全沒有了
[00:10:57.680 --> 00:10:59.680]  他才突然間知道
[00:10:59.680 --> 00:11:01.680]  原來臨門一腳的失敗
[00:11:01.680 --> 00:11:03.680]  不是神在玩弄他
[00:11:03.680 --> 00:11:06.680]  是神在protect他
[00:11:06.680 --> 00:11:07.680]  你很難想像
[00:11:07.680 --> 00:11:09.680]  所有房子都賣了
[00:11:09.680 --> 00:11:11.680]  去到re-locate一個新的地方
[00:11:11.680 --> 00:11:13.680]  一個星期之後你被解僱
[00:11:13.680 --> 00:11:15.680]  更糟糕
[00:11:15.680 --> 00:11:17.680]  有時我們會有懷疑
[00:11:17.680 --> 00:11:18.680]  我們會有疑惑
[00:11:18.680 --> 00:11:19.680]  神為什麼這樣帶領我
[00:11:19.680 --> 00:11:20.680]  我祈禱很久了
[00:11:20.680 --> 00:11:21.680]  為什麼你不聽
[00:11:21.680 --> 00:11:22.680]  為什麼所有計劃都做好了
[00:11:22.680 --> 00:11:23.680]  會臨門一腳
[00:11:23.680 --> 00:11:25.680]  你這樣作弄我
[00:11:25.680 --> 00:11:26.680]  將你的疑惑
[00:11:26.680 --> 00:11:28.680]  直接帶到神面前去問他
[00:11:28.680 --> 00:11:31.680]  神what is your point
[00:11:31.680 --> 00:11:33.680]  你想我做什麼
[00:11:33.680 --> 00:11:34.680]  到底這件事的帶領
[00:11:34.680 --> 00:11:36.680]  背後有什麼旨意
[00:11:36.680 --> 00:11:38.680]  你只要肯來到神面前問
[00:11:38.680 --> 00:11:39.680]  打開你的心
[00:11:39.680 --> 00:11:41.680]  他一定會解除你的疑惑
[00:11:41.680 --> 00:11:42.680]  他會讓你知道
[00:11:42.680 --> 00:11:44.680]  神為什麼會這樣帶領你
[00:11:44.680 --> 00:11:45.680]  很多時候我們不明白
[00:11:45.680 --> 00:11:46.680]  但你可以問
[00:11:46.680 --> 00:11:48.680]  這是一個很健康的做法
[00:11:48.680 --> 00:11:49.680]  最適合的做法
[00:11:49.680 --> 00:11:50.680]  就是直接將你的疑惑
[00:11:50.680 --> 00:11:51.680]  帶到神面前
[00:11:51.680 --> 00:11:52.680]  好像約翰一樣
[00:11:52.680 --> 00:11:53.680]  我們想不到一個
[00:11:53.680 --> 00:11:55.680]  靈明高深的人
[00:11:55.680 --> 00:11:56.680]  居然都有疑惑
[00:11:56.680 --> 00:11:57.680]  所以我們每一個人
[00:11:57.680 --> 00:11:59.680]  大概在人生當中
[00:11:59.680 --> 00:12:01.680]  在不同的人生的life stage
[00:12:01.680 --> 00:12:03.680]  我們對我們的信仰
[00:12:03.680 --> 00:12:05.680]  應該都有多多少少的疑惑
[00:12:05.680 --> 00:12:07.680]  除非你是對信仰
[00:12:07.680 --> 00:12:08.680]  馬馬虎虎的人
[00:12:08.680 --> 00:12:09.680]  但如果你是一個
[00:12:09.680 --> 00:12:11.680]  對信仰認真的人
[00:12:11.680 --> 00:12:13.680]  你一定會有疑惑
[00:12:13.680 --> 00:12:15.680]  你一定會尋根問到底
[00:12:15.680 --> 00:12:17.680]  到底你怎樣帶領
[00:12:17.680 --> 00:12:19.680]  到底是不是這樣
[00:12:19.680 --> 00:12:21.680]  如果你不問
[00:12:21.680 --> 00:12:22.680]  如果你有疑惑的時候
[00:12:22.680 --> 00:12:23.680]  你不問
[00:12:23.680 --> 00:12:25.680]  你選擇遠離
[00:12:25.680 --> 00:12:27.680]  接下來就糟糕了
[00:12:27.680 --> 00:12:28.680]  就好像主耶穌
[00:12:28.680 --> 00:12:30.680]  要罵那群猶太人一樣
[00:12:30.680 --> 00:12:31.680]  約翰有疑惑
[00:12:31.680 --> 00:12:33.680]  猶太人當時那群宗教領袖
[00:12:33.680 --> 00:12:36.680]  都對耶穌同樣的疑惑
[00:12:36.680 --> 00:12:37.680]  他們都有疑惑
[00:12:37.680 --> 00:12:38.680]  他們都疑惑
[00:12:38.680 --> 00:12:39.680]  他是不是真是Christ
[00:12:39.680 --> 00:12:40.680]  約翰也是疑惑
[00:12:40.680 --> 00:12:42.680]  分別就是約翰會問
[00:12:42.680 --> 00:12:43.680]  會派門徒
[00:12:43.680 --> 00:12:44.680]  你去問他
[00:12:44.680 --> 00:12:46.680]  那群宗教領袖就不問
[00:12:46.680 --> 00:12:48.680]  他直接反對
[00:12:48.680 --> 00:12:50.680]  所以不問最後怎樣
[00:12:50.680 --> 00:12:51.680]  到了十一章
[00:12:51.680 --> 00:12:52.680]  你發覺到了十七節的時候
[00:12:52.680 --> 00:12:53.680]  主耶穌說
[00:12:53.680 --> 00:12:54.680]  我用什麼形容這個世代
[00:12:54.680 --> 00:12:57.680]  這個世代就是沒有反應的世代
[00:12:57.680 --> 00:12:58.680]  他用了一個比喻
[00:12:58.680 --> 00:13:01.680]  就好像小朋友在玩
[00:13:01.680 --> 00:13:03.680]  玩扮結婚的遊戲
[00:13:03.680 --> 00:13:04.680]  suppose大家很開心的
[00:13:04.680 --> 00:13:05.680]  配合的
[00:13:05.680 --> 00:13:07.680]  我催你跳舞
[00:13:07.680 --> 00:13:09.680]  扮娶嫁
[00:13:09.680 --> 00:13:10.680]  我們扮喪禮
[00:13:10.680 --> 00:13:11.680]  我舉喪
[00:13:11.680 --> 00:13:13.680]  suppose你要扮哭
[00:13:13.680 --> 00:13:15.680]  小朋友玩的時候很開心
[00:13:15.680 --> 00:13:17.680]  這個世代就像一群小朋友
[00:13:17.680 --> 00:13:20.680]  大家說我們玩遊戲
[00:13:20.680 --> 00:13:22.680]  但他們一點都沒有反應
[00:13:22.680 --> 00:13:24.680]  我催你不跳舞
[00:13:24.680 --> 00:13:25.680]  是沒有反應
[00:13:25.680 --> 00:13:26.680]  麻木
[00:13:26.680 --> 00:13:27.680]  如果你有疑惑
[00:13:27.680 --> 00:13:29.680]  你不來神面前解決
[00:13:29.680 --> 00:13:32.680]  你逐漸的信仰就變得麻木
[00:13:32.680 --> 00:13:33.680]  你敬拜
[00:13:33.680 --> 00:13:35.680]  因為你和神有個心結
[00:13:35.680 --> 00:13:36.680]  你明明是有疑惑的
[00:13:36.680 --> 00:13:37.680]  你沒有處理
[00:13:37.680 --> 00:13:39.680]  你來到神面前就有個心結
[00:13:39.680 --> 00:13:40.680]  有時敬拜
[00:13:40.680 --> 00:13:41.680]  任不了敬拜
[00:13:41.680 --> 00:13:44.680]  有時讀經又讀不出任何味道
[00:13:44.680 --> 00:13:46.680]  你慢慢變得麻木
[00:13:46.680 --> 00:13:47.680]  所以我們不如
[00:13:47.680 --> 00:13:49.680]  既然每個人都有疑惑
[00:13:49.680 --> 00:13:51.680]  不如將你的疑惑帶到神面前
[00:13:51.680 --> 00:13:52.680]  好像約翰一樣
[00:13:52.680 --> 00:13:53.680]  他有疑惑
[00:13:53.680 --> 00:13:54.680]  雖然是靈明高深
[00:13:54.680 --> 00:13:56.680]  他是介紹主耶穌出場那位
[00:13:56.680 --> 00:13:58.680]  但他對基督都有疑惑
[00:13:58.680 --> 00:13:59.680]  但好處就是
[00:13:59.680 --> 00:14:01.680]  他派門徒去問
[00:14:01.680 --> 00:14:03.680]  下一個點我們來看看
[00:14:03.680 --> 00:14:05.680]  主耶穌怎樣幫他解決疑惑
[00:14:05.680 --> 00:14:07.680]  主耶穌幫他解決疑惑
[00:14:07.680 --> 00:14:10.680]  在瑪利福音第十一章第四第六節
[00:14:10.680 --> 00:14:11.680]  門徒問
[00:14:11.680 --> 00:14:13.680]  你是不是就是那位
[00:14:13.680 --> 00:14:14.680]  主耶穌是這樣回答的
[00:14:14.680 --> 00:14:16.680]  主耶穌回答
[00:14:16.680 --> 00:14:17.680]  你們回去
[00:14:17.680 --> 00:14:19.680]  把你們所聽到
[00:14:19.680 --> 00:14:22.680]  所看到的報告約翰
[00:14:22.680 --> 00:14:25.680]  就是失明的看見
[00:14:25.680 --> 00:14:26.680]  跛腳的行走
[00:14:26.680 --> 00:14:28.680]  麻風的潔淨
[00:14:28.680 --> 00:14:29.680]  耳聾的聽見
[00:14:29.680 --> 00:14:30.680]  死人復活
