
[00:00:00.000 --> 00:00:05.000]  聖經講到 以樂與主同行三百年
[00:05:09.000 --> 00:05:11.000]  他一樣看不到終點
[00:05:11.000 --> 00:05:13.000]  但他記得那天
[00:05:13.000 --> 00:05:17.000]  他在終點那裡流連了大半天
[00:05:17.000 --> 00:05:20.000]  他很記得那個海灘
[00:05:20.000 --> 00:05:21.000]  那個山
[00:05:21.000 --> 00:05:23.000]  那個天空的圖畫
[00:05:23.000 --> 00:05:27.000]  他腦海裡面就有這幅圖畫
[00:05:27.000 --> 00:05:29.000]  所以他雖然向前看
[00:05:29.000 --> 00:05:33.000]  看不到前面終點
[00:05:33.000 --> 00:05:34.000]  他看不到
[00:05:34.000 --> 00:05:37.000]  但他腦海裡面有終點的圖畫
[00:05:37.000 --> 00:05:38.000]  他一路堅持
[00:05:38.000 --> 00:05:40.000]  就和自己說
[00:05:40.000 --> 00:05:42.000]  他雖然肉眼看不到
[00:05:42.000 --> 00:05:44.000]  但他裡面的腦海
[00:05:44.000 --> 00:05:45.000]  他見到終點
[00:05:45.000 --> 00:05:46.000]  他一路堅持
[00:05:46.000 --> 00:05:47.000]  就和自己說
[00:05:47.000 --> 00:05:49.000]  很快到
[00:05:49.000 --> 00:05:53.000]  到最後他就能夠堅持到底
[00:05:53.000 --> 00:05:56.000]  這個故事給我們一個什麼學習呢
[00:05:56.000 --> 00:05:58.000]  就是如果你能夠在心裡面
[00:05:58.000 --> 00:06:00.000]  你腦海裡面
[00:06:00.000 --> 00:06:02.000]  知道最終極那個終點
[00:06:02.000 --> 00:06:04.000]  那個美麗的圖畫
[00:06:04.000 --> 00:06:08.000]  當你知道結局是怎樣的時候
[00:06:08.000 --> 00:06:11.000]  你今日就更加有動力
[00:06:11.000 --> 00:06:13.000]  可以去堅持到底
[00:06:13.000 --> 00:06:15.000]  有些書都說
[00:06:15.000 --> 00:06:17.000]  有句說話叫相相
[00:06:17.000 --> 00:06:20.000]  將終局放在你心裡面
[00:06:20.000 --> 00:06:22.000]  特別是你開始的時候
[00:06:22.000 --> 00:06:26.000]  英文叫Always begin with the very end in mind
[00:06:26.000 --> 00:06:31.000]  當日Michael Jordan拿MVP的時候
[00:06:31.000 --> 00:06:32.000]  那些人都訪問他
[00:06:32.000 --> 00:06:34.000]  Jordan你有沒有想過
[00:06:34.000 --> 00:06:37.000]  你可以拿到這個最有價值球員獎
[00:06:37.000 --> 00:06:39.000]  可以在NBA裡面拿冠軍
[00:06:39.000 --> 00:06:41.000]  還拿了MVP
[00:06:41.000 --> 00:06:43.000]  最有價值的球員
[00:06:43.000 --> 00:06:46.000]  Michael Jordan都引用這句說話
[00:06:46.000 --> 00:06:49.000]  當他第一天打MVP的時候
[00:06:49.000 --> 00:06:50.000]  他就和自己說
[00:06:50.000 --> 00:06:51.000]  我要拿MVP
[00:06:51.000 --> 00:06:52.000]  我要做最有價值的球員
[00:06:52.000 --> 00:06:55.000]  Always begin with the very end in mind
[00:06:55.000 --> 00:06:57.000]  整天要想著最終
[00:06:57.000 --> 00:07:00.000]  我會在一個什麼的結局
[00:07:00.000 --> 00:07:01.000]  好像我們經常說
[00:07:01.000 --> 00:07:03.000]  你要想著最終
[00:07:03.000 --> 00:07:05.000]  將來你要面對什麼
[00:07:05.000 --> 00:07:07.000]  要想起最後的兩年
[00:07:07.000 --> 00:07:09.000]  要想起將來我們見主面的時候
[00:07:09.000 --> 00:07:11.000]  在基督的台前
[00:07:11.000 --> 00:07:12.000]  我們要交仗
[00:07:12.000 --> 00:07:16.000]  今日我們就不會放肆
[00:07:16.000 --> 00:07:17.000]  我們就不會亂來
[00:07:17.000 --> 00:07:20.000]  就不會很輕易去犯罪
[00:07:20.000 --> 00:07:23.000]  當犯罪是很小事
[00:07:23.000 --> 00:07:25.000]  今日我們懂得敬畏神
[00:07:25.000 --> 00:07:29.000]  是因為我們知道最終主會再來
[00:07:29.000 --> 00:07:31.000]  今日我們都會藉著以諾
[00:07:31.000 --> 00:07:32.000]  他的生命
[00:07:32.000 --> 00:07:34.000]  看到相同的例子
[00:07:34.000 --> 00:07:36.000]  我們首先
[00:07:36.000 --> 00:07:39.000]  讀一讀你們手上沒有的經文
[00:07:39.000 --> 00:07:40.000]  好嗎
[00:07:40.000 --> 00:07:41.000]  看上沒有的經文
[00:07:41.000 --> 00:07:42.000]  即是什麼呢
[00:07:42.000 --> 00:07:43.000]  那要看看PowerPoint
[00:07:43.000 --> 00:07:47.000]  我們看《創世紀》五章第一節和第二節
[00:07:47.000 --> 00:07:52.000]  我們一起讀五章一和二
[00:07:52.000 --> 00:07:53.000]  二字一起
[00:07:53.000 --> 00:07:55.000]  對了
[00:07:55.000 --> 00:07:56.000]  第五章開始
[00:07:56.000 --> 00:07:59.000]  又再重述一次
[00:07:59.000 --> 00:08:00.000]  神按照自己的形象
[00:08:00.000 --> 00:08:01.000]  做男做女
[00:08:01.000 --> 00:08:03.000]  又賜福給人
[00:08:03.000 --> 00:08:06.000]  稱我們所有被造的人
[00:08:06.000 --> 00:08:08.000]  是人
[00:08:08.000 --> 00:08:09.000]  人有個特別就是
[00:08:09.000 --> 00:08:11.000]  神按照自己的形象
[00:08:11.000 --> 00:08:12.000]  做我們身
[00:08:12.000 --> 00:08:13.000]  神很愛我們
[00:08:13.000 --> 00:08:16.000]  你看看後面五章第三節
[00:08:16.000 --> 00:08:18.000]  我們只是讀一讀
[00:08:18.000 --> 00:08:20.000]  五章三到六節好嗎
[00:08:20.000 --> 00:08:21.000]  五章第三至六節
[00:08:21.000 --> 00:08:22.000]  預備起
[00:08:22.000 --> 00:08:23.000]  對了
[00:08:25.000 --> 00:08:26.000]  是塞特
[00:08:26.000 --> 00:08:28.000]  雖然可以讀塞特
[00:08:28.000 --> 00:08:29.000]  是嗎
[00:08:29.000 --> 00:08:31.000]  究竟你讀巴塞羅那
[00:08:31.000 --> 00:08:33.000]  還是讀巴塞隆拿
[00:08:33.000 --> 00:08:35.000]  其實應該讀巴塞隆拿
[00:08:35.000 --> 00:08:36.000]  巴塞隆拿
[00:08:36.000 --> 00:08:40.000]  但是我們見到巴塞就吃
[00:08:40.000 --> 00:08:41.000]  我們喜歡菜
[00:08:41.000 --> 00:08:42.000]  就巴塞
[00:08:42.000 --> 00:08:45.000]  所以這個叫塞特
[00:08:45.000 --> 00:08:47.000]  他原文叫Seth
[00:08:47.000 --> 00:08:48.000]  Seth
[00:08:48.000 --> 00:08:49.000]  Seth
[00:08:49.000 --> 00:08:50.000]  所以我們讀塞特
[00:08:50.000 --> 00:08:51.000]  讀塞特
[00:08:51.000 --> 00:08:52.000]  但是你中文都沒有讀錯
[00:08:52.000 --> 00:08:53.000]  就讀塞特
[00:08:53.000 --> 00:08:54.000]  我們讀塞特
[00:08:55.000 --> 00:08:57.000]  你看到我特意找娃娃師傅
[00:08:57.000 --> 00:08:59.000]  幫我highlight了一個活字
[00:08:59.000 --> 00:09:00.000]  活字是什麼顏色
[00:09:00.000 --> 00:09:01.000]  紅色
[00:09:01.000 --> 00:09:02.000]  紅色
[00:09:02.000 --> 00:09:03.000]  大家活
[00:09:03.000 --> 00:09:06.000]  生命有血有肉
[00:09:06.000 --> 00:09:07.000]  紅色
[00:09:07.000 --> 00:09:08.000]  很火紅
[00:09:08.000 --> 00:09:09.000]  但是
[00:09:09.000 --> 00:09:12.000]  他到了130歲就生了塞特
[00:09:12.000 --> 00:09:14.000]  這個是什麼顏色
[00:09:14.000 --> 00:09:15.000]  啡色
[00:09:15.000 --> 00:09:16.000]  啡色
[00:09:16.000 --> 00:09:17.000]  生孩子用啡色
[00:09:17.000 --> 00:09:18.000]  為什麼
[00:09:18.000 --> 00:09:19.000]  喝咖啡
[00:09:19.000 --> 00:09:20.000]  有什麼可以選擇
[00:09:20.000 --> 00:09:21.000]  反光
[00:09:21.000 --> 00:09:23.000]  反光沒什麼人會選擇
[00:09:23.000 --> 00:09:24.000]  生孩子當然是啡色
[00:09:24.000 --> 00:09:25.000]  為什麼
[00:09:25.000 --> 00:09:27.000]  因為你多數睡眠不足
[00:09:27.000 --> 00:09:28.000]  臭孩子
[00:09:28.000 --> 00:09:30.000]  所以要喝點咖啡
[00:09:30.000 --> 00:09:32.000]  最後
[00:09:32.000 --> 00:09:34.000]  他活到八九八三十歲
[00:09:34.000 --> 00:09:35.000]  他死了
[00:09:35.000 --> 00:09:36.000]  死了是什麼顏色
[00:09:36.000 --> 00:09:37.000]  藍色
[00:09:37.000 --> 00:09:39.000]  死了用藍色
[00:09:39.000 --> 00:09:41.000]  很憂鬱
[00:09:41.000 --> 00:09:42.000]  很blue
[00:09:42.000 --> 00:09:44.000]  死了很blue
[00:09:44.000 --> 00:09:45.000]  很blue
[00:09:45.000 --> 00:09:47.000]  其實我不知道娃娃用什麼顏色
[00:09:47.000 --> 00:09:48.000]  我只是跟他說
[00:09:48.000 --> 00:09:50.000]  由五中三戰開始
[00:09:50.000 --> 00:09:52.000]  就是創世紀的死亡
[00:09:52.000 --> 00:09:53.000]  筆記
[00:09:53.000 --> 00:09:55.000]  大家有沒有看過死亡筆記
[00:09:55.000 --> 00:09:57.000]  電視裡有
[00:09:57.000 --> 00:09:59.000]  有個主角叫做L
[00:09:59.000 --> 00:10:00.000]  是不是
[00:10:00.000 --> 00:10:01.000]  L是不是主角
[00:10:01.000 --> 00:10:02.000]  DY
[00:10:02.000 --> 00:10:03.000]  是L
[00:10:03.000 --> 00:10:04.000]  是L的主角
[00:10:04.000 --> 00:10:05.000]  我有個朋友叫Louis
[00:10:05.000 --> 00:10:06.000]  我就叫他L
[00:10:06.000 --> 00:10:09.000]  所有L字頭的英文名
[00:10:09.000 --> 00:10:10.000]  我都叫他L
[00:10:10.000 --> 00:10:13.000]  聖經的死亡筆記
[00:10:13.000 --> 00:10:15.000]  前面頭兩節不是說
[00:10:15.000 --> 00:10:16.000]  神要祝福人
[00:10:16.000 --> 00:10:18.000]  按神的形象去做人
[00:10:18.000 --> 00:10:20.000]  但是
[00:10:20.000 --> 00:10:21.000]  很可惜
[00:10:21.000 --> 00:10:22.000]  人犯罪離開神
[00:10:23.000 --> 00:10:25.000]  我們記得創世紀二章十七節
[00:10:25.000 --> 00:10:26.000]  二章十七節
[00:10:26.000 --> 00:10:28.000]  神說
[00:10:28.000 --> 00:10:30.000]  知是惡的樹
[00:10:30.000 --> 00:10:32.000]  所出的
[00:10:32.000 --> 00:10:34.000]  那個果
[00:10:34.000 --> 00:10:35.000]  你不要吃
[00:10:35.000 --> 00:10:36.000]  你吃的日子
[00:10:36.000 --> 00:10:38.000]  就會死
[00:10:38.000 --> 00:10:40.000]  我們也說過
[00:10:40.000 --> 00:10:41.000]  第三章
[00:10:41.000 --> 00:10:42.000]  當亞當和女人
[00:10:42.000 --> 00:10:44.000]  吃了這個禁果之後
[00:10:44.000 --> 00:10:46.000]  他們肅靈的生命死了
[00:10:46.000 --> 00:10:48.000]  肉身的生命
[00:10:48.000 --> 00:10:49.000]  開始倒數
[00:10:49.000 --> 00:10:51.000]  開始枯乾
[00:10:51.000 --> 00:10:52.000]  本來亞當
[00:10:52.000 --> 00:10:53.000]  女人
[00:10:53.000 --> 00:10:55.000]  他是一個活人
[00:10:55.000 --> 00:10:57.000]  神用地上的塵土做了人
[00:10:57.000 --> 00:11:00.000]  神將口氣
[00:11:00.000 --> 00:11:01.000]  吹進我們人裡面
[00:11:01.000 --> 00:11:03.000]  我們成為有靈的活人
[00:11:03.000 --> 00:11:07.000]  聖經說一個真正在神面前活著的人
[00:11:07.000 --> 00:11:08.000]  是有神的靈
[00:11:08.000 --> 00:11:10.000]  有靈的活人
[00:11:10.000 --> 00:11:12.000]  當人一犯罪
[00:11:12.000 --> 00:11:14.000]  肅靈的生命死了
[00:11:14.000 --> 00:11:15.000]  神與人隔絕
[00:11:15.000 --> 00:11:18.000]  所以亞當和女人是真的死了
[00:11:18.000 --> 00:11:19.000]  不過他仍然活著
[00:11:19.000 --> 00:11:21.000]  是肉身的活著
[00:11:22.000 --> 00:11:23.000]  他有情感
[00:11:23.000 --> 00:11:24.000]  他會恐懼
[00:11:24.000 --> 00:11:25.000]  他會羞恥
[00:11:25.000 --> 00:11:29.000]  聖經又說
[00:11:29.000 --> 00:11:31.000]  他開始有年齡這件事
[00:11:31.000 --> 00:11:35.000]  本來是一個長生不死的亞當
[00:11:35.000 --> 00:11:38.000]  他身份證是沒有年齡這件事
[00:11:38.000 --> 00:11:41.000]  但由他離棄神犯罪之後
[00:11:41.000 --> 00:11:43.000]  他就開始有年歲這件事
[00:11:43.000 --> 00:11:46.000]  所以以前有個很出名的牧師
[00:11:46.000 --> 00:11:47.000]  叫蘇在陽牧師
[00:11:47.000 --> 00:11:50.000]  他說時間就是死亡的標記
[00:11:51.000 --> 00:11:53.000]  時間就是死亡的標記
[00:11:53.000 --> 00:11:55.000]  本來在永恆裏面
[00:11:55.000 --> 00:11:58.000]  亞當夏娃他不需要理會自己是多少歲
[00:11:58.000 --> 00:12:00.000]  他只是慶祝自己生日
[00:12:00.000 --> 00:12:02.000]  是不會有喪禮
[00:12:02.000 --> 00:12:04.000]  不會有死亡
[00:12:04.000 --> 00:12:06.000]  但自從人有罪
[00:12:06.000 --> 00:12:08.000]  死亡就開始
[00:12:08.000 --> 00:12:10.000]  所以世界上第一篇死亡筆記
[00:12:10.000 --> 00:12:12.000]  就是五章的第六節
[00:12:12.000 --> 00:12:13.000]  死亡
[00:12:13.000 --> 00:12:14.000]  亞當死亡
[00:12:14.000 --> 00:12:16.000]  五章的第九節
[00:12:16.000 --> 00:12:18.000]  見到嗎
[00:12:18.000 --> 00:12:19.000]  誰死了
[00:12:19.000 --> 00:12:21.000]  瑟特死亡
[00:12:21.000 --> 00:12:27.000]  五章的第十二節
[00:12:27.000 --> 00:12:28.000]  誰死了
[00:12:28.000 --> 00:12:30.000]  以羅士死亡
[00:12:30.000 --> 00:12:33.000]  三六九十二
[00:12:33.000 --> 00:12:34.000]  十五
[00:12:34.000 --> 00:12:35.000]  十八
[00:12:35.000 --> 00:12:40.000]  全部都是三六九十五
[00:12:40.000 --> 00:12:42.000]  亞當死亡
[00:12:42.000 --> 00:12:44.000]  瑟特死亡
[00:12:44.000 --> 00:12:46.000]  以羅士死亡
[00:12:46.000 --> 00:12:47.000]  蓋南死亡
[00:12:47.000 --> 00:12:48.000]  馬勒烈死亡
[00:12:48.000 --> 00:12:50.000]  瓦烈死亡
[00:12:50.000 --> 00:12:52.000]  但去到第七個
[00:12:52.000 --> 00:12:53.000]  以羅
[00:12:53.000 --> 00:12:54.000]  我們剛才讀
[00:12:54.000 --> 00:12:56.000]  五章二十一到二十四節
[00:12:56.000 --> 00:12:57.000]  那裏說
[00:12:57.000 --> 00:12:58.000]  二十三節
[00:12:58.000 --> 00:12:59.000]  二十四節
[00:12:59.000 --> 00:13:00.000]  我們一起再讀一次
[00:13:00.000 --> 00:13:01.000]  你手上的機密
[00:13:01.000 --> 00:13:02.000]  五章二十三到二十四節
[00:13:02.000 --> 00:13:03.000]  預備起
[00:13:03.000 --> 00:13:04.000]  對了
[00:13:04.000 --> 00:13:05.000]  他不再
[00:13:05.000 --> 00:13:06.000]  不是因為他死了
[00:13:06.000 --> 00:13:08.000]  因為神將他接走了
[00:13:08.000 --> 00:13:10.000]  以羅與神同行三百年
[00:13:10.000 --> 00:13:11.000]  在創世紀
[00:13:11.000 --> 00:13:12.000]  除了羅亞
[00:13:12.000 --> 00:13:13.000]  就只有這個以羅
[00:13:13.000 --> 00:13:16.000]  他還是第一個稱為與神同行
[00:13:17.000 --> 00:13:19.000]  我們說在伊甸園
[00:13:19.000 --> 00:13:21.000]  由神宣佈
[00:13:21.000 --> 00:13:23.000]  二章十七節宣佈
[00:13:23.000 --> 00:13:24.000]  如果人違背神
[00:13:24.000 --> 00:13:25.000]  吃了那個
[00:13:25.000 --> 00:13:26.000]  知事惡樹
[00:13:26.000 --> 00:13:27.000]  所出的果
[00:13:27.000 --> 00:13:29.000]  人就會死
[00:13:29.000 --> 00:13:31.000]  按照神所說的話
[00:13:31.000 --> 00:13:32.000]  第五章
[00:13:32.000 --> 00:13:33.000]  就不斷
[00:13:33.000 --> 00:13:35.000]  一直
[00:13:35.000 --> 00:13:36.000]  他活了多少歲
[00:13:36.000 --> 00:13:38.000]  生了哪個兒子
[00:13:38.000 --> 00:13:39.000]  他就死了
[00:13:39.000 --> 00:13:40.000]  他就死了
[00:13:40.000 --> 00:13:41.000]  他就死了
[00:13:41.000 --> 00:13:42.000]  他就死了
[00:13:42.000 --> 00:13:43.000]  第五章
[00:13:43.000 --> 00:13:45.000]  就是說到
[00:13:45.000 --> 00:13:47.000]  神所命定的
[00:13:47.000 --> 00:13:48.000]  按照命命
[00:13:48.000 --> 00:13:50.000]  人人都有一死
[00:13:50.000 --> 00:13:51.000]  死後
[00:13:51.000 --> 00:13:52.000]  且有審判
[00:13:52.000 --> 00:13:54.000]  聖經一個很清晰的教導
[00:13:54.000 --> 00:13:55.000]  請姐妹
[00:13:55.000 --> 00:13:57.000]  死亡是真實的
[00:13:57.000 --> 00:13:59.000]  由伊甸園神的創造
[00:13:59.000 --> 00:14:00.000]  本來是沒有死的
[00:14:00.000 --> 00:14:02.000]  但是人犯罪
[00:14:02.000 --> 00:14:04.000]  罪就帶來死亡
[00:14:04.000 --> 00:14:07.000]  五章就是一個死亡的筆記
[00:14:07.000 --> 00:14:09.000]  死亡是真實的
[00:14:09.000 --> 00:14:11.000]  很多科學家
[00:14:11.000 --> 00:14:13.000]  醫學的博士研究
[00:14:13.000 --> 00:14:14.000]  究竟人為什麼會死呢
[00:14:14.000 --> 00:14:16.000]  DNA為什麼去到某一個階段
[00:14:16.000 --> 00:14:18.000]  我們人就會衰老
[00:14:18.000 --> 00:14:20.000]  我們人就會衰敗呢
[00:14:20.000 --> 00:14:21.000]  最終
[00:14:21.000 --> 00:14:23.000]  新陳代謝
[00:14:23.000 --> 00:14:24.000]  去到某一個時候
[00:14:24.000 --> 00:14:27.000]  身體出毛病
[00:14:27.000 --> 00:14:28.000]  有病菌
[00:14:28.000 --> 00:14:30.000]  又或者去到一個階段
[00:14:30.000 --> 00:14:31.000]  人會衰老
[00:14:31.000 --> 00:14:32.000]  會枯乾
[00:14:32.000 --> 00:14:34.000]  會死亡
[00:14:34.000 --> 00:14:35.000]  不知道為什麼
[00:14:35.000 --> 00:14:36.000]  DNA
[00:14:36.000 --> 00:14:38.000]  裡面的基因
[00:14:38.000 --> 00:14:39.000]  就是這樣演變
[00:14:39.000 --> 00:14:40.000]  停止不了
[00:14:42.000 --> 00:14:44.000]  就像聖經說的
[00:14:44.000 --> 00:14:45.000]  當人犯了罪
[00:14:45.000 --> 00:14:48.000]  罪帶來的結果就是死亡
[00:14:48.000 --> 00:14:51.000]  由伊甸園本來的神帶來生命
[00:14:51.000 --> 00:14:53.000]  但是當人犯罪
[00:14:53.000 --> 00:14:54.000]  帶來死亡
[00:14:54.000 --> 00:14:56.000]  但是為什麼這個爾諾
[00:14:56.000 --> 00:14:58.000]  他沒有死呢
[00:14:58.000 --> 00:14:59.000]  我們看看爾諾的生命裡面
[00:14:59.000 --> 00:15:01.000]  有什麼特點
[00:15:01.000 --> 00:15:03.000]  究竟發生了什麼
[00:15:03.000 --> 00:15:05.000]  剛才我們讀過
[00:15:05.000 --> 00:15:06.000]  二十一節
[00:15:06.000 --> 00:15:07.000]  他與神同行之前
[00:15:07.000 --> 00:15:09.000]  他多少歲與神同行
[00:15:10.000 --> 00:15:12.000]  六十五歲
[00:15:12.000 --> 00:15:15.000]  六十五歲那年發生什麼呢
[00:15:15.000 --> 00:15:16.000]  二十一節講
[00:15:16.000 --> 00:15:17.000]  他生了一個兒子
[00:15:17.000 --> 00:15:19.000]  原來生兒子可以
[00:15:19.000 --> 00:15:20.000]  是不是充氣呢
[00:15:20.000 --> 00:15:23.000]  生兒子可以令到一個人
[00:15:23.000 --> 00:15:25.000]  會
[00:15:25.000 --> 00:15:26.000]  是不是明白
[00:15:26.000 --> 00:15:28.000]  原來神創造了生命
[00:15:28.000 --> 00:15:29.000]  很奇妙
[00:15:29.000 --> 00:15:32.000]  之前亞當生了瑟琢
[00:15:32.000 --> 00:15:33.000]  生了亞伯
[00:15:33.000 --> 00:15:34.000]  生了
[00:15:34.000 --> 00:15:36.000]  那個人
[00:15:36.000 --> 00:15:38.000]  瑟琢又生了爾羅士
[00:15:38.000 --> 00:15:39.000]  爾羅士生了蓋南
[00:15:39.000 --> 00:15:40.000]  一直生下去
