
[00:00:00.000 --> 00:00:06.800]  第一個就是耶穌基督再回來的預兆
[00:01:29.240 --> 00:01:30.840]  但是現在今天跟你們說這個
[00:01:30.840 --> 00:01:34.440]  其實有很多是同時進行的
[00:01:34.440 --> 00:01:35.640]  同時進行的
[00:01:35.640 --> 00:01:36.840]  是平衡式的
[00:01:36.840 --> 00:01:42.840]  例如我剛才可以一路走到停車場拿車
[00:01:42.840 --> 00:01:46.840]  我可以一路聽著手機讀聖經
[00:01:46.840 --> 00:01:48.640]  同時又聽聖經
[00:01:48.640 --> 00:01:50.640]  又同時走去拿車
[00:01:50.640 --> 00:01:54.840]  同時我又會看到在街上有很多的事物
[00:01:54.840 --> 00:01:56.240]  我在這裡欣賞風景
[00:01:56.240 --> 00:01:58.440]  我一個人可以一時做三件事都可以
[00:01:58.440 --> 00:02:01.240]  這個照做不是做完一件事就做第二件事
[00:02:01.240 --> 00:02:02.040]  做第三件事
[00:02:02.040 --> 00:02:04.240]  這個叫同時進行
[00:02:04.240 --> 00:02:08.040]  所以這裡說話有很多其實是同時進行
[00:02:08.040 --> 00:02:09.640]  不過當然同時進行
[00:02:09.640 --> 00:02:13.640]  也有些你要說什麼是多些什麼是少些會有的
[00:02:13.640 --> 00:02:15.240]  好我們看看第一點就是
[00:02:15.240 --> 00:02:18.040]  福音要傳遍天下萬族萬民
[00:02:18.040 --> 00:02:20.440]  是能夠得聽聞福音
[00:02:20.440 --> 00:02:22.240]  得聞這個救恩
[00:02:22.240 --> 00:02:25.840]  聽而已不是等於他會所有的人都接受救恩
[00:02:25.840 --> 00:02:27.440]  但起碼他要先聽
[00:02:27.440 --> 00:02:30.640]  不聽怎麼能夠知道有救恩呢
[00:02:30.640 --> 00:02:32.440]  好了這個在哪裡
[00:02:32.440 --> 00:02:34.840]  在瑪麗芬二十四章第十四節
[00:02:34.840 --> 00:02:39.040]  聖經裡面有些經文一講
[00:02:39.040 --> 00:02:41.840]  你就應該要鼠起耳朵知道它大約是說什麼
[00:02:41.840 --> 00:02:44.040]  瑪麗芬二十四章就是說
[00:02:44.040 --> 00:02:46.040]  耶穌基督回來的這段經文
[00:02:46.040 --> 00:02:47.240]  大家知道
[00:02:47.240 --> 00:02:48.040]  OK好
[00:02:48.040 --> 00:02:50.640]  他這一節就引用天國的福音
[00:02:50.640 --> 00:02:51.840]  要傳遍天下
[00:02:51.840 --> 00:02:53.240]  對萬民作見證
[00:02:53.240 --> 00:02:56.040]  然後終結才來到
[00:02:56.040 --> 00:02:57.640]  看到嗎然後啊
[00:02:57.640 --> 00:02:58.240]  所以呢
[00:02:58.240 --> 00:03:00.440]  但是也是一個sign來的
[00:03:00.440 --> 00:03:01.640]  一個告訴我們
[00:03:01.640 --> 00:03:05.040]  一個知道有這個東西出現的時候
[00:03:05.040 --> 00:03:06.840]  就會來了
[00:03:06.840 --> 00:03:08.040]  所以他說這個福音
[00:03:08.040 --> 00:03:10.640]  天國的福音要傳遍天下
[00:03:10.640 --> 00:03:11.440]  那當然了
[00:03:11.440 --> 00:03:13.440]  當耶穌在這個世上的時候
[00:03:13.440 --> 00:03:16.240]  二千年前福音未傳遍天下
[00:03:16.240 --> 00:03:19.040]  是傳遍那時候他們那個所謂天下
[00:03:19.040 --> 00:03:21.840]  但是有沒有在那個時候已經傳遍到中國
[00:03:21.840 --> 00:03:24.040]  或者去到其他的地方呢
[00:03:24.040 --> 00:03:25.240]  很多地方都沒有的
[00:03:25.240 --> 00:03:26.240]  所以一路一路
[00:03:26.240 --> 00:03:27.640]  耶穌有大善
[00:03:27.640 --> 00:03:29.040]  所以你們要去
[00:03:29.040 --> 00:03:31.440]  使萬民在我門徒奉父子聖靈的名為
[00:03:31.440 --> 00:03:32.640]  他們施以朕
[00:03:32.640 --> 00:03:34.040]  凡我所吩咐你們的
[00:03:34.040 --> 00:03:35.440]  都要教訓你們家門遵守
[00:03:35.440 --> 00:03:36.640]  我就長與你們同在
[00:03:36.640 --> 00:03:37.640]  直到世界末了
[00:03:37.640 --> 00:03:40.440]  所以第一件事耶穌是要吩咐
[00:03:40.440 --> 00:03:41.640]  你們要去
[00:03:41.640 --> 00:03:42.040]  去什麼
[00:03:42.040 --> 00:03:43.240]  去將方傳開去
[00:03:43.240 --> 00:03:44.840]  就不要只是在耶路撒冷
[00:03:44.840 --> 00:03:47.240]  當那些使徒他們是
[00:03:47.240 --> 00:03:50.640]  老實說人就喜歡在原地的
[00:03:50.640 --> 00:03:52.240]  有舒適區的
[00:03:52.240 --> 00:03:54.040]  我現在突然叫你去別的地方
[00:03:54.040 --> 00:03:56.040]  你也要考慮一下去別的地方
[00:03:56.040 --> 00:03:58.040]  那些語言是不是廣東話的
[00:03:58.040 --> 00:03:59.440]  天氣是怎麼樣的
[00:03:59.440 --> 00:04:00.240]  那些食物是怎麼樣的
[00:04:00.240 --> 00:04:01.240]  那些人是怎麼樣的
[00:04:01.240 --> 00:04:03.640]  那個地方危不危險的
[00:04:03.640 --> 00:04:04.840]  我都要想很多東西的
[00:04:04.840 --> 00:04:05.240]  對不對
[00:04:05.240 --> 00:04:06.640]  有沒有工作
[00:04:06.640 --> 00:04:07.640]  工資怎麼樣
[00:04:07.640 --> 00:04:09.240]  都要想這些東西的
[00:04:09.240 --> 00:04:11.040]  所以人真的喜歡留在一個地方
[00:04:11.040 --> 00:04:12.640]  但是使徒們也是一樣
[00:04:12.640 --> 00:04:14.840]  但是神就要藉著什麼
[00:04:14.840 --> 00:04:16.040]  藉著有很多的事情
[00:04:16.040 --> 00:04:17.240]  使得他們要死
[00:04:17.240 --> 00:04:18.440]  他們受逼迫
[00:04:18.440 --> 00:04:21.040]  其實他們信耶穌就受逼迫的了
[00:04:21.040 --> 00:04:23.640]  但是也是因為他們不早點去
[00:04:23.640 --> 00:04:25.440]  要早點出去傳福音
[00:04:25.440 --> 00:04:28.640]  那就離開了羅馬這個
[00:04:28.640 --> 00:04:30.640]  統治羅馬帝國的範圍
[00:04:30.640 --> 00:04:31.240]  是不是
[00:04:31.240 --> 00:04:33.240]  所以就是耶穌第一件事
[00:04:33.240 --> 00:04:34.240]  就是要你們去
[00:04:34.240 --> 00:04:36.240]  而福音要傳遍天下
[00:04:36.240 --> 00:04:39.640]  今天福音傳遍天下了沒有
[00:04:39.640 --> 00:04:42.240]  我們會發覺已經傳得很厲害了
[00:04:42.240 --> 00:04:44.240]  因為有這樣的什麼
[00:04:44.240 --> 00:04:46.240]  以前用Radio
[00:04:46.240 --> 00:04:47.840]  互聯網
[00:04:47.840 --> 00:04:49.440]  現在更厲害了
[00:04:49.440 --> 00:04:51.240]  有互聯網
[00:04:51.240 --> 00:04:53.840]  還有一些我是低科技的人
[00:04:53.840 --> 00:04:54.440]  不是低B
[00:04:54.440 --> 00:04:55.640]  是低科技的人
[00:04:55.640 --> 00:04:56.840]  我很多都不認識的
[00:04:56.840 --> 00:04:59.440]  那些什麼Twitter
[00:04:59.440 --> 00:05:01.240]  那些什麼FaceTime
[00:05:01.240 --> 00:05:02.640]  很多我都沒有用的
[00:05:02.640 --> 00:05:04.240]  我是WhatsApp認識的
[00:05:04.240 --> 00:05:06.240]  但是我最近在紐西蘭
[00:05:06.240 --> 00:05:07.440]  我有沒有跟大家說過
[00:05:07.440 --> 00:05:08.840]  有一個弟兄姐妹
[00:05:08.840 --> 00:05:09.840]  我不知道她是男還是女
[00:05:09.840 --> 00:05:11.040]  又不說她的名字
[00:05:11.040 --> 00:05:12.240]  用中文字寫的
[00:05:12.240 --> 00:05:14.240]  就說我聽過你講過哪裡
[00:05:14.240 --> 00:05:16.040]  然後有些Comment
[00:05:16.040 --> 00:05:17.240]  給我一些激勵
[00:05:17.240 --> 00:05:18.040]  在紐西蘭
[00:05:18.040 --> 00:05:19.440]  我沒有去過紐西蘭的
[00:05:19.440 --> 00:05:20.240]  你看看
[00:05:20.240 --> 00:05:21.840]  我們可以在這裡講道
[00:05:21.840 --> 00:05:23.040]  擺了上網
[00:05:23.040 --> 00:05:24.640]  是不是我們擺了上網
[00:05:24.640 --> 00:05:27.040]  居然在一個
[00:05:27.040 --> 00:05:28.440]  我沒有去過的地方
[00:05:28.440 --> 00:05:30.840]  剛好對上一個星期她聽到
[00:05:30.840 --> 00:05:32.840]  她就寫了一個Postcard寄給我
[00:05:32.840 --> 00:05:34.240]  多好多有趣
[00:05:34.240 --> 00:05:36.040]  原來她也有機會
[00:05:36.040 --> 00:05:39.040]  隔空能夠可以聽到
[00:05:39.040 --> 00:05:40.840]  還有隔空給我有鼓勵
[00:05:40.840 --> 00:05:41.640]  有支持
[00:05:41.640 --> 00:05:42.640]  因為有些人說
[00:05:42.640 --> 00:05:44.840]  牧師不要講啟示錄了
[00:05:44.840 --> 00:05:45.840]  還講來幹什麼
[00:05:45.840 --> 00:05:47.840]  講了這麼多次
[00:05:47.840 --> 00:05:49.040]  突然間就在這個情形下
[00:05:49.040 --> 00:05:50.040]  我祈禱
[00:05:50.040 --> 00:05:51.640]  有這樣的飛來
[00:05:51.640 --> 00:05:52.240]  不是猛
[00:05:52.240 --> 00:05:53.840]  是飛來的鼓勵
[00:05:53.840 --> 00:05:56.640]  這個世界真的很神奇
[00:05:56.640 --> 00:05:57.440]  好
[00:05:57.440 --> 00:05:58.040]  講了這麼多
[00:05:58.040 --> 00:05:58.640]  第二個
[00:05:58.640 --> 00:06:01.040]  所以福音要講全的
[00:06:01.040 --> 00:06:01.440]  好了
[00:06:01.440 --> 00:06:05.640]  世上的人禍和天災是暴增的
[00:06:05.640 --> 00:06:08.440]  你說自從有人類以來
[00:06:08.440 --> 00:06:10.240]  就有行雷閃電的
[00:06:10.240 --> 00:06:14.640]  人類以來就有很多災難的
[00:06:14.640 --> 00:06:15.240]  是
[00:06:15.240 --> 00:06:16.640]  但是現在在講的
[00:06:16.640 --> 00:06:18.040]  是Escalating
[00:06:18.040 --> 00:06:20.440]  一直越來越多
[00:06:20.440 --> 00:06:22.840]  頻密和嚴重
[00:06:22.840 --> 00:06:25.840]  這個不是我跟你坐著講
[00:06:25.840 --> 00:06:27.440]  是有些人他們
[00:06:27.440 --> 00:06:29.240]  不過我免得弄這麼多東西出來
[00:06:29.240 --> 00:06:32.240]  我可以打幾個PowerPoint給你看
[00:06:32.240 --> 00:06:35.440]  有些學者他們統計過地震的情況
[00:06:35.440 --> 00:06:37.640]  什麼頻密的程度
[00:06:37.640 --> 00:06:38.040]  有的
[00:06:38.040 --> 00:06:39.440]  很多這些資料的
[00:06:39.440 --> 00:06:43.040]  等可能到五堂講這個題目的時候再講
[00:06:43.040 --> 00:06:43.840]  好了
[00:06:43.840 --> 00:06:47.240]  世上的人禍和天災是暴增的
[00:06:47.240 --> 00:06:49.040]  所以這個就是我們今天講的一段經文
[00:06:49.040 --> 00:06:50.240]  民要攻打民
[00:06:50.240 --> 00:06:51.440]  國要攻打國
[00:06:51.440 --> 00:06:52.840]  什麼叫民要攻打民
[00:06:52.840 --> 00:06:54.040]  過去那兩個民
[00:06:54.040 --> 00:06:55.440]  就是指民族
[00:06:55.440 --> 00:06:56.640]  國就是國家
[00:06:56.640 --> 00:06:57.240]  有什麼分別
[00:06:57.240 --> 00:06:57.640]  有
[00:06:57.640 --> 00:07:00.040]  我們中國有多少個民族
[00:07:00.040 --> 00:07:00.840]  我不知道
[00:07:00.840 --> 00:07:02.440]  我就是從小到大記得什麼
[00:07:02.440 --> 00:07:06.440]  有康滿蒙回莊
[00:07:06.440 --> 00:07:07.040]  是不是
[00:07:07.040 --> 00:07:08.840]  還有沒有多一點
[00:07:08.840 --> 00:07:09.640]  還有沒有多一點
[00:07:09.640 --> 00:07:10.640]  我不知道有沒有多一點
[00:07:10.640 --> 00:07:12.240]  但起碼有這幾個
[00:07:12.240 --> 00:07:15.040]  起碼有不同的漢族
[00:07:15.040 --> 00:07:16.840]  滿洲族
[00:07:16.840 --> 00:07:17.640]  回族
[00:07:17.640 --> 00:07:18.240]  藏族
[00:07:18.240 --> 00:07:20.040]  他們有沒有
[00:07:20.040 --> 00:07:22.640]  有沒有大家在打來打去
[00:07:22.640 --> 00:07:24.840]  沒有
[00:07:24.840 --> 00:07:25.840]  有沒有
[00:07:25.840 --> 00:07:27.040]  有的
[00:07:27.040 --> 00:07:28.840]  不過不同的時代
[00:07:28.840 --> 00:07:30.240]  就有不同的情況
[00:07:30.240 --> 00:07:33.840]  同時就看看最高領導有沒有去壓著他
[00:07:33.840 --> 00:07:34.440]  是不是
[00:07:34.440 --> 00:07:37.840]  你知道羅馬其實周圍都有很多問題
[00:07:37.840 --> 00:07:39.040]  但是他夠強
[00:07:39.040 --> 00:07:40.040]  打低了他
[00:07:40.040 --> 00:07:41.440]  他就好像很和平
[00:07:41.440 --> 00:07:43.840]  所以有句話叫羅馬太平
[00:07:43.840 --> 00:07:44.440]  不是和馬
[00:07:44.440 --> 00:07:45.840]  羅馬太平
[00:07:45.840 --> 00:07:46.640]  就是這個意思
[00:07:46.640 --> 00:07:47.640]  秦始皇的時代
[00:07:47.640 --> 00:07:49.440]  是不是七國這麼亂
[00:07:49.440 --> 00:07:51.440]  但是他打低六國
[00:07:51.440 --> 00:07:52.640]  是不是
[00:07:52.640 --> 00:07:54.240]  那怎麼樣
[00:07:54.240 --> 00:07:55.640]  壓著他
[00:07:55.640 --> 00:07:57.240]  好像很太平
[00:07:57.240 --> 00:07:59.240]  因為秦始皇夠兇
[00:07:59.240 --> 00:08:00.640]  夠厲害
[00:08:00.640 --> 00:08:01.640]  就壓低了他
[00:08:01.640 --> 00:08:03.840]  但是其實被他
[00:08:03.840 --> 00:08:06.240]  以力服人者霸佔
[00:08:06.240 --> 00:08:08.040]  他不是以德服人的
[00:08:08.040 --> 00:08:08.640]  是不是
[00:08:08.640 --> 00:08:10.440]  很多地方都好像很太平
[00:08:10.440 --> 00:08:12.240]  其實是什麼原因
[00:08:12.240 --> 00:08:13.640]  就是有罪惡的出來
[00:08:13.640 --> 00:08:15.040]  其實都不敢吵了
[00:08:15.040 --> 00:08:16.240]  先壓著
[00:08:16.240 --> 00:08:17.640]  所以
[00:08:17.640 --> 00:08:19.840]  民族與民族之間
[00:08:19.840 --> 00:08:21.240]  是會有打仗鬥爭
[00:08:21.240 --> 00:08:23.040]  國家與國家之間
[00:08:23.040 --> 00:08:24.240]  當然這個很明顯
[00:08:24.240 --> 00:08:26.240]  這個國家和那個國家打仗
[00:08:26.240 --> 00:08:27.440]  第一次世界大戰
[00:08:27.440 --> 00:08:28.240]  第二次世界大戰
[00:08:28.240 --> 00:08:30.040]  不知道什麼時候有第三次世界大戰
[00:08:30.040 --> 00:08:30.440]  是不是
[00:08:30.440 --> 00:08:31.440]  不知道的
[00:08:31.440 --> 00:08:32.040]  好了
[00:08:32.040 --> 00:08:33.440]  還有很多饑荒
[00:08:33.440 --> 00:08:34.640]  還有地震
[00:08:34.640 --> 00:08:36.840]  這些東西其實饑荒和地震
[00:08:36.840 --> 00:08:38.240]  有人類歷史以來
[00:08:38.240 --> 00:08:40.240]  都差不多一直一直都開始有
[00:08:40.240 --> 00:08:42.840]  你就算在這個
[00:08:42.840 --> 00:08:46.040]  就算在這個埃及
[00:08:46.040 --> 00:08:47.040]  瓦國
[00:08:47.040 --> 00:08:48.040]  那些子女
[00:08:48.040 --> 00:08:48.640]  那些子女
[00:08:48.640 --> 00:08:49.440]  不要女了
[00:08:49.440 --> 00:08:51.640]  他是不是要去埃及那裡扔糧
[00:08:51.640 --> 00:08:52.240]  記得嗎
[00:08:52.240 --> 00:08:54.040]  那時候也沒有飯吃
[00:08:54.040 --> 00:08:56.240]  不過看看饑荒到多嚴重而已
[00:08:56.240 --> 00:08:58.440]  需不需要吃自己的子女
[00:08:58.440 --> 00:08:59.640]  有這樣的事情發生
[00:08:59.640 --> 00:09:00.440]  有的
[00:09:00.440 --> 00:09:02.840]  聖經裡面也有記載這些情況
[00:09:02.840 --> 00:09:03.440]  打仗
[00:09:03.440 --> 00:09:05.040]  我們上一次打仗
[00:09:05.040 --> 00:09:05.640]  第二次世界大戰
[00:09:05.640 --> 00:09:06.440]  是不是有人吃
[00:09:06.440 --> 00:09:07.240]  吃啊
[00:09:07.240 --> 00:09:09.040]  我聽說交換來吃
[00:09:09.040 --> 00:09:10.240]  吃不下自己那個
[00:09:10.240 --> 00:09:11.240]  交換來吃
[00:09:11.240 --> 00:09:13.040]  在街上你會突然間看到一個人
[00:09:13.040 --> 00:09:14.640]  裡面的東西都沒有了
[00:09:14.640 --> 00:09:15.840]  接著不知道為什麼
[00:09:15.840 --> 00:09:17.040]  有牛雜賣
[00:09:17.040 --> 00:09:18.040]  啊
[00:09:18.040 --> 00:09:20.440]  這些可能是事實
[00:09:20.440 --> 00:09:21.640]  沒東西吃
[00:09:21.640 --> 00:09:23.040]  為什麼有牛雜賣呢
[00:09:23.040 --> 00:09:24.840]  人雜變牛雜
[00:09:24.840 --> 00:09:26.640]  所以就是
[00:09:26.640 --> 00:09:28.640]  饑荒地震其實是有的
[00:09:28.640 --> 00:09:30.240]  這些都是災難嗎
[00:09:30.240 --> 00:09:31.240]  起頭而已
[00:09:31.240 --> 00:09:33.640]  你說為什麼世界末日還沒有到
[00:09:33.640 --> 00:09:35.040]  當然有這麼多的應驗了
[00:09:35.040 --> 00:09:36.840]  聖經講明給我們聽的
[00:09:36.840 --> 00:09:37.640]  是不是
[00:09:37.640 --> 00:09:38.640]  主耶穌講的
[00:09:38.640 --> 00:09:39.840]  這個是起頭而已
[00:09:39.840 --> 00:09:41.040]  開始而已
[00:09:41.040 --> 00:09:43.640]  都還沒有到最厲害的那一刻
[00:09:43.640 --> 00:09:44.640]  還沒有來
[00:09:44.640 --> 00:09:46.240]  是已經開始了
[00:09:46.240 --> 00:09:48.040]  但是還沒有結束
[00:09:48.040 --> 00:09:48.840]  還沒有
[00:09:48.840 --> 00:09:49.840]  已然
[00:09:49.840 --> 00:09:50.640]  還沒有
[00:09:50.640 --> 00:09:52.440]  那時候人要使你們
[00:09:52.440 --> 00:09:54.640]  陷在這個患裡面
[00:09:54.640 --> 00:09:56.240]  也要殺害你們
[00:09:56.240 --> 00:09:57.640]  你們又要為我的命
[00:09:57.640 --> 00:09:59.440]  被萬俗憎恨
[00:09:59.440 --> 00:10:01.040]  那時候會有許多人跌倒
[00:10:01.040 --> 00:10:02.040]  一定是
[00:10:02.040 --> 00:10:04.640]  如果基督徒是被屠殺的時候
[00:10:04.640 --> 00:10:05.840]  會不會有人跌倒
[00:10:05.840 --> 00:10:07.040]  有的
[00:10:07.040 --> 00:10:08.040]  有些人信耶穌
[00:10:08.040 --> 00:10:08.640]  說真的
[00:10:08.640 --> 00:10:10.440]  真是好不知所謂都有的
[00:10:10.440 --> 00:10:11.440]  對不對
[00:10:11.440 --> 00:10:13.240]  我最近去一個弟兄姊妹
[00:10:13.240 --> 00:10:14.440]  那間公司那裡
[00:10:14.440 --> 00:10:15.040]  我說話
[00:10:15.040 --> 00:10:15.640]  牧師說話
[00:10:15.640 --> 00:10:16.640]  什麼時候都會轉的
[00:10:16.640 --> 00:10:17.240]  OK
[00:10:17.240 --> 00:10:18.040]  可能他不是公司
[00:10:18.040 --> 00:10:18.840]  可能是家裡
[00:10:18.840 --> 00:10:19.840]  可能是弟兄
[00:10:19.840 --> 00:10:20.640]  但是我說是姊妹
[00:10:20.640 --> 00:10:21.440]  姊妹我說是弟兄
[00:10:21.440 --> 00:10:22.240]  所以說是弟兄姊妹
[00:10:22.240 --> 00:10:23.440]  那他就說
[00:10:23.440 --> 00:10:25.240]  牧師你幫我拆了地主
[00:10:25.240 --> 00:10:27.240]  我們是信了主的
[00:10:27.240 --> 00:10:28.640]  好啊拆地主
[00:10:28.640 --> 00:10:30.040]  其實你自己可以扔掉
[00:10:30.040 --> 00:10:32.240]  不過如果你有些擔心
[00:10:32.240 --> 00:10:33.240]  牧師跟你去
[00:10:33.240 --> 00:10:36.040]  於是牧師就帶了一個男的童工
[00:10:36.040 --> 00:10:37.040]  其實可能是女童工
[00:10:37.040 --> 00:10:38.640]  就是說我轉就轉的
[00:10:38.640 --> 00:10:39.440]  有什麼所謂
[00:10:39.440 --> 00:10:41.040]  總之不是我一個人去的
[00:10:41.040 --> 00:10:42.040]  一去到
[00:10:42.040 --> 00:10:42.640]  牧師
[00:10:42.640 --> 00:10:45.240]  我們還沒做這個儀式之前
[00:10:45.240 --> 00:10:46.440]  拆地主之前
[00:10:46.440 --> 00:10:47.840]  你先讓我做一點
[00:10:47.840 --> 00:10:49.640]  因為我爺爺說
[00:10:49.640 --> 00:10:50.640]  這個可能不是爺爺
[00:10:50.640 --> 00:10:51.840]  可能是奶奶
[00:10:51.840 --> 00:10:53.040]  又可能是他奶奶
[00:10:53.040 --> 00:10:55.240]  不過你知道牧師真的經常要解釋這些
[00:10:55.240 --> 00:10:56.640]  我不想你想了一下
[00:10:56.640 --> 00:10:57.840]  牧師你現在是說誰
[00:10:57.840 --> 00:10:59.040]  說我都不一定
[00:10:59.040 --> 00:11:00.040]  那個不在你們當中
[00:11:00.040 --> 00:11:01.640]  或者是都不一定的
[00:11:01.640 --> 00:11:03.040]  他說牧師
[00:11:03.040 --> 00:11:03.840]  我爺爺說
[00:11:03.840 --> 00:11:05.240]  我說你爺爺說什麼
[00:11:05.240 --> 00:11:06.240]  他說爺爺說
[00:11:06.240 --> 00:11:07.440]  我們要做一些事情
[00:11:07.440 --> 00:11:09.040]  才去拆的
[00:11:09.040 --> 00:11:12.440]  他說我爺爺都是基督徒來的
[00:11:12.440 --> 00:11:13.640]  我說什麼教會
[00:11:13.640 --> 00:11:16.040]  他都說了給我聽的
[00:11:16.040 --> 00:11:18.040]  聽了算了
[00:11:18.040 --> 00:11:20.240]  他說做些什麼
[00:11:20.240 --> 00:11:21.840]  我這裡
[00:11:21.840 --> 00:11:23.040]  我這裡
[00:11:23.040 --> 00:11:25.640]  有一些事情
[00:11:25.640 --> 00:11:27.640]  他說要我先做這些事情
[00:11:27.640 --> 00:11:29.040]  牧師你就
[00:11:29.040 --> 00:11:32.040]  差點說牧師你才開壇作法
[00:11:32.040 --> 00:11:33.440]  牧師你才祝福
[00:11:33.440 --> 00:11:34.840]  他不敢叫我開壇作法
[00:11:34.840 --> 00:11:37.440]  牧師你才祈禱祝福
[00:11:37.440 --> 00:11:38.640]  好吧讓你做吧
[00:11:38.640 --> 00:11:39.840]  做到夠了
[00:11:39.840 --> 00:11:41.240]  給了他5分鐘
[00:11:41.240 --> 00:11:42.840]  沒有叮叮沒有叉叉
[00:11:42.840 --> 00:11:43.840]  不過有個噹噹
[00:11:43.840 --> 00:11:44.640]  其實沒有的
[00:11:44.640 --> 00:11:46.040]  不過我也是作的
[00:11:46.040 --> 00:11:48.840]  但這個事實就真的有這些發生
[00:11:48.840 --> 00:11:51.240]  有個噹噹噹啊噹啊噹啊噹啊
[00:11:51.240 --> 00:11:52.240]  就扔了那件東西
[00:11:52.240 --> 00:11:54.440]  牧師你可以開始了
[00:11:54.440 --> 00:11:56.240]  我開不開始
[00:11:56.240 --> 00:12:00.240]  我開始教訓他
[00:12:00.240 --> 00:12:02.240]  我說你是基督徒來的嗎
[00:12:02.240 --> 00:12:03.440]  是啊
[00:12:03.440 --> 00:12:05.040]  我去過教會信主的
[00:12:05.040 --> 00:12:07.640]  去過教會受浸的
[00:12:07.640 --> 00:12:08.640]  你爺爺也是基督徒
[00:12:08.640 --> 00:12:09.440]  是啊
[00:12:09.440 --> 00:12:10.440]  他說不只是我爺爺
[00:12:10.440 --> 00:12:11.840]  我外公也是基督徒
[00:12:11.840 --> 00:12:15.240]  所以我媽那邊和我爸那邊
[00:12:15.240 --> 00:12:16.240]  都是
[00:12:16.240 --> 00:12:17.440]  就是我
[00:12:17.440 --> 00:12:20.040]  都是基督徒來的
[00:12:20.040 --> 00:12:21.440]  那爸爸那邊
[00:12:21.440 --> 00:12:24.240]  你就知道了
[00:12:24.240 --> 00:12:26.440]  不過你剛才這樣叮啊叮啊
[00:12:26.440 --> 00:12:28.640]  你知不知道這些不是我們
[00:12:28.640 --> 00:12:30.640]  基督教信仰的東西來的
[00:12:30.640 --> 00:12:34.640]  他說爺爺說要這樣做先
[00:12:34.640 --> 00:12:36.040]  接著我就嚇他了
[00:12:36.040 --> 00:12:37.040]  其實不嚇他
[00:12:37.040 --> 00:12:38.240]  是警告他
[00:12:38.240 --> 00:12:39.440]  也不是真的警告他
[00:12:39.440 --> 00:12:41.440]  是提醒他
[00:12:41.440 --> 00:12:42.240]  很kind的
[00:12:42.240 --> 00:12:43.640]  我那時候很kind的
[00:12:43.640 --> 00:12:47.440]  因為我不會說雷霆萬鈞地罵他一輪
[00:12:47.440 --> 00:12:48.440]  我說我們的神
[00:12:48.440 --> 00:12:50.440]  很多神已經說牧師你真的跌下來了
[00:12:50.440 --> 00:12:51.240]  不要緊啊
[00:12:51.240 --> 00:12:52.240]  送上天跳下去
[00:12:52.240 --> 00:12:53.240]  七次跳上去就可以了
[00:12:53.240 --> 00:12:56.240]  不過我不是送神紙
[00:12:56.240 --> 00:12:59.840]  我說我們的神是一個忌邪的神來的
[00:12:59.840 --> 00:13:01.240]  是不是
[00:13:01.240 --> 00:13:02.240]  我們要麼不信祂
[00:13:02.240 --> 00:13:04.040]  信祂就只可以信祂一個
