
[00:00:00.000 --> 00:00:03.940]  我們《啟示錄》講了兩年
[00:06:31.000 --> 00:06:33.720]  短短的幾年的時間 兩年的時間吧
[00:06:33.720 --> 00:06:36.000]  他就變成了上千人了
[00:06:36.000 --> 00:06:40.640]  然後這個後來就繼續發展
[00:06:40.640 --> 00:06:42.160]  最後他就說
[00:06:42.160 --> 00:06:47.160]  這個好像所謂的上帝顯靈給他
[00:06:47.160 --> 00:06:49.280]  然後就透過這一個女的
[00:06:49.280 --> 00:06:51.960]  這個女的其實是有精神病
[00:06:51.960 --> 00:06:54.600]  那麼他就說他這個女的
[00:06:54.600 --> 00:06:57.680]  後來這兩個人他就跟他聘居在一起了
[00:06:57.680 --> 00:07:01.560]  然後他就宣稱說她就是基督
[00:07:01.560 --> 00:07:04.960]  而且這個基督是女基督
[00:07:04.960 --> 00:07:08.000]  所以這是他們早期的教義
[00:07:08.000 --> 00:07:10.680]  就提到說有一個女基督
[00:07:10.680 --> 00:07:14.880]  那麼這還根據用聖經裡面講說
[00:07:14.880 --> 00:07:18.320]  閃電從東方閃到西邊
[00:07:18.320 --> 00:07:21.360]  還用這節聖經
[00:07:21.360 --> 00:07:25.880]  所以趙齊的時候他叫東方閃電
[00:07:25.880 --> 00:07:29.720]  那東方他的解讀是什麼呢 就是中國
[00:07:29.720 --> 00:07:32.880]  所以他講了說這個基督就怎麼樣
[00:07:32.880 --> 00:07:37.120]  就在中國出現了 而且是一個女基督
[00:07:37.120 --> 00:07:41.680]  你說這個東西你相信嗎
[00:07:41.680 --> 00:07:46.880]  中國一大堆農村的人會相信 我告訴你
[00:07:46.880 --> 00:07:50.440]  因為他有一些的 他也會有口才
[00:07:50.440 --> 00:07:51.520]  你懂我意思嗎
[00:07:51.520 --> 00:07:57.640]  甚至靈界裡面邪靈也會給他有一些力量
[00:07:57.640 --> 00:08:02.720]  現在這個末後的時代這不稀奇
[00:08:02.720 --> 00:08:06.840]  聖經上說會有假先知 會有假基督
[00:08:06.840 --> 00:08:09.280]  所以白德為我順便提醒一下
[00:08:09.280 --> 00:08:11.560]  你如果到網路上面去搜尋
[00:08:11.560 --> 00:08:18.720]  你會發現很多都是東方閃電全人神的
[00:08:18.720 --> 00:08:23.320]  而且你會發現你如果搜尋有關主耶穌基督再來
[00:08:23.320 --> 00:08:26.200]  主再來 末日等等這些的
[00:08:26.200 --> 00:08:30.920]  出現出來可能一半以上都是他們的網站
[00:08:30.920 --> 00:08:36.960]  據統計目前他們大概中文的網站已經超過50個
[00:08:36.960 --> 00:08:39.960]  什麼跟隨耶穌網
[00:08:39.960 --> 00:08:44.000]  什麼叫做中文聖經網 聽過嗎
[00:08:44.000 --> 00:08:47.200]  所以丟子們你們千萬要很注意
[00:08:47.200 --> 00:08:51.400]  上網的時候不要一看到這個東西
[00:08:51.400 --> 00:08:55.600]  你就好像是覺得它看起來好像是基督教
[00:08:55.600 --> 00:08:59.000]  甚至他還會把一些基督教的牧師什麼的
[00:08:59.000 --> 00:09:00.920]  講到放在他的網站裡面
[00:09:00.920 --> 00:09:05.160]  你會覺得說你看那個誰啊
[00:09:05.160 --> 00:09:07.600]  他大概不會放我的
[00:09:07.600 --> 00:09:11.320]  那個扣哨也在上面
[00:09:11.320 --> 00:09:12.960]  誰誰誰也在上面
[00:09:12.960 --> 00:09:16.480]  你一聽好了你以為這個網站安全了
[00:09:16.480 --> 00:09:18.520]  可能你不知不覺他有cookie
[00:09:18.520 --> 00:09:22.840]  他就已經知道你經常來訪問他
[00:09:22.840 --> 00:09:25.560]  所以你可以看見這個末後的世代
[00:09:25.560 --> 00:09:28.320]  有許多的假先知假基督
[00:09:28.320 --> 00:09:32.080]  他們會起來 實際上說做什麼事情
[00:09:32.080 --> 00:09:34.680]  迷惑了許多人
[00:09:34.680 --> 00:09:41.200]  跟你旁邊說不要被迷惑了
[00:09:41.200 --> 00:09:47.120]  另外我們在前面起訴例裡面也曾經講過
[00:09:47.120 --> 00:09:50.800]  講過這個所謂的假基督
[00:09:50.800 --> 00:09:52.560]  敵基督對不對
[00:09:52.560 --> 00:09:58.080]  敵基督那麼祈禱666這個數字還記不記得
[00:09:58.080 --> 00:09:59.360]  我記得那時候我已經提過
[00:09:59.360 --> 00:10:00.640]  不過我今天再講
[00:10:00.640 --> 00:10:02.880]  因為我發現這一次COVID期間
[00:10:02.880 --> 00:10:08.480]  在教會界裡面也出現不少這種的觀點
[00:10:08.480 --> 00:10:14.200]  認為說新冠疫苗就是受的應濟
[00:10:14.200 --> 00:10:19.080]  你打了新冠疫苗就是接受了受的應濟
[00:10:19.080 --> 00:10:25.080]  胡扯八道
[00:10:25.080 --> 00:10:28.600]  但是講這樣子的觀念
[00:10:28.600 --> 00:10:31.920]  大有人相信
[00:10:31.920 --> 00:10:35.280]  那有另外一個可能你更難分辨
[00:10:35.280 --> 00:10:36.840]  就是也更多的人會講的
[00:10:36.840 --> 00:10:43.400]  就是說因為現在這種所謂的條碼
[00:10:43.400 --> 00:10:47.240]  還有可以植入晶片
[00:10:47.240 --> 00:10:50.160]  疫苗護照
[00:10:50.160 --> 00:10:52.680]  所以很多人就根據這個就說
[00:10:52.680 --> 00:10:55.080]  哎呀這些就小心了
[00:10:55.080 --> 00:11:01.840]  這個很可能就是所謂的受的應濟
[00:11:01.840 --> 00:11:04.960]  你如果是他把你植入你的
[00:11:04.960 --> 00:11:08.280]  因為生機上你們提到說不是在額上跟手上嗎
[00:11:08.280 --> 00:11:09.120]  對不對
[00:11:09.120 --> 00:11:11.840]  所以把他植到的晶片植到裡面
[00:11:11.840 --> 00:11:14.240]  那這個idea裡面將來是
[00:11:14.240 --> 00:11:16.760]  現在是已經是在發展了
[00:11:16.760 --> 00:11:22.000]  也就是說如果你今天說就到國家去旅行的話
[00:11:22.000 --> 00:11:23.520]  你植入了這個晶片
[00:11:23.520 --> 00:11:26.240]  然後你經過怎麼樣
[00:11:26.240 --> 00:11:28.040]  你所有資料怎麼樣
[00:11:28.040 --> 00:11:30.280]  他通通一掃都知道
[00:11:30.280 --> 00:11:32.760]  你根本不需要把你的passport拿出來
[00:11:32.760 --> 00:11:34.320]  懂這意思嗎
[00:11:34.320 --> 00:11:38.560]  所以很多人就根據說這個科技上面的發展
[00:11:38.560 --> 00:11:44.280]  就認為說將來這個發展出來的時候
[00:11:44.280 --> 00:11:47.160]  他說這個就是受的應濟
[00:11:47.160 --> 00:11:51.560]  現在就怎麼樣
[00:11:51.560 --> 00:11:55.280]  我想這些很多東西
[00:11:55.280 --> 00:12:00.280]  我們都是很容易就是只看了一點資料
[00:12:00.280 --> 00:12:05.040]  然後呢我們就糊裡糊塗地把它當成是這樣子
[00:12:05.040 --> 00:12:08.440]  對不起記得我在上次信息裡面也曾經講過
[00:12:08.440 --> 00:12:10.680]  666
[00:12:10.680 --> 00:12:18.640]  這個是這個數目字聖經上講說這是人的數字
[00:12:18.640 --> 00:12:22.480]  所以這不是指的一個number
[00:12:22.480 --> 00:12:26.080]  所以在教會歷史上面曾經有人把它羅馬皇帝啦
[00:12:26.080 --> 00:12:28.640]  誰誰誰甚至比爾蓋茲啦
[00:12:28.640 --> 00:12:31.240]  還有這幾個現代的有名的人
[00:12:31.240 --> 00:12:33.840]  通通把它列作說那個就是666
[00:12:33.840 --> 00:12:35.360]  那個人就是666
[00:12:35.360 --> 00:12:39.640]  那個人就是迪基督
[00:12:39.640 --> 00:12:43.640]  那這一類的這種在youtube上面講這些東西的話
[00:12:43.640 --> 00:12:45.560]  哇你會發現點擊率都很高
[00:12:45.560 --> 00:12:46.440]  為什麼
[00:12:46.440 --> 00:12:50.320]  越聳動的越好是不是
[00:12:50.320 --> 00:12:54.480]  如果今天他在上面講說根據他的研究等等等等
[00:12:54.480 --> 00:12:55.840]  他也可以講出一套東西
[00:12:55.840 --> 00:13:03.680]  他說某某總統就是666
[00:13:03.680 --> 00:13:06.240]  你想不相信
[00:13:06.240 --> 00:13:08.400]  我告訴你一大堆人可能會跑去聽
[00:13:08.400 --> 00:13:10.120]  不管你想不相信一大堆人會跑去聽
[00:13:10.120 --> 00:13:12.720]  為什麼這個題目太聳動了
[00:13:12.720 --> 00:13:14.720]  但請你記得一件事情
[00:13:14.720 --> 00:13:18.200]  聖經裡面告訴我們說
[00:13:18.200 --> 00:13:21.360]  其實提醒我們
[00:13:21.360 --> 00:13:28.720]  重點不是在我們要去研究分析誰是迪基督
[00:13:28.720 --> 00:13:30.960]  聖經裡面提醒我們
[00:13:30.960 --> 00:13:32.160]  不管是迪基督也好
[00:13:32.160 --> 00:13:34.840]  假基督也好或者假先知也好
[00:13:34.840 --> 00:13:42.400]  提醒我們要有意要小心
[00:13:42.400 --> 00:13:45.240]  那至於受的印記呢
[00:13:45.240 --> 00:13:51.200]  那是指的說會去拜這個受
[00:13:51.200 --> 00:13:55.400]  那這個問題才是跟這個受的印記有關係
[00:13:55.400 --> 00:13:59.280]  也就是說你接受你去崇拜這個受
[00:13:59.280 --> 00:14:02.560]  你去崇拜這個迪基督
[00:14:02.560 --> 00:14:05.720]  那麼你就得是接受了
[00:14:05.720 --> 00:14:08.360]  你如果沒有去接受他
[00:14:08.360 --> 00:14:10.040]  你怕什麼
[00:14:10.040 --> 00:14:11.640]  懂我意思嗎
[00:14:11.640 --> 00:14:14.120]  因為打了一針疫苗
[00:14:14.120 --> 00:14:17.920]  你就變成是受的印記了嗎
[00:14:17.920 --> 00:14:20.400]  這是不是很離譜啊
[00:14:20.400 --> 00:14:22.080]  那這個意思就是說我們今天
[00:14:22.080 --> 00:14:25.640]  我們當初有多少人打了疫苗
[00:14:25.640 --> 00:14:30.560]  那你敬不敬拜耶穌
[00:14:30.560 --> 00:14:32.640]  你是不是敬拜耶穌
[00:14:32.640 --> 00:14:36.200]  還是你要敬拜那個魔鬼
[00:14:36.200 --> 00:14:38.360]  你懂我意思嗎
[00:14:38.360 --> 00:14:40.640]  不是說那個就等於那個
[00:14:40.640 --> 00:14:43.160]  這個太簡單化的說法了
[00:14:43.160 --> 00:14:45.480]  所以你可以看見
[00:14:45.480 --> 00:14:48.080]  這一些事情會越來越多的
[00:14:48.080 --> 00:14:48.800]  越來越多
[00:14:48.800 --> 00:14:50.560]  甚至聖經上告訴我們說
[00:14:50.560 --> 00:14:53.200]  這些假基督或者這些迪基督
[00:14:53.200 --> 00:14:57.160]  他能夠顯出神蹟騎士一輪出來
[00:14:57.160 --> 00:15:00.640]  連選民都會被迷惑了
[00:15:00.640 --> 00:15:03.760]  連神的兒女都會被迷惑了
[00:15:03.760 --> 00:15:05.240]  好 第一個徵兆是這樣子
[00:15:05.240 --> 00:15:06.360]  第二個徵兆是什麼
[00:15:06.360 --> 00:15:08.800]  你可以看見社會罪惡滿盈
[00:15:08.800 --> 00:15:10.120]  越來越多的問題
[00:15:10.120 --> 00:15:11.880]  在聖經裡面提到說
[00:15:11.880 --> 00:15:14.120]  他說只因不法的事增多
[00:15:14.120 --> 00:15:19.680]  許多人的愛心才漸漸冷淡了
[00:15:19.680 --> 00:15:21.120]  最近我不知道大家知不知道
[00:15:21.120 --> 00:15:29.200]  有一個發生在紐約的一個案子
[00:15:29.200 --> 00:15:32.520]  我之所以會提這個是因為
[00:15:32.520 --> 00:15:35.920]  我有一天跟我女兒他們在談的時候
[00:15:35.920 --> 00:15:38.400]  我發現他們都知道
[00:15:38.400 --> 00:15:40.920]  而且他們這個年輕的
[00:15:40.920 --> 00:15:42.960]  特別這種所謂的ABC也好
[00:15:42.960 --> 00:15:45.800]  或Asian American
[00:15:45.800 --> 00:15:47.480]  很多人都很注意這件事情
[00:15:47.480 --> 00:15:49.120]  這件事情是什麼呢
[00:15:49.120 --> 00:15:57.040]  這件事情就是在2月13號的時候
[00:15:57.040 --> 00:15:59.680]  那麼在紐約
[00:15:59.680 --> 00:16:01.600]  紐約就是等於是
[00:16:01.600 --> 00:16:03.600]  今天是27號
[00:16:03.600 --> 00:16:07.360]  所以是上上禮拜天
[00:16:07.360 --> 00:16:09.320]  上上個禮拜天的早晨
[00:16:09.320 --> 00:16:12.040]  有一個韓裔的亞洲
[00:16:12.040 --> 00:16:17.880]  就是Korean的American
[00:16:17.880 --> 00:16:20.800]  那麼35歲
[00:16:20.800 --> 00:16:22.560]  他單身
[00:16:22.560 --> 00:16:24.440]  他單獨回去
[00:16:24.440 --> 00:16:28.760]  他是住在一個紐約華裔的華府
[00:16:28.760 --> 00:16:31.400]  就是Chinatown的一個地方
[00:16:31.400 --> 00:16:32.880]  住在那邊
[00:16:32.880 --> 00:16:35.240]  結果後面被一個男的跟著他
[00:16:35.240 --> 00:16:36.600]  這個男的就是那一個
[00:16:36.600 --> 00:16:38.840]  這個上面那個圖片那一個
[00:16:38.840 --> 00:16:42.680]  他是一個homeless的人
[00:16:42.680 --> 00:16:44.400]  他跟著他進去
[00:16:44.400 --> 00:16:48.960]  後來就把他殺了
[00:16:48.960 --> 00:16:51.480]  清晨的時候
[00:16:51.480 --> 00:16:53.040]  警察把他抓了的時候他還說
[00:16:53.040 --> 00:16:54.760]  他說我沒有做任何事情啊
[00:16:54.760 --> 00:16:56.200]  我沒有殺人啊
[00:16:56.200 --> 00:16:58.680]  就精神有問題了
[00:16:58.680 --> 00:17:00.760]  那這件事情其實不是第一次
[00:17:00.760 --> 00:17:01.560]  對不對
[00:17:01.560 --> 00:17:03.280]  這一類事情其實在紐約
[00:17:03.280 --> 00:17:04.200]  在洛杉磯
[00:17:04.200 --> 00:17:06.960]  在美國各地都有發生過
[00:17:06.960 --> 00:17:08.200]  但是現在就準備
[00:17:08.200 --> 00:17:12.040]  你可以看見這個幕後的世代啊
[00:17:12.040 --> 00:17:21.720]  不法的事情會越來越多
[00:17:21.720 --> 00:17:24.200]  現在就準備
[00:17:24.200 --> 00:17:27.960]  這種情形看見一件事情就是
[00:17:27.960 --> 00:17:32.480]  末日越來越接近
[00:17:32.480 --> 00:17:35.240]  還有呢聖經上告訴我們說
[00:17:35.240 --> 00:17:37.800]  他說人子的人
[00:17:37.800 --> 00:17:40.160]  就是羅亞的日子如何
[00:17:40.160 --> 00:17:41.920]  也就是說當洪水來臨的時候
[00:17:41.920 --> 00:17:43.360]  羅亞的日子如何
[00:17:43.360 --> 00:17:46.560]  人照常吃喝嫁娶
[00:17:46.560 --> 00:17:47.360]  然後呢
[00:17:47.360 --> 00:17:50.040]  直到羅亞進方舟的時候
[00:17:50.040 --> 00:17:51.440]  那聖經上講說
[00:17:51.440 --> 00:17:53.480]  當人子來臨的時候也是如此
[00:17:53.480 --> 00:17:54.720]  意思就是說
[00:17:54.720 --> 00:17:56.720]  當主耶穌再來之前的時候
[00:17:56.720 --> 00:17:57.720]  會有一個現象
[00:17:57.720 --> 00:18:00.040]  就像當初羅亞的日子
[00:18:00.040 --> 00:18:02.040]  當神跟羅亞說
[00:18:02.040 --> 00:18:05.840]  你要去建造方舟的時候
[00:18:05.840 --> 00:18:08.840]  當時候所有的人
[00:18:08.840 --> 00:18:13.160]  沒有一個人相信他
[00:18:13.160 --> 00:18:17.440]  只有羅亞跟他的一家
[00:18:17.440 --> 00:18:19.760]  他們進入方舟
[00:18:19.760 --> 00:18:21.880]  記得這個故事嗎
[00:18:21.880 --> 00:18:23.080]  這表明一件事情
[00:18:23.080 --> 00:18:25.120]  哎呀我說
[00:18:25.120 --> 00:18:27.840]  如果我們今天在羅亞的時代
[00:18:27.840 --> 00:18:30.280]  會不會我們也跟那些人一樣
[00:18:30.280 --> 00:18:32.160]  我們不相信
[00:18:32.160 --> 00:18:34.440]  神說洪水會來了
[00:18:34.440 --> 00:18:37.280]  神要來毀滅這個世界了
[00:18:37.280 --> 00:18:40.320]  當時候所有的人都不相信
[00:18:40.320 --> 00:18:41.960]  親愛的兄弟姐妹
[00:18:41.960 --> 00:18:45.120]  那今天神說他要來了
[00:18:45.120 --> 00:18:47.280]  主耶穌說他要來了
[00:18:47.280 --> 00:18:49.320]  他要來審判這個世界
[00:18:49.320 --> 00:18:53.320]  這個世界有一天要被火所消滅
[00:18:53.320 --> 00:18:55.680]  你相信嗎
[00:18:55.680 --> 00:18:58.360]  你相信嗎
[00:18:58.360 --> 00:19:01.280]  親愛的兄弟姐妹
[00:19:01.280 --> 00:19:03.960]  你看著這個世界所發生的事情
[00:19:03.960 --> 00:19:05.480]  你知道一件事情
[00:19:05.480 --> 00:19:08.560]  聖經上所說的這些預言
[00:19:08.560 --> 00:19:13.440]  這些徵兆正一步一步的實現
[00:19:13.440 --> 00:19:15.280]  第三個徵兆是什麼
[00:19:15.280 --> 00:19:22.000]  就是天災人禍越來越多
[00:19:22.000 --> 00:19:23.680]  民要攻打民
[00:19:23.680 --> 00:19:26.080]  國要攻打國
[00:19:26.080 --> 00:19:30.640]  到處都有饑荒地震
[00:19:30.640 --> 00:19:32.400]  你看看
[00:19:32.400 --> 00:19:36.160]  這裡說這些事情的發生
[00:19:36.160 --> 00:19:38.520]  是什麼
[00:19:38.520 --> 00:19:43.560]  是災難的起頭
[00:19:43.560 --> 00:19:45.880]  這個災難原文就是什麼
[00:19:45.880 --> 00:19:48.200]  是生產的滋亂
[00:19:48.200 --> 00:19:50.280]  姐妹們生產都知道
[00:19:50.280 --> 00:19:52.360]  是越來越痛
[00:19:52.360 --> 00:19:54.640]  所以這裡說這些事情的發生
[00:19:54.640 --> 00:19:58.040]  他說是災難的起頭
[00:19:58.040 --> 00:20:01.280]  所以回到我剛才講的說
[00:20:01.280 --> 00:20:08.240]  可不可能主耶穌今天就來了
[00:20:08.240 --> 00:20:11.400]  這個問題
[00:20:11.400 --> 00:20:14.520]  這不可能
[00:20:14.520 --> 00:20:17.560]  剛才很多人說可能嘛對不對
[00:20:17.560 --> 00:20:20.160]  我現在問可不可能
[00:20:20.160 --> 00:20:23.200]  可能
[00:20:23.200 --> 00:20:28.000]  如果我們說可能會有一個神學上的問題
[00:20:28.000 --> 00:20:34.120]  因為這都是災難的起頭
[00:20:34.120 --> 00:20:38.000]  觀眾朋友說基林你看到pandemic有沒有
[00:20:38.000 --> 00:20:40.920]  你看到這些發生的災難有沒有
[00:20:40.920 --> 00:20:45.720]  不管是08年的四川大地震
[00:20:45.720 --> 00:20:48.720]  或者是菲律賓的海燕颱風
[00:20:48.720 --> 00:20:51.760]  那麼去年
[00:20:51.760 --> 00:20:55.800]  是去年還是2020年
[00:20:55.800 --> 00:20:58.200]  那麼中國南方的大洪水
[00:20:58.200 --> 00:21:00.600]  影響所及
[00:21:00.600 --> 00:21:03.600]  上幾億的人口受到影響
[00:21:03.600 --> 00:21:06.240]  這些東西你可以看見災難越來越多
[00:21:06.240 --> 00:21:08.520]  美國也是如此歐洲也是如此
[00:21:08.520 --> 00:21:10.880]  大風險大風暴
[00:21:10.880 --> 00:21:12.480]  那global warming
[00:21:12.480 --> 00:21:16.680]  我最近看到一個資料報導說
[00:21:16.680 --> 00:21:19.440]  當然這是臺灣的一個環保組織
[00:21:19.440 --> 00:21:22.120]  他們做出來的一個研究
[00:21:22.120 --> 00:21:25.840]  那他們說到2030年
[00:21:25.840 --> 00:21:28.960]  不對今年是
[00:21:28.960 --> 00:21:31.480]  到2050年
[00:21:31.480 --> 00:21:34.480]  高雄要被海水整個淹沒
[00:21:34.480 --> 00:21:38.960]  高雄是我的家鄉啊
[00:21:38.960 --> 00:21:42.160]  上海
[00:21:42.160 --> 00:21:48.040]  反正這些靠海的這些城市
[00:21:48.040 --> 00:21:50.840]  在2050年
