
[00:00:00.000 --> 00:00:03.120]  其實爸爸也不容易做的,不過呢
[00:04:55.760 --> 00:05:00.480]  那些主婦問她甚麼才是大事?甚麼是小事?
[00:05:00.480 --> 00:05:03.880]  媽媽說小事是煮飯洗衫
[00:05:03.880 --> 00:05:05.440]  跟子女選學校
[00:05:05.440 --> 00:05:06.880]  報名課外活動
[00:05:06.880 --> 00:05:08.240]  交水電費
[00:05:08.240 --> 00:05:11.760]  買車、供樓都是媽媽做的
[00:05:11.760 --> 00:05:13.000]  這也是小事
[00:05:13.000 --> 00:05:15.160]  她說大事是甚麼?
[00:05:15.160 --> 00:05:16.680]  大事爸爸很重要的
[00:05:16.680 --> 00:05:17.800]  他要處理甚麼?
[00:05:17.800 --> 00:05:21.040]  他要處理俄烏戰爭、以哈衝突
[00:05:21.040 --> 00:05:24.720]  他要處理23條立法那些
[00:05:24.720 --> 00:05:26.400]  都跟他有關的,知道嗎?
[00:05:26.400 --> 00:05:27.520]  這樣,對吧?
[00:05:27.520 --> 00:05:28.440]  OK
[00:05:28.440 --> 00:05:30.880]  大家放心,今天不說23條
[00:05:30.880 --> 00:05:34.640]  因為我很忙,只有十天假期回香港
[00:05:34.640 --> 00:05:37.480]  我不想回去要逗留十年,知道嗎?
[00:05:37.480 --> 00:05:39.280]  所以今天不說這個題目
[00:05:39.280 --> 00:05:41.280]  但是
[00:05:41.280 --> 00:05:46.080]  傳統的、真是有些所謂「父權」的社會
[00:05:46.080 --> 00:05:48.080]  「父系」的社會,猶太人也是
[00:05:48.080 --> 00:05:49.680]  外國人也是
[00:05:49.680 --> 00:05:50.720]  中國人更加是
[00:05:50.720 --> 00:05:55.600]  父親就好像是很大的權力
[00:05:55.600 --> 00:05:58.480]  男主外,女主內
[00:05:58.480 --> 00:05:59.760]  很簡單的一件事
[00:05:59.760 --> 00:06:02.560]  你在公園裡星期天
[00:06:02.560 --> 00:06:05.600]  英國很普遍,香港我不見得很多
[00:06:05.600 --> 00:06:09.680]  而見到一個爸爸推著嬰兒車
[00:06:09.680 --> 00:06:11.400]  那你就會怎樣呢?
[00:06:11.400 --> 00:06:14.000]  你看著他散發一個很羨慕
[00:06:14.000 --> 00:06:16.600]  很讚賞的眼光
[00:06:16.600 --> 00:06:21.600]  嘩,這個爸爸真是偉大推著嬰兒車,對吧?
[00:06:21.600 --> 00:06:23.080]  可能現在也多了
[00:06:23.080 --> 00:06:25.600]  但是我小時候沒有見過
[00:06:25.600 --> 00:06:27.360]  但是如果你媽媽推著嬰兒車
[00:06:27.360 --> 00:06:29.880]  有沒有人有羨慕的眼神呢?
[00:06:29.880 --> 00:06:32.160]  當然沒有,因為這些是理所當然
[00:06:32.160 --> 00:06:34.280]  是她的職責來的
[00:06:34.280 --> 00:06:37.680]  兒女的爸爸也有份的,對吧?
[00:06:37.680 --> 00:06:41.120]  所以小孩子和媽媽的關係
[00:06:41.120 --> 00:06:44.560]  我們知道是很接近的
[00:06:44.560 --> 00:06:45.920]  有些人做個統計
[00:06:45.920 --> 00:06:50.720]  就是小孩子當遇到困難的時候
[00:06:50.720 --> 00:06:52.920]  很多時候困難就藏在自己身上
[00:06:52.920 --> 00:06:54.760]  不跟別人說
[00:06:54.760 --> 00:06:59.000]  就算說就跟他差不多年紀的朋友說
[00:06:59.000 --> 00:07:02.160]  再不然就找媽媽
[00:07:02.160 --> 00:07:06.520]  統計數字極少說他找爸爸
[00:07:06.520 --> 00:07:08.760]  為什麼呢?他問回他的兒子
[00:07:08.760 --> 00:07:13.400]  兒子就說通常爸爸是不明白他的感受
[00:07:13.400 --> 00:07:16.920]  爸爸是容易發脾氣,反應大
[00:07:16.920 --> 00:07:19.880]  爸爸就淡化這件事
[00:07:19.880 --> 00:07:22.680]  常常都說不要緊,自己處理
[00:07:22.680 --> 00:07:27.680]  所以可能是上帝做我們男女的分別
[00:07:27.680 --> 00:07:30.040]  就是我們有不同的做法
[00:07:30.040 --> 00:07:34.520]  小朋友有什麼事就找媽媽
[00:07:34.520 --> 00:07:36.920]  所以家裡就有媽媽的聲音
[00:07:36.920 --> 00:07:40.560]  媽媽,媽媽
[00:07:40.560 --> 00:07:44.200]  有些人有什麼問題就大聲喊
[00:07:44.200 --> 00:07:50.000]  oh my god,知道翻譯是什麼嗎?
[00:07:50.000 --> 00:07:53.760]  我就上網找哥哥去問一下
[00:07:53.760 --> 00:07:56.120]  oh my god是怎樣翻譯的呢?
[00:07:56.120 --> 00:07:58.400]  二,我有兩個翻譯法
[00:07:58.400 --> 00:08:01.080]  一個是我的天
[00:08:01.080 --> 00:08:03.800]  第二個是我的媽
[00:08:03.800 --> 00:08:07.440]  原來oh my god就是媽媽,怎麼辦呢?
[00:08:07.440 --> 00:08:11.920]  所以小朋友遇到困難就找媽媽
[00:08:11.920 --> 00:08:15.840]  晚上睡不著,發燒就找媽媽
[00:08:15.840 --> 00:08:19.320]  外面走雷閃電就找媽媽,很少找爸爸
[00:08:19.320 --> 00:08:26.800]  連那些雞毛蒜皮的事,都會找媽媽多
[00:08:26.800 --> 00:08:32.680]  我女兒小時候病不舒服,找誰呢?
[00:08:32.680 --> 00:08:37.000]  其實是找我,有家庭醫生,對不對?
[00:08:37.000 --> 00:08:42.480]  原來不是,要找她媽媽再轉介給我看專科
[00:08:42.480 --> 00:08:45.960]  所以是先找媽媽,知道嗎?
[00:08:45.960 --> 00:08:49.160]  雞毛蒜皮的事是媽媽先做的
[00:08:49.160 --> 00:08:51.200]  以前我也講過,我記得
[00:08:51.200 --> 00:08:54.800]  我初初來英國的時候,十三歲
[00:08:54.800 --> 00:09:01.880]  我在香港是球迷,捧哪一隊呢?捧籃畫
[00:09:01.880 --> 00:09:04.920]  不知道籃畫現在還有沒有存在
[00:09:04.920 --> 00:09:07.280]  那個年代是很厲害的
[00:09:07.280 --> 00:09:09.880]  捧了很多年,其實都是捧
[00:09:09.880 --> 00:09:13.520]  我聽了收音機,電視都沒有轉播那個年代
[00:09:13.520 --> 00:09:16.200]  我拿著收音機,別人以為我聽跑馬
[00:09:16.200 --> 00:09:20.680]  就放在耳朵那裡,然後聽
[00:09:20.680 --> 00:09:27.120]  來到英國,我捧那隊籃畫的戰績
[00:09:27.120 --> 00:09:30.560]  打成怎樣我不知道,沒有互聯網
[00:09:30.560 --> 00:09:33.880]  沒有新聞看,看不到香港新聞
[00:09:33.880 --> 00:09:36.840]  那怎麼辦呢?那就慘了
[00:09:36.840 --> 00:09:41.280]  所以來到英國,我最想念的不是我父母
[00:09:41.280 --> 00:09:43.320]  是籃畫,知道嗎?
[00:09:43.320 --> 00:09:47.040]  所以我就問我媽媽
[00:09:47.040 --> 00:09:50.040]  你可不可以每個星期,每天
[00:09:50.040 --> 00:09:52.400]  你在報紙那裡,我這頁是體育版
[00:09:52.400 --> 00:09:54.200]  我媽媽不看的,體育版
[00:09:54.200 --> 00:09:57.840]  最後這裡有之前那天的賽果
[00:09:57.840 --> 00:10:00.720]  你將它寫下來,記錄下來
[00:10:00.720 --> 00:10:03.680]  你每個星期寫一封信給我的時候
[00:10:03.680 --> 00:10:06.880]  你就寫下去了,籃畫對精工是4比0
[00:10:06.880 --> 00:10:09.280]  魚丸對流浪是2比0,你明白嗎?
[00:10:09.280 --> 00:10:10.960]  你寫給我每個星期
[00:10:10.960 --> 00:10:14.480]  寫了,這是聯賽,是足總盃
[00:10:14.480 --> 00:10:16.560]  要很清楚
[00:10:16.560 --> 00:10:18.560]  這件事都要煩我媽媽
[00:10:18.560 --> 00:10:22.320]  她很忙的,護士長來的,知道嗎?
[00:10:22.320 --> 00:10:25.120]  幫我做這些事,但她又做
[00:10:25.120 --> 00:10:27.760]  因為她的兒子叫到,怎會不做呢?
[00:10:27.760 --> 00:10:29.920]  媽媽真的不容易做,對不對?
[00:10:29.920 --> 00:10:32.640]  其實是有原因的
[00:10:32.640 --> 00:10:34.960]  媽媽和子女是比較親密的
[00:10:34.960 --> 00:10:37.840]  你知不知道我們的DNA
[00:10:37.840 --> 00:10:41.920]  不是一半來自爸爸,一半來自媽媽
[00:10:41.920 --> 00:10:44.720]  知不知道?不是五十,五十的
[00:10:44.720 --> 00:10:46.480]  原來不是的
[00:10:46.480 --> 00:10:48.720]  不用怕,不用怕
[00:10:48.720 --> 00:10:50.800]  也不是隔壁的爸爸
[00:10:50.800 --> 00:10:54.720]  五十一是媽媽
[00:10:54.720 --> 00:10:58.480]  原來在我們的細胞有些成分
[00:10:58.480 --> 00:11:02.080]  叫Mitochondria,我上網看,是線粒體
[00:11:02.080 --> 00:11:05.600]  原來那些因子全部是從媽媽那邊來
[00:11:05.600 --> 00:11:07.520]  大約佔人體1%
[00:11:07.520 --> 00:11:10.080]  所以媽媽給多些DNA給我們
[00:11:10.080 --> 00:11:11.440]  我們像媽媽那麼提
[00:11:11.440 --> 00:11:14.400]  那些Mitochondria很重要,沒了就死的,知不知道?
[00:11:14.400 --> 00:11:17.680]  它是細胞裡面的發電廠來的
[00:11:17.680 --> 00:11:20.320]  它是專門做一些能量出來的
[00:11:20.320 --> 00:11:29.040]  所以原來多些因子DNA是從媽媽那邊來的
[00:11:29.040 --> 00:11:32.320]  現在做一些資料搜集,很有趣的
[00:11:32.320 --> 00:11:37.920]  就是把這些線粒子的DNA去查,一直推上去
[00:11:37.920 --> 00:11:41.200]  因為媽媽那邊遺傳,不會搞亂的
[00:11:41.200 --> 00:11:45.920]  它說可以一直推上去,找到夏娃的DNA
[00:11:45.920 --> 00:11:49.120]  可能都是有點誇張了
[00:11:49.120 --> 00:11:53.920]  因為它是沒有跟藍那邊混合的
[00:11:53.920 --> 00:11:58.880]  照計是可以,不過它做了一些猶太人的十二支派
[00:11:58.880 --> 00:12:02.320]  真的推論了出來,真的分出來了
[00:12:02.320 --> 00:12:04.160]  也不是一個天方夜譚
[00:12:04.160 --> 00:12:06.480]  夏娃就有一點點勉強
[00:12:06.480 --> 00:12:12.320]  沒有,剛才說,懷胎十個月,一定是媽媽
[00:12:12.320 --> 00:12:14.160]  為人乃媽媽
[00:12:14.160 --> 00:12:20.000]  未出生,在她的肚子裡面,已經有感情在
[00:12:20.000 --> 00:12:25.040]  這是真的,這是有根有據的
[00:12:25.040 --> 00:12:27.920]  媽媽和小孩的接觸
[00:12:27.920 --> 00:12:32.160]  嬰兒出生,他看到媽媽是會笑的
[00:12:32.160 --> 00:12:34.400]  他會特別留意
[00:12:34.400 --> 00:12:39.520]  媽媽旁邊的那個男人,他就沒有那麼緊張
[00:12:39.520 --> 00:12:40.720]  一定是
[00:12:40.720 --> 00:12:44.480]  所以媽媽會抱他多一點
[00:12:44.480 --> 00:12:49.200]  他成長的過程,他就會花更多時間
[00:12:49.200 --> 00:12:50.720]  說到咒咒與祝福
[00:12:50.720 --> 00:12:54.480]  香港其實有一個祝福,就是很多人找姐姐照顧小孩
[00:12:54.480 --> 00:12:57.760]  沒辦法,因為姐姐便宜
[00:12:57.760 --> 00:13:02.320]  我一向覺得這是一個歧視的法例
[00:13:02.320 --> 00:13:05.120]  不過算了,今天不去討論這些,因為我想回香港
[00:13:05.120 --> 00:13:09.520]  所以其實有個好也有個不好
[00:13:09.520 --> 00:13:12.880]  好是可以供樓,賺到錢
[00:13:12.880 --> 00:13:15.920]  但不好是失去了跟小孩的時間
[00:13:15.920 --> 00:13:19.120]  所以你說是不是真的祝福呢?看你怎麼看
[00:13:19.120 --> 00:13:22.960]  我的同事,女同事的顧問,賺了很多錢
[00:13:22.960 --> 00:13:27.040]  她生了嬰兒,一兩年休息,照顧小孩
[00:13:27.040 --> 00:13:29.600]  無薪假期
[00:13:29.600 --> 00:13:32.880]  請不請一個姐姐很貴,但主要不是這個原因
[00:13:32.880 --> 00:13:36.800]  主要她覺得是重要,跟小孩在一起
[00:13:36.800 --> 00:13:40.160]  所以這可能是因為這裡沒有傭人
[00:13:40.160 --> 00:13:43.200]  不容易請,不可以這麼便宜,最低工資
[00:13:43.200 --> 00:13:45.680]  她的薪水等於你那份,怎麼請呢?
[00:13:45.680 --> 00:13:48.640]  所以這也是一個原因
[00:13:48.640 --> 00:13:53.920]  所以今天,小孩跟父母可能隔膜多了
[00:13:53.920 --> 00:13:57.760]  就是因為,尤其是媽媽,是少見到的
[00:13:57.760 --> 00:14:00.960]  這也是環境造成,是很難的
[00:14:00.960 --> 00:14:03.760]  但《聖經》裡面有幾個媽媽
[00:14:03.760 --> 00:14:09.040]  都是很多媽媽的,《聖經》不是提到很多女人,大家知道
[00:14:09.040 --> 00:14:12.480]  但是有幾個,薩姆爾的媽媽
[00:14:12.480 --> 00:14:14.560]  是甚麼名字呢?記不記得?
[00:14:14.560 --> 00:14:16.560]  薩姆爾的媽媽
[00:14:16.560 --> 00:14:18.960]  Hannah,是嗎?Hannah,是的
[00:14:18.960 --> 00:14:23.840]  她一直沒有小孩,《薩姆爾記》上一章10至11節就說
[00:14:23.840 --> 00:14:27.040]  Hannah心裡仇苦,就痛痛哭泣
[00:14:27.040 --> 00:14:30.000]  向耶和華祈禱,他許願說
[00:14:30.000 --> 00:14:35.120]  萬鈞之耶和華,你若誰顧你侍女的苦情
[00:14:35.120 --> 00:14:38.960]  眷戀不忘你的侍女,賜你的侍女一個子女
[00:14:38.960 --> 00:14:44.080]  我必使他終生歸給耶和華,不用剃刀剃他的頭
[00:14:44.080 --> 00:14:47.920]  這個是Hannah在聖殿大師面前
[00:14:47.920 --> 00:14:50.480]  她一個許願
[00:14:50.480 --> 00:14:56.880]  她沒有小孩,她已經很想有個仇
[00:14:56.880 --> 00:15:02.000]  她心知嘆著去祈禱
[00:15:02.000 --> 00:15:07.120]  許願她說,上帝你不要忘記
[00:15:07.120 --> 00:15:10.960]  希望你聽到我的苦情,你不要忘記我的聲音
[00:15:10.960 --> 00:15:14.800]  希望你賞賜個兒子給我
[00:15:14.800 --> 00:15:17.360]  如果你想賞賜個兒子給我,這個許願是甚麼呢?
[00:15:17.360 --> 00:15:25.040]  就是她說她會將兒子永遠終生歸於耶和華
[00:15:25.040 --> 00:15:27.600]  在《利美記錄章》記載
[00:15:27.600 --> 00:15:31.440]  如果你不是出生於祭司體系的猶太人
[00:15:31.440 --> 00:15:34.000]  如果想要服侍耶和華
[00:15:34.000 --> 00:15:37.840]  你可以許願他一段時間成為一名拿細爾人
[00:15:37.840 --> 00:15:41.920]  如果熟讀舊約的歷史就會知道
[00:15:41.920 --> 00:15:46.800]  那段時間他做拿細爾人
[00:15:46.800 --> 00:15:50.640]  拿細爾人原來是兼職的,不用一輩子做的
[00:15:50.640 --> 00:15:54.480]  那段時間你不可以喝酒,不可以剃頭髮
[00:15:54.480 --> 00:15:55.760]  真的留得很長
[00:15:55.760 --> 00:16:00.360]  哈拿照著這個規例,但唯一不同的就是
[00:16:00.360 --> 00:16:03.960]  她要兒子終生服侍神
[00:16:03.960 --> 00:16:08.320]  終生做拿細爾人,而不是一段時間
[00:16:08.320 --> 00:16:10.160]  這是一個很大的許願
[00:16:10.160 --> 00:16:19.040]  看到媽媽哭著流淚去祈禱
[00:16:19.040 --> 00:16:20.720]  這是很重要的
[00:16:20.720 --> 00:16:25.840]  今天我們有沒有為孩子祈禱呢?
[00:16:25.840 --> 00:16:28.920]  我哭著去祈禱,相信很多人都有這樣的經歷
[00:16:28.920 --> 00:16:32.000]  孩子生病,出現困難
[00:16:32.000 --> 00:16:36.600]  我們流著淚為他們祈禱
[00:16:36.600 --> 00:16:40.440]  我認識一個牧者,他是來自紐約神樂園的
[00:16:40.440 --> 00:16:44.280]  很多年前,他有兩父子
[00:16:44.280 --> 00:16:49.120]  他的父親是一個很虔誠,有很多侍奉的牧者
[00:16:49.120 --> 00:16:51.880]  他的兒子小時候很頑皮
[00:16:51.880 --> 00:16:56.160]  他來港建政,他的兒子後來當了牧師
[00:16:56.160 --> 00:17:02.360]  他的兒子港建政,說他頑皮得警察都要抓他
[00:17:02.360 --> 00:17:05.720]  不是頑皮仔那麼簡單
[00:17:05.720 --> 00:17:12.480]  他媽媽每天幫他祈禱,流著眼淚去祈禱
[00:17:12.480 --> 00:17:15.720]  後來他信了主,做了牧者
[00:17:15.720 --> 00:17:24.240]  他做的神學教導,可以說是超越他的父親
[00:17:24.240 --> 00:17:28.320]  他是兩父子
[00:17:28.320 --> 00:17:33.840]  媽媽流著眼淚去祈禱
[00:17:33.840 --> 00:17:36.840]  另一個建政,也有人聽說過
[00:17:36.840 --> 00:17:39.280]  有一位牙醫,叫袁佑軒
[00:17:39.280 --> 00:17:47.360]  他同性戀者,有吸毒,很頑皮,犯事
[00:17:47.360 --> 00:17:52.040]  讀大學又被人踢出來,不敢回家,在美國
[00:17:52.040 --> 00:17:56.400]  他很多年和媽媽都斷絕來往
[00:17:56.400 --> 00:17:59.600]  因為他不懂怎樣去面對媽媽
[00:17:59.600 --> 00:18:04.520]  媽媽寫了很多信給他,他沒有一封信開過
[00:18:04.520 --> 00:18:08.560]  後來他真的走投無路,齋人周身齋
[00:18:08.560 --> 00:18:13.280]  因為他起初吸毒,後來犯毒,坐牢
[00:18:13.280 --> 00:18:17.360]  結果在監獄裡,有個牧者和他聊天
[00:18:17.360 --> 00:18:21.600]  就把他在罪那裡拯救了出來
[00:18:21.600 --> 00:18:27.240]  後來他放了牢出來,第一件事是回去找他媽媽
[00:18:27.240 --> 00:18:30.160]  十幾年沒有見過,找回他媽媽
[00:18:30.160 --> 00:18:35.000]  他媽媽十幾年來,每天為他流淚的禱告
[00:18:35.000 --> 00:18:40.800]  後來他當了牧師,四圍去作見證
[00:18:40.800 --> 00:18:44.680]  帶著他父母一起作見證,在香港他也回去作見證
[00:18:44.680 --> 00:18:49.000]  大家上網查一下袁佑軒,好像他在北宣做過見證
[00:18:49.000 --> 00:18:55.120]  十幾年前,流淚的禱告
[00:18:55.120 --> 00:18:59.560]  摩西的母親,記得嗎?
[00:18:59.560 --> 00:19:02.960]  一個利美人娶了一個利美人的妻子
[00:19:02.960 --> 00:19:05.120]  這個女人懷孕,生了一個兒子
[00:19:05.120 --> 00:19:10.040]  見她進尾就把她藏了三個月,原來是摩西
[00:19:10.040 --> 00:19:13.720]  有時候我看著,見到兒子進尾就把他藏了三個月
[00:19:13.720 --> 00:19:17.200]  如果親得醜一點,會不會就算了?
[00:19:17.200 --> 00:19:22.760]  為什麼要收起來呢?因為當時法老王下了令
[00:19:22.760 --> 00:19:27.040]  猶太人那些男孩子一定要殺
[00:19:27.040 --> 00:19:32.080]  因為他害怕他們那族人太強
[00:19:32.080 --> 00:19:35.040]  他們當時在埃及做奴隸
[00:19:35.040 --> 00:19:39.640]  結果,後來藏了三個月就不行了
[00:19:39.640 --> 00:19:43.320]  藏不了,就取了一個箱子
[00:19:43.320 --> 00:19:46.760]  把孩子放在裏面,箱子放在利羅河那裏
[00:19:46.760 --> 00:19:53.280]  之後,大家都知道,法老的公主帶了他回去養
[00:19:53.280 --> 00:19:55.480]  摩西成為了埃及的王子
[00:19:55.480 --> 00:19:57.480]  他的母親就做了他的奶媽
[00:19:57.480 --> 00:20:02.240]  大家可以回去看看,有時候看這個故事,經常都想到神的計劃
[00:20:02.240 --> 00:20:06.640]  就是很奇妙,但是看到摩西的母親
[00:20:06.640 --> 00:20:09.760]  她捨不得兒子
[00:20:09.760 --> 00:20:12.200]  還有一個就是夏甲
[00:20:12.200 --> 00:20:17.680]  夏甲其實就是,大家看上去好像不是好的女人
[00:20:17.680 --> 00:20:22.040]  不是正室來的,但其實我覺得她是很無辜的
[00:20:22.040 --> 00:20:26.920]  後來阿伯拉罕趕走夏甲
[00:20:26.920 --> 00:20:32.680]  阿伯拉罕清早起來,拿餅和一瓶袋水給了夏甲
[00:20:32.680 --> 00:20:37.720]  搭在他的肩上,把他和孩子一起送走
[00:20:37.720 --> 00:20:41.360]  男人都挺壞的,他自己是兒子
[00:20:41.360 --> 00:20:48.320]  老實說,你把女人和兒子趕走去抗爭那裏
[00:20:48.320 --> 00:20:52.800]  只有餅和一袋水,就是叫他死的
[00:20:52.800 --> 00:20:56.760]  我當然有一點點是這樣,你怎樣生存呢?
[00:20:56.760 --> 00:21:02.440]  夏甲走了之後就把他,但他卻在別氏巴的抗爭流浪
[00:21:02.440 --> 00:21:07.320]  皮袋的水用完了,夏甲就把孩子放在一棵小樹下
[00:21:07.320 --> 00:21:11.240]  自己走開,又一箭之遠
[00:21:11.240 --> 00:21:15.680]  為甚麼他走開呢?他不想看到他自己的兒子死
[00:21:15.680 --> 00:21:18.160]  打算死就可以了
[00:21:18.160 --> 00:21:23.480]  但是他又不敢走得太遠,不捨得
[00:21:23.480 --> 00:21:27.120]  有少許自欺欺人,因為你把他扔下不要理他
[00:21:27.120 --> 00:21:29.320]  把他扔在油麻地的公廁,然後就走了
[00:21:29.320 --> 00:21:33.240]  要麼就這樣,要麼你就繼續和他一起
[00:21:33.240 --> 00:21:34.920]  大家一起抱著他去死
[00:21:34.920 --> 00:21:39.880]  他就是看到母親的矛盾,矛盾的心情
[00:21:39.880 --> 00:21:44.600]  他不想看到他死,但又不能把他扔下
[00:21:44.600 --> 00:21:48.360]  他遠遠都想看守著他
[00:21:48.360 --> 00:21:50.680]  今天我們的小朋友長大了也是的
[00:21:50.680 --> 00:21:54.200]  你講就講,養到十八歲,養到大學畢業就算了
[00:21:54.200 --> 00:21:57.160]  講而已,你的小朋友大學畢業了嗎?還沒有
[00:21:57.160 --> 00:22:00.920]  還沒有就不要再講那麼多了,你一定不會的
