
[00:00:00.000 --> 00:00:02.500]  今天我們分享的題目叫做
[00:02:59.200 --> 00:03:02.800]  我們的生命有沒有基督徒的樣式呢?
[00:03:02.800 --> 00:03:06.600]  當我們去看第三章的時候
[00:03:06.600 --> 00:03:09.800]  其實保羅是跟哥倫多教會說
[00:03:09.800 --> 00:03:11.600]  你的生命要成長
[00:03:11.600 --> 00:03:15.200]  今天的題目叫做"還在吃奶嗎?"
[00:03:15.200 --> 00:03:18.800]  Joyce E. 幫我預備 PowerPoint 的時候就問我
[00:03:18.800 --> 00:03:21.000]  奶不是喝的嗎?
[00:03:21.000 --> 00:03:23.400]  為什麼奶是吃的呢?
[00:03:23.400 --> 00:03:25.400]  確實奶是喝的
[00:03:25.400 --> 00:03:27.800]  但是還在吃奶的意思就是說
[00:03:27.800 --> 00:03:29.800]  今天其實我們不應該再吃奶
[00:03:29.800 --> 00:03:31.600]  我們應該吃飯的嘛,是不是?
[00:03:31.600 --> 00:03:35.200]  但是如果今天你吃的東西還是在吃奶
[00:03:35.200 --> 00:03:37.000]  或者在我們那個年代說
[00:03:37.000 --> 00:03:39.000]  "嘩!你還在吃奶啊!"
[00:03:39.000 --> 00:03:41.000]  就是說你的生命怎麼樣?
[00:03:41.000 --> 00:03:43.000]  還沒成長啊
[00:03:43.000 --> 00:03:44.600]  所以今天當我們說
[00:03:44.600 --> 00:03:47.800]  咦!我們的生命是不是還在吃奶的時候
[00:03:47.800 --> 00:03:50.800]  我們要想一下我們的生命有沒有成長呢?
[00:03:50.800 --> 00:03:53.800]  所以今天我們一起在哥倫多前書第三章
[00:03:53.800 --> 00:03:56.800]  我們學三個成長的功課好不好?
[00:03:56.800 --> 00:03:58.800]  我們一起進到經文裡面
[00:03:58.800 --> 00:04:00.400]  我們今天學第一個功課
[00:04:00.400 --> 00:04:04.200]  第一個功課是放棄跟隨世界的價值觀
[00:04:04.200 --> 00:04:06.600]  我們一起讀一至四節好不好?
[00:04:06.600 --> 00:04:07.600]  一二三
[00:04:07.600 --> 00:04:10.800]  弟兄們,我從前對你們說話
[00:04:10.800 --> 00:04:13.800]  不能把你們當作屬靈的
[00:04:13.800 --> 00:04:16.800]  只得把你們當作屬肉體
[00:04:16.800 --> 00:04:19.200]  在基督裡為嬰孩的
[00:04:19.200 --> 00:04:21.200]  我是用奶餵你們
[00:04:21.200 --> 00:04:23.600]  沒有用飯餵你們
[00:04:23.600 --> 00:04:25.600]  那時你們不能吃
[00:04:25.600 --> 00:04:28.000]  就是如今還是不能
[00:04:28.000 --> 00:04:30.400]  你們仍是屬肉體的
[00:04:30.400 --> 00:04:34.000]  因為在你們中間有質度紛爭
[00:04:34.000 --> 00:04:36.400]  這豈不是屬乎肉體
[00:04:36.400 --> 00:04:39.000]  照著世人的樣子行嗎?
[00:04:39.000 --> 00:04:41.600]  有說我是屬保羅的
[00:04:41.600 --> 00:04:44.200]  有說我是屬阿波羅的
[00:04:44.200 --> 00:04:47.400]  這豈不是你們和世人一樣嗎?
[00:04:47.400 --> 00:04:50.800]  一開始保羅就跟哥倫多教會說
[00:04:50.800 --> 00:04:52.800]  他說弟兄們
[00:04:52.800 --> 00:04:56.400]  其實弟兄們這個稱呼帶著親切
[00:04:56.400 --> 00:04:59.200]  但同樣帶著迫切
[00:04:59.200 --> 00:05:05.000]  當保羅說我現在仍然不能當你們是屬靈
[00:05:05.000 --> 00:05:08.000]  其實他這裡不是說我們生命沒有性靈
[00:05:08.000 --> 00:05:11.200]  因為我們知道我們每一個人相信耶穌的時候
[00:05:11.200 --> 00:05:14.200]  都有性靈內在我們生命裡面
[00:05:14.200 --> 00:05:17.200]  但當保羅說我不能當你們是屬靈的意思是
[00:05:17.200 --> 00:05:20.800]  因為他們的生命沒有跟從性靈
[00:05:20.800 --> 00:05:24.400]  所以保羅說我只可以當你們是屬肉體
[00:05:24.400 --> 00:05:26.800]  屬肉體這個字有譯本這樣譯
[00:05:26.800 --> 00:05:30.000]  是譯作moved by human drive
[00:05:30.000 --> 00:05:35.400]  就是說我們的生命仍然被世界的價值觀驅動和操控
[00:05:35.400 --> 00:05:39.000]  我們今天仍然跟隨著世界的價值觀
[00:05:39.000 --> 00:05:42.000]  所以保羅說當你的生命
[00:05:42.000 --> 00:05:46.200]  是被世界的價值觀驅動和操控的時候
[00:05:46.200 --> 00:05:48.800]  你的生命仍然是一個嬰兒
[00:05:48.800 --> 00:05:50.200]  嬰兒是怎樣的呢?
[00:05:50.200 --> 00:05:52.600]  嬰兒是我要什麼就要什麼的
[00:05:52.600 --> 00:05:53.400]  我不管別人怎樣想
[00:05:53.400 --> 00:05:57.200]  總之我現在要吃奶我就說我要吃奶
[00:05:57.200 --> 00:06:00.400]  這個不是嬰兒這個是恐龍
[00:06:00.400 --> 00:06:04.600]  嬰兒就是那麼自私地只要自己要的東西
[00:06:04.600 --> 00:06:07.200]  他不知道其他這個世界發生什麼事
[00:06:07.200 --> 00:06:11.200]  更加不能夠明白什麼是對什麼是不對
[00:06:11.200 --> 00:06:12.400]  所以保羅跟他們說
[00:06:12.400 --> 00:06:15.000]  他說我以前是用奶餵你們
[00:06:15.000 --> 00:06:16.600]  我沒有用飯餵你們
[00:06:16.600 --> 00:06:21.000]  但是誰知道你們現在仍然不能夠吃
[00:06:21.000 --> 00:06:25.400]  他的意思是今天你們仍然是屬肉體
[00:06:25.400 --> 00:06:29.600]  仍然是屬肉體其實這個是一個很大的責備
[00:06:29.600 --> 00:06:30.000]  為什麼呢?
[00:06:30.000 --> 00:06:33.000]  因為其實在聖經中屬肉體
[00:06:33.000 --> 00:06:34.800]  就是屬靈的相反
[00:06:34.800 --> 00:06:38.800]  所以屬肉體有些譯本就是Unspiritual
[00:06:38.800 --> 00:06:40.400]  不屬靈
[00:06:40.400 --> 00:06:42.200]  你想一下這是一個很大的責備
[00:06:42.200 --> 00:06:44.400]  如果今天你回到小組
[00:06:44.400 --> 00:06:46.000]  你一坐下
[00:06:46.000 --> 00:06:49.200]  你的組長跟你說你真的不屬靈
[00:06:49.200 --> 00:06:50.400]  你的回應會是怎樣?
[00:06:50.400 --> 00:06:51.800]  對不起我回去真的不屬靈
[00:06:51.800 --> 00:06:52.800]  我回去會學習我屬靈
[00:06:52.800 --> 00:06:53.600]  是不是這樣?
[00:06:53.600 --> 00:06:54.200]  你當然不會
[00:06:54.200 --> 00:06:55.600]  為什麼說我不屬靈?
[00:06:55.600 --> 00:06:57.800]  你說我不屬靈我現在就去拘捕你投訴你
[00:06:57.800 --> 00:06:59.400]  是不是這樣?
[00:06:59.400 --> 00:07:01.600]  是一個很大的指責
[00:07:01.600 --> 00:07:03.600]  但是為什麼這是一個很大的指責呢?
[00:07:03.600 --> 00:07:07.800]  因為保羅指出其實你們的生命很反常
[00:07:07.800 --> 00:07:10.200]  如果你們的生命是屬於耶穌的
[00:07:10.200 --> 00:07:14.400]  你們是應該追求屬靈的餵養和成長的
[00:07:14.400 --> 00:07:17.800]  但是為什麼你們的生命沒有追求過屬靈的餵養
[00:07:17.800 --> 00:07:18.800]  屬靈的成長
[00:07:18.800 --> 00:07:24.000]  你們的生命仍然被這個世界的價值觀驅動和操控呢?
[00:07:24.000 --> 00:07:25.400]  保羅說我怎樣知道呢?
[00:07:25.400 --> 00:07:29.000]  因為你們中間有嫉妒和紛爭
[00:07:29.000 --> 00:07:33.600]  嫉妒是在說我們互相比較誰比較聰明
[00:07:33.600 --> 00:07:35.600]  紛爭是我要跟你爭
[00:07:35.600 --> 00:07:38.200]  我要爭一些好東西給自己
[00:07:38.200 --> 00:07:40.600]  保羅說今天我們屬靈的人
[00:07:40.600 --> 00:07:45.200]  應該是以耶穌和聖靈為中心的
[00:07:45.200 --> 00:07:51.200]  為什麼今天你們仍然以人和人的價值觀為中心呢?
[00:07:51.200 --> 00:07:54.600]  我記得我以前在英國認識過一位姐妹
[00:07:54.600 --> 00:08:00.000]  她跟我說我初初初信的時候認識你和蘇怡
[00:08:00.000 --> 00:08:03.200]  我覺得是蘇怡撿到的
[00:08:03.200 --> 00:08:05.600]  但是她說我慢慢成長
[00:08:05.600 --> 00:08:07.400]  在教會的時候我就發現
[00:08:07.400 --> 00:08:09.800]  Eugene 原來你有蘇怡
[00:08:09.800 --> 00:08:11.800]  是你撿到的
[00:08:11.800 --> 00:08:13.600]  其實為什麼呢?
[00:08:13.600 --> 00:08:16.000]  因為她初信的時候來到教會
[00:08:16.000 --> 00:08:18.600]  她用一個屬世界的價值觀去看
[00:08:18.600 --> 00:08:20.600]  看到蘇怡有一個男朋友
[00:08:20.600 --> 00:08:22.600]  嘩!牛津大學
[00:08:22.600 --> 00:08:23.600]  嘩!律師
[00:08:23.600 --> 00:08:26.000]  蘇怡你真的撿到了
[00:08:26.000 --> 00:08:28.000]  當然我相信在那幾年裡面
[00:08:28.000 --> 00:08:29.600]  她看到了我很多的缺點
[00:08:29.600 --> 00:08:34.000]  但是當她的屬靈生命成長的時候
[00:08:34.000 --> 00:08:35.400]  她再看她發現
[00:08:35.400 --> 00:08:38.200]  原來我有蘇怡一個伴侶
[00:08:38.200 --> 00:08:41.400]  能夠在我的屬靈生命裡面和我同行
[00:08:41.400 --> 00:08:44.000]  幫助我的屬靈生命去成長
[00:08:44.000 --> 00:08:45.400]  她的價值觀改變了
[00:08:45.400 --> 00:08:46.200]  於是她說
[00:08:46.200 --> 00:08:48.800]  Eugene 是你撿到的
[00:08:48.800 --> 00:08:50.400]  當然是我撿到的
[00:08:50.400 --> 00:08:52.600]  所以我今天也說撿到給我太太聽的
[00:08:53.600 --> 00:08:55.800]  我記得我在英國的時候
[00:08:55.800 --> 00:09:00.200]  當我們結婚搬到一個新的地方住的時候
[00:09:00.200 --> 00:09:03.000]  我的鄰居請我去喝東西
[00:09:03.000 --> 00:09:04.800]  當然我們去到的時候
[00:09:04.800 --> 00:09:05.600]  我就問
[00:09:05.600 --> 00:09:06.800]  咦!你家裡有什麼人?
[00:09:06.800 --> 00:09:09.000]  他說我太太已經去世了
[00:09:09.000 --> 00:09:10.200]  只剩下我和女兒
[00:09:10.200 --> 00:09:11.600]  咦!我說女兒呢?
[00:09:11.600 --> 00:09:12.400]  他說沒有
[00:09:12.400 --> 00:09:13.600]  她去了寄宿學校
[00:09:13.600 --> 00:09:14.800]  我說哦
[00:09:14.800 --> 00:09:16.600]  我對寄宿學校也有些認識
[00:09:16.600 --> 00:09:17.200]  於是我就問
[00:09:17.200 --> 00:09:19.800]  咦!你送了女兒去哪間寄宿學校?
[00:09:19.800 --> 00:09:21.200]  他就這樣回答我
[00:09:21.200 --> 00:09:24.600]  他說我帶過女兒去很多不同的寄宿學校
[00:09:24.600 --> 00:09:27.000]  當然我也和她去過那些很出名的
[00:09:27.000 --> 00:09:28.000]  很頂尖的
[00:09:28.000 --> 00:09:29.200]  成績很好的那些
[00:09:29.200 --> 00:09:31.000]  他說不過我去到那些學校的時候
[00:09:31.000 --> 00:09:34.400]  我發現那些女孩子不懂得笑
[00:09:34.400 --> 00:09:37.800]  他說我不是很想我的女兒成長的時候
[00:09:37.800 --> 00:09:38.800]  就不懂得笑
[00:09:38.800 --> 00:09:40.800]  我很想她很快樂地成長
[00:09:40.800 --> 00:09:43.200]  所以有一次我去到一間寄宿學校
[00:09:43.200 --> 00:09:45.200]  我就發現那裡的女孩子
[00:09:45.200 --> 00:09:47.400]  她們都笑著說
[00:09:47.400 --> 00:09:50.600]  他說我想我的女兒能夠歡樂地成長
[00:09:50.600 --> 00:09:53.200]  所以我就把她送去那一間
[00:09:53.200 --> 00:09:54.600]  作為鄰居
[00:09:54.600 --> 00:09:56.200]  我不知道他有沒有相信耶穌
[00:09:56.200 --> 00:10:00.200]  但是他很明顯不是用世界的價值觀
[00:10:00.200 --> 00:10:03.800]  去決定他兒女的成長是怎麼樣
[00:10:03.800 --> 00:10:05.200]  但是很想問今天
[00:10:05.200 --> 00:10:08.800]  究竟我們作為基督的門徒
[00:10:08.800 --> 00:10:14.000]  我們是不是仍然被世界的價值觀操控和掌控呢?
[00:10:14.000 --> 00:10:16.400]  我不知道我們當中有哪些弟兄姊妹
[00:10:16.400 --> 00:10:20.800]  仍然在祈禱求神為你預備你的另一半
[00:10:20.800 --> 00:10:23.000]  不需要舉手
[00:10:23.000 --> 00:10:25.800]  但是如果你仍然在祈禱
[00:10:25.800 --> 00:10:28.600]  求神為你預備你的另一半的時候
[00:10:28.600 --> 00:10:32.200]  其實你是用什麼價值觀去祈禱呢?
[00:10:32.200 --> 00:10:34.200]  你會不會繼續像世界一樣
[00:10:34.200 --> 00:10:38.400]  給我一個牛津大學律師的伴侶呢?
[00:10:38.400 --> 00:10:40.400]  還是你真的祈禱求神
[00:10:40.400 --> 00:10:45.800]  預備一個可以跟你同行屬靈生命的伴侶呢?
[00:10:45.800 --> 00:10:49.200]  今天如果當我們為我們的兒女計劃的時候
[00:10:49.200 --> 00:10:51.800]  我們是用什麼價值觀去計劃的呢?
[00:10:51.800 --> 00:10:53.600]  我們是不是仍然跟隨世界的價值觀
[00:10:53.600 --> 00:10:55.800]  最主要去的學校是高分
[00:10:55.800 --> 00:10:56.800]  好成績
[00:10:56.800 --> 00:10:57.400]  頂尖
[00:10:57.400 --> 00:10:58.800]  有名氣
[00:10:58.800 --> 00:11:00.800]  等於令人覺得我很厲害
[00:11:00.800 --> 00:11:03.200]  居然把我兒女送到這麼有名的學校
[00:11:03.200 --> 00:11:06.400]  我們是不是仍然用這些世界的價值觀
[00:11:06.400 --> 00:11:10.000]  去決定我們怎樣去帶領我們的兒女成長
[00:11:10.000 --> 00:11:14.600]  抑或我們有沒有看重他的屬靈生命呢?
[00:11:14.600 --> 00:11:16.000]  今天我們要問自己
[00:11:16.000 --> 00:11:18.000]  究竟我們的生命
[00:11:18.000 --> 00:11:21.200]  我們是跟隨世界的價值觀
[00:11:21.200 --> 00:11:23.800]  抑或是聖經的價值觀
[00:11:23.800 --> 00:11:27.800]  今天我們是追求屬世的價值呢?
[00:11:27.800 --> 00:11:30.800]  抑或是追求屬天的價值呢?
[00:11:30.800 --> 00:11:34.000]  我們的生命有沒有成長呢?
[00:11:34.000 --> 00:11:35.800]  今天分享的第二個功課
[00:11:35.800 --> 00:11:40.000]  是我們要追求永恆價值的生命和侍奉
[00:11:40.000 --> 00:11:42.800]  我們首先一起看第五至九節
[00:11:42.800 --> 00:11:44.800]  我們一起讀
[00:11:44.800 --> 00:11:48.200]  「阿波羅算什麼?保羅算什麼?
[00:11:48.200 --> 00:11:50.000]  無非是則是
[00:11:50.000 --> 00:11:52.800]  照主所賜給他們各人的
[00:11:52.800 --> 00:11:54.800]  引導你們相信
[00:11:54.800 --> 00:11:56.200]  我栽種了
[00:11:56.200 --> 00:11:57.800]  阿波羅挑灌了
[00:11:57.800 --> 00:12:00.200]  唯有神叫他成長
[00:12:00.200 --> 00:12:03.000]  可見栽種的算不得什麼
[00:12:03.000 --> 00:12:05.600]  挑灌的也算不得什麼
[00:12:05.600 --> 00:12:08.400]  只在那叫他生長的神
[00:12:08.400 --> 00:12:11.600]  栽種的和挑灌的都是一樣
[00:12:11.600 --> 00:12:16.200]  但將來各人要照自己的功夫得自己的賞賜
[00:12:16.200 --> 00:12:19.000]  因為我們是與神同工的
[00:12:19.000 --> 00:12:21.800]  你們是神所耕種的田地
[00:12:21.800 --> 00:12:23.600]  所建造的房屋」
[00:12:23.600 --> 00:12:26.000]  這裡保羅要去矯正
[00:12:26.000 --> 00:12:28.600]  哥倫多教會那些錯誤的看法
[00:12:28.600 --> 00:12:32.800]  他說你們仍然用人的價值觀去看這件事
[00:12:32.800 --> 00:12:34.800]  所以就說好像Pastor Winnie分享過
[00:12:34.800 --> 00:12:36.200]  或者陳木蕭分享過的
[00:12:36.200 --> 00:12:38.200]  我是跟保羅的
[00:12:38.200 --> 00:12:40.000]  我是跟阿波羅的
[00:12:40.000 --> 00:12:42.200]  或者我是屬彼得的
[00:12:42.200 --> 00:12:44.400]  但其實保羅要去矯正他們
[00:12:44.400 --> 00:12:47.000]  其實阿波羅是算誰呢?
[00:12:47.000 --> 00:12:48.800]  保羅也是算誰呢?
[00:12:48.800 --> 00:12:51.000]  無非是執事
[00:12:51.000 --> 00:12:53.400]  執事的原文是侍應
[00:12:53.400 --> 00:12:55.600]  即是waiter
[00:12:55.600 --> 00:12:59.000]  保羅說我們其實都是主的僕人
[00:12:59.000 --> 00:13:02.200]  但接著保羅說出一個很重要的事
[00:13:02.200 --> 00:13:05.000]  他說今天唯有神
[00:13:05.000 --> 00:13:07.200]  是能夠叫你成長的
[00:13:07.200 --> 00:13:11.000]  他用了當時一個農業的比喻
[00:13:11.000 --> 00:13:13.000]  他說保羅是栽種的
[00:13:13.000 --> 00:13:15.600]  栽種即是保羅將福音的種子
[00:13:15.600 --> 00:13:18.000]  去種在你們的心裡面
[00:13:18.000 --> 00:13:19.600]  他說阿波羅是僥倖的
[00:13:19.600 --> 00:13:23.000]  阿波羅用神的話語去牧養你們的成長
[00:13:23.000 --> 00:13:28.400]  但是唯有神叫你去成長
[00:13:28.400 --> 00:13:32.400]  他用這個當時農夫一定明白的比喻
[00:13:32.400 --> 00:13:34.000]  因為當時的農夫
[00:13:34.000 --> 00:13:36.400]  無論你多辛苦播種
[00:13:36.400 --> 00:13:38.600]  無論你多辛苦挑灌
[00:13:38.600 --> 00:13:40.200]  農作物是否成長
[00:13:40.200 --> 00:13:42.800]  是需要有陽光和雨水
[00:13:42.800 --> 00:13:44.200]  陽光和雨水
[00:13:44.200 --> 00:13:47.600]  是唯有掌管大自然的神
[00:13:47.600 --> 00:13:49.800]  才能夠預備的
[00:13:49.800 --> 00:13:51.000]  所以今天
[00:13:51.000 --> 00:13:54.600]  保羅說你們是要靠著神去成長
[00:13:54.600 --> 00:13:57.000]  當然保羅說我們能夠與神同工
[00:13:57.000 --> 00:13:58.400]  是神給我們的恩典
[00:13:58.400 --> 00:14:01.400]  所以我們很竭力去做神的工
[00:14:01.400 --> 00:14:04.000]  但是接著保羅和哥倫多教會
[00:14:04.000 --> 00:14:06.800]  作出一個很重要很重要的呼籲
[00:14:06.800 --> 00:14:08.200]  我們一起去看
[00:14:08.200 --> 00:14:09.800]  一起看十至十五節
[00:14:09.800 --> 00:14:10.600]  我們一起讀
[00:14:10.600 --> 00:14:11.600]  一二三
[00:14:11.600 --> 00:14:13.800]  我照神所給我的恩
[00:14:13.800 --> 00:14:16.400]  好像一個聰明的公頭
[00:14:16.400 --> 00:14:17.800]  立好了根基
[00:14:17.800 --> 00:14:20.400]  有別人在上面建造
[00:14:20.400 --> 00:14:24.600]  只是各人要謹慎怎樣在上面建造
[00:14:24.600 --> 00:14:27.000]  因為那已經立好的根基
[00:14:27.000 --> 00:14:29.000]  就是耶穌基督
[00:14:29.000 --> 00:14:32.200]  此外沒有人能立別的根基
[00:14:32.200 --> 00:14:34.800]  若有人用金銀寶石
[00:14:34.800 --> 00:14:38.600]  草木和街在這根基上建造
[00:14:38.600 --> 00:14:41.200]  各人的工程必然顯露
[00:14:41.200 --> 00:14:44.800]  因為那日子要將它表明出來
[00:14:44.800 --> 00:14:46.200]  有否發現
[00:14:46.200 --> 00:14:49.800]  這否要試驗各人的工程怎樣
[00:14:49.800 --> 00:14:52.800]  人在那根基上所建造的工程
[00:14:52.800 --> 00:14:54.200]  若存得住
[00:14:54.200 --> 00:14:56.200]  他就要得賞賜
[00:14:56.200 --> 00:14:58.600]  人的工程若被銷了
[00:14:58.600 --> 00:15:00.800]  他就要受虧損
[00:15:00.800 --> 00:15:02.400]  自己卻要得救
[00:15:02.400 --> 00:15:03.800]  雖然得救
[00:15:03.800 --> 00:15:06.400]  乃像從火裡經過的一樣
[00:15:06.400 --> 00:15:08.800]  在這裡保羅說了一個很重要的呼籲
[00:15:08.800 --> 00:15:12.200]  他將我們的屬靈生命比喻為一個工程
[00:15:12.200 --> 00:15:15.200]  他說今天我已經是一個聰明的公頭
[00:15:15.200 --> 00:15:17.600]  為你立了一個很好的根基
[00:15:17.600 --> 00:15:20.200]  這個很好的根基就是耶穌基督
[00:15:20.200 --> 00:15:21.800]  也除了耶穌基督之外
[00:15:21.800 --> 00:15:23.400]  沒有其他的根基
[00:15:23.400 --> 00:15:25.000]  但是今天立了根基之後
[00:15:25.000 --> 00:15:27.600]  我們的生命怎樣去建立
[00:15:27.600 --> 00:15:29.200]  怎樣去成長呢?
[00:15:29.200 --> 00:15:30.800]  他就說我們各人要怎樣
[00:15:30.800 --> 00:15:32.400]  很謹慎
[00:15:32.400 --> 00:15:35.200]  我們怎樣在上面建造
[00:15:35.200 --> 00:15:37.800]  究竟我們是用什麼物料
[00:15:37.800 --> 00:15:40.000]  去建立我們的屬靈生命呢?
[00:15:40.000 --> 00:15:41.200]  第十二節
[00:15:41.200 --> 00:15:44.200]  他說要麼用金銀寶石
[00:15:44.200 --> 00:15:47.000]  或者草木和街
[00:15:47.000 --> 00:15:48.800]  這裡讓我們看到
[00:15:48.800 --> 00:15:50.800]  有兩樣不同的物料
[00:15:50.800 --> 00:15:52.800]  這兩樣物料的分別是什麼呢?
[00:15:52.800 --> 00:15:54.800]  金銀寶石
[00:15:54.800 --> 00:15:56.800]  是能夠經過火的考驗
[00:15:56.800 --> 00:15:58.400]  就算有火燒
[00:15:58.400 --> 00:16:00.000]  也不會被燒滅的
[00:16:00.000 --> 00:16:02.000]  但是草木和街
[00:16:02.000 --> 00:16:03.600]  和街就是禾稈草
[00:16:03.600 --> 00:16:05.000]  火一燒
[00:16:05.000 --> 00:16:06.600]  就什麼都沒有了
[00:16:06.600 --> 00:16:08.000]  所以今天保羅說
[00:16:08.000 --> 00:16:12.400]  我們要追求的是永恆價值的生命和侍奉
[00:16:12.400 --> 00:16:14.600]  我們要用好的物料
[00:16:14.600 --> 00:16:17.000]  去建造我們的屬靈生命
[00:16:17.000 --> 00:16:18.800]  他說為什麼我們要這樣做呢?
[00:16:18.800 --> 00:16:20.000]  因為那日子
[00:16:20.000 --> 00:16:21.800]  就是審判的日子
[00:16:21.800 --> 00:16:24.200]  要將我們的生命表露出來
[00:16:24.200 --> 00:16:25.800]  如果今天我們是一個
[00:16:25.800 --> 00:16:29.000]  追求永恆價值的生命和侍奉
[00:16:29.000 --> 00:16:30.800]  我們在審判的日子
[00:16:30.800 --> 00:16:33.600]  我們就能夠得著永恆的賞賜
[00:16:33.600 --> 00:16:37.000]  但如果今天我們是用禾稈的物料
[00:16:37.000 --> 00:16:39.600]  去建立我們的屬靈生命的時候
[00:16:39.600 --> 00:16:42.400]  這裡就說將來審判的日子
[00:16:42.400 --> 00:16:45.000]  我們雖然仍然會得救
[00:16:45.000 --> 00:16:47.200]  但是我們就會失去了
[00:16:47.200 --> 00:16:51.400]  神為我們預備的永恆賞賜
[00:16:51.400 --> 00:16:53.400]  當我看完聖經的時候
[00:16:53.400 --> 00:16:57.200]  我就想起那些豆腐渣工程
[00:16:57.200 --> 00:17:00.800]  豆腐渣工程外表看上去
[00:17:00.800 --> 00:17:02.400]  是不模一樣的
