
[00:00:00.000 --> 00:00:03.000]  哇 牧師今天搞什麼 搞土告吹捏
[00:03:18.280 --> 00:03:19.400]  記得
[00:03:19.400 --> 00:03:21.240]  教完之後
[00:03:21.240 --> 00:03:23.120]  或者教我們在日常生活裏面
[00:03:23.120 --> 00:03:26.640]  有多會一天實踐這件事呢
[00:03:26.640 --> 00:03:28.920]  這是一個問號
[00:03:28.920 --> 00:03:30.440]  甚至到了這個地步
[00:03:30.440 --> 00:03:32.440]  就是我們有時不知不覺
[00:03:32.440 --> 00:03:35.760]  在不少處境底下
[00:03:35.760 --> 00:03:36.440]  第一
[00:03:36.440 --> 00:03:38.280]  靈裏面的土告沒什麼
[00:03:38.280 --> 00:03:40.200]  甚至悟性的土告裏面
[00:03:40.200 --> 00:03:42.000]  通常只記得最後
[00:03:42.000 --> 00:03:42.720]  是不是
[00:03:42.720 --> 00:03:43.560]  讚美啊
[00:03:43.560 --> 00:03:45.600]  那些都忘記了
[00:03:45.600 --> 00:03:48.000]  後面那幾樣東西還多一些
[00:03:48.000 --> 00:03:49.760]  我們很貧乏的
[00:03:49.760 --> 00:03:51.600]  我們的狀態裏面很缺乏
[00:03:51.600 --> 00:03:52.880]  甚至有些處境裏面
[00:03:52.880 --> 00:03:54.120]  我們都不太緊張
[00:03:54.120 --> 00:03:55.480]  當我們看到聖經
[00:03:55.480 --> 00:03:57.320]  我們會有很多糾線
[00:03:57.320 --> 00:03:59.320]  究竟聖經是什麼意思
[00:03:59.320 --> 00:04:01.640]  這個聖經看到都不要管了
[00:04:01.640 --> 00:04:04.600]  或者看到我們努力地用別的方法解釋了它
[00:04:04.600 --> 00:04:06.200]  例如
[00:04:06.200 --> 00:04:07.520]  例如講了十四章
[00:04:07.520 --> 00:04:08.480]  你留意到一件事
[00:04:08.480 --> 00:04:10.520]  我是讀第十四節起的
[00:04:10.520 --> 00:04:13.560]  因爲十四節是一個小段落的開始
[00:04:13.560 --> 00:04:15.520]  甚至成爲一個輔助
[00:04:15.520 --> 00:04:16.480]  什麼來的呢
[00:04:16.480 --> 00:04:20.760]  當然十二十三十四章是一個大整體
[00:04:20.760 --> 00:04:22.640]  十四章本來是講到
[00:04:22.640 --> 00:04:26.600]  在教會公衆處境裏面因此運用的時候
[00:04:26.600 --> 00:04:30.920]  方言和講預言的情況
[00:04:30.920 --> 00:04:33.480]  方言若講了出來不備翻的
[00:04:33.480 --> 00:04:36.320]  就不及講預言強了
[00:04:36.320 --> 00:04:37.000]  可能你會覺得
[00:04:37.000 --> 00:04:38.480]  喂牧師你不要硬說話
[00:04:38.480 --> 00:04:39.720]  聖經不是這麼說的
[00:04:39.720 --> 00:04:40.680]  請留意
[00:04:40.680 --> 00:04:41.560]  第一
[00:04:41.560 --> 00:04:43.000]  你看着你的《華本聖經》
[00:04:43.000 --> 00:04:45.120]  十四章第一節
[00:04:45.120 --> 00:04:47.040]  你要追求愛又要切務屬靈的恩賜
[00:04:47.040 --> 00:04:48.000]  留意
[00:04:48.000 --> 00:04:49.600]  本來是明明在講
[00:04:49.600 --> 00:04:50.760]  除了講愛之外
[00:04:50.760 --> 00:04:52.120]  是追求什麼呢
[00:04:52.120 --> 00:04:52.800]  屬靈的恩賜
[00:04:52.800 --> 00:04:53.960]  他明明是在告訴人
[00:04:53.960 --> 00:04:56.320]  他是在講屬靈恩賜的運用
[00:04:56.320 --> 00:04:57.720]  然後他說
[00:04:57.720 --> 00:04:58.880]  其中更要羨慕的
[00:04:58.880 --> 00:05:00.240]  要特別羨慕的一件事
[00:05:00.240 --> 00:05:01.440]  是作先知講道
[00:05:01.440 --> 00:05:02.400]  那不就講道了
[00:05:02.400 --> 00:05:02.880]  No
[00:05:02.880 --> 00:05:03.400]  Never
[00:05:03.400 --> 00:05:07.760]  《華本聖經》翻譯的那些作者
[00:05:07.760 --> 00:05:08.160]  不是作者
[00:05:08.160 --> 00:05:08.680]  真的是作者
[00:05:08.680 --> 00:05:09.640]  他本來不是作者
[00:05:09.640 --> 00:05:11.480]  但是他成爲了作者
[00:05:11.480 --> 00:05:12.720]  翻譯是闊着的
[00:05:12.720 --> 00:05:14.440]  原文作什麼呢
[00:05:14.440 --> 00:05:16.240]  是說語言
[00:05:16.240 --> 00:05:18.520]  什麼來的
[00:05:18.520 --> 00:05:19.320]  喏
[00:05:19.320 --> 00:05:21.560]  牽扯到翻譯的問題
[00:05:21.560 --> 00:05:22.360]  我剛剛纔在講
[00:05:22.360 --> 00:05:23.120]  接下來的堂慶
[00:05:23.120 --> 00:05:25.800]  也是爲楊牧師有三十週年的一個
[00:05:25.800 --> 00:05:27.920]  愛慕的感恩
[00:05:27.920 --> 00:05:28.880]  楊牧師的服侍裏面
[00:05:28.880 --> 00:05:30.240]  其中一件事就是做翻譯
[00:05:30.240 --> 00:05:31.800]  我不是說他翻譯有問題
[00:05:31.800 --> 00:05:32.560]  而是講到
[00:05:32.560 --> 00:05:34.400]  有一本他這幾年翻譯的書
[00:05:34.400 --> 00:05:35.640]  就是William Manson
[00:05:35.640 --> 00:05:36.960]  他所寫的
[00:05:36.960 --> 00:05:39.080]  那本書叫《易經》
[00:05:39.080 --> 00:05:40.880]  第一個翻譯是《易》
[00:05:40.880 --> 00:05:41.560]  第二呢
[00:05:41.560 --> 00:05:43.240]  就是更改
[00:05:43.240 --> 00:05:44.840]  就是變易
[00:05:44.840 --> 00:05:46.240]  就是那個易
[00:05:46.240 --> 00:05:47.840]  那個易字
[00:05:47.840 --> 00:05:48.880]  翻譯的過程
[00:05:48.880 --> 00:05:51.120]  根本改了那本《易經》
[00:05:51.120 --> 00:05:52.000]  那是來自什麼呢
[00:05:52.000 --> 00:05:53.600]  William Manson是一個
[00:05:53.600 --> 00:05:55.240]  就是美國的學者
[00:05:55.240 --> 00:05:56.680]  但是這位學者很有趣的
[00:05:56.680 --> 00:05:57.640]  就是做完我的PhD
[00:05:57.640 --> 00:05:59.480]  還一直在寫書和做研究
[00:05:59.480 --> 00:06:00.120]  不過呢
[00:06:00.120 --> 00:06:01.880]  其實他長年在中國裏面
[00:06:01.880 --> 00:06:03.600]  在雲南裏面做着
[00:06:03.600 --> 00:06:05.200]  就是很多form工作的
[00:06:05.200 --> 00:06:07.960]  他說普通話比我流利九倍多
[00:06:07.960 --> 00:06:08.560]  你見到
[00:06:08.560 --> 00:06:09.920]  他來過我們也是一次的
[00:06:09.920 --> 00:06:12.880]  你跟他說普通話就可以了
[00:06:12.880 --> 00:06:14.920]  在《易經》裏面的第一個章節
[00:06:14.920 --> 00:06:16.120]  他說了一件事
[00:06:16.120 --> 00:06:18.040]  他說有一次他在大陸裏面
[00:06:18.040 --> 00:06:21.720]  Manson就和一幫中國的牧師聊天
[00:06:21.720 --> 00:06:23.560]  就說到十四章這裏
[00:06:23.560 --> 00:06:25.000]  就說起關於
[00:06:25.000 --> 00:06:26.640]  就是說方言
[00:06:26.640 --> 00:06:27.760]  和說
[00:06:27.760 --> 00:06:30.920]  就是這裏翻譯叫做先知講道
[00:06:30.920 --> 00:06:32.960]  你覺得哪個更重要
[00:06:32.960 --> 00:06:35.160]  他當時在座的所有牧師都說
[00:06:35.160 --> 00:06:37.880]  當然是先知講道更重要啦
[00:06:37.880 --> 00:06:38.840]  當時Manson就說
[00:06:38.840 --> 00:06:42.320]  這個是說語言來的
[00:06:42.320 --> 00:06:43.400]  胡彥祖就說不是啊
[00:06:43.400 --> 00:06:45.840]  講道來的
[00:06:45.840 --> 00:06:47.160]  請留意
[00:06:47.160 --> 00:06:49.080]  你不要硬聽我講
[00:06:49.080 --> 00:06:50.520]  第一原文呢
[00:06:50.520 --> 00:06:51.600]  就真的講語言
[00:06:51.600 --> 00:06:52.480]  第二呢
[00:06:52.480 --> 00:06:54.200]  地球上沒有什麼意外
[00:06:54.200 --> 00:06:55.880]  只有中文的譯本
[00:06:55.880 --> 00:06:57.640]  是減粗了一段聖經
[00:06:57.640 --> 00:06:59.040]  改了這件事
[00:06:59.040 --> 00:07:00.400]  只要你打了英文的譯本
[00:07:00.400 --> 00:07:02.000]  是語音prophesize的
[00:07:02.000 --> 00:07:03.920]  prophesize
[00:07:03.920 --> 00:07:06.280]  你不會prophesize是講道來的
[00:07:06.280 --> 00:07:07.920]  是語言來的
[00:07:07.920 --> 00:07:10.440]  沒有英文譯本講sermon
[00:07:10.440 --> 00:07:12.680]  preaching沒有的
[00:07:12.680 --> 00:07:14.440]  是中文翻譯在百多年前
[00:07:14.440 --> 00:07:17.160]  譯的人看到寫着語言
[00:07:17.160 --> 00:07:18.800]  不過他不喜歡
[00:07:18.800 --> 00:07:19.600]  我真的這麼說
[00:07:19.600 --> 00:07:22.760]  我留了我的語態和用詞
[00:07:22.760 --> 00:07:24.760]  是他不喜歡寫作語言
[00:07:24.760 --> 00:07:26.160]  但是原文真的寫語言
[00:07:26.160 --> 00:07:30.320]  於是乎他就作了一個很奇的用字
[00:07:30.320 --> 00:07:32.160]  叫做先知講道
[00:07:32.160 --> 00:07:33.480]  但是他不可以告訴別人
[00:07:33.480 --> 00:07:34.280]  我硬要改縮
[00:07:34.280 --> 00:07:36.560]  他仍然要承認
[00:07:36.560 --> 00:07:37.400]  聖經本來
[00:07:37.400 --> 00:07:38.200]  所以就括住了
[00:07:38.200 --> 00:07:39.560]  原文叫作語言
[00:07:39.560 --> 00:07:41.120]  這個翻譯裏面有一個很大的問題
[00:07:41.120 --> 00:07:43.080]  因爲叫先知講道的時候
[00:07:43.080 --> 00:07:44.280]  雖然乍眼問
[00:07:44.280 --> 00:07:46.320]  先知講的就是先知講語言
[00:07:46.320 --> 00:07:47.760]  這個叫偷換概念
[00:07:47.760 --> 00:07:49.800]  很多人是喜歡做這件事的
[00:07:49.800 --> 00:07:51.040]  這個叫偷換概念
[00:07:51.040 --> 00:07:53.160]  先知講的就好像是講語言
[00:07:53.160 --> 00:07:53.440]  不是
[00:07:53.440 --> 00:07:54.000]  never
[00:07:54.000 --> 00:07:56.000]  因爲在語文的用字裏面
[00:07:56.000 --> 00:07:57.120]  先知講道
[00:07:57.120 --> 00:07:58.720]  先知就成爲了一個形容詞
[00:07:58.720 --> 00:08:00.400]  去形容什麼
[00:08:00.400 --> 00:08:02.040]  講道
[00:08:02.040 --> 00:08:03.080]  而大部分中文讀者
[00:08:03.080 --> 00:08:04.360]  我們看着
[00:08:04.360 --> 00:08:06.280]  甚至現在大量環教會
[00:08:06.280 --> 00:08:09.080]  很安樂地都在講這個叫講道
[00:08:09.080 --> 00:08:11.760]  但意思不是
[00:08:11.760 --> 00:08:12.760]  因爲如果這麼說
[00:08:12.760 --> 00:08:14.360]  只要繼續去閱讀
[00:08:14.360 --> 00:08:17.040]  在這裏的第一至十三節的過程
[00:08:17.040 --> 00:08:18.560]  你就很清楚留意到
[00:08:18.560 --> 00:08:20.640]  不是這件事來的
[00:08:20.640 --> 00:08:22.480]  一來原文是講這件事
[00:08:22.480 --> 00:08:24.920]  甚至去到第六節
[00:08:24.920 --> 00:08:26.080]  有少一些人提的
[00:08:26.080 --> 00:08:27.520]  不過你應該要留意
[00:08:27.520 --> 00:08:28.080]  保羅士說
[00:08:28.080 --> 00:08:28.840]  弟兄
[00:08:28.840 --> 00:08:30.240]  頂門我到你們那裏去
[00:08:30.240 --> 00:08:32.320]  若子說方言
[00:08:32.320 --> 00:08:33.840]  不容什麼
[00:08:33.840 --> 00:08:34.600]  啓示
[00:08:34.600 --> 00:08:35.320]  或知識
[00:08:35.320 --> 00:08:36.320]  或什麼
[00:08:36.320 --> 00:08:37.360]  預言或教訓
[00:08:37.360 --> 00:08:38.160]  給你們講解
[00:08:38.160 --> 00:08:40.040]  我與你們有什麼益處呢
[00:08:40.040 --> 00:08:42.440]  保羅在講預言的時候
[00:08:42.440 --> 00:08:44.000]  包括了的東西
[00:08:44.000 --> 00:08:44.560]  有啓示
[00:08:44.560 --> 00:08:45.040]  有知識
[00:08:45.040 --> 00:08:45.440]  有預言
[00:08:45.440 --> 00:08:47.160]  有教訓
[00:08:47.160 --> 00:08:47.760]  OK
[00:08:47.760 --> 00:08:50.280]  保羅整個敍述的過程裏面
[00:08:50.280 --> 00:08:52.800]  都是在講預言這件事
[00:08:52.800 --> 00:08:55.160]  回到本來十四章的開始
[00:08:55.160 --> 00:08:56.080]  保羅就是在講
[00:08:56.080 --> 00:08:57.320]  當時那麼多教會
[00:08:57.320 --> 00:08:59.800]  因此混溶的狀況
[00:08:59.800 --> 00:09:00.520]  混亂
[00:09:00.520 --> 00:09:02.160]  混亂在於什麼呢
[00:09:02.160 --> 00:09:03.680]  其中一件事就是
[00:09:03.680 --> 00:09:04.960]  有人出來
[00:09:04.960 --> 00:09:07.960]  對着衆人不停地講方言
[00:09:07.960 --> 00:09:08.840]  但是
[00:09:08.840 --> 00:09:11.280]  講完之後沒有人回來
[00:09:11.280 --> 00:09:12.800]  麻煩就在這裏
[00:09:12.800 --> 00:09:14.480]  麻煩就在這裏
[00:09:14.480 --> 00:09:16.400]  講完之後沒有人回來
[00:09:16.400 --> 00:09:17.720]  於是大家眼睜睜看着他
[00:09:17.720 --> 00:09:18.760]  在表演講方言
[00:09:18.760 --> 00:09:19.560]  你明白嗎
[00:09:19.560 --> 00:09:20.880]  阿拉達拉巴達卡拉塞
[00:09:20.880 --> 00:09:21.800]  你在說什麼
[00:09:21.800 --> 00:09:22.520]  大家坐在那裏
[00:09:22.520 --> 00:09:23.600]  你以爲九個字
[00:09:23.600 --> 00:09:25.040]  我今天不停地講
[00:09:25.040 --> 00:09:26.400]  你正常應該起身離開
[00:09:26.400 --> 00:09:27.160]  你極有禮貌
[00:09:27.160 --> 00:09:28.840]  你明白嗎
[00:09:28.840 --> 00:09:30.000]  都不知道在做什麼
[00:09:30.000 --> 00:09:31.200]  保羅在講這件事
[00:09:31.200 --> 00:09:32.360]  所以保羅在講
[00:09:32.360 --> 00:09:36.080]  如果有作恩賜的方言混溶的時候
[00:09:36.080 --> 00:09:39.200]  就需要有翻方言的恩賜
[00:09:39.200 --> 00:09:40.560]  就是伴隨着
[00:09:40.560 --> 00:09:43.080]  當有人對着公衆講方言的時候
[00:09:43.080 --> 00:09:45.760]  然後有人翻譯翻譯
[00:09:45.760 --> 00:09:49.120]  剛剛上帝指着他說這件事
[00:09:49.120 --> 00:09:49.640]  他就說
[00:09:49.640 --> 00:09:51.440]  這件事是黑的混溶
[00:09:51.440 --> 00:09:54.560]  如果沒有人對着公衆講完方言
[00:09:54.560 --> 00:09:56.040]  然後翻譯
[00:09:56.040 --> 00:09:57.320]  他就說
[00:09:57.320 --> 00:09:59.600]  講預言的恩賜是更有意思的
[00:09:59.600 --> 00:10:01.280]  這個比他更強
[00:10:01.280 --> 00:10:04.280]  講預言就比這樣的處境更強
[00:10:04.280 --> 00:10:05.080]  當然你說
[00:10:05.080 --> 00:10:06.920]  如果有人翻譯了之後
[00:10:06.920 --> 00:10:08.960]  那誰更強
[00:10:08.960 --> 00:10:12.080]  保羅是沒有爲這件事決定過
[00:10:12.080 --> 00:10:13.520]  甚至在實際上裏面
[00:10:13.520 --> 00:10:14.520]  你看看聖經
[00:10:14.520 --> 00:10:18.240]  根本就不在恩賜裏面有所比較
[00:10:18.240 --> 00:10:20.320]  有一個更強的原因是有人不用
[00:10:20.320 --> 00:10:21.320]  不用恩賜的時候
[00:10:21.320 --> 00:10:22.040]  他告訴你
[00:10:22.040 --> 00:10:24.800]  恰而的混溶就當然比不恰而強
[00:10:24.800 --> 00:10:27.880]  但如果有翻譯方言的恩賜用完
[00:10:27.880 --> 00:10:29.960]  就不存在異方言強些
[00:10:29.960 --> 00:10:32.640]  還是講預言強些
[00:10:32.640 --> 00:10:34.680]  都是造就教會的
[00:10:34.680 --> 00:10:35.680]  OK
[00:10:35.680 --> 00:10:36.680]  請留意
[00:10:36.680 --> 00:10:37.320]  因爲呢
[00:10:37.320 --> 00:10:39.280]  回到剛纔說的Menses這本書
[00:10:39.280 --> 00:10:41.600]  有時間請買來看
[00:10:41.600 --> 00:10:43.880]  教會好像也有
[00:10:43.880 --> 00:10:45.680]  因爲聖經不是就在這裏
[00:10:45.680 --> 00:10:46.840]  在翻譯過程裏面
[00:10:46.840 --> 00:10:50.080]  將說預言硬生生翻譯了
[00:10:50.080 --> 00:10:51.920]  在Menses遭遇之後
[00:10:51.920 --> 00:10:53.640]  他就貼了一本中文聖經
[00:10:53.640 --> 00:10:55.640]  對着他本來讀的原文
[00:10:55.640 --> 00:10:58.360]  原來在新約聖經裏面有一堆
[00:10:58.360 --> 00:11:00.080]  二十節的聖經
[00:11:00.080 --> 00:11:03.560]  是刻意地被淹沒了
[00:11:03.560 --> 00:11:04.920]  本來是講述預言的
[00:11:04.920 --> 00:11:05.760]  同一個字
[00:11:05.760 --> 00:11:07.480]  竟然翻譯了不同的東西
[00:11:07.480 --> 00:11:08.440]  成了教訓啊
[00:11:08.440 --> 00:11:09.480]  講道啊
[00:11:09.480 --> 00:11:11.040]  用了那些其他的東西
[00:11:11.040 --> 00:11:14.920]  蓋了一件翻譯者本身不喜歡
[00:11:14.920 --> 00:11:16.880]  不接受的事情
[00:11:16.880 --> 00:11:19.360]  所以譯經就譯了經
[00:11:19.360 --> 00:11:20.320]  是改譯了
[00:11:20.320 --> 00:11:22.400]  甚至改譯了信仰
[00:11:22.400 --> 00:11:23.280]  而在這個討論裏面
[00:11:23.280 --> 00:11:28.880]  回到前線第十四章這裏
[00:11:28.880 --> 00:11:33.760]  本來保羅是在講方言與預言的比較
[00:11:33.760 --> 00:11:35.560]  或者在恩賜運用裏面
[00:11:35.560 --> 00:11:37.840]  光榮多教會當日的錯誤
[00:11:37.840 --> 00:11:39.080]  但是因爲這樣的緣故
[00:11:39.080 --> 00:11:42.760]  他順便多講了一串關於方言
[00:11:42.760 --> 00:11:45.120]  乃至到土告
[00:11:45.120 --> 00:11:46.840]  其實十四節
[00:11:46.840 --> 00:11:48.680]  是保羅已經完了
[00:11:48.680 --> 00:11:49.520]  誰知道
[00:11:49.520 --> 00:11:51.600]  十三節在中文也看得出來
[00:11:51.600 --> 00:11:52.320]  十三節是什麼
[00:11:52.320 --> 00:11:53.800]  所以那說方言的
[00:11:53.800 --> 00:11:55.920]  就當求能翻出來
[00:11:55.920 --> 00:11:58.920]  在語態上明顯是一個小的段落
[00:11:58.920 --> 00:12:00.720]  然後保羅纔再提到
[00:12:00.720 --> 00:12:02.080]  我如果用方言土告
[00:12:02.080 --> 00:12:04.080]  是我的零土告
[00:12:04.080 --> 00:12:05.640]  這是一個插段
[00:12:05.640 --> 00:12:06.720]  加進去
[00:12:06.720 --> 00:12:08.400]  但是我們同樣要問一件事
[00:12:08.400 --> 00:12:09.080]  既然如此
[00:12:09.080 --> 00:12:10.440]  今天主要是講土告
[00:12:10.440 --> 00:12:12.160]  容許我剛纔用了五分鐘
[00:12:12.160 --> 00:12:15.440]  講關於前面的介紹
[00:12:15.440 --> 00:12:18.040]  土告應該是什麼
[00:12:18.040 --> 00:12:19.400]  土告應該是
[00:12:19.400 --> 00:12:21.040]  在零裏面有土告
[00:12:21.040 --> 00:12:24.640]  同樣在五成裏面有土告
[00:12:24.640 --> 00:12:25.720]  有人都會問
[00:12:25.720 --> 00:12:28.360]  零裏面的土告是什麼
[00:12:28.360 --> 00:12:29.560]  我們會清楚知道
[00:12:29.560 --> 00:12:33.360]  這是聖靈充滿底下的土告
[00:12:33.360 --> 00:12:34.240]  也有人會追問
[00:12:34.240 --> 00:12:36.640]  聖靈充滿是什麼
[00:12:36.640 --> 00:12:38.360]  聖靈充滿是指一個信了耶穌
[00:12:38.360 --> 00:12:40.400]  已經有聖靈內在的基督徒
[00:12:40.400 --> 00:12:43.040]  我們在聖靈掌管
[00:12:43.040 --> 00:12:45.320]  全然充滿的狀態裏面
[00:12:45.320 --> 00:12:49.360]  那個狀態就叫聖靈充滿
[00:12:49.360 --> 00:12:51.800]  聖靈全然充滿
[00:12:51.800 --> 00:12:54.160]  那個狀態叫聖靈充滿
[00:12:54.160 --> 00:12:56.000]  如果按照聖經的序述
[00:12:56.000 --> 00:12:59.600]  整本聖經只有用方言
[00:12:59.600 --> 00:13:03.040]  作爲一個成爲聖靈充滿的標準
[00:13:03.040 --> 00:13:07.320]  從來沒有任何東西去成爲標準
[00:13:07.320 --> 00:13:08.040]  所以
[00:13:08.040 --> 00:13:08.720]  一
[00:13:08.720 --> 00:13:10.640]  保羅在這裏很坦白
[00:13:10.640 --> 00:13:12.240]  是用方言土告
[00:13:12.240 --> 00:13:13.920]  他說土告不是用靈土告
[00:13:13.920 --> 00:13:15.200]  是用方言土告
[00:13:15.200 --> 00:13:16.520]  稍後我會再講
[00:13:16.520 --> 00:13:16.920]  第二
[00:13:16.920 --> 00:13:18.000]  回到剛纔前面那個
[00:13:18.000 --> 00:13:19.040]  在聖經裏面
[00:13:19.040 --> 00:13:22.480]  講到關於聖靈充滿的時候
[00:13:22.480 --> 00:13:24.080]  很有趣的一個現象
[00:13:24.080 --> 00:13:25.520]  如果你揭開
[00:13:25.520 --> 00:13:25.960]  不好意思
[00:13:25.960 --> 00:13:27.440]  不差再揭開
[00:13:27.440 --> 00:13:31.000]  《少行傳》第十章
