
[00:00:00.000 --> 00:00:06.000]  主持人:各位好,今天想和大家分享一個題目是「忍耐到底」,
[00:02:32.000 --> 00:02:37.000]  他們面對這個困苦的時候,雅各去鼓勵他們,去提醒他們,
[00:02:37.000 --> 00:02:40.000]  希望今天的經文同樣都是提醒我們每一個,
[00:02:40.000 --> 00:02:44.000]  讓我們在這個困苦當中,我們有困難的裡面,
[00:02:44.000 --> 00:02:50.000]  我們都能夠藉著雅各的提醒,我們能夠走出這個低谷。
[00:02:50.000 --> 00:02:54.000]  我們先看看這段經文,容許我再讀一次這段經文。
[00:03:15.000 --> 00:03:19.000]  弟兄們,你們不要彼此埋怨,免得受審判。
[00:03:19.000 --> 00:03:23.000]  看啊,審判的主站在門口了。
[00:03:23.000 --> 00:03:27.000]  弟兄們,你們要把那先前奉主名說話的眾先知,
[00:03:27.000 --> 00:03:31.000]  作能受苦,能忍耐的榜樣。
[00:03:31.000 --> 00:03:37.000]  看啊,那些忍耐的人,我們稱他們是有福的。
[00:03:37.000 --> 00:03:42.000]  你們聽見過約伯的忍耐,也看見主給他的潔穀,
[00:03:42.000 --> 00:03:47.000]  知道主是充滿憐憫和慈悲的。
[00:03:47.000 --> 00:03:51.000]  亞各書其實整卷書都常常去提醒這班基督徒,
[00:03:51.000 --> 00:03:57.000]  他們在這個試煉和艱難當中,怎樣可以去活出他們的信仰。
[00:03:57.000 --> 00:04:00.000]  今天的經文其實同樣去回應信徒一個很困苦的狀況,
[00:04:00.000 --> 00:04:04.000]  不過我們要知道究竟前文講一些什麼。
[00:04:04.000 --> 00:04:08.000]  記得在好幾個禮拜之前,吳牧師就跟我們講解過前一段的經文,
[00:04:08.000 --> 00:04:12.000]  他告訴我們,其實當時是有權有勢有財的人,
[00:04:12.000 --> 00:04:15.000]  他們去欺壓一些弱勢的人。
[00:04:15.000 --> 00:04:19.000]  亞各書五章四節和六節告訴我們一個很重要的信息,
[00:04:19.000 --> 00:04:25.000]  他說:工人給你們收割莊稼,你們剋扣他們的工錢。
[00:04:25.000 --> 00:04:29.000]  明明是一個有錢財的人,但是他卻欺負這些工人,
[00:04:29.000 --> 00:04:34.000]  剋扣他們的工錢,在當時來說,等於沒有飯給他們吃。
[00:04:34.000 --> 00:04:41.000]  第六節,你們定了二人的罪,把他殺害,他沒有抵抗你們。
[00:04:41.000 --> 00:04:44.000]  連一個二人都要殺害。
[00:04:44.000 --> 00:04:48.000]  事實上亞各書要告訴我們,當時有很多有財有勢的人,
[00:04:48.000 --> 00:04:51.000]  他們只是只顧自己的一些享樂和富足,
[00:04:51.000 --> 00:04:56.000]  他們欺壓沒什麼權力的一些弱勢的社群。
[00:04:56.000 --> 00:05:00.000]  而當時教會最多的就是一些弱小的群眾。
[00:05:00.000 --> 00:05:04.000]  信徒群體是面對著這些社會不公義的事件的發生,
[00:05:04.000 --> 00:05:08.000]  他們也成為當中的一些受害者。
[00:05:08.000 --> 00:05:16.000]  社會不公義的事,這些罪惡,不僅僅是初代教會的時候發生的事。
[00:05:16.000 --> 00:05:21.000]  即使今天我們資源已經比古代更為豐富,
[00:05:21.000 --> 00:05:26.000]  但是我們發現人的貪婪是更加的無止境。
[00:05:26.000 --> 00:05:29.000]  有錢的人仍然是賺盡一分一毫,
[00:05:29.000 --> 00:05:35.000]  有權有勢的人仍然都是為了自己的利益而有權要用盡。
[00:05:35.000 --> 00:05:39.000]  想起近日的新聞,假疫苗事件的揭發,
[00:05:39.000 --> 00:05:43.000]  讓我們再次見到人的貪婪是真的毫無底線,
[00:05:43.000 --> 00:05:46.000]  不是要賺到盡,而是要欺騙到盡。
[00:05:46.000 --> 00:05:50.000]  也讓我們想起十幾年前都有假奶粉的事件,
[00:05:50.000 --> 00:05:55.000]  很多幼小的生命,他們的生命就被摧殘,
[00:05:55.000 --> 00:05:59.000]  成為傷殘,甚至死亡。
[00:05:59.000 --> 00:06:02.000]  這些事件其實是超越了我們道德的底線。
[00:06:02.000 --> 00:06:05.000]  不過最不幸的是什麼呢?
[00:06:05.000 --> 00:06:09.000]  就是在可見的日子,我們見到這些超越道德底線的事件,
[00:06:09.000 --> 00:06:12.000]  仍然無日無之地發生。
[00:06:12.000 --> 00:06:17.000]  制度的不健全,令到公義不能夠伸張。
[00:06:17.000 --> 00:06:20.000]  看回我們自己的城市,
[00:06:20.000 --> 00:06:23.000]  我們都見到很多跌破底線的情況。
[00:06:23.000 --> 00:06:27.000]  誠信和責任好像今天已經不存在了。
[00:06:27.000 --> 00:06:31.000]  鐵路和基建的工程造假的失責,
[00:06:31.000 --> 00:06:34.000]  工程質量差到令人驚訝,
[00:06:34.000 --> 00:06:38.000]  有權勢的人仍然逃避他們自己應有的責任,
[00:06:38.000 --> 00:06:41.000]  企圖將責任推卸給前線的工人。
[00:06:41.000 --> 00:06:45.000]  監管機構和政府部門似乎都監管不力,
[00:06:45.000 --> 00:06:50.000]  我們很怕最終犯錯的人仍然是逍遙法外。
[00:06:50.000 --> 00:06:53.000]  面對社會上很多不公義的事情,
[00:06:53.000 --> 00:06:55.000]  昔日受壓迫的基督徒,
[00:06:55.000 --> 00:06:58.000]  他們很可能都會感到憤怒。
[00:06:58.000 --> 00:06:59.000]  但對我們來說,
[00:06:59.000 --> 00:07:03.000]  雖然我們今天沒有直接面對這些迫不及待的事件,
[00:07:03.000 --> 00:07:07.000]  但當我們活在一個好像越來越黑暗的時代裏,
[00:07:07.000 --> 00:07:11.000]  我們發覺整體社會的道德都在不斷下降,
[00:07:11.000 --> 00:07:14.000]  誠信已經蕩然無存的時候,
[00:07:14.000 --> 00:07:19.000]  我們發覺很多弟兄姊妹其實都活在很多困難當中,
[00:07:19.000 --> 00:07:23.000]  信仰的實踐就變得越來越艱難。
[00:07:23.000 --> 00:07:25.000]  很多弟兄姊妹都會和我們分享,
[00:07:25.000 --> 00:07:28.000]  他們在工作裏面其實很困難,
[00:07:28.000 --> 00:07:30.000]  很難去實踐信仰,
[00:07:30.000 --> 00:07:35.000]  很多時候活出信仰的時候都會面對很大很大的難阻,
[00:07:35.000 --> 00:07:37.000]  工作上有很多灰色的地帶,
[00:07:37.000 --> 00:07:39.000]  很多的潛規則,
[00:07:39.000 --> 00:07:43.000]  這些都令到很多信徒都覺得心灰意冷。
[00:07:43.000 --> 00:07:47.000]  今日這段經文希望都能夠成為我們一點幫助,
[00:07:47.000 --> 00:07:49.000]  去提醒我們,
[00:07:49.000 --> 00:07:51.000]  縱然我們知道我們今天活在一個黑暗的時代,
[00:07:51.000 --> 00:07:54.000]  我們的生命都活在很多的停滯,
[00:07:54.000 --> 00:07:55.000]  很多的瓶頸裏面,
[00:07:55.000 --> 00:07:57.000]  但是主去幫助我們,
[00:07:57.000 --> 00:08:01.000]  讓我們在經文裏面再次被祂所提醒,
[00:08:01.000 --> 00:08:02.000]  被祂鼓勵,
[00:08:02.000 --> 00:08:04.000]  我們先看第七第八節,
[00:08:04.000 --> 00:08:09.000]  阿哥書第七第八節那裏我們一起讀好嗎?
[00:08:09.000 --> 00:08:27.000]  所以弟兄們,
[00:08:27.000 --> 00:08:30.000]  阿哥對當時的群體第一個的教導就是要忍耐,
[00:08:30.000 --> 00:08:32.000]  兩次去提醒要忍耐,
[00:08:32.000 --> 00:08:34.000]  要堅固你們的心,
[00:08:34.000 --> 00:08:37.000]  要直等到主來,
[00:08:37.000 --> 00:08:41.000]  是一個等待主回來的命令,
[00:08:41.000 --> 00:08:43.000]  阿哥要提出這個忍耐的教導,
[00:08:43.000 --> 00:08:47.000]  不是叫信徒向那些權勢屈服,
[00:08:47.000 --> 00:08:50.000]  也不是跟他們說你們教弱勢,
[00:08:50.000 --> 00:08:53.000]  你們應該識時務,
[00:08:53.000 --> 00:08:54.000]  你們要自保,
[00:08:54.000 --> 00:08:56.000]  也不是告訴他們其實你們沒有盼望了,
[00:08:56.000 --> 00:08:58.000]  不要再去爭取了,
[00:08:58.000 --> 00:09:00.000]  你們放棄吧。
[00:09:00.000 --> 00:09:01.000]  相反,
[00:09:01.000 --> 00:09:04.000]  其實阿哥是提醒他們你們仍然要積極地去活出今天,
[00:09:04.000 --> 00:09:07.000]  因為你們要等候主的再來,
[00:09:07.000 --> 00:09:10.000]  神再次來到地上的時候,
[00:09:10.000 --> 00:09:12.000]  祂會成為最終的審判者,
[00:09:12.000 --> 00:09:14.000]  祂要帶來最公義的審判,
[00:09:14.000 --> 00:09:17.000]  作惡的人是要受到懲罰的。
[00:09:17.000 --> 00:09:21.000]  阿哥要用龍夫這個圖像去提醒我們,
[00:09:21.000 --> 00:09:24.000]  我們應該有一個什麼樣的態度去等待。
[00:09:24.000 --> 00:09:27.000]  圖畫告訴我們兩件事,
[00:09:27.000 --> 00:09:28.000]  第一,
[00:09:28.000 --> 00:09:31.000]  這個結果不是馬上出現的,
[00:09:31.000 --> 00:09:36.000]  不過,這個結果是必然會出現的,
[00:09:36.000 --> 00:09:39.000]  這個必然性是提醒我們,
[00:09:39.000 --> 00:09:42.000]  上帝仍然是那個看顧和公義的主,
[00:09:42.000 --> 00:09:44.000]  祂不會坐視不理,
[00:09:44.000 --> 00:09:46.000]  祂仍然會追討,
[00:09:46.000 --> 00:09:50.000]  祂仍然會讓惡人得著應有的懲罰,
[00:09:50.000 --> 00:09:53.000]  不過另一方面要提醒我們的是,
[00:09:53.000 --> 00:09:54.000]  不是立即出現,
[00:09:54.000 --> 00:09:56.000]  就是要提醒我們,
[00:09:56.000 --> 00:09:58.000]  神有祂自己的時間,
[00:09:58.000 --> 00:10:01.000]  這個時間不是我們所能夠控制,
[00:10:01.000 --> 00:10:05.000]  主權仍然在上帝的手中。
[00:10:05.000 --> 00:10:08.000]  阿哥要提醒這一班在困苦的人,
[00:10:08.000 --> 00:10:11.000]  今天即使你面對一些困難,
[00:10:11.000 --> 00:10:15.000]  但是你不要只是看到你眼前的困難,
[00:10:15.000 --> 00:10:17.000]  然後就悶悶不樂,
[00:10:17.000 --> 00:10:20.000]  而是你要將我們的眼光放遠一點,
[00:10:20.000 --> 00:10:22.000]  遙望那個將來,
[00:10:22.000 --> 00:10:24.000]  雖然那個是將來,
[00:10:24.000 --> 00:10:27.000]  但是那個是必然會出現的將來,
[00:10:27.000 --> 00:10:29.000]  以致信徒能夠被提醒,
[00:10:29.000 --> 00:10:36.000]  不要在今天被這個黑暗所打倒。
[00:10:36.000 --> 00:10:41.000]  剛才我說主權在神的手中,
[00:10:41.000 --> 00:10:43.000]  但很多時候弟兄姊妹會有另一個理解,
[00:10:43.000 --> 00:10:45.000]  既然主權在神的手中,
[00:10:45.000 --> 00:10:47.000]  即是我們面對一些惡事發生的時候,
[00:10:47.000 --> 00:10:55.000]  我們只能夠就手旁觀?
[00:10:55.000 --> 00:10:57.000]  不是,我們要努力,
[00:10:57.000 --> 00:11:01.000]  盡我們最大的可能去爭取最大的善。
[00:11:01.000 --> 00:11:03.000]  保羅在《羅馬書》13章提到,
[00:11:03.000 --> 00:11:05.000]  那些在上掌權的人,
[00:11:05.000 --> 00:11:07.000]  他們是上帝的用人。
[00:11:07.000 --> 00:11:09.000]  很多時候我們都將焦點放在,
[00:11:09.000 --> 00:11:11.000]  我們信徒是否要對這些在上掌權的人,
[00:11:11.000 --> 00:11:13.000]  作無條件的信服?
[00:11:13.000 --> 00:11:15.000]  不是,其實保羅要提醒,
[00:11:15.000 --> 00:11:17.000]  這些在上掌權的人,
[00:11:17.000 --> 00:11:19.000]  他們都是上帝的用人。
[00:11:19.000 --> 00:11:21.000]  保羅要強調的是,
[00:11:21.000 --> 00:11:23.000]  這些在上掌權的人,
[00:11:23.000 --> 00:11:27.000]  是上帝使用去賞善罰惡,
[00:11:27.000 --> 00:11:31.000]  神是透過他們在地上去展行公義,
[00:11:31.000 --> 00:11:33.000]  和作未善的事。
[00:11:33.000 --> 00:11:36.000]  不過,我們知道有時候人間的制度,
[00:11:36.000 --> 00:11:38.000]  不一定完美,
[00:11:38.000 --> 00:11:40.000]  有時候人的罪性,
[00:11:40.000 --> 00:11:43.000]  會令到制度都崩潰。
[00:11:43.000 --> 00:11:46.000]  當制度不能夠去彰顯公義的時候,
[00:11:46.000 --> 00:11:48.000]  人可能會在當中失望,
[00:11:48.000 --> 00:11:50.000]  可能會憤怒,
[00:11:50.000 --> 00:11:52.000]  甚至可能變得苦毒,
[00:11:52.000 --> 00:11:55.000]  或者以邪惡的手段去回應這些邪惡,
[00:11:55.000 --> 00:11:59.000]  又或者以暴力去回應暴力。
[00:11:59.000 --> 00:12:01.000]  舊約同樣提醒我們,
[00:12:01.000 --> 00:12:03.000]  傳道者他見到奸惡,
[00:12:03.000 --> 00:12:04.000]  他見到邪惡,
[00:12:04.000 --> 00:12:06.000]  不過他心裏有另一句說話,
[00:12:06.000 --> 00:12:08.000]  傳道書三十六節十七節,
[00:12:08.000 --> 00:12:10.000]  「我又見日光之下,
[00:12:10.000 --> 00:12:12.000]  應有公平之處有奸惡,
[00:12:12.000 --> 00:12:15.000]  應有公義之處也有奸惡。
[00:12:15.000 --> 00:12:17.000]  我心裏說,
[00:12:17.000 --> 00:12:19.000]  神必審判異人和惡人,
[00:12:19.000 --> 00:12:23.000]  他在那裏,各樣事務,一切工作,
[00:12:23.000 --> 00:12:25.000]  都有定時。」
[00:12:25.000 --> 00:12:27.000]  傳道者提醒我們,
[00:12:27.000 --> 00:12:29.000]  上帝有上帝的時間,
[00:12:29.000 --> 00:12:31.000]  但是我們知道,
[00:12:31.000 --> 00:12:34.000]  上帝的審判是一定會臨到。
[00:12:34.000 --> 00:12:35.000]  因此,
[00:12:35.000 --> 00:12:36.000]  雅各他提醒我們,
[00:12:36.000 --> 00:12:37.000]  要等候主再來,
[00:12:37.000 --> 00:12:39.000]  就不是一個逃避,
[00:12:39.000 --> 00:12:41.000]  不是一種自我安慰,
[00:12:41.000 --> 00:12:43.000]  反而是一種很積極的鼓勵,
[00:12:43.000 --> 00:12:45.000]  是唯有我們在黑暗的時候,
[00:12:45.000 --> 00:12:47.000]  我們仍然很頑固地去相信,
[00:12:47.000 --> 00:12:49.000]  上帝仍然是掌管萬事,
[00:12:49.000 --> 00:12:51.000]  才能夠阻止我們,
[00:12:51.000 --> 00:12:52.000]  在今天,
[00:12:52.000 --> 00:12:55.000]  我們要用苦毒去回應這些惡事,
[00:12:55.000 --> 00:12:59.000]  阻止我們以惡去報惡。
[00:12:59.000 --> 00:13:00.000]  各位弟妹,
[00:13:00.000 --> 00:13:02.000]  黑暗最可怕的地方,
[00:13:02.000 --> 00:13:04.000]  不是黑暗的本身,
[00:13:04.000 --> 00:13:06.000]  而是最終有一天,
[00:13:06.000 --> 00:13:09.000]  我們都成為那個黑暗。
[00:13:09.000 --> 00:13:11.000]  在黑暗的日子,
[00:13:11.000 --> 00:13:13.000]  其實我們更加需要,
[00:13:13.000 --> 00:13:15.000]  去活出上帝給我們的真理,
[00:13:15.000 --> 00:13:18.000]  我們活出一個美善的生命,
[00:13:18.000 --> 00:13:21.000]  我們忍耐去等候神。
[00:13:21.000 --> 00:13:22.000]  今天,
[00:13:22.000 --> 00:13:24.000]  社會是一個很艱難的時間,
[00:13:24.000 --> 00:13:28.000]  教會更加需要成為那個光明,
[00:13:28.000 --> 00:13:31.000]  我們見到地上的奸惡,
[00:13:31.000 --> 00:13:34.000]  我們不被這些奸惡所打倒,
[00:13:34.000 --> 00:13:36.000]  不過我們仍然知道,
[00:13:36.000 --> 00:13:37.000]  我們如何去持守,
[00:13:37.000 --> 00:13:39.000]  活出真理。
[00:13:39.000 --> 00:13:40.000]  這是第一個提醒,
[00:13:40.000 --> 00:13:41.000]  因為我們深信,
[00:13:41.000 --> 00:13:44.000]  上帝終必會來臨。
[00:13:44.000 --> 00:13:45.000]  第二個提醒是,
[00:13:45.000 --> 00:13:47.000]  對群體之內,
[00:13:47.000 --> 00:13:49.000]  阿哥提醒我們,
[00:13:49.000 --> 00:13:52.000]  不要給予彼此的埋怨。
[00:13:52.000 --> 00:13:54.000]  我們一起讀第九節吧。
[00:13:54.000 --> 00:14:02.000]  弟兄們,
[00:14:02.000 --> 00:14:03.000]  世界的信徒,
[00:14:03.000 --> 00:14:06.000]  他們在逼迫困苦當中,
[00:14:06.000 --> 00:14:10.000]  除了要有忍耐等候的心,
[00:14:10.000 --> 00:14:13.000]  阿哥提醒他們,
[00:14:13.000 --> 00:14:15.000]  要小心在群體之內,
[00:14:15.000 --> 00:14:18.000]  出現埋怨的問題。
[00:14:18.000 --> 00:14:20.000]  阿哥警告是非常嚴厲,
[00:14:20.000 --> 00:14:21.000]  他說,
[00:14:21.000 --> 00:14:22.000]  看啊,
[00:14:22.000 --> 00:14:25.000]  審判的主站在門口了。
[00:14:25.000 --> 00:14:26.000]  因為審判的主,
[00:14:26.000 --> 00:14:31.000]  他不僅是嚴厲審判那些作惡事的人,
[00:14:31.000 --> 00:14:32.000]  阿哥提醒,
[00:14:32.000 --> 00:14:33.000]  如果我們當中,
[00:14:33.000 --> 00:14:36.000]  我們都是彼此的責罵,
[00:14:36.000 --> 00:14:37.000]  彼此的埋怨的話,
[00:14:37.000 --> 00:14:41.000]  神同樣會嚴厲審判我們。
[00:14:41.000 --> 00:14:43.000]  一個群體面對一些困境,
[00:14:43.000 --> 00:14:44.000]  一些困難,
[00:14:44.000 --> 00:14:45.000]  一些瓶頸,
[00:14:45.000 --> 00:14:46.000]  一些停滯不前的時候,
[00:14:46.000 --> 00:14:48.000]  自然會有很多的聲音,
[00:14:48.000 --> 00:14:51.000]  這些聲音如果不能夠好好處理,
[00:14:51.000 --> 00:14:53.000]  我們很容易變成很多的埋怨,
[00:14:53.000 --> 00:14:55.000]  很多的不信任,
[00:14:55.000 --> 00:14:56.000]  甚至吵架,
[00:14:56.000 --> 00:14:57.000]  分裂。
[00:14:57.000 --> 00:14:59.000]  近年社會真的很急促,
[00:14:59.000 --> 00:15:00.000]  很多的轉變,
[00:15:00.000 --> 00:15:02.000]  事實上都令到教會很沉重,
[00:15:02.000 --> 00:15:05.000]  很多的聲音都去攻擊教會,
[00:15:05.000 --> 00:15:06.000]  要教會做這件事,
[00:15:06.000 --> 00:15:08.000]  要教會做那件事。
[00:15:08.000 --> 00:15:10.000]  教會都好像失去了自己應有的角色,
[00:15:10.000 --> 00:15:12.000]  以及身份一樣。
[00:15:12.000 --> 00:15:14.000]  我們都面對一個瓶頸。
[00:15:14.000 --> 00:15:16.000]  事實上,
[00:15:16.000 --> 00:15:18.000]  就算我們自己的城鎮教會,
[00:15:18.000 --> 00:15:19.000]  在我們這個群體裏面,
[00:15:19.000 --> 00:15:22.000]  我們都面對一些成長的瓶頸。
[00:15:22.000 --> 00:15:23.000]  我們有些問題,
[00:15:23.000 --> 00:15:25.000]  我們停滯不前。
[00:15:25.000 --> 00:15:26.000]  有些問題,
[00:15:26.000 --> 00:15:28.000]  我們不能夠去解決。
[00:15:28.000 --> 00:15:31.000]  我們都好像活在一個很低氣壓的裏面,
[00:15:31.000 --> 00:15:33.000]  很多的低谷,
[00:15:33.000 --> 00:15:35.000]  很多的幽悶在裏面。
[00:15:35.000 --> 00:15:36.000]  不少的同工,
[00:15:36.000 --> 00:15:37.000]  不少的領袖,
[00:15:37.000 --> 00:15:38.000]  弟兄姊妹,
[00:15:38.000 --> 00:15:45.000]  他們常常都去向教會表達他們的期望和意見。
[00:15:45.000 --> 00:15:47.000]  有時候我們都嘗試去表達過,
[00:15:47.000 --> 00:15:49.000]  甚至我們都努力去做過一些事,
[00:15:49.000 --> 00:15:50.000]  但是發覺,
[00:15:50.000 --> 00:15:53.000]  有時候的結果又不是很如理想,
[00:15:53.000 --> 00:15:56.000]  有時候都會感到澀氣。
[00:15:56.000 --> 00:15:59.000]  以成長班為例,
[00:15:59.000 --> 00:16:02.000]  我都聽過很多的弟兄姊妹,
[00:16:02.000 --> 00:16:03.000]  不同的成長班,
[00:16:03.000 --> 00:16:04.000]  不是一個,
[00:16:04.000 --> 00:16:05.000]  不同的成長班,
[00:16:05.000 --> 00:16:06.000]  都會察覺到,
[00:16:06.000 --> 00:16:10.000]  有時候成長班的熟齡氣氛不足夠,
[00:16:10.000 --> 00:16:13.000]  弟兄姊妹好像不太努力去服侍,
[00:16:13.000 --> 00:16:18.000]  這些聚會的內容,
[00:16:18.000 --> 00:16:23.000]  有時候都不能夠幫助我們投入在聚會裏面,
[00:16:23.000 --> 00:16:26.000]  或者我們的成長都很受限制等等,
[00:16:26.000 --> 00:16:28.000]  很多很多不同的聲音。
[00:16:28.000 --> 00:16:29.000]  有些弟兄姊妹,
[00:16:29.000 --> 00:16:31.000]  他們很希望可以作出改變,
[00:16:31.000 --> 00:16:33.000]  有些就已經感到失望,
[00:16:33.000 --> 00:16:38.000]  有些甚至開始有很多埋怨和絕望。
[00:16:38.000 --> 00:16:39.000]  各位弟兄姊妹,
[00:16:39.000 --> 00:16:42.000]  或者我們真的要接受一件事,
[00:16:42.000 --> 00:16:45.000]  會不會以往一些成功的模式,
[00:16:45.000 --> 00:16:49.000]  在今天我們有修訂的空間呢?
[00:16:49.000 --> 00:16:51.000]  或者我們更重要的是辨識到,
[00:16:51.000 --> 00:16:54.000]  其實我們整個群體的成長,
[00:16:54.000 --> 00:16:59.000]  是沒有一個或者一個必贏的方程式,
[00:16:59.000 --> 00:17:00.000]  我們都要承認,
[00:17:00.000 --> 00:17:01.000]  可能我們過往的經驗,
[00:17:01.000 --> 00:17:03.000]  一些方法,
[00:17:03.000 --> 00:17:05.000]  今天未必奏效。
[00:17:05.000 --> 00:17:07.000]  我們要再次在神的面前,
[00:17:07.000 --> 00:17:08.000]  我們謙卑去領受,
[00:17:08.000 --> 00:17:10.000]  求主去教導我們,
[00:17:10.000 --> 00:17:14.000]  應該怎樣繼續前行。
[00:17:14.000 --> 00:17:15.000]  有一個基督徒,
[00:17:15.000 --> 00:17:17.000]  他叫做十戒若翰,
[00:17:17.000 --> 00:17:18.000]  人們稱他為十戒若翰,
[00:17:18.000 --> 00:17:21.000]  他在崇靈的初年有很多的洞見,
[00:17:21.000 --> 00:17:23.000]  他有一個名著,
[00:17:23.000 --> 00:17:25.000]  叫做信心的黑夜,
[00:17:25.000 --> 00:17:27.000]  他提到其實信徒的生命,
[00:17:27.000 --> 00:17:29.000]  不會永遠都在一個高位裏面,
[00:17:29.000 --> 00:17:31.000]  有時候我們都面對一些低谷,
[00:17:31.000 --> 00:17:34.000]  面對一些生命裏面的黑夜,
[00:17:34.000 --> 00:17:35.000]  他這樣說,
[00:17:35.000 --> 00:17:40.000]  他說我們必須在信心的黑夜裏面行走,
[00:17:40.000 --> 00:17:41.000]  四周都是黑夜,
[00:17:41.000 --> 00:17:45.000]  完全都不知道前面所遭遇的是什麼事,
[00:17:45.000 --> 00:17:47.000]  我們只能夠去直接信,
[00:17:47.000 --> 00:17:48.000]  信上帝,
[00:17:48.000 --> 00:17:50.000]  信神的話語,
[00:17:50.000 --> 00:17:52.000]  和信他所安排的環境,
[00:17:52.000 --> 00:17:55.000]  去引導我們去前行。
[00:17:55.000 --> 00:17:58.000]  楊武功牧師他在一些作品裏面,
[00:17:58.000 --> 00:18:02.000]  他都有同樣提到類似的處境,
[00:18:02.000 --> 00:18:05.000]  他說很多的信徒都會很快體驗到,
[00:18:05.000 --> 00:18:07.000]  初信得救的那種喜樂,
[00:18:07.000 --> 00:18:09.000]  會隨著年日,
[00:18:09.000 --> 00:18:11.000]  就會漸漸地過去,
[00:18:11.000 --> 00:18:13.000]  昔日和神好像很親近,
[00:18:13.000 --> 00:18:15.000]  都會覺得有些疏離,
[00:18:15.000 --> 00:18:19.000]  有時候都會感覺到上帝好像不存在,
[00:18:19.000 --> 00:18:20.000]  連禱告,
[00:18:20.000 --> 00:18:21.000]  讀經,
[00:18:21.000 --> 00:18:22.000]  聚會,
[00:18:22.000 --> 00:18:24.000]  都變成枯燥乏味,
[00:18:24.000 --> 00:18:26.000]  最方便的解釋,
[00:18:26.000 --> 00:18:28.000]  這個就是靈性陷於低潮,
[00:18:28.000 --> 00:18:31.000]  人寄望一些外面的培靈會,
[00:18:31.000 --> 00:18:32.000]  粉兄會,
[00:18:32.000 --> 00:18:33.000]  去令他們起死回生,
[00:18:33.000 --> 00:18:36.000]  有時這些聚會都能夠發生一些果效,
[00:18:36.000 --> 00:18:39.000]  但慢慢又變成慣性,
[00:18:39.000 --> 00:18:41.000]  又再次沒有果效,
[00:18:41.000 --> 00:18:42.000]  很多人都感到失望,
[00:18:42.000 --> 00:18:44.000]  然後就離去,
[00:18:44.000 --> 00:18:48.000]  會不會這個都是我們生命的寫照,
[00:18:48.000 --> 00:18:51.000]  會不會我們生命都面對一些瓶頸,
[00:18:51.000 --> 00:18:55.000]  我們都好像在一個曠野迷失的當中,
[00:18:55.000 --> 00:18:58.000]  我們正在經歷一些心靈的黑夜,
[00:18:58.000 --> 00:19:00.000]  或者我們整個群體,
[00:19:00.000 --> 00:19:08.000]  會不會今天都是在一個黑暗的長夜當中,
[00:19:08.000 --> 00:19:09.000]  不過,
