
[00:00:00.000 --> 00:00:02.960]  來到這位神的面前是這位喜樂的神
[00:02:19.600 --> 00:02:22.160]  保羅好幾次提到效法他
[00:02:22.160 --> 00:02:24.480]  但是請記得保羅不是驕傲
[00:02:24.480 --> 00:02:25.200]  不是自大
[00:02:25.200 --> 00:02:28.880]  他不是說你看跟我走就效法我吧
[00:02:28.880 --> 00:02:31.840]  不是 他講到說效法他
[00:02:31.840 --> 00:02:33.680]  因為他是什麼
[00:02:33.680 --> 00:02:36.240]  他是效法基督
[00:02:36.240 --> 00:02:38.160]  所以保羅說你們要效法我
[00:02:38.160 --> 00:02:42.480]  也當留意看那些照我們榜樣行的
[00:02:42.480 --> 00:02:44.480]  看到沒有
[00:02:44.480 --> 00:02:46.320]  榜樣
[00:02:46.320 --> 00:02:48.000]  這是身教
[00:02:48.000 --> 00:02:50.000]  以身作則
[00:02:50.000 --> 00:02:52.320]  最好的門徒信念
[00:02:52.320 --> 00:02:56.640]  不是只是講
[00:02:56.640 --> 00:02:58.480]  在過去的
[00:02:58.480 --> 00:03:01.120]  其實大學的問題就在這裡
[00:03:01.120 --> 00:03:04.880]  疫情之後這個問題更嚴重
[00:03:04.880 --> 00:03:08.320]  那天我聽到神學院的老師來
[00:03:08.320 --> 00:03:14.480]  提到說現在他們已經都完全開放網課
[00:03:14.480 --> 00:03:16.320]  意思就是說
[00:03:16.320 --> 00:03:24.480]  所有的課通通可以在上網去學習
[00:03:24.480 --> 00:03:32.560]  我曾經聽過有神學生住在Tollens
[00:03:32.560 --> 00:03:39.920]  但是學校是在Saint Gabriel那邊
[00:03:39.920 --> 00:03:42.320]  他說大部分的時間他都不用到學校
[00:03:42.320 --> 00:03:45.040]  在網上上課
[00:03:45.040 --> 00:03:47.680]  我覺得這是今天教育的悲哀
[00:03:47.680 --> 00:03:50.560]  覺不覺得
[00:03:50.560 --> 00:03:54.480]  一般的大學學知識也就罷了
[00:03:54.480 --> 00:03:58.240]  神學院最後落成只有知識可學
[00:03:58.240 --> 00:04:00.160]  這才是悲哀
[00:04:00.160 --> 00:04:03.440]  耶穌當年當門徒怎麼樣
[00:04:03.440 --> 00:04:07.040]  耶穌開辦的神學院是什麼神學院
[00:04:07.040 --> 00:04:11.120]  M.D.P.H.D.
[00:04:11.120 --> 00:04:12.640]  啥都沒有
[00:04:12.640 --> 00:04:15.440]  耶穌開辦的是什麼學校
[00:04:15.440 --> 00:04:19.200]  是門徒訓練學校
[00:04:19.200 --> 00:04:22.240]  門徒們跟著他一起
[00:04:22.240 --> 00:04:24.880]  聽他講道 聽他在這邊教課
[00:04:24.880 --> 00:04:26.560]  聽他教導人
[00:04:26.560 --> 00:04:27.840]  看他怎麼趕鬼
[00:04:27.840 --> 00:04:29.840]  然後怎麼樣子的醫病
[00:04:29.840 --> 00:04:34.240]  門徒們看著他所做的一切
[00:04:34.240 --> 00:04:38.160]  所以保羅說你們要效法我
[00:04:38.160 --> 00:04:42.960]  也留意照那些我們榜樣行的人
[00:04:42.960 --> 00:04:44.640]  親愛的同學們
[00:04:44.640 --> 00:04:48.960]  最好的門徒訓練不是坐在課堂裡面
[00:04:48.960 --> 00:04:52.560]  最好的門徒訓練是在生活當中
[00:04:52.560 --> 00:04:57.520]  來帶他看帶他行
[00:04:57.520 --> 00:04:59.360]  我常講
[00:04:59.360 --> 00:05:04.800]  你學燒菜怎麼學
[00:05:04.800 --> 00:05:07.200]  上網看
[00:05:07.200 --> 00:05:10.400]  看了真好 教得真好
[00:05:10.400 --> 00:05:11.520]  講得真好
[00:05:11.520 --> 00:05:13.920]  那個菜做出來真好
[00:05:13.920 --> 00:05:15.280]  但你一根手都不動
[00:05:15.280 --> 00:05:17.600]  一絲手都不動
[00:05:17.600 --> 00:05:19.600]  請問會不會燒菜
[00:05:19.600 --> 00:05:22.320]  說的一口好菜
[00:05:22.320 --> 00:05:23.680]  但不會燒
[00:05:23.680 --> 00:05:24.960]  是吧
[00:05:24.960 --> 00:05:27.920]  今天很多人講聖經也是如此
[00:05:27.920 --> 00:05:30.720]  講的真是精彩
[00:05:30.720 --> 00:05:32.720]  但是你不能去看
[00:05:32.720 --> 00:05:35.280]  你看就穿幫了
[00:05:35.280 --> 00:05:41.280]  他的生活沒有辦法跟他所講的能夠配合
[00:05:41.280 --> 00:05:43.280]  所以保羅講到這件事情
[00:05:43.280 --> 00:05:46.080]  他講到你們要效法我之後
[00:05:46.080 --> 00:05:53.840]  他接著就提到有兩種的人生
[00:05:53.840 --> 00:05:57.280]  第一種的人生是什麼呢
[00:05:57.280 --> 00:06:04.160]  第一種的人生就是為自己而活的人生
[00:06:04.160 --> 00:06:09.040]  保羅說因為有許多人行事是基督十字架的仇敵
[00:06:09.040 --> 00:06:11.120]  我屢次告訴你們
[00:06:11.120 --> 00:06:13.840]  現在又流淚的告訴你們
[00:06:13.840 --> 00:06:19.680]  他們的結局就是沉淪
[00:06:19.680 --> 00:06:22.160]  保羅在講這句話的時候
[00:06:22.160 --> 00:06:24.640]  他是非常沉重的
[00:06:24.640 --> 00:06:28.160]  好像跟他整個的媳婦菲利比書
[00:06:28.160 --> 00:06:31.280]  好像主調是不一樣的
[00:06:31.280 --> 00:06:31.760]  對不對
[00:06:31.760 --> 00:06:34.560]  這個主調保羅常講靠主洗都靠主洗了
[00:06:34.560 --> 00:06:37.520]  怎麼在這個地方流淚呢
[00:06:37.520 --> 00:06:39.520]  但是他為什麼流淚
[00:06:39.520 --> 00:06:41.200]  他講到有一種人
[00:06:41.200 --> 00:06:44.960]  這種人他們人生的結局就是沉淪
[00:06:44.960 --> 00:06:45.840]  沉淪是什麼
[00:06:45.840 --> 00:06:49.440]  沉淪就是毀滅
[00:06:49.440 --> 00:06:54.080]  沉淪是什麼
[00:06:54.080 --> 00:06:58.800]  記不記得瑪麗亞把香膏倒在耶穌基督的腳前
[00:06:58.800 --> 00:06:59.920]  是不是
[00:06:59.920 --> 00:07:01.600]  倒在他身上
[00:07:01.600 --> 00:07:03.360]  然後用這個香膏抹他
[00:07:03.360 --> 00:07:04.480]  是不是
[00:07:04.480 --> 00:07:13.120]  請問那些的門徒們怎麼說
[00:07:13.120 --> 00:07:18.640]  門徒說何必這樣的枉費呢
[00:07:18.640 --> 00:07:22.320]  那個枉費就是這裡的滅亡
[00:07:22.320 --> 00:07:25.040]  所以這個人生是一個枉費的人生
[00:07:25.040 --> 00:07:27.200]  是一個浪費的人生
[00:07:27.200 --> 00:07:33.840]  這個人生是一個可以說是一個滅亡的人生
[00:07:33.840 --> 00:07:36.080]  千秋之輩
[00:07:36.080 --> 00:07:37.920]  你要過這樣子的生活嗎
[00:07:37.920 --> 00:07:39.760]  要不要
[00:07:39.760 --> 00:07:41.040]  要不要
[00:07:41.040 --> 00:07:42.720]  肯定一點
[00:07:42.720 --> 00:07:43.600]  肯定不要
[00:07:43.600 --> 00:07:48.000]  跟你旁邊說肯定不要
[00:07:48.000 --> 00:07:49.360]  你們都是哲學家
[00:07:49.360 --> 00:07:51.280]  思想很深
[00:07:51.280 --> 00:07:52.720]  我的問題其實沒有那麼深
[00:07:52.720 --> 00:07:56.000]  就這麼簡單
[00:07:56.000 --> 00:07:56.640]  千秋之輩
[00:07:56.640 --> 00:07:57.920]  所以保羅說
[00:07:57.920 --> 00:08:00.240]  我屢次的告訴你們
[00:08:00.240 --> 00:08:02.800]  我多次的流淚的告訴你們
[00:08:02.800 --> 00:08:06.880]  他們的結局就是沉淪
[00:08:06.880 --> 00:08:09.200]  好了接著保羅講的三件事情
[00:08:09.200 --> 00:08:12.000]  三句話來形容他們的人生
[00:08:12.000 --> 00:08:13.040]  第一個就是
[00:08:13.040 --> 00:08:16.160]  他們的神就是自己的肚腹
[00:08:16.160 --> 00:08:19.440]  肚腹是什麼
[00:08:19.440 --> 00:08:21.520]  肚腹就是刺
[00:08:21.520 --> 00:08:23.520]  是不是
[00:08:23.520 --> 00:08:28.000]  我自於術法以來
[00:08:28.000 --> 00:08:29.680]  直到如今
[00:08:29.680 --> 00:08:31.840]  一直想要胖
[00:08:31.840 --> 00:08:37.280]  但是始終沒有達成這個願望
[00:08:37.280 --> 00:08:39.840]  但是感謝賽美組
[00:08:39.840 --> 00:08:43.840]  現在發現這個是處在流行之中
[00:08:43.840 --> 00:08:46.000]  大家都想盡辦法去健身房
[00:08:46.000 --> 00:08:47.840]  去買這個請教練
[00:08:47.840 --> 00:08:51.040]  希望能夠瘦身像我一樣
[00:08:51.040 --> 00:08:55.360]  所以你們要笑罰我
[00:08:55.360 --> 00:08:57.440]  千秋之輩
[00:08:57.440 --> 00:09:00.000]  吃重不重要
[00:09:00.000 --> 00:09:03.200]  我先問你你喜不喜歡吃
[00:09:03.200 --> 00:09:05.680]  不喜歡的有沒有
[00:09:05.680 --> 00:09:08.320]  那可能是患了厭食症
[00:09:08.320 --> 00:09:12.320]  沒有人不喜歡吃的是不是
[00:09:12.320 --> 00:09:15.280]  神造萬物都是好的
[00:09:15.280 --> 00:09:18.000]  吃好不好
[00:09:18.000 --> 00:09:20.480]  你會發現一個人不能吃
[00:09:20.480 --> 00:09:24.400]  不喜歡吃那是有問題了
[00:09:24.400 --> 00:09:26.880]  可是記得一件事情保羅講的
[00:09:26.880 --> 00:09:31.280]  他說凡事都可行但不都有益處
[00:09:31.280 --> 00:09:33.280]  凡事都可行但不都有益處
[00:09:33.280 --> 00:09:36.640]  凡事我都可以你都可以做
[00:09:36.640 --> 00:09:42.560]  但是我總不要受他的瑕疵
[00:09:42.560 --> 00:09:44.320]  吃也是如此
[00:09:44.320 --> 00:09:48.320]  可不可以吃
[00:09:48.320 --> 00:09:54.560]  但是你不吃你就沒辦法生活了
[00:09:54.560 --> 00:09:57.280]  你就被捆綁了
[00:09:57.280 --> 00:10:00.480]  吃就變成是你的神了
[00:10:00.480 --> 00:10:01.760]  這就是保羅在這裡說
[00:10:01.760 --> 00:10:07.040]  他們的神就是自己的度父
[00:10:07.040 --> 00:10:10.160]  我們中國人常常講一句話
[00:10:10.160 --> 00:10:12.480]  民以食為什麼
[00:10:12.480 --> 00:10:14.320]  天
[00:10:14.320 --> 00:10:15.280]  民以食為天
[00:10:15.280 --> 00:10:16.960]  民以食為天是什麼意思
[00:10:16.960 --> 00:10:22.160]  其實那個天就是以為本的意思
[00:10:22.160 --> 00:10:26.480]  也就是說人民他以食
[00:10:26.480 --> 00:10:29.520]  以食物為他的根本
[00:10:29.520 --> 00:10:31.600]  這是根本大忌
[00:10:31.600 --> 00:10:34.720]  所以你知道食物非常重要
[00:10:34.720 --> 00:10:36.880]  是不是
[00:10:36.880 --> 00:10:40.480]  一個君王如果得著了糧食
[00:10:40.480 --> 00:10:42.480]  使人民吃飽了
[00:10:42.480 --> 00:10:45.920]  這個國家就安定了
[00:10:45.920 --> 00:10:49.440]  你會發現美國經濟不好
[00:10:49.440 --> 00:10:53.120]  這就變成今年大選的一個問題
[00:10:53.120 --> 00:10:53.920]  好
[00:10:53.920 --> 00:10:55.840]  這個候選人都要針對這個問題來講
[00:10:55.840 --> 00:10:57.520]  他的要端出牛肉了
[00:10:57.520 --> 00:10:58.800]  是不是
[00:10:58.800 --> 00:11:00.640]  我當選之後要怎麼樣子
[00:11:00.640 --> 00:11:06.960]  每個人都有工作
[00:11:06.960 --> 00:11:08.720]  所以經濟的問題很影響
[00:11:08.720 --> 00:11:09.280]  是不是
[00:11:09.280 --> 00:11:10.640]  度父很重要
[00:11:10.640 --> 00:11:11.040]  是不是
[00:11:11.040 --> 00:11:13.520]  民以食為天
[00:11:13.520 --> 00:11:15.280]  我們中國有俗話說
[00:11:15.280 --> 00:11:17.840]  人是鐵 飯是鋼
[00:11:17.840 --> 00:11:21.680]  手中有糧 心中怎麼樣
[00:11:21.680 --> 00:11:23.600]  不慌
[00:11:23.600 --> 00:11:26.000]  又說兵馬未動
[00:11:26.000 --> 00:11:27.520]  糧草先行
[00:11:27.520 --> 00:11:29.120]  看到沒有
[00:11:29.120 --> 00:11:30.640]  很重要
[00:11:30.640 --> 00:11:31.600]  是不是
[00:11:31.600 --> 00:11:36.000]  打仗的武器裝備固然重要
[00:11:36.000 --> 00:11:38.720]  但是你要打持久戰怎麼樣
[00:11:38.720 --> 00:11:41.280]  糧草先行
[00:11:41.280 --> 00:11:47.840]  糧草關乎了這個戰爭的成跟敗
[00:11:47.840 --> 00:11:50.080]  所以這一切都讓我們看見說
[00:11:50.080 --> 00:11:53.680]  其實中國人是不是很看重吃
[00:11:53.680 --> 00:11:55.280]  我不要說好吃
[00:11:55.280 --> 00:11:57.120]  中國人是不是很看重吃
[00:11:57.120 --> 00:11:58.160]  是不是
[00:11:58.160 --> 00:11:59.920]  所以你是中國人嗎
[00:11:59.920 --> 00:12:08.320]  那你一定很愛吃
[00:12:08.320 --> 00:12:11.760]  有一個美國的醫生
[00:12:11.760 --> 00:12:13.120]  他賺了很多錢
[00:12:13.120 --> 00:12:18.480]  他這是很有錢這個醫生
[00:12:18.480 --> 00:12:21.840]  他知道歐洲哪個地方有好吃的
[00:12:21.840 --> 00:12:23.600]  他這是美國醫生
[00:12:23.600 --> 00:12:24.640]  如果是中國醫生
[00:12:24.640 --> 00:12:26.720]  絕對不會只到歐洲去
[00:12:26.720 --> 00:12:28.240]  這顯然是美國醫生
[00:12:28.240 --> 00:12:31.120]  他知道歐洲哪個地方有名
[00:12:31.120 --> 00:12:32.960]  吃什麼東西好吃
[00:12:32.960 --> 00:12:35.440]  哪一個地方的餐廳是最好
[00:12:35.440 --> 00:12:36.880]  法國的餐廳裡面
[00:12:36.880 --> 00:12:38.240]  哪一家是最好的
[00:12:38.240 --> 00:12:39.840]  他通通清楚知道
[00:12:39.840 --> 00:12:41.440]  所以他經常就坐飛機
[00:12:41.440 --> 00:12:43.280]  啪就飛到那個地方
[00:12:43.280 --> 00:12:44.240]  就說什麼
[00:12:44.240 --> 00:12:46.800]  吃
[00:12:46.800 --> 00:12:47.600]  親愛的留守們
[00:12:47.600 --> 00:12:49.600]  這個就是他們的神
[00:12:49.600 --> 00:12:57.920]  就是自己的賭服
[00:12:57.920 --> 00:12:59.200]  親愛的留守們
[00:12:59.200 --> 00:13:02.560]  這是保羅特別提醒
[00:13:02.560 --> 00:13:03.760]  這樣子的人
[00:13:03.760 --> 00:13:08.880]  他的人生就是一個沉淪的人生
[00:13:08.880 --> 00:13:10.560]  食物固然重要
[00:13:10.560 --> 00:13:14.960]  但是食物不能夠變成你的神
[00:13:14.960 --> 00:13:16.640]  記得以色列人在走天路的時候
[00:13:16.640 --> 00:13:17.360]  就是喻表
[00:13:17.360 --> 00:13:17.760]  是不是
[00:13:17.760 --> 00:13:18.960]  出埃及西里面就是在喻表
[00:13:18.960 --> 00:13:19.600]  是不是
[00:13:19.600 --> 00:13:20.960]  以色列人出埃及西的時候
[00:13:20.960 --> 00:13:23.280]  在一路上面
[00:13:23.280 --> 00:13:26.240]  請問他們吃什麼
[00:13:26.240 --> 00:13:27.360]  吃瑪拉是不是
[00:13:27.360 --> 00:13:28.560]  天上降下瑪拉
[00:13:28.560 --> 00:13:30.480]  還有呢
[00:13:30.480 --> 00:13:31.680]  還有什麼
[00:13:31.680 --> 00:13:34.000]  還有鵪鶉
[00:13:34.000 --> 00:13:34.480]  是不是
[00:13:34.480 --> 00:13:36.480]  還有肉給他們吃
[00:13:36.480 --> 00:13:39.040]  每天都有肉
[00:13:39.040 --> 00:13:40.720]  不是吃是吃素
[00:13:40.720 --> 00:13:43.520]  上帝對他們好不好
[00:13:43.520 --> 00:13:45.680]  但是結果他們怎麼樣
[00:13:45.680 --> 00:13:46.960]  抱怨
[00:13:46.960 --> 00:13:52.000]  天天都是吃紅燒牛肉麵
[00:13:52.000 --> 00:13:53.920]  不能夠換一點東西
[00:13:53.920 --> 00:13:55.520]  天天都吃這個
[00:13:55.520 --> 00:13:57.920]  天天都吃鵪鶉
[00:13:57.920 --> 00:14:00.000]  天天都吃瑪拉
[00:14:00.000 --> 00:14:01.280]  吃了四十年
[00:14:01.280 --> 00:14:04.880]  你上帝不能變點新花樣嗎
[00:14:04.880 --> 00:14:06.720]  你不是無所不能嗎
[00:14:06.720 --> 00:14:08.480]  喔 抱怨
[00:14:08.480 --> 00:14:09.200]  神經上說
[00:14:09.200 --> 00:14:11.200]  哥倫多親說發十次怨言
[00:14:11.200 --> 00:14:11.840]  對不對
[00:14:11.840 --> 00:14:15.680]  其實十次只是一個象徵
[00:14:15.680 --> 00:14:18.480]  絕對不止十次
[00:14:18.480 --> 00:14:19.600]  丟什麼
[00:14:19.600 --> 00:14:20.560]  所以
[00:14:20.560 --> 00:14:22.880]  出埃及西讓我們看見一件事情
[00:14:22.880 --> 00:14:25.520]  以色列人基本上面他發怨言
[00:14:25.520 --> 00:14:28.560]  就是因為他不相信這位神
[00:14:28.560 --> 00:14:33.600]  明白沒
[00:14:33.600 --> 00:14:37.040]  他們把吃什麼看做得比
[00:14:37.040 --> 00:14:40.000]  遵行神的話更重要
[00:14:40.000 --> 00:14:42.400]  所以這些人最後的結果是什麼
[00:14:42.400 --> 00:14:44.320]  請記得
[00:14:44.320 --> 00:14:46.880]  在神經裡面告訴我們說
[00:14:46.880 --> 00:14:48.560]  所有當初
[00:14:48.560 --> 00:14:50.000]  摩西所帶出帶的
[00:14:50.000 --> 00:14:53.040]  那些的出埃及的
[00:14:53.040 --> 00:14:54.480]  這一些在曠野上面
[00:14:54.480 --> 00:14:57.360]  最後通通怎麼樣
[00:14:57.360 --> 00:15:00.640]  通通倒閉在曠野
[00:15:00.640 --> 00:15:08.960]  只有誰進去
[00:15:08.960 --> 00:15:12.080]  只有亞倫
[00:15:12.080 --> 00:15:12.720]  沒有亞倫
[00:15:12.720 --> 00:15:14.960]  約瑟亞
[00:15:14.960 --> 00:15:16.080]  迦勒
[00:15:16.080 --> 00:15:17.760]  還有呢
[00:15:17.760 --> 00:15:20.240]  還有新的一代的
[00:15:20.240 --> 00:15:21.200]  老的一代
[00:15:21.200 --> 00:15:23.520]  對不起不是在這裡
[00:15:23.520 --> 00:15:26.320]  千萬不要對號入座
[00:15:26.320 --> 00:15:28.480]  那老的一代是代表什麼
[00:15:28.480 --> 00:15:29.920]  那不信的那一代
[00:15:29.920 --> 00:15:32.720]  通通倒閉在曠野
[00:15:32.720 --> 00:15:33.440]  親愛的柳族們
[00:15:33.440 --> 00:15:36.320]  你千萬不要做那個倒閉的那一代
[00:15:36.320 --> 00:15:39.520]  千萬不要做那個不信的那一代
[00:15:39.520 --> 00:15:42.320]  要做那個相信神的那一代
[00:15:42.320 --> 00:15:44.480]  要以神為我們的主
[00:15:44.480 --> 00:15:47.520]  不是以食物為我們的主
[00:15:47.520 --> 00:15:48.720]  所以保羅說
[00:15:48.720 --> 00:15:50.480]  他們的神就是自己的度父
[00:15:50.480 --> 00:15:51.920]  這是第一個他們的特徵
[00:15:51.920 --> 00:15:53.040]  第二個是什麼呢
[00:15:53.040 --> 00:15:56.000]  第二個就是他們以自己的羞辱
[00:15:56.000 --> 00:15:58.960]  為榮耀
[00:15:58.960 --> 00:16:00.080]  什麼意思
[00:16:00.080 --> 00:16:02.320]  他們的羞辱
[00:16:02.320 --> 00:16:03.120]  羞辱
[00:16:03.120 --> 00:16:05.120]  我們說這件事情很可恥
[00:16:05.120 --> 00:16:07.440]  有沒有
[00:16:07.440 --> 00:16:09.760]  very shameful
[00:16:09.760 --> 00:16:10.960]  提起來都可恥
[00:16:10.960 --> 00:16:11.760]  有沒有
[00:16:11.760 --> 00:16:13.680]  我們講這些話是不是
[00:16:13.680 --> 00:16:15.920]  今天
[00:16:15.920 --> 00:16:17.840]  今天這些可恥的事
[00:16:17.840 --> 00:16:19.360]  還不僅僅講
[00:16:19.360 --> 00:16:21.200]  而且還大肆宣揚
[00:16:21.200 --> 00:16:29.680]  而且還把它合法化有沒有
[00:16:29.680 --> 00:16:32.560]  你看看
[00:16:32.560 --> 00:16:36.800]  在早期那個年代
[00:16:36.800 --> 00:16:41.440]  如果今天有婚前性行為
[00:16:41.440 --> 00:16:43.280]  你會不會跟別人講
[00:16:43.280 --> 00:16:44.720]  會不會
[00:16:44.720 --> 00:16:47.520]  你會不會
[00:16:47.520 --> 00:16:50.000]  今天在美國
[00:16:50.000 --> 00:16:54.320]  百分之七十五的大學女生一年級
[00:16:54.320 --> 00:16:57.520]  都已經有婚前性經驗
[00:16:57.520 --> 00:16:59.760]  那男生呢
[00:16:59.760 --> 00:17:02.480]  那更不要講是不是
[00:17:02.480 --> 00:17:07.520]  甚至你在同學中間去問起來
[00:17:07.520 --> 00:17:10.000]  你都還沒有經驗
[00:17:10.000 --> 00:17:12.400]  他覺得你很奇怪
[00:17:12.400 --> 00:17:13.520]  你老古板
[00:17:13.520 --> 00:17:17.360]  你落伍了有沒有
[00:17:17.360 --> 00:17:19.120]  所以這帶來一個結果
[00:17:19.120 --> 00:17:25.840]  婚姻的這種性方面的混亂
[00:17:25.840 --> 00:17:27.120]  過去覺得羞恥的
[00:17:27.120 --> 00:17:29.200]  今天不覺得羞恥
[00:17:29.200 --> 00:17:31.920]  是不是
[00:17:31.920 --> 00:17:34.960]  同居
[00:17:34.960 --> 00:17:37.840]  我記得跟你們曾經提過
[00:17:37.840 --> 00:17:39.920]  我到俄羅斯去
[00:17:39.920 --> 00:17:41.200]  有一次跟他們講座的時候
[00:17:41.200 --> 00:17:43.120]  問這些學生們
[00:17:43.120 --> 00:17:44.400]  我說請你們眼睛閉起來
[00:17:44.400 --> 00:17:46.720]  還會心想說怕他們害羞
[00:17:46.720 --> 00:17:48.800]  怕到人家看了他不敢舉手
[00:17:48.800 --> 00:17:49.760]  所以眼睛閉起來
[00:17:49.760 --> 00:17:50.960]  我就做一個調查
[00:17:50.960 --> 00:17:52.960]  我說你們當中認為
[00:17:52.960 --> 00:17:55.840]  兩個人只要相愛
[00:17:55.840 --> 00:18:00.400]  就可以同居的舉手
[00:18:00.400 --> 00:18:03.680]  一半的人舉手
[00:18:03.680 --> 00:18:05.920]  而且有的人舉的手是這樣舉的
[00:18:05.920 --> 00:18:11.200]  他是坐在位子上
[00:18:11.200 --> 00:18:16.160]  他的意思就是誰怕誰
[00:18:16.160 --> 00:18:17.200]  親愛的女生們
[00:18:17.200 --> 00:18:19.600]  你看到沒有
[00:18:19.600 --> 00:18:21.280]  這個世界變化成這樣的光景
[00:18:21.280 --> 00:18:22.320]  是不是
[00:18:22.320 --> 00:18:23.600]  同居
[00:18:23.600 --> 00:18:26.320]  現在幾乎年輕人當中
[00:18:26.320 --> 00:18:27.600]  很多人覺得
[00:18:27.600 --> 00:18:29.120]  同居是結婚之前
[00:18:29.120 --> 00:18:33.120]  必要走的路
[00:18:33.120 --> 00:18:35.200]  所以什麼叫淫亂
[00:18:35.200 --> 00:18:36.960]  對今天這個年代的人來講
[00:18:36.960 --> 00:18:39.120]  沒有淫亂這回事情
[00:18:39.120 --> 00:18:43.120]  因為大家都這樣做
[00:18:43.120 --> 00:18:44.720]  所以婚姻的這種
[00:18:44.720 --> 00:18:46.000]  道德的觀念
[00:18:46.000 --> 00:18:47.440]  慾望的這種問題
[00:18:47.440 --> 00:18:48.880]  那更不要講說
[00:18:48.880 --> 00:18:51.440]  LGBTQ
[00:18:51.440 --> 00:18:52.640]  以後可能你又會發現
[00:18:52.640 --> 00:18:54.000]  後面再加一個什麼東西
[00:18:54.000 --> 00:18:55.360]  亂七八糟
[00:18:55.360 --> 00:18:57.440]  是不是
[00:18:57.440 --> 00:19:01.040]  同婚 同性結婚
[00:19:01.040 --> 00:19:03.040]  我這個都是挑
[00:19:03.040 --> 00:19:04.880]  不會讓你看了之後
[00:19:04.880 --> 00:19:09.040]  你就很噁心的
[00:19:09.040 --> 00:19:11.840]  我每次看到兩個人在那種親吻
[00:19:11.840 --> 00:19:13.280]  我就很噁心
[00:19:13.280 --> 00:19:17.760]  你會不會覺得很噁心
[00:19:17.760 --> 00:19:19.440]  他說愛就是愛
[00:19:19.440 --> 00:19:21.040]  你惡什麼心
[00:19:21.040 --> 00:19:22.480]  你瞧不起我
[00:19:22.480 --> 00:19:23.680]  Discrimination
[00:19:23.680 --> 00:19:26.480]  我告你
[00:19:26.480 --> 00:19:29.040]  以羞辱為榮耀
[00:19:29.040 --> 00:19:30.800]  看到沒有
[00:19:30.800 --> 00:19:32.960]  六月還叫做驕傲月
[00:19:32.960 --> 00:19:39.520]  Pride month
[00:19:39.520 --> 00:19:43.440]  現在就是真是可憐
[00:19:43.440 --> 00:19:45.920]  真是可憐這個世代
[00:19:45.920 --> 00:19:47.920]  婚姻也是如此
[00:19:47.920 --> 00:19:49.680]  其實年輕人會如此
[00:19:49.680 --> 00:19:51.840]  是因為我們這些做父母親的
[00:19:51.840 --> 00:19:53.280]  我們這些已經結婚的
[00:19:53.280 --> 00:19:59.520]  我們沒有好的榜樣
