
[00:00:00.000 --> 00:00:04.060]  「恩典之路」確是在人生不同的階段
[00:01:15.080 --> 00:01:16.500]  他說第一個步驟
[00:01:16.500 --> 00:01:19.720]  你要介紹20個WhatsApp朋友
[00:01:19.720 --> 00:01:20.840]  接著第二個步驟
[00:01:20.840 --> 00:01:23.880]  你點進去就可以拿那兩張票
[00:01:23.880 --> 00:01:26.960]  我馬上想都沒有想
[00:01:26.960 --> 00:01:28.880]  啊 這麼好
[00:01:28.880 --> 00:01:30.780]  真是益一下那些朋友
[00:01:30.780 --> 00:01:34.700]  我就傳了給20個弟兄姊妹
[00:01:34.700 --> 00:01:37.220]  結果不夠兩分鐘
[00:01:37.220 --> 00:01:39.240]  我有位同工 Kenneth
[00:01:39.240 --> 00:01:41.340]  原來他也是沒有這麼早睡覺的
[00:01:41.340 --> 00:01:43.540]  他馬上就告訴我
[00:01:43.540 --> 00:01:47.000]  「牧師啊 假的」
[00:01:47.000 --> 00:01:48.380]  我說我也知道了
[00:01:48.380 --> 00:01:49.300]  因為為什麼呢
[00:01:49.300 --> 00:01:51.140]  當我點進去第二個步驟
[00:01:51.140 --> 00:01:52.380]  要拿那兩張票的時候
[00:01:52.380 --> 00:01:54.180]  我點進去也點不進去
[00:01:54.180 --> 00:01:56.120]  而且點進去又回頭
[00:01:56.120 --> 00:01:58.380]  我已經心裏有點懷疑了
[00:01:58.380 --> 00:02:00.560]  但我想告訴弟兄姊妹知道什麼呢
[00:02:00.560 --> 00:02:03.560]  原來我當時其實
[00:02:03.560 --> 00:02:04.920]  我會教弟兄姊妹
[00:02:04.920 --> 00:02:06.800]  你們傳的那些訊息
[00:02:06.800 --> 00:02:08.120]  如果是假的消息
[00:02:08.120 --> 00:02:09.400]  你不要亂傳
[00:02:09.400 --> 00:02:11.340]  先去查證
[00:02:11.340 --> 00:02:12.720]  我自己也做不到
[00:02:12.720 --> 00:02:13.700]  我都沒有查證到
[00:02:13.700 --> 00:02:15.180]  我就急於去傳
[00:02:15.180 --> 00:02:17.340]  因為我想著是好東西
[00:02:17.340 --> 00:02:20.000]  益一下自己的街坊
[00:02:20.000 --> 00:02:22.220]  誰知道就失敗了
[00:02:22.220 --> 00:02:23.880]  其中20位朋友
[00:02:23.880 --> 00:02:26.560]  其中一位就是楊瑞麟弟兄
[00:02:26.560 --> 00:02:28.680]  他是我大學的同學
[00:02:28.680 --> 00:02:30.200]  他也很快
[00:02:30.200 --> 00:02:32.020]  又是夜鬼來的
[00:02:32.020 --> 00:02:32.940]  還沒有睡
[00:02:32.940 --> 00:02:35.280]  他馬上告訴我
[00:02:35.280 --> 00:02:37.280]  他說Peter
[00:02:37.280 --> 00:02:39.060]  後來我馬上傳給他
[00:02:39.060 --> 00:02:40.280]  我說這個是假的
[00:02:40.280 --> 00:02:42.380]  我把那個假消息的網站
[00:02:42.380 --> 00:02:44.040]  也都告訴他
[00:02:44.040 --> 00:02:45.280]  他就說
[00:02:45.280 --> 00:02:47.140]  是啊
[00:02:47.140 --> 00:02:48.920]  多數是免費的那些
[00:02:48.920 --> 00:02:51.520]  都沒有什麼是真的
[00:02:51.520 --> 00:02:53.360]  免費送的那些不是真的
[00:02:53.360 --> 00:02:54.520]  我很快就回答他說
[00:02:54.520 --> 00:02:55.720]  是啊
[00:02:55.720 --> 00:02:57.320]  不過我想想不對勁
[00:02:57.320 --> 00:02:58.320]  不行
[00:02:58.320 --> 00:03:00.280]  我們傳道人如果這樣說
[00:03:00.280 --> 00:03:03.500]  我說 accept the gospel
[00:03:03.500 --> 00:03:05.440]  除了福音
[00:03:05.440 --> 00:03:06.900]  我們今天傳福音
[00:03:06.900 --> 00:03:09.080]  好像給了很多人一個感覺就是
[00:03:09.080 --> 00:03:10.100]  哎
[00:03:10.100 --> 00:03:12.580]  你經常說免費的
[00:03:12.580 --> 00:03:13.920]  好像是恩典來的
[00:03:13.920 --> 00:03:15.040]  白白的
[00:03:15.040 --> 00:03:16.920]  很多人就不珍貴這件事
[00:03:16.920 --> 00:03:19.020]  但是我今天很想你明白
[00:03:19.020 --> 00:03:21.280]  我們所說的福音的主角
[00:03:21.280 --> 00:03:23.180]  耶穌基督是哪一個
[00:03:23.180 --> 00:03:26.360]  如果你明白祂跟我們的關係是什麼的時候
[00:03:26.360 --> 00:03:29.760]  你今天你有什麼的結連呢
[00:03:29.760 --> 00:03:31.580]  你跟祂的關係怎樣呢
[00:03:31.580 --> 00:03:34.320]  你認識祂是誰嗎
[00:03:34.320 --> 00:03:36.920]  你需要認識我們這位主耶穌
[00:03:36.920 --> 00:03:40.800]  祂是萬有的主宰
[00:03:40.800 --> 00:03:42.400]  昨晚也好 今早也好
[00:03:42.400 --> 00:03:44.300]  主席介紹我這個題目
[00:03:44.300 --> 00:03:45.600]  就說很複雜
[00:03:45.600 --> 00:03:46.880]  很長
[00:03:46.880 --> 00:03:47.380]  好
[00:03:47.380 --> 00:03:49.880]  我不想大家讀這麼長的題目
[00:03:49.880 --> 00:03:52.140]  你只讀六個字好不好
[00:03:52.140 --> 00:03:54.380]  基督超越萬有
[00:03:54.380 --> 00:03:55.640]  就是這六個字
[00:03:55.640 --> 00:03:56.980]  我們一起讀
[00:03:56.980 --> 00:03:59.340]  基督超越萬有
[00:03:59.340 --> 00:04:01.160]  如果你明白耶穌基督是誰
[00:04:01.160 --> 00:04:03.260]  祂是超越萬有的話
[00:04:03.260 --> 00:04:07.020]  祂是宇宙萬物一切
[00:04:07.020 --> 00:04:08.520]  物質界
[00:04:08.520 --> 00:04:09.620]  靈界
[00:04:09.620 --> 00:04:10.900]  教會
[00:04:10.900 --> 00:04:11.760]  世界
[00:04:11.760 --> 00:04:12.800]  所有的東西
[00:04:12.800 --> 00:04:15.860]  原來都是在祂的權柄底下
[00:04:15.860 --> 00:04:17.260]  你就要明白
[00:04:17.260 --> 00:04:20.440]  你今天需要以基督為你生命的主
[00:04:20.440 --> 00:04:21.600]  生命的王
[00:04:21.600 --> 00:04:24.280]  是多麼的寶貴的恩典
[00:04:24.280 --> 00:04:26.840]  當我們了解了這件事的時候
[00:04:26.840 --> 00:04:28.720]  我們要看今天的經文
[00:04:28.720 --> 00:04:30.380]  首先保羅告訴我們
[00:04:30.380 --> 00:04:34.280]  這位基督耶穌祂是超越性的本質
[00:04:34.280 --> 00:04:35.720]  有三方面的
[00:04:35.720 --> 00:04:36.880]  第一 在第十五節
[00:04:36.880 --> 00:04:38.260]  我們一起讀一下
[00:04:38.260 --> 00:04:39.960]  愛子善立
[00:04:39.960 --> 00:04:41.660]  看不見神的像
[00:04:41.660 --> 00:04:42.960]  是守生的
[00:04:42.960 --> 00:04:45.700]  在一切被做的以先
[00:04:45.700 --> 00:04:49.060]  因為萬有都是在祂裡面做的
[00:04:49.060 --> 00:04:50.800]  無論是天上的
[00:04:50.800 --> 00:04:54.240]  地上的
[00:04:54.240 --> 00:04:55.980]  祂在萬有之先
[00:04:55.980 --> 00:04:59.040]  萬有也靠祂而存在
[00:04:59.040 --> 00:05:01.080]  祂是教會的頭
[00:05:01.080 --> 00:05:02.420]  祂是原始
[00:05:02.420 --> 00:05:05.520]  是從死人中復活的守生者
[00:05:05.520 --> 00:05:09.460]  好讓祂在萬有中居首位
[00:05:09.460 --> 00:05:12.220]  因為神喜歡使一切的豐盛
[00:05:12.220 --> 00:05:14.660]  在祂裡面居住
[00:05:14.660 --> 00:05:18.300]  藉著祂神使萬有與自己和好
[00:05:18.300 --> 00:05:19.760]  無論是地上的
[00:05:19.760 --> 00:05:20.940]  天上的
[00:05:20.940 --> 00:05:23.640]  都藉著祂在十字架上
[00:05:23.640 --> 00:05:26.600]  所流的血促成了和平
[00:05:26.600 --> 00:05:28.880]  從前你們與神隔絕
[00:05:28.880 --> 00:05:30.980]  心思上與祂為敵
[00:05:30.980 --> 00:05:32.380]  行為邪惡
[00:05:32.380 --> 00:05:36.320]  但如今祂藉著祂兒子肉身的死
[00:05:36.320 --> 00:05:39.820]  已經使你們與祂自己和好了
[00:05:39.820 --> 00:05:42.160]  擺你們獻在祂的面前
[00:05:42.160 --> 00:05:46.460]  成為聖潔沒有瑕疵無可指責
[00:05:46.460 --> 00:05:48.600]  只要你們持守信仰
[00:05:48.600 --> 00:05:50.100]  根基穩固
[00:05:50.100 --> 00:05:51.500]  堅定不移
[00:05:51.500 --> 00:05:52.700]  不致動搖
[00:05:52.700 --> 00:05:57.100]  離開了你們從前所聽見的福音的盼望
[00:05:57.100 --> 00:06:01.700]  這福音也是傳給天下一切被造之物的
[00:06:01.700 --> 00:06:05.440]  保羅作了這福音的服役
[00:06:05.440 --> 00:06:09.180]  弟兄姊妹我們再看看這段經文的時候
[00:06:09.180 --> 00:06:13.180]  保羅首先介紹我們這位主耶穌是誰
[00:06:13.180 --> 00:06:15.560]  祂是神的愛子
[00:06:15.560 --> 00:06:18.760]  祂就是那位看不見的神的像
[00:06:18.760 --> 00:06:23.760]  這個像是指祂百分之百最能夠表明神
[00:06:23.760 --> 00:06:28.500]  啟示上帝祂自己的完美屬性和能力
[00:06:28.500 --> 00:06:34.080]  因為耶穌祂是在一切被造的以先
[00:06:34.080 --> 00:06:36.280]  這個要解釋的就是
[00:06:36.280 --> 00:06:44.080]  耶穌基督祂是比任何被造的萬物更能夠彰顯神
[00:06:44.080 --> 00:06:47.280]  《羅馬書》第一章保羅曾經說過
[00:06:47.280 --> 00:06:51.120]  這個神透過祂的創造
[00:06:51.120 --> 00:06:54.160]  上帝的永能和神性是明明可知的
[00:06:54.160 --> 00:06:57.360]  叫人可以無可以推諉
[00:06:57.360 --> 00:06:59.960]  但這個神的創造裏面
[00:06:59.960 --> 00:07:02.800]  讓我們看見都是有限制的
[00:07:02.800 --> 00:07:04.800]  一花一草一樹一木
[00:07:04.800 --> 00:07:05.840]  很美麗
[00:07:05.840 --> 00:07:07.740]  這個世界有很多東西都很美麗
[00:07:07.740 --> 00:07:10.480]  包括神所創造的人類
[00:07:10.480 --> 00:07:12.340]  給人類有聰明智慧
[00:07:12.340 --> 00:07:16.320]  我們可以有很多的建設
[00:07:16.320 --> 00:07:17.620]  甚至創造
[00:07:17.620 --> 00:07:20.920]  有些人跳芭蕾舞跳得很厲害
[00:07:20.920 --> 00:07:25.220]  或者有些人在藝術的設計很出色
[00:07:25.220 --> 00:07:27.460]  我們說這些我們都很讚嘆
[00:07:27.460 --> 00:07:34.440]  神祂自己在人所賦予人的創造力和生命力
[00:07:34.440 --> 00:07:38.040]  但遠遠不及神的兒子自己
[00:07:38.040 --> 00:07:41.640]  因為沒有一個人可以與耶穌相比
[00:07:41.640 --> 00:07:45.020]  祂是神的獨生兒子
[00:07:45.020 --> 00:07:47.420]  祂活出來的生命模樣
[00:07:47.420 --> 00:07:50.960]  就讓我們看見這位肉眼看不到的父神
[00:07:50.960 --> 00:07:52.220]  是應該怎樣的
[00:07:52.220 --> 00:07:54.560]  所以當我們明白神的像
[00:07:54.560 --> 00:07:58.300]  正是要解釋後面所說的
[00:07:58.300 --> 00:08:00.200]  祂說祂是守生的
[00:08:00.200 --> 00:08:05.560]  在基督教一個很著名的所謂異端邪教裏面
[00:08:05.560 --> 00:08:08.300]  有一個叫做耶和華見證人會
[00:08:08.300 --> 00:08:10.600]  他們曲解了這節聖經
[00:08:10.600 --> 00:08:13.880]  他們說耶穌是第一個被造者
[00:08:13.880 --> 00:08:15.480]  祂是天使像
[00:08:15.480 --> 00:08:17.580]  但這不是聖經的說法
[00:08:17.580 --> 00:08:22.220]  聖經在這裏已經說祂不是肉眼看見的神的像
[00:08:22.220 --> 00:08:23.620]  不是一個偶像
[00:08:23.620 --> 00:08:27.020]  是說一個exact representation
[00:08:27.020 --> 00:08:30.320]  一個完整的將我們看不到的父神
[00:08:30.320 --> 00:08:33.420]  好像《約翰福音》一章所說的
[00:08:33.420 --> 00:08:37.200]  將我們肉眼看不到的父神顯明出來
[00:08:37.200 --> 00:08:38.460]  就是這位獨生子
[00:08:38.460 --> 00:08:39.800]  祂是守生的
[00:08:39.800 --> 00:08:43.640]  不是說祂是第一個被造的時間
[00:08:43.640 --> 00:08:50.040]  是說祂是一個完美至高的位置
[00:08:50.040 --> 00:08:52.480]  這亦是在舊約裏面
[00:08:52.480 --> 00:08:55.780]  我們可以有根據來解釋的一件事
[00:08:55.780 --> 00:08:57.180]  解釋的是什麽呢
[00:08:57.180 --> 00:09:00.020]  我們說這裏所說的
[00:09:00.020 --> 00:09:02.360]  在舊約裏面
[00:09:02.360 --> 00:09:05.460]  詩篇第89篇20節
[00:09:05.460 --> 00:09:07.660]  祂說:尋得我的僕人大衛
[00:09:07.660 --> 00:09:10.260]  用我的姓高尤去高他
[00:09:10.260 --> 00:09:13.060]  這位大衛在第27節裏說
[00:09:13.060 --> 00:09:15.200]  我也要立他為長子
[00:09:15.200 --> 00:09:17.140]  為世上最高的君王
[00:09:17.140 --> 00:09:19.740]  請問大衛在耶西的家族裏面
[00:09:19.740 --> 00:09:21.480]  是不是長子
[00:09:21.480 --> 00:09:22.840]  他不是
[00:09:22.840 --> 00:09:24.980]  他是最小的
[00:09:24.980 --> 00:09:26.520]  他是幼子
[00:09:26.520 --> 00:09:31.420]  撒慕爾才知道要高納大衛做王的時候
[00:09:31.420 --> 00:09:32.420]  他去問耶西
[00:09:32.420 --> 00:09:34.620]  你兒子是不是只有這麽多
[00:09:34.620 --> 00:09:35.220]  他說不是
[00:09:35.220 --> 00:09:36.260]  還有一個最小的
[00:09:36.260 --> 00:09:37.360]  是一個牧羊
[00:09:37.360 --> 00:09:38.960]  不顯眼的
[00:09:38.960 --> 00:09:40.020]  但上帝說
[00:09:40.020 --> 00:09:41.760]  我選人不是看他的外表
[00:09:41.760 --> 00:09:43.460]  我是看他的內心
[00:09:43.460 --> 00:09:47.060]  這位大衛合神心意被上帝驗中
[00:09:47.060 --> 00:09:50.200]  而擺在這個以色列作第二個皇帝
[00:09:50.200 --> 00:09:52.140]  是掌管皇權
[00:09:52.140 --> 00:09:53.980]  是上帝要預表的
[00:09:53.980 --> 00:09:55.640]  在大衛的後裔
[00:09:55.640 --> 00:09:58.680]  將來他有一個後裔
[00:09:58.680 --> 00:10:01.280]  他的皇權是直到永遠
[00:10:01.280 --> 00:10:03.920]  這位的後裔是哪一位
[00:10:03.920 --> 00:10:05.960]  是大衛的兒子是不是
[00:10:05.960 --> 00:10:06.660]  不是
[00:10:06.660 --> 00:10:10.420]  大衛的兒子所羅門後來亡國
[00:10:10.420 --> 00:10:12.720]  但是大衛的後裔去到新約
[00:10:12.720 --> 00:10:14.760]  就是這位尼塞亞耶穌基督
[00:10:14.760 --> 00:10:17.860]  他要坐在大衛的皇權底下
[00:10:17.860 --> 00:10:19.940]  他所建立的是神的國
[00:10:19.940 --> 00:10:22.300]  是直到永遠的
[00:10:22.300 --> 00:10:25.640]  由舊約到新約這條線是很清楚讓我們看見
[00:10:25.640 --> 00:10:27.400]  歷史的終局
[00:10:27.400 --> 00:10:29.140]  神的愛子耶穌
[00:10:29.140 --> 00:10:31.940]  祂是守身的意思就是講這位
[00:10:31.940 --> 00:10:34.720]  至高至尊的一個皇權
[00:10:34.720 --> 00:10:36.420]  這個位置
[00:10:36.420 --> 00:10:39.980]  這個位置是沒有人能夠取代的
[00:10:39.980 --> 00:10:41.520]  既然是這樣的時候
[00:10:41.520 --> 00:10:44.120]  我們今天也會看第二樣
[00:10:44.120 --> 00:10:45.320]  保羅要講的
[00:10:45.320 --> 00:10:47.960]  就是這個第十六十七節
[00:10:47.960 --> 00:10:50.900]  他說萬有是在基督裏面做的
[00:10:50.900 --> 00:10:52.260]  這兩節聖經
[00:10:52.260 --> 00:10:54.700]  有三個形容
[00:10:54.700 --> 00:10:55.600]  前至詞
[00:10:55.600 --> 00:10:56.940]  Preposition
[00:10:56.940 --> 00:10:58.900]  是很清楚來解釋
[00:10:58.900 --> 00:11:01.040]  萬有就是說所有
[00:11:01.040 --> 00:11:03.840]  宇宙萬物一切的被做的
[00:11:03.840 --> 00:11:07.640]  是和這位基督耶穌有什麼關係呢
[00:11:07.640 --> 00:11:08.480]  他說首先
[00:11:08.480 --> 00:11:09.640]  In Him
[00:11:09.640 --> 00:11:13.220]  在祂的裏面來創造
[00:11:13.220 --> 00:11:15.820]  原來這裏很重要的一件事
[00:11:15.820 --> 00:11:17.060]  講到說
[00:11:17.060 --> 00:11:18.860]  神的兒子祂的創造
[00:11:18.860 --> 00:11:21.800]  祂並非說在東邊拿一些東西來
[00:11:21.800 --> 00:11:23.720]  西邊拿一些物質來
[00:11:23.720 --> 00:11:25.200]  將它湊合而成
[00:11:25.200 --> 00:11:26.860]  這樣就產生了世界
[00:11:26.860 --> 00:11:28.340]  接著就產生人類
[00:11:28.340 --> 00:11:29.740]  不是
[00:11:29.740 --> 00:11:33.440]  看到聖經在創世紀第一章怎麼講
[00:11:33.440 --> 00:11:35.940]  神說要有光就有光
[00:11:35.940 --> 00:11:39.680]  要雪要這個地上要有什麼就有什麼
[00:11:39.680 --> 00:11:41.340]  全部都是神的說話
[00:11:41.340 --> 00:11:42.780]  一句一出
[00:11:42.780 --> 00:11:45.020]  這個萬物就產生
[00:11:45.020 --> 00:11:47.260]  是從沒有成為有的
[00:11:47.260 --> 00:11:48.720]  那個的第一因
[00:11:48.720 --> 00:11:51.220]  那個的存在和被做
[00:11:51.220 --> 00:11:53.720]  不是基於其他條件
[00:11:53.720 --> 00:11:55.960]  所以如果你是唯物論
[00:11:55.960 --> 00:11:58.500]  或者在哲學上來說你是無神論的話
[00:11:58.500 --> 00:12:00.360]  你是解釋不了這件事
[00:12:00.360 --> 00:12:02.300]  你說就算你信進化論也好
[00:12:02.300 --> 00:12:05.200]  你都解釋不了第一因在哪裏來
[00:12:05.200 --> 00:12:09.240]  第一樣的萬有存在的根據
[00:12:09.240 --> 00:12:10.640]  不是石頭爆出來
[00:12:10.640 --> 00:12:13.640]  不是呂渦士收這個寶天下而來
[00:12:13.640 --> 00:12:17.580]  而是在基督耶穌裏面而被做
[00:12:17.580 --> 00:12:18.820]  In Him
[00:12:18.820 --> 00:12:20.720]  我們是Being Created
[00:12:20.720 --> 00:12:24.020]  無論是天上地上的飛禽走獸
[00:12:24.020 --> 00:12:26.160]  地上的爬蟲類什麼都好
[00:12:26.160 --> 00:12:28.460]  能見的不能看見的
[00:12:28.460 --> 00:12:32.260]  包括天上那些靈界的
[00:12:32.260 --> 00:12:34.300]  善的天使惡的天使
[00:12:34.300 --> 00:12:38.500]  一樣都是在基督耶穌裏面被做
[00:12:38.500 --> 00:12:40.400]  接著用了四個形容詞
[00:12:40.400 --> 00:12:42.840]  在這裏說有權位統治
[00:12:42.840 --> 00:12:45.880]  或者執政的或者掌權的
[00:12:45.880 --> 00:12:49.780]  很多解經家都會看到這裏保羅
[00:12:49.780 --> 00:12:53.280]  不是說地上的政權那些的大小
[00:12:53.280 --> 00:12:56.580]  在哥羅西書第二章我們遲些會研讀的
[00:12:56.580 --> 00:13:00.960]  就是說到上帝的兒子釘在十字架上的時候
[00:13:00.960 --> 00:13:03.420]  是要讓這些靈界裏面的
[00:13:03.420 --> 00:13:04.760]  這些執政掌權的
[00:13:04.760 --> 00:13:07.360]  他們都要來去爭論
[00:13:07.360 --> 00:13:09.460]  他們看見神的兒子
[00:13:09.460 --> 00:13:12.340]  怎樣愛世人為人的罪去犧牲
[00:13:12.340 --> 00:13:14.700]  這個歷史的事實帶來
[00:13:14.700 --> 00:13:16.080]  是翻天覆地
[00:13:16.080 --> 00:13:17.740]  在整個人類歷史裏面
[00:13:17.740 --> 00:13:22.580]  是最偉大也是無所取代的一個事實
[00:13:22.580 --> 00:13:24.080]  有了這個事實的時候
[00:13:24.080 --> 00:13:26.120]  我們人類才有盼望
[00:13:26.120 --> 00:13:28.660]  弟子們如果你明白這一節所說的
[00:13:28.660 --> 00:13:31.060]  這四個形容詞是在說
[00:13:31.060 --> 00:13:34.500]  就是當時他們這個社會裏面
[00:13:34.500 --> 00:13:37.260]  有很多人是拜不同的神明的
[00:13:37.260 --> 00:13:39.600]  他們以為求神拜佛
[00:13:39.600 --> 00:13:41.360]  好像我們中國人都很像
[00:13:41.360 --> 00:13:44.300]  我們今天的民間信仰都是這樣
[00:13:44.300 --> 00:13:46.300]  有些人拜到要去泰國
[00:13:46.300 --> 00:13:49.100]  四面佛或者拜到其他
[00:13:49.100 --> 00:13:51.780]  有些不同的古靈精怪的神明
[00:13:51.780 --> 00:13:53.340]  但是聖經告訴我們
[00:13:53.340 --> 00:13:54.480]  這一切
[00:13:54.480 --> 00:13:57.880]  如果這些東西背後的權勢
[00:13:57.880 --> 00:13:59.620]  是利智那惡者
[00:13:59.620 --> 00:14:02.520]  是魔鬼那些的伏義
[00:14:02.520 --> 00:14:06.420]  一概他們原初都是在基督耶穌裏面被創造
[00:14:06.420 --> 00:14:09.220]  不過他們墮落了
[00:14:09.220 --> 00:14:10.420]  接著他說
[00:14:10.420 --> 00:14:11.600]  藉著他
[00:14:11.600 --> 00:14:12.660]  through him
[00:14:12.660 --> 00:14:13.860]  以及為著他
[00:14:13.860 --> 00:14:14.840]  for him
[00:14:14.840 --> 00:14:16.200]  來做的
[00:14:16.200 --> 00:14:18.800]  我們今天萬有的被造和存在
[00:14:18.800 --> 00:14:20.940]  是有意義有價值的
[00:14:20.940 --> 00:14:22.640]  如果你今天明白
[00:14:22.640 --> 00:14:23.980]  你的人生
[00:14:23.980 --> 00:14:26.920]  是為了一個更高的目的
[00:14:26.920 --> 00:14:28.680]  你而去生活的
[00:14:28.680 --> 00:14:30.880]  弟子們你就能夠看到
[00:14:30.880 --> 00:14:33.360]  這幾節的聖經對我們來說
[00:14:33.360 --> 00:14:36.260]  非常非常的重要
[00:14:36.260 --> 00:14:37.520]  我們需要的
[00:14:37.520 --> 00:14:39.560]  就是去到上帝的面前
[00:14:39.560 --> 00:14:40.700]  我們祈求
[00:14:40.700 --> 00:14:42.360]  神給我們更加看到
[00:14:42.360 --> 00:14:45.660]  在這裏我們看看一個地理環境
[00:14:45.660 --> 00:14:46.940]  這個地方
[00:14:46.940 --> 00:14:47.660]  哥羅西
[00:14:47.660 --> 00:14:50.260]  其實就是今天這個土耳其
[00:14:50.260 --> 00:14:51.600]  整個土耳其裏面
[00:14:51.600 --> 00:14:54.580]  有我們啟示錄的七間教會
[00:14:54.580 --> 00:14:55.340]  以弗所
[00:14:55.340 --> 00:14:56.240]  菲拉鐵菲
[00:14:56.240 --> 00:14:57.180]  撒迪
[00:14:57.180 --> 00:15:01.480]  推亞推拉等等
[00:15:01.480 --> 00:15:04.280]  所有這些初期的教會
[00:15:04.280 --> 00:15:06.480]  在小亞細亞這個地區
[00:15:06.480 --> 00:15:09.080]  他們開始蓬勃
[00:15:09.080 --> 00:15:11.520]  第一世紀福音開始廣傳
[00:15:11.520 --> 00:15:13.220]  是因為保羅
[00:15:13.220 --> 00:15:15.260]  他願意離開耶路撒冷
[00:15:15.260 --> 00:15:16.300]  奉神的差遣
[00:15:16.300 --> 00:15:17.860]  作外邦人的使徒
[00:15:17.860 --> 00:15:19.960]  傳入歐洲
[00:15:19.960 --> 00:15:21.560]  我們感謝上帝
[00:15:21.560 --> 00:15:24.340]  今天我們都有福音傳到亞洲
[00:15:24.340 --> 00:15:27.800]  是因為神的使徒
[00:15:27.800 --> 00:15:28.840]  神的僕人
[00:15:28.840 --> 00:15:30.680]  他們願意不辭勞苦
[00:15:30.680 --> 00:15:32.380]  包括昔日的宣教士
[00:15:32.380 --> 00:15:34.840]  將福音帶到來
[00:15:34.840 --> 00:15:35.680]  但我們要明白
[00:15:35.680 --> 00:15:37.640]  哥羅西當時的環境
[00:15:37.640 --> 00:15:42.080]  它是和魯迪加和希拉波納
[00:15:42.080 --> 00:15:43.660]  這三個城市
[00:15:43.660 --> 00:15:44.960]  是鐵三角
[00:15:44.960 --> 00:15:47.160]  是一個商業的重鎮
[00:15:47.160 --> 00:15:48.500]  當時他們很發達
[00:15:48.500 --> 00:15:52.700]  因為他們是位處兩條重要的河流
[00:15:52.700 --> 00:15:54.940]  但後來在主後61年的時候
[00:15:54.940 --> 00:15:56.400]  它有一個大地震
[00:15:56.400 --> 00:15:58.200]  結果哥羅西成為一個廢墟
[00:15:58.200 --> 00:16:00.940]  自此他就比較色微
[00:16:00.940 --> 00:16:03.680]  保羅寫這封書信給哥羅西
[00:16:03.680 --> 00:16:05.740]  是針對他們當時
[00:16:05.740 --> 00:16:08.180]  他們有一些講法
[00:16:08.180 --> 00:16:09.920]  就是那些賈師傅
[00:16:09.920 --> 00:16:12.780]  他們來提及
[00:16:12.780 --> 00:16:14.420]  在神和人中間
[00:16:14.420 --> 00:16:16.780]  他說有很多的天使
[00:16:16.780 --> 00:16:18.820]  不同等級的天使
[00:16:18.820 --> 00:16:20.760]  做我們的忠誡者
[00:16:20.760 --> 00:16:22.700]  保羅就要駁斥這件事
[00:16:22.700 --> 00:16:24.260]  在神和人中間
[00:16:24.260 --> 00:16:25.660]  沒有任何忠誡者
[00:16:25.660 --> 00:16:26.760]  只有一位
[00:16:26.760 --> 00:16:28.760]  就是這位超越萬有的
[00:16:28.760 --> 00:16:30.400]  這位主耶穌基督
[00:16:30.400 --> 00:16:32.540]  我們今天是藉著基督耶穌
[00:16:32.540 --> 00:16:34.500]  才能夠與神復和
[00:16:34.500 --> 00:16:36.900]  不是靠其他別的天使
[00:16:36.900 --> 00:16:40.280]  不是靠其他別的方式方法
[00:16:40.280 --> 00:16:42.940]  我們需要的就是基督耶穌
[00:16:42.940 --> 00:16:46.120]  祂是超越那個萬有者
[00:16:46.120 --> 00:16:47.720]  如果大家明白這件事
[00:16:47.720 --> 00:16:49.680]  你今天就不需要
