
[00:00:00.000 --> 00:00:02.000]  這是今天的題目
[00:02:05.000 --> 00:02:07.000]  但是我讀希臘文的
[00:02:07.000 --> 00:02:09.000]  這個時候才把英文的
[00:02:09.000 --> 00:02:11.000]  時態搞懂
[00:02:11.000 --> 00:02:13.000]  因為不把英文的時態搞懂就更難
[00:02:13.000 --> 00:02:15.000]  把希臘文的時態搞懂
[00:02:15.000 --> 00:02:17.000]  而且希臘文的時態
[00:02:17.000 --> 00:02:19.000]  不只是提到時間
[00:02:19.000 --> 00:02:21.000]  它更重要的是
[00:02:21.000 --> 00:02:23.000]  要表達這個動作
[00:02:23.000 --> 00:02:25.000]  是什麼樣的
[00:02:25.000 --> 00:02:27.000]  action 什麼樣的動作
[00:02:27.000 --> 00:02:29.000]  比如說
[00:02:29.000 --> 00:02:35.000]  你們祈求就給你們
[00:02:35.000 --> 00:02:37.000]  尋找就尋見
[00:02:37.000 --> 00:02:39.000]  叩門就給你們開門
[00:02:39.000 --> 00:02:41.000]  請問一下英文是用什麼時態
[00:02:41.000 --> 00:02:45.000]  過去 現在 將來
[00:02:45.000 --> 00:02:47.000]  現在
[00:02:47.000 --> 00:02:49.000]  所以它翻譯的時候就翻成
[00:02:49.000 --> 00:02:51.000]  現在 ask
[00:02:51.000 --> 00:02:53.000]  那這個就是 seek
[00:02:53.000 --> 00:02:55.000]  跟 knock 就用現在
[00:02:55.000 --> 00:02:57.000]  但是希臘文要表達
[00:02:57.000 --> 00:02:59.000]  一個很重要的訊息
[00:02:59.000 --> 00:03:01.000]  不只是說現在
[00:03:01.000 --> 00:03:03.000]  而是它用
[00:03:03.000 --> 00:03:05.000]  現在是要繼續的
[00:03:05.000 --> 00:03:07.000]  所以這個
[00:03:07.000 --> 00:03:09.000]  新的這個聖經
[00:03:09.000 --> 00:03:11.000]  新翻譯的
[00:03:11.000 --> 00:03:13.000]  叫做 New Life Translation
[00:03:13.000 --> 00:03:15.000]  現在是在美國最popular的一個聖經
[00:03:15.000 --> 00:03:17.000]  你們可以把它寫下來
[00:03:17.000 --> 00:03:19.000]  叫做 NLT
[00:03:19.000 --> 00:03:21.000]  所以它就把這個原文的意思
[00:03:21.000 --> 00:03:23.000]  把它翻出來
[00:03:23.000 --> 00:03:25.000]  它就說
[00:03:25.000 --> 00:03:27.000]  keep on asking
[00:03:27.000 --> 00:03:29.000]  keep on seeking
[00:03:29.000 --> 00:03:31.000]  keep on knocking
[00:03:31.000 --> 00:03:33.000]  繼續的來尋求
[00:03:33.000 --> 00:03:35.000]  繼續的來尋找
[00:03:35.000 --> 00:03:37.000]  繼續的來敲門
[00:03:37.000 --> 00:03:39.000]  所以你這樣
[00:03:39.000 --> 00:03:41.000]  繼續的去敲門
[00:03:41.000 --> 00:03:43.000]  繼續的去祈求
[00:03:43.000 --> 00:03:45.000]  繼續的去尋找
[00:03:45.000 --> 00:03:47.000]  主耶穌答應你一件事情
[00:03:47.000 --> 00:03:49.000]  保證你一件事情
[00:03:49.000 --> 00:03:51.000]  你去尋找必尋見
[00:03:51.000 --> 00:03:53.000]  你去祈求必得應許
[00:03:53.000 --> 00:03:55.000]  你去開門
[00:03:55.000 --> 00:03:57.000]  你去敲門它必要開門
[00:03:57.000 --> 00:03:59.000]  所以在這個時態當中
[00:03:59.000 --> 00:04:01.000]  又更顯出
[00:04:01.000 --> 00:04:03.000]  它的一個迫切性
[00:04:03.000 --> 00:04:05.000]  那
[00:04:05.000 --> 00:04:07.000]  在這個時態當中
[00:04:07.000 --> 00:04:09.000]  有時候這個動詞
[00:04:09.000 --> 00:04:11.000]  是在
[00:04:11.000 --> 00:04:13.000]  它是一點一線
[00:04:13.000 --> 00:04:15.000]  繼續還是將來
[00:04:15.000 --> 00:04:17.000]  比如說
[00:04:17.000 --> 00:04:19.000]  一點就是Jesus said
[00:04:19.000 --> 00:04:21.000]  耶穌說
[00:04:21.000 --> 00:04:23.000]  在這個moment在一點上
[00:04:23.000 --> 00:04:25.000]  before I stand at the door
[00:04:25.000 --> 00:04:27.000]  at the door and knock
[00:04:27.000 --> 00:04:29.000]  所以這個knock就是
[00:04:29.000 --> 00:04:31.000]  繼續的下去
[00:04:31.000 --> 00:04:33.000]  一直的敲門
[00:04:33.000 --> 00:04:35.000]  那神
[00:04:35.000 --> 00:04:37.000]  主耶穌一直在
[00:04:37.000 --> 00:04:39.000]  我們的心外敲門
[00:04:39.000 --> 00:04:41.000]  盼望我們能夠打開這個心門
[00:04:41.000 --> 00:04:43.000]  You are protected by God
[00:04:43.000 --> 00:04:45.000]  protected by God
[00:04:45.000 --> 00:04:47.000]  就是說神保護你
[00:04:47.000 --> 00:04:49.000]  這是什麼時態
[00:04:49.000 --> 00:04:51.000]  現在是還是將來是
[00:04:51.000 --> 00:04:53.000]  現在對不對
[00:04:53.000 --> 00:04:55.000]  那現在的話
[00:04:55.000 --> 00:04:57.000]  請問一下這是一線在保護你
[00:04:57.000 --> 00:04:59.000]  以後保不保護你啊
[00:04:59.000 --> 00:05:01.000]  就繼續了
[00:05:01.000 --> 00:05:03.000]  所以這是一線的繼續保護你
[00:05:03.000 --> 00:05:05.000]  你們要讀英文的話
[00:05:05.000 --> 00:05:07.000]  只要看到是一個完成式
[00:05:07.000 --> 00:05:09.000]  這個perfect tense
[00:05:09.000 --> 00:05:11.000]  你就要特別注意
[00:05:11.000 --> 00:05:13.000]  因為在希臘我們要用這個perfect tense
[00:05:13.000 --> 00:05:15.000]  的時候它有特別的目的
[00:05:15.000 --> 00:05:17.000]  你們記得耶穌在
[00:05:17.000 --> 00:05:19.000]  十字架上的時候
[00:05:19.000 --> 00:05:21.000]  它上面有一個牌子
[00:05:21.000 --> 00:05:23.000]  是比拉多寫上去的
[00:05:23.000 --> 00:05:25.000]  就是猶太人的王
[00:05:25.000 --> 00:05:27.000]  那猶太人一看了就覺得很不開心
[00:05:27.000 --> 00:05:29.000]  就告訴比拉多說
[00:05:29.000 --> 00:05:31.000]  不要這麼寫
[00:05:31.000 --> 00:05:33.000]  要寫說耶穌自己說
[00:05:33.000 --> 00:05:35.000]  祂是猶太人的王
[00:05:35.000 --> 00:05:37.000]  比拉多就不高興了
[00:05:37.000 --> 00:05:39.000]  他就講一句話
[00:05:39.000 --> 00:05:41.000]  I have written
[00:05:41.000 --> 00:05:43.000]  I have written
[00:05:43.000 --> 00:05:45.000]  我已經寫下去了
[00:05:45.000 --> 00:05:47.000]  我已經寫下去了
[00:05:47.000 --> 00:05:49.000]  所以它就是一個訊息
[00:05:49.000 --> 00:05:51.000]  它在這個整個過程當中
[00:05:51.000 --> 00:05:53.000]  它思考了以後
[00:05:53.000 --> 00:05:55.000]  它在這個時候寫下來
[00:05:55.000 --> 00:05:57.000]  這個時候寫下來
[00:05:57.000 --> 00:05:59.000]  就帶出一個極重要的結果
[00:05:59.000 --> 00:06:01.000]  就是我已經寫了
[00:06:01.000 --> 00:06:03.000]  就定了就定論了
[00:06:03.000 --> 00:06:05.000]  那
[00:06:05.000 --> 00:06:07.000]  以佛所書
[00:06:07.000 --> 00:06:09.000]  我們今天是念以佛所書第二章
[00:06:09.000 --> 00:06:11.000]  那以佛所書
[00:06:11.000 --> 00:06:13.000]  第一章的第三節
[00:06:13.000 --> 00:06:15.000]  就是一個重要的
[00:06:15.000 --> 00:06:17.000]  一個statement
[00:06:17.000 --> 00:06:19.000]  一個開場白
[00:06:19.000 --> 00:06:21.000]  我們一起來念一下
[00:06:21.000 --> 00:06:23.000]  英文的
[00:06:37.000 --> 00:06:39.000]  一起念中文的
[00:06:39.000 --> 00:06:41.000]  願送贊歸於我們
[00:06:41.000 --> 00:06:43.000]  主耶穌基督的父神
[00:06:43.000 --> 00:06:45.000]  祂在基督裡
[00:06:45.000 --> 00:06:47.000]  曾賜給我們
[00:06:47.000 --> 00:06:49.000]  天上各樣屬靈的
[00:06:49.000 --> 00:06:51.000]  福氣
[00:06:51.000 --> 00:06:53.000]  請問一下從中文的看法
[00:06:53.000 --> 00:06:55.000]  這是什麼一個時態
[00:06:55.000 --> 00:06:57.000]  翻譯中文的人
[00:06:57.000 --> 00:06:59.000]  他很小心喔
[00:06:59.000 --> 00:07:01.000]  他把這個時態也翻了喔
[00:07:01.000 --> 00:07:03.000]  過去是曾經嘛
[00:07:03.000 --> 00:07:05.000]  神在基督裡面
[00:07:05.000 --> 00:07:07.000]  以佛所書
[00:07:07.000 --> 00:07:09.000]  一個很重要的一句話
[00:07:09.000 --> 00:07:11.000]  就是在基督裡面
[00:07:11.000 --> 00:07:13.000]  在基督裡面
[00:07:13.000 --> 00:07:15.000]  神將天上
[00:07:15.000 --> 00:07:17.000]  每一個福氣
[00:07:17.000 --> 00:07:19.000]  every spiritual blessing
[00:07:19.000 --> 00:07:21.000]  每一個福氣
[00:07:21.000 --> 00:07:23.000]  都已經給我們了
[00:07:23.000 --> 00:07:25.000]  英文是什麼樣的時態
[00:07:25.000 --> 00:07:27.000]  完成式
[00:07:27.000 --> 00:07:29.000]  希臘文
[00:07:29.000 --> 00:07:31.000]  沒有說present perfect
[00:07:31.000 --> 00:07:33.000]  或者是他就用一個perfect
[00:07:33.000 --> 00:07:35.000]  已經完成了
[00:07:35.000 --> 00:07:37.000]  已經perfect
[00:07:37.000 --> 00:07:39.000]  所以在基督裡
[00:07:39.000 --> 00:07:41.000]  我們有各樣屬天的
[00:07:41.000 --> 00:07:43.000]  福氣
[00:07:43.000 --> 00:07:45.000]  在地上
[00:07:45.000 --> 00:07:47.000]  假如說
[00:07:47.000 --> 00:07:49.000]  今天
[00:07:49.000 --> 00:07:51.000]  曹宏弟兄
[00:07:51.000 --> 00:07:53.000]  有人送他再送他一棟房子
[00:07:53.000 --> 00:07:57.000]  再送他一輛好車
[00:07:57.000 --> 00:08:01.000]  他會不會很開心
[00:08:01.000 --> 00:08:03.000]  會不會很開心
[00:08:03.000 --> 00:08:07.000]  好
[00:08:07.000 --> 00:08:09.000]  你的mortgage不用付了
[00:08:09.000 --> 00:08:11.000]  會不會很開心
[00:08:11.000 --> 00:08:13.000]  就是說在地上
[00:08:13.000 --> 00:08:15.000]  有時候我們有很多需求
[00:08:15.000 --> 00:08:17.000]  假如神給我們這個禮物
[00:08:17.000 --> 00:08:19.000]  這個禮物
[00:08:19.000 --> 00:08:21.000]  我們就會很開心
[00:08:21.000 --> 00:08:23.000]  要給我們一個健康的身體
[00:08:23.000 --> 00:08:25.000]  給我們一個好的工作
[00:08:25.000 --> 00:08:27.000]  職業上很穩定
[00:08:27.000 --> 00:08:29.000]  我們會很感謝這樣
[00:08:29.000 --> 00:08:31.000]  請問一下
[00:08:31.000 --> 00:08:33.000]  上帝給我們天上
[00:08:33.000 --> 00:08:35.000]  有多少的福氣
[00:08:35.000 --> 00:08:37.000]  天上的福氣
[00:08:37.000 --> 00:08:39.000]  這裡說
[00:08:39.000 --> 00:08:41.000]  every spiritual blessing
[00:08:41.000 --> 00:08:43.000]  天上所有的
[00:08:43.000 --> 00:08:45.000]  美好的祝福
[00:08:45.000 --> 00:08:47.000]  沒有一件
[00:08:47.000 --> 00:08:49.000]  不給我們的
[00:08:49.000 --> 00:08:51.000]  請問一下什麼時候給我們
[00:08:51.000 --> 00:08:53.000]  將來給我們嗎
[00:08:53.000 --> 00:08:55.000]  已經給我們
[00:08:55.000 --> 00:08:57.000]  在基督裡面
[00:08:57.000 --> 00:08:59.000]  已經給我們
[00:08:59.000 --> 00:09:01.000]  這是超乎我們能夠想像的
[00:09:01.000 --> 00:09:03.000]  在天上很多的
[00:09:03.000 --> 00:09:05.000]  權柄榮耀
[00:09:05.000 --> 00:09:07.000]  榮華聖潔
[00:09:07.000 --> 00:09:09.000]  還有純潔美好
[00:09:09.000 --> 00:09:11.000]  各樣的
[00:09:11.000 --> 00:09:13.000]  屬天的福氣
[00:09:13.000 --> 00:09:15.000]  神都給我們的
[00:09:15.000 --> 00:09:17.000]  已經完成
[00:09:17.000 --> 00:09:19.000]  這是超乎我們能夠
[00:09:19.000 --> 00:09:21.000]  理解的
[00:09:21.000 --> 00:09:23.000]  在希臘文
[00:09:23.000 --> 00:09:25.000]  還有一個時態
[00:09:25.000 --> 00:09:27.000]  過去式
[00:09:27.000 --> 00:09:29.000]  我們念一下中文的
[00:09:29.000 --> 00:09:31.000]  你猜猜看這是什麼時態
[00:09:31.000 --> 00:09:33.000]  神愛世人
[00:09:33.000 --> 00:09:35.000]  甚至將他的獨生子賜給他們
[00:09:35.000 --> 00:09:37.000]  請問一下
[00:09:37.000 --> 00:09:39.000]  我們念是什麼時態
[00:09:39.000 --> 00:09:41.000]  過去嗎
[00:09:41.000 --> 00:09:43.000]  你這個
[00:09:43.000 --> 00:09:45.000]  中文底子很好
[00:09:45.000 --> 00:09:47.000]  可以看出過去
[00:09:47.000 --> 00:09:49.000]  但是中文翻的
[00:09:49.000 --> 00:09:51.000]  跟希臘文的意識
[00:09:51.000 --> 00:09:53.000]  很接近
[00:09:53.000 --> 00:09:55.000]  希臘文其實它過去
[00:09:55.000 --> 00:09:57.000]  並不是非常的注重這個過去
[00:09:57.000 --> 00:09:59.000]  它更重要的是
[00:09:59.000 --> 00:10:01.000]  好像沒有一個boundary一樣
[00:10:01.000 --> 00:10:03.000]  就是神愛世人
[00:10:03.000 --> 00:10:05.000]  過去愛,現在也愛,將來也愛
[00:10:05.000 --> 00:10:07.000]  所以中文翻譯的很好
[00:10:07.000 --> 00:10:09.000]  神愛世人
[00:10:09.000 --> 00:10:11.000]  沒有說神過去愛世人
[00:10:11.000 --> 00:10:13.000]  神過去將他的獨生子
[00:10:13.000 --> 00:10:15.000]  賜給我們
[00:10:15.000 --> 00:10:17.000]  但是有時候在整個
[00:10:17.000 --> 00:10:19.000]  語句當中
[00:10:19.000 --> 00:10:21.000]  我們可以看到
[00:10:21.000 --> 00:10:23.000]  過去也是有很重要的
[00:10:23.000 --> 00:10:25.000]  一個關係
[00:10:25.000 --> 00:10:27.000]  我的老師
[00:10:27.000 --> 00:10:29.000]  這個希臘文的老師講到
[00:10:29.000 --> 00:10:31.000]  我的老師都一直告訴我說
[00:10:31.000 --> 00:10:33.000]  講到的時候最好不要講
[00:10:33.000 --> 00:10:35.000]  希臘文
[00:10:35.000 --> 00:10:37.000]  不要說因為
[00:10:37.000 --> 00:10:39.000]  好像只有你學過人家都不懂
[00:10:39.000 --> 00:10:41.000]  有時候學問會使人驕傲
[00:10:41.000 --> 00:10:43.000]  那
[00:10:43.000 --> 00:10:45.000]  今天我就特別謹慎
[00:10:45.000 --> 00:10:47.000]  因為是這樣
[00:10:47.000 --> 00:10:49.000]  講到過去現在將來
[00:10:49.000 --> 00:10:51.000]  所以從原文上
[00:10:51.000 --> 00:10:53.000]  今天從這個原文上
[00:10:53.000 --> 00:10:55.000]  我們需要看到
[00:10:55.000 --> 00:10:57.000]  這個希臘文的時代
[00:10:57.000 --> 00:10:59.000]  然後對我們今天的聖經
[00:10:59.000 --> 00:11:01.000]  對這個信息有更重要的
[00:11:01.000 --> 00:11:03.000]  理解這樣
[00:11:03.000 --> 00:11:05.000]  所以弟兄姊妹你們
[00:11:05.000 --> 00:11:07.000]  能夠看英文聖經的話
[00:11:07.000 --> 00:11:09.000]  以後我也鼓勵你們看英文聖經
[00:11:09.000 --> 00:11:11.000]  會很有幫助,你們更加明白
[00:11:11.000 --> 00:11:13.000]  這個神的話語
[00:11:13.000 --> 00:11:15.000]  我們來看今天的經文
[00:11:15.000 --> 00:11:17.000]  你們
[00:11:17.000 --> 00:11:19.000]  在過犯罪惡之中
[00:11:19.000 --> 00:11:21.000]  祂叫你們活過來
[00:11:21.000 --> 00:11:23.000]  這個時候保羅
[00:11:23.000 --> 00:11:25.000]  是在羅馬這個地方
[00:11:25.000 --> 00:11:27.000]  他在羅馬被關在監牢裡面
[00:11:27.000 --> 00:11:29.000]  但是他很
[00:11:29.000 --> 00:11:31.000]  關心
[00:11:31.000 --> 00:11:33.000]  這個以佛所教會的弟兄姊妹們
[00:11:33.000 --> 00:11:35.000]  所以他就寫信給他們
[00:11:35.000 --> 00:11:37.000]  他說你們
[00:11:37.000 --> 00:11:39.000]  過去就死在這個罪惡
[00:11:39.000 --> 00:11:41.000]  跟過犯當中
[00:11:41.000 --> 00:11:43.000]  然後祂叫你們活過來
[00:11:43.000 --> 00:11:45.000]  你們那個時候是
[00:11:45.000 --> 00:11:47.000]  你們行事為人
[00:11:47.000 --> 00:11:49.000]  是隨從這個世界的
[00:11:49.000 --> 00:11:51.000]  風俗潮流
[00:11:51.000 --> 00:11:53.000]  服從在空中
[00:11:53.000 --> 00:11:55.000]  掌權者的首領底下
[00:11:55.000 --> 00:11:57.000]  請問一下這是
[00:11:57.000 --> 00:11:59.000]  現在還是過去
[00:11:59.000 --> 00:12:05.000]  You were dead
[00:12:05.000 --> 00:12:07.000]  You walked
[00:12:07.000 --> 00:12:09.000]  都是過去是這樣
[00:12:09.000 --> 00:12:11.000]  請問一下以佛所教會的
[00:12:11.000 --> 00:12:13.000]  弟兄姊妹收到這個信的時候
[00:12:13.000 --> 00:12:15.000]  請問一下他們是活著還是死的
[00:12:15.000 --> 00:12:17.000]  活著
[00:12:17.000 --> 00:12:19.000]  那保羅怎麼說他們
[00:12:19.000 --> 00:12:21.000]  過去就死掉了
[00:12:21.000 --> 00:12:23.000]  過去就死了
[00:12:23.000 --> 00:12:25.000]  那個時候他們順從
[00:12:25.000 --> 00:12:27.000]  世界的潮流這個世界的
[00:12:27.000 --> 00:12:29.000]  這個軌道他們就
[00:12:29.000 --> 00:12:31.000]  順從空中掌權者
[00:12:31.000 --> 00:12:33.000]  空中掌權者就提到
[00:12:33.000 --> 00:12:35.000]  這個魔鬼邪靈
[00:12:35.000 --> 00:12:37.000]  所以他們在那個環境
[00:12:37.000 --> 00:12:39.000]  當中他們就順從
[00:12:39.000 --> 00:12:41.000]  那個文化順從那個
[00:12:41.000 --> 00:12:43.000]  空中掌權者
[00:12:43.000 --> 00:12:45.000]  所以他們在靈裡面就是死的
[00:12:45.000 --> 00:12:47.000]  在神的眼中他們也是
[00:12:47.000 --> 00:12:49.000]  就是已經死亡了
[00:12:49.000 --> 00:12:51.000]  不只是
[00:12:51.000 --> 00:12:53.000]  這個時候是將來
[00:12:53.000 --> 00:12:55.000]  他們真正的也死到最後是
[00:12:55.000 --> 00:12:57.000]  永遠的死亡跟神
[00:12:57.000 --> 00:12:59.000]  永遠的隔離
[00:12:59.000 --> 00:13:01.000]  所以保羅就讓以佛所教會的
[00:13:01.000 --> 00:13:03.000]  弟兄姊妹們
[00:13:03.000 --> 00:13:05.000]  他們思想到他們過去的光景
[00:13:05.000 --> 00:13:07.000]  是怎麼樣
[00:13:07.000 --> 00:13:09.000]  保羅就繼續說獻金
[00:13:09.000 --> 00:13:11.000]  這個空中掌權的
[00:13:11.000 --> 00:13:13.000]  獻金在
[00:13:13.000 --> 00:13:15.000]  悖逆之子心中
[00:13:15.000 --> 00:13:17.000]  運行的邪靈
[00:13:17.000 --> 00:13:19.000]  請問一下這是用什麼時代
[00:13:19.000 --> 00:13:21.000]  這個空中掌權者的
[00:13:21.000 --> 00:13:23.000]  是在過去掌權還是現在掌權
[00:13:23.000 --> 00:13:25.000]  現在
[00:13:25.000 --> 00:13:27.000]  所以在那個時候
[00:13:27.000 --> 00:13:29.000]  雖然他們已經是成為
[00:13:29.000 --> 00:13:31.000]  基督徒了在那個環境當中
[00:13:31.000 --> 00:13:33.000]  這個空中掌權的邪靈
[00:13:33.000 --> 00:13:35.000]  還繼續在以佛所
[00:13:35.000 --> 00:13:37.000]  這個地方在以佛所
[00:13:37.000 --> 00:13:39.000]  這個地方
[00:13:39.000 --> 00:13:41.000]  在那邊掌權
[00:13:41.000 --> 00:13:43.000]  這位空中掌權者的
[00:13:43.000 --> 00:13:45.000]  請問一下
[00:13:45.000 --> 00:13:47.000]  現在還有沒有在掌權
[00:13:47.000 --> 00:13:49.000]  還有在掌權
[00:13:49.000 --> 00:13:51.000]  所以還是在掌權
[00:13:51.000 --> 00:13:53.000]  這個魔鬼邪靈
[00:13:53.000 --> 00:13:55.000]  這個世界好像是屬於他的
[00:13:55.000 --> 00:13:57.000]  這個世界的潮流也是繼續
[00:13:57.000 --> 00:13:59.000]  他在帶領一樣
[00:13:59.000 --> 00:14:01.000]  所以我們要特別的小心
[00:14:05.000 --> 00:14:07.000]  我們在美國
[00:14:07.000 --> 00:14:09.000]  我們生活
[00:14:09.000 --> 00:14:11.000]  其實也蠻辛苦的
[00:14:11.000 --> 00:14:13.000]  在美國看起來
[00:14:13.000 --> 00:14:15.000]  好像是一個基督教的國家
[00:14:15.000 --> 00:14:17.000]  所以我們來到這裡就覺得
[00:14:17.000 --> 00:14:19.000]  好像很多的潮流
[00:14:19.000 --> 00:14:21.000]  看起來我們就
[00:14:21.000 --> 00:14:23.000]  不大警覺
[00:14:23.000 --> 00:14:27.000]  有人說在美國
[00:14:27.000 --> 00:14:29.000]  最大的Casino
[00:14:29.000 --> 00:14:31.000]  是哪一個
[00:14:31.000 --> 00:14:33.000]  你們知道嗎在哪裡
[00:14:33.000 --> 00:14:35.000]  在哪裡
[00:14:35.000 --> 00:14:37.000]  拉斯維加
[00:14:37.000 --> 00:14:39.000]  最近我聽到
[00:14:39.000 --> 00:14:41.000]  一個Vega
[00:14:41.000 --> 00:14:43.000]  Mutual Fund的老闆
[00:14:43.000 --> 00:14:45.000]  這個總裁
[00:14:45.000 --> 00:14:47.000]  叫做John Volcker
[00:14:47.000 --> 00:14:49.000]  他已經做Mutual Fund
[00:14:49.000 --> 00:14:51.000]  做了六十幾年
[00:14:51.000 --> 00:14:53.000]  這不是我說的
[00:14:53.000 --> 00:14:55.000]  他說美國最大的Casino
[00:14:55.000 --> 00:14:57.000]  就是Wall Street
[00:14:57.000 --> 00:15:01.000]  他有數據的
[00:15:01.000 --> 00:15:03.000]  這個人
[00:15:03.000 --> 00:15:05.000]  大概90歲了
[00:15:05.000 --> 00:15:07.000]  腦筋很清楚
[00:15:07.000 --> 00:15:09.000]  他說真正在美國投資的
[00:15:09.000 --> 00:15:11.000]  在Wall Street上投資的
[00:15:11.000 --> 00:15:13.000]  一年大概是一千億
[00:15:13.000 --> 00:15:15.000]  一千億
[00:15:15.000 --> 00:15:17.000]  但是那些投機的
[00:15:17.000 --> 00:15:19.000]  就買進買出的
[00:15:19.000 --> 00:15:21.000]  投機者
[00:15:21.000 --> 00:15:23.000]  一年在Wall Street的錢
[00:15:23.000 --> 00:15:25.000]  進進出出
[00:15:25.000 --> 00:15:27.000]  是三十兆
[00:15:27.000 --> 00:15:29.000]  所以他說真正投資的是
[00:15:29.000 --> 00:15:31.000]  大概一千億
[00:15:31.000 --> 00:15:33.000]  投機的
[00:15:33.000 --> 00:15:35.000]  在三十兆的錢
[00:15:35.000 --> 00:15:37.000]  我真想
[00:15:37.000 --> 00:15:39.000]  以後我就做Wall Street的總裁
[00:15:39.000 --> 00:15:41.000]  就好了
[00:15:41.000 --> 00:15:43.000]  他都不用下注
[00:15:43.000 --> 00:15:45.000]  你們大家一起下注
[00:15:45.000 --> 00:15:47.000]  Kalper你們的411
[00:15:47.000 --> 00:15:49.000]  KMutual Fund全部在那裡
[00:15:49.000 --> 00:15:51.000]  買進買出
[00:15:51.000 --> 00:15:53.000]  他就拿commission
[00:15:53.000 --> 00:15:55.000]  你知道這個Wall Street的總裁
[00:15:55.000 --> 00:15:57.000]  他退休的時候大概是
[00:15:57.000 --> 00:15:59.000]  一億的薪水
[00:15:59.000 --> 00:16:01.000]  八億的薪水
[00:16:01.000 --> 00:16:03.000]  這個薪水是從哪裡來
[00:16:03.000 --> 00:16:05.000]  就是大家投資的
[00:16:05.000 --> 00:16:07.000]  一百塊兩百塊一千塊錢
[00:16:07.000 --> 00:16:09.000]  所以在這個時候我們要小心
[00:16:09.000 --> 00:16:11.000]  我們幾乎現在美國
[00:16:11.000 --> 00:16:13.000]  就鼓勵大家把錢放在Wall Street
[00:16:13.000 --> 00:16:15.000]  我們在這個潮流當中
[00:16:15.000 --> 00:16:17.000]  我們要小心
[00:16:17.000 --> 00:16:19.000]  我們是在投機
[00:16:19.000 --> 00:16:21.000]  還是投資
[00:16:21.000 --> 00:16:23.000]  在這個時代
[00:16:23.000 --> 00:16:25.000]  我們要特別的謹慎
[00:16:25.000 --> 00:16:27.000]  你可以看到這個世界
[00:16:27.000 --> 00:16:29.000]  我們只要知道的話
[00:16:29.000 --> 00:16:31.000]  我們就會很小心
[00:16:31.000 --> 00:16:37.000]  保羅當時他去到
