
[00:00:00.000 --> 00:00:05.640]  好,我們再看這個話題,我們正在談健康的教會
[00:02:28.380 --> 00:02:32.380]  因為不一定的,不一定那個餐館
[00:02:32.380 --> 00:02:38.480]  每樣東西都有齊,包羅萬有的,就是一間好的餐館
[00:02:38.480 --> 00:02:45.880]  另外一個例子,看看你的家,你的家
[00:02:45.880 --> 00:02:47.880]  是不是每樣東西都有?
[00:02:47.880 --> 00:02:52.980]  但我問你,如果最近你家想買些什麼,想到想買些什麼?
[00:02:52.980 --> 00:02:55.580]  差點什麼在你家?
[00:02:55.580 --> 00:03:03.980]  差點屋子,差點什麼電器,一些需要用的用具,有沒有?
[00:03:03.980 --> 00:03:07.280]  經常都有的,買的都買不完的
[00:03:07.280 --> 00:03:14.380]  但是不是你家的家裡,什麼都有,就是一個健康的,快樂的家?
[00:03:14.380 --> 00:03:16.880]  英文很有意思
[00:03:16.880 --> 00:03:22.380]  英文是,我記得那時候我們分前輔導的時候,我和我太太
[00:03:22.380 --> 00:03:24.880]  那個counselor跟我們說
[00:03:24.880 --> 00:03:31.180]  You are not building a house, you are building a home
[00:03:31.180 --> 00:03:38.180]  House 和 Home 有什麼分別?
[00:03:38.180 --> 00:03:41.580]  Home 是說 Relationship
[00:03:41.580 --> 00:03:45.080]  House 是說什麼?硬件
[00:03:45.080 --> 00:03:49.880]  有什麼爐頭,廚房多漂亮,雲石做
[00:03:49.880 --> 00:03:53.980]  地板多漂亮,木的地板
[00:03:53.980 --> 00:03:56.680]  冷氣多好
[00:03:56.680 --> 00:04:03.680]  但裡面是怎樣的,就看你的 Home 是怎樣,看你的 Relationship 是怎樣
[00:04:03.680 --> 00:04:07.480]  其實教會都是一樣,是嗎?教會都是一樣
[00:04:07.480 --> 00:04:11.080]  這個 topic 值得我們去想想
[00:04:11.080 --> 00:04:13.680]  什麼是一間合上帝心意的教會?
[00:04:13.680 --> 00:04:20.080]  Again,不是把我們的 preference 放在頭上
[00:04:20.080 --> 00:04:23.380]  可能人家問到你,一個好的教會是怎樣的?
[00:04:23.380 --> 00:04:28.480]  你說,樣樣東西都有,是嗎?又有兒童事工,又有 Pre-K 事工
[00:04:28.480 --> 00:04:32.380]  又有小學事工,又有中學事工,又有大學事工,又有青少年事工
[00:04:32.380 --> 00:04:38.080]  等等等等,所有東西我們全部都有了,這樣是不是一定是好的教會?
[00:04:38.080 --> 00:04:44.880]  Again, we are not building a house, we are building a home, right?
[00:04:44.880 --> 00:04:47.580]  Again,不是我們的 preference 是最重要
[00:04:47.580 --> 00:04:52.080]  是上帝的華語,這個才是最高的權威,right?
[00:04:52.080 --> 00:04:56.480]  所以為什麼我們一定要回到上帝的說話,是嗎?
[00:04:56.480 --> 00:04:59.680]  上次我們看了《哥倫多前書》第十二章
[00:04:59.680 --> 00:05:04.980]  那裡說到每一個在我們在座的,只要我們在基督裡面的
[00:05:04.980 --> 00:05:09.680]  如果你是未信的,你是在摸索中的,除外
[00:05:09.680 --> 00:05:13.980]  如果你已經信了主的話,無論你信了多久
[00:05:13.980 --> 00:05:20.780]  聖靈按照祂的主權,是給了你恩賜
[00:05:20.780 --> 00:05:28.380]  給你恩賜的原因和目的,就是為了造就教會,是嗎?
[00:05:28.380 --> 00:05:30.780]  《哥倫多前書》第十二章
[00:05:30.780 --> 00:05:33.780]  本來就是在處理這個 spiritual gifts 的問題
[00:05:33.780 --> 00:05:35.580]  每一個人都有 spiritual gifts
[00:05:35.580 --> 00:05:39.780]  那你們怎樣使這些 spiritual gifts 來造就教會呢?
[00:05:39.780 --> 00:05:43.780]  當然《哥倫多教會》可能是新約教會裡面
[00:05:43.780 --> 00:05:49.180]  新約裡面眾多的教會裡面,最豐盛的一間教會
[00:05:49.180 --> 00:05:51.780]  資源、資財最豐盛的應該
[00:05:51.780 --> 00:05:55.580]  因為在《哥倫多前書》第十一章開始的時候
[00:05:55.580 --> 00:06:00.680]  保羅開頭的時候,通常他就會說為教會什麼,祈禱等等
[00:06:00.680 --> 00:06:02.580]  他居然說了一句這樣的說話
[00:06:02.580 --> 00:06:09.280]  他說因為你們在神裡面、在主裡面,凡事付諸
[00:06:09.280 --> 00:06:15.380]  就具有各種口才、各種知識的
[00:06:15.380 --> 00:06:18.080]  好不好啊?這間教會
[00:06:18.080 --> 00:06:20.980]  最聰明的人都在那裡,是不是?
[00:06:20.980 --> 00:06:24.980]  社會裡面或者教會裡面,所有有口才的人
[00:06:24.980 --> 00:06:31.980]  有知識的人,都在教會裡面
[00:06:31.980 --> 00:06:35.580]  但是這個教會又是最混亂的
[00:06:35.580 --> 00:06:38.980]  對不對?又是最混亂
[00:06:38.980 --> 00:06:45.980]  因為裡面有很多的人,他們追求這些的才幹和恩賜
[00:06:45.980 --> 00:06:48.380]  就覺得自己是十分熟練的
[00:06:48.380 --> 00:06:51.780]  覺得我比其他人動見更加好
[00:06:51.780 --> 00:06:54.580]  我的經歷就比較深一點
[00:06:54.580 --> 00:06:58.580]  其中一個的恩賜,大家知道的,就是講謊言的恩賜
[00:06:58.580 --> 00:07:00.180]  我們不是那種的傳統
[00:07:00.180 --> 00:07:02.980]  我們不是那種突然間會講謊言
[00:07:02.980 --> 00:07:08.780]  那種的傳統,我們可能未必會直接去處理到裡面
[00:07:08.780 --> 00:07:11.680]  就是處理講謊言的問題
[00:07:11.680 --> 00:07:13.780]  但是保羅提醒的是什麼?
[00:07:13.780 --> 00:07:17.880]  最主要的忠心,每一間教會都可以聽的
[00:07:17.880 --> 00:07:20.180]  或者每一間教會都可以應用的
[00:07:20.180 --> 00:07:21.480]  原則是什麼?
[00:07:21.480 --> 00:07:24.880]  你具有超凡的能力,OK?
[00:07:24.880 --> 00:07:29.380]  給人多資材,給人多資源
[00:07:29.380 --> 00:07:32.780]  你們要知道,保羅說,是出自上帝
[00:07:32.780 --> 00:07:37.180]  是聖靈所賜給你的,按照祂的主權,按照祂的自由
[00:07:37.180 --> 00:07:38.680]  你都可以賜給你
[00:07:38.680 --> 00:07:44.780]  以致你能夠使用在教會裡面,運用在教會裡面
[00:07:44.780 --> 00:07:48.280]  因此目的就是為了 the common good
[00:07:48.280 --> 00:07:54.580]  保羅就在十二章那裡講,用身體來作一個比方,對不對?
[00:07:54.580 --> 00:07:57.580]  十二章最後,我們繼續看下去
[00:07:57.580 --> 00:07:58.980]  二十七節
[00:07:58.980 --> 00:08:03.780]  喜蒙是基督的身體,是各自都市之體
[00:08:03.780 --> 00:08:06.180]  神在教會裡面所設立的
[00:08:06.180 --> 00:08:08.680]  第一是仕途,apostles
[00:08:08.680 --> 00:08:11.580]  第二是prophets,先知
[00:08:11.580 --> 00:08:13.280]  第三是教師
[00:08:13.280 --> 00:08:15.880]  其次是恆二能的
[00:08:15.880 --> 00:08:20.080]  再次是醫病的恩賜
[00:08:20.080 --> 00:08:22.380]  幫助人,治理人的
[00:08:22.380 --> 00:08:23.880]  最後是說謊言的
[00:08:23.880 --> 00:08:28.880]  我講過,他故意把他們最渴求的那樣東西
[00:08:28.880 --> 00:08:32.180]  最能夠表現到那樣東西,就是說謊言,對不對?
[00:08:32.180 --> 00:08:36.380]  他就放在最後,最後的
[00:08:36.380 --> 00:08:38.180]  不是說那樣東西沒有價值
[00:08:38.180 --> 00:08:39.580]  而是保羅說什麼?
[00:08:39.580 --> 00:08:44.280]  恩賜的目的是要去詛咒其他人
[00:08:44.280 --> 00:08:49.480]  去使其他人有 common good 能夠分享得到
[00:08:49.480 --> 00:08:50.780]  如果沒有的話
[00:08:50.780 --> 00:08:54.080]  那個恩賜可能就要想一想,怎樣去發揮出來
[00:08:54.080 --> 00:08:55.680]  怎樣都好,保羅就是說
[00:08:55.680 --> 00:09:03.280]  你有的恩賜,就應當要去發展、去運用
[00:09:03.280 --> 00:09:06.880]  最重要,就是上帝要求你的
[00:09:06.880 --> 00:09:12.780]  是要去使用你的恩賜,去祝福其他人
[00:09:12.780 --> 00:09:16.080]  十二章,最後的時候
[00:09:16.080 --> 00:09:20.180]  繼續看下去,又到第十三章了
[00:09:20.180 --> 00:09:22.880]  十二、十三章
[00:09:22.880 --> 00:09:24.680]  十二章第三節
[00:09:24.680 --> 00:09:25.880]  他講完這些恩賜的時候
[00:09:25.880 --> 00:09:29.280]  他說你們要追求更大的恩賜
[00:09:29.280 --> 00:09:33.080]  他說不夠,你們有很多恩賜
[00:09:33.080 --> 00:09:35.680]  好啊,你去追求這些恩賜好
[00:09:35.680 --> 00:09:39.080]  不過,你欠了一樣東西
[00:09:39.080 --> 00:09:42.580]  就是要追求最大的恩賜
[00:09:42.580 --> 00:09:45.180]  the best gifts
[00:09:45.180 --> 00:09:48.080]  最大的屬靈的恩賜是什麼呢?
[00:09:48.080 --> 00:09:50.280]  你們要去追求
[00:09:50.280 --> 00:09:53.980]  就是我現在將這個最妙的道去指示你
[00:09:53.980 --> 00:09:57.980]  十三章就是我們最熟悉的一段經文
[00:09:57.980 --> 00:10:00.080]  他說我若能夠說
[00:10:00.080 --> 00:10:05.180]  以前和合本就是萬人的謊言
[00:10:05.180 --> 00:10:08.280]  和修版,和合本的修訂版
[00:10:08.280 --> 00:10:10.580]  就是我若能說人間的謊言
[00:10:10.580 --> 00:10:14.780]  甚至天使的語言
[00:10:14.780 --> 00:10:17.280]  有沒有聽過天使的語言?
[00:10:17.280 --> 00:10:20.580]  應該有吧?有沒有?沒有啊
[00:10:20.580 --> 00:10:23.480]  通常我都聽了,回不來了
[00:10:23.480 --> 00:10:25.580]  有些人都是有這樣的經歷
[00:10:25.580 --> 00:10:27.180]  那些 near death experience
[00:10:27.180 --> 00:10:30.580]  聽到天使很美妙的聲音,對不對?
[00:10:30.580 --> 00:10:33.380]  保羅說什麼?如果我能夠講到
[00:10:33.380 --> 00:10:35.880]  唱到這些這樣的說話
[00:10:35.880 --> 00:10:37.480]  這些這樣的謊言的話
[00:10:37.480 --> 00:10:39.280]  卻沒有我
[00:10:39.280 --> 00:10:43.680]  我就成為明的羅,響的拔一半
[00:10:43.680 --> 00:10:47.080]  如果我能夠有先知講道的能力
[00:10:47.080 --> 00:10:49.480]  可以明白所有的奧秘
[00:10:49.480 --> 00:10:52.680]  各樣的知識,有齊備的信心
[00:10:52.680 --> 00:10:54.680]  使我能夠移山
[00:10:54.680 --> 00:10:56.780]  這個信心是真的
[00:10:56.780 --> 00:11:00.480]  卻沒有愛,算不得什麼
[00:11:00.480 --> 00:11:02.080]  如果將所有的財產
[00:11:02.080 --> 00:11:03.780]  來救濟窮人的
[00:11:03.780 --> 00:11:05.880]  又犧牲自己的身體
[00:11:05.880 --> 00:11:08.080]  讓人家誇讚的
[00:11:08.080 --> 00:11:10.680]  這個的翻譯比較好一點
[00:11:10.680 --> 00:11:14.080]  犧牲自己,使別人能夠誇獎我
[00:11:14.080 --> 00:11:19.480]  卻沒有愛,與我無益
[00:11:19.480 --> 00:11:22.580]  卻沒有愛,三次出現
[00:11:22.580 --> 00:11:25.280]  講了幾個的例子
[00:11:25.280 --> 00:11:26.880]  應該這些道理都很清楚了
[00:11:26.880 --> 00:11:30.980]  不需要怎麼解釋
[00:11:30.980 --> 00:11:32.780]  一個教會
[00:11:32.780 --> 00:11:34.580]  有多少東西都好
[00:11:34.580 --> 00:11:37.180]  或者你要求多少東西都好
[00:11:37.180 --> 00:11:42.080]  卻沒有愛,算不得什麼
[00:11:42.080 --> 00:11:44.080]  it's nothing
[00:11:44.080 --> 00:11:46.580]  當然是上帝眼中
[00:11:46.580 --> 00:11:48.080]  不是我們眼中
[00:11:48.080 --> 00:11:49.980]  我們可能覺得每樣東西
[00:11:49.980 --> 00:11:52.480]  包羅萬有,真的好
[00:11:52.480 --> 00:11:54.380]  每樣東西都很棒
[00:11:54.380 --> 00:11:55.880]  每樣東西都有齊
[00:11:55.880 --> 00:11:58.880]  太好了
[00:11:58.880 --> 00:12:00.380]  但是聖經說什麼
[00:12:00.380 --> 00:12:04.980]  卻沒有愛,算不得什麼
[00:12:04.980 --> 00:12:06.180]  上帝往往看的東西
[00:12:06.180 --> 00:12:12.080]  跟我們是不同的
[00:12:12.080 --> 00:12:14.380]  教會在過去幾年
[00:12:14.380 --> 00:12:18.180]  我相信我們都很努力
[00:12:18.180 --> 00:12:20.580]  我們作為童工
[00:12:20.580 --> 00:12:25.980]  包括很多很忠心去侍奉的弟兄姊妹
[00:12:25.980 --> 00:12:28.080]  我們都會累的
[00:12:28.080 --> 00:12:30.480]  我們都會累
[00:12:30.480 --> 00:12:33.580]  因為熬了幾年
[00:12:33.580 --> 00:12:36.180]  我很想在這裡欣賞一些
[00:12:36.180 --> 00:12:38.980]  在我們台前幕後有很多的童工
[00:12:38.980 --> 00:12:41.980]  我不能夠一個個都說
[00:12:41.980 --> 00:12:43.280]  但我真的很欣賞
[00:12:43.280 --> 00:12:46.680]  因為他們一直都沒有停止過
[00:12:46.680 --> 00:12:50.380]  在我們可以安坐在沙發
[00:12:50.380 --> 00:12:52.480]  或者睡在床上
[00:12:52.480 --> 00:12:54.580]  我們去看YouTube
[00:12:54.580 --> 00:12:58.480]  或者甚至不看
[00:12:58.480 --> 00:12:59.980]  他們呢
[00:12:59.980 --> 00:13:03.180]  他們一直都沒有停止過
[00:13:03.180 --> 00:13:05.180]  重啟之後
[00:13:05.180 --> 00:13:08.480]  我們都是不眠不休
[00:13:08.480 --> 00:13:10.280]  我們都是拼命地做
[00:13:10.280 --> 00:13:14.680]  我們還有很多弟兄姊妹是做外展
[00:13:14.680 --> 00:13:17.180]  每次去做一些外展工作
[00:13:17.180 --> 00:13:18.480]  去拍攝食物
[00:13:18.480 --> 00:13:20.980]  去接觸一下一些的街坊
[00:13:20.980 --> 00:13:22.780]  一些的朋友
[00:13:22.780 --> 00:13:24.880]  真的很不可以說
[00:13:24.880 --> 00:13:26.980]  兒童時光
[00:13:26.980 --> 00:13:29.080]  重啟之後
[00:13:29.080 --> 00:13:30.780]  你有沒有人來
[00:13:30.780 --> 00:13:32.680]  他們都照開的
[00:13:32.680 --> 00:13:34.680]  對嗎
[00:13:34.680 --> 00:13:36.580]  你可以選擇今天
[00:13:36.580 --> 00:13:39.080]  I don't feel like going
[00:13:39.080 --> 00:13:41.980]  或者我小孩都不管
[00:13:41.980 --> 00:13:45.380]  他在哪裡
[00:13:45.380 --> 00:13:48.080]  他一樣在這裡
[00:13:48.080 --> 00:13:50.980]  我們那幾個義工
[00:13:50.980 --> 00:13:53.980]  我真的很欣賞他們
[00:13:53.980 --> 00:13:57.180]  沒有休息的
[00:13:57.180 --> 00:14:02.080]  昨晚他們還在備貨
[00:14:02.080 --> 00:14:04.980]  你講講我老婆
[00:14:04.980 --> 00:14:07.480]  我覺得她真的很不可以說
[00:14:07.480 --> 00:14:09.380]  很忠心地侍奉
[00:14:09.380 --> 00:14:11.880]  全力以赴
[00:14:11.880 --> 00:14:13.080]  沒有休息過
[00:14:13.080 --> 00:14:15.580]  你經常叫我休息
[00:14:15.580 --> 00:14:18.680]  不如你叫她休息
[00:14:18.680 --> 00:14:21.380]  在我這麼多年和她一起侍奉
[00:14:21.380 --> 00:14:23.680]  在不同教會
[00:14:23.680 --> 00:14:27.180]  我發現了一個道理
[00:14:27.180 --> 00:14:31.080]  當我太太高興的時候
[00:14:31.080 --> 00:14:37.080]  教會應該是健康的
[00:14:37.080 --> 00:14:40.780]  當她不高興的時候
[00:14:40.780 --> 00:14:44.480]  我就不健康
[00:14:44.480 --> 00:14:47.480]  我在教會
[00:14:47.480 --> 00:14:50.980]  可能都是一般般
[00:14:50.980 --> 00:14:53.080]  I can understand it
[00:14:53.080 --> 00:14:55.080]  因為我們來到教會
[00:14:55.080 --> 00:14:59.480]  我們很多時候都有顧客的前設
[00:14:59.480 --> 00:15:02.880]  因為我們來接受服務
[00:15:02.880 --> 00:15:03.580]  我們來到這裡
[00:15:03.580 --> 00:15:06.480]  我們去接受一些服務
[00:15:06.480 --> 00:15:08.880]  有誰去餐館吃東西
[00:15:08.880 --> 00:15:10.480]  侍應是不理你的
[00:15:10.480 --> 00:15:12.580]  你生氣嗎?
[00:15:12.580 --> 00:15:13.880]  生氣是嗎?
[00:15:13.880 --> 00:15:16.380]  你怎樣去教育他?
[00:15:16.380 --> 00:15:17.080]  不給貼士
[00:15:17.080 --> 00:15:19.980]  不給貼士,沒錯
[00:15:19.980 --> 00:15:22.280]  平時都不給貼士了,是嗎?
[00:15:22.280 --> 00:15:26.680]  今次更加不給貼士,是嗎?
[00:15:26.680 --> 00:15:27.780]  平時有給貼士,是嗎?
[00:15:27.780 --> 00:15:29.380]  算你吧,平時有給貼士
[00:15:29.380 --> 00:15:32.880]  現在生意很難做,知道嗎?
[00:15:32.880 --> 00:15:37.780]  所以我現在去給貼士,我給多了
[00:15:37.780 --> 00:15:38.880]  因為我真的給多了
[00:15:38.880 --> 00:15:40.980]  我特意給多了一點
[00:15:40.980 --> 00:15:43.680]  她做得好不好也好
[00:15:43.680 --> 00:15:47.680]  但你想想教會就不同了
[00:15:47.680 --> 00:15:49.380]  如果挑剔得多
[00:15:49.380 --> 00:15:50.480]  意見多多的話
[00:15:50.480 --> 00:15:53.080]  手指尾又不願意去動的話
[00:15:53.080 --> 00:15:54.780]  因為我又呼籲你
[00:15:54.780 --> 00:15:57.280]  不要做一個明的羅
[00:15:57.280 --> 00:15:59.580]  響的筆
[00:15:59.580 --> 00:16:02.480]  因為這個對你沒有益處
[00:16:02.480 --> 00:16:03.280]  因為看到嗎?
[00:16:03.280 --> 00:16:07.380]  是上帝要求你的
[00:16:07.380 --> 00:16:10.580]  這是你在上帝面前有的呼召
[00:16:10.580 --> 00:16:12.680]  追求更大的恩情
[00:16:12.680 --> 00:16:14.680]  就是愛之道
[00:16:14.680 --> 00:16:16.880]  the way of love
[00:16:16.880 --> 00:16:19.780]  愛的道理
[00:16:19.780 --> 00:16:20.780]  所以在這裡呼籲你
[00:16:20.780 --> 00:16:22.780]  不要做一個明的羅響的筆
[00:16:22.780 --> 00:16:23.780]  不如
[00:16:23.780 --> 00:16:25.280]  來教會的時候
[00:16:25.280 --> 00:16:28.180]  你掛在嘴邊的另一句話
[00:16:28.180 --> 00:16:31.280]  How can I help you?
[00:16:31.280 --> 00:16:34.880]  What can I do?
[00:16:34.880 --> 00:16:38.380]  我自然認識一個很好的長老
[00:16:38.380 --> 00:16:41.380]  他真的每次來教會
[00:16:41.380 --> 00:16:43.580]  他都是這樣說的
[00:16:43.580 --> 00:16:45.380]  What can I do for you?
[00:16:45.380 --> 00:16:47.380]  How can I help?
[00:16:47.380 --> 00:16:49.180]  How can I pray for you?
[00:16:49.180 --> 00:16:52.380]  我可以為你祈禱等等
[00:16:52.380 --> 00:16:57.080]  起碼你掛在嘴邊的另一句話
[00:16:57.080 --> 00:16:59.180]  你會提醒你自己
[00:16:59.180 --> 00:17:01.480]  這個是教會
[00:17:01.480 --> 00:17:03.980]  上帝的家
[00:17:03.980 --> 00:17:08.080]  我是其中一個上帝家裡面的家人
[00:17:08.080 --> 00:17:10.680]  What can I do?
[00:17:10.680 --> 00:17:13.880]  Instead,我來到是消費的
[00:17:13.880 --> 00:17:15.680]  當然,你是剛剛來教會
[00:17:15.680 --> 00:17:16.880]  或者你在摸索
[00:17:16.880 --> 00:17:18.980]  不知道信仰是什麼
[00:17:18.980 --> 00:17:21.080]  你想摸索、探索一下
[00:17:21.080 --> 00:17:22.680]  除外
[00:17:22.680 --> 00:17:23.480]  但我想說
[00:17:23.480 --> 00:17:26.080]  如果你是在基督裡面的人
[00:17:26.080 --> 00:17:28.080]  你是信了主的人
[00:17:28.080 --> 00:17:29.880]  你自然的心態
[00:17:29.880 --> 00:17:32.880]  你的取態應該是完全不一樣
[00:17:32.880 --> 00:17:33.880]  人們看到你的取態
[00:17:33.880 --> 00:17:35.680]  都應該是不一樣
[00:17:35.680 --> 00:17:36.980]  人們會懷疑
[00:17:36.980 --> 00:17:38.980]  你來教會原來是這樣的
[00:17:38.980 --> 00:17:40.980]  不像去餐館
[00:17:40.980 --> 00:17:42.580]  不像去消費
[00:17:42.580 --> 00:17:46.480]  不是一個消費者
[00:17:46.480 --> 00:17:50.280]  特別是在外中間信得久
[00:17:50.280 --> 00:18:02.380]  有誰信了十年有多的?
[00:18:02.380 --> 00:18:07.880]  在我看到的真的不少
[00:18:07.880 --> 00:18:12.180]  十年有多的
[00:18:12.180 --> 00:18:16.080]  十年做了一個牧師出來,知道嗎?
[00:18:16.080 --> 00:18:19.080]  在讀神學讀了三、四年
[00:18:19.080 --> 00:18:20.880]  順著五、六年
[00:18:20.880 --> 00:18:29.380]  你就可以訓練到自己成為教領袖
[00:18:29.380 --> 00:18:31.780]  來教會
[00:18:31.780 --> 00:18:34.680]  追求更大的道
[00:18:34.680 --> 00:18:36.480]  更大的恩賜
[00:18:36.480 --> 00:18:38.480]  愛之道
[00:18:38.480 --> 00:18:39.480]  來教會
[00:18:39.480 --> 00:18:42.880]  How can I help you?
[00:18:42.880 --> 00:18:44.980]  How can I use my gifts?
[00:18:44.980 --> 00:18:51.280]  這個就是home,不是house
[00:18:51.280 --> 00:18:52.580]  這裡我認識一位弟兄
[00:18:52.580 --> 00:18:53.780]  我真的很感謝他
[00:18:53.780 --> 00:18:55.480]  我不說名字
[00:18:55.480 --> 00:18:57.680]  他工作很忙
[00:18:57.680 --> 00:18:59.680]  經常要加班
[00:18:59.680 --> 00:19:02.280]  他說他出不了力
[00:19:02.280 --> 00:19:03.880]  但是幾次和他聊天
[00:19:03.880 --> 00:19:06.280]  無論是在家裡和他聊天
[00:19:06.280 --> 00:19:08.280]  或者約他來聊天
[00:19:08.280 --> 00:19:09.780]  他都是這樣問的
[00:19:09.780 --> 00:19:12.680]  他有什麼可以奉獻?
[00:19:12.680 --> 00:19:18.780]  有什麼可以我慷慨的去幫到你?
[00:19:18.780 --> 00:19:22.880]  我很為這些生命感恩
[00:19:22.880 --> 00:19:27.680]  By the way,那次誰說什麼十一奉獻歲前、歲後?
[00:19:27.680 --> 00:19:29.380]  誰說的?
[00:19:29.380 --> 00:19:31.180]  哦,是是是
[00:19:31.180 --> 00:19:33.280]  十一奉獻是歲前十一奉獻
[00:19:33.280 --> 00:19:37.680]  還是歲後十一奉獻?
[00:19:37.680 --> 00:19:38.480]  他說什麼?
[00:19:38.480 --> 00:19:41.980]  Interesting question, man
[00:19:41.980 --> 00:19:47.880]  你不覺得這個question其實很silly嗎?
[00:19:47.880 --> 00:19:51.880]  為什麼會這樣問?
[00:19:51.880 --> 00:19:54.080]  因為你訓練你的小孩
[00:19:54.080 --> 00:19:56.480]  我記得我講過這個比方
[00:19:56.480 --> 00:19:57.280]  訓練你的小孩
[00:19:57.280 --> 00:19:58.880]  小孩開始懂得走的時候
[00:19:58.880 --> 00:20:01.480]  你說don't touch the hot stove
[00:20:01.480 --> 00:20:04.480]  那個熱的爐頭你不要碰
[00:20:04.480 --> 00:20:05.480]  到長大的時候
[00:20:05.480 --> 00:20:06.780]  如果是八歲、十歲的時候
[00:20:06.780 --> 00:20:08.880]  他都是不碰爐頭的
[00:20:08.880 --> 00:20:10.180]  十七歲、二十歲
[00:20:10.180 --> 00:20:11.180]  他都是不碰爐頭的
[00:20:11.180 --> 00:20:13.180]  三十歲都不碰爐頭的
[00:20:13.180 --> 00:20:14.680]  你跟他說,為什麼你不碰爐頭?
[00:20:14.680 --> 00:20:15.880]  你從小到大教我
[00:20:15.880 --> 00:20:18.580]  don't touch the stove
[00:20:18.580 --> 00:20:20.880]  你不覺得很silly嗎?
[00:20:20.880 --> 00:20:22.380]  因為他不明白
[00:20:22.380 --> 00:20:25.180]  don't touch the stove是什麼意思?
[00:20:25.180 --> 00:20:28.480]  use the stove properly
[00:20:28.480 --> 00:20:30.180]  到你成熟的時候
[00:20:30.180 --> 00:20:34.580]  就自然不需要問這些這麼硬的規矩
[00:20:34.580 --> 00:20:35.980]  你需要有智慧
[00:20:35.980 --> 00:20:38.980]  因為你成熟了,mature了
[00:20:38.980 --> 00:20:41.580]  壞前壞後,為什麼要問這個問題?
[00:20:41.580 --> 00:20:46.780]  I think it's a silly question
[00:20:46.780 --> 00:20:47.580]  我直接跟他說
[00:20:47.580 --> 00:20:52.180]  I think it's a stupid question
[00:20:52.180 --> 00:20:53.280]  那你會說,OKOK
[00:20:53.280 --> 00:20:55.480]  我們要個number嘛
[00:20:55.480 --> 00:20:57.380]  那就給十分之一,OK?
[00:20:57.380 --> 00:20:58.280]  十分之一
[00:20:58.280 --> 00:21:00.380]  你喜歡有個number,是不是?
[00:21:00.380 --> 00:21:02.480]  你喜歡有個number
[00:21:02.480 --> 00:21:04.280]  十分之一,是不是?
[00:21:04.280 --> 00:21:06.180]  OK,壞前壞後都好
[00:21:06.180 --> 00:21:07.480]  哪個少的?
[00:21:07.480 --> 00:21:08.880]  十分之一,OK?
[00:21:08.880 --> 00:21:11.080]  是,行不行?
[00:21:11.080 --> 00:21:13.080]  我這樣回答你,好嗎?
[00:21:13.080 --> 00:21:16.380]  那你又不需要掙扎這麼多的這些問題
[00:21:16.380 --> 00:21:18.580]  奉獻嘛,好嗎?
