
[00:00:00.000 --> 00:00:02.480]  今天 我們就好像這裏所說
[00:01:27.000 --> 00:01:29.160]  我們身邊的社會很多的變化
[00:01:29.160 --> 00:01:30.800]  我想先問你一個問題
[00:01:30.800 --> 00:01:33.200]  無論是現場的在網上的
[00:01:33.200 --> 00:01:36.280]  你生命遇見過危機嗎
[00:01:36.280 --> 00:01:38.560]  你生命遇見過危機嗎
[00:01:38.560 --> 00:01:39.600]  如果你遇見過的
[00:01:39.600 --> 00:01:41.160]  你跟旁邊的點點頭
[00:01:41.160 --> 00:01:42.480]  你有遇見過危機嗎
[00:01:42.480 --> 00:01:46.000]  經濟上面的可能是你的健康的
[00:01:46.000 --> 00:01:48.400]  可能是你的人際關係的
[00:01:48.400 --> 00:01:50.160]  甚至你的工作上面
[00:01:50.160 --> 00:01:52.200]  你有危機嗎
[00:01:52.200 --> 00:01:53.480]  你遇見危機的時候
[00:01:53.480 --> 00:01:55.520]  你會怎麼樣面對
[00:01:55.520 --> 00:01:57.200]  怎麼去處理
[00:01:57.200 --> 00:01:58.480]  我們到年底的時候
[00:01:58.480 --> 00:02:00.080]  值得我們去想一想
[00:02:00.080 --> 00:02:03.360]  這個面對波浪危機的世界
[00:02:03.360 --> 00:02:06.200]  我們將來如何去面對呢
[00:02:06.200 --> 00:02:08.200]  今天的經文裏面
[00:02:08.200 --> 00:02:10.440]  其實有很好的教導
[00:02:10.440 --> 00:02:13.800]  教導我們如何面對危機的時候
[00:02:13.800 --> 00:02:15.680]  有危有機
[00:02:15.680 --> 00:02:17.920]  有機會的有轉機的
[00:02:17.920 --> 00:02:20.040]  但是關鍵我在中間說
[00:02:20.040 --> 00:02:23.200]  有危有機纔有機
[00:02:23.200 --> 00:02:24.880]  中間是有基督
[00:02:24.880 --> 00:02:27.440]  或者是說有基督的羣體
[00:02:27.440 --> 00:02:29.800]  去面對這些危機的時候
[00:02:29.800 --> 00:02:30.960]  你纔有轉化
[00:02:30.960 --> 00:02:32.120]  纔有機會
[00:02:32.120 --> 00:02:34.600]  纔有一個突破的可能
[00:02:34.600 --> 00:02:37.920]  今天我們就透過使徒行傳
[00:02:37.920 --> 00:02:40.640]  第六章的經文來一起學習
[00:02:40.640 --> 00:02:46.680]  如何轉危爲機
[00:02:46.680 --> 00:02:47.760]  剛纔經文讀過
[00:02:47.760 --> 00:02:49.960]  我就不在這裏重複
[00:02:49.960 --> 00:02:52.120]  待會我會在講道里面
[00:02:52.120 --> 00:02:54.880]  一節一節讓大家可以瞭解到
[00:02:54.880 --> 00:03:00.320]  第六章使徒行傳所帶給我們的信息
[00:03:00.320 --> 00:03:02.480]  如果我們講一講背景
[00:03:02.480 --> 00:03:04.240]  關於使徒行傳
[00:03:04.240 --> 00:03:06.440]  大家都很熟悉
[00:03:06.440 --> 00:03:07.400]  大家都知道
[00:03:07.400 --> 00:03:11.400]  他是講述了早期教會的歷史
[00:03:11.400 --> 00:03:17.000]  當耶穌基督受死埋葬復活
[00:03:17.000 --> 00:03:19.200]  然後向門徒顯現
[00:03:19.200 --> 00:03:21.280]  然後昇天之後
[00:03:21.280 --> 00:03:23.680]  門徒不在那邊停下來的
[00:03:23.680 --> 00:03:27.760]  而是領受了耶穌基督的大使命
[00:03:27.760 --> 00:03:32.160]  然後新約的教會就開始要誕生了
[00:03:32.160 --> 00:03:35.760]  使徒行傳又稱爲聖靈行傳
[00:03:35.760 --> 00:03:36.600]  因爲呢
[00:03:36.600 --> 00:03:39.160]  如果你看使徒行傳第一章八節
[00:03:39.160 --> 00:03:42.320]  當聖靈要臨到我們的時候
[00:03:42.320 --> 00:03:44.840]  讓弟兄姐妹得着能力
[00:03:44.840 --> 00:03:46.120]  在猶太羣體
[00:03:46.120 --> 00:03:48.440]  撒瑪利亞等等的地方
[00:03:48.440 --> 00:03:51.880]  直到地級要做耶穌的見證
[00:03:51.880 --> 00:03:53.400]  所以可以這樣說
[00:03:53.400 --> 00:03:59.080]  你可以理解使徒行傳也記載了早期教會的歷史
[00:03:59.080 --> 00:04:00.920]  那在頭幾章的時候呢
[00:04:00.920 --> 00:04:03.720]  你會看到教會在不停的增長
[00:04:03.720 --> 00:04:07.280]  從樓房的倒個一百二十人左右
[00:04:07.280 --> 00:04:08.920]  突破到第二章的時候
[00:04:08.920 --> 00:04:11.960]  當彼得掌到三千個南丁信主
[00:04:11.960 --> 00:04:16.480]  還沒有算那個女士還有孩子們
[00:04:16.480 --> 00:04:18.080]  至少三千人信主
[00:04:18.080 --> 00:04:20.920]  從一百二十人到三千人
[00:04:20.920 --> 00:04:24.280]  很多的學者說是二十六倍的突破
[00:04:24.280 --> 00:04:24.520]  哇
[00:04:24.520 --> 00:04:25.680]  突然間你想象
[00:04:25.680 --> 00:04:30.880]  如果傳人團四五十人突然間變成二十六倍
[00:04:30.880 --> 00:04:33.600]  這是大概兩千多人的時候
[00:04:33.600 --> 00:04:35.440]  那個感受是如何
[00:04:35.440 --> 00:04:37.720]  當然他們面對不停的增長
[00:04:37.720 --> 00:04:39.640]  而不是一帆風順的
[00:04:39.640 --> 00:04:43.560]  他們當中也有不同的難題
[00:04:43.560 --> 00:04:44.560]  危機
[00:04:44.560 --> 00:04:47.480]  他們要靠着耶穌去化解
[00:04:47.480 --> 00:04:50.440]  那我們來看看今天這個經文的時候
[00:04:50.440 --> 00:04:56.040]  我會從三個R或者是三個方面來講述這個經文
[00:04:56.040 --> 00:04:59.160]  第一我們會講到危機的由來
[00:04:59.160 --> 00:05:01.800]  從第六章的時候我們可以看到
[00:05:01.800 --> 00:05:04.840]  早期教會雖然不停的增長
[00:05:04.840 --> 00:05:06.680]  但是在第六章的時候
[00:05:06.680 --> 00:05:11.080]  他們其實是面對一個可以說是全教會
[00:05:11.080 --> 00:05:14.200]  或者是他們的羣體裏面的一個難題
[00:05:14.200 --> 00:05:15.160]  一個危機
[00:05:15.160 --> 00:05:18.520]  待會我們會細心的看是什麼事情
[00:05:18.520 --> 00:05:21.080]  第二我們會看到危機的應對
[00:05:21.080 --> 00:05:22.160]  就是response
[00:05:22.160 --> 00:05:23.440]  剛纔就講那個roots
[00:05:23.440 --> 00:05:24.600]  他的根源
[00:05:24.600 --> 00:05:25.560]  應對的話
[00:05:25.560 --> 00:05:28.120]  你會看到有至少有五節的經文
[00:05:28.120 --> 00:05:30.160]  看到當中他們的領袖
[00:05:30.160 --> 00:05:35.400]  他們的羣體如何去按照基督所教導的
[00:05:35.400 --> 00:05:37.040]  他的品格
[00:05:37.040 --> 00:05:40.760]  如何依靠神的智慧等等去面對
[00:05:40.760 --> 00:05:41.440]  第三
[00:05:41.440 --> 00:05:44.360]  你會看到危機的轉化
[00:05:44.360 --> 00:05:48.160]  原來很多生命的難題危機不是停在那邊的
[00:05:48.160 --> 00:05:51.000]  而是有可能有轉機的
[00:05:51.000 --> 00:05:52.280]  你要跟旁邊說
[00:05:52.280 --> 00:05:54.800]  有基督有轉機可以嗎
[00:05:54.800 --> 00:05:56.920]  有基督有轉機
[00:05:56.920 --> 00:06:00.400]  那我們會看到危機的轉化是如何
[00:06:00.400 --> 00:06:01.960]  你會看到那個羣體
[00:06:01.960 --> 00:06:05.040]  當他們按照基督去面對的時候
[00:06:05.040 --> 00:06:07.560]  有什麼的轉化呢
[00:06:07.560 --> 00:06:07.720]  好
[00:06:07.720 --> 00:06:10.240]  那我們先進入經文了
[00:06:10.240 --> 00:06:13.240]  第一是危機的由來
[00:06:13.240 --> 00:06:15.480]  當剛纔的經文說到
[00:06:15.480 --> 00:06:19.120]  如果你看之前使徒行傳第一章到第五章
[00:06:19.120 --> 00:06:21.280]  當教會增長的時候
[00:06:21.280 --> 00:06:23.080]  這裏有一個小節說
[00:06:23.080 --> 00:06:27.320]  門徒不斷增加的時候
[00:06:27.320 --> 00:06:36.800]  裏面就描述的當中早期教會是一個可好像是今天我們說初創的一個一個羣體
[00:06:36.800 --> 00:06:38.240]  好像一個直談啊
[00:06:38.240 --> 00:06:40.880]  好像傳彈是2017年過來的
[00:06:40.880 --> 00:06:41.760]  對嗎
[00:06:41.760 --> 00:06:45.400]  然後明天就是你們直談的五週年
[00:06:45.400 --> 00:06:47.560]  我們別的教會啊
[00:06:47.560 --> 00:06:48.880]  一起來啊
[00:06:48.880 --> 00:06:52.640]  見證你們的傳彈不停的增長
[00:06:52.640 --> 00:06:54.560]  無論在你們的心情上面
[00:06:54.560 --> 00:06:55.760]  對別人的服飾上面
[00:06:55.760 --> 00:06:57.600]  還有你們的人數上面
[00:06:57.600 --> 00:06:59.440]  當時的教會
[00:06:59.440 --> 00:07:02.400]  他們也是不斷的增加
[00:07:02.400 --> 00:07:05.160]  那個不斷的增加是一個好事情
[00:07:05.160 --> 00:07:06.120]  對嗎
[00:07:06.120 --> 00:07:06.720]  當然了
[00:07:06.720 --> 00:07:10.240]  我們希望弟兄姐妹的生命有成長
[00:07:10.240 --> 00:07:12.720]  人數也有增長
[00:07:12.720 --> 00:07:14.880]  以至神的道傳開
[00:07:14.880 --> 00:07:16.720]  這是我們期盼的
[00:07:16.720 --> 00:07:20.000]  但是不停的增長
[00:07:20.000 --> 00:07:26.440]  成長轉變也是危機的一個可能
[00:07:26.440 --> 00:07:27.760]  爲什麼我這樣說呢
[00:07:27.760 --> 00:07:32.600]  當你常常都是在你的舒適圈comfort zone的時候啊
[00:07:32.600 --> 00:07:34.480]  其實你沒有什麼危機的
[00:07:34.480 --> 00:07:38.080]  如果你發現你生命沒有什麼難題危機呢
[00:07:38.080 --> 00:07:40.160]  這是另外一個危機
[00:07:40.160 --> 00:07:44.040]  可能你從來坐在那邊沒有做過什麼改變
[00:07:44.040 --> 00:07:45.840]  但是當時的門徒
[00:07:45.840 --> 00:07:49.080]  因爲他服飾的人數變多了
[00:07:49.080 --> 00:07:52.080]  不同的背景的人也增多了
[00:07:52.080 --> 00:07:54.440]  他們的需要也多了
[00:07:54.440 --> 00:07:55.320]  很簡單啊
[00:07:55.320 --> 00:07:59.240]  如果你看看這裏可能排了大概40張椅子
[00:07:59.240 --> 00:08:04.360]  如果突然間要幫忙排椅子的排這個80張椅子
[00:08:04.360 --> 00:08:06.040]  你可能有另外一個危機了
[00:08:06.040 --> 00:08:07.560]  就是人手的危機啊
[00:08:07.560 --> 00:08:11.200]  不夠人啊不夠物資等等啊
[00:08:11.200 --> 00:08:12.880]  當時門徒不停的增加
[00:08:12.880 --> 00:08:14.280]  他們面對一個危機
[00:08:14.280 --> 00:08:15.040]  你看看經文
[00:08:15.040 --> 00:08:22.320]  他說講希臘話的猶太人埋怨本地的也是猶太人
[00:08:22.320 --> 00:08:23.280]  希伯來人
[00:08:23.280 --> 00:08:26.080]  他們是什麼意思呢
[00:08:26.080 --> 00:08:26.440]  什麼
[00:08:26.440 --> 00:08:30.880]  我有一個有一批人叫說希臘話的猶太人
[00:08:30.880 --> 00:08:33.360]  還有本地的希伯來人
[00:08:33.360 --> 00:08:34.720]  這是什麼意思
[00:08:34.720 --> 00:08:36.560]  當時的背景是這樣的
[00:08:36.560 --> 00:08:40.000]  他們猶太人的會常常在節旗的時候呢
[00:08:40.000 --> 00:08:41.800]  回到耶路撒冷
[00:08:41.800 --> 00:08:43.920]  那個背景是耶路撒冷地方
[00:08:43.920 --> 00:08:46.320]  他們會過節的時候
[00:08:46.320 --> 00:08:50.520]  猶太人一家大小的回到耶路撒冷過節
[00:08:50.520 --> 00:08:51.760]  敬拜耶和華
[00:08:51.760 --> 00:08:56.440]  當時爲什麼有這種希臘話的人
[00:08:56.440 --> 00:09:01.720]  因爲當時整個國家已經被羅馬統治了
[00:09:01.720 --> 00:09:02.360]  而且呢
[00:09:02.360 --> 00:09:04.000]  都是有這個希臘話
[00:09:04.000 --> 00:09:06.720]  他們都長大的時候是講希臘話
[00:09:06.720 --> 00:09:08.080]  有點像我以前的背景
[00:09:08.080 --> 00:09:12.120]  我有17年是在海外服侍學習等等的
[00:09:12.120 --> 00:09:15.840]  我有10年在澳大利亞有7年在新加坡做祠堂了
[00:09:15.840 --> 00:09:22.120]  後來那17年我們是在別的國家講到的時候是講英語的
[00:09:22.120 --> 00:09:23.440]  有些ABC對嗎
[00:09:23.440 --> 00:09:24.840]  他們是華人
[00:09:24.840 --> 00:09:26.800]  有一些我在新加坡的時候
[00:09:26.800 --> 00:09:27.560]  他們長大
[00:09:27.560 --> 00:09:30.400]  他們不一定會講華語了
[00:09:30.400 --> 00:09:31.640]  他們可能是講英語
[00:09:31.640 --> 00:09:34.400]  或者是講華語也不會講家鄉話的
[00:09:34.400 --> 00:09:35.880]  他們可能回到潮州
[00:09:35.880 --> 00:09:38.320]  他們就講自己英語了
[00:09:38.320 --> 00:09:39.800]  回到中國大陸
[00:09:39.800 --> 00:09:41.040]  回到臺灣等等
[00:09:41.040 --> 00:09:45.720]  他們就還是講他們自己的長大的地方的話
[00:09:45.720 --> 00:09:48.640]  這裏有一批人就是他們是猶太人
[00:09:48.640 --> 00:09:52.600]  但他們長大的背景已經是不同了
[00:09:52.600 --> 00:09:55.560]  他們在希臘的文化長大
[00:09:55.560 --> 00:09:59.640]  所以他們跟耶路撒冷那邊的希伯來人
[00:09:59.640 --> 00:10:02.240]  可能在文化上有一些不同的
[00:10:02.240 --> 00:10:03.960]  這兩批人發生一些事情
[00:10:03.960 --> 00:10:06.080]  就是說希臘話的猶太人
[00:10:06.080 --> 00:10:07.680]  你可以說這一批是海歸了
[00:10:07.680 --> 00:10:10.120]  我們叫海歸的海外歸來的
[00:10:10.120 --> 00:10:16.400]  他們埋怨本土派本土的那些希伯來人發生什麼事情
[00:10:16.400 --> 00:10:24.120]  新聞說他們在異常的供給供給上面忽略了他們的寡婦
[00:10:24.120 --> 00:10:25.200]  這個意思是說
[00:10:25.200 --> 00:10:29.640]  當時他們教會的羣體有些詞彙幫助人的一些事情
[00:10:29.640 --> 00:10:32.480]  他們幫助當地的一些寡婦
[00:10:32.480 --> 00:10:39.400]  寡婦跟今天的我們所說的離婚或者上偶的寡婦還是有一點點不同
[00:10:39.400 --> 00:10:41.000]  當時的世界
[00:10:41.000 --> 00:10:44.440]  如果是寡婦或者是孩子呢
[00:10:44.440 --> 00:10:46.120]  他們會有一個問題的
[00:10:46.120 --> 00:10:48.680]  他們是社會的邊緣人
[00:10:48.680 --> 00:10:50.960]  他們沒有一個生活的能力
[00:10:50.960 --> 00:10:56.360]  他們甚至在一些事情上面還是需要別人的幫忙救治
[00:10:56.360 --> 00:11:00.520]  所以那這裏說教會其實在做什麼一些好的事情的
[00:11:00.520 --> 00:11:03.240]  他們在幫忙一些被忽略的人對嗎
[00:11:03.240 --> 00:11:05.720]  他們在門徒增加是正面的
[00:11:05.720 --> 00:11:09.240]  但是同時他們增長的同時
[00:11:09.240 --> 00:11:11.280]  他們也有一些的難題
[00:11:11.280 --> 00:11:14.880]  這裏提出的就是一個叫忽略的事情
[00:11:14.880 --> 00:11:19.560]  這個忽略令到當地有兩批人有互相埋怨
[00:11:19.560 --> 00:11:24.840]  或者是一批人埋怨另外一批人的一個情況
[00:11:24.840 --> 00:11:26.960]  如果看看這個幾個點啊
[00:11:26.960 --> 00:11:27.480]  不好意思
[00:11:27.480 --> 00:11:28.840]  那個字體不夠大
[00:11:28.840 --> 00:11:29.960]  在這裏呢
[00:11:29.960 --> 00:11:32.400]  這個危機由來我們簡簡略來看看啊
[00:11:32.400 --> 00:11:33.400]  他們就是第一
[00:11:33.400 --> 00:11:34.800]  他們需要爭鬥了
[00:11:34.800 --> 00:11:36.000]  剛纔我講過了
[00:11:36.000 --> 00:11:37.080]  門徒不停的增長
[00:11:37.080 --> 00:11:39.080]  你看回之前的經文
[00:11:39.080 --> 00:11:41.640]  南丁的數目增加三千人
[00:11:41.640 --> 00:11:44.280]  第二章後來南丁的數目增加五千
[00:11:44.280 --> 00:11:48.600]  從一百多人的教會增長到幾千人需要爭奪
[00:11:48.600 --> 00:11:49.920]  好像你升職
[00:11:49.920 --> 00:11:51.480]  好像你生孩子
[00:11:51.480 --> 00:11:55.080]  好像你就是職位升高了
[00:11:55.080 --> 00:11:55.880]  是快樂了
[00:11:55.880 --> 00:11:57.720]  但是你還是會有危機
[00:11:57.720 --> 00:12:00.120]  因爲有些不同的事情你要面對
[00:12:00.120 --> 00:12:00.920]  還有呢
[00:12:00.920 --> 00:12:03.360]  他們有什麼危機呢
[00:12:03.360 --> 00:12:07.280]  剛纔講過他們有一些卑鄙的交談了
[00:12:07.280 --> 00:12:13.480]  他們潛伏着一種叫什麼怨言是表現出來的
[00:12:13.480 --> 00:12:15.600]  爲什麼會有怨言
[00:12:15.600 --> 00:12:17.880]  因爲有怨氣啊
[00:12:17.880 --> 00:12:20.600]  他的怨言然後爆了
[00:12:20.600 --> 00:12:21.960]  要發出來
[00:12:21.960 --> 00:12:25.400]  意思說他們有一些不滿足的地方
[00:12:25.400 --> 00:12:29.360]  在羣體裏面還是有一些聲音
[00:12:29.360 --> 00:12:30.160]  你聽到嗎
[00:12:30.160 --> 00:12:32.080]  這裏就是出現了怨言
[00:12:32.080 --> 00:12:36.080]  爲什麼你可能說講講話而已
[00:12:36.080 --> 00:12:37.160]  不是什麼危機了
[00:12:37.160 --> 00:12:38.880]  諸傳道
[00:12:38.880 --> 00:12:39.440]  不是啊
[00:12:39.440 --> 00:12:41.640]  如果你看聖經的時候啊
[00:12:41.640 --> 00:12:44.720]  上帝的教會是一個什麼的羣體
[00:12:44.720 --> 00:12:47.840]  應該是愛的羣體
[00:12:47.840 --> 00:12:51.560]  但是是愛和使命的羣體
[00:12:51.560 --> 00:12:55.040]  他承載着主耶穌的愛
[00:12:55.040 --> 00:12:58.040]  要彰顯主耶穌基督的愛和義
[00:12:58.040 --> 00:12:59.440]  還有他的使命
[00:12:59.440 --> 00:13:03.120]  如果說這個事情搞不好的話
[00:13:03.120 --> 00:13:07.160]  可能成爲早期召會一個分裂的危機
[00:13:07.160 --> 00:13:10.120]  一個不合義的一個見證的時間
[00:13:10.120 --> 00:13:16.720]  可能會拖累了他們要完成耶穌基督使命的一個危機
[00:13:16.720 --> 00:13:20.240]  所以我說第六章他們出現的怨言可能是一個危機
[00:13:20.240 --> 00:13:22.040]  雖然是冰山的表面
[00:13:22.040 --> 00:13:24.680]  但是底層裏挖深一點
[00:13:24.680 --> 00:13:29.200]  他們有一些文化增多了
[00:13:29.200 --> 00:13:29.960]  還有呢
[00:13:29.960 --> 00:13:32.240]  你看這個有所忽略
[00:13:32.240 --> 00:13:38.040]  這個危機的由來很可能就是忽略
[00:13:38.040 --> 00:13:39.720]  但是你說他們是使徒啊
[00:13:39.720 --> 00:13:40.760]  他們好厲害啊
[00:13:40.760 --> 00:13:43.040]  他們都是倚靠神啊
[00:13:43.040 --> 00:13:44.760]  我告訴你哦
[00:13:44.760 --> 00:13:46.760]  使徒是什麼
[00:13:46.760 --> 00:13:49.440]  使徒也是人
[00:13:49.440 --> 00:13:51.920]  基督徒也是人
[00:13:51.920 --> 00:13:54.080]  領袖也是人
[00:13:54.080 --> 00:13:55.200]  那什麼意思呢
[00:13:55.200 --> 00:13:57.480]  他是人就有可能
[00:13:57.480 --> 00:14:01.160]  無論他多努力多服事多好
[00:14:01.160 --> 00:14:03.880]  他都有可能什麼
[00:14:03.880 --> 00:14:05.920]  有忽略
[00:14:05.920 --> 00:14:07.080]  所以呢
[00:14:07.080 --> 00:14:08.720]  有時候危機就是這樣了
[00:14:08.720 --> 00:14:10.400]  他他掛一漏漫了
[00:14:10.400 --> 00:14:13.840]  就是有一些事情忽略了
[00:14:13.840 --> 00:14:16.960]  就是因爲所謂的聖人都有錯嘛
[00:14:16.960 --> 00:14:18.560]  他們都有一臺忙碌了
[00:14:18.560 --> 00:14:21.120]  可能等等忽略了
[00:14:21.120 --> 00:14:24.440]  令到那些覺得被忽略的人覺得
[00:14:24.440 --> 00:14:24.680]  哎呀
[00:14:24.680 --> 00:14:27.120]  這個系統這個制度有一些問題啊
[00:14:27.120 --> 00:14:29.720]  他們可能就不滿了
[00:14:29.720 --> 00:14:32.880]  在教會久了弟兄姐妹你有聽過嗎
[00:14:32.880 --> 00:14:35.400]  在教會有一些羣體就是講講講啊
[00:14:35.400 --> 00:14:37.720]  這個團體有什麼不好
[00:14:37.720 --> 00:14:38.040]  哎呀
[00:14:38.040 --> 00:14:39.680]  那個牧師有什麼不好
[00:14:39.680 --> 00:14:41.960]  那個傳到那個執事會
[00:14:41.960 --> 00:14:43.520]  那個長職等等
[00:14:43.520 --> 00:14:44.400]  你聽過嗎
[00:14:44.400 --> 00:14:52.200]  或者是你自己心裏面有試過有埋怨的聲音嗎
[00:14:52.200 --> 00:14:53.560]  對我們的社會
[00:14:53.560 --> 00:14:55.240]  對我們的領袖
[00:14:55.240 --> 00:14:56.680]  對我們的羣體
[00:14:56.680 --> 00:14:58.720]  對我們工作的地方等等
[00:14:58.720 --> 00:15:00.920]  當時的人
[00:15:00.920 --> 00:15:04.720]  他們覺得物質上被剝削了被忽略了
[00:15:04.720 --> 00:15:08.280]  他們的羣體感到不公平有比較等等
[00:15:08.280 --> 00:15:12.000]  而且你看經文是日常累積的
[00:15:12.000 --> 00:15:16.680]  因爲他說是日常的供給上面不是一天的
[00:15:16.680 --> 00:15:18.480]  危機不是一天的
[00:15:18.480 --> 00:15:21.040]  他是到一個critical point
[00:15:21.040 --> 00:15:23.560]  就是說這個臨界點
[00:15:23.560 --> 00:15:25.400]  他們累積了累積了
[00:15:25.400 --> 00:15:26.280]  一直有不滿
[00:15:26.280 --> 00:15:29.600]  到那個時候他講出來要爆了
[00:15:29.600 --> 00:15:34.360]  所以他越在發生這些忽略有需要不被滿足
[00:15:34.360 --> 00:15:36.000]  危機就出現
[00:15:36.000 --> 00:15:38.560]  還有一個可能就是當時的文化差異啊
[00:15:38.560 --> 00:15:46.600]  剛纔說他們壁壘分明的話是這個經文特別講到這兩批人的說希臘話的猶太人
[00:15:46.600 --> 00:15:47.840]  他們還是猶太人哦
[00:15:47.840 --> 00:15:51.200]  還有埋怨本地的猶太人希伯來人啊
[00:15:51.200 --> 00:15:54.360]  他們都是神的選民哦
[00:15:54.360 --> 00:15:58.200]  但是文化差異也不可以忽略對吧
[00:15:58.200 --> 00:16:00.200]  好像我們啊
[00:16:00.200 --> 00:16:05.120]  我是我是中國香港出生的長大的
[00:16:05.120 --> 00:16:07.320]  然後去外國十七年
[00:16:07.320 --> 00:16:10.880]  然後回來香港還是有一些文化不同的
[00:16:10.880 --> 00:16:20.560]  然後每個人你看看旁邊的沒有兩個你的每個人想法一些優先次序都可能不同
[00:16:20.560 --> 00:16:28.160]  而且他們的文化差異一起同聲音的凝聚的力量可能會形成分派的危機啊
[00:16:28.160 --> 00:16:30.160]  這個是當時危機的由來
[00:16:30.160 --> 00:16:31.800]  我想問你一下
[00:16:31.800 --> 00:16:34.480]  如果你是教會當時的一分子
[00:16:34.480 --> 00:16:36.240]  你會怎樣處理
[00:16:36.240 --> 00:16:38.160]  我給你30秒跟旁邊的講講
[00:16:38.160 --> 00:16:39.920]  你會怎麼處理啊
[00:16:39.920 --> 00:16:41.680]  你跟旁邊講一下
[00:16:41.680 --> 00:16:43.280]  在家裏你也想一下30秒
[00:16:43.280 --> 00:16:44.800]  你會做什麼
[00:16:44.800 --> 00:16:45.320]  你會做什麼
[00:16:45.320 --> 00:16:47.400]  想不想得到了
[00:16:47.400 --> 00:16:52.120]  沉默不知道禱告還是什麼會怎麼處理
[00:16:52.120 --> 00:16:53.760]  爲什麼處理這麼重要
[00:16:53.760 --> 00:16:56.560]  危機是不停的發生的
[00:16:56.560 --> 00:16:57.880]  無論在你人生當中
[00:16:57.880 --> 00:16:58.680]  在教會
[00:16:58.680 --> 00:17:02.720]  在社會也會這個輔導學家叫啊
[00:17:02.720 --> 00:17:06.640]  Virginia Satir, 她很出名的Satir Model
[00:17:06.640 --> 00:17:09.040]  她常常講的一句話說
[00:17:09.040 --> 00:17:12.720]  Problem is not the problem, but coping is the problem
[00:17:12.720 --> 00:17:15.960]  意思是說問題的本身
[00:17:15.960 --> 00:17:18.040]  她認爲不是最大的問題
[00:17:18.040 --> 00:17:21.800]  當時的危機也不是問題
[00:17:21.800 --> 00:17:23.160]  危機不是問題
[00:17:23.160 --> 00:17:24.320]  那什麼是問題
[00:17:24.320 --> 00:17:26.760]  她說Coping is the problem
[00:17:26.760 --> 00:17:29.720]  怎樣處理纔是那個問題
[00:17:29.720 --> 00:17:32.680]  怎樣處理纔是問題
[00:17:32.680 --> 00:17:33.480]  什麼意思呢
[00:17:33.480 --> 00:17:37.200]  我套用博德歷程學院院長
[00:17:37.200 --> 00:17:39.760]  曲偉豪老師的一句話
[00:17:39.760 --> 00:17:43.040]  他是很有經驗的輔導老師
[00:17:43.040 --> 00:17:46.920]  他說曾經有一對夫妻來到他的辦公室
[00:17:46.920 --> 00:17:49.120]  就講他們的婚姻的危機
[00:17:49.120 --> 00:17:51.280]  然後講他們要離婚了
[00:17:51.280 --> 00:17:51.840]  然後呢
[00:17:51.840 --> 00:17:56.000]  曲偉豪老師就問他爲什麼他們要離婚呢
[00:17:56.000 --> 00:17:57.520]  他們就回答說
[00:17:57.520 --> 00:17:59.240]  他們吵的內容是什麼
[00:17:59.240 --> 00:18:02.480]  是因爲家裏有一個漏水
[00:18:02.480 --> 00:18:04.520]  他們原來是買了一個新家
