
[00:00:00.000 --> 00:00:06.000]  我以前曾經講過說,其實在聖經裏面舊約最難讀的一卷書就是雅歌
[00:01:35.000 --> 00:01:37.000]  你都覺得不對吧
[00:01:37.000 --> 00:01:41.000]  這首明明說是雅歌,稱爲歌中之歌
[00:01:41.000 --> 00:01:44.000]  就是詩歌裏面最美的一首
[00:01:44.000 --> 00:01:46.000]  可是我怎麼讀都讀不出那個味道
[00:01:46.000 --> 00:01:49.000]  既不押韻,用詞也不美妙
[00:01:49.000 --> 00:01:52.000]  那麼不是因爲雅歌這首詩的問題
[00:01:52.000 --> 00:01:55.000]  是因爲我們讀的不是原作的中文
[00:01:55.000 --> 00:01:58.000]  我們讀的是中文,但是中文不是原作
[00:01:58.000 --> 00:01:59.000]  原作是希伯來文
[00:01:59.000 --> 00:02:03.000]  所以如果一旦詩翻譯成不同的文字
[00:02:03.000 --> 00:02:08.000]  本來它很美妙的地方就會全然失去那種色彩
[00:02:08.000 --> 00:02:09.000]  就變得不一樣
[00:02:09.000 --> 00:02:11.000]  那麼這是一個其中一個讀雅歌
[00:02:11.000 --> 00:02:13.000]  爲什麼你讀不出味道的其中一個原因
[00:02:13.000 --> 00:02:17.000]  那麼第二個原因是因爲雅歌很受爭議
[00:02:17.000 --> 00:02:20.000]  是因爲很多神學家都在辯論說
[00:02:20.000 --> 00:02:23.000]  到底雅歌的主題是講什麼
[00:02:23.000 --> 00:02:26.000]  它到底是在講兩根的愛情故事呢
[00:02:26.000 --> 00:02:31.000]  還是說藉着兩根的愛情故事來告訴我們
[00:02:31.000 --> 00:02:34.000]  指的是神跟我們的關係
[00:02:34.000 --> 00:02:37.000]  無論是舊約的神跟以色列的關係
[00:02:37.000 --> 00:02:41.000]  還是說新約的耶穌基督跟教會的關係
[00:02:41.000 --> 00:02:43.000]  到底它在講什麼
[00:02:43.000 --> 00:02:45.000]  那麼我可以告訴你
[00:02:45.000 --> 00:02:48.000]  這個問題我深思了很久
[00:02:48.000 --> 00:02:50.000]  我告訴你我的立場就是
[00:02:50.000 --> 00:02:53.000]  這本書講的是兩邊都有講
[00:02:53.000 --> 00:02:57.000]  首先它講的是很簡單的一個愛情的故事
[00:02:57.000 --> 00:02:58.000]  因爲我覺得
[00:02:58.000 --> 00:03:02.000]  其實愛在人生當中是一個很重要的功課
[00:03:02.000 --> 00:03:06.000]  因爲像雅歌所說的愛是很powerful的
[00:03:06.000 --> 00:03:09.000]  愛情出來的時候是重水不能熄滅
[00:03:09.000 --> 00:03:12.000]  就是那種形容你知道愛很powerful
[00:03:12.000 --> 00:03:15.000]  愛能夠帶給你天堂般的生活
[00:03:15.000 --> 00:03:18.000]  愛情也可以把你拉進去地獄般的生活
[00:03:18.000 --> 00:03:19.000]  就看你怎麼用它
[00:03:19.000 --> 00:03:21.000]  如果你善用愛情你活得很開心
[00:03:21.000 --> 00:03:24.000]  你誤用了它你abuse愛情
[00:03:24.000 --> 00:03:27.000]  愛情會帶給你非常痛
[00:03:27.000 --> 00:03:28.000]  很多的痛
[00:03:28.000 --> 00:03:31.000]  所以我覺得如果愛既然在人生當中
[00:03:31.000 --> 00:03:33.000]  扮演一個很重要的角色
[00:03:33.000 --> 00:03:37.000]  作爲舊約裏面的智慧書信的其中一卷
[00:03:37.000 --> 00:03:40.000]  應該神會把愛情的絕妙告訴我們
[00:03:40.000 --> 00:03:44.000]  所以我覺得這本書本身表面是告訴我們愛情
[00:03:44.000 --> 00:03:48.000]  當然可不可以應用在神跟我們的關係
[00:03:48.000 --> 00:03:49.000]  當然可以
[00:03:49.000 --> 00:03:53.000]  因爲我覺得神讓我們在世上有很多不同的愛
[00:03:53.000 --> 00:03:55.000]  無論是兄弟姐妹之間的愛
[00:03:55.000 --> 00:03:57.000]  你跟父母親情的愛
[00:03:57.000 --> 00:03:59.000]  還是說你對小孩子的愛
[00:03:59.000 --> 00:04:01.000]  還是說男女之間的愛
[00:04:01.000 --> 00:04:03.000]  其實我們透過這些不同的人際關係
[00:04:03.000 --> 00:04:08.000]  不同的愛都能夠學到你跟神之間的關係
[00:04:08.000 --> 00:04:11.000]  作爲父母的愛你能夠體驗到原來神的愛
[00:04:11.000 --> 00:04:13.000]  就像父母般的愛這樣照顧你
[00:04:13.000 --> 00:04:15.000]  作爲弟兄姐妹的愛之間
[00:04:15.000 --> 00:04:18.000]  你知道朋友之間最主要講義氣
[00:04:18.000 --> 00:04:21.000]  講到義氣沒有哪一位比神對你更有義氣的
[00:04:21.000 --> 00:04:22.000]  不離不棄的
[00:04:22.000 --> 00:04:24.000]  講到那種男女之間親密的愛
[00:04:24.000 --> 00:04:25.000]  也沒有任何一種愛
[00:04:25.000 --> 00:04:28.000]  能夠比神的愛更加的細膩
[00:04:28.000 --> 00:04:29.000]  更加的溫柔
[00:04:29.000 --> 00:04:33.000]  所以我們透過人世間不同人際關係層面的愛
[00:04:33.000 --> 00:04:34.000]  能夠體會到神對我們的愛
[00:04:34.000 --> 00:04:37.000]  我們更是應該怎麼處理愛的關係
[00:04:37.000 --> 00:04:38.000]  所以我自己的歷史
[00:04:38.000 --> 00:04:41.000]  那麼以前的人覺得這本書不可能講愛情
[00:04:41.000 --> 00:04:45.000]  是因爲深受古時候
[00:04:45.000 --> 00:04:47.000]  特別是兩千年前
[00:04:47.000 --> 00:04:49.000]  他們有一派的哲學家
[00:04:49.000 --> 00:04:53.000]  你知道兩千年前是希臘文化最強盛的時候
[00:04:53.000 --> 00:04:56.000]  那時候希臘文化比較高舉理性
[00:04:56.000 --> 00:04:57.000]  他們有一派的人
[00:04:57.000 --> 00:04:59.000]  以前的Stoic的那一派的人
[00:04:59.000 --> 00:05:03.000]  他們比較覺得說男女間的情情愛愛
[00:05:03.000 --> 00:05:06.000]  是一種很低級很污穢的事情
[00:05:06.000 --> 00:05:08.000]  無論是男女間的愛還是性愛
[00:05:08.000 --> 00:05:09.000]  所以他們就高舉理性
[00:05:09.000 --> 00:05:12.000]  覺得如果你要成爲一個很厲害的哲學家
[00:05:12.000 --> 00:05:14.000]  你必須過了愛情這一關
[00:05:14.000 --> 00:05:19.000]  你必須不要受情感所牽連
[00:05:19.000 --> 00:05:23.000]  然後你就比較可以成爲一個很偉大的哲學家
[00:05:23.000 --> 00:05:25.000]  所以因爲受這樣的影響
[00:05:25.000 --> 00:05:27.000]  在第一世紀的基督教的一些教父
[00:05:27.000 --> 00:05:31.000]  對男女之間的愛情有很負面的感受
[00:05:31.000 --> 00:05:34.000]  對性愛有很負面的感受
[00:05:34.000 --> 00:05:37.000]  比方說第二世紀的很出名的一個神學家
[00:05:37.000 --> 00:05:39.000]  叫俄羅根
[00:05:39.000 --> 00:05:43.000]  他爲了追求聖潔就自己自宮
[00:05:43.000 --> 00:05:45.000]  自己把自己淹了
[00:05:45.000 --> 00:05:49.000]  而不是爲了練葵花寶典
[00:05:49.000 --> 00:05:50.000]  他是神學
[00:05:50.000 --> 00:05:55.000]  他爲了成爲神學界的西方不敗
[00:05:55.000 --> 00:05:57.000]  他就回到自宮
[00:05:57.000 --> 00:05:58.000]  是因爲聖經說
[00:05:58.000 --> 00:06:00.000]  如果眼睛使你犯罪
[00:06:00.000 --> 00:06:01.000]  你就把眼睛割掉
[00:06:01.000 --> 00:06:02.000]  因爲那一段聖經
[00:06:02.000 --> 00:06:05.000]  他就自己把自己淹了
[00:06:05.000 --> 00:06:08.000]  你可想而知因爲這些的影響
[00:06:08.000 --> 00:06:10.000]  很多代的基督徒看到聖經的時候
[00:06:10.000 --> 00:06:11.000]  看到雅各
[00:06:11.000 --> 00:06:13.000]  因爲雅各對男女之間的愛
[00:06:13.000 --> 00:06:16.000]  其實描寫的蠻入骨的
[00:06:16.000 --> 00:06:17.000]  所以很多人就覺得
[00:06:17.000 --> 00:06:19.000]  不可能這麼誤會的事情
[00:06:19.000 --> 00:06:21.000]  爲什麼會出現在聖經裏面
[00:06:21.000 --> 00:06:22.000]  他們就覺得
[00:06:22.000 --> 00:06:24.000]  這一定是講神給我們的愛
[00:06:24.000 --> 00:06:25.000]  講到基督跟教會
[00:06:25.000 --> 00:06:28.000]  但其實這是一個對錯誤的理解
[00:06:28.000 --> 00:06:30.000]  對神創造愛情
[00:06:30.000 --> 00:06:31.000]  創造性
[00:06:31.000 --> 00:06:33.000]  錯誤的理解
[00:06:33.000 --> 00:06:35.000]  另外一個層面就是
[00:06:35.000 --> 00:06:36.000]  這是另外一個極端
[00:06:36.000 --> 00:06:37.000]  就是把男女間的愛
[00:06:37.000 --> 00:06:38.000]  看成是低級的
[00:06:38.000 --> 00:06:40.000]  沒有用的
[00:06:40.000 --> 00:06:41.000]  很誤會的
[00:06:41.000 --> 00:06:42.000]  另外一方面就是
[00:06:42.000 --> 00:06:45.000]  到了60年代的時候
[00:06:45.000 --> 00:06:46.000]  信開放的時候
[00:06:46.000 --> 00:06:48.000]  我們人慢慢把信
[00:06:48.000 --> 00:06:50.000]  變成神一樣的來拜
[00:06:50.000 --> 00:06:51.000]  所以慢慢你看到
[00:06:51.000 --> 00:06:53.000]  無論是流行歌曲
[00:06:53.000 --> 00:06:54.000]  所有的主題
[00:06:54.000 --> 00:06:57.000]  基本上都是圍繞着愛情
[00:06:57.000 --> 00:06:59.000]  愛情就充滿了整個世界
[00:06:59.000 --> 00:07:03.000]  然後色情的事業
[00:07:03.000 --> 00:07:05.000]  Pornography的industry
[00:07:05.000 --> 00:07:10.000]  每一年大概他們都有600億的收支
[00:07:10.000 --> 00:07:13.000]  超過所有任何的行業
[00:07:13.000 --> 00:07:14.000]  無論是汽車
[00:07:14.000 --> 00:07:15.000]  所以你會看到
[00:07:15.000 --> 00:07:17.000]  到了60年代信開放的時候
[00:07:17.000 --> 00:07:19.000]  我們走向另外一個極端
[00:07:19.000 --> 00:07:21.000]  以前是覺得那個是很誤會的
[00:07:21.000 --> 00:07:22.000]  那個不要提它
[00:07:22.000 --> 00:07:25.000]  另外一個極端就是把愛情
[00:07:25.000 --> 00:07:26.000]  把男女之間的愛情
[00:07:26.000 --> 00:07:27.000]  當成是神來拜
[00:07:27.000 --> 00:07:29.000]  我人生最重要的是找到愛情
[00:07:29.000 --> 00:07:30.000]  如果沒有愛情
[00:07:30.000 --> 00:07:31.000]  我就什麼都不是
[00:07:31.000 --> 00:07:32.000]  所以花所有的心思
[00:07:32.000 --> 00:07:35.000]  所有的東西去追求
[00:07:35.000 --> 00:07:36.000]  那麼聖經我覺得
[00:07:36.000 --> 00:07:39.000]  比較把愛擺在一個
[00:07:39.000 --> 00:07:41.000]  非常平衡的一個角色
[00:07:41.000 --> 00:07:43.000]  它一方面告訴我們說
[00:07:43.000 --> 00:07:45.000]  對 愛是神賜給我們享受的
[00:07:45.000 --> 00:07:47.000]  愛情非常powerful
[00:07:47.000 --> 00:07:49.000]  如果你懂得善用它
[00:07:49.000 --> 00:07:51.000]  你的人生會很幸福
[00:07:51.000 --> 00:07:52.000]  有些人是沒享受過愛
[00:07:52.000 --> 00:07:53.000]  享受過愛的人
[00:07:53.000 --> 00:07:54.000]  你知道說那種
[00:07:54.000 --> 00:07:56.000]  愛情的力量是大到
[00:07:56.000 --> 00:07:57.000]  讓你去做一些
[00:07:57.000 --> 00:08:00.000]  你平時完全不會做的事情
[00:08:00.000 --> 00:08:02.000]  唯有你在墮入愛河的時候
[00:08:02.000 --> 00:08:03.000]  你會這樣做
[00:08:03.000 --> 00:08:04.000]  完全沒有理性的
[00:08:04.000 --> 00:08:06.000]  完全是you go crazy
[00:08:06.000 --> 00:08:08.000]  因爲你有愛的緣故
[00:08:08.000 --> 00:08:10.000]  所以聖經告訴我們說
[00:08:10.000 --> 00:08:12.000]  如果愛情有這麼powerful
[00:08:12.000 --> 00:08:14.000]  你不要輕易去驚動它
[00:08:14.000 --> 00:08:16.000]  要把它擺在對的位置
[00:08:16.000 --> 00:08:17.000]  對的時間
[00:08:17.000 --> 00:08:18.000]  那這樣你就能夠享受
[00:08:18.000 --> 00:08:21.000]  愛情那種非常正面的力量
[00:08:21.000 --> 00:08:23.000]  所以今天我們看到
[00:08:23.000 --> 00:08:24.000]  雅各的第二章
[00:08:24.000 --> 00:08:26.000]  我們繼續來看
[00:08:26.000 --> 00:08:28.000]  到底從第二章八到十七節
[00:08:28.000 --> 00:08:31.000]  我們能夠學什麼的功課
[00:08:31.000 --> 00:08:32.000]  那麼第一個功課
[00:08:32.000 --> 00:08:33.000]  我想跟大家分享的是
[00:08:33.000 --> 00:08:36.000]  其實神創造男女之間的愛
[00:08:36.000 --> 00:08:38.000]  其實是讓我們享受的
[00:08:38.000 --> 00:08:39.000]  我們是可以很自由地
[00:08:39.000 --> 00:08:41.000]  來享受男女之間的愛
[00:08:41.000 --> 00:08:42.000]  因爲是神創造的
[00:08:42.000 --> 00:08:44.000]  神也知道很美
[00:08:44.000 --> 00:08:45.000]  所以祂寫了雅各
[00:08:45.000 --> 00:08:46.000]  告訴我們說
[00:08:46.000 --> 00:08:48.000]  我們應該都能夠享受
[00:08:48.000 --> 00:08:49.000]  祂裏面所形容那種
[00:08:49.000 --> 00:08:51.000]  男女之間的愛
[00:08:51.000 --> 00:08:53.000]  雅各二章八到十四節
[00:08:53.000 --> 00:08:54.000]  講的是開始
[00:08:54.000 --> 00:08:55.000]  他們開始dating了
[00:08:55.000 --> 00:08:56.000]  就男主角跟女主角
[00:08:56.000 --> 00:08:58.000]  開始dating
[00:08:58.000 --> 00:08:59.000]  那個男的開始去約她
[00:08:59.000 --> 00:09:00.000]  就是那邊說
[00:09:00.000 --> 00:09:02.000]  我聽見愛人的聲音
[00:09:02.000 --> 00:09:03.000]  她爬山躍嶺地過來
[00:09:03.000 --> 00:09:05.000]  就是那個男的來找她了
[00:09:05.000 --> 00:09:06.000]  來date她 來告訴她
[00:09:06.000 --> 00:09:07.000]  跟我一起出去吧
[00:09:07.000 --> 00:09:09.000]  一篇很美的詩
[00:09:09.000 --> 00:09:11.000]  那麼第一章其實講的是
[00:09:11.000 --> 00:09:13.000]  還沒有開始dating
[00:09:13.000 --> 00:09:14.000]  第一章講的是女主角
[00:09:14.000 --> 00:09:16.000]  在幻想 在期待說
[00:09:16.000 --> 00:09:17.000]  如果有愛情的話
[00:09:17.000 --> 00:09:19.000]  到底應該是怎麼樣的
[00:09:19.000 --> 00:09:21.000]  那段時間很美
[00:09:21.000 --> 00:09:23.000]  你知道愛情其中
[00:09:23.000 --> 00:09:24.000]  最美的一個地方
[00:09:24.000 --> 00:09:25.000]  是因爲有期待
[00:09:25.000 --> 00:09:27.000]  跟等待的那段時間
[00:09:27.000 --> 00:09:28.000]  那現代的人
[00:09:28.000 --> 00:09:30.000]  基本上很難享受這個
[00:09:30.000 --> 00:09:32.000]  因爲現在都太方便了
[00:09:32.000 --> 00:09:33.000]  以前不一樣
[00:09:33.000 --> 00:09:34.000]  我們這次去
[00:09:34.000 --> 00:09:37.000]  我上禮拜去Atlanta
[00:09:37.000 --> 00:09:38.000]  講一個退休會
[00:09:38.000 --> 00:09:39.000]  然後認識那邊
[00:09:39.000 --> 00:09:40.000]  教會的弟兄姐妹
[00:09:40.000 --> 00:09:41.000]  那其中有一個
[00:09:41.000 --> 00:09:43.000]  越南的華僑
[00:09:43.000 --> 00:09:44.000]  結婚很久了
[00:09:44.000 --> 00:09:45.000]  已經有了孩子
[00:09:45.000 --> 00:09:47.000]  可是他們是青梅竹馬
[00:09:47.000 --> 00:09:49.000]  他們從小就認識
[00:09:49.000 --> 00:09:51.000]  很小就喜歡上彼此
[00:09:51.000 --> 00:09:53.000]  可是在戰亂的時期
[00:09:53.000 --> 00:09:54.000]  他們彼此去了
[00:09:54.000 --> 00:09:55.000]  不同的難民營
[00:09:55.000 --> 00:09:56.000]  就分開兩地
[00:09:56.000 --> 00:09:57.000]  有人好像去了
[00:09:57.000 --> 00:09:58.000]  澳洲的越南難民
[00:09:58.000 --> 00:09:59.000]  有人去了
[00:09:59.000 --> 00:10:01.000]  什麼英國 歐洲什麼
[00:10:01.000 --> 00:10:03.000]  就反正分開兩地很長
[00:10:03.000 --> 00:10:04.000]  他說那段日子
[00:10:04.000 --> 00:10:05.000]  當年他才
[00:10:05.000 --> 00:10:07.000]  好像十幾八歲
[00:10:07.000 --> 00:10:08.000]  他喜歡的那個女生
[00:10:08.000 --> 00:10:10.000]  就現在成爲他太太
[00:10:10.000 --> 00:10:12.000]  當年他太太才13歲
[00:10:12.000 --> 00:10:13.000]  很小
[00:10:13.000 --> 00:10:16.000]  他說那段在
[00:10:16.000 --> 00:10:18.000]  我很少見一個人
[00:10:18.000 --> 00:10:19.000]  結婚那麼久
[00:10:19.000 --> 00:10:20.000]  還那麼恩愛的
[00:10:20.000 --> 00:10:21.000]  他在我跟Shirley面前
[00:10:21.000 --> 00:10:23.000]  講他太太的故事
[00:10:23.000 --> 00:10:24.000]  一個大男人
[00:10:24.000 --> 00:10:26.000]  講着講着講到哭
[00:10:26.000 --> 00:10:27.000]  講到他太太
[00:10:27.000 --> 00:10:29.000]  這不是初戀
[00:10:29.000 --> 00:10:30.000]  也不是新婚
[00:10:30.000 --> 00:10:33.000]  是結婚很久了
[00:10:33.000 --> 00:10:34.000]  女兒都很大了
[00:10:34.000 --> 00:10:35.000]  還在哭說
[00:10:35.000 --> 00:10:36.000]  我很愛他太太
[00:10:36.000 --> 00:10:37.000]  我很羨慕
[00:10:37.000 --> 00:10:39.000]  他說當年在難民營的時候
[00:10:39.000 --> 00:10:41.000]  你知道那種時代
[00:10:41.000 --> 00:10:42.000]  不像現在
[00:10:42.000 --> 00:10:43.000]  什麼WeChat
[00:10:43.000 --> 00:10:44.000]  WhatsApp
[00:10:44.000 --> 00:10:45.000]  隨便找得到
[00:10:45.000 --> 00:10:47.000]  那時候是要寄信的
[00:10:47.000 --> 00:10:48.000]  你知道他說
[00:10:48.000 --> 00:10:50.000]  有一次寄信多麻煩
[00:10:50.000 --> 00:10:51.000]  因爲我不知道
[00:10:51.000 --> 00:10:52.000]  你在哪一個難民營
[00:10:52.000 --> 00:10:53.000]  我要寄信給你
[00:10:53.000 --> 00:10:55.000]  要先寄信給你的父母
[00:10:55.000 --> 00:10:56.000]  你父母知道你在哪裏
[00:10:56.000 --> 00:10:58.000]  你父母再把信寄給你
[00:10:58.000 --> 00:10:59.000]  所以他說寫一封信
[00:10:59.000 --> 00:11:01.000]  你寫信到信到我這裏
[00:11:01.000 --> 00:11:03.000]  可能需要三個月
[00:11:03.000 --> 00:11:05.000]  可是他說那種等待
[00:11:05.000 --> 00:11:06.000]  就是他在難民營
[00:11:06.000 --> 00:11:07.000]  收到第一封信三個月
[00:11:07.000 --> 00:11:09.000]  他說開心了半年
[00:11:09.000 --> 00:11:12.000]  那種對愛的期待
[00:11:12.000 --> 00:11:13.000]  好不容易
[00:11:13.000 --> 00:11:14.000]  等到你愛的人來一封信
[00:11:14.000 --> 00:11:16.000]  那封信你從頭讀到尾
[00:11:16.000 --> 00:11:17.000]  背起來
[00:11:17.000 --> 00:11:21.000]  這種對愛的期待跟等待
[00:11:21.000 --> 00:11:23.000]  其實是神創在愛情當中
[00:11:23.000 --> 00:11:25.000]  最美的一部分
[00:11:25.000 --> 00:11:26.000]  那現代的人
[00:11:26.000 --> 00:11:27.000]  沒有辦法享受
[00:11:27.000 --> 00:11:29.000]  因爲太方便WeChat
[00:11:29.000 --> 00:11:30.000]  雖然有些人
[00:11:30.000 --> 00:11:31.000]  WeChat真的是很過分
[00:11:31.000 --> 00:11:32.000]  你say hi
[00:11:32.000 --> 00:11:33.000]  他三個月再回
[00:11:33.000 --> 00:11:35.000]  就回到以前寄信的速度
[00:11:35.000 --> 00:11:36.000]  大部分都不會
[00:11:36.000 --> 00:11:37.000]  大部分就是QQ
[00:11:37.000 --> 00:11:38.000]  WeChat
[00:11:38.000 --> 00:11:39.000]  Facebook
[00:11:39.000 --> 00:11:40.000]  現在太方便了
[00:11:40.000 --> 00:11:42.000]  現在的人都不等了
[00:11:42.000 --> 00:11:43.000]  你知道現在的人
[00:11:43.000 --> 00:11:47.000]  是不太會享受愛情
[00:11:47.000 --> 00:11:49.000]  所以現在人不會等
[00:11:49.000 --> 00:11:51.000]  從你父母開始
[00:11:51.000 --> 00:11:52.000]  你父母
[00:11:52.000 --> 00:11:53.000]  中環的父母是很奇怪的
[00:11:53.000 --> 00:11:54.000]  到你大學的時候
[00:11:54.000 --> 00:11:56.000]  說不要隨便拍拖
[00:11:56.000 --> 00:11:57.000]  趕快好好讀書
[00:11:57.000 --> 00:11:58.000]  到你畢業了
[00:11:58.000 --> 00:11:59.000]  他開始着急
[00:11:59.000 --> 00:12:00.000]  就開始催你
[00:12:00.000 --> 00:12:01.000]  趕快結婚
[00:12:01.000 --> 00:12:02.000]  早上結婚
[00:12:02.000 --> 00:12:03.000]  等什麼等
[00:12:03.000 --> 00:12:04.000]  不要等
[00:12:04.000 --> 00:12:05.000]  找個對門當戶對的去結婚
[00:12:05.000 --> 00:12:07.000]  結完婚就催你生孩子
[00:12:07.000 --> 00:12:08.000]  生完孩子就催你
[00:12:08.000 --> 00:12:09.000]  趕快孩子要畢業
[00:12:09.000 --> 00:12:10.000]  最後當然是催你
[00:12:10.000 --> 00:12:11.000]  趕快去死了
[00:12:11.000 --> 00:12:13.000]  所以我們就很趕
[00:12:13.000 --> 00:12:14.000]  就一直趕一直趕
[00:12:14.000 --> 00:12:16.000]  可是你忘記了
[00:12:16.000 --> 00:12:17.000]  雅歌其中一個
[00:12:17.000 --> 00:12:19.000]  給我們愛情的奧祕
[00:12:19.000 --> 00:12:20.000]  很美的地方
[00:12:20.000 --> 00:12:22.000]  是那一段等候
[00:12:22.000 --> 00:12:24.000]  等待的那段的時間
[00:12:24.000 --> 00:12:26.000]  這是現代的人
[00:12:26.000 --> 00:12:27.000]  沒有的智慧
[00:12:27.000 --> 00:12:29.000]  我們都急着說
[00:12:29.000 --> 00:12:30.000]  把很多的元素
[00:12:30.000 --> 00:12:32.000]  放在愛情裏面
[00:12:32.000 --> 00:12:33.000]  我們考慮說
[00:12:33.000 --> 00:12:35.000]  你有沒有房產
[00:12:35.000 --> 00:12:38.000]  你有沒有穩定的收入
[00:12:38.000 --> 00:12:40.000]  你有沒有退休的計劃
[00:12:40.000 --> 00:12:42.000]  是不是門當戶對
[00:12:42.000 --> 00:12:43.000]  在中國大陸
[00:12:43.000 --> 00:12:44.000]  有沒有戶口
[00:12:44.000 --> 00:12:46.000]  很多很多的東西
[00:12:46.000 --> 00:12:47.000]  放在一起
[00:12:47.000 --> 00:12:49.000]  變得說我們沒有辦法
[00:12:49.000 --> 00:12:50.000]  真的好像享受
[00:12:50.000 --> 00:12:52.000]  雅歌裏面所說的
[00:12:52.000 --> 00:12:54.000]  那種的愛情
[00:12:54.000 --> 00:12:55.000]  但是那種愛情
[00:12:55.000 --> 00:12:57.000]  其實是我們渴望的
[00:12:57.000 --> 00:12:59.000]  因爲我們在現實中得不到
[00:12:59.000 --> 00:13:00.000]  所以我們唯有
[00:13:00.000 --> 00:13:01.000]  在電視裏面得到
[00:13:01.000 --> 00:13:02.000]  所以爲什麼大家
[00:13:02.000 --> 00:13:04.000]  喜歡看韓劇
[00:13:04.000 --> 00:13:06.000]  所以我們Alanta
[00:13:06.000 --> 00:13:07.000]  她是越南華僑
[00:13:07.000 --> 00:13:08.000]  她告訴我們
[00:13:08.000 --> 00:13:10.000]  她悽美的愛情故事
[00:13:10.000 --> 00:13:11.000]  我聽完說
[00:13:11.000 --> 00:13:12.000]  其實可以拍個聯繫劇
[00:13:12.000 --> 00:13:14.000]  我名字都想好了
[00:13:14.000 --> 00:13:18.000]  來自越南的你
[00:13:18.000 --> 00:13:21.000]  所以愛情就是這樣
[00:13:21.000 --> 00:13:23.000]  我以前也試過
[00:13:23.000 --> 00:13:24.000]  以前的女朋友跟我分手
[00:13:24.000 --> 00:13:26.000]  是因爲我沒有綠卡
[00:13:26.000 --> 00:13:27.000]  現在我們把愛情當中
[00:13:27.000 --> 00:13:29.000]  放很多的條件
[00:13:29.000 --> 00:13:30.000]  但是你覺得雅歌
[00:13:30.000 --> 00:13:31.000]  很奇妙的一點
[00:13:31.000 --> 00:13:33.000]  是你沒有想過
[00:13:33.000 --> 00:13:36.000]  3000年前的一首愛情的詩
[00:13:36.000 --> 00:13:40.000]  她一個字沒有提到生小孩
[00:13:40.000 --> 00:13:41.000]  她完全只是描寫了
[00:13:41.000 --> 00:13:42.000]  兩根的愛情
[00:13:42.000 --> 00:13:44.000]  說我對愛情的渴望
[00:13:44.000 --> 00:13:45.000]  當我找到愛情的時候
[00:13:45.000 --> 00:13:48.000]  我心裏面就有那種滿足感
[00:13:48.000 --> 00:13:49.000]  她講的是這個
[00:13:49.000 --> 00:13:50.000]  你很難想象
[00:13:50.000 --> 00:13:52.000]  3000年前這麼保守的社會
[00:13:52.000 --> 00:13:54.000]  你以爲3000年前那些人說
[00:13:54.000 --> 00:13:55.000]  結婚就是爲了生孩子嗎
[00:13:55.000 --> 00:13:57.000]  不要什麼什麼享受愛情
[00:13:57.000 --> 00:13:58.000]  男女間親親他他
[00:13:58.000 --> 00:13:59.000]  不要管他
[00:13:59.000 --> 00:14:01.000]  就是找個門當戶對的
[00:14:01.000 --> 00:14:02.000]  有退休金預備好了
[00:14:02.000 --> 00:14:03.000]  返場預備好了
[00:14:03.000 --> 00:14:05.000]  什麼也有正當的戶口
[00:14:05.000 --> 00:14:06.000]  去生個孩子
[00:14:06.000 --> 00:14:08.000]  我們都是這樣
[00:14:08.000 --> 00:14:11.000]  忘記了神當初設立愛情
[00:14:11.000 --> 00:14:13.000]  不是這樣用的
