
[00:00:00.000 --> 00:00:06.360]  看到每一位今天都是高高興興 快快樂樂 環環喜喜 健健康康的
[00:01:37.760 --> 00:01:40.760]  五七八零年 進入二零二零年的時候
[00:01:40.760 --> 00:01:42.760]  我們真的要
[00:01:42.760 --> 00:01:44.760]  再一次說
[00:01:44.760 --> 00:01:47.760]  神 祂的機會來了
[00:01:47.760 --> 00:01:50.760]  真的不要往光看壞的面
[00:01:50.760 --> 00:01:52.760]  要看好的面
[00:01:52.760 --> 00:01:54.760]  一個積極正面的思想
[00:01:54.760 --> 00:01:56.760]  跟態度
[00:01:56.760 --> 00:01:58.760]  我們前一段時間在說
[00:01:58.760 --> 00:02:00.760]  我們五七七零年
[00:02:00.760 --> 00:02:02.760]  到五七七九年
[00:02:02.760 --> 00:02:04.760]  今年是五七八零年
[00:02:04.760 --> 00:02:06.760]  猶太歷
[00:02:06.760 --> 00:02:08.760]  五七七零年到
[00:02:08.760 --> 00:02:10.760]  五七七九年是這個
[00:02:10.760 --> 00:02:12.760]  七零年代
[00:02:12.760 --> 00:02:14.760]  祂實際上是阿姨
[00:02:14.760 --> 00:02:17.760]  祂那個符號像一個眼睛
[00:02:17.760 --> 00:02:20.760]  所以祂是說我們要看到神的作為
[00:02:20.760 --> 00:02:22.760]  這算是 過去十年算是我們
[00:02:22.760 --> 00:02:24.760]  興旺愛的幼兒期吧
[00:02:24.760 --> 00:02:26.760]  小孩子
[00:02:26.760 --> 00:02:28.760]  但是我們進入了五七八零年
[00:02:28.760 --> 00:02:30.760]  今年 要到八九年
[00:02:30.760 --> 00:02:32.760]  他們叫做Pain
[00:02:32.760 --> 00:02:34.760]  像是一個嘴巴
[00:02:34.760 --> 00:02:36.760]  他說往後十年呢
[00:02:36.760 --> 00:02:39.760]  我們要宣告神的作為
[00:02:39.760 --> 00:02:42.760]  這是我們興旺愛的成長時期
[00:02:42.760 --> 00:02:45.760]  所以當我們來了神的面前的時候
[00:02:45.760 --> 00:02:47.760]  我們過去看到神的作為呀
[00:02:47.760 --> 00:02:49.760]  是不是
[00:02:49.760 --> 00:02:51.760]  我們買了這個糖
[00:02:51.760 --> 00:02:53.760]  我們還有各式各樣的事情
[00:02:53.760 --> 00:02:55.760]  感謝神 讚美神
[00:02:55.760 --> 00:02:57.760]  Hallelujah
[00:02:57.760 --> 00:02:59.760]  那麼我們往後五七八零年
[00:02:59.760 --> 00:03:01.760]  今年
[00:03:01.760 --> 00:03:03.760]  也就是
[00:03:03.760 --> 00:03:05.760]  犀利主厚2020年
[00:03:05.760 --> 00:03:07.760]  今年
[00:03:07.760 --> 00:03:09.760]  剛才我們念的是
[00:03:09.760 --> 00:03:12.760]  歷代之下二十章二十節
[00:03:12.760 --> 00:03:14.760]  他說
[00:03:14.760 --> 00:03:16.760]  這個耶和華
[00:03:16.760 --> 00:03:18.760]  我們的神
[00:03:18.760 --> 00:03:20.760]  那麼必定要讓我們立穩
[00:03:20.760 --> 00:03:22.760]  聽他先知的話
[00:03:22.760 --> 00:03:24.760]  必定衡通
[00:03:24.760 --> 00:03:26.760]  這就是歷代之下二十章二十節
[00:03:26.760 --> 00:03:28.760]  他說的
[00:03:28.760 --> 00:03:30.760]  感謝神 因為我們每一位
[00:03:30.760 --> 00:03:32.760]  都在這個
[00:03:32.760 --> 00:03:34.760]  瘟疫之中
[00:03:34.760 --> 00:03:36.760]  都在這個經濟狀況之中
[00:03:36.760 --> 00:03:38.760]  都甚至於在這個氣候變化
[00:03:38.760 --> 00:03:40.760]  甚至於在什麼
[00:03:40.760 --> 00:03:42.760]  貿易戰或者是什麼之中
[00:03:42.760 --> 00:03:44.760]  都能夠站立得穩
[00:03:44.760 --> 00:03:46.760]  而且
[00:03:46.760 --> 00:03:48.760]  都能夠衡通
[00:03:48.760 --> 00:03:50.760]  讓神的話語成為我們的支柱
[00:03:50.760 --> 00:03:52.760]  有一位
[00:03:52.760 --> 00:03:56.760]  預言家先知
[00:03:56.760 --> 00:03:58.760]  他叫Chuck Pierce
[00:03:58.760 --> 00:04:00.760]  他說使徒信的宣告
[00:04:00.760 --> 00:04:02.760]  還有行動的十年
[00:04:02.760 --> 00:04:04.760]  我們要開始了
[00:04:04.760 --> 00:04:06.760]  所以我們要宣告
[00:04:06.760 --> 00:04:08.760]  我們要開始行動
[00:04:08.760 --> 00:04:10.760]  因為神已經
[00:04:10.760 --> 00:04:12.760]  應許我們了
[00:04:12.760 --> 00:04:14.760]  你知道嗎
[00:04:14.760 --> 00:04:16.760]  我們把聖經打開來
[00:04:16.760 --> 00:04:18.760]  聽說裡面有
[00:04:18.760 --> 00:04:20.760]  三千多個神的祝福
[00:04:20.760 --> 00:04:22.760]  神的保守
[00:04:22.760 --> 00:04:24.760]  神的應許
[00:04:24.760 --> 00:04:26.760]  神的各式各樣的安慰
[00:04:26.760 --> 00:04:28.760]  神的醫治
[00:04:28.760 --> 00:04:30.760]  所以你隨便一翻
[00:04:30.760 --> 00:04:32.760]  你很少
[00:04:32.760 --> 00:04:34.760]  不碰到有這些的
[00:04:34.760 --> 00:04:36.760]  這叫做
[00:04:36.760 --> 00:04:38.760]  神的應許
[00:04:38.760 --> 00:04:40.760]  神給我們的好處
[00:04:40.760 --> 00:04:42.760]  但是其中很多
[00:04:42.760 --> 00:04:44.760]  都是過去式
[00:04:44.760 --> 00:04:46.760]  譬如說以福所書一章三節
[00:04:46.760 --> 00:04:48.760]  讓我們一起來念
[00:04:48.760 --> 00:04:50.760]  他在基督裡
[00:04:50.760 --> 00:04:52.760]  曾賜給我們天上
[00:04:52.760 --> 00:04:54.760]  各樣的福氣
[00:04:54.760 --> 00:04:56.760]  所以這是曾經賜給我們
[00:04:56.760 --> 00:04:58.760]  已經過去了
[00:04:58.760 --> 00:05:00.760]  表示說已經成就了
[00:05:00.760 --> 00:05:02.760]  四詩記六章八節
[00:05:02.760 --> 00:05:04.760]  來 上帝如此說
[00:05:04.760 --> 00:05:06.760]  我曾領你們
[00:05:06.760 --> 00:05:08.760]  從埃及上來
[00:05:08.760 --> 00:05:10.760]  出了維奴之家
[00:05:10.760 --> 00:05:12.760]  是不是
[00:05:12.760 --> 00:05:14.760]  也是過去式了已經發生了
[00:05:14.760 --> 00:05:16.760]  詩篇七十七篇
[00:05:16.760 --> 00:05:18.760]  十四節來
[00:05:18.760 --> 00:05:20.760]  你是行騎士的神
[00:05:20.760 --> 00:05:22.760]  你曾在外邦中
[00:05:22.760 --> 00:05:24.760]  彰顯你的能力
[00:05:24.760 --> 00:05:26.760]  又是曾
[00:05:26.760 --> 00:05:28.760]  表示說
[00:05:28.760 --> 00:05:30.760]  神有許多的應許
[00:05:30.760 --> 00:05:32.760]  神說的話
[00:05:32.760 --> 00:05:34.760]  都已經成就了
[00:05:34.760 --> 00:05:36.760]  只有一件事情
[00:05:36.760 --> 00:05:38.760]  還沒有成就
[00:05:38.760 --> 00:05:40.760]  耶穌再來
[00:05:40.760 --> 00:05:42.760]  其他的通通已經成就了
[00:05:42.760 --> 00:05:44.760]  耶穌他的誕生
[00:05:44.760 --> 00:05:46.760]  耶穌他要受難
[00:05:46.760 --> 00:05:48.760]  受死
[00:05:48.760 --> 00:05:50.760]  耶穌他要救贖
[00:05:50.760 --> 00:05:52.760]  耶穌他要拯救
[00:05:52.760 --> 00:05:54.760]  耶穌他要醫治
[00:05:54.760 --> 00:05:56.760]  還有整個世界的變化等等
[00:05:56.760 --> 00:05:58.760]  聖經從創世紀開始
[00:05:58.760 --> 00:06:00.760]  怎麼創造
[00:06:00.760 --> 00:06:02.760]  天地宇宙萬物
[00:06:02.760 --> 00:06:04.760]  到啟示錄結束
[00:06:04.760 --> 00:06:06.760]  這個世界要怎麼樣結束
[00:06:06.760 --> 00:06:08.760]  都已經給我們講得清清楚楚
[00:06:08.760 --> 00:06:10.760]  現在
[00:06:10.760 --> 00:06:12.760]  我們在最後那個關卡
[00:06:12.760 --> 00:06:14.760]  耶穌要來了
[00:06:14.760 --> 00:06:16.760]  我們進入了2020年
[00:06:16.760 --> 00:06:18.760]  進入了5780年
[00:06:18.760 --> 00:06:20.760]  這一個十年
[00:06:20.760 --> 00:06:22.760]  我們要來
[00:06:22.760 --> 00:06:24.760]  宣告
[00:06:24.760 --> 00:06:26.760]  神要在我們中間
[00:06:26.760 --> 00:06:28.760]  做神行騎士
[00:06:28.760 --> 00:06:30.760]  因為
[00:06:30.760 --> 00:06:32.760]  我們剛才說神已經應許我們了
[00:06:32.760 --> 00:06:34.760]  大部分都是過去式
[00:06:34.760 --> 00:06:36.760]  已經成就了
[00:06:36.760 --> 00:06:38.760]  但是
[00:06:38.760 --> 00:06:40.760]  很可能你還覺得
[00:06:40.760 --> 00:06:42.760]  沒有在你身上
[00:06:42.760 --> 00:06:44.760]  你會不會感覺到神
[00:06:44.760 --> 00:06:46.760]  我聽那個牧師說
[00:06:46.760 --> 00:06:48.760]  神醫治他
[00:06:48.760 --> 00:06:50.760]  我聽那個姐妹說
[00:06:50.760 --> 00:06:52.760]  神賜福給他
[00:06:52.760 --> 00:06:54.760]  我聽另外一個弟兄說
[00:06:54.760 --> 00:06:56.760]  神給他財富
[00:06:56.760 --> 00:06:58.760]  神給他平安神給他喜樂
[00:06:58.760 --> 00:07:00.760]  好棒好棒
[00:07:00.760 --> 00:07:02.760]  但是我的家庭我的健康我的工作
[00:07:02.760 --> 00:07:04.760]  連財都跟我作對
[00:07:04.760 --> 00:07:06.760]  你不感覺到
[00:07:06.760 --> 00:07:08.760]  你是蒙福了是不是
[00:07:08.760 --> 00:07:10.760]  我跟你講一個秘訣
[00:07:10.760 --> 00:07:12.760]  你要怎麼樣克服這個
[00:07:12.760 --> 00:07:14.760]  你就要像亞伯拉罕
[00:07:14.760 --> 00:07:16.760]  一樣的來宣告
[00:07:16.760 --> 00:07:18.760]  來讓我們一起來宣告
[00:07:18.760 --> 00:07:20.760]  我講一句你們講一句
[00:07:20.760 --> 00:07:22.760]  上帝啊
[00:07:22.760 --> 00:07:24.760]  如果你說我有福
[00:07:24.760 --> 00:07:26.760]  我就有福
[00:07:26.760 --> 00:07:28.760]  我就有福
[00:07:28.760 --> 00:07:30.760]  雖然整體經濟狀況不佳
[00:07:30.760 --> 00:07:32.760]  雖然整體經濟狀況不佳
[00:07:32.760 --> 00:07:34.760]  雖然整體經濟狀況不佳
[00:07:34.760 --> 00:07:36.760]  我的健康報告不好
[00:07:36.760 --> 00:07:38.760]  我的健康報告不好
[00:07:38.760 --> 00:07:40.760]  全球流感肺炎猖狂
[00:07:40.760 --> 00:07:42.760]  全球流感肺炎猖狂
[00:07:42.760 --> 00:07:44.760]  全球流感肺炎猖狂
[00:07:44.760 --> 00:07:46.760]  但上帝的報告是好的
[00:07:46.760 --> 00:07:48.760]  但上帝的報告是好的
[00:07:48.760 --> 00:07:50.760]  我的報告就差不了
[00:07:50.760 --> 00:07:52.760]  我的報告就差不了
[00:07:52.760 --> 00:07:54.760]  我就蒙福
[00:07:54.760 --> 00:07:56.760]  我就蒙福
[00:07:56.760 --> 00:07:58.760]  富裕健康喜樂
[00:07:58.760 --> 00:08:00.760]  富裕健康喜樂
[00:08:00.760 --> 00:08:02.760]  所以我們要來宣告
[00:08:02.760 --> 00:08:04.760]  所以我們要來宣告
[00:08:04.760 --> 00:08:06.760]  甚至於
[00:08:06.760 --> 00:08:08.760]  神已經允許我們了
[00:08:08.760 --> 00:08:10.760]  神已經做給我們看了
[00:08:10.760 --> 00:08:12.760]  但是我們仍然有許多負面的思想
[00:08:12.760 --> 00:08:14.760]  但是我們仍然有許多負面的思想
[00:08:14.760 --> 00:08:16.760]  你會不會說
[00:08:16.760 --> 00:08:18.760]  我也希望有上帝的祝福在我身上
[00:08:18.760 --> 00:08:20.760]  我也希望有上帝的祝福在我身上
[00:08:20.760 --> 00:08:22.760]  我希望我也有上帝的恩寵
[00:08:22.760 --> 00:08:24.760]  我希望我也有上帝的恩寵
[00:08:24.760 --> 00:08:26.760]  記住你已經有了
[00:08:26.760 --> 00:08:28.760]  只是還沒有到手而已
[00:08:28.760 --> 00:08:30.760]  只是還沒有到手而已
[00:08:30.760 --> 00:08:32.760]  太棒了
[00:08:32.760 --> 00:08:34.760]  你們跳得太快了吧
[00:08:34.760 --> 00:08:36.760]  你們跳得太快了吧
[00:08:36.760 --> 00:08:38.760]  有一個年輕人
[00:08:38.760 --> 00:08:40.760]  他要高中畢業他想要的一個禮物
[00:08:40.760 --> 00:08:42.760]  是一台摩托車
[00:08:42.760 --> 00:08:44.760]  一台機車
[00:08:44.760 --> 00:08:46.760]  所以他爸爸給他買好了
[00:08:46.760 --> 00:08:48.760]  而且是在
[00:08:48.760 --> 00:08:50.760]  復活節的時候
[00:08:50.760 --> 00:08:52.760]  黑五Black Friday的時候
[00:08:52.760 --> 00:08:54.760]  黑五Black Friday的時候
[00:08:54.760 --> 00:08:56.760]  十一月的時候買好
[00:08:56.760 --> 00:08:58.760]  他要明年六七月才要畢業
[00:08:58.760 --> 00:09:00.760]  所以十月十一月就買好了
[00:09:00.760 --> 00:09:02.760]  所以十月十一月就買好了
[00:09:02.760 --> 00:09:04.760]  但是提貨的日期
[00:09:04.760 --> 00:09:06.760]  是他畢業日的當天
[00:09:06.760 --> 00:09:08.760]  所以這個禮物他有沒有了
[00:09:08.760 --> 00:09:10.760]  有了
[00:09:10.760 --> 00:09:12.760]  只是還沒有到手
[00:09:12.760 --> 00:09:14.760]  是不是
[00:09:14.760 --> 00:09:16.760]  感謝主
[00:09:16.760 --> 00:09:18.760]  同樣的這個故事
[00:09:18.760 --> 00:09:20.760]  有另外一個版本
[00:09:20.760 --> 00:09:22.760]  就他很想要這個摩托車
[00:09:22.760 --> 00:09:24.760]  這個禮物
[00:09:24.760 --> 00:09:26.760]  他是說到了生日的時候
[00:09:26.760 --> 00:09:28.760]  他希望有
[00:09:28.760 --> 00:09:30.760]  結果等著等著生日到了
[00:09:30.760 --> 00:09:32.760]  他爸爸給他一本聖經
[00:09:32.760 --> 00:09:34.760]  記得他把聖經塞到地上
[00:09:34.760 --> 00:09:36.760]  結果離家出走了
[00:09:36.760 --> 00:09:38.760]  後來他爸爸過了幾年
[00:09:38.760 --> 00:09:40.760]  爸爸過世了他回來了
[00:09:40.760 --> 00:09:42.760]  不僅老淚縱橫
[00:09:42.760 --> 00:09:44.760]  拿起爸爸給他的一本聖經
[00:09:44.760 --> 00:09:46.760]  一打開
[00:09:46.760 --> 00:09:48.760]  中間有一張
[00:09:48.760 --> 00:09:50.760]  給他買的
[00:09:50.760 --> 00:09:52.760]  買好的摩托車的
[00:09:52.760 --> 00:09:54.760]  提款的收據
[00:09:54.760 --> 00:09:56.760]  就差了一點點
[00:09:56.760 --> 00:09:58.760]  是不是
[00:09:58.760 --> 00:10:00.760]  神應許要給你
[00:10:00.760 --> 00:10:02.760]  他已經給了你了
[00:10:02.760 --> 00:10:04.760]  現在問題是你到手了沒有
[00:10:04.760 --> 00:10:06.760]  我常常喜歡說
[00:10:06.760 --> 00:10:08.760]  陰宮裡面會翻船你知道嗎
[00:10:08.760 --> 00:10:10.760]  你不要以為到了
[00:10:10.760 --> 00:10:12.760]  神講了我有了
[00:10:12.760 --> 00:10:14.760]  是平安席了
[00:10:14.760 --> 00:10:16.760]  醫治我赤膚給我
[00:10:16.760 --> 00:10:18.760]  鈔票鈔票大把大把進來給我
[00:10:18.760 --> 00:10:20.760]  但是到手的鴨子
[00:10:20.760 --> 00:10:22.760]  都會飛
[00:10:22.760 --> 00:10:24.760]  你要知道
[00:10:24.760 --> 00:10:26.760]  好了好了
[00:10:26.760 --> 00:10:28.760]  好了下一個
[00:10:28.760 --> 00:10:30.760]  所以我們許多人
[00:10:30.760 --> 00:10:32.760]  有負面的思想
[00:10:32.760 --> 00:10:34.760]  所以你要更新你的思想
[00:10:34.760 --> 00:10:36.760]  更新更新
[00:10:36.760 --> 00:10:38.760]  就好像更新你的
[00:10:38.760 --> 00:10:40.760]  作業程序一樣
[00:10:40.760 --> 00:10:42.760]  你知道嗎我們電腦
[00:10:42.760 --> 00:10:44.760]  我們從溫7到溫8
[00:10:44.760 --> 00:10:46.760]  到溫10
[00:10:46.760 --> 00:10:48.760]  那怎麼沒有溫9啊
[00:10:48.760 --> 00:10:50.760]  確實沒有溫9
[00:10:50.760 --> 00:10:52.760]  溫8就直接跳到溫10
[00:10:52.760 --> 00:10:54.760]  當初我在更換的時候
[00:10:54.760 --> 00:10:56.760]  我就一面
[00:10:56.760 --> 00:10:58.760]  一面適用一面罵
[00:10:58.760 --> 00:11:00.760]  他現在我好喜歡溫10啊
[00:11:00.760 --> 00:11:02.760]  是不是
[00:11:02.760 --> 00:11:04.760]  就是因為
[00:11:04.760 --> 00:11:06.760]  我們的心思意念是老舊的
[00:11:06.760 --> 00:11:08.760]  你知道嗎
[00:11:08.760 --> 00:11:10.760]  你的電腦系統是老舊的
[00:11:10.760 --> 00:11:12.760]  你習慣了這麼做
[00:11:12.760 --> 00:11:14.760]  現在換上了溫10給你
[00:11:14.760 --> 00:11:16.760]  你就覺得這邊也不順那邊順
[00:11:16.760 --> 00:11:18.760]  但是當你多用了
[00:11:18.760 --> 00:11:20.760]  幾個月幾天以後
[00:11:20.760 --> 00:11:22.760]  你發現真好用啊
[00:11:22.760 --> 00:11:24.760]  是不是
[00:11:24.760 --> 00:11:26.760]  習慣了就好
[00:11:26.760 --> 00:11:28.760]  因為我們人很怕
[00:11:28.760 --> 00:11:30.760]  走出我們的
[00:11:30.760 --> 00:11:32.760]  舒適區你知道嗎
[00:11:32.760 --> 00:11:34.760]  躺在家裡面躺在床上
[00:11:34.760 --> 00:11:36.760]  玩電腦玩遊戲
[00:11:36.760 --> 00:11:38.760]  看電視吃喝玩樂
[00:11:38.760 --> 00:11:40.760]  好棒啊
[00:11:40.760 --> 00:11:42.760]  叫你出去走去
[00:11:42.760 --> 00:11:44.760]  叫你出去傳福音去
[00:11:44.760 --> 00:11:46.760]  叫你出去運動去
[00:11:46.760 --> 00:11:48.760]  叫你出去幫忙去
[00:11:48.760 --> 00:11:50.760]  叫你出去掃院子去
[00:11:50.760 --> 00:11:52.760]  叫我啦不是叫你啦
[00:11:52.760 --> 00:11:54.760]  我都說好累喔
[00:11:54.760 --> 00:11:56.760]  是不是
[00:11:56.760 --> 00:11:58.760]  但是這是我們因為習慣
[00:11:58.760 --> 00:12:00.760]  安適舒適
[00:12:00.760 --> 00:12:02.760]  所以
[00:12:02.760 --> 00:12:04.760]  我們要培養習慣
[00:12:04.760 --> 00:12:06.760]  更新我們的思維
[00:12:06.760 --> 00:12:08.760]  你要從那個我不能
[00:12:08.760 --> 00:12:10.760]  我做不到
[00:12:10.760 --> 00:12:12.760]  到時候我試試看
[00:12:12.760 --> 00:12:14.760]  最後說我能做得到
[00:12:14.760 --> 00:12:16.760]  是不是
[00:12:16.760 --> 00:12:18.760]  感謝神
[00:12:18.760 --> 00:12:20.760]  你要從那個時候我病好不了啦
[00:12:20.760 --> 00:12:22.760]  但是上帝
[00:12:22.760 --> 00:12:24.760]  會叫我的病好起來
[00:12:24.760 --> 00:12:26.760]  是不是
[00:12:26.760 --> 00:12:28.760]  你說我又老我犯的錯又太多
[00:12:28.760 --> 00:12:30.760]  但是神
[00:12:30.760 --> 00:12:32.760]  已經寬恕了你
[00:12:32.760 --> 00:12:34.760]  好戲還在後頭
[00:12:34.760 --> 00:12:36.760]  是不是
[00:12:36.760 --> 00:12:38.760]  感謝主
[00:12:38.760 --> 00:12:40.760]  我們要更新我們的系統
[00:12:40.760 --> 00:12:42.760]  那麼我們還要
[00:12:42.760 --> 00:12:44.760]  很多事情你行不通是不是
[00:12:44.760 --> 00:12:46.760]  但是你不要把你的焦點
[00:12:46.760 --> 00:12:48.760]  聚焦在
[00:12:48.760 --> 00:12:50.760]  你的困苦你的困難
[00:12:50.760 --> 00:12:52.760]  你行不通的事情上面
[00:12:52.760 --> 00:12:54.760]  你要把它聚焦在
[00:12:54.760 --> 00:12:56.760]  你可以行得通的事情上面
[00:12:56.760 --> 00:12:58.760]  昨天我才錄一個音蠻有意思的
[00:12:58.760 --> 00:13:02.760]  他說所有你的仇人
[00:13:02.760 --> 00:13:04.760]  大部分以前
[00:13:04.760 --> 00:13:06.760]  都是你的朋友
[00:13:06.760 --> 00:13:08.760]  你不信
[00:13:08.760 --> 00:13:10.760]  真的
[00:13:10.760 --> 00:13:12.760]  所以
[00:13:12.760 --> 00:13:14.760]  以前既然是你的朋友
[00:13:14.760 --> 00:13:16.760]  現在為什麼變成反目成仇呢
[00:13:16.760 --> 00:13:18.760]  或者是老死不相往來了
[00:13:18.760 --> 00:13:20.760]  或者是想到他就生氣呢
[00:13:20.760 --> 00:13:22.760]  因為你沒有記到他的好
[00:13:22.760 --> 00:13:26.760]  是不是
[00:13:26.760 --> 00:13:28.760]  我昨天看到
[00:13:28.760 --> 00:13:30.760]  正好是
[00:13:30.760 --> 00:13:32.760]  Valentine's Day
[00:13:32.760 --> 00:13:34.760]  我就大獻殷勤
[00:13:34.760 --> 00:13:36.760]  因為我以前老是看到
[00:13:36.760 --> 00:13:38.760]  師母不好的
[00:13:38.760 --> 00:13:42.760]  老是覺得哎呀
[00:13:42.760 --> 00:13:44.760]  怎麼這樣子不行那樣子不行呢
[00:13:44.760 --> 00:13:46.760]  所以你就怎麼樣
[00:13:46.760 --> 00:13:48.760]  你看到的都是不好的
[00:13:48.760 --> 00:13:50.760]  你看到的都是你的困難
[00:13:50.760 --> 00:13:52.760]  你看到的都是你做不來的事情
[00:13:52.760 --> 00:13:54.760]  但是當我把焦點
[00:13:54.760 --> 00:13:56.760]  看到他好的地方
[00:13:56.760 --> 00:13:58.760]  越看他越好
[00:13:58.760 --> 00:14:00.760]  哇
[00:14:00.760 --> 00:14:02.760]  真的
[00:14:02.760 --> 00:14:04.760]  因為有一個鄉下有一個
[00:14:04.760 --> 00:14:06.760]  他們有一個
[00:14:06.760 --> 00:14:08.760]  師母更棒
[00:14:08.760 --> 00:14:12.760]  有一個鄉下他們
[00:14:12.760 --> 00:14:14.760]  娶親有一個習慣
[00:14:14.760 --> 00:14:16.760]  就是要送一頭牛
[00:14:16.760 --> 00:14:18.760]  去當作是
[00:14:18.760 --> 00:14:20.760]  聘金吧
[00:14:20.760 --> 00:14:22.760]  那麼一般是
[00:14:22.760 --> 00:14:24.760]  一條牛
[00:14:24.760 --> 00:14:26.760]  好一點的兩條牛
[00:14:26.760 --> 00:14:28.760]  再不得了的
[00:14:28.760 --> 00:14:30.760]  最多三條牛
[00:14:30.760 --> 00:14:32.760]  結果有一個
[00:14:32.760 --> 00:14:34.760]  外鄉人
[00:14:34.760 --> 00:14:36.760]  他來這邊
[00:14:36.760 --> 00:14:38.760]  結果看上一個女子
[00:14:38.760 --> 00:14:40.760]  他就下聘
[00:14:40.760 --> 00:14:42.760]  他一聘下了五條牛
[00:14:42.760 --> 00:14:44.760]  哇
[00:14:44.760 --> 00:14:46.760]  全城轟動
[00:14:46.760 --> 00:14:48.760]  全村轟動
[00:14:48.760 --> 00:14:50.760]  人家說這個
[00:14:50.760 --> 00:14:52.760]  春花怎麼看
[00:14:52.760 --> 00:14:54.760]  最多三條牛
[00:14:54.760 --> 00:14:56.760]  怎麼只五條牛呢
[00:14:56.760 --> 00:14:58.760]  這個
[00:14:58.760 --> 00:15:00.760]  春花結果起氣了
[00:15:00.760 --> 00:15:02.760]  到了外村去了
[00:15:02.760 --> 00:15:04.760]  偶爾回來村子裡面
[00:15:04.760 --> 00:15:06.760]  人家越看他
[00:15:06.760 --> 00:15:08.760]  越只五條牛
[00:15:08.760 --> 00:15:10.760]  因為
[00:15:10.760 --> 00:15:12.760]  他心裡想我是五條牛的
[00:15:12.760 --> 00:15:14.760]  哇
[00:15:14.760 --> 00:15:16.760]  對不對
[00:15:16.760 --> 00:15:18.760]  他做事都勤快
[00:15:18.760 --> 00:15:20.760]  他做的事臉上都帶著笑容
[00:15:20.760 --> 00:15:22.760]  那個整個容光煥發
[00:15:22.760 --> 00:15:24.760]  他回到家裡面人家怎麼看他都只五條牛的
[00:15:24.760 --> 00:15:26.760]  感謝神
[00:15:26.760 --> 00:15:28.760]  我們在座的姐妹都是五條牛
[00:15:28.760 --> 00:15:30.760]  少一頭不要
[00:15:30.760 --> 00:15:32.760]  OK
[00:15:32.760 --> 00:15:44.760]  十條牛就嫁不出去了
[00:15:44.760 --> 00:15:52.760]  所以
[00:15:52.760 --> 00:15:54.760]  聚焦在可以行的事情上面
[00:15:54.760 --> 00:15:56.760]  不要老是在那個不行的事情上面
[00:15:56.760 --> 00:15:58.760]  或者打敗的事情上面
[00:15:58.760 --> 00:16:00.760]  或者失望的事情上面
[00:16:00.760 --> 00:16:02.760]  在那裡躺在地上不起來了
[00:16:02.760 --> 00:16:04.760]  要不敗
[00:16:04.760 --> 00:16:06.760]  你是不懂
[00:16:06.760 --> 00:16:08.760]  所以不管事情
[00:16:08.760 --> 00:16:10.760]  看起來有多糟糕
[00:16:10.760 --> 00:16:12.760]  你說我的神不糟糕
[00:16:12.760 --> 00:16:14.760]  你說事情
[00:16:14.760 --> 00:16:16.760]  還沒有完
[00:16:16.760 --> 00:16:18.760]  除非我的神說事情完了
[00:16:18.760 --> 00:16:20.760]  才算數
[00:16:20.760 --> 00:16:22.760]  不管有多少人告訴你說
[00:16:22.760 --> 00:16:24.760]  這樣子是行不通的
[00:16:24.760 --> 00:16:28.760]  最終只有上帝說了才算數
[00:16:28.760 --> 00:16:32.760]  我跟你講
[00:16:32.760 --> 00:16:34.760]  你走了一千條路走不通
