
[00:00:00.000 --> 00:00:03.440]  歡迎大家來到我們的「周六常大」
[00:01:51.480 --> 00:01:54.480]  怎樣去正面的去禱告
[00:01:54.480 --> 00:01:59.480]  正面的禱告是耶穌的主禱文
[00:01:59.480 --> 00:02:01.960]  而耶穌在主禱文裏面教導我們
[00:02:01.960 --> 00:02:07.880]  要向天上的父親去禱告
[00:02:07.880 --> 00:02:11.040]  當然《馬太福音》第六章不單止是講禱告
[00:02:11.040 --> 00:02:15.960]  亦都是教我們怎樣活出一個真正的基督徒人生
[00:02:15.960 --> 00:02:18.960]  我們可以將《馬太福音》第六章這樣總結
[00:02:18.960 --> 00:02:25.840]  三點 不要像假冒為善的人這樣去禱告和生活
[00:02:25.840 --> 00:02:31.200]  第二點 不要像外邦人這樣去禱告生活
[00:02:31.200 --> 00:02:33.040]  加上最中間那一點
[00:02:33.040 --> 00:02:39.240]  就是正面的要將天父兒女般去禱告生活
[00:02:39.240 --> 00:02:41.840]  如果我們將它比較圖像化一點
[00:02:41.840 --> 00:02:45.840]  你會看到三種不同的禱告
[00:02:45.840 --> 00:02:49.120]  兩種不同的生命
[00:02:49.120 --> 00:02:51.840]  有假冒為善的人的禱告
[00:02:51.840 --> 00:02:53.680]  有外邦人的禱告
[00:02:53.680 --> 00:02:56.480]  兩個是錯誤的禱告
[00:02:56.480 --> 00:02:59.800]  有第三種禱告是天父兒女的禱告
[00:02:59.800 --> 00:03:05.600]  它活了出來有兩種不同的生命
[00:03:05.600 --> 00:03:10.360]  如果你之前有聽過我講首兩篇道的時候
[00:03:10.360 --> 00:03:14.320]  你應該對這兩個圖畫都非常熟悉
[00:03:14.320 --> 00:03:20.800]  今天我們終於完結了開頭的小小的插曲
[00:03:20.800 --> 00:03:23.320]  進入主禱文
[00:03:23.320 --> 00:03:26.200]  但我們開始之前我想提示你
[00:03:26.200 --> 00:03:29.800]  究竟為何我們要有這個系列
[00:03:29.800 --> 00:03:35.600]  我們這個系列是想大家有機會去建立你的禱告生活
[00:03:35.600 --> 00:03:40.600]  又或者是重建你的禱告生活
[00:03:40.600 --> 00:03:42.600]  很多時候你來了教會一段時間
[00:03:42.600 --> 00:03:47.880]  你都很自然地會跟隨其他人的禱告
[00:03:47.880 --> 00:03:49.400]  過了很多年
[00:03:49.400 --> 00:03:52.400]  我們禱告教會教導我們的禱告
[00:03:52.400 --> 00:03:54.680]  我們禱告其他弟兄姊妹會禱告的
[00:03:54.680 --> 00:04:01.920]  但我們從來沒有仔細想過究竟聖經是怎樣教導我們禱告
[00:04:01.920 --> 00:04:04.560]  所以我希望藉著這一次的機會
[00:04:04.560 --> 00:04:05.680]  半年的時間
[00:04:05.680 --> 00:04:13.480]  可以幫我們重新建立我們真正合乎聖經的禱告生活
[00:04:13.480 --> 00:04:14.880]  在每一篇道的背後
[00:04:14.880 --> 00:04:18.440]  我都希望給大家一句的形容
[00:04:18.440 --> 00:04:22.440]  一句可以建立我們禱告生命的形容
[00:04:22.440 --> 00:04:24.920]  於是我們講完第一篇道
[00:04:24.920 --> 00:04:27.120]  你回家你禱告甚麼呢
[00:04:27.120 --> 00:04:28.880]  你記得那個星期我和大家說
[00:04:28.880 --> 00:04:30.320]  你回去甚麼都不用祈禱
[00:04:30.320 --> 00:04:32.000]  只要祈禱一樣東西就可以了
[00:04:32.000 --> 00:04:35.400]  整個星期就不斷重複同一樣東西
[00:04:35.400 --> 00:04:38.440]  「開恩救我這個罪人」
[00:04:38.440 --> 00:04:39.200]  你記不記得
[00:04:39.200 --> 00:04:45.480]  這個是第一個星期請開我們禱告眼睛的結論
[00:04:45.480 --> 00:04:49.640]  所以當你將你現在禱告的東西所有放下
[00:04:49.640 --> 00:04:50.840]  接著重新建立
[00:04:50.840 --> 00:04:53.120]  唯一一樣東西你祈禱的
[00:04:53.120 --> 00:04:54.240]  第一個星期
[00:04:54.240 --> 00:04:56.440]  是「開恩我這個罪人」
[00:04:56.440 --> 00:04:59.080]  接著第二個星期我們聽完那篇道之後
[00:04:59.080 --> 00:05:00.320]  你可以回家祈禱
[00:05:00.320 --> 00:05:01.520]  祈禱甚麼呢
[00:05:01.520 --> 00:05:06.840]  不要好像愛邦人那樣祈禱地上的事情
[00:05:06.840 --> 00:05:08.640]  不要為飲食祈禱
[00:05:08.640 --> 00:05:11.160]  不要為物質禱告
[00:05:11.160 --> 00:05:13.520]  只求上帝的國
[00:05:13.520 --> 00:05:16.160]  祈求天上的事
[00:05:16.160 --> 00:05:18.160]  這個是兩個星期之前
[00:05:18.160 --> 00:05:20.160]  我們聽完第二篇道的祈求
[00:05:20.160 --> 00:05:21.720]  所以你現在回家
[00:05:21.720 --> 00:05:23.520]  你現在在你的祈禱裏面
[00:05:23.520 --> 00:05:26.000]  應該只有這兩個項目
[00:05:26.000 --> 00:05:29.000]  我希望我們講完整個系列的時候
[00:05:29.000 --> 00:05:31.560]  可能我們有十四五個項目
[00:05:31.560 --> 00:05:34.640]  那個成為你禱告的生命
[00:05:34.640 --> 00:05:36.840]  接下來這個星期和下個星期
[00:05:36.840 --> 00:05:38.240]  我們要講
[00:05:38.240 --> 00:05:42.280]  「我們在天上的父」一和二
[00:05:42.280 --> 00:05:43.440]  我們又要問
[00:05:43.440 --> 00:05:47.200]  究竟「我們的天上在天上的父」一和二
[00:05:47.200 --> 00:05:49.240]  是教導我們禱告甚麼呢
[00:05:49.240 --> 00:05:50.640]  所以我講完這篇道之後
[00:05:50.640 --> 00:05:52.320]  我們應該有第三點
[00:05:52.320 --> 00:05:53.680]  這個星期回去的時候
[00:05:53.680 --> 00:05:57.880]  你已經有三樣東西可以祈禱了
[00:05:57.880 --> 00:06:01.680]  我們正式進入耶穌基督的主禱文
[00:06:01.680 --> 00:06:03.320]  耶穌這樣講
[00:06:03.320 --> 00:06:05.560]  《馬拉福音》第六章第九節
[00:06:05.560 --> 00:06:08.200]  「所以不要那樣禱告
[00:06:08.200 --> 00:06:10.920]  你們要這樣禱告
[00:06:10.920 --> 00:06:14.400]  我們在天上的父」
[00:06:14.400 --> 00:06:15.200]  耶穌說
[00:06:15.200 --> 00:06:19.600]  「所以你們不要像那些人這樣祈禱
[00:06:19.600 --> 00:06:22.680]  不要像那些假冒為善的人
[00:06:22.680 --> 00:06:23.680]  他們的祈禱是甚麼
[00:06:23.680 --> 00:06:25.960]  求自己的自然
[00:06:25.960 --> 00:06:28.640]  不要像他們這樣祈禱」
[00:06:28.640 --> 00:06:30.360]  但是耶穌再加多一樣東西
[00:06:30.360 --> 00:06:33.080]  「不要像外邦人那樣祈禱」
[00:06:33.080 --> 00:06:34.480]  外邦人祈禱是甚麼
[00:06:34.480 --> 00:06:36.000]  求物質
[00:06:36.000 --> 00:06:38.640]  「你們不需要求物質
[00:06:38.640 --> 00:06:40.520]  因為天父已經知道」
[00:06:40.520 --> 00:06:41.560]  記不記得
[00:06:41.560 --> 00:06:43.400]  整個第六章開始的時候
[00:06:43.400 --> 00:06:44.240]  天父都知道
[00:06:44.240 --> 00:06:46.120]  完的時候天父都知道
[00:06:46.120 --> 00:06:47.320]  前後呼應
[00:06:47.320 --> 00:06:48.280]  耶穌和你講
[00:06:48.280 --> 00:06:49.160]  天父都知道
[00:06:49.160 --> 00:06:50.160]  不用再講了
[00:06:50.160 --> 00:06:52.280]  不用再祈禱了
[00:06:52.280 --> 00:06:54.160]  是一個很驚訝的事
[00:06:54.160 --> 00:06:57.400]  我們今天打開我們的祈禱事項
[00:06:57.400 --> 00:06:59.280]  全部都是物質的東西
[00:06:59.280 --> 00:07:01.040]  然而耶穌一開始就說
[00:07:01.040 --> 00:07:03.840]  「所以不要像那些人那樣祈禱
[00:07:03.840 --> 00:07:06.160]  不要求自然
[00:07:06.160 --> 00:07:09.040]  不要求物質
[00:07:09.040 --> 00:07:12.600]  現在你需要這樣祈禱」
[00:07:12.600 --> 00:07:15.600]  耶穌開始教導我們應該怎樣祈禱
[00:07:15.600 --> 00:07:17.080]  一開始耶穌說
[00:07:17.080 --> 00:07:19.920]  「我們在天上的父」
[00:07:19.920 --> 00:07:21.360]  一個更好的翻譯
[00:07:21.360 --> 00:07:24.480]  應該是「我們的父在天上」
[00:07:24.480 --> 00:07:26.760]  如果你看原文希臘文的時候
[00:07:26.760 --> 00:07:28.960]  一開始第一個字是「父」
[00:07:28.960 --> 00:07:30.880]  然後是「我們的」
[00:07:30.880 --> 00:07:32.040]  「父我們的」
[00:07:32.040 --> 00:07:33.400]  然後「在天上」
[00:07:33.400 --> 00:07:35.320]  「父我們的在天上」
[00:07:35.320 --> 00:07:36.520]  一個更好的翻譯
[00:07:36.520 --> 00:07:38.160]  不應該是「我們在天上的父」
[00:07:38.160 --> 00:07:40.480]  而是「我們的父在天上」
[00:07:40.480 --> 00:07:43.760]  當然我明白中文不是很可行
[00:07:43.760 --> 00:07:45.480]  於是他將它跳了
[00:07:45.480 --> 00:07:48.160]  但我想你思想
[00:07:48.160 --> 00:07:51.000]  耶穌教導我們第一個禱告
[00:07:51.000 --> 00:07:56.160]  稱呼上帝為「我們的父」
[00:07:56.160 --> 00:07:58.960]  當猶太人聽到耶穌介紹
[00:07:58.960 --> 00:08:02.200]  稱呼上帝為「我們的父」的時候
[00:08:02.200 --> 00:08:04.760]  我相信如果他們熟讀舊約聖經
[00:08:04.760 --> 00:08:08.600]  第一他們會覺得有些驚訝
[00:08:08.600 --> 00:08:10.560]  第二除了驚訝之外
[00:08:10.560 --> 00:08:13.400]  他們會有一個驚喜
[00:08:13.400 --> 00:08:14.920]  他們驚訝的原因是
[00:08:14.920 --> 00:08:18.200]  雖然當時有一小撮的猶太人
[00:08:18.200 --> 00:08:22.960]  開始在禱告中稱呼上帝為「父親」
[00:08:22.960 --> 00:08:25.800]  但如果你打開整個舊約聖經的時候
[00:08:25.800 --> 00:08:31.120]  你會發現舊約聖經極少稱呼上帝為「父親」
[00:08:31.120 --> 00:08:34.160]  舊約聖經裏面有三十九本書
[00:08:34.160 --> 00:08:36.960]  九百二十九章的聖經
[00:08:36.960 --> 00:08:42.520]  二萬三千一百四十五節的聖經裏面
[00:08:42.520 --> 00:08:46.840]  在二萬三千一百四十五節的聖經裏面
[00:08:46.840 --> 00:08:51.000]  有多少節是稱呼上帝為「父親」呢?
[00:08:51.000 --> 00:08:53.440]  答案是十四
[00:08:53.440 --> 00:08:56.360]  整本這麼厚厚的舊約聖經裏面
[00:08:56.360 --> 00:08:59.160]  當他們有無數的旗號當中
[00:08:59.160 --> 00:09:03.600]  稱呼上帝為「父親」的只有十四節
[00:09:03.600 --> 00:09:06.520]  而那十四節裏面都不是特別親密的
[00:09:06.520 --> 00:09:08.920]  「阿爸」「父」這樣
[00:09:08.920 --> 00:09:12.720]  所以耶穌開始教導我們祈禱的時候
[00:09:12.720 --> 00:09:15.440]  耶穌說「我們的父」的時候
[00:09:15.440 --> 00:09:17.520]  這個對他們是一種驚訝
[00:09:17.520 --> 00:09:21.800]  因為整個舊約聖經裏面很少出現的事情
[00:09:21.800 --> 00:09:24.920]  然而如果你熟讀聖經的時候
[00:09:24.920 --> 00:09:27.520]  你聽到「我們的父」的時候
[00:09:27.520 --> 00:09:31.600]  亦都會給你另一種叫做驚喜
[00:09:31.600 --> 00:09:32.480]  為甚麼?
[00:09:32.480 --> 00:09:33.800]  原來在舊約聖經裏面
[00:09:33.800 --> 00:09:36.320]  「我們的父」出現過你知的一次
[00:09:36.320 --> 00:09:37.080]  三次
[00:09:37.080 --> 00:09:38.360]  只有三次
[00:09:38.360 --> 00:09:43.880]  但是三次出現的地方都是舊約聖經裏面非常關鍵的地方
[00:09:43.880 --> 00:09:47.480]  所以我想帶大家回去看舊約聖經裏面
[00:09:47.480 --> 00:09:52.800]  三次「我們的父」出現的地方
[00:09:52.800 --> 00:09:56.480]  第一個地方是在歷代至上
[00:09:56.480 --> 00:09:58.080]  歷代至上
[00:09:58.080 --> 00:10:03.640]  我想和大家讀一讀歷代至上的第29章第十節
[00:10:03.640 --> 00:10:05.840]  大衛的禱告
[00:10:05.840 --> 00:10:10.200]  大衛在傳會眾眼前
[00:10:10.200 --> 00:10:12.880]  稱頌耶和華說
[00:10:12.880 --> 00:10:15.360]  「耶和華以色列的神,我們的父」
[00:10:15.360 --> 00:10:16.080]  看不看得到?
[00:10:16.080 --> 00:10:16.920]  「我們的父」
[00:10:16.920 --> 00:10:17.720]  三次而已
[00:10:17.720 --> 00:10:20.280]  整本舊約聖經裏面出現過三次「我們的父」
[00:10:20.280 --> 00:10:22.560]  「耶和華以色列的神,我們的父」
[00:10:22.560 --> 00:10:27.880]  「你是應當稱頌的直到永遠」
[00:10:27.880 --> 00:10:30.520]  如果你有機會去看一看《相探》
[00:10:30.520 --> 00:10:32.520]  你去看一看當時的歷史背景
[00:10:32.520 --> 00:10:35.120]  大衛在甚麼時候去做這個祈禱
[00:10:35.120 --> 00:10:38.120]  就是大衛那時候要見聖殿
[00:10:38.120 --> 00:10:40.080]  你知道大衛是沒有見到聖殿
[00:10:40.080 --> 00:10:41.760]  因為他流人血
[00:10:41.760 --> 00:10:43.440]  要他的兒子去見聖殿
[00:10:43.440 --> 00:10:45.400]  但是大衛有一個工作
[00:10:45.400 --> 00:10:47.440]  就是他要獻禮物
[00:10:47.440 --> 00:10:49.000]  他要組織那些禮物
[00:10:49.000 --> 00:10:52.520]  於是他呼召以色列人去獻禮物
[00:10:52.520 --> 00:10:54.960]  預備將來這個聖殿
[00:10:54.960 --> 00:11:00.920]  而當時以色列人的回應是何等的樂意
[00:11:00.920 --> 00:11:02.240]  到一個地步
[00:11:02.240 --> 00:11:05.120]  所有的人都是甘心樂意獻給耶和華
[00:11:05.120 --> 00:11:08.120]  百姓歡喜
[00:11:08.120 --> 00:11:10.640]  太衛王見到那些禮物進來的時候
[00:11:10.640 --> 00:11:11.760]  他大大的歡喜
[00:11:11.760 --> 00:11:15.120]  於是他在讚美上帝
[00:11:15.120 --> 00:11:18.760]  他已經在夢想將來那個聖殿的建立
[00:11:18.760 --> 00:11:19.960]  於是耶和華說
[00:11:19.960 --> 00:11:22.520]  「以色列的神,我們的父」
[00:11:22.520 --> 00:11:26.920]  「你是應當稱頌的直到永遠」
[00:11:26.920 --> 00:11:28.880]  一個感恩的禱告
[00:11:28.880 --> 00:11:31.880]  一個敬拜的禱告
[00:11:31.880 --> 00:11:33.280]  我想問你
[00:11:33.280 --> 00:11:34.440]  感恩是甚麼?
[00:11:34.440 --> 00:11:36.240]  敬拜是甚麼?
[00:11:36.240 --> 00:11:37.760]  我們說當然是敬拜真神
[00:11:37.760 --> 00:11:40.240]  但是我問你感恩是甚麼?
[00:11:40.240 --> 00:11:42.240]  感恩有一個聖殿
[00:11:42.240 --> 00:11:42.920]  感恩是甚麼?
[00:11:42.920 --> 00:11:45.280]  我們想想如果公理堂
[00:11:45.280 --> 00:11:47.200]  這棟大廈你覺得容易嗎?
[00:11:47.200 --> 00:11:49.440]  你知道我們籌了多少億
[00:11:49.440 --> 00:11:52.920]  花了多少時間才可以建起這個
[00:11:52.920 --> 00:11:54.560]  你建起了這個
[00:11:54.560 --> 00:11:55.680]  當然是感恩
[00:11:55.680 --> 00:11:56.240]  感恩甚麼?
[00:11:56.240 --> 00:12:01.320]  感恩上帝給我們資源去建這棟很美麗的大廈
[00:12:01.320 --> 00:12:02.560]  是不是?
[00:12:02.560 --> 00:12:03.920]  這個是不是大衛的感恩?
[00:12:03.920 --> 00:12:04.880]  原來不是
[00:12:04.880 --> 00:12:10.360]  大衛感恩是因為聖殿最重要的用途是甚麼?
[00:12:10.360 --> 00:12:12.440]  是有祭物
[00:12:12.440 --> 00:12:15.600]  大衛為著那個祭物去感恩
[00:12:15.600 --> 00:12:16.600]  祭物有甚麼用?
[00:12:16.600 --> 00:12:20.360]  祭物可以除罪
[00:12:20.360 --> 00:12:23.720]  聖殿就不像我們今天拿來敬拜
[00:12:23.720 --> 00:12:25.720]  聖殿是拿來宰羊
[00:12:25.720 --> 00:12:27.000]  不斷殺
[00:12:27.000 --> 00:12:28.320]  要流血
[00:12:28.320 --> 00:12:30.440]  聖殿感恩
[00:12:30.440 --> 00:12:35.280]  因為罪可以在聖殿裏面得到赦免
[00:12:35.280 --> 00:12:39.400]  於是你可以開始想到大衛
[00:12:39.400 --> 00:12:41.520]  他所讚美的東西
[00:12:41.520 --> 00:12:42.880]  他所感恩的東西
[00:12:42.880 --> 00:12:44.360]  他所尋求的東西
[00:12:44.360 --> 00:12:46.680]  在聖殿裏面祈禱的
[00:12:46.680 --> 00:12:50.640]  是追求感恩上帝的意義
[00:12:50.640 --> 00:12:52.160]  上帝為大衛
[00:12:52.160 --> 00:12:56.360]  大家都知道大衛做過甚麼壞事
[00:12:56.360 --> 00:12:57.440]  如果有一個人
[00:12:57.440 --> 00:12:58.360]  他是迴轉
[00:12:58.360 --> 00:13:00.040]  他期待聖殿的建立
[00:13:00.040 --> 00:13:01.880]  所謂是大衛
[00:13:01.880 --> 00:13:04.920]  他辦不得立即建立
[00:13:04.920 --> 00:13:09.800]  因為這個殿裏面的祭物可以除他的罪
[00:13:09.800 --> 00:13:12.800]  大衛的禱告是一個尋求上帝意義的禱告
[00:13:12.800 --> 00:13:15.280]  是一個感恩上帝意義的禱告
[00:13:15.280 --> 00:13:16.120]  但不單這樣
[00:13:16.120 --> 00:13:17.280]  你讀下去會發現
[00:13:17.280 --> 00:13:20.440]  是一個尋求上帝國的禱告
[00:13:20.440 --> 00:13:22.800]  所以這是他禱告的開始
[00:13:22.800 --> 00:13:25.320]  第十一節
[00:13:25.320 --> 00:13:25.960]  大衛繼續
[00:13:25.960 --> 00:13:26.880]  大衛這樣說
[00:13:26.880 --> 00:13:32.560]  「尊大能力榮耀勝利威嚴全都是你的
[00:13:32.560 --> 00:13:34.560]  國度是你的
[00:13:34.560 --> 00:13:37.520]  你為至高為萬有之首
[00:13:37.520 --> 00:13:44.560]  我們稱謝你讚美你榮耀的名」
[00:13:44.560 --> 00:13:45.640]  如果你這樣讀的時候
[00:13:45.640 --> 00:13:49.920]  我不知道這個禱告令你想起甚麼
[00:13:49.920 --> 00:13:51.320]  我記得我第一次去讀的時候
[00:13:51.320 --> 00:13:54.480]  我發現這個禱告很像主督文
[00:13:54.480 --> 00:13:59.000]  好像祈求你的國度榮耀全是你的
[00:13:59.000 --> 00:14:01.600]  直到永遠
[00:14:01.600 --> 00:14:06.600]  原來這個禱告是舊約裏面的主督文
[00:14:06.600 --> 00:14:10.880]  是一個舊約版本的主督文
[00:14:10.880 --> 00:14:14.840]  你看到大衛是極其開心
[00:14:14.840 --> 00:14:17.160]  是一個很開心的禱文
[00:14:17.160 --> 00:14:17.920]  但我告訴你
[00:14:17.920 --> 00:14:19.440]  其實這個禱文
[00:14:19.440 --> 00:14:21.920]  當時讀《歷代至上下》的人
[00:14:21.920 --> 00:14:23.800]  讀到這個故事一點都不開心
[00:14:23.800 --> 00:14:26.480]  很悲慘的 為甚麼
[00:14:26.480 --> 00:14:30.880]  我不知道你還記不記得《歷代至》是何時寫的
[00:14:30.880 --> 00:14:33.840]  我們知道《歷代至》這本書
[00:14:33.840 --> 00:14:37.240]  寫在秘魯回歸的時候寫的
[00:14:37.240 --> 00:14:40.640]  秘魯回歸是一個甚麼時候
[00:14:40.640 --> 00:14:43.880]  秘魯回歸是一個黯然無光的時候
[00:14:43.880 --> 00:14:47.080]  我們不知道在秘魯回歸的哪段日子他寫
[00:14:47.080 --> 00:14:50.120]  但無論哪段日子都是很慘的
[00:14:50.120 --> 00:14:52.200]  第一段的日子是
[00:14:52.200 --> 00:14:54.200]  聖城被毀需要重建
[00:14:54.200 --> 00:14:55.280]  你回到耶路撒冷
[00:14:55.280 --> 00:14:56.880]  結果你回歸了
[00:14:56.880 --> 00:14:57.680]  有沒有聖殿
[00:14:57.680 --> 00:14:59.560]  沒有聖殿
[00:14:59.560 --> 00:15:01.680]  要重建這個聖殿非常之悲慘
[00:15:01.680 --> 00:15:06.040]  第二個階段是聖殿再建
[00:15:06.040 --> 00:15:08.880]  不過大家都一樣大聲哭喊
[00:15:08.880 --> 00:15:10.080]  你記不記得這個故事
[00:15:10.080 --> 00:15:13.280]  在《以斯拉記》裏面第三章
[00:15:13.280 --> 00:15:15.920]  當他們重新去建聖殿的時候
[00:15:15.920 --> 00:15:18.600]  當他們打了地忌之後
[00:15:18.600 --> 00:15:21.840]  那些年輕的很開心的拍了手掌
[00:15:21.840 --> 00:15:22.920]  慶高采烈
[00:15:22.920 --> 00:15:24.520]  但是那些年長的
[00:15:24.520 --> 00:15:27.400]  有機會以前見到舊聖殿
[00:15:27.400 --> 00:15:30.600]  現在回去見新聖殿那班人
[00:15:30.600 --> 00:15:32.000]  在那裏哭
[00:15:32.000 --> 00:15:34.000]  這麽小的
[00:15:34.000 --> 00:15:34.680]  這麽小的
[00:15:34.680 --> 00:15:37.360]  和我們公理堂重建是相反的
[00:15:37.360 --> 00:15:39.920]  等於有一天我們拆了這裏
[00:15:39.920 --> 00:15:40.840]  結果回頭看
[00:15:40.840 --> 00:15:42.800]  這麽小的
[00:15:42.800 --> 00:15:44.840]  那些新人不是很厲害
[00:15:44.840 --> 00:15:48.280]  我們現在回到三層樓的公理堂
[00:15:48.280 --> 00:15:50.720]  那些年長的見過這裏
[00:15:50.720 --> 00:15:51.840]  不是這麽小的
[00:15:51.840 --> 00:15:53.520]  為什麽
[00:15:53.520 --> 00:15:54.720]  50人都坐不下
[00:15:54.720 --> 00:15:55.760]  怎麽可以這樣
[00:15:55.760 --> 00:15:57.120]  在一個很悲慘的時候
[00:15:57.120 --> 00:15:59.440]  這個是秘魯回歸的光景
[00:15:59.440 --> 00:16:02.960]  秘魯回歸還有另外一個第三個部分
[00:16:02.960 --> 00:16:04.480]  第三個部分是什麽
[00:16:04.480 --> 00:16:09.160]  成年人見了耶路撒冷的城牆
[00:16:09.160 --> 00:16:11.640]  但是那些人行不行
[00:16:11.640 --> 00:16:13.000]  廢呀
[00:16:13.000 --> 00:16:14.760]  那些人和那些外邦人
[00:16:14.760 --> 00:16:17.320]  和那些外邦女子去結合
[00:16:17.320 --> 00:16:19.760]  有很多屬靈的問題
[00:16:19.760 --> 00:16:22.120]  尤免我不知你記不記得
[00:16:22.120 --> 00:16:25.600]  我那時候講舊約講座的時候
[00:16:25.600 --> 00:16:27.760]  我講過
[00:16:27.760 --> 00:16:29.560]  以色列記和尼西米記
[00:16:29.560 --> 00:16:34.360]  那個題目叫做重建殿城重建文
[00:16:34.360 --> 00:16:36.720]  他們真正回歸的使命
[00:16:36.720 --> 00:16:38.200]  是要重建那個城
[00:16:38.200 --> 00:16:40.680]  但是不單止是那個聖殿
[00:16:40.680 --> 00:16:42.800]  還有聖城還有聖文
[00:16:42.800 --> 00:16:45.680]  這個是做不到的工作
[00:16:45.680 --> 00:16:48.480]  在舊約裏面沒有成就的工作
[00:16:48.480 --> 00:16:52.880]  於是在歷代誌的時候
[00:16:52.880 --> 00:16:55.320]  寫歷代誌的人在那裏問
[00:16:55.320 --> 00:16:59.520]  上帝還會不會來拯救我們
[00:16:59.520 --> 00:17:01.680]  上帝會不會幫我們建城
[00:17:01.680 --> 00:17:04.000]  上帝會不會幫我們建殿
[00:17:04.000 --> 00:17:06.440]  上帝還會不會聽我們的禱告
[00:17:06.440 --> 00:17:07.960]  沒有了上帝的殿
[00:17:07.960 --> 00:17:12.920]  我們還可不可以有祂回應我們的禱告
[00:17:12.920 --> 00:17:16.120]  如果你記得我當時的舊約講座的題目叫做
[00:17:16.120 --> 00:17:19.960]  文約獻臂不滅絕
[00:17:19.960 --> 00:17:21.960]  這個是歷代誌的訊息
[00:17:21.960 --> 00:17:23.800]  歷代誌寫這個故事的時候
[00:17:23.800 --> 00:17:24.840]  一方面
[00:17:24.840 --> 00:17:26.360]  很慘啊
[00:17:26.360 --> 00:17:28.280]  很慘啊
[00:17:28.280 --> 00:17:30.320]  想起都心酸啊
[00:17:30.320 --> 00:17:32.720]  我們曾經輝煌過
[00:17:32.720 --> 00:17:34.800]  曾經有個聖殿
[00:17:34.800 --> 00:17:36.600]  現在甚麼都沒有了
[00:17:36.600 --> 00:17:39.440]  上帝還會不會幫我們真正重建這個聖殿
[00:17:39.440 --> 00:17:40.440]  答案是說
[00:17:40.440 --> 00:17:44.200]  文約獻臂不滅絕
[00:17:44.200 --> 00:17:47.880]  上帝會回應我們的禱告
[00:17:47.880 --> 00:17:51.360]  上帝會幫我們成就如何成就
[00:17:51.360 --> 00:17:54.000]  如何建立這個新的聖殿的答案
[00:17:54.000 --> 00:17:56.560]  在耶穌基督裏面
[00:17:56.560 --> 00:17:59.360]  如果你有機會你回去聽那個舊約講座
[00:17:59.360 --> 00:18:02.200]  你就會明白最終指向
[00:18:02.200 --> 00:18:04.320]  在耶穌基督裏面
[00:18:04.320 --> 00:18:06.360]  在耶穌基督裏面
[00:18:06.360 --> 00:18:10.560]  上帝會給我們一個終極的聖殿
[00:18:10.560 --> 00:18:11.600]  永遠的聖殿
[00:18:11.600 --> 00:18:13.200]  多聖殿再不在耶路撒冷
[00:18:13.200 --> 00:18:15.840]  我們今天不需要去耶路撒冷
[00:18:15.840 --> 00:18:20.920]  我們今天在這裏靠著聖靈就可以與上帝聯合
[00:18:20.920 --> 00:18:23.320]  如果你熟悉舊約至新約的歷史
