
[00:00:00.000 --> 00:00:04.140]  今天我們會開始一個新的講道系列
[00:04:03.560 --> 00:04:05.040]  換句話來說
[00:04:05.040 --> 00:04:08.800]  撒丹在這裡對約書雅所做的事情
[00:04:08.800 --> 00:04:14.160]  其實就是按照她的本性而做出的行為
[00:04:14.160 --> 00:04:17.280]  你說撒丹的工作包括什麼呢?
[00:04:17.280 --> 00:04:18.800]  聖經是這麼形容的
[00:04:18.800 --> 00:04:21.880]  在《啟示錄》和《彼得前書》中提到
[00:04:21.880 --> 00:04:24.520]  撒丹是在神的面前
[00:04:24.520 --> 00:04:26.360]  晝夜控告
[00:04:26.360 --> 00:04:27.680]  控告誰呢?
[00:04:27.680 --> 00:04:29.000]  「我們的弟兄」
[00:04:29.000 --> 00:04:31.160]  就是所有信耶穌的人
[00:04:31.160 --> 00:04:33.880]  撒丹也是晝夜來控告他們的
[00:04:33.880 --> 00:04:36.640]  另外在《彼得前書》使徒彼得說
[00:04:36.640 --> 00:04:38.240]  我們的仇敵魔鬼
[00:04:38.240 --> 00:04:41.320]  他們如同哮叫的獅子
[00:04:41.320 --> 00:04:43.040]  遍地遊行
[00:04:43.040 --> 00:04:45.760]  尋找可吞吃的人
[00:04:45.760 --> 00:04:47.960]  這兩段經文告訴我們什麼呢?
[00:04:47.960 --> 00:04:49.800]  就是說無論什麼時候
[00:04:49.800 --> 00:04:51.600]  無論什麼地方
[00:04:51.600 --> 00:04:52.760]  撒丹
[00:04:52.760 --> 00:04:54.040]  你不要以為撒丹偷懶
[00:04:54.040 --> 00:04:55.520]  撒丹從來不偷懶
[00:04:55.520 --> 00:04:58.200]  一直很努力找每一個機會
[00:04:58.200 --> 00:05:00.280]  尋找每一個空隙
[00:05:00.280 --> 00:05:02.840]  來控告神的子民
[00:05:02.840 --> 00:05:04.400]  或者更加準確來說
[00:05:04.400 --> 00:05:09.360]  控告那些生活在神面前的信徒
[00:05:09.360 --> 00:05:11.760]  對於一些不信神的人
[00:05:11.760 --> 00:05:13.120]  或者信神
[00:05:13.120 --> 00:05:16.680]  但卻從來沒有活在神面前的人
[00:05:16.680 --> 00:05:21.360]  撒丹根本不需要花時間在這些人身上
[00:05:21.360 --> 00:05:23.080]  那你會問
[00:05:23.080 --> 00:05:27.960]  什麼叫做從來沒有活在神面前的人呢?
[00:05:27.960 --> 00:05:30.640]  有這些人嗎?
[00:05:30.640 --> 00:05:32.920]  不知道大家有沒有認識一些人呢?
[00:05:32.920 --> 00:05:34.640]  你認識了他很久了
[00:05:34.640 --> 00:05:36.880]  但你從來不知道他是基督徒
[00:05:36.880 --> 00:05:39.280]  他的言語行不像基督徒
[00:05:39.280 --> 00:05:42.280]  他沒有主動告訴你他是基督徒
[00:05:42.280 --> 00:05:44.160]  然後在一個很偶然的機會中
[00:05:44.160 --> 00:05:45.840]  你發現原來他是基督徒
[00:05:45.840 --> 00:05:48.080]  不僅他也是基督徒
[00:05:48.080 --> 00:05:49.840]  可能還是教會的領袖
[00:05:49.840 --> 00:05:52.040]  很奇怪
[00:05:52.040 --> 00:05:56.040]  做基督徒好像做間諜一樣
[00:05:56.040 --> 00:05:58.240]  為什麼會這樣呢?
[00:05:58.240 --> 00:06:00.840]  我想問大家
[00:06:00.840 --> 00:06:04.280]  如果你覺得敬拜神
[00:06:04.280 --> 00:06:06.720]  如果你覺得侍奉神
[00:06:06.720 --> 00:06:13.440]  是會使得撒丹更加日夜地攻擊你的時候
[00:06:13.440 --> 00:06:17.320]  你會不會繼續做一個愛主的人呢?
[00:06:17.320 --> 00:06:18.560]  會不會?
[00:06:18.560 --> 00:06:22.400]  很多年之前有一個基督徒朋友跟我說
[00:06:22.400 --> 00:06:26.960]  我只不過想很低調地做一個基督徒
[00:06:26.960 --> 00:06:29.120]  很奇怪,我問他為什麼這麼有趣?
[00:06:29.120 --> 00:06:31.120]  因為如果我很高調
[00:06:31.120 --> 00:06:34.120]  很活得很敬虔的生活的時候
[00:06:34.120 --> 00:06:37.920]  這個撒丹就會很猛烈地攻擊我
[00:06:37.920 --> 00:06:41.160]  神就會找每一個機會來磨練我
[00:06:41.160 --> 00:06:43.360]  哇!這樣一些不幸的事情
[00:06:43.360 --> 00:06:44.600]  倒霉的事情
[00:06:44.600 --> 00:06:48.520]  就會日日夜夜發生在我身上
[00:06:48.520 --> 00:06:52.280]  大家同不同意他這個說法嗎?
[00:06:52.280 --> 00:06:53.640]  是不是越愛神
[00:06:53.640 --> 00:06:55.280]  越侍奉神
[00:06:55.280 --> 00:06:58.640]  就越會受到撒丹的控告
[00:06:58.640 --> 00:07:03.080]  那麼我們的生活就會永無寧日
[00:07:03.080 --> 00:07:06.160]  這是不是一個事實?
[00:07:06.160 --> 00:07:07.840]  我覺得這個說法
[00:07:07.840 --> 00:07:09.280]  對了一半
[00:07:09.280 --> 00:07:10.840]  也錯了一半
[00:07:10.840 --> 00:07:12.520]  沒錯,我們相信
[00:07:12.520 --> 00:07:15.880]  撒丹是會很猛烈地攻擊一些愛主的人
[00:07:15.880 --> 00:07:17.480]  見證神的人
[00:07:17.480 --> 00:07:19.160]  過敬虔生活的人
[00:07:19.160 --> 00:07:20.880]  但是我們不要忘記一件事
[00:07:20.880 --> 00:07:21.920]  我們要明白
[00:07:21.920 --> 00:07:23.440]  撒丹的指控
[00:07:23.440 --> 00:07:25.920]  不一定帶來災難
[00:07:25.920 --> 00:07:27.280]  為什麼?
[00:07:27.280 --> 00:07:32.440]  因為真正允許事情發生在我們身上的
[00:07:32.440 --> 00:07:34.760]  只有神
[00:07:34.760 --> 00:07:36.640]  撒丹沒有份
[00:07:36.640 --> 00:07:37.840]  因此
[00:07:37.840 --> 00:07:40.280]  如果我們相信
[00:07:40.280 --> 00:07:43.720]  只要我們活一個不冷不熱的基督徒生活
[00:07:43.720 --> 00:07:50.320]  我們就能夠活在撒丹的雷達探測之外的時候
[00:07:50.320 --> 00:07:52.240]  對不起
[00:07:52.240 --> 00:07:55.360]  這個觀念是錯的
[00:07:55.360 --> 00:07:56.800]  在這個異象當中
[00:07:56.800 --> 00:08:00.600]  大祭司約書人很清楚知道
[00:08:00.600 --> 00:08:04.040]  有或者沒有撒丹的攻擊
[00:08:04.040 --> 00:08:07.640]  在生活上有或者沒有逼迫
[00:08:07.640 --> 00:08:11.120]  他仍然很清楚地選擇要侍奉神
[00:08:11.120 --> 00:08:12.280]  所以在這個故事裡面
[00:08:12.280 --> 00:08:14.480]  他仍然以大祭司的身份
[00:08:14.480 --> 00:08:16.520]  去到神的面前
[00:08:16.520 --> 00:08:18.000]  我們知道大祭司
[00:08:18.000 --> 00:08:18.960]  在舊約的時候
[00:08:18.960 --> 00:08:21.760]  就是代表著人與神之間的橋樑
[00:08:21.760 --> 00:08:24.160]  所以每年一次的贖罪日
[00:08:24.160 --> 00:08:29.200]  大祭司都需要獨自去到致聖所
[00:08:29.200 --> 00:08:33.240]  為他的百姓贖罪祈禱
[00:08:33.240 --> 00:08:37.200]  大祭司要穿著大祭司的禮服
[00:08:37.200 --> 00:08:40.000]  如果我們在上面看到他的禮服
[00:08:40.000 --> 00:08:42.000]  他要頭戴冠冕
[00:08:42.000 --> 00:08:44.080]  額上有一個金牌
[00:08:44.080 --> 00:08:48.080]  都是按照舊約律法書上的要求
[00:08:48.080 --> 00:08:49.760]  來做這個禮服
[00:08:49.760 --> 00:08:51.720]  大家特別需要留意
[00:08:51.720 --> 00:08:54.360]  這個額上的金牌
[00:08:54.360 --> 00:08:55.600]  上面刻了幾個字
[00:08:55.600 --> 00:08:56.720]  什麼字呢?
[00:08:56.720 --> 00:09:00.920]  「歸耶和華為聖」
[00:09:00.920 --> 00:09:02.960]  新約希伯來書的作者告訴我們
[00:09:02.960 --> 00:09:06.200]  「人非聖潔,不能見神的面」
[00:09:06.200 --> 00:09:08.200]  所以對於來到神面前的
[00:09:08.200 --> 00:09:11.560]  這個代表著百姓祈求的大祭司
[00:09:11.560 --> 00:09:15.240]  對他來說聖潔是至為重要的
[00:09:15.240 --> 00:09:15.960]  但是很奇怪
[00:09:15.960 --> 00:09:17.440]  如果大家看這個故事的時候
[00:09:17.440 --> 00:09:19.080]  約書亞卻是穿著什麼?
[00:09:19.080 --> 00:09:21.480]  穿著污穢的衣服
[00:09:21.480 --> 00:09:22.360]  大家留意
[00:09:22.360 --> 00:09:23.480]  這個污穢的衣服
[00:09:23.480 --> 00:09:26.760]  不是說我們穿了幾天都沒有洗的那種污穢
[00:09:26.760 --> 00:09:28.120]  這種污穢是說到什麼?
[00:09:28.120 --> 00:09:32.840]  是說到那種沾滿了糞便的污穢
[00:09:32.840 --> 00:09:35.760]  大家看不看到那個很強烈的對比
[00:09:35.760 --> 00:09:39.080]  來到神面前應當是聖潔的大祭司
[00:09:39.080 --> 00:09:46.280]  卻是穿著一個人想像能力最污穢的衣服
[00:09:46.280 --> 00:09:47.720]  是不是?
[00:09:47.720 --> 00:09:52.000]  難怪撒旦控告約書亞
[00:09:52.000 --> 00:09:54.800]  但是請大家留意
[00:09:54.800 --> 00:09:57.280]  撒旦的控告
[00:09:57.280 --> 00:10:00.160]  不是單單說他穿著一件污穢的衣服
[00:10:00.160 --> 00:10:03.000]  撒旦的控告是這件污穢的衣服
[00:10:03.000 --> 00:10:06.360]  在神面前所代表的意義
[00:10:06.360 --> 00:10:08.440]  如果我們看第四節的時候
[00:10:08.440 --> 00:10:11.280]  使者吩咐站在前面的那些
[00:10:11.280 --> 00:10:14.720]  除去約書亞那個污穢的衣服
[00:10:14.720 --> 00:10:15.760]  意思就是說什麼?
[00:10:15.760 --> 00:10:18.800]  是除去他的罪孽
[00:10:18.800 --> 00:10:19.960]  換句話說
[00:10:19.960 --> 00:10:23.560]  罪在神眼中的污穢
[00:10:23.560 --> 00:10:27.560]  就等於在人眼中那個糞便的污穢一樣
[00:10:27.560 --> 00:10:29.920]  都是這麼污穢
[00:10:29.920 --> 00:10:32.640]  我們大概可以想像撒旦在神面前
[00:10:32.640 --> 00:10:34.880]  會控告約書亞什麼呢?
[00:10:34.880 --> 00:10:37.480]  我想大概撒旦會這麼說
[00:10:37.480 --> 00:10:38.440]  神啊你看
[00:10:38.440 --> 00:10:40.680]  這個這麼骯髒邋遢的約書亞
[00:10:40.680 --> 00:10:44.400]  他怎麼能夠站在你聖潔的神面前呢?
[00:10:44.400 --> 00:10:46.440]  這個有罪的約書亞
[00:10:46.440 --> 00:10:50.920]  怎麼能夠為他的子民代求呢?
[00:10:50.920 --> 00:10:53.080]  神啊你把這個約書亞交給我
[00:10:53.080 --> 00:11:00.160]  我保證我可以整治到他死不欲生的
[00:11:00.160 --> 00:11:02.000]  我問你如果你是約書亞
[00:11:02.000 --> 00:11:04.880]  你站在旁邊聽到撒旦這樣的攻擊
[00:11:04.880 --> 00:11:07.240]  這樣的控告的時候
[00:11:07.240 --> 00:11:09.600]  你會怎麼做?
[00:11:09.600 --> 00:11:13.280]  當然會想盡辦法為自己辯護
[00:11:13.280 --> 00:11:15.840]  那我問你你有什麼辦法?
[00:11:15.840 --> 00:11:17.360]  你有什麼辦法?
[00:11:17.360 --> 00:11:18.320]  否認?
[00:11:18.320 --> 00:11:20.560]  沒有啊神啊我沒有這樣做
[00:11:20.560 --> 00:11:22.760]  我被陷害而已
[00:11:22.760 --> 00:11:24.200]  推卸責任?
[00:11:24.200 --> 00:11:25.240]  與我無關的神啊
[00:11:25.240 --> 00:11:26.200]  是政府的錯
[00:11:26.200 --> 00:11:27.240]  是父母的錯
[00:11:27.240 --> 00:11:28.200]  是教會的錯
[00:11:28.200 --> 00:11:29.960]  是圈牧師的錯
[00:11:29.960 --> 00:11:32.280]  或者神啊是你的錯
[00:11:32.280 --> 00:11:36.320]  因為你讓邪惡在這個世界上
[00:11:36.320 --> 00:11:39.120]  無論如何不是我的錯
[00:11:39.120 --> 00:11:41.520]  我記得我在大學的時候
[00:11:41.520 --> 00:11:44.440]  我有一個朋友說我不信耶穌
[00:11:44.440 --> 00:11:46.560]  我問他為什麼不信耶穌
[00:11:46.560 --> 00:11:50.200]  他說如果這個世界真的有神的話
[00:11:50.200 --> 00:11:52.880]  當我見到這個神的時候
[00:11:52.880 --> 00:11:54.560]  我會和他理論
[00:11:54.560 --> 00:11:57.960]  我有足夠的理據告訴這個神
[00:11:57.960 --> 00:12:03.440]  為什麼在這個世界上所有有智慧的人都不會信耶穌
[00:12:03.440 --> 00:12:05.840]  我當時聽到之後心裡說
[00:12:05.840 --> 00:12:07.760]  祝你好運
[00:12:07.760 --> 00:12:10.840]  在撒加利亞這個故事裡面
[00:12:10.840 --> 00:12:13.560]  你會看到約書亞沒有為自己辯護
[00:12:13.560 --> 00:12:15.560]  為什麼?
[00:12:15.560 --> 00:12:16.920]  因為很簡單
[00:12:16.920 --> 00:12:21.440]  因為約書亞知道自己是有罪的
[00:12:21.440 --> 00:12:22.520]  換言之
[00:12:22.520 --> 00:12:27.000]  撒旦攻擊控告約書亞的事情
[00:12:27.000 --> 00:12:30.120]  並不是捏造編造的事實
[00:12:30.120 --> 00:12:32.760]  而是實實在在的一個事實
[00:12:32.760 --> 00:12:34.520]  約書亞是一個罪人
[00:12:34.520 --> 00:12:36.280]  但是感謝神
[00:12:36.280 --> 00:12:39.800]  因為撒旦只能夠控告
[00:12:39.800 --> 00:12:41.800]  不能審判
[00:12:41.800 --> 00:12:47.040]  因為只有坐在審判台前的神
[00:12:47.040 --> 00:12:49.440]  才是審判者
[00:12:49.440 --> 00:12:52.400]  請大家留意第二節
[00:12:52.400 --> 00:12:55.800]  神是怎麼形容祂自己的
[00:12:55.800 --> 00:13:00.440]  神說我是揀選耶路撒冷的耶和華
[00:13:00.440 --> 00:13:06.520]  為什麼在這裡特別要強調是揀選耶路撒冷的呢?
[00:13:06.520 --> 00:13:09.360]  這個形容詞為什麼這麼重要呢?
[00:13:09.360 --> 00:13:10.240]  我相信很簡單
[00:13:10.240 --> 00:13:10.760]  沒錯
[00:13:10.760 --> 00:13:14.000]  神所揀選的耶路撒冷這個聖城
[00:13:14.000 --> 00:13:17.080]  是因為以色列人的罪惡
[00:13:17.080 --> 00:13:20.000]  被他的仇敵所毀滅
[00:13:20.000 --> 00:13:20.600]  沒錯
[00:13:20.600 --> 00:13:24.920]  神揀選的子民已經被擄到敵國
[00:13:24.920 --> 00:13:29.640]  但是經過七十年的國破家亡的經歷
[00:13:29.640 --> 00:13:30.640]  的懲罰
[00:13:30.640 --> 00:13:35.040]  神說這個約書亞和他所代表的以色列民
[00:13:35.040 --> 00:13:39.160]  就好像從火中抽出來的一根柴
[00:13:39.160 --> 00:13:41.040]  意思就是說
[00:13:41.040 --> 00:13:45.040]  這些被擄歸回的以色列漁民
[00:13:45.040 --> 00:13:46.440]  剩下的民
[00:13:46.440 --> 00:13:50.640]  他們就是從水深火熱的困境當中
[00:13:50.640 --> 00:13:53.400]  蒙神拯救出來
[00:13:53.400 --> 00:13:56.640]  是神所保留的魚種
[00:13:56.640 --> 00:14:01.000]  神已經揀選並定義私恩給這群以色列人
[00:14:01.000 --> 00:14:02.160]  所以
[00:14:02.160 --> 00:14:06.240]  在神面前他們不再有罪惡
[00:14:06.240 --> 00:14:09.600]  所以神並不接受撒旦的控告
[00:14:09.600 --> 00:14:14.560]  這就是神的判決
[00:14:14.560 --> 00:14:18.080]  神不僅拒絕了撒旦的控告
[00:14:18.080 --> 00:14:20.560]  而且他還採取了行動
[00:14:20.560 --> 00:14:22.800]  他的行動就是以華美的衣服
[00:14:22.800 --> 00:14:26.600]  去取代約書亞的骯髒衣服
[00:14:26.600 --> 00:14:28.560]  當撒加利亞看到這個情景的時候
[00:14:28.560 --> 00:14:30.080]  大家不要忘記
[00:14:30.080 --> 00:14:32.120]  撒加利亞本身是一個祭司
[00:14:32.120 --> 00:14:34.000]  所以他不由自主地說
[00:14:34.000 --> 00:14:35.760]  祭司應該要戴上冠冕
[00:14:35.760 --> 00:14:38.640]  所以說要把這個潔淨的冠冕
[00:14:38.640 --> 00:14:41.240]  戴在約書亞的頭上
[00:14:41.240 --> 00:14:46.880]  這樣大祭司的禮服才算完整
[00:14:46.880 --> 00:14:48.360]  戴完這個冠冕之後
[00:14:48.360 --> 00:14:50.600]  本來是污穢的約書亞
[00:14:50.600 --> 00:14:52.640]  現在穿著華美的衣服
[00:14:52.640 --> 00:14:53.800]  潔淨的冠冕
[00:14:53.800 --> 00:14:54.760]  意味著什麼?
[00:14:54.760 --> 00:14:57.360]  意味著這個約書亞
[00:14:57.360 --> 00:15:00.480]  他重新獲得大祭司的職份
[00:15:00.480 --> 00:15:01.440]  是聖潔的
[00:15:01.440 --> 00:15:04.080]  是分別為聖
[00:15:04.080 --> 00:15:05.520]  歸給神力
[00:15:05.520 --> 00:15:07.880]  而神的使者在整個過程中
[00:15:07.880 --> 00:15:10.120]  一直站在他們的旁邊
[00:15:10.120 --> 00:15:12.200]  作為神的代表
[00:15:12.200 --> 00:15:15.400]  這個使者就是一個見證人
[00:15:15.400 --> 00:15:16.320]  他見證著什麼?
[00:15:16.320 --> 00:15:20.880]  見證著大祭司約書亞和他所代表的選民
[00:15:20.880 --> 00:15:23.720]  已經得到神的赦免
[00:15:23.720 --> 00:15:29.200]  約書亞的祭司職位也被恢復
[00:15:29.200 --> 00:15:30.920]  以致他可以繼續在神面前
[00:15:30.920 --> 00:15:33.920]  為他的百姓代求
[00:15:33.920 --> 00:15:36.760]  不過恢復大祭司的身份
[00:15:36.760 --> 00:15:38.920]  是有條件的
[00:15:38.920 --> 00:15:39.960]  條件是什麼?
[00:15:39.960 --> 00:15:40.800]  條件就是說
[00:15:40.800 --> 00:15:42.880]  你若遵行我的道
[00:15:42.880 --> 00:15:45.880]  謹守我的命令
[00:15:45.880 --> 00:15:46.720]  就是說
[00:15:46.720 --> 00:15:50.400]  如果約書亞要繼續做祭司
[00:15:50.400 --> 00:15:55.600]  約書亞就需要在神的面前走正直的路
[00:15:55.600 --> 00:15:57.200]  不能再犯罪
[00:15:57.200 --> 00:16:00.640]  大家覺得這個期望和要求是不是合理?
[00:16:00.640 --> 00:16:02.480]  我覺得很合理
[00:16:02.480 --> 00:16:09.320]  而不僅是這個要求適用於昔日的約書亞
[00:16:09.320 --> 00:16:11.840]  對今天教會領袖來說
[00:16:11.840 --> 00:16:17.000]  這個期望和要求仍然是有效的
[00:16:17.000 --> 00:16:21.760]  前幾天我在電視上看到一個紀錄片
[00:16:21.760 --> 00:16:23.440]  或者是一些訪問的片段
[00:16:23.440 --> 00:16:24.840]  就是說到僥倉
[00:16:24.840 --> 00:16:28.120]  有一個領袖犯了聖的罪行
[00:16:28.120 --> 00:16:35.680]  當受害人向教會的領袖報告被侵犯的事情的時候
[00:16:35.680 --> 00:16:39.200]  事情沒有得到認真的處理
[00:16:39.200 --> 00:16:40.720]  反而被淡化
[00:16:40.720 --> 00:16:42.480]  甚至是隱瞞
[00:16:42.480 --> 00:16:45.360]  當然不能夠去證實
[00:16:45.360 --> 00:16:48.600]  這個受害者的故事是完全可信
[00:16:48.600 --> 00:16:50.320]  但是很明顯
[00:16:50.320 --> 00:16:52.920]  教會這裡的反應是給人一個感覺
[00:16:52.920 --> 00:16:56.080]  就是說僥倉的領袖層
[00:16:56.080 --> 00:16:58.360]  對僥倉的聲譽
[00:16:58.360 --> 00:17:04.440]  比起受害人的傷害來得更重要
[00:17:04.440 --> 00:17:09.560]  但是他由於為了面子而隱藏罪惡的態度
[00:17:09.560 --> 00:17:12.800]  僥倉的創始人Brian Houston
[00:17:12.800 --> 00:17:16.880]  不得不辭去他在教會中的職位
[00:17:16.880 --> 00:17:18.720]  為什麼?
[00:17:18.720 --> 00:17:20.280]  因為神說
[00:17:20.280 --> 00:17:23.120]  你若遵行我的道
[00:17:23.120 --> 00:17:24.960]  謹守我的命令
[00:17:24.960 --> 00:17:28.400]  你就可以管理我的家
[00:17:28.400 --> 00:17:30.920]  當我們真正明白了屬靈的原則
[00:17:30.920 --> 00:17:34.120]  我們才能夠完全明白一個很重要的真理
[00:17:34.120 --> 00:17:35.920]  就是如果我們
[00:17:35.920 --> 00:17:40.640]  當我們看自己的明星是過於神的明星的時候
[00:17:40.640 --> 00:17:41.560]  對不起
[00:17:41.560 --> 00:17:43.280]  各位我們所侍奉的不是神
[00:17:43.280 --> 00:17:45.520]  而是自己
[00:17:45.520 --> 00:17:47.840]  雖然這個訊息似乎是給了僥倉
[00:17:47.840 --> 00:17:50.200]  或者是今天的教會領袖
[00:17:50.200 --> 00:17:51.800]  但是我想不是這樣
[00:17:51.800 --> 00:17:55.440]  我想這個訊息其實都是應用在我們今天的教會
[00:17:55.440 --> 00:17:59.320]  甚至每一個信徒身上
[00:17:59.320 --> 00:18:02.240]  因為使徒彼得這樣告訴我們
[00:18:02.240 --> 00:18:04.960]  他說教會、信徒
[00:18:04.960 --> 00:18:07.680]  其實就是被揀選的族類
[00:18:07.680 --> 00:18:09.840]  是有君尊的祭司
[00:18:09.840 --> 00:18:14.120]  是聖潔的國度和屬神的子民
[00:18:14.120 --> 00:18:17.120]  在《出埃及記》那裡也說到
[00:18:17.120 --> 00:18:19.920]  和當時的以色列人這樣說
[00:18:19.920 --> 00:18:22.920]  如今你們若實在聽從我的話
[00:18:22.920 --> 00:18:24.760]  遵守我的約
[00:18:24.760 --> 00:18:27.400]  就要在萬民當中作屬我的子民
[00:18:27.400 --> 00:18:29.960]  因為全地都是我的
[00:18:29.960 --> 00:18:36.560]  你們要歸我祭司的國度為聖潔的國民
[00:18:36.560 --> 00:18:38.600]  看到嗎?
[00:18:38.600 --> 00:18:40.840]  無論是舊約還是新約
[00:18:40.840 --> 00:18:43.360]  神的子民在這個世界上
[00:18:43.360 --> 00:18:47.160]  其實都有祭司的角色
[00:18:47.160 --> 00:18:49.160]  信徒都是神的祭司
[00:18:49.160 --> 00:18:52.320]  在神和人之間作為橋樑
[00:18:52.320 --> 00:18:55.160]  通過我們的侍奉、敬拜
[00:18:55.160 --> 00:18:58.080]  我們在世人面前彰顯神
[00:18:58.080 --> 00:19:00.920]  也將人帶到神的面前
[00:19:00.920 --> 00:19:02.840]  從這個角度來看
[00:19:02.840 --> 00:19:05.400]  神對約斯亞所說的話
[00:19:05.400 --> 00:19:11.040]  也適用於今天我們每一個稱為基督徒的人
[00:19:11.040 --> 00:19:12.040]  換句話來說
[00:19:12.040 --> 00:19:15.200]  雖然我們的罪得到赦免
[00:19:15.200 --> 00:19:17.360]  我們從罪人的身份
[00:19:17.360 --> 00:19:20.480]  今天能夠成為神的兒女
[00:19:20.480 --> 00:19:24.560]  但是如果我們想仍然能夠
[00:19:24.560 --> 00:19:26.680]  坦然無懼在神面前
[00:19:26.680 --> 00:19:28.960]  侍奉神、敬拜神
