
[00:00:00.000 --> 00:00:02.360]  剛才我提到我們今天的講道
[00:02:09.820 --> 00:02:13.700]  曾經做了一次人喉泡茶
[00:02:13.700 --> 00:02:15.200]  那裏經文記載
[00:02:15.200 --> 00:02:17.600]  他說:凡以色列人中被數的
[00:02:17.600 --> 00:02:23.740]  照著宗族從二十歲以外能出去打仗被數的
[00:02:23.740 --> 00:02:28.380]  共有六十萬零三千五百五十人
[00:02:28.380 --> 00:02:31.780]  嘩 他帶領的群體不少的
[00:02:31.780 --> 00:02:36.360]  這裏說的六十萬零三千五百五十人
[00:02:36.360 --> 00:02:40.120]  是指二十歲以外的成年人
[00:02:40.120 --> 00:02:41.060]  成年男人
[00:02:41.060 --> 00:02:42.760]  他還沒計算的是什麼?
[00:02:42.760 --> 00:02:46.500]  他還沒計算的是利美之派
[00:02:46.500 --> 00:02:48.440]  即是說如果我們粗略估計
[00:02:48.440 --> 00:02:50.940]  一個人成家立室生了一個兒子
[00:02:50.940 --> 00:02:52.540]  一家三口的話
[00:02:52.540 --> 00:02:53.840]  即是說如果這樣的話
[00:02:53.840 --> 00:02:54.980]  其實是在說
[00:02:54.980 --> 00:02:59.580]  以利當時他在帶領二百萬人
[00:02:59.580 --> 00:03:01.540]  他怎樣去跟從神
[00:03:01.540 --> 00:03:05.680]  是接近二百萬人的屬靈領袖
[00:03:05.680 --> 00:03:07.020]  神去揀選以利
[00:03:07.020 --> 00:03:08.980]  揀選他這個家庭
[00:03:08.980 --> 00:03:12.760]  確實不是因為以利他讀過哪間神學院
[00:03:12.760 --> 00:03:14.860]  他接受過什麼的培訓
[00:03:14.860 --> 00:03:18.320]  有什麼的專長、恩賜、技能
[00:03:18.320 --> 00:03:19.400]  不是
[00:03:19.400 --> 00:03:21.660]  全是神那份的恩典
[00:03:21.660 --> 00:03:23.640]  神那份的揀選
[00:03:23.640 --> 00:03:26.740]  所以他能夠去擔任一個這麼重要的角色
[00:03:26.740 --> 00:03:30.200]  我們說這個其實是一個很尊貴的身份
[00:03:30.200 --> 00:03:34.280]  既然以利他有一個這麼尊貴的身份的時候
[00:03:34.280 --> 00:03:36.480]  他就應該很感恩
[00:03:36.480 --> 00:03:38.280]  他應該好好珍惜
[00:03:38.280 --> 00:03:41.580]  他應該的就是他很注意自己
[00:03:41.580 --> 00:03:44.160]  那份的行為 那份的見證
[00:03:44.160 --> 00:03:46.020]  不過我們看聖經的時候
[00:03:46.020 --> 00:03:47.820]  我們會發現
[00:03:47.820 --> 00:03:52.260]  以利他在一件事上犯了一個很大的錯誤
[00:03:52.260 --> 00:03:55.760]  就正正就是他怎樣愛他的家人
[00:03:55.760 --> 00:04:00.200]  是因為他錯誤地去愛他的家人
[00:04:00.200 --> 00:04:03.940]  以致到神 結果他的審判來到
[00:04:03.940 --> 00:04:06.780]  最後我們看到以利這個家庭
[00:04:06.780 --> 00:04:08.320]  他的終結是什麼呢?
[00:04:08.320 --> 00:04:14.320]  他兩個兒子就在一場以色列人和菲律賓人的爭戰裡面
[00:04:14.320 --> 00:04:15.520]  戰敗了
[00:04:15.520 --> 00:04:18.560]  接著那兩個兒子同日被殺
[00:04:18.560 --> 00:04:19.860]  以利作為爸爸
[00:04:19.860 --> 00:04:23.220]  他聽到兩個兒子在戰場上被殺
[00:04:23.220 --> 00:04:26.300]  那個藥櫃又被人擄去的時候
[00:04:26.300 --> 00:04:29.480]  他知道神要審判他的一家
[00:04:29.480 --> 00:04:33.240]  結果以利同日也都是身亡了
[00:04:33.240 --> 00:04:38.020]  結束了以利父家擔任祭司這個時代
[00:04:38.020 --> 00:04:41.780]  當我們很快地走過了以利這個家的歷史的時候
[00:04:41.780 --> 00:04:43.980]  我們會說 真是可惜
[00:04:43.980 --> 00:04:47.820]  明明神已經傳來了滿滿的祝福給他們
[00:04:47.820 --> 00:04:51.140]  但是他因為錯誤的愛
[00:04:51.140 --> 00:04:55.260]  他就失落了神給他這個家滿滿的祝福
[00:04:55.260 --> 00:04:58.300]  所以以利給我們一個很大的提醒
[00:04:58.300 --> 00:05:00.980]  家確實是要有愛
[00:05:00.980 --> 00:05:04.580]  一個家有愛才會有一個和好的關係
[00:05:04.580 --> 00:05:07.600]  但是當我們說家要有愛的時候
[00:05:07.600 --> 00:05:11.700]  我們也要知道愛是要愛得合宜
[00:05:11.700 --> 00:05:13.700]  怎樣叫做愛得合宜呢?
[00:05:13.700 --> 00:05:16.300]  我會從正面和反面
[00:05:16.300 --> 00:05:18.980]  兩方面去跟大家分享
[00:05:18.980 --> 00:05:21.500]  什麼叫做愛得合宜
[00:05:21.500 --> 00:05:25.060]  首先我們會去看一個反面的提醒
[00:05:25.060 --> 00:05:27.900]  就是愛是可以包容
[00:05:27.900 --> 00:05:30.460]  但是不可以縱容
[00:05:30.460 --> 00:05:33.820]  包容的意思就是我們要接納
[00:05:33.820 --> 00:05:38.300]  其實我們每個人都是神很獨特的創造
[00:05:38.300 --> 00:05:42.400]  就算我們說我們是生長在同一個家庭
[00:05:42.400 --> 00:05:46.480]  有同一個血統 有一起成長的背景
[00:05:46.480 --> 00:05:48.900]  你有沒有兄弟姐妹?
[00:05:48.900 --> 00:05:51.900]  你的兄弟姐妹跟你像不像樣?
[00:05:51.900 --> 00:05:53.100]  有人搖頭
[00:05:53.100 --> 00:05:55.860]  我想說我有一個哥哥有一個妹妹
[00:05:55.860 --> 00:05:58.820]  如果我們不是走在一起的時候
[00:05:58.820 --> 00:06:02.180]  很多人都說 你們是一家人嗎?
[00:06:02.180 --> 00:06:03.940]  確實我們是有不同的樣貌
[00:06:03.940 --> 00:06:06.260]  但是我們一家人又同一圈
[00:06:06.260 --> 00:06:10.860]  我們有的夢想 我們有的專才都不同
[00:06:10.860 --> 00:06:14.900]  我們說當我們要學習愛裏面那份包容的時候
[00:06:14.900 --> 00:06:18.340]  就是說我們要學習每個人是獨特的
[00:06:18.340 --> 00:06:20.940]  我們不需要和我們的家人去比較
[00:06:20.940 --> 00:06:22.860]  他做了什麼 我做傳道人
[00:06:22.860 --> 00:06:25.060]  是不是等於我全家都做傳道人呢?
[00:06:25.060 --> 00:06:26.460]  不是的嘛
[00:06:26.460 --> 00:06:30.500]  我們也不需要去強迫我們的家人
[00:06:30.500 --> 00:06:35.540]  要去完全的去迎合我的喜好
[00:06:35.540 --> 00:06:37.220]  做我喜歡的事
[00:06:37.220 --> 00:06:40.580]  就等於我自己很喜歡吃榴槤
[00:06:40.580 --> 00:06:42.180]  我老公就不吃的
[00:06:42.180 --> 00:06:45.700]  我問大家 你喜歡吃榴槤嗎?
[00:06:45.700 --> 00:06:49.860]  幾堂都是 一半人搖頭 一半人搖頭
[00:06:49.860 --> 00:06:50.980]  就是這樣
[00:06:50.980 --> 00:06:52.220]  喜歡吃的就很喜歡
[00:06:52.220 --> 00:06:54.420]  不喜歡吃的就很不喜歡
[00:06:54.420 --> 00:06:56.060]  那你知不知道吃榴槤最好吃的
[00:06:56.060 --> 00:07:00.060]  最開心的方式是怎樣吃的?
[00:07:00.060 --> 00:07:03.500]  你知不知道有一場的人跟我說
[00:07:03.500 --> 00:07:07.620]  當然是用手吃 因為齒頰留香
[00:07:07.620 --> 00:07:09.020]  接著我就說
[00:07:09.020 --> 00:07:11.500]  大家可以學習一種
[00:07:11.500 --> 00:07:14.260]  還有一種方法吃榴槤是很開心的
[00:07:14.260 --> 00:07:16.540]  就是做榴槤tasting
[00:07:16.540 --> 00:07:18.460]  買了很多不同的榴槤
[00:07:18.460 --> 00:07:19.700]  逐個開來吃
[00:07:19.700 --> 00:07:21.420]  開的時候你會很興奮
[00:07:21.420 --> 00:07:23.180]  因為你不知道裏面有多少個
[00:07:23.180 --> 00:07:23.860]  是不是?
[00:07:23.860 --> 00:07:26.660]  但是因為愛的緣故
[00:07:26.660 --> 00:07:28.220]  我老公包容我
[00:07:28.220 --> 00:07:31.180]  當我和我的朋友一起去吃榴槤的時候
[00:07:31.180 --> 00:07:32.340]  他會一起
[00:07:32.340 --> 00:07:34.500]  但是我也因為愛我老公
[00:07:34.500 --> 00:07:37.060]  包容我老公他不吃榴槤的緣故
[00:07:37.060 --> 00:07:39.140]  我不會將榴槤買回家
[00:07:39.140 --> 00:07:40.100]  還放進雪櫃
[00:07:40.100 --> 00:07:42.180]  整間屋都是榴槤味
[00:07:42.180 --> 00:07:42.820]  是不是?
[00:07:42.820 --> 00:07:44.940]  我們原來人與人相處
[00:07:44.940 --> 00:07:48.340]  我們要學習的就是包容的愛
[00:07:48.340 --> 00:07:50.820]  不過 如果當我們發現
[00:07:50.820 --> 00:07:53.580]  家人在做人處事
[00:07:53.580 --> 00:07:54.820]  態度
[00:07:54.820 --> 00:07:59.140]  甚至在道德操守上出現問題的時候
[00:07:59.140 --> 00:08:00.140]  我們會看到
[00:08:00.140 --> 00:08:02.980]  咦 他開始去做一些事情
[00:08:02.980 --> 00:08:04.940]  可能是在傷害自己
[00:08:04.940 --> 00:08:08.380]  又或者他在傷害其他人的時候
[00:08:08.380 --> 00:08:12.460]  若然我們說愛仍然是視而不理
[00:08:12.460 --> 00:08:13.980]  我們不去正視
[00:08:13.980 --> 00:08:15.420]  不去勸阻
[00:08:15.420 --> 00:08:18.660]  繼續任由他一直錯下去的話
[00:08:18.660 --> 00:08:20.460]  這個不是包容
[00:08:20.460 --> 00:08:22.620]  這個是縱容
[00:08:22.620 --> 00:08:30.380]  而以利他正正是知道兩個兒子犯下錯誤的時候
[00:08:30.380 --> 00:08:31.900]  他沒有去正視
[00:08:31.900 --> 00:08:35.860]  他仍然是任由兒子一直錯下去
[00:08:35.860 --> 00:08:38.980]  以致神的審判要臨到
[00:08:38.980 --> 00:08:40.940]  而聖經特別記載
[00:08:40.940 --> 00:08:44.020]  以利兩個兒子犯了兩件事
[00:08:44.020 --> 00:08:47.780]  是令耶和華神厭惡的
[00:08:47.780 --> 00:08:51.460]  第一件事就是藐視祭物
[00:08:51.460 --> 00:08:53.460]  我邀請大家一起讀經文
[00:08:53.460 --> 00:08:54.460]  1,2,3
[00:08:54.460 --> 00:09:05.980]  這裡說
[00:09:05.980 --> 00:09:10.860]  以利兩個兒子的錯誤在態度上是藐視
[00:09:10.860 --> 00:09:14.140]  藐視即是我沒有將你放在我眼內
[00:09:14.140 --> 00:09:16.100]  明明你在我前面走過
[00:09:16.100 --> 00:09:17.540]  我就當你透明
[00:09:17.540 --> 00:09:18.860]  明明一群人在說話
[00:09:18.860 --> 00:09:20.020]  你問他們的話
[00:09:20.020 --> 00:09:21.860]  他們就當聽不到
[00:09:21.860 --> 00:09:26.780]  完全是我沒有當你存在
[00:09:26.780 --> 00:09:28.580]  所以這裡說
[00:09:28.580 --> 00:09:31.060]  以利兩個兒子去藐視祭物
[00:09:31.060 --> 00:09:37.540]  當百姓帶著祭物到會幕要獻祭的時候
[00:09:37.540 --> 00:09:42.100]  作為祭司其實是要協助百姓去獻祭
[00:09:42.100 --> 00:09:43.820]  但是那兩個兒子看到
[00:09:43.820 --> 00:09:46.180]  嘩 正呀
[00:09:46.180 --> 00:09:48.340]  東西好吃 肉好靚呀
[00:09:48.340 --> 00:09:50.260]  接著就拿了給自己
[00:09:50.260 --> 00:09:53.100]  還有不靚不靚的
[00:09:53.100 --> 00:09:54.340]  他不留給自己
[00:09:54.340 --> 00:09:55.940]  大家如果吃叉燒的時候
[00:09:55.940 --> 00:09:58.860]  你最喜歡吃什麼
[00:09:58.860 --> 00:10:00.980]  我聽到說肥叉
[00:10:00.980 --> 00:10:02.300]  聖經也這樣說
[00:10:02.300 --> 00:10:04.820]  那些豬油最好吃的部分
[00:10:04.820 --> 00:10:07.740]  那兩個兒子特別搶了那些東西
[00:10:07.740 --> 00:10:09.300]  說是自己的
[00:10:09.300 --> 00:10:10.500]  有百姓提醒他
[00:10:10.500 --> 00:10:11.780]  你不可以這樣
[00:10:11.780 --> 00:10:14.180]  因為這些我是獻給神的
[00:10:14.180 --> 00:10:18.540]  但是當有人出口的時候 叫勸阻的時候
[00:10:18.540 --> 00:10:22.780]  那兩個兒子就會做一些很欺凌的行為
[00:10:22.780 --> 00:10:26.420]  然後令到百姓很難受
[00:10:26.420 --> 00:10:28.260]  我們說我們不要藐視
[00:10:28.260 --> 00:10:33.860]  我們確實不要有待人接物的態度
[00:10:33.860 --> 00:10:36.140]  我記得我從小
[00:10:36.140 --> 00:10:40.660]  原來家裡都已經教導我們不要藐視
[00:10:40.660 --> 00:10:42.220]  為什麼這麼說呢
[00:10:42.220 --> 00:10:45.100]  我小時候爸爸要出去工作
[00:10:45.100 --> 00:10:47.060]  是一些很傳統的男士
[00:10:47.060 --> 00:10:49.060]  早上很早就打工
[00:10:49.060 --> 00:10:51.060]  晚上很早就回來
[00:10:51.060 --> 00:10:55.140]  那時候食材各樣東西
[00:10:55.140 --> 00:10:57.820]  有一樣東西很貴的 就是雞
[00:10:57.820 --> 00:11:01.860]  雞是過時過節才能吃的
[00:11:01.860 --> 00:11:05.060]  請問大家雞有多少隻雞腿
[00:11:05.060 --> 00:11:06.140]  兩隻
[00:11:06.140 --> 00:11:11.060]  那時候我們很多時候都會將雞腿留給爸爸
[00:11:11.060 --> 00:11:15.820]  因為多謝他為家的付出 為家的辛勞
[00:11:15.820 --> 00:11:18.460]  你說雞有兩隻雞腿的
[00:11:18.460 --> 00:11:20.980]  他最多吃一隻而已
[00:11:20.980 --> 00:11:24.460]  但是我們通常都會留給爸爸
[00:11:24.460 --> 00:11:26.580]  爸爸會分享
[00:11:26.580 --> 00:11:28.500]  今天給哥哥吃
[00:11:28.500 --> 00:11:29.980]  今天給妹妹吃
[00:11:29.980 --> 00:11:31.580]  有時候給我吃 有時候給媽媽吃
[00:11:31.580 --> 00:11:32.900]  我們會這樣做
[00:11:32.900 --> 00:11:34.220]  但是你想一下
[00:11:34.220 --> 00:11:36.620]  如果一盤菜放下
[00:11:36.620 --> 00:11:38.620]  哇 雞腿
[00:11:38.620 --> 00:11:42.020]  然後我們都還沒等爸爸說想怎樣做
[00:11:42.020 --> 00:11:45.860]  我們就馬上拿雞腿放在自己碗裡
[00:11:45.860 --> 00:11:47.860]  其實這個就是藐視
[00:11:47.860 --> 00:11:49.660]  因為我是當他誤導
[00:11:49.660 --> 00:11:53.460]  我是自己為他作了這個決定
[00:11:53.460 --> 00:11:57.420]  所以我們會見到藐視就是當人誤導
[00:11:57.420 --> 00:11:59.260]  而以利那兩個兒子
[00:11:59.260 --> 00:12:00.900]  他不是搶雞腿
[00:12:00.900 --> 00:12:03.540]  他搶的是神的祭物
[00:12:03.540 --> 00:12:05.020]  他不是藐視人
[00:12:05.020 --> 00:12:07.940]  他藐視的是耶和華神
[00:12:07.940 --> 00:12:10.060]  所以神要責備他
[00:12:10.060 --> 00:12:11.980]  而第二樣我們見到
[00:12:11.980 --> 00:12:13.420]  以利那兩個兒子
[00:12:13.420 --> 00:12:14.940]  他犯下的錯誤
[00:12:14.940 --> 00:12:17.980]  而令到神他覺得厭惡的
[00:12:17.980 --> 00:12:19.780]  就是道德敗壞
[00:12:19.780 --> 00:12:21.540]  我又請大家讀一段經文
[00:12:21.540 --> 00:12:22.900]  1 2 3
[00:12:22.900 --> 00:12:33.740]  這裡說他和會幕門前侍候的婦人九合
[00:12:33.740 --> 00:12:38.100]  九合在道德上是不對的
[00:12:38.100 --> 00:12:39.700]  當然是錯的
[00:12:39.700 --> 00:12:40.580]  沒錯
[00:12:40.580 --> 00:12:43.980]  當我們說我們在這個關係上
[00:12:43.980 --> 00:12:48.220]  是越軌或者太隨便的時候
[00:12:48.220 --> 00:12:50.420]  這個神是不容許的
[00:12:50.420 --> 00:12:53.620]  但是當我一路看這段經文的時候
[00:12:53.620 --> 00:12:55.740]  背後還有一層意思
[00:12:55.740 --> 00:12:57.820]  因為以利那兩個兒子
[00:12:57.820 --> 00:12:59.940]  他和哪個九合
[00:12:59.940 --> 00:13:03.940]  是會幕門前侍候的婦人
[00:13:03.940 --> 00:13:04.820]  我會想
[00:13:04.820 --> 00:13:09.540]  如果你要滿足自己的性慾的話
[00:13:09.540 --> 00:13:11.500]  你要隨便你的行為
[00:13:11.500 --> 00:13:13.260]  你做都要走遠一點
[00:13:13.260 --> 00:13:14.860]  不要被人看到
[00:13:14.860 --> 00:13:16.380]  為什麼以利那兩個兒子
[00:13:16.380 --> 00:13:17.420]  他要選擇的
[00:13:17.420 --> 00:13:21.180]  是會幕門前侍候的婦人呢?
[00:13:21.180 --> 00:13:22.740]  為什麼你這麼大膽
[00:13:22.740 --> 00:13:26.020]  寧比人知 莫比人見
[00:13:26.020 --> 00:13:29.260]  原來以利那兩個兒子做這件事
[00:13:29.260 --> 00:13:34.860]  他在仿效那時加南人的敬拜風俗
[00:13:34.860 --> 00:13:37.820]  加南人是敬拜很多不同的神
[00:13:37.820 --> 00:13:40.100]  我們經常都聽到認識的
[00:13:40.100 --> 00:13:42.260]  巴力 阿舍拉
[00:13:42.260 --> 00:13:43.700]  常常都會聽到
[00:13:43.700 --> 00:13:45.100]  但其實除了這兩個神明
[00:13:45.100 --> 00:13:47.100]  還有很多很多神明
[00:13:47.100 --> 00:13:48.940]  加南人是敬拜的
[00:13:48.940 --> 00:13:51.820]  加南人那時是奸眾
[00:13:51.820 --> 00:13:54.500]  所以天氣怎樣
[00:13:54.500 --> 00:13:57.900]  風調雨順對他們來說是極度重要
[00:13:57.900 --> 00:13:59.340]  如果天氣不好
[00:13:59.340 --> 00:14:01.380]  影響修成 影響畜牧
[00:14:01.380 --> 00:14:05.780]  於是他們就會有個認為
[00:14:05.780 --> 00:14:08.620]  只要加南人去敬拜神
[00:14:08.620 --> 00:14:11.100]  會去到廟宇裡面
[00:14:11.100 --> 00:14:14.900]  廟宇裡面有一樣東西叫做廟祭
[00:14:14.900 --> 00:14:18.620]  他們會和廟祭發生性行為
[00:14:18.620 --> 00:14:21.020]  這個是加南人敬拜的風俗
[00:14:21.020 --> 00:14:23.460]  認為當他們這樣做的時候
[00:14:23.460 --> 00:14:27.460]  就象徵著他們和神靈去結合
[00:14:27.460 --> 00:14:28.900]  這樣做的時候
[00:14:28.900 --> 00:14:30.820]  就會取悅神靈
[00:14:30.820 --> 00:14:32.660]  帶給他們好處
[00:14:32.660 --> 00:14:35.620]  所以原來這兩個儀子
[00:14:35.620 --> 00:14:39.980]  是參集著加南人那種敬拜風俗
[00:14:39.980 --> 00:14:41.380]  大家想一下
[00:14:41.380 --> 00:14:42.460]  我們中國人
[00:14:42.460 --> 00:14:46.580]  很快就會有中國人說的鬼節
[00:14:46.580 --> 00:14:47.300]  鬼節的時候
[00:14:47.300 --> 00:14:49.020]  你會看到在路邊
[00:14:49.020 --> 00:14:50.900]  很多人拿個桶出來
[00:14:50.900 --> 00:14:52.700]  燒衣
[00:14:52.700 --> 00:14:55.180]  你們去敬拜神的時候
[00:14:55.180 --> 00:14:56.260]  敬拜耶和華神
[00:14:56.260 --> 00:14:58.300]  你會不會又有樣又學樣
[00:14:58.300 --> 00:15:00.860]  再過幾個禮拜又拿個桶出來
[00:15:00.860 --> 00:15:03.620]  你說我燒衣給耶和華神
[00:15:03.620 --> 00:15:05.180]  不會的
[00:15:05.180 --> 00:15:07.180]  因為知道這個敬拜
[00:15:07.180 --> 00:15:08.780]  不是這樣敬拜神的
[00:15:08.780 --> 00:15:11.900]  這個是外邦偶像的敬拜模式
[00:15:11.900 --> 00:15:13.340]  但是
[00:15:13.340 --> 00:15:14.660]  以你那兩個兒子
[00:15:14.660 --> 00:15:16.540]  他竟然這樣做
[00:15:16.540 --> 00:15:17.460]  所以
[00:15:17.460 --> 00:15:20.300]  你想一下他們還是祭司身份的時候
[00:15:20.300 --> 00:15:22.980]  神去責備這兩個兒子
[00:15:22.980 --> 00:15:26.340]  因為他們不單止是自己的道德敗壞
[00:15:26.340 --> 00:15:27.660]  還有的就是
[00:15:27.660 --> 00:15:29.860]  他們令到百姓
[00:15:29.860 --> 00:15:32.580]  在敬拜的事上
[00:15:32.580 --> 00:15:34.620]  都混亂了
[00:15:34.620 --> 00:15:38.620]  不知道什麼叫做分別為性的去敬拜神
[00:15:38.620 --> 00:15:40.140]  或者接著你就說
[00:15:40.140 --> 00:15:41.900]  不要這麼勞氣
[00:15:41.900 --> 00:15:44.140]  這兩個年輕人還小
[00:15:44.140 --> 00:15:45.500]  年輕人嘛
[00:15:45.500 --> 00:15:46.260]  還小
[00:15:46.260 --> 00:15:47.900]  做大人的給點耐性
[00:15:47.900 --> 00:15:49.460]  慢慢教
[00:15:49.460 --> 00:15:50.940]  是不是呢
[00:15:50.940 --> 00:15:53.100]  但是其實當我們去了解
[00:15:53.100 --> 00:15:56.820]  當時的以色列人的傳統和歷史的時候
[00:15:56.820 --> 00:15:58.300]  其實原來以色列人
[00:15:58.300 --> 00:16:00.060]  他們五歲
[00:16:00.060 --> 00:16:03.260]  就已經開始去學摩西五經了
[00:16:03.260 --> 00:16:08.700]  等於現在家長們都會從小就帶小朋友
[00:16:08.700 --> 00:16:11.060]  去到我們的兒童崇拜
[00:16:11.060 --> 00:16:13.340]  至少學習真理
[00:16:13.340 --> 00:16:16.620]  他們五歲就已經去學摩西五經
[00:16:16.620 --> 00:16:18.020]  到十三歲
[00:16:18.020 --> 00:16:19.780]  他們會做一件事
[00:16:19.780 --> 00:16:22.020]  就是行一個成人禮
[00:16:22.020 --> 00:16:26.860]  成人禮是代表他們已經成熟了
[00:16:26.860 --> 00:16:28.700]  他們要學懂
[00:16:28.700 --> 00:16:32.740]  就要為自己的行為去付上代價
[00:16:32.740 --> 00:16:35.100]  就是說你懂得摩西律法的
[00:16:35.100 --> 00:16:36.460]  摩西律法也有說
[00:16:36.460 --> 00:16:39.060]  若然你這樣不跟從的時候
[00:16:39.060 --> 00:16:41.860]  你就要面對一些什麼的懲罰
[00:16:41.860 --> 00:16:44.980]  所以到你十三歲的時候
[00:16:44.980 --> 00:16:46.100]  以色列人十三歲
[00:16:46.100 --> 00:16:48.140]  他們就會行這個成人禮
[00:16:48.140 --> 00:16:50.420]  十三歲打後到三十歲
[00:16:50.420 --> 00:16:53.220]  他們會繼續去學摩西律法
[00:16:53.220 --> 00:16:56.700]  同時他們會學多一樣謀生的技能
[00:16:56.700 --> 00:17:00.180]  因為就會成為他們日後的職業
[00:17:00.180 --> 00:17:03.580]  我們再參考另外一些聖經的經文
[00:17:03.580 --> 00:17:05.580]  《文素記》第四章的時候
[00:17:05.580 --> 00:17:06.980]  也有記載
[00:17:06.980 --> 00:17:10.540]  在回眸裡面去服侍神的人
[00:17:10.540 --> 00:17:15.340]  必須是三十至五十歲的尼微人
[00:17:15.340 --> 00:17:17.540]  就是說其實那兩個少年人
[00:17:17.540 --> 00:17:20.220]  那時候他們已經在回眸裡面服侍
[00:17:20.220 --> 00:17:24.420]  必定他們已經是熟悉摩西律法
[00:17:24.420 --> 00:17:27.940]  必定已經年過三十
[00:17:27.940 --> 00:17:29.500]  所以我們會說的就是
[00:17:29.500 --> 00:17:31.540]  原來他們都不小了
[00:17:31.540 --> 00:17:34.260]  但是一個人他學壞
[00:17:34.260 --> 00:17:36.140]  不是一朝一夕的事
[00:17:36.140 --> 00:17:38.220]  不會是小時候很乖
[00:17:38.220 --> 00:17:42.660]  突然間三十歲那一天就變壞的
[00:17:42.660 --> 00:17:45.420]  他們一定是在成長過程裡面
[00:17:45.420 --> 00:17:49.220]  從小時候開始父母或者社會
[00:17:49.220 --> 00:17:50.380]  怎樣去教導他們
[00:17:50.380 --> 00:17:52.300]  就沒有做到他們長大了
[00:17:52.300 --> 00:17:54.420]  他們成為一個什麼樣的人
[00:17:54.420 --> 00:17:57.100]  剛才大家讀的經文說
[00:17:57.100 --> 00:18:01.820]  這兩個少年人是藐視耶和華的祭物
[00:18:01.820 --> 00:18:03.980]  當讀這段聖經的時候
[00:18:03.980 --> 00:18:08.220]  大家螢光幕會看到有些紅色的字
[00:18:08.220 --> 00:18:11.660]  當中說這兩個少年人的罪
[00:18:11.660 --> 00:18:13.940]  在耶和華面前甚重
[00:18:13.940 --> 00:18:16.060]  少年人到最後又說
[00:18:16.060 --> 00:18:20.620]  那是撒姆爾還是孩子
[00:18:20.620 --> 00:18:22.460]  原來在原文那裡
[00:18:22.460 --> 00:18:27.020]  少年人和孩子是同一個字
[00:18:27.020 --> 00:18:29.260]  是差不多年紀的
[00:18:29.260 --> 00:18:31.940]  並且這裡特別的說
[00:18:31.940 --> 00:18:36.140]  那是撒姆爾還是孩子
