
[00:00:00.000 --> 00:00:16.000]  各位朋友大家好,我是劉少康牧師。感謝神的恩典,我們又一塊來讀聖經了。
[00:04:13.000 --> 00:04:23.000]  「這是聖地,請你把你早上的鞋子脫了下來,因為你站的地方是一個神聖的地方。」
[00:04:23.000 --> 00:04:34.000]  摩西就很震驚,然後神就跟他說話,要他承擔一個責任,帶領以色列人離開埃及。
[00:04:34.000 --> 00:04:38.000]  然後摩西就問神:「神啊,你叫什麼名字?」
[00:04:38.000 --> 00:04:43.000]  神就說:「我是自有擁有的神。」
[00:04:43.000 --> 00:04:50.000]  在英文裡面就是I am who I am,我就是我,我就是神。
[00:04:50.000 --> 00:04:54.000]  所以這個就是「耶和華」的名字。
[00:04:54.000 --> 00:05:00.000]  然後接下來怎麼說?「耶和華,你是我們的主。」
[00:05:00.000 --> 00:05:05.000]  我不曉得你會不會請一個人做你的主人呢?
[00:05:05.000 --> 00:05:17.000]  除非你是他的工人,你是他的夥計,你是他的下屬,你才這樣稱呼你的老闆,你的主人。
[00:05:17.000 --> 00:05:32.000]  啊,你是我的主人,you are my master,你是那個管理我的,要控制我的,要吩咐我的一個比較上級的人物。
[00:05:32.000 --> 00:05:35.000]  那我們跟神有什麼關係呢?
[00:05:35.000 --> 00:05:43.000]  這裡用了一個很寶貴的名詞,你是我們的主。
[00:05:43.000 --> 00:05:49.000]  在希伯來文,這個主只是對神的一個稱呼。
[00:05:49.000 --> 00:05:57.000]  因為對於希伯來人來說,神這個名字太神聖了,我們怎麼可以直接稱呼神呢?
[00:05:57.000 --> 00:06:11.000]  所以當他們去抄寫聖經的時候,他們不把神的名字寫上去了,就用主作為稱號,adonai,主,你是我們的主。
[00:06:11.000 --> 00:06:14.000]  這樣的稱呼有什麼意思呢?
[00:06:14.000 --> 00:06:24.000]  就是你就是那個掌管我一切,正正是我的主宰的一位的神。
[00:06:24.000 --> 00:06:31.000]  我不曉得各位親愛的弟兄姊妹,你跟神之間有什麼關係呢?
[00:06:31.000 --> 00:06:42.000]  不錯,祂是你的神,祂是你的救主,是因為拯救了你,帶領你,一直保守你看顧你的神。
[00:06:42.000 --> 00:06:55.000]  但是你有沒有將生命的主權也交託給主了,讓祂來掌管你的人生,讓祂來帶領你的人生。
[00:06:55.000 --> 00:07:04.000]  有很多時候我們基督徒常常這樣說,主啊,求祢賜福給我,求祢帶領我前面的道路。
[00:07:04.000 --> 00:07:12.000]  但是其實我們是希望神按照我們的心意來帶領我們的。
[00:07:12.000 --> 00:07:17.000]  我的孩子要考大學了,希望他考到最好的大學。
[00:07:17.000 --> 00:07:22.000]  我的孩子要找工作了,希望他找到一份很好的工作。
[00:07:22.000 --> 00:07:25.000]  我們都是這樣想的。
[00:07:25.000 --> 00:07:36.000]  你有沒有想過,就是神不讓你的孩子去念一個很好的大學,是念一個比較,只是差一點點的大學。
[00:07:36.000 --> 00:07:45.000]  或是你找的工作,可能不是神希望帶你去的,神卻有另外的旨意要交託給你。
[00:07:45.000 --> 00:07:52.000]  各位弟兄姊妹,很多時候我們心裡面說,哎呀,神啊,你要為我成就什麼事情。
[00:07:52.000 --> 00:07:57.000]  那是我的事情,不是神的旨意。
[00:07:57.000 --> 00:08:03.000]  記得主禱文怎麼樣,耶穌怎麼教導祂的門徒來禱告嗎?
[00:08:03.000 --> 00:08:17.000]  我們在天上的父,願人尊祢的名為聖,願祢的旨意行在地上如同行在天上。
[00:08:17.000 --> 00:08:26.000]  是祢的旨意,不是我的旨意啊,不是我們自己的主意啊,是神的旨意。
[00:08:26.000 --> 00:08:36.000]  耶穌,祂可能也不太願意喪失之下走這個格格他的道路。
[00:08:36.000 --> 00:08:48.000]  耶穌在克西馬利人跟神禱告的時候,主啊,這個苦悲啊,就可能的話,可不可以請祢羅開呢?
[00:08:48.000 --> 00:08:54.000]  但是最重要的是接下去,耶穌怎麼樣來禱告?
[00:08:54.000 --> 00:09:01.000]  然而,不要按照我的意思,按照祢的意思。
[00:09:01.000 --> 00:09:11.000]  這才是真正順服神的主權,把神真正當作祢的主宰。
[00:09:11.000 --> 00:09:21.000]  He is Lord, 祂是主,萬民當跪拜,萬妻當屈膝。
[00:09:21.000 --> 00:09:32.000]  我們向我們的神下跪,因為祂是掌管萬有的主,祂真正是我們生命的主。
[00:09:32.000 --> 00:09:55.000]  是詩篇第八篇第一節,這一開頭就說了,耶和華,我們的主啊,祢的名在全地,何其美。祂的名字何等尊貴,祂的名字何等美善,讓我們就帶著這樣的心來敬畏我們的神。
[00:09:55.000 --> 00:10:13.000]  到位提醒我們,我們真的要讚美我們的神,尊祂為我們的主宰,承認祂掌管我們的一切。然後祂說,祂的名在全地,何其美。
[00:10:13.000 --> 00:10:35.000]  這裏有一個更好的翻譯,應該是祢的名是何等的威嚴。跟第九節也是呼喪的呼應,耶和華,我們的神,祢是我們的主宰,祢的名字何其威嚴,祢是滿有威嚴的神。
[00:10:35.000 --> 00:10:57.000]  然後第一節,最後的那句,你將你的榮耀彰顯於天,最好是跟下面第二節連在一塊兒的,因為說了第一句話以後,就換了一個語調,就提到整個天地都是屬於我們的神的。
[00:10:57.000 --> 00:11:08.000]  是祂創造的,是祂把祂的榮耀就從天地,從祂創造的萬物裏面就表現出來了。
[00:11:08.000 --> 00:11:27.000]  所以我們的神實在是一位很愛我們的神,將我們放在這個地球上,祂創造天地萬有,一切的花草樹木,一切的飛鳥,地上的走獸,海裏面的魚,全部都是祂所創造的。
[00:11:27.000 --> 00:11:50.000]  當然更重要的,祂創造了我們世人,讓我們屬於祂,是祂所掌管的。詩篇第八篇的第一節,就是講到耶和華,祢是我們的主,祂是主宰,我們應該將主權交在祂的手上。
[00:11:50.000 --> 00:12:17.000]  然後最後一句說,祢將祢的榮耀彰顯於天。有人說這句話,可能應該放在第二節下面,連在一塊,可能更恰當,因為第一句話就好像在這裏暫時告一個段落,當然在最後第九節的時候,再會重復的。
[00:12:17.000 --> 00:12:39.000]  然後下面就提到了,原來我們的神,祂是創造萬有的主宰,所以祂的榮耀是在天地神所創造的世界裏面彰顯出來的,所以這個世界是祂創造的,祂將祂的榮耀彰顯於天。
[00:12:39.000 --> 00:13:01.000]  祂因敵人的緣故,叫仇敵能夠黯然無言,祂從陰海和刺來的口中去建立了能力,使仇敵和報仇的閉口無言。
[00:13:01.000 --> 00:13:16.000]  那到底第二節講的是什麽呢?為什麽突然之間就提到很多的敵人呢?敵人好像不放過,敵人在那邊牢牢的緊追著。
[00:13:16.000 --> 00:13:41.000]  所以該怎麽樣來說呢?這裏可以說是神,祂是勝過仇敵的神,我們的神是得勝的神,仇敵不能勝過祂,邪惡的力量不能與祂作對,祂是掌權得勝的君王。
[00:13:41.000 --> 00:13:54.000]  祂是愛我們的主,將我們從敵對的人的手上搶奪過來,我們是祂所愛的,所以祂愛我們。
[00:13:54.000 --> 00:14:16.000]  祂把榮耀彰顯於天,讓我們看見,每天看見日出日落,雲彩的美麗,天上的美麗,四季,春夏秋冬,不同的變化,在我身後是很漂亮的花朵。
[00:14:16.000 --> 00:14:35.000]  我剛好來到了尼泊爾,一個很美麗的國家,在這個國家裏面,我看見很多的花,特別現在是四月底,那個花都開得非常漂亮,而且尼泊爾有很多的鳥類。
[00:14:35.000 --> 00:14:58.000]  據一個統計,世界上面大概25%的鳥是在尼泊爾這裏發現的,世界的鳥類非常的多,但是有很多鳥類都可以在尼泊爾這個國家裏面發現。
[00:14:58.000 --> 00:15:15.000]  所以神實在是愛不同國家的人,每一個國家有它國家的特色,每一個國家有特殊的動物,鳥類,植物,樹木,都很不一樣。
[00:15:15.000 --> 00:15:38.000]  所以當你在一些北方一點的國家去旅行的時候,你看見的景色是不一樣的,在熱帶的地方你去旅行的時候,你所看見的也是不一樣的,你在山區所看見的植物又是不一樣的。
[00:15:38.000 --> 00:15:52.000]  在尼泊爾有一個山林的群,就是喜馬拉雅山整個山脈的一個群體,那個面積非常廣大。
[00:15:52.000 --> 00:16:12.000]  我們中國西藏,還有印度北部,還有那個不丹這個國家,還有在中亞地區,一些的國家也是屬於這個喜馬拉雅山脈的一個廣大的地區。
[00:16:12.000 --> 00:16:25.000]  所以各位親愛的朋友,當你看到大自然的奧妙,你就會知道,有一位創造天地萬有的神,他愛世人。
[00:16:25.000 --> 00:16:50.000]  所以他叫天地要彰顯神的威榮,所以這個神是何等的威嚴,我們應該在他面前服服敬拜。他叫仇敵閉口無言,沒有話可以說,因為我們的神是得勝的君王。
[00:16:50.000 --> 00:16:55.000]  這就是第一個段落。
[00:16:55.000 --> 00:17:03.000]  好,我們繼續看下去第二個段落,就是第三、第四跟第五節了。
[00:17:03.000 --> 00:17:06.000]  第三節怎麼說呢?
[00:17:06.000 --> 00:17:16.000]  我觀看你指頭所照的天,並你所成色的月亮星宿。
[00:17:16.000 --> 00:17:22.000]  這裡有兩個字眼,我想各位特別要留意。
[00:17:22.000 --> 00:17:31.000]  第一個就是我觀看,神的作為是要我們去觀看的。
[00:17:31.000 --> 00:17:42.000]  當你仔細地看,當你很遙闊地看的時候,你就看見天空之大。
[00:17:42.000 --> 00:17:59.000]  我們地球只不過是某一個行星裏面的一個小小的系統,還有很多不同的行星,還有很多不同的銀河系。
[00:17:59.000 --> 00:18:13.000]  哇,那個天文學真的開我們的眼界,看見整個宇宙的偉大,看見整個宇宙的浩瀚,就叫我們驚訝不已。
[00:18:13.000 --> 00:18:29.000]  所以他叫我們觀看他指頭所照的天,然後呢,並你所成色的月亮星宿。
[00:18:29.000 --> 00:18:31.000]  什麼叫做成色呢?
[00:18:31.000 --> 00:18:48.000]  我比較曉得你家裏面的客廳放置了一些什麼東西,我記得有一次,我到一個會友的家裏面去探訪的時候,發現他家裏面有很多不同國家的紀念品。
[00:18:48.000 --> 00:19:04.000]  這對夫婦很愛旅行的,他們常常去旅行,每到一個國家就買了一些很經濟的,很特色的,代表那個國家很特別的出產的。
[00:19:04.000 --> 00:19:21.000]  然後就放在客廳裏面,有一個很好的櫃,有玻璃的,也有燈光的,就把很多各式各樣,有些大一點的,有些小小的,
[00:19:21.000 --> 00:19:36.000]  不同的裝飾品,吊書,小的圖畫,掛品,杯子,什麼那個國家一些特別的土產,就放在那個櫃的裏面。
[00:19:36.000 --> 00:19:53.000]  看到以後,我就發現,原來他將所有的東西陳設出來,陳設的意思就是很有心思的去佈置的,那個櫃有幾層的,
[00:19:53.000 --> 00:20:07.000]  每一層放些什麼東西,都是很考心思的,很花心思去編排的,我們叫這個叫做很有心思的陳設。
[00:20:07.000 --> 00:20:29.000]  各位朋友,原來我們的神,你要去觀看他指頭所造出來的天,用一根指頭,那個當然是文學的描寫了,指頭所造的天,並他所陳設的月亮跟星宿。
[00:20:29.000 --> 00:20:49.000]  有很多很喜歡觀星的都會知道什麼遠馬座,天秤座,什麼是北斗星,我就看不懂,而且在香港很污染,晚上根本看不到什麼星星的,
[00:20:49.000 --> 00:21:08.000]  而且太光亮了在城市裏面,那些燈光太亮了,我記得有一次我去非洲探訪我們教會的宣教室,晚上空氣太好了,晚上沒有其他的光污染,一舉頭,
[00:21:08.000 --> 00:21:30.000]  我從來沒有看見過那麼多的星星,原來天上的星多的無數,很多的星星都在那邊,很多的星星是非常非常漂亮的,原來他所創造的宇宙是多麼的浩瀚,
[00:21:30.000 --> 00:21:50.000]  天上多麼的大,他把星星好像撒在黑布上面,然後就叫我們驚訝不已,所以各位親愛的朋友,讓我們從神所創造的宇宙,
[00:21:50.000 --> 00:22:06.000]  我們很肯定的告訴你說,這個宇宙當中一定有一位造物的主宰,就是愛我們的神,請你快點去認識他,去接受他做你的舅舅,
[00:22:06.000 --> 00:22:20.000]  叫你的生命成為很豐盛,有神去引導,有神陪伴的人生。十篇第八篇第四節接著就說:
[00:22:20.000 --> 00:22:48.000]  「辯說人算什麼,你僅見過他,人到底算什麼呢?為什麼神你僅然會看過他呢?你叫他比天使微笑一點,卻將很多榮耀都施了給世人,這是為什麼?」
[00:22:48.000 --> 00:23:05.000]  有人說人算的什麼呢?這裡在翻譯上也是可以去針對的,因為人算什麼,好像覺得人沒有什麼了,你到底算什麼呢?
[00:23:05.000 --> 00:23:26.000]  但是其實這裡的意思應該是,人到底你是什麼?人到底是什麼?有人很驕傲的說我們人是萬物之靈,因為神創造了很多貓狗野獸,他們都沒有靈魂,
[00:23:26.000 --> 00:23:52.000]  只有我們人是有靈的活人。他們都引用的就是《創世紀》第二章第七節,因為聖經那裡說當神造了亞當以後,在他口裡面,在他鼻孔裡面吹了一口氣,然後亞當就成了有靈的活人。
[00:23:52.000 --> 00:24:18.000]  所以很多人就很理直氣壯的說,你看聖經《創世紀》第二章第七節那麼說,人是有靈的活人,我記得最初的時候我是有這樣的誤解的,也許我也在談道,我們是有靈的活人。
[00:24:18.000 --> 00:24:37.000]  但是原來這個字,如果你把它正確的翻譯,我們是有生命的活物,有生命的活物。那到底是靈還是活物呢?有生命的活物。
[00:24:37.000 --> 00:24:56.000]  有一位我們很尊重的長者叫做呂正中先生,他用一個人的力量就重新將舊約跟新約聖經都翻譯了,他所翻譯的聖經就叫做呂正中的版本。
[00:24:56.000 --> 00:25:17.000]  現在如果你到基督教的書局,或是你到聖經公會去,都可以買得到呂正中的譯本。這位老先生,我們大家都很敬佩他,因為他以一個人的力量,能井然間將整本聖經都翻譯出來。
[00:25:17.000 --> 00:25:33.000]  後來香港大學為了表揚這位在文學上,在研究聖經上很有貢獻的一位學者,就送給他一個榮譽的文學博士的學位。
[00:25:33.000 --> 00:25:48.000]  所以當我們今天去念聖經的時候,我們也可以翻開呂正中的譯本來看,因為他很多的翻譯是根據原文來翻譯。
[00:25:48.000 --> 00:26:13.000]  那其實為什麼我們以往一直覺得我們是有靈的活人?那我想告訴各位,除了《創世紀》第二章第八節以外,其實在第二章第七節以前已經出現兩字這個字了,只是我們中文把它翻譯的不一樣,所以我們不留意。
[00:26:13.000 --> 00:26:42.000]  其實第二章第七節的原文跟兩節,我來看一看,第一節就是一章的二十節,就是我們成了有生命的活物,還有就是第一章的二十四節,你留意這兩節都是在第一章出現,然後才到第二章第七節。
[00:26:42.000 --> 00:27:01.000]  三句在原文上都是同一個字眼,只是表示是有生命的活物。所以當神創造亞當的時候,他想要表達的就是亞當是一個有生命的活物。
[00:27:01.000 --> 00:27:27.000]  各位,到底人是什麼?到底神創造人的目的是為了什麼呢?亞當這個字其實就是泥土的意思,Adam就是泥土的意思,所以原來神造人的時候,人真的是不算什麼,因為是從泥土造的。
[00:27:27.000 --> 00:27:55.000]  所以當我們牧師有時候去安息禮拜,特別是安撞禮的時候,我們都會說人本來是出於塵土,當我們離開世界以後,我們也歸回塵土。塵歸塵,土歸土,但是靈魂是屬於上帝的,所以我們的靈魂就歸回上帝。
[00:27:55.000 --> 00:28:13.000]  所以各位親愛的朋友,原來我們人是有靈魂的。但是在創世紀這裡所表達的,我們是有靈的活人。我們神創造我們,我們是有靈的活人。
[00:28:13.000 --> 00:28:41.000]  所以別人說人算什麼,你儘量眷顧他。人實在是算不得什麼,但是我們的神儘量是眷顧我們,照顧我們,照料我們的神,所以我們應該是根據祂給我們的愛,我們去繼續的來生活。
[00:28:41.000 --> 00:29:09.000]  第五節那裡也說,你叫他比天使微小一點,但你卻視他榮耀珍貴為冠冕。這裡其實是談到這位教務主宰對我們世人的愛,他太愛我們了,把我們裝飾得非常的寶貴,而且將榮耀珍貴賜給我們世人。
[00:29:09.000 --> 00:29:35.000]  所以這就是四篇第八篇裡面的第二個段落,談到神創造我們世人,我們世人到底是什麼呢?我們不過是泥土,是第一個人類叫做Adam,泥土的意思,但是神卻是愛我們的,將榮耀珍貴賜給我們世人。
[00:29:35.000 --> 00:29:41.000]  所以我們實在是應該很感謝我們的神對我們的愛。
[00:29:41.000 --> 00:30:08.000]  四篇第八篇最後一個段落是在第七跟第八節,你派他管理你所造的,然後地上的野獸,天空的鳥,海裡面的魚,凡驚醒海盜的,都扶在他的腳下。
[00:30:08.000 --> 00:30:22.000]  這是他將世界上很多的事情都交給我們世人去管理,這是何等榮耀的職份,表明他對世人的重視。
[00:30:22.000 --> 00:30:45.000]  所以我們人類可以管理這個世界裡面很多的東西,我們去捕魚,我們去打獵,我們去吃很多的牛羊牲畜,這是都是神交託給我們世人去管理的。
[00:30:45.000 --> 00:30:58.000]  是第一個段落提到他是何等榮耀的神,萬物都扶在他的腳下,我們人算什麼?
[00:30:58.000 --> 00:31:10.000]  第二段就談到他鋪張星辰宇宙,萬有都是他所創造的。
[00:31:10.000 --> 00:31:23.000]  第三段,他將工作分派給人類,讓我們管理萬有,這是神的心意,也是他對世人的愛。
[00:31:23.000 --> 00:31:41.000]  然後第一句跟第九節的最後一句,都是互相的呼應的,耶和華,我們的主啊,你的名在全地何其美,你的名字是何等的威嚴。
[00:31:41.000 --> 00:31:57.000]  我記得有一位姓何的弟兄,他以前也是很熱心去侍奉的,他有兩個兒子,他將他們改名字,何其美,何其善,太美了。
[00:31:57.000 --> 00:32:11.000]  他有一個孩子叫何其美,再多一個孩子叫何其善,神對我們的愛是何等的美,何等的善。
[00:32:11.000 --> 00:32:30.000]  所以讓我來總結一下,四篇第八篇談到我們該怎麼樣來讚美,稱頌我們的上帝,大衛給了我們四個理由,我們應該去讚美神的,去歌頌他,稱頌他的。
[00:32:30.000 --> 00:32:47.000]  第一,他已經勝過仇敵,那個邪惡的勢力不能得勝,因為他是得勝的主。這是第一個理由,我們要將榮耀頌讚,永遠的去讚美他。
[00:32:47.000 --> 00:33:11.000]  第二個理由是什麼呢?我們人是他所愛的,世人是什麼呢?你觀看他指頭所照的天,他所陳設的月亮星宿,我們人那麼卑微,他卻將我們放在很尊貴的位置上,這是第二個理由,我們要去讚美他。
[00:33:11.000 --> 00:33:31.000]  第三個理由,我們應該去讚美他的,就是他叫我們管理世上一切的萬有,他是交託給我們的,他分派我們去管理的,這也是我們要讚美他,稱頌他的理由。
[00:33:31.000 --> 00:33:47.000]  還有一個理由,就是他重用我們,信任我們,這是那麼重要的工作,不是給別人去做,而是讓我們去做。
[00:33:47.000 --> 00:34:07.000]  所以耶和華,我們的主啊,祢的名在全地,何極美,何等的美。主,祂真的是我們的主宰,祂是掌管一切萬有的主,我們應該服膺在祂的拳下。
[00:34:07.000 --> 00:34:33.000]  有一首非常美的詩歌,叫做全人相扶,主啊,我們向祢下跪,我們向祢享福,向祢投降,向祢歸祥於祢,任祢做我們的主宰,是求主幫助我們。
[00:34:33.000 --> 00:34:44.000]  那我們今天讀了詩篇第八篇,我們更敬畏我們的神,以祂為我們個人生命的主宰。
[00:34:44.000 --> 00:35:03.000]  有一次,有一位做生意的信徒,他就很喜歡跟他的客人說,我不是老闆,其實他真的是老闆,但是我背後還有一位大老闆,這位大老闆是在天上的,他才是真正的老闆。
[00:35:03.000 --> 00:35:16.000]  各位弟兄姊妹,誰是你的老闆呢?是你在做事嗎?是你在做主張嗎?還是我們的神,祂才是真正的主宰?
[00:35:16.000 --> 00:35:42.000]  地上一切的萬有,都不是我們的,我們只是暫時來管理的,有一天我們就要離開這個世界,回到天父的懷裏面。在雅各書也有這樣說,我明天後天要到那裏做生意,雅各怎麽說,主若許可,你就可以去,主若不許可,你就不能去了。
[00:35:42.000 --> 00:35:56.000]  所以求主教我們能夠依靠仰賴我們的神,永遠的遵從祂,歌頌讚美祂的聖名,願主的恩典與你們同在。
