
[00:00:00.000 --> 00:00:02.000]  領子妹新年蒙福
[00:02:47.000 --> 00:02:51.000]  包括爾弗所 士美拿 還有別家摩
[00:02:51.000 --> 00:02:53.000]  而爾弗所去到士美拿
[00:02:53.000 --> 00:02:55.000]  你看這個次序
[00:02:55.000 --> 00:02:58.000]  跟啟示錄所形容的七教會的次序
[00:02:58.000 --> 00:03:00.000]  是完全一樣的
[00:03:00.000 --> 00:03:02.000]  是順時針方向
[00:03:02.000 --> 00:03:05.000]  由下面南邊一直繞一圈
[00:03:05.000 --> 00:03:08.000]  到最後就是老弟家
[00:03:08.000 --> 00:03:11.000]  我們來看爾弗所去士美拿的時候
[00:03:11.000 --> 00:03:13.000]  是有五十公里
[00:03:13.000 --> 00:03:14.000]  對於今天來說
[00:03:14.000 --> 00:03:20.000]  我們有汽車 特別是國內高鐵
[00:03:20.000 --> 00:03:22.000]  那裡沒有高鐵
[00:03:22.000 --> 00:03:24.000]  但是我們知道
[00:03:24.000 --> 00:03:26.000]  你只能開車五十公里
[00:03:26.000 --> 00:03:27.000]  不算長
[00:03:27.000 --> 00:03:28.000]  但是昔日來說
[00:03:28.000 --> 00:03:31.000]  這也不是容易的一條路
[00:03:31.000 --> 00:03:39.000]  因為他們要憑他們當時第一世紀的處境
[00:03:39.000 --> 00:03:41.000]  所以要有一點點的了解
[00:03:41.000 --> 00:03:44.000]  由士美拿去到別家摩
[00:03:44.000 --> 00:03:45.000]  這個是八十公里
[00:03:45.000 --> 00:03:47.000]  再遠一點
[00:03:47.000 --> 00:03:50.000]  而我們看見當時的背景就是
[00:03:50.000 --> 00:03:54.000]  爾弗所和士美拿都可以說是叮噹碼頭
[00:03:54.000 --> 00:03:55.000]  在第一世紀的時候
[00:03:55.000 --> 00:03:59.000]  兩個都是非常蓬勃的一個海港
[00:03:59.000 --> 00:04:01.000]  貿易 對外開放
[00:04:01.000 --> 00:04:04.000]  所以在經濟上他們的發展
[00:04:04.000 --> 00:04:07.000]  可以互相增揮
[00:04:07.000 --> 00:04:13.000]  但是我們也看見士美拿這個地方
[00:04:13.000 --> 00:04:15.000]  他們要面對的處境
[00:04:15.000 --> 00:04:17.000]  也是有很多的迫白
[00:04:17.000 --> 00:04:19.000]  等一下我會多說一些這些背景
[00:04:19.000 --> 00:04:24.000]  但是給大家稍微有一點點的了解
[00:04:24.000 --> 00:04:27.000]  這個也是士美拿教會的一個遺跡
[00:04:27.000 --> 00:04:28.000]  這個遺跡
[00:04:28.000 --> 00:04:31.000]  我們看背後就是他們很著名的
[00:04:31.000 --> 00:04:33.000]  他們那個城市的一個山
[00:04:33.000 --> 00:04:36.000]  而這個山上他們也留下一些的古蹟
[00:04:36.000 --> 00:04:40.000]  就是他們昔日這些所謂政府
[00:04:40.000 --> 00:04:48.000]  當時那些政府很多的行政建造
[00:04:48.000 --> 00:04:52.000]  當然今時今日有很多就拆了再重建
[00:04:52.000 --> 00:04:55.000]  但是昔日你就可以有一個印象
[00:04:55.000 --> 00:04:58.000]  你看他們那個山的時候
[00:04:58.000 --> 00:05:00.000]  其實這個城
[00:05:00.000 --> 00:05:02.000]  它背後這些的山
[00:05:02.000 --> 00:05:07.000]  就是一些政府的建築
[00:05:07.000 --> 00:05:09.000]  他們當時如果有油燈的話
[00:05:09.000 --> 00:05:11.000]  也在那裡燃亮
[00:05:11.000 --> 00:05:17.000]  燃亮的時候就好像一個皇冠圍繞著
[00:05:17.000 --> 00:05:19.000]  所以你遠看在晚上的時候
[00:05:19.000 --> 00:05:21.000]  就好像閃閃生輝
[00:05:21.000 --> 00:05:23.000]  就好像皇冠裡面的寶石
[00:05:23.000 --> 00:05:26.000]  所以有很多人都形容
[00:05:26.000 --> 00:05:28.000]  士美拿是一個很美麗的
[00:05:28.000 --> 00:05:30.000]  不單止港口
[00:05:30.000 --> 00:05:32.000]  它是一個美麗之都
[00:05:32.000 --> 00:05:34.000]  它也是今時今日
[00:05:34.000 --> 00:05:36.000]  可以說這些七教會裡面
[00:05:36.000 --> 00:05:40.000]  的遺跡保存得相當好的一個城市
[00:05:40.000 --> 00:05:43.000]  它也是仍然存在
[00:05:43.000 --> 00:05:46.000]  是土耳其這個境域裡面
[00:05:46.000 --> 00:05:47.000]  第三大城市
[00:05:47.000 --> 00:05:49.000]  不過今天它的名字
[00:05:49.000 --> 00:05:54.000]  就在奧達曼奧特曼的帝國
[00:05:54.000 --> 00:05:55.000]  就已經改了名字
[00:05:55.000 --> 00:06:00.000]  就叫做Izmir
[00:06:00.000 --> 00:06:03.000]  我們要讀今天的經文之先
[00:06:03.000 --> 00:06:05.000]  我們再一次有個祈禱
[00:06:05.000 --> 00:06:07.000]  天父求你開我們的眼睛
[00:06:07.000 --> 00:06:09.000]  打開我們的耳朵
[00:06:09.000 --> 00:06:12.000]  給講的聽的我們同感一鈴
[00:06:12.000 --> 00:06:13.000]  同德造就
[00:06:13.000 --> 00:06:16.000]  也有我們的心對準主
[00:06:16.000 --> 00:06:19.000]  我們在這個變幻莫測的世代
[00:06:19.000 --> 00:06:21.000]  很急速有很多的轉變
[00:06:21.000 --> 00:06:23.000]  但我們知道一件事
[00:06:23.000 --> 00:06:24.000]  你必然要再來
[00:06:24.000 --> 00:06:26.000]  求主給我們警醒謹守
[00:06:26.000 --> 00:06:28.000]  我們地上的教會
[00:06:28.000 --> 00:06:30.000]  每一間都能夠復興
[00:06:30.000 --> 00:06:33.000]  再一次燃點我們愛神愛人的心
[00:06:33.000 --> 00:06:36.000]  主要給我們履行聖徒的責任
[00:06:36.000 --> 00:06:39.000]  求主幫助我們下去的時間
[00:06:39.000 --> 00:06:41.000]  你親自帶領我們
[00:06:41.000 --> 00:06:42.000]  同心禱告
[00:06:42.000 --> 00:06:43.000]  奉主名求
[00:06:43.000 --> 00:06:44.000]  阿們
[00:06:44.000 --> 00:06:47.000]  好 我們來看第一段的經文
[00:06:47.000 --> 00:06:51.000]  這段經文在第八到第十一節
[00:06:51.000 --> 00:06:54.000]  可以說是這七教會的書信裡
[00:06:54.000 --> 00:06:56.000]  最短的一封信
[00:06:56.000 --> 00:06:58.000]  但他裡面講的
[00:06:58.000 --> 00:07:00.000]  給我們看見
[00:07:00.000 --> 00:07:02.000]  是梅拿在主耶穌心目中
[00:07:02.000 --> 00:07:05.000]  是佔了極其重要的位置
[00:07:05.000 --> 00:07:07.000]  因為他們在患難裡頭
[00:07:07.000 --> 00:07:10.000]  仍然是持守信仰
[00:07:10.000 --> 00:07:12.000]  我們一起來讀
[00:07:12.000 --> 00:07:14.000]  你要寫信給是梅拿
[00:07:14.000 --> 00:07:16.000]  教會的使者說
[00:07:16.000 --> 00:07:21.000]  那首先沒後的 死過又活了的這樣說
[00:07:21.000 --> 00:07:24.000]  我知道你的患難和貧窮
[00:07:24.000 --> 00:07:26.000]  其實你卻是富足的
[00:07:26.000 --> 00:07:31.000]  也知道那自稱是猶太人的所說毀謗的話
[00:07:31.000 --> 00:07:34.000]  其實他們不是猶太人
[00:07:34.000 --> 00:07:37.000]  而是撒旦會堂的人
[00:07:37.000 --> 00:07:39.000]  在這裡我們看看
[00:07:39.000 --> 00:07:43.000]  主耶穌怎樣來自我介紹
[00:07:43.000 --> 00:07:47.000]  那首先沒後的其實在第一章也出現過
[00:07:47.000 --> 00:07:49.000]  我們這位主
[00:07:49.000 --> 00:07:51.000]  他是統管萬有
[00:07:51.000 --> 00:07:53.000]  他由色在 金在
[00:07:53.000 --> 00:07:56.000]  以至永在的那個全能者
[00:07:56.000 --> 00:07:58.000]  但他另外一個介紹
[00:07:58.000 --> 00:08:00.000]  是很有意思的
[00:08:00.000 --> 00:08:04.000]  他是講到死過又活了的
[00:08:04.000 --> 00:08:06.000]  是對是梅拿
[00:08:06.000 --> 00:08:08.000]  每一個弟兄姊妹來說
[00:08:08.000 --> 00:08:13.000]  耶穌正正是要好鄭重的提醒他們
[00:08:13.000 --> 00:08:16.000]  人子都曾經面對過
[00:08:16.000 --> 00:08:18.000]  好像你們的逼迫
[00:08:18.000 --> 00:08:20.000]  甚至死亡
[00:08:20.000 --> 00:08:22.000]  但死亡不是那個終點
[00:08:22.000 --> 00:08:25.000]  人子死了 但他是從死裡復活
[00:08:25.000 --> 00:08:28.000]  這個帶給我們真正永恆的盼望
[00:08:28.000 --> 00:08:30.000]  所以是梅拿教會
[00:08:30.000 --> 00:08:32.000]  本身他們這個名字
[00:08:32.000 --> 00:08:35.000]  就已經帶出一個受苦的意思
[00:08:35.000 --> 00:08:39.000]  因為梅拿直譯就是一個末藥
[00:08:39.000 --> 00:08:45.000]  末藥就是他們昔日正在開花的末藥樹
[00:08:45.000 --> 00:08:48.000]  那些樹皮會被人剝下來
[00:08:48.000 --> 00:08:50.000]  然後壓碎
[00:08:50.000 --> 00:08:54.000]  然後他們會製成一些香料和香膏
[00:08:54.000 --> 00:08:55.000]  包括可以用來
[00:08:55.000 --> 00:08:59.000]  那些屍體都可以被薰香
[00:08:59.000 --> 00:09:01.000]  所以我們在這裡看見
[00:09:01.000 --> 00:09:05.000]  是梅拿教會遭遇各樣的苦難和迫害
[00:09:05.000 --> 00:09:08.000]  但在當地他們卻要散發出
[00:09:08.000 --> 00:09:10.000]  就是耶穌基督這一份的香氣
[00:09:10.000 --> 00:09:13.000]  這裡所說的
[00:09:13.000 --> 00:09:18.000]  說到他們的患難和貧窮
[00:09:18.000 --> 00:09:20.000]  既然我剛才說這個城市
[00:09:20.000 --> 00:09:23.000]  是一個很經濟蓬勃的一個海港城
[00:09:23.000 --> 00:09:26.000]  按道理不會窮得去哪裡
[00:09:26.000 --> 00:09:32.000]  我們看回這個背景
[00:09:32.000 --> 00:09:33.000]  我們就知道
[00:09:33.000 --> 00:09:35.000]  為什麼會貧窮呢
[00:09:35.000 --> 00:09:39.000]  甚至包括那些做生意的人
[00:09:39.000 --> 00:09:42.000]  本應是可以身材有道的
[00:09:42.000 --> 00:09:44.000]  在這個城市應該賺很多的錢
[00:09:44.000 --> 00:09:46.000]  為什麼他們都變得貧窮呢
[00:09:46.000 --> 00:09:49.000]  原因你就是要知道
[00:09:49.000 --> 00:09:52.000]  他們當時所受的那個迫害
[00:09:52.000 --> 00:09:53.000]  那個利害
[00:09:53.000 --> 00:09:55.000]  他們是付代價的
[00:09:55.000 --> 00:09:58.000]  這裡你要說多一點背景給大家知道
[00:09:58.000 --> 00:10:02.000]  因為這裡說這些猶太人所說的毀謗的話
[00:10:02.000 --> 00:10:04.000]  然後又說他們不是猶太人
[00:10:04.000 --> 00:10:06.000]  是撒旦會堂的人
[00:10:06.000 --> 00:10:08.000]  其實在說什麼呢
[00:10:08.000 --> 00:10:11.000]  其實說的不是反猶太人主義
[00:10:11.000 --> 00:10:16.000]  這裡說的是針對保羅在各處建立的教會
[00:10:16.000 --> 00:10:18.000]  而當時一直有很多
[00:10:18.000 --> 00:10:20.000]  你看《使徒行傳》就見到
[00:10:20.000 --> 00:10:24.000]  這些猶太人在耶路撒冷一路追蹤保羅
[00:10:24.000 --> 00:10:25.000]  他去到哪裡
[00:10:25.000 --> 00:10:27.000]  他們跟著他去到哪裡
[00:10:27.000 --> 00:10:29.000]  就慫恿那個城市的人
[00:10:29.000 --> 00:10:31.000]  不要聽保羅所說的
[00:10:31.000 --> 00:10:34.000]  這位主耶穌死而復活的道
[00:10:34.000 --> 00:10:38.000]  他說你們這樣是背棄了摩西的律法
[00:10:38.000 --> 00:10:41.000]  因為他教的那些外邦人不用守國例
[00:10:41.000 --> 00:10:43.000]  你相信耶穌就可以了
[00:10:43.000 --> 00:10:46.000]  所以這幫是猶太教裡面
[00:10:46.000 --> 00:10:51.000]  一些非常保守的猶太主義的猶太人
[00:10:51.000 --> 00:10:55.000]  但是他們用的招數就很特別
[00:10:55.000 --> 00:10:59.000]  因為他們知道就這樣來指控保羅
[00:10:59.000 --> 00:11:01.000]  都靠他們沒有辦法
[00:11:01.000 --> 00:11:04.000]  他們要將保羅所謂繩之於法
[00:11:04.000 --> 00:11:07.000]  唯有用政治的罪名
[00:11:07.000 --> 00:11:10.000]  他們必須借刀殺人
[00:11:10.000 --> 00:11:13.000]  透過羅馬政府就要來迫害
[00:11:13.000 --> 00:11:14.000]  不單止保羅
[00:11:14.000 --> 00:11:16.000]  就是要迫害教會
[00:11:16.000 --> 00:11:21.000]  在當時的背景原來是這樣的
[00:11:21.000 --> 00:11:26.000]  羅馬帝國他們因為拜很多不同的神明
[00:11:26.000 --> 00:11:31.000]  所以他們是容許他們可以這些猶太人
[00:11:31.000 --> 00:11:34.000]  他們在羅馬帝國有兩個特權
[00:11:34.000 --> 00:11:38.000]  可以在他們耶路撒冷家鄉以外的地區
[00:11:38.000 --> 00:11:40.000]  敬拜他們自己的耶和華
[00:11:40.000 --> 00:11:44.000]  所以他們到處都有這些猶太人的會堂
[00:11:44.000 --> 00:11:46.000]  這樣OK吧
[00:11:46.000 --> 00:11:51.000]  第二就是那些海撒皇帝的廟裡面
[00:11:51.000 --> 00:11:54.000]  他們只需行尊敬皇帝之禮
[00:11:54.000 --> 00:11:58.000]  而不需要上香敬拜
[00:11:58.000 --> 00:12:01.000]  這兩個特權就很重要了
[00:12:01.000 --> 00:12:04.000]  因為對於猶太人來說
[00:12:04.000 --> 00:12:07.000]  除了要我們不可以有別的神
[00:12:07.000 --> 00:12:10.000]  但是在公元前二十幾年的時候
[00:12:10.000 --> 00:12:13.000]  當時羅馬的一個皇帝奧古士督
[00:12:13.000 --> 00:12:16.000]  就是耶穌出世的那個年代的羅馬王
[00:12:16.000 --> 00:12:20.000]  他就已經建了一個奧古士督的神廟
[00:12:20.000 --> 00:12:24.000]  要求那些羅馬帝國所有的神明
[00:12:24.000 --> 00:12:30.000]  你們要稱呼羅馬這個奧古士督的王為主
[00:12:30.000 --> 00:12:32.000]  為上帝
[00:12:32.000 --> 00:12:33.000]  就是這樣去敬拜的
[00:12:33.000 --> 00:12:35.000]  對於猶太人來說
[00:12:35.000 --> 00:12:37.000]  這個是違背他們的信仰
[00:12:37.000 --> 00:12:41.000]  但是現在猶太人怎樣借刀殺人呢
[00:12:41.000 --> 00:12:43.000]  他就去告官府
[00:12:43.000 --> 00:12:48.000]  就說這個保羅是傳那些不同猶太人的信仰的
[00:12:48.000 --> 00:12:50.000]  他是傳一個耶穌
[00:12:50.000 --> 00:12:52.000]  他們這些耶穌仔耶穌女
[00:12:52.000 --> 00:12:54.000]  你抓了他們就對了
[00:12:54.000 --> 00:12:56.000]  所以他們是沒有特權
[00:12:56.000 --> 00:12:58.000]  沒有我們猶太人這樣的特權
[00:12:58.000 --> 00:13:01.000]  有會堂的這種敬拜我們耶和華
[00:13:01.000 --> 00:13:04.000]  他們逢親主日他們去敬拜
[00:13:04.000 --> 00:13:06.000]  他們就是犯了法
[00:13:06.000 --> 00:13:11.000]  然後他們拒絕在凱撒廟中上香宴祭
[00:13:11.000 --> 00:13:13.000]  你更加可以抓他們
[00:13:13.000 --> 00:13:15.000]  大家明白了
[00:13:15.000 --> 00:13:17.000]  這個真的很狡猾
[00:13:17.000 --> 00:13:19.000]  這一幫猶太人
[00:13:19.000 --> 00:13:22.000]  但是狡猾的背後其實是撒旦
[00:13:22.000 --> 00:13:26.000]  在這一幫宗教領袖的心裡面
[00:13:26.000 --> 00:13:29.000]  你要作這個始作俑者
[00:13:29.000 --> 00:13:32.000]  我們看見作一個真正的門徒
[00:13:32.000 --> 00:13:34.000]  真是付代價的
[00:13:34.000 --> 00:13:36.000]  救恩是白白
[00:13:36.000 --> 00:13:38.000]  但是我們跟隨主
[00:13:38.000 --> 00:13:41.000]  你發覺當時士滿那些甚至有錢的信徒
[00:13:41.000 --> 00:13:43.000]  他們財產被充公
[00:13:43.000 --> 00:13:45.000]  因為社會的排斥
[00:13:45.000 --> 00:13:47.000]  他們不容易去謀生
[00:13:47.000 --> 00:13:52.000]  在這一幫逼害他們的人的背後
[00:13:52.000 --> 00:13:55.000]  其實就是撒旦在這裡工作
[00:13:55.000 --> 00:13:58.000]  我們有合理的推斷
[00:13:58.000 --> 00:14:00.000]  保羅極之有可能
[00:14:00.000 --> 00:14:03.000]  在他三年留在以忽所的時候
[00:14:03.000 --> 00:14:07.000]  他去到周邊的城市都一樣傳道
[00:14:07.000 --> 00:14:09.000]  所以包括士滿那
[00:14:09.000 --> 00:14:11.000]  所以這個是很合理的一個推斷
[00:14:11.000 --> 00:14:15.000]  士滿那是曾經這些弟兄姊妹
[00:14:15.000 --> 00:14:18.000]  就算沒有親耳聽到保羅的教訓
[00:14:18.000 --> 00:14:21.000]  都一定會接觸到保羅的書信
[00:14:21.000 --> 00:14:25.000]  所以這個在我們今天的理解底下
[00:14:25.000 --> 00:14:28.000]  你發覺士滿那的弟兄姊妹很正
[00:14:28.000 --> 00:14:30.000]  他們在迫害裡面
[00:14:30.000 --> 00:14:33.000]  因為他們信仰有根有基
[00:14:33.000 --> 00:14:35.000]  他們不是隨流失去
[00:14:35.000 --> 00:14:37.000]  不是隨時改口風
[00:14:37.000 --> 00:14:41.000]  我們一起看看他們怎樣面對那個考驗
[00:14:41.000 --> 00:14:42.000]  我們一起讀
[00:14:42.000 --> 00:14:45.000]  你將要受的苦你不用怕
[00:14:45.000 --> 00:14:50.000]  看啊!魔鬼要把你們中間幾個人下載監獄
[00:14:50.000 --> 00:14:52.000]  使你們受考驗
[00:14:52.000 --> 00:14:54.000]  你們遭遇苦難十日
[00:14:54.000 --> 00:14:56.000]  你無要致死忠心
[00:14:56.000 --> 00:14:59.000]  我就設給你那生命的冠冕
[00:14:59.000 --> 00:15:04.000]  凡有耳朵的都應當聽聖靈向宗教會所說的話
[00:15:04.000 --> 00:15:09.000]  得勝的必不受第二次死的害
[00:15:09.000 --> 00:15:13.000]  這裡是一個很清楚的
[00:15:13.000 --> 00:15:16.000]  鼓勵安慰
[00:15:16.000 --> 00:15:19.000]  士滿那你們當中會有幾個人
[00:15:19.000 --> 00:15:23.000]  迫害你的人背後真正那個始作俑者
[00:15:23.000 --> 00:15:25.000]  是魔鬼他自己
[00:15:25.000 --> 00:15:29.000]  他要來到在你們中間不是全部是幾個人
[00:15:29.000 --> 00:15:33.000]  但這個考驗是上帝容許
[00:15:33.000 --> 00:15:36.000]  而且上帝是有一個限定的時間
[00:15:36.000 --> 00:15:38.000]  你說十日有多久呢
[00:15:38.000 --> 00:15:41.000]  有些解經的聖經學者
[00:15:41.000 --> 00:15:45.000]  他們會覺得這個是指一個短時間
[00:15:45.000 --> 00:15:48.000]  不一定是一定十日
[00:15:48.000 --> 00:15:50.000]  但亦都有學者會認為
[00:15:50.000 --> 00:15:52.000]  這個就好像彈爾利書裡面所說
[00:15:52.000 --> 00:15:55.000]  但你跟他們三個朋友在王的面前
[00:15:55.000 --> 00:15:57.000]  他們不吃王的膳食
[00:15:57.000 --> 00:16:00.000]  因為怕裡面吃了一些不潔之物
[00:16:00.000 --> 00:16:01.000]  那些肉
[00:16:01.000 --> 00:16:04.000]  所以他們就求太監掌容許他們
[00:16:04.000 --> 00:16:06.000]  只是青菜白飯
[00:16:06.000 --> 00:16:09.000]  然後他們就說
[00:16:09.000 --> 00:16:12.000]  如果我們變成了皮王骨瘦
[00:16:12.000 --> 00:16:15.000]  你們才要求我們吃王的膳食
[00:16:15.000 --> 00:16:16.000]  結果十日之後
[00:16:16.000 --> 00:16:18.000]  不單止他們沒有銷售
[00:16:18.000 --> 00:16:21.000]  他們個個都面色紅潤
[00:16:21.000 --> 00:16:23.000]  而且肥肥白白
[00:16:23.000 --> 00:16:25.000]  去到尼布加利撒面前
[00:16:25.000 --> 00:16:27.000]  這四個都是最優秀的
[00:16:27.000 --> 00:16:28.000]  被他損壞
[00:16:28.000 --> 00:16:33.000]  他特定指定要去特訓他們
[00:16:33.000 --> 00:16:37.000]  我們看見上帝是很恩待
[00:16:37.000 --> 00:16:40.000]  但這裡我都想說多一個背景給大家知道
[00:16:40.000 --> 00:16:42.000]  說他們坐監這個問題
[00:16:42.000 --> 00:16:47.000]  羅馬政府其實是很懂得抓這些
[00:16:47.000 --> 00:16:49.000]  違反他們法律的人
[00:16:49.000 --> 00:16:51.000]  去坐監就要他們信服
[00:16:51.000 --> 00:16:54.000]  而是視乎那個罪行的輕重
[00:16:54.000 --> 00:16:58.000]  如果罪名輕的刑罰就只可以罰款
[00:16:58.000 --> 00:16:59.000]  然後可以放人
[00:16:59.000 --> 00:17:03.000]  另外一些重一點的就放逐他們去勞改
[00:17:03.000 --> 00:17:05.000]  通常就是沒收他們的財產
[00:17:05.000 --> 00:17:09.000]  但最嚴重的就是那些是判他死罪
[00:17:09.000 --> 00:17:11.000]  如果判他死罪
[00:17:11.000 --> 00:17:14.000]  那些死囚不是即時就殺他
[00:17:14.000 --> 00:17:15.000]  他是怎樣呢
[00:17:15.000 --> 00:17:19.000]  是想施酷刑去引那些共犯
[00:17:19.000 --> 00:17:20.000]  跟他一起犯法
[00:17:20.000 --> 00:17:22.000]  這些人就出現了
[00:17:22.000 --> 00:17:23.000]  要鋪頭了
[00:17:23.000 --> 00:17:25.000]  他們透過節慶的時候
[00:17:25.000 --> 00:17:29.000]  就將這些死囚扔到那些鬥獸場
[00:17:29.000 --> 00:17:33.000]  任由那些獅子老虎吃了他們
[00:17:33.000 --> 00:17:35.000]  去娛樂那些觀眾
[00:17:35.000 --> 00:17:39.000]  或者他們去露天的一些劇場裡面
[00:17:39.000 --> 00:17:42.000]  就想要一些悲情的慘劇
[00:17:42.000 --> 00:17:46.000]  死囚被指派做的角色是什麼呢
[00:17:46.000 --> 00:17:48.000]  你猜是什麼角色
[00:17:48.000 --> 00:17:50.000]  就是被害者的角色
[00:17:50.000 --> 00:17:51.000]  被殺的
[00:17:51.000 --> 00:17:52.000]  那被殺不是演戲
[00:17:52.000 --> 00:17:53.000]  他真的殺了
[00:17:53.000 --> 00:17:55.000]  因為他已經死了
[00:17:55.000 --> 00:17:57.000]  所以你發覺那些死囚
[00:17:57.000 --> 00:18:00.000]  不知道他什麼時候真的被處決
[00:18:00.000 --> 00:18:02.000]  當他們坐牢的時候
[00:18:02.000 --> 00:18:03.000]  他們知道他們的罪名
[00:18:03.000 --> 00:18:05.000]  如果是被判死刑的時候
[00:18:05.000 --> 00:18:08.000]  不知道是明天還是後天
[00:18:08.000 --> 00:18:13.000]  心理上的這種壓力其實是很大的
[00:18:13.000 --> 00:18:14.000]  這個就是考驗
[00:18:14.000 --> 00:18:17.000]  我們對上帝的信仰是真的
[00:18:17.000 --> 00:18:20.000]  還是假的
[00:18:20.000 --> 00:18:21.000]  我記得我多年前
[00:18:21.000 --> 00:18:24.000]  我在加拿大牧養教會的時候
[00:18:24.000 --> 00:18:28.000]  有一位弟兄令我印象永遠難忘
[00:18:28.000 --> 00:18:31.000]  這個弟兄是他太太先信
[00:18:31.000 --> 00:18:37.000]  後來他太太因為丈夫患了癌症
[00:18:37.000 --> 00:18:39.000]  請我們為他祈禱
[00:18:39.000 --> 00:18:44.000]  他後來吃了西藥治療
[00:18:44.000 --> 00:18:46.000]  也用中藥來調理身體
[00:18:46.000 --> 00:18:47.000]  後來感謝神
[00:18:47.000 --> 00:18:48.000]  神保守他
[00:18:48.000 --> 00:18:50.000]  能夠康復
[00:18:50.000 --> 00:18:54.000]  他接著就一直很熱心在教會追求
[00:18:54.000 --> 00:18:58.000]  讀經、祈禱、番團契、番崇拜
[00:18:58.000 --> 00:18:59.000]  還有一件事
[00:18:59.000 --> 00:19:01.000]  他懂得打中文字
[00:19:01.000 --> 00:19:03.000]  我打中文字很頑皮
[00:19:03.000 --> 00:19:08.000]  所以找他幫忙做程序表
[00:19:08.000 --> 00:19:09.000]  很感恩
[00:19:09.000 --> 00:19:12.000]  他做我們的義工風雨不改
[00:19:12.000 --> 00:19:15.000]  你知道加拿大一到冬天挺冷的
[00:19:15.000 --> 00:19:19.000]  他戴著手套都回教會幫忙
[00:19:19.000 --> 00:19:22.000]  每個禮拜都是如是
[00:19:22.000 --> 00:19:26.000]  直到有一天他的癌症復發
[00:19:26.000 --> 00:19:29.000]  復發後我說弟兄你多休息
