
[00:00:00.000 --> 00:00:01.760]  新的一年開始的時候
[00:01:58.780 --> 00:01:59.780]  沒關係
[00:01:59.780 --> 00:02:00.780]  走多一點
[00:02:00.780 --> 00:02:02.780]  記錄會好一點
[00:02:02.780 --> 00:02:05.780]  就是說原來當你有一個目標的時候
[00:02:05.780 --> 00:02:06.780]  你是會好一點的
[00:02:06.780 --> 00:02:08.780]  所以我經常鼓勵大家去靈修
[00:02:08.780 --> 00:02:10.780]  我那時候有本小寶
[00:02:10.780 --> 00:02:12.780]  那天有個靈修你圈住
[00:02:12.780 --> 00:02:15.780]  當你看到發現這兩天我沒有的時候
[00:02:15.780 --> 00:02:16.780]  我希望你會追回
[00:02:16.780 --> 00:02:19.780]  但是當然有時候我們立了很多的宏願
[00:02:19.780 --> 00:02:22.780]  但是很快就會放棄了
[00:02:22.780 --> 00:02:23.780]  為什麼呢
[00:02:23.780 --> 00:02:26.780]  原來我們沒有足夠的心理準備
[00:02:26.780 --> 00:02:29.780]  就是原來每一個新的開始
[00:02:29.780 --> 00:02:31.780]  或者開始了一些新的事物
[00:02:31.780 --> 00:02:33.780]  之前或者之後
[00:02:33.780 --> 00:02:35.780]  其實都是很艱辛的
[00:02:35.780 --> 00:02:37.780]  有時候我們只是有一個理想
[00:02:37.780 --> 00:02:40.780]  但是我們沒有想過原來我們要付代價
[00:02:40.780 --> 00:02:44.780]  正正因為沒有這樣的心理準備
[00:02:44.780 --> 00:02:46.780]  所以有時候我們會失敗
[00:02:46.780 --> 00:02:48.780]  今天在現實的生活裡面
[00:02:48.780 --> 00:02:49.780]  我們都知道
[00:02:49.780 --> 00:02:51.780]  每一件事新開始
[00:02:51.780 --> 00:02:54.780]  還有之後都是有很多困難的
[00:02:54.780 --> 00:02:55.780]  最簡單舉個例子
[00:02:55.780 --> 00:02:56.780]  一會兒完了之後
[00:02:56.780 --> 00:02:58.780]  我希望可以跟你握手
[00:02:58.780 --> 00:02:59.780]  但是可能都握不到
[00:02:59.780 --> 00:03:00.780]  為什麼呢
[00:03:00.780 --> 00:03:04.780]  因為今天又要負責葵涌堂一位的同工
[00:03:04.780 --> 00:03:06.780]  福音幹事去結婚
[00:03:06.780 --> 00:03:08.780]  我要負責婚禮
[00:03:08.780 --> 00:03:10.780]  我剛才回來找不到那件穆斯普
[00:03:10.780 --> 00:03:12.780]  我死了都沒有穆斯普了
[00:03:12.780 --> 00:03:13.780]  後來突然冷靜下來
[00:03:13.780 --> 00:03:14.780]  不是不是
[00:03:14.780 --> 00:03:15.780]  原來上個星期六
[00:03:15.780 --> 00:03:17.780]  我都為九龍灣一對弟兄姊妹負責婚禮
[00:03:17.780 --> 00:03:18.780]  都是同一間禮拜堂
[00:03:18.780 --> 00:03:20.780]  所以後來跟我的教會說
[00:03:20.780 --> 00:03:22.780]  可不可以拿走那件穆斯普
[00:03:22.780 --> 00:03:23.780]  我等著先在這裡
[00:03:23.780 --> 00:03:24.780]  下個星期我又來
[00:03:24.780 --> 00:03:25.780]  又是你
[00:03:25.780 --> 00:03:26.780]  穆斯普
[00:03:26.780 --> 00:03:27.780]  是啊是啊又是我
[00:03:27.780 --> 00:03:30.780]  我就要負責婚禮
[00:03:30.780 --> 00:03:32.780]  結了婚的人
[00:03:32.780 --> 00:03:35.780]  你去回憶你結婚之前是怎樣
[00:03:35.780 --> 00:03:36.780]  不是浪漫的
[00:03:36.780 --> 00:03:39.780]  是浪漫完求完婚之後就不浪漫了
[00:03:39.780 --> 00:03:41.780]  你要去籌備婚禮是很痛苦的
[00:03:41.780 --> 00:03:42.780]  又要拍照
[00:03:42.780 --> 00:03:44.780]  又要想想怎樣擺酒
[00:03:44.780 --> 00:03:45.780]  要很多支出
[00:03:45.780 --> 00:03:47.780]  甚至在婚禮之前
[00:03:47.780 --> 00:03:50.780]  新的開始更加多東西來爭拗
[00:03:50.780 --> 00:03:51.780]  特別是女生
[00:03:51.780 --> 00:03:52.780]  甚至會說
[00:03:52.780 --> 00:03:53.780]  我不嫁了
[00:03:53.780 --> 00:03:54.780]  你都不提過我
[00:03:54.780 --> 00:03:55.780]  東西都不緊張
[00:03:55.780 --> 00:03:56.780]  很煩的
[00:03:56.780 --> 00:03:57.780]  是不是
[00:03:57.780 --> 00:03:58.780]  結了婚之後
[00:03:58.780 --> 00:03:59.780]  是不是很浪漫
[00:03:59.780 --> 00:04:00.780]  都不是
[00:04:00.780 --> 00:04:02.780]  因為很多東西要適應
[00:04:02.780 --> 00:04:03.780]  很多爭拗
[00:04:03.780 --> 00:04:04.780]  但你有沒有留意到
[00:04:04.780 --> 00:04:05.780]  慢慢慢慢十多年之後
[00:04:05.780 --> 00:04:06.780]  就順了
[00:04:06.780 --> 00:04:07.780]  沒那麼多爭拗
[00:04:07.780 --> 00:04:08.780]  為什麼呢
[00:04:08.780 --> 00:04:09.780]  他都不理你了
[00:04:09.780 --> 00:04:11.780]  你罵他他都沒有反應了
[00:04:11.780 --> 00:04:12.780]  所以你懶得罵
[00:04:12.780 --> 00:04:13.780]  懶得大家來生氣
[00:04:13.780 --> 00:04:14.780]  對不對
[00:04:14.780 --> 00:04:16.780]  所以走著走著路就順了
[00:04:16.780 --> 00:04:18.780]  但之前和之後是辛苦的
[00:04:18.780 --> 00:04:19.780]  好了
[00:04:19.780 --> 00:04:20.780]  做媽媽的那些
[00:04:20.780 --> 00:04:22.780]  聽大家為一個肢體祈禱
[00:04:22.780 --> 00:04:24.780]  剛才我中堂為他祈禱
[00:04:24.780 --> 00:04:25.780]  很厲害
[00:04:25.780 --> 00:04:26.780]  他後天要回美國
[00:04:26.780 --> 00:04:27.780]  在美國回流回來的
[00:04:27.780 --> 00:04:28.780]  原來他懷孕
[00:04:28.780 --> 00:04:30.780]  但要回美國生孩子
[00:04:30.780 --> 00:04:31.780]  叫我為他來禱告
[00:04:31.780 --> 00:04:33.780]  但他說三胎
[00:04:33.780 --> 00:04:35.780]  裡面有三個孩子
[00:04:35.780 --> 00:04:36.780]  我說很厲害
[00:04:36.780 --> 00:04:38.780]  然後我就問他
[00:04:38.780 --> 00:04:40.780]  你是不是第一胎
[00:04:40.780 --> 00:04:41.780]  他說不是
[00:04:41.780 --> 00:04:42.780]  我已經有三個
[00:04:42.780 --> 00:04:43.780]  哇
[00:04:43.780 --> 00:04:45.780]  你已經有三個
[00:04:45.780 --> 00:04:48.780]  我說我是你的勇氣和信心來禱告
[00:04:48.780 --> 00:04:49.780]  接著
[00:04:49.780 --> 00:04:50.780]  我說你最大我多少歲
[00:04:50.780 --> 00:04:51.780]  十九歲
[00:04:51.780 --> 00:04:52.780]  第三個呢
[00:04:52.780 --> 00:04:53.780]  十歲
[00:04:53.780 --> 00:04:54.780]  哇
[00:04:54.780 --> 00:04:55.780]  十年
[00:04:55.780 --> 00:04:56.780]  之後又來三個
[00:04:56.780 --> 00:04:57.780]  意外啊
[00:04:57.780 --> 00:04:59.780]  我說如果神給這個意外
[00:04:59.780 --> 00:05:01.780]  我跳下去都不行
[00:05:01.780 --> 00:05:02.780]  死定了
[00:05:02.780 --> 00:05:04.780]  我剛才都為他來個祈禱
[00:05:04.780 --> 00:05:07.780]  做過媽媽的那些肢體
[00:05:07.780 --> 00:05:09.780]  你懷孕辛苦嗎
[00:05:09.780 --> 00:05:10.780]  是辛苦的
[00:05:10.780 --> 00:05:11.780]  但快要生的時候
[00:05:11.780 --> 00:05:13.780]  是不是更辛苦
[00:05:13.780 --> 00:05:15.780]  是不是很辛苦
[00:05:15.780 --> 00:05:17.780]  但你沒留意到
[00:05:17.780 --> 00:05:19.780]  生完之後
[00:05:19.780 --> 00:05:20.780]  是更辛苦的
[00:05:20.780 --> 00:05:23.780]  媽媽有這個經歷的
[00:05:23.780 --> 00:05:25.780]  你懷孕的時候
[00:05:25.780 --> 00:05:26.780]  你要睡就睡
[00:05:26.780 --> 00:05:27.780]  你只有孩子睡不睡
[00:05:27.780 --> 00:05:29.780]  你睡他就睡
[00:05:29.780 --> 00:05:31.780]  他不睡都不關你的事
[00:05:31.780 --> 00:05:33.780]  但生了出來之後
[00:05:33.780 --> 00:05:35.780]  你睡他不睡
[00:05:35.780 --> 00:05:36.780]  是不是辛苦很多
[00:05:36.780 --> 00:05:38.780]  他半夜哭的時候
[00:05:38.780 --> 00:05:39.780]  你雖然很累
[00:05:39.780 --> 00:05:40.780]  你會說讓他哭一哭
[00:05:40.780 --> 00:05:41.780]  他會窒息的
[00:05:41.780 --> 00:05:43.780]  那他就不用管了
[00:05:43.780 --> 00:05:44.780]  你就要起來照顧他
[00:05:44.780 --> 00:05:46.780]  就是說生完之後
[00:05:46.780 --> 00:05:47.780]  你更辛苦
[00:05:47.780 --> 00:05:48.780]  這個新的階段
[00:05:48.780 --> 00:05:49.780]  是不是
[00:05:49.780 --> 00:05:50.780]  但十多年之後
[00:05:50.780 --> 00:05:51.780]  又不再辛苦了
[00:05:51.780 --> 00:05:52.780]  為什麼呢
[00:05:52.780 --> 00:05:54.780]  他睡不睡你都不知道
[00:05:54.780 --> 00:05:55.780]  為什麼呢
[00:05:55.780 --> 00:05:56.780]  他都不讓你管了
[00:05:56.780 --> 00:05:57.780]  對不對
[00:05:57.780 --> 00:05:58.780]  所以請你記住
[00:05:58.780 --> 00:06:00.780]  一個新的階段
[00:06:00.780 --> 00:06:01.780]  開始之前
[00:06:01.780 --> 00:06:03.780]  和開始之後那段時間
[00:06:03.780 --> 00:06:05.780]  是辛苦的
[00:06:05.780 --> 00:06:08.780]  就正如黎明之前是最黑暗的
[00:06:08.780 --> 00:06:10.780]  主耶穌說他會再回來
[00:06:10.780 --> 00:06:12.780]  不要忘記耶穌回來之前
[00:06:12.780 --> 00:06:14.780]  這個世界是更加的混亂
[00:06:14.780 --> 00:06:16.780]  是更加的辛苦要去面對
[00:06:16.780 --> 00:06:18.780]  耶穌回來那一刻之後
[00:06:18.780 --> 00:06:19.780]  都是辛苦
[00:06:19.780 --> 00:06:21.780]  因為他要審判這個世界
[00:06:21.780 --> 00:06:22.780]  完成這個審判
[00:06:22.780 --> 00:06:24.780]  然後才在新天新地裏面
[00:06:24.780 --> 00:06:27.780]  所以這是一個很自然的真理
[00:06:27.780 --> 00:06:31.780]  今天會和大家去看聖經裏面的教導
[00:06:31.780 --> 00:06:34.780]  以致我們有足夠的準備
[00:06:34.780 --> 00:06:36.780]  去面對新的開始
[00:06:36.780 --> 00:06:38.780]  今天和大家說新開始
[00:06:38.780 --> 00:06:39.780]  如果你留意的時候
[00:06:39.780 --> 00:06:41.780]  是辛苦的新
[00:06:41.780 --> 00:06:44.780]  原來每一個新的開始都是辛苦的
[00:06:44.780 --> 00:06:47.780]  我們的新年就是1月1日
[00:06:47.780 --> 00:06:49.780]  但是希伯來人
[00:06:49.780 --> 00:06:50.780]  猶太人
[00:06:50.780 --> 00:06:53.780]  他們的新的年度是何時呢
[00:06:53.780 --> 00:06:55.780]  原來他們的新的年度
[00:06:55.780 --> 00:06:58.780]  和他們的信心得救是很有密切的關係
[00:06:58.780 --> 00:07:02.780]  我們一起來讀出《埃及記》第十二章的第一第二兩節
[00:07:02.780 --> 00:07:04.780]  我們一起來讀出
[00:07:04.780 --> 00:07:12.780]  耶和華在埃及地曉喻摩西亞倫說:你們要以本月為正月為一年之首
[00:07:12.780 --> 00:07:13.780]  神和我們說
[00:07:13.780 --> 00:07:14.780]  你們就用這個時候
[00:07:14.780 --> 00:07:16.780]  就是你們新的一個年度
[00:07:16.780 --> 00:07:17.780]  是新年
[00:07:17.780 --> 00:07:20.780]  是一年的開始
[00:07:20.780 --> 00:07:25.780]  究竟這句話的背後是什麼意思呢
[00:07:25.780 --> 00:07:27.780]  原來我們會看到
[00:07:27.780 --> 00:07:32.780]  以色列人他們在埃及裏面被逼做奴隸
[00:07:32.780 --> 00:07:35.780]  失去了基本的權利
[00:07:35.780 --> 00:07:38.780]  甚至後期他們的孕婦生BB
[00:07:38.780 --> 00:07:41.780]  那個BB仔可能會被殺
[00:07:41.780 --> 00:07:44.780]  他們在痛苦的當中向神來呼求
[00:07:44.780 --> 00:07:45.780]  求神來拯救神
[00:07:45.780 --> 00:07:48.780]  就興起摩西來帶領他們出埃及
[00:07:48.780 --> 00:07:50.780]  但不要忘記摩西一出現
[00:07:50.780 --> 00:07:54.780]  和法老要求給我的子民離開的時候
[00:07:54.780 --> 00:07:57.780]  他們不是得到真正的自由
[00:07:57.780 --> 00:07:59.780]  舒服的日子沒有出現
[00:07:59.780 --> 00:08:01.780]  反而是更加辛苦
[00:08:01.780 --> 00:08:02.780]  法老就生氣
[00:08:02.780 --> 00:08:06.780]  你們想搞動亂
[00:08:06.780 --> 00:08:10.780]  於是又要逼他們繼續交這麼多的磚出來
[00:08:10.780 --> 00:08:12.780]  但給少一些材料他們
[00:08:12.780 --> 00:08:14.780]  要他們的工序辛苦很多
[00:08:14.780 --> 00:08:16.780]  他們就會很痛苦
[00:08:16.780 --> 00:08:17.780]  甚至不歡迎摩西
[00:08:17.780 --> 00:08:21.780]  但是摩西仍然按照神的使命堅持
[00:08:21.780 --> 00:08:22.780]  和法老談判
[00:08:22.780 --> 00:08:24.780]  當我們讀聖經的時候
[00:08:24.780 --> 00:08:25.780]  我們會很質疑
[00:08:25.780 --> 00:08:27.780]  為什麼神這麼兇殘
[00:08:27.780 --> 00:08:30.780]  要來帶去殺埃及的長子
[00:08:30.780 --> 00:08:32.780]  但如果你留意到
[00:08:32.780 --> 00:08:34.780]  其實神有預先警告
[00:08:34.780 --> 00:08:36.780]  接著給他們一些災害
[00:08:36.780 --> 00:08:40.780]  這些災害其實開頭不是這麼嚴厲
[00:08:40.780 --> 00:08:42.780]  是逐步逐步的加上
[00:08:42.780 --> 00:08:45.780]  第一個災害是水變血的災害
[00:08:45.780 --> 00:08:48.780]  令尼羅河的水變成像血一樣
[00:08:48.780 --> 00:08:49.780]  他們不能夠飲用
[00:08:49.780 --> 00:08:51.780]  可能是水質的變化
[00:08:51.780 --> 00:08:53.780]  於是第二個災害是什麼呢
[00:08:53.780 --> 00:08:57.780]  是蛙災
[00:08:57.780 --> 00:09:01.780]  這些青蛙不斷地跑上來
[00:09:01.780 --> 00:09:03.780]  這些青蛙跑上來的時候
[00:09:03.780 --> 00:09:04.780]  困擾著他們
[00:09:04.780 --> 00:09:07.780]  接著後來青蛙死了的時候
[00:09:07.780 --> 00:09:09.780]  就有失災和凝災
[00:09:09.780 --> 00:09:11.780]  接著就是蓄逆之災
[00:09:11.780 --> 00:09:14.780]  你留意到跟他們個人的健康
[00:09:14.780 --> 00:09:16.780]  某個程度影響不大
[00:09:16.780 --> 00:09:19.780]  但是也困擾了他們
[00:09:19.780 --> 00:09:22.780]  事實上在這個過程當中
[00:09:22.780 --> 00:09:25.780]  有埃及的神和子民
[00:09:25.780 --> 00:09:28.780]  都跟法老說算了讓他們走
[00:09:28.780 --> 00:09:30.780]  所以我看到領袖是很重要
[00:09:30.780 --> 00:09:32.780]  法老心裡剛硬
[00:09:32.780 --> 00:09:34.780]  不肯離帶他們走
[00:09:34.780 --> 00:09:37.780]  結果神就繼續用更加嚴厲的災害
[00:09:37.780 --> 00:09:39.780]  跟他們的健康有關
[00:09:39.780 --> 00:09:40.780]  就是瘡災
[00:09:40.780 --> 00:09:41.780]  他們生瘡
[00:09:41.780 --> 00:09:42.780]  但是也不能死
[00:09:42.780 --> 00:09:46.780]  接著就是薄災、黃災、黑暗之災
[00:09:46.780 --> 00:09:48.780]  九個災害完結了
[00:09:48.780 --> 00:09:51.780]  他仍然不肯放他們走
[00:09:51.780 --> 00:09:55.780]  結果神就要用更加嚴厲的災害
[00:09:55.780 --> 00:09:58.780]  這個絕對不是神的凶殘
[00:09:58.780 --> 00:10:00.780]  特別是做母親的
[00:10:00.780 --> 00:10:02.780]  你也有這個經驗
[00:10:02.780 --> 00:10:04.780]  過去的聖誕節
[00:10:04.780 --> 00:10:05.780]  十幾天的假期
[00:10:05.780 --> 00:10:06.780]  好了
[00:10:06.780 --> 00:10:07.780]  你跟子女說
[00:10:07.780 --> 00:10:09.780]  你已經過了十天假
[00:10:09.780 --> 00:10:10.780]  你玩了十天
[00:10:10.780 --> 00:10:12.780]  還有兩天就要上學了
[00:10:12.780 --> 00:10:13.780]  要考試了
[00:10:13.780 --> 00:10:14.780]  還要玩遊戲機
[00:10:14.780 --> 00:10:16.780]  乖乖地吧
[00:10:16.780 --> 00:10:17.780]  親你吧
[00:10:17.780 --> 00:10:18.780]  用心讀書吧
[00:10:18.780 --> 00:10:19.780]  不要再玩了
[00:10:19.780 --> 00:10:21.780]  你這個愛的呼喚
[00:10:21.780 --> 00:10:22.780]  我想問
[00:10:22.780 --> 00:10:24.780]  你的子女會不會因為這樣而後
[00:10:24.780 --> 00:10:25.780]  受感動
[00:10:25.780 --> 00:10:26.780]  停機
[00:10:26.780 --> 00:10:27.780]  來大學溫習呢?
[00:10:27.780 --> 00:10:29.780]  有些不是母親的也知道
[00:10:29.780 --> 00:10:32.780]  你知道是沒有果效的
[00:10:32.780 --> 00:10:34.780]  如果真的有的時候
[00:10:34.780 --> 00:10:35.780]  鼓勵你回來教會裡面
[00:10:35.780 --> 00:10:36.780]  開感恩會
[00:10:36.780 --> 00:10:38.780]  我們全力支持你
[00:10:38.780 --> 00:10:39.780]  分享你的喜樂
[00:10:39.780 --> 00:10:40.780]  是不是?
[00:10:40.780 --> 00:10:41.780]  好了
[00:10:41.780 --> 00:10:42.780]  他不聽話的時候
[00:10:42.780 --> 00:10:43.780]  你就會說
[00:10:43.780 --> 00:10:44.780]  好了
[00:10:44.780 --> 00:10:46.780]  不要用我的怒氣
[00:10:46.780 --> 00:10:47.780]  玩了十天了
[00:10:47.780 --> 00:10:48.780]  還不讀書?
[00:10:48.780 --> 00:10:50.780]  可能他也不怕
[00:10:50.780 --> 00:10:51.780]  於是你目露凶光
[00:10:51.780 --> 00:10:52.780]  拿著棍子的時候
[00:10:52.780 --> 00:10:54.780]  他才可能會停機
[00:10:54.780 --> 00:10:55.780]  明白這個道理嗎?
[00:10:55.780 --> 00:10:56.780]  原來某個程度
[00:10:56.780 --> 00:10:58.780]  有時候人就是這麼犯賤
[00:10:58.780 --> 00:11:01.780]  埃及王不肯放棄
[00:11:01.780 --> 00:11:03.780]  結果第十個的災害
[00:11:03.780 --> 00:11:06.780]  不是殺長子
[00:11:06.780 --> 00:11:08.780]  是殺頭生
[00:11:08.780 --> 00:11:10.780]  因為包括動物
[00:11:10.780 --> 00:11:13.780]  第一個頭生的都要被殺
[00:11:13.780 --> 00:11:15.780]  但是在這個懲罰當中
[00:11:15.780 --> 00:11:17.780]  神是有恩典的
[00:11:17.780 --> 00:11:19.780]  神先讓他們的子民
[00:11:19.780 --> 00:11:21.780]  來做一件事
[00:11:21.780 --> 00:11:23.780]  摩西就考慮這群子民
[00:11:23.780 --> 00:11:26.780]  你們要將那隻羊殺了
[00:11:26.780 --> 00:11:27.780]  將那些血
[00:11:27.780 --> 00:11:30.780]  塗在門框和門尾上
[00:11:30.780 --> 00:11:31.780]  他說那一刻
[00:11:31.780 --> 00:11:34.780]  就會有一個滅命的天使經過
[00:11:34.780 --> 00:11:37.780]  他看到這個血的記號的時候
[00:11:37.780 --> 00:11:40.780]  他就不會進去殺頭生
[00:11:40.780 --> 00:11:44.780]  而這個天使經過之後
[00:11:44.780 --> 00:11:46.780]  這個災害臨到
[00:11:46.780 --> 00:11:47.780]  法律會讓你們走
[00:11:47.780 --> 00:11:49.780]  而那一天就稱之為
[00:11:49.780 --> 00:11:51.780]  逾月節
[00:11:51.780 --> 00:11:52.780]  逾月節的英文就是
[00:11:52.780 --> 00:11:55.780]  pass over就是經過
[00:11:55.780 --> 00:11:57.780]  但是我想大家留意
[00:11:57.780 --> 00:11:59.780]  滅命的天使看的是
[00:11:59.780 --> 00:12:01.780]  血的記號
[00:12:01.780 --> 00:12:04.780]  而不是看那個什麼民族
[00:12:04.780 --> 00:12:06.780]  如果有個稀白來人就說
[00:12:06.780 --> 00:12:07.780]  不要啦
[00:12:07.780 --> 00:12:09.780]  我養了一隻羊幾年
[00:12:09.780 --> 00:12:10.780]  有感情的嘛
[00:12:10.780 --> 00:12:12.780]  殺了牠我只有一隻
[00:12:12.780 --> 00:12:14.780]  我家裡剛剛裝修完
[00:12:14.780 --> 00:12:16.780]  塗了一些血上去
[00:12:16.780 --> 00:12:18.780]  要擦一些血下來很麻煩的
[00:12:18.780 --> 00:12:19.780]  看到血手印嗎
[00:12:19.780 --> 00:12:22.780]  在古宮博物館的展覽裡面
[00:12:22.780 --> 00:12:24.780]  都要被人擦下來
[00:12:24.780 --> 00:12:26.780]  都很麻煩的
[00:12:26.780 --> 00:12:27.780]  搞什麼呢
[00:12:27.780 --> 00:12:28.780]  不搞了
[00:12:28.780 --> 00:12:29.780]  當他沒有
[00:12:29.780 --> 00:12:32.780]  但是他塗一些血在門尾和門框上
[00:12:32.780 --> 00:12:35.780]  雖然他是稀白來民族
[00:12:35.780 --> 00:12:38.780]  他的頭生一樣會被殺
[00:12:38.780 --> 00:12:40.780]  如果埃及人
[00:12:40.780 --> 00:12:41.780]  跟他們有密切的關係
[00:12:41.780 --> 00:12:42.780]  因為正在用他們
[00:12:42.780 --> 00:12:44.780]  如果有個埃及的家族就說
[00:12:44.780 --> 00:12:46.780]  他們這樣做
[00:12:46.780 --> 00:12:48.780]  寧可信其有不可信其無
[00:12:48.780 --> 00:12:50.780]  我都要來帶他去宰一隻羊
[00:12:50.780 --> 00:12:52.780]  塗一些血在門尾和門框上
[00:12:52.780 --> 00:12:54.780]  你想想天使經過的時候
[00:12:54.780 --> 00:12:56.780]  不會因為他是埃及人
[00:12:56.780 --> 00:12:57.780]  而進去殺頭生的
[00:12:57.780 --> 00:12:58.780]  因為他已經用信心
[00:12:58.780 --> 00:13:00.780]  擺上了這個血的記號
[00:13:00.780 --> 00:13:03.780]  所以這個就是信心的擺上
[00:13:03.780 --> 00:13:05.780]  而那一刻
[00:13:05.780 --> 00:13:06.780]  頭生的被殺
[00:13:06.780 --> 00:13:09.780]  所以法老王終於讓他們離開了
[00:13:09.780 --> 00:13:12.780]  神就說你們就用這一天
[00:13:12.780 --> 00:13:15.780]  成為你們新的一年
[00:13:15.780 --> 00:13:17.780]  是你們的正月
[00:13:17.780 --> 00:13:19.780]  是新的一年的開始
[00:13:19.780 --> 00:13:21.780]  因為是新的年度
[00:13:21.780 --> 00:13:24.780]  我想再舉一個例子大家就會明白了
[00:13:24.780 --> 00:13:28.780]  香港在1997年7月1日回歸
[00:13:28.780 --> 00:13:30.780]  於是中華人民共和國就說
[00:13:30.780 --> 00:13:32.780]  以後香港的新年是怎麼樣呢
[00:13:32.780 --> 00:13:33.780]  就是以7月1日
[00:13:33.780 --> 00:13:35.780]  就是你們的新年了
[00:13:35.780 --> 00:13:37.780]  就是以這一天為你們的新的開始
[00:13:37.780 --> 00:13:39.780]  大家明白這個道理嗎
[00:13:39.780 --> 00:13:41.780]  神就說你們就用這個日子
[00:13:41.780 --> 00:13:43.780]  作為你們新的年度
[00:13:43.780 --> 00:13:46.780]  所以我們看到原來在新的年度開始之前
[00:13:46.780 --> 00:13:48.780]  他們是面對很多的苦楚
[00:13:48.780 --> 00:13:51.780]  但不要忘記當他們離開了埃及之後
[00:13:51.780 --> 00:13:54.780]  是同樣更辛苦
[00:13:54.780 --> 00:13:57.780]  因為他們要在曠野裡面漂流
[00:13:57.780 --> 00:13:59.780]  風餐露宿
[00:13:59.780 --> 00:14:01.780]  居無定所
[00:14:01.780 --> 00:14:04.780]  甚至子民因為這個緣故而埋怨神
[00:14:04.780 --> 00:14:08.780]  他們會想想我們當日做奴隸就好了
[00:14:08.780 --> 00:14:11.780]  我們至少有瓦
