
[00:00:00.000 --> 00:00:02.120]  當神呼召摩西的時候
[00:01:33.840 --> 00:01:36.960]  沒有給我們一幅很美麗的圖畫告訴我們
[00:01:36.960 --> 00:01:41.200]  現在前景明朗 平坦大道 任意驅馳
[00:01:41.200 --> 00:01:45.120]  無痛無苦地去過生活
[00:01:45.120 --> 00:01:47.760]  並不是一些官員告訴你
[00:01:47.760 --> 00:01:50.420]  現在其實稍微差一點
[00:01:50.420 --> 00:01:53.740]  但是我們未來的前景是很亮麗的
[00:01:53.740 --> 00:01:55.340]  在欺騙人
[00:01:55.340 --> 00:01:58.080]  今天我們的主一早已經宣告
[00:01:58.080 --> 00:02:02.560]  十字架道路是窄路 是絕對不容易走的
[00:02:02.560 --> 00:02:07.060]  雖然現實和我們預計的很有距離
[00:02:07.060 --> 00:02:10.180]  正如你談戀愛 你結婚 你買物業
[00:02:10.180 --> 00:02:14.100]  你預計很好 但可能當中還有很多的挫折
[00:02:14.100 --> 00:02:16.780]  事實上 寧命都有起有跌
[00:02:16.780 --> 00:02:20.860]  有時候會有興奮 但有時候會有失望
[00:02:20.860 --> 00:02:24.960]  有時候會有成功 但有時候會有很大的挫敗
[00:02:24.960 --> 00:02:28.540]  有時候我們會得到人們的鼓舞 讚譽
[00:02:28.540 --> 00:02:31.740]  但也同樣有時候會有些批評
[00:02:31.740 --> 00:02:34.060]  使我們感到氣味
[00:02:34.060 --> 00:02:37.460]  但最重要最重要的是我們無忘初心
[00:02:37.460 --> 00:02:40.680]  最終不要放棄神給我們的照明
[00:02:40.680 --> 00:02:43.940]  我自己看回我自己的一些經歷
[00:02:43.940 --> 00:02:47.580]  這張很特別的照片
[00:02:47.580 --> 00:02:50.760]  就是我1979年的時候
[00:02:50.760 --> 00:02:53.720]  在建律神學院我的學士畢業的時候
[00:02:53.720 --> 00:02:55.340]  拍的照片
[00:02:55.340 --> 00:02:58.600]  這張照片更加特別的是什麼呢
[00:02:58.600 --> 00:03:01.860]  就是我的熟齡父親邱玉玲牧師
[00:03:01.860 --> 00:03:05.740]  一位我很尊敬 影響我的生命很重要的牧師
[00:03:05.740 --> 00:03:09.460]  他親自拿著相機和我們拍照
[00:03:09.460 --> 00:03:12.620]  他不但和我們全班拍畢業照
[00:03:12.620 --> 00:03:14.400]  後來我結婚的時候
[00:03:14.400 --> 00:03:17.480]  那個年代是沒有錢去拍照的
[00:03:17.480 --> 00:03:20.380]  因為牧師還和我拍了我的結婚照
[00:03:20.380 --> 00:03:23.820]  好了 有一點點簡介 絕對不是高級的
[00:03:23.820 --> 00:03:26.460]  我1979年畢業到1982年
[00:03:26.460 --> 00:03:28.840]  我就做開荒的 從零開始
[00:03:28.840 --> 00:03:31.140]  就是宣導會的元朗堂
[00:03:31.140 --> 00:03:33.780]  然後三年之後
[00:03:33.780 --> 00:03:38.940]  我自己申請開了多一間教會
[00:03:38.940 --> 00:03:41.420]  就是宣導會元基堂 這個名字是我改的
[00:03:41.420 --> 00:03:43.220]  「連於元首基督」
[00:03:43.220 --> 00:03:45.300]  那個時候如果你留意到
[00:03:45.300 --> 00:03:49.500]  接著我就去信義會讀碩士
[00:03:49.500 --> 00:03:50.700]  就是信義宗
[00:03:50.700 --> 00:03:54.540]  那個時候我在馬克思紀念堂
[00:03:54.540 --> 00:03:56.740]  還有基因堂
[00:03:56.740 --> 00:04:01.660]  同樣是兩間教會去碩士
[00:04:01.660 --> 00:04:03.880]  一直讀碩士
[00:04:03.880 --> 00:04:05.580]  1986年畢業的時候
[00:04:05.580 --> 00:04:07.740]  我就建立了名因堂
[00:04:07.740 --> 00:04:09.540]  第一次聚會只有四個人
[00:04:09.540 --> 00:04:10.780]  就是我 我太太
[00:04:10.780 --> 00:04:12.220]  我讀幼稚園的兒子
[00:04:12.220 --> 00:04:13.540]  加了基督徒
[00:04:13.540 --> 00:04:16.660]  但是三十年之後我離開的時候
[00:04:16.660 --> 00:04:19.620]  就已經有六間名因堂
[00:04:19.620 --> 00:04:21.020]  有三個社會服務中心
[00:04:21.020 --> 00:04:22.460]  和一間小學
[00:04:22.460 --> 00:04:23.340]  我離開的時候
[00:04:23.340 --> 00:04:25.060]  那個時候教會都有二千多人
[00:04:25.060 --> 00:04:27.260]  記得我們是一個獨立的堂會
[00:04:27.260 --> 00:04:28.940]  都是神的恩典
[00:04:28.940 --> 00:04:31.420]  還有大兄姊妹的慰身
[00:04:31.420 --> 00:04:34.020]  2021年到現在
[00:04:34.020 --> 00:04:36.420]  我就在英國裡面有生活了
[00:04:36.420 --> 00:04:39.780]  但是我沒有放棄了神給我的照明
[00:04:39.780 --> 00:04:41.300]  現在很簡單舉個例子
[00:04:41.300 --> 00:04:44.180]  我們星期三晚我會有茶經
[00:04:44.180 --> 00:04:47.900]  也會把它放上YouTube
[00:04:47.900 --> 00:04:51.180]  而為了青少年的緣故
[00:04:51.180 --> 00:04:54.740]  我每隔禮拜一就會有青少年的聚會
[00:04:54.740 --> 00:04:57.980]  剛剛前天 星期一晚
[00:04:57.980 --> 00:05:00.900]  我們青少年聚會都有49個Windows
[00:05:00.900 --> 00:05:02.660]  就是不止49個人
[00:05:02.660 --> 00:05:04.460]  令我很感動的
[00:05:04.460 --> 00:05:07.620]  有一些少年原來還在香港
[00:05:07.620 --> 00:05:09.020]  他們在香港做什麼呢?
[00:05:09.020 --> 00:05:10.220]  他們都繼續參加
[00:05:10.220 --> 00:05:14.020]  但是香港時間是晚上兩點多
[00:05:14.020 --> 00:05:16.220]  我再上一次也是有一個人參加
[00:05:16.220 --> 00:05:17.100]  很好笑的
[00:05:17.100 --> 00:05:19.220]  我想有些人參加了
[00:05:19.220 --> 00:05:20.500]  阿偉昨天也看到
[00:05:20.500 --> 00:05:22.300]  一個人聽聽他已經不行了
[00:05:22.300 --> 00:05:25.020]  因為三點多四點鐘他睡著了
[00:05:25.020 --> 00:05:26.220]  我們整個過程
[00:05:26.220 --> 00:05:28.740]  他的鏡頭拍著他睡覺
[00:05:28.740 --> 00:05:30.660]  我們怎麼圓的時候
[00:05:30.660 --> 00:05:32.540]  怎麼叫他他都不醒
[00:05:32.540 --> 00:05:34.020]  但是我相信他始終會醒
[00:05:34.020 --> 00:05:35.100]  但是很感動
[00:05:35.100 --> 00:05:36.700]  他們會有參加
[00:05:36.700 --> 00:05:41.540]  甚至我那時候有美恩堂在網上的聚會
[00:05:41.540 --> 00:05:46.060]  我特別要在星期六的清晨五點鐘
[00:05:46.060 --> 00:05:47.540]  要起床 特別是冬天
[00:05:47.540 --> 00:05:48.500]  為什麼呢?
[00:05:48.500 --> 00:05:52.460]  我要找個時間是適合加拿大的
[00:05:52.460 --> 00:05:54.380]  澳洲的和香港的
[00:05:54.380 --> 00:05:56.500]  唯一的時間適合的
[00:05:56.500 --> 00:05:58.700]  就是在英國的時間
[00:05:58.700 --> 00:06:01.100]  清晨五點鐘有聚會
[00:06:01.100 --> 00:06:03.300]  但是要四點多起床
[00:06:03.300 --> 00:06:06.140]  還有昨天也很早起床
[00:06:06.140 --> 00:06:07.820]  四點多起床 為什麼呢?
[00:06:07.820 --> 00:06:09.540]  我美恩堂有個婆婆
[00:06:09.540 --> 00:06:12.740]  她在老人院住 我們很尊敬她
[00:06:12.740 --> 00:06:14.700]  昨天是她生日
[00:06:14.700 --> 00:06:18.380]  我們就有視像的通話
[00:06:18.380 --> 00:06:19.980]  和唱生日歌給她聽
[00:06:19.980 --> 00:06:22.380]  我就搞鬧鐘四點半
[00:06:22.380 --> 00:06:24.460]  就是四點多起床
[00:06:24.460 --> 00:06:26.460]  五點鐘的時候就是香港時間
[00:06:26.460 --> 00:06:29.620]  十二點鐘就和婆婆慶祝生日
[00:06:29.620 --> 00:06:31.380]  我想講這些
[00:06:31.380 --> 00:06:33.380]  我更加想搞清楚
[00:06:33.380 --> 00:06:34.540]  我不是高舉自己
[00:06:34.540 --> 00:06:35.900]  而是想告訴大家
[00:06:35.900 --> 00:06:37.020]  我不是講一篇道
[00:06:37.020 --> 00:06:38.940]  是實踐這個信仰
[00:06:38.940 --> 00:06:41.700]  我是繼續承擔著神的使命
[00:06:41.700 --> 00:06:44.420]  但是當中我有沒有曾經想放棄呢?
[00:06:44.420 --> 00:06:46.420]  告訴大家 有的
[00:06:46.420 --> 00:06:48.420]  特別是頭十幾年
[00:06:48.420 --> 00:06:50.820]  都會有試過想放棄
[00:06:50.820 --> 00:06:52.820]  所以我們都有偉人的特質
[00:06:52.820 --> 00:06:54.700]  屬靈偉人的特質是什麼呢?
[00:06:54.700 --> 00:06:56.700]  就是拒絕 神呼召就是拒絕
[00:06:56.700 --> 00:06:58.420]  或者是開頭拒絕
[00:06:58.420 --> 00:07:00.300]  但是中間都有些放棄
[00:07:00.300 --> 00:07:02.620]  我們看看一些屬靈偉人的照明
[00:07:02.620 --> 00:07:04.100]  很簡單 摩西
[00:07:04.100 --> 00:07:07.620]  就是當摩西被神呼召的時候
[00:07:07.620 --> 00:07:10.380]  原來他都曾經想放棄
[00:07:10.380 --> 00:07:13.660]  摩西被神呼召的時候有四次的推搪
[00:07:13.660 --> 00:07:15.220]  大神說服了他
[00:07:15.220 --> 00:07:17.220]  於是他回應這個照明
[00:07:17.220 --> 00:07:20.620]  就將以色列人帶來了這個圍爐之地
[00:07:20.620 --> 00:07:23.380]  不再讓埃及人來 但是他迫害了
[00:07:23.380 --> 00:07:26.740]  但是這個任務是非常艱鉅
[00:07:26.740 --> 00:07:30.020]  神呼召的時候並沒有騙摩西的
[00:07:30.020 --> 00:07:32.460]  出入第三章的第十九節
[00:07:34.100 --> 00:07:39.340]  「我知道雖用大能的手 埃及王也不容你們去」
[00:07:39.340 --> 00:07:42.340]  摩西都沒有見過埃及王
[00:07:42.340 --> 00:07:44.340]  神就告訴摩西
[00:07:44.340 --> 00:07:46.620]  你一定遇到挑戰
[00:07:46.620 --> 00:07:49.580]  我用大能的手 但埃及王是死的 很剛硬
[00:07:49.580 --> 00:07:52.380]  好了 終於摩西被迴應了照明
[00:07:52.380 --> 00:07:55.660]  過程之中他曾經想放棄
[00:07:55.660 --> 00:07:58.180]  因為子民沒有去尊重他
[00:07:58.180 --> 00:08:00.180]  當子民受苦的時候就罵摩西
[00:08:00.180 --> 00:08:02.180]  為什麼你搞到我們這樣呢?
[00:08:02.180 --> 00:08:05.300]  又埋怨他 雖然神懲治這些子民
[00:08:05.300 --> 00:08:08.660]  但是摩西就很辛苦
[00:08:08.660 --> 00:08:10.660]  竟然去為這幫子民禱告
[00:08:10.660 --> 00:08:13.620]  但是他都曾經想放棄
[00:08:13.620 --> 00:08:15.460]  我們看看文數記
[00:08:15.460 --> 00:08:17.460]  第十一章的第十一節
[00:08:17.460 --> 00:08:19.460]  到第十二節和第十五節
[00:08:19.460 --> 00:08:22.460]  「我為何不在你眼前蒙蔭
[00:08:22.460 --> 00:08:26.460]  竟把這管理百姓的重任加在我身上
[00:08:26.460 --> 00:08:28.460]  這百姓豈是我懷的胎
[00:08:28.460 --> 00:08:30.460]  豈是我生下來的
[00:08:30.460 --> 00:08:33.460]  你竟對我說 把他們抱在懷裡
[00:08:33.460 --> 00:08:36.460]  如養育之父抱吃奶的孩子
[00:08:36.460 --> 00:08:40.460]  直抱到你起誓應去給他們祖宗的地去
[00:08:40.460 --> 00:08:42.460]  你這樣待我
[00:08:42.460 --> 00:08:44.460]  我若在你眼前蒙蔭
[00:08:44.460 --> 00:08:46.460]  求你立時將我殺了
[00:08:46.460 --> 00:08:49.460]  不叫我見自己的苦情」
[00:08:49.460 --> 00:08:52.460]  看不看到一個屬靈為人 摩西
[00:08:52.460 --> 00:08:55.460]  他都埋怨神 為什麼你要呼召我?
[00:08:55.460 --> 00:08:58.460]  為什麼要將這個責任交給我呢?
[00:08:58.460 --> 00:09:00.460]  還要我好地對待他
[00:09:00.460 --> 00:09:02.460]  到時候如果你真的祝福我
[00:09:02.460 --> 00:09:04.460]  我在你眼前蒙蔭的時候
[00:09:04.460 --> 00:09:06.460]  你立即殺了我 我寧願死
[00:09:06.460 --> 00:09:08.460]  叫我不要看見自己的苦情
[00:09:08.460 --> 00:09:10.460]  所以你留意到
[00:09:10.460 --> 00:09:14.460]  那一刻他不覺得侍奉神是一種祝福
[00:09:14.460 --> 00:09:17.460]  他想放棄 甚至他求死
[00:09:17.460 --> 00:09:19.460]  另外一個屬靈為人
[00:09:19.460 --> 00:09:23.460]  記不記得摩西和另一個人
[00:09:23.460 --> 00:09:26.460]  在耶穌登山變象的時候
[00:09:26.460 --> 00:09:28.460]  一起出現和耶穌聊天
[00:09:28.460 --> 00:09:30.460]  那個是誰?就是以利亞
[00:09:30.460 --> 00:09:34.460]  以利亞他自己面對很沉重的壓力
[00:09:34.460 --> 00:09:37.460]  他心灰意冷 以利亞是怎樣呢?
[00:09:37.460 --> 00:09:39.460]  他被神呼召
[00:09:39.460 --> 00:09:41.460]  然後他說我不能祈禱 不能下雨
[00:09:41.460 --> 00:09:43.460]  三年多沒有下雨
[00:09:43.460 --> 00:09:45.460]  結果三年多後他重出江湖
[00:09:45.460 --> 00:09:48.460]  在加密山上呼火喚雨
[00:09:48.460 --> 00:09:50.460]  求神降火 燒了祭物
[00:09:50.460 --> 00:09:52.460]  顯示出神的能力
[00:09:52.460 --> 00:09:55.460]  那些事巴力先知就失敗了
[00:09:55.460 --> 00:09:57.460]  殺了那幫巴力先知
[00:09:57.460 --> 00:10:00.460]  以利亞是想著這幫子民
[00:10:00.460 --> 00:10:02.460]  看到神的能力
[00:10:02.460 --> 00:10:04.460]  哈皇一定會回心轉意
[00:10:04.460 --> 00:10:06.460]  誰知道不是
[00:10:06.460 --> 00:10:09.460]  夜洗別皇后要下追殺令來殺他
[00:10:09.460 --> 00:10:11.460]  以利亞突然間倒下了
[00:10:11.460 --> 00:10:15.460]  他就從北邊一直走到南部那裡
[00:10:15.460 --> 00:10:18.460]  雖然曾經在加密山上叱吒風雲
[00:10:18.460 --> 00:10:23.460]  但是後來他由屬靈的高峰一跌
[00:10:23.460 --> 00:10:25.460]  掉到深淵裡
[00:10:25.460 --> 00:10:27.460]  後來他落荒而逃
[00:10:27.460 --> 00:10:29.460]  接著他向神說了些什麼呢?
[00:10:29.460 --> 00:10:32.460]  《基雙》第19章第4節
[00:10:32.460 --> 00:10:36.460]  有人說 罷了 求祢取我的性命
[00:10:36.460 --> 00:10:39.460]  因為我不勝於我的列祖
[00:10:39.460 --> 00:10:41.460]  算了 算了
[00:10:41.460 --> 00:10:43.460]  不如你拿我的命吧
[00:10:43.460 --> 00:10:45.460]  因為我不勝於我的列祖
[00:10:45.460 --> 00:10:47.460]  如果跟摩西比較
[00:10:47.460 --> 00:10:50.460]  似乎摩西行那麼多神蹟
[00:10:50.460 --> 00:10:52.460]  可以帶領到以色列人出埃及
[00:10:52.460 --> 00:10:54.460]  但我也行了一些神蹟
[00:10:54.460 --> 00:10:56.460]  但竟然是一事無成
[00:10:56.460 --> 00:10:59.460]  所以你留意到他的壓力是非常沉重的
[00:10:59.460 --> 00:11:01.460]  記住 以利亞
[00:11:01.460 --> 00:11:03.460]  不只是祈禱求神下雨
[00:11:03.460 --> 00:11:05.460]  要看《雅各書》
[00:11:05.460 --> 00:11:09.460]  以利亞三年多狠切的禱告
[00:11:09.460 --> 00:11:11.460]  叫神不要下雨
[00:11:11.460 --> 00:11:13.460]  所以他很害怕
[00:11:13.460 --> 00:11:15.460]  如果突然間陰魂密佈
[00:11:15.460 --> 00:11:16.460]  會不會下雨
[00:11:16.460 --> 00:11:17.460]  一下雨的時候
[00:11:17.460 --> 00:11:19.460]  那我就死了 我的宣告就錯了
[00:11:19.460 --> 00:11:21.460]  人家就當我是假先知
[00:11:21.460 --> 00:11:25.460]  好了 當那些地方沒有雨落的時候
[00:11:25.460 --> 00:11:27.460]  面對飢荒 人民生活困苦
[00:11:27.460 --> 00:11:30.460]  但那些人是不會檢討自己的問題的
[00:11:30.460 --> 00:11:32.460]  只會埋怨以利亞是壞的
[00:11:32.460 --> 00:11:35.460]  所以他的壓力是很沉重的
[00:11:35.460 --> 00:11:38.460]  我經常都說 你沒想到你沒有壓力的
[00:11:38.460 --> 00:11:40.460]  譬如我自己和大家茶談
[00:11:40.460 --> 00:11:42.460]  我都會來到是很有壓力的
[00:11:42.460 --> 00:11:44.460]  我每一次講到都很大壓力的
[00:11:44.460 --> 00:11:47.460]  所以每逢星期日晚講完道次之後
[00:11:47.460 --> 00:11:50.460]  我突然間就鬆了
[00:11:50.460 --> 00:11:52.460]  那時候就很輕鬆
[00:11:52.460 --> 00:11:54.460]  因為壓力可以隨去
[00:11:54.460 --> 00:11:56.460]  因為我很重視我的侍奉
[00:11:56.460 --> 00:11:59.460]  好了 那時候壓力是很沉重
[00:11:59.460 --> 00:12:02.460]  而最大一個問題就是他心灰意冷
[00:12:02.460 --> 00:12:05.460]  因為做出這麼光光烈烈的神蹟
[00:12:05.460 --> 00:12:08.460]  但是阿哈王和子民
[00:12:08.460 --> 00:12:09.460]  原來好像看電影一樣
[00:12:09.460 --> 00:12:12.460]  他們沒有真真正正歸向神
[00:12:12.460 --> 00:12:14.460]  還是心懷疑義
[00:12:14.460 --> 00:12:19.460]  那時候更加動不了那個皇后耶穗別
[00:12:19.460 --> 00:12:22.460]  而給耶穗別來 他說要殺他
[00:12:22.460 --> 00:12:25.460]  所以那時候他發覺
[00:12:25.460 --> 00:12:28.460]  所做的徒勞無功
[00:12:28.460 --> 00:12:31.460]  他心灰意冷 意志消沉
[00:12:31.460 --> 00:12:35.460]  於是跌落一個自己不能自拔的深淵裏面
[00:12:35.460 --> 00:12:37.460]  他覺得我所做的沒有那一刻
[00:12:37.460 --> 00:12:39.460]  所以神說 算了
[00:12:39.460 --> 00:12:41.460]  不如你殺了我吧
[00:12:41.460 --> 00:12:43.460]  但是很親耳地說
[00:12:43.460 --> 00:12:47.460]  如果我做很多很多的工作
[00:12:47.460 --> 00:12:51.460]  但是完全沒有任何的成績
[00:12:51.460 --> 00:12:53.460]  我很坦白承認
[00:12:53.460 --> 00:12:54.460]  可能我也會放棄的
[00:12:54.460 --> 00:12:57.460]  比如在網上查經
[00:12:57.460 --> 00:12:59.460]  來來去去都只有兩三個人
[00:12:59.460 --> 00:13:02.460]  雖然我仍然很重視那兩三個人
[00:13:02.460 --> 00:13:06.460]  但是會不會堅持一年兩年都不放棄呢
[00:13:06.460 --> 00:13:09.460]  比如我做那些青少年工作
[00:13:09.460 --> 00:13:10.460]  我都很感恩
[00:13:10.460 --> 00:13:14.460]  放假的時候都有四十多五十個Windows
[00:13:14.460 --> 00:13:16.460]  但是如果只有兩個三個的時候
[00:13:16.460 --> 00:13:18.460]  可能我就會放棄
[00:13:18.460 --> 00:13:20.460]  我會承認
[00:13:20.460 --> 00:13:24.460]  人是會被你做事的果效影響著你
[00:13:24.460 --> 00:13:26.460]  而你是覺得自己一事無成
[00:13:26.460 --> 00:13:28.460]  所以放棄了
[00:13:28.460 --> 00:13:31.460]  不少人是有雄心壯志
[00:13:31.460 --> 00:13:33.460]  說要為神去做一些事情
[00:13:33.460 --> 00:13:34.460]  全力拼搏
[00:13:34.460 --> 00:13:37.460]  但是沒有任何成績的時候
[00:13:37.460 --> 00:13:40.460]  就錯排感冒蟲
[00:13:40.460 --> 00:13:42.460]  結果就放棄了
[00:13:42.460 --> 00:13:44.460]  事實上一個忠於神的人
[00:13:44.460 --> 00:13:46.460]  往往是會遭到逼迫的
[00:13:46.460 --> 00:13:49.460]  當他向那些未信的人傳福音
[00:13:49.460 --> 00:13:51.460]  可能那些未信的人會挖苦他笑他
[00:13:51.460 --> 00:13:54.460]  跟我說那麼多東西
[00:13:54.460 --> 00:13:56.460]  所以有些人
[00:13:56.460 --> 00:13:58.460]  傳福音的時候就容易很多了
[00:13:58.460 --> 00:13:59.460]  只是講成功神學
[00:13:59.460 --> 00:14:01.460]  就不需要講附帶誡
[00:14:01.460 --> 00:14:04.460]  當我們對信徒指出他有錯
[00:14:04.460 --> 00:14:06.460]  冷漠愛世界自私
[00:14:06.460 --> 00:14:08.460]  不肯去慰身
[00:14:08.460 --> 00:14:10.460]  不肯去奉獻的時候
[00:14:10.460 --> 00:14:14.460]  這些訊息可能大英姐妹不喜歡聽
[00:14:14.460 --> 00:14:16.460]  那時候他就甚至會怎麼樣
[00:14:16.460 --> 00:14:19.460]  離開教會
[00:14:19.460 --> 00:14:21.460]  好了 所以你留意到
[00:14:21.460 --> 00:14:22.460]  原來當我們侍奉
[00:14:22.460 --> 00:14:23.460]  是會有衝擊
[00:14:23.460 --> 00:14:25.460]  是會有挫敗
[00:14:25.460 --> 00:14:27.460]  會有艱辛的日子
[00:14:27.460 --> 00:14:29.460]  會被拒絕
[00:14:29.460 --> 00:14:31.460]  但是會不會放棄呢
[00:14:31.460 --> 00:14:32.460]  要一心忠心
[00:14:32.460 --> 00:14:34.460]  侍奉神 跟隨神
[00:14:34.460 --> 00:14:35.460]  不容易的
[00:14:35.460 --> 00:14:37.460]  那堅持的方法是什麼呢
[00:14:37.460 --> 00:14:41.460]  所以今晚黑隊跟大家分享
[00:14:41.460 --> 00:14:43.460]  我侍奉了四十多年了
[00:14:43.460 --> 00:14:47.460]  連同讀神學那四年的時候
[00:14:47.460 --> 00:14:49.460]  1975年到現在
[00:14:49.460 --> 00:14:52.460]  差不多49年了
[00:14:52.460 --> 00:14:54.460]  下一年就是50年了
[00:14:54.460 --> 00:14:57.460]  那時候就是半個世紀
[00:14:57.460 --> 00:14:58.460]  我絕對不是一個好的牧者
[00:14:58.460 --> 00:15:00.460]  我有很多不足的地方
[00:15:00.460 --> 00:15:03.460]  也都有很多不理想的事
[00:15:03.460 --> 00:15:04.460]  大神都憐憫
[00:15:04.460 --> 00:15:06.460]  但至少我不是去懶
[00:15:06.460 --> 00:15:10.460]  我繼續熱心的去為主拜上
[00:15:10.460 --> 00:15:12.460]  原因是什麼呢
[00:15:12.460 --> 00:15:13.460]  我想有幾樣很重要的
[00:15:13.460 --> 00:15:15.460]  第一
[00:15:15.460 --> 00:15:18.460]  就是我們每一個人都要學習
[00:15:18.460 --> 00:15:21.460]  數算主的恩典
[00:15:21.460 --> 00:15:23.460]  啟示六七教會裡面
[00:15:23.460 --> 00:15:26.460]  有七封書信給七間教會
[00:15:26.460 --> 00:15:28.460]  第一間教會的書信
[00:15:28.460 --> 00:15:30.460]  就是二福所教會
[00:15:30.460 --> 00:15:32.460]  二福所教會在很多方面
[00:15:32.460 --> 00:15:33.460]  都是讓我們欣賞的
[00:15:33.460 --> 00:15:35.460]  我們看看二福所書
[00:15:35.460 --> 00:15:38.460]  啟示第二章第二到第三節
[00:15:38.460 --> 00:15:40.460]  我知道你的行為牢牢忍耐
[00:15:40.460 --> 00:15:43.460]  也知道你不能容忍惡人
[00:15:43.460 --> 00:15:46.460]  你也曾是厭那自稱為仕途的
[00:15:46.460 --> 00:15:48.460]  卻不是仕途的
[00:15:48.460 --> 00:15:50.460]  我看出他們是假的來
[00:15:50.460 --> 00:15:51.460]  你也能忍耐
[00:15:51.460 --> 00:15:55.460]  成為我的名老虎並不罰捐
[00:15:55.460 --> 00:15:57.460]  特別想提醒父母
[00:15:57.460 --> 00:15:59.460]  聖經教導你很好的
[00:15:59.460 --> 00:16:00.460]  我寫了一本書
[00:16:00.460 --> 00:16:01.460]  鼓勵你的女兒
[00:16:01.460 --> 00:16:03.460]  也引用你這段經文
[00:16:03.460 --> 00:16:06.460]  你留意到神先是去讚賞
[00:16:06.460 --> 00:16:08.460]  然後才責備
[00:16:08.460 --> 00:16:10.460]  但有時候我們很少去讚賞
[00:16:10.460 --> 00:16:12.460]  特別我們的配偶
[00:16:12.460 --> 00:16:14.460]  我們的兒女做得好
[00:16:14.460 --> 00:16:15.460]  覺得她英俊的
[00:16:15.460 --> 00:16:17.460]  但一做錯就去罵她
[00:16:17.460 --> 00:16:20.460]  你留意到這裡讚賞了五樣東西
[00:16:20.460 --> 00:16:22.460]  有一樣東西是重複的
[00:16:22.460 --> 00:16:23.460]  在侍奉上面
[00:16:23.460 --> 00:16:25.460]  他們熱心侍奉努力不懈
[00:16:25.460 --> 00:16:26.460]  不怕勞苦
[00:16:26.460 --> 00:16:29.460]  你們為我的名努力勞苦
[00:16:29.460 --> 00:16:31.460]  讚賞了兩次
[00:16:31.460 --> 00:16:32.460]  在信仰上面
[00:16:32.460 --> 00:16:33.460]  他們堅守信仰
[00:16:33.460 --> 00:16:34.460]  面對逼迫
[00:16:34.460 --> 00:16:36.460]  他們忠貞不屈
[00:16:36.460 --> 00:16:37.460]  恥之不疑
[00:16:37.460 --> 00:16:39.460]  很值得我們欣賞
[00:16:39.460 --> 00:16:40.460]  在道德上面
[00:16:40.460 --> 00:16:43.460]  他不能夠容忍那些罪惡
[00:16:43.460 --> 00:16:45.460]  不肯和罪惡妥協
[00:16:45.460 --> 00:16:47.460]  更加不懼怕強權
[00:16:47.460 --> 00:16:50.460]  這是非常好的
[00:16:50.460 --> 00:16:51.460]  在真理上面
[00:16:51.460 --> 00:16:53.460]  他能夠分辨真假異端
[00:16:53.460 --> 00:16:55.460]  對神是有深切的認識
[00:16:55.460 --> 00:16:56.460]  所以你留意到
[00:16:56.460 --> 00:16:59.460]  神是單單看人的短處
[00:16:59.460 --> 00:17:01.460]  他更加看人的長處
[00:17:01.460 --> 00:17:04.460]  但也會知道他有什麼缺點的地方
[00:17:04.460 --> 00:17:06.460]  所以神就會指證他們
[00:17:06.460 --> 00:17:09.460]  他們是很不錯
