
[00:00:00.000 --> 00:00:01.600]  各位領主,主要是平安
[00:02:22.240 --> 00:02:24.400]  今天應該是第十二講
[00:02:24.840 --> 00:02:28.280]  在前面我們已經講了十一次的講道
[00:02:28.280 --> 00:02:30.040]  而這十一次的講道
[00:02:30.040 --> 00:02:33.760]  將一百零四節的菲律賓書講了六十節
[00:02:33.760 --> 00:02:36.160]  今天只是再講其中十一節
[00:02:36.160 --> 00:02:37.720]  不知道大家有沒有留意
[00:02:37.720 --> 00:02:39.720]  當講菲律賓書的時候
[00:02:39.720 --> 00:02:43.160]  其實有兩個重要的主題是貫穿的
[00:02:43.160 --> 00:02:45.240]  喜樂和福音
[00:02:45.240 --> 00:02:47.440]  我們重溫一下
[00:02:47.440 --> 00:02:50.800]  我們從年頭到現在的十一次講道
[00:02:50.800 --> 00:02:52.120]  其實你會發現
[00:02:52.120 --> 00:02:53.440]  其實我們每位講員
[00:02:53.640 --> 00:02:55.440]  都是依循著這種的脈絡
[00:02:55.440 --> 00:02:58.880]  去呈現經文裡面對我們的提醒
[00:02:58.880 --> 00:03:04.840]  喜樂和福音成為了菲律賓書裡面很重要的訊息
[00:03:04.840 --> 00:03:08.200]  所以當我定這個題目的時候
[00:03:08.200 --> 00:03:12.480]  我很自然想延伸這種系列式的講道
[00:03:12.480 --> 00:03:14.840]  很自然我們想定一個題目
[00:03:14.840 --> 00:03:16.920]  我當初定的題目是
[00:03:16.920 --> 00:03:18.960]  滿心喜樂迎挑戰
[00:03:18.960 --> 00:03:21.840]  希望透過寶樂的提醒
[00:03:22.080 --> 00:03:25.080]  讓我們能夠面對在疫情之下
[00:03:25.080 --> 00:03:28.360]  我們的壓力和社會環境的轉變
[00:03:28.360 --> 00:03:32.760]  這種挑戰是我們需要從上帝而來的提醒
[00:03:32.760 --> 00:03:37.400]  不過最後在釋經和寫講章的過程當中
[00:03:37.400 --> 00:03:38.760]  我改了一個題目
[00:03:38.760 --> 00:03:41.880]  重新得力的真知灼見
[00:03:41.880 --> 00:03:44.160]  為什麼呢
[00:03:44.160 --> 00:03:46.880]  因為我們會知道菲律賓書
[00:03:46.880 --> 00:03:50.440]  其實這個是講一個玉中的書信
[00:03:50.800 --> 00:03:55.920]  這個玉中的書信是保羅寫在羅馬教
[00:03:55.920 --> 00:04:00.680]  羅馬這個地方坐牢的時候寫的
[00:04:00.680 --> 00:04:02.400]  而且寫的時候
[00:04:02.400 --> 00:04:06.720]  他面對的危險不是一般簡單的
[00:04:06.720 --> 00:04:10.680]  所以他在書的開始有提到
[00:04:10.680 --> 00:04:15.040]  他會離世而基督同在的時候將近
[00:04:15.040 --> 00:04:17.560]  但是很奇怪
[00:04:17.560 --> 00:04:19.200]  我剛才才講過
[00:04:19.400 --> 00:04:23.440]  這封的書信是用喜樂的主題
[00:04:23.440 --> 00:04:25.880]  你想像到一個坐牢
[00:04:25.880 --> 00:04:28.560]  而都去到危險
[00:04:28.560 --> 00:04:30.760]  準備可能有心理準備
[00:04:30.760 --> 00:04:32.480]  要離世而基督同在的人
[00:04:32.480 --> 00:04:34.240]  竟然可以不悲觀
[00:04:34.240 --> 00:04:36.160]  這樣的心態
[00:04:36.160 --> 00:04:37.480]  這樣的心力
[00:04:37.480 --> 00:04:38.840]  這樣的EQ
[00:04:38.840 --> 00:04:40.560]  是不是你和我要學習的呢
[00:04:40.560 --> 00:04:42.760]  所以今天這段經文
[00:04:42.760 --> 00:04:47.240]  相信是可以幫助我們去面對和提醒
[00:04:48.240 --> 00:04:54.480]  其實菲律賓書除了講剛才喜樂和福音這個主題之外
[00:04:54.480 --> 00:04:55.840]  如果你細心
[00:04:55.840 --> 00:04:58.440]  剛才那十一個講章
[00:04:58.440 --> 00:05:01.360]  裡面其實還有另外一個脈絡貫穿的
[00:05:01.360 --> 00:05:04.880]  而這個事實上都是所色經學家認為的
[00:05:04.880 --> 00:05:07.040]  就是有一個合一的主題
[00:05:07.040 --> 00:05:08.720]  這個合一的主題
[00:05:08.720 --> 00:05:11.720]  當然透過我們前面的十一講
[00:05:11.720 --> 00:05:13.200]  很清楚告訴我們
[00:05:13.200 --> 00:05:15.720]  同心合意是能夠幫助我們
[00:05:16.000 --> 00:05:18.560]  或者甚至能夠福音興旺
[00:05:18.560 --> 00:05:20.240]  所以同心合意
[00:05:20.240 --> 00:05:24.920]  講的不單止是教會裡面肢體的合一
[00:05:24.920 --> 00:05:27.400]  因為教會肢體的合一
[00:05:27.400 --> 00:05:28.600]  教會的合一
[00:05:28.600 --> 00:05:30.120]  福音能夠興旺
[00:05:30.120 --> 00:05:32.360]  但是原來第三章開始
[00:05:32.360 --> 00:05:33.480]  它的合一
[00:05:33.480 --> 00:05:35.640]  不是講人與人之間的合一
[00:05:35.640 --> 00:05:38.200]  不是講信仰認同的合一
[00:05:38.200 --> 00:05:40.240]  不是講群體的合一
[00:05:40.240 --> 00:05:42.920]  而是講人心裡面的合一
[00:05:42.920 --> 00:05:45.280]  是講人面對困難
[00:05:45.360 --> 00:05:46.640]  我們的心力
[00:05:46.640 --> 00:05:47.920]  我們的心碎
[00:05:47.920 --> 00:05:51.040]  我們自己的情緒與能力的合一
[00:05:51.040 --> 00:05:52.560]  所以這份合一
[00:05:52.560 --> 00:05:54.880]  能夠幫助人面對困難
[00:05:54.880 --> 00:05:57.840]  能夠幫助我們面對今天的困境
[00:05:57.840 --> 00:06:00.280]  能夠幫助我們在心力交瘁當中
[00:06:00.280 --> 00:06:01.600]  重新得力
[00:06:01.600 --> 00:06:04.360]  幫助我們面對情緒的危機
[00:06:04.360 --> 00:06:07.160]  幫助我們面對人際關係的挑戰
[00:06:07.160 --> 00:06:08.560]  所以我們說
[00:06:08.560 --> 00:06:12.320]  這份第三章是一個很重要的章節
[00:06:12.880 --> 00:06:16.480]  它講出了今天我們探討重新得力
[00:06:16.480 --> 00:06:18.120]  怎樣能夠重新得力
[00:06:18.120 --> 00:06:19.960]  然後在下一段
[00:06:19.960 --> 00:06:21.400]  十二節到廿一節
[00:06:21.400 --> 00:06:24.680]  其實它講的是你實踐的合一
[00:06:24.680 --> 00:06:28.120]  所以不只是理念上明白
[00:06:28.120 --> 00:06:29.600]  而是能夠實踐下去
[00:06:29.600 --> 00:06:31.920]  但是今天相對是講理論
[00:06:31.920 --> 00:06:34.760]  不過理論都有很多實踐的地方
[00:06:34.760 --> 00:06:35.920]  所以我們一起學習
[00:06:35.920 --> 00:06:37.120]  一起探討
[00:06:37.120 --> 00:06:38.240]  一起研究
[00:06:38.240 --> 00:06:40.760]  保羅重新得力的真知赤見
[00:06:40.880 --> 00:06:44.560]  第一個是靠主喜樂真益處
[00:06:44.560 --> 00:06:48.280]  請你留意靠主喜樂同益處
[00:06:48.280 --> 00:06:51.960]  我今天讀的經文可能來自三個譯本
[00:06:51.960 --> 00:06:54.920]  華本、現代中國譯本、環球聖經譯本
[00:06:54.920 --> 00:06:56.760]  那我先讀華本
[00:06:56.760 --> 00:06:58.920]  弟兄們,我還有話說
[00:06:58.920 --> 00:07:01.680]  你們要靠主喜樂
[00:07:01.680 --> 00:07:03.840]  經文的分題就在這裡來了
[00:07:03.840 --> 00:07:06.240]  我們要將這話寫給你們
[00:07:06.240 --> 00:07:07.840]  於我並不為難
[00:07:07.840 --> 00:07:09.600]  於你們卻是妥當
[00:07:10.040 --> 00:07:14.920]  「並不為難」在環性翻譯是「不用猶疑」
[00:07:14.920 --> 00:07:18.360]  在現中翻譯是「沒有麻煩」
[00:07:18.360 --> 00:07:23.680]  「卻是妥當」在環性翻譯是「安全保障」
[00:07:23.680 --> 00:07:27.200]  在現中翻譯是「卻猶亦存」
[00:07:27.200 --> 00:07:29.720]  請你留意這幾個不同的翻譯
[00:07:29.720 --> 00:07:31.760]  其實我們說不同的譯本
[00:07:31.760 --> 00:07:33.760]  基本上就是不同的色經
[00:07:33.760 --> 00:07:35.200]  甚至是剪色
[00:07:35.200 --> 00:07:37.200]  讓我們明白得更加透徹
[00:07:37.200 --> 00:07:39.080]  免得我們誤會
[00:07:39.280 --> 00:07:41.800]  其實保羅話「在主裡面喜樂」
[00:07:41.800 --> 00:07:44.520]  「靠主喜樂」是甚麼意思呢
[00:07:44.520 --> 00:07:45.720]  已經寫了
[00:07:45.720 --> 00:07:48.000]  經文很多時候已經寫了
[00:07:48.000 --> 00:07:49.520]  我們有時是否明白呢
[00:07:49.520 --> 00:07:51.040]  有時我們也不明白
[00:07:51.040 --> 00:07:54.720]  不過如果我們加上羅馬書
[00:07:54.720 --> 00:07:57.280]  八章35至39節
[00:07:57.280 --> 00:07:59.240]  我們可能會明白得多一點
[00:07:59.240 --> 00:08:03.080]  電話的原故我無法全部寫出來
[00:08:03.080 --> 00:08:04.840]  所以我請聽我讀出
[00:08:04.840 --> 00:08:06.400]  或者你打開聖經
[00:08:07.000 --> 00:08:09.760]  羅馬書八章35至39節說
[00:08:09.760 --> 00:08:12.920]  「誰能使我們與基督的愛隔絕呢」
[00:08:12.920 --> 00:08:14.560]  難道是患難嗎
[00:08:14.560 --> 00:08:15.920]  是困苦嗎
[00:08:15.920 --> 00:08:17.160]  是逼迫嗎
[00:08:17.160 --> 00:08:18.480]  是飢餓嗎
[00:08:18.480 --> 00:08:19.800]  是赤身露體嗎
[00:08:19.800 --> 00:08:20.560]  是危險嗎
[00:08:20.560 --> 00:08:21.680]  是刀劍嗎
[00:08:21.680 --> 00:08:23.640]  如經上所記
[00:08:23.640 --> 00:08:26.520]  我們為你的緣故終日被殺
[00:08:26.520 --> 00:08:29.120]  人看我們如張載的羊
[00:08:29.120 --> 00:08:29.880]  然而
[00:08:29.880 --> 00:08:32.360]  靠著愛我們的主
[00:08:32.360 --> 00:08:34.080]  在這一切事上
[00:08:34.080 --> 00:08:36.400]  已經得勝猶疑了
[00:08:37.200 --> 00:08:39.280]  保羅說的是甚麼呢
[00:08:39.280 --> 00:08:40.440]  他說的是
[00:08:40.440 --> 00:08:42.040]  當我們面對困難
[00:08:42.040 --> 00:08:43.400]  面對困境
[00:08:43.400 --> 00:08:45.320]  面對四面埋伏
[00:08:45.320 --> 00:08:49.200]  說的是我們周圍都圍繞我們的時候
[00:08:49.200 --> 00:08:51.280]  我們能夠不灰心
[00:08:51.280 --> 00:08:53.520]  是因為心中有愛
[00:08:53.520 --> 00:08:55.000]  我們能夠不灰心
[00:08:55.000 --> 00:08:56.400]  是因為心中有愛
[00:08:56.400 --> 00:08:59.400]  這是靠主起落的起點
[00:08:59.400 --> 00:09:00.440]  丁子梅
[00:09:00.440 --> 00:09:03.200]  在過去這段日子的當中
[00:09:03.200 --> 00:09:06.400]  你能否體會到主的關愛呢
[00:09:07.480 --> 00:09:08.440]  或者你說
[00:09:08.440 --> 00:09:13.400]  你有沒有向人傳遞上帝的關愛呢
[00:09:13.400 --> 00:09:15.800]  在過去疫情當中
[00:09:15.800 --> 00:09:18.520]  你有沒有透過對人的幫助
[00:09:18.520 --> 00:09:20.320]  或者人對你的幫助
[00:09:20.320 --> 00:09:24.000]  能夠體會那份上主的愛呢
[00:09:24.000 --> 00:09:25.880]  人間的情
[00:09:25.880 --> 00:09:28.440]  保羅在困境當中
[00:09:28.440 --> 00:09:31.480]  為甚麼他能夠兼善關愛呢
[00:09:31.480 --> 00:09:34.880]  是因為他從上帝領受了那份愛
[00:09:34.880 --> 00:09:36.560]  同時
[00:09:36.680 --> 00:09:40.600]  他亦都領受了教會對他的實質支援
[00:09:40.600 --> 00:09:44.920]  記不記得上面經文提到的爾巴忽提
[00:09:44.920 --> 00:09:50.000]  他去到那裡照顧傳遞那份的愛
[00:09:50.000 --> 00:09:51.640]  有時這份的愛
[00:09:51.640 --> 00:09:55.440]  能夠使我們心中得著溫暖
[00:09:55.440 --> 00:09:57.480]  有時我們面對困境
[00:09:57.480 --> 00:09:58.760]  面對困難
[00:09:58.760 --> 00:10:00.920]  因為有人趴在你的肩膀上
[00:10:00.920 --> 00:10:02.960]  所以能夠得著那份力量
[00:10:02.960 --> 00:10:04.480]  靠主起落
[00:10:04.600 --> 00:10:07.000]  從來不是停在意念上面
[00:10:07.000 --> 00:10:08.200]  靠主起落
[00:10:08.200 --> 00:10:12.120]  是能夠心中得到那份真實的肯定
[00:10:12.120 --> 00:10:15.000]  得到那份彼此相愛的關係
[00:10:15.000 --> 00:10:17.480]  所以我們說靠主起落
[00:10:17.480 --> 00:10:21.680]  和彼此相愛其實是表裡的關係
[00:10:21.680 --> 00:10:24.880]  保羅身陷獄中
[00:10:24.880 --> 00:10:26.280]  慘受苦待
[00:10:26.280 --> 00:10:27.720]  自有無期
[00:10:27.720 --> 00:10:30.640]  生存可能無望
[00:10:31.360 --> 00:10:34.680]  但是他沒有停在他的灰心
[00:10:34.680 --> 00:10:35.680]  失意
[00:10:35.680 --> 00:10:36.560]  焦慮
[00:10:36.560 --> 00:10:38.280]  不安當中
[00:10:38.280 --> 00:10:39.840]  保羅我們剛才才說過
[00:10:39.840 --> 00:10:41.760]  他正在坐牢的監禁
[00:10:41.760 --> 00:10:44.520]  但我們大概知道他正在坐牢兩年左右
[00:10:44.520 --> 00:10:47.000]  他面對的處境
[00:10:47.000 --> 00:10:49.280]  和我們今天見的差不多
[00:10:49.280 --> 00:10:51.520]  我們可以說我們正在坐牢
[00:10:51.520 --> 00:10:54.200]  我們正在坐一個大的監禁
[00:10:54.200 --> 00:10:56.480]  我們可能到處都去不了
[00:10:56.480 --> 00:11:00.520]  我們時常都在慨嘆
[00:11:00.640 --> 00:11:01.440]  有些放假
[00:11:01.440 --> 00:11:02.640]  有些電影姐妹說
[00:11:02.640 --> 00:11:06.840]  平時都可以靠放假去take a break
[00:11:06.840 --> 00:11:10.000]  幫自己拿回一些心力
[00:11:10.000 --> 00:11:13.440]  但是這幾年放假就只可以本地遊
[00:11:13.440 --> 00:11:15.600]  連去外地都不行
[00:11:15.600 --> 00:11:17.720]  但是保羅為什麼可以
[00:11:17.720 --> 00:11:20.800]  有心有力去關愛人呢
[00:11:20.800 --> 00:11:23.720]  很明顯他是透過主的愛
[00:11:23.720 --> 00:11:26.760]  透過肢體的彼此相愛
[00:11:26.760 --> 00:11:30.240]  他能夠享受那份靠主起落
[00:11:30.360 --> 00:11:31.960]  而他那份靠主起落
[00:11:31.960 --> 00:11:34.600]  不是停在自己的感受上
[00:11:34.600 --> 00:11:36.040]  他的靠主起落
[00:11:36.040 --> 00:11:38.440]  還有另一個更高的層面
[00:11:38.440 --> 00:11:40.080]  就是經文裡面提到的
[00:11:40.080 --> 00:11:41.360]  再寫一篇
[00:11:41.360 --> 00:11:43.680]  毫不猶豫地再寫一次
[00:11:43.680 --> 00:11:45.360]  你說就是再寫一次
[00:11:45.360 --> 00:11:47.160]  有什麼特別呢
[00:11:47.160 --> 00:11:48.120]  你要明白
[00:11:48.120 --> 00:11:50.280]  一個在困境裡面
[00:11:50.280 --> 00:11:52.240]  在焦慮不安的當中
[00:11:52.240 --> 00:11:54.680]  他能夠看見別人的需要
[00:11:54.680 --> 00:11:56.400]  看見別人的缺乏
[00:11:56.400 --> 00:11:59.080]  然後他忘記自己的擔心
[00:11:59.200 --> 00:12:01.400]  然後傳遞那份關愛
[00:12:01.400 --> 00:12:03.120]  很難得
[00:12:03.120 --> 00:12:05.280]  難得不是一次
[00:12:05.280 --> 00:12:06.960]  還是再次
[00:12:06.960 --> 00:12:08.240]  不止再次
[00:12:08.240 --> 00:12:10.200]  還是毫不猶豫再次
[00:12:10.200 --> 00:12:12.480]  所以這份的改變
[00:12:12.480 --> 00:12:15.800]  我們看見保羅真是靠主起落
[00:12:15.800 --> 00:12:19.760]  他真是能夠體會那份人間的愛
[00:12:19.760 --> 00:12:21.320]  是從上帝而來
[00:12:21.320 --> 00:12:24.440]  同樣他也是傳遞那份愛
[00:12:24.440 --> 00:12:27.480]  他就是主的愛的傳遞者
[00:12:27.480 --> 00:12:28.560]  弟兄姊妹
[00:12:28.680 --> 00:12:32.800]  如果你能夠在這樣的經驗當中
[00:12:32.800 --> 00:12:34.840]  你還會不會灰心失望呢
[00:12:34.840 --> 00:12:36.800]  你還會不會心力交瘁呢
[00:12:36.800 --> 00:12:40.640]  你還會不會體會到好像生無可戀呢
[00:12:40.640 --> 00:12:44.280]  這個是我們說重新得力的第一點
[00:12:44.280 --> 00:12:49.040]  如果我們真是能夠以主的愛傳遞出去
[00:12:49.040 --> 00:12:50.560]  是好像保羅那樣
[00:12:50.560 --> 00:12:53.480]  將主的叮囑再一次說
[00:12:53.480 --> 00:12:56.120]  幫助人得著安全的保障
[00:12:56.120 --> 00:12:58.080]  幫助人得著益處
[00:12:58.200 --> 00:13:01.520]  是以別人的需要為依歸
[00:13:01.520 --> 00:13:05.720]  這個是靠主起落的現身
[00:13:05.720 --> 00:13:06.480]  弟兄姊妹
[00:13:06.480 --> 00:13:09.120]  靠主起落不是只是自己的起落
[00:13:09.120 --> 00:13:12.560]  靠主起落是以別人的益處為依歸
[00:13:12.560 --> 00:13:14.320]  所以從保羅身上
[00:13:14.320 --> 00:13:17.120]  我們看見甚麼叫靠主起落
[00:13:17.120 --> 00:13:20.080]  原來靠主起落是能夠彼此相愛
[00:13:20.080 --> 00:13:22.120]  一起成為一劑良藥
[00:13:22.120 --> 00:13:26.680]  是專治亂世之中信徒的焦慮不安
[00:13:26.800 --> 00:13:29.560]  焦躁煩擾
[00:13:29.560 --> 00:13:33.760]  我們說這劑良藥幫助門徒
[00:13:33.760 --> 00:13:35.520]  幫助當日的教會
[00:13:35.520 --> 00:13:38.840]  應該都能夠幫助今日的你和我
[00:13:38.840 --> 00:13:41.600]  一起面對今天的困境
[00:13:41.600 --> 00:13:45.000]  我們肢體之間能夠透過彼此相愛
[00:13:45.000 --> 00:13:47.480]  各人看別人比自己強
[00:13:47.480 --> 00:13:51.520]  各人看別人的需要更重要的時候
[00:13:51.520 --> 00:13:54.560]  我們拉近了人與人之間的關係
[00:13:54.680 --> 00:13:57.520]  拉近了上帝與你的關係
[00:13:57.520 --> 00:14:02.040]  這樣實踐靠主起落幫助我們
[00:14:02.040 --> 00:14:05.760]  不要停留在自己看見自己所無所損失
[00:14:05.760 --> 00:14:07.920]  而是能夠看見別人的缺乏
[00:14:07.920 --> 00:14:10.200]  然後你可以補足別人的需要
[00:14:10.200 --> 00:14:12.920]  這樣靠主起落好不好
[00:14:12.920 --> 00:14:15.640]  這個是重新得來的起點
[00:14:15.640 --> 00:14:17.160]  重新得來的真知卓見
[00:14:17.160 --> 00:14:19.320]  除了這一個起點之外
[00:14:19.320 --> 00:14:20.800]  還有第二個起點
[00:14:20.800 --> 00:14:22.920]  第二個起點是拒絕膚淺
[00:14:22.920 --> 00:14:24.200]  要滋更新
[00:14:24.320 --> 00:14:25.680]  你說甚麼來的
[00:14:25.680 --> 00:14:28.800]  不知道的我們看看經文
[00:14:28.800 --> 00:14:30.720]  我先讀過合本
[00:14:30.720 --> 00:14:32.360]  應當防備犬類
[00:14:32.360 --> 00:14:33.480]  防備作惡的
[00:14:33.480 --> 00:14:35.240]  防備妄自行角的
[00:14:35.240 --> 00:14:37.080]  因為遵守國禮的
[00:14:37.080 --> 00:14:40.320]  乃是我們這群以神的靈敬拜
[00:14:40.320 --> 00:14:42.200]  在基督耶穌裡面誇口
[00:14:42.200 --> 00:14:45.080]  不靠著肉體的人
[00:14:45.080 --> 00:14:46.880]  所以
[00:14:46.880 --> 00:14:48.240]  環聖怎樣說呢
[00:14:48.240 --> 00:14:50.560]  他說你們要提防那些狗
[00:14:50.560 --> 00:14:53.080]  提防那些作惡的人
[00:14:53.200 --> 00:14:55.560]  提防那些割損自己身體的人
[00:14:55.560 --> 00:14:57.960]  因為我們才是遵守國禮的人
[00:14:57.960 --> 00:15:00.320]  因為我們是靠神的靈侍奉
[00:15:00.320 --> 00:15:02.400]  以基督耶穌誇口
[00:15:02.400 --> 00:15:04.920]  不倚靠肉體
[00:15:04.920 --> 00:15:07.400]  現代中文譯本可能譯得直白一點
[00:15:07.400 --> 00:15:09.120]  所以它在文法上面
[00:15:09.120 --> 00:15:13.240]  沒有用一些直接的對譯
[00:15:13.240 --> 00:15:16.080]  所以你見不到三個提防
[00:15:16.080 --> 00:15:19.640]  但是它可能清晰一點的意思
[00:15:19.640 --> 00:15:20.480]  現代中文譯本說
[00:15:20.480 --> 00:15:22.720]  你們要提防那些作惡的人
[00:15:22.840 --> 00:15:25.480]  那些護群狗黨的人
[00:15:25.480 --> 00:15:29.320]  就是那群堅持要割自己身體的人
[00:15:29.320 --> 00:15:31.800]  其實真正受國禮的
[00:15:31.800 --> 00:15:33.120]  不是他們
[00:15:33.120 --> 00:15:34.360]  是我們
[00:15:34.360 --> 00:15:36.880]  因為我們藉上帝的靈力敬拜
[00:15:36.880 --> 00:15:39.520]  我們所誇耀的是基督耶穌
[00:15:39.520 --> 00:15:43.160]  我們不倚靠任何外表的禮儀
[00:15:43.160 --> 00:15:46.880]  其實保羅是很擔心菲律賓的教會
[00:15:46.880 --> 00:15:51.400]  跟從那群膚淺又頑固的猶太人
[00:15:51.520 --> 00:15:53.320]  他很擔心守一不慎
[00:15:53.320 --> 00:15:56.840]  就成為那些頑固膚淺猶太人的跟從者
[00:15:56.840 --> 00:15:59.200]  所以他用了三個命令動詞
[00:15:59.200 --> 00:16:00.800]  提防 提防 提防
[00:16:00.800 --> 00:16:02.640]  防卑 防卑 防卑
[00:16:02.640 --> 00:16:04.040]  是想告訴他們
[00:16:04.040 --> 00:16:07.680]  要小心看見 小心謹慎
[00:16:07.680 --> 00:16:09.840]  這個字本身就是這個意思
[00:16:09.840 --> 00:16:13.320]  小心觀看慎重的觀察
[00:16:13.320 --> 00:16:15.800]  還要好好辨識
[00:16:15.800 --> 00:16:17.280]  因為守一不慎
[00:16:17.280 --> 00:16:19.000]  你就變成膚淺人
[00:16:19.000 --> 00:16:19.840]  守一不慎
[00:16:19.960 --> 00:16:22.440]  你就變成頑固的猶太人
[00:16:22.440 --> 00:16:24.880]  這種就是保羅的擔心
[00:16:24.880 --> 00:16:26.920]  甚至可以說是警戒
[00:16:26.920 --> 00:16:29.560]  因為他在用命令動詞
[00:16:29.560 --> 00:16:32.040]  當然 這群人是甚麼人
[00:16:32.040 --> 00:16:33.240]  狗這個字
[00:16:33.240 --> 00:16:34.840]  我們真的要知道
[00:16:34.840 --> 00:16:39.360]  其實不是我們今天愛狗之人所說的寵物
[00:16:39.360 --> 00:16:40.280]  狗這個字
[00:16:40.280 --> 00:16:44.600]  是當時猶太人對外邦人的貶稱
[00:16:44.600 --> 00:16:46.520]  如果你看回詩篇
[00:16:46.640 --> 00:16:50.040]  裡面說到狗就像狗一樣
[00:16:50.040 --> 00:16:55.440]  不停地叫人家的煩擾
[00:16:55.440 --> 00:17:01.440]  甚至狗好像那群人追著保羅一樣
[00:17:01.440 --> 00:17:04.120]  保羅去到哪裡 牠就追到哪裡
[00:17:04.120 --> 00:17:06.640]  甚至爛了保羅
[00:17:06.640 --> 00:17:07.800]  騷擾保羅
[00:17:07.800 --> 00:17:08.920]  打傷保羅
[00:17:08.920 --> 00:17:11.280]  甚至想殺了保羅
[00:17:11.400 --> 00:17:17.640]  這種原因是因為他們頑固膚淺地認定
[00:17:17.640 --> 00:17:21.440]  天國是需要從猶太的教門進入
[00:17:21.440 --> 00:17:23.160]  需要遵守摩西律例
[00:17:23.160 --> 00:17:24.720]  需要遵守國例
[00:17:24.720 --> 00:17:25.960]  所以對他們來說
[00:17:25.960 --> 00:17:30.680]  他們拒絕耶路撒冷夜經會議的決議
[00:17:30.680 --> 00:17:31.920]  如果你想知道是甚麼
[00:17:31.920 --> 00:17:34.400]  請你打開事實行展第十五章
[00:17:34.400 --> 00:17:38.840]  那裡有決議了一個很重要的議題
[00:17:38.840 --> 00:17:40.600]  今天沒有時間說了
[00:17:40.720 --> 00:17:43.080]  所以保羅說那群人
[00:17:43.080 --> 00:17:46.640]  他們將他們的信仰停在過去
[00:17:46.640 --> 00:17:48.880]  這是一個悲慘的事
[00:17:48.880 --> 00:17:52.720]  這是一個膚淺頑固人的慘況
[00:17:52.720 --> 00:17:55.600]  所以寶羅稱那些人
[00:17:55.600 --> 00:17:57.160]  他不是稱他們為頑固人
[00:17:57.160 --> 00:17:58.480]  不是稱他們為膚淺人
[00:17:58.480 --> 00:18:01.200]  他稱他們為作惡的人
[00:18:01.200 --> 00:18:04.200]  因為他們不單止追擊保羅
[00:18:04.200 --> 00:18:07.000]  他們最重要的是攔阻福音
[00:18:07.000 --> 00:18:08.720]  寶羅,那群人
[00:18:08.840 --> 00:18:13.720]  他們執著他們在天國內那份重要的信念
[00:18:13.720 --> 00:18:15.080]  本來是理性的
