
[00:00:00.000 --> 00:00:03.800]  今天我們要講的是《以塞雅書》
[00:02:03.360 --> 00:02:08.160]  而那個寓言的主題是榮耀的將來
[00:02:08.160 --> 00:02:13.360]  在榮耀的將來上帝會興建一個新天新地
[00:02:13.360 --> 00:02:15.880]  新的耶路撒冷
[00:02:15.880 --> 00:02:19.080]  我們要講的不是第一部分不是第二部分
[00:02:19.080 --> 00:02:24.120]  不是第三部分而是中間的第二部分
[00:02:24.120 --> 00:02:29.640]  在第二部分裏面對着那羣已經被撈的巴比倫的子民
[00:02:29.640 --> 00:02:32.280]  以塞雅這樣宣講
[00:02:32.280 --> 00:02:34.640]  以塞雅書第40章第一節這樣講
[00:02:34.640 --> 00:02:37.960]  你們要安慰安慰我的百姓
[00:02:37.960 --> 00:02:41.000]  要對耶路撒冷說安慰的話
[00:02:41.000 --> 00:02:45.320]  又向他宣告說他征戰的日子已滿了
[00:02:45.320 --> 00:02:47.360]  他的罪孽赦免了
[00:02:47.360 --> 00:02:50.000]  這羣被撈巴比倫的人
[00:02:50.000 --> 00:02:52.520]  上帝通過以塞雅和他們說
[00:02:52.520 --> 00:02:55.480]  你們的罪孽赦免了
[00:02:55.480 --> 00:02:56.880]  爲什麼上帝這麼說呢
[00:02:56.880 --> 00:02:59.720]  因爲以色列人之所以被撈巴比倫
[00:02:59.720 --> 00:03:02.200]  不是因爲政治上的失敗
[00:03:02.200 --> 00:03:04.840]  不是因爲軍事上的失利
[00:03:04.840 --> 00:03:07.720]  而是因爲他們得罪了上帝
[00:03:07.720 --> 00:03:13.200]  是上帝的審判令他們去到巴比倫
[00:03:13.200 --> 00:03:14.920]  上帝讓他們入獄
[00:03:14.920 --> 00:03:17.680]  讓他們坐了好幾十年的監獄
[00:03:17.680 --> 00:03:21.880]  然而才以塞雅給他們一絲盼望
[00:03:21.880 --> 00:03:23.760]  就是哪日將來
[00:03:23.760 --> 00:03:27.360]  時候將到上帝要將他們放監出獄
[00:03:27.360 --> 00:03:29.680]  要從巴比倫那裏
[00:03:29.680 --> 00:03:34.000]  從祕魯迴歸回去耶路撒冷
[00:03:34.000 --> 00:03:35.360]  他們罪得赦免
[00:03:35.360 --> 00:03:37.400]  他們可以回到耶路撒冷
[00:03:37.400 --> 00:03:40.960]  他們可以迴歸上帝的家
[00:03:40.960 --> 00:03:43.960]  但這不是故事的完結
[00:03:43.960 --> 00:03:47.560]  重新得到自由不是故事的終點
[00:03:47.560 --> 00:03:50.880]  服侍上主纔是最終的目標
[00:03:50.880 --> 00:03:52.760]  他們放監有個原因
[00:03:52.760 --> 00:03:55.800]  放監是爲了要他們從今以後
[00:03:55.800 --> 00:04:00.120]  可以自由地完全自由地服侍上主
[00:04:00.120 --> 00:04:02.040]  服侍耶和華
[00:04:02.040 --> 00:04:03.640]  上帝有一個計劃
[00:04:03.640 --> 00:04:05.160]  耶和華有一個計劃
[00:04:05.160 --> 00:04:08.200]  他有一個非常之偉大的意義
[00:04:08.200 --> 00:04:10.720]  就是這個被撈釋放的以色列人
[00:04:10.720 --> 00:04:13.520]  將成爲上帝揀選的僕人
[00:04:13.520 --> 00:04:15.560]  將成爲上帝的見證人
[00:04:15.560 --> 00:04:19.040]  要將上帝的道傳揚到地極
[00:04:19.040 --> 00:04:21.480]  我想帶你去看《以錯乎書》第42章
[00:04:21.480 --> 00:04:23.280]  上帝的意象
[00:04:23.280 --> 00:04:25.160]  上帝這麼說
[00:04:25.160 --> 00:04:27.280]  衆海島和其中的居民
[00:04:27.280 --> 00:04:29.320]  都當向耶和華唱新歌
[00:04:29.320 --> 00:04:31.320]  從地極讚美他
[00:04:31.320 --> 00:04:33.520]  曠野成鎮當揚聲
[00:04:33.520 --> 00:04:36.400]  在山頂上大聲呼喊
[00:04:36.400 --> 00:04:39.160]  願他們將榮耀歸給耶和華
[00:04:39.160 --> 00:04:41.480]  在海島中傳揚
[00:04:41.480 --> 00:04:43.520]  衆贊他的華
[00:04:43.520 --> 00:04:46.240]  從海島去到曠野
[00:04:46.240 --> 00:04:48.160]  再上到山頂
[00:04:48.160 --> 00:04:51.040]  高峯再下到海島
[00:04:51.040 --> 00:04:54.160]  全地都要衆贊耶和華
[00:04:54.160 --> 00:04:58.240]  全地海陸空都要衆贊耶和華
[00:04:58.240 --> 00:05:04.880]  這是一個何等偉大宏偉的一個意象
[00:05:04.880 --> 00:05:07.040]  這是以才雅的意象
[00:05:07.040 --> 00:05:09.560]  是耶和華的意象
[00:05:09.560 --> 00:05:12.720]  是上帝給以色列的意象
[00:05:12.720 --> 00:05:15.280]  又好像是公理堂的意象
[00:05:15.280 --> 00:05:17.440]  因爲我們要使命之神
[00:05:17.440 --> 00:05:19.360]  使命之民
[00:05:19.360 --> 00:05:22.920]  以色列人要成爲上帝特選的工具
[00:05:22.920 --> 00:05:24.560]  上帝特選的器皿
[00:05:24.560 --> 00:05:27.600]  要將上帝的華帶到地極
[00:05:27.600 --> 00:05:30.640]  他要焦聚世上所有的人
[00:05:30.640 --> 00:05:32.960]  所有願意悔改的人
[00:05:32.960 --> 00:05:35.520]  接着帶他們進入新天新地
[00:05:35.520 --> 00:05:40.360]  帶他們進入上帝之城新耶路撒冷
[00:05:40.360 --> 00:05:42.360]  不過我們有一個問題
[00:05:42.360 --> 00:05:44.440]  有一個很大的問題
[00:05:44.440 --> 00:05:45.360]  問題是什麼?
[00:05:45.360 --> 00:05:49.400]  問題就是上帝所呼召的以色列人
[00:05:49.400 --> 00:05:50.680]  很廢
[00:05:50.680 --> 00:05:52.160]  很頹廢
[00:05:52.160 --> 00:05:53.280]  很殘廢
[00:05:53.280 --> 00:05:56.320]  這裏說到以色列人將來好像很榮耀
[00:05:56.320 --> 00:05:58.640]  但是你看多六節的時候
[00:05:58.640 --> 00:06:00.720]  去到第四十二章十八節的時候
[00:06:00.720 --> 00:06:03.360]  你發現以色列人是完全不行的
[00:06:03.360 --> 00:06:05.760]  上帝這麼說:你們這耳聾的
[00:06:05.760 --> 00:06:07.840]  你們這瞎眼的
[00:06:07.840 --> 00:06:10.640]  誰讓我的僕人眼瞎呢?
[00:06:10.640 --> 00:06:14.840]  誰讓我所猜淺的使者耳聾呢?
[00:06:14.840 --> 00:06:17.040]  上帝說:你看看你們自己
[00:06:17.040 --> 00:06:18.440]  你眼又看不到
[00:06:18.440 --> 00:06:19.760]  耳又聽不見
[00:06:19.760 --> 00:06:23.120]  但是這裏說的不是身體上的殘缺
[00:06:23.120 --> 00:06:26.520]  是在說他們的屬靈的狀況
[00:06:26.520 --> 00:06:30.200]  以蔡霞是用一個詩篇裏面的圖畫
[00:06:30.200 --> 00:06:33.240]  在說以色列人的屬靈狀況
[00:06:33.240 --> 00:06:37.080]  詩篇第一百一十五篇第四節這麼說
[00:06:37.080 --> 00:06:43.320]  他們的偶像是金的是銀的是人手所做的
[00:06:43.320 --> 00:06:44.520]  有口不能言
[00:06:44.520 --> 00:06:45.760]  有眼不能看
[00:06:45.760 --> 00:06:46.920]  有耳不能聽
[00:06:46.920 --> 00:06:48.000]  有鼻不能聞
[00:06:48.000 --> 00:06:49.360]  有手不能摸
[00:06:49.360 --> 00:06:50.520]  有腳不能走
[00:06:50.520 --> 00:06:52.000]  有喉不能說話
[00:06:52.000 --> 00:06:57.000]  做他們的人要像他們一樣
[00:06:57.000 --> 00:07:01.080]  但依靠他們的人也必如此
[00:07:01.080 --> 00:07:04.040]  所以當我們說以色列人他們耳聾
[00:07:04.040 --> 00:07:04.800]  他們眼黑
[00:07:04.800 --> 00:07:05.520]  意思是什麼
[00:07:05.520 --> 00:07:11.040]  他們好像他們所喜歡所敬拜的偶像一樣
[00:07:11.040 --> 00:07:14.680]  他們的問題不是他們真的眼睛看不到
[00:07:14.680 --> 00:07:16.200]  不是他們耳朵聽不到
[00:07:16.200 --> 00:07:20.800]  而是他們不願意去敬拜上帝
[00:07:20.800 --> 00:07:27.320]  而是他們在貪愛當時萬國萬民裏面的偶像
[00:07:27.320 --> 00:07:32.000]  如果是我我就會放棄以色列人去找中國人
[00:07:32.000 --> 00:07:33.800]  但上帝沒有
[00:07:33.800 --> 00:07:35.880]  上帝沒有放棄以色列人
[00:07:35.880 --> 00:07:40.240]  於是上帝在這裏呼喚這羣耳朵聽不到
[00:07:40.240 --> 00:07:42.680]  眼睛看不見的以色列人
[00:07:42.680 --> 00:07:45.880]  第四十三章八節進入我們今天那段經文
[00:07:45.880 --> 00:07:47.960]  要將有眼卻含
[00:07:47.960 --> 00:07:51.920]  有耳卻聾的民帶到我的面前
[00:07:51.920 --> 00:07:52.800]  帶出來
[00:07:52.800 --> 00:07:56.200]  他說上帝呼喚他們要聽
[00:07:56.200 --> 00:07:57.200]  要看
[00:07:57.200 --> 00:07:59.200]  上帝將以色列人
[00:07:59.200 --> 00:08:01.680]  殘缺的以色列人敬拜偶像
[00:08:01.680 --> 00:08:03.240]  以色列人帶到他們的面前
[00:08:03.240 --> 00:08:09.440]  接着上帝又將萬國萬民帶到他們的面前
[00:08:09.440 --> 00:08:11.080]  四十三章九節這樣講
[00:08:11.080 --> 00:08:11.720]  音頻
[00:08:11.720 --> 00:08:13.360]  其實可能有一個更好的翻譯
[00:08:13.360 --> 00:08:18.160]  是於是當上帝召集了以色列人出來之後
[00:08:18.160 --> 00:08:22.520]  他在以色列人的在旁的時候召集了萬國
[00:08:22.520 --> 00:08:25.400]  於是萬國聚集萬民會合
[00:08:25.400 --> 00:08:27.760]  上帝當着以色列人的面
[00:08:27.760 --> 00:08:29.000]  問萬國萬民
[00:08:29.000 --> 00:08:33.800]  他說你們當中誰能宣告這事
[00:08:33.800 --> 00:08:37.520]  你們當中誰能宣告這事
[00:08:37.520 --> 00:08:40.880]  聖經神學家討論了很久
[00:08:40.880 --> 00:08:44.400]  究竟這個「這事」是什麼事
[00:08:44.400 --> 00:08:46.880]  他最後得到的結論
[00:08:46.880 --> 00:08:49.640]  就是這個事宣告這事的意思
[00:08:49.640 --> 00:08:54.800]  多數是講他們被撈迴歸的預言
[00:08:54.800 --> 00:08:56.840]  他說在衆多的神明當中
[00:08:56.840 --> 00:08:59.360]  有誰可以宣告以色列人
[00:08:59.360 --> 00:09:01.360]  你們會被釋放
[00:09:01.360 --> 00:09:03.360]  可以回到耶路撒冷
[00:09:03.360 --> 00:09:06.240]  我想你記得當時的情況
[00:09:06.240 --> 00:09:09.120]  當時被撈的以色列人聽到這個預言的時候
[00:09:09.120 --> 00:09:11.800]  他們在想他們在坐牢
[00:09:11.800 --> 00:09:14.640]  他們是無奇的圖形
[00:09:14.640 --> 00:09:16.320]  他們的監
[00:09:16.320 --> 00:09:18.600]  找他們坐牢的是巴比倫
[00:09:18.600 --> 00:09:20.640]  巴比倫是當時的大國
[00:09:20.640 --> 00:09:22.120]  當時的強國
[00:09:22.120 --> 00:09:24.080]  而上帝竟然和他們說
[00:09:24.080 --> 00:09:25.600]  在你們有生之年
[00:09:25.600 --> 00:09:29.280]  巴比倫要放人
[00:09:29.280 --> 00:09:30.280]  不僅如此
[00:09:30.280 --> 00:09:32.760]  如果你有機會繼續看《以塞俠書》
[00:09:32.760 --> 00:09:35.280]  繼續看到第44章28字的時候
[00:09:35.280 --> 00:09:37.280]  上帝再講一件事給你們知道
[00:09:37.280 --> 00:09:38.280]  我告訴你們
[00:09:38.280 --> 00:09:42.080]  會放你們的人的名字叫什麼
[00:09:42.080 --> 00:09:45.560]  他說巴比倫結果會輸給
[00:09:45.560 --> 00:09:48.960]  另外一個新興的王國叫波斯
[00:09:48.960 --> 00:09:52.880]  而波斯帝國的古列王
[00:09:52.880 --> 00:09:54.560]  我把名字告訴你們
[00:09:54.560 --> 00:09:57.240]  叫古列王他會放你們
[00:09:57.240 --> 00:10:01.360]  會送你們回去耶路撒冷
[00:10:01.360 --> 00:10:05.000]  這是一個不可思議的預言
[00:10:05.000 --> 00:10:06.600]  如果你相信《以塞俠書》
[00:10:06.600 --> 00:10:08.000]  整本書由頭到尾
[00:10:08.000 --> 00:10:12.400]  所有的預言都是以塞俠這個人所寫的話
[00:10:12.400 --> 00:10:16.400]  這個預言就更加難以置信
[00:10:16.400 --> 00:10:17.080]  爲什麼
[00:10:17.080 --> 00:10:19.600]  因爲當這個預言實現的時候
[00:10:19.600 --> 00:10:22.440]  以塞俠已經死了百多二百年
[00:10:22.440 --> 00:10:24.440]  你可不可以想象
[00:10:24.440 --> 00:10:26.320]  在1797年
[00:10:26.320 --> 00:10:29.080]  即是1997年之前的二百年
[00:10:29.080 --> 00:10:32.560]  在香港還未開埠的時候
[00:10:32.560 --> 00:10:34.360]  有一個先知來到香港
[00:10:34.360 --> 00:10:36.280]  他說在我死後
[00:10:36.280 --> 00:10:39.360]  香港會被割讓
[00:10:39.360 --> 00:10:43.240]  但某些年日之後香港會迴歸
[00:10:43.240 --> 00:10:44.120]  不單止這樣
[00:10:44.120 --> 00:10:45.440]  我再說一件事你們知道
[00:10:45.440 --> 00:10:47.160]  香港迴歸的時候
[00:10:47.160 --> 00:10:51.040]  第一個行政首長的名字叫董建華
[00:10:51.040 --> 00:10:52.880]  你可不可以想象
[00:10:52.880 --> 00:10:55.160]  接着在1997年的時候
[00:10:55.160 --> 00:10:58.560]  突然間找到一本二百年的古老書
[00:10:58.560 --> 00:11:01.680]  一打開裏面有董建華的名字
[00:11:01.680 --> 00:11:02.880]  誰可以這樣做
[00:11:02.880 --> 00:11:06.760]  有誰可以宣告這樣的事情
[00:11:06.760 --> 00:11:12.160]  二百年前去宣佈這樣的事情
[00:11:12.160 --> 00:11:15.840]  並將先前的事指示我們
[00:11:15.840 --> 00:11:20.240]  所以我說先前的事是講到他們的被捂
[00:11:20.240 --> 00:11:22.680]  他們的迴歸是出於耶和華
[00:11:22.680 --> 00:11:24.800]  他們的被捂
[00:11:24.800 --> 00:11:28.800]  他們被捂巴比倫都是出於耶和華
[00:11:28.800 --> 00:11:31.200]  你要明白當時的世界裏面
[00:11:31.200 --> 00:11:32.560]  當你被捂
[00:11:32.560 --> 00:11:34.240]  當你輸給一個國家的時候
[00:11:34.240 --> 00:11:36.400]  即是說你的上帝輸了
[00:11:36.400 --> 00:11:38.480]  所以在衆人的眼中
[00:11:38.480 --> 00:11:40.640]  在萬國萬民的眼中
[00:11:40.640 --> 00:11:42.440]  以色列人輸了
[00:11:42.440 --> 00:11:45.640]  以色列人的上帝不夠巴比倫的上帝打
[00:11:45.640 --> 00:11:47.480]  於是以色列人被捂
[00:11:47.480 --> 00:11:48.800]  但上帝說不是
[00:11:48.800 --> 00:11:51.040]  先前的事都是我做的
[00:11:51.040 --> 00:11:54.600]  其實巴比倫是我手上的一個棋子
[00:11:54.600 --> 00:11:58.640]  萬國萬民在我手上都只是一個棋子
[00:11:58.640 --> 00:12:03.080]  我是掌管歷史的上帝
[00:12:03.080 --> 00:12:05.480]  我是獨一的上帝
[00:12:05.480 --> 00:12:07.040]  我是掌管歷史的上帝
[00:12:07.040 --> 00:12:10.440]  我是審判拯救的上帝
[00:12:10.440 --> 00:12:12.520]  上帝和以色列人說
[00:12:12.520 --> 00:12:14.760]  你要打開你的眼睛
[00:12:14.760 --> 00:12:15.760]  你要打開你的耳朵
[00:12:15.760 --> 00:12:19.000]  其實意思就是說你不可以再拜其他偶像
[00:12:19.000 --> 00:12:19.760]  你要拜我
[00:12:19.760 --> 00:12:22.520]  因爲其他人沒有人可以做這些事
[00:12:22.520 --> 00:12:23.840]  沒有人可以審判你
[00:12:23.840 --> 00:12:25.360]  沒有人可以拯救你
[00:12:25.360 --> 00:12:26.560]  如果你不迴轉
[00:12:26.560 --> 00:12:28.080]  我要審判你
[00:12:28.080 --> 00:12:29.280]  但是如果你迴轉
[00:12:29.280 --> 00:12:32.400]  我必然的拯救你
[00:12:32.400 --> 00:12:33.800]  上帝和以色列人說
[00:12:33.800 --> 00:12:36.000]  他說你醒醒吧
[00:12:36.000 --> 00:12:39.680]  唯獨我是上帝
[00:12:39.680 --> 00:12:41.920]  第43章第10節這麼說
[00:12:41.920 --> 00:12:44.080]  你們是我的見證
[00:12:44.080 --> 00:12:46.200]  是我揀選的人
[00:12:46.200 --> 00:12:48.160]  你看中文是看不到的
[00:12:48.160 --> 00:12:50.920]  你們是我的見證或者見證人
[00:12:50.920 --> 00:12:53.080]  在英文在原文是plural
[00:12:53.080 --> 00:12:54.480]  就是說是中數
[00:12:54.480 --> 00:12:57.680]  但是我所揀選的牧人
[00:12:57.680 --> 00:12:58.960]  是單數
[00:12:58.960 --> 00:13:00.400]  是一個
[00:13:00.400 --> 00:13:01.680]  如果你畫一幅圖畫
[00:13:01.680 --> 00:13:03.560]  就是有一個見證人
[00:13:03.560 --> 00:13:07.000]  見證人的肚子裏面有很多一羣
[00:13:07.000 --> 00:13:08.640]  一羣見證人
[00:13:08.640 --> 00:13:10.800]  有一個被揀選的牧人
[00:13:10.800 --> 00:13:14.000]  肚子裏面有一堆一羣的見證人
[00:13:14.000 --> 00:13:15.400]  這個是
[00:13:15.400 --> 00:13:17.560]  以蔡霞所畫的這個圖畫
[00:13:17.560 --> 00:13:19.520]  這個圖畫是什麼意思呢
[00:13:19.520 --> 00:13:21.800]  好像一個謎語
[00:13:21.800 --> 00:13:22.880]  我希望到最後
[00:13:22.880 --> 00:13:24.080]  聽到你最後的時候
[00:13:24.080 --> 00:13:25.360]  你開始明白
[00:13:25.360 --> 00:13:26.840]  她在畫的圖畫
[00:13:26.840 --> 00:13:27.920]  她的謎語是什麼
[00:13:27.920 --> 00:13:30.400]  她說你是我的見證人
[00:13:30.400 --> 00:13:31.640]  你們
[00:13:31.640 --> 00:13:34.880]  你是我所揀選的牧人
[00:13:34.880 --> 00:13:36.360]  我要使你們
[00:13:36.360 --> 00:13:38.360]  我要使你們知道
[00:13:38.360 --> 00:13:40.400]  我要使你們信服
[00:13:40.400 --> 00:13:42.160]  我要使你們明白
[00:13:42.160 --> 00:13:45.240]  她用了三個很有意思的動詞
[00:13:45.240 --> 00:13:46.480]  英文是
[00:13:46.480 --> 00:13:47.400]  to know
[00:13:47.400 --> 00:13:48.560]  to believe
[00:13:48.560 --> 00:13:50.200]  and to understand
[00:13:50.200 --> 00:13:51.360]  好像你就這樣聽
[00:13:51.360 --> 00:13:52.920]  所有東西都是和頭腦有關
[00:13:52.920 --> 00:13:54.480]  但其實不是的
[00:13:54.480 --> 00:13:56.320]  當上帝說我揀選
[00:13:56.320 --> 00:13:58.080]  要使你知道
[00:13:58.080 --> 00:14:00.400]  在希伯來文裏面
[00:14:00.400 --> 00:14:02.480]  知道的意思是愛慕
[00:14:02.480 --> 00:14:04.480]  所以亞當知道夏娃
[00:14:04.480 --> 00:14:06.000]  就不是他知道夏娃
[00:14:06.000 --> 00:14:08.400]  而是他愛夏娃
[00:14:08.400 --> 00:14:09.160]  上帝說
[00:14:09.160 --> 00:14:13.520]  我要使你們深深的愛慕我
[00:14:13.520 --> 00:14:14.040]  第二
[00:14:14.040 --> 00:14:15.960]  我要使你們
[00:14:15.960 --> 00:14:16.920]  英文是believe
[00:14:16.920 --> 00:14:17.480]  相信
[00:14:17.480 --> 00:14:18.960]  但其實中文翻譯很好
[00:14:18.960 --> 00:14:20.200]  信服
[00:14:20.200 --> 00:14:22.360]  什麼叫相信上帝
[00:14:22.360 --> 00:14:25.480]  是完全俯伏在上帝的面前
[00:14:25.480 --> 00:14:27.200]  忠誠的去服侍祂
[00:14:27.200 --> 00:14:28.240]  第三
[00:14:28.240 --> 00:14:30.000]  我要你們明白
[00:14:30.000 --> 00:14:31.200]  這個明白不是
[00:14:31.200 --> 00:14:32.880]  我明白了那條數學
[00:14:32.880 --> 00:14:34.800]  我以後都不用再想那條數學
[00:14:34.800 --> 00:14:36.880]  而是我明白了一件事
[00:14:36.880 --> 00:14:39.040]  我重複不斷的思想
[00:14:39.040 --> 00:14:41.520]  我重複不斷的思念
[00:14:41.520 --> 00:14:43.440]  你所給我的啓示
[00:14:43.440 --> 00:14:44.280]  上帝說
[00:14:44.280 --> 00:14:46.440]  我要創造一羣新的人
[00:14:46.440 --> 00:14:47.640]  他是我的見證人
[00:14:47.640 --> 00:14:49.480]  他愛慕我
[00:14:49.480 --> 00:14:51.360]  他信服我
[00:14:51.360 --> 00:14:53.720]  他不斷思念
[00:14:53.720 --> 00:14:56.960]  我和我的作爲
[00:14:56.960 --> 00:14:58.200]  如果你熟悉舊約聖經
[00:14:58.200 --> 00:14:59.160]  你開始知道
[00:14:59.160 --> 00:15:00.880]  其實在以太亞的背後
[00:15:00.880 --> 00:15:03.240]  他有另外一段聖經在想
[00:15:03.240 --> 00:15:04.160]  那段聖經是
[00:15:04.160 --> 00:15:04.760]  Shema
[00:15:04.760 --> 00:15:06.400]  Shema o Israel
[00:15:06.400 --> 00:15:07.120]  以色列
[00:15:07.120 --> 00:15:08.520]  你要聽
[00:15:08.520 --> 00:15:10.600]  耶和華的上帝是獨一的上帝
[00:15:10.600 --> 00:15:13.760]  你要盡心儘性盡義盡力
[00:15:13.760 --> 00:15:14.920]  你看不看到
[00:15:14.920 --> 00:15:18.880]  你盡心的去愛慕上帝
[00:15:18.880 --> 00:15:22.080]  你會盡性的去服侍上帝
[00:15:22.080 --> 00:15:24.960]  你會盡義的去思念上帝
[00:15:24.960 --> 00:15:27.520]  最後你會盡力的去傳揚上帝
[00:15:27.520 --> 00:15:30.600]  這個是上帝要興起的見證人
[00:15:30.600 --> 00:15:31.880]  不是那些豆腐兵
[00:15:31.880 --> 00:15:34.040]  不是那些老弱殘兵
[00:15:34.040 --> 00:15:35.440]  It's a mighty army
[00:15:35.440 --> 00:15:38.720]  是一個巨大的軍隊完全的降服
[00:15:38.720 --> 00:15:41.000]  心裏火熱All in
[00:15:41.000 --> 00:15:43.440]  完全投入自己的生命
[00:15:43.440 --> 00:15:48.280]  是上帝偉大的異象
[00:15:48.280 --> 00:15:49.160]  上帝繼續
[00:15:49.160 --> 00:15:51.480]  第43章第10節這麼說
[00:15:51.480 --> 00:15:53.440]  在我以前沒有真神
[00:15:53.440 --> 00:15:54.880]  在我以後也沒有
[00:15:54.880 --> 00:15:56.320]  其他所有都是假神
[00:15:56.320 --> 00:15:58.840]  全部都是偶像來的
[00:15:58.840 --> 00:16:00.320]  這是耶和華說的
[00:16:00.320 --> 00:16:02.640]  我唯有我是耶和華
[00:16:02.640 --> 00:16:04.480]  除我以外
[00:16:04.480 --> 00:16:05.480]  沒有救主
[00:16:05.480 --> 00:16:06.720]  這是耶和華說的
[00:16:06.720 --> 00:16:09.520]  我唯有我是耶和華
[00:16:09.520 --> 00:16:11.000]  除我以外
[00:16:11.000 --> 00:16:12.080]  沒有救主
[00:16:12.080 --> 00:16:13.480]  我不知道你們看不看得懂
[00:16:13.480 --> 00:16:15.040]  以塞亞在做什麼
[00:16:15.040 --> 00:16:16.240]  以塞亞
[00:16:16.240 --> 00:16:18.400]  這裏上帝自己
[00:16:18.400 --> 00:16:20.400]  祂在這裏曬名
[00:16:20.400 --> 00:16:21.960]  祂不是曬名
[00:16:21.960 --> 00:16:23.400]  祂是曬名
[00:16:23.400 --> 00:16:25.800]  上帝不斷重複的說祂的名字
[00:16:25.800 --> 00:16:27.360]  祂的名字叫什麼
[00:16:27.360 --> 00:16:28.880]  耶和華
[00:16:28.880 --> 00:16:30.520]  祂說你知不知道我的名字叫什麼
[00:16:30.520 --> 00:16:31.400]  我給了名片給你
[00:16:31.400 --> 00:16:32.200]  耶和華
[00:16:32.200 --> 00:16:32.920]  耶和華
[00:16:32.920 --> 00:16:34.040]  耶和華
[00:16:34.040 --> 00:16:36.240]  個個都收我一張名片
[00:16:36.240 --> 00:16:38.240]  我唯有我是
[00:16:38.240 --> 00:16:39.480]  唯有我是耶和華
[00:16:39.480 --> 00:16:41.400]  如果你熟悉聖經你都知道
[00:16:41.400 --> 00:16:42.320]  新約的時候
[00:16:42.320 --> 00:16:45.240]  「我是」其實就是耶和華的名字
[00:16:45.240 --> 00:16:46.680]  我怕你忘記了
[00:16:46.680 --> 00:16:47.640]  我是耶和華
[00:16:47.640 --> 00:16:48.640]  我是耶和華
[00:16:48.640 --> 00:16:49.600]  我給了一張名片給你
[00:16:49.600 --> 00:16:51.560]  我給了一張名片給你
[00:16:51.560 --> 00:16:54.320]  如果上帝給一張名片給我
[00:16:54.320 --> 00:16:56.600]  一邊寫着祂的名字叫耶和華
[00:16:56.600 --> 00:16:58.920]  我想請問你知不知道第二面
[00:16:58.920 --> 00:16:59.960]  如果有一幅圖畫
[00:16:59.960 --> 00:17:02.280]  有一個logo代表上帝的
[00:17:02.280 --> 00:17:05.200]  那幅圖畫的logo會是什麼
[00:17:05.200 --> 00:17:08.440]  logo會叫出埃及記
[00:17:08.440 --> 00:17:09.200]  出埃及記
[00:17:09.200 --> 00:17:11.120]  因爲在整本聖經裏面
[00:17:11.120 --> 00:17:15.040]  上帝第一次啓示祂自己的名字給以色列人
[00:17:15.040 --> 00:17:16.720]  是在出埃及記
[00:17:16.720 --> 00:17:19.840]  在出埃及記第三章那裏
[00:17:19.840 --> 00:17:23.600]  之前以色列人不知道上帝的名字是什麼
