
[00:00:00.000 --> 00:00:01.480]  頂節目平安
[00:01:34.000 --> 00:01:35.600]  到底發生咩事
[00:01:35.600 --> 00:01:37.960]  點解有啲人可以咁蒙福
[00:01:37.960 --> 00:01:40.560]  有啲人就咁淒慘呢咁樣
[00:01:40.560 --> 00:01:43.480]  咁呀所以喺八福呢其實主耶穌
[00:01:43.480 --> 00:01:46.040]  開宗明義地同我哋講咗
[00:01:46.040 --> 00:01:48.160]  喺神嘅眼中
[00:01:48.160 --> 00:01:49.600]  點樣嘅人
[00:01:49.600 --> 00:01:51.880]  神係認為呢個有福
[00:01:51.880 --> 00:01:54.560]  呢種人我想賜福畀佢
[00:01:54.560 --> 00:01:56.960]  所以如果你想新嘅一年想蒙福
[00:01:56.960 --> 00:02:00.160]  咁就留意下花啲時間讀一讀八福
[00:02:00.160 --> 00:02:01.800]  然後meditate一下
[00:02:01.800 --> 00:02:05.000]  嚟到佢深層次諗一諗
[00:02:05.000 --> 00:02:07.720]  佢背後講嘅嗰種係乜嘢人
[00:02:07.720 --> 00:02:08.920]  咁你咪
[00:02:08.920 --> 00:02:10.560]  盡量讓自己成為嗰種人
[00:02:10.560 --> 00:02:13.000]  咁你咪可以蒙福啦係咪好簡單
[00:02:13.000 --> 00:02:14.880]  今日我哋所睇嘅就係
[00:02:14.880 --> 00:02:16.320]  八福嘅第二個福
[00:02:16.320 --> 00:02:19.120]  就係為乜嘢哀同
[00:02:19.120 --> 00:02:23.280]  佢用咗一個比較古老嘅字
[00:02:23.280 --> 00:02:26.480]  其實同個痛字係同樣意思嘅
[00:02:26.480 --> 00:02:27.880]  其實哀同嘅就係
[00:02:27.880 --> 00:02:29.680]  哀同背後嘅原因
[00:02:29.680 --> 00:02:31.080]  分享點同大家分享
[00:02:31.080 --> 00:02:34.520]  第一點就係為乜哀同
[00:02:34.520 --> 00:02:38.360]  喺五章嘅第三節入面
[00:02:38.360 --> 00:02:39.920]  係咁樣講嘅佢話
[00:02:39.920 --> 00:02:42.560]  心靈貧窮的人有福料
[00:02:42.560 --> 00:02:45.080]  咁呢個係第一樣嘅criteria
[00:02:45.080 --> 00:02:47.200]  呢個梁牧都講過
[00:02:47.200 --> 00:02:48.640]  心靈貧乏
[00:02:48.640 --> 00:02:50.080]  佢話呢種福氣好特別
[00:02:50.080 --> 00:02:53.080]  因為天國是他們的
[00:02:53.080 --> 00:02:56.240]  咁我去年年底去咗一趟東南亞
[00:02:56.240 --> 00:02:57.880]  咁我發覺去東南亞呢就
[00:02:57.880 --> 00:02:59.560]  無論去到泰國又好
[00:02:59.560 --> 00:03:01.240]  去到越南又好
[00:03:01.240 --> 00:03:03.080]  去到馬來西亞又好
[00:03:03.080 --> 00:03:06.040]  其實到處都係華人
[00:03:06.040 --> 00:03:08.240]  因為你知最近
[00:03:08.240 --> 00:03:10.560]  好多人對呢個房屋政策唔滿意㗎嘛
[00:03:10.560 --> 00:03:12.040]  大家都流行嗰個字
[00:03:12.040 --> 00:03:13.600]  run係咪
[00:03:13.600 --> 00:03:15.520]  咁就四散下
[00:03:15.520 --> 00:03:17.680]  咁你去到泰國呢就發覺
[00:03:17.680 --> 00:03:19.680]  有單新聞出嚟呢就係
[00:03:19.680 --> 00:03:21.320]  有啲華人嘅黑幫
[00:03:21.320 --> 00:03:23.560]  喺泰國做咗啲好過分嘅事
[00:03:23.560 --> 00:03:24.920]  咁就引起民憤啦
[00:03:24.920 --> 00:03:25.880]  咁可能係
[00:03:25.880 --> 00:03:27.360]  泰國啲議員都要做啲嘢嘅
[00:03:27.360 --> 00:03:28.560]  咁咪要驅趕
[00:03:28.560 --> 00:03:31.440]  已經攞咗工作簽證嘅華人
[00:03:31.440 --> 00:03:34.200]  咁一驅趕就又四散啦
[00:03:34.200 --> 00:03:35.560]  咁當我哋去到檳城嘅時候
[00:03:35.560 --> 00:03:37.240]  就咁啱遇到有一批
[00:03:37.240 --> 00:03:40.920]  被泰國嘅時候畀人驅趕
[00:03:40.920 --> 00:03:42.600]  驅逐出境
[00:03:42.600 --> 00:03:45.480]  就逃咗去馬來西亞檳城嘅人
[00:03:45.480 --> 00:03:47.680]  咁我哋傾開計啦
[00:03:47.680 --> 00:03:51.440]  其實我哋遇到好多run出嚟嘅人
[00:03:51.440 --> 00:03:54.040]  咁呢我就真係有種感覺呢
[00:03:54.040 --> 00:03:56.240]  覺得真係都幾淒慘嘅
[00:03:56.240 --> 00:03:58.080]  因為大家都喺度搵一個
[00:03:58.080 --> 00:04:00.640]  可以安心嘅地方
[00:04:00.640 --> 00:04:03.000]  即係唔需要再畀人驅趕
[00:04:03.000 --> 00:04:06.000]  可以安心 置一頭家
[00:04:06.000 --> 00:04:08.760]  讓我覺得有歸屬感嘅地方
[00:04:08.760 --> 00:04:09.840]  但原來唔容易嘅
[00:04:09.840 --> 00:04:11.280]  搵到一個咁嘅地方
[00:04:11.280 --> 00:04:13.400]  泰國唔係一個移民嘅地方
[00:04:13.400 --> 00:04:15.760]  馬來西亞亦都唔係移民friendly嘅地方
[00:04:15.760 --> 00:04:17.240]  新加坡就更加難啦
[00:04:17.240 --> 00:04:18.600]  門檻好高
[00:04:18.600 --> 00:04:20.520]  除非你有1億人民幣
[00:04:20.520 --> 00:04:22.320]  佢哋咁投資移民
[00:04:22.320 --> 00:04:24.280]  美國嘅門檻都好高
[00:04:24.280 --> 00:04:25.880]  搵一個地方
[00:04:25.880 --> 00:04:28.920]  讓你可以落腳唔容易
[00:04:28.920 --> 00:04:31.360]  所以天國是他們的
[00:04:31.360 --> 00:04:33.640]  呢個嘅福氣係不得了嘅
[00:04:33.640 --> 00:04:35.960]  因為呢樣嘢係無價
[00:04:35.960 --> 00:04:38.760]  神話我有個叫天國嘅嘢
[00:04:38.760 --> 00:04:39.720]  你一但入到去
[00:04:39.720 --> 00:04:41.120]  有個天國嘅passport
[00:04:41.120 --> 00:04:43.200]  代表你有永恆嘅生命
[00:04:43.200 --> 00:04:44.880]  你可以永恆住喺入面
[00:04:44.880 --> 00:04:46.960]  冇人會驅逐你
[00:04:46.960 --> 00:04:48.840]  你有永恆嘅產業
[00:04:48.840 --> 00:04:50.960]  唔淨只係70年嘅產權
[00:04:50.960 --> 00:04:53.120]  永恆嘅產權
[00:04:53.120 --> 00:04:55.680]  喺天上為你預備嘅產業嘅財富
[00:04:55.680 --> 00:04:56.760]  冇人偷得走
[00:04:56.760 --> 00:04:58.320]  唔似喺地上
[00:04:58.320 --> 00:04:59.840]  隨隨便便有個詐騙電話
[00:04:59.840 --> 00:05:01.320]  就呃咗你幾十萬㗎嘛
[00:05:01.320 --> 00:05:02.280]  唔會
[00:05:02.280 --> 00:05:03.080]  亦都唔會
[00:05:03.080 --> 00:05:05.880]  你投資股票 跌得好慘
[00:05:05.880 --> 00:05:07.000]  都唔會
[00:05:07.000 --> 00:05:08.320]  冇人會搶咗你嘅錢
[00:05:08.320 --> 00:05:11.200]  亦都唔會貶值
[00:05:11.200 --> 00:05:12.840]  喺嗰個地方冇病痛
[00:05:12.840 --> 00:05:15.040]  冇眼淚冇痛苦
[00:05:15.040 --> 00:05:17.080]  喺一個咁樣嘅家臣話
[00:05:17.080 --> 00:05:18.720]  我要畀你
[00:05:18.720 --> 00:05:21.880]  嘩 呢個係不得了一個嘅福氣
[00:05:21.880 --> 00:05:23.240]  咁佢都講下邊種人
[00:05:23.240 --> 00:05:25.200]  心靈貧窮嘅人囉係咪
[00:05:25.200 --> 00:05:28.400]  我哋前晚上星期
[00:05:28.400 --> 00:05:29.320]  靈修分享
[00:05:29.320 --> 00:05:30.640]  有人分享登山補訓
[00:05:30.640 --> 00:05:31.360]  分享完之後
[00:05:31.360 --> 00:05:33.200]  佢話呢段真係教導得非常好
[00:05:33.200 --> 00:05:34.840]  但係冇可能做得到
[00:05:34.840 --> 00:05:37.080]  點解教埋啲咁嘅嘢呢
[00:05:37.080 --> 00:05:39.600]  其實登山補訓
[00:05:39.600 --> 00:05:42.120]  之所以個standard咁高
[00:05:42.120 --> 00:05:44.360]  其實就係讓你逼你成嘅一樣嘢
[00:05:44.360 --> 00:05:46.320]  就係你心靈貧窮
[00:05:46.320 --> 00:05:47.800]  所以如果你讀完登山補訓
[00:05:47.800 --> 00:05:51.800]  你嘅結論係簡單啦
[00:05:51.800 --> 00:05:53.440]  咪一塊蛋糕嘅事咋嘛
[00:05:53.440 --> 00:05:55.280]  係咪 Piece of cake
[00:05:55.280 --> 00:05:58.840]  咁可能天國就唔係你㗎啦
[00:05:58.840 --> 00:06:01.640]  但係你讀完登山補訓發覺
[00:06:01.640 --> 00:06:03.720]  我真係零入面一無所有
[00:06:03.720 --> 00:06:06.240]  按照呢個standard真係唔掂
[00:06:06.240 --> 00:06:08.240]  冇可能掂
[00:06:08.240 --> 00:06:10.400]  你有咁嘅態度 咁嘅結論呢
[00:06:10.400 --> 00:06:11.760]  咁恭喜你喎
[00:06:11.760 --> 00:06:13.720]  反而天國係你喎
[00:06:13.720 --> 00:06:16.280]  所以呢個係好相反呢個事嚟㗎
[00:06:16.280 --> 00:06:18.880]  所以你認真去讀登山補訓
[00:06:18.880 --> 00:06:21.760]  你發覺係冇可能做得到
[00:06:21.760 --> 00:06:24.360]  當你開始反省自己時
[00:06:24.360 --> 00:06:26.320]  覺得自己好多黑暗面
[00:06:26.320 --> 00:06:28.080]  所謂五章四字所講嘅
[00:06:28.080 --> 00:06:29.440]  哀痛嘅人有福
[00:06:29.440 --> 00:06:31.040]  亦都係講緊呢樣嘢
[00:06:31.040 --> 00:06:34.640]  就當你發覺自己原來零入面一無所有
[00:06:34.640 --> 00:06:37.920]  然後接下嚟你會為自己呢啲一無所有
[00:06:37.920 --> 00:06:39.480]  覺得會痛哭呀
[00:06:39.480 --> 00:06:41.880]  佢呢度用嘅字係一個最痛嘅字
[00:06:41.880 --> 00:06:44.360]  就私心劣肺嘅痛
[00:06:44.360 --> 00:06:46.440]  佢話呢種人得咗第二種福氣
[00:06:46.440 --> 00:06:48.240]  就得咗安慰
[00:06:48.240 --> 00:06:50.000]  咁我哋每一個人都需要安慰嘅
[00:06:50.000 --> 00:06:51.640]  咁神都知道我哋需要安慰
[00:06:51.640 --> 00:06:54.680]  所以神喺各個層面畀我哋安慰
[00:06:54.680 --> 00:06:55.880]  神做我哋嘅時候
[00:06:55.880 --> 00:06:58.120]  已經畀咗我哋個安慰嘅機制
[00:06:58.120 --> 00:07:01.120]  所以我哋每一次感到痛嘅時候
[00:07:01.120 --> 00:07:03.440]  身體有時會trigger and doping出嚟
[00:07:03.440 --> 00:07:04.520]  咁你身體愉悅一啲
[00:07:04.520 --> 00:07:06.080]  冇咁痛 係咪
[00:07:06.080 --> 00:07:07.800]  所以有啲人喜歡自掠
[00:07:07.800 --> 00:07:09.200]  就因為咁咋嘛
[00:07:09.200 --> 00:07:11.080]  如果你撞頭埋牆
[00:07:11.080 --> 00:07:11.880]  就唔好好大力
[00:07:11.880 --> 00:07:13.360]  因為撞暈咗嗰啲
[00:07:13.360 --> 00:07:14.320]  細細力咁撞
[00:07:14.320 --> 00:07:15.160]  然後覺得ok喎
[00:07:15.160 --> 00:07:17.440]  再大力啲 再大力啲咁樣
[00:07:17.440 --> 00:07:19.720]  咁你只要撞個五十下呢
[00:07:19.720 --> 00:07:20.960]  咁你就發覺身體呢
[00:07:20.960 --> 00:07:22.880]  會有種愉悅嘅感覺出嚟嘅
[00:07:22.880 --> 00:07:24.160]  就因為你成功trigger咗
[00:07:24.160 --> 00:07:25.720]  and doping出嚟
[00:07:25.720 --> 00:07:27.720]  呢個係神做嘅機制
[00:07:27.720 --> 00:07:30.200]  神知道我哋喺世上會有痛嘅
[00:07:30.200 --> 00:07:31.360]  有時扭親呢度呀
[00:07:31.360 --> 00:07:32.800]  整親呢度呀
[00:07:32.800 --> 00:07:34.720]  咁就我已經預咗
[00:07:34.720 --> 00:07:37.160]  某一種的and doping
[00:07:37.160 --> 00:07:40.640]  可以讓你舒適一啲 安慰一啲
[00:07:40.640 --> 00:07:42.080]  當然要睇住用啦
[00:07:42.080 --> 00:07:45.720]  因為如果你一次過用晒
[00:07:45.720 --> 00:07:48.640]  例如話你不斷咁煲韓劇用晒
[00:07:48.640 --> 00:07:49.960]  咁到你真係痛嘅時候
[00:07:49.960 --> 00:07:51.400]  你會發覺點解唔掂㗎
[00:07:51.400 --> 00:07:52.800]  因為你用晒
[00:07:52.800 --> 00:07:54.880]  啲存款要少少用
[00:07:54.880 --> 00:07:58.400]  即係如果你一個星期追一套韓劇呢
[00:07:58.400 --> 00:08:00.960]  可能你會覺得好愉悅嘅
[00:08:00.960 --> 00:08:02.400]  一個星期追十套呢
[00:08:02.400 --> 00:08:04.240]  咁你就發覺愉悅感冒咗啦
[00:08:04.240 --> 00:08:05.960]  點解呢 因為用晒
[00:08:05.960 --> 00:08:07.800]  大家要慳啲用下
[00:08:07.800 --> 00:08:10.160]  娛樂嘅事情慳啲用
[00:08:10.160 --> 00:08:11.360]  咁第二個層面呢
[00:08:11.360 --> 00:08:13.240]  就係當你信主嘅時候呢
[00:08:13.240 --> 00:08:15.920]  神將聖靈賜畀我哋
[00:08:15.920 --> 00:08:17.680]  咁聖靈係喺我哋入面
[00:08:17.680 --> 00:08:20.520]  內住咗二十四小時要你同在
[00:08:20.520 --> 00:08:22.960]  當我哋遇到一啲特別傷心嘅事
[00:08:22.960 --> 00:08:24.720]  即係連身體嘅and doping都唔夠用
[00:08:24.720 --> 00:08:27.440]  唔可以幫你去經歷
[00:08:27.440 --> 00:08:31.400]  去安慰你渡過呢啲難關嘅時候
[00:08:31.400 --> 00:08:33.040]  聖靈就開始動工
[00:08:33.040 --> 00:08:35.600]  尤其係你話遇到一啲好淒慘嘅事
[00:08:35.600 --> 00:08:37.440]  致親嘅過世
[00:08:37.440 --> 00:08:39.400]  有時真係好悲慘
[00:08:39.400 --> 00:08:40.720]  喺嗰啲時候
[00:08:40.720 --> 00:08:43.760]  你就發覺聖靈開始工作
[00:08:43.760 --> 00:08:47.280]  所以聖靈有時喺英文稱佢為Comforter
[00:08:47.280 --> 00:08:47.800]  就係咁解
[00:08:47.800 --> 00:08:50.040]  因為聖靈其中一個工作
[00:08:50.040 --> 00:08:51.640]  就係畀我哋安慰
[00:08:51.640 --> 00:08:53.280]  嗰時佢抱住我哋
[00:08:53.280 --> 00:08:56.720]  讓我哋感受到靈入面受安慰
[00:08:56.720 --> 00:08:58.760]  佢會同我哋講話It's OK
[00:08:58.760 --> 00:09:00.720]  我喺度我會take care你
[00:09:00.720 --> 00:09:02.000]  我會guide you through
[00:09:02.000 --> 00:09:04.640]  咁嗰種嘅安慰係好特別
[00:09:04.640 --> 00:09:07.280]  咁今日我哋所講嘅哀痛嘅人有福
[00:09:07.280 --> 00:09:08.840]  因為得住安慰
[00:09:08.840 --> 00:09:10.680]  就係指緊另外一種
[00:09:10.680 --> 00:09:12.760]  佢指緊嘅係當你覺得
[00:09:12.760 --> 00:09:14.880]  靈入面一無所有
[00:09:14.880 --> 00:09:17.000]  然後又覺得想好痛
[00:09:17.000 --> 00:09:19.160]  呢種痛又係嗰種撕心裂肺嘅痛
[00:09:19.160 --> 00:09:20.760]  就係撕裂衣服
[00:09:20.760 --> 00:09:22.400]  養起塵埃
[00:09:22.400 --> 00:09:24.200]  傷心欲絕嗰種痛
[00:09:24.200 --> 00:09:26.440]  最痛就係呢種痛
[00:09:26.440 --> 00:09:28.040]  係痛到咁嘅時候
[00:09:28.040 --> 00:09:30.440]  神話你會經歷到一種安慰
[00:09:30.440 --> 00:09:32.320]  呢種安慰係另外一種
[00:09:32.320 --> 00:09:34.680]  係嗰種卸罪嘅安慰
[00:09:34.680 --> 00:09:37.200]  即係神讓你知道
[00:09:37.200 --> 00:09:39.480]  真實嘅你係畀我接納
[00:09:39.480 --> 00:09:41.160]  係畀我所愛嘅
[00:09:41.160 --> 00:09:42.800]  咁呢一種安慰呢
[00:09:42.800 --> 00:09:43.840]  又係無價
[00:09:43.840 --> 00:09:47.120]  係完全另外一樣嘢
[00:09:47.120 --> 00:09:48.400]  但係如果你經歷過呢
[00:09:48.400 --> 00:09:50.640]  又係一生難忘
[00:09:50.640 --> 00:09:53.400]  就好似呢節嘅經文
[00:09:53.400 --> 00:09:55.720]  凡老虎擔重擔嘅
[00:09:55.720 --> 00:09:58.200]  都到我謝雷羅斯利德安息
[00:09:58.200 --> 00:10:00.640]  心裡柔和謙卑
[00:10:00.640 --> 00:10:02.760]  你知有時我哋唔柔和謙卑
[00:10:02.760 --> 00:10:05.560]  將一啲我哋好黑暗
[00:10:05.560 --> 00:10:07.320]  不堪嘅地方壓咗落去
[00:10:07.320 --> 00:10:09.320]  因為呢個人嘅本性嚟
[00:10:09.320 --> 00:10:10.920]  冇人會將自己好黑暗嘅嘢
[00:10:10.920 --> 00:10:11.920]  講出去畀人聽
[00:10:11.920 --> 00:10:13.280]  梗係壓咗佢
[00:10:13.280 --> 00:10:15.440]  然後帶個面具出嚟
[00:10:15.440 --> 00:10:18.160]  盡量將最好嘅一面表現出嚟
[00:10:18.160 --> 00:10:20.160]  但係你發覺當你咁做嘅時候
[00:10:20.160 --> 00:10:22.040]  短期係冇問題嘅
[00:10:22.040 --> 00:10:23.880]  長期係唔得嘅
[00:10:23.880 --> 00:10:26.680]  因為將你啲不堪黑暗嘅壓落去
[00:10:26.680 --> 00:10:29.160]  其實需要大量嘅精力嘅
[00:10:29.160 --> 00:10:30.920]  所以久而久之你會發覺
[00:10:30.920 --> 00:10:34.120]  點解活下活下發覺人變咗冇乜精力
[00:10:34.120 --> 00:10:35.440]  會越嚟越攰
[00:10:35.440 --> 00:10:36.680]  尤其係心攰
[00:10:36.680 --> 00:10:38.400]  越嚟越冇動力呢
[00:10:38.400 --> 00:10:40.720]  就係因為你花咗好多嘅精力
[00:10:40.720 --> 00:10:42.000]  去壓呢啲嘢
[00:10:42.000 --> 00:10:43.120]  去收埋呢啲嘢
[00:10:43.120 --> 00:10:44.680]  然後帶面具
[00:10:44.680 --> 00:10:46.280]  然後做咗個假嘅自己
[00:10:46.280 --> 00:10:47.200]  做咗好耐
[00:10:47.200 --> 00:10:49.840]  你從來唔夠膽面對真實嘅利度
[00:10:49.840 --> 00:10:51.840]  都係點嘅呢
[00:10:51.840 --> 00:10:53.200]  咁咪好攰
[00:10:53.200 --> 00:10:54.640]  所以嗰種安慰好特別
[00:10:54.640 --> 00:10:57.480]  就係你到神面前痛哭之後呢
[00:10:57.480 --> 00:11:00.240]  你發覺好似有舊千斤大石頭
[00:11:00.240 --> 00:11:02.600]  喺你入面拎走咗一樣
[00:11:02.600 --> 00:11:05.160]  咁你就覺得突然間好輕省
[00:11:05.160 --> 00:11:06.880]  人有返動力
[00:11:06.880 --> 00:11:09.240]  人有返嗰種愚嘅感覺
[00:11:09.240 --> 00:11:11.600]  有返卸罪嘅平安
[00:11:11.600 --> 00:11:14.240]  咁所以奴婦擔重擔嚟到主耶穌面前
[00:11:14.240 --> 00:11:16.240]  要學佢嘅柔和謙卑
[00:11:16.240 --> 00:11:18.880]  柔和謙卑嘅人就係願意承認
[00:11:18.880 --> 00:11:21.200]  凌女陰無所有嘅人
[00:11:21.200 --> 00:11:22.480]  亦都願意痛哭
[00:11:22.480 --> 00:11:24.000]  你就得著安慰
[00:11:24.000 --> 00:11:26.240]  因為神畀我哋嘅擔子
[00:11:26.240 --> 00:11:27.760]  係輕省嘅
[00:11:27.760 --> 00:11:29.400]  呃係容易嘅
[00:11:29.400 --> 00:11:31.400]  所以作為基督徒行天路
[00:11:31.400 --> 00:11:34.040]  如果你越行越累 越行越累呢
[00:11:34.040 --> 00:11:37.600]  一定係你揹咗啲神武要你揹嘅嘢
[00:11:37.600 --> 00:11:41.080]  係你自己強行嚟就好醒咁樣
[00:11:41.080 --> 00:11:42.120]  我發覺都係咁
[00:11:42.120 --> 00:11:43.360]  好奇怪就係
[00:11:43.360 --> 00:11:45.120]  通常啲好淒慘嘅人呢
[00:11:45.120 --> 00:11:47.160]  通常你同佢傾計呢
[00:11:47.160 --> 00:11:49.200]  即使係好熟靈嘅基督徒呢
[00:11:49.200 --> 00:11:52.720]  佢傾計嘅focus一定係在於
[00:11:52.720 --> 00:11:53.640]  我點都堅持嘅
[00:11:53.640 --> 00:11:55.160]  我一個好忠心嘅人
[00:11:55.160 --> 00:11:56.400]  實無論畀我幾多
[00:11:56.400 --> 00:11:58.280]  我都行得勝過嘅
[00:11:58.280 --> 00:12:00.440]  通常係呢一種主題嘅人
[00:12:00.440 --> 00:12:02.280]  你聽佢講兩句你就知
[00:12:02.280 --> 00:12:03.160]  你等住啦
[00:12:03.160 --> 00:12:04.840]  神大把嘢畀你
[00:12:04.840 --> 00:12:08.200]  直到你broken為止
[00:12:08.200 --> 00:12:09.080]  有啲人
[00:12:09.080 --> 00:12:09.880]  無福嘅人
[00:12:09.880 --> 00:12:11.440]  通常都係嗰啲好謙卑嘅
[00:12:11.440 --> 00:12:12.160]  都係你都審明嘅
[00:12:12.160 --> 00:12:13.120]  一早已經同神講明
[00:12:13.120 --> 00:12:14.120]  我唔掂㗎
[00:12:14.120 --> 00:12:15.320]  我先講明先
[00:12:15.320 --> 00:12:16.440]  我好唔掂㗎
[00:12:16.440 --> 00:12:18.360]  小事一就垮㗎啦
[00:12:18.360 --> 00:12:19.280]  唔好玩我呀神
[00:12:19.280 --> 00:12:20.640]  我知
[00:12:20.640 --> 00:12:21.840]  我認咗先
[00:12:21.840 --> 00:12:24.400]  我一向認衰㗎
[00:12:24.400 --> 00:12:25.840]  神大你真係認衰
[00:12:25.840 --> 00:12:26.560]  真係認衰
[00:12:26.560 --> 00:12:28.880]  我真係覺得自己一無所有
[00:12:28.880 --> 00:12:30.720]  你啲人好有福氣
[00:12:30.720 --> 00:12:32.120]  所以你好容易分得清㗎
[00:12:32.120 --> 00:12:34.160]  有啲人係死頂呀
[00:12:34.160 --> 00:12:36.680]  唔好行嗰條路呀
[00:12:36.680 --> 00:12:37.920]  都係誘惑謙卑
[00:12:37.920 --> 00:12:39.040]  知道我咩神
[00:12:39.040 --> 00:12:40.280]  你嘅擔子係輕嘅
[00:12:40.280 --> 00:12:41.800]  我咩你嗰個啫
[00:12:41.800 --> 00:12:42.720]  我唔要硬頂
[00:12:42.720 --> 00:12:43.480]  硬係咩個
[00:12:43.480 --> 00:12:44.280]  我自己咩唔起
[00:12:44.280 --> 00:12:45.760]  又要硬撐
[00:12:45.760 --> 00:12:48.000]  跟住最後又咀咒你呀嗰啲
[00:12:48.000 --> 00:12:49.080]  唔好行嗰條路呀
[00:12:49.080 --> 00:12:50.120]  就行返一條
[00:12:50.120 --> 00:12:50.760]  我認啦
[00:12:50.760 --> 00:12:51.880]  我就係咁差㗎啫
[00:12:51.880 --> 00:12:53.120]  我淨係咩得起一斤㗎啫
[00:12:53.120 --> 00:12:55.640]  咁神話我一向畀你嗰度一斤重㗎咋
[00:12:55.640 --> 00:12:57.720]  你好輕散咁行呢條路㗎
[00:12:57.720 --> 00:12:58.760]  Good
[00:12:58.760 --> 00:12:59.400]  係咪
[00:12:59.400 --> 00:13:01.400]  大家都有共識係咪
[00:13:01.400 --> 00:13:03.440]  咁第二個呢就係我哋講講
[00:13:03.440 --> 00:13:05.760]  如果你想成為一個哀悼嘅人
[00:13:05.760 --> 00:13:08.320]  正確嘅哀悼嘅方式係乜嘢啦
[00:13:08.320 --> 00:13:09.680]  係咪
[00:13:09.680 --> 00:13:11.520]  喊有好多種方式㗎嘛係咪
[00:13:11.520 --> 00:13:12.200]  咁呀
[00:13:12.200 --> 00:13:14.120]  即係你去啲演藝班係咪
[00:13:14.120 --> 00:13:15.400]  有貴妃喊啦
[00:13:15.400 --> 00:13:15.760]  係咪
[00:13:15.760 --> 00:13:17.320]  公主喊啦
[00:13:17.320 --> 00:13:17.800]  係咪
[00:13:17.800 --> 00:13:19.240]  又打個圈暈低喊啦
[00:13:19.240 --> 00:13:20.480]  即係各種喊
[00:13:20.480 --> 00:13:21.560]  喊得好優美呀
[00:13:21.560 --> 00:13:22.960]  好淒慘㗎咩
[00:13:22.960 --> 00:13:25.520]  咁呀到底點樣哀悼為之正確呢
[00:13:25.520 --> 00:13:26.520]  咁呀係咪
[00:13:26.520 --> 00:13:27.600]  咁有幾個方
[00:13:27.600 --> 00:13:29.000]  有幾個程序呀
[00:13:29.000 --> 00:13:30.680]  第一個程序就係
[00:13:30.680 --> 00:13:33.280]  如果你成為一個真正為自己嘅罪
[00:13:33.280 --> 00:13:34.520]  哀悼嘅人呢
[00:13:34.520 --> 00:13:37.200]  咁你要開始減少
[00:13:37.200 --> 00:13:40.400]  對別人或者環境嘅埋怨
[00:13:40.400 --> 00:13:42.320]  我哋習慣係一有事呢
[00:13:42.320 --> 00:13:44.240]  就先將自己嘅錯壓咗落去
[00:13:44.240 --> 00:13:45.680]  然後就怪人哋嘅
[00:13:45.680 --> 00:13:48.880]  咁呢個係阿當夏娃已經傳落嚟㗎喇
[00:13:48.880 --> 00:13:51.400]  阿當就即係啱啱見夏娃嘅時候
