
[00:00:00.000 --> 00:00:02.420]  首先介紹彼得
[00:02:25.280 --> 00:02:29.560]  第一個問題就是 將主耶穌 摩西和以利亞
[00:02:29.560 --> 00:02:33.240]  放在一個同等的位置上
[00:02:33.240 --> 00:02:36.120]  很大問題 因為耶穌是主 是神
[00:02:36.120 --> 00:02:41.120]  另外一個 祂說我們在這裡真好
[00:02:41.120 --> 00:02:44.000]  祝這些壇為你們
[00:02:44.000 --> 00:02:48.840]  意思就是 祂的心態只是願意停留在山上的榮耀
[00:02:48.840 --> 00:02:52.040]  和享福的光景底下
[00:02:52.040 --> 00:02:57.920]  而不願意下山去面對苦難 和背負十字架
[00:02:57.920 --> 00:03:01.520]  改變之後是怎樣呢 我們一起讀
[00:03:01.520 --> 00:03:04.520]  為什麼定睛看我們
[00:03:04.520 --> 00:03:11.160]  以為我們憑自己的能力和虔誠使這人行走呢
[00:03:11.160 --> 00:03:15.680]  這裡說到彼得 即是耶穌升天之後
[00:03:15.680 --> 00:03:21.520]  彼得醫治好身來是瘸腿的人
[00:03:21.520 --> 00:03:25.200]  他沒有張揚 但被那個人拉住了
[00:03:25.200 --> 00:03:28.400]  於是就引來眾百姓的聚集
[00:03:28.400 --> 00:03:31.280]  於是彼得就說了這一番話
[00:03:31.280 --> 00:03:35.400]  他很強調這個不是我的能力 不是我的虔誠的關係
[00:03:35.400 --> 00:03:41.480]  而是因為主耶穌基督的能力 歸榮耀給耶穌
[00:03:41.480 --> 00:03:44.600]  接著下面那節經文 我們一起讀
[00:03:44.600 --> 00:03:48.600]  辯論已經多時 彼得就起來說
[00:03:48.600 --> 00:03:54.840]  這裡說到什麼呢 是說到在耶路撒冷的大會裡
[00:03:54.840 --> 00:03:59.880]  使徒和長老去商議 愛邦的基督徒
[00:03:59.880 --> 00:04:02.880]  即是信了主的愛邦基督徒
[00:04:02.880 --> 00:04:06.760]  是否需要行國禮這一件事情
[00:04:06.760 --> 00:04:12.680]  他等所有的人都說完之後 辯論已經多時
[00:04:12.680 --> 00:04:15.480]  他才起來講見證
[00:04:15.480 --> 00:04:19.400]  見到他的轉變 有耐心 忍耐得住
[00:04:19.400 --> 00:04:23.120]  不搶著說話 也不胡亂說話
[00:04:23.120 --> 00:04:25.120]  大家不要忘記一點
[00:04:25.120 --> 00:04:30.280]  那時候彼得是教會最高的領袖
[00:04:30.280 --> 00:04:34.360]  第二個對比 說到的就是
[00:04:34.360 --> 00:04:37.920]  膽怯軟弱變為大膽勇敢
[00:04:37.920 --> 00:04:39.400]  讀讀經文
[00:04:39.400 --> 00:04:43.120]  耶穌對他說 我實在告訴你
[00:04:43.120 --> 00:04:47.400]  就在今天夜裡 雞叫兩遍而先
[00:04:47.400 --> 00:04:49.720]  你要三次不認我
[00:04:49.720 --> 00:04:52.200]  彼得卻極力地說
[00:04:52.200 --> 00:04:55.600]  我就是必須和你們同死
[00:04:55.600 --> 00:04:58.680]  也總不能不認你
[00:04:58.680 --> 00:05:02.440]  這裡說到 耶穌預告門徒會跌倒
[00:05:02.440 --> 00:05:06.840]  甚至預告彼得會三次不認主
[00:05:06.840 --> 00:05:12.160]  彼得在這裡不可一世地自誇對耶穌的正宗
[00:05:12.160 --> 00:05:14.560]  殊不知同一個晚上
[00:05:14.560 --> 00:05:20.240]  當耶穌被捉拿在公會裡受審的期間
[00:05:20.240 --> 00:05:22.040]  有人三次指證彼得
[00:05:22.040 --> 00:05:25.760]  你和拿撒人耶穌是同一黨的
[00:05:25.760 --> 00:05:28.000]  彼得三次都不承認
[00:05:28.000 --> 00:05:30.280]  去到第三次還發誓地說
[00:05:30.280 --> 00:05:33.560]  這個人我不認得的
[00:05:33.560 --> 00:05:36.800]  經文就這樣寫 我們一起讀
[00:05:36.800 --> 00:05:39.360]  立時雞叫了兩遍
[00:05:39.360 --> 00:05:42.680]  彼得想起耶穌對他所說的話
[00:05:42.680 --> 00:05:44.840]  雞叫兩遍而先
[00:05:44.840 --> 00:05:46.880]  你要三次不認我
[00:05:46.880 --> 00:05:49.120]  思想起來就哭了
[00:05:49.120 --> 00:05:51.040]  當考驗來到的時候
[00:05:51.040 --> 00:05:55.920]  彼得卻膽怯軟弱 一敗塗地
[00:05:55.920 --> 00:05:58.920]  還好 他哭了
[00:05:58.920 --> 00:06:01.280]  即是說他還懂得哭
[00:06:01.280 --> 00:06:04.200]  意思就是代表他懂得反省
[00:06:04.200 --> 00:06:06.800]  深切看到自己的醜陋
[00:06:06.800 --> 00:06:11.640]  自己那種軟弱和認罪悔改
[00:06:11.640 --> 00:06:14.560]  改變之後是怎樣呢 我們一起讀
[00:06:14.560 --> 00:06:17.560]  他們見彼得若寒的膽量
[00:06:17.560 --> 00:06:22.400]  又看出他們原來是沒有學問的小民
[00:06:22.400 --> 00:06:26.800]  就稀奇證明他們是跟過耶穌的
[00:06:26.800 --> 00:06:29.840]  他們是說長老文士和拜祭師
[00:06:29.840 --> 00:06:34.680]  他們都察覺到彼得若寒很大的改變
[00:06:34.680 --> 00:06:36.320]  變得很有膽量
[00:06:36.320 --> 00:06:39.840]  由他們說出來更加毫無花架
[00:06:39.840 --> 00:06:46.200]  同時亦表明他們更加好記彼得和若寒三分
[00:06:46.200 --> 00:06:50.080]  因為彼得醫治好身懷瘸腿的人
[00:06:50.080 --> 00:06:53.720]  是鐵一般的事實在他們眼前
[00:06:53.720 --> 00:06:58.440]  而另一方面 看看這兩節經文一起讀
[00:06:58.440 --> 00:07:00.120]  彼得若寒說
[00:07:00.120 --> 00:07:02.600]  聽從你們 不聽從神
[00:07:02.600 --> 00:07:05.160]  這在神面前合理不合理
[00:07:05.160 --> 00:07:07.120]  你們自己著涼吧
[00:07:07.120 --> 00:07:10.560]  我們所看見所聽見的
[00:07:10.560 --> 00:07:11.560]  不能不說
[00:07:11.560 --> 00:07:14.600]  說的是他們很大的改變
[00:07:14.600 --> 00:07:18.440]  勇敢去宣講耶穌
[00:07:18.440 --> 00:07:21.040]  在提摩太后說四章二言節
[00:07:21.040 --> 00:07:22.640]  保羅也是這樣說
[00:07:22.640 --> 00:07:24.560]  無要傳道
[00:07:24.560 --> 00:07:26.960]  無論得是不得是
[00:07:26.960 --> 00:07:28.960]  總要尊心
[00:07:28.960 --> 00:07:31.720]  這裡說到無論得是
[00:07:31.720 --> 00:07:33.560]  容易吧 因為是得
[00:07:33.560 --> 00:07:35.120]  但不得是
[00:07:35.120 --> 00:07:36.760]  我們也要去傳道
[00:07:36.760 --> 00:07:38.920]  還要無要尊心
[00:07:38.920 --> 00:07:42.520]  等同這兩節經文差不多的意思
[00:07:42.520 --> 00:07:49.520]  弟兄姊妹 我不知道大家覺得傳福音容易嗎
[00:07:49.520 --> 00:07:53.800]  這裡說到我們無論得是不得是
[00:07:53.800 --> 00:07:54.920]  都要去傳福音
[00:07:54.920 --> 00:08:00.640]  我們都要和我們的家人 朋友 認識的人去傳福音
[00:08:00.640 --> 00:08:02.720]  在過程中可能我們會說
[00:08:02.720 --> 00:08:06.320]  我的性格不是很外向
[00:08:06.320 --> 00:08:07.520]  我不是很多說話
[00:08:07.520 --> 00:08:14.120]  我不是和別人去傳福音等等
[00:08:14.120 --> 00:08:16.400]  有時候很難開口
[00:08:16.400 --> 00:08:18.120]  弟兄姊妹
[00:08:18.120 --> 00:08:20.000]  我覺得最重要最重要的
[00:08:20.000 --> 00:08:22.200]  除了開口之外
[00:08:22.200 --> 00:08:27.120]  對我們認識的人最需要的就是有好的見證
[00:08:27.120 --> 00:08:28.800]  好的見證
[00:08:28.800 --> 00:08:30.320]  當人看到你的好的見證
[00:08:30.320 --> 00:08:32.320]  他就會自然問你
[00:08:32.320 --> 00:08:35.840]  為什麼你的生命是這樣的
[00:08:35.840 --> 00:08:38.840]  當然你都仍然要去出口
[00:08:38.840 --> 00:08:41.280]  講出來福音的內容是什麼
[00:08:41.280 --> 00:08:44.200]  為什麼我們要信耶穌
[00:08:44.200 --> 00:08:46.920]  有時候我們都很難啟齒
[00:08:46.920 --> 00:08:50.000]  另外一個是需要膽量的
[00:08:50.000 --> 00:08:53.720]  需要勇氣去傳福音的
[00:08:53.720 --> 00:08:55.920]  是對一些我們不熟悉的人
[00:08:55.920 --> 00:08:57.840]  或者我們完全不認識的人
[00:08:57.840 --> 00:09:03.640]  其中一個我相信比較困難的就是街頭報道
[00:09:03.640 --> 00:09:06.800]  街頭報道就是和一些不認識的人去傳福音
[00:09:06.800 --> 00:09:11.520]  你和他聊天 派福音單張
[00:09:11.520 --> 00:09:14.920]  甚至你和他說福音
[00:09:14.920 --> 00:09:16.080]  真的有點困難
[00:09:16.080 --> 00:09:17.280]  但是需要很大的勇氣
[00:09:17.280 --> 00:09:21.080]  需要很大的膽量
[00:09:21.080 --> 00:09:25.720]  最近一年多我們在維園有去街頭報道
[00:09:25.720 --> 00:09:28.800]  最近這四個月我們有一個改變
[00:09:28.800 --> 00:09:29.680]  神感動我
[00:09:29.680 --> 00:09:31.200]  我是做大隊的
[00:09:31.200 --> 00:09:32.200]  就是扭波波
[00:09:32.200 --> 00:09:34.200]  扭造型的氣球
[00:09:34.200 --> 00:09:37.440]  看到我拿著波波 造型氣球
[00:09:37.440 --> 00:09:40.600]  和小朋友 和家長聊天
[00:09:40.600 --> 00:09:42.760]  我有些道具給大家
[00:09:42.760 --> 00:09:45.280]  這個都是我的改變
[00:09:45.280 --> 00:09:48.400]  我以前不會覺得自己懂得扭波波
[00:09:48.400 --> 00:09:52.400]  現在我鼓起勇氣去學
[00:09:52.400 --> 00:09:55.960]  這裡有點歪了
[00:09:55.960 --> 00:09:57.760]  對了 還有瘦了
[00:09:57.760 --> 00:09:59.080]  昨天不是這樣 脹一點
[00:09:59.080 --> 00:10:02.400]  因為缺乏營養 氣少了
[00:10:02.400 --> 00:10:04.960]  大家知不知道這隻是什麼
[00:10:04.960 --> 00:10:07.120]  不是普通小狗
[00:10:07.120 --> 00:10:09.800]  是貴婦狗
[00:10:09.800 --> 00:10:15.320]  就是有腳趾的 不一樣的
[00:10:15.320 --> 00:10:16.760]  還有這隻
[00:10:16.760 --> 00:10:18.680]  這隻是什麼
[00:10:18.680 --> 00:10:19.640]  熊仔
[00:10:19.640 --> 00:10:21.960]  這隻啤啤熊有尾巴
[00:10:21.960 --> 00:10:23.560]  因為學藝不精
[00:10:23.560 --> 00:10:25.200]  所以有尾巴
[00:10:25.200 --> 00:10:29.080]  以前我都不會覺得自己懂得扭波波
[00:10:29.080 --> 00:10:30.880]  但是我自己真的要去改變
[00:10:30.880 --> 00:10:32.280]  自己去學
[00:10:32.280 --> 00:10:33.480]  又怕它爆
[00:10:33.480 --> 00:10:35.680]  扭著扭著又爆
[00:10:35.680 --> 00:10:39.040]  每一次去到維園
[00:10:39.040 --> 00:10:41.280]  和小朋友去玩
[00:10:41.280 --> 00:10:45.520]  都很受歡迎
[00:10:45.520 --> 00:10:48.040]  比較難放回去
[00:10:48.040 --> 00:10:49.880]  是很受歡迎的
[00:10:49.880 --> 00:10:52.120]  我是很開心
[00:10:52.120 --> 00:10:53.480]  小朋友生你的氣
[00:10:53.480 --> 00:10:55.480]  我要這隻 我要那隻
[00:10:55.480 --> 00:10:57.360]  我要這個顏色 那個顏色
[00:10:57.360 --> 00:11:00.360]  受歡迎的意思是
[00:11:00.360 --> 00:11:02.640]  我是感恩神
[00:11:02.640 --> 00:11:05.520]  可以去用我
[00:11:05.520 --> 00:11:08.960]  將祂的愛去到社區裡面
[00:11:08.960 --> 00:11:10.960]  帶來一些歡樂的氣氛
[00:11:10.960 --> 00:11:12.520]  小朋友很開心
[00:11:12.520 --> 00:11:14.800]  同時之間
[00:11:14.800 --> 00:11:17.080]  可以去和他們傳福音
[00:11:17.080 --> 00:11:18.560]  事實上
[00:11:18.560 --> 00:11:19.600]  轉變了之後
[00:11:19.600 --> 00:11:20.520]  這個轉變
[00:11:20.520 --> 00:11:24.200]  是容易些去和人聊天的
[00:11:24.200 --> 00:11:26.800]  容易些去打開福音的話題
[00:11:26.800 --> 00:11:28.800]  很多時候我們都可以聽到很多
[00:11:28.800 --> 00:11:32.640]  他們家庭裡面的一些難處
[00:11:32.640 --> 00:11:34.160]  他們需要聆聽
[00:11:34.160 --> 00:11:35.720]  和和他們去禱告
[00:11:35.720 --> 00:11:38.080]  甚至將福音傳給他們
[00:11:38.080 --> 00:11:39.840]  所以鼓勵大家
[00:11:39.840 --> 00:11:44.040]  如果大家想操練一下膽量
[00:11:44.040 --> 00:11:46.240]  操練一下勇氣
[00:11:46.240 --> 00:11:47.840]  傳福音的勇氣
[00:11:47.840 --> 00:11:49.080]  可以報名參加
[00:11:49.080 --> 00:11:50.200]  來向我報名
[00:11:50.200 --> 00:11:52.680]  或者向你的區域報名都可以
[00:11:52.680 --> 00:11:53.320]  弟兄姊妹
[00:11:53.320 --> 00:11:56.040]  我不是一個天生厚臉皮的人
[00:11:56.040 --> 00:11:59.200]  甚至我在台上面對大家說話
[00:11:59.200 --> 00:12:02.200]  我小時候是震的
[00:12:02.200 --> 00:12:06.360]  拿起一張紙 會這樣
[00:12:06.360 --> 00:12:09.960]  不是的 我是比較內向的人
[00:12:09.960 --> 00:12:13.240]  我還記得教會有一次
[00:12:13.240 --> 00:12:14.360]  那時候在加拿大
[00:12:14.360 --> 00:12:17.000]  教會說要去派單張
[00:12:17.000 --> 00:12:18.240]  我不知道為什麼
[00:12:18.240 --> 00:12:19.760]  這麼有勇氣去派單張
[00:12:19.760 --> 00:12:21.960]  我舉手報名
[00:12:21.960 --> 00:12:23.040]  我自己心想
[00:12:23.040 --> 00:12:23.640]  哎呀 糟糕了
[00:12:23.640 --> 00:12:25.360]  怎樣和他們傳
[00:12:25.360 --> 00:12:28.920]  怎樣去派 怎樣去傳
[00:12:28.920 --> 00:12:30.040]  問題就是
[00:12:30.040 --> 00:12:31.960]  我願意踏出第一步的時候
[00:12:31.960 --> 00:12:34.720]  神就改變了
[00:12:34.720 --> 00:12:35.440]  那次第一次
[00:12:35.440 --> 00:12:37.000]  真的很自然地
[00:12:37.000 --> 00:12:37.880]  又可以派到單張
[00:12:37.880 --> 00:12:39.440]  又不怕
[00:12:39.440 --> 00:12:40.920]  又可以和他們聊天
[00:12:40.920 --> 00:12:41.720]  問題就是
[00:12:41.720 --> 00:12:44.000]  你願不願意去踏出第一步呢
[00:12:44.000 --> 00:12:45.440]  所以鼓勵大家
[00:12:45.440 --> 00:12:49.840]  每個月第二和第四個星期六
[00:12:49.840 --> 00:12:51.600]  的兩點至四點
[00:12:51.600 --> 00:12:52.840]  如果你有感動的
[00:12:52.840 --> 00:12:54.520]  就去街頭報道
[00:12:54.520 --> 00:12:57.120]  甚至剛才所說的補佳音
[00:12:57.120 --> 00:12:58.320]  大家都可以參加
[00:12:58.320 --> 00:12:59.800]  如果你從未參加過
[00:12:59.800 --> 00:13:00.960]  我們要有勇氣
[00:13:00.960 --> 00:13:02.880]  要有膽量去傳福音
[00:13:02.880 --> 00:13:05.520]  第三個對比
[00:13:05.520 --> 00:13:07.040]  第三個對比就是
[00:13:07.040 --> 00:13:08.640]  不能夠警醒禱告
[00:13:08.640 --> 00:13:10.920]  變為同心恆切禱告
[00:13:10.920 --> 00:13:12.400]  我們讀讀經文
[00:13:12.400 --> 00:13:13.440]  123
[00:13:13.440 --> 00:13:15.360]  來到門徒那裡
[00:13:15.360 --> 00:13:17.120]  見他們睡著了
[00:13:17.120 --> 00:13:18.560]  就對彼得說
[00:13:18.560 --> 00:13:19.440]  怎麼樣
[00:13:19.440 --> 00:13:22.320]  你們不能和我警醒遍時嗎
[00:13:22.320 --> 00:13:24.320]  總要警醒禱告
[00:13:24.320 --> 00:13:26.160]  免得入了迷惑
[00:13:26.160 --> 00:13:28.840]  你們心靈固然懸疑
[00:13:28.840 --> 00:13:30.960]  肉體卻軟弱了
[00:13:30.960 --> 00:13:34.280]  這裡說到耶穌去到喀西馬尼
[00:13:34.280 --> 00:13:36.720]  一個地方和門徒一起去
[00:13:36.720 --> 00:13:38.880]  接著就說
[00:13:38.880 --> 00:13:41.240]  你們這幾個門徒坐在這裡
[00:13:41.240 --> 00:13:45.720]  我去另外一個地方去禱告
[00:13:45.720 --> 00:13:47.920]  同樣的帶了約翰
[00:13:47.920 --> 00:13:52.120]  彼得和雅各去禱告
[00:13:52.120 --> 00:13:53.760]  去到禱告的地方
[00:13:53.760 --> 00:13:56.160]  接著就叫你們都留下來
[00:13:56.160 --> 00:13:58.880]  我去隔壁的位置去禱告
[00:13:58.880 --> 00:14:03.920]  叫他們三個一同警醒禱告
[00:14:03.920 --> 00:14:06.040]  聖經就這樣說
[00:14:06.040 --> 00:14:10.200]  如是者第二次第三次都是這樣
[00:14:10.200 --> 00:14:12.120]  彼得因為肉體軟弱
[00:14:12.120 --> 00:14:16.240]  不能夠和主一起去警醒禱告
[00:14:16.240 --> 00:14:18.600]  我們改變一下
[00:14:18.600 --> 00:14:20.360]  改變一下我們一起讀
[00:14:20.360 --> 00:14:24.680]  這些人同著幾個婦人和耶穌的母親
[00:14:24.680 --> 00:14:27.880]  瑪利亞並耶穌的弟兄
[00:14:27.880 --> 00:14:31.840]  都同心合意地行徹禱告
[00:14:31.840 --> 00:14:34.400]  這些人是說十一個門徒
[00:14:34.400 --> 00:14:37.760]  試圖他們再不歸宿四散
[00:14:37.760 --> 00:14:39.360]  聖經告訴我們
[00:14:39.360 --> 00:14:42.080]  當耶穌被捉拿被審判的時候
[00:14:42.080 --> 00:14:45.080]  門徒是四散的
[00:14:45.080 --> 00:14:48.200]  而來到這裡是以彼得為首
[00:14:48.200 --> 00:14:51.600]  聚集一起去同心行徹禱告
[00:14:51.600 --> 00:14:52.720]  弟兄姊妹
[00:14:52.720 --> 00:14:56.200]  你有沒有曾經說過我不懂得禱告
[00:14:56.200 --> 00:15:00.280]  或者我禱告的時候會閉著眼睡
[00:15:00.280 --> 00:15:02.080]  如果長時間是這樣
[00:15:02.080 --> 00:15:03.760]  在這個警方裡面
[00:15:03.760 --> 00:15:06.080]  真的要求主憐憫
[00:15:06.080 --> 00:15:07.880]  加點刺激
[00:15:07.880 --> 00:15:11.320]  因為不可以在禱告上得力
[00:15:11.320 --> 00:15:16.600]  自然就不可以勝過肉體的軟弱
[00:15:16.600 --> 00:15:19.840]  所以為什麼耶穌叫他們要警醒禱告
[00:15:19.840 --> 00:15:21.600]  就是這樣的意思
[00:15:21.600 --> 00:15:23.800]  門徒他們得到力量
[00:15:23.800 --> 00:15:27.560]  是由同心行徹禱告開始的
[00:15:27.560 --> 00:15:29.080]  沒有其他的方法
[00:15:29.080 --> 00:15:32.040]  在這裡要再說一次
[00:15:32.040 --> 00:15:35.480]  同福堂在九八九九年經歷復興
[00:15:35.480 --> 00:15:36.960]  聖靈的更新
[00:15:36.960 --> 00:15:42.240]  都是由同心合二行徹禱告開始的
[00:15:42.240 --> 00:15:46.640]  問題就是大家相不相信這個力量
[00:15:46.640 --> 00:15:50.720]  願不願意再投入在禱告當中
[00:15:50.720 --> 00:15:53.000]  彼得當然還有其他的缺點
[00:15:53.000 --> 00:15:55.440]  驕傲 喜歡表現自己
[00:15:55.440 --> 00:15:57.960]  性情善變 自我中心等等
[00:15:57.960 --> 00:16:00.040]  不能夠一一的進入
[00:16:00.040 --> 00:16:01.640]  在我們的生命裡面
[00:16:01.640 --> 00:16:04.720]  我們都仍然有不少的雜質
[00:16:04.720 --> 00:16:08.040]  相信你們自己是知道的
[00:16:08.040 --> 00:16:10.600]  而在跟隨主的道路上
[00:16:10.600 --> 00:16:13.840]  我們都同樣是軟弱 同樣是失敗的
[00:16:13.840 --> 00:16:15.480]  都是一塊橫石
[00:16:15.480 --> 00:16:17.680]  但是主怎樣去愛彼得
[00:16:17.680 --> 00:16:20.560]  去教導他 去琢磨他
[00:16:20.560 --> 00:16:23.800]  主同樣的都是教導 琢磨我們
[00:16:23.800 --> 00:16:26.840]  很願意去幫助我們去改變
[00:16:26.840 --> 00:16:31.440]  問題是 你想被改變嗎
[00:16:31.440 --> 00:16:35.320]  你想被改變嗎
[00:16:35.320 --> 00:16:38.480]  留意這六個字中間有個「被」字
[00:16:38.480 --> 00:16:41.080]  為什麼我用「被」字呢
[00:16:41.080 --> 00:16:42.680]  一會兒跟大家分享
[00:16:42.680 --> 00:16:48.000]  你相信神可不可以將不可能變為可能呢
[00:16:48.000 --> 00:16:51.520]  我們再看看彼得怎樣去改變呢
[00:16:51.520 --> 00:16:53.680]  主要有兩個因素
[00:16:53.680 --> 00:16:57.040]  第一個就是復活的基督
[00:16:57.040 --> 00:17:00.440]  在人的世界裡面總會有戒心
[00:17:00.440 --> 00:17:02.680]  特別是現在這麼多的影片
[00:17:02.680 --> 00:17:04.840]  一次不中 下一個是什麼
[00:17:04.840 --> 00:17:06.720]  百次不用
[00:17:06.720 --> 00:17:08.080]  比如你是耶穌
[00:17:08.080 --> 00:17:11.200]  你會不會縱容彼得呢
[00:17:11.200 --> 00:17:12.720]  不要說縱不縱容彼得
[00:17:12.720 --> 00:17:14.320]  你還會不會跟他聊天呢
[00:17:14.320 --> 00:17:16.400]  復活了之後
[00:17:16.400 --> 00:17:18.920]  耶穌不單沒有去責怪彼得
[00:17:18.920 --> 00:17:22.880]  在復活之後反而跟他多次的顯現
[00:17:22.880 --> 00:17:26.680]  為他帶來一次又一次深刻的經歷
[00:17:26.680 --> 00:17:30.080]  使得彼得不再因為自己三次不認主
[00:17:30.080 --> 00:17:33.520]  而耿耿於懷 抱恨忠心
[00:17:33.520 --> 00:17:36.280]  我們看到三節的經文
[00:17:36.280 --> 00:17:37.520]  主要都是這三句
[00:17:37.520 --> 00:17:38.960]  我們一起讀
[00:17:38.960 --> 00:17:40.800]  你愛我嗎
[00:17:40.800 --> 00:17:42.280]  主啊 是的
[00:17:42.280 --> 00:17:44.520]  你知道我愛你
[00:17:44.520 --> 00:17:47.000]  你餵養我的羊
[00:17:47.000 --> 00:17:49.240]  當耶穌三次問彼得
[00:17:49.240 --> 00:17:50.960]  你愛我嗎
[00:17:50.960 --> 00:17:52.800]  大家想像一下
[00:17:52.800 --> 00:17:56.080]  耶穌是用什麼語氣
[00:17:56.080 --> 00:18:00.360]  去跟彼得說這句話
[00:18:00.360 --> 00:18:02.640]  會不會是充滿愛心呢
[00:18:02.640 --> 00:18:06.400]  會不會充滿關懷他的心情呢
[00:18:06.400 --> 00:18:07.040]  必定是的
[00:18:07.040 --> 00:18:10.280]  因為如果他再生他的氣的話
[00:18:10.280 --> 00:18:13.240]  他就不會再跟他聊天了
[00:18:13.240 --> 00:18:15.720]  當他問你愛我嗎
[00:18:15.720 --> 00:18:18.760]  現在他懷著一個很愛彼得的心
[00:18:18.760 --> 00:18:20.640]  很想去建立他
[00:18:20.640 --> 00:18:22.640]  很想去醫治他
[00:18:22.640 --> 00:18:26.120]  和恢復彼得對他的信心
[00:18:26.120 --> 00:18:27.760]  所以這是第一個
[00:18:27.760 --> 00:18:31.480]  當彼得肯定地回應
[00:18:31.480 --> 00:18:33.960]  三次回答主啊 是的
[00:18:33.960 --> 00:18:36.880]  你知道我愛你
[00:18:36.880 --> 00:18:40.200]  當彼得肯定地回應回答的時候
[00:18:40.200 --> 00:18:41.960]  耶穌就委以重任
[00:18:41.960 --> 00:18:43.560]  三次去託付彼得
[00:18:43.560 --> 00:18:46.400]  你餵養我的羊
[00:18:46.400 --> 00:18:48.760]  意思就是說他肯定彼得
[00:18:48.760 --> 00:18:52.240]  和給彼得生命裡面有目標
[00:18:52.240 --> 00:18:54.360]  邁向復興
[00:18:54.360 --> 00:18:57.600]  彼得雖然曾經跌倒
[00:18:57.600 --> 00:19:00.760]  但是他爬得比誰都快
[00:19:00.760 --> 00:19:04.920]  他痛悔 悔改 痛哭
[00:19:04.920 --> 00:19:07.120]  耶穌的特別的看顧
[00:19:07.120 --> 00:19:09.520]  使得彼得可以站穩腳步
[00:19:09.520 --> 00:19:11.400]  去跟隨耶穌
[00:19:11.400 --> 00:19:14.240]  專心等候耶穌復活
[00:19:14.240 --> 00:19:16.520]  對使徒的吩咐
[00:19:16.520 --> 00:19:17.600]  吩咐什麼呢
[00:19:17.600 --> 00:19:18.640]  我們一起讀
[00:19:18.640 --> 00:19:20.440]  這兩節的經文
[00:19:20.440 --> 00:19:22.960]  不要離開耶路撒冷
[00:19:22.960 --> 00:19:25.720]  要等候父所應許的
[00:19:25.720 --> 00:19:28.720]  你們要受聖靈的洗
[00:19:28.720 --> 00:19:30.280]  看到嗎
[00:19:30.280 --> 00:19:34.200]  在這裡彼得開始懂得不亂說話
[00:19:34.200 --> 00:19:36.040]  懂得冷靜
[00:19:36.040 --> 00:19:38.840]  耐心的等候
[00:19:38.840 --> 00:19:41.600]  第二個因素就是
[00:19:41.600 --> 00:19:44.960]  彼得領受了聖靈
[00:19:44.960 --> 00:19:46.800]  我們一起讀
[00:19:46.800 --> 00:19:48.240]  五旬節到了
