
[00:00:00.000 --> 00:00:04.920]  新年一年 恭祝大家新年無福主恩常在
[00:07:17.040 --> 00:07:18.800]  證明他建立教會的時候
[00:07:18.800 --> 00:07:22.480]  已經跟他們說你們不可以這樣做
[00:07:22.480 --> 00:07:24.640]  所以再次給我們看到其實
[00:07:24.640 --> 00:07:27.760]  這個問題早在教會初期的時候
[00:07:27.760 --> 00:07:28.960]  這個教會成立的時候
[00:07:28.960 --> 00:07:30.400]  已經有一班弟兄姊妹
[00:07:30.400 --> 00:07:33.600]  有小部分的有這個問題
[00:07:33.600 --> 00:07:38.440]  所以跟誤解主宰來的這個原因
[00:07:38.440 --> 00:07:40.840]  直接的關係是不大的
[00:07:40.840 --> 00:07:42.440]  當然我們可以說
[00:07:42.440 --> 00:07:44.720]  有可能是活世論的這個誤解
[00:07:44.720 --> 00:07:47.480]  可能加深了這些問題的嚴重性
[00:07:47.480 --> 00:07:48.680]  這個是有可能的
[00:07:48.680 --> 00:07:50.520]  不過這個問題的根源
[00:07:50.520 --> 00:07:54.880]  不是跟活世論有直接的關係
[00:07:54.880 --> 00:07:56.120]  我們會問一個問題
[00:07:56.120 --> 00:08:00.320]  為什麼保羅會這樣跟他們說呢
[00:08:00.320 --> 00:08:02.000]  另一個可能性是什麼呢
[00:08:02.000 --> 00:08:04.840]  就是我們要知道當時社會裡面
[00:08:04.840 --> 00:08:08.040]  有一個比較特別的階級制度有關係
[00:08:08.040 --> 00:08:11.200]  這個階級制度中文有不同的譯名
[00:08:11.200 --> 00:08:13.480]  其中一個叫庇護制
[00:08:13.480 --> 00:08:16.760]  我們解釋一下庇護制裡面的兩個群體
[00:08:16.760 --> 00:08:20.840]  一個是贊助人一個是被贊助人的關係
[00:08:20.840 --> 00:08:24.920]  被贊助人是依靠一些富有的貴族
[00:08:24.920 --> 00:08:28.600]  那些贊助者來生活的
[00:08:28.600 --> 00:08:32.080]  那些貴族會向這些贊助者提供食物、金錢
[00:08:32.080 --> 00:08:35.840]  以及相應附屬貴族社會的地位
[00:08:35.840 --> 00:08:39.120]  而貴族就會資助這些人
[00:08:39.120 --> 00:08:43.040]  但是他們資助這些人不是出於憐憫愛心
[00:08:43.040 --> 00:08:48.760]  而是出於增添他個人的榮譽和影響力
[00:08:48.760 --> 00:08:50.240]  在當時的文化裡面
[00:08:50.240 --> 00:08:54.520]  當貴族擁有越多這些贊助者的時候
[00:08:54.520 --> 00:08:58.120]  在社會裡面他就越有體面越有面子
[00:08:58.120 --> 00:09:01.320]  而這些贊助者雖然不需要為這些貴族
[00:09:01.320 --> 00:09:05.040]  提供一些體力勞動去報答這些恩主
[00:09:05.040 --> 00:09:07.400]  但是需要為這些貴族
[00:09:07.400 --> 00:09:12.040]  在社會裡面在公開的場所裡面去發聲
[00:09:12.040 --> 00:09:14.400]  當然就是為了這些貴族的利益
[00:09:14.400 --> 00:09:16.840]  為了這些貴族的聲望和權利
[00:09:16.840 --> 00:09:19.920]  其實裡面是一個政治的遊戲
[00:09:19.920 --> 00:09:22.760]  中國古代其實都是相類似一個情況
[00:09:22.760 --> 00:09:27.040]  戰國時期有一個齊國人叫做孟常軍
[00:09:27.040 --> 00:09:28.920]  但是孟常軍很特別
[00:09:28.920 --> 00:09:34.400]  他在戰國時期的名聲甚至比齊王更加高
[00:09:34.400 --> 00:09:37.080]  為什麼呢?他的名聲為什麼這麼厲害呢?
[00:09:37.080 --> 00:09:40.040]  其實主要是和一個典故有關係
[00:09:40.040 --> 00:09:43.680]  就是一個養食客三千的典故
[00:09:43.680 --> 00:09:44.960]  什麼是食客呢?
[00:09:44.960 --> 00:09:47.120]  戰國時期戰爭不斷
[00:09:47.120 --> 00:09:49.760]  強國會戰勝弱國
[00:09:49.760 --> 00:09:52.160]  大國會吞併一些小國
[00:09:52.160 --> 00:09:55.360]  在小國裡面那些貴族因為亡國的緣故
[00:09:55.360 --> 00:09:57.480]  就被貶為庶民
[00:09:57.480 --> 00:10:02.720]  孟常軍就收納了這些貴族供養他們
[00:10:02.720 --> 00:10:06.400]  而這些前貴族當然都不是一些無知之輩
[00:10:06.400 --> 00:10:07.880]  他們受過一定的教育
[00:10:07.880 --> 00:10:13.040]  所以在某種情況下都可以幫助孟常軍出謀獻策
[00:10:13.040 --> 00:10:14.400]  幫他解決一些問題
[00:10:14.400 --> 00:10:15.720]  但是最核心的情況
[00:10:15.720 --> 00:10:16.880]  最核心的目的
[00:10:16.880 --> 00:10:24.440]  這些食客都是為了孟常軍贏得更多更好的聲望和權利
[00:10:24.440 --> 00:10:27.040]  同樣道理在羅馬帝國的時代
[00:10:27.040 --> 00:10:28.520]  剛才說到的這些受助者
[00:10:28.520 --> 00:10:31.840]  奸人很有可能原來是一些有頭有臉的人
[00:10:31.840 --> 00:10:37.440]  不過因為亡國、生意失敗、家道中落等不同的原因
[00:10:37.440 --> 00:10:39.400]  他們經濟上再沒有能力
[00:10:39.400 --> 00:10:42.440]  但是他們又不想從事一些體力的工作
[00:10:42.440 --> 00:10:44.440]  為了維持相應的物質生活
[00:10:44.440 --> 00:10:47.680]  所以他們成為這些貴族的受助者
[00:10:47.680 --> 00:10:49.440]  當然他們不是奴隸
[00:10:49.440 --> 00:10:52.440]  他們比奴隸有更多的自由
[00:10:52.440 --> 00:10:54.280]  不過他們為了生活的緣故
[00:10:54.280 --> 00:10:58.480]  就要為這些貴族去建立聲望和影響力
[00:10:58.480 --> 00:10:59.520]  我們不要忘記
[00:10:59.520 --> 00:11:02.000]  天主教這個城市
[00:11:02.000 --> 00:11:05.840]  是當時在羅馬帝國馬其頓省的首府
[00:11:05.840 --> 00:11:08.920]  馬其頓省原來是一個馬其頓王國
[00:11:08.920 --> 00:11:12.000]  在公元前170年左右的時間
[00:11:12.000 --> 00:11:16.000]  馬其頓王國就被羅馬帝國所吞滅了
[00:11:16.000 --> 00:11:17.280]  所以很有可能的時候
[00:11:17.280 --> 00:11:19.560]  當時馬其頓王國的部分貴族的子孫
[00:11:19.560 --> 00:11:23.480]  後來就成為了這些貴族的受助者
[00:11:23.480 --> 00:11:25.480]  我們看回史學行傳
[00:11:25.480 --> 00:11:27.880]  哲學尼加教會成立的時候
[00:11:27.880 --> 00:11:31.760]  教會裡的成員是有相當一部分是希臘人
[00:11:31.760 --> 00:11:33.480]  所以很合理地推測
[00:11:33.480 --> 00:11:35.880]  其實這些希臘人當中
[00:11:35.880 --> 00:11:39.960]  有可能有少部分就是這些受助人的角色
[00:11:39.960 --> 00:11:44.760]  我們會問為何保羅會這麼嚴厲地警戒他們呢?
[00:11:44.760 --> 00:11:47.760]  其實第一個原因就是神創造人類
[00:11:47.760 --> 00:11:50.760]  他對人類其中一個心意就是工作
[00:11:50.760 --> 00:11:52.760]  自理者地 管理萬物
[00:11:52.760 --> 00:11:54.760]  我們一起來讀《創世紀》一章
[00:11:54.760 --> 00:11:57.760]  這段經文 1 2 3 請
[00:11:57.760 --> 00:12:15.760]  (創世紀經文)
[00:12:15.760 --> 00:12:17.760]  人類是按照神的形象所做
[00:12:17.760 --> 00:12:19.760]  神的形象包括其中一樣東西
[00:12:19.760 --> 00:12:26.760]  就是神賜給人類能夠並且需要參與管理和工作的屬性
[00:12:26.760 --> 00:12:29.760]  神讓我們在工作當中生命得到滿足
[00:12:29.760 --> 00:12:31.760]  品格得到塑造
[00:12:31.760 --> 00:12:34.760]  我們也可以藉著工作去祝福其他人
[00:12:34.760 --> 00:12:36.760]  其中聖經裡有很多好的例子
[00:12:36.760 --> 00:12:37.760]  今天想講兩個例子
[00:12:37.760 --> 00:12:39.760]  一個是耶穌基督 另一個就是保羅
[00:12:39.760 --> 00:12:42.760]  耶穌基督一生都是工作的
[00:12:42.760 --> 00:12:46.760]  他十幾歲的時候開始跟著他爸爸做木匠
[00:12:46.760 --> 00:12:49.760]  製造各樣的家具和木製工具
[00:12:49.760 --> 00:12:51.760]  三十歲左右的時間
[00:12:51.760 --> 00:12:53.760]  他就開始做傳導人 做夫子
[00:12:53.760 --> 00:12:56.760]  去教導和訓練他的門徒
[00:12:56.760 --> 00:12:59.760]  在不同的地方去醫病 趕鬼
[00:12:59.760 --> 00:13:02.760]  還教導人 聖經
[00:13:02.760 --> 00:13:05.760]  直到十字架上完成救恩
[00:13:05.760 --> 00:13:08.760]  復活升天
[00:13:08.760 --> 00:13:13.760]  完成救恩是耶穌基督第一次來到世上最重要的工作
[00:13:13.760 --> 00:13:15.760]  我問大家一個問題
[00:13:15.760 --> 00:13:19.760]  耶穌基督現在有沒有工作
[00:13:19.760 --> 00:13:20.760]  當然是有的
[00:13:20.760 --> 00:13:22.760]  耶穌基督在天上為我們預備地方
[00:13:22.760 --> 00:13:24.760]  耶穌基督在天上為我們祈禱
[00:13:24.760 --> 00:13:29.760]  耶穌基督將來還會再來做審判的工作
[00:13:29.760 --> 00:13:31.760]  在地上作王 管理世人
[00:13:31.760 --> 00:13:35.760]  與眾聖徒共享永生
[00:13:35.760 --> 00:13:38.760]  耶穌基督從來沒有停止工作
[00:13:38.760 --> 00:13:40.760]  作為他的跟隨者
[00:13:40.760 --> 00:13:42.760]  我們要學他的樣式
[00:13:42.760 --> 00:13:44.760]  在世上我們就必須去工作
[00:13:44.760 --> 00:13:46.760]  其實從神學的角度來說
[00:13:46.760 --> 00:13:50.760]  基督徒根本在真正的意義上是沒有退休的
[00:13:50.760 --> 00:13:53.760]  退休只不過是職場上的退休
[00:13:53.760 --> 00:13:57.760]  但是過程是我們轉換工作的內容和方式
[00:13:57.760 --> 00:14:01.760]  除了耶穌 保羅也是一個非常好的例子
[00:14:01.760 --> 00:14:03.760]  他在宣教的工作過程中
[00:14:03.760 --> 00:14:05.760]  經常是打兩份工
[00:14:05.760 --> 00:14:06.760]  一份是宣教事務者
[00:14:06.760 --> 00:14:10.760]  另一份就是織帳棚的工匠
[00:14:10.760 --> 00:14:13.760]  他打兩份工不是為了賺多點錢
[00:14:13.760 --> 00:14:15.760]  他是為了別人的好處
[00:14:15.760 --> 00:14:18.760]  我們一起來讀這段經文好不好
[00:14:18.760 --> 00:14:20.760]  七節到九節
[00:14:20.760 --> 00:14:24.760]  你們自己原知道應當怎樣
[00:14:24.760 --> 00:14:45.760]  (中文翻譯)
[00:14:45.760 --> 00:14:47.760]  這裡說的做工
[00:14:47.760 --> 00:14:49.760]  其實上文夏莉告訴我們
[00:14:49.760 --> 00:14:51.760]  應該是指維持生活的工作
[00:14:51.760 --> 00:14:53.760]  很有可能就是織帳棚
[00:14:53.760 --> 00:14:56.760]  深水清的弟兄姐妹
[00:14:56.760 --> 00:14:58.760]  看回菲律賓書裡面記載到
[00:14:58.760 --> 00:15:00.760]  保羅在接受內加的時候
[00:15:00.760 --> 00:15:03.760]  菲律賓教會其實是對保羅有奉獻的
[00:15:03.760 --> 00:15:05.760]  但是很有可能
[00:15:05.760 --> 00:15:09.760]  這種奉獻其實是不足夠整個宣教團隊
[00:15:09.760 --> 00:15:13.760]  在那時候的費用支出
[00:15:13.760 --> 00:15:17.760]  所以保羅在當時還是需要做織帳棚的工作
[00:15:17.760 --> 00:15:19.760]  保羅是晝夜做工
[00:15:19.760 --> 00:15:22.760]  他白天的時候傳福音 教導聖經
[00:15:22.760 --> 00:15:25.760]  晚上的時候就做這個工匠的工作
[00:15:25.760 --> 00:15:26.760]  有時候反過來
[00:15:26.760 --> 00:15:28.760]  白天可能沒什麼機會傳福音的時候
[00:15:28.760 --> 00:15:32.760]  但是保羅都抓緊時間去織帳棚
[00:15:32.760 --> 00:15:33.760]  他晝夜做工
[00:15:33.760 --> 00:15:36.760]  我想起現在時下有些年輕人
[00:15:36.760 --> 00:15:37.760]  他們都是晝夜做工
[00:15:37.760 --> 00:15:41.760]  不過他們用的工具是手機 電腦 網絡
[00:15:41.760 --> 00:15:45.760]  不過做工的意義就完全不一樣
[00:15:45.760 --> 00:15:48.760]  保羅提到他有權柄收取奉獻
[00:15:48.760 --> 00:15:50.760]  作為他的生活的所需
[00:15:50.760 --> 00:15:51.760]  但是他沒有使用這個權柄
[00:15:51.760 --> 00:15:54.760]  他希望接受黎加的人
[00:15:54.760 --> 00:15:59.760]  不用花錢就可以得到這份福音
[00:15:59.760 --> 00:16:02.760]  就好像他在哥林多那裡一樣
[00:16:02.760 --> 00:16:03.760]  哥林多那一句
[00:16:03.760 --> 00:16:05.760]  他講過我傳福音的時候
[00:16:05.760 --> 00:16:08.760]  是叫人不花錢去得福音
[00:16:08.760 --> 00:16:12.760]  免得用盡我傳福音的權柄
[00:16:12.760 --> 00:16:16.760]  保羅晝夜做工是為了傳福音的緣故
[00:16:16.760 --> 00:16:19.760]  當保羅在講自己的見證的時候
[00:16:19.760 --> 00:16:22.760]  對於那些懶散不做工的人
[00:16:22.760 --> 00:16:24.760]  我想是一個極大的羞辱
[00:16:24.760 --> 00:16:26.760]  不要忘記那時候
[00:16:26.760 --> 00:16:29.760]  書信是當著所有教會的弟兄姊妹
[00:16:29.760 --> 00:16:31.760]  一起去宣講的
[00:16:31.760 --> 00:16:34.760]  那些懶惰的弟兄姊妹都坐在當中
[00:16:34.760 --> 00:16:36.760]  當保羅一次兩次三次地
[00:16:36.760 --> 00:16:39.760]  公開指責這些教會成員的時候
[00:16:39.760 --> 00:16:41.760]  如果他們依然有良知的時候
[00:16:41.760 --> 00:16:44.760]  他一定感到很羞愧
[00:16:44.760 --> 00:16:45.760]  對於這些成員
[00:16:45.760 --> 00:16:48.760]  保羅除了因為他們不做工而心痛
[00:16:48.760 --> 00:16:50.760]  其實還有一件事是令他心痛的
[00:16:50.760 --> 00:16:52.760]  就是他們不但不做工
[00:16:52.760 --> 00:16:55.760]  而且他們還專管閒事
[00:16:55.760 --> 00:16:58.760]  口裡不說造就人的說話
[00:16:58.760 --> 00:17:01.760]  很有可能已經對教會造成負面的影響
[00:17:01.760 --> 00:17:05.760]  如果這些人正正是我們剛才所講的
[00:17:05.760 --> 00:17:08.760]  來自貴族的受助者的時候
[00:17:08.760 --> 00:17:10.760]  其實要講下他們的另一個背景
[00:17:10.760 --> 00:17:13.760]  他們不單止習慣不做事
[00:17:13.760 --> 00:17:15.760]  而且他們習慣了用他們的口
[00:17:15.760 --> 00:17:20.760]  用他們的言語來吹捧他們所屬的貴族
[00:17:20.760 --> 00:17:25.760]  但同時他們必須也要用一些言語去貶低其他人
[00:17:25.760 --> 00:17:29.760]  其實他們的情況就好像現今職場裏面
[00:17:29.760 --> 00:17:33.760]  有些埋堆現象是有相類似的地方
[00:17:33.760 --> 00:17:35.760]  講起埋堆又講一個例子
[00:17:35.760 --> 00:17:41.760]  就是公司裏面有一類人被稱為超級世界仔
[00:17:41.760 --> 00:17:43.760]  在公司裏面有很多種身份
[00:17:43.760 --> 00:17:47.760]  其中一個身份就包括做老闆的那條針
[00:17:47.760 --> 00:17:50.760]  他們大部份時間除了工作之外
[00:17:50.760 --> 00:17:52.760]  很喜歡參與一些社交活動
[00:17:52.760 --> 00:17:55.760]  出去唱卡拉OK、猜妹、打麻將等等
[00:17:55.760 --> 00:17:58.760]  這些活動都是他們工作的一部份
[00:17:58.760 --> 00:18:02.760]  去玩的時候同時可以吹吹水和收風
[00:18:02.760 --> 00:18:03.760]  還要收風
[00:18:03.760 --> 00:18:04.760]  為什麼收風呢?
[00:18:04.760 --> 00:18:07.760]  他們可以用這些方法去討好他們的老闆
[00:18:07.760 --> 00:18:11.760]  目的是為了他們可以快點上位
[00:18:11.760 --> 00:18:13.760]  羅馬帝國的時候
[00:18:13.760 --> 00:18:17.760]  這些受助人同樣喜歡四處活動
[00:18:17.760 --> 00:18:20.760]  豎起一隻耳跟著到處收風
[00:18:20.760 --> 00:18:23.760]  不時都會搬弄是非
[00:18:23.760 --> 00:18:25.760]  為的就是討好他們的贊助人
[00:18:25.760 --> 00:18:28.760]  可想而知這些受助人
[00:18:28.760 --> 00:18:30.760]  他們的名聲一般都不會太好
[00:18:30.760 --> 00:18:32.760]  他們還將一些不好的習慣
[00:18:32.760 --> 00:18:35.760]  這種社會的習慣帶回教會
[00:18:35.760 --> 00:18:37.760]  當然是不可以安靜
[00:18:37.760 --> 00:18:39.760]  他們要專管閒事
[00:18:39.760 --> 00:18:41.760]  更加嚴重的一點
[00:18:41.760 --> 00:18:42.760]  也是一個合理的推測
[00:18:42.760 --> 00:18:46.760]  就是說這些受助人背後的貴族
[00:18:46.760 --> 00:18:48.760]  其實很有可能和那時候
[00:18:48.760 --> 00:18:51.760]  鐵撒羅尼加的當權者
