
[00:00:00.000 --> 00:00:02.160]  還記得上個禮拜我們講什麼嗎
[00:07:36.360 --> 00:07:39.440]  我豈能代替神呢
[00:07:39.440 --> 00:07:41.400]  從前你們的意識是要害我
[00:07:41.400 --> 00:07:45.200]  但神的意識 原是好的
[00:07:46.460 --> 00:07:48.920]  約瑟說這句話
[00:07:48.920 --> 00:07:52.740]  他接下來就講說 他說要保全
[00:07:52.740 --> 00:07:54.880]  許多人的心意 成就今日的光景
[00:07:54.880 --> 00:07:58.380]  然後他說 現在你們不要害怕
[00:07:58.380 --> 00:08:00.220]  我必養活你們和你們的夫人孩子
[00:08:00.220 --> 00:08:03.760]  然後 約瑟用親愛的話
[00:08:03.760 --> 00:08:04.760]  安慰他們
[00:08:04.760 --> 00:08:08.060]  約瑟不是看到哥哥們
[00:08:08.060 --> 00:08:10.480]  我終於等到這一天了
[00:08:10.480 --> 00:08:14.280]  你過去 你們這樣子
[00:08:14.620 --> 00:08:17.420]  這樣對待我 好 來人啊
[00:08:17.420 --> 00:08:20.580]  先拿桌具去 先打一百大板
[00:08:20.580 --> 00:08:23.280]  約瑟沒有這樣做
[00:08:23.280 --> 00:08:27.360]  耶穌不僅僅是饒恕了他們
[00:08:27.360 --> 00:08:31.140]  耶穌還用親愛的話安慰他們
[00:08:31.140 --> 00:08:35.140]  這就是為什麼約瑟欲表嫉妒
[00:08:35.140 --> 00:08:36.540]  Amen
[00:08:36.540 --> 00:08:39.260]  當耶穌被釘十字架的時候
[00:08:39.260 --> 00:08:40.800]  他說什麼話
[00:08:42.340 --> 00:08:45.380]  他說 父啊 赦免他們
[00:08:45.380 --> 00:08:49.240]  因為他們所做的 他們不知道
[00:08:49.240 --> 00:08:53.660]  親愛的兄弟妹 這是基督徒的生命
[00:08:53.660 --> 00:08:55.920]  基督徒在
[00:08:55.920 --> 00:08:59.460]  困難的當中 在逼迫的中間
[00:08:59.460 --> 00:09:03.220]  仍然能夠發出讚美的聲音
[00:09:03.220 --> 00:09:07.040]  仍然能夠不存苦讀 反而饒恕
[00:09:07.040 --> 00:09:10.100]  這是基督徒 親愛的兄弟妹
[00:09:10.100 --> 00:09:12.960]  為什麼基督成為我們的榜樣 那麼大衛
[00:09:12.960 --> 00:09:15.900]  或者是約瑟 都成為我們在讀他們的話語的時候
[00:09:15.900 --> 00:09:19.040]  讀聖經的時候 接著他們的生命
[00:09:19.040 --> 00:09:21.080]  要我們學習向他們
[00:09:21.080 --> 00:09:24.560]  親愛的兄弟妹 所以保羅在這裡告訴我們
[00:09:24.560 --> 00:09:27.980]  他說 美佛 我想念你們 我就為你們禱告
[00:09:27.980 --> 00:09:31.820]  如果你想信誰 你就為他禱告
[00:09:31.820 --> 00:09:33.580]  你想你的兒子
[00:09:33.580 --> 00:09:35.560]  你想你的女兒
[00:09:35.560 --> 00:09:38.280]  你想他在讀大學
[00:09:38.280 --> 00:09:40.760]  或者他今天在哪個地方工作
[00:09:40.760 --> 00:09:44.620]  離開你很遠啊 你沒有辦法像以前那樣小時候照顧他了
[00:09:44.620 --> 00:09:46.040]  你有時候想他
[00:09:46.040 --> 00:09:49.180]  但是也沒有辦法他 不能夠常常見面
[00:09:49.180 --> 00:09:51.080]  為他禱告
[00:09:51.080 --> 00:09:55.100]  而且 要為他讚美
[00:09:55.100 --> 00:09:58.160]  你說
[00:09:58.160 --> 00:10:00.580]  他乖乖的 我當然讚美
[00:10:00.580 --> 00:10:03.900]  這個孩子真是不聽話
[00:10:03.900 --> 00:10:08.000]  現在在外面啊 離開家了
[00:10:08.280 --> 00:10:10.820]  什麼事 做了一些事情
[00:10:10.820 --> 00:10:14.180]  小時候告訴他 不像這樣做的 他都做了
[00:10:14.180 --> 00:10:17.100]  那怎麼辦
[00:10:17.100 --> 00:10:19.460]  怎麼辦
[00:10:19.460 --> 00:10:23.200]  今天保羅在這裡告訴我們說
[00:10:23.200 --> 00:10:25.720]  保羅想到哥林多教會的時候 他怎麼樣
[00:10:25.720 --> 00:10:27.460]  先劈頭大罵一頓
[00:10:27.460 --> 00:10:30.500]  你看看哥林多教會 我寫信告訴你們
[00:10:30.500 --> 00:10:33.360]  你們裡面充滿紛爭問題 一堆都堆
[00:10:33.360 --> 00:10:35.160]  還有人娶繼母為妻 等等
[00:10:35.160 --> 00:10:36.660]  他有沒有先講這些東西 沒有
[00:10:36.660 --> 00:10:39.580]  他沒有先講這些東西 他先怎麼樣
[00:10:39.580 --> 00:10:41.540]  他說 我為你們
[00:10:41.540 --> 00:10:42.840]  感謝神
[00:10:42.840 --> 00:10:47.800]  劉正輩 他不是 那不叫慘媚
[00:10:47.800 --> 00:10:51.100]  也不叫做 像今天有時候我們是
[00:10:51.100 --> 00:10:54.740]  不說 就是 有時候我們那叫什麼
[00:10:54.740 --> 00:10:57.060]  虛偽 是不是
[00:10:57.060 --> 00:11:01.080]  請注意他給哥林多教會的讚美是什麼
[00:11:01.080 --> 00:11:02.400]  感謝是什麼
[00:11:02.400 --> 00:11:04.280]  他說
[00:11:04.620 --> 00:11:07.440]  因神所賜給你們的
[00:11:07.440 --> 00:11:10.000]  恩惠 對不對
[00:11:10.000 --> 00:11:11.680]  對不對
[00:11:11.680 --> 00:11:15.800]  保羅為哥林多教會的感謝 對不對
[00:11:15.800 --> 00:11:17.200]  他有沒有說謊
[00:11:17.200 --> 00:11:18.640]  沒有
[00:11:18.640 --> 00:11:21.240]  哥林多教會有什麼恩惠
[00:11:21.240 --> 00:11:24.380]  哥林多教會 富足啊
[00:11:24.380 --> 00:11:27.620]  他們真是一個 他們是一個富足的教會
[00:11:27.620 --> 00:11:29.420]  神給他們很多的恩典
[00:11:29.420 --> 00:11:31.800]  他們恩賜各樣都很齊全 對不對
[00:11:32.380 --> 00:11:35.360]  是不是 這個是正面的一部分
[00:11:35.360 --> 00:11:38.280]  保羅肯定 保羅說神給你們很多的恩典
[00:11:38.280 --> 00:11:41.420]  我為你們的恩典 為神給你們的恩典感謝神
[00:11:41.420 --> 00:11:42.420]  Amen
[00:11:42.420 --> 00:11:47.620]  所以保羅為他們感謝
[00:11:47.620 --> 00:11:49.880]  而且呢
[00:11:49.880 --> 00:11:55.700]  神 因著 神不是因著
[00:11:55.700 --> 00:11:58.640]  保羅不是因著他們做了一些什麼
[00:11:58.640 --> 00:12:02.240]  不好的事情 或者是在他們有什麼問題
[00:12:02.780 --> 00:12:04.820]  保羅不是先來責備他們
[00:12:04.820 --> 00:12:07.440]  保羅先為他們感謝
[00:12:07.440 --> 00:12:10.760]  你知道
[00:12:10.760 --> 00:12:15.120]  這個是很不容易的事情
[00:12:15.120 --> 00:12:17.480]  這個有一個
[00:12:17.480 --> 00:12:20.700]  有一個婦女
[00:12:20.700 --> 00:12:24.380]  她在婚姻裡面被婆婆後代
[00:12:24.380 --> 00:12:26.500]  被她的婆婆後代 苦帶
[00:12:26.500 --> 00:12:29.680]  後來就跟她的丈夫離婚了
[00:12:29.680 --> 00:12:32.100]  所以她覺得
[00:12:33.360 --> 00:12:36.300]  如果我饒恕我的
[00:12:36.300 --> 00:12:39.160]  先生 饒恕我的婆婆
[00:12:39.160 --> 00:12:42.140]  我就是釋放了他們
[00:12:42.140 --> 00:12:45.300]  所以她不甘心 所以她就選擇
[00:12:45.300 --> 00:12:46.720]  她不要去饒恕他們
[00:12:46.720 --> 00:12:48.900]  你知道嗎
[00:12:48.900 --> 00:12:52.480]  那當她要來到教會裡面
[00:12:52.480 --> 00:12:55.680]  要受洗 跟牧師約談
[00:12:55.680 --> 00:12:58.580]  結果牧師就提到
[00:12:58.580 --> 00:13:02.180]  談到這個事情 牧師就鼓勵她說要做饒恕
[00:13:03.060 --> 00:13:06.100]  這就是我們在教會裡面其實應該很正常對不對
[00:13:06.100 --> 00:13:07.100]  很正常的教導
[00:13:07.100 --> 00:13:10.200]  可是這一個姐妹 這一個婦女
[00:13:10.200 --> 00:13:11.480]  她因為
[00:13:11.480 --> 00:13:14.180]  因為不肯饒恕她的婆婆
[00:13:14.180 --> 00:13:16.700]  不肯饒恕她的先生 所以她就
[00:13:16.700 --> 00:13:18.940]  連受洗她也不敢受洗
[00:13:18.940 --> 00:13:21.020]  很可悲啊
[00:13:21.020 --> 00:13:23.580]  今天很多人選擇
[00:13:23.580 --> 00:13:27.980]  不饒恕 今天很多人選擇
[00:13:27.980 --> 00:13:30.700]  要讓傷害繼續地捆綁她
[00:13:31.260 --> 00:13:34.280]  親愛的女同志們 如果你是在這種光景當中
[00:13:34.280 --> 00:13:36.900]  你要選擇 選擇什麼
[00:13:36.900 --> 00:13:40.140]  選擇來釋放她 選擇
[00:13:40.140 --> 00:13:43.280]  來讚美神 因為相信一切
[00:13:43.280 --> 00:13:46.400]  都在神的掌管中間 這就是大衛
[00:13:46.400 --> 00:13:49.580]  讓我們看見在患難中 他能夠讚美的原因
[00:13:49.580 --> 00:13:52.540]  這也是讓我們看見 約瑟能夠讚美的原因
[00:13:52.540 --> 00:13:54.840]  因為神的意識是
[00:13:54.840 --> 00:13:56.820]  好的
[00:13:59.080 --> 00:14:02.220]  保羅在這裡不僅僅是為她禱告
[00:14:02.220 --> 00:14:05.360]  而且他說 她的禱告是什麼
[00:14:05.360 --> 00:14:08.240]  來 我們起來念這些聖經 請
[00:14:08.240 --> 00:14:11.080]  每逢為你們眾人祈求的時候
[00:14:11.080 --> 00:14:14.040]  嘗試歡歡喜喜的
[00:14:14.040 --> 00:14:15.100]  祈求
[00:14:15.100 --> 00:14:18.480]  歡歡喜喜的祈求
[00:14:18.480 --> 00:14:23.380]  為你們禱告的時候嘗試歡歡喜喜的禱告
[00:14:23.380 --> 00:14:26.720]  保羅的禱告是一個歡喜的禱告
[00:14:26.720 --> 00:14:29.740]  而且他說是嘗試
[00:14:29.740 --> 00:14:33.100]  常常是歡歡喜喜的禱告 親愛的兄弟們
[00:14:33.100 --> 00:14:36.100]  我真是覺得 當我越思想 我越覺得
[00:14:36.100 --> 00:14:39.020]  真是不容易 真是不容易 是不是
[00:14:39.020 --> 00:14:41.820]  有沒有為你自己的家人 為自己的孩子
[00:14:41.820 --> 00:14:43.760]  為你自己的配偶禱告的經驗 有沒有
[00:14:43.760 --> 00:14:46.960]  有沒有 為什麼會為他禱告
[00:14:46.960 --> 00:14:49.740]  他一帆風順
[00:14:49.740 --> 00:14:51.780]  他愛主
[00:14:51.780 --> 00:14:54.020]  他服侍主
[00:14:54.680 --> 00:14:57.760]  他的工作也很順利 他什麼都好
[00:14:57.760 --> 00:14:59.320]  你會為他禱告嗎
[00:14:59.320 --> 00:15:01.880]  也會為他禱告
[00:15:01.880 --> 00:15:06.000]  感謝主 我很想知道你為他禱告什麼
[00:15:06.000 --> 00:15:09.200]  你懂我意思嗎 通常我們大概
[00:15:09.200 --> 00:15:11.040]  我們會為
[00:15:11.040 --> 00:15:14.280]  這個藍處 那個藍處禱告 是不是
[00:15:14.280 --> 00:15:16.860]  所以為藍處禱告的時候呢
[00:15:16.860 --> 00:15:20.880]  我們很容易也跟著
[00:15:20.880 --> 00:15:22.280]  被這些藍處所影響
[00:15:24.060 --> 00:15:26.240]  可是保羅在這裡提醒我們一件事情
[00:15:26.240 --> 00:15:30.040]  當我們在為他們禱告 為人禱告的時候
[00:15:30.040 --> 00:15:33.300]  保羅說 歡歡喜喜的祈求
[00:15:33.300 --> 00:15:36.060]  保羅告訴我們一件事情
[00:15:36.060 --> 00:15:38.060]  這個禱告是可以喜樂的
[00:15:38.060 --> 00:15:41.400]  其實在原文裡面 這個歡歡喜喜
[00:15:41.400 --> 00:15:44.760]  翻譯出來是說 帶著喜樂
[00:15:44.760 --> 00:15:47.760]  所以保羅是帶著喜樂
[00:15:47.760 --> 00:15:49.760]  在為他們禱告 哈利路亞
[00:15:49.760 --> 00:15:52.780]  有一個
[00:15:53.580 --> 00:15:55.080]  美國牧師
[00:15:55.080 --> 00:15:57.380]  那麼
[00:15:57.380 --> 00:16:01.820]  他是一個 他本來是一個流氓
[00:16:01.820 --> 00:16:05.300]  後來他到越南去當兵的時候
[00:16:05.300 --> 00:16:08.720]  那麼他信主 他就奉獻出來做傳道人
[00:16:08.720 --> 00:16:12.800]  他剛剛回來美國 後來
[00:16:12.800 --> 00:16:16.600]  他就開拓教會 剛開始的時候只有二十幾個人
[00:16:16.600 --> 00:16:20.780]  現在已經是超過一千人的一個大教會
[00:16:22.660 --> 00:16:25.440]  他就提到說 他就講到他們自己教會的
[00:16:25.440 --> 00:16:26.900]  有一個姐妹的見證
[00:16:26.900 --> 00:16:30.840]  他說有一個姐妹 因為她太胖的緣故
[00:16:30.840 --> 00:16:33.380]  就被她丈夫就把她遺棄了
[00:16:33.380 --> 00:16:39.120]  那這個姐妹就來跟牧師就哭泣
[00:16:39.120 --> 00:16:42.040]  她說 哎呀 真的是很慘
[00:16:42.040 --> 00:16:45.340]  這真是很冤 對不對
[00:16:45.340 --> 00:16:48.120]  就因為她的身材走樣了
[00:16:48.120 --> 00:16:51.760]  那麼所以這個先生就把她fire掉了
[00:16:52.680 --> 00:16:55.640]  那牧師聽完之後就跟她說
[00:16:55.640 --> 00:16:56.640]  她說 姐妹啊
[00:16:56.640 --> 00:17:00.900]  你開始來為這件事情
[00:17:00.900 --> 00:17:02.540]  來感謝寨美主
[00:17:02.540 --> 00:17:06.220]  你開始為你經歷的這件事情
[00:17:06.220 --> 00:17:09.280]  來感謝神 為你的先生來感謝寨美神
[00:17:09.280 --> 00:17:12.740]  哇 這個姐妹聽了牧師
[00:17:12.740 --> 00:17:15.740]  感謝主 她還聽進去了
[00:17:15.740 --> 00:17:19.140]  她聽了之後呢 她真的就開始來感謝
[00:17:19.140 --> 00:17:21.740]  她為她自己的肥胖感謝神
[00:17:22.060 --> 00:17:24.960]  她為了她先生跟她離婚了
[00:17:24.960 --> 00:17:27.880]  這件事情來感謝神
[00:17:27.880 --> 00:17:29.880]  她就為了這些所發生的事情感謝神
[00:17:29.880 --> 00:17:33.720]  很奇妙的 親愛的丟字妹
[00:17:33.720 --> 00:17:35.020]  有一天晚上 狗在叫
[00:17:35.020 --> 00:17:37.400]  呼呼呼 叫
[00:17:37.400 --> 00:17:40.780]  平常她聽到狗叫的時候 她就馬上
[00:17:40.780 --> 00:17:41.780]  揍住她
[00:17:41.780 --> 00:17:44.420]  那一天
[00:17:44.420 --> 00:17:47.440]  也是經過了一段的操練之後
[00:17:47.440 --> 00:17:48.440]  她突然
[00:17:48.440 --> 00:17:50.580]  好像聖靈就感動她
[00:17:51.880 --> 00:17:52.880]  她嘴巴本來
[00:17:52.880 --> 00:17:56.620]  好像到嘴的的話就吞下去了
[00:17:56.620 --> 00:17:59.860]  她就開始起來 為狗的叫
[00:17:59.860 --> 00:18:01.720]  開始感謝寨美神
[00:18:01.720 --> 00:18:05.020]  你知道嗎 奇妙的事情發生了
[00:18:05.020 --> 00:18:06.760]  後來
[00:18:06.760 --> 00:18:10.460]  她就聽到有人敲門的聲音
[00:18:10.460 --> 00:18:13.900]  原來 郵差送信來了
[00:18:13.900 --> 00:18:16.640]  而且是 那叫做什麼
[00:18:16.640 --> 00:18:19.680]  限時專送 還是叫做掛號
[00:18:20.000 --> 00:18:22.720]  就是指名字要 那叫什麼
[00:18:22.720 --> 00:18:26.980]  掛號 掛號的 掛號信
[00:18:26.980 --> 00:18:31.040]  所以 她接過來 簽了名
[00:18:31.040 --> 00:18:34.040]  打開信一看 竟然是她先生
[00:18:34.040 --> 00:18:37.000]  寫信來跟她道歉
[00:18:37.000 --> 00:18:40.000]  請求她原諒 希望能夠再跟她
[00:18:40.000 --> 00:18:41.640]  恢復婚姻關係
[00:18:41.640 --> 00:18:42.880]  哈咯咯呀
[00:18:42.880 --> 00:18:46.020]  你們都很興奮捏
[00:18:50.100 --> 00:18:51.900]  還是你不相信啊
[00:18:51.900 --> 00:18:54.800]  這就是真實的故事啊 不是捏造的
[00:18:54.800 --> 00:18:57.300]  親愛的柚子妹 親愛的柚子妹
[00:18:57.300 --> 00:18:58.880]  你看見
[00:18:58.880 --> 00:19:02.740]  神要因著我們讚美她
[00:19:02.740 --> 00:19:06.420]  神要在我們身上行大事
[00:19:06.420 --> 00:19:10.360]  讚美是信心最高的表示
[00:19:10.360 --> 00:19:14.040]  親愛的柚子妹 很多時候我們禱告
[00:19:14.040 --> 00:19:17.000]  禱告一個地步 你發現問題還沒解決的時候
[00:19:17.000 --> 00:19:19.880]  可能就表示一件事情 你需要起來讚美
[00:19:21.000 --> 00:19:22.000]  親愛的柚子妹
[00:19:22.000 --> 00:19:24.000]  當你讚美的時候
[00:19:24.000 --> 00:19:27.000]  你把你自己從那個問題的當中
[00:19:27.000 --> 00:19:28.000]  帶到神的面前
[00:19:28.000 --> 00:19:30.000]  當你讚美神的時候
[00:19:30.000 --> 00:19:32.000]  當你感謝神的時候
[00:19:32.000 --> 00:19:34.000]  你相信神的主權
[00:19:34.000 --> 00:19:36.000]  你也因著這樣子把你的眼光
[00:19:36.000 --> 00:19:38.000]  更多的放在神的身上
