
[00:00:00.000 --> 00:00:06.360]  各位睇完節目後,我們今天看一段少林傳的很重要的經文
[00:04:36.000 --> 00:04:38.000]  我們不是無風無雨
[00:04:38.000 --> 00:04:41.000]  但有風有雨仍然是神與我們一起
[00:04:41.000 --> 00:04:43.000]  這個信仰就是真的
[00:04:43.000 --> 00:04:46.000]  後來我再勸勉姊妹
[00:04:46.000 --> 00:04:48.000]  不如聯絡一些教會
[00:04:48.000 --> 00:04:51.000]  繼續有這個節氣的生活
[00:04:51.000 --> 00:04:56.000]  我覺得有時候我們會問
[00:04:56.000 --> 00:05:00.000]  我們的信仰的實質是從何而來的呢?
[00:05:00.000 --> 00:05:04.000]  信仰是否等於平安、穩妥?
[00:05:06.000 --> 00:05:08.000]  又或者信仰是否代表
[00:05:08.000 --> 00:05:09.000]  我信了耶穌
[00:05:09.000 --> 00:05:12.000]  然後我再走我的人生的路
[00:05:12.000 --> 00:05:15.000]  好像我知道有這個永生
[00:05:15.000 --> 00:05:17.000]  有這個呼羅
[00:05:17.000 --> 00:05:19.000]  繼續走我的人生
[00:05:19.000 --> 00:05:22.000]  這個信仰對我的生命
[00:05:22.000 --> 00:05:24.000]  是否有一個很爆炸性的影響?
[00:05:24.000 --> 00:05:28.000]  是否將我的生命回轉歸向神?
[00:05:28.000 --> 00:05:32.000]  恐怕我們真的要慢慢去想
[00:05:32.000 --> 00:05:35.000]  去思想究竟信仰是甚麼
[00:05:35.000 --> 00:05:37.000]  很基本的問題
[00:05:37.000 --> 00:05:39.000]  但今天很想和大家一起看看
[00:05:39.000 --> 00:05:43.000]  《士郎傳》第二章三十七節到四十二節
[00:05:43.000 --> 00:05:45.000]  一段經文是
[00:05:45.000 --> 00:05:47.000]  自從聖靈降臨之後
[00:05:47.000 --> 00:05:49.000]  第一批的信徒
[00:05:49.000 --> 00:05:51.000]  他們的生命
[00:05:51.000 --> 00:05:53.000]  這個信仰對他們來說有甚麼實質?
[00:05:53.000 --> 00:05:56.000]  內涵是怎樣?
[00:05:56.000 --> 00:05:58.000]  他們怎樣回轉到神那裡呢?
[00:05:58.000 --> 00:06:00.000]  我們會發覺
[00:06:00.000 --> 00:06:04.000]  信仰是帶給我們生命的回轉
[00:06:04.000 --> 00:06:05.000]  去到神那裡
[00:06:05.000 --> 00:06:08.000]  並且我們和神和人的關係
[00:06:08.000 --> 00:06:11.000]  是結連並且繼續的盡心
[00:06:11.000 --> 00:06:13.000]  我們在這段經文可以看到
[00:06:13.000 --> 00:06:16.000]  我們之前上一個禮拜
[00:06:16.000 --> 00:06:18.000]  林律師跟我們講到
[00:06:18.000 --> 00:06:20.000]  彼得講了一個講論
[00:06:20.000 --> 00:06:23.000]  就是他解釋五旬節的現象
[00:06:23.000 --> 00:06:25.000]  降臨的現象
[00:06:25.000 --> 00:06:29.000]  有些人信徒是講出別國的方言出來
[00:06:29.000 --> 00:06:33.000]  用他的土鄉話講出來
[00:06:33.000 --> 00:06:37.000]  原來這是一個很劃時代的歷史時刻
[00:06:37.000 --> 00:06:39.000]  彼得就解釋到
[00:06:39.000 --> 00:06:42.000]  其實這正是代表耶穌基督
[00:06:42.000 --> 00:06:45.000]  祂在你們當中受害
[00:06:45.000 --> 00:06:47.000]  被釘十字架
[00:06:47.000 --> 00:06:48.000]  然後祂復活
[00:06:48.000 --> 00:06:49.000]  升天得榮耀
[00:06:49.000 --> 00:06:52.000]  以召將聖靈降臨在你們當中
[00:06:52.000 --> 00:06:57.000]  這正是證明耶穌基督就是尼塞那
[00:06:57.000 --> 00:07:00.000]  就是神為人預備的那位救主
[00:07:01.000 --> 00:07:05.000]  在二章第36節就作了一個總結
[00:07:05.000 --> 00:07:06.000]  彼得就這樣說
[00:07:06.000 --> 00:07:08.000]  故此以色列全家當確實知道
[00:07:08.000 --> 00:07:12.000]  你們釘在十字架上的這位耶穌
[00:07:12.000 --> 00:07:15.000]  神已經立祂為主為基督了
[00:07:15.000 --> 00:07:17.000]  這就是那個訊息
[00:07:17.000 --> 00:07:22.000]  我們看看這個很美好的福音訊息的時候
[00:07:22.000 --> 00:07:26.000]  我們就看看這班回眾他們怎樣去回應
[00:07:26.000 --> 00:07:31.000]  他們的生命似乎經過很大的轉捩
[00:07:31.000 --> 00:07:34.000]  或者我們看看從三方面去看看
[00:07:34.000 --> 00:07:37.000]  首先我們看看他們受感動
[00:07:37.000 --> 00:07:40.000]  聽到這個福音的內容的時候
[00:07:40.000 --> 00:07:43.000]  講到耶穌基督的時候他們受感動
[00:07:43.000 --> 00:07:45.000]  或者我們一起讀第37節
[00:07:45.000 --> 00:07:46.000]  請我們一起讀
[00:07:46.000 --> 00:07:50.000]  眾人聽見這話覺得責心
[00:07:50.000 --> 00:07:53.000]  就到彼得和其餘的使徒說
[00:07:53.000 --> 00:07:57.000]  諸位弟兄我們該怎樣做呢?
[00:07:57.000 --> 00:07:58.000]  或者我們看看
[00:07:58.000 --> 00:07:59.000]  很簡單
[00:07:59.000 --> 00:08:05.000]  我們會發覺這班人有很大的180度改變
[00:08:05.000 --> 00:08:08.000]  開始的時候我們知道釘死十字架
[00:08:08.000 --> 00:08:10.000]  釘死十字架就是這班人
[00:08:10.000 --> 00:08:14.000]  現在這班人就有心開始去改變
[00:08:14.000 --> 00:08:15.000]  他們心被感動
[00:08:15.000 --> 00:08:18.000]  為什麼會有這麼大的改變
[00:08:18.000 --> 00:08:20.000]  有這樣的悔意
[00:08:20.000 --> 00:08:22.000]  或者我們看看那個講論
[00:08:22.000 --> 00:08:23.000]  其實那個講論
[00:08:23.000 --> 00:08:26.000]  這班猶太人用了很理性去聽
[00:08:26.000 --> 00:08:29.000]  因為彼得的講論非常精彩
[00:08:29.000 --> 00:08:32.000]  首先是一些真實的事情
[00:08:32.000 --> 00:08:36.000]  是耶穌基督在他們當中有些奇蹟異能的事
[00:08:36.000 --> 00:08:38.000]  證明祂是神所差派
[00:08:38.000 --> 00:08:43.000]  而他們又將這位耶穌基督釘死
[00:08:43.000 --> 00:08:47.000]  這些猶太人當時都看到了
[00:08:47.000 --> 00:08:49.000]  有沒有共睹的事
[00:08:49.000 --> 00:08:50.000]  這是事實
[00:08:50.000 --> 00:08:54.000]  還有在他們當中彼得的一個見證
[00:08:54.000 --> 00:08:58.000]  本來他是躲起來的
[00:08:58.000 --> 00:08:59.000]  很害怕
[00:08:59.000 --> 00:09:03.000]  但他們竟然出來這麼有膽量去講論
[00:09:03.000 --> 00:09:05.000]  還有他們講的時候
[00:09:05.000 --> 00:09:08.000]  彼得除了講這些事情
[00:09:08.000 --> 00:09:09.000]  耶穌基督被釘
[00:09:09.000 --> 00:09:10.000]  復活
[00:09:10.000 --> 00:09:11.000]  升天
[00:09:11.000 --> 00:09:14.000]  然後聖靈降臨
[00:09:14.000 --> 00:09:16.000]  他們真的看到聖靈的降臨
[00:09:16.000 --> 00:09:20.000]  這些真是在他們眼裡很真實的事情
[00:09:20.000 --> 00:09:22.000]  還有這些一切發生的事
[00:09:22.000 --> 00:09:24.000]  包括受死
[00:09:24.000 --> 00:09:25.000]  包括復活
[00:09:25.000 --> 00:09:26.000]  升天
[00:09:26.000 --> 00:09:27.000]  聖靈的降臨
[00:09:27.000 --> 00:09:29.000]  全部都有聖經的根據
[00:09:29.000 --> 00:09:33.000]  這是合情合理的一個福音
[00:09:33.000 --> 00:09:36.000]  他們有理性的了解
[00:09:36.000 --> 00:09:40.000]  但不知道他們還有一個情緒的反應
[00:09:40.000 --> 00:09:42.000]  他們覺得擇心
[00:09:42.000 --> 00:09:46.000]  好像一把刀刺進來一樣
[00:09:46.000 --> 00:09:48.000]  好像有一把刀插進去
[00:09:48.000 --> 00:09:52.000]  這表示他們很痛悔
[00:09:52.000 --> 00:09:54.000]  他們覺得這個彌創家
[00:09:54.000 --> 00:09:57.000]  竟然將自己置之於死地
[00:09:57.000 --> 00:09:59.000]  這樣的痛悔
[00:09:59.000 --> 00:10:03.000]  所以他們有這個心理性聽到
[00:10:03.000 --> 00:10:04.000]  願意聽
[00:10:04.000 --> 00:10:06.000]  首先願意聽
[00:10:06.000 --> 00:10:11.000]  他們又願意自己去內省分析這件事情
[00:10:11.000 --> 00:10:16.000]  其實今天福音的訊息也是這樣說的
[00:10:16.000 --> 00:10:18.000]  但首先有一個先決條件
[00:10:18.000 --> 00:10:21.000]  怎樣將一個人的生命能夠回轉呢?
[00:10:21.000 --> 00:10:23.000]  唯有他做兩件事情
[00:10:23.000 --> 00:10:26.000]  就好像這班猶太人一樣
[00:10:26.000 --> 00:10:28.000]  第一 願意聽
[00:10:28.000 --> 00:10:30.000]  很多人不喜歡聽
[00:10:30.000 --> 00:10:33.000]  覺得跟我無關
[00:10:33.000 --> 00:10:35.000]  我有我的生活
[00:10:35.000 --> 00:10:36.000]  我也不知道多好
[00:10:36.000 --> 00:10:37.000]  我又找到工作
[00:10:37.000 --> 00:10:39.000]  我又繼續這樣走下去
[00:10:39.000 --> 00:10:42.000]  有些人就覺得我聽過
[00:10:42.000 --> 00:10:43.000]  這個訊息
[00:10:43.000 --> 00:10:47.000]  我以前讀基督教學校
[00:10:47.000 --> 00:10:48.000]  我都聽過
[00:10:48.000 --> 00:10:51.000]  不太想再聽
[00:10:51.000 --> 00:10:53.000]  有些人就不想聽
[00:10:53.000 --> 00:10:55.000]  因為不想改變
[00:10:55.000 --> 00:10:58.000]  我有好好地地工作
[00:10:58.000 --> 00:11:01.000]  我享受著我多好的生活
[00:11:01.000 --> 00:11:03.000]  我喜歡的嗜好
[00:11:03.000 --> 00:11:04.000]  不需要
[00:11:04.000 --> 00:11:07.000]  我沒有什麼需要改變
[00:11:07.000 --> 00:11:12.000]  改變是給人很大的壓迫感
[00:11:12.000 --> 00:11:15.000]  也是一個很不穩定的
[00:11:15.000 --> 00:11:17.000]  我不知道轉到哪裏了
[00:11:17.000 --> 00:11:19.000]  你帶我去哪裏了
[00:11:19.000 --> 00:11:23.000]  但這班人就不這樣看
[00:11:23.000 --> 00:11:25.000]  他們只看自己
[00:11:25.000 --> 00:11:26.000]  自己是什麼樣的人
[00:11:26.000 --> 00:11:28.000]  他做了什麼
[00:11:28.000 --> 00:11:30.000]  去內省 去反省
[00:11:30.000 --> 00:11:32.000]  所以當福音來到的時候
[00:11:32.000 --> 00:11:34.000]  不只是求平安 得安穩
[00:11:34.000 --> 00:11:36.000]  這些都是真的
[00:11:36.000 --> 00:11:39.000]  最重要福音我們要開放的
[00:11:39.000 --> 00:11:41.000]  就是看看我們的生命
[00:11:41.000 --> 00:11:45.000]  我們是何許人也
[00:11:45.000 --> 00:11:47.000]  這班人就看到他們是敵黨神
[00:11:47.000 --> 00:11:49.000]  他們得罪了神
[00:11:49.000 --> 00:11:51.000]  得罪了主耶穌基督
[00:11:51.000 --> 00:11:53.000]  他們責心
[00:11:53.000 --> 00:11:55.000]  我們也要這樣問
[00:11:55.000 --> 00:11:58.000]  你聽到福音的時候是怎樣的
[00:11:58.000 --> 00:12:00.000]  我們福音的起步是什麼呢
[00:12:00.000 --> 00:12:04.000]  是不是只是有一個神
[00:12:04.000 --> 00:12:06.000]  給我們平安
[00:12:06.000 --> 00:12:07.000]  我從沒有想過
[00:12:07.000 --> 00:12:09.000]  祂會給一些我不想經歷的
[00:12:09.000 --> 00:12:11.000]  給我經歷的
[00:12:11.000 --> 00:12:14.000]  原來福音最重要的內涵
[00:12:14.000 --> 00:12:17.000]  是我們的生命的內涵
[00:12:17.000 --> 00:12:19.000]  我們是怎樣的光景
[00:12:19.000 --> 00:12:21.000]  我們原來是有罪
[00:12:21.000 --> 00:12:23.000]  得罪了神的人
[00:12:23.000 --> 00:12:27.000]  我們的生命是走了一個敗壞的路
[00:12:27.000 --> 00:12:29.000]  若然我們不知道的時候
[00:12:29.000 --> 00:12:31.000]  我相信耶穌
[00:12:31.000 --> 00:12:32.000]  我承認自己的罪
[00:12:32.000 --> 00:12:34.000]  究竟是不是真的承認
[00:12:34.000 --> 00:12:36.000]  只不過是一個頭腦的罪
[00:12:36.000 --> 00:12:37.000]  頭腦的罪
[00:12:37.000 --> 00:12:38.000]  每個人都犯罪
[00:12:38.000 --> 00:12:40.000]  世人都犯了罪
[00:12:40.000 --> 00:12:41.000]  我知道
[00:12:41.000 --> 00:12:43.000]  有沒有真的想過
[00:12:43.000 --> 00:12:44.000]  自己缺乏了什麼
[00:12:44.000 --> 00:12:47.000]  我人生的方向究竟在走什麼路
[00:12:47.000 --> 00:12:49.000]  我生命裡面有什麼盲點
[00:12:49.000 --> 00:12:51.000]  有什麼黑暗面
[00:12:51.000 --> 00:12:56.000]  讓這位神去幫我軟化
[00:12:56.000 --> 00:12:58.000]  所以這班信徒
[00:12:58.000 --> 00:13:00.000]  第一件事他願意聽
[00:13:00.000 --> 00:13:02.000]  第二件事他願意自省
[00:13:02.000 --> 00:13:05.000]  我的生命的光景是什麼一回事
[00:13:05.000 --> 00:13:09.000]  依照非常之預備好一個心
[00:13:09.000 --> 00:13:11.000]  或者我們再看
[00:13:11.000 --> 00:13:14.000]  這樣的一個特質
[00:13:14.000 --> 00:13:17.000]  很重要
[00:13:17.000 --> 00:13:19.000]  我認識一個朋友
[00:13:19.000 --> 00:13:21.000]  一個弟兄
[00:13:21.000 --> 00:13:24.000]  他小學的時候
[00:13:24.000 --> 00:13:27.000]  一二年級已經是街童
[00:13:27.000 --> 00:13:29.000]  可能原因是
[00:13:29.000 --> 00:13:31.000]  他爸爸媽媽做小販
[00:13:31.000 --> 00:13:33.000]  沒什麼時間管教他
[00:13:33.000 --> 00:13:37.000]  依照他群馬班的街童
[00:13:37.000 --> 00:13:39.000]  他什麼時候出動
[00:13:39.000 --> 00:13:43.000]  晚上一點多他就出動
[00:13:43.000 --> 00:13:46.000]  是小學一二年級的小朋友
[00:13:46.000 --> 00:13:48.000]  去做什麼呢
[00:13:48.000 --> 00:13:49.000]  去偷東西
[00:13:49.000 --> 00:13:51.000]  看有什麼玩的
[00:13:51.000 --> 00:13:54.000]  他說去到一些地盤
[00:13:54.000 --> 00:13:56.000]  沒什麼人看著
[00:13:56.000 --> 00:13:58.000]  地盤有很多東西可以偷
[00:13:58.000 --> 00:14:00.000]  就去偷這些東西
[00:14:00.000 --> 00:14:02.000]  看到車子就叫車子
[00:14:02.000 --> 00:14:04.000]  看看有沒有摩打
[00:14:04.000 --> 00:14:07.000]  還有一件事
[00:14:07.000 --> 00:14:11.000]  他學了打麻將出千
[00:14:11.000 --> 00:14:13.000]  學了老千的方法
[00:14:13.000 --> 00:14:18.000]  他很有天份
[00:14:18.000 --> 00:14:22.000]  他就是尋子擊
[00:14:22.000 --> 00:14:24.000]  尋子擊有一樣
[00:14:24.000 --> 00:14:28.000]  越玩越覺得難度高
[00:14:28.000 --> 00:14:30.000]  他們發覺有一個難度最高
[00:14:30.000 --> 00:14:32.000]  就是去到金魚缸的店舖
[00:14:32.000 --> 00:14:35.000]  在老闆不知道的當中
[00:14:35.000 --> 00:14:37.000]  就抓一條魚出來
[00:14:37.000 --> 00:14:39.000]  那條魚是能夠不死的
[00:14:39.000 --> 00:14:40.000]  你想想多高技巧
[00:14:40.000 --> 00:14:42.000]  又是不動聲色
[00:14:42.000 --> 00:14:43.000]  還要生的
[00:14:43.000 --> 00:14:45.000]  結果一群小朋友沒人可以
[00:14:45.000 --> 00:14:46.000]  只有他可以
[00:14:46.000 --> 00:14:50.000]  他真是很有才藝
[00:14:50.000 --> 00:14:55.000]  不過似乎是歪曲了一點
[00:14:55.000 --> 00:14:58.000]  到了中學的時代
[00:14:58.000 --> 00:15:00.000]  中三那年
[00:15:00.000 --> 00:15:02.000]  他在街上走
[00:15:02.000 --> 00:15:05.000]  看到有些基督徒派街招
[00:15:05.000 --> 00:15:08.000]  邀請人回教會
[00:15:08.000 --> 00:15:12.000]  他想起中一中二的時候
[00:15:12.000 --> 00:15:14.000]  有一個非常欣賞的老師
[00:15:14.000 --> 00:15:16.000]  是一個基督徒
[00:15:16.000 --> 00:15:18.000]  很有活出生命的見證
[00:15:18.000 --> 00:15:20.000]  叫他信耶穌
[00:15:20.000 --> 00:15:22.000]  他卻不信
[00:15:22.000 --> 00:15:24.000]  他念在這位老師是好的
[00:15:24.000 --> 00:15:26.000]  他就說儘管去教會
[00:15:26.000 --> 00:15:28.000]  去到教會的時候
[00:15:28.000 --> 00:15:30.000]  他看到一群基督徒
[00:15:30.000 --> 00:15:32.000]  在玩遊戲
[00:15:32.000 --> 00:15:34.000]  他覺得這個遊戲很簡單
[00:15:34.000 --> 00:15:36.000]  那些人又很單純
[00:15:36.000 --> 00:15:40.000]  有些低B的樣子
[00:15:40.000 --> 00:15:42.000]  但是他解釋不了
[00:15:42.000 --> 00:15:44.000]  他們很喜樂
[00:15:44.000 --> 00:15:46.000]  很開心
[00:15:46.000 --> 00:15:48.000]  他就想一想
[00:15:48.000 --> 00:15:50.000]  其實一直是小朋友
[00:15:50.000 --> 00:15:52.000]  他豈不是在尋刺激
[00:15:52.000 --> 00:15:54.000]  在尋找開心的事
[00:15:54.000 --> 00:15:56.000]  到了中學的時候
[00:15:56.000 --> 00:15:58.000]  他就在學校
[00:15:58.000 --> 00:16:00.000]  專門搞活動
[00:16:00.000 --> 00:16:02.000]  旅行 去露營
[00:16:02.000 --> 00:16:04.000]  他就設計一些很難度
[00:16:04.000 --> 00:16:06.000]  刺激的東西
[00:16:06.000 --> 00:16:08.000]  讓人玩玩 讓大家很開心
[00:16:08.000 --> 00:16:10.000]  他發覺這些活動很開心
[00:16:10.000 --> 00:16:12.000]  但是發覺有一個很大的分別
[00:16:12.000 --> 00:16:14.000]  那些快樂是很短暫
[00:16:14.000 --> 00:16:16.000]  而這些傻傻的基督徒
[00:16:16.000 --> 00:16:18.000]  這樣的喜樂
[00:16:18.000 --> 00:16:20.000]  他離開了教會
[00:16:20.000 --> 00:16:22.000]  仍然感受到那種喜樂
[00:16:22.000 --> 00:16:24.000]  他又解釋不了
[00:16:24.000 --> 00:16:26.000]  雖然是不服的
[00:16:26.000 --> 00:16:28.000]  但是他開始問
[00:16:28.000 --> 00:16:30.000]  人生是甚麼一回事
[00:16:30.000 --> 00:16:32.000]  開放
[00:16:32.000 --> 00:16:34.000]  教會是甚麼地方
[00:16:34.000 --> 00:16:36.000]  開始去
[00:16:36.000 --> 00:16:38.000]  我們看到第一個
[00:16:38.000 --> 00:16:40.000]  廳
[00:16:40.000 --> 00:16:42.000]  內廁
[00:16:42.000 --> 00:16:44.000]  然後我們看看
[00:16:44.000 --> 00:16:46.000]  人生的轉化
[00:16:46.000 --> 00:16:48.000]  有甚麼重要的
[00:16:48.000 --> 00:16:50.000]  一個重要的
[00:16:50.000 --> 00:16:52.000]  方法
[00:16:52.000 --> 00:16:54.000]  我們或者看看
[00:16:54.000 --> 00:16:56.000]  改正之路
[00:16:56.000 --> 00:16:58.000]  歸正之路是怎樣的
[00:16:58.000 --> 00:17:00.000]  我們一起看看第38節
[00:17:00.000 --> 00:17:02.000]  到40節
[00:17:02.000 --> 00:17:04.000]  請我們一起讀
[00:17:04.000 --> 00:17:06.000]  彼得對他們說
[00:17:06.000 --> 00:17:08.000]  你們各人要悔改
[00:17:08.000 --> 00:17:10.000]  奉耶穌基督的名受洗
[00:17:10.000 --> 00:17:12.000]  使你們的罪得赦免
[00:17:12.000 --> 00:17:14.000]  就會領受
[00:17:14.000 --> 00:17:16.000]  所賜的聖靈
[00:17:16.000 --> 00:17:18.000]  因為這應許賜給你們
[00:17:18.000 --> 00:17:20.000]  和你們的兒女
[00:17:20.000 --> 00:17:22.000]  並一切在遠方的人
[00:17:22.000 --> 00:17:24.000]  受賜給所有主
[00:17:24.000 --> 00:17:26.000]  我們的神所召來的人
[00:17:26.000 --> 00:17:28.000]  彼得還用更多別的話
[00:17:28.000 --> 00:17:30.000]  作見證
[00:17:30.000 --> 00:17:32.000]  豈免他們說
[00:17:32.000 --> 00:17:34.000]  你們當舊自己脫離
[00:17:34.000 --> 00:17:36.000]  這彎曲的世代
[00:17:36.000 --> 00:17:38.000]  彼得很斬釘截鐵
[00:17:38.000 --> 00:17:40.000]  說了兩個
[00:17:40.000 --> 00:17:42.000]  你要做的事
[00:17:42.000 --> 00:17:44.000]  兩個都是命令詞
[00:17:44.000 --> 00:17:46.000]  主要是第一個
[00:17:46.000 --> 00:17:48.000]  你們要悔改
[00:17:48.000 --> 00:17:50.000]  第二個在原文裡面
[00:17:50.000 --> 00:17:52.000]  你們各人要奉耶穌基督的名受洗
[00:17:52.000 --> 00:17:54.000]  簡單來說就是悔改受洗
[00:17:54.000 --> 00:17:56.000]  悔改是甚麼意思呢
[00:17:56.000 --> 00:17:58.000]  悔改就是在這個內文
[00:17:58.000 --> 00:18:00.000]  意思就是說
[00:18:00.000 --> 00:18:02.000]  透過相信耶穌基督歸向神
[00:18:02.000 --> 00:18:04.000]  整個人的
[00:18:04.000 --> 00:18:06.000]  方向和目標
[00:18:06.000 --> 00:18:08.000]  歸向神
[00:18:08.000 --> 00:18:10.000]  這個很重要
[00:18:10.000 --> 00:18:12.000]  你們要悔改
[00:18:12.000 --> 00:18:14.000]  這個叫信耶穌
[00:18:14.000 --> 00:18:16.000]  其實信耶穌和悔改在這裡
[00:18:16.000 --> 00:18:18.000]  類似是同等的意思
[00:18:18.000 --> 00:18:20.000]  要這樣
[00:18:20.000 --> 00:18:22.000]  他們以前是
[00:18:22.000 --> 00:18:24.000]  攻擊神
