
[00:00:00.000 --> 00:00:04.600]  各位弟兄姊妹,各位朋友,午安!
[00:01:50.500 --> 00:01:52.600]  所以大家都很開心、很歡樂
[00:01:52.600 --> 00:01:56.900]  不過,旅行之後 Joe 就找到一份新的工作
[00:01:56.900 --> 00:01:58.800]  就離開了佛羅里達州
[00:01:58.800 --> 00:02:00.400]  很不幸的是兩個人
[00:02:00.400 --> 00:02:03.200]  因為大家都知道 1970 年代的時候
[00:02:03.200 --> 00:02:04.700]  科技都還沒那麼發達
[00:02:04.700 --> 00:02:07.000]  所以就失去了聯絡
[00:02:07.000 --> 00:02:10.000]  不過 Steve 仍然保留著他那一元的
[00:02:10.000 --> 00:02:12.000]  那半邊的美金字
[00:02:12.000 --> 00:02:14.400]  他心裡面都不知道會不會
[00:02:14.400 --> 00:02:16.900]  40 年之後 Joe 會再出現
[00:02:16.900 --> 00:02:20.300]  結果他就等到一個人推門進了這個酒吧
[00:02:20.300 --> 00:02:22.400]  一個非常高大的男人
[00:02:22.400 --> 00:02:24.400]  他一眼就看到,這個就是 Joe
[00:02:24.400 --> 00:02:26.800]  馬上衝前去,就抱著他
[00:02:26.800 --> 00:02:29.000]  然後大家就坐下來喝東西的時候
[00:02:29.000 --> 00:02:32.400]  就說回 40 年來大家發展了什麼事業
[00:02:32.400 --> 00:02:33.700]  又或者他的家人是怎麼樣
[00:02:33.700 --> 00:02:35.000]  拿出所有相片
[00:02:35.000 --> 00:02:37.600]  大家互相分享
[00:02:37.600 --> 00:02:39.300]  談了很久很久
[00:02:39.300 --> 00:02:41.100]  然後他們再約定
[00:02:41.100 --> 00:02:43.500]  在 2017 年的 4 月 4 日
[00:02:43.500 --> 00:02:45.400]  一年之後來相見
[00:02:45.400 --> 00:02:47.000]  本來他們是想過 40 年之後的
[00:02:47.000 --> 00:02:48.400]  不過你都知道
[00:02:48.400 --> 00:02:49.400]  已經六十多歲的人
[00:02:49.400 --> 00:02:52.200]  40 年應該都未必可以等到那麼久
[00:02:52.200 --> 00:02:54.300]  所以人生有多少過去 40 年呢
[00:02:54.300 --> 00:02:58.100]  所以他們就將這個年份推到只是一年
[00:02:58.100 --> 00:03:00.600]  人生有這樣的朋友
[00:03:00.600 --> 00:03:03.500]  就真是死而無憾了
[00:03:03.500 --> 00:03:07.000]  不知道你有沒有那麼好的有愛的同行者呢
[00:03:07.000 --> 00:03:09.000]  今天我們會繼續談主題系列的
[00:03:09.000 --> 00:03:10.200]  相愛的系列
[00:03:10.200 --> 00:03:13.100]  我們會看友情的這個主題
[00:03:13.100 --> 00:03:14.800]  有愛的同行者
[00:03:14.800 --> 00:03:17.800]  經文是來自《傳道書》第四章第九節到第十二節
[00:03:17.800 --> 00:03:19.300]  我們一起讀一讀這段經文
[00:03:19.300 --> 00:03:20.300]  請讀
[00:03:20.300 --> 00:03:22.600]  兩個人總比一個人好
[00:03:22.600 --> 00:03:26.100]  因為二人牢碌同得美好的果效
[00:03:26.100 --> 00:03:27.400]  若是跌倒
[00:03:27.400 --> 00:03:30.200]  這人可以扶起他的同伴
[00:03:30.200 --> 00:03:32.100]  若是孤身跌倒
[00:03:32.100 --> 00:03:34.400]  沒有別人扶起他來
[00:03:34.400 --> 00:03:36.800]  這人就有和了
[00:03:36.800 --> 00:03:37.600]  再者
[00:03:37.600 --> 00:03:40.100]  二人同睡就都暖和
[00:03:40.100 --> 00:03:43.000]  一人獨睡怎能暖和呢
[00:03:43.000 --> 00:03:45.500]  有人公性孤身一人
[00:03:45.500 --> 00:03:48.600]  若有二人便能
[00:03:48.600 --> 00:03:51.200]  三股合成的成子
[00:03:51.200 --> 00:03:53.700]  不容易折斷
[00:03:53.700 --> 00:03:56.500]  有愛的同行者在我們身邊的出現
[00:03:56.500 --> 00:03:59.200]  有幾樣很重要的好處
[00:03:59.200 --> 00:03:59.900]  第一
[00:03:59.900 --> 00:04:02.000]  是有益的
[00:04:02.000 --> 00:04:03.700]  留意第九節
[00:04:03.700 --> 00:04:06.800]  提到兩個人總比一個人好
[00:04:06.800 --> 00:04:08.800]  「好」這個字其實是希伯來文
[00:04:08.800 --> 00:04:11.000]  一開始就已經出現這個字
[00:04:11.000 --> 00:04:12.700]  什麼好啊
[00:04:12.700 --> 00:04:15.700]  經文就說是「兩」這個數字
[00:04:15.700 --> 00:04:16.800]  「二」這個數字
[00:04:16.800 --> 00:04:18.600]  「好」過「一」這個數字
[00:04:18.600 --> 00:04:20.000]  因為原文真是這樣說的
[00:04:20.000 --> 00:04:21.700]  「二」好過「一」
[00:04:21.700 --> 00:04:24.100]  當然這裡說的是兩個人
[00:04:24.100 --> 00:04:25.900]  好過一個人
[00:04:25.900 --> 00:04:27.400]  而這一節經文的結束
[00:04:27.400 --> 00:04:29.600]  又出現「好」這個字
[00:04:29.600 --> 00:04:30.900]  不過這次是說
[00:04:30.900 --> 00:04:33.000]  好的果效
[00:04:33.000 --> 00:04:36.000]  但都是和「二」這個數字有關的
[00:04:36.000 --> 00:04:39.500]  兩個人同享好的果效
[00:04:39.500 --> 00:04:40.900]  很明顯
[00:04:40.900 --> 00:04:43.900]  其實是和前面第四章第八節
[00:04:43.900 --> 00:04:45.200]  做一個對比
[00:04:45.200 --> 00:04:48.100]  因為第四章第八節和第四章第九節
[00:04:48.100 --> 00:04:49.400]  有很多字都是一樣的
[00:04:49.400 --> 00:04:50.400]  例如「二」
[00:04:50.400 --> 00:04:51.400]  例如「一」
[00:04:51.400 --> 00:04:52.500]  例如「好」
[00:04:52.500 --> 00:04:55.100]  例如「勞碌」
[00:04:55.100 --> 00:04:56.400]  前面第四章第八節
[00:04:56.400 --> 00:04:57.900]  對不起經文不要打出來
[00:04:57.900 --> 00:04:59.500]  九九號就強調這個人
[00:04:59.500 --> 00:05:01.300]  因為賺錢
[00:05:01.300 --> 00:05:03.500]  只剩下他一個人
[00:05:03.500 --> 00:05:06.400]  所以沒有太多東西在他身邊
[00:05:06.400 --> 00:05:07.900]  人是幫到他
[00:05:07.900 --> 00:05:10.100]  或者是和他分享這些東西
[00:05:10.100 --> 00:05:11.900]  他覺得很孤單
[00:05:11.900 --> 00:05:13.300]  相反第九節
[00:05:13.300 --> 00:05:16.300]  就強調有同伴的好處
[00:05:16.300 --> 00:05:18.200]  首先第四章第九節
[00:05:18.200 --> 00:05:19.200]  這裡的意思
[00:05:19.200 --> 00:05:21.500]  就是說他們一起勞碌
[00:05:21.500 --> 00:05:23.400]  有美好的果效
[00:05:23.400 --> 00:05:25.400]  「果效」的意思就是指
[00:05:25.400 --> 00:05:27.800]  報酬、薪金
[00:05:27.800 --> 00:05:29.300]  兩個人一起勞碌
[00:05:29.300 --> 00:05:32.300]  照理說賺錢賺得更多
[00:05:32.300 --> 00:05:34.500]  所以好的報酬
[00:05:34.500 --> 00:05:36.100]  這個是容易明白的
[00:05:36.100 --> 00:05:37.500]  有好的回報
[00:05:37.500 --> 00:05:39.400]  有兩個人一起工作
[00:05:39.400 --> 00:05:41.000]  拿到豐厚的回報
[00:05:41.000 --> 00:05:42.700]  感謝主
[00:05:42.700 --> 00:05:43.600]  所以經文說
[00:05:43.600 --> 00:05:46.800]  「二人總比一人好」
[00:05:46.800 --> 00:05:48.700]  留意這裡的「一人」
[00:05:48.700 --> 00:05:50.100]  其實很有可能
[00:05:50.100 --> 00:05:51.800]  就是在說第四章第八節
[00:05:51.800 --> 00:05:55.500]  那個獨自勞碌這個人
[00:05:55.500 --> 00:05:56.900]  沒有人和他分享
[00:05:56.900 --> 00:05:58.200]  當然不好
[00:05:58.200 --> 00:06:00.200]  但是如果有人和他分享的話
[00:06:00.200 --> 00:06:02.000]  這個分享的成果
[00:06:02.000 --> 00:06:04.900]  就是非常之好
[00:06:04.900 --> 00:06:07.000]  同時兩個人一起的時候
[00:06:07.000 --> 00:06:08.900]  也可以有合作
[00:06:08.900 --> 00:06:10.300]  透過合作的時候
[00:06:10.300 --> 00:06:13.600]  我們就會得到一個更美好的成果
[00:06:13.600 --> 00:06:15.900]  你要知道在舊約的背景之下
[00:06:15.900 --> 00:06:17.500]  當時舊約的文化
[00:06:17.500 --> 00:06:19.700]  舊約當時的環境
[00:06:19.700 --> 00:06:21.900]  很多人都是做一些耕作
[00:06:21.900 --> 00:06:24.400]  農村的社會
[00:06:24.400 --> 00:06:26.900]  所以放羊
[00:06:26.900 --> 00:06:28.500]  畜牧業
[00:06:28.500 --> 00:06:29.700]  耕種
[00:06:29.700 --> 00:06:30.900]  建築等等
[00:06:30.900 --> 00:06:34.800]  都是需要有一班人同心合意
[00:06:34.800 --> 00:06:37.200]  才能夠去完成
[00:06:37.200 --> 00:06:41.200]  獨自基本上是很難完成的
[00:06:41.200 --> 00:06:42.700]  兩個人合作
[00:06:42.700 --> 00:06:45.200]  有一班人的努力合作之下
[00:06:45.200 --> 00:06:46.900]  進度不單止加快
[00:06:46.900 --> 00:06:50.700]  更加有一個非常之大的成果
[00:06:50.700 --> 00:06:51.900]  我問問大家
[00:06:51.900 --> 00:06:53.500]  大家都來了舊約一段時間
[00:06:53.500 --> 00:06:55.400]  沒有人超過兩年或以上的
[00:06:55.400 --> 00:06:56.600]  可不可以舉舉手
[00:06:56.600 --> 00:06:58.000]  來舊約兩年或以上的
[00:06:58.000 --> 00:07:01.000]  大部分我看到都起碼一半或以上
[00:07:01.000 --> 00:07:02.200]  如果想問問大家
[00:07:02.200 --> 00:07:03.900]  舊約的地標在哪裡
[00:07:03.900 --> 00:07:06.700]  你可不可以打出
[00:07:06.700 --> 00:07:07.800]  都在Kirky
[00:07:07.800 --> 00:07:08.600]  還有沒有其他
[00:07:08.600 --> 00:07:10.000]  除了Kirky之外
[00:07:10.000 --> 00:07:12.400]  你說的就是Kirky Market
[00:07:12.400 --> 00:07:15.900]  還有沒有其他
[00:07:15.900 --> 00:07:16.900]  沒有了
[00:07:16.900 --> 00:07:17.600]  住了這麼久
[00:07:17.600 --> 00:07:18.700]  原來只有Kirky Market
[00:07:18.700 --> 00:07:21.300]  你可以只記得
[00:07:21.300 --> 00:07:22.100]  很痛苦
[00:07:22.100 --> 00:07:23.100]  約人在等的時候
[00:07:23.100 --> 00:07:27.500]  都不知道說在哪裡好
[00:07:27.500 --> 00:07:30.300]  有些人說Coin Exchange
[00:07:30.300 --> 00:07:31.300]  其實我人生中
[00:07:31.300 --> 00:07:35.300]  只進過Coin Exchange一次
[00:07:35.300 --> 00:07:36.100]  坦白說
[00:07:36.100 --> 00:07:37.700]  如果你想去AI
[00:07:37.700 --> 00:07:39.000]  或者想去固聯網
[00:07:39.000 --> 00:07:40.300]  你搜尋一下
[00:07:40.300 --> 00:07:41.700]  舊約的地標
[00:07:41.700 --> 00:07:43.600]  通常頭三名
[00:07:43.600 --> 00:07:45.400]  都一定有這兩個地方份
[00:07:45.400 --> 00:07:47.800]  第一個就是Trinity
[00:07:47.800 --> 00:07:49.200]  Trinity其實很出名
[00:07:49.200 --> 00:07:50.700]  你不知道嗎
[00:07:50.700 --> 00:07:52.300]  它出名的地方
[00:07:52.300 --> 00:07:54.200]  就是因為它動用的人力興建
[00:07:54.200 --> 00:07:56.000]  是非常之多
[00:07:56.000 --> 00:08:00.400]  它佔地是一百萬平方英呎
[00:08:00.400 --> 00:08:04.100]  有超過一百二十間店鋪和餐廳
[00:08:04.100 --> 00:08:07.600]  而且它裡面是有一個特別的建築
[00:08:07.600 --> 00:08:09.500]  你有沒有留意它的頂
[00:08:09.500 --> 00:08:11.200]  全部都是透明的
[00:08:11.200 --> 00:08:13.500]  而且是沒有風頂的
[00:08:13.500 --> 00:08:15.700]  就是說你一下雨的時候
[00:08:15.700 --> 00:08:18.000]  很冷的時候
[00:08:18.000 --> 00:08:19.200]  就會浸浸涼
[00:08:19.200 --> 00:08:20.200]  浸進來
[00:08:20.200 --> 00:08:23.800]  有什麼建築物可以跟它媲美
[00:08:23.800 --> 00:08:25.800]  有這麼特別的設計
[00:08:25.800 --> 00:08:28.600]  所以是非常之特別的地標
[00:08:28.600 --> 00:08:29.500]  坦白說
[00:08:29.500 --> 00:08:32.900]  大家又知不知道它什麼時候落成的
[00:08:32.900 --> 00:08:33.700]  應該都還沒到
[00:08:33.700 --> 00:08:35.300]  所以你一定不知道
[00:08:35.300 --> 00:08:37.800]  是二零一三年
[00:08:37.800 --> 00:08:40.200]  是三月二十一日當天
[00:08:40.200 --> 00:08:41.200]  來到開幕的
[00:08:41.200 --> 00:08:42.600]  你又猜猜開幕那天
[00:08:42.600 --> 00:08:45.400]  有多少人入場來看開幕禮
[00:08:45.400 --> 00:08:47.900]  給個數字來看
[00:08:47.900 --> 00:08:52.300]  多少
[00:08:52.300 --> 00:08:53.900]  十萬
[00:08:53.900 --> 00:08:58.300]  十萬可不可以逼陷這個Trinity
[00:08:58.300 --> 00:09:02.000]  年輕人你太年輕了
[00:09:02.000 --> 00:09:05.700]  當日有十三萬人
[00:09:05.700 --> 00:09:09.600]  十三萬人逼陷了Trinity
[00:09:09.600 --> 00:09:10.800]  為什麼有那麼多人去
[00:09:10.800 --> 00:09:12.000]  因為你想想Lease
[00:09:12.000 --> 00:09:15.900]  突然間有那麼大的商場
[00:09:15.900 --> 00:09:17.900]  那麼出名的地方
[00:09:17.900 --> 00:09:19.200]  所以它成為了一個地標
[00:09:19.200 --> 00:09:22.300]  但是你知不知道裡面動用了多少人興建
[00:09:22.300 --> 00:09:26.200]  幾千人來興建一個這麼大型的商場
[00:09:26.200 --> 00:09:27.600]  有建築師
[00:09:27.600 --> 00:09:29.300]  有測量師
[00:09:29.300 --> 00:09:31.100]  有工程師
[00:09:31.100 --> 00:09:32.500]  有很多不同的工人
[00:09:32.500 --> 00:09:35.700]  才能夠合力在這麼短時間之內
[00:09:35.700 --> 00:09:38.700]  五年去完成一個這麼大的項目
[00:09:38.700 --> 00:09:41.100]  第二個當然的地標就是
[00:09:41.100 --> 00:09:42.800]  Parkinson Building
[00:09:42.800 --> 00:09:44.300]  大家如果在大學讀書的
[00:09:44.300 --> 00:09:45.900]  你一定認識這個Buildings
[00:09:45.900 --> 00:09:48.500]  就是在Gateway再橫纏一點點
[00:09:48.500 --> 00:09:50.500]  大學裡面又建了一級樓梯級的
[00:09:50.500 --> 00:09:52.200]  為什麼這個Building這麼重要
[00:09:52.200 --> 00:09:53.000]  這麼特別
[00:09:53.000 --> 00:09:56.900]  因為它是橫跨了這個二戰
[00:09:56.900 --> 00:09:59.700]  它是一九三八年的時候
[00:09:59.700 --> 00:10:03.400]  有這個想法來設計
[00:10:03.400 --> 00:10:05.800]  然後建成是一九五一年
[00:10:05.800 --> 00:10:08.300]  所以它經歷了戰前和戰後的
[00:10:08.300 --> 00:10:10.200]  特別的一個設計
[00:10:10.200 --> 00:10:13.700]  裡面動用了非常大量的人來興建
[00:10:13.700 --> 00:10:18.300]  這樣才能夠建造一個這麼漂亮的
[00:10:18.300 --> 00:10:20.300]  Parkinson Building
[00:10:20.300 --> 00:10:22.000]  你可以想然之
[00:10:22.000 --> 00:10:23.700]  要做到這件事
[00:10:23.700 --> 00:10:25.300]  不是一個人可以做到的
[00:10:25.300 --> 00:10:26.700]  是要透過合作
[00:10:26.700 --> 00:10:28.500]  透過很多人的努力
[00:10:28.500 --> 00:10:31.200]  才能夠達成的成果
[00:10:31.200 --> 00:10:34.000]  其實教會都是一樣的
[00:10:34.000 --> 00:10:36.100]  你什麼時候會看到一個崇拜港道的
[00:10:36.100 --> 00:10:37.100]  又是我彈結他
[00:10:37.100 --> 00:10:38.000]  又是我彈琴的
[00:10:38.000 --> 00:10:39.300]  又是我收奉獻的
[00:10:39.300 --> 00:10:40.100]  都是我
[00:10:40.100 --> 00:10:41.500]  再加上祝福茶水的
[00:10:41.500 --> 00:10:43.300]  都是我來不如
[00:10:43.300 --> 00:10:48.300]  好啊
[00:10:48.300 --> 00:10:51.400]  我只能夠說這間教會不正常
[00:10:51.400 --> 00:10:54.400]  是一間不正常的教會
[00:10:54.400 --> 00:10:55.500]  一間正常的教會
[00:10:55.500 --> 00:10:57.600]  絕對不會是這樣影響的
[00:10:57.600 --> 00:10:58.900]  我們是一班人
[00:10:58.900 --> 00:11:00.400]  一個對工
[00:11:00.400 --> 00:11:02.400]  一個對工
[00:11:02.400 --> 00:11:05.200]  所以教會的侍奉都是一樣
[00:11:05.200 --> 00:11:07.100]  我們需要有對工
[00:11:07.100 --> 00:11:08.100]  合作
[00:11:08.100 --> 00:11:09.200]  努力去做
[00:11:09.200 --> 00:11:12.300]  這樣你才會看到那個益處在當中
[00:11:12.300 --> 00:11:14.400]  這個益處不單止是那個增長
[00:11:14.400 --> 00:11:16.600]  也是那個大家合作之間
[00:11:16.600 --> 00:11:19.000]  那個彼此深度的認識
[00:11:19.000 --> 00:11:20.200]  所以
[00:11:20.200 --> 00:11:22.000]  友愛的同行者
[00:11:22.000 --> 00:11:23.500]  是一個有益的
[00:11:23.500 --> 00:11:24.900]  是對我們有益處
[00:11:24.900 --> 00:11:26.100]  第二件事就是
[00:11:26.100 --> 00:11:27.800]  是對我們有保護的
[00:11:27.800 --> 00:11:29.100]  留意第十節
[00:11:29.100 --> 00:11:31.600]  「若是跌倒者人可以扶起他的同伴」
[00:11:31.600 --> 00:11:33.100]  「若是孤身跌倒」
[00:11:33.100 --> 00:11:34.800]  「沒有別人可以扶起他來」
[00:11:34.800 --> 00:11:36.600]  「者人就有禍了」
[00:11:36.600 --> 00:11:38.600]  從第十節到第十二節
[00:11:38.600 --> 00:11:41.400]  其實用了三個很具體的例子
[00:11:41.400 --> 00:11:45.300]  去證明了同伴的重要性
[00:11:45.300 --> 00:11:48.900]  去證實了二比一好
[00:11:48.900 --> 00:11:50.600]  這三個例子都要說明
[00:11:50.600 --> 00:11:52.100]  在困難的時候
[00:11:52.100 --> 00:11:54.600]  同伴有多麼重要的價值
[00:11:54.600 --> 00:11:56.200]  留意這一句話
[00:11:56.200 --> 00:11:57.800]  其實我們讀聖經
[00:11:57.800 --> 00:12:00.300]  這段經文你可以上網搜尋一下
[00:12:00.300 --> 00:12:01.600]  上網搜尋的時候
[00:12:01.600 --> 00:12:04.000]  你都會發現很多人說這篇道的時候
[00:12:04.000 --> 00:12:08.200]  都會用一個比較實踐的角度來講
[00:12:08.200 --> 00:12:09.200]  因為事實上
[00:12:09.200 --> 00:12:10.600]  每個中文字你都很懂
[00:12:10.600 --> 00:12:13.100]  你都不會太過去咬文嚼字
[00:12:13.100 --> 00:12:15.900]  所以很多人很快就會跳到應用的部分
[00:12:15.900 --> 00:12:17.800]  我今天想和大家嘗試去
[00:12:17.800 --> 00:12:20.000]  多些少踏入這段經文裡面
[00:12:20.000 --> 00:12:22.200]  看多些少它裡面有什麼重要的
[00:12:22.200 --> 00:12:24.300]  有些值得我們留意的地方
[00:12:24.300 --> 00:12:26.800]  這一句經文第十節的上半句
[00:12:26.800 --> 00:12:29.000]  用了「這人」開始
[00:12:29.000 --> 00:12:31.200]  其實「這人」是一個號碼
[00:12:31.200 --> 00:12:32.500]  就是「一」這個字
[00:12:32.500 --> 00:12:34.000]  就是「一」這個數目字
[00:12:34.000 --> 00:12:40.000]  所以這個人可以扶起他的同伴
[00:12:40.000 --> 00:12:42.100]  當他的同伴跌倒的時候
[00:12:42.100 --> 00:12:44.100]  而下一節的下半句
[00:12:44.100 --> 00:12:46.600]  中文翻譯就將「這人」
[00:12:46.600 --> 00:12:49.900]  「就有禍了」就放在最後面
[00:12:49.900 --> 00:12:51.900]  其實在白來文絕對不是這樣的
[00:12:51.900 --> 00:12:53.600]  是放在最前面的
[00:12:53.600 --> 00:12:55.100]  換句話說
[00:12:55.100 --> 00:12:56.400]  「這次糟糕了」
[00:12:56.400 --> 00:12:57.700]  有多麼糟糕啊
[00:12:57.700 --> 00:13:00.300]  原來那個人跌倒
[00:13:00.300 --> 00:13:01.500]  沒有人扶起他
[00:13:01.500 --> 00:13:02.600]  那就糟糕了
[00:13:02.600 --> 00:13:04.800]  大家有沒有試過跌倒
[00:13:04.800 --> 00:13:06.400]  跌在街上跌倒
[00:13:06.400 --> 00:13:10.600]  立即有一個
[00:13:10.600 --> 00:13:12.900]  很多時候你走到街上
[00:13:12.900 --> 00:13:14.900]  有時候會滑倒
[00:13:14.900 --> 00:13:16.300]  特別是下雪的時候
[00:13:16.300 --> 00:13:19.800]  你會被那些冰、雪滑倒
[00:13:19.800 --> 00:13:22.400]  但是有時候你的鞋帶鬆了
[00:13:22.400 --> 00:13:23.400]  又會滑倒
[00:13:23.400 --> 00:13:26.400]  有時候你經過街上的物品
[00:13:26.400 --> 00:13:28.400]  又跌倒
[00:13:28.400 --> 00:13:29.500]  有沒有試過跌倒的時候
[00:13:29.500 --> 00:13:31.400]  有人扶起你
[00:13:31.400 --> 00:13:34.100]  好像沒有人扶起你們
[00:13:34.100 --> 00:13:36.100]  如果被人立即扶起你
[00:13:36.100 --> 00:13:38.300]  其實你真的非常幸運
[00:13:38.300 --> 00:13:41.400]  因為身邊有人跟你一起走
[00:13:41.400 --> 00:13:42.700]  如果沒有的時候
[00:13:42.700 --> 00:13:45.200]  你會看到有人跌到眼腫腫、鼻子
[00:13:45.200 --> 00:13:46.800]  甚至是腳受傷
[00:13:46.800 --> 00:13:49.000]  或者是走不動了
[00:13:49.000 --> 00:13:51.000]  很多人都會這樣
[00:13:51.000 --> 00:13:52.200]  所以你會看到
[00:13:52.200 --> 00:13:57.700]  其實當沒有人幫這個「一」的時候
[00:13:57.700 --> 00:14:00.100]  「一」其實是不好的
[00:14:00.100 --> 00:14:02.400]  但是你作為「一」都有一個好處
[00:14:02.400 --> 00:14:04.900]  就是你幫那個「一」
[00:14:04.900 --> 00:14:07.200]  所以就湊夠「二」
[00:14:07.200 --> 00:14:08.700]  所以「一」加「一」
[00:14:08.700 --> 00:14:10.400]  那就好了,對不對?
[00:14:10.400 --> 00:14:12.400]  留意「同伴」這個字
[00:14:12.400 --> 00:14:16.300]  其實特別是指一個特定時間的同行者
[00:14:16.300 --> 00:14:18.600]  又或者是大家做同一類的事
[00:14:18.600 --> 00:14:20.300]  例如生意
[00:14:20.300 --> 00:14:23.400]  例如一統和信仰上面的群體
[00:14:23.400 --> 00:14:25.000]  大家都做同一樣的事
[00:14:25.000 --> 00:14:26.600]  譬如一起去敬拜
[00:14:26.600 --> 00:14:29.900]  所以如果你說落實在這個應用上面
[00:14:29.900 --> 00:14:31.300]  就是教會的肢體
[00:14:31.300 --> 00:14:34.600]  一起有一個共同的敬拜的對象
[00:14:34.600 --> 00:14:35.400]  我們要知道
[00:14:35.400 --> 00:14:39.200]  這裡所說的大概很有可能是一個旅程
[00:14:39.200 --> 00:14:41.600]  其中在一個旅程當中的時候
[00:14:41.600 --> 00:14:44.800]  有一個旅程的人士他跌倒了
[00:14:44.800 --> 00:14:48.200]  其實這個都不是一個很罕見的現象
[00:14:48.200 --> 00:14:49.900]  逛街跌倒有多難?
[00:14:49.900 --> 00:14:52.600]  特別在古代巴勒斯坦的路上
[00:14:52.600 --> 00:14:55.300]  是崎嶇不平、跌倒不平
[00:14:55.300 --> 00:14:59.300]  再加上如果天色黑暗的時候
[00:14:59.300 --> 00:15:00.800]  又沒有街燈
[00:15:00.800 --> 00:15:03.000]  所以你很容易跌倒、跌倒
[00:15:03.000 --> 00:15:05.400]  甚至跌到坑裡
[00:15:05.400 --> 00:15:06.600]  一個人不幸
[00:15:06.600 --> 00:15:11.400]  還被那些裝動物彈弓的那些動物的陷阱
[00:15:11.400 --> 00:15:13.000]  捉住你的時候
[00:15:13.000 --> 00:15:14.900]  可能你會受傷也不一定
[00:15:14.900 --> 00:15:16.900]  如果你沒有人跟你一起走
[00:15:16.900 --> 00:15:19.600]  分分鐘命都沒有了
[00:15:19.600 --> 00:15:21.400]  所以這裡不是那麼簡單
[00:15:21.400 --> 00:15:24.600]  這裡說的是一個生存的問題
[00:15:24.600 --> 00:15:28.300]  你一個人去生存其實是困難
[00:15:28.300 --> 00:15:30.900]  特別是當你遇到真正的困難的時候
[00:15:30.900 --> 00:15:34.100]  但是如果你有同行者的就不同了
[00:15:34.100 --> 00:15:35.300]  四章第八節
[00:15:35.300 --> 00:15:36.800]  那位有錢的人兄
[00:15:36.800 --> 00:15:38.500]  他賺了很多錢
[00:15:38.500 --> 00:15:40.800]  但是沒有人跟他分享
[00:15:40.800 --> 00:15:43.900]  所以跟這裡的處境非常不同
[00:15:43.900 --> 00:15:45.800]  情況就是很多時候
[00:15:45.800 --> 00:15:47.700]  特別你有小朋友你就會明白
[00:15:47.700 --> 00:15:51.000]  有時候去那些學校搞什麼營
[00:15:51.000 --> 00:15:52.500]  那些體驗營的時候
[00:15:52.500 --> 00:15:54.900]  他都會安排一些同學跟你一起
[00:15:54.900 --> 00:15:57.100]  因為大家有一個照應
[00:15:57.100 --> 00:16:00.600]  大家都可以互相去照應、幫助
