
[00:00:00.000 --> 00:00:06.260]  好感動 其實每次我自己看回剛才那段短片
[00:01:45.140 --> 00:01:49.860]  因為祂告訴我 北美是祂的金燈台
[00:01:49.860 --> 00:01:55.380]  你知道美國加拿大也是基督教的國家開始
[00:01:55.380 --> 00:01:59.180]  但是祂說這個火是不可以熄的
[00:01:59.180 --> 00:02:00.880]  這個火不可以熄
[00:02:00.880 --> 00:02:02.740]  真是走下坡
[00:02:02.740 --> 00:02:05.380]  所以當我祈禱的時候
[00:02:05.380 --> 00:02:07.700]  神說 你願意為我去嗎
[00:02:07.700 --> 00:02:10.340]  那裡有很多我的孩子
[00:02:10.340 --> 00:02:15.100]  你將你經歷過的過程跟他們分享
[00:02:15.100 --> 00:02:18.060]  我說 神啊 我人生下半場
[00:02:18.060 --> 00:02:21.340]  能夠過這麼豐盛的生命
[00:02:21.340 --> 00:02:23.180]  完全是因為你 我願意
[00:02:23.180 --> 00:02:25.940]  願意為你來這裡
[00:02:25.940 --> 00:02:31.020]  我可以想說給大家聽我的見證是
[00:02:31.020 --> 00:02:33.940]  因為耶穌說 耶穌曾經跟我說
[00:02:33.940 --> 00:02:35.260]  在聖經也有說
[00:02:35.260 --> 00:02:38.700]  祂說 我來是叫人得生命
[00:02:38.700 --> 00:02:41.460]  並且得得更豐盛
[00:02:41.460 --> 00:02:43.900]  其實我真的有問
[00:02:43.900 --> 00:02:45.500]  我祈禱我神
[00:02:45.500 --> 00:02:49.140]  其實我也挺豐盛的 我坐出去教會一下
[00:02:49.140 --> 00:02:52.700]  你還可以給我什麼呢
[00:02:52.700 --> 00:02:55.260]  我真的做夢也沒有想過
[00:02:55.260 --> 00:03:00.820]  原來祂的豐盛是人眼未曾見到
[00:03:00.820 --> 00:03:03.300]  耳朵也沒有聽過
[00:03:03.300 --> 00:03:05.340]  是這樣在這裡
[00:03:05.340 --> 00:03:09.620]  真是將那個豐盛的生命囂觀我
[00:03:09.620 --> 00:03:14.420]  不如首先說一下我是怎麼信耶穌的
[00:03:14.420 --> 00:03:21.020]  黎平是2003年 信耶穌
[00:03:21.020 --> 00:03:23.220]  其實我是1988年
[00:03:23.220 --> 00:03:25.260]  最後我離開娛樂圈
[00:03:25.260 --> 00:03:27.100]  我大概1982到1988年
[00:03:27.100 --> 00:03:29.980]  那五六年之間在娛樂圈工作
[00:03:29.980 --> 00:03:31.700]  也很感恩
[00:03:31.700 --> 00:03:34.380]  很多機會可以跟一些超級的
[00:03:34.380 --> 00:03:35.700]  現在都做了巨星
[00:03:35.700 --> 00:03:37.820]  什麼周潤發 劉德華那些
[00:03:37.820 --> 00:03:40.180]  甚至梁朝偉也合作過
[00:03:40.180 --> 00:03:43.100]  那幾年是很豐盛
[00:03:43.100 --> 00:03:46.180]  但在1988年 你們也看到了
[00:03:46.180 --> 00:03:50.580]  我去到北京中央春節聯歡晚會
[00:03:50.580 --> 00:03:54.940]  當時北京是整個中國最大的節目
[00:03:54.940 --> 00:03:57.380]  一個新年節目
[00:03:57.380 --> 00:04:00.020]  我做完1988年春晚我就退休了
[00:04:00.020 --> 00:04:01.460]  我就結婚了
[00:04:01.460 --> 00:04:03.340]  很多人都說為什麼
[00:04:03.340 --> 00:04:05.540]  哇 你事業到了高峰
[00:04:05.540 --> 00:04:08.540]  你上一下春晚就紅遍全中國
[00:04:08.540 --> 00:04:10.980]  你怎麼捨得放下呢
[00:04:10.980 --> 00:04:13.180]  我有時發覺很奇怪
[00:04:13.180 --> 00:04:16.180]  原來人的心在哪裡
[00:04:16.180 --> 00:04:18.020]  你的人就在哪裡
[00:04:18.020 --> 00:04:20.420]  當我想著我要結婚
[00:04:20.420 --> 00:04:22.260]  我要展開新的事業
[00:04:22.260 --> 00:04:24.100]  因為我爸爸是做生意的
[00:04:24.100 --> 00:04:26.860]  我覺得我有些做生意的細胞
[00:04:26.860 --> 00:04:29.340]  我覺得做生意賺更多錢
[00:04:29.340 --> 00:04:31.020]  多過做藝人
[00:04:31.020 --> 00:04:33.820]  我覺得在不同階段做不同的事
[00:04:33.820 --> 00:04:37.860]  我真的放下就離開娛樂圈
[00:04:37.860 --> 00:04:42.860]  如是者其實我進了一個地產界行業
[00:04:42.860 --> 00:04:45.700]  你想想1988年到1998年那十年
[00:04:45.700 --> 00:04:48.580]  香港地產界是起飛的
[00:04:48.580 --> 00:04:50.980]  你買任何的物業
[00:04:50.980 --> 00:04:53.180]  你真的是點石成金的
[00:04:53.180 --> 00:04:56.580]  眨眼一百多萬就是這樣賺的
[00:04:56.580 --> 00:05:00.540]  那十多年我真的賺了很多錢
[00:05:00.540 --> 00:05:04.860]  我沒有想過九七回歸 是不是
[00:05:04.860 --> 00:05:10.700]  九七回歸就... 麗萍好像真是太聰明了
[00:05:10.700 --> 00:05:15.300]  很多國內的同胞來香港移民
[00:05:15.300 --> 00:05:17.260]  當然多買幾間房子
[00:05:17.260 --> 00:05:19.940]  準備賣給他們賺錢
[00:05:19.940 --> 00:05:22.220]  我都算得很清楚
[00:05:22.220 --> 00:05:24.580]  沒有想過九七回歸
[00:05:24.580 --> 00:05:26.540]  國內的人又沒有來
[00:05:26.540 --> 00:05:29.900]  怎知道1998年有個亞洲金融風暴
[00:05:29.900 --> 00:05:32.420]  我不知道你們有沒有經歷
[00:05:32.420 --> 00:05:38.140]  一沉百踩到2003年
[00:05:38.140 --> 00:05:40.460]  那五年不得了
[00:05:40.460 --> 00:05:45.980]  當然賺過錢又虧損了很多錢
[00:05:45.980 --> 00:05:50.420]  在那時好像有點兒禍不單行
[00:05:50.420 --> 00:05:52.540]  做事業又碰到難關
[00:05:52.540 --> 00:05:55.300]  在家庭上又碰到難關
[00:05:55.300 --> 00:05:58.500]  我的孩子開始進入青少年期
[00:05:58.500 --> 00:06:00.300]  十二、十三歲了
[00:06:00.300 --> 00:06:02.020]  讀國際學校
[00:06:02.020 --> 00:06:05.460]  你知道國際學校的孩子很厲害
[00:06:05.460 --> 00:06:07.140]  什麼都說自由
[00:06:07.140 --> 00:06:10.540]  媽媽你不可以控制我
[00:06:10.540 --> 00:06:12.660]  我很記得當他們...
[00:06:12.660 --> 00:06:13.740]  因為我四個小朋友
[00:06:13.740 --> 00:06:15.300]  我告訴你我生了三個兒子
[00:06:15.300 --> 00:06:16.460]  一個女兒
[00:06:16.460 --> 00:06:19.740]  你知道反叛期三個兒子一起
[00:06:19.740 --> 00:06:23.260]  撐著媽媽都挺吃力的
[00:06:23.260 --> 00:06:26.460]  我很記得那時初中
[00:06:26.460 --> 00:06:27.820]  我跟兒子說
[00:06:27.820 --> 00:06:31.540]  兒子 媽媽來學校接你好不好
[00:06:31.540 --> 00:06:34.100]  他馬上說不要來
[00:06:34.100 --> 00:06:35.380]  通常我們的媽媽
[00:06:35.380 --> 00:06:37.940]  你有你說我有我做
[00:06:37.940 --> 00:06:39.740]  照樣去接他
[00:06:39.740 --> 00:06:42.740]  我真的沒想過要接他放學
[00:06:42.740 --> 00:06:44.100]  我就說兒子
[00:06:44.100 --> 00:06:44.980]  媽媽在這兒
[00:06:44.980 --> 00:06:46.980]  過來 媽媽在這兒
[00:06:46.980 --> 00:06:50.020]  我兒子遠遠看到媽媽
[00:06:50.020 --> 00:06:53.100]  當然很有同感
[00:06:53.100 --> 00:06:55.660]  差點看不到我走了去
[00:06:55.660 --> 00:06:58.500]  那時我真是很大的刺激
[00:06:58.500 --> 00:07:01.180]  為什麼我知道他看到我
[00:07:01.180 --> 00:07:03.940]  為何會擇家衣檔看不到我
[00:07:03.940 --> 00:07:05.740]  其實原來我們做父母
[00:07:05.740 --> 00:07:09.380]  說真的自己都是學到老做到老
[00:07:09.380 --> 00:07:11.900]  原來孩子青少年期
[00:07:11.900 --> 00:07:15.580]  他覺得自己小大人
[00:07:15.580 --> 00:07:17.300]  媽媽還來接我放學
[00:07:17.300 --> 00:07:17.900]  不是吧
[00:07:17.900 --> 00:07:20.300]  被同學看到也很丟臉
[00:07:20.300 --> 00:07:23.220]  所以我們自己也不停學習
[00:07:23.220 --> 00:07:25.380]  於是
[00:07:25.380 --> 00:07:27.420]  我不只這樣
[00:07:27.420 --> 00:07:29.940]  說真的同學就是因為這樣
[00:07:29.940 --> 00:07:31.940]  就算回到家也是
[00:07:31.940 --> 00:07:33.300]  回到家
[00:07:33.300 --> 00:07:35.420]  我覺得我一回家
[00:07:35.420 --> 00:07:38.220]  我就聽到關門的聲音
[00:07:38.220 --> 00:07:39.620]  馬上關門
[00:07:39.620 --> 00:07:43.420]  媽媽你不要來騷擾我
[00:07:43.420 --> 00:07:44.620]  但我想想
[00:07:44.620 --> 00:07:47.220]  我們小時候不是這樣的
[00:07:47.220 --> 00:07:52.260]  因為我爸爸是山東人
[00:07:52.260 --> 00:07:57.500]  他第二次世界大戰逃難來香港
[00:07:57.500 --> 00:08:00.060]  初期很辛苦在調景嶺
[00:08:00.060 --> 00:08:02.220]  即是砸石仔開始
[00:08:02.220 --> 00:08:03.820]  一直很辛苦
[00:08:03.820 --> 00:08:05.580]  又讀夜校
[00:08:05.580 --> 00:08:07.260]  去長知識
[00:08:07.260 --> 00:08:08.700]  所以我爸爸那時
[00:08:08.700 --> 00:08:10.580]  我們小時候爸爸下班回來
[00:08:10.580 --> 00:08:13.020]  起碼都九點幾十點幾
[00:08:13.020 --> 00:08:15.500]  才可以吃他的晚飯
[00:08:15.500 --> 00:08:17.540]  我媽媽很好
[00:08:17.540 --> 00:08:18.780]  經常跟我們說
[00:08:18.780 --> 00:08:22.100]  你們要孝順爸爸
[00:08:22.100 --> 00:08:24.060]  因為爸爸很辛苦
[00:08:24.060 --> 00:08:25.900]  因為他生了七個
[00:08:25.900 --> 00:08:27.900]  我媽媽生了六個女兒和一個兒子
[00:08:27.900 --> 00:08:30.140]  以前的女人真的無話可說
[00:08:30.140 --> 00:08:32.860]  真的拼命要生一個兒子出來
[00:08:32.860 --> 00:08:34.780]  弄了七個出來
[00:08:34.780 --> 00:08:38.020]  我爸爸一放工回來
[00:08:38.020 --> 00:08:40.540]  我記得我們一群女兒
[00:08:40.540 --> 00:08:43.100]  一按鐘衝出去開門
[00:08:43.100 --> 00:08:45.700]  開門讓爸爸抱著爸爸
[00:08:45.700 --> 00:08:47.260]  斟茶斟茶
[00:08:47.260 --> 00:08:48.620]  拿拖鞋拿拖鞋
[00:08:48.620 --> 00:08:50.100]  接著按摩骨
[00:08:50.100 --> 00:08:53.060]  我們幾個女兒都是擦鞋仔
[00:08:53.060 --> 00:08:56.180]  我覺得爸爸真是很幸福
[00:08:56.180 --> 00:08:59.180]  一群女兒這麼疼愛爸爸
[00:08:59.180 --> 00:09:01.500]  我心想為甚麼我的年代
[00:09:01.500 --> 00:09:04.220]  是這麼愛父母
[00:09:04.220 --> 00:09:06.100]  尊師重道
[00:09:06.100 --> 00:09:08.900]  但現在的孩子不是
[00:09:08.900 --> 00:09:12.660]  我發覺因為年代真的不同
[00:09:12.660 --> 00:09:14.620]  我看到爸爸是多麼辛苦
[00:09:14.620 --> 00:09:17.180]  但其實我們的年代開始太平盛世
[00:09:17.180 --> 00:09:18.660]  不用打仗了
[00:09:18.660 --> 00:09:21.100]  他覺得我們都很容易
[00:09:21.100 --> 00:09:24.180]  加上科技發達
[00:09:24.180 --> 00:09:25.420]  他們上網
[00:09:25.420 --> 00:09:27.060]  你不可以不讓他們上網
[00:09:27.060 --> 00:09:29.060]  人人都拿著電腦做工
[00:09:29.060 --> 00:09:30.340]  他不懂不行
[00:09:30.340 --> 00:09:33.220]  但他上網看甚麼我們都不知道
[00:09:33.220 --> 00:09:34.380]  真是不知道
[00:09:34.380 --> 00:09:37.340]  由五湖四海那些資訊
[00:09:37.340 --> 00:09:40.660]  他懂的東西誰給他你都不知道
[00:09:40.660 --> 00:09:42.420]  你不給他又不行
[00:09:42.420 --> 00:09:44.940]  莫說現在更危險
[00:09:44.940 --> 00:09:45.980]  今天去到甚麼
[00:09:45.980 --> 00:09:47.500]  AI
[00:09:47.500 --> 00:09:49.220]  AI的年代
[00:09:49.220 --> 00:09:51.580]  所以我告訴你
[00:09:51.580 --> 00:09:54.260]  當時還未有AI
[00:09:54.260 --> 00:09:55.860]  更簡單
[00:09:55.860 --> 00:09:58.860]  在那個時刻
[00:09:58.860 --> 00:10:00.100]  我很喜歡跟家長
[00:10:00.100 --> 00:10:01.580]  我們照顧小朋友放學
[00:10:01.580 --> 00:10:03.740]  一定有家長在
[00:10:03.740 --> 00:10:05.220]  我就跟家長說
[00:10:05.220 --> 00:10:08.860]  現在的小朋友為甚麼這麼反叛
[00:10:08.860 --> 00:10:12.420]  居然那個女士跟我說
[00:10:12.420 --> 00:10:16.780]  你不如帶你的兒子去教會吧
[00:10:16.780 --> 00:10:18.860]  去教會做甚麼
[00:10:18.860 --> 00:10:20.460]  她說那裡有些傳道人
[00:10:20.460 --> 00:10:25.020]  幫你教兒子是不收錢的
[00:10:25.020 --> 00:10:27.260]  當然也不是因為這樣
[00:10:27.260 --> 00:10:31.780]  但因為我自小在教會學校讀書
[00:10:31.780 --> 00:10:36.420]  雖然那時我自己也不太正式相信
[00:10:36.420 --> 00:10:38.540]  但我有個印象
[00:10:38.540 --> 00:10:39.940]  也有個種子
[00:10:39.940 --> 00:10:42.900]  我覺得在教會讀書的孩子是乖一點
[00:10:42.900 --> 00:10:47.140]  因為真的看到教目是不同的生命
[00:10:47.140 --> 00:10:49.220]  我就順服
[00:10:49.220 --> 00:10:50.500]  我說好啊好啊
[00:10:50.500 --> 00:10:51.940]  也可以試一下
[00:10:51.940 --> 00:10:53.940]  我們有個茶經班很開心的
[00:10:53.940 --> 00:10:56.540]  你來參加我們茶經班
[00:10:56.540 --> 00:10:57.900]  茶經班
[00:10:57.900 --> 00:10:59.300]  你知道我當時在想甚麼嗎
[00:10:59.300 --> 00:11:03.100]  我以為有茶喝有點心吃
[00:11:03.100 --> 00:11:05.820]  一會兒你們也有茶喝有點心吃
[00:11:05.820 --> 00:11:07.780]  牧師也安排了
[00:11:07.780 --> 00:11:10.140]  但我沒想過原來我坐著
[00:11:10.140 --> 00:11:12.700]  是聽一篇道
[00:11:12.700 --> 00:11:17.500]  我發覺原來神真的開始是時間召喚我
[00:11:17.500 --> 00:11:19.780]  所以如果今天你們有機會來到
[00:11:19.780 --> 00:11:23.780]  可能也是神真的和你說話召喚你
[00:11:23.780 --> 00:11:24.820]  我第一篇道
[00:11:24.820 --> 00:11:27.620]  我真的覺得神是為我度身訂造
[00:11:27.620 --> 00:11:32.540]  不如你打開聖靈的果子的金句給大家看看
[00:11:32.540 --> 00:11:34.260]  因為當時我就是學你
[00:11:34.260 --> 00:11:37.700]  他說這件事對我很新鮮
[00:11:37.700 --> 00:11:38.980]  不如我們一起讀吧
[00:11:38.980 --> 00:11:40.180]  一二三
[00:11:40.180 --> 00:11:42.580]  聖靈所結的果子
[00:11:42.580 --> 00:11:51.540]  就是仁愛 喜樂 和平 忍耐 因慈 良善 信實 溫柔 節制
[00:11:51.540 --> 00:11:56.020]  這樣的事沒有律法禁止
[00:11:56.020 --> 00:11:59.180]  當時聖靈 果子
[00:11:59.180 --> 00:12:01.060]  我真的一頭霧水
[00:12:01.060 --> 00:12:05.140]  後來才知道原來當你願意信耶穌
[00:12:05.140 --> 00:12:07.860]  神的靈就會進入你裡面
[00:12:07.860 --> 00:12:09.260]  和你在一起
[00:12:09.260 --> 00:12:11.860]  讓你的生命有一個很大的改變
[00:12:11.860 --> 00:12:14.980]  會結出很美好的生命特質
[00:12:14.980 --> 00:12:21.020]  就包括仁愛 喜樂 和平 忍耐 因慈 良善 信實 溫柔 節制
[00:12:21.020 --> 00:12:22.580]  我以前做人
[00:12:22.580 --> 00:12:26.820]  我覺得我做一個好的公民
[00:12:26.820 --> 00:12:30.060]  老老實實沒有偷呃拐騙
[00:12:30.060 --> 00:12:33.220]  有多餘的錢做慈善
[00:12:33.220 --> 00:12:35.260]  我覺得人差不多
[00:12:35.260 --> 00:12:36.860]  我沒有想過
[00:12:36.860 --> 00:12:43.740]  原來在主裡面 祂要我們的生命去到一個這樣的質素
[00:12:43.740 --> 00:12:47.940]  我們是不是真的在裡面活出那種仁愛呢
[00:12:47.940 --> 00:12:49.660]  喜樂 和平
[00:12:49.660 --> 00:12:50.860]  和平很多時候
[00:12:50.860 --> 00:12:53.900]  有很多時候我覺得人不知覺會說一下是非
[00:12:53.900 --> 00:12:55.820]  東家長 裡家短
[00:12:55.820 --> 00:12:58.620]  我們可能製造了一些矛盾
[00:12:58.620 --> 00:13:00.380]  那和平何來呢
[00:13:00.380 --> 00:13:04.660]  還有忍耐 因慈 溫柔 節制
[00:13:04.660 --> 00:13:06.980]  其實溫柔節制我都沒有
[00:13:06.980 --> 00:13:08.860]  為何兒子反叛
[00:13:08.860 --> 00:13:10.500]  我叫他來 兒子來
[00:13:10.500 --> 00:13:12.460]  他就偏走到那麼遠
[00:13:12.460 --> 00:13:14.340]  我不知道今天你的兒子怎樣
[00:13:14.340 --> 00:13:15.780]  假如你住洛杉磯
[00:13:15.780 --> 00:13:19.140]  肯定他讀完書 找個工作去洛杉磯
[00:13:19.140 --> 00:13:21.420]  去紐約 去哪裡
[00:13:21.420 --> 00:13:22.540]  或者去多倫多
[00:13:22.540 --> 00:13:24.980]  他都不會在洛杉磯陪著你
[00:13:24.980 --> 00:13:27.700]  總之他走遠一點
[00:13:27.700 --> 00:13:32.740]  因為我看見很多時候小朋友自己去了別處
[00:13:32.740 --> 00:13:35.620]  所以很多時候
[00:13:35.620 --> 00:13:37.620]  他們那種態度
[00:13:37.620 --> 00:13:38.660]  不是那麼好的時候
[00:13:38.660 --> 00:13:41.460]  我就爆火了 我會罵的
[00:13:41.460 --> 00:13:42.940]  那我真的看看
[00:13:42.940 --> 00:13:44.780]  我何來溫柔呢
[00:13:44.780 --> 00:13:46.860]  何來節制 忍耐
[00:13:46.860 --> 00:13:50.660]  原來神開始提升我的生命
[00:13:50.660 --> 00:13:53.420]  去一個更好的層次
[00:13:53.420 --> 00:13:56.460]  那我就學習
[00:13:56.460 --> 00:13:58.220]  還有一個金句
[00:13:58.220 --> 00:14:00.060]  其實原來做了基督徒
[00:14:00.060 --> 00:14:02.180]  神真的常常教我們
[00:14:02.180 --> 00:14:05.220]  不過我們沒有謙卑自己好好學習
[00:14:05.220 --> 00:14:06.500]  聖經已經教了
[00:14:06.500 --> 00:14:07.980]  不如一起讀出來 好嗎
[00:14:07.980 --> 00:14:09.420]  一二三
[00:14:09.420 --> 00:14:11.380]  你們作父親的
[00:14:11.380 --> 00:14:13.580]  不要惹兒女的氣
[00:14:13.580 --> 00:14:16.980]  只要照著主的教訓和警戒
[00:14:16.980 --> 00:14:19.060]  養育他們
[00:14:19.060 --> 00:14:21.420]  當時我先生
[00:14:21.420 --> 00:14:24.340]  只有我帶著小朋友四個
[00:14:24.340 --> 00:14:26.780]  好像趕鴨子一樣去教會
[00:14:26.780 --> 00:14:29.340]  我先生不肯進教會
[00:14:29.340 --> 00:14:30.620]  行了 你們去吧
[00:14:30.620 --> 00:14:31.980]  去吧 當然好
[00:14:31.980 --> 00:14:34.700]  我們個個去教會變得乖 變好了
[00:14:34.700 --> 00:14:37.380]  他當然快樂了 老婆
[00:14:37.380 --> 00:14:39.420]  真的溫柔了
[00:14:39.420 --> 00:14:41.340]  所以我看到這句的時候
[00:14:41.340 --> 00:14:42.780]  我馬上指給他看
[00:14:42.780 --> 00:14:43.780]  跟老公說
[00:14:43.780 --> 00:14:47.180]  那那那 神跟你說話
[00:14:47.180 --> 00:14:49.180]  原來一個爸爸
[00:14:49.180 --> 00:14:52.940]  在家庭的角色是很重要的
[00:14:52.940 --> 00:14:54.420]  因為聖經說
[00:14:54.420 --> 00:14:57.900]  爸爸是家庭的頭
[00:14:57.900 --> 00:15:02.980]  還有男人的祝福是千代萬代的
[00:15:02.980 --> 00:15:04.380]  你看舊約
[00:15:04.380 --> 00:15:07.780]  阿伯拉罕 以撒 雅各
[00:15:07.780 --> 00:15:12.380]  個個子孫等著那個男人去祝福他們
[00:15:12.380 --> 00:15:14.140]  但是你怎樣才有個權柄
[00:15:14.140 --> 00:15:16.220]  真的祝福到你千代萬代
[00:15:16.220 --> 00:15:18.820]  因為他們都是天父的兒女
[00:15:18.820 --> 00:15:21.740]  所以權柄是由天上來的
[00:15:21.740 --> 00:15:26.580]  所以在聖經是很看重爸爸的教導
[00:15:26.580 --> 00:15:28.020]  當然我們做媽媽
[00:15:28.020 --> 00:15:30.300]  都一樣知道我們要學什麼
[00:15:30.300 --> 00:15:35.060]  他說 原來你這麼辛苦生孩子
[00:15:35.060 --> 00:15:37.220]  是不是 你希望他好
[00:15:37.220 --> 00:15:38.660]  養兒育女
[00:15:38.660 --> 00:15:43.220]  他叫我們不要惹孩子生氣
[00:15:43.220 --> 00:15:45.860]  就是說神知道我們很多時
[00:15:45.860 --> 00:15:47.820]  我們自己的言行舉止
[00:15:47.820 --> 00:15:49.340]  我們那個皮性
[00:15:49.340 --> 00:15:51.620]  我們都很爆的
[00:15:51.620 --> 00:15:53.340]  我們隨時會責備他
[00:15:53.340 --> 00:15:54.900]  會罵兒子的
[00:15:54.900 --> 00:15:56.700]  我記得以前 很好笑
[00:15:56.700 --> 00:15:59.060]  我會說兒子一懷孕
[00:15:59.060 --> 00:16:01.500]  真是難怪人家說生孩子差少
[00:16:01.500 --> 00:16:03.540]  比生孩子好
[00:16:03.540 --> 00:16:05.860]  兒子其實是牙尖嘴
[00:16:05.860 --> 00:16:07.740]  他說我沒有說要來這個世界
[00:16:07.740 --> 00:16:11.300]  是你自己要生我出來
[00:16:11.300 --> 00:16:13.020]  這也是
[00:16:13.020 --> 00:16:14.100]  其實我們生他
[00:16:14.100 --> 00:16:16.020]  我們是希望他好
[00:16:16.020 --> 00:16:19.580]  但原來神說你不要讓他生氣
[00:16:19.580 --> 00:16:22.620]  你照著主的教訓和警戒
[00:16:22.620 --> 00:16:25.980]  主的教訓和警戒是什麼
[00:16:25.980 --> 00:16:29.660]  原來主是教會我們說話
[00:16:29.660 --> 00:16:33.900]  他說你隨時要說詛咒別人的說話
[00:16:33.900 --> 00:16:37.100]  不要自己詛咒自己
[00:16:37.100 --> 00:16:38.620]  我們最喜歡說
[00:16:38.620 --> 00:16:40.140]  你這個臭小子
[00:16:40.140 --> 00:16:41.820]  真是麻煩
[00:16:41.820 --> 00:16:43.220]  你自己詛咒自己的兒子
[00:16:43.220 --> 00:16:44.940]  哪裡有人這樣
[00:16:44.940 --> 00:16:46.420]  或者罵老公
[00:16:46.420 --> 00:16:47.500]  沒有的
[00:16:47.500 --> 00:16:49.660]  你記住你口說的言語
[00:16:49.660 --> 00:16:52.460]  他會反彈給自己
[00:16:52.460 --> 00:16:55.780]  所以神說你記得說詛咒別人的說話
[00:16:55.780 --> 00:17:00.900]  就好像一個金蘋果掉落銀網子裡
[00:17:00.900 --> 00:17:03.540]  發出的聲音是很好的
[00:17:03.540 --> 00:17:05.420]  原來那種和平
[00:17:05.420 --> 00:17:06.380]  那種仁愛
[00:17:06.380 --> 00:17:07.900]  那種恩慈
[00:17:07.900 --> 00:17:10.780]  是在我們口中的言語拍出來的
[00:17:10.780 --> 00:17:13.500]  所以當我學到這句
[00:17:13.500 --> 00:17:15.500]  我知道神跟我說
[00:17:15.500 --> 00:17:17.420]  你自己決定
[00:17:17.420 --> 00:17:20.420]  你究竟是想詛咒你的孩子
[00:17:20.420 --> 00:17:23.620]  還是說一些話去毀滅他
[00:17:23.620 --> 00:17:24.860]  這個很重要
[00:17:24.860 --> 00:17:26.740]  教會了我做父母
[00:17:26.740 --> 00:17:28.420]  從此懂得說話
[00:17:28.420 --> 00:17:30.340]  不僅是祝福我的孩子
[00:17:30.340 --> 00:17:31.820]  我的配偶
[00:17:31.820 --> 00:17:33.900]  甚至我身邊的朋友
[00:17:33.900 --> 00:17:36.900]  其實說到配偶方面也有分享
[00:17:36.900 --> 00:17:40.100]  我記得那時候因為我先生不去教會
[00:17:40.100 --> 00:17:42.660]  我自己一個人拖著四個
[00:17:42.660 --> 00:17:44.460]  真是很生氣的
[00:17:44.460 --> 00:17:47.740]  很多時候會跟他有些撒屁話
[00:17:47.740 --> 00:17:49.220]  直到什麼時候
[00:17:49.220 --> 00:17:51.060]  我改變我的態度
[00:17:51.060 --> 00:17:52.980]  也是聖經教我
[00:17:52.980 --> 00:17:54.980]  那個耶和華神
[00:17:54.980 --> 00:17:56.660]  你知道在《創世紀》
[00:17:56.660 --> 00:17:59.500]  港神創造了阿當
[00:17:59.500 --> 00:18:01.380]  後來做了阿娃
[00:18:01.380 --> 00:18:02.900]  為什麼會做阿娃呢?
[00:18:02.900 --> 00:18:05.220]  原本他只是做阿當
[00:18:05.220 --> 00:18:07.180]  Maggie可不可以打出來
[00:18:07.180 --> 00:18:09.260]  不如我們一起讀神說什麼
[00:18:09.260 --> 00:18:10.300]  一二三
[00:18:10.300 --> 00:18:11.860]  耶和華神說
[00:18:11.860 --> 00:18:14.140]  那人獨居不好
[00:18:14.140 --> 00:18:16.900]  我要為他做一個配偶
[00:18:16.900 --> 00:18:19.300]  幫助他
[00:18:19.300 --> 00:18:21.740]  我看到這一句的時候
[00:18:21.740 --> 00:18:23.100]  我就心想
[00:18:23.100 --> 00:18:28.340]  原來神也知道我的老公不好
[00:18:28.340 --> 00:18:29.940]  所以要做我
[00:18:29.940 --> 00:18:32.820]  去幫助他
[00:18:32.820 --> 00:18:33.940]  我想想
[00:18:33.940 --> 00:18:36.940]  既然神就是因為他不完美
[00:18:36.940 --> 00:18:39.700]  那我才有我們女人的出現
