
[00:00:00.000 --> 00:00:05.360]  有人說人生是一連串的抉擇
[00:03:49.000 --> 00:03:52.000]  於是我約了她去中文大學那裏交收
[00:03:52.000 --> 00:03:54.000]  因為我住近那裏她住近那裏
[00:03:54.000 --> 00:03:56.000]  去那裏交給她
[00:03:56.000 --> 00:03:58.000]  一交就交了大約八本書給她
[00:03:58.000 --> 00:04:00.000]  還有一堆筆記給她
[00:04:00.000 --> 00:04:02.000]  有些文章有些是筆記
[00:04:02.000 --> 00:04:04.000]  她答應我半年之後還給我
[00:04:04.000 --> 00:04:07.000]  她就去看看尋求神的旨意
[00:04:07.000 --> 00:04:10.000]  尋求神的旨意是一個很重要的題目對我們來說
[00:04:10.000 --> 00:04:11.000]  為甚麼呢
[00:04:11.000 --> 00:04:13.000]  有三節經文今天讀經那裏
[00:04:13.000 --> 00:04:14.000]  第一
[00:04:14.000 --> 00:04:16.000]  瑪麗芬十二章五十節
[00:04:16.000 --> 00:04:18.000]  耶穌說甚麼
[00:04:18.000 --> 00:04:20.000]  凡遵行我天父旨意的人
[00:04:20.000 --> 00:04:23.000]  就是我的兄弟姊妹和母親
[00:04:23.000 --> 00:04:25.000]  耶穌為甚麼說這番說話呢
[00:04:25.000 --> 00:04:29.000]  我記得當有一天耶穌和一班人在一起
[00:04:29.000 --> 00:04:32.000]  那班人就圍著聽他講說話
[00:04:32.000 --> 00:04:35.000]  你知道耶穌講說話是很精彩的
[00:04:35.000 --> 00:04:37.000]  他是神的兒子
[00:04:37.000 --> 00:04:39.000]  雖然我沒有機會聽他講說話
[00:04:39.000 --> 00:04:41.000]  但我們讀聖經
[00:04:41.000 --> 00:04:44.000]  看到他講的說話是很不尋常的
[00:04:44.000 --> 00:04:46.000]  他講的說話是
[00:04:46.000 --> 00:04:48.000]  正如我說
[00:04:48.000 --> 00:04:50.000]  如果我跟你去講
[00:04:50.000 --> 00:04:52.000]  別人以為我們是精神病也說不定
[00:04:52.000 --> 00:04:54.000]  我是天上來的
[00:04:54.000 --> 00:04:56.000]  我是生命的糧
[00:04:56.000 --> 00:04:58.000]  多厲害
[00:04:58.000 --> 00:05:00.000]  我是生命的糧
[00:05:00.000 --> 00:05:02.000]  多厲害
[00:05:02.000 --> 00:05:04.000]  我看見父怎樣做
[00:05:04.000 --> 00:05:06.000]  我就怎樣做
[00:05:06.000 --> 00:05:08.000]  我聽見他怎樣講
[00:05:08.000 --> 00:05:10.000]  別人說你是否有病
[00:05:10.000 --> 00:05:12.000]  摸摸你的額頭
[00:05:12.000 --> 00:05:14.000]  所以那班人就走在一起
[00:05:14.000 --> 00:05:16.000]  圍著耶穌
[00:05:16.000 --> 00:05:18.000]  他們未必一定是基督徒
[00:05:18.000 --> 00:05:20.000]  有些人就聽他講甚麼
[00:05:20.000 --> 00:05:22.000]  捉到你的把柄就對付你
[00:05:22.000 --> 00:05:24.000]  有些是這樣的心態
[00:05:24.000 --> 00:05:26.000]  有些真是聽他講
[00:05:26.000 --> 00:05:28.000]  圍著他
[00:05:28.000 --> 00:05:30.000]  突然有人說
[00:05:30.000 --> 00:05:32.000]  你媽來了
[00:05:32.000 --> 00:05:34.000]  你媽來了
[00:05:34.000 --> 00:05:36.000]  你兄弟和妹妹來了
[00:05:36.000 --> 00:05:38.000]  兄弟妹妹和母親來了
[00:05:38.000 --> 00:05:40.000]  所以從這次聖經
[00:05:40.000 --> 00:05:42.000]  有人說
[00:05:42.000 --> 00:05:44.000]  原來主耶穌基督
[00:05:44.000 --> 00:05:46.000]  除了有
[00:05:46.000 --> 00:05:48.000]  瑪利亞和約瑟
[00:05:48.000 --> 00:05:50.000]  生了
[00:05:50.000 --> 00:05:52.000]  瑪利亞姓名錦印
[00:05:52.000 --> 00:05:54.000]  不關約瑟的事
[00:05:54.000 --> 00:05:56.000]  但他們兩個是夫婦
[00:05:56.000 --> 00:05:58.000]  然後再生了
[00:05:58.000 --> 00:06:00.000]  有兄弟
[00:06:00.000 --> 00:06:02.000]  沒有兄的,是弟弟
[00:06:02.000 --> 00:06:04.000]  弟弟和妹妹
[00:06:04.000 --> 00:06:06.000]  不過原文這個字
[00:06:06.000 --> 00:06:08.000]  因為原文的字有時
[00:06:08.000 --> 00:06:10.000]  可以是
[00:06:10.000 --> 00:06:12.000]  一個字代表了
[00:06:12.000 --> 00:06:14.000]  是兄弟
[00:06:14.000 --> 00:06:16.000]  或者是堂兄弟
[00:06:16.000 --> 00:06:18.000]  都可以的
[00:06:18.000 --> 00:06:20.000]  他不是分得那麼清
[00:06:20.000 --> 00:06:22.000]  我們中國人知道
[00:06:22.000 --> 00:06:24.000]  這是我堂弟,這是我表弟,這是我弟弟
[00:06:24.000 --> 00:06:26.000]  這個又是我不知道甚麼弟
[00:06:26.000 --> 00:06:28.000]  我不講甚麼弟
[00:06:28.000 --> 00:06:30.000]  所以無論怎樣
[00:06:30.000 --> 00:06:32.000]  即是說
[00:06:32.000 --> 00:06:34.000]  是有
[00:06:34.000 --> 00:06:36.000]  可能真的有兄弟姊妹
[00:06:36.000 --> 00:06:38.000]  弟弟姊妹
[00:06:38.000 --> 00:06:40.000]  但耶穌基督說了一句
[00:06:40.000 --> 00:06:42.000]  他不是說
[00:06:42.000 --> 00:06:44.000]  我管他是不是我媽
[00:06:44.000 --> 00:06:46.000]  但他說
[00:06:46.000 --> 00:06:48.000]  遵行父旨的
[00:06:48.000 --> 00:06:50.000]  就是我的兄弟姊妹和母親
[00:06:50.000 --> 00:06:52.000]  遵行父旨的
[00:06:52.000 --> 00:06:54.000]  你說是否很重要
[00:06:54.000 --> 00:06:56.000]  遵行天父旨意的
[00:06:56.000 --> 00:06:58.000]  是很重要的
[00:06:58.000 --> 00:07:00.000]  所以我們是否要尋求
[00:07:00.000 --> 00:07:02.000]  明白甚麼是天父甚麼是神的旨意
[00:07:02.000 --> 00:07:04.000]  《約翰福音4:34》
[00:07:04.000 --> 00:07:06.000]  我的食物就是要遵行
[00:07:06.000 --> 00:07:08.000]  差我來那位的旨意
[00:07:08.000 --> 00:07:10.000]  完成他的功
[00:07:10.000 --> 00:07:12.000]  當然不是意思說
[00:07:12.000 --> 00:07:14.000]  耶穌不用吃東西
[00:07:14.000 --> 00:07:16.000]  總之
[00:07:16.000 --> 00:07:18.000]  祂是侍奉
[00:07:18.000 --> 00:07:20.000]  遵行父神的心意
[00:07:20.000 --> 00:07:22.000]  祂就不用吃東西都飽
[00:07:22.000 --> 00:07:24.000]  當然不是這個意思
[00:07:24.000 --> 00:07:26.000]  這個就是講到祂的生命裏
[00:07:26.000 --> 00:07:28.000]  這麼重要的
[00:07:28.000 --> 00:07:30.000]  吃東西還重要嗎
[00:07:30.000 --> 00:07:32.000]  今早到現在
[00:07:32.000 --> 00:07:34.000]  有吃過東西就舉手
[00:07:34.000 --> 00:07:36.000]  你沒吃東西嗎
[00:07:36.000 --> 00:07:38.000]  有沒有喝過水
[00:07:38.000 --> 00:07:40.000]  起碼都喝水
[00:07:40.000 --> 00:07:42.000]  有情
[00:07:42.000 --> 00:07:44.000]  但是
[00:07:44.000 --> 00:07:46.000]  其實吃早餐都很重要
[00:07:46.000 --> 00:07:48.000]  我聽人家說
[00:07:48.000 --> 00:07:50.000]  醫生說
[00:07:50.000 --> 00:07:52.000]  你經過一整晚
[00:07:52.000 --> 00:07:54.000]  沒有吃東西
[00:07:54.000 --> 00:07:56.000]  你是不是要
[00:07:56.000 --> 00:07:58.000]  補充食物
[00:07:58.000 --> 00:08:00.000]  所以早餐很重要
[00:08:00.000 --> 00:08:02.000]  不要不吃
[00:08:02.000 --> 00:08:04.000]  我每天都吃
[00:08:04.000 --> 00:08:06.000]  我不能不吃
[00:08:06.000 --> 00:08:08.000]  不吃我不出街
[00:08:08.000 --> 00:08:10.000]  不過我早起
[00:08:10.000 --> 00:08:12.000]  一定有時間吃早餐
[00:08:12.000 --> 00:08:14.000]  現在我的東西都預備好了
[00:08:14.000 --> 00:08:16.000]  咖啡一早沖好放雪櫃
[00:08:16.000 --> 00:08:18.000]  麵包一早放雪櫃
[00:08:18.000 --> 00:08:20.000]  拿出來我都沒做任何事
[00:08:20.000 --> 00:08:22.000]  開了焗爐
[00:08:22.000 --> 00:08:24.000]  開了焗爐我才去倒咖啡
[00:08:24.000 --> 00:08:26.000]  給點時間它冷卻
[00:08:26.000 --> 00:08:28.000]  我很有計劃
[00:08:28.000 --> 00:08:30.000]  原來耶穌說
[00:08:30.000 --> 00:08:32.000]  遵行天父的旨意
[00:08:32.000 --> 00:08:34.000]  造成天父給他的使命
[00:08:34.000 --> 00:08:36.000]  造成天父給他的使命
[00:08:36.000 --> 00:08:38.000]  這個就是他的食物
[00:08:38.000 --> 00:08:40.000]  是他很重要的東西
[00:08:40.000 --> 00:08:42.000]  然後耶穌說
[00:08:42.000 --> 00:08:44.000]  因為我從天上降下來
[00:08:44.000 --> 00:08:46.000]  你說他是不是這些話
[00:08:46.000 --> 00:08:48.000]  人家真是聽到一頭霧水
[00:08:48.000 --> 00:08:50.000]  如果我告訴你
[00:08:50.000 --> 00:08:52.000]  牧師你昨晚睡得好不好
[00:08:52.000 --> 00:08:54.000]  好的
[00:08:54.000 --> 00:08:56.000]  不過我是從天上降下來
[00:08:56.000 --> 00:08:58.000]  牧師你說什麼
[00:08:58.000 --> 00:09:00.000]  天上降是什麼意思
[00:09:00.000 --> 00:09:02.000]  耶穌就是這樣
[00:09:02.000 --> 00:09:04.000]  因為他是神的兒子
[00:09:04.000 --> 00:09:06.000]  他在地同時
[00:09:06.000 --> 00:09:08.000]  他也是與天父一起在天
[00:09:08.000 --> 00:09:10.000]  其實父是無所不在
[00:09:10.000 --> 00:09:12.000]  處處都在
[00:09:12.000 --> 00:09:14.000]  因為我從天上降下來
[00:09:14.000 --> 00:09:16.000]  不是要按自己的意願行
[00:09:16.000 --> 00:09:18.000]  而是要遵行
[00:09:18.000 --> 00:09:20.000]  差我來那位的旨意
[00:09:20.000 --> 00:09:22.000]  所以今天我和大家
[00:09:22.000 --> 00:09:24.000]  選擇講這個題目
[00:09:24.000 --> 00:09:26.000]  究竟神的旨意是什麼
[00:09:26.000 --> 00:09:28.000]  是很重要的一個題目
[00:09:28.000 --> 00:09:30.000]  如果我們不知道神的旨意是什麼
[00:09:30.000 --> 00:09:32.000]  我們可能做了一些事
[00:09:32.000 --> 00:09:34.000]  以為是對的 其實神未必一定喜悅
[00:09:34.000 --> 00:09:36.000]  多數其實
[00:09:36.000 --> 00:09:38.000]  我們都知道 很多人自己做得對不對
[00:09:38.000 --> 00:09:40.000]  因為神給我們
[00:09:40.000 --> 00:09:42.000]  是按他的形象和樣式
[00:09:42.000 --> 00:09:44.000]  創造的 所以我們每一個人
[00:09:44.000 --> 00:09:46.000]  裡面其實是有良知
[00:09:46.000 --> 00:09:48.000]  這件事的 不過這個良知
[00:09:48.000 --> 00:09:50.000]  就有distortion的
[00:09:50.000 --> 00:09:52.000]  有罪性的影響的
[00:09:52.000 --> 00:09:54.000]  我們都有良善的
[00:09:54.000 --> 00:09:56.000]  都有良善的
[00:09:56.000 --> 00:09:58.000]  所以很多我們中國人
[00:09:58.000 --> 00:10:00.000]  那時候讀古文
[00:10:00.000 --> 00:10:02.000]  我記不記得
[00:10:02.000 --> 00:10:04.000]  金人乍見魚子將陷於井
[00:10:04.000 --> 00:10:06.000]  即是如果一個人
[00:10:06.000 --> 00:10:08.000]  看到一個小孩掉到井裡
[00:10:08.000 --> 00:10:10.000]  難道說 活該掉到井裡
[00:10:10.000 --> 00:10:12.000]  哎呀哎呀
[00:10:12.000 --> 00:10:14.000]  想去救他對不對
[00:10:14.000 --> 00:10:16.000]  難道你落井下石嗎
[00:10:16.000 --> 00:10:18.000]  那些就叫做沒有良心
[00:10:18.000 --> 00:10:20.000]  那個翹秋板
[00:10:20.000 --> 00:10:22.000]  那些就叫做沒有良心
[00:10:22.000 --> 00:10:24.000]  所以我們很多事做
[00:10:24.000 --> 00:10:26.000]  其實是很有良心
[00:10:26.000 --> 00:10:28.000]  但是有些人說我憑良心做人
[00:10:28.000 --> 00:10:30.000]  憑良心做人
[00:10:30.000 --> 00:10:32.000]  可以很敗壞的
[00:10:32.000 --> 00:10:34.000]  你別說我每個月
[00:10:34.000 --> 00:10:36.000]  給你足夠的伙食
[00:10:36.000 --> 00:10:38.000]  卡任你用 車任你使
[00:10:38.000 --> 00:10:40.000]  給你司機又有工人
[00:10:40.000 --> 00:10:42.000]  那我外面多了一個friend那又怎樣
[00:10:42.000 --> 00:10:44.000]  有什麼問題啊
[00:10:44.000 --> 00:10:46.000]  有些人這樣叫做有良心
[00:10:46.000 --> 00:10:48.000]  反過來
[00:10:48.000 --> 00:10:50.000]  我每個月給你足夠的伙食
[00:10:50.000 --> 00:10:52.000]  我每個月給你足夠的伙食
[00:10:52.000 --> 00:10:54.000]  我每個月給你足夠的伙食
[00:10:54.000 --> 00:10:56.000]  我每個月給你足夠的伙食
[00:10:56.000 --> 00:10:58.000]  我每個月給你足夠的伙食
[00:10:58.000 --> 00:11:00.000]  我每個月給你足夠的伙食
[00:11:00.000 --> 00:11:02.000]  我每個月給你足夠的伙食
[00:11:02.000 --> 00:11:04.000]  我每個月給你足夠的伙食
[00:11:04.000 --> 00:11:06.000]  我每個月給你足夠的伙食
[00:11:06.000 --> 00:11:08.000]  我每個月給你足夠的伙食
[00:11:08.000 --> 00:11:10.000]  我每個月給你足夠的伙食
[00:11:10.000 --> 00:11:12.000]  我每個月給你足夠的伙食
[00:11:12.000 --> 00:11:14.000]  我每個月給你足夠的伙食
[00:11:14.000 --> 00:11:16.000]  我每個月給你足夠的伙食
[00:11:16.000 --> 00:11:18.000]  我每個月給你足夠的伙食
[00:11:18.000 --> 00:11:20.000]  我每個月給你足夠的伙食
[00:11:20.000 --> 00:11:22.000]  我每個月給你足夠的伙食
[00:11:22.000 --> 00:11:24.000]  我每個月給你足夠的伙食
[00:11:24.000 --> 00:11:26.000]  我每個月給你足夠的伙食
[00:11:26.000 --> 00:11:28.000]  我每個月給你足夠的伙食
[00:11:28.000 --> 00:11:30.000]  我每個月給你足夠的伙食
[00:11:30.000 --> 00:11:32.000]  我每個月給你足夠的伙食
[00:11:32.000 --> 00:11:34.000]  我每個月給你足夠的伙食
[00:11:34.000 --> 00:11:36.000]  我每個月給你足夠的伙食
[00:11:36.000 --> 00:11:38.000]  我每個月給你足夠的伙食
[00:11:38.000 --> 00:11:40.000]  我每個月給你足夠的伙食
[00:11:40.000 --> 00:11:42.000]  我每個月給你足夠的伙食
[00:11:42.000 --> 00:11:44.000]  我每個月給你足夠的伙食
[00:11:44.000 --> 00:11:46.000]  我每個月給你足夠的伙食
[00:11:46.000 --> 00:11:48.000]  我每個月給你足夠的伙食
[00:11:48.000 --> 00:11:50.000]  我每個月給你足夠的伙食
[00:11:50.000 --> 00:11:52.000]  我每個月給你足夠的伙食
[00:11:52.000 --> 00:11:54.000]  我每個月給你足夠的伙食
[00:11:54.000 --> 00:11:56.000]  我每個月給你足夠的伙食
[00:11:56.000 --> 00:11:58.000]  我每個月給你足夠的伙食
[00:11:58.000 --> 00:12:00.000]  我每個月給你足夠的伙食
[00:12:00.000 --> 00:12:02.000]  我每個月給你足夠的伙食
[00:12:02.000 --> 00:12:04.000]  我每個月給你足夠的伙食
[00:12:04.000 --> 00:12:06.000]  我每個月給你足夠的伙食
[00:12:06.000 --> 00:12:08.000]  我每個月給你足夠的伙食
[00:12:08.000 --> 00:12:10.000]  我每個月給你足夠的伙食
[00:12:10.000 --> 00:12:12.000]  我每個月給你足夠的伙食
[00:12:12.000 --> 00:12:14.000]  我每個月給你足夠的伙食
[00:12:14.000 --> 00:12:16.000]  我每個月給你足夠的伙食
[00:12:16.000 --> 00:12:18.000]  我每個月給你足夠的伙食
[00:12:18.000 --> 00:12:20.000]  我每個月給你足夠的伙食
[00:12:20.000 --> 00:12:22.000]  我每個月給你足夠的伙食
[00:12:22.000 --> 00:12:24.000]  我每個月給你足夠的伙食
[00:12:24.000 --> 00:12:26.000]  我每個月給你足夠的伙食
[00:12:26.000 --> 00:12:28.000]  我每個月給你足夠的伙食
[00:12:28.000 --> 00:12:30.000]  我每個月給你足夠的伙食
[00:12:30.000 --> 00:12:32.000]  我每個月給你足夠的伙食
[00:12:32.000 --> 00:12:34.000]  我每個月給你足夠的伙食
[00:12:34.000 --> 00:12:36.000]  我每個月給你足夠的伙食
[00:12:36.000 --> 00:12:38.000]  我每個月給你足夠的伙食
[00:12:38.000 --> 00:12:40.000]  我每個月給你足夠的伙食
[00:12:40.000 --> 00:12:42.000]  美國有了
[00:12:42.000 --> 00:12:44.000]  蘇聯一定有了
[00:12:44.000 --> 00:12:46.000]  英國有沒有
[00:12:46.000 --> 00:12:48.000]  英國有沒有
[00:12:48.000 --> 00:12:50.000]  不知道嗎 有吧
[00:12:50.000 --> 00:12:52.000]  這個世界裏面
[00:12:52.000 --> 00:12:54.000]  可能有些歐洲國家都有
[00:12:54.000 --> 00:12:56.000]  金仔都有
[00:12:56.000 --> 00:12:58.000]  嘩
[00:12:58.000 --> 00:13:00.000]  足夠將這個地球
[00:13:00.000 --> 00:13:02.000]  完全totally毀滅
[00:13:02.000 --> 00:13:04.000]  完全totally毀滅
[00:13:04.000 --> 00:13:06.000]  而正經預言了
[00:13:06.000 --> 00:13:08.000]  而正經預言了
[00:13:08.000 --> 00:13:10.000]  你什麼時候有說
[00:13:10.000 --> 00:13:12.000]  第一次這個世界被毀滅是用什麼
[00:13:12.000 --> 00:13:14.000]  神用水
[00:13:14.000 --> 00:13:16.000]  放水浸到你沒命
[00:13:16.000 --> 00:13:18.000]  但聖經說第二次不是了
[00:13:18.000 --> 00:13:20.000]  第二次是什麼
[00:13:20.000 --> 00:13:22.000]  用火
[00:13:22.000 --> 00:13:24.000]  聖經說了
[00:13:24.000 --> 00:13:26.000]  用火 第二次用火
[00:13:26.000 --> 00:13:28.000]  嘩 這是2000年前說的
[00:13:28.000 --> 00:13:30.000]  一早已經說到
[00:13:30.000 --> 00:13:32.000]  火災會有一次火
[00:13:32.000 --> 00:13:34.000]  我都在想會不會
[00:13:34.000 --> 00:13:36.000]  真的神是
[00:13:36.000 --> 00:13:38.000]  用鹽這個世界將會是這樣
[00:13:38.000 --> 00:13:40.000]  不知道
[00:13:40.000 --> 00:13:42.000]  好了
[00:13:42.000 --> 00:13:44.000]  這個世界和其上的情慾都要消滯
[00:13:44.000 --> 00:13:46.000]  唯獨遵行神的旨意
[00:13:46.000 --> 00:13:48.000]  人是永遠尚存
[00:13:48.000 --> 00:13:50.000]  那你說不用死嗎 我們不能死嗎
[00:13:50.000 --> 00:13:52.000]  整個核子彈爆在這裏我們都不死嗎
[00:13:52.000 --> 00:13:54.000]  不是 因為我們相信
[00:13:54.000 --> 00:13:56.000]  就算那一剎身體不能夠殺我們的靈魂
[00:13:56.000 --> 00:13:58.000]  我們不用怕他
[00:13:58.000 --> 00:14:00.000]  是不是 耶穌說的
[00:14:00.000 --> 00:14:02.000]  殺了我的身體即是你拿了我的命
[00:14:02.000 --> 00:14:04.000]  撒旦可以拿我們的命
[00:14:04.000 --> 00:14:06.000]  但是他拿不到我們的靈魂
[00:14:06.000 --> 00:14:08.000]  我們不用怕他
[00:14:08.000 --> 00:14:10.000]  為什麼 因為我們一死亡
[00:14:10.000 --> 00:14:12.000]  一剎那死亡
[00:14:12.000 --> 00:14:14.000]  接著就是進入到那個
[00:14:14.000 --> 00:14:16.000]  是樂園
[00:14:16.000 --> 00:14:18.000]  是御主同在
[00:14:18.000 --> 00:14:20.000]  這個狀態裏
[00:14:20.000 --> 00:14:22.000]  一死
[00:14:22.000 --> 00:14:24.000]  立即去到這個
[00:14:24.000 --> 00:14:26.000]  御主同在
[00:14:26.000 --> 00:14:28.000]  那御主同在怎樣 我都說過很多次
[00:14:28.000 --> 00:14:30.000]  是好得無比
[00:14:30.000 --> 00:14:32.000]  有人跟我說過
[00:14:32.000 --> 00:14:34.000]  牧師你不要這樣說
[00:14:34.000 --> 00:14:36.000]  特別在喪禮那裏
[00:14:36.000 --> 00:14:38.000]  你這樣說
[00:14:38.000 --> 00:14:40.000]  那些弟兄姊妹他們的家人
[00:14:40.000 --> 00:14:42.000]  剛剛離世 你就告訴他好得無比
[00:14:42.000 --> 00:14:44.000]  牧師你不要這樣說
[00:14:44.000 --> 00:14:46.000]  有人真的這樣說我的
[00:14:46.000 --> 00:14:48.000]  真的有人這樣說我的
[00:14:48.000 --> 00:14:50.000]  你這樣說你知不知道人家很傷心
[00:14:50.000 --> 00:14:52.000]  你還說好得無比
[00:14:52.000 --> 00:14:54.000]  要不要拍掌
[00:14:54.000 --> 00:14:56.000]  聖經是這樣說
[00:14:56.000 --> 00:14:58.000]  就要這樣說
[00:14:58.000 --> 00:15:00.000]  難道我說很淒涼很慘
[00:15:00.000 --> 00:15:02.000]  他死了很慘
[00:15:02.000 --> 00:15:04.000]  又沒有知覺
[00:15:04.000 --> 00:15:06.000]  又怎樣
[00:15:06.000 --> 00:15:08.000]  他是真的沒有知覺
[00:15:08.000 --> 00:15:10.000]  但是他真的
[00:15:10.000 --> 00:15:12.000]  又不是沒有知覺
[00:15:12.000 --> 00:15:14.000]  靈魂是不滅的
[00:15:14.000 --> 00:15:16.000]  是嗎
[00:15:16.000 --> 00:15:18.000]  無論如何
[00:15:18.000 --> 00:15:20.000]  我都無話可說
[00:15:20.000 --> 00:15:22.000]  不過最近我安慰過一個弟兄姊妹
[00:15:22.000 --> 00:15:24.000]  她家裏有人離世
[00:15:24.000 --> 00:15:26.000]  我安慰她
[00:15:26.000 --> 00:15:28.000]  她自己用回這些說話
[00:15:28.000 --> 00:15:30.000]  牧師說
[00:15:30.000 --> 00:15:32.000]  如主同在好得無比
[00:15:32.000 --> 00:15:34.000]  他是接受得到的
[00:15:34.000 --> 00:15:36.000]  另外
[00:15:36.000 --> 00:15:38.000]  就是彼得前書
