
[00:00:00.000 --> 00:00:03.520]  我們香港人的生活是很忙碌的
[00:01:40.440 --> 00:01:41.480]  下棋想很久的
[00:01:41.480 --> 00:01:42.720]  很浪費時間的
[00:01:42.720 --> 00:01:43.600]  他們打得很快
[00:01:43.600 --> 00:01:46.800]  打完的東西是最快最好玩的
[00:01:46.800 --> 00:01:47.600]  下棋也下棋
[00:01:47.600 --> 00:01:49.040]  波子棋會快一點
[00:01:49.040 --> 00:01:51.600]  下象棋就要想很久
[00:01:51.600 --> 00:01:56.520]  所以我們都希望很快去完成一些東西
[00:01:56.520 --> 00:01:58.200]  所以當我們看聖經
[00:01:58.200 --> 00:02:02.080]  說上帝在六天創造這個世界
[00:02:02.080 --> 00:02:04.400]  我們就比較適合我們
[00:02:04.400 --> 00:02:05.120]  因為快嘛
[00:02:05.120 --> 00:02:06.800]  六天就搞定了
[00:02:06.800 --> 00:02:08.440]  你六天做完所有的東西
[00:02:08.440 --> 00:02:09.760]  你想一下一年上六天班
[00:02:09.760 --> 00:02:10.800]  其他條路都放假了
[00:02:10.800 --> 00:02:11.600]  多棒
[00:02:11.600 --> 00:02:13.040]  一年要做的東西六天都做完
[00:02:13.040 --> 00:02:14.800]  一世要做的東西六天都做完
[00:02:14.800 --> 00:02:16.280]  就適合我們了
[00:02:16.280 --> 00:02:18.440]  你說進化論那些說億萬年的那些
[00:02:18.440 --> 00:02:20.640]  不適合我們後面這麼慢的那些
[00:02:20.640 --> 00:02:22.160]  這個世界不可能這麼慢的
[00:02:22.160 --> 00:02:24.200]  這個世界當然要快一點好
[00:02:24.200 --> 00:02:28.360]  所以我們就覺得應該盡快搞定它
[00:02:28.360 --> 00:02:29.760]  六天就好了
[00:02:29.760 --> 00:02:32.760]  這個過程很開心
[00:02:32.760 --> 00:02:34.120]  很快完成
[00:02:34.120 --> 00:02:35.320]  但是聖經說
[00:02:35.320 --> 00:02:37.680]  上帝創造這個世界
[00:02:37.680 --> 00:02:41.400]  最重要是第七天
[00:02:41.400 --> 00:02:42.840]  不是六天
[00:02:42.840 --> 00:02:45.200]  我們一起看聖經創世紀第二章
[00:02:45.200 --> 00:02:47.880]  第一到第三節
[00:02:47.880 --> 00:02:48.880]  很短一齊讀
[00:02:48.880 --> 00:02:50.640]  準備 1 2 3
[00:02:50.640 --> 00:02:53.080]  天地萬物都做齊了
[00:02:53.080 --> 00:02:54.400]  到第七日
[00:02:54.400 --> 00:02:57.040]  神造物的功已經完畢
[00:02:57.040 --> 00:02:58.400]  就在第七日
[00:02:58.400 --> 00:03:00.240]  揭了他一切的功
[00:03:00.240 --> 00:03:01.560]  安息了
[00:03:01.560 --> 00:03:03.400]  神賜福給第七日
[00:03:03.400 --> 00:03:04.920]  定為聖日
[00:03:04.920 --> 00:03:06.400]  因為在這日
[00:03:06.400 --> 00:03:09.200]  神揭了他一切創造的功
[00:03:09.200 --> 00:03:11.120]  就安息了
[00:03:11.120 --> 00:03:12.720]  我們先不說第七日
[00:03:12.720 --> 00:03:13.960]  我們說回六日
[00:03:13.960 --> 00:03:16.520]  我們聖經在創世紀第一章
[00:03:16.520 --> 00:03:20.080]  說神用六日的時間創造這個世界
[00:03:20.080 --> 00:03:23.040]  第一日神說要有光就有了光
[00:03:23.040 --> 00:03:24.600]  到最後的創造
[00:03:24.600 --> 00:03:26.880]  神按照他的形象
[00:03:26.880 --> 00:03:28.080]  做男做女
[00:03:28.080 --> 00:03:29.720]  做了人
[00:03:29.720 --> 00:03:31.000]  你有沒有想過
[00:03:31.000 --> 00:03:34.760]  為什麼神要用六日創造這個世界
[00:03:34.760 --> 00:03:36.560]  就不一日搞定它
[00:03:36.560 --> 00:03:39.040]  因為實際上他沒有什麼要做的
[00:03:39.040 --> 00:03:42.720]  他每一日都是神說要有光就有光
[00:03:42.720 --> 00:03:46.760]  有多久?神說不需要說幾個小時
[00:03:46.760 --> 00:03:48.560]  是不是一講就行了
[00:03:48.560 --> 00:03:49.560]  神用六日
[00:03:49.560 --> 00:03:50.680]  為什麼不一日做完它
[00:03:50.680 --> 00:03:52.480]  或者一秒鐘做完它
[00:03:52.480 --> 00:03:54.040]  或者神說要有一切
[00:03:54.040 --> 00:03:55.120]  一切就出現了
[00:03:55.120 --> 00:03:56.240]  那就簡單了
[00:03:56.240 --> 00:03:58.000]  這些又是香港人的口味
[00:03:58.000 --> 00:03:59.360]  我們最重要快
[00:03:59.360 --> 00:04:01.720]  最重要盡快搞定它
[00:04:01.720 --> 00:04:06.200]  沒理由將這麼簡單的東西
[00:04:06.200 --> 00:04:08.720]  說六句話分開六日做的
[00:04:08.720 --> 00:04:11.920]  這些是有些人說澳洲人的做事方法
[00:04:11.920 --> 00:04:13.480]  我以前認識一個執事
[00:04:13.480 --> 00:04:14.680]  不是在澳洲就是這樣
[00:04:14.680 --> 00:04:16.520]  他說澳洲有一個秘書
[00:04:16.520 --> 00:04:18.440]  香港你叫那個秘書打封信
[00:04:18.440 --> 00:04:19.720]  五分鐘就交給你了
[00:04:19.720 --> 00:04:22.600]  他第一天那個秘書就在那裡看封信
[00:04:22.600 --> 00:04:23.560]  就是看草稿
[00:04:23.560 --> 00:04:25.080]  第二天就改
[00:04:25.080 --> 00:04:26.280]  第三天就打
[00:04:26.280 --> 00:04:28.960]  第四天對第五天才給你
[00:04:28.960 --> 00:04:32.360]  所以你叫他打封信要搞五天的
[00:04:32.360 --> 00:04:34.880]  神好像也是這樣的
[00:04:34.880 --> 00:04:37.600]  為什麼這麼簡單的東西要分六日去做呢
[00:04:37.600 --> 00:04:39.760]  一日搞定它
[00:04:39.760 --> 00:04:43.240]  聖經是記載在創世的第一章
[00:04:43.240 --> 00:04:45.080]  講六日創造天地
[00:04:45.080 --> 00:04:48.240]  其中一個要提醒我們的東西
[00:04:48.240 --> 00:04:52.360]  就是萬物的出現是有個秩序的
[00:04:52.360 --> 00:04:54.280]  是有個過程的
[00:04:54.280 --> 00:04:57.040]  從第一天做光
[00:04:57.040 --> 00:04:58.760]  到最後一天做人
[00:04:58.760 --> 00:05:01.560]  是一個進展來的
[00:05:01.560 --> 00:05:02.840]  聖經要提醒我們
[00:05:02.840 --> 00:05:07.800]  神不只是關心那個最後的產品
[00:05:07.800 --> 00:05:08.960]  就好像我們一樣
[00:05:08.960 --> 00:05:11.320]  所以我們盡量將過程縮短
[00:05:11.320 --> 00:05:15.320]  因為我們關心是最後的成果
[00:05:15.320 --> 00:05:17.840]  所以最好很快就出糧
[00:05:17.840 --> 00:05:20.120]  因為我們上班最重要是出糧
[00:05:20.120 --> 00:05:23.160]  所以每個月一到二十九號是沒有意義的
[00:05:23.160 --> 00:05:24.240]  三十號才做完
[00:05:24.240 --> 00:05:25.160]  或者三十一號
[00:05:25.160 --> 00:05:26.800]  一個人出糧
[00:05:26.800 --> 00:05:31.000]  上帝不只是關心最後的產品
[00:05:31.000 --> 00:05:33.480]  如果上帝關心最後的產品
[00:05:33.480 --> 00:05:38.480]  就基本上用三秒鐘或一秒鐘去創造完這個世界
[00:05:38.480 --> 00:05:40.640]  上帝關心的是過程
[00:05:40.640 --> 00:05:42.480]  六天是一個過程
[00:05:42.480 --> 00:05:45.520]  六天提醒我們是一個過程來的
[00:05:45.520 --> 00:05:47.400]  這個過程是重要的
[00:05:47.400 --> 00:05:49.880]  這個過程是豐富的
[00:05:49.880 --> 00:05:52.480]  神在每天創造完之後
[00:05:52.480 --> 00:05:58.480]  聖經都說神看是好的
[00:05:58.480 --> 00:06:00.560]  第一天就光暗分開
[00:06:00.560 --> 00:06:02.040]  又晚上又早晨
[00:06:02.040 --> 00:06:03.280]  這個就是第一天
[00:06:03.280 --> 00:06:05.120]  神每一天在這個過程裡面
[00:06:05.120 --> 00:06:08.320]  都有階段性來欣賞祂所做的事情
[00:06:08.320 --> 00:06:10.880]  在每一個階段完成的時間
[00:06:10.880 --> 00:06:13.560]  神都會看著是好的
[00:06:13.560 --> 00:06:14.760]  神會看
[00:06:14.760 --> 00:06:17.240]  祂會觀察祂所做的事情
[00:06:17.240 --> 00:06:19.680]  祂會評價祂所做的事情
[00:06:19.680 --> 00:06:21.800]  然後才是第二天
[00:06:21.800 --> 00:06:23.320]  就做第二樣事情
[00:06:23.320 --> 00:06:28.000]  所以我們是需要明白過程是重要的
[00:06:28.000 --> 00:06:30.000]  過程對我們有意義的
[00:06:30.000 --> 00:06:33.120]  我們不應該凡事只是留心結果
[00:06:33.120 --> 00:06:35.840]  或者留心最後的產品
[00:06:35.840 --> 00:06:38.600]  而只是不斷地去壓縮過程
[00:06:38.600 --> 00:06:42.200]  過程是培養著我們的生命的
[00:06:42.200 --> 00:06:45.720]  過程的經歷是塑造著我們的
[00:06:45.720 --> 00:06:50.200]  如果我們只是關心結局的話
[00:06:50.200 --> 00:06:52.880]  做人都沒有什麼趣味的
[00:06:52.880 --> 00:06:56.120]  因為人都是有一個結局的
[00:06:56.120 --> 00:06:58.160]  結局是什麼?
[00:06:58.160 --> 00:07:00.200]  人都是會一死的
[00:07:00.200 --> 00:07:01.800]  那麼活在這個世界做什麼呢?
[00:07:01.800 --> 00:07:03.720]  人生是一個過程來的
[00:07:03.720 --> 00:07:06.920]  如果我們只關心結局就沒有意思了
[00:07:06.920 --> 00:07:09.000]  那麼為何要這麼辛苦呢?
[00:07:09.000 --> 00:07:10.120]  人都是會一死的
[00:07:10.120 --> 00:07:11.360]  這個就是關心結局
[00:07:11.360 --> 00:07:12.920]  不關心過程
[00:07:12.920 --> 00:07:14.040]  但現在不選擇做什麼
[00:07:14.040 --> 00:07:15.200]  人都是這樣
[00:07:15.200 --> 00:07:17.440]  如果我們這樣做,什麼都不用做了
[00:07:17.440 --> 00:07:18.040]  是不是?
[00:07:18.040 --> 00:07:19.680]  我們連飯都不用吃了
[00:07:19.680 --> 00:07:20.720]  為什麼呢?
[00:07:20.720 --> 00:07:22.440]  因為吃飯呢
[00:07:22.440 --> 00:07:23.240]  為什麼你要吃飯呢?
[00:07:23.240 --> 00:07:24.600]  因為你肚餓嘛
[00:07:24.600 --> 00:07:26.160]  不是吃,是吃東西
[00:07:26.160 --> 00:07:27.920]  你肚餓就要吃東西
[00:07:27.920 --> 00:07:29.880]  所以你肚餓就吃東西
[00:07:29.880 --> 00:07:31.400]  吃完東西你又會飽
[00:07:31.400 --> 00:07:33.560]  那是不是你以後都不會肚餓?
[00:07:33.560 --> 00:07:34.200]  當然不會了
[00:07:34.200 --> 00:07:36.000]  四個小時、三個小時之後又會肚餓了
[00:07:36.000 --> 00:07:37.520]  那吃完什麼?
[00:07:37.520 --> 00:07:39.000]  始終都會肚餓的
[00:07:39.000 --> 00:07:41.280]  你吃多少東西都是會肚餓的
[00:07:41.280 --> 00:07:42.760]  你吃厲害一點、吃豐富一點
[00:07:42.760 --> 00:07:44.560]  就遲一點肚餓
[00:07:44.560 --> 00:07:47.800]  都是一個過程來的
[00:07:47.800 --> 00:07:48.440]  你吃完東西
[00:07:48.440 --> 00:07:49.720]  你吃東西是一個過程
[00:07:49.720 --> 00:07:51.000]  你飽也是一個過程
[00:07:51.000 --> 00:07:53.120]  你不要以為飽是一個結局
[00:07:53.120 --> 00:07:55.120]  飽不是一個成果來的
[00:07:55.120 --> 00:07:58.880]  因為你很快又會肚餓的
[00:07:58.880 --> 00:08:01.960]  人生根本就是一個過程
[00:08:01.960 --> 00:08:05.040]  除了救恩是可以吃到永遠
[00:08:05.040 --> 00:08:08.120]  所有東西其實都有一個時限
[00:08:08.120 --> 00:08:09.240]  我們這麼辛苦讀書幹什麼?
[00:08:09.240 --> 00:08:10.000]  學會東西
[00:08:10.000 --> 00:08:11.600]  學會的東西你又明白
[00:08:11.600 --> 00:08:12.480]  你又知道
[00:08:12.480 --> 00:08:14.760]  但是都是有期限的
[00:08:14.760 --> 00:08:16.680]  因為你知道一些東西
[00:08:16.680 --> 00:08:19.040]  你認識一些東西
[00:08:19.040 --> 00:08:22.040]  經過一段時間你又會忘記的
[00:08:22.040 --> 00:08:22.760]  有些人快一點
[00:08:22.760 --> 00:08:23.960]  有些人慢一點
[00:08:23.960 --> 00:08:26.360]  有些人學完之後三秒鐘就忘記了
[00:08:26.360 --> 00:08:29.000]  有些人可能是可以記到三天
[00:08:29.000 --> 00:08:31.840]  有些人熬到三個月考試之後才忘記了
[00:08:31.840 --> 00:08:35.720]  但是無論你多好多聰明的人
[00:08:35.720 --> 00:08:36.800]  只要你有足夠的時間
[00:08:36.800 --> 00:08:38.480]  你始終都是會忘記的
[00:08:38.480 --> 00:08:39.600]  可能三十年
[00:08:39.600 --> 00:08:40.880]  可能四十年
[00:08:40.880 --> 00:08:43.240]  你看高坤就知道了
[00:08:43.240 --> 00:08:44.400]  他都是忘記的
[00:08:44.400 --> 00:08:46.040]  他以前讀來幹什麼呢?
[00:08:46.040 --> 00:08:47.680]  他以前這麼辛苦
[00:08:47.680 --> 00:08:49.960]  讀博士做這麼多研究幹什麼呢?
[00:08:49.960 --> 00:08:50.640]  有用的
[00:08:50.640 --> 00:08:53.160]  這個過程是幫助著人
[00:08:53.160 --> 00:08:54.080]  影響著人的
[00:08:54.080 --> 00:08:55.160]  但是對他自己來說
[00:08:55.160 --> 00:08:56.640]  他都是完全忘記了
[00:08:56.640 --> 00:08:58.840]  他今天什麼都忘記了
[00:08:58.840 --> 00:09:02.160]  OK 我們知道過程是重要的
[00:09:02.160 --> 00:09:04.960]  所以我們的生命是一個過程的
[00:09:04.960 --> 00:09:09.280]  我們在這個生命裡面是會經歷很多事情的
[00:09:09.280 --> 00:09:10.720]  最後是什麼我們不知道
[00:09:10.720 --> 00:09:11.400]  最後什麼都沒有
[00:09:11.400 --> 00:09:12.800]  應該這麼說
[00:09:12.800 --> 00:09:13.760]  我們就死了
[00:09:13.760 --> 00:09:15.440]  我們離開這個世界
[00:09:15.440 --> 00:09:17.720]  但是這個過程仍然是很重要的
[00:09:17.720 --> 00:09:20.560]  所以上帝用六天創造這個世界
[00:09:20.560 --> 00:09:22.640]  告訴我們有這個過程
[00:09:22.640 --> 00:09:25.840]  我們需要來體會這個過程
[00:09:25.840 --> 00:09:28.560]  我們需要來享受這個過程
[00:09:28.560 --> 00:09:31.480]  並且是這個過程在建立著我們
[00:09:31.480 --> 00:09:34.400]  而不是這個結果在建立著我們
[00:09:34.400 --> 00:09:37.840]  我們就在這個過程裡面被塑造
[00:09:37.840 --> 00:09:39.800]  被改變
[00:09:39.800 --> 00:09:40.360]  好了
[00:09:40.360 --> 00:09:43.240]  六天之後就做完了
[00:09:43.240 --> 00:09:46.400]  天地萬物都做齊了
[00:09:46.400 --> 00:09:48.440]  那什麼時候做齊呢?
[00:09:48.440 --> 00:09:50.040]  是第六天嘛
[00:09:50.040 --> 00:09:53.760]  第六天做完人之後就做齊了
[00:09:53.760 --> 00:09:55.200]  但是聖經又很奇怪
[00:09:55.200 --> 00:09:58.680]  它說到第七天神造物的功已經完畢
[00:09:58.680 --> 00:10:01.840]  就在第七天揭了它一切的功
[00:10:01.840 --> 00:10:03.440]  我們不是這麼想的
[00:10:03.440 --> 00:10:06.640]  我們就覺得是第六天做完的功
[00:10:06.640 --> 00:10:08.480]  是第六天收工的時候
[00:10:08.480 --> 00:10:11.240]  神就揭了它一切的功
[00:10:11.240 --> 00:10:13.960]  我們一個星期做五天的功或者六天的功
[00:10:13.960 --> 00:10:17.600]  那你就是那天做完功就完了
[00:10:17.600 --> 00:10:20.880]  那為什麼要到星期天才做完你的事呢?
[00:10:20.880 --> 00:10:23.920]  你明明是星期六就做完你的事了
[00:10:23.920 --> 00:10:27.280]  聖經的說法是第七天揭了它的功
[00:10:27.280 --> 00:10:29.080]  這個想法跟我們不同
[00:10:29.080 --> 00:10:32.320]  我們計算是計得很準的
[00:10:32.320 --> 00:10:35.360]  因為星馬教我們計算
[00:10:35.360 --> 00:10:37.040]  所以是那天就是那天
[00:10:37.040 --> 00:10:39.440]  是那個日子就是那個日子
[00:10:39.440 --> 00:10:41.280]  是那個時間做那個時間
[00:10:41.280 --> 00:10:45.320]  我們的數學觀念是用準確的
[00:10:45.320 --> 00:10:49.880]  所以特別今天我們現在說最低工資法例
[00:10:49.880 --> 00:10:52.040]  所以上班計算日子很重要的
[00:10:52.040 --> 00:10:53.560]  計算時間很重要的
[00:10:53.560 --> 00:10:56.160]  每個小時三十分鐘
[00:10:56.160 --> 00:10:58.040]  還是三十分鐘吧?
[00:10:58.040 --> 00:11:00.120]  聽說快三十二分鐘了
[00:11:00.120 --> 00:11:02.040]  所以我們要計算你的工資
[00:11:02.040 --> 00:11:03.920]  你究竟花多少個小時工作
[00:11:03.920 --> 00:11:05.640]  你花八個小時工作
[00:11:05.640 --> 00:11:09.200]  八三就二百四十分鐘
[00:11:09.200 --> 00:11:10.600]  吃飯也要計算
[00:11:10.600 --> 00:11:13.080]  吃飯計算不計算上班也沒有做事
[00:11:13.080 --> 00:11:15.160]  放假計算不計算上班也沒有做事
[00:11:15.160 --> 00:11:16.440]  計算什麼上班
[00:11:16.440 --> 00:11:19.680]  除工資如果月薪那些又要怎麼除
[00:11:19.680 --> 00:11:21.280]  是很複雜的
[00:11:21.280 --> 00:11:23.640]  基本上很多人覺得上班是上班的
[00:11:23.640 --> 00:11:25.480]  放假就不是上班的
[00:11:25.480 --> 00:11:27.400]  但聖經又不是這樣計算的
[00:11:27.400 --> 00:11:33.760]  完成一個工作就不是在收工那一刻
[00:11:33.760 --> 00:11:36.560]  而是計算第七天的
[00:11:36.560 --> 00:11:41.240]  聖經說第七天神揭了他的弓就安息了
[00:11:41.240 --> 00:11:44.640]  而且第七天是重要過前面那六天的
[00:11:44.640 --> 00:11:48.280]  因為神賜福給第七天定為聖日
[00:11:48.280 --> 00:11:52.440]  因為這一天神揭了他一切創造的弓就安息了
[00:11:52.440 --> 00:11:55.400]  神沒有賜福給第一至第六天
[00:11:55.400 --> 00:11:58.960]  我們以工作去衡量事情的時間
[00:11:58.960 --> 00:12:02.320]  當然是看看你那六天哪一天最重要
[00:12:02.320 --> 00:12:04.640]  如果我們來說當然是第六天最重要
[00:12:04.640 --> 00:12:05.760]  因為做人嘛
[00:12:05.760 --> 00:12:07.960]  神用他的形象做男做女
[00:12:07.960 --> 00:12:10.960]  當然是應該賜福給第六天定為聖日
[00:12:10.960 --> 00:12:13.800]  那麼重要來創造我們
[00:12:13.800 --> 00:12:15.600]  這個是我們的看法
[00:12:15.600 --> 00:12:19.320]  神的看法就不是了是第七天最重要
[00:12:19.320 --> 00:12:20.520]  第七天為什麼這麼重要呢
[00:12:20.520 --> 00:12:22.200]  就是因為不用做了
[00:12:22.200 --> 00:12:23.600]  就不是因為不用做
[00:12:23.600 --> 00:12:25.280]  是因為做完事
[00:12:25.280 --> 00:12:29.840]  安息是在乎上帝揭了他一切的弓
[00:12:29.840 --> 00:12:31.600]  就是做完事
[00:12:31.600 --> 00:12:35.040]  安息的精神就不是不用做
[00:12:35.040 --> 00:12:36.000]  我們經常想安息
[00:12:36.000 --> 00:12:37.120]  因為我們經常想不用做
[00:12:37.120 --> 00:12:38.400]  最好從來都不用做
[00:12:38.400 --> 00:12:39.560]  從來都沒有事情做
[00:12:39.560 --> 00:12:40.960]  這個不叫安息的
[00:12:40.960 --> 00:12:43.080]  這個叫沒有做事
[00:12:43.080 --> 00:12:45.120]  安息就是我們做完事
[00:12:45.120 --> 00:12:48.920]  做完事才是揭了他的弓才叫安息
[00:12:48.920 --> 00:12:50.520]  所以做完事很重要
[00:12:50.520 --> 00:12:51.760]  大家要有事做
[00:12:51.760 --> 00:12:53.600]  沒有事做就不能做完事
[00:12:53.600 --> 00:12:57.440]  做完事就是當我們完成了工作的時間
[00:12:57.440 --> 00:13:01.000]  那個完成是一個過程
[00:13:01.000 --> 00:13:07.720]  完成的意思不是做事做到停了就叫完成
[00:13:07.720 --> 00:13:11.800]  完成是要我們看完那件事的結果
[00:13:11.800 --> 00:13:17.760]  我們考慮那件事最後帶來的影響
[00:13:17.760 --> 00:13:20.040]  那件事怎樣改變這個世界
[00:13:20.040 --> 00:13:23.000]  才是真的完成一件事
[00:13:23.000 --> 00:13:24.360]  一篇道
[00:13:24.360 --> 00:13:26.800]  講道是一個過程
[00:13:26.800 --> 00:13:29.040]  第一要預備
[00:13:29.040 --> 00:13:33.080]  甚少人可以一開口就講
[00:13:33.080 --> 00:13:34.720]  雖然我都有時可以
[00:13:34.720 --> 00:13:37.560]  但基本上都要預備
[00:13:37.560 --> 00:13:39.440]  就算我一上台
[00:13:39.440 --> 00:13:43.760]  去爆肚講話都是有預備的
[00:13:43.760 --> 00:13:49.800]  正如楊牧菊牧師講過
[00:13:49.800 --> 00:13:50.920]  我都是這樣講
[00:13:50.920 --> 00:13:52.800]  我們一生在預備篇道
[00:13:52.800 --> 00:13:55.440]  世界會的傳道人就只有一篇道
[00:13:55.440 --> 00:13:57.560]  而這一篇道是用一生人去預備的
[00:13:57.560 --> 00:14:00.000]  所以我們一出生就預備講道
[00:14:00.000 --> 00:14:02.800]  我們看的書我們讀的東西都是準備著的
[00:14:02.800 --> 00:14:06.080]  不然怎樣你一站出來就可以爆肚
[00:14:06.080 --> 00:14:07.600]  你完全沒有學過任何東西
[00:14:07.600 --> 00:14:08.960]  你沒有東西爆
[00:14:08.960 --> 00:14:10.680]  你都一停在那裏經歷著
[00:14:10.680 --> 00:14:11.720]  吸收著一些東西
[00:14:11.720 --> 00:14:13.120]  一個預備的過程
[00:14:13.120 --> 00:14:15.120]  講道的事講完
[00:14:15.120 --> 00:14:16.880]  講完下台就講不到
[00:14:16.880 --> 00:14:17.960]  是不是?不是的
[00:14:17.960 --> 00:14:22.640]  講道的結果是不斷產生影響的
[00:14:22.640 --> 00:14:25.000]  講一篇道就好像寫一本書
[00:14:25.000 --> 00:14:27.280]  拍一齣戲或者畫一幅畫一樣
[00:14:27.280 --> 00:14:30.960]  你聽了之後你會繼續聽的
[00:14:30.960 --> 00:14:31.720]  是不是?
[00:14:31.720 --> 00:14:33.480]  講道的訊息
[00:14:33.480 --> 00:14:36.520]  不是只是我講完道你就聽完
[00:14:36.520 --> 00:14:37.800]  聽完就收工
[00:14:37.800 --> 00:14:39.280]  不是停在那裏的
[00:14:39.280 --> 00:14:45.560]  這些訊息可能不時就會在你的生命裏面繼續出現的
[00:14:45.560 --> 00:14:50.000]  這些訊息是你將來的日子有時會想起的
[00:14:50.000 --> 00:14:53.680]  有時又會想起安息這個問題
[00:14:53.680 --> 00:14:56.480]  有時又會想起做完事這個問題
[00:14:56.480 --> 00:14:58.960]  這個道其實是不斷在這裏的
[00:14:58.960 --> 00:15:00.280]  何時完成的?
[00:15:00.280 --> 00:15:02.640]  很久都未完成的
[00:15:02.640 --> 00:15:04.160]  是不是?
[00:15:04.160 --> 00:15:06.480]  完成是一個過程
[00:15:06.480 --> 00:15:07.680]  講完就講完
[00:15:07.680 --> 00:15:10.760]  那件事是不斷會產生影響的
[00:15:10.760 --> 00:15:14.720]  上帝的創造不是六天就做完
[00:15:14.720 --> 00:15:17.200]  因為第七天祂就會坐下來
[00:15:17.200 --> 00:15:20.160]  欣賞一下祂所做的事
[00:15:20.160 --> 00:15:23.120]  祂會坐下來看看這些事好不好
[00:15:23.120 --> 00:15:27.640]  當然第六天神抗一切都審好了
[00:15:27.640 --> 00:15:29.040]  已經是第六天了
[00:15:29.040 --> 00:15:30.640]  所以神賜福是第七天
[00:15:30.640 --> 00:15:34.400]  因為那天祂總結祂所有完成的事
[00:15:34.400 --> 00:15:35.720]  不用再做了
[00:15:35.720 --> 00:15:37.600]  因為已經做好了
[00:15:37.600 --> 00:15:41.360]  所以第七天可以揭了祂一切的功
[00:15:41.360 --> 00:15:43.200]  可以收工了
[00:15:43.200 --> 00:15:44.560]  幸好是神做的
[00:15:44.560 --> 00:15:46.080]  只是督察不好
[00:15:46.080 --> 00:15:47.560]  如果不是的話
[00:15:47.560 --> 00:15:54.040]  其實是可能在第七天還有些事要改的
[00:15:54.040 --> 00:15:57.120]  第七天不是完整的工作
[00:15:57.120 --> 00:16:00.360]  在第七天上帝仍然在等候
[00:16:00.360 --> 00:16:01.280]  所以祂沒有做事
[00:16:01.280 --> 00:16:02.600]  在看祂的事
[00:16:02.600 --> 00:16:06.320]  於是聖經說祂那天決定收工
[00:16:06.320 --> 00:16:09.080]  所以上帝的創造是七天的創造
[00:16:09.080 --> 00:16:10.720]  而這個七天的創造
[00:16:10.720 --> 00:16:16.640]  就成為後世的人的一個生活的規則
[00:16:16.640 --> 00:16:20.440]  所以今時今日幾乎全世界的人
[00:16:20.440 --> 00:16:24.880]  都會用七天去做一個生活的規律
[00:16:24.880 --> 00:16:28.160]  我們一個星期就有幾天
[00:16:28.160 --> 00:16:28.960]  七天的
[00:16:28.960 --> 00:16:30.440]  所以我們不是只有六天的
[00:16:30.440 --> 00:16:31.680]  第七天不計數
[00:16:31.680 --> 00:16:32.680]  沒有事做的
[00:16:32.680 --> 00:16:34.200]  而是我們七天
[00:16:34.200 --> 00:16:36.720]  又不代表上帝第八天又開工
[00:16:36.720 --> 00:16:38.480]  上帝第八天沒有開工
[00:16:38.480 --> 00:16:40.640]  沒有又拆了地頭再做過
[00:16:40.640 --> 00:16:44.440]  所以上帝是七天完成了祂的創造
[00:16:44.440 --> 00:16:47.200]  上帝不是六天完成祂的創造
[00:16:47.200 --> 00:16:49.280]  創造完成是一個過程
[00:16:49.280 --> 00:16:50.680]  是需要一天的
