
[00:00:00.000 --> 00:00:02.140]  孔子明問候弟兄姊妹平安
[00:03:15.200 --> 00:03:19.660]  要忍不住要向巴比倫要顯示他的實力
[00:03:19.660 --> 00:03:24.680]  就是希西加忍不住要向巴比倫去顯示他的實力
[00:03:24.680 --> 00:03:26.340]  讓巴比倫去羨慕他
[00:03:26.340 --> 00:03:28.480]  讓巴比倫去羨慕他
[00:03:28.480 --> 00:03:29.980]  如果用我們香港話
[00:03:29.980 --> 00:03:32.340]  叫巴比倫認了這個做大哥
[00:03:32.340 --> 00:03:35.320]  讓巴比倫認他做大哥
[00:03:35.320 --> 00:03:37.520]  殊不知
[00:03:37.520 --> 00:03:39.860]  巴比倫是不單止羨慕
[00:03:39.860 --> 00:03:41.360]  巴比倫不但羨慕
[00:03:41.360 --> 00:03:42.460]  還流口水
[00:03:42.460 --> 00:03:45.400]  還流口水
[00:03:45.400 --> 00:03:46.960]  為什麽
[00:03:46.960 --> 00:03:48.340]  我日後要拿
[00:03:48.340 --> 00:03:51.300]  我日後一定要拿回去
[00:03:51.300 --> 00:03:54.500]  好這個序言之後我們就看第一點
[00:03:54.500 --> 00:04:00.140]  我們看第一點
[00:04:00.140 --> 00:04:01.740]  李旺記下二十章
[00:04:01.740 --> 00:04:03.440]  李旺記下二十章
[00:04:03.440 --> 00:04:05.440]  是有點倒述的
[00:04:05.440 --> 00:04:07.660]  是有點倒述
[00:04:07.660 --> 00:04:13.560]  有位教授很喜歡看電影
[00:04:13.560 --> 00:04:16.720]  有位教授很喜歡看電影
[00:04:16.720 --> 00:04:20.520]  他很留意電影是一種文學藝術
[00:04:20.520 --> 00:04:25.800]  他問我一個問題
[00:04:25.800 --> 00:04:34.980]  當一個影片的開頭和結尾是同一個背景
[00:04:34.980 --> 00:04:37.820]  但是有一樣不同的
[00:04:37.820 --> 00:04:40.720]  你們猜猜是什麽
[00:04:40.720 --> 00:04:43.420]  他放了一段給我們看
[00:04:43.420 --> 00:04:45.060]  我們看了之後
[00:04:45.060 --> 00:04:46.260]  如果你不留心
[00:04:46.260 --> 00:04:47.860]  你不留心的話
[00:04:47.860 --> 00:04:48.660]  你看不到difference
[00:04:48.660 --> 00:04:51.660]  因為人一個在背景一樣
[00:04:51.660 --> 00:04:54.040]  背景是一樣
[00:04:54.040 --> 00:04:55.160]  人是那個人
[00:04:55.160 --> 00:04:56.800]  人也是那個人
[00:04:56.800 --> 00:04:57.800]  主角也是那個
[00:04:57.800 --> 00:05:00.180]  但是我們要留意一件事
[00:05:00.180 --> 00:05:02.940]  在電影開頭這個人是面向鏡頭的
[00:05:02.940 --> 00:05:05.140]  在電影開頭這個人是面向鏡頭的
[00:05:05.140 --> 00:05:06.580]  結尾的時候
[00:05:06.580 --> 00:05:07.320]  結尾的時候
[00:05:07.320 --> 00:05:08.880]  是背向鏡頭
[00:05:08.880 --> 00:05:09.920]  是背向鏡頭
[00:05:09.920 --> 00:05:10.820]  有沒有留意
[00:05:10.820 --> 00:05:11.980]  有沒有留意
[00:05:11.980 --> 00:05:17.060]  電影是向正經學習的
[00:05:17.060 --> 00:05:18.160]  電影是向正經學習的
[00:05:18.160 --> 00:05:21.320]  有沒有看過電影一開始就講到現在
[00:05:21.320 --> 00:05:23.120]  一開始就講到現在
[00:05:23.120 --> 00:05:25.740]  然後就說一年前
[00:05:25.740 --> 00:05:27.060]  一年前
[00:05:27.060 --> 00:05:28.560]  三個月前
[00:05:28.560 --> 00:05:29.100]  三個月前
[00:05:29.100 --> 00:05:32.480]  有沒有看過電影這樣的presentation
[00:05:32.480 --> 00:05:34.800]  有沒有看過電影這樣的presentation
[00:05:34.800 --> 00:05:36.240]  其實這些是
[00:05:36.240 --> 00:05:37.240]  我不是說電影
[00:05:37.240 --> 00:05:40.420]  我只是說電影的說法是向正經學習
[00:05:40.420 --> 00:05:43.280]  電影說是向正經學習
[00:05:43.280 --> 00:05:45.920]  現在去到獵王記下的20章
[00:05:45.920 --> 00:05:47.720]  獵王記下的20章
[00:05:47.720 --> 00:05:51.420]  上一次我和大家分享的就是1到第11節
[00:05:51.420 --> 00:05:52.820]  上一次我和大家分享的就是1到第11節
[00:05:52.820 --> 00:05:58.200]  今天就是12到21
[00:05:58.200 --> 00:06:00.700]  今天就是12到21
[00:06:00.700 --> 00:06:04.740]  大家留意20章
[00:06:04.740 --> 00:06:06.440]  大家留意20章
[00:06:06.440 --> 00:06:08.040]  是一個倒敘
[00:06:08.040 --> 00:06:09.100]  是一個倒敘
[00:06:09.100 --> 00:06:10.480]  因為19章
[00:06:10.480 --> 00:06:11.480]  因為19章
[00:06:11.480 --> 00:06:16.140]  是講了最犧牲一生的勝利
[00:06:16.140 --> 00:06:18.020]  就是耶和華使者
[00:06:18.020 --> 00:06:23.680]  幫助他去毀滅18萬8千的亞述軍
[00:06:23.680 --> 00:06:24.820]  就是說
[00:06:24.820 --> 00:06:27.500]  講了耶和華使者幫助習近平
[00:06:27.500 --> 00:06:31.860]  去毀滅18萬5千的亞述軍
[00:06:31.860 --> 00:06:35.860]  但是20章和20章是講之前
[00:06:35.860 --> 00:06:38.200]  是講之前
[00:06:38.200 --> 00:06:40.540]  所以我要和大家
[00:06:40.540 --> 00:06:43.040]  因為這是20章的第一節
[00:06:43.040 --> 00:06:45.280]  21節和12節
[00:06:45.280 --> 00:06:46.840]  和12節
[00:06:46.840 --> 00:06:48.440]  你記不記得那兩個字
[00:06:48.440 --> 00:06:49.520]  你會看到那個字
[00:06:49.520 --> 00:06:50.820]  那時
[00:06:50.820 --> 00:06:52.180]  那時
[00:06:52.180 --> 00:06:54.460]  那兩個那時呢
[00:06:54.460 --> 00:06:56.120]  那兩個那時呢
[00:06:56.120 --> 00:06:58.460]  我們在這裏我想和大家重溫
[00:06:58.460 --> 00:07:00.560]  希西加在位的時間表
[00:07:00.560 --> 00:07:02.460]  我想和大家重溫一下
[00:07:02.460 --> 00:07:04.460]  希西加在位的時間表
[00:07:04.460 --> 00:07:05.700]  1、2、3、4
[00:07:05.700 --> 00:07:07.300]  有4個'
[00:07:07.300 --> 00:07:10.000]  第一點
[00:07:10.000 --> 00:07:12.980]  希西加在位29年
[00:07:12.980 --> 00:07:15.040]  希西加在位29年
[00:07:15.040 --> 00:07:15.680]  你忘記了
[00:07:15.680 --> 00:07:16.940]  18章那時講的
[00:07:16.940 --> 00:07:19.720]  18章一節所講
[00:07:19.720 --> 00:07:20.620]  在西歷來講
[00:07:20.620 --> 00:07:24.280]  就是之前720至692年
[00:07:24.280 --> 00:07:27.860]  就是之前720至692年
[00:07:27.860 --> 00:07:29.320]  好 第二點呢
[00:07:29.320 --> 00:07:30.320]  第二點
[00:07:30.320 --> 00:07:32.700]  希西加王14年
[00:07:32.700 --> 00:07:35.760]  希西加王14年
[00:07:35.760 --> 00:07:38.700]  即是之前706年左右
[00:07:38.700 --> 00:07:39.960]  就是706年
[00:07:39.960 --> 00:07:41.600]  我這個706怎麼計算呢
[00:07:41.600 --> 00:07:42.940]  706怎麼呢
[00:07:42.940 --> 00:07:44.480]  大家的算術回來好嗎
[00:07:44.480 --> 00:07:46.940]  720-14
[00:07:46.940 --> 00:07:48.880]  720-14
[00:07:48.880 --> 00:07:50.080]  706
[00:07:50.080 --> 00:07:50.840]  對不對
[00:07:50.840 --> 00:07:51.840]  我的算術對不對
[00:07:51.840 --> 00:07:56.740]  這裏有沒有算術老師
[00:07:56.740 --> 00:08:01.680]  剛剛上了王位的西拿基納
[00:08:01.680 --> 00:08:03.280]  剛剛上位的希西加
[00:08:03.280 --> 00:08:07.260]  西拿基納的在位是705至681
[00:08:07.260 --> 00:08:10.600]  在位是705到681
[00:08:10.600 --> 00:08:12.640]  這些是講主前的年份
[00:08:12.640 --> 00:08:14.600]  我再講多一次
[00:08:14.600 --> 00:08:15.340]  主前年份
[00:08:15.340 --> 00:08:20.740]  數目越大越遠
[00:08:20.740 --> 00:08:22.140]  離我們越遠
[00:08:22.140 --> 00:08:23.280]  如果我再講一次
[00:08:23.280 --> 00:08:24.740]  數目越大
[00:08:24.740 --> 00:08:25.920]  在主前年份
[00:08:25.920 --> 00:08:28.420]  越近我們數目就越小
[00:08:28.420 --> 00:08:29.380]  數目越小
[00:08:29.380 --> 00:08:29.880]  離我們越近
[00:08:29.880 --> 00:08:31.180]  但是主後呢
[00:08:31.180 --> 00:08:32.020]  但是主後呢
[00:08:32.020 --> 00:08:33.280]  數目越大
[00:08:33.280 --> 00:08:34.480]  數目越大
[00:08:34.480 --> 00:08:35.360]  就是後面
[00:08:35.360 --> 00:08:35.920]  就是後面
[00:08:35.920 --> 00:08:37.160]  今年2015
[00:08:37.160 --> 00:08:39.160]  現在2015
[00:08:39.160 --> 00:08:40.700]  1950年呢
[00:08:40.700 --> 00:08:41.620]  1950年
[00:08:41.620 --> 00:08:42.500]  從現在呢
[00:08:42.500 --> 00:08:44.700]  到現在呢
[00:08:44.700 --> 00:08:45.900]  差不多60年了
[00:08:45.900 --> 00:08:46.600]  60多年了
[00:08:46.600 --> 00:08:47.100]  65年
[00:08:47.100 --> 00:08:47.900]  大家明白嗎
[00:08:47.900 --> 00:08:49.500]  主後數目越大
[00:08:49.500 --> 00:08:51.740]  就是後面的
[00:08:51.740 --> 00:08:52.340]  主前呢
[00:08:52.340 --> 00:08:53.700]  數目越大就是前面的
[00:08:53.700 --> 00:08:56.040]  因為是零來做分界
[00:08:56.040 --> 00:08:57.840]  一年做分界
[00:08:57.840 --> 00:08:58.740]  大家應該很熟悉
[00:08:58.740 --> 00:09:01.340]  我怕大家只記得
[00:09:01.340 --> 00:09:02.320]  這個很容易混亂
[00:09:02.320 --> 00:09:02.820]  好
[00:09:02.820 --> 00:09:09.520]  在這個706至705的年呢
[00:09:09.520 --> 00:09:15.200]  就是705那一年
[00:09:15.200 --> 00:09:16.320]  西拿基納上位
[00:09:16.320 --> 00:09:22.300]  攻擊猶大一切堅固城池
[00:09:22.300 --> 00:09:24.540]  將成功取
[00:09:24.540 --> 00:09:28.840]  這個獵王記下十八章十三節
[00:09:28.840 --> 00:09:29.340]  原因呢
[00:09:29.340 --> 00:09:33.340]  就是因為希西加背叛不肯侍奉亞述王
[00:09:33.340 --> 00:09:37.880]  十八章七節
[00:09:37.880 --> 00:09:38.380]  好了
[00:09:38.380 --> 00:09:40.720]  現在來到二十章一節了
[00:09:40.720 --> 00:09:42.620]  那時
[00:09:42.620 --> 00:09:48.060]  這個島嶼是主前706
[00:09:48.060 --> 00:09:49.900]  707至706年左右
[00:09:49.900 --> 00:09:51.900]  主前707到706
[00:09:51.900 --> 00:09:53.500]  那麼這個707是怎麼來的呢
[00:09:53.500 --> 00:09:54.400]  怎麼來的呢
[00:09:54.400 --> 00:09:55.440]  692
[00:09:55.440 --> 00:09:56.140]  692
[00:09:56.140 --> 00:09:57.100]  他死那一年
[00:09:57.100 --> 00:09:59.100]  他死那一年
[00:09:59.100 --> 00:10:00.940]  上帝給他十五年
[00:10:00.940 --> 00:10:01.640]  上帝給他十五年
[00:10:01.640 --> 00:10:03.040]  那麼就加十五
[00:10:03.040 --> 00:10:06.040]  加十五
[00:10:06.040 --> 00:10:08.320]  那6
[00:10:08.320 --> 00:10:10.880]  692加十五是不是707了
[00:10:10.880 --> 00:10:12.180]  加十五到707
[00:10:12.180 --> 00:10:12.980]  OK
[00:10:12.980 --> 00:10:13.960]  那麼這一年
[00:10:13.960 --> 00:10:16.460]  就是希西加患了重病
[00:10:16.460 --> 00:10:17.920]  希西加患了重病
[00:10:17.920 --> 00:10:19.320]  第四年
[00:10:19.320 --> 00:10:20.400]  現在來到我們今天
[00:10:20.400 --> 00:10:22.160]  就是二十章的十二節了
[00:10:22.160 --> 00:10:23.400]  二十章二十節
[00:10:23.400 --> 00:10:24.700]  那時
[00:10:24.700 --> 00:10:26.600]  又是那個那時
[00:10:26.600 --> 00:10:28.140]  這個時候呢
[00:10:28.140 --> 00:10:29.900]  上帝已經治好了他的病了
[00:10:29.900 --> 00:10:31.040]  上帝已經治好了他的病了
[00:10:31.040 --> 00:10:32.480]  過了一些日子了
[00:10:32.480 --> 00:10:33.540]  過了一些日子
[00:10:33.540 --> 00:10:34.500]  這個日子不是幾天
[00:10:34.500 --> 00:10:37.440]  我相信是weeks or months
[00:10:37.440 --> 00:10:40.140]  我相信是幾週或幾個月
[00:10:40.140 --> 00:10:45.860]  是希西加準備背叛亞述王的時候
[00:10:45.860 --> 00:10:47.020]  背叛亞述王的時候
[00:10:47.020 --> 00:10:48.860]  還沒背叛就上了
[00:10:48.860 --> 00:10:50.520]  還為什麼背叛
[00:10:50.520 --> 00:10:52.520]  那上帝說我要聯手
[00:10:52.520 --> 00:10:54.220]  我需要聯手
[00:10:54.220 --> 00:10:55.360]  就在這個時候
[00:10:55.360 --> 00:10:56.060]  就在這個時候
[00:10:56.060 --> 00:10:57.660]  二十章十二節
[00:10:57.660 --> 00:10:59.140]  這個那時呢
[00:10:59.140 --> 00:11:00.500]  二十章
[00:11:00.500 --> 00:11:02.540]  應該是主持
[00:11:02.540 --> 00:11:03.900]  是他治好了他的病
[00:11:03.900 --> 00:11:05.740]  707年底
[00:11:05.740 --> 00:11:08.300]  或者706年初
[00:11:08.300 --> 00:11:10.580]  應該是707年底
[00:11:10.580 --> 00:11:14.340]  或者706年初
[00:11:14.340 --> 00:11:17.260]  希西加王就背叛西納基納了
[00:11:17.260 --> 00:11:19.460]  希西加王背叛西納基納
[00:11:19.460 --> 00:11:23.960]  而西納基納馬上兵法猶大
[00:11:23.960 --> 00:11:25.120]  馬上兵法猶大
[00:11:25.120 --> 00:11:28.560]  為時是706年年中
[00:11:28.560 --> 00:11:30.460]  為時大概是706年年中
[00:11:30.460 --> 00:11:31.840]  這個中是中間的中
[00:11:31.840 --> 00:11:33.200]  不是中結的中
[00:11:33.200 --> 00:11:35.000]  是年中
[00:11:35.000 --> 00:11:36.140]  summer
[00:11:36.140 --> 00:11:37.680]  or 706
[00:11:37.680 --> 00:11:39.580]  summer 最好
[00:11:39.580 --> 00:11:41.300]  因為夏天最好廝殺
[00:11:41.300 --> 00:11:42.980]  夏天最好廝殺
[00:11:42.980 --> 00:11:43.940]  好
[00:11:43.940 --> 00:11:44.940]  明白的時候
[00:11:44.940 --> 00:11:46.320]  這個時間很重要
[00:11:46.320 --> 00:11:47.620]  這個時間非常重要
[00:11:47.620 --> 00:11:48.620]  OK
[00:11:48.620 --> 00:11:50.820]  現在我們看1A
[00:11:50.820 --> 00:11:51.680]  我們看A
[00:11:51.680 --> 00:11:53.720]  二十章十二節
[00:11:53.720 --> 00:11:55.680]  那時
[00:11:55.680 --> 00:11:58.020]  巴比倫王
[00:11:58.020 --> 00:12:01.420]  巴拉旦的兒子
[00:12:01.420 --> 00:12:08.700]  比羅達拉巴
[00:12:08.700 --> 00:12:11.740]  聽到希西加病痊癒
[00:12:11.740 --> 00:12:14.500]  就送信和禮物給他
[00:12:14.500 --> 00:12:17.040]  那時巴比倫王
[00:12:17.040 --> 00:12:19.180]  巴拉旦的兒子
[00:12:19.180 --> 00:12:22.780]  比羅達拉巴
[00:12:22.780 --> 00:12:24.380]  聽見希西加病癒
[00:12:24.380 --> 00:12:27.260]  就送幸福禮物給他
[00:12:27.260 --> 00:12:30.360]  我們來看看
[00:12:30.360 --> 00:12:32.220]  這個英文聖經叫做
[00:12:32.220 --> 00:12:35.920]  巴羅達巴拉旦
[00:12:35.920 --> 00:12:38.100]  是他的名字
[00:12:38.100 --> 00:12:40.060]  他也有一個聖經名叫做
[00:12:40.060 --> 00:12:43.100]  馬杜塔布雷丁娜
[00:12:43.100 --> 00:12:43.860]  不用記
[00:12:43.860 --> 00:12:45.700]  總之我們看看中文聖經
[00:12:45.700 --> 00:12:47.500]  OK
[00:12:47.500 --> 00:12:48.800]  這個呢
[00:12:48.800 --> 00:12:52.880]  比羅達巴拉
[00:12:52.880 --> 00:12:56.080]  是在早出721年的時候
[00:12:56.080 --> 00:12:58.120]  奪得巴比倫王位
[00:12:58.120 --> 00:13:00.620]  比羅達巴拉
[00:13:00.620 --> 00:13:03.420]  早在721年就得到巴比倫王位
[00:13:03.420 --> 00:13:04.520]  大家想想
[00:13:04.520 --> 00:13:07.120]  現在是706年
[00:13:07.120 --> 00:13:10.260]  現在已經是706年
[00:13:10.260 --> 00:13:11.400]  721
[00:13:11.400 --> 00:13:12.660]  721
[00:13:12.660 --> 00:13:15.160]  多少年前
[00:13:15.160 --> 00:13:17.660]  15年前
[00:13:17.660 --> 00:13:18.800]  他奪到王位
[00:13:18.800 --> 00:13:20.340]  得到王位
[00:13:20.340 --> 00:13:21.900]  但是這個王位呢
[00:13:21.900 --> 00:13:23.480]  就錯了不是很久
[00:13:23.480 --> 00:13:24.880]  在710年
[00:13:24.880 --> 00:13:26.380]  709到710年
[00:13:26.380 --> 00:13:28.320]  錯了大約11年左右
[00:13:28.320 --> 00:13:29.320]  就錯不了
[00:13:29.320 --> 00:13:30.120]  為什麼呢
[00:13:30.120 --> 00:13:33.120]  亞述王沙爾根二世
[00:13:33.120 --> 00:13:34.720]  就來推翻他
[00:13:34.720 --> 00:13:38.680]  亞述王沙爾根二世將其推翻
[00:13:38.680 --> 00:13:40.160]  沙爾根二世是誰呢
[00:13:40.160 --> 00:13:42.060]  就是
[00:13:42.060 --> 00:13:43.860]  西馬基勒的羅達巴拉
[00:13:43.860 --> 00:13:45.660]  就是西馬基勒的父親
[00:13:45.660 --> 00:13:48.500]  就推翻了他
[00:13:48.500 --> 00:13:52.600]  這個沙爾根在位722-705
[00:13:52.600 --> 00:13:55.380]  他在位在722-705
[00:13:55.380 --> 00:13:57.380]  而這個時候是706
[00:13:57.380 --> 00:13:59.000]  現在是706
[00:13:59.000 --> 00:14:00.180]  這個是什麼時候呢
[00:14:00.180 --> 00:14:01.680]  可能我們估計
[00:14:01.680 --> 00:14:04.880]  可能沙爾根因為他705地
[00:14:04.880 --> 00:14:06.880]  他705死的
[00:14:06.880 --> 00:14:09.880]  可能這個時候已經病到五顏六色了
[00:14:09.880 --> 00:14:13.260]  所以現在可能變得很厲害了
[00:14:13.260 --> 00:14:15.220]  通常你想造反的是
[00:14:15.220 --> 00:14:19.800]  趁你病下面那句
[00:14:19.800 --> 00:14:20.720]  對於那些政治人物
[00:14:20.720 --> 00:14:21.400]  你病了
[00:14:21.400 --> 00:14:23.500]  我想趁你這個王不定的時候
[00:14:23.500 --> 00:14:24.260]  我就造反了
[00:14:24.260 --> 00:14:24.760]  是不是
[00:14:24.760 --> 00:14:26.060]  我就趁你在身邊的時候
[00:14:26.060 --> 00:14:27.360]  我就造反了
[00:14:27.360 --> 00:14:28.640]  OK
[00:14:28.640 --> 00:14:32.840]  在這個時候的706的時候
[00:14:32.840 --> 00:14:36.040]  這個王叫比羅巴拉達
[00:14:36.040 --> 00:14:37.280]  這個巴比倫王
[00:14:37.280 --> 00:14:39.680]  他是一個流亡君主
[00:14:39.680 --> 00:14:41.080]  他這個是
[00:14:41.080 --> 00:14:43.580]  巴比倫王應該是一個流亡君主
[00:14:43.580 --> 00:14:44.780]  在野的
[00:14:44.780 --> 00:14:45.760]  在野的
[00:14:45.760 --> 00:14:47.260]  這是一個流亡
[00:14:47.260 --> 00:14:48.720]  什麼是流亡
[00:14:48.720 --> 00:14:51.360]  今天的達賴喇嘛
[00:14:51.360 --> 00:14:53.120]  今天的達賴喇嘛
[00:14:53.120 --> 00:14:53.900]  在哪裡
[00:14:53.900 --> 00:14:55.160]  在哪
[00:14:55.160 --> 00:14:56.100]  在印度
[00:14:56.100 --> 00:14:57.460]  在印度
[00:14:57.460 --> 00:14:58.900]  不過他已經有繼承人了
[00:14:58.900 --> 00:15:00.200]  不過未曾有繼承人
[00:15:00.200 --> 00:15:02.740]  他是流亡領袖
[00:15:02.740 --> 00:15:06.040]  在沒有繼承人之中流亡領袖
[00:15:06.040 --> 00:15:07.380]  所以他現在雖然是王
[00:15:07.380 --> 00:15:09.280]  不過被人趕走出來
[00:15:09.280 --> 00:15:10.040]  他雖然是王
[00:15:10.040 --> 00:15:11.620]  但是已經被趕出來
[00:15:11.620 --> 00:15:13.420]  所以你明白這個情形之後
[00:15:13.420 --> 00:15:16.160]  他現在和希西加
[00:15:16.160 --> 00:15:17.460]  繼續搭上關係了
[00:15:17.460 --> 00:15:19.460]  他和希西加搭上關係
[00:15:19.460 --> 00:15:21.260]  OK
[00:15:21.260 --> 00:15:22.820]  他們很聰明
[00:15:22.820 --> 00:15:25.760]  有誰很討厭西拿基勒呢
[00:15:25.760 --> 00:15:26.600]  是誰呢
[00:15:26.600 --> 00:15:28.700]  或者亞述國呢
[00:15:28.700 --> 00:15:29.300]  是誰呢
[00:15:29.300 --> 00:15:31.300]  憎恨西拿基勒或者亞述國呢
[00:15:31.300 --> 00:15:33.340]  於是就看到希西加
[00:15:33.340 --> 00:15:35.040]  就是看到希西加
[00:15:35.040 --> 00:15:37.040]  OK
[00:15:37.040 --> 00:15:42.240]  他很想找人一起來攻擊王
[00:15:42.240 --> 00:15:43.740]  他想找人一起來攻擊王
[00:15:43.740 --> 00:15:49.180]  這個時候706差不多是他的
[00:15:49.180 --> 00:15:50.880]  沙爾根
[00:15:50.880 --> 00:15:51.920]  沙爾根
[00:15:51.920 --> 00:15:53.360]  和西拿基勒
[00:15:53.360 --> 00:15:55.420]  大家交接的時間
[00:15:55.420 --> 00:15:57.320]  和希西加交接的時候
[00:15:57.320 --> 00:15:58.500]  19章35節報導
[00:15:58.500 --> 00:16:03.300]  耶和華的使者出去
[00:16:03.300 --> 00:16:05.200]  報導了耶和華使者出去
[00:16:05.200 --> 00:16:08.640]  在亞述營中殺了18萬8千人
[00:16:08.640 --> 00:16:10.480]  在報導的那次
[00:16:10.480 --> 00:16:11.580]  耶和華使者出去
[00:16:11.580 --> 00:16:15.280]  在亞述營中殺了18萬8千人
[00:16:15.280 --> 00:16:16.640]  18萬5千人
[00:16:16.640 --> 00:16:18.120]  西拿基勒
[00:16:18.120 --> 00:16:18.780]  基勒基勒
[00:16:18.780 --> 00:16:21.680]  705~601的年代
[00:16:21.680 --> 00:16:23.760]  就退回他的老家
[00:16:23.760 --> 00:16:24.760]  就退回老家
