
[00:00:00.000 --> 00:00:08.000]  我只想想,整年裡,圍繞我心裡的一個方向,神同在的方向,說了些什麼呢?
[00:04:26.000 --> 00:04:30.000]  不再只是為食物吃衣服穿,那麼簡單的勇氣
[00:04:30.000 --> 00:04:34.000]  他這份勇氣,他要面對他生命深層,一個底層的地方
[00:04:34.000 --> 00:04:37.000]  一個他時時懷念的一件事
[00:04:37.000 --> 00:04:42.000]  他要面對的是他哥哥耳掃的仇恨
[00:04:42.000 --> 00:04:45.000]  能夠面對他一生最艱難的功課
[00:04:45.000 --> 00:04:49.000]  在這個功課,他需要拿起一份更大的勇氣
[00:04:49.000 --> 00:04:52.000]  這份勇氣是怎樣來的呢?第一方面我們看到
[00:04:52.000 --> 00:04:56.000]  這份勇氣是從他一個很清晰的認定那裏來的
[00:04:56.000 --> 00:05:03.000]  認定甚麼?在哈蘭二十年,雅各的舅父拉班
[00:05:03.000 --> 00:05:05.000]  如果大家回去讀聖經,你會看見
[00:05:05.000 --> 00:05:08.000]  連你可能都會覺得,甚麼這樣的人都有
[00:05:08.000 --> 00:05:11.000]  沒錯,拉班就是一個很狡猾的人
[00:05:11.000 --> 00:05:14.000]  因為他要知道,神特別賜福給雅各
[00:05:14.000 --> 00:05:18.000]  所以他留住雅各,很想藉著雅各得到自己很多的利益
[00:05:18.000 --> 00:05:22.000]  所以他為了雅各喜歡拉傑
[00:05:22.000 --> 00:05:25.000]  他就用了十四年的功架去換取
[00:05:25.000 --> 00:05:31.000]  雅各在這二十年,其實上帝不斷按著他的應許賜福給他
[00:05:31.000 --> 00:05:32.000]  保護他,幫助他
[00:05:32.000 --> 00:05:36.000]  所以二十年過去,他再回來這條路
[00:05:36.000 --> 00:05:38.000]  他不再是孤單一人
[00:05:38.000 --> 00:05:42.000]  他帶著的是一群牛羊,瀑皮,兒女
[00:05:42.000 --> 00:05:48.000]  很富有,很有智慧,並且跟拉班相處了二十年
[00:05:48.000 --> 00:05:50.000]  都是一個很老練的人
[00:05:50.000 --> 00:05:52.000]  他認定了甚麼?
[00:05:52.000 --> 00:05:54.000]  在他的生命裏,他知道
[00:05:54.000 --> 00:05:56.000]  那個勇氣不再是以前
[00:05:56.000 --> 00:05:58.000]  總之沒有路,走就走
[00:05:58.000 --> 00:06:02.000]  他知道,他唯一要認定的是
[00:06:02.000 --> 00:06:07.000]  唯有上帝的幫助,他才能夠有今天
[00:06:07.000 --> 00:06:11.000]  沒有了神的幫助,他甚麼都沒有
[00:06:11.000 --> 00:06:13.000]  於是當他聽見這個消息的時候
[00:06:13.000 --> 00:06:16.000]  他就立即向神禱告
[00:06:16.000 --> 00:06:19.000]  剛才我說的那個消息是甚麼?
[00:06:19.000 --> 00:06:21.000]  有些探子回來,他想著
[00:06:21.000 --> 00:06:24.000]  一開始就想,很有把握
[00:06:24.000 --> 00:06:26.000]  你回去跟我的哥哥說
[00:06:26.000 --> 00:06:29.000]  記住叫我主,然後稱我為僕人
[00:06:29.000 --> 00:06:31.000]  他計劃了這個說話
[00:06:31.000 --> 00:06:33.000]  但想不到回來的消息
[00:06:33.000 --> 00:06:35.000]  帶給他很大的懼怕
[00:06:35.000 --> 00:06:39.000]  其實這個消息不算是一個很可怕的消息
[00:06:39.000 --> 00:06:41.000]  他說,你哥哥帶著四百人
[00:06:41.000 --> 00:06:43.000]  正迎著你來
[00:06:43.000 --> 00:06:46.000]  他沒有說你哥哥兇神惡煞
[00:06:46.000 --> 00:06:48.000]  帶著四百個大隻佬
[00:06:48.000 --> 00:06:51.000]  拿著刀,拿著槍來殺你
[00:06:51.000 --> 00:06:54.000]  如果是這樣,這個恐嚇的消息
[00:06:54.000 --> 00:06:55.000]  很真實,是不是?
[00:06:55.000 --> 00:06:58.000]  但其實這個消息,某程度上都很忠誠
[00:06:58.000 --> 00:07:00.000]  你哥哥可以帶著四百個人
[00:07:00.000 --> 00:07:07.000]  帶著水果,帶著比利,去迎接你
[00:07:07.000 --> 00:07:09.000]  但對雅各來說
[00:07:09.000 --> 00:07:13.000]  這個消息是一個絕對壞的消息
[00:07:13.000 --> 00:07:15.000]  所以當我看到的時候
[00:07:15.000 --> 00:07:17.000]  我自己都想,我都不是太差
[00:07:17.000 --> 00:07:19.000]  雅各這麼有,甚麼都有
[00:07:19.000 --> 00:07:21.000]  他仍然因為一句話
[00:07:21.000 --> 00:07:23.000]  他突然間心靈都很脆弱
[00:07:23.000 --> 00:07:25.000]  被人打擊了
[00:07:25.000 --> 00:07:27.000]  但雅各很厲害
[00:07:27.000 --> 00:07:29.000]  他雖然知道自己恐懼
[00:07:29.000 --> 00:07:31.000]  很多的受煩
[00:07:31.000 --> 00:07:33.000]  但他沒有這樣去隱藏
[00:07:33.000 --> 00:07:35.000]  他沒有說,好像有時我們都會這樣
[00:07:35.000 --> 00:07:37.000]  怕甚麼,怕甚麼,不用怕他
[00:07:37.000 --> 00:07:39.000]  可能是膨大隻
[00:07:39.000 --> 00:07:42.000]  撐起箭珠,這樣都不怕
[00:07:42.000 --> 00:07:43.000]  他真的害怕
[00:07:43.000 --> 00:07:47.000]  雅各就甚恐懼,而且受煩
[00:07:47.000 --> 00:07:49.000]  雅各的表現
[00:07:49.000 --> 00:07:52.000]  都是我們時事恐懼的表現其中一樣
[00:07:52.000 --> 00:07:54.000]  雅各恐懼,然後他怎樣?
[00:07:54.000 --> 00:07:57.000]  他想像著他怎樣被擊殺
[00:07:57.000 --> 00:07:59.000]  其實那個訊息,剛才我說
[00:07:59.000 --> 00:08:01.000]  是一個很忠誠的訊息
[00:08:01.000 --> 00:08:03.000]  但恐懼就是這樣
[00:08:03.000 --> 00:08:05.000]  恐懼會一直哄你
[00:08:05.000 --> 00:08:07.000]  在腦裏,好像拍戲一樣
[00:08:07.000 --> 00:08:10.000]  一直拍一個劇情,不斷地演繹出來
[00:08:10.000 --> 00:08:12.000]  在雅各裏的演繹就是
[00:08:12.000 --> 00:08:14.000]  哥哥帶著四百人兇神惡煞
[00:08:14.000 --> 00:08:16.000]  將我兒女一個一個地殺
[00:08:16.000 --> 00:08:18.000]  我老婆一個一個地殺
[00:08:18.000 --> 00:08:20.000]  然後我的牛羊薄皮都沒有了
[00:08:20.000 --> 00:08:22.000]  我甚麼都沒有了
[00:08:22.000 --> 00:08:24.000]  恐懼就是這樣
[00:08:24.000 --> 00:08:26.000]  會帶來更多的恐嚇
[00:08:26.000 --> 00:08:29.000]  讓想像不斷地侵蝕你的心
[00:08:29.000 --> 00:08:31.000]  雅各很聰明
[00:08:31.000 --> 00:08:33.000]  二十年來
[00:08:33.000 --> 00:08:35.000]  我想比他有很多真實的訓練
[00:08:35.000 --> 00:08:37.000]  他恐懼,不過他
[00:08:37.000 --> 00:08:39.000]  在他裏面,他知道
[00:08:39.000 --> 00:08:41.000]  壞消息會破壞力
[00:08:41.000 --> 00:08:43.000]  所以他立即再一次
[00:08:43.000 --> 00:08:45.000]  將自己的腳步,將自己的心
[00:08:45.000 --> 00:08:47.000]  認定在另一個層面
[00:08:47.000 --> 00:08:49.000]  他不單知道是神的幫助
[00:08:49.000 --> 00:08:51.000]  他更加知道,唯有認定
[00:08:51.000 --> 00:08:53.000]  上帝的創造力
[00:08:53.000 --> 00:08:55.000]  這是他生命裏面一個最大
[00:08:55.000 --> 00:08:57.000]  有機會扭轉的空間
[00:08:57.000 --> 00:09:00.000]  他不再相信壞消息
[00:09:00.000 --> 00:09:02.000]  而是他相信神的創造力
[00:09:02.000 --> 00:09:04.000]  在他的生命裏面
[00:09:04.000 --> 00:09:06.000]  他將他自己的心意
[00:09:06.000 --> 00:09:08.000]  從那種恐懼帶回
[00:09:08.000 --> 00:09:10.000]  到神的裏面
[00:09:10.000 --> 00:09:12.000]  我剛才的禱告,其實某程度上
[00:09:12.000 --> 00:09:14.000]  都是像哈娜那樣傾心吐意的禱告
[00:09:14.000 --> 00:09:16.000]  他將自己說出來
[00:09:16.000 --> 00:09:19.000]  我很害怕,我怕我哥哥殺我
[00:09:19.000 --> 00:09:21.000]  天父,你不是不記得
[00:09:21.000 --> 00:09:23.000]  我本身甚麼都沒有,我真的不配得
[00:09:23.000 --> 00:09:25.000]  但是你使我有這麼多東西
[00:09:25.000 --> 00:09:29.000]  然後他提了兩次一個字眼
[00:09:29.000 --> 00:09:32.000]  他說:你曾說
[00:09:32.000 --> 00:09:34.000]  我哥哥將他的眼目
[00:09:34.000 --> 00:09:36.000]  好像拍照機一樣
[00:09:36.000 --> 00:09:38.000]  拍一張漂亮的照片,雖然我不太懂
[00:09:38.000 --> 00:09:40.000]  要聚焦下來
[00:09:40.000 --> 00:09:42.000]  他的照片應該要有個方向
[00:09:42.000 --> 00:09:45.000]  否則那張照片就會很散漫
[00:09:45.000 --> 00:09:48.000]  很散滿,人家看的時候都不知道你在拍甚麼
[00:09:48.000 --> 00:09:50.000]  人生都是這樣
[00:09:50.000 --> 00:09:54.000]  我們需要聚焦在一個準確正確的位置裏
[00:09:54.000 --> 00:09:56.000]  我哥哥聚焦他自己的生命
[00:09:56.000 --> 00:09:58.000]  在神的話語裏面
[00:09:58.000 --> 00:10:01.000]  他很清楚,生命的真相本就是無常
[00:10:01.000 --> 00:10:03.000]  很多東西我們把握不到
[00:10:03.000 --> 00:10:05.000]  但唯有把握到的是
[00:10:05.000 --> 00:10:07.000]  上帝是你講過的
[00:10:07.000 --> 00:10:09.000]  所以我們扭計扭的時候
[00:10:09.000 --> 00:10:12.000]  最好出的招就是跟上帝說
[00:10:12.000 --> 00:10:14.000]  上帝是你曾經講的
[00:10:14.000 --> 00:10:16.000]  是你答應我的,是你聖經裏的吩咐
[00:10:16.000 --> 00:10:18.000]  是你幫助我的,我是你的兒女
[00:10:18.000 --> 00:10:20.000]  你會祝福我的
[00:10:20.000 --> 00:10:22.000]  神你曾說
[00:10:22.000 --> 00:10:24.000]  唯有我們將自己的心
[00:10:24.000 --> 00:10:27.000]  堅定認定在上帝的話語裏
[00:10:27.000 --> 00:10:29.000]  我們才能重新得到膽量
[00:10:29.000 --> 00:10:33.000]  向不能預知的未來繼續進發
[00:10:33.000 --> 00:10:36.000]  耶穌講到他自己的話語
[00:10:36.000 --> 00:10:38.000]  在《馬太》裏面
[00:10:38.000 --> 00:10:39.000]  他曾經講
[00:10:39.000 --> 00:10:41.000]  他說天地都要廢去
[00:10:41.000 --> 00:10:43.000]  這個《馬太》二十四章
[00:10:43.000 --> 00:10:46.000]  其實正正就在講末日的預兆
[00:10:46.000 --> 00:10:49.000]  末日的時候人的愛心漸漸冷淡
[00:10:49.000 --> 00:10:52.000]  你以前要靠淪舍那種愛心彼此扶持
[00:10:52.000 --> 00:10:54.000]  今天沒有了
[00:10:54.000 --> 00:10:57.000]  他又講到這個世界
[00:10:57.000 --> 00:10:59.000]  民要攻打民,國要攻打國
[00:10:59.000 --> 00:11:00.000]  所以以前我們恃著
[00:11:00.000 --> 00:11:02.000]  就是我們國土的安穩
[00:11:02.000 --> 00:11:03.000]  某程度來說
[00:11:03.000 --> 00:11:05.000]  在末日你都不可以靠
[00:11:05.000 --> 00:11:08.000]  他又講到我們不能夠再看
[00:11:08.000 --> 00:11:10.000]  我們能夠掌握的天
[00:11:10.000 --> 00:11:12.000]  或者那個風調雨順
[00:11:12.000 --> 00:11:15.000]  因為他說這個末日將至
[00:11:15.000 --> 00:11:20.000]  在很多地方我們見到地震、饑荒都會發生
[00:11:20.000 --> 00:11:21.000]  然後耶穌就告訴我們
[00:11:21.000 --> 00:11:22.000]  天地要廢去
[00:11:22.000 --> 00:11:25.000]  我的話卻不能廢去
[00:11:25.000 --> 00:11:27.000]  這個世界會改變
[00:11:27.000 --> 00:11:32.000]  上帝的話是一點一滑不會改變
[00:11:32.000 --> 00:11:35.000]  在哥倫多後書裡更加講到
[00:11:35.000 --> 00:11:36.000]  神的應許
[00:11:36.000 --> 00:11:40.000]  神給我、給你、給我們每一個的應許
[00:11:40.000 --> 00:11:41.000]  聖經很清楚地講
[00:11:41.000 --> 00:11:43.000]  在基督裡面都是事的
[00:11:43.000 --> 00:11:45.000]  不論那樣東西是大的應許
[00:11:45.000 --> 00:11:46.000]  或者人體裡很小的應許
[00:11:46.000 --> 00:11:47.000]  不論有多少
[00:11:47.000 --> 00:11:50.000]  在基督裡面都是事的
[00:11:50.000 --> 00:11:53.000]  這個事的在聖經裡面一直講下去
[00:11:53.000 --> 00:11:54.000]  就是阿門
[00:11:54.000 --> 00:11:56.000]  或者是實實在在的意思
[00:11:56.000 --> 00:11:58.000]  所以當我們祈禱的時候
[00:11:58.000 --> 00:11:59.000]  頂多我們要知道
[00:11:59.000 --> 00:12:01.000]  阿門不是一個口頭禪
[00:12:01.000 --> 00:12:04.000]  總之祈願土叫醒旁邊的人
[00:12:04.000 --> 00:12:06.000]  唯有說阿門
[00:12:06.000 --> 00:12:08.000]  讓祈願可以睡
[00:12:08.000 --> 00:12:09.000]  不是這麼簡單的
[00:12:09.000 --> 00:12:10.000]  也不是這個意思
[00:12:10.000 --> 00:12:13.000]  阿門的意思就是很實在
[00:12:13.000 --> 00:12:15.000]  所以當每一次禱告
[00:12:15.000 --> 00:12:16.000]  上帝你是我的神
[00:12:16.000 --> 00:12:18.000]  是幫助我的
[00:12:18.000 --> 00:12:19.000]  當我講阿門的時候
[00:12:19.000 --> 00:12:20.000]  就是再一次告訴自己
[00:12:20.000 --> 00:12:22.000]  是真實的
[00:12:22.000 --> 00:12:24.000]  上帝的應許是真的
[00:12:24.000 --> 00:12:26.000]  所以當我們祈禱的時候
[00:12:26.000 --> 00:12:28.000]  每一次我將自己交託給上帝
[00:12:28.000 --> 00:12:29.000]  神求你幫我
[00:12:29.000 --> 00:12:30.000]  帶著我人生
[00:12:30.000 --> 00:12:31.000]  祝福我人生的路
[00:12:31.000 --> 00:12:33.000]  然後我講阿門
[00:12:33.000 --> 00:12:34.000]  就是表示
[00:12:34.000 --> 00:12:35.000]  是真的
[00:12:35.000 --> 00:12:36.000]  告訴自己
[00:12:36.000 --> 00:12:38.000]  我真的將自己的人生交給了神
[00:12:38.000 --> 00:12:42.000]  所以勇敢走出去吧
[00:12:42.000 --> 00:12:43.000]  上帝的應許
[00:12:43.000 --> 00:12:44.000]  不論有多少
[00:12:44.000 --> 00:12:47.000]  在基督裡面都是事的
[00:12:47.000 --> 00:12:51.000]  請問你信不信上帝的話
[00:12:51.000 --> 00:12:53.000]  在歷史裡面有很多人
[00:12:53.000 --> 00:12:57.000]  其實我和你都沒什麼大分別
[00:12:57.000 --> 00:12:59.000]  其實都是一樣的軟弱
[00:12:59.000 --> 00:13:01.000]  但很多人因為信上帝的話
[00:13:01.000 --> 00:13:05.000]  而他的人生就得到很多的改變
[00:13:05.000 --> 00:13:08.000]  有一位姐妹叫Reverie
[00:13:08.000 --> 00:13:09.000]  她是一個英國人
[00:13:09.000 --> 00:13:11.000]  她父母是一個敬虔的父母
[00:13:11.000 --> 00:13:14.000]  不過當這位姐妹去到法國讀書的時候
[00:13:14.000 --> 00:13:17.000]  她就流浪在法國
[00:13:17.000 --> 00:13:19.000]  做了很多不應該做的事
[00:13:19.000 --> 00:13:20.000]  她離開了神
[00:13:20.000 --> 00:13:21.000]  離開了教會
[00:13:21.000 --> 00:13:23.000]  但她知道幾年後
[00:13:23.000 --> 00:13:25.000]  她經歷的不再是罪終之樂
[00:13:25.000 --> 00:13:27.000]  而是罪終裡面那種困苦
[00:13:27.000 --> 00:13:28.000]  那種痛苦
[00:13:28.000 --> 00:13:30.000]  但她不知道怎麼辦
[00:13:30.000 --> 00:13:32.000]  因為她不敢告訴父母
[00:13:32.000 --> 00:13:33.000]  她父母很敬虔
[00:13:33.000 --> 00:13:35.000]  她不想傷害她的心
[00:13:35.000 --> 00:13:36.000]  但她很聰明
[00:13:36.000 --> 00:13:38.000]  因為她回到聖經裡面去看
[00:13:38.000 --> 00:13:39.000]  她打開聖經
[00:13:39.000 --> 00:13:42.000]  她看到約翰福音第十一章二十六節
[00:13:42.000 --> 00:13:45.000]  她說「人若信我,就永遠不死」
[00:13:45.000 --> 00:13:46.000]  然後她說一句話
[00:13:46.000 --> 00:13:50.000]  「理信者還魔」
[00:13:50.000 --> 00:13:54.000]  當Reverie看到這句聖經
[00:13:54.000 --> 00:13:55.000]  她就跟自己說
[00:13:55.000 --> 00:13:58.000]  「我信上帝的話」
[00:13:58.000 --> 00:14:00.000]  從此之後她回到教會
[00:14:00.000 --> 00:14:03.000]  她一回到教會就差五個查經班
[00:14:03.000 --> 00:14:04.000]  很厲害
[00:14:04.000 --> 00:14:05.000]  以前的人可能比較空閒
[00:14:05.000 --> 00:14:07.000]  不過我們起碼都回過
[00:14:07.000 --> 00:14:09.000]  她回了五個,我們回了一個
[00:14:09.000 --> 00:14:11.000]  因為她知道聖經的話語幫到我們
[00:14:11.000 --> 00:14:13.000]  她就這樣去讀聖經
[00:14:13.000 --> 00:14:15.000]  然後重新去長進過來
[00:14:15.000 --> 00:14:17.000]  聖經說一路一生幫助她
[00:14:17.000 --> 00:14:20.000]  後來她在1936年的日子
[00:14:20.000 --> 00:14:23.000]  她就蒙神呼召到中國做宣教士
[00:14:23.000 --> 00:14:24.000]  當時很艱難
[00:14:24.000 --> 00:14:27.000]  因為當時是日軍侵華的時候
[00:14:27.000 --> 00:14:30.000]  她曾經被人關在一個150呎的地方
[00:14:30.000 --> 00:14:32.000]  150呎一個人住多好
[00:14:32.000 --> 00:14:35.000]  不是,她是98個人一起住
[00:14:35.000 --> 00:14:37.000]  所以當時她說
[00:14:37.000 --> 00:14:38.000]  很慘的
[00:14:38.000 --> 00:14:41.000]  大家都知道這些地方一定沒有東西可以吃
[00:14:41.000 --> 00:14:42.000]  所以她做了一件事
[00:14:42.000 --> 00:14:44.000]  我覺得我們也可以學的
[00:14:44.000 --> 00:14:48.000]  她說她每晚就用一條繩或腰帶
[00:14:48.000 --> 00:14:50.000]  綁著肚皮
[00:14:50.000 --> 00:14:51.000]  然後等睡覺的時候
[00:14:51.000 --> 00:14:53.000]  那種肚餓的感覺是沒有的
[00:14:53.000 --> 00:14:57.000]  所以我們原來勒緊肚皮是有效的
[00:14:57.000 --> 00:14:59.000]  所以大家不想吃那麼多東西
[00:14:59.000 --> 00:15:01.000]  或者減肥
[00:15:01.000 --> 00:15:03.000]  晚上可以勒緊肚皮
[00:15:03.000 --> 00:15:07.000]  不過我沒有問過醫生是否健康
[00:15:07.000 --> 00:15:09.000]  她勒緊肚皮了幾年
[00:15:09.000 --> 00:15:11.000]  但她不是很健康
[00:15:11.000 --> 00:15:13.000]  所以幾年後她回到英國
[00:15:13.000 --> 00:15:17.000]  但是她心懷念的就是中國人
[00:15:17.000 --> 00:15:19.000]  所以她又再回到中國
[00:15:19.000 --> 00:15:20.000]  不過很不幸的是
[00:15:20.000 --> 00:15:22.000]  當時中國人也變色
[00:15:22.000 --> 00:15:24.000]  她需要為了做人的好處
[00:15:24.000 --> 00:15:26.000]  她再一次回到英國
[00:15:26.000 --> 00:15:28.000]  因為宣教士
[00:15:28.000 --> 00:15:30.000]  她面對的就是
[00:15:30.000 --> 00:15:31.000]  好像很失敗
[00:15:31.000 --> 00:15:33.000]  她愛中國人
[00:15:33.000 --> 00:15:34.000]  很想為中國人做多點事
[00:15:34.000 --> 00:15:36.000]  但是輾輾轉轉
[00:15:36.000 --> 00:15:38.000]  不能夠做到甚麼事
[00:15:38.000 --> 00:15:40.000]  當時她回到英國
[00:15:40.000 --> 00:15:42.000]  她在台上講道
[00:15:42.000 --> 00:15:43.000]  講完道下來
[00:15:43.000 --> 00:15:45.000]  有五位姊妹走到她那裏
[00:15:45.000 --> 00:15:46.000]  跟她說
[00:15:46.000 --> 00:15:47.000]  宣教士啊宣教士
[00:15:47.000 --> 00:15:50.000]  你可不可以帶著我們五個人查經
[00:15:50.000 --> 00:15:52.000]  這位宣教士
[00:15:52.000 --> 00:15:54.000]  她的心想
[00:15:54.000 --> 00:15:55.000]  帶你們查經
[00:15:55.000 --> 00:15:56.000]  你們又有教會
[00:15:56.000 --> 00:15:57.000]  又有查經班
[00:15:57.000 --> 00:15:59.000]  自己又信了主
[00:15:59.000 --> 00:16:00.000]  用不著我帶呢
[00:16:00.000 --> 00:16:01.000]  我的負擔
[00:16:01.000 --> 00:16:04.000]  是帶未信的人查經
[00:16:04.000 --> 00:16:05.000]  但神很好
[00:16:05.000 --> 00:16:06.000]  當她回到家裏
[00:16:06.000 --> 00:16:07.000]  她打開聖經
[00:16:07.000 --> 00:16:09.000]  又在上帝的話對她講說話
[00:16:09.000 --> 00:16:12.000]  在耶利米書45章第五節
[00:16:12.000 --> 00:16:13.000]  神一跟她說
[00:16:13.000 --> 00:16:16.000]  你為自己圖謀大事嗎
[00:16:16.000 --> 00:16:18.000]  不要圖謀
[00:16:18.000 --> 00:16:20.000]  當她聽見這套聖經
[00:16:20.000 --> 00:16:22.000]  她心裏面響了一句說話
[00:16:22.000 --> 00:16:24.000]  你可不可以為我
[00:16:24.000 --> 00:16:28.000]  做這件小事
[00:16:28.000 --> 00:16:31.000]  她就按著上帝的話語
[00:16:31.000 --> 00:16:32.000]  她說好
[00:16:32.000 --> 00:16:33.000]  上帝我做
[00:16:33.000 --> 00:16:35.000]  於是她就很認真
[00:16:35.000 --> 00:16:36.000]  將她所讀
[00:16:36.000 --> 00:16:38.000]  一直很研究的聖經
[00:16:38.000 --> 00:16:39.000]  很多的查經資料
[00:16:39.000 --> 00:16:41.000]  整合了下來
[00:16:41.000 --> 00:16:42.000]  她每一次去
[00:16:42.000 --> 00:16:44.000]  就跟那班頂姐妹一同研讀
[00:16:44.000 --> 00:16:45.000]  一同去分享
[00:16:45.000 --> 00:16:46.000]  然後她就將一些資料
[00:16:46.000 --> 00:16:47.000]  和一些問題
[00:16:47.000 --> 00:16:48.000]  分給那些頂姐妹
[00:16:48.000 --> 00:16:51.000]  那些姐妹就回去查經
[00:16:51.000 --> 00:16:52.000]  然後回答那些問題
[00:16:52.000 --> 00:16:54.000]  於是一個星期
[00:16:54.000 --> 00:16:55.000]  一個星期
[00:16:55.000 --> 00:16:57.000]  亦都於是有五個人
[00:16:57.000 --> 00:16:58.000]  一路去開展
[00:16:58.000 --> 00:17:00.000]  有不同的小組
[00:17:00.000 --> 00:17:01.000]  這些查經資料
[00:17:01.000 --> 00:17:03.000]  一路分發開去
[00:17:03.000 --> 00:17:05.000]  大家知不知道
[00:17:05.000 --> 00:17:06.000]  結果是甚麼
[00:17:06.000 --> 00:17:08.000]  這件小事後來成為了
[00:17:08.000 --> 00:17:10.000]  一個Fellowship
[00:17:10.000 --> 00:17:12.000]  叫做Bible Study Fellowship
[00:17:12.000 --> 00:17:13.000]  即是我們現在
[00:17:13.000 --> 00:17:15.000]  都有不少頂姐妹參加的
[00:17:15.000 --> 00:17:17.000]  BSF這個查經班
