
[00:00:00.000 --> 00:00:02.560]  各位長安堂的弟兄姊妹平安
[00:03:37.080 --> 00:03:38.640]  有些人就說我留守這裡
[00:03:38.640 --> 00:03:41.920]  甚至有些說我進入大灣區
[00:03:41.920 --> 00:03:44.280]  可能有不同的方向
[00:03:44.280 --> 00:03:46.160]  今天是什麼理由呢?
[00:03:46.160 --> 00:03:47.320]  其實也不要緊
[00:03:47.320 --> 00:03:48.520]  不是說去哪裡哪裡
[00:03:48.520 --> 00:03:49.400]  我跟你不妥
[00:03:49.400 --> 00:03:50.160]  所以要怎樣
[00:03:50.160 --> 00:03:51.040]  不是這些
[00:03:51.040 --> 00:03:54.200]  而是我們怎樣去看回那個使命呢?
[00:03:54.200 --> 00:03:56.480]  你現在想做的是什麼呢?
[00:03:56.480 --> 00:03:58.080]  那本來就選擇
[00:03:58.080 --> 00:03:59.520]  一直走
[00:03:59.520 --> 00:04:00.920]  如果我們看回去走
[00:04:00.920 --> 00:04:02.240]  他的旅程很有趣的
[00:04:02.240 --> 00:04:05.640]  跟我們去 staycation 甚至去旅行很不同
[00:04:05.640 --> 00:04:06.760]  他一去就…
[00:04:06.760 --> 00:04:08.240]  你看看圖上面
[00:04:08.240 --> 00:04:11.120]  他一去就去幾年了
[00:04:11.120 --> 00:04:13.400]  還有他的旅程其實不是很長
[00:04:13.400 --> 00:04:14.520]  現在我們通常
[00:04:14.520 --> 00:04:17.280]  這個旅程如果我們走回地中海之旅
[00:04:17.280 --> 00:04:20.680]  還要是地中海的東邊之旅
[00:04:20.680 --> 00:04:22.680]  這邊還沒有去到意大利
[00:04:22.680 --> 00:04:23.520]  東邊之旅
[00:04:23.520 --> 00:04:24.960]  我們可能應該這些
[00:04:24.960 --> 00:04:27.320]  現在來說如果是遊船或者什麼旅行
[00:04:27.320 --> 00:04:29.440]  可能二十一天左右就走完了
[00:04:29.440 --> 00:04:31.720]  但是他一去就去幾年了
[00:04:31.720 --> 00:04:32.880]  為什麼呢?
[00:04:32.880 --> 00:04:33.840]  他一去
[00:04:33.840 --> 00:04:35.680]  如果大家知道他去到菲律賓
[00:04:35.680 --> 00:04:36.720]  發生什麼事呢?
[00:04:36.720 --> 00:04:38.480]  第一次坐牢
[00:04:38.480 --> 00:04:40.800]  他跟西勒第一次坐牢
[00:04:40.800 --> 00:04:41.880]  然後
[00:04:41.880 --> 00:04:44.880]  譬如他在哥倫多又要留了兩年
[00:04:44.880 --> 00:04:46.080]  所以他的旅程
[00:04:46.080 --> 00:04:48.200]  他本來說想去亞細亞這些地方
[00:04:48.200 --> 00:04:50.520]  但是神的靈又不容許他
[00:04:50.520 --> 00:04:52.800]  說要他繼續往這邊去
[00:04:52.800 --> 00:04:55.520]  然後慢慢去到特羅瓦發生什麼事呢?
[00:04:55.520 --> 00:04:56.880]  這裡有寫的
[00:04:56.880 --> 00:04:58.800]  有馬其頓異象
[00:04:58.800 --> 00:04:59.560]  大家都聽過
[00:04:59.560 --> 00:05:00.800]  馬其頓異象
[00:05:00.800 --> 00:05:03.440]  突然馬其頓的呼聲
[00:05:03.440 --> 00:05:05.920]  你不要再去亞細亞地方了
[00:05:05.920 --> 00:05:08.480]  就過了海峽了
[00:05:08.480 --> 00:05:11.320]  由現在的土耳其
[00:05:11.320 --> 00:05:13.000]  過了希臘的地方了
[00:05:13.000 --> 00:05:15.000]  所以過了這邊的地方的時候
[00:05:15.000 --> 00:05:19.920]  就是保羅第一次去到歐洲傳教的地方了
[00:05:19.920 --> 00:05:21.080]  所以從這裡
[00:05:21.080 --> 00:05:22.560]  他就到了歐洲
[00:05:22.560 --> 00:05:24.520]  當時除了羅馬之外
[00:05:24.520 --> 00:05:26.400]  其中一個很大的城市
[00:05:26.400 --> 00:05:29.840]  就是他到了雅典
[00:05:29.840 --> 00:05:32.640]  就是今天這裡所發生的
[00:05:32.640 --> 00:05:37.400]  當時他還帶著路加下去的
[00:05:37.400 --> 00:05:43.520]  大家都知道路加是路加福音和仕途行傳的作者
[00:05:43.520 --> 00:05:45.080]  所以他有很多描述
[00:05:45.080 --> 00:05:49.360]  其實是路加在旁邊很細心地幫助保羅寄述
[00:05:49.360 --> 00:05:51.440]  他去到那裡怎麼觀察
[00:05:51.440 --> 00:05:52.040]  做什麼
[00:05:52.040 --> 00:05:52.800]  剛才我們讀的時候
[00:05:52.800 --> 00:05:53.920]  你會發覺那些經文
[00:05:53.920 --> 00:05:54.920]  都很仔細的
[00:05:54.920 --> 00:05:56.480]  對一些描述
[00:05:56.480 --> 00:06:00.680]  我們可以到他的經文那裡
[00:06:00.680 --> 00:06:03.520]  我們看看他經過什麼地方
[00:06:03.520 --> 00:06:06.080]  他在什麼地方說什麼做什麼
[00:06:06.080 --> 00:06:09.080]  旅行團我雖然沒做過導遊
[00:06:09.080 --> 00:06:10.960]  我經常都帶短宣隊的
[00:06:10.960 --> 00:06:12.320]  都給大家看一下
[00:06:12.320 --> 00:06:14.520]  就是保羅到了雅典
[00:06:14.520 --> 00:06:16.120]  是去了什麼地方呢?
[00:06:16.120 --> 00:06:17.760]  剛才我們也讀過了
[00:06:17.760 --> 00:06:18.920]  這裡也說了
[00:06:18.920 --> 00:06:22.400]  他說每天在市場上遇見的人
[00:06:22.400 --> 00:06:26.640]  在另外《利申譯本》也會讀到
[00:06:26.640 --> 00:06:27.880]  好像在市中心
[00:06:27.880 --> 00:06:30.400]  還有到處去跟別人辯論
[00:06:30.400 --> 00:06:31.600]  還有在會堂
[00:06:31.600 --> 00:06:36.320]  當時其實猶太教已經遍佈了這些地方了
[00:06:36.320 --> 00:06:39.480]  所以有些猶太人就在會堂那裡
[00:06:39.480 --> 00:06:42.880]  所以保羅以前作為素羅的時候
[00:06:42.880 --> 00:06:46.360]  他就是一些很虔誠的猶太教徒
[00:06:46.360 --> 00:06:48.040]  所以今天他信了耶穌之後
[00:06:48.040 --> 00:06:51.640]  仍然會跟這些人辯論、爭辯
[00:06:51.640 --> 00:06:53.880]  然後就看到市場上
[00:06:53.880 --> 00:06:55.840]  什麼人都有
[00:06:55.840 --> 00:06:59.640]  所以經文就 highlight(強調)了有些什麼人
[00:06:59.640 --> 00:07:01.400]  伊碧·科魯
[00:07:01.400 --> 00:07:04.520]  史多雅兩派哲學家都跟他爭辯
[00:07:04.520 --> 00:07:06.480]  這些可能是在市場上
[00:07:06.480 --> 00:07:08.280]  有些在其他地方
[00:07:08.280 --> 00:07:11.040]  然後他後來又去了哪裡呢?
[00:07:11.040 --> 00:07:13.960]  有些人就將他
[00:07:13.960 --> 00:07:15.440]  因為他已經在這些地方
[00:07:15.440 --> 00:07:17.080]  因為看到太亂了
[00:07:17.080 --> 00:07:19.520]  那些人就說他是不是鬼神
[00:07:19.520 --> 00:07:21.800]  又說他說的話很亂
[00:07:21.800 --> 00:07:23.240]  跟他們所認識的
[00:07:23.240 --> 00:07:25.160]  因為作為雅典人
[00:07:25.160 --> 00:07:26.440]  他們覺得自己很懂事
[00:07:26.440 --> 00:07:31.320]  因為是當時一個經濟、文化、學術、哲學、神學
[00:07:31.320 --> 00:07:33.200]  敬拜的中心
[00:07:33.200 --> 00:07:35.480]  所以那裡有很多東西
[00:07:35.480 --> 00:07:37.680]  稍後會給大家看圖
[00:07:37.680 --> 00:07:41.360]  所以有些人就將他帶到了阿良巴古
[00:07:41.360 --> 00:07:44.400]  因為那個地方是比較學術性的
[00:07:44.400 --> 00:07:46.920]  或者那個地方是一個議會的地方
[00:07:46.920 --> 00:07:50.120]  是一個去定實一些東西的地方
[00:07:50.120 --> 00:07:51.760]  就帶他不如你集中一點
[00:07:51.760 --> 00:07:53.120]  不要在那裡到處叫
[00:07:53.120 --> 00:07:55.560]  幾派的人找著你來講
[00:07:55.560 --> 00:07:57.960]  你都很難去描述你自己的信仰
[00:07:57.960 --> 00:08:00.760]  所以就帶到阿良巴古那裡
[00:08:00.760 --> 00:08:01.640]  他說
[00:08:01.640 --> 00:08:03.760]  你說的我們都知道
[00:08:03.760 --> 00:08:06.280]  所以稍後又有一個阿良巴古的地方
[00:08:06.280 --> 00:08:07.960]  這個背景就是
[00:08:07.960 --> 00:08:11.920]  其實你看到雅典人和居住在那裡的外國人
[00:08:11.920 --> 00:08:12.720]  外僑
[00:08:12.720 --> 00:08:16.160]  他這裡就譯作無限管辯的士
[00:08:16.160 --> 00:08:17.920]  他就是因為太空閒了
[00:08:17.920 --> 00:08:20.280]  只是喜歡講講聽聽
[00:08:20.280 --> 00:08:21.560]  喜歡說說聽聽
[00:08:21.560 --> 00:08:24.560]  就是根本可以說是很八卦
[00:08:24.560 --> 00:08:26.920]  或者很喜歡看不同的東西
[00:08:26.920 --> 00:08:27.800]  就是跟今天一樣
[00:08:27.800 --> 00:08:32.520]  我們彈很多我們未必需要的資訊
[00:08:32.520 --> 00:08:35.280]  甚至是 TaylorMade 給我們彈出來的東西
[00:08:35.280 --> 00:08:38.040]  都是我們常看的東西的延伸
[00:08:38.040 --> 00:08:40.840]  其實都是被人控制著
[00:08:40.840 --> 00:08:42.080]  但是那些地方就是
[00:08:42.080 --> 00:08:44.120]  那些人總之有什麼八卦的東西
[00:08:44.120 --> 00:08:46.160]  就到處去跟別人談一談
[00:08:46.160 --> 00:08:47.160]  因為很空閒
[00:08:47.160 --> 00:08:48.160]  空閒的地方
[00:08:48.160 --> 00:08:52.440]  也是你說他們很好心的東西
[00:08:52.440 --> 00:08:54.360]  或者什麼都可以這麼說
[00:08:54.360 --> 00:08:55.560]  我們先看一看
[00:08:55.560 --> 00:08:57.200]  稍後再回到經文道
[00:08:57.200 --> 00:09:00.120]  如果你們去過那裡旅遊
[00:09:00.120 --> 00:09:00.760]  你會知道
[00:09:00.760 --> 00:09:02.280]  或者你還沒去過的話
[00:09:02.280 --> 00:09:05.280]  你大概都會聽過其中一個最出名的地方
[00:09:05.280 --> 00:09:07.600]  就是巴特隆神殿
[00:09:07.600 --> 00:09:08.480]  應該都聽過
[00:09:08.480 --> 00:09:09.320]  巴特隆神殿
[00:09:09.320 --> 00:09:12.680]  很多條希臘羅馬柱的
[00:09:12.680 --> 00:09:17.240]  現在最近這十幾年都在修建
[00:09:17.240 --> 00:09:18.840]  現在應該只剩下頂部了
[00:09:18.840 --> 00:09:20.920]  以前只剩下一條條柱子在那裡
[00:09:20.920 --> 00:09:24.720]  在雅典城看上去是很壯觀的
[00:09:24.720 --> 00:09:27.360]  其實那裡附近還有其他神廟的
[00:09:27.360 --> 00:09:29.480]  雅典娜都聽過了
[00:09:29.480 --> 00:09:30.720]  雅典娜神廟
[00:09:30.720 --> 00:09:31.720]  有音樂廳
[00:09:31.720 --> 00:09:32.640]  有劇院
[00:09:32.640 --> 00:09:37.200]  所以是一個中心文化哲學
[00:09:37.200 --> 00:09:40.800]  以及當時來說是一個這樣的大都會
[00:09:40.800 --> 00:09:43.800]  而雅典娜神廟其實就在旁邊的山
[00:09:43.800 --> 00:09:45.000]  在今天來說
[00:09:45.000 --> 00:09:46.920]  這個叫做Mars Hill
[00:09:46.920 --> 00:09:49.440]  Mars Hill大家知道是火星
[00:09:49.440 --> 00:09:52.280]  火星就是那個箭神的意思
[00:09:52.280 --> 00:09:53.600]  一個箭神山
[00:09:53.600 --> 00:09:54.880]  上面就是雅典娜神廟
[00:09:54.880 --> 00:09:57.520]  巴特隆神殿在原文的意思就是一個石頭
[00:09:57.520 --> 00:10:00.560]  在一個小的石山上面
[00:10:00.560 --> 00:10:04.040]  如果你在今天在那邊眺望
[00:10:04.040 --> 00:10:06.840]  雅典娜神廟的頭去眺望
[00:10:06.840 --> 00:10:11.680]  你會看到現在是一個這樣的石頭
[00:10:11.680 --> 00:10:13.360]  以前是一個議會的地方
[00:10:13.360 --> 00:10:15.560]  這裡可以遠眺望
[00:10:15.560 --> 00:10:17.640]  看到整個雅典城
[00:10:17.640 --> 00:10:18.840]  也挺好的
[00:10:18.840 --> 00:10:20.360]  如果看完之後不知道你想不想去
[00:10:20.360 --> 00:10:21.760]  我也很想去
[00:10:21.760 --> 00:10:24.640]  我自己有一個心智
[00:10:24.640 --> 00:10:28.200]  就是當我真的熟讀了聖經裡面的地理
[00:10:28.200 --> 00:10:32.000]  多一點看好耶穌生平之後
[00:10:32.000 --> 00:10:34.960]  我才會決定去一次聖地
[00:10:34.960 --> 00:10:37.440]  我不想第一次去就是聽別人說
[00:10:37.440 --> 00:10:41.160]  我想是自己在聖經裡面有了感受去
[00:10:41.160 --> 00:10:44.520]  這樣就不會虧每一次去看到景點的感覺
[00:10:44.520 --> 00:10:45.880]  要不然每次別人說
[00:10:45.880 --> 00:10:46.800]  哦哦哦
[00:10:46.800 --> 00:10:48.000]  我就不是很想的
[00:10:48.000 --> 00:10:50.440]  我旅行是喜歡做好功課
[00:10:50.440 --> 00:10:52.080]  有了感受才去到
[00:10:52.080 --> 00:10:53.760]  哎呀這裡就是什麼了
[00:10:53.760 --> 00:10:54.800]  這樣就很興奮
[00:10:54.800 --> 00:10:56.360]  所以希望大家都可以
[00:10:56.360 --> 00:10:57.600]  在現在這些時間
[00:10:57.600 --> 00:10:59.520]  仍然去看旅遊書
[00:10:59.520 --> 00:11:00.600]  現在的旅遊書才便宜
[00:11:00.600 --> 00:11:02.160]  因為已經沒有人買旅遊書了
[00:11:02.160 --> 00:11:03.760]  還有過期了
[00:11:03.760 --> 00:11:06.600]  我上次去商務
[00:11:06.600 --> 00:11:08.600]  十塊二十塊買了很多本
[00:11:08.600 --> 00:11:10.280]  沒有人買了百多塊的
[00:11:10.280 --> 00:11:11.640]  十塊二十塊賣出來
[00:11:11.640 --> 00:11:13.800]  其實現在就刨這些書是對的了
[00:11:13.800 --> 00:11:16.400]  了解一下人民、地理
[00:11:16.400 --> 00:11:17.920]  將來不知道神派會去哪裡
[00:11:17.920 --> 00:11:18.960]  下一站去哪裡呢?
[00:11:18.960 --> 00:11:19.880]  不知道的
[00:11:19.880 --> 00:11:21.720]  可以做一些準備
[00:11:21.720 --> 00:11:23.040]  那麼
[00:11:23.040 --> 00:11:25.720]  保羅他這個旅程
[00:11:25.720 --> 00:11:28.280]  他去到雅典的時候
[00:11:28.280 --> 00:11:29.400]  他是怎樣呢?
[00:11:29.400 --> 00:11:32.200]  你看見保羅是很清楚的
[00:11:32.200 --> 00:11:36.720]  他是去認清了自己的處境
[00:11:36.720 --> 00:11:39.040]  作為一個猶太人
[00:11:39.040 --> 00:11:40.360]  一個熱心的
[00:11:40.360 --> 00:11:42.000]  以前是一個類似
[00:11:42.000 --> 00:11:44.840]  真的都自己類似拉比那樣的人
[00:11:44.840 --> 00:11:48.080]  而他去到一個
[00:11:48.080 --> 00:11:50.560]  大城市當時的大都會
[00:11:50.560 --> 00:11:52.680]  好像今天有人去倫敦
[00:11:52.680 --> 00:11:54.080]  或者去了台北
[00:11:54.080 --> 00:11:55.960]  或者去了東京
[00:11:55.960 --> 00:11:58.360]  去了不同的大都會的時候
[00:11:58.360 --> 00:12:00.800]  你究竟你是用一個什麼心情
[00:12:00.800 --> 00:12:03.840]  你看東西全部都很高
[00:12:03.840 --> 00:12:04.720]  那些很厲害
[00:12:04.720 --> 00:12:06.880]  那些哲學很厲害
[00:12:06.880 --> 00:12:11.280]  還是你去到你仍然認清了當地的處境
[00:12:11.280 --> 00:12:15.720]  但是你沒有忘記你自己去每一個地方的使命呢?
[00:12:15.720 --> 00:12:18.680]  保羅很清楚自己這是一個宣教旅程
[00:12:18.680 --> 00:12:21.880]  所以很清楚他自己去到一個大都會的時候
[00:12:21.880 --> 00:12:23.000]  是怎樣的
[00:12:23.000 --> 00:12:25.880]  如果我們看回頭一經文那裡
[00:12:25.880 --> 00:12:27.000]  大家記得一下
[00:12:27.000 --> 00:12:28.520]  他一講到
[00:12:28.520 --> 00:12:31.600]  保羅去到一個地方見到滿街偶像的時候
[00:12:31.600 --> 00:12:33.240]  他就很憤激
[00:12:33.240 --> 00:12:36.880]  在其他譯本裡面就說很著急
[00:12:36.880 --> 00:12:38.920]  或者很難過
[00:12:38.920 --> 00:12:43.440]  今天我們看到現在我們的處境
[00:12:43.440 --> 00:12:46.000]  一個這樣萬變的社會
[00:12:46.000 --> 00:12:48.440]  或者我們現在中國的情況
[00:12:48.440 --> 00:12:50.440]  或者我們現在看到
[00:12:50.440 --> 00:12:52.520]  在中東的局勢
[00:12:52.520 --> 00:12:56.760]  看到塔利班在那裡的遊論
[00:12:58.040 --> 00:12:59.640]  我們的心是怎樣的呢?
[00:12:59.640 --> 00:13:02.160]  對這個世界我們的禱告是什麼呢?
[00:13:02.160 --> 00:13:05.640]  我們有沒有想到在水深火熱之中的人
[00:13:05.640 --> 00:13:08.080]  還沒有聽到福音的人
[00:13:08.080 --> 00:13:10.240]  特別是在中東裡面
[00:13:10.240 --> 00:13:13.840]  本來福音已經開始開放了
[00:13:13.840 --> 00:13:17.720]  那裡的女士可以讀到書
[00:13:17.720 --> 00:13:18.960]  甚至讀到聖經
[00:13:18.960 --> 00:13:23.520]  也有些基督徒的群體去到一個已經解放了的國家
[00:13:23.520 --> 00:13:24.680]  去幫助他們
[00:13:24.680 --> 00:13:31.360]  但是今天當他又再次被一些極端的人去控制的時候
[00:13:31.360 --> 00:13:32.920]  會是怎樣呢?
[00:13:32.920 --> 00:13:36.880]  周圍的宗教政策也是
[00:13:36.880 --> 00:13:39.240]  不要說哪裡
[00:13:39.240 --> 00:13:40.840]  我想我們都知道
[00:13:40.840 --> 00:13:44.360]  在一些很困難的日子裡面
[00:13:44.360 --> 00:13:46.640]  怎樣去
[00:13:46.640 --> 00:13:48.720]  我們的心有沒有那種著急
[00:13:48.720 --> 00:13:50.480]  憤激
[00:13:50.480 --> 00:13:52.120]  還有難過呢?
[00:13:52.120 --> 00:13:54.280]  我們怎樣發作行動呢?
[00:13:54.280 --> 00:13:55.840]  保羅怎樣做呢?
[00:13:55.840 --> 00:13:58.000]  你看到保羅很清楚
[00:13:58.000 --> 00:14:00.640]  他會一去到就很緊張
[00:14:00.640 --> 00:14:03.000]  周圍去跟別人聊天
[00:14:03.000 --> 00:14:06.280]  包括虔誠的猶太人
[00:14:06.280 --> 00:14:07.400]  跟哲學家
[00:14:07.400 --> 00:14:09.880]  其實他這裡故意講這兩種
[00:14:09.880 --> 00:14:12.160]  伊比鳩魯和史多雅也有意思
[00:14:12.160 --> 00:14:13.560]  其實跟今天的處境也相似
[00:14:13.560 --> 00:14:17.000]  因為伊比鳩魯是一些
[00:14:17.000 --> 00:14:21.120]  可以說是享樂的人
[00:14:21.120 --> 00:14:22.240]  很享樂的人
[00:14:22.240 --> 00:14:25.640]  因為他們是一群無神論者
[00:14:25.640 --> 00:14:27.560]  他的物質生活
[00:14:27.560 --> 00:14:30.720]  雖然未必代表他是放縱的
[00:14:30.720 --> 00:14:32.800]  而是他的喜樂來源
[00:14:32.800 --> 00:14:34.800]  就是在現在物質的生活裡面
[00:14:34.800 --> 00:14:36.640]  來獲得自己的快樂
[00:14:36.640 --> 00:14:41.240]  這種就是一種叫做伊比鳩魯派的人
[00:14:41.240 --> 00:14:42.840]  他們的學者認為
[00:14:42.840 --> 00:14:45.240]  我們人生的快樂就是在於在物質裡面
[00:14:45.240 --> 00:14:47.160]  怎樣去用得平衡
[00:14:47.160 --> 00:14:49.680]  他或者可能是一些環保分子
[00:14:49.960 --> 00:14:52.440]  但是他們也是說快樂
[00:14:52.440 --> 00:14:54.320]  因為他不相信有神
[00:14:54.320 --> 00:14:58.600]  所以他只不過是在肉體生活裡面
[00:14:58.600 --> 00:15:02.360]  去正確地生活
[00:15:02.360 --> 00:15:05.520]  你就會獲得你人生最大的目標
[00:15:05.520 --> 00:15:11.960]  這個跟無神論的一些有思想的人
[00:15:11.960 --> 00:15:13.320]  或者一些環保分子
[00:15:13.320 --> 00:15:14.400]  可能也是一樣
[00:15:14.400 --> 00:15:15.120]  都是覺得
[00:15:15.120 --> 00:15:16.880]  我過得很好
[00:15:16.880 --> 00:15:18.160]  我要開心
[00:15:18.160 --> 00:15:20.480]  就是我用得其所
[00:15:20.480 --> 00:15:24.040]  我能夠過一個有秩序的生活
[00:15:24.040 --> 00:15:25.760]  或者一個可持續發展
[00:15:25.760 --> 00:15:28.320]  可能就是一些很好的理念
[00:15:28.320 --> 00:15:31.000]  另一批就是斯多亞
[00:15:31.000 --> 00:15:33.320]  他就是一批好像一些禁慾主義
[00:15:33.320 --> 00:15:36.240]  或者是一批他們覺得
[00:15:36.240 --> 00:15:38.400]  要攻克己身
[00:15:38.400 --> 00:15:40.840]  因為周圍的東西其實都是靈性
[00:15:40.840 --> 00:15:45.400]  我們要讓自己的靈魂能夠釋放
[00:15:45.400 --> 00:15:47.080]  就要攻克己身
[00:15:47.080 --> 00:15:49.760]  要去克服生活
[00:15:49.760 --> 00:15:51.120]  這樣才可以的
[00:15:51.120 --> 00:15:53.560]  這些囊括了兩種人
[00:15:53.560 --> 00:15:56.440]  但是他們兩種人的特性是什麼呢?
[00:15:56.440 --> 00:15:59.000]  一講到死人復活
[00:15:59.000 --> 00:16:01.080]  耶穌復活的福音
[00:16:01.080 --> 00:16:03.000]  對他們的哲學來講
[00:16:03.000 --> 00:16:04.800]  在希臘羅馬的哲學來講
[00:16:04.800 --> 00:16:06.200]  都是不能接受的
[00:16:06.200 --> 00:16:09.920]  他們覺得這些東西簡直是荒謬
