
[00:00:00.000 --> 00:00:07.440]  雖然我相信現代科技對我們的生活真的有相當大的幫助
[00:03:34.520 --> 00:03:38.280]  人子呀,今日正是巴比倫王
[00:03:38.280 --> 00:03:41.080]  就近耶路撒冷的日子
[00:03:41.080 --> 00:03:44.680]  你要將這日記下
[00:03:44.680 --> 00:03:48.080]  要向這勃逆之家設比喻說
[00:03:48.080 --> 00:03:50.360]  主耶護華如此說
[00:03:50.360 --> 00:03:53.200]  將鍋放在火上
[00:03:53.200 --> 00:03:56.720]  放好了就倒水在其中
[00:03:56.720 --> 00:04:00.240]  將肉塊,就是一切肥美的肉塊
[00:04:00.240 --> 00:04:03.480]  腿和肩都聚在其中
[00:04:03.480 --> 00:04:07.240]  拿美好的骨頭把鍋裝滿
[00:04:07.240 --> 00:04:09.360]  取羊群中最好的
[00:04:09.360 --> 00:04:11.960]  將柴堆在鍋下
[00:04:11.960 --> 00:04:13.640]  使鍋開滾
[00:04:13.640 --> 00:04:17.720]  好把骨頭煮在其中」
[00:04:17.720 --> 00:04:19.880]  經文一開始的時候
[00:04:19.880 --> 00:04:23.040]  就說到「第九年十月初十日
[00:04:23.040 --> 00:04:26.200]  耶護華的話又臨到我說」
[00:04:26.200 --> 00:04:29.160]  聖經學者曾經數過
[00:04:29.160 --> 00:04:32.280]  「耶護華的話臨到我說」
[00:04:32.280 --> 00:04:37.480]  這個說法在《以色列經》一共出了47次
[00:04:37.480 --> 00:04:39.080]  即是很多
[00:04:39.080 --> 00:04:40.680]  如果有一樣東西
[00:04:40.680 --> 00:04:42.280]  你身邊的人
[00:04:42.280 --> 00:04:43.880]  可能是你的父母
[00:04:43.880 --> 00:04:45.680]  又或者是你的目者
[00:04:45.680 --> 00:04:51.880]  你的老師跟你說了47次的話
[00:04:51.880 --> 00:04:54.840]  我相信一定是很重要的東西
[00:04:54.840 --> 00:04:56.640]  你必須留心聽
[00:04:56.640 --> 00:04:59.040]  何況不是人說的
[00:04:59.040 --> 00:05:03.320]  這句說話其實是上帝說的
[00:05:03.320 --> 00:05:06.080]  神宣告這句說話
[00:05:06.080 --> 00:05:09.160]  或者以下說話的日期
[00:05:09.160 --> 00:05:11.800]  是非常精準
[00:05:11.800 --> 00:05:15.440]  第九年十月初十日
[00:05:15.440 --> 00:05:17.520]  這是甚麼日子呢?
[00:05:17.520 --> 00:05:22.360]  經文第二節就給了答案
[00:05:22.360 --> 00:05:25.120]  「人子,今日正是巴比倫王
[00:05:25.120 --> 00:05:27.560]  就近耶路撒冷的日子
[00:05:27.560 --> 00:05:30.680]  你要將這日記下」
[00:05:30.680 --> 00:05:35.920]  第九年就是西底加王作王的第九年
[00:05:35.920 --> 00:05:39.360]  因為他背叛巴比倫的緣故
[00:05:39.360 --> 00:05:41.160]  在十月初十日
[00:05:41.160 --> 00:05:46.000]  這裡就說到他的軍隊開始圍困耶路撒冷
[00:05:46.000 --> 00:05:49.000]  這個日期其實是跟「列王記下」
[00:05:49.000 --> 00:05:54.400]  25章第一節所記述的一模一樣
[00:05:54.400 --> 00:05:59.240]  當時是主前588年1月15日
[00:05:59.240 --> 00:06:01.400]  以色列民一直以來
[00:06:01.400 --> 00:06:06.000]  都當神透過先知所說的話
[00:06:06.000 --> 00:06:08.240]  他所說的「語言舞蹈」
[00:06:08.240 --> 00:06:09.880]  即是當神舞蹈
[00:06:09.880 --> 00:06:13.960]  結果今天真是事情發生了
[00:06:13.960 --> 00:06:18.200]  神叫他們「你要將這日記下」
[00:06:18.200 --> 00:06:20.160]  這是一個命令
[00:06:20.160 --> 00:06:23.880]  神要很清楚告訴他們
[00:06:23.880 --> 00:06:27.080]  耶路撒冷的滅亡不是
[00:06:27.080 --> 00:06:31.400]  因為巴比倫的軍事力量強盛
[00:06:31.400 --> 00:06:32.480]  不是
[00:06:32.480 --> 00:06:35.080]  而是出於以色列民的勃奕
[00:06:35.080 --> 00:06:39.840]  結果就成就了神的「語言」
[00:06:39.840 --> 00:06:42.960]  終於成真了
[00:06:42.960 --> 00:06:48.080]  即使在今天這個彎曲半毛的世代
[00:06:48.080 --> 00:06:52.640]  其實人的心態一模一樣
[00:06:52.640 --> 00:06:57.080]  我們當上帝的審判舞蹈
[00:06:57.080 --> 00:06:59.840]  所以有兩極化的表現
[00:06:59.840 --> 00:07:02.840]  有些人肆無忌憚
[00:07:02.840 --> 00:07:04.440]  繼續行惡
[00:07:04.440 --> 00:07:06.360]  「話之理」
[00:07:06.360 --> 00:07:10.840]  一是覺得其他人行惡
[00:07:10.840 --> 00:07:12.760]  所以我看不過眼
[00:07:12.760 --> 00:07:14.280]  心心不忿
[00:07:14.280 --> 00:07:16.160]  等不及
[00:07:16.160 --> 00:07:19.360]  然後自己做上神的那一份
[00:07:19.360 --> 00:07:22.160]  代祂執行公義
[00:07:22.160 --> 00:07:25.840]  其實兩邊的做法
[00:07:25.840 --> 00:07:29.160]  都是神要分斥的
[00:07:29.160 --> 00:07:30.960]  因為兩邊的想法
[00:07:30.960 --> 00:07:33.880]  歸根究底是一模一樣
[00:07:33.880 --> 00:07:38.320]  就是我們當神的說話舞蹈
[00:07:38.320 --> 00:07:41.720]  我們不理祂的忠告
[00:07:41.720 --> 00:07:43.000]  既然是這樣
[00:07:43.000 --> 00:07:47.320]  神就用了一個繪影繪聲的方法
[00:07:47.320 --> 00:07:49.920]  來做一個比喻
[00:07:49.920 --> 00:07:52.000]  第三節到第五節
[00:07:52.000 --> 00:07:55.640]  就說祂先預備好一個鍋
[00:07:55.640 --> 00:07:57.200]  裝些水在裏面
[00:07:57.200 --> 00:08:02.040]  然後加入一些肉和骨頭
[00:08:02.040 --> 00:08:04.920]  點火,然後煲它
[00:08:04.920 --> 00:08:08.400]  直至它煮沸為止
[00:08:08.400 --> 00:08:14.360]  早前我在提《以色列書》十一章時說過
[00:08:14.360 --> 00:08:16.520]  那班以色列民
[00:08:16.520 --> 00:08:19.800]  形容自己的城是一個鍋
[00:08:19.800 --> 00:08:22.240]  然後自己是肉
[00:08:22.240 --> 00:08:24.240]  它比喻耶路撒冷
[00:08:24.240 --> 00:08:26.000]  有堅固的城牆
[00:08:26.000 --> 00:08:27.800]  所以沒有問題的
[00:08:27.800 --> 00:08:30.400]  像一個鍋一樣保護它們
[00:08:30.400 --> 00:08:32.120]  一定安全
[00:08:32.120 --> 00:08:34.040]  但這次糟糕了
[00:08:34.040 --> 00:08:38.040]  這個鍋是被放在火上燒
[00:08:38.040 --> 00:08:43.640]  火的熱力會透過鍋穿透城牆
[00:08:43.640 --> 00:08:49.520]  城裏的居民就會變成甕中之別
[00:08:49.520 --> 00:08:51.360]  不單走不掉
[00:08:51.360 --> 00:08:56.480]  更加會被象徵為神的憤怒的火
[00:08:56.480 --> 00:08:59.080]  燒到溶掉
[00:08:59.080 --> 00:09:03.800]  其實神在《生命記》第四章二十三、二十四節時
[00:09:03.800 --> 00:09:06.160]  早已說過
[00:09:06.160 --> 00:09:08.320]  那段經文是這樣說
[00:09:08.320 --> 00:09:10.680]  「你們要謹慎免得忘記
[00:09:10.680 --> 00:09:14.280]  耶和華你們神與你們所立的約
[00:09:14.280 --> 00:09:16.280]  為自己雕刻偶像
[00:09:16.280 --> 00:09:20.600]  就是耶和華你神所禁止你作的偶像
[00:09:20.600 --> 00:09:24.360]  因為耶和華你的神乃是烈火
[00:09:24.360 --> 00:09:27.360]  是忌邪的神」
[00:09:27.360 --> 00:09:30.240]  第四節和第五節
[00:09:30.240 --> 00:09:33.960]  都分別提到裏面窩的肉
[00:09:33.960 --> 00:09:36.480]  是那些肥美的肉塊
[00:09:36.480 --> 00:09:38.080]  美好的骨頭
[00:09:38.080 --> 00:09:40.640]  羊群中最好的
[00:09:40.640 --> 00:09:44.040]  是代表耶路撒冷裏面的權貴
[00:09:44.040 --> 00:09:46.560]  無論在哪一個年代
[00:09:46.560 --> 00:09:50.840]  當敵人要攻擊的時候
[00:09:50.840 --> 00:09:55.800]  一定是攻擊帶領的人
[00:09:55.800 --> 00:09:57.560]  上層的階級
[00:09:57.560 --> 00:09:59.800]  是他們攻擊的對象
[00:09:59.800 --> 00:10:01.320]  不過來到現在
[00:10:01.320 --> 00:10:03.320]  下文告訴我們
[00:10:03.320 --> 00:10:09.760]  神的審判不只是臨到那些帶領的人
[00:10:09.760 --> 00:10:12.080]  所有的居民
[00:10:12.080 --> 00:10:15.400]  每一個在耶路撒冷城裏面的
[00:10:15.400 --> 00:10:21.040]  都會是無差別地被敵人攻擊
[00:10:21.040 --> 00:10:23.200]  我們繼續看下去
[00:10:23.200 --> 00:10:27.680]  請繼續聽我讀出第六至第八節
[00:10:27.680 --> 00:10:29.400]  主耶和華如此說
[00:10:29.400 --> 00:10:32.320]  「禍災者流人血的城
[00:10:32.320 --> 00:10:34.320]  就是長壽的禍
[00:10:34.320 --> 00:10:37.520]  其中的壽未曾除掉
[00:10:37.520 --> 00:10:42.000]  需要將肉塊從其中一一取出來
[00:10:42.000 --> 00:10:44.720]  不必為他佔購
[00:10:44.720 --> 00:10:46.680]  城中所流的血
[00:10:46.680 --> 00:10:49.480]  倒在靜光的盤石上
[00:10:49.480 --> 00:10:52.720]  不倒在地上用土掩蓋
[00:10:52.720 --> 00:10:54.760]  這城中所流的血
[00:10:54.760 --> 00:10:57.520]  倒在靜光的盤石上
[00:10:57.520 --> 00:11:00.520]  不得掩蓋乃是出於我
[00:11:00.520 --> 00:11:04.840]  為要發憤怒施行報應」
[00:11:04.840 --> 00:11:07.160]  這段講了幾次
[00:11:07.160 --> 00:11:11.080]  講到流人血的城
[00:11:11.080 --> 00:11:14.240]  上次我分享第二十二章的時候
[00:11:14.240 --> 00:11:15.840]  有提及過
[00:11:15.840 --> 00:11:18.240]  有解釋到其實這裡
[00:11:18.240 --> 00:11:21.640]  除了是講殺人的事件
[00:11:21.640 --> 00:11:24.200]  還關乎以色列文
[00:11:24.200 --> 00:11:29.000]  他們拜偶像和很多其他方面的罪
[00:11:29.000 --> 00:11:30.400]  因為這樣
[00:11:30.400 --> 00:11:35.160]  這個「禍」被形容為「長壽的禍」
[00:11:35.160 --> 00:11:38.360]  而也因為以色列文「死不悔改」
[00:11:38.360 --> 00:11:44.040]  所以他形容這些「壽未曾除掉」
[00:11:44.040 --> 00:11:45.920]  就好像我一開始說
[00:11:45.920 --> 00:11:48.120]  我家那隻生了「壽」
[00:11:48.120 --> 00:11:50.280]  生鐵鑊
[00:11:50.280 --> 00:11:52.840]  如果用來炒菜
[00:11:52.840 --> 00:11:57.240]  「壽」一定會掉在食物上
[00:11:57.240 --> 00:11:59.000]  沒理由吃掉
[00:11:59.000 --> 00:12:00.920]  那怎麼辦?
[00:12:00.920 --> 00:12:03.000]  神母掟了個鍋
[00:12:03.000 --> 00:12:04.960]  不像我這樣
[00:12:04.960 --> 00:12:07.400]  她第一步做什麼呢?
[00:12:07.400 --> 00:12:11.640]  「將肉塊從其中一一取出來
[00:12:11.640 --> 00:12:14.720]  不必為它尖溝」
[00:12:14.720 --> 00:12:15.800]  可能大家都知道
[00:12:15.800 --> 00:12:18.240]  「尖溝」是一個選擇的過程
[00:12:18.240 --> 00:12:24.040]  「昔日當約書亞進入迦南地
[00:12:24.040 --> 00:12:27.160]  去圍到以色列文分地的時候
[00:12:27.160 --> 00:12:28.440]  都是用這個方法
[00:12:28.440 --> 00:12:32.680]  去將那些地分給不同的支派」
[00:12:32.680 --> 00:12:35.440]  原本這裡的「尖溝」
[00:12:35.440 --> 00:12:39.520]  就是決定哪塊肉可以保留
[00:12:39.520 --> 00:12:41.080]  好一點的
[00:12:41.080 --> 00:12:44.040]  就用來獻祭
[00:12:44.040 --> 00:12:46.640]  或者有些特殊的用途
[00:12:46.640 --> 00:12:48.440]  剛才說過
[00:12:48.440 --> 00:12:51.520]  這些肉其實是好的肉
[00:12:51.520 --> 00:12:53.800]  其實不用選擇
[00:12:53.800 --> 00:12:55.000]  不過現在
[00:12:55.000 --> 00:12:57.520]  因為鍋子生了「壽」
[00:12:57.520 --> 00:13:02.360]  所以裡面的肉被它弄壞了
[00:13:02.360 --> 00:13:04.600]  想選擇一些出來
[00:13:04.600 --> 00:13:07.640]  都不行了
[00:13:07.640 --> 00:13:10.240]  如果他們是代表
[00:13:10.240 --> 00:13:12.280]  以色列城裡面的人
[00:13:12.280 --> 00:13:14.880]  將要被審判
[00:13:14.880 --> 00:13:17.800]  這些領導班子
[00:13:17.800 --> 00:13:19.320]  今次神說
[00:13:19.320 --> 00:13:21.040]  不用選擇
[00:13:21.040 --> 00:13:23.520]  是否領導也好
[00:13:23.520 --> 00:13:27.040]  上帝的審判會臨到每一個人
[00:13:27.040 --> 00:13:29.760]  整個耶路撒冷城裡面的居民
[00:13:29.760 --> 00:13:33.880]  都要通通被殺絕
[00:13:33.880 --> 00:13:36.360]  因為那些「壽」
[00:13:36.360 --> 00:13:40.800]  滲入了肉或湯裡
[00:13:40.800 --> 00:13:43.880]  所以就要倒掉
[00:13:43.880 --> 00:13:47.080]  但是就算要倒掉
[00:13:47.080 --> 00:13:51.400]  如果我們看回17章13節
[00:13:51.400 --> 00:13:53.080]  都應該倒掉
[00:13:53.080 --> 00:13:56.160]  用泥土封住它
[00:13:56.160 --> 00:13:59.480]  不過經文第七節告訴我們
[00:13:59.480 --> 00:14:04.920]  「城中所流的血倒在靜光的盆石上」
[00:14:04.920 --> 00:14:06.560]  這個說法不只說了一次
[00:14:06.560 --> 00:14:09.080]  第八節又是重複
[00:14:09.080 --> 00:14:13.840]  「這城中所流的血倒在靜光的盆石上」
[00:14:13.840 --> 00:14:16.640]  「不得掩蓋」
[00:14:16.640 --> 00:14:17.960]  意思就是說
[00:14:17.960 --> 00:14:19.360]  以色列民的罪
[00:14:19.360 --> 00:14:22.080]  必然會被公諸於世
[00:14:22.080 --> 00:14:23.720]  人人都看得到
[00:14:23.720 --> 00:14:27.440]  神一定會追究到底
[00:14:27.440 --> 00:14:30.200]  而第八節就告訴我們
[00:14:30.200 --> 00:14:33.160]  「這一切乃是出於我」
[00:14:33.160 --> 00:14:38.400]  「為要發憤怒施行報應」
[00:14:38.400 --> 00:14:42.680]  「壽」會對於金屬
[00:14:42.680 --> 00:14:44.400]  特別是鐵
[00:14:44.400 --> 00:14:46.400]  會造成破壞
[00:14:46.400 --> 00:14:48.320]  我想大家都明白的
[00:14:48.320 --> 00:14:52.840]  如果暴露在空氣中的鐵
[00:14:52.840 --> 00:14:56.240]  受到潮濕的話
[00:14:56.240 --> 00:15:00.360]  它的表面一定很容易生鏽
[00:15:00.360 --> 00:15:05.960]  而這些鏽蝕就會慢慢進到它的內層
[00:15:05.960 --> 00:15:09.800]  令到它的破壞越來越大
[00:15:09.800 --> 00:15:12.600]  由於生鏽的鐵
[00:15:12.600 --> 00:15:16.640]  比起未生鏽的鐵體積大
[00:15:16.640 --> 00:15:19.240]  所以就會壓迫
[00:15:19.240 --> 00:15:20.400]  壓在旁邊
[00:15:20.400 --> 00:15:23.920]  令到鐵變形
[00:15:23.920 --> 00:15:25.400]  造成損毀
[00:15:25.400 --> 00:15:27.760]  這都是常識
[00:15:27.760 --> 00:15:29.640]  但如果你想想
[00:15:29.640 --> 00:15:35.360]  生鏽的鐵被石屎包著會怎樣?
[00:15:35.360 --> 00:15:36.520]  簡單
[00:15:36.520 --> 00:15:38.560]  就迫爆石屎
[00:15:38.560 --> 00:15:41.320]  然後石屎就掉下來
[00:15:41.320 --> 00:15:43.040]  掉下來
[00:15:43.040 --> 00:15:44.920]  我不知道大家還記不記得
[00:15:44.920 --> 00:15:47.320]  去年暑假的時候
[00:15:47.320 --> 00:15:48.720]  大概在這段時間
[00:15:48.720 --> 00:15:49.800]  八月份
[00:15:49.800 --> 00:15:52.240]  中心有這樣的情況
[00:15:52.240 --> 00:16:01.280]  當時是令到鋼筋都露出來了
[00:16:01.280 --> 00:16:05.160]  結果我們就要進行緊急維修
[00:16:05.160 --> 00:16:06.280]  感恩
[00:16:06.280 --> 00:16:09.160]  如果大家記得去年暑假的時候
[00:16:09.160 --> 00:16:12.600]  仍然是疫情非常之嚴峻
[00:16:12.600 --> 00:16:16.360]  所以我們的同工就在家裏辦公
[00:16:16.360 --> 00:16:18.360]  如果不是
[00:16:18.360 --> 00:16:20.800]  我也不敢想像
[00:16:20.800 --> 00:16:23.480]  一定會有人受傷
[00:16:23.480 --> 00:16:26.240]  但如果我們不好好處理
[00:16:26.240 --> 00:16:28.080]  你也很肯定
[00:16:28.080 --> 00:16:31.160]  石屎一定會繼續倒
[00:16:31.160 --> 00:16:34.000]  其實類似的事情
[00:16:34.000 --> 00:16:36.040]  在香港發生過很多次
[00:16:36.040 --> 00:16:37.960]  新聞看到的
[00:16:37.960 --> 00:16:41.040]  弄到這樣的原因
[00:16:41.040 --> 00:16:45.920]  很多時候都是鋼筋開始有少許生鏽
[00:16:45.920 --> 00:16:48.360]  然後就被腐蝕
[00:16:48.360 --> 00:16:51.640]  情況越來越嚴重
[00:16:51.640 --> 00:16:56.360]  結果就導致有人命傷亡
[00:16:56.360 --> 00:17:00.520]  其實我們的熟齡生命都是一樣
[00:17:00.520 --> 00:17:03.160]  經過一段時間
[00:17:03.160 --> 00:17:05.880]  是有可能會生鏽的
[00:17:05.880 --> 00:17:07.440]  弟兄姊妹
[00:17:07.440 --> 00:17:09.800]  經過這麼多年
[00:17:09.800 --> 00:17:13.520]  其實我們信主都很久了
[00:17:13.520 --> 00:17:19.040]  我不知道我們的熟齡生命有沒有生鏽
[00:17:19.040 --> 00:17:22.040]  即是說我們跟上帝的關係
[00:17:22.040 --> 00:17:27.400]  某些部分被腐蝕了
[00:17:27.400 --> 00:17:30.760]  所以我想跟大家一齊檢視一下
[00:17:30.760 --> 00:17:38.080]  究竟我們有沒有以下熟齡生命生鏽的表徵
[00:17:38.080 --> 00:17:42.080]  我們當然不會像那群以色列人一樣
[00:17:42.080 --> 00:17:48.320]  讓我們的兒女流血獻給偶像
[00:17:48.320 --> 00:17:49.760]  我們不會這樣做的
[00:17:49.760 --> 00:17:56.840]  不過我們可能在一些熟悉的事情上
[00:17:56.840 --> 00:18:01.040]  這個祭壇例如甚麼呢?
[00:18:01.040 --> 00:18:04.360]  他們的學業、補習
[00:18:04.360 --> 00:18:09.080]  各式各樣的課外活動和比賽
[00:18:09.080 --> 00:18:14.800]  在這些事情上將我們的兒女獻上
[00:18:14.800 --> 00:18:20.920]  所以熟齡生命生鏽的其中一個表徵
[00:18:20.920 --> 00:18:24.920]  就是沒有在熟齡的道路上
[00:18:24.920 --> 00:18:26.640]  方向上
[00:18:26.640 --> 00:18:29.680]  帶領我們的孩子成長
[00:18:29.680 --> 00:18:32.480]  其實夫婦關係都是一樣的
[00:18:32.480 --> 00:18:35.440]  熟齡生命生鏽的人
[00:18:35.440 --> 00:18:45.960]  是沒有花時間和精神去營造自己的婚姻和家庭
[00:18:45.960 --> 00:18:49.520]  祈禱和讀聖經又如何呢?
[00:18:49.520 --> 00:18:54.440]  當然熟齡生命生鏽的另一個表徵就是
[00:18:54.440 --> 00:18:57.920]  必然會忽略祈禱
[00:18:57.920 --> 00:19:01.480]  他們亦會對神的說話
[00:19:01.480 --> 00:19:05.600]  又或者目者的教導覺得不合聽
[00:19:05.600 --> 00:19:09.840]  即使是聽選擇性地聽
[00:19:09.840 --> 00:19:14.360]  而相反相比於讀聖經
[00:19:14.360 --> 00:19:20.360]  他們對於社會文化的看法和立場
[00:19:20.360 --> 00:19:24.640]  是比讀聖經更加有興趣
[00:19:24.640 --> 00:19:29.320]  所以在生活的不同層面
[00:19:29.320 --> 00:19:32.000]  他們總會覺得自己是對的
[00:19:32.000 --> 00:19:36.160]  對於很多事情的表現是冷漠
[00:19:36.160 --> 00:19:37.840]  看不順眼
[00:19:37.840 --> 00:19:42.520]  甚至是覺得心心不忿
[00:19:42.520 --> 00:19:48.160]  而他們的看法一定會被世界的想法
[00:19:48.160 --> 00:19:52.840]  和世俗的潮流帶著他們走
[00:19:52.840 --> 00:19:59.600]  既然焦點是放在今世而不是永恆
[00:19:59.600 --> 00:20:03.200]  當然對於失喪的靈魂
[00:20:03.200 --> 00:20:05.560]  身邊的人未信耶穌
[00:20:05.560 --> 00:20:07.960]  其實並不在意
[00:20:07.960 --> 00:20:10.760]  無所謂的
[00:20:10.760 --> 00:20:19.520]  結果將永恆福音的需要放得相當低
[00:20:19.520 --> 00:20:21.520]  嘗試問問自己
[00:20:21.520 --> 00:20:24.320]  如果我的信仰
[00:20:24.320 --> 00:20:29.520]  就是以色列先知所說的「窩」
[00:20:29.520 --> 00:20:36.240]  究竟我的屬靈生命有沒有生到仇?
[00:20:36.240 --> 00:20:40.320]  當那個「窩」被放在火上
[00:20:40.320 --> 00:20:47.920]  審判的火就開始發揮除修、潔淨的作用
[00:20:47.920 --> 00:20:53.880]  我想請大家跟我一起讀第九至第十四節最後的段落
[00:20:53.880 --> 00:20:55.440]  預備起
[00:20:55.440 --> 00:20:58.200]  所以主耶和華如此說
[00:20:58.200 --> 00:21:03.560]  「禍災,這流人血的城,我也必帶堆火柴
[00:21:03.560 --> 00:21:06.760]  添上木柴,使火沖旺
[00:21:06.760 --> 00:21:10.040]  將肉煮爛,把湯熬濃
[00:21:10.040 --> 00:21:12.360]  使骨頭烤焦
[00:21:12.360 --> 00:21:16.120]  把窩倒空在炭火上
[00:21:16.120 --> 00:21:19.560]  使窩燒熱,使銅燒紅
[00:21:19.560 --> 00:21:24.240]  融化其中的污穢,除淨其上的臭
[00:21:24.240 --> 00:21:26.760]  這窩爐碌疲乏
[00:21:26.760 --> 00:21:30.080]  所長的大壽仍未除掉
[00:21:30.080 --> 00:21:34.560]  這壽就是用火也不能除掉
[00:21:34.560 --> 00:21:37.320]  在你污穢中有淫行
[00:21:37.320 --> 00:21:40.360]  我潔淨你,你卻不潔淨
[00:21:40.360 --> 00:21:43.280]  你的污穢再不能潔淨
[00:21:43.280 --> 00:21:47.400]  直等我向你發的憤怒止息
[00:21:47.400 --> 00:21:49.480]  我耶和華說過的
[00:21:49.480 --> 00:21:52.680]  必定成就,必照話而行
[00:21:52.680 --> 00:21:57.080]  必不返回,必不顧惜,也不後悔
[00:21:57.080 --> 00:22:00.800]  人必照你的舉動行為審判你
[00:22:00.800 --> 00:22:04.480]  這是主華說的」
[00:22:04.480 --> 00:22:10.360]  上文只說把窩放在火上燒
[00:22:10.360 --> 00:22:13.600]  但第九節再補充
[00:22:13.600 --> 00:22:16.720]  「我也必大堆火柴」
[00:22:16.720 --> 00:22:18.640]  即是嫌火不夠大
[00:22:18.640 --> 00:22:19.840]  那怎麼辦?
[00:22:19.840 --> 00:22:23.440]  就加更多木頭在窩上
[00:22:23.440 --> 00:22:27.000]  令它不斷加熱
[00:22:27.000 --> 00:22:32.160]  即是神憤怒的火會燒得更加旺
[00:22:32.160 --> 00:22:37.720]  圍攻耶路撒冷巴比倫的軍隊會越來越多
[00:22:37.720 --> 00:22:42.800]  當火越燒越厲害會帶來甚麼後果?
[00:22:42.800 --> 00:22:44.400]  第十節說
[00:22:44.400 --> 00:22:46.920]  「添上木柴,使火沖旺
[00:22:46.920 --> 00:22:49.600]  將肉煮爛,把湯熬濃
[00:22:49.600 --> 00:22:51.800]  使骨頭烤焦」
[00:22:51.800 --> 00:22:54.840]  原來不斷燒
[00:22:54.840 --> 00:22:57.640]  會令到窩裏的肉爛掉
[00:22:57.640 --> 00:23:02.160]  然後水分越煲越少
[00:23:02.160 --> 00:23:04.720]  自然會越來越濃
[00:23:04.720 --> 00:23:06.920]  好像濃湯一樣
[00:23:06.920 --> 00:23:08.320]  繼續再煲
[00:23:08.320 --> 00:23:10.320]  那就是乾水
[00:23:10.320 --> 00:23:13.840]  連骨頭也燒焦了
[00:23:13.840 --> 00:23:15.920]  那怎麼辦?
[00:23:15.920 --> 00:23:19.320]  由於整鍋肉加上湯
[00:23:19.320 --> 00:23:20.600]  全都燒焦了
[00:23:20.600 --> 00:23:24.080]  第十一節上半節說
[00:23:24.080 --> 00:23:29.880]  「他會將鍋倒空坐在炭火上」
[00:23:29.880 --> 00:23:32.360]  結果唯有將渣倒出來
[00:23:32.360 --> 00:23:35.360]  當垃圾丟掉
[00:23:35.360 --> 00:23:38.240]  留意第十一節下半節
[00:23:38.240 --> 00:23:41.800]  接著還有
[00:23:41.800 --> 00:23:43.080]  下文說
[00:23:43.080 --> 00:23:45.920]  「使到鍋燒焦
