
[00:00:00.000 --> 00:00:02.880]  今早時間的關係
[00:09:43.360 --> 00:09:46.240]  然後要包圍攻擊甚麼地方
[00:09:46.240 --> 00:09:50.320]  所以每一次都被對方識穿
[00:09:50.320 --> 00:09:52.320]  所以阿蘭王很憤怒
[00:09:52.320 --> 00:09:55.120]  問那些人、問他的下屬
[00:09:55.120 --> 00:09:58.080]  究竟為何他會事先知道
[00:09:58.080 --> 00:10:04.560]  是否我們國家裏有以色列人臥底的人在
[00:10:04.560 --> 00:10:09.280]  在宮廷裏有一些他的謀士
[00:10:09.280 --> 00:10:14.160]  然後有一個人告訴皇上
[00:10:14.160 --> 00:10:21.440]  不是,主要是以色列王身邊有個先知叫做以利沙
[00:10:21.440 --> 00:10:24.320]  因為他洞察先機
[00:10:24.320 --> 00:10:31.040]  他是以色列人所信的耶和華神的先知
[00:10:31.040 --> 00:10:34.880]  所以阿蘭王很憤怒,就找兵追殺
[00:10:34.880 --> 00:10:37.600]  所以這個故事的背景到這裏
[00:10:37.600 --> 00:10:40.560]  就是他們逃到多丹城
[00:10:40.560 --> 00:10:48.560]  周圍來躲避,免得生命被擊殺
[00:10:48.560 --> 00:10:53.280]  所以來到這個城,他們以為已經逃脫天生
[00:10:53.280 --> 00:10:56.000]  可以繼續活在地上
[00:10:56.000 --> 00:10:58.960]  誰知第二天早上,那扑人開門
[00:10:58.960 --> 00:11:06.160]  一看,我的天,千軍萬馬敵人在包圍這個城
[00:11:06.160 --> 00:11:08.160]  不過這次死定了
[00:11:08.160 --> 00:11:12.000]  所以這裏說,神人的扑人清早起來出去
[00:11:12.000 --> 00:11:16.000]  看見車馬軍兵圍困
[00:11:16.000 --> 00:11:19.840]  這次沒有路逃脫,死定了
[00:11:19.840 --> 00:11:26.160]  但是以利沙竟然說了下面那句話
[00:11:26.160 --> 00:11:28.160]  我再提醒一下
[00:11:28.160 --> 00:11:33.680]  他說不用怕,因為與我們同在的
[00:11:33.680 --> 00:11:37.840]  比與他們同在的還多
[00:11:37.840 --> 00:11:42.320]  那扑人再看一眼,然後看師傅
[00:11:42.320 --> 00:11:45.040]  你是不是吃錯了甚麼藥
[00:11:45.040 --> 00:11:49.440]  你看清楚一點,千軍萬馬都是敵人
[00:11:49.440 --> 00:11:54.480]  你為甚麼說與我們同在,比與他們同在更多
[00:11:54.480 --> 00:11:57.120]  師傅不說甚麼
[00:11:57.120 --> 00:12:02.080]  他就抬頭一看,向耶和華神禱告
[00:12:02.080 --> 00:12:08.400]  他說耶和華求你開這個少年人的眼目
[00:12:08.400 --> 00:12:11.360]  使他能看見
[00:12:11.360 --> 00:12:14.560]  這裏有兩種的看見
[00:12:14.560 --> 00:12:19.360]  扑人用肉眼來看世界
[00:12:19.360 --> 00:12:24.160]  這是我們每一個人面對我們的環境時
[00:12:24.160 --> 00:12:32.400]  用我們的物理眼來憑我們的經驗,按照我們的理性判斷
[00:12:32.400 --> 00:12:34.400]  然後作出一個結論
[00:12:34.400 --> 00:12:37.280]  這個結論就是哀哉,死定了
[00:12:37.280 --> 00:12:39.280]  我們怎麼辦
[00:12:39.280 --> 00:12:44.880]  但是以利沙是一個操練心法的先知
[00:12:44.880 --> 00:12:48.480]  所以他常常與神聯絡
[00:12:48.480 --> 00:12:53.360]  所以他看世間萬事是另一個觀點角度
[00:12:53.360 --> 00:12:57.200]  我巴不得今天在這裏坐的每一個人
[00:12:57.200 --> 00:13:01.840]  你願意事事親近神,好像以利沙那樣
[00:13:01.840 --> 00:13:06.240]  以至於你面對所有的困境
[00:13:06.240 --> 00:13:13.600]  人生遇到的疾病、痛苦、冤屈、背叛、傷害的時候
[00:13:13.600 --> 00:13:18.160]  你是用另外一個角度
[00:13:18.160 --> 00:13:23.600]  這個就是心眼,屬靈的眼睛
[00:13:23.600 --> 00:13:26.880]  也是所謂心法的操練
[00:13:26.880 --> 00:13:29.680]  你一定要與神緊緊連結
[00:13:29.680 --> 00:13:31.680]  然後你才看得到
[00:13:31.680 --> 00:13:35.440]  原來人間這一切,有一天都會過去
[00:13:35.440 --> 00:13:37.440]  敵人很厲害嗎
[00:13:37.440 --> 00:13:40.240]  但是我看到在敵人後面
[00:13:40.240 --> 00:13:45.840]  這裏祈禱完之後,少年人同樣看得到
[00:13:45.840 --> 00:13:52.640]  在千軍萬馬、阿蘭王的軍隊後面更高上面
[00:13:52.640 --> 00:13:58.400]  原來有火車、火馬、天兵、天使在包圍
[00:13:58.400 --> 00:14:02.960]  這個圖畫其實我們中國人有一句成語叫做
[00:14:02.960 --> 00:14:08.080]  螳螂在前,黃雀在後
[00:14:08.080 --> 00:14:13.680]  所以你用眼睛寫一寫,有一隻蛇在叫
[00:14:13.680 --> 00:14:19.200]  但他不知道旁邊有隻螳螂豎起兩隻蟑螂
[00:14:19.200 --> 00:14:27.600]  隨時一下下去就斬了牠,吞了牠,吃了牠
[00:14:27.600 --> 00:14:30.880]  如果那隻蟬只是用自己眼光一看
[00:14:30.880 --> 00:14:34.000]  哎呀,死了,怎麼辦
[00:14:34.000 --> 00:14:36.880]  但如果我們從上面高一點來看
[00:14:36.880 --> 00:14:40.320]  戴著微笑和蟾蜍,不用怕
[00:14:40.320 --> 00:14:47.040]  在蟾蜍後面,在螳螂後面有隻鳥
[00:14:47.040 --> 00:14:51.120]  那隻鳥定睛看著,你敢動呢?
[00:14:51.120 --> 00:14:55.520]  你還沒動,動一下我就先吞了你
[00:14:55.520 --> 00:14:58.320]  那幅圖畫就正是這個圖畫
[00:14:58.320 --> 00:15:05.680]  所以我用這個螳螂在前,黃雀在後帶出這個
[00:15:05.680 --> 00:15:09.760]  但你必須不可以用蟾蜍的眼光來看
[00:15:09.760 --> 00:15:13.200]  這樣一定死,因為那個是三度空間的
[00:15:13.200 --> 00:15:17.040]  是水平面的,用我們人的智慧經驗來看
[00:15:17.040 --> 00:15:21.840]  我們面對的困難、疾病、痛苦
[00:15:21.840 --> 00:15:27.680]  但如果我們一超完,你坐直升機來看這個世界
[00:15:27.680 --> 00:15:32.720]  和你站在山邊,或者在深谷來看這個世界
[00:15:32.720 --> 00:15:37.600]  你說哀哉,死定了,而且會懷疑
[00:15:37.600 --> 00:15:44.400]  我相信的這位神,為什麼你容許我們遇到這個痛苦、疾病
[00:15:44.400 --> 00:15:52.400]  如果熟悉我們家紳,或者我和竹君師母的一生故事
[00:15:52.400 --> 00:15:57.760]  我和他結婚44年,然後5年前
[00:15:57.760 --> 00:16:01.600]  他因為重病被主接回天家
[00:16:01.600 --> 00:16:06.720]  44年的恩愛夫妻生活裡面,最後的16年
[00:16:06.720 --> 00:16:11.760]  他是有腦瘤的那個折磨,16年
[00:16:11.760 --> 00:16:18.880]  他本來是校花,都不知道有多少人追他
[00:16:18.880 --> 00:16:23.440]  我記得有醫生,有律師
[00:16:23.440 --> 00:16:27.600]  有人追他的時候開著Mercedes Benz
[00:16:27.600 --> 00:16:33.360]  然後有一個還開著紅色的意大利跑車,Lamborghini
[00:16:33.360 --> 00:16:36.960]  我連單車都沒有,怎麼敢追他
[00:16:36.960 --> 00:16:43.920]  不敢追他,是神恩代我,將一個美女賜給我享受
[00:16:43.920 --> 00:16:46.960]  人間艷福44年
[00:16:46.960 --> 00:16:50.800]  但是我告訴大家,我的經歷,今年我差5
[00:16:50.800 --> 00:16:57.760]  Single26年,結婚44年,然後又變回Single5年
[00:16:57.760 --> 00:17:03.200]  這裡有姊妹,你等了很多年
[00:17:03.200 --> 00:17:09.760]  希望你的白馬王子出現,到如今都沒有
[00:17:09.760 --> 00:17:14.080]  但請你注意,騎白馬的不一定是王子
[00:17:14.080 --> 00:17:18.880]  唐僧也是騎白馬
[00:17:18.880 --> 00:17:22.480]  所以你用人的眼睛找老公的話
[00:17:22.480 --> 00:17:26.000]  你婚後才知道那個味道
[00:17:26.000 --> 00:17:29.760]  所以我感謝主,神將竹君師母賜給我
[00:17:29.760 --> 00:17:37.200]  她溫柔體貼,人世間找不到一個像她那麼愛我的女兒
[00:17:37.200 --> 00:17:39.200]  但時候到了要走
[00:17:39.200 --> 00:17:44.400]  如果最後那16年,我看著那個衰老
[00:17:44.400 --> 00:17:49.360]  腦瘤的壓迫,然後開了兩次刀
[00:17:49.360 --> 00:17:53.440]  前後相隔5年,腦瘤越來越大
[00:17:53.440 --> 00:17:59.680]  最後開刀,開刀是從耳朵這邊開始切開頭蓋骨
[00:17:59.680 --> 00:18:03.360]  然後拉開,15個小時
[00:18:03.360 --> 00:18:11.200]  所以她受的苦,逐漸眼睛瞎了,耳朵聾了
[00:18:11.200 --> 00:18:14.880]  鼻子紋了,整個人衰老
[00:18:14.880 --> 00:18:17.600]  比我老了10年以上
[00:18:17.600 --> 00:18:20.960]  自己都沒辦法照顧自己
[00:18:20.960 --> 00:18:27.520]  但感謝主,她不是用肉眼來看世界
[00:18:27.520 --> 00:18:33.280]  她只是看為何我本來一個青春美女
[00:18:33.280 --> 00:18:38.720]  到晚年好像一個中流寡人
[00:18:38.720 --> 00:18:42.560]  拖著背這樣過人生
[00:18:42.560 --> 00:18:45.600]  但感謝主,因為她操練心法
[00:18:45.600 --> 00:18:53.040]  她時時眼看不到,神逼著她要安靜,親近
[00:18:53.040 --> 00:18:57.520]  然後她時時與神在一起時,她得到安慰
[00:18:57.520 --> 00:19:03.040]  她看到人看不到的事,所以我經常問她
[00:19:03.040 --> 00:19:09.920]  久不久我就說,痛不痛?苦不苦?會不會怨天尤人?
[00:19:09.920 --> 00:19:12.640]  你這麼多年信主愛神
[00:19:12.640 --> 00:19:16.640]  竟然她容許這些苦難給你16年
[00:19:16.640 --> 00:19:21.280]  我是一個見證,她從來沒有怨天尤人
[00:19:21.280 --> 00:19:24.000]  我沒聽過
[00:19:24.000 --> 00:19:29.760]  我問她,苦不苦?她說當然肉身很痛
[00:19:29.760 --> 00:19:35.040]  但她說,當我想一想
[00:19:35.040 --> 00:19:39.600]  主耶穌愛我,愛到一個地步
[00:19:39.600 --> 00:19:47.520]  願意為我被人唾棄、冤枉、逼白
[00:19:47.520 --> 00:19:51.280]  最後釘死在十字架上
[00:19:51.280 --> 00:19:54.960]  我想一想我的苦,眼瞎了
[00:19:54.960 --> 00:20:00.800]  我想我受的苦怎與耶穌比?
[00:20:00.800 --> 00:20:07.760]  她用心眼看她一生的兒子,她很感恩
[00:20:07.760 --> 00:20:12.000]  因為有邱清泰做她的老公
[00:20:12.000 --> 00:20:16.720]  能夠一生愛他,無論他青春美麗
[00:20:16.720 --> 00:20:20.320]  無論他如花凋謝
[00:20:20.320 --> 00:20:24.240]  這份愛永不改變,直到他離開人世
[00:20:24.240 --> 00:20:26.320]  所以看事情就在乎你
[00:20:26.320 --> 00:20:31.280]  你操練兵法、刀法、拳法這些
[00:20:31.280 --> 00:20:36.240]  最後你的家庭裡面血流遍地
[00:20:36.240 --> 00:20:39.200]  或者同歸於盡
[00:20:39.200 --> 00:20:41.680]  但如果你用心法來看
[00:20:41.680 --> 00:20:45.760]  能夠面對風雨嘯傲江湖
[00:20:45.760 --> 00:20:50.240]  與我們同在的比那些敵人還多
[00:20:50.240 --> 00:20:53.200]  所以苦難裡面她可以感恩
[00:20:53.200 --> 00:20:57.200]  她不埋怨,親愛弟兄姊
[00:20:57.200 --> 00:20:59.760]  你都和我都是蒙恩的罪
[00:20:59.760 --> 00:21:01.920]  神愛諸君,師母愛我
[00:21:01.920 --> 00:21:03.920]  她一樣愛你
[00:21:03.920 --> 00:21:07.840]  所有的困境,你最愛的人甚至背叛你
[00:21:07.840 --> 00:21:11.120]  出賣你,傷害你
[00:21:11.120 --> 00:21:15.040]  如果不是出於神,不會臨到你的身上
[00:21:15.040 --> 00:21:20.160]  你都知道最美麗的愛情,婚姻有一天要改變
[00:21:20.160 --> 00:21:22.960]  但神的愛永遠不會改變
[00:21:22.960 --> 00:21:26.560]  所以操練心法是重要的
[00:21:26.560 --> 00:21:30.560]  譬如再講一個簡單的故事,雖然時間
[00:21:30.560 --> 00:21:34.640]  有一班民航飛機突然間飛飛下
[00:21:34.640 --> 00:21:36.480]  機件失靈
[00:21:36.480 --> 00:21:44.320]  說飛機被迫在太平洋水面緊急降落
[00:21:44.320 --> 00:21:47.920]  一碰到水面,整架飛機在顫抖
[00:21:47.920 --> 00:21:51.600]  空中小姐馬上透過聲音說
[00:21:51.600 --> 00:21:54.400]  現在我們遇到空難
[00:21:54.400 --> 00:21:59.120]  所以救生衣已經放了下來
[00:21:59.120 --> 00:22:02.320]  馬上披起你的救生衣
[00:22:02.320 --> 00:22:05.680]  大家跳下去,否則下一分鐘可能爆炸
[00:22:05.680 --> 00:22:07.680]  會死的
[00:22:07.680 --> 00:22:09.040]  但沒有一個客人
[00:22:09.040 --> 00:22:11.520]  因為天寒地凍
[00:22:11.520 --> 00:22:15.680]  又擔心跳進水裡會怎樣
[00:22:15.680 --> 00:22:19.840]  萬一凍死了,沒有一個人敢
[00:22:19.840 --> 00:22:23.840]  無論怎麼說,沒有人敢跳
[00:22:23.840 --> 00:22:26.080]  他就撥電話給司機
[00:22:26.080 --> 00:22:27.680]  司機很有經驗
[00:22:27.680 --> 00:22:30.080]  我不是說他經常遇到空難
[00:22:30.080 --> 00:22:34.000]  他知道怎麼處理這些
[00:22:34.000 --> 00:22:37.840]  司機就跟他說
[00:22:37.840 --> 00:22:45.520]  看他是什麼人,就用不同的方法勸他
[00:22:45.520 --> 00:22:49.360]  他說你看到美國人就跟他說
[00:22:49.360 --> 00:22:53.840]  It's adventurous,很有冒險性的跳
[00:22:53.840 --> 00:23:01.760]  然後你又可以試一下冬天在飛機跳水的味道
[00:23:01.760 --> 00:23:07.920]  那些美國人一聽就跳下去
[00:23:07.920 --> 00:23:12.240]  他說如果你遇到英國人
[00:23:12.240 --> 00:23:14.000]  就跟他說
[00:23:14.000 --> 00:23:15.600]  It's an honor
[00:23:15.600 --> 00:23:17.360]  你可以這樣跳下去
[00:23:17.360 --> 00:23:20.720]  表明你的榮譽感
[00:23:20.720 --> 00:23:24.800]  一群英國乘客跳下去
[00:23:24.800 --> 00:23:28.640]  如果是德國人就跟他們說
[00:23:28.640 --> 00:23:31.840]  This is an order,這個是命令
[00:23:31.840 --> 00:23:33.760]  一下子德國人就跳下去了
[00:23:33.760 --> 00:23:37.840]  但空中司說大多數都是中國人
[00:23:37.840 --> 00:23:40.400]  機師笑眯眯地說你跟他們說
[00:23:40.400 --> 00:23:47.600]  It's free!
[00:23:47.600 --> 00:23:51.840]  他前面就是用兵法刀法勸
[00:23:51.840 --> 00:23:54.640]  無論怎麼解釋,理性地勸
[00:23:54.640 --> 00:23:58.400]  但他一摸到那些人的心
[00:23:58.400 --> 00:24:00.480]  甚麼都不管,衝下去了
[00:24:00.480 --> 00:24:04.480]  免費的
[00:24:04.480 --> 00:24:08.480]  OK,兵法、刀法、權法
[00:24:08.480 --> 00:24:10.960]  這些解決不了問題
[00:24:10.960 --> 00:24:13.360]  最重要是你摸到人的心
[00:24:13.360 --> 00:24:18.560]  我們的心,一生的果效是從這裡發出來
[00:24:18.560 --> 00:24:20.880]  所以求主幫助我們
[00:24:20.880 --> 00:24:24.480]  所以如果我們用肉眼來看
[00:24:24.480 --> 00:24:26.000]  看環境
[00:24:26.000 --> 00:24:29.200]  我們會無法超越
[00:24:29.200 --> 00:24:31.280]  我們痛苦不堪
[00:24:31.280 --> 00:24:33.920]  人間那些恨
[00:24:33.920 --> 00:24:38.000]  恥仇不報、非君子等等
[00:24:38.000 --> 00:24:41.120]  糾纏不清,一輩子在鬥
[00:24:41.120 --> 00:24:44.240]  對著幹
[00:24:44.240 --> 00:24:46.080]  一定要踩低它
[00:24:46.080 --> 00:24:48.160]  今天很多女強人
[00:24:48.160 --> 00:24:50.240]  希望用這個方法
[00:24:50.240 --> 00:24:52.080]  結果最後
[00:24:52.080 --> 00:24:54.080]  是家破人亡
[00:24:54.080 --> 00:24:57.280]  對方推了老公出去
[00:24:57.280 --> 00:25:00.080]  這些都是提到我一生
[00:25:00.080 --> 00:25:03.280]  神父召我做婚姻家庭和青少年輔導
[00:25:03.280 --> 00:25:05.840]  看到太多這些悲劇
[00:25:05.840 --> 00:25:08.720]  我們要做的就是回歸基督
[00:25:08.720 --> 00:25:11.040]  操練心法
[00:25:11.040 --> 00:25:14.400]  因為在聖經上
[00:25:14.400 --> 00:25:16.560]  另外一處的經文
[00:25:16.560 --> 00:25:18.800]  它特別有提到
[00:25:18.800 --> 00:25:23.600]  在提摩太傳書四章七到八節
[00:25:23.600 --> 00:25:28.080]  提到我們要在敬虔上操練自己
[00:25:28.080 --> 00:25:30.400]  英文是用Holiness
[00:25:30.400 --> 00:25:35.120]  Holiness是講到我們裡面生命的品格
[00:25:35.120 --> 00:25:36.640]  我們要Practice
[00:25:36.640 --> 00:25:38.160]  我們要親近神
[00:25:38.160 --> 00:25:43.920]  等聖靈來改變我們本來的罪的本性
[00:25:43.920 --> 00:25:47.040]  當我們操練敬虔的時候
[00:25:47.040 --> 00:25:51.600]  這裡下面提摩太傳書四章八節說
[00:25:51.600 --> 00:25:55.040]  操練身體益處還少
[00:25:55.040 --> 00:25:57.040]  我們的Body在外面
[00:25:57.040 --> 00:25:59.280]  所以Yes有好處
[00:25:59.280 --> 00:26:02.480]  不是說兵法、刀法、劍法那些不需要
[00:26:02.480 --> 00:26:05.200]  但是更加好的在這裡說
[00:26:05.200 --> 00:26:07.200]  慰督敬虔
[00:26:07.200 --> 00:26:08.240]  Holiness
[00:26:08.240 --> 00:26:12.640]  活像基督操練我們裡面的人生觀
