
[00:00:00.000 --> 00:00:03.980]  丁師妹早晨,很高興能夠再次和大家一起在主日崇拜的時間
[00:04:02.400 --> 00:04:04.780]  才去查考一下聖經
[00:04:04.780 --> 00:04:08.040]  或者去問一下牧師
[00:04:08.040 --> 00:04:11.220]  不經意就搞到很多牧師傳道人
[00:04:11.220 --> 00:04:13.680]  變成好像一些問米工
[00:04:13.680 --> 00:04:17.880]  或者是解籤佬廟祝這樣的情況
[00:04:17.880 --> 00:04:23.820]  當他們的心中仇犯被解決之後
[00:04:23.820 --> 00:04:28.700]  他們又繼續跑他們自己的所謂陽關路
[00:04:28.700 --> 00:04:31.560]  陽關路是什麼意思?
[00:04:31.560 --> 00:04:33.800]  就是又走他們那條闊路
[00:04:33.800 --> 00:04:36.440]  走他們那條康莊大道
[00:04:36.440 --> 00:04:38.740]  其實陽關道這個說法
[00:04:38.740 --> 00:04:40.480]  你不要以為什麼宗教
[00:04:40.480 --> 00:04:46.140]  其實這個說法是一個很長遠的中國文化歷史
[00:04:46.140 --> 00:04:51.060]  是指導一些人往一條平坦的道路走向陽關
[00:04:51.060 --> 00:04:52.960]  能夠有更大的發展
[00:04:52.960 --> 00:04:55.920]  不過誰不知道原來那條是一條死路
[00:04:55.920 --> 00:04:58.120]  聖經就很簡單直接說
[00:04:58.120 --> 00:05:02.260]  很多時候人只會去選擇一條闊的路
[00:05:02.260 --> 00:05:03.940]  走闊的門
[00:05:03.940 --> 00:05:07.040]  而聖經卻是要告訴我們
[00:05:07.040 --> 00:05:10.080]  我們要走的應該是一條窄路
[00:05:10.080 --> 00:05:11.940]  或者一條閘門
[00:05:11.940 --> 00:05:14.380]  這些我們可以在聖經
[00:05:14.380 --> 00:05:16.980]  譬如《馬太福音》第七章十三節
[00:05:16.980 --> 00:05:19.620]  裡面很清楚的介紹給我們聽
[00:05:19.620 --> 00:05:21.520]  在這裡我不詳細說了
[00:05:21.520 --> 00:05:24.260]  不過今天其實很多基督徒的思維
[00:05:24.260 --> 00:05:27.560]  其實跟一般人對宗教的信仰
[00:05:27.560 --> 00:05:29.060]  其實不是很大分別的
[00:05:29.060 --> 00:05:30.760]  這個問題所在
[00:05:30.760 --> 00:05:35.260]  是很在於他由信主那一刻的傳道人的解說
[00:05:35.260 --> 00:05:38.160]  甚至到他自己當他信了主之後
[00:05:38.160 --> 00:05:43.500]  也很自然、很好的去追求、認識、學習上帝的道理的時候
[00:05:43.500 --> 00:05:46.940]  他用回他以前信仰那一套的思維模式
[00:05:46.940 --> 00:05:50.240]  就硬套到基督教裡面
[00:05:50.240 --> 00:05:54.280]  他認為這樣就是一種信仰
[00:05:54.280 --> 00:05:58.220]  於是乎不少的基督徒帶著這種思維
[00:05:58.220 --> 00:06:00.500]  當他說我去讀聖經的時候
[00:06:00.500 --> 00:06:03.020]  尤其是讀到保羅書信的時候
[00:06:03.020 --> 00:06:06.300]  他就經常都會帶著一種這樣的思維
[00:06:06.300 --> 00:06:08.220]  讀經其實是什麼呢?
[00:06:08.220 --> 00:06:10.940]  或者了解保羅的寫作
[00:06:10.940 --> 00:06:15.220]  就是說其實保羅無非都是在書信句裡面
[00:06:15.220 --> 00:06:17.060]  或者他的寫作句裡面
[00:06:17.060 --> 00:06:21.800]  去為很多的信徒排解難題
[00:06:21.800 --> 00:06:24.980]  或者為了一些特別的情況、特別的問題
[00:06:24.980 --> 00:06:28.780]  於是乎他為他們提出解答的方式
[00:06:28.780 --> 00:06:32.920]  用英文說這些就叫做ad hoc scenario
[00:06:32.920 --> 00:06:36.300]  保羅他們認為他所寫的書信
[00:06:36.300 --> 00:06:40.140]  都是為了處理一些固有的問題
[00:06:40.140 --> 00:06:45.980]  而去作出一些神學或者去護教的討論
[00:06:45.980 --> 00:06:47.900]  甚至有些人認為
[00:06:47.900 --> 00:06:53.020]  保羅只是為了修信人他們當前所遇見的挑戰
[00:06:53.020 --> 00:06:54.320]  而去提供答案
[00:06:54.320 --> 00:06:56.480]  這個就是牧羊
[00:06:56.480 --> 00:07:01.420]  其實如果我們是這樣去看保羅的書信的時候
[00:07:01.420 --> 00:07:03.680]  很自然地我們就會忽略了
[00:07:03.680 --> 00:07:06.220]  其實保羅在聖經裡面
[00:07:06.220 --> 00:07:09.860]  在他書信的解答裡面的時候
[00:07:09.860 --> 00:07:15.300]  其實保羅是經常進行一個整全的舊約神學
[00:07:15.300 --> 00:07:23.600]  與基督的教訓兩者的融合的思想過程的一個神學操練
[00:07:23.600 --> 00:07:26.160]  他不是只是為了解決當前的問題
[00:07:26.160 --> 00:07:29.340]  是,你可以說他只是為了一個問題
[00:07:29.340 --> 00:07:32.080]  而去解決這個問題而提供答案
[00:07:32.080 --> 00:07:35.620]  但這不是保羅最終的目的
[00:07:35.620 --> 00:07:38.920]  今天我們開始進入去加依太書
[00:07:38.920 --> 00:07:41.120]  看加依太書的第三章
[00:07:41.120 --> 00:07:43.720]  其實就是要引申給我們看見
[00:07:43.720 --> 00:07:46.360]  保羅其實他本身
[00:07:46.360 --> 00:07:49.760]  他在他的書信裡面所涵複的
[00:07:49.760 --> 00:07:51.260]  不是好像一般的信徒
[00:07:51.260 --> 00:07:54.400]  或者一般的信徒的識經技巧
[00:07:54.400 --> 00:07:59.000]  以為只是保羅為了解決問題而去寫這些書信
[00:07:59.000 --> 00:08:03.180]  其實正正在這些的加依太書裡面
[00:08:03.180 --> 00:08:05.380]  要反映出給我們看見
[00:08:05.380 --> 00:08:08.880]  保羅其實是要進行一個舊約神學
[00:08:08.880 --> 00:08:14.280]  與基督的教訓兩者之間的融合討論
[00:08:14.280 --> 00:08:17.580]  而為什麼他要提供這個融合的討論呢?
[00:08:17.580 --> 00:08:20.260]  因為在這個討論的過程當中
[00:08:20.260 --> 00:08:23.560]  保羅就能夠幫助信徒
[00:08:23.560 --> 00:08:30.460]  怎樣他們藉著福音以至神他自己的啟示
[00:08:30.460 --> 00:08:33.840]  然後對福音有一個更整全的理解
[00:08:33.840 --> 00:08:38.580]  從而對上帝的救恩計劃的全面理解
[00:08:38.580 --> 00:08:42.440]  而這個才是聖經最終的寫作目的
[00:08:42.440 --> 00:08:45.780]  或者是保羅寫這些書信給不同的教會
[00:08:45.780 --> 00:08:48.860]  或者人士的原本的動機
[00:08:48.860 --> 00:08:51.760]  好了,我們馬上事不宜遲
[00:08:51.760 --> 00:08:53.620]  回到這段聖經裡面
[00:08:53.620 --> 00:08:57.720]  看看加依太書從第三章開始
[00:08:57.720 --> 00:09:01.760]  保羅是怎樣開始為我們介紹
[00:09:01.760 --> 00:09:03.960]  而且幫助我們
[00:09:03.960 --> 00:09:11.700]  邀請我們進入到這個神學融合思想的功課裡面
[00:09:11.700 --> 00:09:13.340]  如果大家有聖經的話
[00:09:13.340 --> 00:09:17.540]  我們一起打開今天所看的經文
[00:09:17.540 --> 00:09:21.720]  加依太書第三章第一至第五節
[00:09:21.720 --> 00:09:25.920]  今天所說的經文整個講道的主題
[00:09:25.920 --> 00:09:30.020]  就叫做「通冊之情出於外」
[00:09:30.020 --> 00:09:33.220]  「通冊之情出於外」
[00:09:33.220 --> 00:09:35.700]  讓我們先去看看這段聖經是怎樣
[00:09:35.700 --> 00:09:39.600]  我為大家先讀出和合版本的聖經
[00:09:39.600 --> 00:09:43.440]  然後會再為大家讀出New English Translation的版本
[00:09:43.440 --> 00:09:46.100]  大家有聖經的只需要打開
[00:09:46.100 --> 00:09:50.180]  然後我會讀出來給大家聽
[00:09:50.180 --> 00:09:54.320]  加依太書第三章第一至第五節
[00:09:54.320 --> 00:09:56.880]  無知的加拉太人
[00:09:56.880 --> 00:09:59.380]  耶穌基督釘十字架
[00:09:59.380 --> 00:10:02.120]  已經活化在你們眼前
[00:10:02.120 --> 00:10:05.020]  誰又迷惑了你們呢?
[00:10:05.020 --> 00:10:07.800]  我只要問你們這一件
[00:10:07.800 --> 00:10:11.200]  你們受了聖靈是因行律法呢?
[00:10:11.200 --> 00:10:13.800]  是因聽信福音呢?
[00:10:13.800 --> 00:10:16.000]  你們既靠聖靈入門
[00:10:16.000 --> 00:10:19.180]  如今還靠肉身成全嗎?
[00:10:19.180 --> 00:10:22.280]  你們是這樣的無知嗎?
[00:10:22.280 --> 00:10:24.780]  你們受苦如此之多
[00:10:24.780 --> 00:10:26.620]  都是徒然的嗎?
[00:10:26.620 --> 00:10:30.180]  難道果真是徒然的嗎?
[00:10:30.180 --> 00:10:34.760]  那此刻你們聖靈又在你們中間行易能的
[00:10:34.760 --> 00:10:37.360]  是因你們行律法呢?
[00:10:37.360 --> 00:10:41.120]  是因你們聽信福音呢?
[00:10:41.120 --> 00:10:43.700]  無知的加拉太人
[00:10:43.700 --> 00:10:46.440]  耶穌基督釘十字架
[00:10:46.440 --> 00:10:49.840]  已經活化在你們眼前
[00:10:49.840 --> 00:10:52.540]  誰又迷惑了你們呢?
[00:10:52.540 --> 00:10:55.480]  我只要問你們這一事
[00:10:55.480 --> 00:10:59.120]  你們受了聖靈是因行律法呢?
[00:10:59.120 --> 00:11:02.420]  是因聽信福音呢?
[00:11:02.420 --> 00:11:05.960]  你們既靠聖靈入門
[00:11:05.960 --> 00:11:10.060]  如今還靠肉身成全嗎?
[00:11:10.060 --> 00:11:12.960]  你們是這樣的無知嗎?
[00:11:12.960 --> 00:11:15.800]  你們受苦如此之多
[00:11:15.800 --> 00:11:18.000]  都是徒然的嗎?
[00:11:18.000 --> 00:11:21.100]  難道果真是徒然的嗎?
[00:11:21.100 --> 00:11:26.280]  那此刻你們聖靈又在你們中間行易能的
[00:11:26.280 --> 00:11:28.940]  是因你們行律法呢?
[00:11:28.940 --> 00:11:33.020]  是因你們聽信福音呢?
[00:11:46.760 --> 00:11:51.060]  我只要問你們這一事
[00:11:51.060 --> 00:11:55.440]  你們受了聖靈是因行律法呢?
[00:11:55.440 --> 00:11:58.440]  是因聽信福音呢?
[00:11:58.440 --> 00:12:00.840]  你們是這樣的無知嗎?
[00:12:00.840 --> 00:12:03.340]  雖然你們起初靠聖靈
[00:12:03.340 --> 00:12:07.520]  如今還靠肉身成全嗎?
[00:12:07.520 --> 00:12:10.060]  你們受苦如此之多
[00:12:10.060 --> 00:12:11.460]  都是徒然的嗎?
[00:12:11.460 --> 00:12:14.460]  難道果真是徒然的嗎?
[00:12:14.460 --> 00:12:19.800]  那此刻你們聖靈又在你們中間行易能的
[00:12:19.800 --> 00:12:23.160]  是因你們行律法呢?
[00:12:23.160 --> 00:12:27.400]  是因你們聽信福音呢?
[00:12:44.460 --> 00:12:50.560]  如何在一個完全混亂的信仰世界中
[00:12:50.560 --> 00:12:54.600]  重新走回神拯救的目標
[00:12:54.600 --> 00:12:55.860]  也就是說
[00:12:55.860 --> 00:12:57.700]  屬乎基督的
[00:12:57.700 --> 00:13:01.540]  他們再不需要靠著律法
[00:13:01.540 --> 00:13:04.680]  才可以歸回神的裏面
[00:13:04.680 --> 00:13:09.480]  而其實只需要單靠著基督的信
[00:13:09.480 --> 00:13:14.020]  他就能夠重歸於神的義當中
[00:13:14.020 --> 00:13:15.280]  因此
[00:13:15.280 --> 00:13:18.480]  在這裏有一個非常之重要的觀念
[00:13:18.480 --> 00:13:22.000]  是我們需要在這裏首先要講清楚的
[00:13:22.000 --> 00:13:24.900]  就是什麼叫做「恩信稱義的神學」
[00:13:24.900 --> 00:13:26.960]  和「行律法」
[00:13:26.960 --> 00:13:31.900]  這兩者之間的關係是怎樣
[00:13:31.900 --> 00:13:34.240]  實在很多今天的信徒
[00:13:34.240 --> 00:13:37.780]  甚至很多神學家都會這樣想
[00:13:37.780 --> 00:13:41.780]  他認為既然保羅經常都故意這樣分開講
[00:13:41.780 --> 00:13:43.680]  「恩信稱義的神學」
[00:13:43.680 --> 00:13:47.080]  和「遵行律法」這兩件事
[00:13:47.080 --> 00:13:51.180]  因此信徒自此就只需要信
[00:13:51.180 --> 00:13:56.260]  就不需要再考慮任何所謂行為的事情
[00:13:56.260 --> 00:14:01.260]  但是其實這是一個極大的錯誤和誤解
[00:14:01.260 --> 00:14:02.760]  聽清楚
[00:14:02.760 --> 00:14:04.260]  這個看法
[00:14:04.260 --> 00:14:07.240]  只認為信徒只需要信
[00:14:07.240 --> 00:14:10.880]  於是乎就不再需要考慮任何行為的問題
[00:14:10.880 --> 00:14:12.840]  這個看法
[00:14:12.840 --> 00:14:15.640]  很多今天的信徒都是這樣看
[00:14:15.640 --> 00:14:18.640]  但其實這個看法是一個錯誤
[00:14:18.640 --> 00:14:20.140]  因為在聖經裏面
[00:14:20.140 --> 00:14:24.020]  保羅不但沒有說過他要廢掉
[00:14:24.020 --> 00:14:26.820]  「遵行律法」這個思想
[00:14:26.820 --> 00:14:29.620]  或者這個重要概念
[00:14:29.620 --> 00:14:33.120]  反而他很多地方都有意無意間
[00:14:33.120 --> 00:14:35.660]  甚至有時直接地去講到
[00:14:35.660 --> 00:14:38.160]  其實「遵行律法」
[00:14:38.160 --> 00:14:44.140]  這個卻是信徒他本身承受神這個身份之後
[00:14:44.140 --> 00:14:46.440]  應當行的天職
[00:14:46.440 --> 00:14:47.840]  我重複再講多一次
[00:14:47.840 --> 00:14:50.140]  其實「遵行律法」
[00:14:50.140 --> 00:14:52.640]  在保羅的神學裏面
[00:14:52.640 --> 00:14:54.640]  其實是展示出
[00:14:54.640 --> 00:14:57.380]  保羅認為當一個信徒
[00:14:57.380 --> 00:15:02.920]  能夠已經重歸於神子民的身份之後
[00:15:02.920 --> 00:15:05.820]  他們當首的天職
[00:15:05.820 --> 00:15:07.300]  或者簡單來說
[00:15:07.300 --> 00:15:13.200]  accountable to the designated heavenly position
[00:15:13.200 --> 00:15:16.400]  這個是我們每一個已經信主的人
[00:15:16.400 --> 00:15:17.900]  稱之為神的子民
[00:15:17.900 --> 00:15:19.300]  People of God
[00:15:19.300 --> 00:15:21.300]  或者God's children
[00:15:21.300 --> 00:15:24.000]  我們應該會流露出
[00:15:24.000 --> 00:15:27.080]  應該會守的天職來的
[00:15:27.080 --> 00:15:29.280]  只不過「行律法」
[00:15:29.280 --> 00:15:33.680]  直著是在完全已經信服了基督之後
[00:15:33.680 --> 00:15:37.280]  被演繹出來的後續而已
[00:15:37.280 --> 00:15:39.600]  所以簡單來說
[00:15:39.600 --> 00:15:42.460]  在整個保羅的神學裏面
[00:15:42.460 --> 00:15:45.760]  「遵行律法」不是保羅要將他刪除的事
[00:15:45.760 --> 00:15:49.260]  也不是要將「遵行律法」看得很輕的事
[00:15:49.260 --> 00:15:50.240]  不是
[00:15:50.240 --> 00:15:53.500]  保羅其實是很強調這一點
[00:15:53.500 --> 00:15:55.740]  但是要「遵行律法」
[00:15:55.740 --> 00:15:58.640]  其實是有一個最重要的基礎
[00:15:58.640 --> 00:16:02.680]  就是這個人已經成為了神的子民
[00:16:02.680 --> 00:16:03.680]  或者簡單來說
[00:16:03.680 --> 00:16:07.380]  已經進入了基督的裏面
[00:16:07.380 --> 00:16:10.580]  有基督的信已經在他裏面
[00:16:10.580 --> 00:16:12.420]  所以簡單來說
[00:16:12.420 --> 00:16:15.400]  「遵行律法」只不過是一個信徒
[00:16:15.400 --> 00:16:17.900]  已成為基督徒之後的
[00:16:17.900 --> 00:16:21.240]  全新的一個新的模式
[00:16:21.240 --> 00:16:23.260]  用英文來說
[00:16:23.260 --> 00:16:25.000]  或者引用拉丁文
[00:16:25.000 --> 00:16:26.900]  就是New Practice
[00:16:26.900 --> 00:16:31.040]  是一個全新的遵行的原由
[00:16:31.040 --> 00:16:35.080]  信徒因為進入了基督的信之後
[00:16:35.080 --> 00:16:36.780]  他就很自然地
[00:16:36.780 --> 00:16:39.780]  會願意去「遵行神的律法」
[00:16:39.780 --> 00:16:42.320]  不是因為「遵行律法」而進入上帝
[00:16:42.320 --> 00:16:44.320]  而是因為已進入了上帝
[00:16:44.320 --> 00:16:46.320]  這個神子民的身份
[00:16:46.320 --> 00:16:48.520]  而去「遵行律法」
[00:16:48.520 --> 00:16:51.560]  所以如果有些人只是高舉說要去講
[00:16:51.560 --> 00:16:53.560]  信、信、信
[00:16:53.560 --> 00:16:56.840]  而完全拋棄了信徒要承接
[00:16:56.840 --> 00:17:00.200]  保羅所談到這份所謂的「天職」
[00:17:00.200 --> 00:17:04.340]  即是會去「遵行上帝的律例典章」的時候
[00:17:04.340 --> 00:17:08.540]  他認為這樣就已經等同於得到上帝的「義」
[00:17:08.540 --> 00:17:10.140]  其實這個說法
[00:17:10.140 --> 00:17:14.680]  其實正正就離開了原本無論是舊約
[00:17:14.680 --> 00:17:17.980]  以至於保羅在新約裏面
[00:17:17.980 --> 00:17:22.120]  他向所有不同的信徒、不同的教會
[00:17:22.120 --> 00:17:24.120]  不同的個別的人士
[00:17:24.120 --> 00:17:28.460]  他們所演繹出來的福音的原言
[00:17:28.460 --> 00:17:31.440]  所以弟兄姊妹,在《迦太書》裏面
[00:17:31.440 --> 00:17:34.240]  其實保羅是要辨明這個事實
[00:17:34.240 --> 00:17:35.740]  要讓人看到
[00:17:35.740 --> 00:17:38.240]  其實他不是要丟棄律法
[00:17:38.240 --> 00:17:39.740]  而是相反
[00:17:39.740 --> 00:17:40.740]  是要告訴他們
[00:17:40.740 --> 00:17:44.440]  我們守律法是守得更精彩、更精準
[00:17:44.440 --> 00:17:47.440]  所以從這個重要的
[00:17:47.440 --> 00:17:50.040]  保羅神學的基礎信仰
[00:17:50.040 --> 00:17:52.040]  以及這個理解
[00:17:52.040 --> 00:17:54.960]  或者屬靈的陳述裏面
[00:17:54.960 --> 00:17:56.960]  我們就會開始明白到
[00:17:56.960 --> 00:17:59.960]  其實《迦太書》為什麼接下來
[00:17:59.960 --> 00:18:04.460]  會開始有很多有關於舊約聖經裏面的討論
[00:18:04.460 --> 00:18:07.460]  其實就是保羅進行著這個舊約
[00:18:07.460 --> 00:18:09.960]  以至於耶穌基督的福音
[00:18:09.960 --> 00:18:16.460]  兩者在融合的過程當中的一個屬靈操練
[00:18:16.460 --> 00:18:17.960]  為什麼保羅要有這個操練
[00:18:17.960 --> 00:18:19.460]  我們之後會講的
[00:18:19.460 --> 00:18:21.460]  不過在我們未看
[00:18:21.460 --> 00:18:25.460]  我們今天所看的這頭五節的經文之前
[00:18:25.460 --> 00:18:28.960]  其實在整個第三章裏面
[00:18:28.960 --> 00:18:32.960]  我們有好幾個特別三寶重要的主題
[00:18:32.960 --> 00:18:36.960]  是能夠幫助到我們去理解
[00:18:36.960 --> 00:18:38.960]  其實接下來這本書
[00:18:38.960 --> 00:18:40.960]  來到第三章裏面
[00:18:40.960 --> 00:18:43.960]  保羅要講的究竟是一回什麼事
[00:18:43.960 --> 00:18:45.460]  這三個主題
[00:18:45.460 --> 00:18:47.960]  第一個是關乎於什麼叫做
[00:18:47.960 --> 00:18:50.960]  「英許」promise
[00:18:50.960 --> 00:18:55.960]  「英許」其實是指道神、英許人的一項關係
[00:18:55.960 --> 00:19:00.960]  基本上是指道當與有信神的人
[00:19:00.960 --> 00:19:04.460]  發生了關係和他有關的事情也好
[00:19:04.460 --> 00:19:07.960]  神就會將這一連串的事情
[00:19:07.960 --> 00:19:10.960]  涵括在這個「英許」當中
[00:19:10.960 --> 00:19:13.960]  所以我們應該超越
[00:19:13.960 --> 00:19:18.960]  看的不是再是說你是屬於誰的血統
[00:19:18.960 --> 00:19:21.960]  不是猶太人血統的問題
[00:19:21.960 --> 00:19:23.960]  而是相反重新看
[00:19:23.960 --> 00:19:27.960]  神和人之間的關係
[00:19:27.960 --> 00:19:36.960]  原來正正是定性了我們和上帝的身份之間的格局
[00:19:36.960 --> 00:19:39.960]  「英許」promise
[00:19:39.960 --> 00:19:42.960]  其實正正是告訴我們知道
[00:19:42.960 --> 00:19:48.960]  神要將他和我們之間的關係定準在哪裡
[00:19:48.960 --> 00:19:51.960]  所以有些行動會履行
[00:19:51.960 --> 00:19:55.960]  所以會有一些事情上帝也會去進行
[00:19:55.960 --> 00:20:00.960]  第二個重要的主題就是有關自由的問題
[00:20:00.960 --> 00:20:02.960]  freedom的問題
[00:20:02.960 --> 00:20:06.960]  自由的定義可以在舊約聖經
[00:20:06.960 --> 00:20:09.960]  或者新約聖經的時代裏面
[00:20:09.960 --> 00:20:13.960]  是從一個人的父親的身份而去定斷的
[00:20:13.960 --> 00:20:17.960]  只要那個父親是一個自由人
[00:20:17.960 --> 00:20:18.960]  free man
[00:20:18.960 --> 00:20:22.960]  無論他的母親是不是自由人也好
[00:20:22.960 --> 00:20:25.960]  甚至是奴隸的身份也好
[00:20:25.960 --> 00:20:28.960]  只要生下來的人
[00:20:28.960 --> 00:20:32.960]  很自然就會隨著因為他父親是自由人的身份
[00:20:32.960 --> 00:20:35.960]  他同樣定為自由人
[00:20:35.960 --> 00:20:38.960]  相反如果那個父親是一個奴隸的話
[00:20:38.960 --> 00:20:43.960]  即使母親是怎樣的身份也好
[00:20:43.960 --> 00:20:46.960]  他生下來也不會是自由人
[00:20:46.960 --> 00:20:47.960]  而是一個奴隸
[00:20:47.960 --> 00:20:50.960]  為什麼要談論到這一點呢?
[00:20:50.960 --> 00:20:54.960]  因為這一點將會在下面第三章裏面
[00:20:54.960 --> 00:20:59.960]  我們會討論到下甲和撒拉他們的例子的時候
[00:20:59.960 --> 00:21:04.960]  我們就會明白到其實自由人是什麼意思
[00:21:04.960 --> 00:21:08.960]  他們其實兩個生出來都應該是一個自由人
[00:21:08.960 --> 00:21:10.960]  但很可惜
[00:21:10.960 --> 00:21:13.960]  猶太人在他們的傳統裏面
[00:21:13.960 --> 00:21:16.960]  他們卻是著重了血脈
[00:21:16.960 --> 00:21:19.960]  於是猶太人就認為
[00:21:19.960 --> 00:21:21.960]  只有猶太人這個宗族的
[00:21:21.960 --> 00:21:24.960]  才被認定為一個自由人
[00:21:24.960 --> 00:21:30.960]  而如果非出自於猶太人的族裔正統的話
