
[00:00:00.000 --> 00:00:07.500]  各位主席,剛才跟我們讀了第一第二節,特別是第二節的前面要說,接著你們怎樣說呢?
[00:04:35.000 --> 00:04:41.500]  專業的分析師,專業的會計師,專業的會計師樓,都是專業。
[00:04:41.500 --> 00:04:46.500]  如果教會讓人覺得我們很有水準,專業的基督教會,
[00:04:46.500 --> 00:04:51.500]  有專業的牧師,有專業的傳道,有專業的幹事,
[00:04:51.500 --> 00:04:54.500]  有專業的執事,有專業的直理。
[00:04:54.500 --> 00:04:57.500]  你懂得祈禱的頂尖,專業的基督徒。
[00:04:57.500 --> 00:05:02.500]  當場完全不同了,是否這樣呢?是否一套的東西呢?
[00:05:03.000 --> 00:05:07.500]  當然當時的門徒去想,一套東西防身是好的。
[00:05:07.500 --> 00:05:14.500]  但實際上,有時我們都覺得,本來應該是很簡單的禱告,
[00:05:14.500 --> 00:05:21.500]  本來很容易來到神的面前,為何弄得那麼複雜呢?弄得那麼困難呢?
[00:05:21.500 --> 00:05:25.500]  有時我們都覺得很怕祈禱,好像聽起來很複雜。
[00:05:25.500 --> 00:05:27.500]  很怕祈禱,因為好像有很多事情要準備。
[00:05:27.500 --> 00:05:32.500]  很怕祈禱,因為不知道怎樣跟神說什麼話,會不會得罪了神呢?
[00:05:33.000 --> 00:05:38.500]  其實本來都不是一件很複雜的事,但有時我們因為太複雜,會放棄。
[00:05:38.500 --> 00:05:44.500]  你有沒有試過有一件事,因為太複雜,你學不來,你放棄了呢?
[00:05:44.500 --> 00:05:49.500]  有沒有試過呢?有些人試過,有些人沒有,不過有些人很厲害。
[00:05:49.500 --> 00:05:56.500]  我記得我買了一隻電子錶,那些錶是有智能的,所謂智能的錶。
[00:05:56.500 --> 00:06:00.500]  很多年前買的。你知不知道那本Man料那麼厚?
[00:06:01.000 --> 00:06:10.500]  那些錶可能是用在一些特別情況,又有測試溫度,測試濕度等等。
[00:06:10.500 --> 00:06:12.500]  我不知道有什麼度可以測試。
[00:06:12.500 --> 00:06:16.500]  我記得在飛機上看,從起飛看到落機都看不懂。
[00:06:16.500 --> 00:06:20.500]  還未搞定那隻錶,最後只能設定時間,就算了。
[00:06:20.500 --> 00:06:22.500]  其實是一隻最簡單的錶。
[00:06:22.500 --> 00:06:26.500]  所以我現在戴的錶很簡單,只有時間就夠了,什麼都不用,還有其他的。
[00:06:27.000 --> 00:06:37.500]  真的看不懂,太複雜了。我試過遇到學一件事很複雜,教導我一種很複雜的專業游泳。
[00:06:37.500 --> 00:06:43.500]  令到我最後現在都不會游泳,太過專業了。
[00:06:43.500 --> 00:06:50.500]  頭幾課不是在水裡,是在岸上,在那裡動手動腳。
[00:06:51.000 --> 00:06:58.500]  但一落到水裡,我發覺水力、阻力、浮力完全跟岸上不同,根本好像不同的處理。
[00:06:58.500 --> 00:07:01.500]  還有呼吸又不知道什麼時候做呼吸。
[00:07:01.500 --> 00:07:05.500]  所以最後我都是半桶水。
[00:07:05.500 --> 00:07:09.500]  半桶水的意思是有時候會浸下去喝兩口水的意思。
[00:07:09.500 --> 00:07:12.500]  最後到現在都學不成游泳。
[00:07:12.500 --> 00:07:17.500]  因為有時候我們看簡單的東西就複雜化了。
[00:07:18.000 --> 00:07:22.500]  所以現在的人說,你不要講那麼多東西,講重點,不要那麼複雜。
[00:07:22.500 --> 00:07:28.500]  但是今天簡單複雜化,講不到重點是很多人的通病。
[00:07:28.500 --> 00:07:39.500]  將事情過度複雜,令到人感到無從下手,或者感到很沮喪都搞不定。
[00:07:39.500 --> 00:07:46.500]  從而降低了學習的能力,或者學習的興趣。
[00:07:47.000 --> 00:07:52.500]  另外太複雜化,甚至會浪費時間,資源浪費了。
[00:07:52.500 --> 00:08:02.500]  因為花了太多時間精力去解決或者學習過度複雜的方案。
[00:08:02.500 --> 00:08:13.500]  例如人際關係,人可能面對過度複雜,跟自己和人的關係。
[00:08:14.000 --> 00:08:20.500]  例如我們每一個細節,每一個動作變化太過敏感。
[00:08:20.500 --> 00:08:28.500]  會對別人的想法太多解讀,他的言語行為太多想法。
[00:08:28.500 --> 00:08:32.500]  今天我們經常說,想多了很多東西,想多了。
[00:08:32.500 --> 00:08:40.500]  導致我們不必要的擔心,猜疑,影響到我們跟人的關係。
[00:08:41.000 --> 00:08:45.500]  真的,人的思緒都很複雜。
[00:08:45.500 --> 00:08:54.500]  我們都很想過一些很簡單的生活,但是因為過多複雜的思緒影響到我們。
[00:08:54.500 --> 00:09:01.500]  我記得有一個小女孩跟爸爸說,春天的天氣真的很複雜。
[00:09:01.500 --> 00:09:05.500]  春天的天氣很複雜,怎樣複雜呢?
[00:09:06.000 --> 00:09:11.500]  一時冷,一時熱。我記得早幾個星期很熱,穿扁袖衫。
[00:09:11.500 --> 00:09:18.500]  後來上兩個星期又很冷,穿外套之類。
[00:09:18.500 --> 00:09:21.500]  這兩天又熱了,春天的天氣。
[00:09:21.500 --> 00:09:25.500]  你不要想著一直熱下去,可能什麼時候又會冷一點。
[00:09:25.500 --> 00:09:27.500]  很複雜,春天的天氣。
[00:09:27.500 --> 00:09:31.500]  爸爸說,幸好你說春天的天氣,不是說你媽媽很複雜。
[00:09:32.000 --> 00:09:37.500]  實際上,人是更加複雜,更加有很多的問題。
[00:09:37.500 --> 00:09:43.500]  因為很複雜,我們有很多的思想,很多的憂慮,很多的焦慮,不安的事。
[00:09:43.500 --> 00:09:49.500]  很多想到過分的一些憂慮。
[00:09:49.500 --> 00:09:57.500]  很多事要思前想後,很多時候又要想將來,又恐怕成果又怎樣。
[00:09:58.000 --> 00:10:02.500]  有很多這些計算,太多太多。
[00:10:02.500 --> 00:10:10.500]  有時感情裏面,你說有一個好的感情,你又會覺得怕不能夠掌握得好。
[00:10:10.500 --> 00:10:16.500]  可能有時佔有慾,有時控制著別人。
[00:10:16.500 --> 00:10:22.500]  有時你沒有感情的生活,又覺得很空虛,很孤寂,又好像不知道怎樣。
[00:10:22.500 --> 00:10:26.500]  很多的想法,很多複雜的情況。
[00:10:27.000 --> 00:10:34.500]  但是日主耶穌告訴我們,祂說很希望我們的生命變得簡單,變得專注。
[00:10:34.500 --> 00:10:40.500]  其實祈禱本來就是將複雜難搞的事情交託給神。
[00:10:40.500 --> 00:10:50.500]  祈禱本來就是將我們這些複雜難搞的事情,這些思緒等等的事情交託給神。
[00:10:51.000 --> 00:10:58.500]  祈禱就是這麼簡單,將我們的生命複雜,簡單化。
[00:10:58.500 --> 00:11:07.500]  所以當我們願意能夠將這些搞不定的難題,這些這麼多的憂慮,
[00:11:07.500 --> 00:11:16.500]  在禱告裏面交託給神,就好像託運一樣,又好像快遞一樣,劈好它,給神,搞定它。
[00:11:17.000 --> 00:11:23.500]  聖經說:「應當一無掛慮,只要凡事積著,禱告祈求和感謝,
[00:11:23.500 --> 00:11:29.500]  將你們所需要的講給神聽,神所賜給我們出人意外的平安,
[00:11:29.500 --> 00:11:33.500]  一定在耶穌基督裏保守你們的心懷意念。」
[00:11:33.500 --> 00:11:40.500]  所以,我剛才說好像託運一樣,一無掛慮,將這些難處劈好它,
[00:11:41.000 --> 00:11:49.500]  就是藉著快遞,交給耶穌,然後神就會給我們出人意外的平安。
[00:11:49.500 --> 00:11:55.500]  說起快遞,你有沒有做過快遞?有沒有做過快遞?
[00:11:55.500 --> 00:12:02.500]  我看到翻查,快遞的流程,雖然是快遞,也挺複雜的。
[00:12:02.500 --> 00:12:08.500]  因為第一個就是下單,當然下單就要去填很多東西,
[00:12:09.000 --> 00:12:15.500]  我今天越來越填很多東西,特別是國內那些,就更加填得清清楚楚。
[00:12:15.500 --> 00:12:23.500]  有時候你也不太清楚物件的價值也好,或者尺寸也好,
[00:12:23.500 --> 00:12:26.500]  要填到自己也沒有辦法再填下去。
[00:12:26.500 --> 00:12:36.500]  當然也要符合包裝,箱子,帶子,最好是用快遞公司給你的箱子。
[00:12:37.000 --> 00:12:43.500]  包好它,然後下單,下單之後就給你運費,或者你去上門收貨,
[00:12:43.500 --> 00:12:46.500]  或者你拿到那個公司裡面。
[00:12:46.500 --> 00:12:50.500]  雖然是快遞,也有些程序和情況。
[00:12:50.500 --> 00:12:58.500]  但是我想起,你將你自己的事交託給神,這些憂慮,這些難處,
[00:12:58.500 --> 00:13:04.500]  真的比快遞更快,你就是交託,在一個普告裡面就可以做到。
[00:13:05.000 --> 00:13:12.500]  這個也是一些留意的地方,十一章第一節,耶穌在一個地方禱告。
[00:13:12.500 --> 00:13:17.500]  這裡就提醒我們,首先要找一個地方。
[00:13:17.500 --> 00:13:21.500]  找一個什麼地方呢?一個安靜的地方。
[00:13:21.500 --> 00:13:25.500]  你有沒有一個安靜的空間給自己祈禱?
[00:13:25.500 --> 00:13:30.500]  可能是你自己的睡房,或者你自己的家,
[00:13:31.000 --> 00:13:38.500]  或者是任何你感到安靜,能夠安心的地方,或者你拜堂。
[00:13:38.500 --> 00:13:47.500]  你知不知道我們尖陣有沒有祈禱室?在哪裡?幾樓?頂樓。
[00:13:47.500 --> 00:13:55.500]  我應該找不到,為什麼呢?因為曾經是有祈禱室的。
[00:13:56.000 --> 00:14:01.500]  後來因為九龍圖沿故,頂樓本來有很多房間,
[00:14:01.500 --> 00:14:10.500]  後來我們打開天花板,看到陽光,房間已經拆了,改裝了。
[00:14:10.500 --> 00:14:15.500]  我們一直都希望地下小禮堂都成為我們禱告的地方。
[00:14:15.500 --> 00:14:23.500]  其實在三年前,我們已經說了,希望能夠開門給朕主,
[00:14:24.000 --> 00:14:29.500]  我們自己頂姐妹,或者外面的人,中午吃飯的時間,
[00:14:29.500 --> 00:14:31.500]  都會來到禮拜堂祈禱。
[00:14:31.500 --> 00:14:38.500]  本來準備開放的時候,發生疫情,一拖拖三年。
[00:14:38.500 --> 00:14:41.500]  現在都準備了,大家準備的時候,
[00:14:41.500 --> 00:14:51.500]  剛剛小禮堂有一點裝修,音響,影像那些。
[00:14:52.000 --> 00:14:56.500]  希望都可以放一些音樂,或者放一些訊息。
[00:14:56.500 --> 00:15:02.500]  在中午的時候,大家吃完飯,可以進來禮拜堂去禱告。
[00:15:02.500 --> 00:15:11.500]  我記得我曾經去過台中,一個很有名的建築師,貝月明。
[00:15:11.500 --> 00:15:14.500]  在台中那間東海大學,有一個很漂亮的禮拜堂。
[00:15:14.500 --> 00:15:18.500]  我一時說不出他的名字,很漂亮的禮拜堂。
[00:15:19.000 --> 00:15:24.500]  那天我參加,他說公開開放,四、五點鐘在夕陽底下。
[00:15:24.500 --> 00:15:33.500]  進去裡面,很舒服,有些詩歌播放出來,有個影像。
[00:15:33.500 --> 00:15:37.500]  不是很大聲,覺得很適合在那個環境裡禱告。
[00:15:37.500 --> 00:15:41.500]  我希望我們的教會都能夠有這樣的空間,
[00:15:41.500 --> 00:15:46.500]  給我們,給外面的人都可以來禱告。
[00:15:47.000 --> 00:15:49.500]  有個地方去禱告。
[00:15:49.500 --> 00:15:56.500]  簡單的,就是將你的難處劈好,一次過告訴神就可以了。
[00:15:56.500 --> 00:16:00.500]  將你所需求,正如聖經裡所說,你的祈求,
[00:16:00.500 --> 00:16:05.500]  你自己所想的,你的煩惱,很複雜的心情,
[00:16:05.500 --> 00:16:09.500]  你告訴天父,祂一定會聽你的禱告。
[00:16:09.500 --> 00:16:11.500]  很重要的是,你要相信。
[00:16:11.500 --> 00:16:13.500]  你要相信這位神會聽你的禱告。
[00:16:13.500 --> 00:16:15.500]  你會相信祂會幫助你。
[00:16:16.000 --> 00:16:17.500]  你不要太心急。
[00:16:17.500 --> 00:16:20.500]  好像做完快遞之後,立即按那個app,
[00:16:20.500 --> 00:16:23.500]  看看那個郵件去了哪裡。
[00:16:23.500 --> 00:16:26.500]  還在那個地方,還在那個公司裡,
[00:16:26.500 --> 00:16:28.500]  哪裡能夠這麼快出去呢?
[00:16:28.500 --> 00:16:30.500]  不要太心急,等待。
[00:16:30.500 --> 00:16:34.500]  等待神,你用你的聖人的眼睛看看,
[00:16:34.500 --> 00:16:37.500]  看看神有沒有什麼改變。
[00:16:37.500 --> 00:16:40.500]  有沒有什麼地方你會看到有改變。
[00:16:40.500 --> 00:16:44.500]  有沒有一些人在中間,成為你的小天使。
[00:16:45.000 --> 00:16:49.500]  有沒有一些聖經的話語提醒你,有些學習。
[00:16:49.500 --> 00:16:51.500]  當然還要感恩。
[00:16:51.500 --> 00:16:53.500]  你要感謝神是很重要的。
[00:16:53.500 --> 00:16:59.500]  感謝神是過往你得到神的愛、恩典、拯救。
[00:16:59.500 --> 00:17:03.500]  這是你和神建立的信任的重點。
[00:17:03.500 --> 00:17:05.500]  這種你已經經歷了。
[00:17:05.500 --> 00:17:07.500]  所以這次還有難題。
[00:17:07.500 --> 00:17:09.500]  可能難題比以往更大,
[00:17:09.500 --> 00:17:12.500]  但是你要知道這位神是有能力的。
[00:17:13.000 --> 00:17:18.500]  他是愛你,曾經讓你經歷過自己的愛、恩典。
[00:17:18.500 --> 00:17:20.500]  所以你更加要感恩。
[00:17:20.500 --> 00:17:22.500]  這就是我們一個很簡單,
[00:17:22.500 --> 00:17:26.500]  能夠將自己的難處交託給神。
[00:17:26.500 --> 00:17:29.500]  其實禱告就是這麼簡單。
[00:17:29.500 --> 00:17:35.500]  禱告很簡單,當然耶穌教我們禱告的時候,
[00:17:35.500 --> 00:17:38.500]  就是由淺入深。
[00:17:38.500 --> 00:17:41.500]  如果從主祷文開始來說,
[00:17:42.000 --> 00:17:43.500]  其實是一個很簡單的祷文,
[00:17:43.500 --> 00:17:45.500]  又是很重點的祷文。
[00:17:45.500 --> 00:17:48.500]  你想想,通常我們主祷文,
[00:17:48.500 --> 00:17:50.500]  一分鐘都背完的。
[00:17:50.500 --> 00:17:54.500]  「其實一分鐘就夠了,這麼豐富。」
[00:17:54.500 --> 00:17:59.500]  當然,我將來會逐句逐句和大家分享的時候,
[00:17:59.500 --> 00:18:01.500]  可以看到很多很豐富的內容。
[00:18:01.500 --> 00:18:08.500]  但是我相信是真的讓我們能夠從淺入深。
[00:18:09.000 --> 00:18:12.500]  我們一開始不用說很多很簡單的說話,
[00:18:12.500 --> 00:18:16.500]  講重點的說話,究竟我現在心情如何。
[00:18:16.500 --> 00:18:18.500]  我究竟想做些什麼,講給神聽。
[00:18:18.500 --> 00:18:21.500]  不用兜兜轉轉,直接講給神聽,講給天父聽。
[00:18:21.500 --> 00:18:23.500]  我很開心,講給天父聽,我很開心。
[00:18:23.500 --> 00:18:25.500]  又一句簡單,又是一個禱告。
[00:18:25.500 --> 00:18:27.500]  你覺得我現在很不舒服,
[00:18:27.500 --> 00:18:29.500]  覺得很需要天父幫助我,
[00:18:29.500 --> 00:18:32.500]  很需要給我溫暖,講給天父聽。
[00:18:32.500 --> 00:18:34.500]  這個又是很簡單的說話。
[00:18:34.500 --> 00:18:37.500]  當然,不用重重覆覆。
[00:18:38.000 --> 00:18:39.500]  但是當然,就算你重覆覆,
[00:18:39.500 --> 00:18:41.500]  天父都樂意去聽你的說話。
[00:18:41.500 --> 00:18:45.500]  但是很重點的一樣東西就是多些簡單的禱告。
[00:18:45.500 --> 00:18:47.500]  我想說,祈禱很簡單。
[00:18:47.500 --> 00:18:53.500]  就不是說,講兩三句,一天先講兩三句。
[00:18:53.500 --> 00:18:57.500]  甚至就好像聖經所說,常常的不住的禱告。
[00:18:57.500 --> 00:19:02.500]  不住的禱告就是說,你求其一件事情,
[00:19:03.000 --> 00:19:08.500]  你去想到天父的關係給你一些東西,
[00:19:08.500 --> 00:19:10.500]  你覺得很開心,講給他聽,很開心。
[00:19:10.500 --> 00:19:12.500]  覺得很不舒服,覺得很不開心,就講給他聽。
[00:19:12.500 --> 00:19:15.500]  可能你是一天裏面,可能有十次八次,
[00:19:15.500 --> 00:19:18.500]  這樣的同神的對話。
[00:19:18.500 --> 00:19:20.500]  這個常常禱告很重要。
[00:19:20.500 --> 00:19:25.500]  常常令到你能夠習慣了,
[00:19:25.500 --> 00:19:30.500]  或者是一種對神那種仰望,對神那種依靠。
[00:19:31.000 --> 00:19:34.500]  不要想到大事,有些困難你才去祈禱。
[00:19:34.500 --> 00:19:36.500]  其實隨時隨地都可以祈禱,
[00:19:36.500 --> 00:19:39.500]  隨時隨地都可以講天父聽耶穌。
[00:19:39.500 --> 00:19:42.500]  曾經講過耶穌喜樂,
[00:19:42.500 --> 00:19:49.500]  因為覺得天父是將這些奧秘講給願意有心的聽到,
[00:19:49.500 --> 00:19:52.500]  沒有心的看不到,耶穌都覺得很歡喜快樂。
[00:19:52.500 --> 00:19:58.500]  或者耶穌心情是很沉重的,
[00:19:59.000 --> 00:20:03.500]  在十字架之前的禱告,都是讓我們看到常常禱告。
[00:20:03.500 --> 00:20:05.500]  所以這個很重要。
[00:20:05.500 --> 00:20:13.500]  常常禱告令到我們更加掌握到禱告的重點,
[00:20:13.500 --> 00:20:16.500]  更加掌握到禱告的意思。
[00:20:16.500 --> 00:20:20.500]  其實學每一樣東西都是。
[00:20:20.500 --> 00:20:24.500]  我的興趣是打球,踢球,所以我常常踢球。
[00:20:25.000 --> 00:20:30.500]  常常踢球的重點不是,很多人踢球,
[00:20:30.500 --> 00:20:32.500]  不知道大家喜不喜歡踢球,
[00:20:32.500 --> 00:20:38.500]  踢球喜歡看到球員很多技巧,很多個人技巧,
[00:20:38.500 --> 00:20:42.500]  什麼插花,什麼施丹鑽,通坑渠,推左走右,
[00:20:42.500 --> 00:20:44.500]  大家知不知道?不知道。
[00:20:44.500 --> 00:20:49.500]  很多技巧,但是很多人喜歡學技巧,
[00:20:50.000 --> 00:20:55.500]  總之你把球放在地上,你都沒有踢準,怎麼能夠推著球過人呢?
[00:20:55.500 --> 00:20:59.500]  先學最簡單的,看著球,踢準球。
[00:20:59.500 --> 00:21:02.500]  慢慢慢慢你就會學到這些技巧。
[00:21:02.500 --> 00:21:05.500]  到時候你打球的時候,突然學到一個技巧,
[00:21:05.500 --> 00:21:06.500]  你都不知道是誰學的。
[00:21:06.500 --> 00:21:09.500]  就是這樣,就是常常的操練。
[00:21:09.500 --> 00:21:10.500]  常常的禱告也是。
[00:21:10.500 --> 00:21:14.500]  你會覺得禱告,唉,看到一些人很厲害的。
[00:21:14.500 --> 00:21:18.500]  禱告一兩個小時,禱告之後又聽到什麼聲音。
[00:21:19.000 --> 00:21:20.500]  嘩,我沒有這樣的情況。
[00:21:20.500 --> 00:21:23.500]  你先不要想這些,祈禱很簡單。
[00:21:23.500 --> 00:21:26.500]  你就將你想講的講給天父聽。
[00:21:26.500 --> 00:21:29.500]  所以天父是聽禱告的另一方面。
[00:21:29.500 --> 00:21:35.500]  剛才我說為什麼門徒要問耶穌教祂禱告,
[00:21:35.500 --> 00:21:37.500]  是想一套的東西。
[00:21:37.500 --> 00:21:41.500]  那反過來,為什麼耶穌又樂意教門徒祈禱呢?
[00:21:41.500 --> 00:21:43.500]  這個很重要。
[00:21:43.500 --> 00:21:46.500]  耶穌自己的重點在哪裡呢?
[00:21:47.000 --> 00:21:50.500]  祂很樂意向門徒祈禱,教祂祈禱。
[00:21:50.500 --> 00:21:51.500]  重點是什麼呢?
[00:21:51.500 --> 00:21:54.500]  剛才我說過,主導問第一句是什麼呢?
[00:21:54.500 --> 00:21:58.500]  我們一起讀吧,「我們在天上的父。」
[00:21:58.500 --> 00:22:04.500]  好,這裡簡單的說,就是幫助我們更親近天父。
[00:22:04.500 --> 00:22:10.500]  主導問可以說是耶穌教導門徒一個禱告的藍本。
[00:22:10.500 --> 00:22:15.500]  他能夠幫助我們更親近天父。
[00:22:16.000 --> 00:22:19.500]  因為一開始對象就是我們在天上的父。
[00:22:19.500 --> 00:22:25.500]  進一步是將我們和天父拉近的。
[00:22:25.500 --> 00:22:28.500]  這個禱告是將我們和天父拉近的。
[00:22:28.500 --> 00:22:33.500]  所以主導問是幫助我們認識和信靠天父。
[00:22:33.500 --> 00:22:38.500]  這個不是在頭腦上,是真實的情況。
[00:22:38.500 --> 00:22:43.500]  我們怎樣學習,怎樣將神放在生命裡面的第一位。
[00:22:44.000 --> 00:22:52.500]  如果像剛才所說,你能夠做到隨時隨地都想到和天父的關係。
[00:22:52.500 --> 00:22:55.500]  你很開心快樂,你和天父說我很開心快樂。
[00:22:55.500 --> 00:22:57.500]  你很不開心,和天父說我很不開心。
[00:22:57.500 --> 00:23:01.500]  你已經是很接近,很親近祂。
[00:23:01.500 --> 00:23:05.500]  祂覺得你需要與天父與你同行。
[00:23:06.000 --> 00:23:16.500]  所以這個是看得到的,是知道的,是不能騙人的,你和天父的關係。
[00:23:16.500 --> 00:23:21.500]  我和林文謙執事關係很好,一個月都不和他講一次話。
[00:23:21.500 --> 00:23:24.500]  執事會才講一下話,這樣好嗎?
[00:23:24.500 --> 00:23:30.500]  即是這樣說,你和你朋友關係很好,我和太太關係很好。
[00:23:31.000 --> 00:23:40.500]  我們回家都不會說話的。不是的,我們知道溝通,想到對方,能夠常常的說話,我覺得很好。
[00:23:40.500 --> 00:23:51.500]  這個就是天父,耶穌基督希望教我們禱告,幫助我們拉近我們和神的關係。
[00:23:51.500 --> 00:23:58.500]  繼而我們更加建立信心、盼望、愛心,因為和神建立了一個很深厚的關係。
[00:23:59.000 --> 00:24:05.500]  天父是愛聽禱告的,即使你說是不是,聽不聽得到那麼多。
[00:24:05.500 --> 00:24:12.500]  但起碼你會知道,你是喜歡說話的,很多人都喜歡說話的。
[00:24:12.500 --> 00:24:17.500]  如果讓你不說話,那些人會感到你的嘴巴很辛苦的。
[00:24:17.500 --> 00:24:21.500]  有些人一定要說出來的,牢騷一定要說出來的。
[00:24:22.000 --> 00:24:34.500]  一定要放在心裡,放在心裡說得很不舒服的,說出來的。我不敢這樣說,但姐妹們喜歡這樣多一點,弟兄會比較少一點。
[00:24:34.500 --> 00:24:38.500]  其實姐妹們這樣也很健康的,說出來的。
[00:24:38.500 --> 00:24:44.500]  但問題是今天你說出來,沒有人聽,這是重點。
[00:24:44.500 --> 00:24:50.500]  很多人覺得你很煩,或者我們覺得煩到別人,我們都不想說。
[00:24:51.000 --> 00:24:57.500]  但有時候人不冷不熱,人很複雜的,好像春天的天氣一樣,不冷不熱。
[00:24:57.500 --> 00:25:02.500]  究竟有時候很想聽,但有時候就覺得你很煩,那怎麼辦呢?
[00:25:02.500 --> 00:25:11.500]  但天父是愛聽禱告,無論你自己開心不開心的話,無論你的心情,你帶到神的面前。
[00:25:11.500 --> 00:25:16.500]  神都是很喜歡你來到你面前,因為祂願意聽你的禱告。
[00:25:17.000 --> 00:25:23.500]  祂願意能夠去聽你的煩惱,聽你的複雜很多問題的東西,能夠寫給祂。
[00:25:23.500 --> 00:25:29.500]  祂能夠給你一個簡單的答案,能夠給你一個簡單的生命,簡單的人生。
[00:25:29.500 --> 00:25:32.500]  有人可能會這樣處理煩惱的問題。
[00:25:32.500 --> 00:25:40.500]  話說對夫婦,大家都有對方的照片在錢包裡,今天可能就在手機裡。
[00:25:41.000 --> 00:25:57.500]  有一次,那個丈夫跟太太說,我有什麼事,想到你,我就當我自己一個人打開錢包看你的照片。
[00:25:57.500 --> 00:26:00.500]  我就會覺得很開心。
