
[00:00:00.000 --> 00:00:04.000]  今天我們就跳到約翰福音第九章
[00:02:48.000 --> 00:02:52.000]  是弱者的行為
[00:02:52.000 --> 00:03:00.000]  認為人應該靠自己的努力奮鬥去爭取成就
[00:03:00.000 --> 00:03:06.000]  事實上,倚靠上帝和盡自己的努力
[00:03:06.000 --> 00:03:10.000]  是沒有什麼衝突的
[00:03:10.000 --> 00:03:16.000]  我相信為人父母或做子女的都會知道
[00:03:16.000 --> 00:03:21.000]  兒女小時候什麼都不會做
[00:03:21.000 --> 00:03:27.000]  甚至換尿片都要父母幫忙
[00:03:27.000 --> 00:03:31.000]  最近我的小孫女十幾個月了
[00:03:31.000 --> 00:03:33.000]  開始會做一件事
[00:03:33.000 --> 00:03:39.000]  告訴大人她要換尿布
[00:03:39.000 --> 00:03:42.000]  大人幫她換
[00:03:42.000 --> 00:03:46.000]  當一個人漸漸成長後
[00:03:46.000 --> 00:03:51.000]  我們當然可以負起自理的責任
[00:03:51.000 --> 00:03:55.000]  不過如果一個人一天住在父母的家
[00:03:55.000 --> 00:03:57.000]  都一樣會倚靠父母
[00:03:57.000 --> 00:04:02.000]  例如小孩長大了,要考中學會考
[00:04:02.000 --> 00:04:09.000]  他自己考試,也要自己努力讀書準備
[00:04:09.000 --> 00:04:11.000]  父母不能幫他
[00:04:11.000 --> 00:04:13.000]  但如果他住在家裡
[00:04:13.000 --> 00:04:18.000]  父母一定會供應給他食物、住宿環境
[00:04:18.000 --> 00:04:22.000]  幫助他其他方面的事情
[00:04:22.000 --> 00:04:27.000]  故此一個人可以同時倚靠父母
[00:04:27.000 --> 00:04:30.000]  也同時盡上自己的努力
[00:04:30.000 --> 00:04:34.000]  這樣是沒有衝突的
[00:04:34.000 --> 00:04:36.000]  我再舉一個例子
[00:04:36.000 --> 00:04:40.000]  聽聞在國內工作
[00:04:40.000 --> 00:04:42.000]  在國內要辦事
[00:04:42.000 --> 00:04:44.000]  一般情況都是
[00:04:44.000 --> 00:04:48.000]  如果有關係可以倚靠的話
[00:04:48.000 --> 00:04:51.000]  是很容易成功的
[00:04:51.000 --> 00:04:55.000]  只是有些人由於沒有關係
[00:04:55.000 --> 00:04:57.000]  沒有關係可以倚靠的時候
[00:04:57.000 --> 00:05:00.000]  他只能相信知識改變命運
[00:05:00.000 --> 00:05:02.000]  讀書改變命運
[00:05:02.000 --> 00:05:04.000]  拼命讀書
[00:05:04.000 --> 00:05:06.000]  在悉尼幾年前
[00:05:06.000 --> 00:05:09.000]  中國領事館將一個工作
[00:05:09.000 --> 00:05:12.000]  就是申請去中國簽證的服務
[00:05:12.000 --> 00:05:15.000]  要交給私人機構去做
[00:05:15.000 --> 00:05:17.000]  領事館不辦了
[00:05:17.000 --> 00:05:23.000]  而成功提供這項專利服務權的人
[00:05:23.000 --> 00:05:27.000]  聽聞是一位姓曾的先生
[00:05:27.000 --> 00:05:32.000]  據說他是一位前中國副主席的兒子
[00:05:32.000 --> 00:05:36.000]  這位曾先生要辦這項服務
[00:05:36.000 --> 00:05:38.000]  他自己一定都需要做一些事
[00:05:38.000 --> 00:05:41.000]  一定都需要工作去張羅
[00:05:41.000 --> 00:05:45.000]  但是這一宗一定賺錢的生意
[00:05:45.000 --> 00:05:49.000]  也是一定要靠關係才能得到
[00:05:49.000 --> 00:05:51.000]  因為中國領事館
[00:05:51.000 --> 00:05:56.000]  並沒有公開招標去找人做
[00:05:56.000 --> 00:05:59.000]  所以我們信耶穌的人
[00:05:59.000 --> 00:06:02.000]  是依靠一位全能的上帝
[00:06:02.000 --> 00:06:06.000]  因為愛我們的救主耶穌
[00:06:06.000 --> 00:06:09.000]  並不是弱者的行為
[00:06:09.000 --> 00:06:13.000]  我認為是一個智者的選擇
[00:06:13.000 --> 00:06:19.000]  有這麼大的後台不去依靠
[00:06:19.000 --> 00:06:21.000]  我會覺得很笨
[00:06:49.000 --> 00:06:52.000]  吸引了耶穌的注視
[00:06:52.000 --> 00:06:54.000]  當時耶穌在走路
[00:06:54.000 --> 00:06:59.000]  這個盲人應該是坐在路邊吃
[00:06:59.000 --> 00:07:03.000]  我相信當時耶穌是在耶路撒冷附近
[00:07:03.000 --> 00:07:05.000]  因為在第七節
[00:07:05.000 --> 00:07:07.000]  耶穌吩咐那個盲人
[00:07:07.000 --> 00:07:10.000]  要去西羅亞池子洗
[00:07:10.000 --> 00:07:14.000]  西羅亞池子就在耶路撒冷附近
[00:07:14.000 --> 00:07:18.000]  在耶穌時代的盲人
[00:07:18.000 --> 00:07:22.000]  不單止由於自己身體的缺陷
[00:07:22.000 --> 00:07:25.000]  不健全帶來很多不方便
[00:07:25.000 --> 00:07:30.000]  其實他們在社會上也會受人歧視
[00:07:30.000 --> 00:07:33.000]  他們不可能接受教育
[00:07:33.000 --> 00:07:36.000]  也不可能工作
[00:07:36.000 --> 00:07:42.000]  生存的唯一辦法就是靠父母和行乞
[00:07:42.000 --> 00:07:45.000]  第八節也告訴我們
[00:07:45.000 --> 00:07:51.000]  盲人一向都坐在那裡吃飯
[00:07:51.000 --> 00:07:56.000]  雖然這位盲人看不到耶穌
[00:07:56.000 --> 00:08:00.000]  但是耶穌看到他
[00:08:00.000 --> 00:08:04.000]  是耶穌看到他
[00:08:04.000 --> 00:08:08.000]  很可能是由於耶穌一直看著他
[00:08:08.000 --> 00:08:10.000]  所以門徒也留意到
[00:08:10.000 --> 00:08:14.000]  耶穌的眼光是看著這個盲人
[00:08:14.000 --> 00:08:19.000]  於是他們就問耶穌一個神學上的問題
[00:08:19.000 --> 00:08:23.000]  這個人一出生就失明了
[00:08:23.000 --> 00:08:26.000]  究竟是誰的罪造成的呢?
[00:08:26.000 --> 00:08:33.000]  是他自己犯罪還是他父母的罪呢?
[00:08:33.000 --> 00:08:42.000]  這個問題反映出門徒死板的神學思維
[00:08:42.000 --> 00:08:46.000]  以為在我們生命裡所有不幸的事件
[00:08:46.000 --> 00:08:50.000]  一定是由人的罪造成的
[00:08:50.000 --> 00:08:52.000]  只有兩個可能性
[00:08:52.000 --> 00:08:54.000]  一就是他自己犯罪
[00:08:54.000 --> 00:08:58.000]  如果不是就是他父母犯罪
[00:08:58.000 --> 00:09:02.000]  不過如果這些門徒想清楚一點的話
[00:09:02.000 --> 00:09:06.000]  第一個可能性根本是不用想的了
[00:09:06.000 --> 00:09:08.000]  不用考慮的了
[00:09:08.000 --> 00:09:11.000]  那個人一出生就盲了
[00:09:11.000 --> 00:09:16.000]  難道他沒生出來之前就犯了罪嗎?
[00:09:16.000 --> 00:09:20.000]  在第二個問題裡
[00:09:20.000 --> 00:09:23.000]  可能是他父母的罪
[00:09:23.000 --> 00:09:28.000]  但其實在第二節他們自己也說出來了
[00:09:28.000 --> 00:09:33.000]  不可能是這個盲人自己犯了罪
[00:09:33.000 --> 00:09:35.000]  不過另外一樣東西也很奇怪
[00:09:35.000 --> 00:09:37.000]  門徒看到一位不幸的人
[00:09:37.000 --> 00:09:40.000]  是活在一個黑暗世界中的人
[00:09:40.000 --> 00:09:42.000]  但他們沒有想到
[00:09:42.000 --> 00:09:46.000]  耶穌這麼厲害,不如你幫幫他吧
[00:09:46.000 --> 00:09:51.000]  門徒沒有想到請師父幫幫這個人
[00:09:51.000 --> 00:09:55.000]  反而是想到神學問題
[00:09:55.000 --> 00:09:59.000]  這種反應很可能是反映出很多人
[00:09:59.000 --> 00:10:03.000]  對不幸的事情的發生
[00:10:03.000 --> 00:10:11.000]  總是想找一個理由或負責人來承擔責任
[00:10:11.000 --> 00:10:14.000]  因此很多人在遇到不幸的事情的時候
[00:10:14.000 --> 00:10:17.000]  就經常會問:為什麼?
[00:10:17.000 --> 00:10:21.000]  為什麼偏偏選中我?
[00:10:21.000 --> 00:10:24.000]  我們似乎很難去接受
[00:10:24.000 --> 00:10:28.000]  上帝設計了自然的規律
[00:10:28.000 --> 00:10:36.000]  讓一些事情按照規律的原則來運作
[00:10:36.000 --> 00:10:38.000]  舉個例子來說
[00:10:38.000 --> 00:10:40.000]  上帝定了自然規律
[00:10:40.000 --> 00:10:44.000]  男女有性關係後就會有孩子
[00:10:44.000 --> 00:10:46.000]  現代人就要違規
[00:10:46.000 --> 00:10:48.000]  要搞同性婚姻
[00:10:48.000 --> 00:10:50.000]  但又想要子女
[00:10:50.000 --> 00:10:53.000]  不如借貞生子
[00:10:53.000 --> 00:10:56.000]  或者搞出代孕母的問題
[00:10:56.000 --> 00:11:02.000]  但搞這些事情就會引起很多倫理問題
[00:11:02.000 --> 00:11:04.000]  其實有了問題
[00:11:04.000 --> 00:11:06.000]  即使找到知道的原因
[00:11:06.000 --> 00:11:11.000]  也不一定能解決問題
[00:11:11.000 --> 00:11:12.000]  例如這個盲人
[00:11:12.000 --> 00:11:15.000]  他一出生就是盲的
[00:11:15.000 --> 00:11:17.000]  即使知道了誰犯罪
[00:11:17.000 --> 00:11:20.000]  那又如何呢?
[00:11:20.000 --> 00:11:22.000]  難道知道了誰犯罪
[00:11:22.000 --> 00:11:26.000]  他就可以睜開眼睛看得到嗎?
[00:11:26.000 --> 00:11:30.000]  從此就可以改善他的生活嗎?
[00:11:30.000 --> 00:11:31.000]  在第三節
[00:11:31.000 --> 00:11:34.000]  主耶穌很清楚地回答
[00:11:34.000 --> 00:11:37.000]  他的失明其實跟他自己
[00:11:37.000 --> 00:11:40.000]  或者他父母的罪都沒有關係
[00:11:40.000 --> 00:11:42.000]  而是要在他身上
[00:11:42.000 --> 00:11:46.000]  彰顯上帝的作為
[00:11:46.000 --> 00:11:48.000]  這個答案真的很精彩
[00:11:48.000 --> 00:11:49.000]  讓我們了解到
[00:11:49.000 --> 00:11:51.000]  原來一個人遭遇不幸
[00:11:51.000 --> 00:11:56.000]  也不一定是罪的結果
[00:11:56.000 --> 00:11:59.000]  有時可能跟罪有關
[00:11:59.000 --> 00:12:06.000]  不過不一定是罪的後果
[00:12:06.000 --> 00:12:09.000]  在這個盲人身上
[00:12:09.000 --> 00:12:13.000]  上帝是要彰顯他的作為
[00:12:13.000 --> 00:12:15.000]  不過當我們讀第四第五節的時候
[00:12:15.000 --> 00:12:17.000]  就好像不太容易明白
[00:12:17.000 --> 00:12:20.000]  耶穌在說什麼
[00:12:20.000 --> 00:12:23.000]  因為第三節跟第四節
[00:12:23.000 --> 00:12:26.000]  好像沒有什麼關係
[00:12:26.000 --> 00:12:28.000]  但如果我們有這樣的感覺
[00:12:28.000 --> 00:12:29.000]  我告訴大家
[00:12:29.000 --> 00:12:32.000]  這是中文聖經翻譯的問題
[00:12:32.000 --> 00:12:36.000]  和諧本和彥宗版都是翻譯第三節
[00:12:36.000 --> 00:12:38.000]  說要在他身上
[00:12:38.000 --> 00:12:41.000]  彰顯上帝的作為
[00:12:41.000 --> 00:12:45.000]  但如果我們看希臘文或者英文聖經
[00:12:45.000 --> 00:12:47.000]  都會看到
[00:12:47.000 --> 00:12:50.000]  第三節那個作為的字
[00:12:50.000 --> 00:12:53.000]  其實是用了工作的字
[00:12:53.000 --> 00:12:54.000]  Works
[00:12:54.000 --> 00:12:55.000]  是要在他身上
[00:12:55.000 --> 00:12:57.000]  彰顯上帝的工作
[00:12:57.000 --> 00:13:00.000]  如果我們把第三節的作為的字
[00:13:00.000 --> 00:13:01.000]  改成工作
[00:13:01.000 --> 00:13:04.000]  這幾節聖經就很有意思了
[00:13:04.000 --> 00:13:05.000]  第三節說
[00:13:05.000 --> 00:13:07.000]  一位失明的人
[00:13:07.000 --> 00:13:09.000]  是要彰顯上帝的工作
[00:13:09.000 --> 00:13:10.000]  第四節說
[00:13:10.000 --> 00:13:12.000]  我們每一個人來到世界
[00:13:12.000 --> 00:13:14.000]  都不是偶然的
[00:13:14.000 --> 00:13:16.000]  我們應該趁著白天
[00:13:16.000 --> 00:13:18.000]  即是我們有生之年
[00:13:18.000 --> 00:13:20.000]  有機會的時候
[00:13:20.000 --> 00:13:22.000]  做什麼呢?
[00:13:22.000 --> 00:13:26.000]  去做差我來那位的工作
[00:13:26.000 --> 00:13:28.000]  黑夜一到
[00:13:28.000 --> 00:13:30.000]  即是代表我們的機會過去了
[00:13:30.000 --> 00:13:31.000]  沒有機會了
[00:13:31.000 --> 00:13:34.000]  就沒有人能工作
[00:13:34.000 --> 00:13:37.000]  第五節耶穌繼續說
[00:13:37.000 --> 00:13:38.000]  我在世上的時候
[00:13:38.000 --> 00:13:41.000]  我就是世上的光
[00:13:41.000 --> 00:13:42.000]  有光的時候
[00:13:42.000 --> 00:13:45.000]  就是為主工作的時候
[00:13:45.000 --> 00:13:46.000]  有光的時候
[00:13:46.000 --> 00:13:51.000]  就是我們能夠和上帝建立關係的時候
[00:13:51.000 --> 00:13:55.000]  就是相信上帝的時機
[00:13:55.000 --> 00:13:56.000]  可能有人會問
[00:13:56.000 --> 00:13:59.000]  現在耶穌已經不在世上了
[00:13:59.000 --> 00:14:01.000]  我們是不是錯過了
[00:14:01.000 --> 00:14:05.000]  相信上帝的時機呢?
[00:14:05.000 --> 00:14:06.000]  那就不是
[00:14:06.000 --> 00:14:08.000]  因為耶穌吩咐了門徒
[00:14:08.000 --> 00:14:11.000]  要成為世上的光
[00:14:11.000 --> 00:14:16.000]  所以現在我們仍然相信主的好時機
[00:14:16.000 --> 00:14:18.000]  在第六節到第七節
[00:14:18.000 --> 00:14:21.000]  我們看到耶穌醫好了盲人
[00:14:21.000 --> 00:14:22.000]  不過呢
[00:14:22.000 --> 00:14:24.000]  他這次用的方法都有點特別
[00:14:24.000 --> 00:14:26.000]  他是用了兩步
[00:14:26.000 --> 00:14:28.000]  不是一步就搞定
[00:14:28.000 --> 00:14:29.000]  第一步呢
[00:14:29.000 --> 00:14:31.000]  耶穌用口水和泥
[00:14:31.000 --> 00:14:32.000]  混合了泥
[00:14:32.000 --> 00:14:34.000]  抹在盲人的眼上
[00:14:34.000 --> 00:14:35.000]  第二步呢
[00:14:35.000 --> 00:14:38.000]  就叫他去西螺、池子洗洗
[00:14:38.000 --> 00:14:40.000]  我相信耶穌做事
[00:14:40.000 --> 00:14:43.000]  有時候會有一些象徵的意義
[00:14:43.000 --> 00:14:46.000]  那位盲人要得醫治
[00:14:46.000 --> 00:14:52.000]  一定要相信耶穌是那位奉差遣的基督
[00:14:52.000 --> 00:14:55.000]  西螺就是奉差遣的意思
[00:14:55.000 --> 00:14:59.000]  而不是好像當代很多法利賽人
[00:14:59.000 --> 00:15:03.000]  是不肯相信
[00:15:03.000 --> 00:15:04.000]  我們繼續看
[00:15:04.000 --> 00:15:09.000]  就會知道法利賽人為什麼不肯相信
[00:15:09.000 --> 00:15:11.000]  那位盲人就肯相信
[00:15:11.000 --> 00:15:14.000]  他馬上就依照耶穌的話去做
[00:15:14.000 --> 00:15:16.000]  就得到醫治
[00:15:16.000 --> 00:15:18.000]  在後面我們看到
[00:15:18.000 --> 00:15:20.000]  他就馬上拜耶穌
[00:15:20.000 --> 00:15:22.000]  信了耶穌
[00:15:22.000 --> 00:15:25.000]  法利賽人不肯相信耶穌
[00:15:25.000 --> 00:15:27.000]  主要原因就是因為
[00:15:27.000 --> 00:15:30.000]  耶穌醫好盲人那一天
[00:15:30.000 --> 00:15:34.000]  是安息日
[00:15:34.000 --> 00:15:36.000]  有些法利賽人的門徒
[00:15:36.000 --> 00:15:43.000]  還帶了盲人去見宗教領袖
[00:15:43.000 --> 00:15:47.000]  那些宗教領袖都有些討論
[00:15:47.000 --> 00:15:52.000]  究竟耶穌是不是好人呢?
[00:15:52.000 --> 00:15:54.000]  是不是信神的?
[00:15:54.000 --> 00:15:56.000]  是不是拜神的人呢?
[00:15:56.000 --> 00:15:57.000]  在十六節告訴我們
[00:15:57.000 --> 00:15:59.000]  由於這件事
[00:15:59.000 --> 00:16:01.000]  他們自己都沒有答案
[00:16:01.000 --> 00:16:03.000]  他們都有兩派的意見
[00:16:03.000 --> 00:16:04.000]  有爭論
[00:16:04.000 --> 00:16:07.000]  耶穌究竟是神人還是罪人呢?
[00:16:07.000 --> 00:16:10.000]  一方面耶穌有能力
[00:16:10.000 --> 00:16:12.000]  行了一個很大的神蹟
[00:16:12.000 --> 00:16:14.000]  叫一個一生出來就盲眼的人
[00:16:14.000 --> 00:16:16.000]  可以看得見
[00:16:16.000 --> 00:16:18.000]  但另一方面
[00:16:18.000 --> 00:16:22.000]  他又破壞了上帝的安息日
[00:16:22.000 --> 00:16:27.000]  原來根據摩西的律法
[00:16:27.000 --> 00:16:31.000]  記載在《出海及記》三十一章十五節
[00:16:31.000 --> 00:16:34.000]  破壞安息日的人
[00:16:34.000 --> 00:16:36.000]  是很嚴重的
[00:16:36.000 --> 00:16:38.000]  是要被處死的
[00:16:38.000 --> 00:16:40.000]  是死罪
[00:16:40.000 --> 00:16:42.000]  你說是不是很嚴重呢?
[00:16:42.000 --> 00:16:44.000]  即是上帝很看重安息日
[00:16:44.000 --> 00:16:48.000]  而這個人竟然破壞安息日
[00:16:48.000 --> 00:16:50.000]  那怎麼辦呢?
[00:16:50.000 --> 00:16:52.000]  所以就有兩派的意見
[00:16:52.000 --> 00:16:54.000]  結果那些法利賽人
[00:16:54.000 --> 00:16:56.000]  想不如這樣
[00:16:56.000 --> 00:16:58.000]  我們先搞清楚
[00:16:58.000 --> 00:17:00.000]  這個神蹟有沒有發生
[00:17:00.000 --> 00:17:03.000]  還是有些搞錯
[00:17:03.000 --> 00:17:06.000]  這個人根本沒有生來不是盲的
[00:17:06.000 --> 00:17:10.000]  我們找他的父母來對質
[00:17:10.000 --> 00:17:14.000]  結果他就抓了一個盲人的父母來對質
[00:17:14.000 --> 00:17:17.000]  但他的父母證實
[00:17:17.000 --> 00:17:20.000]  這個真的是我的兒子
[00:17:20.000 --> 00:17:22.000]  我沒有認錯人
[00:17:22.000 --> 00:17:24.000]  這個兒子一生出來就是盲的
[00:17:24.000 --> 00:17:26.000]  我們都知道
[00:17:26.000 --> 00:17:29.000]  證明了沒有搞錯人
[00:17:29.000 --> 00:17:32.000]  那些領袖就無可奈何了
[00:17:32.000 --> 00:17:34.000]  不如這樣
[00:17:34.000 --> 00:17:37.000]  抓那個開了眼的盲人
[00:17:37.000 --> 00:17:39.000]  站在他們一邊
[00:17:39.000 --> 00:17:42.000]  判定耶穌是罪人
[00:17:42.000 --> 00:17:45.000]  但這個開了眼的盲人
[00:17:45.000 --> 00:17:48.000]  他的心是沒有盲的
[00:17:48.000 --> 00:17:50.000]  他是很清楚
[00:17:50.000 --> 00:17:53.000]  他把這件事看得非常透徹
[00:17:53.000 --> 00:17:57.000]  耶穌既然有能力開他的眼睛
[00:17:57.000 --> 00:17:59.000]  並且他還有一個概念
[00:17:59.000 --> 00:18:04.000]  就是上帝是不會聽罪人的祈禱
[00:18:04.000 --> 00:18:07.000]  他就得到一個結論
[00:18:07.000 --> 00:18:08.000]  一個結論
[00:18:08.000 --> 00:18:11.000]  耶穌不可能是罪人
[00:18:11.000 --> 00:18:13.000]  並且在33節說
[00:18:13.000 --> 00:18:16.000]  除非他是從上帝那裡來
[00:18:16.000 --> 00:18:20.000]  他什麼都不能做
[00:18:20.000 --> 00:18:25.000]  結果這位開了眼的盲人
[00:18:25.000 --> 00:18:27.000]  就慘了
[00:18:27.000 --> 00:18:31.000]  又被那些宗教領袖趕出會堂
[00:18:31.000 --> 00:18:33.000]  趕出會堂很大件事
[00:18:33.000 --> 00:18:38.000]  就等於把他趕出猶太人的社區
[00:18:38.000 --> 00:18:42.000]  從此沒有社會地位
[00:18:42.000 --> 00:18:46.000]  這位被當代有權力的人
[00:18:46.000 --> 00:18:48.000]  拋棄了的人
[00:18:48.000 --> 00:18:50.000]  35節那裡
[00:18:50.000 --> 00:18:57.000]  卻是說耶穌找到他
[00:18:57.000 --> 00:19:02.000]  耶穌找到他
[00:19:02.000 --> 00:19:05.000]  雖然他已經開了眼
[00:19:05.000 --> 00:19:08.000]  不是他去找到耶穌
[00:19:08.000 --> 00:19:13.000]  是耶穌去找到他
[00:19:13.000 --> 00:19:17.000]  耶穌從來都不會藐視任何人
[00:19:17.000 --> 00:19:20.000]  反而樂意成為罪人
[00:19:20.000 --> 00:19:24.000]  和被人唾棄的人的朋友
[00:19:24.000 --> 00:19:29.000]  他再找回這位被當代領袖驅逐的人
[00:19:29.000 --> 00:19:34.000]  邀請他相信他就是人子
[00:19:34.000 --> 00:19:37.000]  即是彌賽亞是上帝的兒子
[00:19:37.000 --> 00:19:41.000]  這位領袖過主恩典的人
[00:19:41.000 --> 00:19:46.000]  他毫不猶疑向耶穌下拜
[00:19:46.000 --> 00:19:50.000]  當他失去了猶太人會堂的會籍後
[00:19:50.000 --> 00:19:55.000]  他卻得到了天國人的身份
[00:19:55.000 --> 00:19:58.000]  成為天國的子民
[00:19:58.000 --> 00:20:00.000]  作為信徒我們要記得
[00:20:00.000 --> 00:20:03.000]  我們已經擁有了天國人的身份
[00:20:03.000 --> 00:20:09.000]  我們不需要再為世上的得失來受罰
[00:20:09.000 --> 00:20:11.000]  主耶穌在39節說
[00:20:11.000 --> 00:20:14.000]  我到這世上來的目的是要審判
[00:20:14.000 --> 00:20:16.000]  使失明的能夠看見
[00:20:16.000 --> 00:20:22.000]  能夠看見的反而失明
[00:20:22.000 --> 00:20:28.000]  我們每個人在靈性上其實都是失明的
[00:20:28.000 --> 00:20:34.000]  正如很多神學家說我們有原罪
[00:20:34.000 --> 00:20:36.000]  人是有原罪
[00:20:36.000 --> 00:20:39.000]  熟悉《創世紀》的弟兄姊妹都知道
[00:20:39.000 --> 00:20:43.000]  始祖犯罪的事情
[00:20:43.000 --> 00:20:49.000]  這個原罪帶來什麼後果呢?
[00:20:49.000 --> 00:20:53.000]  第五世紀的神學家奧古斯丁說得好
[00:20:53.000 --> 00:21:01.000]  原罪不是每一個人一出生就多了一樣東西
[00:21:01.000 --> 00:21:07.000]  多了一個腫瘤或者任何東西叫做原罪
[00:21:07.000 --> 00:21:12.000]  原罪的後果是使我們每一個人出生的時候少了一樣東西
[00:21:12.000 --> 00:21:16.000]  就是我們跟上帝的親密關係
[00:21:16.000 --> 00:21:18.000]  從舊約到新約
[00:21:18.000 --> 00:21:22.000]  上帝跟人納約的內容是什麼呢?
[00:21:22.000 --> 00:21:25.000]  其實是一個關係
[00:21:25.000 --> 00:21:27.000]  上帝說我要作你們的上帝
[00:21:27.000 --> 00:21:30.000]  你們要作我的子民
[00:21:30.000 --> 00:21:35.000]  去到新約這個關係比我們看到更進一步
[00:21:35.000 --> 00:21:43.000]  不單是上帝跟子民還是天父跟兒女的關係
[00:21:43.000 --> 00:21:46.000]  看過今天這一段經文
[00:21:46.000 --> 00:21:51.000]  讓我想到在人世間裡面
[00:21:51.000 --> 00:21:55.000]  有很多人都是在苦難中出生的
[00:21:55.000 --> 00:22:02.000]  但是他們都可以彰顯上帝的工作
[00:22:02.000 --> 00:22:04.000]  或者上帝的作為
[00:22:04.000 --> 00:22:07.000]  還有一個叫做力克胡哲的人
[00:22:07.000 --> 00:22:09.000]  我忘了拿他的照片出來
[00:22:09.000 --> 00:22:13.000]  大家可能很多人都聽過他
[00:22:13.000 --> 00:22:17.000]  力克胡哲的爸爸是牧師
[00:22:17.000 --> 00:22:20.000]  當他一出生的時候
[00:22:20.000 --> 00:22:23.000]  這個人沒有手沒有腳
[00:22:23.000 --> 00:22:26.000]  只有一隻小骨鎚
[00:22:26.000 --> 00:22:28.000]  好像海獅一樣
[00:22:28.000 --> 00:22:34.000]  他出生之後他的父母真的是晴天霹靂
[00:22:34.000 --> 00:22:37.000]  他父母都是四肢健全的人
[00:22:37.000 --> 00:22:42.000]  沒有想到生了一個兒子沒有四肢
[00:22:42.000 --> 00:22:47.000]  他媽媽起初都不肯餵奶給他喝
[00:22:47.000 --> 00:22:50.000]  當初大概沒有人會想到
[00:22:50.000 --> 00:22:53.000]  力克可以完成大學
[00:22:53.000 --> 00:22:58.000]  生活為人非常樂觀
[00:22:58.000 --> 00:23:01.000]  後來他可以到處演講
[00:23:01.000 --> 00:23:03.000]  成為舉世知名的人
[00:23:03.000 --> 00:23:06.000]  最近還寫了兩本書
[00:23:06.000 --> 00:23:11.000]  力克胡哲的知名度比他爸爸高很多倍
[00:23:11.000 --> 00:23:15.000]  如今他時時去世界各地開報道會
[00:23:15.000 --> 00:23:18.000]  傳揚天國的福音
[00:23:18.000 --> 00:23:25.000]  上帝在力克身上彰顯出了上帝奇妙的作為
[00:23:25.000 --> 00:23:32.000]  也藉著力克開了很多人心靈的眼睛
[00:23:32.000 --> 00:23:35.000]  很多人都好像法利賽人一樣
[00:23:35.000 --> 00:23:37.000]  不肯信耶穌
[00:23:37.000 --> 00:23:41.000]  不是由於沒有證據
[00:23:41.000 --> 00:23:45.000]  而是由於先入為主的想法
[00:23:45.000 --> 00:23:49.000]  當人堅持無神論、進化論、多神論
[00:23:49.000 --> 00:23:52.000]  今生最重要論、金錢至高論的時候
