
[00:00:00.000 --> 00:00:10.160]  每年近年底 美國時代雜誌都會選出那個年度的風雲人物
[00:02:58.920 --> 00:03:01.240]  與保羅之間的關係
[00:03:01.240 --> 00:03:05.960]  所以我只選擇了第一至第二節
[00:03:05.960 --> 00:03:11.040]  他所舉薦的妃婢來跟大家分享
[00:03:11.040 --> 00:03:15.320]  經文在第十六章第一節說
[00:03:15.320 --> 00:03:19.120]  「我對你們舉薦我們的姊妹妃婢
[00:03:19.120 --> 00:03:24.400]  她是堅格理教會中的女執事」
[00:03:24.400 --> 00:03:27.240]  很多聖經學者都會同意
[00:03:27.240 --> 00:03:33.880]  這個妃婢其實是負責送信的那個人
[00:03:33.880 --> 00:03:38.760]  雖然聖經裏面有時候我們都很怕那些人名
[00:03:38.760 --> 00:03:40.560]  因為很難記
[00:03:40.560 --> 00:03:43.680]  但是當時的人
[00:03:43.680 --> 00:03:47.640]  他起一些名字不是亂起的
[00:03:47.640 --> 00:03:50.160]  我們可以從這些名字裏面
[00:03:50.160 --> 00:03:53.240]  去了解到他們的背景
[00:03:53.240 --> 00:03:54.720]  認識他們多一點
[00:03:54.720 --> 00:03:56.160]  來自哪裏
[00:03:56.160 --> 00:03:57.960]  做了什麼職業
[00:03:57.960 --> 00:04:01.520]  甚至是來自什麼階層等等
[00:04:01.520 --> 00:04:04.120]  「妃婢」這個名字
[00:04:04.120 --> 00:04:07.880]  其實也是當時爾弗所
[00:04:07.880 --> 00:04:12.000]  亞底米女神的名字的另一個叫法
[00:04:12.000 --> 00:04:15.800]  意思是「發光」
[00:04:15.800 --> 00:04:20.920]  正因為當時很多奴隸的名字
[00:04:20.920 --> 00:04:25.840]  都是來自希臘這些神話的故事
[00:04:25.840 --> 00:04:29.840]  所以我們很容易推想到
[00:04:29.840 --> 00:04:33.840]  這個妃婢應該是外邦人
[00:04:33.840 --> 00:04:38.200]  還有因為這個背景的緣故
[00:04:38.200 --> 00:04:43.600]  她也可能是一個已經獲得自由的奴隸
[00:04:43.600 --> 00:04:45.840]  自從她信了耶穌之後
[00:04:45.840 --> 00:04:47.200]  沒有改名
[00:04:47.200 --> 00:04:51.320]  不過她的主人不是原先那個
[00:04:51.320 --> 00:04:55.440]  就是轉移為主來「發光」
[00:04:55.440 --> 00:04:58.760]  「堅格里」是哪裏來的呢?
[00:04:58.760 --> 00:05:04.760]  應該是哥倫多以東的一個海港
[00:05:04.760 --> 00:05:08.560]  而這個地方離哥倫多城
[00:05:08.560 --> 00:05:13.200]  大概東南十一公里左右
[00:05:13.200 --> 00:05:17.280]  有聖經學者說這個教會很可能是
[00:05:17.280 --> 00:05:19.880]  哥倫多教會的分堂
[00:05:19.880 --> 00:05:24.200]  又或者保羅在當時所建立的
[00:05:24.200 --> 00:05:26.880]  其中一間教會
[00:05:26.880 --> 00:05:29.120]  因為「妃婢」這個名字
[00:05:29.120 --> 00:05:32.000]  在原本希臘文的聖經裏
[00:05:32.000 --> 00:05:36.320]  與這個教會「堅格里」黏在一起
[00:05:36.320 --> 00:05:39.720]  所以聖經學者推敲
[00:05:39.720 --> 00:05:44.280]  這個「妃婢」應該在這個教會裏面
[00:05:44.280 --> 00:05:48.920]  有一個有崗位角色的服事
[00:05:48.920 --> 00:05:50.560]  這個崗位角色是甚麼呢?
[00:05:50.560 --> 00:05:53.640]  這裏寫了給你,是「執事」
[00:05:53.640 --> 00:06:00.480]  執事本身其實按照教目書信告訴我們
[00:06:00.480 --> 00:06:05.040]  有很多實務性的服事工作要做
[00:06:05.040 --> 00:06:10.560]  想像一下這個教會是在港口附近
[00:06:10.560 --> 00:06:16.600]  所以必定有很多人出入這個城市
[00:06:16.600 --> 00:06:20.360]  因此「妃婢」其中一個服事工作
[00:06:20.360 --> 00:06:24.560]  就是去接待這些來來往往的人
[00:06:24.560 --> 00:06:29.280]  另一方面,因為它是屬於低下階層
[00:06:29.280 --> 00:06:32.400]  當時很多信耶穌的人都是
[00:06:32.400 --> 00:06:35.080]  所以對她來說
[00:06:35.080 --> 00:06:38.160]  她外邦奴僕的背景
[00:06:38.160 --> 00:06:41.120]  照顧貧病、孤寡
[00:06:41.120 --> 00:06:44.080]  這個似乎也走不掉了
[00:06:44.080 --> 00:06:48.000]  但有些其他聖經學者的看法就說
[00:06:48.000 --> 00:06:53.440]  不是的,她應該是來自一個富裕的階層
[00:06:53.440 --> 00:06:56.160]  有相當的經濟能力
[00:06:56.160 --> 00:07:00.360]  保羅就故意告訴人家她是「執事」
[00:07:00.360 --> 00:07:04.160]  目的是要告訴羅馬教會
[00:07:04.160 --> 00:07:10.160]  這個送信來的人有一個重要的責任
[00:07:10.160 --> 00:07:18.600]  他需要為他往後到西班牙宣教的工作鋪路
[00:07:18.600 --> 00:07:25.960]  無論「妃婢」的服事是走遞性、瑟瑟碎碎
[00:07:25.960 --> 00:07:30.520]  又或者是一些很策略性、很大幫助保羅
[00:07:30.520 --> 00:07:35.400]  往後到西班牙宣教做前期功夫
[00:07:35.400 --> 00:07:38.400]  有錢也好,沒錢也好
[00:07:38.400 --> 00:07:41.800]  我們都會清楚一件事
[00:07:41.800 --> 00:07:48.240]  就是她是保羅的重要侍奉夥伴
[00:07:48.240 --> 00:07:54.960]  今天她就受託將這封羅馬書帶給教會
[00:07:54.960 --> 00:07:57.160]  就是因為這樣的緣故
[00:07:57.160 --> 00:08:03.160]  他們就在神的國度裡彼此結連起來
[00:08:03.160 --> 00:08:06.160]  剛剛過去的聖誕節翌日
[00:08:06.160 --> 00:08:09.560]  我有機會和一群跟我一起
[00:08:09.560 --> 00:08:16.360]  當年在官宣成長的弟兄姊妹敘舊
[00:08:16.360 --> 00:08:19.360]  我看一看,數一數
[00:08:19.360 --> 00:08:24.120]  那天出現的弟兄姊妹大概有一半
[00:08:24.120 --> 00:08:29.160]  今天已經不在官宣裡聚會了
[00:08:29.160 --> 00:08:33.160]  這些弟兄姊妹當年因為他們結婚了
[00:08:33.160 --> 00:08:36.360]  所以搬去了不同的地方
[00:08:36.360 --> 00:08:41.560]  然後有小朋友為了方便的緣故
[00:08:41.560 --> 00:08:45.160]  他們整個家庭,連同他們的小朋友
[00:08:45.160 --> 00:08:50.360]  就在他們居住附近的地方的教會裡落腳了
[00:08:50.360 --> 00:08:56.160]  所以今天他們就不再在官宣出現
[00:08:56.160 --> 00:09:02.160]  那天還有一些從外國回來的弟兄姊妹的家庭
[00:09:02.160 --> 00:09:06.160]  也因為現代科技很方便
[00:09:06.160 --> 00:09:11.560]  可以透過視像和在海外的弟兄姊妹
[00:09:11.560 --> 00:09:15.560]  有機會聊聊天,打個招呼
[00:09:15.560 --> 00:09:18.760]  當天有人很心水清
[00:09:18.760 --> 00:09:22.160]  數一數,連同我
[00:09:22.160 --> 00:09:30.160]  當天有三代的靈訊團團長一起出現
[00:09:30.160 --> 00:09:33.160]  其實這些弟兄姊妹
[00:09:33.160 --> 00:09:38.560]  當他們去到不同的教會聚會
[00:09:38.560 --> 00:09:43.160]  好好地融入在這些教會當中
[00:09:43.160 --> 00:09:47.160]  甚至積極地侍奉
[00:09:47.160 --> 00:09:52.560]  有些弟兄去了其他的教會
[00:09:52.560 --> 00:09:58.960]  今天已經成為這些教會的執事
[00:09:58.960 --> 00:10:02.960]  我們也有幸見證著
[00:10:02.960 --> 00:10:06.560]  我們第二代弟兄姊妹
[00:10:06.560 --> 00:10:11.160]  我們的信義代,生命的成長
[00:10:11.160 --> 00:10:18.160]  在主裡面的承傳和彼此的結連
[00:10:18.160 --> 00:10:22.760]  是一幅很美麗的圖畫
[00:10:22.760 --> 00:10:24.360]  剛才提過
[00:10:24.360 --> 00:10:29.160]  《羅馬書》是一個很長的名單
[00:10:29.160 --> 00:10:31.960]  問候名單作為開始
[00:10:31.960 --> 00:10:37.160]  由第三節打後,接著的十幾節
[00:10:37.160 --> 00:10:41.160]  全部都是不同的人名
[00:10:41.160 --> 00:10:44.360]  如果我們仔細來查考
[00:10:44.360 --> 00:10:46.960]  每一個人背後
[00:10:46.960 --> 00:10:52.160]  其實都是和保羅曾經走過
[00:10:52.160 --> 00:10:56.360]  生命一個不同的階段
[00:10:56.360 --> 00:10:58.560]  今天寫信的時候
[00:10:58.560 --> 00:11:02.760]  雖然這些人已經在不同的地方
[00:11:02.760 --> 00:11:07.960]  但是他們仍然見證著和保羅一樣
[00:11:07.960 --> 00:11:12.960]  生命不斷地成長
[00:11:12.960 --> 00:11:16.760]  生命這一份的結連很美麗
[00:11:16.760 --> 00:11:19.360]  在聖誕聚會裡面
[00:11:19.360 --> 00:11:24.360]  我們不單止有機會去數算上帝的恩典
[00:11:24.360 --> 00:11:28.360]  我們更加有機會很坦誠地來分享
[00:11:28.360 --> 00:11:34.160]  到今天為止,不同的家庭,不同的生命
[00:11:34.160 --> 00:11:39.960]  究竟面對著什麼掙扎和挑戰
[00:11:39.960 --> 00:11:45.360]  這個正正就好像《經文》第二節
[00:11:45.360 --> 00:11:49.960]  保羅對於羅馬教會的要求
[00:11:49.960 --> 00:11:51.760]  《經文》第二節這樣說
[00:11:51.760 --> 00:11:54.360]  「請你們為主接待他」
[00:11:54.360 --> 00:11:55.760]  即是這個非比
[00:11:55.760 --> 00:11:57.360]  「合乎聖徒的體統」
[00:11:57.360 --> 00:12:00.160]  「他在何事上,要你們幫助」
[00:12:00.160 --> 00:12:01.960]  「你們就幫助他」
[00:12:01.960 --> 00:12:06.960]  「因他數來幫助許多人,也幫助了我」
[00:12:06.960 --> 00:12:08.760]  這裡說得很清楚
[00:12:08.760 --> 00:12:13.560]  非比是幫助過保羅的
[00:12:13.560 --> 00:12:16.560]  同時間,雖然這個非比說
[00:12:16.560 --> 00:12:19.760]  他數來幫助許多人
[00:12:19.760 --> 00:12:22.960]  不過前面那裡也告訴我們
[00:12:22.960 --> 00:12:29.960]  他同時間是需要羅馬教會信徒的幫助
[00:12:29.960 --> 00:12:32.960]  在侍奉的崗位上
[00:12:32.960 --> 00:12:36.560]  角色上,可能有高低
[00:12:36.560 --> 00:12:38.360]  不過我要告訴大家
[00:12:38.360 --> 00:12:41.360]  需要是沒有分的
[00:12:41.360 --> 00:12:46.960]  不是因為你的屬靈的深度高一點
[00:12:46.960 --> 00:12:48.960]  你的需要就少一點
[00:12:48.960 --> 00:12:51.560]  不是這樣的
[00:12:51.560 --> 00:12:54.960]  所以《經文》雖然在這裡
[00:12:54.960 --> 00:13:01.160]  沒有說到非比究竟需要什麼幫助
[00:13:01.160 --> 00:13:01.960]  沒有說的
[00:13:01.960 --> 00:13:03.360]  不過這個不是重點
[00:13:03.360 --> 00:13:06.960]  重點是非比都需要幫助
[00:13:06.960 --> 00:13:10.360]  就是這樣
[00:13:10.360 --> 00:13:14.960]  這一節我還想提到另外一個重點
[00:13:14.960 --> 00:13:17.760]  「幫助」這個字
[00:13:17.760 --> 00:13:21.560]  原本的意思是站在旁邊
[00:13:21.560 --> 00:13:25.560]  作出扶持
[00:13:25.560 --> 00:13:28.760]  英文的翻譯是
[00:13:28.760 --> 00:13:30.960]  To be present
[00:13:30.960 --> 00:13:34.760]  Stand by one side
[00:13:34.760 --> 00:13:36.360]  聽到這裡
[00:13:36.360 --> 00:13:38.760]  就令我想起
[00:13:38.760 --> 00:13:45.560]  有一首超過50年的英文金曲
[00:13:45.560 --> 00:13:49.160]  叫做《Stand by me》
[00:13:49.160 --> 00:13:50.960]  我聽到有些聲音
[00:13:50.960 --> 00:13:52.960]  如果你說一句
[00:13:52.960 --> 00:13:59.360]  其實就是在展露你是什麼年代的人
[00:13:59.360 --> 00:14:05.360]  這首歌一開始是這樣的
[00:14:05.360 --> 00:14:06.960]  認不認得
[00:14:06.960 --> 00:14:10.360]  When the night has come
[00:14:10.360 --> 00:14:15.960]  唱到這裡而已
[00:14:15.960 --> 00:14:18.560]  翻譯出來
[00:14:18.560 --> 00:14:20.160]  其實就是說
[00:14:20.160 --> 00:14:23.760]  當夜幕低垂的時候
[00:14:23.760 --> 00:14:26.160]  四周一片漆黑
[00:14:26.160 --> 00:14:32.360]  月光是唯一我們能夠見到的亮光
[00:14:32.360 --> 00:14:36.160]  我毫不懼怕
[00:14:36.160 --> 00:14:40.960]  只要有你在我身旁
[00:14:40.960 --> 00:14:42.360]  轉眼間
[00:14:42.360 --> 00:14:44.160]  感謝神
[00:14:44.160 --> 00:14:46.760]  當日我們一起聚會
[00:14:46.760 --> 00:14:49.160]  這群弟兄姊妹
[00:14:49.160 --> 00:14:54.960]  已經跟我同行超過四分之一的世紀
[00:14:54.960 --> 00:14:57.560]  Stand by me
[00:14:57.560 --> 00:14:59.960]  我更加感恩的是
[00:14:59.960 --> 00:15:02.160]  我們這群弟兄姊妹
[00:15:02.160 --> 00:15:05.360]  仍然在主裡面
[00:15:05.360 --> 00:15:10.960]  不僅繼續努力為主奔跑
[00:15:10.960 --> 00:15:12.560]  還要告訴大家
[00:15:12.560 --> 00:15:17.560]  我們還要跑得很前
[00:15:17.560 --> 00:15:21.760]  生命能夠繼續成長
[00:15:21.760 --> 00:15:24.760]  願意在新的一年
[00:15:24.760 --> 00:15:26.560]  官孫家的弟兄姊妹
[00:15:26.560 --> 00:15:28.760]  我們這個屬靈的群體
[00:15:28.760 --> 00:15:31.760]  都可以在主裡面
[00:15:31.760 --> 00:15:35.160]  生命彼此結連
[00:15:35.160 --> 00:15:38.160]  一起來成長
[00:15:38.160 --> 00:15:39.760]  講了頭兩節
[00:15:39.760 --> 00:15:42.960]  一跳就跳到第十六章
[00:15:42.960 --> 00:15:44.960]  拉美那三節的經文
[00:15:44.960 --> 00:15:48.960]  二十五至二十七節
[00:15:48.960 --> 00:15:50.560]  這段經文
[00:15:50.560 --> 00:15:54.960]  很多聖經學者都會叫它做榮耀頌
[00:15:54.960 --> 00:15:57.960]  英文是Doxology
[00:15:57.960 --> 00:16:02.360]  這個字是由希臘文的兩個字
[00:16:02.360 --> 00:16:06.760]  組成一個複合字
[00:16:06.760 --> 00:16:08.960]  頭半邊Doxa
[00:16:08.960 --> 00:16:11.160]  即榮耀的意思
[00:16:11.160 --> 00:16:14.160]  第二Logos
[00:16:14.160 --> 00:16:17.560]  即說話 道
[00:16:17.560 --> 00:16:20.160]  所以將兩個字拼在一起
[00:16:20.160 --> 00:16:25.160]  用說話將榮耀頌贊歸神
[00:16:25.160 --> 00:16:29.760]  其實整本聖經背後的神學
[00:16:29.760 --> 00:16:31.960]  就是要告訴我們
[00:16:31.960 --> 00:16:37.560]  我們要在地上所見到的一切
[00:16:37.560 --> 00:16:39.360]  所有的事情
[00:16:39.360 --> 00:16:42.360]  從中看到神的榮耀
[00:16:42.360 --> 00:16:47.960]  羅馬書就是用榮耀頌作為結束
[00:16:47.960 --> 00:16:51.560]  去表明神透過耶穌基督
[00:16:51.560 --> 00:16:56.360]  去成就了所有的一切
[00:16:56.360 --> 00:17:01.160]  去到2017年差不多要結束了
[00:17:01.160 --> 00:17:03.160]  回顧過去一年
[00:17:03.160 --> 00:17:04.960]  我不知道大家
[00:17:04.960 --> 00:17:08.760]  回望自己走過的路
[00:17:08.760 --> 00:17:14.160]  有什麼值得讚美神的地方
[00:17:14.160 --> 00:17:22.360]  其實感恩是讚美其中一個很重要的基礎
[00:17:22.360 --> 00:17:24.360]  我又再問
[00:17:24.360 --> 00:17:30.160]  有什麼是值得感恩的
[00:17:30.160 --> 00:17:34.760]  透過上帝在我們生命當中所經歷的
[00:17:34.760 --> 00:17:36.760]  值得感恩的事
[00:17:36.760 --> 00:17:39.760]  以致我們身邊的人
[00:17:39.760 --> 00:17:42.360]  可以透過我們
[00:17:42.360 --> 00:17:47.160]  從中看到上帝的榮耀
[00:17:47.160 --> 00:17:50.360]  羅馬書16章這個榮耀頌
[00:17:50.360 --> 00:17:52.960]  第二個特質就是
[00:17:52.960 --> 00:17:59.560]  他用了一個首尾呼應的方式來寫
[00:17:59.560 --> 00:18:04.160]  為了整卷羅馬書
[00:18:04.160 --> 00:18:07.160]  去做一個簡單的總結
[00:18:07.160 --> 00:18:10.560]  突出了幾個主題在當中
[00:18:10.560 --> 00:18:14.560]  大家看一看這個表就看到了
[00:18:14.560 --> 00:18:18.360]  左邊那一行是那三節的聖經
[00:18:18.360 --> 00:18:21.360]  裡面有一些詞彙
[00:18:21.360 --> 00:18:24.760]  在羅馬書的其他章節
[00:18:24.760 --> 00:18:29.560]  特別是第一、第二章出現過
[00:18:29.560 --> 00:18:32.160]  第25節的上半節
[00:18:32.160 --> 00:18:37.160]  其實是說福音本身可以兼顧信徒
[00:18:37.160 --> 00:18:41.560]  兼顧這個字一章十一節出現了
[00:18:41.560 --> 00:18:43.960]  另外同一個部分
[00:18:43.960 --> 00:18:46.360]  說到福音是什麼呢?
[00:18:46.360 --> 00:18:49.960]  是要將耶穌傳遞出去
[00:18:49.960 --> 00:18:54.360]  這個也是整卷羅馬書的主題
[00:18:54.360 --> 00:18:56.960]  所以他有提到我所傳的福音
[00:18:56.960 --> 00:19:00.160]  第一章出現了三次
[00:19:00.160 --> 00:19:02.760]  第二章也可以看到
[00:19:02.760 --> 00:19:07.960]  接著到25節的下半節至26節
[00:19:07.960 --> 00:19:12.160]  最主要就是提到福音本身是一個奧秘
[00:19:12.160 --> 00:19:14.760]  這個奧秘已經被顯明
[00:19:14.760 --> 00:19:15.960]  如何顯明呢?
[00:19:15.960 --> 00:19:19.560]  透過舊約先知的著作
[00:19:19.560 --> 00:19:24.160]  將舊約和新約連貫起來
[00:19:24.160 --> 00:19:28.560]  顯明的目的是要讓猶太人、外邦人
[00:19:28.560 --> 00:19:34.360]  所有人都能夠貼貼服服、信服真道
[00:19:34.360 --> 00:19:36.760]  出現在第一章的經節
[00:19:36.760 --> 00:19:39.160]  打了出來給你看
[00:19:39.160 --> 00:19:42.160]  接著到最後27節
[00:19:42.160 --> 00:19:44.960]  是要提到福音目的
[00:19:44.960 --> 00:19:47.360]  顯明上帝的榮耀
[00:19:47.360 --> 00:19:50.160]  這個上帝不單是一個獨一的主
[00:19:50.160 --> 00:19:52.760]  也是一個充滿智慧的主
[00:19:52.760 --> 00:19:55.760]  三章和十一章有提到
[00:19:55.760 --> 00:20:01.160]  所以本來這裡是由福音如何兼顧信徒開始
[00:20:01.160 --> 00:20:05.360]  他提到耶穌基督所傳的福音
[00:20:05.360 --> 00:20:10.960]  然後這個奧秘透過先知被顯明
[00:20:10.960 --> 00:20:14.360]  讓他可以傳遞給萬國
[00:20:14.360 --> 00:20:17.760]  令到每一個人信服、相信
[00:20:17.760 --> 00:20:19.960]  最終神得著榮耀
[00:20:19.960 --> 00:20:23.160]  我們逐個部分來看
[00:20:23.160 --> 00:20:25.960]  25節一開始的時候這樣說
[00:20:25.960 --> 00:20:28.560]  唯有神能照我所傳的福音
[00:20:28.560 --> 00:20:30.760]  和所講的耶穌基督
[00:20:30.760 --> 00:20:34.160]  並照永古隱藏不言的奧秘
[00:20:34.160 --> 00:20:35.960]  兼顧你們的心
[00:20:35.960 --> 00:20:39.960]  原本「兼顧你們的心」這一句
[00:20:39.960 --> 00:20:44.560]  是在第25節原文的開頭是這樣擺的
[00:20:44.560 --> 00:20:49.960]  我們看一看天主教聖經的詩高譯本
[00:20:49.960 --> 00:20:51.760]  詩高譯本是這樣譯的
[00:20:51.760 --> 00:20:53.760]  願光榮歸於天主
[00:20:53.760 --> 00:20:56.560]  他有能力兼顧你們
[00:20:56.560 --> 00:21:00.760]  「能力」這個字其實是炸藥的意思
[00:21:00.760 --> 00:21:02.760]  Dynamite
[00:21:02.760 --> 00:21:04.760]  保羅在這裡提醒我們
[00:21:04.760 --> 00:21:10.160]  要移除這個不信的大山
[00:21:10.160 --> 00:21:14.760]  突破信耶穌這個瓶頸位
[00:21:14.760 --> 00:21:19.160]  上帝擁有一個好像炸藥一樣
[00:21:19.160 --> 00:21:22.160]  無堅不摧的大能
[00:21:22.160 --> 00:21:25.560]  所以我在這裡想鼓勵大家
[00:21:25.560 --> 00:21:31.560]  若然你們家裡仍然有未信的家人
[00:21:31.560 --> 00:21:38.560]  有一些你很想他得著福音的親朋戚友
[00:21:38.560 --> 00:21:42.960]  你可能跟他傳了很多年了
[00:21:42.960 --> 00:21:47.360]  不過仍然是毫無反應
[00:21:47.360 --> 00:21:50.760]  我想用這節聖經來鼓勵你
[00:21:50.760 --> 00:21:53.160]  不要放棄
[00:21:53.160 --> 00:21:58.560]  固然我們必須做好自己傳的部分
[00:21:58.560 --> 00:22:01.160]  做好見證的部分
[00:22:01.160 --> 00:22:04.160]  但是我們必須要認定
[00:22:04.160 --> 00:22:10.160]  能夠扭轉人心的是上帝自己
[00:22:10.160 --> 00:22:13.360]  這份好像炸藥一樣的能力
[00:22:13.360 --> 00:22:19.960]  不僅可以幫助人突破他蒙蔽的心
[00:22:19.960 --> 00:22:22.760]  讓他得著福音之外
[00:22:22.760 --> 00:22:28.960]  其實也在堅固我們已經信了的人的心
[00:22:28.960 --> 00:22:33.360]  堅固這個字其實就是要告訴我們
[00:22:33.360 --> 00:22:36.360]  在我們的屬靈生命成長裡
[00:22:36.360 --> 00:22:42.360]  我們必須非常穩妥地紮根在福音的真理上
[00:22:42.360 --> 00:22:44.360]  我也跟大家分享過
[00:22:44.360 --> 00:22:47.160]  我很喜歡看金庸武俠小說
[00:22:47.160 --> 00:22:50.960]  不過近年沒什麼時間去溫習
[00:22:50.960 --> 00:22:58.160]  不過仍然有一幅圖畫在我的腦裡出現
[00:22:58.160 --> 00:23:06.560]  話說《神鵰俠侶》裡說到楊過失去了右臂
[00:23:06.560 --> 00:23:14.360]  那一段是說他怎樣練習鉛鐵劍法
[00:23:14.360 --> 00:23:16.560]  鉛鐵劍是什麼呢
[00:23:16.560 --> 00:23:22.960]  是一把劍兩邊沒有鋒,是鈍的
[00:23:22.960 --> 00:23:25.960]  但是這把劍非常重
[00:23:25.960 --> 00:23:30.560]  按照近代的計算大概是八十斤
[00:23:30.560 --> 00:23:34.160]  即是超過一百磅一把劍
[00:23:34.160 --> 00:23:38.960]  你要揮灑自如地揮動這把劍
[00:23:38.960 --> 00:23:45.160]  必須要有一個相當程度的耐功
[00:23:45.160 --> 00:23:49.960]  那裡形容楊過怎樣練習
[00:23:49.960 --> 00:23:54.360]  他說每逢大雨山洪暴發的時候
[00:23:54.360 --> 00:23:58.360]  他就在山洪當中站著
[00:23:58.360 --> 00:24:02.360]  在一個很湍急的河流裡
[00:24:02.360 --> 00:24:06.360]  用那把鉛鐵劍在河床底下
[00:24:06.360 --> 00:24:10.560]  去挑起一塊又一塊的大石
[00:24:10.560 --> 00:24:14.160]  就是用這樣的方式來練習
[00:24:14.160 --> 00:24:17.360]  不過你要做到這個動作
[00:24:17.360 --> 00:24:20.160]  第一件事你必須要克服的
[00:24:20.160 --> 00:24:26.960]  就是要將雙腳牢牢的釘在河床的大石上
[00:24:26.960 --> 00:24:28.360]  對不對?
[00:24:28.360 --> 00:24:30.160]  你連站都站不穩
[00:24:30.160 --> 00:24:36.560]  你怎樣來揮動那把鉛鐵劍呢?
[00:24:36.560 --> 00:24:41.960]  保羅在《提摩太后書》一章第十二節的下半節裡這樣說
[00:24:41.960 --> 00:24:46.360]  因為我知道我所信的是誰
[00:24:46.360 --> 00:24:50.360]  也深信他能保存我所交付他的
[00:24:50.360 --> 00:24:52.160]  直到那日
[00:24:52.160 --> 00:24:57.360]  我們必須要知道自己在信什麼
[00:24:57.360 --> 00:25:02.560]  當生命的歷練驚濤駭浪來到的時候
[00:25:02.560 --> 00:25:08.160]  我們才能夠站得穩
[00:25:08.160 --> 00:25:13.160]  如果要為2017年做一個小傑
[00:25:13.160 --> 00:25:15.360]  年尾到了
[00:25:15.360 --> 00:25:24.560]  我不知道大家覺得自己所信的穩不穩陣
[00:25:24.560 --> 00:25:29.960]  如果我覺得我所信的一般般穩陣
[00:25:29.960 --> 00:25:33.560]  仍然有進步空間
[00:25:33.560 --> 00:25:35.360]  新的一年又來了
[00:25:35.360 --> 00:25:38.160]  我真的鼓勵大家
[00:25:38.160 --> 00:25:43.160]  回到信仰的基本功
[00:25:43.160 --> 00:25:47.360]  在「作主門徒」這個事情裡
[00:25:47.360 --> 00:25:51.360]  我們繼續努力
[00:25:51.360 --> 00:25:55.160]  這個二十五節除了告訴我們
[00:25:55.160 --> 00:25:59.960]  福音可以兼顧信徒之外
[00:25:59.960 --> 00:26:03.360]  更加點出了福音的核心
[00:26:03.360 --> 00:26:05.160]  究竟是什麼
[00:26:05.160 --> 00:26:07.160]  因為經文這樣說
[00:26:07.160 --> 00:26:09.160]  唯有神能照我們
[00:26:09.160 --> 00:26:12.960]  照我所傳的福音和所說的耶穌基督
[00:26:12.960 --> 00:26:15.960]  你會看到我所傳的福音
