
[00:00:00.000 --> 00:00:04.000]  相信我們也試過有一些很好的經驗
[00:05:25.000 --> 00:05:28.000]  通常都會解釋為分別為性
[00:05:28.000 --> 00:05:31.000]  來被主使用
[00:05:31.000 --> 00:05:34.000]  我們再參考馬太福音的記載
[00:05:34.000 --> 00:05:36.000]  我們會更加清楚一點
[00:05:36.000 --> 00:05:41.000]  就是這裡的意思是指一匹年幼的驢
[00:05:41.000 --> 00:05:45.000]  是沒有被人騎過的經驗
[00:05:45.000 --> 00:05:49.000]  我們看看馬太福音第21章6至7節
[00:05:49.000 --> 00:05:52.000]  門徒就照耶穌所吩咐的去做
[00:05:52.000 --> 00:05:56.000]  牽了驢和驢驅來
[00:05:56.000 --> 00:05:58.000]  所以你看到這幅圖裡面
[00:05:58.000 --> 00:06:01.000]  其實是有兩匹驢
[00:06:01.000 --> 00:06:05.000]  一匹是驢子 大驢 是Donkey
[00:06:05.000 --> 00:06:11.000]  一匹是驢驅子 是年幼的驢 是Colt
[00:06:11.000 --> 00:06:12.000]  但是我們就想
[00:06:12.000 --> 00:06:17.000]  耶穌不可能同時來到騎驢和驢驅
[00:06:17.000 --> 00:06:21.000]  那為什麼驢和驢驅要一起來呢
[00:06:21.000 --> 00:06:26.000]  最大可能是因為驢驅是沒有經驗
[00:06:26.000 --> 00:06:28.000]  從來沒有人騎過
[00:06:28.000 --> 00:06:31.000]  所以大驢在旁邊的時候
[00:06:31.000 --> 00:06:37.000]  綁著驢驅就能夠產生一個鎮定的作用
[00:06:37.000 --> 00:06:40.000]  這裡給我們看到一隻從來沒有人騎過
[00:06:40.000 --> 00:06:46.000]  沒有經驗的驢 主都能夠去使用
[00:06:46.000 --> 00:06:49.000]  耶穌吩咐門徒進村裡面的時候
[00:06:49.000 --> 00:06:53.000]  教門徒要跟驢驅的主人說些什麼
[00:06:53.000 --> 00:06:55.000]  連對方會問些什麼話
[00:06:55.000 --> 00:06:59.000]  耶穌都告訴他 耶穌都知道
[00:06:59.000 --> 00:07:04.000]  在這裡除了顯出耶穌是那位全知全能的神
[00:07:04.000 --> 00:07:07.000]  其實更加重要和值得我們留意的就是
[00:07:07.000 --> 00:07:15.000]  耶穌是用一種什麼樣的姿態和身份進入耶路撒冷
[00:07:15.000 --> 00:07:18.000]  耶穌不是突然需要驢驅
[00:07:18.000 --> 00:07:21.000]  也不是因為走到累了腳痛
[00:07:21.000 --> 00:07:24.000]  而叫門徒牽著驢驅來
[00:07:24.000 --> 00:07:28.000]  這個安排不是偶然
[00:07:28.000 --> 00:07:31.000]  是代表主耶穌早已經知道
[00:07:31.000 --> 00:07:33.000]  也是天父的計劃
[00:07:33.000 --> 00:07:37.000]  那為什麼不是騎高大威猛的馬
[00:07:37.000 --> 00:07:40.000]  而去選擇驢驅呢
[00:07:40.000 --> 00:07:44.000]  聖經有170多次提及驢
[00:07:44.000 --> 00:07:48.000]  驢是猶太家業中一個重要的資產
[00:07:48.000 --> 00:07:52.000]  驢的性格是溫馴和忠心
[00:07:52.000 --> 00:07:55.000]  但是在巴勒斯坦裡面驢
[00:07:55.000 --> 00:07:58.000]  很多時候被看為是一種卑微的動物
[00:07:58.000 --> 00:08:03.000]  但是在舊約的時代驢卻是很尊貴
[00:08:03.000 --> 00:08:06.000]  當王出外爭戰的時候
[00:08:06.000 --> 00:08:09.000]  他們會騎在戰馬上
[00:08:09.000 --> 00:08:14.000]  但是當王是以和平的姿態軍臨的時候
[00:08:14.000 --> 00:08:17.000]  他們是騎在驢子上
[00:08:17.000 --> 00:08:19.000]  主要用驢
[00:08:19.000 --> 00:08:24.000]  正是要宣告他要以軍王的身份
[00:08:24.000 --> 00:08:27.000]  來進入耶路撒冷
[00:08:27.000 --> 00:08:31.000]  這裡也應驗了舊約聖經撒加里亞書
[00:08:31.000 --> 00:08:34.000]  第9章第9到第10節
[00:08:34.000 --> 00:08:38.000]  經文這樣說耶路撒冷的文應當歡呼
[00:08:38.000 --> 00:08:41.000]  看啊 你的王來到這裡
[00:08:41.000 --> 00:08:44.000]  他是公義的並且施行拯救
[00:08:44.000 --> 00:08:47.000]  謙謙和和地騎著驢
[00:08:47.000 --> 00:08:50.000]  就是騎著驢的驅子
[00:08:50.000 --> 00:08:54.000]  他必向列國講和平
[00:08:54.000 --> 00:08:59.000]  你也看到這是應驗撒加里亞書的預言
[00:08:59.000 --> 00:09:03.000]  其實在舊約裡面也有一段經文
[00:09:03.000 --> 00:09:08.000]  來記載當有一位王被命立的時候
[00:09:08.000 --> 00:09:11.000]  同樣是騎著驢子
[00:09:11.000 --> 00:09:13.000]  就是在大衛臨終的時候
[00:09:13.000 --> 00:09:17.000]  他第四的兒子亞多尼亞要謀算王位
[00:09:17.000 --> 00:09:20.000]  他想做大衛的繼承人
[00:09:20.000 --> 00:09:23.000]  但是先知拿丹和拔斯巴尼要提醒大衛
[00:09:23.000 --> 00:09:27.000]  你不要忘記你曾經在耶和華面前起的誓
[00:09:27.000 --> 00:09:30.000]  要立所羅門為王
[00:09:30.000 --> 00:09:33.000]  我們看看在列王記上
[00:09:33.000 --> 00:09:37.000]  記載到一章32到35節
[00:09:37.000 --> 00:09:40.000]  大衛王當時就吩咐祭司撒督
[00:09:40.000 --> 00:09:45.000]  先知拿丹耶和耶帶的兒子來
[00:09:45.000 --> 00:09:48.000]  大衛就跟他們說在第33節
[00:09:48.000 --> 00:09:51.000]  要帶領你們的主僕人
[00:09:51.000 --> 00:09:54.000]  洗我的兒子所羅門騎我的驢子
[00:09:54.000 --> 00:09:57.000]  送他下到基訓
[00:09:57.000 --> 00:10:02.000]  在舊約裡面驢和驢子都是屬同類的動物
[00:10:02.000 --> 00:10:07.000]  驢子更加在君王的時代是學為很珍貴
[00:10:07.000 --> 00:10:10.000]  因為他們的步法靈活
[00:10:10.000 --> 00:10:12.000]  速度比驢快
[00:10:12.000 --> 00:10:17.000]  很多時候都是用作君王的座騎
[00:10:17.000 --> 00:10:19.000]  接著經文裡的妙術
[00:10:19.000 --> 00:10:22.000]  祭司撒督和先知拿丹要高他
[00:10:22.000 --> 00:10:25.000]  所羅門做以色列的王
[00:10:25.000 --> 00:10:30.000]  在第35節就說洗他坐在大衛的位上
[00:10:30.000 --> 00:10:33.000]  要接著大衛去作王
[00:10:33.000 --> 00:10:39.000]  我們看到大衛要讓所羅門騎上自己的驢子
[00:10:39.000 --> 00:10:41.000]  是他所自己御用的
[00:10:41.000 --> 00:10:44.000]  是要讓全國的百姓知道
[00:10:44.000 --> 00:10:49.000]  所羅門是要承接大衛王的真命天子
[00:10:49.000 --> 00:10:52.000]  這個是一個身份的象徵
[00:10:52.000 --> 00:10:55.000]  我們看到耶穌騎驢進城
[00:10:55.000 --> 00:10:58.000]  是要向耶路撒冷公開宣佈
[00:10:58.000 --> 00:11:01.000]  祂就是大衛的子孫
[00:11:01.000 --> 00:11:04.000]  眾先之所巧遇的那一位
[00:11:04.000 --> 00:11:06.000]  騎驢也是顯出
[00:11:06.000 --> 00:11:10.000]  耶穌是按著天父早已計劃的樣式
[00:11:10.000 --> 00:11:13.000]  來到地上
[00:11:13.000 --> 00:11:17.000]  正如在菲律賓書2章6至8節
[00:11:17.000 --> 00:11:19.000]  祂本有神的形象
[00:11:19.000 --> 00:11:23.000]  不以自己與神雄等為強奪的
[00:11:23.000 --> 00:11:24.000]  反倒虛己
[00:11:24.000 --> 00:11:26.000]  取了勞僕的形象
[00:11:26.000 --> 00:11:28.000]  成為人的樣式
[00:11:28.000 --> 00:11:31.000]  既有人的樣子就自己卑微
[00:11:31.000 --> 00:11:33.000]  全心馴服
[00:11:33.000 --> 00:11:35.000]  以致於死
[00:11:35.000 --> 00:11:38.000]  且死在十字架上
[00:11:38.000 --> 00:11:42.000]  我們看到耶穌祂卑微 馴服
[00:11:42.000 --> 00:11:44.000]  成為人的樣式
[00:11:44.000 --> 00:11:48.000]  是遵行天父的話語
[00:11:48.000 --> 00:11:50.000]  耶穌並沒有按當時
[00:11:50.000 --> 00:11:54.000]  猶太人及群眾期待的模式出現
[00:11:54.000 --> 00:11:57.000]  祂也不是政治上的拯救
[00:11:57.000 --> 00:12:00.000]  祂也不是要推翻羅馬政權
[00:12:00.000 --> 00:12:03.000]  祂不是要幫猶太人去復國
[00:12:03.000 --> 00:12:06.000]  祂更不是猶太人心目中
[00:12:06.000 --> 00:12:10.000]  期待帶著榮耀的尼賽亞
[00:12:10.000 --> 00:12:13.000]  我們要來感謝主
[00:12:13.000 --> 00:12:14.000]  感謝主耶穌
[00:12:14.000 --> 00:12:20.000]  祂為我們做了一個很謙卑的榜樣
[00:12:20.000 --> 00:12:23.000]  祂是那位謙卑的僕人
[00:12:23.000 --> 00:12:25.000]  祂虛己
[00:12:25.000 --> 00:12:29.000]  祂不堅持自己的權益
[00:12:29.000 --> 00:12:33.000]  祂以天父的旨意為依歸
[00:12:33.000 --> 00:12:34.000]  耶穌的謙卑
[00:12:34.000 --> 00:12:42.000]  正是體驗了祂對天父旨意完全的尊崇
[00:12:42.000 --> 00:12:44.000]  今天在我們人生
[00:12:44.000 --> 00:12:45.000]  在我們工作
[00:12:45.000 --> 00:12:48.000]  在我們關係裡面
[00:12:48.000 --> 00:12:50.000]  可能我們都無可避免
[00:12:50.000 --> 00:12:52.000]  我們會遇到一些艱難
[00:12:52.000 --> 00:12:55.000]  一些不似預期的處境
[00:12:55.000 --> 00:12:58.000]  甚至一些可能不體面的情況
[00:12:58.000 --> 00:13:00.000]  但讓我們體會
[00:13:00.000 --> 00:13:04.000]  這些是考驗我們的時候
[00:13:04.000 --> 00:13:07.000]  考驗我們生命的時候
[00:13:07.000 --> 00:13:10.000]  求聖靈保守我們
[00:13:10.000 --> 00:13:13.000]  在跟隨主耶穌基督的路上
[00:13:13.000 --> 00:13:20.000]  我們能夠效法耶穌基督的謙卑
[00:13:20.000 --> 00:13:24.000]  第二 耶穌是和平的君王
[00:13:24.000 --> 00:13:26.000]  耶穌歧路進城
[00:13:26.000 --> 00:13:28.000]  在三卷福音裡面都記載
[00:13:28.000 --> 00:13:32.000]  群眾是熱烈歡迎
[00:13:32.000 --> 00:13:35.000]  路加卻是來去描述
[00:13:35.000 --> 00:13:37.000]  在第37節
[00:13:37.000 --> 00:13:41.000]  將近耶路撒冷正下橄欖三的時候
[00:13:41.000 --> 00:13:45.000]  眾門徒是因所見一切的異能
[00:13:45.000 --> 00:13:50.000]  都歡樂起來大聲讚美神
[00:13:50.000 --> 00:13:52.000]  耶穌騎上盧區之後
[00:13:52.000 --> 00:13:56.000]  群情是洶湧 情緒高漲
[00:13:56.000 --> 00:13:59.000]  眾人都以為祂是萬眾心中期待
[00:13:59.000 --> 00:14:02.000]  已久那位榮耀的尼塞亞
[00:14:02.000 --> 00:14:04.000]  但這裡有一句
[00:14:04.000 --> 00:14:07.000]  這樣記載眾門徒
[00:14:07.000 --> 00:14:09.000]  因所見的一切異能
[00:14:09.000 --> 00:14:15.000]  都歡樂起來大聲的讚美神
[00:14:15.000 --> 00:14:17.000]  來到這裡我們先停一停
[00:14:17.000 --> 00:14:19.000]  我們嘗試看回
[00:14:19.000 --> 00:14:24.000]  在上文第18章31到34節
[00:14:24.000 --> 00:14:26.000]  上文是記載到
[00:14:26.000 --> 00:14:29.000]  其實耶穌這一刻進城的這件事
[00:14:29.000 --> 00:14:33.000]  早已經來到和門徒去分享
[00:14:33.000 --> 00:14:36.000]  耶穌帶十二使徒去到一個地方
[00:14:36.000 --> 00:14:37.000]  帶他們去到一旁
[00:14:37.000 --> 00:14:39.000]  跟他們說
[00:14:39.000 --> 00:14:41.000]  來啊 我們去上耶路撒冷
[00:14:41.000 --> 00:14:43.000]  先知所寫的一切事
[00:14:43.000 --> 00:14:46.000]  都要成就在人子的身上
[00:14:46.000 --> 00:14:48.000]  耶穌在這裡指引的人子
[00:14:48.000 --> 00:14:50.000]  是指向他自己
[00:14:50.000 --> 00:14:52.000]  他將要被交給外邦人
[00:14:52.000 --> 00:14:54.000]  他要被戲弄
[00:14:54.000 --> 00:14:56.000]  被凌辱
[00:14:56.000 --> 00:14:58.000]  人要向他唾沫
[00:14:58.000 --> 00:15:01.000]  並且他將要受鞭打
[00:15:01.000 --> 00:15:02.000]  被殺害
[00:15:02.000 --> 00:15:04.000]  第三天他要復活
[00:15:04.000 --> 00:15:06.000]  留意第34節
[00:15:06.000 --> 00:15:11.000]  這些是門徒一點也不明白
[00:15:11.000 --> 00:15:15.000]  這話的意思對他是隱藏的
[00:15:15.000 --> 00:15:18.000]  他們不知道所講的是什麼
[00:15:18.000 --> 00:15:19.000]  我們看到
[00:15:19.000 --> 00:15:22.000]  這裡說門徒是一點都不明白
[00:15:22.000 --> 00:15:27.000]  這裡的意思是向門徒隱藏
[00:15:27.000 --> 00:15:31.000]  我們看到門徒當時是不明白
[00:15:31.000 --> 00:15:33.000]  耶穌就算是進城那一刻
[00:15:33.000 --> 00:15:37.000]  其實他們都未明白耶穌所講的
[00:15:37.000 --> 00:15:41.000]  指向人子身上的事情
[00:15:41.000 --> 00:15:43.000]  但是這裡經文寄載
[00:15:43.000 --> 00:15:46.000]  他們卻因看見的一切異能
[00:15:46.000 --> 00:15:48.000]  他們因著跟隨耶穌
[00:15:48.000 --> 00:15:50.000]  親身經驗到耶穌
[00:15:50.000 --> 00:15:53.000]  就是那位恨異能的神
[00:15:53.000 --> 00:15:57.000]  他們要在眾人和耶路撒冷的城的面前
[00:15:57.000 --> 00:16:02.000]  去揚聲 去高呼 讓人看見和認識
[00:16:02.000 --> 00:16:05.000]  他們的父子主耶穌基督
[00:16:05.000 --> 00:16:08.000]  並要向這位奉主明來的王
[00:16:08.000 --> 00:16:12.000]  來揚聲 去稱眾
[00:16:12.000 --> 00:16:14.000]  門徒怎樣讚美呢
[00:16:14.000 --> 00:16:18.000]  他說奉主明來的王是應當稱眾的
[00:16:18.000 --> 00:16:21.000]  在天上有和平
[00:16:21.000 --> 00:16:26.000]  在至高之處有榮光
[00:16:26.000 --> 00:16:30.000]  我們看到門徒在宣認耶穌
[00:16:30.000 --> 00:16:34.000]  就是這位君王奉主明來的
[00:16:34.000 --> 00:16:37.000]  他是天上派來的一位
[00:16:37.000 --> 00:16:41.000]  將天上的和平帶到地上
[00:16:41.000 --> 00:16:45.000]  將至高之處的榮光照耀世上
[00:16:45.000 --> 00:16:49.000]  使人得光明
[00:16:49.000 --> 00:16:51.000]  這裡也在回應
[00:16:51.000 --> 00:16:56.000]  路加訪二章十四節天使向牧羊人報信的時候
[00:16:56.000 --> 00:16:58.000]  天使去讚美
[00:16:58.000 --> 00:17:02.000]  在至高之處榮耀歸於神
[00:17:02.000 --> 00:17:05.000]  在地上平安歸於他所喜悅的人
[00:17:05.000 --> 00:17:08.000]  我們看到耶穌就是那位
[00:17:08.000 --> 00:17:11.000]  至高之處在天上來的那位
[00:17:11.000 --> 00:17:19.000]  要將平安賜給地上每一個祂所喜悅的人
[00:17:19.000 --> 00:17:22.000]  羅馬書五章十一節也告訴我們
[00:17:22.000 --> 00:17:24.000]  因著主耶穌基督
[00:17:24.000 --> 00:17:27.000]  今天我們藉著主耶穌基督
[00:17:27.000 --> 00:17:31.000]  我們已經能夠得以和上帝和好
[00:17:31.000 --> 00:17:34.000]  我們看到耶穌距離地上
[00:17:34.000 --> 00:17:38.000]  成為了我們人和神之間的橋樑
[00:17:38.000 --> 00:17:42.000]  拆毀了我們和上帝之間間斷的牆
[00:17:42.000 --> 00:17:47.000]  叫世人得以和神和好
[00:17:47.000 --> 00:17:50.000]  耶穌成就了和平
[00:17:50.000 --> 00:17:52.000]  賜下了平安
[00:17:52.000 --> 00:17:55.000]  感謝主耶穌
[00:17:55.000 --> 00:17:59.000]  祂就是那位奉主明來的王
[00:17:59.000 --> 00:18:03.000]  祂將天上的和平帶到我們中間
[00:18:03.000 --> 00:18:07.000]  祂就是那位和平之君
[00:18:07.000 --> 00:18:11.000]  剛才我們說到門徒大聲讚美
[00:18:11.000 --> 00:18:16.000]  門徒因他們親身見過主所行的一切義能
[00:18:16.000 --> 00:18:18.000]  門徒見過什麼
[00:18:18.000 --> 00:18:21.000]  門徒見過耶穌醫好五痛患重病的
[00:18:21.000 --> 00:18:24.000]  門徒見過耶穌趕出烏鬼
[00:18:24.000 --> 00:18:26.000]  洗拉撒路復活
[00:18:26.000 --> 00:18:28.000]  控制大自然
[00:18:28.000 --> 00:18:31.000]  大自然都聽祂說祂能夠平靜風浪
[00:18:31.000 --> 00:18:34.000]  門徒不單止相信祂所看見的
[00:18:34.000 --> 00:18:39.000]  更是傳揚祂所看到的
[00:18:39.000 --> 00:18:41.000]  在我們信仰的歷程裡
[00:18:41.000 --> 00:18:47.000]  我們深信我們都親身經歷過耶穌很多的恩典
[00:18:47.000 --> 00:18:54.000]  我們心裡都得著主所賜的平安
[00:18:54.000 --> 00:18:57.000]  今天在這個世代裡
[00:18:57.000 --> 00:19:01.000]  最需要的是什麼
[00:19:01.000 --> 00:19:10.000]  人的心最需要的是什麼
[00:19:10.000 --> 00:19:15.000]  相信我們心裡可能都會有一個答案
[00:19:15.000 --> 00:19:18.000]  今天人最需要的就是平安
[00:19:18.000 --> 00:19:21.000]  是主所賜的平安
[00:19:21.000 --> 00:19:25.000]  但願我們在門徒的工作和生活裡
[00:19:25.000 --> 00:19:30.000]  祈求主賜給我們有見證的勇氣
[00:19:30.000 --> 00:19:37.000]  使我們能夠有隨時預備好為主作見證的機會
[00:19:37.000 --> 00:19:41.000]  讓人 讓我們身邊的朋友
[00:19:41.000 --> 00:19:44.000]  能夠從我們生命裡面感受到
[00:19:44.000 --> 00:19:51.000]  因信耶穌基督而得到那份平安的力量
[00:19:51.000 --> 00:19:54.000]  願我們都能夠像門徒一樣
[00:19:54.000 --> 00:19:56.000]  因經歷主的大能
[00:19:56.000 --> 00:19:59.000]  我們能夠大聲讚美見證主
[00:19:59.000 --> 00:20:04.000]  祂就是那位和平之君
[00:20:04.000 --> 00:20:08.000]  第三 耶穌祂忠於祂的使命
[00:20:08.000 --> 00:20:17.000]  當法利塞人和眾人聽到門徒大聲讚美的時候
[00:20:17.000 --> 00:20:22.000]  經文第39節 也是路加獨有的記載
[00:20:22.000 --> 00:20:24.000]  幾個法利塞人聽到的時候
[00:20:24.000 --> 00:20:29.000]  就對耶穌說 夫子 擇被你的門徒罷
[00:20:29.000 --> 00:20:32.000]  這句話很有趣
[00:20:32.000 --> 00:20:36.000]  連法利塞人都稱耶穌為夫子
[00:20:36.000 --> 00:20:38.000]  說在他們心裡面
[00:20:38.000 --> 00:20:42.000]  他們都曾經見到這位耶穌
[00:20:42.000 --> 00:20:45.000]  確實行了沒有人能行的神蹟
[00:20:45.000 --> 00:20:48.000]  但是他們又不能夠承認
[00:20:48.000 --> 00:20:52.000]  耶穌就是他們期待的那位利塞亞
[00:20:52.000 --> 00:20:56.000]  他們說 夫子 擇被你的門徒罷
[00:20:56.000 --> 00:21:00.000]  這裡其實正在表達一件事
[00:21:00.000 --> 00:21:03.000]  就是耶穌從一開始服侍以來
[00:21:03.000 --> 00:21:06.000]  祂和法利塞人之間的張力
[00:21:06.000 --> 00:21:08.000]  從來都沒有減少
[00:21:08.000 --> 00:21:11.000]  並且越來越緊張
[00:21:11.000 --> 00:21:13.000]  耶路撒冷的領袖
[00:21:13.000 --> 00:21:16.000]  不單止不歡迎這位君王
[00:21:16.000 --> 00:21:18.000]  法利塞人所說的話
[00:21:18.000 --> 00:21:25.000]  也都引證了撒加利亞在路加獨對耶穌的愚言
[00:21:25.000 --> 00:21:30.000]  在一章六十八到六十九節撒加利亞裡這樣說
[00:21:30.000 --> 00:21:34.000]  那位將要來的王以色列的神是應當稱頌的
[00:21:34.000 --> 00:21:37.000]  因為祂師行救贖
[00:21:37.000 --> 00:21:42.000]  祂是僕人大衛加宗要為我們興起拯救的國
[00:21:42.000 --> 00:21:46.000]  在希伯來文這個國的代表是能力
[00:21:46.000 --> 00:21:49.000]  是一種滿有能力的意思
[00:21:49.000 --> 00:21:53.000]  是說祂是那位滿有能力將要來的救主
[00:21:53.000 --> 00:21:56.000]  在路加獨的二章也都有說
[00:21:56.000 --> 00:22:00.000]  西面當祂為伊利沙伯和瑪利亞祝福的時候
[00:22:00.000 --> 00:22:03.000]  祂對瑪利亞所懷的胎兒
[00:22:03.000 --> 00:22:06.000]  這個孩子被立
[00:22:06.000 --> 00:22:09.000]  是要叫以色列宗許多人跌倒
[00:22:09.000 --> 00:22:11.000]  許多人興起
[00:22:11.000 --> 00:22:13.000]  又要作偉榜的話柄
[00:22:13.000 --> 00:22:17.000]  叫許多人心裡的意念顯露出來
[00:22:17.000 --> 00:22:22.000]  這也是指向猶太領袖和法利塞人的來說
[00:22:22.000 --> 00:22:27.000]  其實我們也看到對於當時羅馬政權來說
[00:22:27.000 --> 00:22:30.000]  對於當時羅馬政府或者領袖來說
[00:22:30.000 --> 00:22:32.000]  這個是非常時刻
[00:22:32.000 --> 00:22:38.000]  因為當時耶路撒冷聚集了很多從各處來的各節的人
[00:22:38.000 --> 00:22:42.000]  只要當時有群眾高呼口號
