
[00:00:00.000 --> 00:00:04.680]  今次我們回來的主題就是「心靈的頻道」
[00:03:36.120 --> 00:03:38.280]  離開他餓的位置
[00:03:38.280 --> 00:03:39.880]  坐餓的位置
[00:03:39.880 --> 00:03:41.960]  然後他就做什麼?
[00:03:41.960 --> 00:03:43.000]  他就脫下衣服
[00:03:43.000 --> 00:03:44.880]  然後就蓄上腰
[00:03:44.880 --> 00:03:47.480]  然後去為門徒洗腳
[00:03:47.480 --> 00:03:48.600]  做一個僕人
[00:03:48.600 --> 00:03:50.000]  其實這個洗腳的動作
[00:03:50.000 --> 00:03:51.600]  就是指向他十字架上面
[00:03:51.600 --> 00:03:53.960]  他傾倒的生命
[00:03:53.960 --> 00:03:55.720]  十三章洗完腳
[00:03:55.720 --> 00:03:58.480]  然後他就開始說話
[00:03:58.480 --> 00:04:00.640]  十四章講了一段說話
[00:04:00.640 --> 00:04:02.200]  然後十五章就講到
[00:04:02.200 --> 00:04:05.960]  葡萄樹與枝子之間的關係
[00:04:05.960 --> 00:04:08.040]  這裡可以分四段
[00:04:08.040 --> 00:04:09.280]  第一節到十一節
[00:04:09.280 --> 00:04:13.520]  講到主與門徒之間親密的關係
[00:04:13.520 --> 00:04:15.440]  然後第二段十二至十七
[00:04:15.440 --> 00:04:17.400]  就講到其他門徒
[00:04:17.400 --> 00:04:18.520]  門徒與門徒之間
[00:04:18.520 --> 00:04:20.840]  就是我與你之間的關係
[00:04:20.840 --> 00:04:22.960]  然後就講到門徒
[00:04:22.960 --> 00:04:25.760]  就是教會和外面的世界
[00:04:25.760 --> 00:04:29.560]  黑暗的世界之間有什麼關係
[00:04:29.560 --> 00:04:32.280]  而外面的世界
[00:04:32.280 --> 00:04:34.400]  去逼迫他們的世界等等
[00:04:34.400 --> 00:04:36.080]  就是與他們敵對的
[00:04:36.080 --> 00:04:37.880]  之間有什麼關係呢?
[00:04:37.880 --> 00:04:39.600]  然後二十六至十七節
[00:04:39.600 --> 00:04:41.800]  就是聖靈與我們之間的關係
[00:04:41.800 --> 00:04:43.000]  因為耶穌說我要走了
[00:04:43.000 --> 00:04:44.800]  不過不會丟下你
[00:04:44.800 --> 00:04:46.640]  會有聖靈來到你中間
[00:04:46.640 --> 00:04:48.120]  與你同在
[00:04:48.120 --> 00:04:50.080]  接著就講到十七章
[00:04:50.080 --> 00:04:51.520]  大祭司的禱告等等
[00:04:51.520 --> 00:04:53.040]  難道十八章第一節
[00:04:53.040 --> 00:04:55.120]  就講完這一堆說話
[00:04:55.120 --> 00:04:56.680]  十三節到十七章
[00:04:56.680 --> 00:04:58.480]  十八章第一節說什麼?
[00:04:58.480 --> 00:04:59.880]  他說輸了者奢華
[00:04:59.880 --> 00:05:00.960]  就是那個什麼?
[00:05:00.960 --> 00:05:02.760]  就是那個「道別的講話」
[00:05:02.760 --> 00:05:04.920]  講完了,是不是?
[00:05:04.920 --> 00:05:06.160]  臨離開之前
[00:05:06.160 --> 00:05:07.520]  講完這個failure speech
[00:05:07.520 --> 00:05:09.520]  他就與門徒出去了
[00:05:09.520 --> 00:05:14.440]  離開晚餐的樓房
[00:05:14.440 --> 00:05:16.000]  接著過了吸輪谷
[00:05:16.000 --> 00:05:17.800]  然後過了對面一個地方
[00:05:17.800 --> 00:05:19.080]  叫做赫西瑪利園
[00:05:19.080 --> 00:05:20.880]  然後那裡就是地步
[00:05:20.880 --> 00:05:21.800]  上十字架
[00:05:21.800 --> 00:05:23.760]  這個就是那個脈絡
[00:05:23.760 --> 00:05:25.240]  所以十五章講到很重要
[00:05:25.240 --> 00:05:27.480]  就是你與上帝之間的關係
[00:05:27.480 --> 00:05:29.880]  在這個failure speech那裡
[00:05:29.880 --> 00:05:32.320]  有沒有試過有些親人離開世界的時候
[00:05:32.320 --> 00:05:34.840]  他說的話特別重要?
[00:05:34.840 --> 00:05:36.560]  一個人快要離開的時候
[00:05:36.560 --> 00:05:38.800]  講的話很重要
[00:05:38.800 --> 00:05:42.560]  所以耶穌在離開這個世界之前
[00:05:42.560 --> 00:05:45.160]  他也有一些這樣的吩咐
[00:05:45.160 --> 00:05:46.640]  就是你與上帝之間的關係
[00:05:46.640 --> 00:05:48.320]  你與神之間的關係
[00:05:48.320 --> 00:05:52.080]  當然這裡講到葡萄樹與枝子的關係
[00:05:52.080 --> 00:05:54.840]  這個就是當時的背景很清楚的
[00:05:54.840 --> 00:05:57.280]  因為他們有一種農田的生活
[00:05:57.280 --> 00:06:00.320]  以及他們會栽種一些葡萄園等等
[00:06:00.320 --> 00:06:01.360]  我想告訴你
[00:06:01.360 --> 00:06:02.280]  在幾個星期前
[00:06:02.280 --> 00:06:05.960]  我跟一個國語組去查經
[00:06:05.960 --> 00:06:09.080]  我們查到CP23篇
[00:06:09.080 --> 00:06:10.600]  查完之後
[00:06:10.600 --> 00:06:12.000]  CP23篇大家認識吧
[00:06:12.000 --> 00:06:13.560]  耶穌話說
[00:06:13.560 --> 00:06:15.800]  我都目證我必不知缺乏等等
[00:06:15.800 --> 00:06:16.640]  我們就說
[00:06:16.640 --> 00:06:18.080]  神與我們之間的關係
[00:06:18.080 --> 00:06:20.280]  就是牧羊人與羊之間的關係
[00:06:20.280 --> 00:06:23.760]  這個應該是很溫馨的意境
[00:06:23.760 --> 00:06:24.720]  對嗎?
[00:06:24.720 --> 00:06:25.800]  完了查經之後
[00:06:25.800 --> 00:06:27.400]  有個大兄走來問我
[00:06:27.400 --> 00:06:28.360]  他說牧師
[00:06:28.360 --> 00:06:30.520]  這個好像不是太好
[00:06:30.520 --> 00:06:32.560]  因為牧羊人與羊之間的關係
[00:06:32.560 --> 00:06:34.320]  牧羊人養羊是殺牠們
[00:06:34.320 --> 00:06:36.920]  然後吃羊腩煲
[00:06:36.920 --> 00:06:38.480]  因為牠是北方人
[00:06:38.480 --> 00:06:40.200]  牠吃羊肉
[00:06:40.200 --> 00:06:41.680]  我說這樣怎麼解釋?
[00:06:41.680 --> 00:06:44.200]  就是說神是我們的牧羊人
[00:06:44.200 --> 00:06:44.960]  就是養我們
[00:06:44.960 --> 00:06:46.240]  然後養肥了我們
[00:06:46.240 --> 00:06:47.360]  然後吃我們?
[00:06:47.360 --> 00:06:48.160]  是不是?
[00:06:48.160 --> 00:06:48.960]  我就跟他解釋
[00:06:48.960 --> 00:06:49.840]  我說不是的
[00:06:49.840 --> 00:06:51.760]  你用回他們的背景
[00:06:51.760 --> 00:06:53.320]  他們不是經常吃肉的
[00:06:53.320 --> 00:06:53.800]  是不是?
[00:06:53.800 --> 00:06:54.720]  我們天天吃肉
[00:06:54.720 --> 00:06:55.520]  是不是?
[00:06:55.520 --> 00:06:56.800]  昨天我去了一個小組聚會
[00:06:56.800 --> 00:06:58.200]  去吃火鍋
[00:06:58.200 --> 00:07:01.520]  一堆肉在桌上吃都吃不完
[00:07:01.520 --> 00:07:03.040]  以前的人
[00:07:03.040 --> 00:07:04.960]  其實現在也是
[00:07:04.960 --> 00:07:08.080]  地中海的那種食物
[00:07:08.080 --> 00:07:09.040]  Diet
[00:07:09.040 --> 00:07:10.120]  很少有肉的
[00:07:10.120 --> 00:07:12.560]  通常都是vegetarian
[00:07:12.560 --> 00:07:13.600]  對嗎?
[00:07:13.600 --> 00:07:15.120]  所以他們養的羊
[00:07:15.120 --> 00:07:17.120]  不是拿來吃的
[00:07:17.120 --> 00:07:18.040]  羊如果吃了
[00:07:18.040 --> 00:07:20.000]  那就不行了
[00:07:20.000 --> 00:07:20.480]  為什麼?
[00:07:20.480 --> 00:07:22.880]  因為羊是生產什麼?
[00:07:22.880 --> 00:07:23.680]  奶啊
[00:07:23.680 --> 00:07:24.840]  然後做芝士啊
[00:07:24.840 --> 00:07:25.800]  有羊毛的
[00:07:25.800 --> 00:07:26.400]  是不是?
[00:07:26.400 --> 00:07:28.080]  你養肥了
[00:07:28.080 --> 00:07:29.520]  然後做低牠
[00:07:29.520 --> 00:07:30.480]  然後吃了牠
[00:07:30.480 --> 00:07:32.160]  那你以後就沒有了
[00:07:32.160 --> 00:07:34.280]  所以那種羊和牧羊人之間的關係
[00:07:34.280 --> 00:07:36.960]  應該用巴勒斯坦的文化去了解
[00:07:36.960 --> 00:07:37.640]  是不是?
[00:07:37.640 --> 00:07:39.560]  這裡也是一樣
[00:07:39.560 --> 00:07:41.560]  葡萄樹與枝子的關係
[00:07:41.560 --> 00:07:43.080]  都是用巴勒斯坦地
[00:07:43.080 --> 00:07:45.800]  常見的一些意境
[00:07:45.800 --> 00:07:48.240]  好像這裡的圖畫一樣
[00:07:48.240 --> 00:07:53.040]  他們當時在山區那裡生活的時候
[00:07:53.040 --> 00:07:56.240]  他們就會在山坡那裡建立一些梯田
[00:07:56.240 --> 00:07:57.880]  因為平地比較少
[00:07:57.880 --> 00:08:00.200]  就在那裡種一些果樹
[00:08:00.200 --> 00:08:01.800]  其中一種出名的果樹
[00:08:01.800 --> 00:08:02.600]  在巴勒斯坦地
[00:08:02.600 --> 00:08:04.120]  就是葡萄樹
[00:08:04.120 --> 00:08:05.760]  葡萄樹如果大家
[00:08:05.760 --> 00:08:08.200]  這裡誰有種葡萄?
[00:08:08.200 --> 00:08:09.920]  在你後院那裡
[00:08:09.920 --> 00:08:12.480]  苦瓜我才有
[00:08:12.480 --> 00:08:13.760]  冬瓜也有
[00:08:13.760 --> 00:08:14.600]  還有什麼?
[00:08:14.600 --> 00:08:15.960]  合掌瓜
[00:08:15.960 --> 00:08:16.680]  為什麼我知道?
[00:08:16.680 --> 00:08:17.600]  因為雖然我不種
[00:08:17.600 --> 00:08:20.040]  但我經常收到一些東西
[00:08:20.040 --> 00:08:22.080]  有沒有說有誰?
[00:08:22.080 --> 00:08:23.400]  沒有吧?
[00:08:23.400 --> 00:08:26.280]  沒有種葡萄嗎?
[00:08:26.280 --> 00:08:28.080]  如果你種葡萄的話
[00:08:28.080 --> 00:08:30.360]  種葡萄是很難的
[00:08:30.360 --> 00:08:32.680]  種葡萄要花很多功夫
[00:08:32.680 --> 00:08:35.000]  因為葡萄樹
[00:08:35.000 --> 00:08:39.600]  葡萄樹是要原主花很多心思去栽種
[00:08:39.600 --> 00:08:41.400]  才能夠有很多年之後
[00:08:41.400 --> 00:08:45.040]  才能夠有好的果子
[00:08:45.040 --> 00:08:48.040]  所以他們就會在葡萄園那裡
[00:08:48.040 --> 00:08:50.240]  建立一些棚架
[00:08:50.240 --> 00:08:54.200]  因為葡萄樹的主的枝幹
[00:08:54.200 --> 00:08:55.840]  是比較軟身一點的
[00:08:55.840 --> 00:08:56.920]  有見過吧?
[00:08:56.920 --> 00:08:59.520]  有沒有印象?
[00:08:59.520 --> 00:09:03.240]  你們懂得喝紅酒嗎?
[00:09:03.240 --> 00:09:05.480]  他們要躺在那些棚架上
[00:09:05.480 --> 00:09:06.760]  才能夠繼續生長
[00:09:06.760 --> 00:09:08.800]  然後出到葡萄
[00:09:08.800 --> 00:09:11.360]  當然這個就是一個巴勒斯坦地
[00:09:11.360 --> 00:09:14.480]  本地的農耕的文化裡面
[00:09:14.480 --> 00:09:16.120]  才能夠了解到
[00:09:16.120 --> 00:09:18.000]  我們現代人比較難了解
[00:09:18.000 --> 00:09:20.600]  因為我們去到市場買那些葡萄
[00:09:20.600 --> 00:09:22.360]  就已經搞好了
[00:09:22.360 --> 00:09:23.680]  或者去買一瓶紅酒
[00:09:23.680 --> 00:09:25.480]  那些已經做好了
[00:09:25.480 --> 00:09:27.920]  他們是從原始開始
[00:09:27.920 --> 00:09:32.440]  在那棚架上每一天照顧那些枝子
[00:09:32.440 --> 00:09:33.960]  要他們生長要他們健康
[00:09:33.960 --> 00:09:36.440]  然後出到葡萄有收成
[00:09:36.440 --> 00:09:40.240]  這個才是背景
[00:09:40.240 --> 00:09:42.920]  所以耶穌就用一個這樣的比喻
[00:09:42.920 --> 00:09:45.600]  去形容他跟門徒之間的關係
[00:09:45.600 --> 00:09:47.240]  當然葡萄樹與枝子
[00:09:47.240 --> 00:09:49.000]  也在舊約裡面
[00:09:49.000 --> 00:09:50.480]  因為是農耕的文化
[00:09:50.480 --> 00:09:52.640]  經常用來形容
[00:09:52.640 --> 00:09:56.480]  上帝和以色列人之間的關係
[00:09:56.480 --> 00:09:59.240]  神就是葡萄園的園主
[00:09:59.240 --> 00:10:00.880]  他是那個Gardener
[00:10:00.880 --> 00:10:02.320]  或者那個Owner
[00:10:02.320 --> 00:10:05.720]  然後他就嘗試栽培這些葡萄樹
[00:10:05.720 --> 00:10:08.480]  以至他出到好的果子
[00:10:08.480 --> 00:10:13.000]  但如果上帝的子民是聽神的說話的話
[00:10:13.000 --> 00:10:15.520]  那麼他們就會出到好的果子
[00:10:15.520 --> 00:10:16.800]  意思就是說
[00:10:16.800 --> 00:10:21.840]  他們的生命就會有上帝的本性
[00:10:21.840 --> 00:10:22.480]  他們的生命
[00:10:22.480 --> 00:10:24.400]  他們的生活
[00:10:24.400 --> 00:10:27.200]  就會有公義、有真理、有平安等
[00:10:27.200 --> 00:10:29.560]  然後見證到上帝在他們中間
[00:10:29.560 --> 00:10:31.840]  當他們聽話的時候
[00:10:31.840 --> 00:10:33.120]  就會出到好的果子
[00:10:33.120 --> 00:10:34.520]  就會有好的生命
[00:10:34.520 --> 00:10:36.040]  如果他們不聽話的時候
[00:10:36.040 --> 00:10:38.120]  就反而出一些酸的葡萄
[00:10:38.120 --> 00:10:40.480]  或者壞的葡萄果子
[00:10:40.480 --> 00:10:42.280]  結果就會怎樣
[00:10:42.280 --> 00:10:43.440]  如果你是園主
[00:10:43.440 --> 00:10:44.960]  你花了這麼多心思
[00:10:44.960 --> 00:10:46.400]  然後他出不到好的果子
[00:10:46.400 --> 00:10:48.360]  你會做什麼?
[00:10:48.360 --> 00:10:50.160]  剪掉它、燒掉它
[00:10:50.160 --> 00:10:51.320]  就不要了
[00:10:51.320 --> 00:10:54.960]  這當然就是舊約以色列國的結果
[00:10:54.960 --> 00:10:57.800]  因為他們經常去敵擋上帝
[00:10:57.800 --> 00:10:59.000]  背約
[00:10:59.000 --> 00:11:00.400]  所以最後就是焚燒
[00:11:00.400 --> 00:11:02.560]  然後亡國
[00:11:02.560 --> 00:11:04.880]  所以當耶穌說
[00:11:04.880 --> 00:11:10.040]  他說我是真葡萄樹
[00:11:10.040 --> 00:11:11.520]  不只是單單葡萄樹
[00:11:11.520 --> 00:11:14.320]  他說我是True Vine
[00:11:14.320 --> 00:11:16.920]  他就說我才是真正的以色列
[00:11:16.920 --> 00:11:18.480]  耶穌說我
[00:11:18.480 --> 00:11:20.200]  以及我的門徒
[00:11:20.200 --> 00:11:21.800]  我所代表的群體
[00:11:21.800 --> 00:11:24.160]  就是一個新的以色列
[00:11:24.160 --> 00:11:25.200]  True Vine
[00:11:25.200 --> 00:11:27.160]  意思就是說以前那個
[00:11:27.160 --> 00:11:30.080]  就是False Vine
[00:11:30.080 --> 00:11:32.120]  意思就是說當時那個宗教的領袖
[00:11:32.120 --> 00:11:34.080]  就不是真正的
[00:11:34.080 --> 00:11:35.080]  我才是真正的
[00:11:35.080 --> 00:11:39.440]  我才是真正去遵守上帝的話
[00:11:39.440 --> 00:11:43.560]  然後帶領我的子民去成為上帝的子民
[00:11:43.560 --> 00:11:45.520]  I am the True Vine
[00:11:45.520 --> 00:11:46.360]  我們進入這個經文
[00:11:46.360 --> 00:11:48.040]  我們試試用一個這樣的背景
[00:11:48.040 --> 00:11:49.600]  剛才我解釋了的
[00:11:49.600 --> 00:11:51.320]  我們看看這裡跟我們
[00:11:51.320 --> 00:11:53.440]  跟耶穌之間的關係是怎樣的
[00:11:53.440 --> 00:11:56.240]  約翰福音第十五章第一節
[00:11:56.240 --> 00:11:58.960]  我就是真葡萄樹
[00:11:58.960 --> 00:12:01.240]  我乎是栽培的人
[00:12:01.240 --> 00:12:03.440]  凡屬我不結果子的之子
[00:12:03.440 --> 00:12:05.800]  我就剪掉凡結果子的
[00:12:05.800 --> 00:12:08.440]  我就修剪乾淨
[00:12:08.440 --> 00:12:11.400]  使之子結果子更多
[00:12:11.400 --> 00:12:13.600]  現在你們因我降級你們的道
[00:12:13.600 --> 00:12:15.400]  已經結靜了
[00:12:15.400 --> 00:12:17.160]  你們要常在我裡面
[00:12:17.160 --> 00:12:18.800]  我也常在你們裡面
[00:12:18.800 --> 00:12:20.960]  之子若不常在葡萄樹上
[00:12:20.960 --> 00:12:23.520]  自己就不能結果子
[00:12:23.520 --> 00:12:25.720]  你們若不常在我裡面
[00:12:25.720 --> 00:12:26.920]  也是這樣
[00:12:26.920 --> 00:12:28.160]  我就是葡萄樹
[00:12:28.160 --> 00:12:29.080]  你們是之子
[00:12:29.080 --> 00:12:30.520]  常在我裡面的
[00:12:30.520 --> 00:12:32.360]  我也常在他裡面
[00:12:32.360 --> 00:12:34.680]  這人就多結果子
[00:12:34.680 --> 00:12:35.720]  因為你了我
[00:12:35.720 --> 00:12:38.880]  你們就不能作神魔
[00:12:38.880 --> 00:12:40.360]  人若不常在我裡面
[00:12:40.360 --> 00:12:42.360]  就像之子被雕在外面
[00:12:42.360 --> 00:12:43.280]  枯乾了
[00:12:43.280 --> 00:12:44.680]  人撿起來
[00:12:44.680 --> 00:12:46.800]  冰在火裡燒了
[00:12:46.800 --> 00:12:48.200]  你們若常在我裡面
[00:12:48.200 --> 00:12:50.080]  我的壞也常在你們裡面
[00:12:50.080 --> 00:12:52.040]  凡你們想要的祈求
[00:12:52.040 --> 00:12:53.520]  就給你們成就
[00:12:53.520 --> 00:12:54.880]  你們多結果子
[00:12:54.880 --> 00:12:57.240]  我父就因此得榮耀
[00:12:57.240 --> 00:12:59.440]  你們也就是我的門徒了
[00:12:59.440 --> 00:13:02.560]  我愛你們正如父愛我一樣
[00:13:02.560 --> 00:13:05.480]  你們要常在我的外裡
[00:13:05.480 --> 00:13:07.200]  你們若遵守我的命令
[00:13:07.200 --> 00:13:09.040]  就會常在我的外裡
[00:13:09.040 --> 00:13:11.960]  正如我遵守了我父的命令
[00:13:11.960 --> 00:13:14.080]  常在他的外裡
[00:13:14.080 --> 00:13:15.840]  我知有少少摸頭的
[00:13:15.840 --> 00:13:18.240]  什麼你在我裡面 我在你裡面
[00:13:18.240 --> 00:13:20.120]  我們先解釋一下
[00:13:20.120 --> 00:13:22.520]  講到葡萄樹與之子的關係
[00:13:22.520 --> 00:13:24.440]  當然非常清楚
[00:13:24.440 --> 00:13:27.080]  這裡說我是葡萄樹的時候
[00:13:27.080 --> 00:13:29.480]  這是約翰福音的七個
[00:13:29.480 --> 00:13:32.800]  耶穌說我是的宣告裡面
[00:13:32.800 --> 00:13:34.160]  最後一個
[00:13:34.160 --> 00:13:37.320]  你記得我們上次說到好牧人
[00:13:37.320 --> 00:13:38.680]  他說我是好牧人
[00:13:38.680 --> 00:13:41.280]  那是最後一次公開說的
[00:13:41.280 --> 00:13:42.400]  但是在約翰福音裡面
[00:13:42.400 --> 00:13:43.320]  一二三四五六七
[00:13:43.320 --> 00:13:46.440]  講了七次 是我是的I am
[00:13:46.440 --> 00:13:47.080]  到最後
[00:13:47.080 --> 00:13:48.400]  這個就是我們今天的經文
[00:13:48.400 --> 00:13:49.400]  十五章第一節
[00:13:49.400 --> 00:13:50.480]  就是真葡萄樹
[00:13:50.480 --> 00:13:52.240]  我是真的葡萄樹
[00:13:52.240 --> 00:13:54.080]  他說我是true vine
[00:13:54.080 --> 00:13:56.720]  你看到七個的比喻裡面
[00:13:56.720 --> 00:13:57.920]  我是生命的糧
[00:13:57.920 --> 00:13:58.720]  世界的光
[00:13:58.720 --> 00:13:59.400]  陽的門
[00:13:59.400 --> 00:14:00.880]  好牧人等等等等
[00:14:00.880 --> 00:14:02.000]  都是用不同的比喻
[00:14:02.000 --> 00:14:03.640]  或者不同的實物
[00:14:03.640 --> 00:14:06.760]  來形容我們與主之間的關係
[00:14:06.760 --> 00:14:08.240]  如果主是活水的話
[00:14:08.240 --> 00:14:10.600]  我們沒有活水就會怎樣
[00:14:10.600 --> 00:14:12.320]  就會死了
[00:14:12.320 --> 00:14:13.880]  如果主是生命的糧的話
[00:14:13.880 --> 00:14:15.640]  如果我們沒有生命的糧
[00:14:15.640 --> 00:14:18.760]  我們也是死路一條的
[00:14:18.760 --> 00:14:21.200]  講到葡萄樹與枝子都是一樣
[00:14:21.200 --> 00:14:23.200]  最後的講我是
[00:14:23.200 --> 00:14:24.160]  最後這個比喻
[00:14:24.160 --> 00:14:27.640]  就是說葡萄樹與枝子的關係是怎樣的關係
[00:14:27.640 --> 00:14:31.400]  葡萄樹就是生命的源頭
[00:14:31.400 --> 00:14:32.720]  我們作為門徒
[00:14:32.720 --> 00:14:37.880]  我們的源頭就是葡萄樹
[00:14:37.880 --> 00:14:39.360]  因為我們是枝子
[00:14:39.360 --> 00:14:42.760]  如果不連結於樹幹的話
[00:14:42.760 --> 00:14:45.160]  我們就沒有上帝的生命
[00:14:45.160 --> 00:14:49.280]  或者我們拒絕在主的裡面所謂
[00:14:49.280 --> 00:14:52.440]  拒絕連結於耶穌的話
[00:14:52.440 --> 00:14:53.960]  拒絕這個生命的源頭的話
[00:14:53.960 --> 00:14:55.400]  那又怎樣
[00:14:55.400 --> 00:14:56.600]  也是死路一條
[00:14:56.600 --> 00:15:00.120]  我們就不能夠為上帝去結果子
[00:15:00.120 --> 00:15:01.840]  我們生命也不會有改變
[00:15:01.840 --> 00:15:03.960]  不能夠跟上帝連結
[00:15:03.960 --> 00:15:05.840]  但是這裡出現了不同的翻譯
[00:15:05.840 --> 00:15:13.200]  就是「我是葡萄樹,你不是枝子,尚在我裡面的,我也尚在他裡面」
[00:15:13.200 --> 00:15:14.720]  這人就多結果子了
[00:15:14.720 --> 00:15:16.680]  因為來了我,你就不能夠作什麼
[00:15:16.680 --> 00:15:20.160]  不等於你來了上帝,來了耶穌,你不能夠吃飯
[00:15:20.160 --> 00:15:21.360]  不是這個意思
[00:15:21.360 --> 00:15:23.720]  你不能夠作什麼是作什麼
[00:15:23.720 --> 00:15:25.320]  結果子
