
[00:00:00.000 --> 00:00:03.980]  多謝施班為我們獻唱了一首
[00:02:26.280 --> 00:02:30.780]  在聖靈你不斷的陪伴鼓勵之下
[00:02:30.780 --> 00:02:35.280]  我們能夠將神的話語點滴放在心
[00:02:35.280 --> 00:02:40.280]  成為我們生命生活的幫助和應用
[00:02:40.280 --> 00:02:42.780]  叫我們行事為人
[00:02:42.780 --> 00:02:45.780]  能夠帶有基督的能力和幫助
[00:02:45.780 --> 00:02:47.780]  我們這樣的祈禱
[00:02:47.780 --> 00:02:52.780]  是奉我們群陽大牧者耶穌基督的名求
[00:02:52.780 --> 00:02:54.780]  阿們
[00:02:54.780 --> 00:02:58.780]  你能看多遠
[00:02:58.780 --> 00:03:02.780]  當我們今日見到這個茫茫的宇宙
[00:03:02.780 --> 00:03:03.780]  你就會知道
[00:03:03.780 --> 00:03:05.780]  原來世界最大
[00:03:05.780 --> 00:03:08.780]  望得最遠的哈勃望遠鏡
[00:03:08.780 --> 00:03:14.780]  它能夠不像一般小朋友用的所謂千文望遠鏡
[00:03:14.780 --> 00:03:18.780]  因為它是可以將很遠很遠的東西
[00:03:18.780 --> 00:03:21.780]  能夠帶來給我們看到
[00:03:21.780 --> 00:03:22.780]  不過請你記住
[00:03:22.780 --> 00:03:27.780]  在1940年的時候開始興建
[00:03:27.780 --> 00:03:29.780]  直到1990年
[00:03:29.780 --> 00:03:30.780]  投入這個服務
[00:03:30.780 --> 00:03:35.780]  他們用了50年來製造這個哈勃望遠鏡
[00:03:35.780 --> 00:03:38.780]  他們在1993年
[00:03:38.780 --> 00:03:39.780]  三年後
[00:03:39.780 --> 00:03:44.780]  終於收到在140億光年以外
[00:03:44.780 --> 00:03:46.780]  光一秒走多遠
[00:03:46.780 --> 00:03:48.780]  大家應該會估計到
[00:03:48.780 --> 00:03:52.780]  但用了140億年
[00:03:52.780 --> 00:03:54.780]  用光速去走
[00:03:54.780 --> 00:03:56.780]  就收到這一幅圖畫
[00:03:56.780 --> 00:03:59.780]  所以用三年的時間
[00:03:59.780 --> 00:04:05.780]  美國太空公署才收到這幅景象
[00:04:05.780 --> 00:04:06.780]  即是說
[00:04:06.780 --> 00:04:07.780]  原來當它收到的時候
[00:04:07.780 --> 00:04:10.780]  這個已經是很久很久以前
[00:04:10.780 --> 00:04:13.780]  它那顆光閃出來
[00:04:13.780 --> 00:04:16.780]  今日用這種天文學的概念
[00:04:16.780 --> 00:04:17.780]  我們就明白
[00:04:17.780 --> 00:04:19.780]  希伯來書的作者
[00:04:19.780 --> 00:04:22.780]  就等同他是一個望遠鏡
[00:04:22.780 --> 00:04:24.780]  他做了望遠鏡
[00:04:24.780 --> 00:04:26.780]  他說我很想給大家看看
[00:04:26.780 --> 00:04:28.780]  在古代的裏面
[00:04:28.780 --> 00:04:31.780]  我將他們的影像攝了出來
[00:04:31.780 --> 00:04:33.780]  好像一幅圖畫
[00:04:33.780 --> 00:04:35.780]  zoom snapshot
[00:04:35.780 --> 00:04:38.780]  看到每一個古代裏面
[00:04:38.780 --> 00:04:40.780]  信心的人
[00:04:40.780 --> 00:04:42.780]  他們怎樣走過人生的路程
[00:04:42.780 --> 00:04:44.780]  藉此成為我們今日
[00:04:44.780 --> 00:04:48.780]  基督徒學習信心的功課
[00:04:48.780 --> 00:04:53.780]  面對一班猶太的基督徒
[00:04:53.780 --> 00:04:54.780]  在第一世紀
[00:04:54.780 --> 00:04:59.780]  他們面對著羅馬這個政權
[00:04:59.780 --> 00:05:03.780]  猶太教對他們的迫害的時候
[00:05:03.780 --> 00:05:07.780]  他們的生命進入了一連串的困難
[00:05:07.780 --> 00:05:10.780]  迫害、試探、罪惡的裏面
[00:05:10.780 --> 00:05:12.780]  所以往往
[00:05:12.780 --> 00:05:14.780]  我們中國人說打倒退
[00:05:14.780 --> 00:05:19.780]  他們很想放下這個所謂堅定信耶穌
[00:05:19.780 --> 00:05:22.780]  然後回歸到所謂猶太教
[00:05:22.780 --> 00:05:24.780]  繼續的憲制
[00:05:24.780 --> 00:05:26.780]  繼續所謂的耶和華
[00:05:26.780 --> 00:05:28.780]  但是神已經通過耶穌基督
[00:05:28.780 --> 00:05:30.780]  告訴他們
[00:05:30.780 --> 00:05:32.780]  這個信仰應該怎樣
[00:05:32.780 --> 00:05:34.780]  所以作者唯有用一個
[00:05:34.780 --> 00:05:36.780]  很直接了當的方法
[00:05:36.780 --> 00:05:39.780]  就是轉眼仰望耶穌
[00:05:39.780 --> 00:05:41.780]  歌都是這樣唱
[00:05:41.780 --> 00:05:42.780]  就是告訴我們
[00:05:42.780 --> 00:05:44.780]  你看看耶穌
[00:05:44.780 --> 00:05:48.780]  祂是一個更美和更超越的基督
[00:05:48.780 --> 00:05:52.780]  就是說祂是我們的王
[00:05:52.780 --> 00:05:54.780]  所以當祂說的時候
[00:05:54.780 --> 00:05:56.780]  祂就說在第一至第四章
[00:05:56.780 --> 00:05:58.780]  祂說到其實耶穌基督
[00:05:58.780 --> 00:06:01.780]  是一個更美的身份
[00:06:01.780 --> 00:06:04.780]  所以祂能夠勝過天使
[00:06:04.780 --> 00:06:06.780]  先知
[00:06:06.780 --> 00:06:08.780]  摩西
[00:06:08.780 --> 00:06:10.780]  甚至阿倫
[00:06:10.780 --> 00:06:12.780]  然後祂就說到耶穌基督
[00:06:12.780 --> 00:06:13.780]  收窄些來說
[00:06:13.780 --> 00:06:15.780]  耶穌基督是一個更美的
[00:06:15.780 --> 00:06:20.780]  就是祂的祭司的職任
[00:06:20.780 --> 00:06:22.780]  祂這個位份
[00:06:22.780 --> 00:06:24.780]  是遠超一切的
[00:06:24.780 --> 00:06:27.780]  甚至摩西以下的阿倫
[00:06:27.780 --> 00:06:29.780]  祂做祭司
[00:06:29.780 --> 00:06:30.780]  世代相傳
[00:06:30.780 --> 00:06:31.780]  所以耶穌基督
[00:06:31.780 --> 00:06:33.780]  不是從祂這個系列出
[00:06:33.780 --> 00:06:35.780]  是從一個默基西德
[00:06:35.780 --> 00:06:36.780]  我經常笑
[00:06:36.780 --> 00:06:37.780]  真的很西德
[00:06:37.780 --> 00:06:39.780]  所以才叫祂上場
[00:06:39.780 --> 00:06:41.780]  但是這個人之所以在創世紀
[00:06:41.780 --> 00:06:43.780]  和詩篇稍為出現過
[00:06:43.780 --> 00:06:45.780]  為什麼這麼直直無名
[00:06:45.780 --> 00:06:46.780]  又不講清楚呢
[00:06:46.780 --> 00:06:48.780]  原來祂是部署了
[00:06:48.780 --> 00:06:49.780]  成為在新約裏面
[00:06:49.780 --> 00:06:51.780]  當耶穌出現的時候
[00:06:51.780 --> 00:06:52.780]  聲明的默示
[00:06:52.780 --> 00:06:54.780]  或者叫一個無言的辯證法
[00:06:54.780 --> 00:06:56.780]  Agreement of silence
[00:06:56.780 --> 00:06:58.780]  讓我們能夠明白到
[00:06:58.780 --> 00:06:59.780]  在默示裏面
[00:06:59.780 --> 00:07:01.780]  原來這個默基西德之所以
[00:07:01.780 --> 00:07:03.780]  被推上歷史的舞台
[00:07:03.780 --> 00:07:05.780]  不是祂真的無父無母
[00:07:05.780 --> 00:07:06.780]  無始無終
[00:07:06.780 --> 00:07:07.780]  祂有父有母
[00:07:07.780 --> 00:07:08.780]  有始有終
[00:07:08.780 --> 00:07:10.780]  只不過聖經當祂出現的時候
[00:07:10.780 --> 00:07:11.780]  不用交代
[00:07:11.780 --> 00:07:13.780]  這個叫Agreement of silence
[00:07:13.780 --> 00:07:15.780]  藉此來去標示祂
[00:07:15.780 --> 00:07:16.780]  祂在阿伯拉罕的面前
[00:07:16.780 --> 00:07:18.780]  祂可以收祂十分之一
[00:07:18.780 --> 00:07:20.780]  祂可以以大祝福阿伯拉罕
[00:07:20.780 --> 00:07:22.780]  祂用這一幾章
[00:07:22.780 --> 00:07:24.780]  去到高峰第七章講
[00:07:24.780 --> 00:07:26.780]  耶穌基督
[00:07:26.780 --> 00:07:29.780]  來自一個更美的祭司的系列
[00:07:29.780 --> 00:07:31.780]  所以祂出來
[00:07:31.780 --> 00:07:33.780]  絕對有別於亞倫
[00:07:33.780 --> 00:07:36.780]  祭司所做的限制功夫
[00:07:36.780 --> 00:07:38.780]  怎樣限制法
[00:07:38.780 --> 00:07:40.780]  耶穌基督再收集到
[00:07:40.780 --> 00:07:42.780]  祂更美的祭司的工作
[00:07:42.780 --> 00:07:44.780]  Peacefully work
[00:07:44.780 --> 00:07:46.780]  祂的工作是優越的
[00:07:46.780 --> 00:07:49.780]  因為祂不是在地上的聖所
[00:07:49.780 --> 00:07:52.780]  祂是在天上的至聖所
[00:07:52.780 --> 00:07:55.780]  祂也不是建基於地上的舊約
[00:07:55.780 --> 00:07:57.780]  祂是建基於神為我們
[00:07:57.780 --> 00:07:59.780]  子民好像耶利米蘇說
[00:07:59.780 --> 00:08:01.780]  或者以西傑書說
[00:08:01.780 --> 00:08:03.780]  祂要立一個新的心
[00:08:03.780 --> 00:08:04.780]  給我們
[00:08:04.780 --> 00:08:06.780]  所以祂是一個新的約
[00:08:06.780 --> 00:08:08.780]  所以今天我們領主餐
[00:08:08.780 --> 00:08:10.780]  就是基於這個新的約
[00:08:10.780 --> 00:08:12.780]  然後耶穌基督不是只是
[00:08:12.780 --> 00:08:14.780]  好像舊約的祭神
[00:08:14.780 --> 00:08:16.780]  這個聖祭
[00:08:16.780 --> 00:08:18.780]  是用祂自己的生命
[00:08:18.780 --> 00:08:22.780]  一次的擺上永遠生效
[00:08:22.780 --> 00:08:26.780]  於是乎講到第十章的時候
[00:08:26.780 --> 00:08:28.780]  作者就開始
[00:08:28.780 --> 00:08:30.780]  真的進入一些叫做應用的
[00:08:30.780 --> 00:08:32.780]  勸勉的
[00:08:32.780 --> 00:08:34.780]  提示的話題
[00:08:34.780 --> 00:08:37.780]  所以你們不可以丟棄勇敢的心
[00:08:37.780 --> 00:08:39.780]  要站硬
[00:08:39.780 --> 00:08:41.780]  要站穩
[00:08:41.780 --> 00:08:44.780]  表達了在當時的時候
[00:08:44.780 --> 00:08:46.780]  和今天都是一樣
[00:08:46.780 --> 00:08:49.780]  人生裡面實在有太多的事物
[00:08:49.780 --> 00:08:51.780]  可以令到你站不穩
[00:08:51.780 --> 00:08:53.780]  甚至乎你打倒退
[00:08:53.780 --> 00:08:55.780]  你害怕
[00:08:55.780 --> 00:08:59.780]  小智的就是有人對你的信仰指手畫腳
[00:08:59.780 --> 00:09:01.780]  大的就是可能有人挑剔你
[00:09:01.780 --> 00:09:03.780]  甚至乎壓迫你
[00:09:03.780 --> 00:09:05.780]  所以在這個時候
[00:09:05.780 --> 00:09:07.780]  他說你要有兩個的心
[00:09:07.780 --> 00:09:09.780]  在第十章的尾聲交代
[00:09:09.780 --> 00:09:11.780]  一個是勇敢的心
[00:09:11.780 --> 00:09:13.780]  一個就是
[00:09:13.780 --> 00:09:15.780]  信心
[00:09:15.780 --> 00:09:17.780]  這個勇敢的心
[00:09:17.780 --> 00:09:20.780]  來自一種堅定的信
[00:09:20.780 --> 00:09:23.780]  他還引用第38節
[00:09:23.780 --> 00:09:25.780]  引用一個舊約
[00:09:25.780 --> 00:09:27.780]  哈瓦谷書
[00:09:27.780 --> 00:09:29.780]  二人必因信
[00:09:29.780 --> 00:09:34.780]  原來信心是我們整個成為基督徒的連結點
[00:09:34.780 --> 00:09:35.780]  試問
[00:09:35.780 --> 00:09:37.780]  當我們有了信
[00:09:37.780 --> 00:09:39.780]  聖經就說我們就能夠忍
[00:09:39.780 --> 00:09:41.780]  為什麼呢?
[00:09:41.780 --> 00:09:43.780]  十二章如果你看見了
[00:09:43.780 --> 00:09:45.780]  在管教之章裡面
[00:09:45.780 --> 00:09:47.780]  其實他在說一件事
[00:09:47.780 --> 00:09:49.780]  他說原來神所愛的
[00:09:49.780 --> 00:09:50.780]  他必定管教
[00:09:50.780 --> 00:09:52.780]  今天沒有人說過一個基督徒
[00:09:52.780 --> 00:09:54.780]  他一信耶穌就頭頂有光環
[00:09:54.780 --> 00:09:56.780]  以至於他就即刻成聖
[00:09:56.780 --> 00:09:59.780]  他就全無錯失
[00:09:59.780 --> 00:10:01.780]  反而在成為基督徒之後
[00:10:01.780 --> 00:10:03.780]  他的生命會經歷很多的磨練
[00:10:03.780 --> 00:10:05.780]  有些是很正面的
[00:10:05.780 --> 00:10:07.780]  但有些是去無全清
[00:10:07.780 --> 00:10:08.780]  將你的雜質
[00:10:08.780 --> 00:10:10.780]  將你生命裡面不好的東西
[00:10:10.780 --> 00:10:11.780]  拿走的時候
[00:10:11.780 --> 00:10:13.780]  那個就叫管教
[00:10:13.780 --> 00:10:16.780]  但神的管教不是一支竹扮死人那種
[00:10:16.780 --> 00:10:20.780]  他是要你在整個生命的管教裡面
[00:10:20.780 --> 00:10:22.780]  經歷更生
[00:10:22.780 --> 00:10:23.780]  經歷成長
[00:10:23.780 --> 00:10:24.780]  很正面的
[00:10:24.780 --> 00:10:25.780]  所以你想想
[00:10:25.780 --> 00:10:29.780]  如果我們在神給爸爸媽媽管教的時候
[00:10:29.780 --> 00:10:30.780]  我們也有時候
[00:10:30.780 --> 00:10:31.780]  可不可以不要再打
[00:10:31.780 --> 00:10:34.780]  我多忍他幾下我就還手了
[00:10:34.780 --> 00:10:36.780]  你就會明白
[00:10:36.780 --> 00:10:39.780]  原來你有一種心裡的盼望
[00:10:39.780 --> 00:10:41.780]  所以信心
[00:10:41.780 --> 00:10:45.780]  接著帶來的是盼望
[00:10:45.780 --> 00:10:46.780]  但當盼望的時候
[00:10:46.780 --> 00:10:48.780]  你活在這個人間裡面
[00:10:48.780 --> 00:10:50.780]  你就會經歷到上帝教你
[00:10:50.780 --> 00:10:52.780]  你作為一個基督徒
[00:10:52.780 --> 00:10:55.780]  你一定信忘愛
[00:10:55.780 --> 00:10:57.780]  如今常傳的
[00:10:57.780 --> 00:10:58.780]  有這三樣東西
[00:10:58.780 --> 00:11:00.780]  但其中愛是很重要的
[00:11:00.780 --> 00:11:02.780]  愛是一種應用
[00:11:02.780 --> 00:11:05.780]  如果你愛神更加深
[00:11:05.780 --> 00:11:07.780]  你就站得更加穩
[00:11:07.780 --> 00:11:10.780]  你愛你的家更加大
[00:11:10.780 --> 00:11:14.780]  你就會能夠風風雨雨都擋得到
[00:11:14.780 --> 00:11:16.780]  求神真學就幫助我們去看一下
[00:11:16.780 --> 00:11:20.780]  這個信心應該是怎樣
[00:11:20.780 --> 00:11:22.780]  十一章第四至四十節
[00:11:22.780 --> 00:11:26.780]  其實他是在說一個信心的榜樣
[00:11:26.780 --> 00:11:28.780]  有人就說信心英雄榜
[00:11:28.780 --> 00:11:29.780]  與其這樣說
[00:11:29.780 --> 00:11:31.780]  他只是表示了
[00:11:31.780 --> 00:11:33.780]  他不是什麼英雄
[00:11:33.780 --> 00:11:36.780]  因為很多你看起來是直直無名的
[00:11:36.780 --> 00:11:39.780]  好像是第三十九三十七節的時候
[00:11:39.780 --> 00:11:42.780]  他講到一個婦人
[00:11:42.780 --> 00:11:43.780]  這是經文的
[00:11:43.780 --> 00:11:46.780]  所以如果你看一段聖經的時候
[00:11:46.780 --> 00:11:48.780]  看到那個信心的榜樣
[00:11:48.780 --> 00:11:51.780]  你就會看到原來他們都是普通人一個
[00:11:51.780 --> 00:11:53.780]  不過他們有一個共同
[00:11:53.780 --> 00:11:55.780]  因著信
[00:11:55.780 --> 00:11:57.780]  所以從四至七節
[00:11:57.780 --> 00:12:00.780]  去到先祖前的信心的人物
[00:12:00.780 --> 00:12:03.780]  就是以阿伯拉罕做那個所謂先祖
[00:12:03.780 --> 00:12:05.780]  環繞他之前的人物
[00:12:05.780 --> 00:12:08.780]  就是阿伯、以諾、羅亞
[00:12:08.780 --> 00:12:10.780]  他們因為獻上神所喜悅的物
[00:12:10.780 --> 00:12:12.780]  他們與神同行
[00:12:12.780 --> 00:12:14.780]  他們做方舟
[00:12:14.780 --> 00:12:16.780]  爭著信
[00:12:16.780 --> 00:12:19.780]  他們懂得在眾人的嘲笑當中
[00:12:19.780 --> 00:12:22.780]  仍然堅定屹立
[00:12:22.780 --> 00:12:25.780]  然後去到阿伯拉罕、以撒瓦國、約瑟
[00:12:25.780 --> 00:12:28.780]  這些就是先祖時候的信心人物
[00:12:28.780 --> 00:12:30.780]  接著
[00:12:30.780 --> 00:12:32.780]  就講到在出埃及的前後
[00:12:32.780 --> 00:12:34.780]  有摩西、約書亞
[00:12:34.780 --> 00:12:36.780]  甚至乎一個拉合的小女子
[00:12:36.780 --> 00:12:38.780]  不入流的
[00:12:38.780 --> 00:12:40.780]  有人說在以色列的族譜裡
[00:12:40.780 --> 00:12:41.780]  根本就不想提她的
[00:12:41.780 --> 00:12:43.780]  不過真的寫了下來
[00:12:43.780 --> 00:12:44.780]  因為她有著一樣東西
[00:12:44.780 --> 00:12:46.780]  接待了以色列的探子
[00:12:46.780 --> 00:12:50.780]  然後接著就是救約其他的人物
[00:12:50.780 --> 00:12:51.780]  比較快一點
[00:12:51.780 --> 00:12:53.780]  在一節裡面就提到人名
[00:12:53.780 --> 00:12:55.780]  基甸、巴拉、參孫
[00:12:55.780 --> 00:12:57.780]  耶佛他、大衛、撒姆爾、但爾利
[00:12:57.780 --> 00:12:59.780]  但爾利三個朋友
[00:12:59.780 --> 00:13:01.780]  甚至乎撒勒法的寡婦
[00:13:01.780 --> 00:13:03.780]  書念的婦人
[00:13:03.780 --> 00:13:06.780]  他們因為接待這個先祖
[00:13:06.780 --> 00:13:08.780]  她的兒子就復活了
[00:13:08.780 --> 00:13:10.780]  因著信
[00:13:10.780 --> 00:13:14.780]  今天我們就來看看信的定義
[00:13:14.780 --> 00:13:16.780]  信的本質
[00:13:16.780 --> 00:13:19.780]  他是講了一勒四至四十節
[00:13:19.780 --> 00:13:21.780]  不過他回頭告訴我們
[00:13:21.780 --> 00:13:23.780]  一至三節裡面
[00:13:23.780 --> 00:13:25.780]  總是有一樣東西要學的
[00:13:25.780 --> 00:13:29.780]  就是你知不知道你信什麼
[00:13:29.780 --> 00:13:32.780]  信就是所望之時的實體
[00:13:32.780 --> 00:13:35.780]  是未見之時的確據
[00:13:35.780 --> 00:13:37.780]  信也告訴我們
[00:13:37.780 --> 00:13:42.780]  原來是古人在信上得了美好的證據
[00:13:42.780 --> 00:13:43.780]  也說第三節
[00:13:43.780 --> 00:13:45.780]  我們因著信就知道
[00:13:45.780 --> 00:13:48.780]  世界是藉著神的話造成
[00:13:48.780 --> 00:13:50.780]  第二節和第三節
[00:13:50.780 --> 00:13:53.780]  是表示了他立刻取得了信的定義
[00:13:53.780 --> 00:13:54.780]  信的本質
[00:13:54.780 --> 00:13:56.780]  就從古人裡面
[00:13:56.780 --> 00:13:58.780]  我們給大家一個證據看
[00:13:58.780 --> 00:14:01.780]  他們因為真的走了這條路
[00:14:01.780 --> 00:14:03.780]  所謂證實了
[00:14:03.780 --> 00:14:07.780]  證明給你和我看
[00:14:07.780 --> 00:14:09.780]  我們中國人有句話
[00:14:09.780 --> 00:14:12.780]  他說不聽老人言
[00:14:12.780 --> 00:14:14.780]  吃虧在眼前
[00:14:14.780 --> 00:14:16.780]  不知道在你的人生裡面
[00:14:16.780 --> 00:14:17.780]  你的家族
[00:14:17.780 --> 00:14:20.780]  你的爸爸的爸爸的爸爸
[00:14:20.780 --> 00:14:23.780]  有沒有聽過他們的歷史傳奇
[00:14:23.780 --> 00:14:24.780]  當聽的時候
[00:14:24.780 --> 00:14:26.780]  總是你的長輩告訴你
[00:14:26.780 --> 00:14:27.780]  哪個哪個
[00:14:27.780 --> 00:14:28.780]  我們第幾代的
[00:14:28.780 --> 00:14:29.780]  他曾經走難
[00:14:29.780 --> 00:14:30.780]  就是這樣這樣
[00:14:30.780 --> 00:14:32.780]  他都捱過了
[00:14:32.780 --> 00:14:34.780]  今天為什麼你不行
[00:14:34.780 --> 00:14:36.780]  他用這些來告訴你
[00:14:36.780 --> 00:14:38.780]  這些就是證據
[00:14:38.780 --> 00:14:40.780]  雖然你現在看不到
[00:14:40.780 --> 00:14:41.780]  這個太早
[00:14:41.780 --> 00:14:43.780]  但是他真的所有的事跡
[00:14:43.780 --> 00:14:44.780]  今天傳下來
[00:14:44.780 --> 00:14:47.780]  就好像一個這樣的
[00:14:47.780 --> 00:14:48.780]  哈勃望遠鏡
[00:14:48.780 --> 00:14:51.780]  將它放下來給你看
[00:14:51.780 --> 00:14:53.780]  所以他在第二節就交代了
[00:14:53.780 --> 00:14:55.780]  古人就獲得了這個讚許
[00:14:55.780 --> 00:14:56.780]  就是肯定
[00:14:56.780 --> 00:14:57.780]  這個美好的證據
[00:14:57.780 --> 00:14:59.780]  也是一個肯定
[00:14:59.780 --> 00:15:00.780]  然後第三節他說
[00:15:00.780 --> 00:15:02.780]  我們就用我們今天
[00:15:02.780 --> 00:15:05.780]  最普遍的認識常識
[00:15:05.780 --> 00:15:07.780]  就是我們恩著信心
[00:15:07.780 --> 00:15:09.780]  我們不只是用靠科學家
[00:15:09.780 --> 00:15:13.780]  來解釋這個世界是怎麼造成
[00:15:14.780 --> 00:15:16.780]  但是是神直接說
[00:15:16.780 --> 00:15:18.780]  說有就有
[00:15:18.780 --> 00:15:20.780]  這些你沒有辦法
[00:15:20.780 --> 00:15:23.780]  在實驗室裡面證明
[00:15:23.780 --> 00:15:25.780]  但是你能夠的
[00:15:25.780 --> 00:15:29.780]  就是見到神已經成就了一切
[00:15:29.780 --> 00:15:31.780]  他回頭我們說的就是
[00:15:31.780 --> 00:15:32.780]  他說什麼為止
[00:15:32.780 --> 00:15:36.780]  盼望之時的實體呢
[00:15:36.780 --> 00:15:37.780]  望者
[00:15:37.780 --> 00:15:40.780]  就是說有所盼望
[00:15:40.780 --> 00:15:42.780]  未見之時
[00:15:42.780 --> 00:15:45.780]  是那些未發生的
[00:15:45.780 --> 00:15:46.780]  你是盼望著
[00:15:46.780 --> 00:15:47.780]  一些未發生的事情
[00:15:47.780 --> 00:15:49.780]  如你所願
[00:15:49.780 --> 00:15:51.780]  這個就是你的盼望
[00:15:51.780 --> 00:15:53.780]  這個就是你在未見之時
[00:15:53.780 --> 00:15:55.780]  裡面的信心
[00:15:55.780 --> 00:15:59.780]  他說當你盼望的事情
[00:15:59.780 --> 00:16:00.780]  你如果有一個把握
[00:16:00.780 --> 00:16:02.780]  有一個渣拿
[00:16:02.780 --> 00:16:04.780]  有一個所謂的實體
[00:16:04.780 --> 00:16:05.780]  這個字原本就是
[00:16:05.780 --> 00:16:07.780]  在一些物件之下
[00:16:07.780 --> 00:16:08.780]  佔有一些東西
[00:16:08.780 --> 00:16:09.780]  佔去
[00:16:09.780 --> 00:16:10.780]  很簡單
[00:16:10.780 --> 00:16:12.780]  但是今天這個禮堂裡面
[00:16:12.780 --> 00:16:14.780]  當我們的椅子不夠坐
[00:16:14.780 --> 00:16:16.780]  於是就不知在哪裡
[00:16:16.780 --> 00:16:18.780]  拿到很多的圓椅子回來
[00:16:18.780 --> 00:16:19.780]  現在問一下
[00:16:19.780 --> 00:16:21.780]  請問哪位長者
[00:16:21.780 --> 00:16:24.780]  德高望重的先坐這些圓椅子
[00:16:24.780 --> 00:16:26.780]  找長者來坐圓椅子
[00:16:26.780 --> 00:16:27.780]  你不是這樣吧
[00:16:27.780 --> 00:16:29.780]  是年輕的那個
[00:16:29.780 --> 00:16:30.780]  因為為什麼
[00:16:30.780 --> 00:16:31.780]  圓椅子
[00:16:31.780 --> 00:16:33.780]  沒得撐腰
[00:16:33.780 --> 00:16:35.780]  沒得墊著我的腰
[00:16:35.780 --> 00:16:37.780]  原來聖經說
[00:16:37.780 --> 00:16:38.780]  他說盼望的事
[00:16:38.780 --> 00:16:40.780]  有一個渣拿
[00:16:40.780 --> 00:16:41.780]  有一個底蘊
[00:16:41.780 --> 00:16:43.780]  有一個點壓
[00:16:43.780 --> 00:16:45.780]  這個是什麼呢
[00:16:45.780 --> 00:16:47.780]  就是表示了
[00:16:47.780 --> 00:16:50.780]  神的根基
[00:16:50.780 --> 00:16:52.780]  神是根基
[00:16:52.780 --> 00:16:54.780]  所以在一個文理版的聖經
[00:16:54.780 --> 00:16:55.780]  它就譯作
[00:16:55.780 --> 00:16:58.780]  大信始於大基
[00:16:58.780 --> 00:16:59.780]  這個基的時候
[00:16:59.780 --> 00:17:01.780]  是表示了
[00:17:01.780 --> 00:17:03.780]  有一個根基
[00:17:03.780 --> 00:17:05.780]  就是說你一定有一些東西拿實
[00:17:05.780 --> 00:17:07.780]  今天我們很多時候
