
[00:00:00.000 --> 00:00:03.360]  靜姐妹 早安 平安
[00:02:20.580 --> 00:02:23.580]  但還為你帶來什麼挑戰呢?
[00:02:23.580 --> 00:02:27.580]  我相信聖經的作者是不會寫無謂的東西的
[00:02:27.580 --> 00:02:29.580]  如果是一些人人都很容易做到
[00:02:29.580 --> 00:02:31.580]  人人都懂 人人都知道的東西
[00:02:31.580 --> 00:02:33.580]  他沒必要再提醒信徒
[00:02:33.580 --> 00:02:37.580]  所以既然我們認同 我們不是全然明白
[00:02:37.580 --> 00:02:40.580]  或者不是全然知道的時候
[00:02:40.580 --> 00:02:45.580]  我們就值得花時間再去看一些表面上看起來好像很容易的經文
[00:02:45.580 --> 00:02:50.580]  但還有些什麼是我們未明白 或者未知道的
[00:02:50.580 --> 00:02:55.580]  盼望神藉著《雅各書》今天再提醒我們
[00:02:55.580 --> 00:02:59.580]  今天我的題目是《愛的詩語》
[00:02:59.580 --> 00:03:02.580]  在一開始的時候 二章這裡
[00:03:02.580 --> 00:03:05.580]  《雅各書》說:我的弟兄們
[00:03:05.580 --> 00:03:09.580]  你們信奉我們榮耀的主耶穌基督
[00:03:09.580 --> 00:03:13.580]  就不可以按著外貌待人
[00:03:13.580 --> 00:03:15.580]  《雅各書》在這裡形容
[00:03:15.580 --> 00:03:17.580]  當時 如果你一路看下去
[00:03:17.580 --> 00:03:20.580]  二章 一路二節三節四節 一路看下去
[00:03:20.580 --> 00:03:24.580]  你就會發現 當時似乎有一些信徒
[00:03:24.580 --> 00:03:30.580]  他們會看重那些穿衣服很華麗的人
[00:03:30.580 --> 00:03:33.580]  看起來很高尚的人
[00:03:33.580 --> 00:03:39.580]  就輕看那些看起來貧窮的 不富足的人
[00:03:39.580 --> 00:03:43.580]  有時我們會想 這個都很小事
[00:03:43.580 --> 00:03:47.580]  當然有些偏見 有時我們對人
[00:03:47.580 --> 00:03:51.580]  但是聖經說 這個不是小事
[00:03:51.580 --> 00:03:56.580]  甚至《雅各》說 這是一種偏見
[00:03:56.580 --> 00:04:00.580]  而且這種偏見是帶著惡意的
[00:04:00.580 --> 00:04:04.580]  是一種對別人惡意的評斷
[00:04:04.580 --> 00:04:07.580]  嘩 很嚴重 是吧
[00:04:07.580 --> 00:04:09.580]  《雅各》在這裡說
[00:04:09.580 --> 00:04:13.580]  你們不可以按著外貌待人
[00:04:13.580 --> 00:04:19.580]  今天當我們活在豐富或者生活豐盛裡面的時候
[00:04:19.580 --> 00:04:23.580]  我們都看到世界上有很多的需要
[00:04:23.580 --> 00:04:26.580]  但是在實際的眼光裡面
[00:04:26.580 --> 00:04:32.580]  我們是怎樣看待這些生活上貧窮的人呢?
[00:04:32.580 --> 00:04:36.580]  這些情節 當時有弟兄
[00:04:36.580 --> 00:04:40.580]  有人進來會堂穿得很漂亮 就讓他坐高位
[00:04:40.580 --> 00:04:43.580]  看起來貧窮的人 《雅各》形容
[00:04:43.580 --> 00:04:47.580]  當時就讓他坐在腳椅下面
[00:04:47.580 --> 00:04:52.580]  這些情節不是當時昔日在猶太會堂裡面發生
[00:04:52.580 --> 00:04:57.580]  乃是到今天仍然都有機會發生的
[00:04:57.580 --> 00:05:00.580]  我記得有一次 我有機會來到英國之後
[00:05:00.580 --> 00:05:04.580]  我就南下 剛好我南下的時候碰到是主日
[00:05:04.580 --> 00:05:08.580]  我就在那個城市找了一間教會進去聚會
[00:05:08.580 --> 00:05:13.580]  嘗試參與那一間教會的主日崇拜
[00:05:13.580 --> 00:05:18.580]  我們崇拜當敬拜隊在唱詩歌的時候
[00:05:18.580 --> 00:05:24.580]  突然間有一位衣衫藍柳的人從門口走進來
[00:05:24.580 --> 00:05:29.580]  當然大家左望右望
[00:05:29.580 --> 00:05:32.580]  相信你憑他的外貌
[00:05:32.580 --> 00:05:37.580]  你會猜到他可能是一位無家者
[00:05:37.580 --> 00:05:41.580]  那位衣衫藍柳 頭髮蓬鬆的人
[00:05:41.580 --> 00:05:44.580]  一路從後面走進來
[00:05:44.580 --> 00:05:52.580]  然後就坐在這個位置 最前的第一行
[00:05:52.580 --> 00:05:58.580]  你能夠想像他身上還帶著一陣味道
[00:05:58.580 --> 00:06:06.580]  如果今天這一刻就是一個這樣的人走進來我們教會
[00:06:06.580 --> 00:06:11.580]  我不知道大家有什麼反應呢?
[00:06:11.580 --> 00:06:16.580]  可能我們都不會說出口的 都會給他一個位置坐
[00:06:16.580 --> 00:06:22.580]  但有時可能我們很直接 心裏面很即時的反應
[00:06:22.580 --> 00:06:24.580]  你未必有說出來
[00:06:24.580 --> 00:06:30.580]  可能已經反映了我們心裏面做了一些選擇
[00:06:30.580 --> 00:06:36.580]  這個似乎是《雅各書2章》正正要挑戰我們的地步
[00:06:36.580 --> 00:06:40.580]  我們的信仰是帶給我們一種張力
[00:06:40.580 --> 00:06:42.580]  有時是一種拉扯
[00:06:42.580 --> 00:06:49.580]  當我們說 雅各說是你們信奉我們榮耀的主耶穌基督
[00:06:49.580 --> 00:06:55.580]  是怎麼相信的呢?你是帶著什麼信心的呢?
[00:06:55.580 --> 00:06:58.580]  是帶著一份偏心
[00:06:58.580 --> 00:07:07.580]  還是真的能夠帶著一份愛心去信奉我們這位榮耀的主基督呢?
[00:07:07.580 --> 00:07:09.580]  很大的挑戰
[00:07:09.580 --> 00:07:12.580]  我記得曾經聽過一堂道
[00:07:12.580 --> 00:07:16.580]  同樣都是那個教會遇著一位無家者走進來
[00:07:16.580 --> 00:07:19.580]  坐在一個弟兄姊妹的旁邊
[00:07:19.580 --> 00:07:22.580]  陣陣的異味一路發出
[00:07:22.580 --> 00:07:24.580]  道完崇拜之後
[00:07:24.580 --> 00:07:27.580]  講完下去問這位弟兄姊妹
[00:07:27.580 --> 00:07:30.580]  你剛才OK嗎?
[00:07:30.580 --> 00:07:34.580]  有一位無家者 有這麼大陣的異味坐在你旁邊
[00:07:34.580 --> 00:07:38.580]  那位弟兄姊妹回答那個目者說
[00:07:38.580 --> 00:07:41.580]  我聞不到異味
[00:07:41.580 --> 00:07:47.580]  我只是聞到主耶穌馨香的香氣
[00:07:47.580 --> 00:07:52.580]  有人願意踏入來教會參與崇拜
[00:07:52.580 --> 00:07:56.580]  我們是怎麼對待每一位呢?
[00:07:56.580 --> 00:07:58.580]  雅各在這裡說
[00:07:58.580 --> 00:08:01.580]  我親愛的弟兄姊妹 請停
[00:08:01.580 --> 00:08:05.580]  神起不是揀選世上的貧窮人
[00:08:05.580 --> 00:08:08.580]  使他們在信心上付諸
[00:08:08.580 --> 00:08:14.580]  並且承受祂所應許給那些愛祂的人的國嗎?
[00:08:14.580 --> 00:08:16.580]  在第一世紀的基督徒
[00:08:16.580 --> 00:08:18.580]  我相信雅各書的讀者
[00:08:18.580 --> 00:08:23.580]  在第一世紀大部分都是貧窮的人
[00:08:23.580 --> 00:08:28.580]  我們會發現保羅在《哥倫多前書》都說過
[00:08:28.580 --> 00:08:30.580]  你們蒙召的按著肉體的智慧不多
[00:08:30.580 --> 00:08:33.580]  能力的不多 尊貴的都不多
[00:08:33.580 --> 00:08:38.580]  所以我們能夠想像當時的信徒都落在貧窮
[00:08:38.580 --> 00:08:41.580]  患難裡的偏向比較多
[00:08:41.580 --> 00:08:43.580]  在早期的教會歷史裡
[00:08:43.580 --> 00:08:46.580]  福音的屬靈應許
[00:08:46.580 --> 00:08:50.580]  對於那些真的活在貧窮裡的人
[00:08:50.580 --> 00:08:52.580]  其實是很吸引的
[00:08:52.580 --> 00:08:55.580]  因為當他們落在貧窮裡
[00:08:55.580 --> 00:08:59.580]  他們被撇棄 被人歧視 被人侮辱的時候
[00:08:59.580 --> 00:09:03.580]  福音卻鼓勵他們 你是被愛的
[00:09:03.580 --> 00:09:06.580]  你是被尊重的 你是珍貴的
[00:09:06.580 --> 00:09:11.580]  確實對當時的貧窮人來說是非常吸引
[00:09:11.580 --> 00:09:14.580]  所以貧窮人或者窮人
[00:09:14.580 --> 00:09:16.580]  可以幾乎說是一個術語
[00:09:16.580 --> 00:09:19.580]  就是指當時經濟上雖然被逼迫
[00:09:19.580 --> 00:09:22.580]  但是靈性卻是很敏銳的人
[00:09:22.580 --> 00:09:24.580]  這些就是窮人
[00:09:24.580 --> 00:09:27.580]  不過我們能夠知道
[00:09:27.580 --> 00:09:31.580]  雖然雅各說 神豈不是揀選世上的貧窮人士
[00:09:31.580 --> 00:09:33.580]  他們在信心上富足嗎
[00:09:33.580 --> 00:09:37.580]  那不是意思說 只是揀選貧窮人
[00:09:37.580 --> 00:09:39.580]  所以今天也不要誤會
[00:09:39.580 --> 00:09:42.580]  我不夠貧窮 神今天不揀選我
[00:09:42.580 --> 00:09:44.580]  我不可以有錢 是不是
[00:09:44.580 --> 00:09:49.580]  不是 雅各沒有說 只是揀選
[00:09:49.580 --> 00:09:52.580]  我們能夠相信
[00:09:52.580 --> 00:09:56.580]  不是說有貧窮人 或者你本身是貧窮
[00:09:56.580 --> 00:09:59.580]  就一定是信心爆棚 不是這個意思
[00:09:59.580 --> 00:10:04.580]  但確實 無論雅各還是主耶穌
[00:10:04.580 --> 00:10:08.580]  都曾經有提醒當時想跟隨祂的人
[00:10:08.580 --> 00:10:14.580]  如果過分的富足 過分的財富而你不懂得
[00:10:14.580 --> 00:10:16.580]  將神放在第一位的話
[00:10:16.580 --> 00:10:21.580]  確實財富是容易成為你的絆腳石
[00:10:21.580 --> 00:10:25.580]  成為阻礙跟隨主耶穌教導的 是不是
[00:10:25.580 --> 00:10:27.580]  如果大家記得
[00:10:27.580 --> 00:10:29.580]  福音書也記載過
[00:10:29.580 --> 00:10:34.580]  耶穌怎樣提醒財主 是不是
[00:10:34.580 --> 00:10:37.580]  但祂就悠悠瘦瘦地走了
[00:10:37.580 --> 00:10:39.580]  沒有辦法跟隨主耶穌
[00:10:39.580 --> 00:10:46.580]  當然我們不是要刻意將富有人排除在主的國度之外
[00:10:46.580 --> 00:10:48.580]  但確實主耶穌和雅各
[00:10:48.580 --> 00:10:52.580]  我相信祂在這裡也提醒我們要留心
[00:10:52.580 --> 00:10:56.580]  當財富成為你的阻礙的時候
[00:10:56.580 --> 00:10:58.580]  你要怎樣選擇
[00:10:58.580 --> 00:11:02.580]  神是揀選世上貧窮的人
[00:11:02.580 --> 00:11:06.580]  使他們在信心上富足
[00:11:06.580 --> 00:11:11.580]  昔日可能是很少數的富有人
[00:11:11.580 --> 00:11:16.580]  地主、商人 他們可能財雄勢大
[00:11:16.580 --> 00:11:20.580]  然後就壓迫當時窮困的人
[00:11:20.580 --> 00:11:22.580]  雅各是在提醒這一點
[00:11:22.580 --> 00:11:26.580]  不要仗著你有的財雄勢大
[00:11:26.580 --> 00:11:31.580]  就可以看不起去壓迫貧困的人
[00:11:31.580 --> 00:11:34.580]  昔日是這樣 到今天21世紀也是這樣
[00:11:34.580 --> 00:11:36.580]  沒有分別
[00:11:36.580 --> 00:11:41.580]  現在全球財富的分佈是極度不平均的
[00:11:41.580 --> 00:11:47.580]  在最頂層 全球最富有的1%的人口
[00:11:47.580 --> 00:11:50.580]  全球最富有1%的人口
[00:11:50.580 --> 00:11:56.580]  是擁有了全球45%的財富
[00:11:56.580 --> 00:12:01.580]  而在最底層 全球一半的人口
[00:12:01.580 --> 00:12:03.580]  50%的人口
[00:12:03.580 --> 00:12:08.580]  是擁有全球不夠2%的財富
[00:12:08.580 --> 00:12:14.580]  你能夠想像昔日是這樣 今天也是一樣
[00:12:14.580 --> 00:12:17.580]  雅各要提醒讀者的是
[00:12:17.580 --> 00:12:24.580]  許多貧窮的人 其實是蒙上帝所揀選的
[00:12:24.580 --> 00:12:29.580]  目的是要清楚責備那些以自高
[00:12:29.580 --> 00:12:31.580]  以財富自高的人
[00:12:31.580 --> 00:12:35.580]  以財富去歧視貧窮人的人
[00:12:35.580 --> 00:12:39.580]  幾年前 我認識了一位媽媽
[00:12:39.580 --> 00:12:45.580]  這個媽媽是帶著一個女兒來到英國
[00:12:45.580 --> 00:12:49.580]  她的女兒和我的小女兒一樣大
[00:12:49.580 --> 00:12:54.580]  我知道這個媽媽的生活是很艱難的
[00:12:54.580 --> 00:13:01.580]  我知道她一個人要打三份工去養她的女兒
[00:13:01.580 --> 00:13:06.580]  她很低調 她盡量不讓人知道她的身世
[00:13:06.580 --> 00:13:14.580]  因為她曾經在不同的地方遭到歧視 受到傷害
[00:13:14.580 --> 00:13:17.580]  有不好的對待
[00:13:17.580 --> 00:13:21.580]  所以她很怕別人再用歧視的眼光去看她
[00:13:21.580 --> 00:13:24.580]  她很少提起自己的事
[00:13:24.580 --> 00:13:30.580]  所以我認識她之後 跟她的相處都是很低調
[00:13:30.580 --> 00:13:35.580]  為了保護她 不要再受那些無謂的傷害
[00:13:35.580 --> 00:13:39.580]  這個媽媽很堅強
[00:13:39.580 --> 00:13:43.580]  她不會隨便領受別人的恩惠
[00:13:43.580 --> 00:13:45.580]  雖然她很有需要
[00:13:45.580 --> 00:13:50.580]  但她不會隨隨便便去領受別人提供的恩惠
[00:13:50.580 --> 00:13:53.580]  她是一個愛主的基督徒
[00:13:53.580 --> 00:13:57.580]  她只是很努力默默地生活
[00:13:57.580 --> 00:14:00.580]  有一次這位媽媽跟我說
[00:14:00.580 --> 00:14:05.580]  我有機會跟她一起的時候
[00:14:05.580 --> 00:14:11.580]  她就跟我說 如果你知道附近哪裡有教會派食物
[00:14:11.580 --> 00:14:13.580]  你可不可以通知我
[00:14:13.580 --> 00:14:17.580]  有時候教會派食物會放在Facebook群組、WhatsApp群組
[00:14:17.580 --> 00:14:21.580]  她說 如果你看到 可以通知我嗎?
[00:14:21.580 --> 00:14:25.580]  我就說 好啊 如果我看到就通知你吧
[00:14:25.580 --> 00:14:30.580]  她就說 因為每次我看到訊息 看到那些帖子
[00:14:30.580 --> 00:14:34.580]  我就馬上趕去那間教會 去到已經派了
[00:14:34.580 --> 00:14:38.580]  有時候我遲了幾個小時 去到已經沒有了
[00:14:38.580 --> 00:14:43.580]  她說 如果你收到 你通知我 看我趕不趕得及去拿
[00:14:43.580 --> 00:14:45.580]  我說 好啊 當然可以 幫你留意一下
[00:14:45.580 --> 00:14:47.580]  留意到通知你
[00:14:47.580 --> 00:14:50.580]  接著我就多口問了一句
[00:14:50.580 --> 00:14:54.580]  我說 是不是很艱難?
[00:14:54.580 --> 00:15:00.580]  於是她笑著對著我
[00:15:00.580 --> 00:15:05.580]  她說 沒事的 我知道會有供應
[00:15:05.580 --> 00:15:08.580]  我很感動
[00:15:08.580 --> 00:15:10.580]  我看到她 我看著她
[00:15:10.580 --> 00:15:12.580]  哇 何來你的信心
[00:15:12.580 --> 00:15:14.580]  真是很大的信心
[00:15:14.580 --> 00:15:21.580]  之後那天 我剛好當時跟教會團契的職員會開會
[00:15:21.580 --> 00:15:25.580]  我就一路開會 談一下事務
[00:15:25.580 --> 00:15:29.580]  那個團契是每個星期都有人煮飯的
[00:15:29.580 --> 00:15:33.580]  團契頂多就是回來吃飯 吃完就開始團契
[00:15:33.580 --> 00:15:37.580]  我就留意到每一次團契完了 都是有飯盒剩的
[00:15:37.580 --> 00:15:39.580]  每次都吃不完的
[00:15:39.580 --> 00:15:41.580]  我就忍不住開完會之後
[00:15:41.580 --> 00:15:45.580]  我就跟團契的職員說 不好意思 我想問一件事
[00:15:45.580 --> 00:15:49.580]  我是不是每次都有飯盒剩的 其實我們這個團契
[00:15:49.580 --> 00:15:52.580]  可不可以留一個給我?
[00:15:52.580 --> 00:15:54.580]  我想給一個有需要的家庭
[00:15:54.580 --> 00:15:58.580]  那些職員就說 當然很好 沒問題 全都沒問題
[00:15:58.580 --> 00:16:00.580]  你拿一個 如果有剩的我們全都給你都可以
[00:16:00.580 --> 00:16:02.580]  其實我們每次都是決定 姐妹 拿吧 拿吧
[00:16:02.580 --> 00:16:04.580]  不要剩的
[00:16:04.580 --> 00:16:07.580]  我說 好啊 多謝你們 我已經很感謝神
[00:16:07.580 --> 00:16:09.580]  我心裏面很感謝神
[00:16:09.580 --> 00:16:12.580]  有飯盒 可以給這個媽媽
[00:16:12.580 --> 00:16:17.580]  誰不知幾位團契職員裏面 其中一位姐妹說
[00:16:17.580 --> 00:16:19.580]  我想起一件事
[00:16:19.580 --> 00:16:25.580]  她說 其實我弟弟是做蔬菜公司的運輸的
[00:16:25.580 --> 00:16:27.580]  而這間蔬菜公司的批發
[00:16:27.580 --> 00:16:31.580]  是每個星期都會給一大箱蔬果
[00:16:31.580 --> 00:16:34.580]  所有的員工 每人都會留一箱
[00:16:34.580 --> 00:16:38.580]  而我弟弟是每個星期自己吃完
[00:16:38.580 --> 00:16:41.580]  派給附近的鄰居 都吃不完的
[00:16:41.580 --> 00:16:45.580]  每次都吃剩很多 很浪費的
[00:16:45.580 --> 00:16:47.580]  她說 不如這樣
[00:16:47.580 --> 00:16:51.580]  我叫我弟弟拿給你
[00:16:51.580 --> 00:16:53.580]  如果他拿起有需要的
[00:16:53.580 --> 00:16:55.580]  分一些給那個媽媽
[00:16:55.580 --> 00:16:59.580]  我說 好啊 感謝神
[00:16:59.580 --> 00:17:01.580]  如果可以的 方便的 就給我吧
[00:17:01.580 --> 00:17:03.580]  到第二天
[00:17:03.580 --> 00:17:08.580]  我一打開我的門口
[00:17:08.580 --> 00:17:14.580]  就有一箱豐富的蔬果 擺在我門口
[00:17:14.580 --> 00:17:17.580]  她的弟弟通知我
[00:17:17.580 --> 00:17:19.580]  這位姐妹的弟弟通知我
[00:17:19.580 --> 00:17:22.580]  那箱蔬果擺在你門口了
[00:17:22.580 --> 00:17:25.580]  我看著那箱蔬果 真是很讚歎
[00:17:25.580 --> 00:17:30.580]  上帝啊 你真是既信實又奇妙
[00:17:30.580 --> 00:17:32.580]  短短三天
[00:17:32.580 --> 00:17:35.580]  第一天我和姐妹聊
[00:17:35.580 --> 00:17:37.580]  第二天和職員開會
[00:17:37.580 --> 00:17:42.580]  第三天 就有一箱蔬果擺在我門口
[00:17:42.580 --> 00:17:44.580]  從那天開始
[00:17:44.580 --> 00:17:46.580]  每個星期
[00:17:46.580 --> 00:17:49.580]  我都會收到一箱蔬果擺在我門口
[00:17:49.580 --> 00:17:52.580]  去給這位媽媽
[00:17:52.580 --> 00:17:56.580]  那位媽媽每一次來拿蔬果的時候都會跟我說
[00:17:56.580 --> 00:17:59.580]  我什麼都不懂
[00:17:59.580 --> 00:18:02.580]  我又不懂很多聖經
[00:18:02.580 --> 00:18:06.580]  我只是很單純知道主會供應我
[00:18:06.580 --> 00:18:10.580]  我只是努力倚靠神
[00:18:10.580 --> 00:18:15.580]  她告訴我 每一次我來你家拿蔬果和飯盒的時候
[00:18:15.580 --> 00:18:18.580]  我都會想起聖經裏面一段記載
[00:18:18.580 --> 00:18:22.580]  就是 她連哪段經文都不能說出來
[00:18:22.580 --> 00:18:25.580]  她只是說 我記得聖經裏面有一段說
[00:18:25.580 --> 00:18:30.580]  有一個窮寡婦 她失去了丈夫
[00:18:30.580 --> 00:18:33.580]  家裡只剩下一瓶油
[00:18:33.580 --> 00:18:38.580]  神卻利用先知 使用先知去她家
[00:18:38.580 --> 00:18:41.580]  那瓶油 到極都有
[00:18:41.580 --> 00:18:44.580]  她說 我只記得這個故事
[00:18:44.580 --> 00:18:48.580]  她說 我很感謝你 我很感謝神
[00:18:48.580 --> 00:18:50.580]  大家還記得嗎?
[00:18:50.580 --> 00:18:52.580]  還記得三天前
[00:18:52.580 --> 00:18:54.580]  這位姐妹一開始
[00:18:54.580 --> 00:18:58.580]  她跟我要求的是什麼?
[00:18:58.580 --> 00:19:02.580]  她只是想要一個訊息
[00:19:02.580 --> 00:19:06.580]  她求的只是可不可以一個通知的訊息
[00:19:06.580 --> 00:19:13.580]  神的公認卻是超出了我們所想所求
[00:19:13.580 --> 00:19:15.580]  她只是想要一個通知
[00:19:15.580 --> 00:19:18.580]  一個很卑微的呼求
[00:19:18.580 --> 00:19:20.580]  但上帝的公認
[00:19:20.580 --> 00:19:22.580]  卻讓我們沒辦法不相信
[00:19:22.580 --> 00:19:27.580]  上帝到今天仍然是看顧她的兒女
[00:19:27.580 --> 00:19:29.580]  頂姐妹
[00:19:29.580 --> 00:19:33.580]  今天 或許我們未必人人落在這麼艱難的地步
[00:19:33.580 --> 00:19:35.580]  或許有也不奇怪
[00:19:35.580 --> 00:19:39.580]  或許我們中間也有人生活得很不容易
[00:19:39.580 --> 00:19:41.580]  很缺乏
[00:19:41.580 --> 00:19:45.580]  甚至看著每天的生活都憂愁
[00:19:45.580 --> 00:19:48.580]  但憂愁 但這些困難和缺乏
[00:19:48.580 --> 00:19:52.580]  不是叫我們只懂得憂愁
[00:19:52.580 --> 00:19:56.580]  而是叫我們盡快轉眼仰望上帝
[00:19:56.580 --> 00:20:01.580]  我們的上帝是連小麻雀都會看顧
[00:20:01.580 --> 00:20:05.580]  我們的上帝是連野地的百合花
[00:20:05.580 --> 00:20:08.580]  都會給她華美的裝飾
[00:20:08.580 --> 00:20:11.580]  她怎會不看顧我們呢?
[00:20:11.580 --> 00:20:17.580]  這位姐妹在世上的人眼中她是貧窮的
[00:20:17.580 --> 00:20:22.580]  但她的信心在上帝的眼中是富足的
[00:20:22.580 --> 00:20:25.580]  她經常感謝我 感謝我的幫忙
[00:20:25.580 --> 00:20:29.580]  其實我很感謝她
[00:20:29.580 --> 00:20:32.580]  其實我很感謝她
[00:20:32.580 --> 00:20:37.580]  因為我從她身上 我很真實地體會到
[00:20:37.580 --> 00:20:45.580]  聖經裡所說的 貧窮的人卻在信心上得著富足
[00:20:45.580 --> 00:20:50.580]  是她讓我真實地經歷了主耶穌的教導
[00:20:50.580 --> 00:20:53.580]  《雅各書》裡所說的
[00:20:53.580 --> 00:20:58.580]  耶穌說:不要憂慮
[00:20:58.580 --> 00:21:03.580]  我們吃什麼喝什麼穿什麼都是外邦人所求的
[00:21:03.580 --> 00:21:07.580]  你們需用一切的 你們的父都知道了
[00:21:07.580 --> 00:21:11.580]  你要先求他的國和他的義
[00:21:11.580 --> 00:21:14.580]  這些東西都要加給你們了
[00:21:14.580 --> 00:21:16.580]  所以不要為明天憂慮
[00:21:16.580 --> 00:21:18.580]  明天自有明天的憂慮
[00:21:18.580 --> 00:21:22.580]  一天的難處 一天當就夠了
[00:21:22.580 --> 00:21:28.580]  頂智我不知道你今天有什麼令你感覺很缺乏
[00:21:28.580 --> 00:21:32.580]  但上帝會揀選世上貧窮的人
[00:21:32.580 --> 00:21:35.580]  使他們在信心上富足
[00:21:35.580 --> 00:21:38.580]  承受神的國
[00:21:38.580 --> 00:21:43.580]  那些每天生活在窮困邊緣的人
[00:21:43.580 --> 00:21:48.580]  他們憑著信心看到神的國
[00:21:48.580 --> 00:21:53.580]  貧窮人在神那裡經歷富足的信心
[00:21:53.580 --> 00:21:56.580]  那麼富足的人呢?
[00:21:56.580 --> 00:21:59.580]  在這裡 雅各也提醒
[00:21:59.580 --> 00:22:07.580]  或者對富足的人帶出了一個挑戰性的問題
[00:22:07.580 --> 00:22:09.580]  雅各說:我的弟兄啊
[00:22:09.580 --> 00:22:12.580]  如果有人說自己有信心沒有行為有什麼益處呢?
[00:22:12.580 --> 00:22:15.580]  這個信心能夠救他嗎?
[00:22:15.580 --> 00:22:18.580]  如果在弟兄姊妹中間有沒衣服穿的
[00:22:18.580 --> 00:22:19.580]  缺少日用飲食的
[00:22:19.580 --> 00:22:21.580]  你們中間有沒有人跟他說
[00:22:21.580 --> 00:22:25.580]  平平安安去 願你穿得暖 吃得飽
[00:22:25.580 --> 00:22:27.580]  他不給他身體所需要的
[00:22:27.580 --> 00:22:29.580]  那有什麼益處呢?
[00:22:29.580 --> 00:22:31.580]  信心也是這樣
[00:22:31.580 --> 00:22:35.580]  沒有行為是死的
[00:22:35.580 --> 00:22:38.580]  當我們想到要去關心有需要的人
[00:22:38.580 --> 00:22:39.580]  或者幫助窮困的人
[00:22:39.580 --> 00:22:42.580]  我們很自然 很快第一時間的想
[00:22:42.580 --> 00:22:45.580]  就是要跟愛心有關係
[00:22:45.580 --> 00:22:48.580]  但是呢 你會發現雅各在這裡
[00:22:48.580 --> 00:22:53.580]  是說跟信心有關係
[00:22:53.580 --> 00:22:55.580]  雅各為什麼會這樣說呢?
[00:22:55.580 --> 00:23:00.580]  雅各為什麼會說跟信心有關係?
[00:23:00.580 --> 00:23:03.580]  為什麼幫助有需要的人
[00:23:03.580 --> 00:23:04.580]  說愛不就行了嗎?
[00:23:04.580 --> 00:23:08.580]  為什麼是說信呢?
[00:23:08.580 --> 00:23:09.580]  似乎雅各
[00:23:09.580 --> 00:23:13.580]  我們經常說聖經作者不是亂寫的
[00:23:13.580 --> 00:23:17.580]  似乎神藉著雅各提醒我們
[00:23:17.580 --> 00:23:19.580]  這一群有信心
[00:23:19.580 --> 00:23:21.580]  跟隨上帝 跟隨耶穌的人
[00:23:21.580 --> 00:23:23.580]  我們這一群
[00:23:23.580 --> 00:23:26.580]  用信心跟從上帝的人
