
[00:00:00.000 --> 00:00:01.140]  我們領受神的位置前
[00:02:33.280 --> 00:02:35.600]  但是就多了黑眼的
[00:02:35.600 --> 00:02:37.360]  可以來看見
[00:02:37.360 --> 00:02:40.080]  叫受壓制的得到自由
[00:02:40.080 --> 00:02:42.240]  那麼耶穌是不是揣改了呢?
[00:02:42.240 --> 00:02:43.280]  其實也不是的
[00:02:43.280 --> 00:02:45.200]  所以受壓制的得到自由
[00:02:45.200 --> 00:02:46.600]  其實這一句經文
[00:02:46.600 --> 00:02:50.240]  是引用自以賽亞書五十八章的第六節
[00:02:50.240 --> 00:02:53.040]  耶穌說這段經文是很有特別意思的
[00:02:53.040 --> 00:02:55.320]  祂開始宣講天國的福音的時候
[00:02:55.320 --> 00:02:56.880]  不是說上天堂下地獄
[00:02:56.880 --> 00:03:00.040]  祂說我要做的就是做這些工作
[00:03:00.040 --> 00:03:02.240]  這就是福音的內容
[00:03:02.240 --> 00:03:04.440]  所以今天我們傳福音的時候
[00:03:04.440 --> 00:03:07.640]  我們有沒有檢視這個內容呢?
[00:03:07.640 --> 00:03:09.440]  接著耶穌就說到
[00:03:09.440 --> 00:03:10.800]  其實這是一個寓言
[00:03:10.800 --> 00:03:12.480]  這個寓言就是說
[00:03:12.480 --> 00:03:15.240]  神的僕人被神所揀選
[00:03:15.520 --> 00:03:17.880]  但是靈加在身上
[00:03:17.880 --> 00:03:19.920]  後來祂會成為君王
[00:03:19.920 --> 00:03:21.640]  成為彌賽亞
[00:03:21.640 --> 00:03:23.000]  接著祂說到
[00:03:23.000 --> 00:03:25.120]  這就是神預立人的欺憐
[00:03:25.120 --> 00:03:28.680]  欺憐的意思就是末世開始來了
[00:03:28.680 --> 00:03:31.720]  在這裡的經文裡面
[00:03:31.720 --> 00:03:33.240]  有四種人
[00:03:33.240 --> 00:03:34.560]  就是貧窮
[00:03:34.560 --> 00:03:35.440]  秘魯
[00:03:35.440 --> 00:03:36.200]  黑眼
[00:03:36.200 --> 00:03:37.240]  受壓制
[00:03:37.240 --> 00:03:40.200]  這四種不是指四類不同的人
[00:03:40.200 --> 00:03:41.320]  其實都是同一種人
[00:03:41.320 --> 00:03:43.120]  就是被欺壓的人
[00:03:43.120 --> 00:03:44.840]  當時的背景是什麼呢?
[00:03:44.840 --> 00:03:50.800]  猶太人他們是在羅馬政府的管治之下
[00:03:50.800 --> 00:03:53.800]  如果我們知道
[00:03:53.800 --> 00:03:56.200]  猶太人因為不斷地背叛神
[00:03:56.200 --> 00:03:58.600]  神透過很多先知提醒他們責備他們
[00:03:58.600 --> 00:03:59.560]  他們沒有反省
[00:03:59.560 --> 00:04:03.240]  結果神很無奈地容讓他們國家被擄
[00:04:03.240 --> 00:04:04.760]  以致他們有反省
[00:04:04.760 --> 00:04:06.880]  當耶穌讀這段經文的時候
[00:04:06.880 --> 00:04:08.720]  他們是被羅馬政府統治著
[00:04:08.720 --> 00:04:10.560]  這群人是活在困苦當中
[00:04:10.560 --> 00:04:12.680]  他們很想得到釋放
[00:04:12.680 --> 00:04:14.320]  於是耶穌就說
[00:04:14.320 --> 00:04:17.400]  我會實踐這個信息
[00:04:17.400 --> 00:04:20.000]  我們逐一了解一下
[00:04:20.000 --> 00:04:23.600]  第一就是我要傳福音給貧窮的人
[00:04:23.600 --> 00:04:27.200]  這個貧窮的人是什麼意思呢?
[00:04:27.200 --> 00:04:30.800]  貧窮的時候是指兩方面
[00:04:30.800 --> 00:04:33.440]  第一就是靈裡面貧窮
[00:04:33.440 --> 00:04:35.760]  如果我們有機會去以色列的時候
[00:04:35.760 --> 00:04:37.160]  就會去一個地方
[00:04:37.160 --> 00:04:38.880]  就叫做伯福山
[00:04:38.880 --> 00:04:42.840]  耶穌曾經說天國的律法
[00:04:42.840 --> 00:04:44.160]  有八種福氣
[00:04:44.160 --> 00:04:45.280]  第七種福氣是什麼呢?
[00:04:45.280 --> 00:04:47.160]  虛心的人有福了
[00:04:47.160 --> 00:04:48.880]  因為天國是貪門的
[00:04:48.880 --> 00:04:53.000]  留意虛心的人原文的意思是什麼呢?
[00:04:53.000 --> 00:04:55.480]  靈裡面貧窮的人
[00:04:55.480 --> 00:04:57.320]  poor in the spirit
[00:04:57.320 --> 00:05:00.400]  你內裡面覺得自己很不足
[00:05:00.400 --> 00:05:02.360]  很窮乏的時候
[00:05:02.360 --> 00:05:04.520]  你就有一個渴慕追求神的心
[00:05:04.520 --> 00:05:06.600]  如果有人以為自己很棒
[00:05:06.600 --> 00:05:07.360]  我很豐盛
[00:05:07.360 --> 00:05:08.320]  我有很多錢
[00:05:08.320 --> 00:05:09.400]  我又有社會地位
[00:05:09.400 --> 00:05:10.960]  我何須要聽這個福音呢?
[00:05:10.960 --> 00:05:13.960]  他就會拒絕這個救贖
[00:05:14.480 --> 00:05:16.520]  所以一個靈裡面貧窮的人
[00:05:16.520 --> 00:05:19.000]  才會得到天國的福分
[00:05:19.000 --> 00:05:20.840]  我期望我們每一個基督徒
[00:05:20.840 --> 00:05:22.640]  都會仍然覺得我們靈裡面貧窮
[00:05:22.640 --> 00:05:24.520]  於是我們才會去追求
[00:05:24.520 --> 00:05:26.960]  還有就是實質裡面貧窮的人
[00:05:26.960 --> 00:05:29.000]  你留意到貧窮的人
[00:05:29.000 --> 00:05:30.440]  往往被人看不起
[00:05:30.440 --> 00:05:31.280]  被人輕視
[00:05:31.280 --> 00:05:32.360]  被人侮辱
[00:05:32.360 --> 00:05:35.640]  所以如果有人有愛心去幫助他的時候
[00:05:35.640 --> 00:05:37.640]  就讓他很深體會到
[00:05:37.640 --> 00:05:38.520]  原來
[00:05:38.520 --> 00:05:41.440]  我也是被人關顧的
[00:05:41.440 --> 00:05:43.720]  一個貧窮的人
[00:05:43.960 --> 00:05:44.960]  如果他相信耶穌
[00:05:44.960 --> 00:05:46.440]  他會知道雖然我貧窮
[00:05:46.440 --> 00:05:48.520]  但是原來我們的救贖主
[00:05:48.520 --> 00:05:49.960]  也為我而去死
[00:05:49.960 --> 00:05:51.920]  他的自信就會回來了
[00:05:51.920 --> 00:05:54.080]  貧窮的人是沒有特權的
[00:05:54.080 --> 00:05:54.800]  你知不知道?
[00:05:54.800 --> 00:05:56.080]  今天在我當中
[00:05:56.080 --> 00:05:57.840]  也不是貧窮的人在我們裡面
[00:05:57.840 --> 00:05:59.760]  我相信當你坐飛機的時候
[00:05:59.760 --> 00:06:00.840]  你有一支東西
[00:06:00.840 --> 00:06:03.160]  有200毫升的
[00:06:03.160 --> 00:06:04.840]  我相信你不能夠帶走的
[00:06:04.840 --> 00:06:05.480]  是不是?
[00:06:05.480 --> 00:06:06.640]  你就會說
[00:06:06.640 --> 00:06:07.800]  我是名堂的會友
[00:06:07.800 --> 00:06:09.320]  一樣死一樣要扔走的
[00:06:09.320 --> 00:06:10.040]  是不是?
[00:06:10.040 --> 00:06:11.800]  但是如果你有特權的時候
[00:06:11.800 --> 00:06:12.400]  你就不同了
[00:06:12.400 --> 00:06:13.600]  你就可以帶走了
[00:06:14.000 --> 00:06:15.040]  所以你會留意到
[00:06:15.040 --> 00:06:16.320]  原來貧窮的人
[00:06:16.320 --> 00:06:17.400]  就是被輕視
[00:06:17.400 --> 00:06:19.000]  被人侮辱的
[00:06:19.000 --> 00:06:20.520]  但是耶穌說
[00:06:20.520 --> 00:06:21.560]  我就是要
[00:06:21.560 --> 00:06:23.320]  跟這些貧窮的人
[00:06:23.320 --> 00:06:24.280]  來分享
[00:06:24.280 --> 00:06:26.920]  耶穌不單單跟有錢人來交往
[00:06:26.920 --> 00:06:30.840]  祂更加跟那些被人藐視的貧窮人
[00:06:30.840 --> 00:06:32.520]  來在一起
[00:06:32.520 --> 00:06:34.320]  這個我們要去感恩
[00:06:34.320 --> 00:06:37.280]  所以傳福音不僅是向有錢人傳
[00:06:37.280 --> 00:06:39.280]  同樣是向貧窮的人傳
[00:06:39.280 --> 00:06:39.960]  第二
[00:06:39.960 --> 00:06:42.680]  福音是使得被擄的得到釋放
[00:06:42.920 --> 00:06:45.160]  我們每一個信主的人都會知道
[00:06:45.160 --> 00:06:46.400]  原來我們未信主之前
[00:06:46.400 --> 00:06:48.280]  我們是被魔鬼來核製
[00:06:48.280 --> 00:06:49.680]  我們被口德誘惑
[00:06:49.680 --> 00:06:52.560]  我們沒有能力去抗拒罪惡
[00:06:52.560 --> 00:06:54.560]  我們知道什麼是對的
[00:06:54.560 --> 00:06:57.040]  但是往往我們做不出來的
[00:06:57.040 --> 00:07:00.560]  所以我們要求神幫助我們
[00:07:00.560 --> 00:07:04.040]  叫我們懂得如何去面對這些事情
[00:07:04.040 --> 00:07:07.520]  原來真理是使得我們得到自由
[00:07:07.520 --> 00:07:09.680]  主耶穌在《約翰福音》第八章
[00:07:09.680 --> 00:07:10.920]  第32節說到
[00:07:11.160 --> 00:07:14.120]  今天你們必定要得到真理
[00:07:14.120 --> 00:07:16.160]  真理是使得你們得到自由
[00:07:16.160 --> 00:07:17.960]  當我們信主的時候
[00:07:17.960 --> 00:07:20.200]  我們一樣會面對誘惑、試探
[00:07:20.200 --> 00:07:23.960]  但是我們有能力去抗拒誘惑
[00:07:23.960 --> 00:07:25.720]  以致我們不是那麼容易犯錯
[00:07:25.720 --> 00:07:27.200]  在這個世界裡面
[00:07:27.200 --> 00:07:29.000]  我們看到很多人被很多東西核製
[00:07:29.000 --> 00:07:29.920]  他們失去了自由
[00:07:29.920 --> 00:07:31.640]  有些人被賭博來核製
[00:07:31.640 --> 00:07:33.600]  以致他們傾家蕩產
[00:07:33.600 --> 00:07:35.760]  有些人可能被軟性毒品
[00:07:35.760 --> 00:07:38.000]  或者一些網址來核製
[00:07:38.000 --> 00:07:39.560]  就算今天在我們當中
[00:07:39.560 --> 00:07:40.600]  包括我自己坐下來
[00:07:40.600 --> 00:07:42.240]  有時候我們也會被一些東西核製
[00:07:42.240 --> 00:07:42.840]  就是什麼呢?
[00:07:42.840 --> 00:07:44.240]  就是今天的電話
[00:07:44.240 --> 00:07:45.880]  我們記不可失的
[00:07:45.880 --> 00:07:48.440]  失去了電話我們就會暈眩
[00:07:48.440 --> 00:07:53.200]  但是神是幫助我們脫離這個困壓
[00:07:53.200 --> 00:07:54.880]  福音中耶穌說
[00:07:54.880 --> 00:07:56.960]  「我使核硬的得到看見」
[00:07:56.960 --> 00:07:58.880]  耶穌在世的時候
[00:07:58.880 --> 00:08:00.760]  是治療了幾個盲眼的人
[00:08:00.760 --> 00:08:03.280]  包括一個叫巴底瑪的乞丐
[00:08:03.280 --> 00:08:05.240]  或者一個生來核硬的人
[00:08:05.240 --> 00:08:06.560]  但是也只有幾個
[00:08:06.560 --> 00:08:08.080]  但是耶穌所說
[00:08:08.080 --> 00:08:10.000]  「我使核硬的得到看見」是什麼呢?
[00:08:10.400 --> 00:08:12.880]  就是原來人心靈的眼睛
[00:08:12.880 --> 00:08:17.360]  是被世界之神蒙蔽了
[00:08:17.360 --> 00:08:20.080]  我們很快地讀哥林多號書第四章第四節
[00:08:20.080 --> 00:08:20.960]  我們一起來讀出
[00:08:20.960 --> 00:08:22.880]  「此等不信之人
[00:08:22.880 --> 00:08:24.600]  被這世界的神
[00:08:24.600 --> 00:08:26.240]  淪陷了心眼」
[00:08:26.240 --> 00:08:27.160]  是什麼意思呢?
[00:08:27.160 --> 00:08:29.280]  你看到今天有些年輕人
[00:08:29.280 --> 00:08:30.800]  可能為了錢
[00:08:30.800 --> 00:08:32.320]  他們放棄了很多東西
[00:08:32.320 --> 00:08:34.080]  特別是快要暑假了
[00:08:34.080 --> 00:08:36.000]  更加多人受誘惑
[00:08:36.000 --> 00:08:38.040]  有些人可能為了賺快錢
[00:08:38.040 --> 00:08:39.200]  出賣自己的身體
[00:08:39.200 --> 00:08:40.800]  沒有理會自己未來
[00:08:40.800 --> 00:08:42.040]  以後的日子
[00:08:42.040 --> 00:08:43.360]  可能是很坎坷的
[00:08:43.360 --> 00:08:45.360]  有些人可能是收兩三萬塊錢
[00:08:45.360 --> 00:08:46.800]  為別人來運毒品
[00:08:46.800 --> 00:08:47.920]  去到外地裡面
[00:08:47.920 --> 00:08:49.440]  結果可能被別人抓了
[00:08:49.440 --> 00:08:50.840]  要判終身監禁
[00:08:50.840 --> 00:08:54.040]  有些人可能為了一點點錢的時候
[00:08:54.040 --> 00:08:56.040]  帶一些貨物
[00:08:56.040 --> 00:08:57.200]  但是要打稅的
[00:08:57.200 --> 00:08:58.080]  回國內
[00:08:58.080 --> 00:08:59.680]  希望能夠走幾趟
[00:08:59.680 --> 00:09:03.600]  有時候人就是為了這些東西
[00:09:03.600 --> 00:09:05.080]  他們心靈的眼睛
[00:09:05.080 --> 00:09:06.040]  蒙蔽了
[00:09:06.040 --> 00:09:07.480]  於是他們怎麼樣呢?
[00:09:07.760 --> 00:09:10.680]  他們就會來大去犯錯
[00:09:10.680 --> 00:09:12.720]  但是當你信主的時候
[00:09:12.720 --> 00:09:14.240]  你知道什麼是真正有價值的
[00:09:14.240 --> 00:09:16.240]  剛剛過去幾天
[00:09:16.240 --> 00:09:19.560]  就去了國內裡面的一個地方
[00:09:19.560 --> 00:09:21.280]  茂名裡面有傳福音
[00:09:21.280 --> 00:09:23.440]  那個司機載我們的時候
[00:09:23.440 --> 00:09:24.800]  他還沒相信耶穌
[00:09:24.800 --> 00:09:25.760]  後來他也問
[00:09:25.760 --> 00:09:26.960]  你們很奇怪
[00:09:26.960 --> 00:09:27.920]  你們有沒有錢收?
[00:09:27.920 --> 00:09:28.720]  我們沒有的
[00:09:28.720 --> 00:09:30.000]  我們還要拿錢上來
[00:09:30.000 --> 00:09:32.280]  你做了這些事情
[00:09:32.280 --> 00:09:34.400]  他會覺得你很傻
[00:09:34.400 --> 00:09:37.040]  為什麼你們會這樣來大去呢?
[00:09:37.040 --> 00:09:38.480]  因為原來包一輛車
[00:09:38.480 --> 00:09:40.320]  那幾天要給四千八百塊的
[00:09:40.320 --> 00:09:41.720]  也挺厲害的
[00:09:41.720 --> 00:09:43.600]  而且大家知道茂名在哪裡嗎?
[00:09:43.600 --> 00:09:45.200]  是靠近海南島那邊的
[00:09:45.200 --> 00:09:46.160]  廣東省
[00:09:46.160 --> 00:09:48.400]  是在羅湖坐八個小時的車
[00:09:48.400 --> 00:09:50.720]  我心想八個小時我應該已經到了澳洲了
[00:09:50.720 --> 00:09:53.120]  但原來我還在廣東省
[00:09:53.120 --> 00:09:54.640]  就是這樣
[00:09:54.640 --> 00:09:56.480]  但是問題就是
[00:09:56.480 --> 00:09:58.960]  不信的人是很難接受到
[00:09:58.960 --> 00:10:00.600]  為什麼基督徒會做這些事情
[00:10:00.600 --> 00:10:04.440]  但是我很深信就是我們心靈的眼睛開通了
[00:10:04.440 --> 00:10:06.400]  以致我們知道什麼是有價值的
[00:10:06.840 --> 00:10:09.160]  主耶穌說:我就是世界的光
[00:10:09.160 --> 00:10:11.360]  跟隨我的就是不再黑暗裡走
[00:10:11.360 --> 00:10:12.880]  他得著這個光
[00:10:12.880 --> 00:10:14.640]  我們的神引導我們
[00:10:14.640 --> 00:10:16.720]  還有就是福音寫道
[00:10:16.720 --> 00:10:19.080]  受壓制的得到自由
[00:10:19.080 --> 00:10:21.160]  當時有很多人被壓制
[00:10:21.160 --> 00:10:23.040]  當時有奴隸的制度
[00:10:23.040 --> 00:10:24.560]  奴隸的制度
[00:10:24.560 --> 00:10:26.120]  奴隸是被剝削的
[00:10:26.120 --> 00:10:27.440]  新約有一本書
[00:10:27.440 --> 00:10:28.040]  不知道大家有沒有看
[00:10:28.040 --> 00:10:28.640]  很簡單的
[00:10:28.640 --> 00:10:30.080]  幾分鐘就可以看完一本書
[00:10:30.080 --> 00:10:31.680]  那本書叫做《肥利門書》
[00:10:31.680 --> 00:10:33.880]  有一個奴隸叫做亞尼西姆
[00:10:33.880 --> 00:10:35.160]  他逃離了主人的家
[00:10:35.160 --> 00:10:37.160]  後來他竟然遇到保羅,信了耶穌
[00:10:37.160 --> 00:10:39.160]  保羅叫他回去主人那裡
[00:10:39.160 --> 00:10:41.160]  再被迫剝削
[00:10:41.160 --> 00:10:43.160]  但是也寫了一本書給主人
[00:10:43.160 --> 00:10:44.160]  就叫做《肥利門》
[00:10:44.160 --> 00:10:47.000]  就叫他:你要好好善待你的僕人
[00:10:47.000 --> 00:10:49.600]  他不僅僅是你的奴隸
[00:10:49.600 --> 00:10:51.480]  他更加是你的弟兄
[00:10:51.480 --> 00:10:52.920]  因為他已經是主裡面
[00:10:52.920 --> 00:10:55.160]  但是他得著這個救贖
[00:10:55.160 --> 00:10:57.160]  而今天
[00:10:57.160 --> 00:11:00.040]  我們有很多人在那個壓制裡面
[00:11:00.040 --> 00:11:02.680]  我們沒有為他們發出呼聲
[00:11:02.680 --> 00:11:04.400]  你留意到以上這幾點
[00:11:04.880 --> 00:11:06.880]  「傳福音給貧窮的人」
[00:11:06.880 --> 00:11:09.880]  「叫傷心的人得著安慰」
[00:11:09.880 --> 00:11:12.480]  「使被擄的得著釋放」
[00:11:12.480 --> 00:11:15.880]  「乞眼的得到重見光明」
[00:11:15.880 --> 00:11:18.680]  「使受壓制的得到自由」
[00:11:18.680 --> 00:11:20.680]  這是福音的內涵
[00:11:20.680 --> 00:11:22.480]  我們傳福音的時候
[00:11:22.480 --> 00:11:24.880]  我們要帶著這個意識
[00:11:24.880 --> 00:11:26.280]  去幫助別人
[00:11:26.280 --> 00:11:28.080]  叫他生命有改變
[00:11:28.080 --> 00:11:29.880]  叫他價值觀可以有改變
[00:11:29.880 --> 00:11:31.280]  而不僅僅是簡單地說
[00:11:31.280 --> 00:11:32.480]  信耶穌上天堂
[00:11:32.480 --> 00:11:33.480]  不信耶穌到地獄
[00:11:34.280 --> 00:11:35.680]  如果只是這樣的話
[00:11:35.680 --> 00:11:37.880]  難怪這麼多脆弱的基督徒
[00:11:37.880 --> 00:11:41.080]  所以今天我們無論是做傳福音
[00:11:41.080 --> 00:11:42.680]  還是做猜拳的人
[00:11:42.680 --> 00:11:44.880]  是需要反省的一件事
[00:11:44.880 --> 00:11:45.880]  好了
[00:11:45.880 --> 00:11:47.080]  但是很糟糕
[00:11:47.080 --> 00:11:50.680]  就是那些聽眾有固有的
[00:11:50.680 --> 00:11:52.680]  一個幻感的觀念
[00:11:52.680 --> 00:11:54.280]  他們接受不了耶穌
[00:11:54.280 --> 00:11:56.080]  耶穌讀完這段經文之後
[00:11:56.080 --> 00:11:57.880]  就再說一句話
[00:11:57.880 --> 00:12:00.280]  《路加福音》第四章第二十一節
[00:12:00.280 --> 00:12:01.680]  我們一起來讀出
[00:12:01.880 --> 00:12:07.480]  耶穌對他們說:今天這經應驗在你們耳中了
[00:12:07.480 --> 00:12:07.880]  好了
[00:12:07.880 --> 00:12:09.280]  當耶穌一說這句話的時候
[00:12:09.280 --> 00:12:10.280]  有什麼反應呢?
[00:12:10.280 --> 00:12:11.280]  我們沒有打出來
[00:12:11.280 --> 00:12:12.480]  如果大家有看就知道了
[00:12:12.480 --> 00:12:15.080]  當時有一部分的人來讚賞
[00:12:15.080 --> 00:12:16.480]  哎呀,感恩啊
[00:12:16.480 --> 00:12:18.480]  就是彌賽真的來到我們當中
[00:12:18.480 --> 00:12:19.880]  但是這是小部分的
[00:12:19.880 --> 00:12:22.080]  大部分人怎麼說呢?
[00:12:22.080 --> 00:12:23.480]  不是吧?
[00:12:23.480 --> 00:12:24.880]  你現在說什麼呢?
[00:12:24.880 --> 00:12:26.480]  那是拿撒勒
[00:12:26.480 --> 00:12:28.280]  是耶穌成長的地方
[00:12:28.280 --> 00:12:30.880]  誰說你是木匠的兒子呢?
[00:12:31.280 --> 00:12:32.680]  你是鬥木匠的兒子
[00:12:32.680 --> 00:12:34.080]  我看著你長大的
[00:12:34.080 --> 00:12:36.280]  你怎麼可以說自己就是彌賽呢?
[00:12:36.280 --> 00:12:37.880]  你說什麼呢?
[00:12:37.880 --> 00:12:40.080]  那些人快要否定了
[00:12:40.080 --> 00:12:42.880]  於是耶穌又說了一句話
[00:12:42.880 --> 00:12:44.480]  我們一起來讀
[00:12:44.480 --> 00:12:54.480]  耶穌引申出來的是什麼呢?
[00:12:54.480 --> 00:12:56.880]  就是今天我會被拒絕
[00:12:56.880 --> 00:12:59.280]  如果用我們的母語
[00:12:59.280 --> 00:13:00.280]  用廣東話說的話
[00:13:00.280 --> 00:13:01.280]  就很簡單的
[00:13:01.280 --> 00:13:02.480]  一說就明白了
[00:13:02.480 --> 00:13:03.480]  這句話
[00:13:03.480 --> 00:13:05.280]  先知在自己的本鄉裡面
[00:13:05.280 --> 00:13:07.080]  是不被重視的意思是什麼呢?
[00:13:07.080 --> 00:13:10.480]  就是今天本地疆是怎麼樣的呢?
[00:13:10.480 --> 00:13:13.280]  咦,大家是不是很會母語呢?
[00:13:13.280 --> 00:13:15.080]  本地疆下面那句是什麼呢?
[00:13:15.080 --> 00:13:16.480]  不辣啊
[00:13:16.480 --> 00:13:17.880]  大家就明白為什麼了
[00:13:17.880 --> 00:13:21.480]  原來本土的人是不被重視的
[00:13:21.480 --> 00:13:23.680]  他們就否定耶穌
[00:13:23.680 --> 00:13:25.280]  甚至待會我們會看
[00:13:25.280 --> 00:13:26.880]  要迫害耶穌
[00:13:26.880 --> 00:13:29.480]  當這群人要否定耶穌的時候
[00:13:29.480 --> 00:13:31.880]  耶穌就引出一個很重要的真理
[00:13:31.880 --> 00:13:35.680]  救贖是恩及萬民
[00:13:35.680 --> 00:13:39.080]  不是只給猶太人的
[00:13:39.080 --> 00:13:41.480]  是給每一個人的
[00:13:41.480 --> 00:13:44.480]  求神來幫助我們,好嗎?
[00:13:44.480 --> 00:13:48.480]  好了,耶穌就來帶出兩個信息
[00:13:48.480 --> 00:13:51.480]  王姑娘幫我留意一下,好嗎?
[00:13:51.480 --> 00:13:53.480]  按PowerPoint吧
[00:13:53.480 --> 00:13:57.880]  今天我們會留意到一個信息是什麼呢?
[00:13:58.280 --> 00:14:01.480]  就是耶穌引用兩個事例
[00:14:01.480 --> 00:14:03.880]  這兩個事例他們很熟悉
[00:14:03.880 --> 00:14:06.280]  而且這兩個人物是他們備受尊敬的
[00:14:06.280 --> 00:14:09.480]  就是以利亞和以利沙兩位先知
[00:14:09.480 --> 00:14:11.480]  他引用這兩個事例
[00:14:11.480 --> 00:14:16.080]  就是帶出今天福音同樣可以給外族人士
[00:14:16.080 --> 00:14:19.680]  我們先來看看第四章二十五、二十六兩節
[00:14:19.680 --> 00:14:21.480]  時間問題我們不讀出來了
[00:14:21.480 --> 00:14:24.480]  以利亞他曾經宣告
[00:14:24.480 --> 00:14:27.480]  三年多如果我不去祈禱
[00:14:27.480 --> 00:14:28.480]  就不會有下雨
[00:14:28.480 --> 00:14:30.480]  在乾旱的時候
[00:14:30.480 --> 00:14:35.480]  神叫以利亞去投靠在外邦的地方
[00:14:35.480 --> 00:14:39.080]  在西頓撒勒伐的寡婦
[00:14:39.080 --> 00:14:41.480]  聖經裡面,耶穌說
