
[00:00:00.000 --> 00:00:03.240]  外面是炎寒的天氣
[00:02:08.120 --> 00:02:13.960]  歷史是間接沉重又複雜
[00:02:13.960 --> 00:02:15.200]  所以很難讀
[00:02:15.200 --> 00:02:16.520]  記名字都記不清楚
[00:02:16.520 --> 00:02:19.400]  預言又難解
[00:02:19.400 --> 00:02:22.360]  於是歷史加上預言
[00:02:22.360 --> 00:02:25.480]  所以一般來說我們很少認真去研讀
[00:02:25.480 --> 00:02:28.480]  代理書很特別
[00:02:28.480 --> 00:02:30.640]  我們很熟悉代理書的故事
[00:02:30.640 --> 00:02:32.760]  就是代理書十二章
[00:02:32.760 --> 00:02:35.520]  頭六章很典型 講歷史
[00:02:35.520 --> 00:02:38.240]  後六章講預言
[00:02:38.240 --> 00:02:41.760]  於是我們很熟悉代理書所講的歷史
[00:02:41.760 --> 00:02:45.840]  剛才主席說在讀出那段經文
[00:02:45.840 --> 00:02:50.640]  那段經文是大家很熟悉的一段歷史
[00:02:50.640 --> 00:02:57.040]  我將代理當年如何面對一個政治集團
[00:02:57.040 --> 00:02:58.280]  對它的圍攻
[00:02:58.280 --> 00:03:00.480]  如何應對呢
[00:03:00.480 --> 00:03:03.120]  就是用信仰的恆常
[00:03:03.120 --> 00:03:06.280]  去應對世代的無常
[00:03:06.280 --> 00:03:13.640]  剛才主席讀到一段很特別的歷史
[00:03:13.640 --> 00:03:16.240]  這段歷史又要認識
[00:03:16.240 --> 00:03:18.920]  猶太國被巴比倫所滅
[00:03:18.920 --> 00:03:21.520]  巴比倫王英明神武
[00:03:21.520 --> 00:03:26.080]  他是選擇了猶太人當中一班青年才俊
[00:03:26.080 --> 00:03:29.360]  有品德
[00:03:29.360 --> 00:03:30.520]  又有容貌
[00:03:30.520 --> 00:03:33.320]  又很精明的年輕人
[00:03:33.320 --> 00:03:35.920]  作為用行政官員的訓練
[00:03:35.920 --> 00:03:38.320]  而帶領他的好朋友
[00:03:38.320 --> 00:03:39.680]  特別是三位好朋友
[00:03:39.680 --> 00:03:41.440]  大家很熟悉的名字
[00:03:41.440 --> 00:03:45.080]  薩德拉 米薩 阿佛尼戈
[00:03:45.080 --> 00:03:46.280]  修為己用
[00:03:46.280 --> 00:03:48.880]  訓練成為一個行政的專才
[00:03:48.880 --> 00:03:54.000]  當中都有很多政治的衝擊
[00:03:54.000 --> 00:03:56.680]  特別是巴比倫王
[00:03:56.680 --> 00:03:58.120]  做了一個大金像
[00:03:58.120 --> 00:03:59.000]  一定會向屈膝
[00:03:59.000 --> 00:04:02.120]  不向屈膝就扔到火搖當中
[00:04:02.120 --> 00:04:04.600]  所以歷史是不斷重演的
[00:04:04.600 --> 00:04:05.760]  薩德拉 米薩 阿佛尼戈
[00:04:05.760 --> 00:04:09.320]  當年因為不肯向金像屈膝
[00:04:09.320 --> 00:04:11.680]  於是被送進火搖
[00:04:11.680 --> 00:04:15.280]  要活活燒死
[00:04:15.280 --> 00:04:17.920]  當時三人說了一句說話
[00:04:17.920 --> 00:04:19.240]  在我青年時代
[00:04:19.240 --> 00:04:22.880]  這句經文很震撼
[00:04:22.880 --> 00:04:25.280]  「我信我神會救我」
[00:04:25.280 --> 00:04:27.280]  「即或不言」
[00:04:27.280 --> 00:04:29.320]  「If not, so what?」
[00:04:29.320 --> 00:04:31.120]  「就算不救」
[00:04:31.120 --> 00:04:34.560]  「我都不向你的金像屈膝」
[00:04:34.560 --> 00:04:36.800]  這是信仰那種的底線
[00:04:36.800 --> 00:04:37.440]  見證
[00:04:37.440 --> 00:04:38.800]  很特別
[00:04:38.800 --> 00:04:41.360]  神救了他們
[00:04:41.360 --> 00:04:43.520]  後來巴比倫慢慢
[00:04:43.520 --> 00:04:46.520]  這個皇朝很特別的四大文明古國
[00:04:46.520 --> 00:04:48.600]  即現在的伊拉克
[00:04:48.600 --> 00:04:53.200]  也很快衰落一個新興的帝國
[00:04:53.200 --> 00:04:54.200]  叫做波斯
[00:04:54.200 --> 00:04:57.720]  波斯後來吞併了馬代
[00:04:57.720 --> 00:04:59.960]  所以你看歷史就叫做波斯馬代
[00:04:59.960 --> 00:05:01.520]  馬代波斯
[00:05:01.520 --> 00:05:02.840]  為甚麼又留下馬代呢
[00:05:02.840 --> 00:05:06.480]  因為馬代是波斯王的外公
[00:05:06.480 --> 00:05:08.360]  所以是吞併了的
[00:05:08.360 --> 00:05:11.640]  於是就合而為一叫波斯馬代
[00:05:11.640 --> 00:05:12.760]  這個新興的帝國
[00:05:12.760 --> 00:05:14.360]  也都很快
[00:05:14.360 --> 00:05:19.440]  是一夜之間攻陷了巴比倫
[00:05:19.440 --> 00:05:23.200]  於是巴比倫又成為一個亡國
[00:05:23.200 --> 00:05:24.320]  很特別的大義理由
[00:05:24.320 --> 00:05:26.000]  因為他太過出色
[00:05:26.000 --> 00:05:29.040]  他當時是巴比倫帝國當中
[00:05:29.040 --> 00:05:30.120]  一個中流砥柱
[00:05:30.120 --> 00:05:34.320]  所以波斯王大利烏
[00:05:34.320 --> 00:05:38.720]  也都重用這個那麼優秀的老人家
[00:05:38.720 --> 00:05:40.880]  因為當時你已經八十多歲
[00:05:40.880 --> 00:05:43.360]  不是再青年才俊
[00:05:43.360 --> 00:05:45.920]  而當時主席就勾畫了一個
[00:05:45.920 --> 00:05:50.680]  很特別的政治行政家教徒
[00:05:50.680 --> 00:05:51.600]  大利烏王
[00:05:51.600 --> 00:05:53.960]  你看新日本叫做大流氏王
[00:05:53.960 --> 00:05:55.440]  另一個翻譯叫做古列王
[00:05:55.440 --> 00:05:56.640]  他是一個人來的
[00:05:56.640 --> 00:05:58.760]  這個歷史一定要懂
[00:05:58.760 --> 00:06:02.560]  他又將全國劃為一百二十個行政區域
[00:06:02.560 --> 00:06:03.840]  各設總督的人
[00:06:03.840 --> 00:06:06.600]  這些是地區的地方行政
[00:06:06.600 --> 00:06:08.760]  上面設三個總督
[00:06:08.760 --> 00:06:09.520]  三個總長
[00:06:09.520 --> 00:06:14.160]  這些就叫做惠烈三公
[00:06:14.160 --> 00:06:16.960]  三個就看著一百二十個
[00:06:16.960 --> 00:06:22.200]  在三個最受重用的國家棟樑當中
[00:06:22.200 --> 00:06:26.920]  大義理是最得大利烏王的重用
[00:06:26.920 --> 00:06:29.600]  一人之下 萬人之上
[00:06:29.600 --> 00:06:30.920]  包含不要忘記
[00:06:30.920 --> 00:06:33.240]  大義理是猶太人
[00:06:33.240 --> 00:06:36.080]  而是巴比倫前朝的棟樑
[00:06:36.080 --> 00:06:38.640]  所以人家所 整個馬大波梟
[00:06:38.640 --> 00:06:42.280]  整個政治集團對他圍攻
[00:06:42.280 --> 00:06:46.080]  剛才看到經文就是要參他一本
[00:06:46.080 --> 00:06:48.200]  看你有什麼措施
[00:06:48.200 --> 00:06:50.320]  找來找去找不到
[00:06:50.320 --> 00:06:52.160]  終於找到了
[00:06:52.160 --> 00:06:54.320]  在信仰上
[00:06:54.320 --> 00:06:57.480]  在他的信仰上可以找到他的問題
[00:06:57.480 --> 00:07:03.080]  原來信仰可以成為罪名的
[00:07:03.080 --> 00:07:06.920]  於是就定下了一個陰謀策略
[00:07:06.920 --> 00:07:08.840]  就向王進攻
[00:07:08.840 --> 00:07:12.960]  今時今日我們已經統一了整個區域
[00:07:12.960 --> 00:07:14.040]  王你立了條法律
[00:07:14.040 --> 00:07:18.880]  三十之內是不准任何人向人或神求神
[00:07:18.880 --> 00:07:22.360]  否則要釘進獅子坑
[00:07:22.360 --> 00:07:26.440]  這個計謀是針對大義理而來的
[00:07:26.440 --> 00:07:29.000]  英明如大利烏 不如有詐
[00:07:29.000 --> 00:07:31.440]  其實他很重用大義理的
[00:07:31.440 --> 00:07:35.400]  但仍然簽了這條法令
[00:07:35.400 --> 00:07:37.320]  蓋上這個玉璽
[00:07:37.320 --> 00:07:39.480]  金口一出不能收回了
[00:07:39.480 --> 00:07:41.560]  於是就出現了剛才
[00:07:41.560 --> 00:07:44.160]  第六章第十節說到
[00:07:44.160 --> 00:07:49.760]  大義理是身陷這個政治集團的圍攻
[00:07:49.760 --> 00:07:53.120]  怎麼算好呢
[00:07:53.120 --> 00:07:55.640]  但你知道文件上已經簽署
[00:07:55.640 --> 00:07:57.320]  進到自己的家
[00:07:57.320 --> 00:08:00.160]  在樓上的窗戶向著耶路撒冷
[00:08:00.160 --> 00:08:03.920]  一日三次 雙膝跪下
[00:08:03.920 --> 00:08:09.560]  在神的面前禱告感謝
[00:08:09.560 --> 00:08:13.080]  像平常一樣
[00:08:13.080 --> 00:08:15.480]  以信仰的恆常
[00:08:15.480 --> 00:08:20.760]  去應對一場殺身之禍
[00:08:20.760 --> 00:08:23.200]  幾何時彈義理
[00:08:23.200 --> 00:08:25.720]  沒有驚慌失措
[00:08:25.720 --> 00:08:26.840]  沒有呼朋喚友
[00:08:26.840 --> 00:08:31.800]  更加沒有用政治的權謀去應對政治的陰謀
[00:08:31.800 --> 00:08:32.960]  以他的政治能量
[00:08:32.960 --> 00:08:38.080]  大可以和大義烏王去拆穿了這個陰謀策略
[00:08:38.080 --> 00:08:39.200]  王對他的信任
[00:08:39.200 --> 00:08:42.480]  我相信仍然有反擊的力量
[00:08:42.480 --> 00:08:44.440]  但大義理就是這樣
[00:08:44.440 --> 00:08:46.160]  像平常一樣
[00:08:46.160 --> 00:08:47.680]  處之泰然
[00:08:47.680 --> 00:08:49.320]  我回去繼續祈禱
[00:08:49.320 --> 00:08:51.440]  這個就是彈義理
[00:08:51.440 --> 00:08:52.400]  在危難當中
[00:08:52.400 --> 00:08:55.720]  我的應變力就是用恆常的信仰
[00:08:55.720 --> 00:08:57.320]  所以我特別highlight了
[00:08:57.320 --> 00:09:02.560]  像平常一樣
[00:09:02.560 --> 00:09:03.880]  沒辦法了
[00:09:03.880 --> 00:09:07.880]  英明如大義烏王都知道自己中了計
[00:09:07.880 --> 00:09:08.360]  但沒辦法了
[00:09:08.360 --> 00:09:09.880]  你自己簽了
[00:09:09.880 --> 00:09:13.000]  其實他很重用彈義理
[00:09:13.000 --> 00:09:15.080]  於是將大義理帶來
[00:09:15.080 --> 00:09:18.040]  親自送到獅子坑前
[00:09:18.040 --> 00:09:19.880]  又和他講一句話
[00:09:19.880 --> 00:09:21.440]  這個說話很特別的
[00:09:21.440 --> 00:09:26.640]  王對大義理說你經常侍奉的神
[00:09:26.640 --> 00:09:29.640]  他必拯救你
[00:09:29.640 --> 00:09:33.200]  這個愉快大義理書曾經出現過
[00:09:33.200 --> 00:09:36.240]  當年沙德拉米薩亞伯尼哥
[00:09:36.240 --> 00:09:39.080]  在被送進火窯之前
[00:09:39.080 --> 00:09:41.120]  對尼布教育世王說
[00:09:41.120 --> 00:09:44.320]  我信我神也救我
[00:09:44.320 --> 00:09:45.960]  積惑不言
[00:09:45.960 --> 00:09:48.680]  我都不向你屈膝了
[00:09:48.680 --> 00:09:52.520]  這是信仰的堅貞和對神中的依靠
[00:09:52.520 --> 00:09:54.840]  大家看到大義烏王
[00:09:54.840 --> 00:09:58.320]  已經是深深受到大義理的感染
[00:09:58.320 --> 00:10:01.400]  他不是經拜神的
[00:10:01.400 --> 00:10:03.960]  但大義理的信仰力是令他受到感染
[00:10:03.960 --> 00:10:06.600]  於是王出口說
[00:10:06.600 --> 00:10:07.680]  你經常侍奉的神
[00:10:07.680 --> 00:10:11.360]  他一定拯救你的
[00:10:11.360 --> 00:10:15.640]  日子有功的感染力
[00:10:15.640 --> 00:10:18.760]  基督徒在現在的世代
[00:10:18.760 --> 00:10:20.880]  我們需要散發出一種
[00:10:20.880 --> 00:10:26.400]  被人感受到那種信仰的內涵
[00:10:26.400 --> 00:10:28.480]  那種質素
[00:10:28.480 --> 00:10:30.520]  那種生命力
[00:10:30.520 --> 00:10:33.040]  不用經常說這麼多屬靈的術語
[00:10:33.040 --> 00:10:34.760]  被人感受到
[00:10:34.760 --> 00:10:37.520]  當你有事的時候
[00:10:37.520 --> 00:10:38.800]  人家會說
[00:10:38.800 --> 00:10:42.160]  你不用怕 你是基督徒
[00:10:42.160 --> 00:10:44.200]  甚至我有很多經驗
[00:10:44.200 --> 00:10:47.560]  當我的朋友面對很困難的時候
[00:10:47.560 --> 00:10:49.120]  九龍可不可以
[00:10:49.120 --> 00:10:51.600]  你幫我祈禱一下
[00:10:51.600 --> 00:10:53.720]  他們不知道神是誰的
[00:10:53.720 --> 00:10:55.080]  在危難當中就知道
[00:10:55.080 --> 00:10:57.680]  有種信仰的能力是很重要的
[00:10:57.680 --> 00:11:00.960]  於是大義烏王也都迫於無奈
[00:11:00.960 --> 00:11:02.480]  就封了那石
[00:11:02.480 --> 00:11:04.720]  但你被送進獅子坑
[00:11:04.720 --> 00:11:07.400]  所以記載大義烏王回到皇宮是
[00:11:07.400 --> 00:11:10.320]  停止一切娛樂
[00:11:10.320 --> 00:11:15.560]  終夜失眠 記掛住大義烏
[00:11:15.560 --> 00:11:20.520]  這是他很重要的一個國家棟樑
[00:11:20.520 --> 00:11:21.360]  但更加重要
[00:11:21.360 --> 00:11:24.600]  他和大義烏之間那種感情很深厚
[00:11:24.600 --> 00:11:30.720]  萬法今後殉 仍要送進獅子坑
[00:11:30.720 --> 00:11:33.880]  第一 一早黎明
[00:11:33.880 --> 00:11:35.360]  整夜失眠的大義烏王
[00:11:35.360 --> 00:11:37.520]  都親自去到獅子坑前
[00:11:37.520 --> 00:11:38.920]  大聲呼求
[00:11:38.920 --> 00:11:40.640]  又說什麼
[00:11:40.640 --> 00:11:44.360]  永生神的僕人 但願你
[00:11:44.360 --> 00:11:46.800]  他是說永生神的僕人
[00:11:46.800 --> 00:11:50.880]  你經常侍奉的神
[00:11:50.880 --> 00:11:55.720]  我前一段經文是忽略了這個時間的詞彙
[00:11:55.720 --> 00:11:59.280]  但當我今時今日再去看的時候
[00:11:59.280 --> 00:12:02.440]  但你像平常一樣
[00:12:02.440 --> 00:12:06.600]  大義烏王兩次說到你經常侍奉的神
[00:12:06.600 --> 00:12:11.680]  都是一種信仰的恆常的力量
[00:12:11.680 --> 00:12:13.800]  在危機當中
[00:12:13.800 --> 00:12:15.840]  就見出一種很特別
[00:12:15.840 --> 00:12:18.480]  與眾不同的力量出來
[00:12:18.480 --> 00:12:22.320]  當然 這段歷史大家知道的結果
[00:12:22.320 --> 00:12:25.800]  都是喜劇來的
[00:12:25.800 --> 00:12:28.200]  大義烏平安無事那一群
[00:12:28.200 --> 00:12:31.160]  全部的奸臣就全部扔進獅子坑了
[00:12:31.160 --> 00:12:34.840]  這個真是以前小朋友唸聖經
[00:12:34.840 --> 00:12:37.920]  唸了這段經文就很開心
[00:12:37.920 --> 00:12:41.560]  好人一生平安 但你平安
[00:12:41.560 --> 00:12:42.960]  但他不只是一個好人
[00:12:42.960 --> 00:12:47.040]  他是一個經常侍奉神的人
[00:12:47.040 --> 00:12:49.120]  所以這段經文我們找到
[00:12:49.120 --> 00:12:51.600]  但你的恆常力量包含什麼呢
[00:12:51.600 --> 00:12:59.800]  常禱告 常侍奉 常信靠
[00:12:59.800 --> 00:13:02.400]  你說 我每天都祈禱的
[00:13:02.400 --> 00:13:03.640]  我每天都回教會的
[00:13:03.640 --> 00:13:09.760]  但你那種恆常信仰有沒有深度呢
[00:13:09.760 --> 00:13:14.760]  過去幾年很多 特別是年輕人
[00:13:14.760 --> 00:13:19.360]  在想事情的年輕人出走得很厲害
[00:13:19.360 --> 00:13:23.680]  很多教會的年輕人大量的流失
[00:13:23.680 --> 00:13:27.360]  因為他們有要求
[00:13:27.360 --> 00:13:32.440]  當我跟他們去交流的時候
[00:13:32.440 --> 00:13:35.000]  我們祈禱的時候
[00:13:35.000 --> 00:13:41.200]  他們都會問我幾個其實很有深度的問題
[00:13:41.200 --> 00:13:44.760]  為什麼上帝不像我預期
[00:13:44.760 --> 00:13:48.040]  我有禱告為什麼上帝不聽
[00:13:48.040 --> 00:13:50.480]  那麼多人受苦的時候
[00:13:50.480 --> 00:13:54.480]  神在哪裡呢 教會在哪裡呢
[00:13:54.480 --> 00:13:57.720]  他們有一種對生命
[00:13:57.720 --> 00:14:00.120]  有一種要求和執著
[00:14:00.120 --> 00:14:03.000]  但一種執著似乎短時間內
[00:14:03.000 --> 00:14:07.680]  他看不到一個很明顯的轉變
[00:14:07.680 --> 00:14:09.000]  年輕人很心急的
[00:14:09.000 --> 00:14:15.840]  他很希望祈禱的那一刻就見到效果
[00:14:15.840 --> 00:14:19.120]  我說弟兄姊妹們我們一起祈禱
[00:14:19.120 --> 00:14:21.520]  不過你們留意
[00:14:21.520 --> 00:14:24.760]  我們祈禱的時候最後兩句說什麼
[00:14:24.760 --> 00:14:28.840]  奉耶穌名求 阿們
[00:14:28.840 --> 00:14:32.360]  什麼叫奉耶穌名求呢
[00:14:32.360 --> 00:14:34.120]  奉耶穌名求就說
[00:14:34.120 --> 00:14:38.200]  我們是跟耶穌一起祈禱
[00:14:38.200 --> 00:14:40.080]  我們是用耶穌基督的心
[00:14:40.080 --> 00:14:44.120]  用耶穌基督的想法去祈禱的
[00:14:44.120 --> 00:14:47.120]  祈禱不是我們去點神做事
[00:14:47.120 --> 00:14:49.080]  神就這樣這樣
[00:14:49.080 --> 00:14:53.320]  祈禱就是我們要明白神的心意
[00:14:53.320 --> 00:14:55.640]  領受神的信息
[00:14:55.640 --> 00:14:57.400]  同神去同步
[00:14:57.400 --> 00:14:59.400]  當我們有些事不是很清楚
[00:14:59.400 --> 00:15:00.640]  我們就能夠
[00:15:00.640 --> 00:15:04.920]  神啊 賜我一個寧靜的心
[00:15:04.920 --> 00:15:08.520]  尼布爾說的
[00:15:08.520 --> 00:15:10.480]  知道哪些可以改變
[00:15:10.480 --> 00:15:12.200]  哪些不能改變
[00:15:12.200 --> 00:15:14.760]  賜我這樣的智慧
[00:15:14.760 --> 00:15:20.440]  這就是我們祈禱很重要的意義
[00:15:20.440 --> 00:15:22.400]  除了這三種力量
[00:15:22.400 --> 00:15:24.080]  還有什麼恆常力量呢
[00:15:24.080 --> 00:15:27.760]  想當中 我們再看多幾年經文
[00:15:27.760 --> 00:15:29.560]  常喜樂
[00:15:29.560 --> 00:15:34.320]  喜樂是教會一個經常講的話題
[00:15:34.320 --> 00:15:36.360]  任何主席 領事出來都說
[00:15:36.360 --> 00:15:38.560]  我們好有平安 好有喜樂
[00:15:38.560 --> 00:15:41.280]  不過有時候我心裡想
[00:15:41.280 --> 00:15:44.760]  你是不是真的有很多這樣的平安喜樂
[00:15:44.760 --> 00:15:47.000]  講就容易
[00:15:47.000 --> 00:15:50.240]  真正表現出一種真正的平安喜樂
[00:15:50.240 --> 00:15:54.080]  就是當眾人不平安 不喜樂的時候
[00:15:54.080 --> 00:15:56.960]  你仍然很大力地
[00:15:56.960 --> 00:16:00.440]  恆常地有平安喜樂
[00:16:00.440 --> 00:16:02.000]  所以聖經當中說
[00:16:02.000 --> 00:16:03.680]  喜樂講得最好
[00:16:03.680 --> 00:16:05.440]  那叫仕途保羅
[00:16:05.440 --> 00:16:06.840]  什麼時候寫的
[00:16:06.840 --> 00:16:09.680]  坐牢時寫的
[00:16:09.680 --> 00:16:11.720]  人生的低谷
[00:16:11.720 --> 00:16:14.760]  造就了靈性的高峰
[00:16:14.760 --> 00:16:16.720]  當他坐牢 受苦的時候
[00:16:16.720 --> 00:16:19.120]  就告訴外面的弟兄姊妹
[00:16:19.120 --> 00:16:22.000]  你們要喜樂
[00:16:22.000 --> 00:16:26.280]  這就是信仰的力量
[00:16:26.280 --> 00:16:28.040]  你們要靠主常常喜樂
[00:16:28.040 --> 00:16:30.000]  我再說 你們要喜樂
[00:16:30.000 --> 00:16:34.480]  要讓眾人知道你們謙揚的心
[00:16:34.480 --> 00:16:36.120]  為什麼不喜樂呢
[00:16:36.120 --> 00:16:39.200]  原來我們太過自我為中心
[00:16:39.200 --> 00:16:41.280]  原來謙揚的心是喜樂
[00:16:41.280 --> 00:16:44.000]  一個很重要的元素
[00:16:44.000 --> 00:16:45.240]  這些一無掛類
[00:16:45.240 --> 00:16:48.200]  這是我們經常背的經文
[00:16:48.200 --> 00:16:52.560]  但是今天我們聖人的教會
[00:16:52.560 --> 00:16:55.200]  我們心中有很多掛類
[00:16:55.200 --> 00:17:01.160]  很多東西擺不下
[00:17:01.160 --> 00:17:03.640]  喜樂
[00:17:03.640 --> 00:17:05.360]  從世界角度來講
[00:17:05.360 --> 00:17:07.360]  是一條加數
[00:17:07.360 --> 00:17:10.240]  你擁有A B C D E
[00:17:10.240 --> 00:17:10.920]  加加加上
[00:17:10.920 --> 00:17:12.640]  於是你便喜樂
[00:17:12.640 --> 00:17:13.480]  當你沒了東西的時候
[00:17:13.480 --> 00:17:14.400]  你便不喜樂
[00:17:14.400 --> 00:17:18.600]  這就是我們一般人的快樂方程式
[00:17:18.600 --> 00:17:19.760]  基督信仰
[00:17:19.760 --> 00:17:23.760]  我們有另一條追求喜樂的方程式
[00:17:23.760 --> 00:17:26.240]  是一條減數
[00:17:26.240 --> 00:17:29.600]  不要為明天憂慮
[00:17:29.600 --> 00:17:32.800]  不可含怒到日落
[00:17:32.800 --> 00:17:35.120]  不要以自我為中心
[00:17:35.120 --> 00:17:38.480]  垂怨為首作做人的僕人
[00:17:38.480 --> 00:17:42.240]  不要作無謂的比較
[00:17:42.240 --> 00:17:46.480]  當以基督耶穌的心為心
[00:17:46.480 --> 00:17:48.480]  減數了
[00:17:48.480 --> 00:17:51.560]  所以喜樂是我們一種生命的操練
[00:17:51.560 --> 00:17:53.560]  在無常的世代當中
[00:17:53.560 --> 00:17:54.880]  我們很快復常
[00:17:54.880 --> 00:17:58.440]  我們突然間會一下子不開心
[00:17:58.440 --> 00:18:01.360]  突然間很多事都令我沉一沉
[00:18:01.360 --> 00:18:02.960]  但我很快又反彈
[00:18:02.960 --> 00:18:04.000]  很快復原
[00:18:04.000 --> 00:18:06.640]  當我回到神裡面去領受
[00:18:06.640 --> 00:18:07.920]  當我安靜下來
[00:18:07.920 --> 00:18:10.240]  當我讀回聖經的時候
[00:18:10.240 --> 00:18:15.520]  我心中的喜樂指數又升了
[00:18:15.520 --> 00:18:18.440]  聯合國每年都有一個快樂指數調查
[00:18:18.440 --> 00:18:19.440]  很多國家都做的
[00:18:19.440 --> 00:18:22.480]  聯合國那個比較標準一點
[00:18:22.480 --> 00:18:24.360]  香港最新的調查
[00:18:24.360 --> 00:18:26.160]  去年出的
[00:18:26.160 --> 00:18:27.600]  排127
[00:18:27.600 --> 00:18:30.960]  全世界排127的快樂指數
[00:18:30.960 --> 00:18:32.720]  跌了很多
[00:18:32.720 --> 00:18:33.800]  我想明年的指數
[00:18:33.800 --> 00:18:35.920]  即是今年的情況
[00:18:35.920 --> 00:18:38.520]  都不會有什麼反彈
[00:18:38.520 --> 00:18:39.480]  最不服氣的
[00:18:39.480 --> 00:18:41.280]  在我們之前知道是誰嗎
[00:18:41.280 --> 00:18:42.040]  排126的
[00:18:42.040 --> 00:18:44.520]  那叫莫斯科俄羅斯
[00:18:44.520 --> 00:18:46.120]  俄羅斯是比較快樂的
[00:18:46.120 --> 00:18:47.960]  當然我相信明年
[00:18:47.960 --> 00:18:50.840]  我們應該是超過俄羅斯的
[00:18:50.840 --> 00:18:52.520]  因為他們沒有白當奴食
[00:18:52.520 --> 00:18:53.920]  不開心的
[00:18:53.920 --> 00:18:55.640]  上上喜樂
[00:18:55.640 --> 00:18:58.400]  簡單來說聖誕節
[00:18:58.400 --> 00:19:01.200]  我太太很喜歡走太古城
[00:19:01.200 --> 00:19:03.320]  所以昨天她開車送我過來
[00:19:03.320 --> 00:19:05.480]  我又來港島她出去購物
[00:19:05.480 --> 00:19:07.920]  她最喜歡去太古城樓下的超市
[00:19:07.920 --> 00:19:09.880]  很多東西買的
[00:19:09.880 --> 00:19:10.920]  買了很開心的
[00:19:10.920 --> 00:19:12.320]  我們出街
[00:19:12.320 --> 00:19:13.680]  我們做一個有趣的人
[00:19:13.680 --> 00:19:15.320]  出街做什麼呢
[00:19:15.320 --> 00:19:16.880]  我們就看東看西
[00:19:16.880 --> 00:19:18.520]  真的看看東西
[00:19:18.520 --> 00:19:20.480]  我們買東買西
[00:19:20.480 --> 00:19:21.480]  就吃東吃西
[00:19:21.480 --> 00:19:23.120]  那就很開心
[00:19:23.120 --> 00:19:23.760]  如果不是的
[00:19:23.760 --> 00:19:25.440]  一出街
[00:19:25.440 --> 00:19:27.800]  就怨東怨西
[00:19:27.800 --> 00:19:29.240]  就罵東罵西
[00:19:29.240 --> 00:19:30.720]  就嫌東嫌西
[00:19:30.720 --> 00:19:32.000]  那就不開心了
[00:19:32.000 --> 00:19:35.080]  所以我們生命的情操
[00:19:35.080 --> 00:19:38.680]  常傳感恩去領受每一天
[00:19:38.680 --> 00:19:39.800]  一無掛慮
[00:19:39.800 --> 00:19:41.200]  不容易做到的
[00:19:41.200 --> 00:19:46.280]  但是保羅在坐牢的時候
[00:19:46.280 --> 00:19:47.720]  他都沒有掛慮
[00:19:47.720 --> 00:19:51.080]  那我們有一點點的衝擊
[00:19:51.080 --> 00:19:53.080]  一點點的變化
[00:19:53.080 --> 00:19:55.840]  何必驚慌失措呢
[00:19:55.840 --> 00:19:58.160]  上喜樂
[00:19:58.160 --> 00:20:00.360]  說起喜樂不能不提信仰三寶
[00:20:00.360 --> 00:20:04.800]  這個貼錢就是
[00:20:04.800 --> 00:20:06.840]  常常喜樂
[00:20:06.840 --> 00:20:08.920]  不住禱告
[00:20:08.920 --> 00:20:11.560]  凡事謝恩
