
[00:00:00.000 --> 00:00:05.240]  所以今天我想和大家分享關於我們需要意象的題目
[00:05:29.400 --> 00:05:31.400]  他來一個180度的轉變
[00:05:31.400 --> 00:05:34.280]  他仍然保有一個很大的熱情
[00:05:34.280 --> 00:05:36.280]  好像很有夢想
[00:05:36.280 --> 00:05:40.120]  很有從主義來的那個意象
[00:05:40.120 --> 00:05:42.120]  然後他就為了這個意象
[00:05:42.120 --> 00:05:44.120]  一路向前衝
[00:05:44.120 --> 00:05:46.120]  鄧小妹
[00:05:46.120 --> 00:05:48.120]  我就會這樣想
[00:05:48.120 --> 00:05:50.120]  我相信這裏九成以上的人
[00:05:50.120 --> 00:05:52.120]  應該都是信了耶穌
[00:05:52.120 --> 00:05:54.120]  但你信了耶穌
[00:05:54.120 --> 00:06:00.120]  代不代表你有意象有夢想
[00:06:00.120 --> 00:06:04.120]  保羅這裏的遭遇是怎樣的呢
[00:06:04.120 --> 00:06:12.120]  當他走在大馬士革的路上的時候
[00:06:12.120 --> 00:06:14.120]  耶穌突然向他顯現
[00:06:14.120 --> 00:06:16.120]  他的情景是怎樣
[00:06:16.120 --> 00:06:18.120]  響悟的意思就是日光日白
[00:06:18.120 --> 00:06:20.120]  就是白天最旺盛的時候
[00:06:20.120 --> 00:06:22.120]  你有沒有試過這樣的日子
[00:06:22.120 --> 00:06:24.120]  走在街上
[00:06:24.120 --> 00:06:26.120]  突然間
[00:06:26.120 --> 00:06:28.120]  有一個很強的光
[00:06:28.120 --> 00:06:30.120]  比太陽的光更光
[00:06:30.120 --> 00:06:32.120]  射到他那裏
[00:06:32.120 --> 00:06:34.120]  其實當時是在說什麼
[00:06:34.120 --> 00:06:36.120]  如果你看回四行傳的前後
[00:06:36.120 --> 00:06:38.120]  你知道他在這個狀況下
[00:06:38.120 --> 00:06:40.120]  保羅是瞎了
[00:06:40.120 --> 00:06:42.120]  其實他看不到的
[00:06:42.120 --> 00:06:46.120]  但他很清楚知道耶穌向他顯現
[00:06:46.120 --> 00:06:48.120]  其實意象這個字
[00:06:48.120 --> 00:06:50.120]  就是解作顯現
[00:06:50.120 --> 00:06:52.120]  但這個顯現是不是一定
[00:06:52.120 --> 00:06:54.120]  是有圖像的呢
[00:06:54.120 --> 00:06:56.120]  是不是單純是圖像的呢
[00:06:56.120 --> 00:06:58.120]  你從保羅的遭遇來看
[00:06:58.120 --> 00:07:00.120]  其實他真的看不到耶穌
[00:07:00.120 --> 00:07:02.120]  不過他聽到
[00:07:02.120 --> 00:07:04.120]  他聽到耶穌親自跟他說
[00:07:04.120 --> 00:07:06.120]  說什麼呢
[00:07:06.120 --> 00:07:08.120]  就是說
[00:07:08.120 --> 00:07:10.120]  向他顯現他的身份
[00:07:10.120 --> 00:07:12.120]  原來這個真實的神
[00:07:12.120 --> 00:07:14.120]  就是他一直所逼迫的神
[00:07:14.120 --> 00:07:16.120]  你會看到保羅
[00:07:16.120 --> 00:07:20.120]  他有沒有決志信主
[00:07:20.120 --> 00:07:22.120]  他沒有像我們講福音的時候
[00:07:22.120 --> 00:07:24.120]  邀請人來
[00:07:24.120 --> 00:07:26.120]  第一件事就是問
[00:07:26.120 --> 00:07:28.120]  你明白我以上所講的嗎
[00:07:28.120 --> 00:07:30.120]  然後就說
[00:07:30.120 --> 00:07:32.120]  你願不願意接受耶穌基督
[00:07:32.120 --> 00:07:34.120]  成為你的人生的主宰
[00:07:34.120 --> 00:07:36.120]  救主
[00:07:36.120 --> 00:07:38.120]  他好像沒有
[00:07:38.120 --> 00:07:40.120]  但他就很自然地接受了
[00:07:40.120 --> 00:07:42.120]  接受了耶穌
[00:07:42.120 --> 00:07:44.120]  是他的救主
[00:07:44.120 --> 00:07:46.120]  但是神在這裏
[00:07:46.120 --> 00:07:48.120]  是不是就停了呢
[00:07:48.120 --> 00:07:50.120]  不是的
[00:07:50.120 --> 00:07:52.120]  他進一步改變了保羅的生命
[00:07:52.120 --> 00:07:54.120]  是將他人生的
[00:07:54.120 --> 00:07:56.120]  異象使命
[00:07:56.120 --> 00:07:58.120]  給他
[00:07:58.120 --> 00:08:00.120]  所以我就會說
[00:08:00.120 --> 00:08:02.120]  在這個過程裏面
[00:08:02.120 --> 00:08:04.120]  保羅經歷了什麼呢
[00:08:04.120 --> 00:08:06.120]  第一是救恩
[00:08:06.120 --> 00:08:08.120]  第二是經歷了
[00:08:08.120 --> 00:08:10.120]  神親自向他顯現
[00:08:10.120 --> 00:08:12.120]  並且將人生的異象使命
[00:08:12.120 --> 00:08:14.120]  給他
[00:08:14.120 --> 00:08:16.120]  所以我會這樣講
[00:08:16.120 --> 00:08:18.120]  今天我們的生命
[00:08:18.120 --> 00:08:20.120]  我們是
[00:08:20.120 --> 00:08:22.120]  很明確
[00:08:22.120 --> 00:08:24.120]  是因為信耶穌而得救的
[00:08:24.120 --> 00:08:26.120]  你很清楚的
[00:08:26.120 --> 00:08:28.120]  沒有任何附帶的條件
[00:08:28.120 --> 00:08:30.120]  但是我們是不是
[00:08:30.120 --> 00:08:32.120]  停在這裏就夠呢
[00:08:32.120 --> 00:08:34.120]  我經常想一個問題
[00:08:34.120 --> 00:08:36.120]  如果我們相信
[00:08:36.120 --> 00:08:38.120]  回到神身邊
[00:08:38.120 --> 00:08:40.120]  是一件好得無比的事
[00:08:40.120 --> 00:08:44.120]  而神也因為耶穌基督的救贖
[00:08:44.120 --> 00:08:46.120]  已經救贖了我們
[00:08:46.120 --> 00:08:48.120]  我們因為信而進入
[00:08:48.120 --> 00:08:50.120]  他的盼望裏面的時候
[00:08:50.120 --> 00:08:52.120]  為什麼我們不是馬上
[00:08:52.120 --> 00:08:54.120]  被主接回
[00:08:54.120 --> 00:08:56.120]  天家裏面
[00:08:56.120 --> 00:08:58.120]  和他一起呢
[00:08:58.120 --> 00:09:00.120]  那是好得無比的事
[00:09:00.120 --> 00:09:02.120]  但我們在地上其實會經歷很多艱難
[00:09:02.120 --> 00:09:04.120]  很多問題
[00:09:04.120 --> 00:09:06.120]  很多你不喜歡的狀況
[00:09:06.120 --> 00:09:08.120]  你會面對的
[00:09:08.120 --> 00:09:10.120]  我就想
[00:09:10.120 --> 00:09:12.120]  神不是叫我們
[00:09:12.120 --> 00:09:14.120]  馬上回到祂身邊
[00:09:14.120 --> 00:09:16.120]  祂對我們每一個信祂的人
[00:09:16.120 --> 00:09:18.120]  總是有一個
[00:09:18.120 --> 00:09:20.120]  美好的計劃
[00:09:20.120 --> 00:09:22.120]  祂對我們總是有一個
[00:09:22.120 --> 00:09:24.120]  很重要的呼召給我們
[00:09:24.120 --> 00:09:26.120]  叫我們活在這個世上
[00:09:26.120 --> 00:09:28.120]  不只是很被動地
[00:09:28.120 --> 00:09:30.120]  面對那些艱難的情況
[00:09:30.120 --> 00:09:32.120]  面對每日的生活
[00:09:32.120 --> 00:09:34.120]  面對要工作賺錢
[00:09:34.120 --> 00:09:36.120]  去過我們每日的生活
[00:09:36.120 --> 00:09:38.120]  然後幾十年之後我們就收工
[00:09:38.120 --> 00:09:42.120]  我相信神的心意不是這樣
[00:09:42.120 --> 00:09:44.120]  就好像保羅的生命
[00:09:44.120 --> 00:09:46.120]  他的生命來過180度的轉變的時候
[00:09:46.120 --> 00:09:48.120]  他不只是說
[00:09:48.120 --> 00:09:50.120]  我相信主了
[00:09:50.120 --> 00:09:52.120]  我拿著那張可以進天堂的門卷
[00:09:52.120 --> 00:09:54.120]  然後就繼續
[00:09:54.120 --> 00:09:56.120]  過他自己的生活
[00:09:56.120 --> 00:09:58.120]  神將一個很重要的
[00:09:58.120 --> 00:10:00.120]  意象給他
[00:10:00.120 --> 00:10:02.120]  叫他
[00:10:02.120 --> 00:10:04.120]  活在地上的日子裏面的時候
[00:10:04.120 --> 00:10:06.120]  他可以
[00:10:06.120 --> 00:10:08.120]  為這個意象而拼命
[00:10:08.120 --> 00:10:10.120]  所以弟兄妹
[00:10:10.120 --> 00:10:12.120]  我會這樣問大家
[00:10:12.120 --> 00:10:14.120]  我會這樣
[00:10:14.120 --> 00:10:16.120]  甚至挑戰大家
[00:10:16.120 --> 00:10:18.120]  你今天相信了主
[00:10:18.120 --> 00:10:20.120]  你有沒有了解
[00:10:20.120 --> 00:10:22.120]  神對你人生的計劃是什麼
[00:10:22.120 --> 00:10:24.120]  你有沒有想過
[00:10:24.120 --> 00:10:26.120]  神將你放在這個地上
[00:10:26.120 --> 00:10:28.120]  其實
[00:10:28.120 --> 00:10:30.120]  是可以為主去做些什麼
[00:10:30.120 --> 00:10:34.120]  你有沒有被主感動
[00:10:34.120 --> 00:10:36.120]  當你見到周圍周遭的人的時候
[00:10:36.120 --> 00:10:38.120]  你的生命
[00:10:38.120 --> 00:10:40.120]  有沒有反應
[00:10:40.120 --> 00:10:42.120]  耶穌說
[00:10:42.120 --> 00:10:44.120]  祂來
[00:10:44.120 --> 00:10:46.120]  祂來做什麼
[00:10:46.120 --> 00:10:48.120]  使人得生命
[00:10:48.120 --> 00:10:50.120]  但祂不是說到這裏就停止了
[00:10:50.120 --> 00:10:52.120]  祂不只是說
[00:10:52.120 --> 00:10:54.120]  我來是叫人得生命
[00:10:54.120 --> 00:10:56.120]  然後全停止
[00:10:56.120 --> 00:10:58.120]  祂不是
[00:10:58.120 --> 00:11:00.120]  祂還說了一句
[00:11:00.120 --> 00:11:02.120]  就是使人得什麼
[00:11:02.120 --> 00:11:04.120]  更豐盛的生命
[00:11:04.120 --> 00:11:06.120]  所以我相信一件事
[00:11:06.120 --> 00:11:08.120]  原來聖經告訴我們
[00:11:08.120 --> 00:11:10.120]  認識耶穌不只是
[00:11:10.120 --> 00:11:12.120]  讓我們有得救的盼望
[00:11:12.120 --> 00:11:14.120]  更加是讓我們的生命裏面
[00:11:14.120 --> 00:11:16.120]  能夠進入那個豐盛的裏面
[00:11:16.120 --> 00:11:18.120]  這個豐盛是什麼呢
[00:11:18.120 --> 00:11:20.120]  其實就是
[00:11:20.120 --> 00:11:22.120]  我們明白神對我們的心意
[00:11:22.120 --> 00:11:24.120]  進入去實踐
[00:11:24.120 --> 00:11:26.120]  神給我們人生的意象
[00:11:26.120 --> 00:11:30.120]  聖經在另一個地方說
[00:11:30.120 --> 00:11:32.120]  在針研說
[00:11:32.120 --> 00:11:34.120]  如果民沒有意象的話
[00:11:36.120 --> 00:11:38.120]  就會怎麼樣
[00:11:38.120 --> 00:11:40.120]  就會放肆
[00:11:40.120 --> 00:11:42.120]  放肆這個字的意思是什麼呢
[00:11:42.120 --> 00:11:46.120]  你可以解作亂來
[00:11:46.120 --> 00:11:48.120]  你可以解作
[00:11:48.120 --> 00:11:50.120]  不行在神的心意下
[00:11:50.120 --> 00:11:52.120]  所以如果我們
[00:11:52.120 --> 00:11:54.120]  生命裏面
[00:11:54.120 --> 00:11:56.120]  沒有看到神向我們顯現
[00:11:56.120 --> 00:11:58.120]  並且我們真的按照神的心意
[00:11:58.120 --> 00:12:00.120]  去進行
[00:12:00.120 --> 00:12:02.120]  行我們的生命的時候
[00:12:02.120 --> 00:12:04.120]  其實我們都有機會進入放肆的狀況
[00:12:06.120 --> 00:12:08.120]  當人不看神的心意的時候
[00:12:08.120 --> 00:12:10.120]  你猜他會怎麼樣
[00:12:10.120 --> 00:12:14.120]  他一樣會生活
[00:12:14.120 --> 00:12:16.120]  他一樣會過他每一天
[00:12:16.120 --> 00:12:18.120]  但他會怎樣過呢
[00:12:18.120 --> 00:12:20.120]  他會按照什麼方向過呢
[00:12:20.120 --> 00:12:22.120]  他會跟什麼價值來行呢
[00:12:22.120 --> 00:12:24.120]  很簡單
[00:12:24.120 --> 00:12:26.120]  最容易的就是按照我們裏面的欲望行
[00:12:26.120 --> 00:12:28.120]  我今天想要這個
[00:12:28.120 --> 00:12:30.120]  我今天想試那個
[00:12:30.120 --> 00:12:32.120]  我今天想去經驗一下那個
[00:12:32.120 --> 00:12:34.120]  那我就去
[00:12:34.120 --> 00:12:36.120]  然後你的生命
[00:12:36.120 --> 00:12:38.120]  你的資源、你的生命、你的精力
[00:12:38.120 --> 00:12:40.120]  就會用在那些地方
[00:12:40.120 --> 00:12:42.120]  又或者
[00:12:42.120 --> 00:12:44.120]  不跟自己的欲望
[00:12:44.120 --> 00:12:46.120]  不過我會跟什麼
[00:12:46.120 --> 00:12:48.120]  跟這個世界的價值取向
[00:12:48.120 --> 00:12:50.120]  所以你會發覺
[00:12:50.120 --> 00:12:52.120]  我們都會
[00:12:52.120 --> 00:12:54.120]  我們整個社會
[00:12:54.120 --> 00:12:56.120]  有時候都在說
[00:12:56.120 --> 00:12:58.120]  我們要增值
[00:12:58.120 --> 00:13:00.120]  我們要增值
[00:13:00.120 --> 00:13:02.120]  花很多時間去增值
[00:13:02.120 --> 00:13:04.120]  我們要
[00:13:04.120 --> 00:13:06.120]  很拼命建立我們的事業
[00:13:06.120 --> 00:13:08.120]  我們又
[00:13:08.120 --> 00:13:10.120]  做很多這樣的事
[00:13:10.120 --> 00:13:12.120]  鄧小平
[00:13:12.120 --> 00:13:14.120]  我不知道我們是怎麼樣
[00:13:14.120 --> 00:13:18.120]  我們人生的取向是怎麼樣
[00:13:18.120 --> 00:13:20.120]  我不是說
[00:13:20.120 --> 00:13:22.120]  你去讀書不對
[00:13:22.120 --> 00:13:24.120]  我不是說你去進修不對
[00:13:24.120 --> 00:13:26.120]  我不是說你拼命建立你的家庭不對
[00:13:26.120 --> 00:13:28.120]  不過
[00:13:28.120 --> 00:13:30.120]  我覺得除此以外
[00:13:30.120 --> 00:13:32.120]  在我們的生命裡面
[00:13:32.120 --> 00:13:34.120]  是應該有
[00:13:34.120 --> 00:13:36.120]  神的心意在
[00:13:36.120 --> 00:13:38.120]  問題是
[00:13:38.120 --> 00:13:40.120]  究竟我們今天信了主
[00:13:40.120 --> 00:13:42.120]  其實我們有沒有去尋求一下
[00:13:42.120 --> 00:13:44.120]  主想我們怎麼樣
[00:13:44.120 --> 00:13:46.120]  在我們人生
[00:13:46.120 --> 00:13:48.120]  未來的日子裡面
[00:13:48.120 --> 00:13:50.120]  在剩下不知多少年的日子裡面
[00:13:50.120 --> 00:13:52.120]  我們可以為主做什麼
[00:13:52.120 --> 00:13:54.120]  以致我們看到
[00:13:54.120 --> 00:13:56.120]  神的角度、神的心意
[00:13:56.120 --> 00:13:58.120]  就正如我們剛才的祈禱一樣
[00:13:58.120 --> 00:14:00.120]  神的角度、神的旨意
[00:14:00.120 --> 00:14:02.120]  成就在地上
[00:14:02.120 --> 00:14:04.120]  各位靖姐妹
[00:14:04.120 --> 00:14:06.120]  為什麼我今天說
[00:14:06.120 --> 00:14:08.120]  我們需要意象呢
[00:14:08.120 --> 00:14:10.120]  因為意象是叫我們的生命
[00:14:10.120 --> 00:14:12.120]  能夠轉向
[00:14:12.120 --> 00:14:14.120]  因為我們尋求神的心意
[00:14:14.120 --> 00:14:16.120]  我們尋求神
[00:14:16.120 --> 00:14:18.120]  在我們生命的計劃
[00:14:18.120 --> 00:14:20.120]  所以我們的焦點就不再是這個世界
[00:14:20.120 --> 00:14:22.120]  也不是任何的人
[00:14:22.120 --> 00:14:24.120]  而是我們的焦點會轉向
[00:14:24.120 --> 00:14:26.120]  尋求神的面
[00:14:26.120 --> 00:14:28.120]  我們重視的是神
[00:14:28.120 --> 00:14:30.120]  在我們生命裡面的旨意是怎麼樣
[00:14:30.120 --> 00:14:34.120]  所以
[00:14:34.120 --> 00:14:36.120]  靖姐妹
[00:14:36.120 --> 00:14:38.120]  如果我在這裡問一問
[00:14:38.120 --> 00:14:40.120]  有多少人其實你覺得神都很清楚
[00:14:40.120 --> 00:14:42.120]  告訴你
[00:14:42.120 --> 00:14:44.120]  我給你的那一份
[00:14:44.120 --> 00:14:46.120]  或者我給你的那個意象
[00:14:46.120 --> 00:14:48.120]  是怎樣怎樣 你知道的
[00:14:48.120 --> 00:14:50.120]  你都很清楚很明確的
[00:14:50.120 --> 00:14:52.120]  你接下來都會繼續向這個方向走
[00:14:52.120 --> 00:14:54.120]  你可不可以
[00:14:54.120 --> 00:14:56.120]  舉一隻手給我
[00:14:56.120 --> 00:14:58.120]  你清楚的 你知道的
[00:14:58.120 --> 00:15:00.120]  不是代表
[00:15:00.120 --> 00:15:02.120]  我會檢查你有沒有做
[00:15:02.120 --> 00:15:04.120]  你知道就可以了
[00:15:04.120 --> 00:15:06.120]  這些檢查的東西是那些驅魔做的
[00:15:06.120 --> 00:15:08.120]  不是我做的
[00:15:08.120 --> 00:15:10.120]  請你舉一隻手
[00:15:10.120 --> 00:15:14.120]  感謝主
[00:15:14.120 --> 00:15:16.120]  看來都有二三十隻手
[00:15:16.120 --> 00:15:18.120]  太好了
[00:15:18.120 --> 00:15:20.120]  靖姐妹我真的鼓勵你
[00:15:20.120 --> 00:15:22.120]  你未有的那些
[00:15:22.120 --> 00:15:24.120]  你要在主面前
[00:15:24.120 --> 00:15:26.120]  去求問主 去祈禱 去安靜
[00:15:26.120 --> 00:15:28.120]  去等候神對你的
[00:15:28.120 --> 00:15:30.120]  心意的顯明
[00:15:30.120 --> 00:15:32.120]  因為很重要
[00:15:32.120 --> 00:15:34.120]  正如剛才有弟兄
[00:15:34.120 --> 00:15:36.120]  他出來讀那段經文
[00:15:36.120 --> 00:15:40.120]  做生意那段經文
[00:15:40.120 --> 00:15:42.120]  靖姐妹
[00:15:42.120 --> 00:15:44.120]  你知不知道
[00:15:44.120 --> 00:15:46.120]  主
[00:15:46.120 --> 00:15:48.120]  給了你什麼
[00:15:48.120 --> 00:15:50.120]  你知不知道主
[00:15:50.120 --> 00:15:52.120]  祂給你那十兩
[00:15:52.120 --> 00:15:54.120]  請你去做生意的時候
[00:15:54.120 --> 00:15:58.120]  祂真的期盼我們
[00:15:58.120 --> 00:16:00.120]  成為那個忠心良善的僕人
[00:16:00.120 --> 00:16:02.120]  原來
[00:16:02.120 --> 00:16:04.120]  有一天我們都要
[00:16:04.120 --> 00:16:06.120]  按照剛才的經文說
[00:16:06.120 --> 00:16:10.120]  我們的主會回來
[00:16:10.120 --> 00:16:12.120]  和你算帳
[00:16:12.120 --> 00:16:16.120]  我現在不是靠客人
[00:16:16.120 --> 00:16:18.120]  因為你和我
[00:16:18.120 --> 00:16:20.120]  要被上帝算帳
[00:16:20.120 --> 00:16:22.120]  所以我們
[00:16:22.120 --> 00:16:24.120]  同舟共濟
[00:16:24.120 --> 00:16:26.120]  所以我要鼓勵大家
[00:16:26.120 --> 00:16:28.120]  我們一起
[00:16:28.120 --> 00:16:30.120]  活在神的意象
[00:16:30.120 --> 00:16:32.120]  心意底下是非常重要
[00:16:32.120 --> 00:16:36.120]  事實上
[00:16:36.120 --> 00:16:38.120]  如果你今年有來尋求營的話
[00:16:38.120 --> 00:16:40.120]  你會聽到
[00:16:40.120 --> 00:16:42.120]  神對我們整個群體
[00:16:42.120 --> 00:16:46.120]  有一個心意
[00:16:46.120 --> 00:16:48.120]  向我們展示
[00:16:48.120 --> 00:16:50.120]  整個香港
[00:16:50.120 --> 00:16:52.120]  甚至世界不同的地方
[00:16:52.120 --> 00:16:54.120]  有很多困苦流離的生命
[00:16:54.120 --> 00:16:58.120]  有些是被賣的
[00:16:58.120 --> 00:17:00.120]  有些是被擄的
[00:17:00.120 --> 00:17:04.120]  有些是很基層的
[00:17:04.120 --> 00:17:06.120]  有些是沒有人理的
[00:17:06.120 --> 00:17:10.120]  有些雖然很年輕
[00:17:10.120 --> 00:17:12.120]  是學生
[00:17:12.120 --> 00:17:14.120]  但原來背後有很多的
[00:17:14.120 --> 00:17:16.120]  困難和困鎖
[00:17:16.120 --> 00:17:18.120]  有很多不開心的狀況
[00:17:18.120 --> 00:17:22.120]  當我們尋求神的面的時候
[00:17:22.120 --> 00:17:24.120]  神就向我們整個群體
[00:17:24.120 --> 00:17:26.120]  發出這個呼籲
[00:17:26.120 --> 00:17:30.120]  你聽完之後
[00:17:30.120 --> 00:17:32.120]  你心裏有沒有感動
[00:17:32.120 --> 00:17:34.120]  原來這個是主給我們
[00:17:34.120 --> 00:17:36.120]  整個持綱群體的意象
[00:17:36.120 --> 00:17:38.120]  這是我們要走的意象
[00:17:38.120 --> 00:17:40.120]  這是主託付給我們的意象
[00:17:42.120 --> 00:17:44.120]  如果你不認識
[00:17:44.120 --> 00:17:46.120]  你不知道這是神的心意
[00:17:46.120 --> 00:17:48.120]  我告訴你
[00:17:48.120 --> 00:17:50.120]  靠我們的紀律是很難走上的
[00:17:50.120 --> 00:17:52.120]  但如果我們在禱告
[00:17:52.120 --> 00:17:54.120]  在默想
[00:17:54.120 --> 00:17:56.120]  在尋求主的面
[00:17:56.120 --> 00:17:58.120]  神將他的心意和我們分享
[00:17:58.120 --> 00:18:00.120]  我們和神的心
[00:18:00.120 --> 00:18:02.120]  有一種共鳴的時候
[00:18:02.120 --> 00:18:04.120]  你就會看見
[00:18:04.120 --> 00:18:06.120]  在這個世代裏
[00:18:06.120 --> 00:18:08.120]  有很多人在等我們去捉摸
