
[00:00:00.000 --> 00:00:03.000]  在星期五的受苦節音樂墨想崇拜當中
[00:01:38.000 --> 00:01:41.000]  也都在影響到羅馬帝國
[00:01:41.000 --> 00:01:44.000]  西方以及全世界的文化
[00:01:44.000 --> 00:01:46.000]  一個禮拜裡面七日
[00:01:46.000 --> 00:01:47.000]  而星期日
[00:01:47.000 --> 00:01:52.000]  也都是讓人從牢獄當中得釋放的日子
[00:01:52.000 --> 00:01:55.000]  主耶穌基督從死裡復活的日子
[00:01:55.000 --> 00:02:00.000]  至今仍然影響著我們全世界的運作模式
[00:02:00.000 --> 00:02:03.000]  但是主耶穌基督復活的意義
[00:02:03.000 --> 00:02:07.000]  當然不是停在讓世人有家放上面
[00:02:07.000 --> 00:02:09.000]  而是祂勝過死亡復活
[00:02:09.000 --> 00:02:13.000]  讓世人能夠有機會信靠耶穌得著救恩
[00:02:13.000 --> 00:02:15.000]  對於我們信徒來講
[00:02:15.000 --> 00:02:17.000]  主耶穌從死裡復活
[00:02:17.000 --> 00:02:19.000]  就是我們信仰
[00:02:19.000 --> 00:02:21.000]  福音信仰的核心
[00:02:21.000 --> 00:02:25.000]  正如司徒保羅在哥倫多前書十五章提到
[00:02:25.000 --> 00:02:27.000]  假如基督沒有復活的話
[00:02:27.000 --> 00:02:30.000]  我們信耶穌都是枉然的
[00:02:30.000 --> 00:02:33.000]  就算是比眾人更加可憐
[00:02:33.000 --> 00:02:36.000]  意思就是耶穌沒有復活的話
[00:02:36.000 --> 00:02:38.000]  我們信耶穌是沒有用的
[00:02:38.000 --> 00:02:39.000]  是浪費的
[00:02:39.000 --> 00:02:43.000]  那麼多其他很多道人向善的道理不選
[00:02:43.000 --> 00:02:46.000]  為什麼要選一個為了信仰而逼迫的一個道理呢
[00:02:46.000 --> 00:02:47.000]  是什麼意思呢
[00:02:47.000 --> 00:02:49.000]  有什麼意義呢
[00:02:49.000 --> 00:02:52.000]  所以主耶穌基督從死裡復活
[00:02:52.000 --> 00:02:54.000]  就完全不同了
[00:02:54.000 --> 00:02:56.000]  讓我們信仰有這個根基
[00:02:56.000 --> 00:02:58.000]  也都有這個意義
[00:02:58.000 --> 00:03:00.000]  所以今天我特別也都希望
[00:03:00.000 --> 00:03:03.000]  透過羅馬書第六章的經文
[00:03:03.000 --> 00:03:05.000]  和我們一起去重溫
[00:03:05.000 --> 00:03:07.000]  從死裡復活
[00:03:07.000 --> 00:03:11.000]  對我們今天信仰和生命的重要意義
[00:03:11.000 --> 00:03:13.000]  在我們祈禱之前
[00:03:13.000 --> 00:03:15.000]  我們先有讀這段經文
[00:03:15.000 --> 00:03:17.000]  是羅馬書第六章
[00:03:17.000 --> 00:03:20.000]  我特別選第四到第十四節
[00:03:20.000 --> 00:03:22.000]  那我們一齊來中讀
[00:03:22.000 --> 00:03:23.000]  預備起
[00:03:23.000 --> 00:03:27.000]  所以我們藉著真禮歸入死
[00:03:27.000 --> 00:03:29.000]  和他一同埋葬
[00:03:29.000 --> 00:03:34.000]  原是叫我們一舉一動有新生的樣式
[00:03:34.000 --> 00:03:39.000]  像基督藉著父的榮耀從死裡復活一樣
[00:03:39.000 --> 00:03:44.000]  我們若在他死的形狀與他聯合
[00:03:44.000 --> 00:03:49.000]  也要在他復活的形狀上與他聯合
[00:03:49.000 --> 00:03:54.000]  因為知道我們的救人和他同釘十字架
[00:03:54.000 --> 00:03:57.000]  是罪身滅絕
[00:03:57.000 --> 00:04:00.000]  叫我們不再作罪的牢符
[00:04:00.000 --> 00:04:05.000]  因為已死的人是脫離了罪
[00:04:05.000 --> 00:04:07.000]  第八節
[00:04:07.000 --> 00:04:10.000]  我們若是與基督同死
[00:04:10.000 --> 00:04:13.000]  就信必與他同活
[00:04:13.000 --> 00:04:17.000]  因為知道基督既從死裡復活
[00:04:17.000 --> 00:04:19.000]  就不再死
[00:04:19.000 --> 00:04:22.000]  死也不再作他的主了
[00:04:22.000 --> 00:04:24.000]  他死是向罪死了
[00:04:24.000 --> 00:04:26.000]  只有二一次
[00:04:26.000 --> 00:04:29.000]  他活是向神活著
[00:04:29.000 --> 00:04:34.000]  這樣你們向罪也當看自己是死的
[00:04:34.000 --> 00:04:37.000]  向神在基督耶穌裡
[00:04:37.000 --> 00:04:40.000]  卻當看自己是活的
[00:04:40.000 --> 00:04:42.000]  第十二節
[00:04:42.000 --> 00:04:47.000]  所以不要用罪在你們必死的身上作枉
[00:04:47.000 --> 00:04:51.000]  使你們順從生子的私慾
[00:04:51.000 --> 00:04:56.000]  也不要將你們的肢體獻給罪作不義的器具
[00:04:56.000 --> 00:04:59.000]  倒要將從死裡復活的人
[00:04:59.000 --> 00:05:01.000]  將自己獻給神
[00:05:01.000 --> 00:05:05.000]  並將肢體作義的器具獻給神
[00:05:05.000 --> 00:05:09.000]  罪必不能作你們的主
[00:05:09.000 --> 00:05:12.000]  因你們不在律法之下
[00:05:12.000 --> 00:05:15.000]  乃在恩典之下
[00:05:15.000 --> 00:05:18.000]  讓我們先有個祈禱
[00:05:18.000 --> 00:05:20.000]  我們的天父
[00:05:20.000 --> 00:05:24.000]  很感謝祢因為祢差遣祢獨生的愛子
[00:05:24.000 --> 00:05:27.000]  耶穌基督為我們成就救恩
[00:05:27.000 --> 00:05:29.000]  在十字架受難之後
[00:05:29.000 --> 00:05:31.000]  第三天復活
[00:05:31.000 --> 00:05:35.000]  也成為我們能夠在信仰上的根基
[00:05:35.000 --> 00:05:39.000]  讓我們能夠為主作堅貞
[00:05:39.000 --> 00:05:40.000]  天父啊
[00:05:40.000 --> 00:05:42.000]  我們當讀到次老保羅
[00:05:42.000 --> 00:05:46.000]  他論到從死裡復活對我們意義的時候
[00:05:46.000 --> 00:05:47.000]  天父啊
[00:05:47.000 --> 00:05:50.000]  幫助我們投聖靈開啟我們的心竅
[00:05:50.000 --> 00:05:53.000]  引領我們進入神的真理當中
[00:05:53.000 --> 00:05:56.000]  讓我們明白並且能夠活出祢的道理
[00:05:56.000 --> 00:05:57.000]  我們的祈禱
[00:05:57.000 --> 00:06:00.000]  奉我主耶穌基督聖名祈求
[00:06:00.000 --> 00:06:05.000]  阿們
[00:06:30.000 --> 00:06:32.000]  是一個中間的位置
[00:06:32.000 --> 00:06:36.000]  在結構上面就好像一座山的高峰
[00:06:36.000 --> 00:06:39.000]  至於是否這個福音論述的最重要的地方呢
[00:06:39.000 --> 00:06:41.000]  仍然有討論的空間
[00:06:41.000 --> 00:06:44.000]  但是我留意到在這段經文裡面很特別的
[00:06:44.000 --> 00:06:49.000]  就有三次這樣提到從死裡復活
[00:06:49.000 --> 00:06:50.000]  第四節呢
[00:06:50.000 --> 00:06:53.000]  講到我們要像基督
[00:06:53.000 --> 00:06:56.000]  積著父的榮耀從死裡復活一樣
[00:06:56.000 --> 00:06:57.000]  第九節呢
[00:06:57.000 --> 00:07:00.000]  也提到因為知道基督既從死裡復活
[00:07:00.000 --> 00:07:02.000]  就不再死等等
[00:07:02.000 --> 00:07:04.000]  到第十三節了
[00:07:04.000 --> 00:07:06.000]  講到我們的生活
[00:07:06.000 --> 00:07:07.000]  新的生命
[00:07:07.000 --> 00:07:09.000]  就倒要像從死裡復活的人
[00:07:09.000 --> 00:07:12.000]  將自己獻給神
[00:07:12.000 --> 00:07:13.000]  在羅馬書裡面
[00:07:13.000 --> 00:07:15.000]  在不同的章都有提到
[00:07:15.000 --> 00:07:16.000]  可能是一次
[00:07:16.000 --> 00:07:17.000]  死裡復活
[00:07:17.000 --> 00:07:20.000]  但特別在第六章這個段落裡面
[00:07:20.000 --> 00:07:21.000]  是提到三次
[00:07:21.000 --> 00:07:23.000]  可見士圖保羅
[00:07:23.000 --> 00:07:24.000]  他這樣的鋪排
[00:07:24.000 --> 00:07:27.000]  是希望向信徒講述一個主耶穌基督
[00:07:27.000 --> 00:07:29.000]  從死裡復活不單止是一個事實
[00:07:29.000 --> 00:07:31.000]  甚至對我們屬靈的生命
[00:07:31.000 --> 00:07:33.000]  有著重要的意義的
[00:07:33.000 --> 00:07:34.000]  所以今天呢
[00:07:34.000 --> 00:07:36.000]  我希望在當中跟大家分享
[00:07:36.000 --> 00:07:38.000]  當中特別的意義
[00:07:38.000 --> 00:07:40.000]  首先第一方面
[00:07:40.000 --> 00:07:44.000]  當保羅提到主耶穌基督從死裡復活呢
[00:07:44.000 --> 00:07:48.000]  就是讓我們有新的生命的樣式
[00:07:48.000 --> 00:07:51.000]  當我們與主聯合
[00:07:51.000 --> 00:07:53.000]  與主結連的時候呢
[00:07:53.000 --> 00:07:57.000]  就擁有從神所賜給我們的新的生命
[00:07:57.000 --> 00:08:00.000]  這些注意當中是有條件的
[00:08:00.000 --> 00:08:02.000]  就是信徒要與主結連
[00:08:02.000 --> 00:08:05.000]  與主聯合才有的
[00:08:05.000 --> 00:08:07.000]  一個不認識神的人呢
[00:08:07.000 --> 00:08:08.000]  這個新的生命
[00:08:08.000 --> 00:08:10.000]  主耶穌基督的復活
[00:08:10.000 --> 00:08:14.000]  對他來說是沒有特別的意義的
[00:08:14.000 --> 00:08:17.000]  雖然主耶穌基督死而復活
[00:08:17.000 --> 00:08:19.000]  是為世人開出一個救恩
[00:08:19.000 --> 00:08:21.000]  和恩典之路
[00:08:21.000 --> 00:08:24.000]  但是假如人不願意去相信神
[00:08:24.000 --> 00:08:27.000]  或者他不認識神這個寶貴的救恩的時候呢
[00:08:27.000 --> 00:08:31.000]  耶穌基督的死和他沒有一個直接的關係
[00:08:31.000 --> 00:08:32.000]  主有主的復活
[00:08:32.000 --> 00:08:34.000]  他有他自己的生活
[00:08:34.000 --> 00:08:36.000]  對於不信主的人的意義呢
[00:08:36.000 --> 00:08:37.000]  可能是多了一天
[00:08:37.000 --> 00:08:38.000]  公眾假期呢
[00:08:38.000 --> 00:08:39.000]  可以去行山
[00:08:39.000 --> 00:08:40.000]  去休息
[00:08:40.000 --> 00:08:42.000]  去娛樂等等
[00:08:42.000 --> 00:08:44.000]  但是對於我們信徒就不同了
[00:08:44.000 --> 00:08:46.000]  怎樣為之與主結連
[00:08:46.000 --> 00:08:48.000]  以致我們有這個新的生命呢
[00:08:48.000 --> 00:08:50.000]  就是我們信靠耶穌基督
[00:08:50.000 --> 00:08:52.000]  作為我們的救主
[00:08:52.000 --> 00:08:56.000]  並且承認耶穌就是我們生命的主宰
[00:08:56.000 --> 00:08:58.000]  我們要是單純的
[00:08:58.000 --> 00:08:59.000]  無二心的
[00:08:59.000 --> 00:09:00.000]  去信靠
[00:09:00.000 --> 00:09:02.000]  信服主耶穌基督
[00:09:02.000 --> 00:09:04.000]  作為我們生命的主宰
[00:09:04.000 --> 00:09:06.000]  在我們生命當中掌權
[00:09:06.000 --> 00:09:10.000]  這個就是與主聯合的意思了
[00:09:10.000 --> 00:09:13.000]  這個不單止是因信清義的一刻
[00:09:13.000 --> 00:09:16.000]  更加是我們生命在基督裡面成長
[00:09:16.000 --> 00:09:18.000]  不斷的成聖
[00:09:18.000 --> 00:09:21.000]  在將來見主面之前的一個過程
[00:09:21.000 --> 00:09:23.000]  而內在的信心
[00:09:23.000 --> 00:09:26.000]  當然也要透過外在的見證
[00:09:26.000 --> 00:09:28.000]  和行動表現出來
[00:09:28.000 --> 00:09:30.000]  所以保羅在第四節提到
[00:09:30.000 --> 00:09:33.000]  我們藉著浸禮歸入死
[00:09:33.000 --> 00:09:36.000]  這個就是一個我們生命月主
[00:09:36.000 --> 00:09:37.000]  結連的見證了
[00:09:37.000 --> 00:09:39.000]  浸信會的會友
[00:09:39.000 --> 00:09:41.000]  我們或者都會記得
[00:09:41.000 --> 00:09:42.000]  我們受浸的時候
[00:09:42.000 --> 00:09:43.000]  我們的特色就是
[00:09:43.000 --> 00:09:45.000]  整個人浸到水裡
[00:09:45.000 --> 00:09:48.000]  這個就是表達我們願意
[00:09:48.000 --> 00:09:51.000]  與基督同死同埋葬的信念
[00:09:51.000 --> 00:09:53.000]  當我們上回水的時候
[00:09:53.000 --> 00:09:55.000]  就好像經文所說
[00:09:55.000 --> 00:09:57.000]  像基督積著父的榮耀
[00:09:57.000 --> 00:10:00.000]  從死裡復活一樣
[00:10:00.000 --> 00:10:02.000]  所以浸禮一方面
[00:10:02.000 --> 00:10:05.000]  也是我們生命和主結連的見證
[00:10:05.000 --> 00:10:07.000]  正如第五節經文裡面提到
[00:10:07.000 --> 00:10:10.000]  我們在死的形狀裡面與主聯合
[00:10:10.000 --> 00:10:12.000]  在復活的形狀裡面
[00:10:12.000 --> 00:10:14.000]  也要與主聯合
[00:10:14.000 --> 00:10:16.000]  第八節也提到
[00:10:16.000 --> 00:10:18.000]  假如我們若是與基督同死
[00:10:18.000 --> 00:10:22.000]  也都會信必然會與耶穌同活
[00:10:22.000 --> 00:10:24.000]  這個見證
[00:10:24.000 --> 00:10:27.000]  是在見證神所賜給我們
[00:10:27.000 --> 00:10:28.000]  這個新的生命
[00:10:28.000 --> 00:10:30.000]  是由今生開始
[00:10:30.000 --> 00:10:33.000]  直到永恆的這個新的生命
[00:10:33.000 --> 00:10:35.000]  當我們與主結連的時候
[00:10:35.000 --> 00:10:39.000]  我們願意與耶穌基督同死
[00:10:39.000 --> 00:10:41.000]  同埋葬同復活
[00:10:41.000 --> 00:10:44.000]  而我們就是學校主耶穌基督
[00:10:44.000 --> 00:10:46.000]  相信祂會帶領我們
[00:10:46.000 --> 00:10:48.000]  有這個新的生命的樣式
[00:10:48.000 --> 00:10:50.000]  到第二方面
[00:10:50.000 --> 00:10:52.000]  當我們與主結連的時候
[00:10:52.000 --> 00:10:55.000]  我們亦都好像耶穌基督那樣
[00:10:55.000 --> 00:10:58.000]  祂是能夠勝過罪的權勢的
[00:10:58.000 --> 00:11:00.000]  因為我們的主耶穌基督
[00:11:00.000 --> 00:11:03.000]  就是那位勝過死亡的復活主
[00:11:03.000 --> 00:11:04.000]  第九節那裡提到
[00:11:04.000 --> 00:11:07.000]  因為知道基督既從死裡復活
[00:11:07.000 --> 00:11:09.000]  就不再死
[00:11:09.000 --> 00:11:11.000]  死也不再作胎的主了
[00:11:11.000 --> 00:11:14.000]  這個除了是一個歷史的事實
[00:11:14.000 --> 00:11:16.000]  主耶穌基督在福音書裡面
[00:11:16.000 --> 00:11:18.000]  亦都曾經叫過拉薩路
[00:11:18.000 --> 00:11:21.000]  叫過崖路的女兒復活
[00:11:21.000 --> 00:11:25.000]  顯示祂是有賜予生命的能力的
[00:11:25.000 --> 00:11:28.000]  而主耶穌基督當祂復活之後
[00:11:28.000 --> 00:11:30.000]  就不再經歷死亡了
[00:11:30.000 --> 00:11:32.000]  在約翰福音十四章
[00:11:32.000 --> 00:11:35.000]  在祂釘十字架之前
[00:11:35.000 --> 00:11:37.000]  同門徒你都可以說
[00:11:37.000 --> 00:11:40.000]  因為我活著,你們也要活著
[00:11:40.000 --> 00:11:43.000]  到老日你們就知道我在父裡面
[00:11:43.000 --> 00:11:45.000]  你們在我裡面
[00:11:45.000 --> 00:11:47.000]  我也在你們裡面
[00:11:47.000 --> 00:11:49.000]  所以當我們與主結連的時候
[00:11:49.000 --> 00:11:53.000]  縱使我們今世的肉身裡面會碎殘
[00:11:53.000 --> 00:11:56.000]  也都會經歷病痛,經歷死亡
[00:11:56.000 --> 00:11:58.000]  今生也都會過去
[00:11:58.000 --> 00:12:00.000]  但當我們與主結連的時候
[00:12:00.000 --> 00:12:02.000]  主不單止會叫我們
[00:12:02.000 --> 00:12:04.000]  在今生在神的面前活著
[00:12:04.000 --> 00:12:05.000]  在肉身之後
[00:12:05.000 --> 00:12:08.000]  主會叫我們在神面前活著
[00:12:08.000 --> 00:12:10.000]  因為主從死裡復活
[00:12:10.000 --> 00:12:13.000]  祂粉碎了死的權勢
[00:12:13.000 --> 00:12:15.000]  粉碎了死亡的權勢
[00:12:15.000 --> 00:12:17.000]  這是此其一
[00:12:17.000 --> 00:12:19.000]  而我們主耶穌基督
[00:12:19.000 --> 00:12:21.000]  更加是粉碎了罪的權勢
[00:12:21.000 --> 00:12:23.000]  第十節那裡說到
[00:12:23.000 --> 00:12:26.000]  祂死是向罪死了只有一次
[00:12:26.000 --> 00:12:28.000]  我們都知道主耶穌基督
[00:12:28.000 --> 00:12:30.000]  祂是沒有犯過罪的
[00:12:30.000 --> 00:12:33.000]  所以祂向罪死的意思
[00:12:33.000 --> 00:12:37.000]  就是替代世人的罪來死
[00:12:37.000 --> 00:12:39.000]  當中的原理就是主耶穌基督
[00:12:39.000 --> 00:12:41.000]  從死裡復活
[00:12:41.000 --> 00:12:43.000]  祂粉碎了死亡的權勢
[00:12:43.000 --> 00:12:45.000]  因為祂復活勝過死亡
[00:12:45.000 --> 00:12:47.000]  而主耶穌基督的死亡
[00:12:47.000 --> 00:12:49.000]  就是粉碎了罪的權勢
[00:12:49.000 --> 00:12:51.000]  罪的功架乃是死
[00:12:51.000 --> 00:12:53.000]  原本我們犯罪是要自己
[00:12:53.000 --> 00:12:55.000]  去償還這個罪責的
[00:12:55.000 --> 00:12:57.000]  但是主耶穌基督以祂的死
[00:12:57.000 --> 00:12:59.000]  而代替我們負上這份代價
[00:12:59.000 --> 00:13:02.000]  所以當我們全心信靠主的時候
[00:13:02.000 --> 00:13:05.000]  我們不單止讓主的復活
[00:13:05.000 --> 00:13:08.000]  讓我們將來有這個復活的盼望
[00:13:08.000 --> 00:13:10.000]  而且在今生裡面
[00:13:10.000 --> 00:13:12.000]  我們亦都是藉著與主結連
[00:13:12.000 --> 00:13:15.000]  有勝過罪的能力
[00:13:15.000 --> 00:13:17.000]  保羅在第六節那裡說到
[00:13:17.000 --> 00:13:19.000]  因為知道我們舊人
[00:13:19.000 --> 00:13:21.000]  和他的主同釘十字架
[00:13:21.000 --> 00:13:23.000]  使罪身滅絕
[00:13:23.000 --> 00:13:25.000]  就叫我們不再作罪的奴僕
[00:13:25.000 --> 00:13:28.000]  因為已死的人是脫離了罪
[00:13:28.000 --> 00:13:31.000]  我們向罪亦都看自己是死的
[00:13:31.000 --> 00:13:33.000]  我們在第十一節
[00:13:33.000 --> 00:13:35.000]  向神在基督耶穌裡
[00:13:35.000 --> 00:13:37.000]  卻當看自己是活的
[00:13:37.000 --> 00:13:39.000]  意思就是當我們與主結連
[00:13:39.000 --> 00:13:41.000]  以朕例作為我們的見證的時候
[00:13:41.000 --> 00:13:43.000]  我們舊我 我們的舊人
[00:13:43.000 --> 00:13:45.000]  向罪來說已經死了
[00:13:45.000 --> 00:13:47.000]  死再不可以作為
[00:13:47.000 --> 00:13:49.000]  捆綁我們
[00:13:49.000 --> 00:13:51.000]  或者作為我們犯罪
[00:13:51.000 --> 00:13:53.000]  要我們去當中償還的
[00:13:53.000 --> 00:13:55.000]  但是呢 向神來說
[00:13:55.000 --> 00:13:57.000]  我們是活著的
[00:13:57.000 --> 00:13:59.000]  正如基督從死裡復活
[00:13:59.000 --> 00:14:01.000]  活著是一樣
[00:14:01.000 --> 00:14:03.000]  至於第三個在這段經文裡
[00:14:03.000 --> 00:14:05.000]  所提到的從死裡復活
[00:14:05.000 --> 00:14:07.000]  這個就不是講主耶穌基督
[00:14:07.000 --> 00:14:09.000]  是講到我們
[00:14:09.000 --> 00:14:11.000]  在第十二節裡
[00:14:11.000 --> 00:14:13.000]  講到提到
[00:14:13.000 --> 00:14:15.000]  我們不容罪在我們必死的身上作亡
[00:14:15.000 --> 00:14:17.000]  意思就是
[00:14:17.000 --> 00:14:19.000]  我們不可以再去
[00:14:19.000 --> 00:14:21.000]  跟隨自己的私慾
[00:14:21.000 --> 00:14:23.000]  例如在約翰一書第二章那裡
[00:14:23.000 --> 00:14:25.000]  提到的三個罪惡之處
[00:14:25.000 --> 00:14:27.000]  肉體的情慾
[00:14:27.000 --> 00:14:29.000]  眼目的情慾
[00:14:29.000 --> 00:14:31.000]  今生的驕傲
[00:14:31.000 --> 00:14:33.000]  肉體的情慾
[00:14:33.000 --> 00:14:35.000]  可能是各樣的
[00:14:35.000 --> 00:14:37.000]  貪食 性
[00:14:37.000 --> 00:14:39.000]  或者是各樣的
[00:14:39.000 --> 00:14:41.000]  滿足肉體的情慾
[00:14:41.000 --> 00:14:43.000]  眼目 可能見到的東西
[00:14:43.000 --> 00:14:45.000]  很想擁有 買
[00:14:45.000 --> 00:14:47.000]  或者貪婪等等
[00:14:47.000 --> 00:14:49.000]  今生的驕傲 可能是命利
[00:14:49.000 --> 00:14:51.000]  得到人家的尊重 權力
[00:14:51.000 --> 00:14:53.000]  控制人等等
[00:14:53.000 --> 00:14:55.000]  這些都是罪惡之處
[00:14:55.000 --> 00:14:57.000]  當我們有神所賜給我們新生命的時候
[00:14:57.000 --> 00:14:59.000]  我們是可以
[00:14:59.000 --> 00:15:01.000]  不受這些的剋制
[00:15:01.000 --> 00:15:03.000]  也都是更加不要讓自己
[00:15:03.000 --> 00:15:05.000]  為罪作了不義的戲劇
[00:15:05.000 --> 00:15:07.000]  在第十二節那裡所講
[00:15:07.000 --> 00:15:09.000]  相反 我們就好像
[00:15:09.000 --> 00:15:11.000]  第十三節那裡提到
[00:15:11.000 --> 00:15:13.000]  都要像從死裡復活的人
[00:15:13.000 --> 00:15:15.000]  將自己獻給神
[00:15:15.000 --> 00:15:17.000]  並且將肢體作義的戲劇
[00:15:17.000 --> 00:15:19.000]  獻給神
[00:15:19.000 --> 00:15:21.000]  技師
[00:15:21.000 --> 00:15:23.000]  像從死裡復活的人
[00:15:23.000 --> 00:15:25.000]  有一個意思
[00:15:25.000 --> 00:15:27.000]  也在和合本修訂版裡
[00:15:27.000 --> 00:15:29.000]  是反而得準確的
[00:15:29.000 --> 00:15:31.000]  就是指在死人當中活著的人
[00:15:31.000 --> 00:15:33.000]  從死人中活著的人
[00:15:33.000 --> 00:15:35.000]  這是一個什麼圖畫
[00:15:35.000 --> 00:15:37.000]  什麼意思呢
[00:15:37.000 --> 00:15:39.000]  就是如果以一個屬靈的眼光
[00:15:39.000 --> 00:15:41.000]  去看的時候
[00:15:41.000 --> 00:15:43.000]  那些不認識神的人
[00:15:43.000 --> 00:15:45.000]  沒有救恩的人
[00:15:45.000 --> 00:15:47.000]  雖然肉身活著也好
[00:15:47.000 --> 00:15:49.000]  但是卻不是與神
[00:15:49.000 --> 00:15:51.000]  這位生命的主結連的時候
[00:15:51.000 --> 00:15:53.000]  實際上都是死人一樣
[00:15:53.000 --> 00:15:55.000]  另外一個比喻
[00:15:55.000 --> 00:15:57.000]  就好像近年
[00:15:57.000 --> 00:15:59.000]  流行一些喪屍的
[00:15:59.000 --> 00:16:01.000]  電影或者劇集
[00:16:01.000 --> 00:16:03.000]  或者遊戲
[00:16:03.000 --> 00:16:05.000]  那些喪屍就是指那些沒有意識的
[00:16:05.000 --> 00:16:07.000]  看到那些正常的人
[00:16:07.000 --> 00:16:09.000]  就會去咬他
[00:16:09.000 --> 00:16:11.000]  被咬的人就會受感染
[00:16:11.000 --> 00:16:13.000]  變成失去自主意識的喪屍
[00:16:13.000 --> 00:16:15.000]  好像就是
[00:16:15.000 --> 00:16:17.000]  在這個環境當中
[00:16:17.000 --> 00:16:19.000]  活著的人一樣
[00:16:19.000 --> 00:16:21.000]  當然比喻還比喻
[00:16:21.000 --> 00:16:23.000]  喪屍的劇集就是要用槍
[00:16:23.000 --> 00:16:25.000]  去打喪屍的頭
[00:16:25.000 --> 00:16:27.000]  才可以制止他們的
[00:16:27.000 --> 00:16:29.000]  但是我們在世界上
[00:16:29.000 --> 00:16:31.000]  在死人當中活著的人
[00:16:31.000 --> 00:16:33.000]  我們不是要消滅那些罪人
[00:16:33.000 --> 00:16:35.000]  而是為主做見證
[00:16:35.000 --> 00:16:37.000]  讓人可以認識主耶穌基督來得救
[00:16:37.000 --> 00:16:39.000]  所以當保羅呼籲信徒
[00:16:39.000 --> 00:16:41.000]  要將自己獻給神
[00:16:41.000 --> 00:16:43.000]  並將肢體作義的器具獻給神的時候
[00:16:43.000 --> 00:16:45.000]  意思就是我們的生命
[00:16:45.000 --> 00:16:47.000]  既然有新的生命了
[00:16:47.000 --> 00:16:49.000]  我們需要有新的方向
[00:16:49.000 --> 00:16:51.000]  我們不要再在罪那裡沉淪
[00:16:51.000 --> 00:16:53.000]  或者被罪那裡核製
[00:16:53.000 --> 00:16:55.000]  因為主耶穌基督
[00:16:55.000 --> 00:16:57.000]  也給了我們這份救恩
[00:16:57.000 --> 00:16:59.000]  也給了我們的能力
[00:16:59.000 --> 00:17:01.000]  假如我們信靠主的時候
[00:17:01.000 --> 00:17:03.000]  對自己的節制的時候
[00:17:03.000 --> 00:17:05.000]  也是能夠作為義的器具
[00:17:05.000 --> 00:17:07.000]  不論是我們去傳揚神的福音
[00:17:07.000 --> 00:17:09.000]  或者是以我們的善行
[00:17:09.000 --> 00:17:11.000]  去傳揚神的恩典
[00:17:11.000 --> 00:17:13.000]  我們這些就是作義的器具
[00:17:13.000 --> 00:17:15.000]  基本上
[00:17:15.000 --> 00:17:21.000]  法定人數不足
[00:17:21.000 --> 00:17:20.780]  從死裡復活就是這個意思
[00:17:20.780 --> 00:17:23.780]  主耶穌基督從死裡復活
[00:17:23.780 --> 00:17:25.780]  不單止是勝過死亡
[00:17:25.780 --> 00:17:29.780]  也是祂復活賜給我們新的生命
[00:17:29.780 --> 00:17:32.780]  所以我們有這份恩典的時候
[00:17:32.780 --> 00:17:34.780]  就要好像從死裡復活的人一樣
[00:17:34.780 --> 00:17:38.780]  將自己獻給神
