
[00:00:00.000 --> 00:00:06.000]  今早是我們中國人的農曆年初二
[00:04:01.000 --> 00:04:06.000]  我就跟校長說我做中下等人
[00:04:06.000 --> 00:04:09.000]  我就跟校長說我做中下等人
[00:04:09.000 --> 00:04:12.000]  希望你教多幾次我可以改過
[00:04:12.000 --> 00:04:14.000]  希望你教多幾次我可以改
[00:04:14.000 --> 00:04:16.000]  其實是博取校長不要記我過
[00:04:16.000 --> 00:04:18.000]  給多一次機會我
[00:04:18.000 --> 00:04:20.000]  其實只是希望校長不要記我過
[00:04:20.000 --> 00:04:22.000]  給我多一次機會
[00:04:22.000 --> 00:04:24.000]  隨後的歲月更加變本加厲
[00:04:24.000 --> 00:04:27.000]  隨後的歲月更加變本加厲
[00:04:27.000 --> 00:04:28.000]  越來越壞
[00:04:28.000 --> 00:04:29.000]  越來越壞
[00:04:29.000 --> 00:04:30.000]  但校長那番說話
[00:04:30.000 --> 00:04:32.000]  下等之人教而不善
[00:04:32.000 --> 00:04:34.000]  往往在我心裡響起
[00:04:34.000 --> 00:04:36.000]  但校長那句話
[00:04:36.000 --> 00:04:38.000]  下等之人教如不善
[00:04:38.000 --> 00:04:40.000]  往往在我心裡響起
[00:04:40.000 --> 00:04:42.000]  難道這就是我的人生嗎
[00:04:42.000 --> 00:04:43.000]  難道這就是我的人生嗎
[00:04:43.000 --> 00:04:45.000]  難道我甘於過一個下等之人嗎
[00:04:45.000 --> 00:04:47.000]  難道我甘於過一個下等的人嗎
[00:04:47.000 --> 00:04:49.000]  天父的恩典和憐憫
[00:04:49.000 --> 00:04:51.000]  天父的恩典和憐憫
[00:04:51.000 --> 00:04:52.000]  好像聖經所說
[00:04:52.000 --> 00:04:54.000]  將禪的燈火他不摧滅
[00:04:54.000 --> 00:04:56.000]  壓傷的蘆葦他不截斷
[00:04:56.000 --> 00:04:57.000]  像聖經說
[00:04:57.000 --> 00:04:59.000]  壓傷的蘆葦他不折斷
[00:04:59.000 --> 00:05:01.000]  將禪的燈火他不摧滅
[00:05:01.000 --> 00:05:03.000]  當我走到人生盡頭的時候
[00:05:03.000 --> 00:05:05.000]  當我走到人生盡頭的時候
[00:05:05.000 --> 00:05:07.000]  上帝的恩典臨到我
[00:05:07.000 --> 00:05:08.000]  上帝的恩典臨到我
[00:05:08.000 --> 00:05:09.000]  其實有些諷刺
[00:05:09.000 --> 00:05:11.000]  我由小學中學都是讀教會學校
[00:05:11.000 --> 00:05:13.000]  其實有些諷刺
[00:05:13.000 --> 00:05:15.000]  我從小學到中學都是讀教會學校
[00:05:15.000 --> 00:05:16.000]  我從小學到中學都是讀教會學校
[00:05:16.000 --> 00:05:17.000]  那時候我們還要上聖經課
[00:05:17.000 --> 00:05:19.000]  當時我還要上聖經課
[00:05:19.000 --> 00:05:21.000]  但似乎聖經和耶穌基督
[00:05:21.000 --> 00:05:23.000]  只不過是我開玩笑的對象
[00:05:23.000 --> 00:05:25.000]  但似乎聖經和耶穌基督
[00:05:25.000 --> 00:05:27.000]  只不過是我開玩笑的對象
[00:05:27.000 --> 00:05:29.000]  我從來沒有想過
[00:05:29.000 --> 00:05:33.000]  我一直興翰的耶穌基督
[00:05:33.000 --> 00:05:35.000]  有一天他的恩典竟然臨到我
[00:05:35.000 --> 00:05:37.000]  有一天他的恩典竟然臨到我
[00:05:37.000 --> 00:05:38.000]  我從來沒有想過
[00:05:38.000 --> 00:05:39.000]  我一直興翰的耶穌基督
[00:05:39.000 --> 00:05:41.000]  有一天他的恩典竟然臨到我身上
[00:05:41.000 --> 00:05:43.000]  讓我有機會認識他
[00:05:43.000 --> 00:05:44.000]  讓我有機會認識他
[00:05:44.000 --> 00:05:46.000]  讓我可以有機會接受他的救援
[00:05:46.000 --> 00:05:48.000]  我是26歲才信耶穌
[00:05:48.000 --> 00:05:50.000]  我是26歲才信耶穌
[00:05:50.000 --> 00:05:52.000]  擺脫以前的種種惡行
[00:05:52.000 --> 00:05:54.000]  擺脫以前的種種惡行
[00:05:54.000 --> 00:05:56.000]  重新做人
[00:05:56.000 --> 00:05:59.000]  上帝也有恩典給我有機會受高等教育
[00:05:59.000 --> 00:06:02.000]  上帝也有恩典給我有機會受高等教育
[00:06:02.000 --> 00:06:03.000]  上帝也有恩典給我有機會受高等教育
[00:06:03.000 --> 00:06:05.000]  上帝也有恩典給我有機會受高等教育
[00:06:05.000 --> 00:06:07.000]  上帝也有恩典給我有機會受高等教育
[00:06:07.000 --> 00:06:09.000]  上帝也有恩典給我有機會受高等教育
[00:06:09.000 --> 00:06:11.000]  上帝也有恩典給我有機會受高等教育
[00:06:11.000 --> 00:06:13.000]  上帝也有恩典給我有機會受高等教育
[00:06:13.000 --> 00:06:15.000]  上帝也有恩典給我有機會受高等教育
[00:06:15.000 --> 00:06:17.000]  上帝也有恩典給我有機會受高等教育
[00:06:17.000 --> 00:06:19.000]  上帝也有恩典給我有機會受高等教育
[00:06:19.000 --> 00:06:21.000]  上帝也有恩典給我有機會受高等教育
[00:06:21.000 --> 00:06:23.000]  上帝也有恩典給我有機會受高等教育
[00:06:23.000 --> 00:06:25.000]  上帝也有恩典給我有機會受高等教育
[00:06:25.000 --> 00:06:33.000]  上帝也有恩典給我有機會受高等教育
[00:06:33.000 --> 00:06:35.000]  上帝也有恩典給我有機會受高等教育
[00:06:35.000 --> 00:06:37.000]  上帝也有恩典給我有機會受高等教育
[00:06:37.000 --> 00:06:39.000]  上帝也有恩典給我有機會受高等教育
[00:06:39.000 --> 00:06:41.000]  上帝也有恩典給我有機會受高等教育
[00:06:41.000 --> 00:06:43.000]  上帝也有恩典給我有機會受高等教育
[00:06:43.000 --> 00:06:45.000]  上帝也有恩典給我有機會受高等教育
[00:06:45.000 --> 00:06:47.000]  上帝也有恩典給我有機會受高等教育
[00:06:47.000 --> 00:06:49.000]  上帝也有恩典給我有機會受高等教育
[00:06:49.000 --> 00:06:51.000]  上帝也有恩典給我有機會受高等教育
[00:06:51.000 --> 00:06:53.000]  上帝也有恩典給我有機會受高等教育
[00:06:53.000 --> 00:06:55.000]  上帝也有恩典給我有機會受高等教育
[00:06:55.000 --> 00:06:57.000]  上帝也有恩典給我有機會受高等教育
[00:06:57.000 --> 00:06:59.000]  上帝也有恩典給我有機會受高等教育
[00:06:59.000 --> 00:07:01.000]  上帝也有恩典給我有機會受高等教育
[00:07:01.000 --> 00:07:03.000]  上帝也有恩典給我有機會受高等教育
[00:07:03.000 --> 00:07:05.000]  上帝也有恩典給我有機會受高等教育
[00:07:05.000 --> 00:07:07.000]  上帝也有恩典給我有機會受高等教育
[00:07:07.000 --> 00:07:09.000]  上帝也有恩典給我有機會受高等教育
[00:07:09.000 --> 00:07:11.000]  上帝也有恩典給我有機會受高等教育
[00:07:11.000 --> 00:07:13.000]  上帝也有恩典給我有機會受高等教育
[00:07:13.000 --> 00:07:15.000]  上帝也有恩典給我有機會受高等教育
[00:07:15.000 --> 00:07:23.000]  上帝也有恩典給我有機會受高等教育
[00:07:23.000 --> 00:07:25.000]  上帝也有恩典給我有機會受高等教育
[00:07:25.000 --> 00:07:27.000]  上帝也有恩典給我有機會受高等教育
[00:07:27.000 --> 00:07:29.000]  上帝也有恩典給我有機會受高等教育
[00:07:29.000 --> 00:07:31.000]  上帝也有恩典給我有機會受高等教育
[00:07:31.000 --> 00:07:33.000]  上帝也有恩典給我有機會受高等教育
[00:07:33.000 --> 00:07:35.000]  上帝也有恩典給我有機會受高等教育
[00:07:35.000 --> 00:07:37.000]  上帝也有恩典給我有機會受高等教育
[00:07:37.000 --> 00:07:39.000]  上帝也有恩典給我有機會受高等教育
[00:07:39.000 --> 00:07:41.000]  上帝也有恩典給我有機會受高等教育
[00:07:41.000 --> 00:07:43.000]  上帝也有恩典給我有機會受高等教育
[00:07:43.000 --> 00:07:45.000]  上帝也有恩典給我有機會受高等教育
[00:07:45.000 --> 00:07:47.000]  上帝也有恩典給我有機會受高等教育
[00:07:47.000 --> 00:07:49.000]  上帝也有恩典給我有機會受高等教育
[00:07:49.000 --> 00:07:51.000]  上帝也有恩典給我有機會受高等教育
[00:07:51.000 --> 00:07:53.000]  上帝也有恩典給我有機會受高等教育
[00:07:53.000 --> 00:07:55.000]  上帝也有恩典給我有機會受高等教育
[00:07:55.000 --> 00:07:57.000]  上帝也有恩典給我有機會受高等教育
[00:07:57.000 --> 00:07:59.000]  上帝也有恩典給我有機會受高等教育
[00:07:59.000 --> 00:08:01.000]  上帝也有恩典給我有機會受高等教育
[00:08:01.000 --> 00:08:03.000]  上帝也有恩典給我有機會受高等教育
[00:08:03.000 --> 00:08:05.000]  上帝也有恩典給我有機會受高等教育
[00:08:05.000 --> 00:08:15.000]  上帝也有恩典給我有機會受高等教育
[00:08:15.000 --> 00:08:17.000]  上帝也有恩典給我有機會受高等教育
[00:08:17.000 --> 00:08:19.000]  上帝也有恩典給我有機會受高等教育
[00:08:19.000 --> 00:08:21.000]  上帝也有恩典給我有機會受高等教育
[00:08:21.000 --> 00:08:23.000]  上帝也有恩典給我有機會受高等教育
[00:08:23.000 --> 00:08:25.000]  上帝也有恩典給我有機會受高等教育
[00:08:25.000 --> 00:08:27.000]  上帝也有恩典給我有機會受高等教育
[00:08:27.000 --> 00:08:29.000]  上帝也有恩典給我有機會受高等教育
[00:08:29.000 --> 00:08:31.000]  上帝也有恩典給我有機會受高等教育
[00:08:31.000 --> 00:08:33.000]  上帝也有恩典給我有機會受高等教育
[00:08:33.000 --> 00:08:35.000]  上帝也有恩典給我有機會受高等教育
[00:08:35.000 --> 00:08:37.000]  上帝也有恩典給我有機會受高等教育
[00:08:37.000 --> 00:08:39.000]  上帝也有恩典給我有機會受高等教育
[00:08:39.000 --> 00:08:41.000]  上帝也有恩典給我有機會受高等教育
[00:08:41.000 --> 00:08:43.000]  上帝也有恩典給我有機會受高等教育
[00:08:43.000 --> 00:08:45.000]  上帝也有恩典給我有機會受高等教育
[00:08:45.000 --> 00:08:47.000]  上帝也有恩典給我有機會受高等教育
[00:08:47.000 --> 00:08:49.000]  上帝也有恩典給我有機會受高等教育
[00:08:49.000 --> 00:08:51.000]  上帝也有恩典給我有機會受高等教育
[00:08:51.000 --> 00:08:53.000]  上帝也有恩典給我有機會受高等教育
[00:08:53.000 --> 00:08:55.000]  上帝也有恩典給我有機會受高等教育
[00:08:55.000 --> 00:09:03.000]  上帝也有恩典給我有機會受高等教育
[00:09:03.000 --> 00:09:05.000]  上帝也有恩典給我有機會受高等教育
[00:09:05.000 --> 00:09:07.000]  上帝也有恩典給我有機會受高等教育
[00:09:07.000 --> 00:09:09.000]  上帝也有恩典給我有機會受高等教育
[00:09:09.000 --> 00:09:11.000]  上帝也有恩典給我有機會受高等教育
[00:09:11.000 --> 00:09:13.000]  上帝也有恩典給我有機會受高等教育
[00:09:13.000 --> 00:09:15.000]  上帝也有恩典給我有機會受高等教育
[00:09:15.000 --> 00:09:17.000]  上帝也有恩典給我有機會受高等教育
[00:09:17.000 --> 00:09:19.000]  上帝也有恩典給我有機會受高等教育
[00:09:19.000 --> 00:09:21.000]  上帝也有恩典給我有機會受高等教育
[00:09:21.000 --> 00:09:23.000]  上帝也有恩典給我有機會受高等教育
[00:09:23.000 --> 00:09:25.000]  上帝也有恩典給我有機會受高等教育
[00:09:25.000 --> 00:09:27.000]  上帝也有恩典給我有機會受高等教育
[00:09:27.000 --> 00:09:29.000]  上帝也有恩典給我有機會受高等教育
[00:09:29.000 --> 00:09:31.000]  上帝也有恩典給我有機會受高等教育
[00:09:31.000 --> 00:09:33.000]  上帝也有恩典給我有機會受高等教育
[00:09:33.000 --> 00:09:35.000]  上帝也有恩典給我有機會受高等教育
[00:09:35.000 --> 00:09:37.000]  上帝也有恩典給我有機會受高等教育
[00:09:37.000 --> 00:09:39.000]  上帝也有恩典給我有機會受高等教育
[00:09:39.000 --> 00:09:41.000]  上帝也有恩典給我有機會受高等教育
[00:09:41.000 --> 00:09:43.000]  上帝也有恩典給我有機會受高等教育
[00:09:43.000 --> 00:09:45.000]  上帝也有恩典給我有機會受高等教育
[00:09:45.000 --> 00:09:53.000]  上帝也有恩典給我有機會受高等教育
[00:09:53.000 --> 00:09:55.000]  上帝也有恩典給我有機會受高等教育
[00:09:55.000 --> 00:09:57.000]  上帝也有恩典給我有機會受高等教育
[00:09:57.000 --> 00:09:59.000]  上帝也有恩典給我有機會受高等教育
[00:09:59.000 --> 00:10:01.000]  上帝也有恩典給我有機會受高等教育
[00:10:01.000 --> 00:10:03.000]  上帝也有恩典給我有機會受高等教育
[00:10:03.000 --> 00:10:05.000]  上帝也有恩典給我有機會受高等教育
[00:10:05.000 --> 00:10:07.000]  上帝也有恩典給我有機會受高等教育
[00:10:07.000 --> 00:10:09.000]  上帝也有恩典給我有機會受高等教育
[00:10:09.000 --> 00:10:11.000]  上帝也有恩典給我有機會受高等教育
[00:10:11.000 --> 00:10:13.000]  上帝也有恩典給我有機會受高等教育
[00:10:13.000 --> 00:10:15.000]  上帝也有恩典給我有機會受高等教育
[00:10:15.000 --> 00:10:17.000]  上帝也有恩典給我有機會受高等教育
[00:10:17.000 --> 00:10:19.000]  上帝也有恩典給我有機會受高等教育
[00:10:19.000 --> 00:10:21.000]  上帝也有恩典給我有機會受高等教育
[00:10:21.000 --> 00:10:23.000]  上帝也有恩典給我有機會受高等教育
[00:10:23.000 --> 00:10:25.000]  上帝也有恩典給我有機會受高等教育
[00:10:25.000 --> 00:10:27.000]  上帝也有恩典給我有機會受高等教育
[00:10:27.000 --> 00:10:29.000]  上帝也有恩典給我有機會受高等教育
[00:10:29.000 --> 00:10:31.000]  上帝也有恩典給我有機會受高等教育
[00:10:31.000 --> 00:10:33.000]  上帝也有恩典給我有機會受高等教育
[00:10:33.000 --> 00:10:35.000]  上帝也有恩典給我有機會受高等教育
[00:10:35.000 --> 00:10:43.000]  上帝也有恩典給我有機會受高等教育
[00:11:05.000 --> 00:11:07.000]  上帝也有恩典給我有機會受高等教育
[00:11:07.000 --> 00:11:09.000]  上帝也有恩典給我有機會受高等教育
[00:11:09.000 --> 00:11:11.000]  上帝也有恩典給我有機會受高等教育
[00:11:11.000 --> 00:11:13.000]  上帝也有恩典給我有機會受高等教育
[00:11:13.000 --> 00:11:15.000]  上帝也有恩典給我有機會受高等教育
[00:11:15.000 --> 00:11:17.000]  上帝也有恩典給我有機會受高等教育
[00:11:17.000 --> 00:11:19.000]  上帝也有恩典給我有機會受高等教育
[00:11:19.000 --> 00:11:21.000]  上帝也有恩典給我有機會受高等教育
[00:11:21.000 --> 00:11:23.000]  上帝也有恩典給我有機會受高等教育
[00:11:23.000 --> 00:11:25.000]  上帝也有恩典給我有機會受高等教育
[00:11:25.000 --> 00:11:27.000]  上帝也有恩典給我有機會受高等教育
[00:11:27.000 --> 00:11:37.000]  上帝也有恩典給我有機會受高等教育
[00:11:37.000 --> 00:11:39.000]  上帝也有恩典給我有機會受高等教育
[00:11:39.000 --> 00:11:41.000]  上帝也有恩典給我有機會受高等教育
[00:11:41.000 --> 00:11:43.000]  上帝也有恩典給我有機會受高等教育
[00:11:43.000 --> 00:11:45.000]  上帝也有恩典給我有機會受高等教育
[00:11:45.000 --> 00:11:47.000]  上帝也有恩典給我有機會受高等教育
[00:11:47.000 --> 00:11:49.000]  上帝也有恩典給我有機會受高等教育
[00:11:49.000 --> 00:11:51.000]  上帝也有恩典給我有機會受高等教育
[00:11:51.000 --> 00:11:53.000]  上帝也有恩典給我有機會受高等教育
[00:11:53.000 --> 00:11:55.000]  上帝也有恩典給我有機會受高等教育
[00:11:55.000 --> 00:11:57.000]  上帝也有恩典給我有機會受高等教育
[00:11:57.000 --> 00:11:59.000]  上帝也有恩典給我有機會受高等教育
[00:11:59.000 --> 00:12:01.000]  上帝也有恩典給我有機會受高等教育
[00:12:01.000 --> 00:12:03.000]  上帝也有恩典給我有機會受高等教育
[00:12:03.000 --> 00:12:05.000]  上帝也有恩典給我有機會受高等教育
[00:12:05.000 --> 00:12:07.000]  上帝也有恩典給我有機會受高等教育
[00:12:07.000 --> 00:12:09.000]  上帝也有恩典給我有機會受高等教育
[00:12:09.000 --> 00:12:11.000]  上帝也有恩典給我有機會受高等教育
[00:12:11.000 --> 00:12:13.000]  上帝也有恩典給我有機會受高等教育
[00:12:13.000 --> 00:12:15.000]  上帝也有恩典給我有機會受高等教育
[00:12:15.000 --> 00:12:17.000]  上帝也有恩典給我有機會受高等教育
[00:12:17.000 --> 00:12:25.000]  上帝也有恩典給我有機會受高等教育
[00:12:25.000 --> 00:12:27.000]  上帝也有恩典給我有機會受高等教育
[00:12:27.000 --> 00:12:29.000]  上帝也有恩典給我有機會受高等教育
[00:12:29.000 --> 00:12:31.000]  上帝也有恩典給我有機會受高等教育
[00:12:31.000 --> 00:12:33.000]  上帝也有恩典給我有機會受高等教育
[00:12:33.000 --> 00:12:35.000]  上帝也有恩典給我有機會受高等教育
[00:12:35.000 --> 00:12:37.000]  上帝也有恩典給我有機會受高等教育
[00:12:37.000 --> 00:12:39.000]  上帝也有恩典給我有機會受高等教育
[00:12:39.000 --> 00:12:41.000]  上帝也有恩典給我有機會受高等教育
[00:12:41.000 --> 00:12:43.000]  上帝也有恩典給我有機會受高等教育
[00:12:43.000 --> 00:12:45.000]  上帝也有恩典給我有機會受高等教育
[00:12:45.000 --> 00:12:47.000]  上帝也有恩典給我有機會受高等教育
[00:12:47.000 --> 00:12:49.000]  上帝也有恩典給我有機會受高等教育
[00:12:49.000 --> 00:12:51.000]  上帝也有恩典給我有機會受高等教育
[00:12:51.000 --> 00:12:53.000]  上帝也有恩典給我有機會受高等教育
[00:12:53.000 --> 00:12:55.000]  上帝也有恩典給我有機會受高等教育
[00:12:55.000 --> 00:12:57.000]  上帝也有恩典給我有機會受高等教育
[00:12:57.000 --> 00:12:59.000]  上帝也有恩典給我有機會受高等教育
[00:12:59.000 --> 00:13:01.000]  上帝也有恩典給我有機會受高等教育
[00:13:01.000 --> 00:13:03.000]  上帝也有恩典給我有機會受高等教育
[00:13:03.000 --> 00:13:05.000]  上帝也有恩典給我有機會受高等教育
[00:13:05.000 --> 00:13:07.000]  上帝也有恩典給我有機會受高等教育
[00:13:07.000 --> 00:13:19.000]  上帝也有恩典給我有機會受高等教育
[00:13:37.000 --> 00:13:41.000]  上帝也有恩典給我有機會受高等教育
[00:13:41.000 --> 00:13:43.000]  上帝也有恩典給我有機會受高等教育
[00:13:43.000 --> 00:13:45.000]  上帝也有恩典給我有機會受高等教育
[00:13:45.000 --> 00:13:47.000]  上帝也有恩典給我有機會受高等教育
[00:13:47.000 --> 00:13:49.000]  上帝也有恩典給我有機會受高等教育
[00:13:49.000 --> 00:13:51.000]  上帝也有恩典給我有機會受高等教育
[00:13:51.000 --> 00:13:53.000]  上帝也有恩典給我有機會受高等教育
[00:13:53.000 --> 00:13:55.000]  上帝也有恩典給我有機會受高等教育
[00:13:55.000 --> 00:13:57.000]  上帝也有恩典給我有機會受高等教育
[00:13:57.000 --> 00:13:59.000]  上帝也有恩典給我有機會受高等教育
[00:13:59.000 --> 00:14:01.000]  上帝也有恩典給我有機會受高等教育
[00:14:01.000 --> 00:14:07.000]  上帝也有恩典給我有機會受高等教育
[00:14:07.000 --> 00:14:09.000]  上帝也有恩典給我有機會受高等教育
[00:14:09.000 --> 00:14:11.000]  上帝也有恩典給我有機會受高等教育
[00:14:11.000 --> 00:14:13.000]  上帝也有恩典給我有機會受高等教育
[00:14:13.000 --> 00:14:15.000]  上帝也有恩典給我有機會受高等教育
[00:14:15.000 --> 00:14:17.000]  上帝也有恩典給我有機會受高等教育
[00:14:17.000 --> 00:14:19.000]  上帝也有恩典給我有機會受高等教育
[00:14:19.000 --> 00:14:21.000]  上帝也有恩典給我有機會受高等教育
[00:14:21.000 --> 00:14:23.000]  上帝也有恩典給我有機會受高等教育
[00:14:23.000 --> 00:14:25.000]  上帝也有恩典給我有機會受高等教育
[00:14:25.000 --> 00:14:27.000]  上帝也有恩典給我有機會受高等教育
[00:14:27.000 --> 00:14:31.000]  上帝也有恩典給我有機會受高等教育
[00:14:31.000 --> 00:14:33.000]  上帝也有恩典給我有機會受高等教育
[00:14:33.000 --> 00:14:35.000]  上帝也有恩典給我有機會受高等教育
[00:14:35.000 --> 00:14:37.000]  上帝也有恩典給我有機會受高等教育
[00:14:37.000 --> 00:14:39.000]  上帝也有恩典給我有機會受高等教育
[00:14:39.000 --> 00:14:41.000]  上帝也有恩典給我有機會受高等教育
[00:14:41.000 --> 00:14:43.000]  上帝也有恩典給我有機會受高等教育
[00:14:43.000 --> 00:14:45.000]  上帝也有恩典給我有機會受高等教育
[00:14:45.000 --> 00:14:47.000]  上帝也有恩典給我有機會受高等教育
[00:14:47.000 --> 00:14:49.000]  上帝也有恩典給我有機會受高等教育
[00:14:49.000 --> 00:14:51.000]  上帝也有恩典給我有機會受高等教育
[00:14:51.000 --> 00:14:57.000]  上帝也有恩典給我有機會受高等教育
[00:14:57.000 --> 00:14:59.000]  上帝也有恩典給我有機會受高等教育
[00:14:59.000 --> 00:15:01.000]  上帝也有恩典給我有機會受高等教育
[00:15:01.000 --> 00:15:03.000]  上帝也有恩典給我有機會受高等教育
[00:15:03.000 --> 00:15:05.000]  上帝也有恩典給我有機會受高等教育
[00:15:05.000 --> 00:15:07.000]  上帝也有恩典給我有機會受高等教育
[00:15:07.000 --> 00:15:09.000]  上帝也有恩典給我有機會受高等教育
[00:15:09.000 --> 00:15:11.000]  上帝也有恩典給我有機會受高等教育
[00:15:11.000 --> 00:15:13.000]  上帝也有恩典給我有機會受高等教育
[00:15:13.000 --> 00:15:15.000]  上帝也有恩典給我有機會受高等教育
[00:15:15.000 --> 00:15:17.000]  上帝也有恩典給我有機會受高等教育
[00:15:17.000 --> 00:15:21.000]  上帝也有恩典給我有機會受高等教育
[00:15:21.000 --> 00:15:23.000]  上帝也有恩典給我有機會受高等教育
[00:15:23.000 --> 00:15:25.000]  上帝也有恩典給我有機會受高等教育
[00:15:25.000 --> 00:15:27.000]  上帝也有恩典給我有機會受高等教育
[00:15:27.000 --> 00:15:29.000]  上帝也有恩典給我有機會受高等教育
[00:15:29.000 --> 00:15:31.000]  上帝也有恩典給我有機會受高等教育
[00:15:31.000 --> 00:15:33.000]  上帝也有恩典給我有機會受高等教育
[00:15:33.000 --> 00:15:35.000]  上帝也有恩典給我有機會受高等教育
[00:15:35.000 --> 00:15:37.000]  上帝也有恩典給我有機會受高等教育
[00:15:37.000 --> 00:15:39.000]  上帝也有恩典給我有機會受高等教育
[00:15:39.000 --> 00:15:41.000]  上帝也有恩典給我有機會受高等教育
[00:15:41.000 --> 00:15:47.000]  上帝也有恩典給我有機會受高等教育
[00:15:47.000 --> 00:15:49.000]  上帝也有恩典給我有機會受高等教育
